Gene stable ID	Oryza barthii gene stable ID	% identity	Oryza barthii % identity	Orthology confidence [0 low, 1 high]
OS02G0659100	OBART02G26690	100	100	1
OS02G0659500	OBART02G26700	78	97	0
OS02G0659700	OBART02G26720	79	59	1
OS02G0660800	OBART02G26740	59	48	0
OS02G0661000	OBART02G26750	50	99	1
OS02G0661100	OBART02G26760	100	100	1
OS02G0661200	OBART02G26770	92	48	0
OS02G0661400	OBART02G26790	55	49	1
OS02G0661500	OBART02G26800	50	34	0
OS02G0661600	OBART02G26820	82	86	0
OS02G0661800	OBART02G26830	100	100	1
OS02G0661900	OBART02G26840	99	40	1
OS02G0662100	OBART02G26850	75	50	0
OS02G0662200	OBART02G26860	99	99	1
OS02G0662300	OBART02G26870	77	50	0
OS02G0662700	OBART02G26880	99	99	1
OS02G0663100	OBART02G26890	92	99	1
OS02G0663300	OBART02G26900	98	90	1
OS02G0663900	OBART02G26920	99	99	1
OS02G0664000	OBART02G26930	94	92	0
OS02G0664100	OBART02G26940	98	33	1
OS02G0664200	OBART02G26940	100	15	1
OS02G0664300	OBART02G26950	100	99	1
OS02G0664400	OBART02G26960	99	100	1
OS02G0664700	OBART02G26980	99	99	1
OS02G0665000	OBART02G27020	98	99	1
OS02G0665200	OBART02G27040	99	99	1
OS02G0665250	OBART02G27050	100	100	0
OS02G0665300	OBART02G27060	99	99	1
OS02G0665400	OBART02G27070	99	62	1
OS02G0665500	OBART02G27080	99	20	1
OS02G0666200	OBART02G27100	100	100	1
OS02G0666300	OBART02G27110	98	87	1
OS02G0666500	OBART02G27120	93	98	1
OS02G0666600	OBART02G33650	99	99	1
OS02G0666700	OBART02G33640	93	98	0
OS02G0666800	OBART02G33630	100	100	1
OS02G0667000	OBART02G27140	100	100	1
OS02G0667300	OBART02G27150	99	99	1
OS02G0667500	OBART02G27160	87	67	1
OS02G0667600	OBART02G27170	100	86	1
OS02G0668400	OBART02G27220	87	95	0
OS02G0668500	OBART02G27230	68	69	1
OS02G0668900	OBART02G27260	75	77	0
OS02G0669000	OBART02G27270	90	94	0
OS02G0669100	OBART02G27280	98	98	1
OS02G0669500	OBART04G21650	39	36	0
OS02G0669700	OBART02G27300	98	68	1
OS02G0669900	OBART02G27310	100	57	1
OS02G0670000	OBART02G27320	94	89	0
OS02G0670100	OBART02G27330	89	90	1
OS02G0670400	OBART02G27340	100	100	1
OS02G0670500	OBART02G27350	100	100	1
OS02G0670700	OBART02G27360	94	74	1
OS02G0670900	OBART02G27370	70	100	1
OS02G0671100	OBART02G27380	73	93	1
OS02G0671200	OBART02G27400	59	98	0
OS02G0671300	OBART02G27410	95	99	0
OS02G0672200	OBART02G27460	98	100	1
OS02G0672400	OBART02G27480	100	97	1
OS02G0672500	OBART02G27490	85	95	1
OS02G0672600	OBART02G27500	100	100	1
OS02G0672700	OBART02G27520	96	100	0
OS02G0672800	OBART02G27530	100	100	1
OS02G0673000	OBART02G27540	60	34	0
OS02G0673100	OBART02G27550	95	100	1
OS02G0673500	OBART02G27570	99	99	1
OS02G0673600	OBART02G27580	100	100	1
OS02G0673700	OBART02G27590	98	96	1
OS02G0674233	OBART02G27600	98	98	1
OS02G0674700	OBART02G27620	100	100	1
OS02G0674800	OBART02G27630	100	100	1
OS02G0675000	OBART06G23470	48	27	1
OS02G0675100	OBART02G13220	58	41	1
OS02G0675100	OBART02G27640	24	20	1
OS02G0675400	OBART02G27650	99	94	1
OS02G0675700	OBART02G27660	98	95	1
OS02G0675800	OBART02G27670	100	100	1
OS02G0676000	OBART02G27700	55	82	0
OS02G0676400	OBART02G27710	100	100	1
OS02G0676500	OBART02G27730	100	100	1
OS02G0676800	OBART02G27750	100	100	1
OS02G0677300	OBART02G27760	99	99	1
OS02G0677600	OBART02G27770	99	99	1
OS02G0677700	OBART02G27780	87	69	1
OS02G0677800	OBART02G27790	65	44	0
OS02G0678200	OBART02G27810	100	96	1
OS02G0678300	OBART02G27820	100	99	1
OS02G0678400	OBART02G27830	99	99	1
OS02G0678800	OBART02G27850	97	98	1
OS02G0679200	OBART02G27860	71	69	1
OS02G0679500	OBART02G27870	69	75	1
OS02G0679700	OBART02G27880	33	100	1
OS02G0680500	OBART02G27920	93	34	0
OS02G0680600	OBART02G27930	99	99	1
OS02G0680700	OBART02G27940	98	99	0
OS02G0681000	OBART02G27960	99	99	1
OS02G0681100	OBART02G27970	87	94	1
OS02G0681700	OBART02G28010	98	70	1
OS02G0681900	OBART02G28020	100	100	1
OS02G0682200	OBART02G28030	100	100	1
OS02G0682300	OBART02G28040	99	99	1
OS02G0682500	OBART02G28050	100	100	1
OS02G0682600	OBART02G28060	100	100	1
OS02G0682700	OBART06G05230	71	42	0
OS02G0683500	OBART02G28100	87	87	0
OS02G0683900	OBART02G28130	98	98	1
OS02G0684100	OBART02G28140	83	94	0
OS02G0684150	OBART02G28150	96	87	1
OS02G0684300	OBART02G28160	100	66	1
OS02G0684400	OBART02G28170	75	85	0
OS02G0684500	OBART01G36400	100	100	0
OS02G0684500	OBART05G19430	100	100	0
OS02G0685200	OBART02G28240	99	99	1
OS02G0685600	OBART02G28270	99	99	1
OS02G0685900	OBART02G28280	74	100	1
OS02G0686100	OBART04G23140	53	55	0
OS02G0686300	OBART02G28300	97	95	0
OS02G0686400	OBART02G28310	79	100	1
OS02G0686600	OBART02G28330	99	81	0
OS02G0686800	OBART02G28340	99	45	1
OS02G0687200	OBART02G28360	100	100	1
OS02G0687500	OBART02G28370	99	93	0
OS02G0687900	OBART02G28400	75	84	1
OS02G0688200	OBART02G28430	73	98	1
OS02G0688500	OBART02G28450	77	80	1
OS02G0688900	OBART02G28470	100	100	1
OS02G0689000	OBART02G28480	98	98	1
OS02G0689200	OBART02G28490	99	98	1
OS02G0689500	OBART02G28510	99	98	1
OS02G0689700	OBART02G28520	98	98	0
OS02G0689800	OBART02G28530	92	48	0
OS02G0689900	OBART02G28540	94	95	0
OS02G0690200	OBART02G28550	100	100	1
OS02G0690500	OBART02G28570	52	100	1
OS02G0690600	OBART02G28580	97	100	1
OS02G0690700	OBART02G28590	89	93	0
OS02G0690800	OBART02G28610	99	99	1
OS02G0691500	OBART02G28630	79	90	1
OS02G0691900	OBART02G28640	99	93	1
OS02G0692000	OBART02G28650	99	100	1
OS02G0692700	OBART02G28660	93	96	1
OS02G0693000	OBART02G28670	79	100	1
OS02G0693200	OBART02G28680	90	83	1
OS02G0693500	OBART02G28700	98	76	1
OS02G0693700	OBART02G28720	95	96	0
OS02G0694100	OBART02G28730	44	100	0
OS02G0694201	OBART02G28740	100	50	1
OS02G0694300	OBART02G28750	84	22	0
OS02G0694700	OBART04G23650	11	9	0
OS02G0694800	OBART02G28770	87	99	1
OS02G0694900	OBART02G28780	45	88	1
OS02G0695050	OBART02G19250	20	32	1
OS02G0695200	OBART02G28790	99	97	1
OS02G0695600	OBART02G28830	99	99	1
OS02G0695700	OBART02G28840	100	100	1
OS02G0695800	OBART02G28850	93	64	1
OS02G0695900	OBART02G28850	100	28	1
OS02G0696500	OBART02G28860	100	89	1
OS02G0696600	OBART08G05890	59	92	0
OS02G0696700	OBART02G28880	96	61	0
OS02G0696900	OBART02G28890	34	62	0
OS02G0697200	OBART02G28910	99	99	1
OS02G0697300	OBART02G28920	100	100	1
OS02G0697400	OBART02G28930	99	95	1
OS02G0697500	OBART02G28940	100	77	1
OS02G0697600	OBART02G28950	85	100	0
OS02G0697700	OBART02G28960	100	100	1
OS02G0697800	OBART02G28970	81	100	1
OS02G0698000	OBART02G28980	100	100	1
OS02G0698100	OBART02G28990	96	99	1
OS02G0698800	OBART02G29000	86	99	1
OS02G0699000	OBART06G21720	99	99	1
OS02G0699300	OBART02G29010	79	51	0
OS02G0699400	OBART02G29020	76	52	0
OS02G0699433	OBART02G29030	87	23	1
OS02G0699466	OBART02G29030	92	22	1
OS02G0699600	OBART02G29040	100	100	1
OS02G0699700	OBART02G29050	100	63	1
OS02G0699900	OBART02G29070	89	29	0
OS02G0700000	OBART02G29080	98	98	1
OS02G0700100	OBART02G29090	100	100	1
OS02G0700300	OBART02G29100	100	100	0
OS02G0700400	OBART11G17690	15	53	0
OS02G0700500	OBART02G29120	99	93	1
OS02G0700600	OBART06G01060	54	57	0
OS02G0700700	OBART02G29140	82	87	0
OS02G0701600	OBART02G29170	59	93	0
OS02G0701900	OBART02G29200	100	100	1
OS02G0702000	OBART02G29210	99	99	1
OS02G0702100	OBART02G29220	100	100	1
OS02G0702400	OBART02G29240	88	93	0
OS02G0702500	OBART02G29250	94	98	0
OS02G0702600	OBART02G29260	89	100	0
OS02G0702800	OBART02G29280	99	93	0
OS02G0703300	OBART02G29290	53	97	0
OS02G0703600	OBART02G29320	95	85	0
OS02G0703800	OBART02G29340	100	100	1
OS02G0703900	OBART02G29350	99	99	1
OS02G0704000	OBART02G29360	65	95	0
OS02G0704300	OBART02G29380	84	36	1
OS02G0704500	OBART02G29390	99	99	1
OS02G0704600	OBART02G29400	100	100	1
OS02G0704800	OBART02G29410	83	95	0
OS02G0704900	OBART02G29420	100	100	1
OS02G0704966	OBART02G29430	95	95	0
OS02G0705000	OBART02G29440	95	86	1
OS02G0705100	OBART02G29450	80	88	1
OS02G0705300	OBART02G29470	98	99	0
OS02G0705400	OBART02G29480	84	74	0
OS02G0705500	OBART02G29490	100	97	1
OS02G0705600	OBART02G29500	99	96	1
OS02G0706400	OBART02G29520	99	55	1
OS02G0706500	OBART02G29530	84	100	1
OS02G0706900	OBART02G29570	100	100	1
OS02G0707000	OBART02G29580	92	59	0
OS02G0707100	OBART02G29590	99	99	1
OS02G0707200	OBART02G29600	90	85	1
OS02G0708000	OBART02G29620	100	100	1
OS02G0708100	OBART02G29640	67	99	0
OS02G0708200	OBART02G29650	100	100	1
OS02G0708400	OBART02G29670	100	100	1
OS02G0708600	OBART02G29680	80	28	1
OS02G0709000	OBART02G29690	100	100	1
OS02G0709100	OBART02G29700	80	98	1
OS02G0709200	OBART02G29710	90	53	1
OS02G0709300	OBART02G29720	99	99	0
OS02G0709400	OBART02G29730	94	38	0
OS02G0709600	OBART02G29740	37	72	0
OS02G0709800	OBART02G29750	99	100	1
OS02G0710102	OBART02G29760	100	15	1
OS02G0710300	OBART02G29800	93	95	1
OS02G0710500	OBART02G29820	100	100	1
OS02G0710700	OBART02G29840	69	92	0
OS02G0710800	OBART02G29850	81	38	1
OS02G0710900	OBART02G29860	98	97	0
OS02G0711100	OBART02G29880	72	99	1
OS02G0711200	OBART02G29890	95	47	0
OS02G0711300	OBART02G29900	100	93	1
OS02G0711900	OBART02G29910	98	100	1
OS02G0712000	OBART02G29920	88	91	1
OS02G0712500	OBART02G29930	73	98	1
OS02G0712600	OBART02G29940	77	92	1
OS02G0712700	OBART02G29950	97	99	1
OS02G0712800	OBART02G29960	81	61	1
OS02G0713250	OBART02G29980	100	100	1
OS02G0713400	OBART02G29990	100	100	1
OS02G0713500	OBART02G30000	84	89	0
OS02G0713900	OBART02G30030	82	49	1
OS02G0714000	OBART02G30040	97	80	0
OS02G0714100	OBART02G30050	100	100	1
OS02G0714200	OBART02G30060	94	100	1
OS02G0714300	OBART02G30070	85	89	0
OS02G0714500	OBART02G30080	100	62	1
OS02G0714600	OBART02G30090	100	100	1
OS02G0714700	OBART02G30100	91	25	1
OS02G0715000	OBART02G30130	97	98	0
OS02G0715200	OBART02G30140	44	98	1
OS02G0715300	OBART02G30150	46	96	1
OS02G0715400	OBART02G30160	97	92	0
OS02G0716500	OBART02G30200	100	100	1
OS02G0716800	OBART02G30210	88	86	0
OS02G0717100	OBART02G30230	100	100	1
OS02G0717200	OBART02G30240	100	81	1
OS02G0717300	OBART02G30250	99	99	1
OS02G0717400	OBART02G30260	96	100	0
OS02G0717500	OBART02G30270	99	99	1
OS02G0717600	OBART02G30280	90	95	1
OS02G0717700	OBART02G30290	96	90	0
OS02G0717900	OBART02G30310	57	100	0
OS02G0718000	OBART02G30320	100	100	1
OS02G0718900	OBART02G30360	100	100	1
OS02G0719000	OBART02G30370	66	98	1
OS02G0719100	OBART02G30380	100	100	1
OS02G0719600	OBART02G30400	99	99	1
OS02G0719700	OBART02G30410	97	100	1
OS02G0719800	OBART02G30420	100	98	1
OS02G0720000	OBART02G30430	99	41	1
OS02G0720100	OBART02G30440	84	100	1
OS02G0720200	OBART02G30450	100	100	1
OS02G0720300	OBART02G30460	99	90	1
OS02G0720400	OBART02G30470	68	78	0
OS02G0720500	OBART02G30480	98	36	0
OS02G0720600	OBART02G30490	96	97	1
OS02G0720700	OBART02G30500	71	92	0
OS02G0721100	OBART02G30520	97	49	0
OS02G0721200	OBART02G30550	47	47	0
OS02G0721600	OBART02G30560	98	87	1
OS02G0721700	OBART02G30570	100	100	1
OS02G0721800	OBART02G30580	98	100	1
OS02G0722001	OBART02G30590	44	85	0
OS02G0722001	OBART02G30600	50	95	0
OS02G0722300	OBART02G30620	100	86	1
OS02G0722400	OBART02G30630	85	91	0
OS02G0722500	OBART02G30640	85	68	0
OS02G0722700	OBART02G30650	91	91	1
OS02G0722800	OBART02G30660	85	68	0
OS02G0723300	OBART02G30690	95	94	0
OS02G0723400	OBART02G30700	59	67	0
OS02G0723700	OBART02G30720	97	92	1
OS02G0724000	OBART02G30740	100	84	1
OS02G0724100	OBART02G30750	82	100	1
OS02G0724500	OBART02G30760	100	100	1
OS02G0724600	OBART02G30770	67	100	1
OS02G0725000	OBART02G30790	99	99	1
OS02G0725100	OBART02G30800	100	100	1
OS02G0725300	OBART02G30810	94	63	1
OS02G0725500	OBART02G30840	100	100	0
OS02G0725600	OBART02G30850	100	81	1
OS02G0725700	OBART02G30860	76	76	0
OS02G0725900	OBART02G30870	98	98	1
OS02G0726000	OBART02G30880	92	95	0
OS02G0726300	OBART02G30900	81	100	1
OS02G0726400	OBART02G30910	100	100	1
OS02G0726500	OBART02G30920	100	100	0
OS02G0726700	OBART02G30940	99	67	1
OS02G0727100	OBART02G30950	93	100	1
OS02G0727300	OBART02G30960	99	99	1
OS02G0727500	OBART02G30970	70	96	1
OS02G0727700	OBART02G31010	24	100	0
OS02G0728001	OBART02G31030	100	100	1
OS02G0728100	OBART02G31020	99	90	1
OS02G0728300	OBART02G31050	79	92	1
OS02G0728500	OBART02G31060	87	45	1
OS02G0728600	OBART02G31070	87	99	1
OS02G0728700	OBART02G31080	100	100	1
OS02G0729100	OBART02G31110	99	62	1
OS02G0729200	OBART02G31120	100	100	1
OS02G0729350	OBART02G31130	82	33	1
OS02G0729400	OBART02G31140	51	100	1
OS02G0729700	OBART02G31160	51	78	0
OS02G0730000	OBART02G31180	100	95	1
OS02G0730050	OBART02G31170	32	23	0
OS02G0730100	OBART02G31190	82	38	0
OS02G0730300	OBART02G31200	100	99	1
OS02G0730400	OBART02G31210	100	81	1
OS02G0730500	OBART02G31220	99	99	1
OS02G0730600	OBART02G31230	86	96	1
OS02G0730700	OBART02G31240	49	100	1
OS02G0730800	OBART02G31260	100	87	1
OS02G0730900	OBART02G31270	99	99	1
OS02G0731200	OBART02G31280	91	97	1
OS02G0731400	OBART02G31300	99	99	1
OS02G0731500	OBART02G31290	99	61	1
OS02G0731600	OBART02G31310	97	55	1
OS02G0731700	OBART02G31320	100	100	1
OS02G0731900	OBART02G31340	96	99	1
OS02G0732200	OBART02G31350	98	98	1
OS02G0732300	OBART02G31360	70	56	1
OS02G0732400	OBART02G31370	43	30	0
OS02G0732500	OBART02G31380	100	100	1
OS02G0732700	OBART02G31400	100	96	1
OS02G0732800	OBART02G31410	85	98	0
OS02G0732900	OBART02G31420	100	100	1
OS02G0733001	OBART02G31430	98	98	1
OS02G0733200	OBART02G31450	64	73	1
OS02G0733300	OBART02G31460	99	99	1
OS02G0733400	OBART02G31470	100	100	1
OS02G0733500	OBART02G31480	44	100	1
OS02G0733800	OBART02G31520	99	99	1
OS02G0733900	OBART02G31530	100	100	1
OS02G0734300	OBART02G31540	100	100	1
OS02G0734400	OBART02G31550	77	52	0
OS02G0734600	OBART02G31560	62	84	1
OS02G0734900	OBART02G31580	99	99	1
OS02G0735100	OBART02G31610	98	98	1
OS02G0735200	OBART02G31620	100	100	1
OS02G0735700	OBART02G31640	100	100	1
OS02G0735800	OBART02G31650	99	99	1
OS02G0735900	OBART02G31660	100	59	1
OS02G0736100	OBART02G31680	97	99	1
OS02G0736300	OBART02G31700	100	100	1
OS02G0736400	OBART02G31710	100	91	0
OS02G0736500	OBART02G31720	99	100	1
OS02G0736600	OBART02G31730	95	89	1
OS02G0736700	OBART02G31750	75	63	1
OS02G0737200	OBART02G31760	99	99	1
OS02G0737300	OBART02G31780	100	100	1
OS02G0737950	OBART02G31790	57	72	1
OS02G0738100	OBART02G31820	96	100	1
OS02G0738200	OBART02G31840	85	100	0
OS02G0738300	OBART01G40350	44	26	0
OS02G0738400	OBART02G31850	100	99	1
OS02G0738600	OBART02G31860	100	100	1
OS02G0738900	OBART02G31870	83	100	1
OS02G0739000	OBART02G31880	99	99	1
OS02G0739400	OBART02G31910	60	95	1
OS02G0739600	OBART02G31920	100	100	1
OS02G0739700	OBART02G31930	95	92	1
OS02G0739900	OBART02G31940	56	89	0
OS02G0740300	OBART02G31950	84	50	1
OS02G0740500	OBART02G31960	90	61	1
OS02G0740600	OBART02G31970	100	100	1
OS02G0740700	OBART02G31980	99	99	1
OS02G0740900	OBART02G31990	83	97	1
OS02G0741000	OBART02G32010	74	94	1
OS02G0741100	OBART02G32020	100	100	1
OS02G0741300	OBART02G32040	98	98	0
OS02G0741400	OBART02G32050	99	25	0
OS02G0741500	OBART02G32050	100	25	0
OS02G0741700	OBART02G32060	83	73	0
OS02G0741800	OBART02G32070	100	100	1
OS02G0741900	OBART02G32080	87	96	1
OS02G0742000	OBART02G32090	100	100	1
OS02G0742100	OBART02G32100	99	51	1
OS02G0742200	OBART02G32120	100	100	1
OS02G0742500	OBART02G32130	82	14	0
OS02G0742700	OBART02G32150	100	100	1
OS02G0742800	OBART02G32160	100	42	1
OS02G0742900	OBART02G32160	100	23	1
OS02G0743100	OBART02G32170	100	100	1
OS02G0743200	OBART02G32180	75	79	1
OS02G0743400	OBART02G32200	97	93	0
OS02G0743500	OBART02G32210	85	85	1
OS02G0743600	OBART02G32220	35	44	0
OS02G0743700	OBART02G32230	74	49	1
OS02G0743800	OBART02G32240	77	92	0
OS02G0743900	OBART02G32250	100	87	0
OS02G0744000	OBART02G32260	94	100	0
OS02G0744100	OBART02G32270	99	99	1
OS02G0744200	OBART02G32280	97	95	1
OS02G0744650	OBART02G32290	92	69	0
OS02G0744700	OBART02G32300	92	95	1
OS02G0744900	OBART02G32310	100	100	1
OS02G0745000	OBART02G32330	99	66	1
OS02G0745100	OBART02G32340	100	100	1
OS02G0745200	OBART02G32350	83	34	1
OS02G0745250	OBART02G32360	83	40	0
OS02G0745400	OBART02G32370	93	98	1
OS02G0745600	OBART02G32380	81	99	1
OS02G0745700	OBART02G32390	99	99	1
OS02G0746000	OBART02G32410	99	78	0
OS02G0747500	OBART02G32440	99	99	1
OS02G0747600	OBART02G32450	99	84	1
OS02G0747900	OBART02G32470	100	100	1
OS02G0748100	OBART02G32480	99	99	1
OS02G0748300	OBART02G32500	92	98	1
OS02G0748800	OBART02G32520	100	100	1
OS02G0749000	OBART02G32540	52	41	0
OS02G0749150	OBART02G32550	98	32	0
OS02G0749300	OBART02G32560	65	50	0
OS02G0749450	OBART02G32580	62	72	0
OS02G0749500	OBART02G32590	58	10	0
OS02G0749700	OBART02G32600	96	96	1
OS02G0749900	OBART02G32610	88	92	1
OS02G0750100	OBART02G32620	99	47	1
OS02G0750400	OBART02G32630	100	44	0
OS02G0750500	OBART02G32640	98	55	1
OS02G0750800	OBART02G32650	99	99	1
OS02G0751100	OBART02G32660	98	99	1
OS02G0751300	OBART02G32680	97	99	1
OS02G0751600	OBART02G32690	100	100	1
OS02G0751800	OBART02G32710	100	100	1
OS02G0751900	OBART02G32720	88	86	1
OS02G0752000	OBART02G32730	100	100	0
OS02G0752200	OBART02G32740	100	100	1
OS02G0752300	OBART02G32750	100	100	1
OS02G0752600	OBART02G32760	68	100	1
OS02G0752800	OBART06G07780	40	70	0
OS02G0753000	OBART02G32780	82	99	0
OS02G0753200	OBART02G32790	100	96	1
OS02G0753300	OBART02G32800	99	99	1
OS02G0753400	OBART02G32810	100	100	1
OS02G0753500	OBART02G32820	99	62	1
OS02G0753700	OBART02G32830	93	77	1
OS02G0753800	OBART02G32840	100	100	1
OS02G0753900	OBART02G32850	100	41	1
OS02G0754000	OBART02G32860	100	94	1
OS02G0754100	OBART02G32870	88	46	1
OS02G0754300	OBART02G32890	61	99	1
OS02G0754500	OBART02G32910	93	100	1
OS02G0754600	OBART02G32920	42	98	1
OS02G0754700	OBART02G32930	99	99	1
OS02G0754800	OBART02G32940	75	48	0
OS02G0754800	OBART02G32970	25	17	0
OS02G0754900	OBART02G32950	100	74	0
OS02G0754900	OBART02G32990	100	74	0
OS02G0755000	OBART02G33000	85	91	1
OS02G0755200	OBART02G33020	100	100	1
OS02G0755400	OBART02G33030	96	55	0
OS02G0755500	OBART02G33040	99	99	1
OS02G0755600	OBART02G33050	99	93	1
OS02G0755900	OBART02G33070	94	99	1
OS02G0756100	OBART02G33080	100	100	1
OS02G0756200	OBART02G33100	93	93	1
OS02G0756800	OBART02G33110	98	50	1
OS02G0757100	OBART02G33130	100	100	1
OS02G0757400	OBART02G33170	60	82	1
OS02G0757700	OBART02G33200	100	100	1
OS02G0757900	OBART02G33210	100	100	1
OS02G0758000	OBART02G33220	100	100	1
OS02G0758100	OBART02G33230	100	84	1
OS02G0758200	OBART02G33240	46	99	1
OS02G0758800	OBART02G33260	100	100	1
OS02G0759000	OBART02G33270	100	46	1
OS02G0759400	OBART02G33290	90	70	1
OS02G0759500	OBART02G33300	98	98	1
OS02G0759700	OBART02G33310	73	100	1
OS02G0759800	OBART02G33320	100	100	1
OS02G0759900	OBART02G33330	99	99	1
OS02G0760000	OBART02G33340	47	69	0
OS02G0760200	OBART02G33360	89	79	1
OS02G0760300	OBART02G33370	100	100	1
OS02G0760400	OBART02G33380	99	99	1
OS02G0760500	OBART02G33390	100	100	1
OS02G0761000	OBART02G33400	99	99	1
OS02G0761100	OBART02G33420	89	96	1
OS02G0761200	OBART02G33430	99	99	0
OS02G0761300	OBART02G33440	99	99	0
OS02G0761400	OBART02G33450	99	11	0
OS02G0761500	OBART02G33460	99	97	1
OS02G0761600	OBART02G33470	100	100	1
OS02G0761700	OBART02G33490	99	99	1
OS02G0761900	OBART06G10930	99	55	1
OS02G0762100	OBART02G33510	100	100	1
OS02G0762200	OBART02G33520	98	99	1
OS02G0762300	OBART02G33530	97	74	1
OS02G0762400	OBART02G33540	100	100	1
OS02G0762600	OBART02G33550	99	97	0
OS02G0762600	OBART02G33580	99	97	0
OS02G0762800	OBART02G33600	89	92	0
OS02G0763000	OBART02G33620	100	100	1
OS02G0763501	OBART01G20610	11	50	1
OS02G0764100	OBART01G02620	56	43	0
OS02G0764200	OBART02G12060	3	15	0
OS02G0764200	OBART10G01150	22	45	0
OS02G0764500	OBART02G33680	100	100	1
OS02G0764700	OBART02G33690	99	99	1
OS02G0765400	OBART02G33700	97	100	1
OS02G0765600	OBART02G33710	87	95	1
OS02G0765800	OBART02G33720	98	98	1
OS02G0765900	OBART01G15110	51	30	1
OS02G0766600	OBART02G33760	90	90	1
OS02G0766700	OBART02G33770	35	81	1
OS02G0766900	OBART02G33790	53	56	0
OS02G0767000	OBART02G33800	77	93	0
OS02G0767100	OBART02G33810	100	60	1
OS02G0767200	OBART02G33820	97	98	1
OS02G0767300	OBART02G33830	100	100	1
OS02G0767400	OBART02G33840	90	99	1
OS02G0767500	OBART02G33850	100	100	1
OS02G0767700	OBART02G33860	100	71	0
OS02G0767800	OBART06G07000	43	48	0
OS02G0767900	OBART02G33880	94	69	0
OS02G0768000	OBART02G33890	99	99	1
OS02G0768200	OBART02G33900	99	99	1
OS02G0768300	OBART02G33910	98	98	1
OS02G0768600	OBART02G33920	89	73	1
OS02G0768700	OBART02G33930	27	100	1
OS02G0769100	OBART02G33950	91	91	1
OS02G0769200	OBART02G33960	81	50	1
OS02G0769700	OBART02G33980	76	35	0
OS02G0769900	OBART02G34000	99	99	1
OS02G0770000	OBART02G34010	100	100	1
OS02G0770100	OBART02G34020	89	99	1
OS02G0770300	OBART02G36500	68	19	0
OS02G0770500	OBART02G34040	92	99	1
OS02G0770600	OBART02G34050	97	80	1
OS02G0770700	OBART02G34060	73	86	0
OS02G0770800	OBART02G34070	100	99	1
OS02G0771100	OBART02G34080	88	45	0
OS02G0771200	OBART02G34090	98	98	1
OS02G0771400	OBART02G34100	100	100	1
OS02G0771450	OBART08G08770	43	60	1
OS02G0771600	OBART02G34120	100	98	1
OS02G0771700	OBART02G34130	100	100	1
OS02G0771800	OBART02G34140	97	95	1
OS02G0772000	OBART02G34180	84	28	1
OS02G0772200	OBART02G34200	99	99	1
OS02G0772300	OBART02G34210	89	81	1
OS02G0772500	OBART02G34220	77	99	1
OS02G0773200	OBART02G34260	99	99	1
OS02G0773300	OBART02G34270	99	80	1
OS02G0773400	OBART02G34280	100	100	0
OS02G0773500	OBART02G34290	59	98	1
OS02G0773600	OBART06G06800	60	63	0
OS02G0773732	OBART06G06790	100	100	1
OS02G0773800	OBART06G06780	96	63	0
OS02G0774100	OBART02G34310	91	83	0
OS02G0774200	OBART02G34320	98	98	1
OS02G0774300	OBART02G34330	100	100	1
OS02G0774500	OBART02G34340	42	99	1
OS02G0774800	OBART07G22980	23	19	0
OS02G0775100	OBART02G34390	100	64	0
OS02G0775200	OBART02G34400	100	100	1
OS02G0775300	OBART02G34410	100	100	1
OS02G0775400	OBART02G34420	87	47	1
OS02G0775600	OBART02G34430	98	99	1
OS02G0775900	OBART02G34450	36	98	1
OS02G0775900	OBART02G34460	50	97	1
OS02G0776400	OBART02G34510	95	83	0
OS02G0776600	OBART02G34520	83	99	1
OS02G0776700	OBART02G34530	99	94	1
OS02G0776800	OBART02G34540	99	99	1
OS02G0776900	OBART02G34550	99	99	1
OS02G0777100	OBART02G34560	97	87	0
OS02G0777400	OBART02G34580	98	48	0
OS02G0778200	OBART02G34620	97	100	1
OS02G0778300	OBART02G34630	99	99	1
OS02G0778400	OBART02G34640	87	95	1
OS02G0778500	OBART02G34660	69	99	0
OS02G0778600	OBART02G34670	100	100	1
OS02G0778700	OBART02G34680	67	100	1
OS02G0779200	OBART02G34700	67	100	1
OS02G0779300	OBART02G34710	64	100	0
OS02G0779400	OBART02G34760	48	77	0
OS02G0779650	OBART02G34720	41	46	1
OS02G0779900	OBART02G34730	84	85	1
OS02G0780200	OBART02G34800	96	98	1
OS02G0780500	OBART02G34820	85	93	0
OS02G0780550	OBART02G34830	91	85	0
OS02G0780800	OBART02G34840	92	43	1
OS02G0781000	OBART02G34850	100	55	0
OS02G0781300	OBART06G06190	38	39	0
OS02G0781300	OBART06G06220	37	43	0
OS02G0781300	OBART06G06230	36	23	0
OS02G0781300	OBART06G07840	41	42	0
OS02G0781400	OBART02G34870	91	99	1
OS02G0781400	OBART02G34880	99	99	1
OS02G0781600	OBART02G34890	87	94	0
OS02G0781700	OBART02G34900	82	97	1
OS02G0781800	OBART02G34910	95	45	0
OS02G0781900	OBART02G34920	54	82	0
OS02G0782100	OBART02G34930	89	99	1
OS02G0782200	OBART02G34940	99	97	1
OS02G0782500	OBART02G34970	99	99	1
OS02G0782600	OBART02G34980	100	46	0
OS02G0782700	OBART02G34990	100	100	1
OS02G0782800	OBART02G35000	99	31	1
OS02G0783000	OBART02G35010	91	74	1
OS02G0783100	OBART02G35020	54	84	1
OS02G0783625	OBART02G35050	95	46	1
OS02G0783700	OBART02G35050	98	21	1
