Gene stable ID	Oryza nivara gene stable ID	% identity	Oryza nivara % identity	Orthology confidence [0 low, 1 high]
OS02G0586000	ONIVA02G24490	99	99	1
OS02G0586400	ONIVA02G24530	89	72	0
OS02G0586500	ONIVA02G24540	99	99	1
OS02G0586600	ONIVA02G24550	98	99	1
OS02G0586800	ONIVA02G24560	100	100	1
OS02G0586900	ONIVA02G24570	97	97	1
OS02G0587000	ONIVA02G24580	99	99	1
OS02G0587300	ONIVA02G24590	66	96	1
OS02G0587600	ONIVA02G24600	83	95	0
OS02G0587800	ONIVA02G24610	100	100	1
OS02G0588300	ONIVA02G24640	98	100	1
OS02G0588500	ONIVA02G24650	77	77	0
OS02G0588600	ONIVA02G24660	90	82	0
OS02G0588700	ONIVA02G24670	100	100	1
OS02G0589000	ONIVA02G03960	99	83	0
OS02G0589400	ONIVA02G03980	90	99	1
OS02G0589700	ONIVA02G03990	99	74	1
OS02G0590800	ONIVA02G25020	87	92	0
OS02G0591500	ONIVA02G25040	99	95	1
OS02G0591600	ONIVA02G25050	89	81	1
OS02G0591700	ONIVA02G25060	100	100	1
OS02G0591800	ONIVA02G25070	99	99	0
OS02G0591900	ONIVA02G25080	95	98	0
OS02G0592000	ONIVA02G25090	100	36	0
OS02G0592300	ONIVA02G25100	93	100	0
OS02G0592400	ONIVA02G25110	100	100	0
OS02G0592500	ONIVA02G25120	100	100	1
OS02G0592600	ONIVA01G20720	34	70	0
OS02G0592700	ONIVA02G25140	97	98	1
OS02G0592833	ONIVA02G25150	98	98	1
OS02G0593100	ONIVA02G25170	77	44	1
OS02G0593400	ONIVA02G25200	97	100	1
OS02G0593500	ONIVA02G25190	100	100	1
OS02G0593600	ONIVA02G25210	100	100	1
OS02G0593700	ONIVA02G25220	100	100	0
OS02G0593900	ONIVA02G25230	100	100	1
OS02G0594100	ONIVA02G25240	100	93	0
OS02G0594300	ONIVA02G25260	97	99	1
OS02G0594800	ONIVA02G25300	99	99	1
OS02G0594900	ONIVA02G25310	100	100	1
OS02G0595100	ONIVA02G25330	95	76	0
OS02G0595200	ONIVA02G25340	90	84	1
OS02G0595300	ONIVA02G25350	97	52	1
OS02G0595400	ONIVA02G25360	100	100	1
OS02G0595500	ONIVA02G25370	90	100	1
OS02G0595700	ONIVA02G25380	100	100	1
OS02G0595800	ONIVA02G25390	100	100	1
OS02G0595900	ONIVA02G25400	99	74	1
OS02G0596000	ONIVA02G25410	60	69	0
OS02G0596100	ONIVA02G25420	87	100	1
OS02G0596200	ONIVA02G25430	99	69	1
OS02G0596300	ONIVA02G25440	100	89	1
OS02G0596500	ONIVA02G25450	97	100	1
OS02G0596900	ONIVA02G25490	100	95	1
OS02G0597000	ONIVA02G25500	95	99	1
OS02G0597200	ONIVA08G08970	43	48	0
OS02G0597300	ONIVA02G25510	3	5	0
OS02G0597700	ONIVA03G08370	100	100	1
OS02G0597800	ONIVA03G08360	100	100	1
OS02G0597900	ONIVA03G08350	100	19	1
OS02G0598200	ONIVA03G08330	100	97	1
OS02G0598300	ONIVA03G08320	98	17	1
OS02G0598600	ONIVA03G08290	96	96	1
OS02G0598800	ONIVA03G08270	94	36	1
OS02G0598900	ONIVA03G08290	96	96	1
OS02G0599200	ONIVA03G08300	25	14	0
OS02G0599400	ONIVA03G08250	98	89	1
OS02G0599500	ONIVA03G08240	86	98	1
OS02G0599700	ONIVA03G08190	71	10	1
OS02G0600100	ONIVA03G08180	100	100	0
OS02G0600200	ONIVA03G08170	98	99	1
OS02G0600400	ONIVA03G08150	45	100	0
OS02G0601000	ONIVA03G08110	93	93	1
OS02G0601100	ONIVA03G08100	67	25	0
OS02G0601300	ONIVA02G25960	100	96	1
OS02G0601600	ONIVA02G25980	100	100	1
OS02G0601700	ONIVA02G26000	100	100	1
OS02G0601800	ONIVA02G26010	100	96	1
OS02G0602000	ONIVA02G26030	99	99	1
OS02G0602100	ONIVA02G26040	99	99	1
OS02G0602500	ONIVA02G26050	100	100	1
OS02G0602600	ONIVA02G26060	97	91	0
OS02G0602800	ONIVA02G26070	59	100	0
OS02G0602900	ONIVA02G26080	74	42	0
OS02G0603000	ONIVA02G26090	100	100	1
OS02G0603100	ONIVA02G26100	100	100	1
OS02G0603600	ONIVA02G26110	79	47	0
OS02G0603700	ONIVA02G26120	40	57	0
OS02G0603800	ONIVA02G26130	100	100	1
OS02G0604000	ONIVA02G26140	98	96	1
OS02G0604100	ONIVA02G26150	99	99	1
OS02G0604300	ONIVA02G26170	96	99	1
OS02G0604700	ONIVA02G26190	98	22	1
OS02G0605000	ONIVA03G08160	27	37	0
OS02G0605400	ONIVA02G26210	89	13	0
OS02G0605500	ONIVA02G26220	99	90	1
OS02G0605600	ONIVA02G26240	96	79	1
OS02G0605900	ONIVA02G26260	100	100	1
OS02G0606000	ONIVA02G26270	99	100	1
OS02G0606100	ONIVA02G26280	98	23	0
OS02G0606200	ONIVA02G26290	94	100	1
OS02G0606300	ONIVA02G26300	45	21	0
OS02G0606600	ONIVA02G26320	55	62	0
OS02G0606800	ONIVA02G26330	99	99	1
OS02G0606900	ONIVA02G26340	76	67	0
OS02G0607000	ONIVA03G08160	32	37	0
OS02G0607100	ONIVA02G26350	92	30	1
OS02G0607400	ONIVA02G26350	85	30	1
OS02G0607700	ONIVA02G26360	100	100	1
OS02G0608000	ONIVA02G26380	100	100	1
OS02G0608200	ONIVA02G26400	88	46	0
OS02G0608400	ONIVA02G26420	100	100	1
OS02G0608500	ONIVA02G26430	98	98	1
OS02G0608800	ONIVA02G26450	100	92	1
OS02G0608801	ONIVA02G26460	100	100	1
OS02G0608900	ONIVA02G26470	98	99	1
OS02G0609000	ONIVA02G26480	100	100	1
OS02G0609200	ONIVA02G26490	96	100	1
OS02G0609800	ONIVA02G07570	75	72	0
OS02G0609900	ONIVA06G19970	46	41	0
OS02G0610000	ONIVA02G26520	90	60	1
OS02G0610400	ONIVA02G26530	100	100	1
OS02G0610500	ONIVA02G26540	95	95	1
OS02G0610600	ONIVA02G26550	84	56	0
OS02G0610700	ONIVA02G26560	76	60	1
OS02G0610800	ONIVA02G26570	99	99	0
OS02G0611200	ONIVA02G26600	99	99	1
OS02G0611300	ONIVA02G26620	61	79	1
OS02G0611400	ONIVA02G26630	100	100	0
OS02G0611450	ONIVA02G26640	73	37	1
OS02G0611500	ONIVA02G26650	99	99	1
OS02G0611800	ONIVA02G26710	100	100	1
OS02G0612000	ONIVA02G26720	91	80	0
OS02G0612100	ONIVA02G26730	97	91	1
OS02G0612200	ONIVA02G26740	100	74	0
OS02G0612700	ONIVA02G26670	100	100	1
OS02G0612800	ONIVA02G26680	98	94	1
OS02G0612900	ONIVA02G26690	100	100	1
OS02G0613000	ONIVA06G20130	81	82	0
OS02G0613100	ONIVA06G20120	100	100	1
OS02G0613200	ONIVA06G20110	100	100	1
OS02G0613400	ONIVA06G20100	75	13	0
OS02G0613600	ONIVA06G20090	70	86	1
OS02G0613900	ONIVA06G20070	82	80	0
OS02G0614100	ONIVA06G20050	100	67	0
OS02G0614200	ONIVA06G20040	15	12	0
OS02G0614300	ONIVA06G20030	100	46	1
OS02G0614400	ONIVA06G20020	97	97	0
OS02G0614500	ONIVA06G20010	99	99	0
OS02G0614600	ONIVA06G20000	100	100	1
OS02G0614700	ONIVA06G19990	98	31	0
OS02G0614966	ONIVA06G16980	52	30	0
OS02G0615800	ONIVA02G19010	59	59	0
OS02G0616100	ONIVA02G19020	63	66	0
OS02G0616100	ONIVA02G26750	66	65	0
OS02G0616199	ONIVA02G26760	54	31	0
OS02G0617100	ONIVA02G26770	99	34	0
OS02G0617200	ONIVA02G26780	98	18	1
OS02G0617300	ONIVA02G26790	93	50	1
OS02G0617400	ONIVA02G26800	47	96	1
OS02G0617400	ONIVA05G13420	46	85	1
OS02G0617500	ONIVA05G13410	95	48	0
OS02G0617600	ONIVA05G13400	60	33	0
OS02G0617700	ONIVA05G13390	100	32	1
OS02G0618100	ONIVA09G12430	100	96	1
OS02G0618200	ONIVA09G12440	99	88	1
OS02G0618250	ONIVA09G12450	100	100	0
OS02G0618400	ONIVA09G12460	99	99	1
OS02G0618700	ONIVA09G12470	100	100	1
OS02G0619600	ONIVA09G12500	99	99	0
OS02G0620000	ONIVA09G12510	34	28	1
OS02G0620100	ONIVA09G12520	99	99	1
OS02G0620400	ONIVA09G12530	100	100	1
OS02G0620500	ONIVA09G12540	100	100	1
OS02G0620600	ONIVA09G12560	100	100	1
OS02G0621100	ONIVA09G12590	99	87	1
OS02G0621300	ONIVA09G12600	100	100	1
OS02G0621500	ONIVA09G12610	100	100	1
OS02G0621600	ONIVA09G12620	97	99	1
OS02G0621700	ONIVA09G12630	100	100	1
OS02G0621800	ONIVA09G12640	100	100	1
OS02G0622100	ONIVA02G26850	100	100	1
OS02G0622200	ONIVA02G26860	100	100	0
OS02G0622300	ONIVA02G26870	100	100	1
OS02G0622400	ONIVA02G26810	100	94	1
OS02G0622500	ONIVA02G26820	99	53	0
OS02G0623400	ONIVA02G26890	86	79	1
OS02G0623500	ONIVA02G26900	99	98	0
OS02G0623932	ONIVA04G07470	28	40	0
OS02G0623932	ONIVA06G16140	32	18	0
OS02G0624300	ONIVA04G17140	53	53	0
OS02G0624400	ONIVA07G09970	97	100	0
OS02G0625000	ONIVA02G26970	99	99	0
OS02G0625100	ONIVA02G26980	99	99	1
OS02G0625300	ONIVA02G27000	100	100	1
OS02G0625500	ONIVA02G27010	91	100	1
OS02G0625900	ONIVA02G27040	99	99	1
OS02G0626100	ONIVA02G27060	100	100	1
OS02G0626400	ONIVA02G27090	100	99	1
OS02G0626532	ONIVA02G27110	69	28	1
OS02G0627100	ONIVA02G27120	99	99	1
OS02G0627700	ONIVA02G27130	100	92	0
OS02G0627900	ONIVA02G27150	88	99	1
OS02G0628000	ONIVA02G27160	100	100	1
OS02G0628200	ONIVA02G27170	95	85	0
OS02G0628600	ONIVA02G27180	99	92	1
OS02G0628900	ONIVA02G27190	90	60	1
OS02G0629000	ONIVA02G27200	99	99	1
OS02G0629200	ONIVA02G27220	100	100	1
OS02G0629400	ONIVA02G27240	100	100	1
OS02G0630000	ONIVA02G27230	100	83	1
OS02G0630100	ONIVA02G27250	35	78	1
OS02G0630300	ONIVA02G27280	95	77	0
OS02G0631000	ONIVA02G27310	99	99	1
OS02G0631100	ONIVA02G27320	100	100	0
OS02G0631200	ONIVA02G27330	100	61	1
OS02G0631500	ONIVA02G27340	95	28	1
OS02G0631601	ONIVA02G27340	80	14	1
OS02G0631801	ONIVA02G27360	48	18	1
OS02G0632100	ONIVA02G27380	94	55	1
OS02G0632500	ONIVA02G27410	98	52	0
OS02G0632800	ONIVA06G16130	62	75	1
OS02G0632850	ONIVA02G27420	90	94	1
OS02G0633000	ONIVA11G04780	39	74	0
OS02G0633100	ONIVA02G27480	99	98	1
OS02G0633200	ONIVA02G27490	100	100	1
OS02G0633300	ONIVA02G27500	100	32	1
OS02G0633400	ONIVA02G27510	98	99	1
OS02G0633700	ONIVA02G27520	76	38	1
OS02G0634100	ONIVA02G27530	51	56	0
OS02G0634500	ONIVA02G27540	100	100	1
OS02G0634600	ONIVA02G27550	100	92	1
OS02G0634700	ONIVA02G27560	95	100	1
OS02G0634800	ONIVA02G27570	94	57	0
OS02G0634900	ONIVA02G27580	100	100	1
OS02G0635000	ONIVA02G27590	100	100	1
OS02G0635200	ONIVA02G27600	100	100	1
OS02G0635800	ONIVA02G27620	100	100	1
OS02G0636300	ONIVA02G27650	94	85	1
OS02G0636400	ONIVA02G27660	100	48	1
OS02G0636600	ONIVA02G27680	100	100	1
OS02G0636700	ONIVA02G27690	100	100	1
OS02G0637000	ONIVA02G27700	98	81	1
OS02G0637200	ONIVA02G27730	99	99	1
OS02G0637700	ONIVA02G27760	99	35	1
OS02G0637900	ONIVA02G27770	95	100	1
OS02G0638000	ONIVA02G27780	100	95	1
OS02G0638200	ONIVA02G27790	100	39	0
OS02G0638300	ONIVA02G27800	100	100	1
OS02G0638400	ONIVA02G27810	97	92	1
OS02G0638650	ONIVA02G27820	99	99	1
OS02G0638900	ONIVA02G27830	86	66	1
OS02G0639000	ONIVA02G27840	99	99	0
OS02G0639100	ONIVA02G27860	97	97	1
OS02G0639500	ONIVA02G27890	89	86	0
OS02G0639600	ONIVA02G27900	100	100	1
OS02G0639700	ONIVA02G27910	95	94	1
OS02G0639900	ONIVA02G27920	100	100	1
OS02G0640000	ONIVA02G27930	100	59	1
OS02G0640100	ONIVA02G27940	90	71	0
OS02G0640200	ONIVA02G27950	99	61	0
OS02G0640300	ONIVA02G27960	98	61	1
OS02G0640500	ONIVA02G27970	100	100	1
OS02G0640700	ONIVA02G27980	97	87	1
OS02G0641000	ONIVA02G27990	60	46	0
OS02G0641100	ONIVA01G24280	29	63	0
OS02G0641800	ONIVA02G28020	100	100	1
OS02G0641900	ONIVA04G17990	58	56	0
OS02G0642200	ONIVA02G28040	100	100	1
OS02G0642300	ONIVA02G28050	99	44	0
OS02G0642600	ONIVA02G28070	95	99	1
OS02G0642700	ONIVA02G28080	96	87	1
OS02G0643000	ONIVA02G28090	100	100	1
OS02G0643200	ONIVA02G28110	100	100	1
OS02G0643500	ONIVA02G28140	100	100	1
OS02G0643600	ONIVA02G28150	100	99	1
OS02G0643800	ONIVA02G28180	99	99	1
OS02G0643900	ONIVA02G28190	83	83	1
OS02G0644000	ONIVA02G28200	100	100	1
OS02G0644100	ONIVA02G28210	99	96	1
OS02G0644200	ONIVA02G28220	100	55	1
OS02G0644500	ONIVA02G28230	100	100	1
OS02G0644600	ONIVA02G28250	52	50	0
OS02G0644900	ONIVA11G22170	67	33	0
OS02G0645000	ONIVA02G28290	98	98	1
OS02G0645100	ONIVA02G28300	95	98	1
OS02G0645600	ONIVA02G28320	96	85	1
OS02G0646200	ONIVA02G28330	99	99	1
OS02G0646400	ONIVA02G28340	100	100	1
OS02G0646500	ONIVA02G28350	95	99	1
OS02G0647300	ONIVA02G28390	98	100	1
OS02G0647900	ONIVA05G15420	94	99	1
OS02G0648100	ONIVA05G15430	100	100	0
OS02G0648300	ONIVA05G15440	80	56	0
OS02G0649300	ONIVA02G28400	93	93	0
OS02G0649700	ONIVA02G28420	100	100	1
OS02G0649800	ONIVA02G28430	100	100	1
OS02G0649900	ONIVA02G28440	96	100	1
OS02G0650300	ONIVA02G28460	99	99	1
OS02G0650500	ONIVA02G28480	100	100	1
OS02G0650800	ONIVA02G28500	99	65	1
OS02G0650900	ONIVA02G28510	100	100	1
OS02G0651000	ONIVA02G28520	94	61	1
OS02G0651200	ONIVA02G28540	64	54	0
OS02G0651300	ONIVA02G28550	100	100	1
OS02G0651500	ONIVA04G18690	63	33	0
OS02G0651900	ONIVA02G28590	100	100	1
OS02G0652000	ONIVA02G28600	99	99	1
OS02G0652300	ONIVA02G28640	99	100	1
OS02G0652550	ONIVA02G28650	92	92	1
OS02G0652600	ONIVA02G28660	98	99	1
OS02G0652800	ONIVA02G28690	100	100	1
OS02G0653200	ONIVA02G28710	91	74	1
OS02G0653400	ONIVA02G28720	99	99	0
OS02G0653800	ONIVA02G28740	100	58	1
OS02G0653900	ONIVA02G28750	100	100	1
OS02G0654100	ONIVA02G28760	99	92	1
OS02G0654300	ONIVA02G28770	99	99	1
OS02G0654400	ONIVA02G28780	99	99	1
OS02G0654500	ONIVA04G18880	75	77	0
OS02G0654600	ONIVA02G28800	96	97	1
OS02G0654700	ONIVA02G28810	100	100	1
OS02G0655100	ONIVA02G28830	94	97	0
OS02G0655300	ONIVA02G28850	100	100	1
OS02G0655500	ONIVA02G28860	91	93	0
OS02G0655600	ONIVA02G28870	70	27	0
OS02G0655700	ONIVA02G28880	100	96	1
OS02G0655750	ONIVA02G28890	99	99	1
OS02G0655800	ONIVA02G28900	100	100	1
OS02G0656100	ONIVA02G28920	99	99	1
OS02G0656200	ONIVA02G28930	99	59	1
OS02G0656300	ONIVA02G28940	99	96	0
OS02G0656500	ONIVA02G28950	100	77	1
OS02G0656600	ONIVA02G28960	93	91	1
OS02G0657000	ONIVA02G28990	100	100	1
OS02G0657600	ONIVA02G29020	100	84	1
OS02G0657700	ONIVA02G29030	100	100	1
OS02G0658100	ONIVA02G29060	100	81	1
OS02G0658200	ONIVA02G29070	98	84	1
OS02G0658300	ONIVA02G29080	100	100	1
OS02G0658500	ONIVA02G29100	98	43	1
OS02G0658600	ONIVA02G29110	99	99	1
OS02G0658800	ONIVA02G29120	100	100	1
OS02G0658900	ONIVA02G29130	100	100	1
OS02G0659100	ONIVA02G29140	99	99	0
OS02G0659500	ONIVA02G29150	100	100	1
OS02G0659700	ONIVA02G29180	82	61	1
OS02G0660800	ONIVA02G29240	68	44	0
OS02G0661000	ONIVA02G29250	50	99	1
OS02G0661100	ONIVA02G29260	100	100	1
OS02G0661200	ONIVA02G29270	90	47	0
OS02G0661300	ONIVA02G29280	91	100	1
OS02G0661400	ONIVA02G29290	92	96	1
OS02G0661500	ONIVA02G29300	50	32	0
OS02G0661600	ONIVA02G29320	82	85	0
OS02G0661900	ONIVA02G29330	98	44	1
OS02G0662000	ONIVA02G29340	100	100	1
OS02G0662100	ONIVA02G29350	100	100	1
OS02G0662200	ONIVA02G29360	100	100	1
OS02G0662300	ONIVA02G29370	77	66	0
OS02G0662700	ONIVA02G29380	94	97	1
OS02G0663100	ONIVA02G29390	100	100	1
OS02G0663300	ONIVA02G29400	98	89	1
OS02G0663900	ONIVA02G29420	99	99	1
OS02G0664000	ONIVA02G29430	99	99	1
OS02G0664100	ONIVA02G29440	98	33	1
OS02G0664200	ONIVA02G29440	100	15	1
OS02G0664300	ONIVA02G29450	99	99	1
OS02G0664400	ONIVA02G29460	98	86	1
OS02G0664700	ONIVA02G29470	100	100	1
OS02G0665000	ONIVA02G29500	99	99	1
OS02G0665200	ONIVA02G29520	100	100	1
OS02G0665250	ONIVA02G29530	99	99	1
OS02G0665300	ONIVA02G29540	100	100	1
OS02G0665400	ONIVA03G00410	37	27	0
OS02G0665500	ONIVA02G29550	100	43	1
OS02G0666000	ONIVA01G27690	55	72	1
OS02G0666200	ONIVA02G29590	100	86	1
OS02G0666300	ONIVA02G29600	100	96	1
OS02G0666500	ONIVA02G29610	100	100	1
OS02G0666600	ONIVA02G29620	99	99	1
OS02G0666700	ONIVA02G29630	100	100	1
OS02G0666800	ONIVA02G29640	99	71	1
OS02G0666900	ONIVA02G29650	99	97	1
OS02G0667000	ONIVA02G29660	99	87	0
OS02G0667100	ONIVA02G29670	100	100	1
OS02G0667300	ONIVA02G29680	100	100	1
OS02G0667500	ONIVA02G29690	94	68	1
OS02G0667600	ONIVA02G29700	100	86	1
OS02G0668400	ONIVA02G29750	99	98	0
OS02G0668500	ONIVA02G29760	71	69	1
OS02G0668900	ONIVA02G29780	75	77	0
OS02G0669000	ONIVA02G29790	92	96	0
OS02G0669100	ONIVA02G29800	99	99	1
OS02G0669500	ONIVA04G20180	41	13	0
OS02G0669700	ONIVA02G29830	98	65	1
OS02G0669900	ONIVA02G29850	99	55	1
OS02G0670000	ONIVA02G29860	96	90	1
OS02G0670100	ONIVA02G29870	90	91	1
OS02G0670400	ONIVA02G29880	99	99	1
OS02G0670900	ONIVA02G29910	86	100	1
OS02G0671100	ONIVA02G29920	97	76	1
OS02G0671200	ONIVA02G29930	96	100	1
OS02G0671300	ONIVA02G29940	95	100	0
OS02G0672100	ONIVA02G30280	100	100	1
OS02G0672200	ONIVA02G30290	97	100	1
OS02G0672400	ONIVA02G30320	100	100	1
OS02G0672500	ONIVA02G30330	86	96	1
OS02G0672600	ONIVA02G30340	100	100	1
OS02G0672700	ONIVA02G30360	96	100	0
OS02G0672800	ONIVA02G30370	100	100	1
OS02G0673000	ONIVA03G39650	54	41	0
OS02G0673100	ONIVA03G39660	95	99	1
OS02G0673500	ONIVA02G30460	99	99	1
OS02G0673600	ONIVA02G30470	99	99	1
OS02G0673700	ONIVA02G30480	95	92	1
OS02G0674233	ONIVA02G30490	98	98	1
OS02G0674700	ONIVA02G30510	100	100	1
OS02G0674800	ONIVA02G30520	100	100	1
OS02G0675400	ONIVA02G30540	99	94	1
OS02G0675700	ONIVA02G30550	99	95	1
OS02G0675800	ONIVA02G30560	100	100	0
OS02G0676000	ONIVA02G30590	56	94	0
OS02G0676400	ONIVA02G30600	100	100	1
OS02G0676500	ONIVA02G30620	100	100	1
OS02G0676800	ONIVA02G30630	99	99	1
OS02G0677300	ONIVA02G30790	99	99	0
OS02G0677600	ONIVA02G30810	100	100	1
OS02G0677700	ONIVA02G30830	87	75	0
OS02G0677800	ONIVA02G30840	50	25	0
OS02G0678200	ONIVA02G30930	99	95	1
OS02G0678300	ONIVA02G30940	100	100	1
OS02G0678400	ONIVA02G30950	93	71	1
OS02G0678800	ONIVA02G30970	98	99	1
OS02G0679200	ONIVA02G30980	92	54	0
OS02G0679500	ONIVA02G31000	77	77	0
OS02G0679700	ONIVA02G31010	100	99	1
OS02G0680500	ONIVA02G31030	93	31	0
OS02G0680600	ONIVA02G31040	99	99	1
OS02G0680700	ONIVA02G31050	98	99	0
OS02G0681000	ONIVA02G31060	73	93	0
OS02G0681100	ONIVA02G31070	100	100	1
OS02G0681200	ONIVA02G31080	100	100	1
OS02G0681700	ONIVA02G31100	98	39	0
OS02G0681900	ONIVA02G31120	100	100	1
OS02G0682200	ONIVA02G31130	100	100	1
OS02G0682300	ONIVA02G31140	98	98	1
OS02G0682500	ONIVA12G15300	100	100	1
OS02G0682600	ONIVA12G15310	99	99	1
OS02G0682700	ONIVA06G06010	71	41	0
OS02G0683500	ONIVA12G15340	98	98	1
OS02G0683900	ONIVA12G15360	100	100	1
OS02G0684000	ONIVA12G15370	100	100	1
OS02G0684100	ONIVA12G15380	92	99	0
OS02G0684150	ONIVA12G15390	91	88	1
OS02G0684300	ONIVA12G15400	100	50	1
OS02G0684400	ONIVA12G15410	100	100	1
OS02G0684500	ONIVA09G20140	100	100	0
OS02G0685200	ONIVA09G03730	100	99	1
OS02G0685600	ONIVA09G03750	91	98	1
OS02G0685900	ONIVA02G31150	100	100	1
OS02G0686100	ONIVA02G31160	100	100	1
OS02G0686300	ONIVA02G31180	97	96	0
OS02G0686400	ONIVA02G31190	100	85	1
OS02G0686600	ONIVA02G31210	99	71	0
OS02G0686700	ONIVA02G31220	100	42	1
OS02G0686800	ONIVA02G31230	100	100	0
OS02G0687200	ONIVA02G16280	100	100	1
OS02G0687500	ONIVA02G16290	100	93	1
OS02G0687900	ONIVA02G16320	90	76	1
OS02G0688200	ONIVA02G16360	61	80	1
OS02G0688500	ONIVA02G16390	99	98	1
OS02G0688900	ONIVA02G16420	96	100	1
OS02G0689000	ONIVA02G16430	99	99	1
OS02G0689200	ONIVA02G16450	99	99	1
OS02G0689500	ONIVA02G16470	100	86	0
OS02G0689700	ONIVA02G16480	100	100	1
OS02G0689800	ONIVA02G16490	92	48	0
OS02G0689900	ONIVA02G16500	100	95	1
OS02G0690200	ONIVA02G16510	99	99	1
OS02G0690500	ONIVA02G16530	100	100	1
OS02G0690600	ONIVA02G16540	100	100	1
OS02G0690700	ONIVA02G16550	100	100	1
OS02G0690800	ONIVA02G16560	100	100	1
OS02G0691500	ONIVA04G03690	100	100	1
OS02G0692000	ONIVA02G31380	99	100	1
OS02G0692700	ONIVA02G31400	81	81	0
OS02G0693000	ONIVA02G31410	99	99	1
OS02G0693200	ONIVA02G31420	100	100	1
OS02G0693500	ONIVA02G31440	98	75	1
OS02G0693700	ONIVA02G31460	98	96	0
OS02G0694100	ONIVA02G31470	100	100	1
OS02G0694201	ONIVA02G31480	99	49	1
OS02G0694300	ONIVA02G31490	84	15	0
OS02G0694700	ONIVA04G19770	2	5	0
OS02G0694700	ONIVA04G19780	7	9	0
OS02G0694800	ONIVA02G31510	87	99	1
OS02G0694900	ONIVA02G31520	77	92	1
OS02G0695050	ONIVA04G13680	19	33	0
OS02G0695200	ONIVA02G31530	98	97	1
OS02G0695600	ONIVA02G31560	100	100	1
OS02G0695700	ONIVA02G31590	98	56	0
OS02G0695800	ONIVA02G31600	94	66	1
OS02G0695900	ONIVA02G31600	100	28	1
OS02G0696500	ONIVA02G31610	99	98	1
OS02G0696600	ONIVA08G05960	64	85	0
OS02G0696700	ONIVA02G31630	100	58	1
OS02G0696900	ONIVA02G31640	85	84	0
OS02G0697300	ONIVA02G31660	100	45	1
OS02G0697400	ONIVA02G31670	93	99	1
OS02G0697500	ONIVA02G31680	100	52	1
OS02G0697600	ONIVA02G31690	100	100	0
OS02G0697700	ONIVA02G31700	100	100	1
OS02G0697800	ONIVA02G31710	95	63	0
OS02G0698100	ONIVA02G31720	97	100	1
OS02G0698800	ONIVA02G31730	100	84	1
OS02G0699000	ONIVA02G31750	99	99	1
OS02G0699300	ONIVA02G31760	79	51	0
OS02G0699400	ONIVA02G31770	72	47	0
OS02G0699433	ONIVA02G31780	88	24	1
OS02G0699466	ONIVA02G31780	92	22	1
OS02G0699600	ONIVA02G31790	100	100	0
OS02G0699700	ONIVA02G31800	100	63	1
OS02G0699900	ONIVA02G31840	97	79	0
OS02G0700000	ONIVA02G31850	99	99	1
OS02G0700100	ONIVA02G31860	100	100	1
OS02G0700300	ONIVA02G31870	100	100	0
OS02G0700400	ONIVA02G31880	46	95	0
OS02G0700500	ONIVA02G31890	100	94	1
OS02G0700600	ONIVA02G31900	96	87	0
OS02G0700700	ONIVA02G31910	98	99	1
OS02G0701600	ONIVA02G31940	99	99	1
OS02G0701900	ONIVA02G31980	100	100	1
OS02G0702000	ONIVA02G31990	100	100	1
OS02G0702100	ONIVA02G32000	100	100	1
OS02G0702400	ONIVA02G32020	88	76	0
OS02G0702500	ONIVA02G32030	94	98	0
OS02G0702600	ONIVA02G32040	89	100	0
OS02G0702800	ONIVA02G32060	97	92	0
OS02G0703300	ONIVA02G32080	100	100	1
OS02G0703600	ONIVA02G32100	95	84	1
OS02G0703900	ONIVA02G32120	88	82	0
OS02G0704000	ONIVA02G32130	96	98	1
OS02G0704300	ONIVA02G32140	99	34	0
OS02G0704500	ONIVA02G32150	99	100	1
OS02G0704600	ONIVA02G32160	99	99	1
OS02G0704800	ONIVA02G32180	100	100	1
OS02G0704900	ONIVA02G32190	100	100	1
OS02G0704966	ONIVA02G32200	95	95	0
OS02G0705000	ONIVA02G32210	100	88	1
OS02G0705100	ONIVA02G32220	85	91	1
OS02G0705300	ONIVA02G32240	100	100	0
OS02G0705400	ONIVA02G32250	85	56	0
OS02G0705500	ONIVA02G32260	100	97	1
OS02G0705600	ONIVA02G32270	99	73	0
OS02G0706400	ONIVA02G32280	98	100	0
OS02G0706500	ONIVA02G32290	97	99	1
OS02G0706600	ONIVA02G32300	86	93	1
OS02G0706900	ONIVA02G32310	100	100	1
OS02G0707000	ONIVA02G32320	92	59	0
OS02G0707051	ONIVA02G32330	57	95	1
OS02G0707100	ONIVA02G32340	100	100	1
OS02G0707200	ONIVA02G32350	99	91	1
OS02G0708000	ONIVA02G32370	100	100	1
OS02G0708100	ONIVA02G32390	99	100	1
OS02G0708200	ONIVA02G32400	100	100	1
OS02G0708400	ONIVA02G32420	99	94	1
OS02G0708600	ONIVA02G32430	80	28	1
OS02G0709000	ONIVA02G32440	100	100	1
OS02G0709100	ONIVA02G32450	100	99	1
OS02G0709200	ONIVA02G32460	97	100	1
OS02G0709300	ONIVA02G32470	98	99	0
OS02G0709350	ONIVA06G18460	35	44	0
OS02G0709400	ONIVA02G32480	89	67	0
OS02G0709600	ONIVA04G10860	53	51	0
OS02G0709800	ONIVA02G32500	100	100	1
OS02G0710102	ONIVA02G32510	99	14	1
OS02G0710300	ONIVA02G32560	99	98	1
OS02G0710500	ONIVA02G32580	100	100	1
OS02G0710700	ONIVA06G18780	51	46	0
OS02G0710800	ONIVA02G32610	81	36	1
