Gene stable ID	Selaginella moellendorffii gene stable ID	% identity	Selaginella moellendorffii % identity	Orthology confidence [0 low, 1 high]
OS01G0977400	SELMODRAFT_81196	34	34	1
OS01G0977400	SELMODRAFT_82072	33	31	1
OS01G0977400	SELMODRAFT_83339	33	34	1
OS01G0977400	SELMODRAFT_86405	37	30	1
OS01G0977400	SELMODRAFT_87452	26	30	1
OS01G0977400	SELMODRAFT_89230	27	32	1
OS01G0977400	SELMODRAFT_92231	32	30	1
OS01G0977400	SELMODRAFT_98426	27	33	1
OS01G0977600	SELMODRAFT_437336	28	25	0
OS01G0977600	SELMODRAFT_439982	27	25	0
OS01G0978400	SELMODRAFT_154000	40	40	1
OS01G0978400	SELMODRAFT_175949	40	40	1
OS02G0100100	SELMODRAFT_422791	46	47	1
OS02G0100100	SELMODRAFT_52354	44	52	1
OS02G0100200	SELMODRAFT_425401	20	12	1
OS02G0100200	SELMODRAFT_444069	20	13	1
OS02G0100300	SELMODRAFT_99680	52	56	1
OS02G0100700	SELMODRAFT_115119	52	53	1
OS02G0100700	SELMODRAFT_88168	52	53	1
OS02G0101000	SELMODRAFT_42771	46	48	1
OS02G0101000	SELMODRAFT_42776	46	48	1
OS02G0101100	SELMODRAFT_417117	17	32	1
OS02G0101600	SELMODRAFT_127189	25	30	1
OS02G0101600	SELMODRAFT_154042	35	36	1
OS02G0101600	SELMODRAFT_271223	35	36	1
OS02G0101600	SELMODRAFT_98727	26	31	1
OS02G0101700	SELMODRAFT_146155	59	23	0
OS02G0101700	SELMODRAFT_149458	59	23	0
OS02G0102000	SELMODRAFT_107780	24	42	1
OS02G0102000	SELMODRAFT_110851	24	42	1
OS02G0102000	SELMODRAFT_114914	22	31	1
OS02G0102000	SELMODRAFT_48223	22	42	1
OS02G0102000	SELMODRAFT_68277	22	43	1
OS02G0102000	SELMODRAFT_88028	22	32	1
OS02G0102300	SELMODRAFT_402869	34	37	1
OS02G0102400	SELMODRAFT_404176	13	35	1
OS02G0102400	SELMODRAFT_407155	13	35	1
OS02G0102600	SELMODRAFT_144224	57	58	1
OS02G0102600	SELMODRAFT_167008	57	59	1
OS02G0102700	SELMODRAFT_112116	61	84	0
OS02G0102700	SELMODRAFT_183167	84	82	0
OS02G0102800	SELMODRAFT_107710	13	44	0
OS02G0102800	SELMODRAFT_111039	13	44	0
OS02G0102900	SELMODRAFT_142800	75	75	1
OS02G0102900	SELMODRAFT_165043	76	74	1
OS02G0102900	SELMODRAFT_168153	75	81	1
OS02G0102900	SELMODRAFT_271545	76	76	1
OS02G0103700	SELMODRAFT_158459	76	77	1
OS02G0103700	SELMODRAFT_269009	76	77	1
OS02G0103800	SELMODRAFT_25109	67	82	1
OS02G0103800	SELMODRAFT_272335	73	71	1
OS02G0103900	SELMODRAFT_419083	33	39	1
OS02G0103900	SELMODRAFT_448007	33	39	1
OS02G0104500	SELMODRAFT_14382	19	42	0
OS02G0104500	SELMODRAFT_24518	19	42	0
OS02G0104700	SELMODRAFT_164227	47	43	1
OS02G0104700	SELMODRAFT_87746	47	43	1
OS02G0104800	SELMODRAFT_445444	24	16	1
OS02G0104800	SELMODRAFT_447060	24	16	1
OS02G0105000	SELMODRAFT_112525	15	46	1
OS02G0105000	SELMODRAFT_78456	15	46	1
OS02G0105100	SELMODRAFT_412218	0	1	1
OS02G0105100	SELMODRAFT_412224	1	1	1
OS02G0105100	SELMODRAFT_412238	0	1	1
OS02G0105100	SELMODRAFT_412240	0	0	1
OS02G0105100	SELMODRAFT_412241	0	0	1
OS02G0105100	SELMODRAFT_412247	0	1	1
OS02G0105100	SELMODRAFT_415403	0	0	1
OS02G0105100	SELMODRAFT_415406	0	0	1
OS02G0105100	SELMODRAFT_415411	0	1	1
OS02G0105100	SELMODRAFT_415415	0	0	1
OS02G0105100	SELMODRAFT_415417	0	0	1
OS02G0105100	SELMODRAFT_415418	0	0	1
OS02G0105100	SELMODRAFT_415420	0	1	1
OS02G0105100	SELMODRAFT_415421	0	0	1
OS02G0105100	SELMODRAFT_415426	0	0	1
OS02G0105100	SELMODRAFT_415431	0	0	1
OS02G0105100	SELMODRAFT_415434	0	0	1
OS02G0105100	SELMODRAFT_415437	0	0	1
OS02G0105100	SELMODRAFT_415438	0	0	1
OS02G0105100	SELMODRAFT_415440	0	0	1
OS02G0105100	SELMODRAFT_415484	0	0	1
OS02G0105100	SELMODRAFT_419587	0	0	1
OS02G0105100	SELMODRAFT_422144	6	7	1
OS02G0105100	SELMODRAFT_426169	0	0	1
OS02G0105100	SELMODRAFT_426257	0	1	1
OS02G0105100	SELMODRAFT_429328	0	0	1
OS02G0105100	SELMODRAFT_431520	1	1	1
OS02G0105100	SELMODRAFT_431523	0	0	1
OS02G0105100	SELMODRAFT_431524	0	1	1
OS02G0105100	SELMODRAFT_431525	0	0	1
OS02G0105100	SELMODRAFT_431527	1	1	1
OS02G0105100	SELMODRAFT_431530	0	0	1
OS02G0105100	SELMODRAFT_431824	0	0	1
OS02G0105100	SELMODRAFT_431827	0	0	1
OS02G0105100	SELMODRAFT_431828	0	1	1
OS02G0105100	SELMODRAFT_431832	0	1	1
OS02G0105100	SELMODRAFT_432380	0	0	1
OS02G0105100	SELMODRAFT_432531	0	0	1
OS02G0105100	SELMODRAFT_441538	2	3	1
OS02G0105100	SELMODRAFT_442780	13	9	1
OS02G0105100	SELMODRAFT_446951	13	9	1
OS02G0105100	SELMODRAFT_448231	6	8	1
OS02G0105200	SELMODRAFT_121442	50	62	1
OS02G0105200	SELMODRAFT_94277	50	62	1
OS02G0105400	SELMODRAFT_405919	48	63	1
OS02G0105400	SELMODRAFT_447483	48	62	1
OS02G0105900	SELMODRAFT_148442	74	76	1
OS02G0105900	SELMODRAFT_271698	74	76	1
OS02G0106700	SELMODRAFT_5884	16	55	1
OS02G0106700	SELMODRAFT_5885	16	56	1
OS02G0106800	SELMODRAFT_227886	51	44	1
OS02G0106800	SELMODRAFT_271870	51	44	1
OS02G0106966	SELMODRAFT_119598	1	0	0
OS02G0106966	SELMODRAFT_97186	1	0	0
OS02G0107000	SELMODRAFT_119598	0	0	0
OS02G0107000	SELMODRAFT_97186	0	0	0
OS02G0107200	SELMODRAFT_135101	64	30	1
OS02G0107200	SELMODRAFT_268244	64	30	1
OS02G0107200	SELMODRAFT_420483	2	2	1
OS02G0108800	SELMODRAFT_108700	34	34	1
OS02G0108800	SELMODRAFT_22493	33	35	1
OS02G0108800	SELMODRAFT_63552	28	32	1
OS02G0108800	SELMODRAFT_93385	35	35	1
OS02G0109100	SELMODRAFT_135101	59	62	1
OS02G0109100	SELMODRAFT_268244	59	62	1
OS02G0109100	SELMODRAFT_420483	16	51	1
OS02G0109800	SELMODRAFT_151163	40	51	1
OS02G0109800	SELMODRAFT_158571	40	52	1
OS02G0110200	SELMODRAFT_114146	37	37	1
OS02G0110200	SELMODRAFT_120083	35	36	1
OS02G0110200	SELMODRAFT_177485	34	35	1
OS02G0110200	SELMODRAFT_183932	35	36	1
OS02G0110200	SELMODRAFT_235463	35	37	1
OS02G0110200	SELMODRAFT_413157	34	36	1
OS02G0110200	SELMODRAFT_81998	37	36	1
OS02G0110200	SELMODRAFT_88954	37	36	1
OS02G0110200	SELMODRAFT_92382	37	38	1
OS02G0110200	SELMODRAFT_98212	35	36	1
OS02G0110200	SELMODRAFT_98717	36	36	1
OS02G0110700	SELMODRAFT_440558	12	3	1
OS02G0110700	SELMODRAFT_450676	5	2	1
OS02G0111700	SELMODRAFT_134686	74	72	1
OS02G0111700	SELMODRAFT_81515	74	72	1
OS02G0111800	SELMODRAFT_140032	44	46	1
OS02G0111800	SELMODRAFT_146189	44	46	1
OS02G0111800	SELMODRAFT_30446	46	48	1
OS02G0111800	SELMODRAFT_30447	45	49	1
OS02G0112100	SELMODRAFT_136730	55	56	1
OS02G0112100	SELMODRAFT_138351	55	56	1
OS02G0112100	SELMODRAFT_168278	62	62	1
OS02G0112100	SELMODRAFT_443813	62	62	1
OS02G0112600	SELMODRAFT_136730	55	56	1
OS02G0112600	SELMODRAFT_138351	55	56	1
OS02G0112600	SELMODRAFT_168278	62	62	1
OS02G0112600	SELMODRAFT_443813	62	62	1
OS02G0112900	SELMODRAFT_177017	43	44	1
OS02G0112900	SELMODRAFT_270846	43	44	1
OS02G0113200	SELMODRAFT_155290	42	48	0
OS02G0113200	SELMODRAFT_178739	45	44	0
OS02G0113200	SELMODRAFT_38612	5	33	0
OS02G0114000	SELMODRAFT_60240	10	5	0
OS02G0114000	SELMODRAFT_60241	10	5	0
OS02G0114033	SELMODRAFT_60240	7	5	0
OS02G0114033	SELMODRAFT_60241	7	5	0
OS02G0114100	SELMODRAFT_102495	29	30	1
OS02G0114100	SELMODRAFT_106831	28	30	1
OS02G0114100	SELMODRAFT_153780	38	38	1
OS02G0114100	SELMODRAFT_165705	38	37	1
OS02G0114100	SELMODRAFT_174168	32	35	1
OS02G0114100	SELMODRAFT_34344	31	37	1
OS02G0114100	SELMODRAFT_34346	30	35	1
OS02G0114100	SELMODRAFT_34347	31	36	1
OS02G0114100	SELMODRAFT_448198	32	35	1
OS02G0114100	SELMODRAFT_45419	35	43	1
OS02G0114100	SELMODRAFT_45974	33	38	1
OS02G0114100	SELMODRAFT_56042	32	37	1
OS02G0114100	SELMODRAFT_65458	31	36	1
OS02G0114100	SELMODRAFT_74553	32	34	1
OS02G0114100	SELMODRAFT_74938	37	31	1
OS02G0114100	SELMODRAFT_86983	37	31	1
OS02G0114100	SELMODRAFT_91939	35	34	1
OS02G0114200	SELMODRAFT_268811	56	55	0
OS02G0114200	SELMODRAFT_74286	56	55	0
OS02G0114400	SELMODRAFT_102257	43	20	1
OS02G0114400	SELMODRAFT_170164	44	20	1
OS02G0114400	SELMODRAFT_170165	43	18	1
OS02G0114400	SELMODRAFT_184962	43	18	1
OS02G0114400	SELMODRAFT_269600	44	20	1
OS02G0114400	SELMODRAFT_80614	43	20	1
OS02G0114600	SELMODRAFT_122034	32	32	0
OS02G0114600	SELMODRAFT_92722	32	32	0
OS02G0114700	SELMODRAFT_134745	36	41	1
OS02G0114700	SELMODRAFT_417184	36	41	1
OS02G0115900	SELMODRAFT_440900	85	85	0
OS02G0115900	SELMODRAFT_444846	84	85	0
OS02G0116000	SELMODRAFT_23854	12	6	0
OS02G0116000	SELMODRAFT_34350	12	6	0
OS02G0116100	SELMODRAFT_23854	3	7	0
OS02G0116100	SELMODRAFT_34350	3	7	0
OS02G0116500	SELMODRAFT_177263	42	46	1
OS02G0116500	SELMODRAFT_272004	42	46	1
OS02G0116600	SELMODRAFT_165311	42	40	0
OS02G0116600	SELMODRAFT_165556	42	40	0
OS02G0116700	SELMODRAFT_121260	40	40	1
OS02G0116700	SELMODRAFT_40531	36	39	1
OS02G0116700	SELMODRAFT_40560	39	42	1
OS02G0116700	SELMODRAFT_60568	37	40	1
OS02G0116800	SELMODRAFT_417767	33	31	1
OS02G0116800	SELMODRAFT_425805	33	30	1
OS02G0116800	SELMODRAFT_48466	24	64	1
OS02G0116800	SELMODRAFT_99375	24	60	1
OS02G0116900	SELMODRAFT_115080	66	69	1
OS02G0116900	SELMODRAFT_144908	66	69	1
OS02G0117100	SELMODRAFT_166238	52	51	1
OS02G0117100	SELMODRAFT_172340	52	51	1
OS02G0117400	SELMODRAFT_153968	65	65	1
OS02G0117400	SELMODRAFT_271219	65	65	1
OS02G0117500	SELMODRAFT_102172	43	43	1
OS02G0117500	SELMODRAFT_121973	38	40	1
OS02G0117500	SELMODRAFT_166047	42	42	1
OS02G0117500	SELMODRAFT_92810	38	40	1
OS02G0117600	SELMODRAFT_16278	45	71	1
OS02G0117600	SELMODRAFT_16280	45	71	1
OS02G0117700	SELMODRAFT_165987	70	71	0
OS02G0117700	SELMODRAFT_174313	70	69	0
OS02G0117800	SELMODRAFT_136904	36	41	1
OS02G0117800	SELMODRAFT_92777	36	41	1
OS02G0117900	SELMODRAFT_127624	51	51	1
OS02G0117900	SELMODRAFT_80669	50	51	1
OS02G0118400	SELMODRAFT_79823	56	56	1
OS02G0119000	SELMODRAFT_79823	43	18	1
OS02G0119100	SELMODRAFT_235871	38	25	1
OS02G0119100	SELMODRAFT_235950	38	25	1
OS02G0119200	SELMODRAFT_236556	54	56	1
OS02G0119200	SELMODRAFT_409095	54	56	1
OS02G0119200	SELMODRAFT_440236	54	55	1
OS02G0119200	SELMODRAFT_448826	54	56	1
OS02G0119300	SELMODRAFT_54232	38	59	1
OS02G0119300	SELMODRAFT_64274	38	59	1
OS02G0119400	SELMODRAFT_441012	38	39	0
OS02G0119400	SELMODRAFT_446189	38	39	0
OS02G0119600	SELMODRAFT_102764	29	8	1
OS02G0119600	SELMODRAFT_107219	30	8	1
OS02G0119600	SELMODRAFT_417460	29	17	1
OS02G0119800	SELMODRAFT_156149	67	66	0
OS02G0119800	SELMODRAFT_270170	66	65	0
OS02G0120100	SELMODRAFT_422047	54	55	1
OS02G0120100	SELMODRAFT_444789	54	55	1
OS02G0120200	SELMODRAFT_153581	20	21	0
OS02G0120200	SELMODRAFT_175410	16	18	0
OS02G0120200	SELMODRAFT_269402	19	21	0
OS02G0120200	SELMODRAFT_89049	16	18	0
OS02G0120300	SELMODRAFT_115222	47	55	1
OS02G0120300	SELMODRAFT_88462	47	56	1
OS02G0120400	SELMODRAFT_445756	49	39	1
OS02G0120400	SELMODRAFT_74174	49	38	1
OS02G0120500	SELMODRAFT_430203	23	23	0
OS02G0120500	SELMODRAFT_451590	25	25	0
OS02G0120600	SELMODRAFT_228916	88	88	1
OS02G0120600	SELMODRAFT_270384	89	89	1
OS02G0120600	SELMODRAFT_270923	89	89	1
OS02G0120600	SELMODRAFT_449723	89	89	1
OS02G0120600	SELMODRAFT_449724	88	88	1
OS02G0120600	SELMODRAFT_450670	89	89	1
OS02G0120800	SELMODRAFT_183027	87	88	1
OS02G0120800	SELMODRAFT_229811	90	91	1
OS02G0120800	SELMODRAFT_271540	90	91	1
OS02G0120800	SELMODRAFT_447605	87	88	1
OS02G0120800	SELMODRAFT_451215	63	88	1
OS02G0120900	SELMODRAFT_114081	42	53	0
OS02G0120900	SELMODRAFT_116671	42	53	0
OS02G0120900	SELMODRAFT_126842	51	63	0
OS02G0120900	SELMODRAFT_236807	51	64	0
OS02G0121000	SELMODRAFT_172681	60	61	1
OS02G0121000	SELMODRAFT_180792	59	61	1
OS02G0121100	SELMODRAFT_123455	17	65	1
OS02G0121100	SELMODRAFT_154869	41	54	1
OS02G0121100	SELMODRAFT_186937	44	66	1
OS02G0121100	SELMODRAFT_187582	44	65	1
OS02G0121100	SELMODRAFT_451445	36	47	1
OS02G0121100	SELMODRAFT_58801	30	50	1
OS02G0121200	SELMODRAFT_110877	45	50	1
OS02G0121200	SELMODRAFT_443646	45	49	1
OS02G0121300	SELMODRAFT_165790	80	80	0
OS02G0121300	SELMODRAFT_444930	80	80	0
OS02G0122000	SELMODRAFT_158899	65	67	1
OS02G0122000	SELMODRAFT_180027	64	66	1
OS02G0122100	SELMODRAFT_100054	53	57	1
OS02G0122100	SELMODRAFT_118423	53	57	1
OS02G0122200	SELMODRAFT_404187	20	26	1
OS02G0122300	SELMODRAFT_118934	48	49	1
OS02G0122300	SELMODRAFT_129237	46	48	1
OS02G0122400	SELMODRAFT_136906	39	46	1
OS02G0122400	SELMODRAFT_92361	39	46	1
OS02G0122500	SELMODRAFT_101378	54	80	1
OS02G0122500	SELMODRAFT_132510	54	80	1
OS02G0122600	SELMODRAFT_38794	39	56	1
OS02G0122700	SELMODRAFT_145424	43	44	1
OS02G0122700	SELMODRAFT_171548	49	33	1
OS02G0122800	SELMODRAFT_124209	49	64	1
OS02G0122800	SELMODRAFT_82477	49	64	1
OS02G0122900	SELMODRAFT_133904	30	11	1
OS02G0122900	SELMODRAFT_185793	30	11	1
OS02G0123100	SELMODRAFT_139306	65	79	0
OS02G0123100	SELMODRAFT_271676	65	79	0
OS02G0123200	SELMODRAFT_228167	35	33	1
OS02G0123200	SELMODRAFT_229029	35	33	1
OS02G0123400	SELMODRAFT_409708	20	14	1
OS02G0123400	SELMODRAFT_428500	20	14	1
OS02G0123500	SELMODRAFT_271869	60	73	1
OS02G0123500	SELMODRAFT_440761	61	73	1
OS02G0123600	SELMODRAFT_411677	51	50	1
OS02G0123700	SELMODRAFT_117027	52	54	1
OS02G0123700	SELMODRAFT_131698	53	53	1
OS02G0123700	SELMODRAFT_132689	52	54	1
OS02G0123700	SELMODRAFT_234337	53	53	1
OS02G0123700	SELMODRAFT_415162	52	56	1
OS02G0123700	SELMODRAFT_417347	52	56	1
OS02G0124400	SELMODRAFT_100820	50	25	1
OS02G0124400	SELMODRAFT_115895	47	23	1
OS02G0124400	SELMODRAFT_115915	49	25	1
OS02G0124400	SELMODRAFT_115966	50	26	1
OS02G0124400	SELMODRAFT_115992	48	24	1
OS02G0124400	SELMODRAFT_134896	47	23	1
OS02G0124400	SELMODRAFT_137111	50	25	1
OS02G0124400	SELMODRAFT_236475	49	25	1
OS02G0124400	SELMODRAFT_429865	46	23	1
OS02G0124400	SELMODRAFT_430460	47	25	1
OS02G0124400	SELMODRAFT_77373	49	25	1
OS02G0124400	SELMODRAFT_91192	49	24	1
OS02G0124400	SELMODRAFT_94694	49	25	1
OS02G0124599	SELMODRAFT_100820	56	11	1
OS02G0124599	SELMODRAFT_115895	50	9	1
OS02G0124599	SELMODRAFT_115915	56	11	1
OS02G0124599	SELMODRAFT_115966	54	11	1
OS02G0124599	SELMODRAFT_115992	50	10	1
OS02G0124599	SELMODRAFT_134896	50	10	1
OS02G0124599	SELMODRAFT_137111	56	11	1
OS02G0124599	SELMODRAFT_236475	56	11	1
OS02G0124599	SELMODRAFT_429865	44	9	1
OS02G0124599	SELMODRAFT_430460	48	10	1
OS02G0124599	SELMODRAFT_77373	57	11	1
OS02G0124599	SELMODRAFT_91192	57	11	1
OS02G0124599	SELMODRAFT_94694	56	11	1
OS02G0124600	SELMODRAFT_100820	46	25	1
OS02G0124600	SELMODRAFT_115895	44	24	1
OS02G0124600	SELMODRAFT_115915	45	25	1
OS02G0124600	SELMODRAFT_115966	45	26	1
OS02G0124600	SELMODRAFT_115992	43	24	1
OS02G0124600	SELMODRAFT_134896	44	24	1
OS02G0124600	SELMODRAFT_137111	46	25	1
OS02G0124600	SELMODRAFT_236475	44	25	1
OS02G0124600	SELMODRAFT_429865	43	24	1
OS02G0124600	SELMODRAFT_430460	39	23	1
OS02G0124600	SELMODRAFT_77373	48	27	1
OS02G0124600	SELMODRAFT_91192	45	25	1
OS02G0124600	SELMODRAFT_94694	47	26	1
OS02G0124700	SELMODRAFT_441252	31	7	0
OS02G0125100	SELMODRAFT_268577	74	78	1
OS02G0125100	SELMODRAFT_421784	50	77	1
OS02G0125100	SELMODRAFT_439578	74	75	1
OS02G0125300	SELMODRAFT_114159	41	44	1
OS02G0125300	SELMODRAFT_93021	42	44	1
OS02G0125400	SELMODRAFT_48560	34	51	1
OS02G0125400	SELMODRAFT_48686	32	52	1
OS02G0125400	SELMODRAFT_68732	32	52	1
OS02G0125700	SELMODRAFT_449444	47	50	1
OS02G0125700	SELMODRAFT_449446	46	50	1
OS02G0125800	SELMODRAFT_438480	10	3	0
OS02G0125800	SELMODRAFT_442564	7	3	0
OS02G0126300	SELMODRAFT_21619	35	35	1
OS02G0126300	SELMODRAFT_232167	34	39	1
OS02G0126300	SELMODRAFT_414176	21	17	1
OS02G0126300	SELMODRAFT_422818	19	15	1
OS02G0126300	SELMODRAFT_422823	19	31	1
OS02G0126300	SELMODRAFT_422857	16	25	1
OS02G0126300	SELMODRAFT_423605	27	30	1
OS02G0126400	SELMODRAFT_449435	65	62	1
OS02G0126400	SELMODRAFT_449510	66	69	1
OS02G0126400	SELMODRAFT_449511	66	68	1
OS02G0126400	SELMODRAFT_449515	65	63	1
OS02G0126700	SELMODRAFT_176675	88	88	1
OS02G0126700	SELMODRAFT_230895	88	88	1
OS02G0126800	SELMODRAFT_187536	60	62	1
OS02G0126800	SELMODRAFT_232085	60	62	1
OS02G0127000	SELMODRAFT_167610	55	57	1
OS02G0127000	SELMODRAFT_445359	54	56	1
OS02G0127700	SELMODRAFT_122945	66	83	1
OS02G0127700	SELMODRAFT_166034	68	68	1
OS02G0127700	SELMODRAFT_174354	68	68	1
OS02G0127700	SELMODRAFT_229055	66	83	1
OS02G0127800	SELMODRAFT_56616	38	51	1
OS02G0127800	SELMODRAFT_56624	38	50	1
OS02G0127900	SELMODRAFT_407589	28	13	1
OS02G0127900	SELMODRAFT_445160	28	16	1
OS02G0128200	SELMODRAFT_135978	13	58	1
OS02G0128200	SELMODRAFT_38592	10	50	1
OS02G0128200	SELMODRAFT_38594	10	50	1
OS02G0128400	SELMODRAFT_142303	48	48	1
OS02G0128400	SELMODRAFT_227606	48	49	1
OS02G0128400	SELMODRAFT_228821	48	49	1
OS02G0128400	SELMODRAFT_230025	48	56	1
OS02G0128400	SELMODRAFT_231730	50	54	1
OS02G0128400	SELMODRAFT_267144	48	48	1
OS02G0128800	SELMODRAFT_119614	69	68	1
OS02G0128800	SELMODRAFT_268881	67	65	1
OS02G0128800	SELMODRAFT_97849	69	68	1
OS02G0128800	SELMODRAFT_98090	67	65	1
OS02G0129300	SELMODRAFT_134592	19	5	0
OS02G0129300	SELMODRAFT_166751	19	5	0
OS02G0129600	SELMODRAFT_419538	25	19	1
OS02G0129600	SELMODRAFT_43201	21	18	1
OS02G0129900	SELMODRAFT_415087	51	52	1
OS02G0129900	SELMODRAFT_427572	53	54	1
OS02G0130000	SELMODRAFT_49456	29	48	1
OS02G0130000	SELMODRAFT_59520	29	48	1
OS02G0130100	SELMODRAFT_165081	60	60	1
OS02G0130100	SELMODRAFT_167143	60	60	1
OS02G0130200	SELMODRAFT_102892	16	36	1
OS02G0130200	SELMODRAFT_417452	31	20	1
OS02G0130300	SELMODRAFT_103907	24	33	1
OS02G0130300	SELMODRAFT_137185	24	33	1
OS02G0130600	SELMODRAFT_126260	22	30	1
OS02G0130600	SELMODRAFT_418757	30	38	1
OS02G0130600	SELMODRAFT_425415	30	39	1
OS02G0130600	SELMODRAFT_430988	23	24	1
OS02G0131200	SELMODRAFT_169946	54	56	1
OS02G0131200	SELMODRAFT_175334	55	56	1
OS02G0131200	SELMODRAFT_416107	13	38	1
OS02G0131600	SELMODRAFT_103396	47	46	1
OS02G0131600	SELMODRAFT_29395	48	46	1
OS02G0131600	SELMODRAFT_29398	48	46	1
OS02G0131600	SELMODRAFT_99926	48	46	1
OS02G0131700	SELMODRAFT_7954	10	42	0
OS02G0131700	SELMODRAFT_7957	10	42	0
OS02G0131700	SELMODRAFT_7969	12	49	0
OS02G0131700	SELMODRAFT_7970	12	49	0
OS02G0131800	SELMODRAFT_122391	44	49	1
OS02G0131800	SELMODRAFT_124573	48	46	1
OS02G0131800	SELMODRAFT_125213	44	49	1
OS02G0131800	SELMODRAFT_173368	49	51	1
OS02G0131800	SELMODRAFT_407690	43	46	1
OS02G0131800	SELMODRAFT_418064	43	46	1
OS02G0131800	SELMODRAFT_418073	45	44	1
OS02G0131800	SELMODRAFT_443808	48	48	1
OS02G0131800	SELMODRAFT_451255	45	46	1
OS02G0131800	SELMODRAFT_85390	48	51	1
OS02G0132100	SELMODRAFT_130917	18	28	1
OS02G0132300	SELMODRAFT_48009	44	75	1
OS02G0132300	SELMODRAFT_48011	45	75	1
OS02G0132300	SELMODRAFT_84712	47	60	1
OS02G0132300	SELMODRAFT_96119	47	60	1
OS02G0132500	SELMODRAFT_17884	24	41	1
OS02G0132500	SELMODRAFT_17886	24	41	1
OS02G0132600	SELMODRAFT_417360	22	18	1
OS02G0133100	SELMODRAFT_11280	24	33	1
OS02G0133100	SELMODRAFT_11788	25	37	1
OS02G0133100	SELMODRAFT_11806	25	37	1
OS02G0133100	SELMODRAFT_77842	26	36	1
OS02G0133100	SELMODRAFT_93038	23	27	1
OS02G0133100	SELMODRAFT_94697	26	37	1
OS02G0133200	SELMODRAFT_11280	31	63	1
OS02G0133200	SELMODRAFT_11788	31	67	1
OS02G0133200	SELMODRAFT_11806	31	67	1
OS02G0133200	SELMODRAFT_77842	32	65	1
OS02G0133200	SELMODRAFT_93038	32	55	1
OS02G0133200	SELMODRAFT_94697	31	67	1
OS02G0133800	SELMODRAFT_158876	61	60	1
OS02G0133900	SELMODRAFT_33888	32	46	1
OS02G0134000	SELMODRAFT_131418	51	45	1
OS02G0134000	SELMODRAFT_432221	53	42	1
OS02G0134300	SELMODRAFT_84637	53	66	1
OS02G0134300	SELMODRAFT_95406	53	66	1
OS02G0134400	SELMODRAFT_108393	60	59	0
OS02G0134400	SELMODRAFT_85643	60	59	0
OS02G0135200	SELMODRAFT_450117	72	31	1
OS02G0135200	SELMODRAFT_86578	70	37	1
OS02G0135300	SELMODRAFT_111227	9	64	1
OS02G0135300	SELMODRAFT_111395	12	48	1
OS02G0135300	SELMODRAFT_111441	8	49	1
OS02G0135300	SELMODRAFT_122114	7	51	1
OS02G0135300	SELMODRAFT_122243	8	43	1
OS02G0135300	SELMODRAFT_130571	10	48	1
OS02G0135300	SELMODRAFT_29061	7	56	1
OS02G0135300	SELMODRAFT_29081	8	45	1
OS02G0135300	SELMODRAFT_29324	9	48	1
OS02G0135300	SELMODRAFT_410453	10	41	1
OS02G0135300	SELMODRAFT_4176	8	53	1
OS02G0135300	SELMODRAFT_423911	10	23	1
OS02G0135300	SELMODRAFT_427336	13	34	1
OS02G0135300	SELMODRAFT_451532	29	41	1
OS02G0135300	SELMODRAFT_451533	30	41	1
OS02G0135300	SELMODRAFT_94358	9	57	1
OS02G0135600	SELMODRAFT_410426	33	39	1
OS02G0135600	SELMODRAFT_411538	28	30	1
OS02G0135700	SELMODRAFT_426902	24	27	0
OS02G0135700	SELMODRAFT_438609	24	27	0
OS02G0135800	SELMODRAFT_109958	68	65	1
OS02G0135800	SELMODRAFT_128111	67	65	1
OS02G0135800	SELMODRAFT_76631	59	59	1
OS02G0135800	SELMODRAFT_94917	59	59	1
OS02G0136900	SELMODRAFT_83207	7	31	0
OS02G0136933	SELMODRAFT_268579	41	11	0
OS02G0136933	SELMODRAFT_407617	16	5	0
OS02G0137000	SELMODRAFT_268579	55	34	0
OS02G0137000	SELMODRAFT_407617	55	37	0
OS02G0137100	SELMODRAFT_100747	22	61	1
OS02G0137100	SELMODRAFT_409941	30	27	1
OS02G0137200	SELMODRAFT_430901	62	77	1
OS02G0137200	SELMODRAFT_431753	63	77	1
OS02G0137400	SELMODRAFT_171237	76	54	1
OS02G0137400	SELMODRAFT_181612	76	54	1
OS02G0137500	SELMODRAFT_185373	72	45	0
OS02G0137500	SELMODRAFT_406065	61	26	0
OS02G0137500	SELMODRAFT_422911	68	27	0
OS02G0137600	SELMODRAFT_175313	35	41	0
OS02G0137600	SELMODRAFT_89216	35	41	0
OS02G0137700	SELMODRAFT_158946	45	61	1
OS02G0137700	SELMODRAFT_183274	50	54	1
OS02G0138100	SELMODRAFT_422101	27	33	1
OS02G0138100	SELMODRAFT_422876	28	31	1
OS02G0138200	SELMODRAFT_402256	21	18	1
OS02G0138200	SELMODRAFT_408613	22	18	1
OS02G0139000	SELMODRAFT_228335	16	31	1
OS02G0139000	SELMODRAFT_270428	16	31	1
OS02G0139100	SELMODRAFT_152880	48	50	1
OS02G0139100	SELMODRAFT_160889	48	50	1
OS02G0139100	SELMODRAFT_413691	31	29	1
OS02G0139100	SELMODRAFT_416571	31	31	1
OS02G0139200	SELMODRAFT_131598	63	66	0
OS02G0139200	SELMODRAFT_183431	64	63	0
OS02G0139200	SELMODRAFT_426590	8	50	0
OS02G0139400	SELMODRAFT_49502	18	68	1
OS02G0139400	SELMODRAFT_59543	18	68	1
OS02G0139500	SELMODRAFT_129950	65	29	1
