Gene stable ID	Brachypodium distachyon gene stable ID	% identity	Brachypodium distachyon % identity	Orthology confidence [0 low, 1 high]
OS02G0327000	BRADI3G10810	87	87	1
OS02G0327100	BRADI4G00930	92	92	0
OS02G0327500	BRADI3G10830	56	58	1
OS02G0328300	BRADI2G24210	74	73	1
OS02G0328500	BRADI1G15200	4	7	0
OS02G0328500	BRADI2G48100	34	29	0
OS02G0329300	BRADI4G39430	87	87	1
OS02G0329800	BRADI1G06560	79	79	1
OS02G0329800	BRADI3G11337	80	80	1
OS02G0329933	BRADI3G07755	24	40	1
OS02G0330200	BRADI3G11310	81	82	0
OS02G0331200	BRADI3G11300	80	80	1
OS02G0331400	BRADI3G11290	81	74	1
OS02G0332200	BRADI3G11280	94	94	1
OS02G0433600	BRADI3G11520	58	60	1
OS02G0435000	BRADI3G11530	82	84	1
OS02G0436400	BRADI3G11590	81	81	1
OS02G0437200	BRADI3G11220	74	36	1
OS02G0437800	BRADI3G11210	92	92	1
OS02G0438200	BRADI3G11180	43	48	1
OS02G0439700	BRADI3G11110	62	66	1
OS02G0440000	BRADI3G11130	88	89	1
OS02G0440900	BRADI3G11140	82	81	1
OS02G0445300	BRADI1G21870	75	49	1
OS02G0448000	BRADI3G11600	75	76	1
OS02G0448400	BRADI3G12250	92	92	1
OS02G0448600	BRADI1G09780	57	55	1
OS02G0452500	BRADI1G14940	87	15	1
OS02G0452500	BRADI5G03680	15	7	1
OS02G0453400	BRADI5G11770	49	14	0
OS02G0454500	BRADI4G23490	71	72	1
OS02G0456000	BRADI3G11120	90	67	1
OS02G0456500	BRADI3G12030	82	39	1
OS02G0456800	BRADI1G29560	71	72	1
OS02G0457100	BRADI3G19747	66	71	0
OS02G0457100	BRADI3G45500	61	88	0
OS02G0457300	BRADI3G19747	58	88	0
OS02G0457300	BRADI3G45500	46	91	0
OS02G0459150	BRADI1G47935	16	11	1
OS02G0459300	BRADI1G55317	62	58	1
OS02G0459600	BRADI2G22330	69	72	1
OS02G0460200	BRADI3G12450	75	82	1
OS02G0461000	BRADI3G11800	47	47	1
OS02G0461200	BRADI2G55660	45	44	1
OS02G0461600	BRADI2G34150	53	62	1
OS02G0461700	BRADI2G04880	55	65	1
OS02G0461900	BRADI1G71450	83	86	1
OS02G0462200	BRADI3G12020	47	53	1
OS02G0462900	BRADI3G43090	74	42	1
OS02G0463401	BRADI3G07810	54	54	1
OS02G0464400	BRADI1G57030	78	73	1
OS02G0464500	BRADI4G25710	58	47	1
OS02G0464500	BRADI4G25820	41	46	1
OS02G0464900	BRADI3G43110	26	23	1
OS02G0465400	BRADI3G43120	89	87	1
OS02G0465500	BRADI3G43130	78	78	1
OS02G0465900	BRADI3G43137	89	89	1
OS02G0466400	BRADI3G43150	54	58	1
OS02G0467000	BRADI3G43160	72	80	0
OS02G0467300	BRADI2G57850	27	23	1
OS02G0467500	BRADI1G21130	5	4	0
OS02G0467500	BRADI4G15490	5	13	0
OS02G0467600	BRADI3G43160	83	82	0
OS02G0467700	BRADI3G43170	80	55	1
OS02G0468200	BRADI3G56710	76	81	1
OS02G0468400	BRADI3G43180	57	57	1
OS02G0468500	BRADI1G45780	78	78	1
OS02G0468800	BRADI3G43210	70	71	1
OS02G0469000	BRADI3G43230	62	67	1
OS02G0469200	BRADI3G43260	85	42	1
OS02G0469300	BRADI3G43270	51	56	1
OS02G0469600	BRADI3G43290	88	87	1
OS02G0469900	BRADI3G43310	68	72	1
OS02G0470000	BRADI3G43330	74	72	1
OS02G0470400	BRADI3G43340	92	18	1
OS02G0470400	BRADI3G43350	1	0	1
OS02G0470600	BRADI3G43340	0	0	1
OS02G0470600	BRADI3G43350	85	27	1
OS02G0471500	BRADI3G43360	68	67	1
OS02G0473000	BRADI3G43370	89	71	1
OS02G0473200	BRADI3G43390	68	68	1
OS02G0474000	BRADI1G27150	20	30	0
OS02G0474000	BRADI1G56900	36	34	0
OS02G0474700	BRADI3G43400	92	60	1
OS02G0475101	BRADI2G22270	35	23	1
OS02G0475300	BRADI3G43420	82	86	1
OS02G0475400	BRADI3G43450	75	75	1
OS02G0477700	BRADI3G43457	75	17	1
OS02G0478500	BRADI3G43470	63	81	1
OS02G0478700	BRADI3G43475	97	97	1
OS02G0478900	BRADI1G59560	86	63	0
OS02G0478900	BRADI3G03690	86	62	0
OS02G0479300	BRADI3G43500	55	49	1
OS02G0480800	BRADI3G43510	74	45	1
OS02G0480900	BRADI1G56090	67	70	1
OS02G0481000	BRADI3G43520	75	77	1
OS02G0481700	BRADI3G43530	85	42	1
OS02G0483000	BRADI3G05730	28	6	0
OS02G0483500	BRADI1G13730	48	50	0
OS02G0483800	BRADI1G13730	41	44	0
OS02G0484200	BRADI1G13730	34	31	0
OS02G0485000	BRADI1G13730	50	27	0
OS02G0485800	BRADI1G13730	43	23	0
OS02G0486500	BRADI1G13730	37	25	0
OS02G0488600	BRADI3G43540	79	72	1
OS02G0489400	BRADI1G51357	93	90	1
OS02G0489400	BRADI3G43560	92	89	1
OS02G0489500	BRADI3G11150	70	70	1
OS02G0489550	BRADI3G43577	80	53	1
OS02G0489800	BRADI3G43587	72	43	1
OS02G0490000	BRADI3G43630	46	54	1
OS02G0490500	BRADI3G46547	54	54	0
OS02G0490500	BRADI3G46557	53	54	0
OS02G0491300	BRADI3G29350	52	64	1
OS02G0491300	BRADI3G29360	13	41	1
OS02G0491400	BRADI3G43640	72	76	1
OS02G0491600	BRADI3G43650	83	83	1
OS02G0491700	BRADI3G43490	79	81	1
OS02G0491700	BRADI3G43660	78	79	1
OS02G0491800	BRADI3G43490	77	79	1
OS02G0491800	BRADI3G43660	77	79	1
OS02G0491900	BRADI3G43670	46	49	1
OS02G0491900	BRADI4G10090	51	46	1
OS02G0491900	BRADI4G10100	53	49	1
OS02G0491900	BRADI4G13440	13	57	1
OS02G0492500	BRADI1G24457	48	51	0
OS02G0492500	BRADI1G24471	48	51	0
OS02G0492600	BRADI3G43670	24	11	1
OS02G0492600	BRADI4G10090	54	21	1
OS02G0492600	BRADI4G10100	52	21	1
OS02G0492600	BRADI4G13440	12	23	1
OS02G0493100	BRADI2G42290	52	42	0
OS02G0493100	BRADI2G42750	20	30	0
OS02G0493100	BRADI2G42760	20	28	0
OS02G0493100	BRADI2G42767	46	37	0
OS02G0493100	BRADI2G42790	45	49	0
OS02G0493100	BRADI2G42800	52	42	0
OS02G0493300	BRADI2G23630	26	32	0
OS02G0493300	BRADI2G23640	28	36	0
OS02G0494600	BRADI5G10290	43	76	1
OS02G0495900	BRADI3G43700	83	90	1
OS02G0496100	BRADI3G43710	73	74	1
OS02G0496500	BRADI3G43720	42	51	1
OS02G0496900	BRADI3G12780	61	61	1
OS02G0497400	BRADI3G43730	47	53	1
OS02G0497500	BRADI3G43737	77	42	0
OS02G0497700	BRADI3G43750	64	65	1
OS02G0498300	BRADI3G43790	64	77	1
OS02G0498700	BRADI3G43810	87	89	1
OS02G0499000	BRADI3G43822	77	63	0
OS02G0502300	BRADI4G27390	34	21	0
OS02G0502500	BRADI4G43670	87	84	1
OS02G0503400	BRADI3G43840	96	96	1
OS02G0503400	BRADI5G07170	94	94	1
OS02G0503500	BRADI3G43850	75	75	1
OS02G0503700	BRADI3G03910	17	40	1
OS02G0503800	BRADI3G03910	0	0	1
OS02G0503850	BRADI3G03910	55	39	1
OS02G0504100	BRADI3G43860	62	44	1
OS02G0504200	BRADI4G06460	0	0	0
OS02G0504500	BRADI3G43900	90	91	1
OS02G0504700	BRADI3G43910	41	32	1
OS02G0504800	BRADI3G43920	63	51	0
OS02G0504900	BRADI3G43930	83	83	1
OS02G0505400	BRADI3G43960	78	83	1
OS02G0505500	BRADI3G43970	50	49	1
OS02G0506100	BRADI3G43980	47	36	1
OS02G0506400	BRADI3G43990	58	61	1
OS02G0506500	BRADI3G44000	88	88	1
OS02G0506600	BRADI3G44010	69	77	1
OS02G0507400	BRADI3G44030	64	64	1
OS02G0507600	BRADI3G44040	61	63	1
OS02G0507900	BRADI3G44050	51	64	1
OS02G0508000	BRADI3G44060	91	91	1
OS02G0508100	BRADI3G44070	88	88	1
OS02G0509500	BRADI3G44090	86	86	1
OS02G0509600	BRADI3G44100	57	61	1
OS02G0510100	BRADI3G44120	84	87	1
OS02G0510300	BRADI2G21130	60	61	1
OS02G0510600	BRADI3G44140	80	79	1
OS02G0511400	BRADI3G44150	57	69	1
OS02G0511500	BRADI1G03987	18	80	1
OS02G0511500	BRADI3G60140	83	35	1
OS02G0511500	BRADI5G21992	27	81	1
OS02G0511600	BRADI3G44190	71	54	1
OS02G0511900	BRADI3G44197	93	29	0
OS02G0511901	BRADI3G44197	90	30	0
OS02G0512000	BRADI3G44210	57	53	1
OS02G0512300	BRADI3G44230	72	32	1
OS02G0512400	BRADI3G44240	89	89	1
OS02G0513000	BRADI3G44250	83	85	1
OS02G0513100	BRADI3G44260	65	67	0
OS02G0513800	BRADI3G44390	5	32	1
OS02G0514500	BRADI3G44290	84	59	1
OS02G0514700	BRADI1G14410	82	74	1
OS02G0515000	BRADI4G12940	54	24	1
OS02G0515200	BRADI3G44310	69	70	1
OS02G0515600	BRADI3G44320	84	86	1
OS02G0516400	BRADI3G44330	47	64	0
OS02G0516600	BRADI3G44347	68	68	1
OS02G0516800	BRADI3G44370	40	49	1
OS02G0517300	BRADI2G51080	80	81	1
OS02G0517366	BRADI4G28940	39	31	1
OS02G0517531	BRADI3G44380	79	80	1
OS02G0517564	BRADI1G12060	16	41	1
OS02G0517700	BRADI3G44550	45	49	1
OS02G0518000	BRADI3G44540	49	52	1
OS02G0518100	BRADI3G44530	90	90	1
OS02G0518500	BRADI3G44520	84	84	1
OS02G0518600	BRADI3G44507	83	84	1
OS02G0519100	BRADI3G44507	80	82	1
OS02G0519300	BRADI5G24900	70	51	1
OS02G0519900	BRADI2G45070	96	96	1
OS02G0520000	BRADI3G44470	57	55	0
OS02G0520100	BRADI3G44460	83	78	1
OS02G0520500	BRADI3G44430	46	40	1
OS02G0520750	BRADI3G44420	89	90	1
OS02G0520800	BRADI3G44410	85	86	1
OS02G0521300	BRADI3G44400	88	89	1
OS02G0521366	BRADI1G28500	6	39	0
OS02G0521366	BRADI3G24655	27	41	0
OS02G0521500	BRADI3G44390	36	55	1
OS02G0521600	BRADI3G44390	24	56	1
OS02G0521700	BRADI4G09050	57	52	1
OS02G0522300	BRADI1G40521	61	49	1
OS02G0522300	BRADI1G41635	60	49	1
OS02G0522300	BRADI3G24695	60	49	1
OS02G0522300	BRADI4G18240	46	52	1
OS02G0522300	BRADI4G28390	33	78	1
OS02G0522700	BRADI3G44390	1	3	1
OS02G0522800	BRADI3G44390	0	0	1
OS02G0523300	BRADI4G02710	80	80	0
OS02G0523500	BRADI1G12050	88	88	1
OS02G0523500	BRADI3G28930	90	90	1
OS02G0523800	BRADI3G44560	76	77	1
OS02G0524300	BRADI1G36880	87	40	1
OS02G0524300	BRADI3G43320	90	42	1
OS02G0524600	BRADI3G44580	89	89	1
OS02G0525400	BRADI1G48130	75	43	1
OS02G0525600	BRADI3G44600	79	81	1
OS02G0525900	BRADI3G44620	93	93	1
OS02G0526000	BRADI3G44630	82	84	1
OS02G0526400	BRADI3G44640	90	78	1
OS02G0526500	BRADI3G44650	80	44	1
OS02G0526600	BRADI3G44660	73	72	1
OS02G0526700	BRADI3G44677	67	69	1
OS02G0527100	BRADI3G44690	87	69	0
OS02G0527200	BRADI5G08990	51	45	0
OS02G0527300	BRADI3G44700	63	61	1
OS02G0527600	BRADI3G44707	69	71	0
OS02G0527900	BRADI3G44717	75	75	1
OS02G0528000	BRADI3G44730	22	32	1
OS02G0528100	BRADI3G44750	75	75	1
OS02G0528200	BRADI3G44760	87	19	1
OS02G0529400	BRADI3G44770	89	90	1
OS02G0529500	BRADI3G44790	79	79	1
OS02G0529600	BRADI3G44800	87	87	1
OS02G0529800	BRADI3G27500	56	56	0
OS02G0529900	BRADI3G44810	73	73	1
OS02G0530300	BRADI3G44830	65	66	1
OS02G0530600	BRADI3G44840	78	79	1
OS02G0531200	BRADI3G44850	64	69	1
OS02G0531600	BRADI3G44860	93	93	1
OS02G0532300	BRADI3G44867	80	81	1
OS02G0532500	BRADI3G44880	81	81	1
OS02G0532800	BRADI3G44900	38	53	1
OS02G0532900	BRADI3G44910	76	76	1
OS02G0533000	BRADI3G44920	82	84	1
OS02G0533200	BRADI3G44930	72	69	1
OS02G0533300	BRADI3G44940	78	72	1
OS02G0533800	BRADI3G44950	67	68	1
OS02G0533900	BRADI3G44960	92	92	0
OS02G0534000	BRADI3G44970	42	35	1
OS02G0534400	BRADI3G44990	81	82	0
OS02G0534700	BRADI3G45100	54	54	1
OS02G0534800	BRADI3G45000	85	95	1
OS02G0535000	BRADI3G45010	78	79	1
OS02G0535300	BRADI5G09480	45	41	1
OS02G0535400	BRADI3G45030	79	63	1
OS02G0535700	BRADI3G45040	80	55	1
OS02G0535901	BRADI3G45050	73	72	1
OS02G0536300	BRADI2G25340	17	16	0
OS02G0536400	BRADI3G45070	54	56	1
OS02G0536500	BRADI3G45060	71	64	1
OS02G0537000	BRADI3G45080	62	61	1
OS02G0537100	BRADI3G45090	62	65	1
OS02G0537200	BRADI2G25340	17	26	0
OS02G0537400	BRADI4G38240	40	23	1
OS02G0537500	BRADI3G45130	78	80	1
OS02G0537700	BRADI3G45140	84	85	0
OS02G0537800	BRADI3G45150	47	36	1
OS02G0537900	BRADI1G46330	95	95	1
OS02G0538000	BRADI3G53530	82	84	1
OS02G0538400	BRADI1G10447	30	9	0
OS02G0538700	BRADI3G45160	80	82	1
OS02G0538900	BRADI3G45170	81	82	1
OS02G0539100	BRADI3G45180	79	81	1
OS02G0539200	BRADI3G45200	69	71	0
OS02G0539500	BRADI3G45220	56	61	0
OS02G0539600	BRADI3G45230	80	30	1
OS02G0539900	BRADI3G45240	52	52	1
OS02G0540700	BRADI3G45250	63	71	1
OS02G0541325	BRADI3G45260	93	78	1
OS02G0541500	BRADI3G45270	57	52	0
OS02G0541700	BRADI3G45280	97	36	1
OS02G0541900	BRADI5G14710	36	37	1
OS02G0542400	BRADI3G45300	58	60	1
OS02G0542500	BRADI3G45310	22	45	1
OS02G0543100	BRADI3G45327	80	81	1
OS02G0543200	BRADI1G31000	11	19	0
OS02G0543200	BRADI1G31010	19	23	0
OS02G0543200	BRADI1G31106	19	23	0
OS02G0543200	BRADI5G02906	18	22	0
OS02G0543300	BRADI2G62580	55	61	0
OS02G0543400	BRADI3G45337	88	88	1
OS02G0543900	BRADI3G11565	19	47	0
OS02G0543900	BRADI5G16456	19	44	0
OS02G0545000	BRADI3G29700	84	5	1
OS02G0548700	BRADI3G45380	87	88	0
OS02G0548900	BRADI3G58290	39	21	1
OS02G0549200	BRADI3G45400	72	73	1
OS02G0549600	BRADI5G10170	92	92	0
OS02G0550000	BRADI3G45410	51	53	1
OS02G0550100	BRADI3G45420	98	98	1
OS02G0550300	BRADI3G45540	73	73	1
OS02G0550600	BRADI3G45530	94	95	1
OS02G0550700	BRADI3G45490	85	75	1
OS02G0550800	BRADI3G45480	87	87	1
OS02G0550900	BRADI3G45470	76	79	1
OS02G0551100	BRADI3G45460	87	88	1
OS02G0551400	BRADI3G45450	56	52	1
OS02G0551600	BRADI3G45570	55	66	1
OS02G0551700	BRADI3G45580	62	26	1
OS02G0551900	BRADI3G45590	72	71	1
OS02G0552000	BRADI3G45600	92	93	1
OS02G0552100	BRADI3G45620	54	70	1
OS02G0552200	BRADI3G45667	63	67	1
OS02G0552400	BRADI3G45677	65	77	1
OS02G0552600	BRADI3G45690	75	77	1
OS02G0553000	BRADI4G06220	36	67	0
OS02G0553000	BRADI4G26795	62	29	0
OS02G0553200	BRADI3G45700	81	59	0
OS02G0553500	BRADI3G45710	56	69	1
OS02G0553600	BRADI3G45720	56	46	1
OS02G0554000	BRADI3G45727	53	17	1
OS02G0554100	BRADI3G45740	81	82	1
OS02G0554200	BRADI3G45750	54	50	1
OS02G0554300	BRADI4G42300	86	86	1
OS02G0554900	BRADI5G10610	56	59	0
OS02G0555000	BRADI3G45760	87	87	1
OS02G0555100	BRADI4G42307	79	80	1
OS02G0555600	BRADI3G45770	73	78	1
OS02G0555700	BRADI3G45780	92	91	1
OS02G0555900	BRADI3G45790	50	52	1
OS02G0556000	BRADI3G45800	66	72	1
OS02G0556100	BRADI4G08550	84	83	1
OS02G0556400	BRADI3G45810	88	89	1
OS02G0556600	BRADI3G45820	84	85	1
OS02G0556700	BRADI3G45830	71	70	1
OS02G0556800	BRADI3G45840	58	60	1
OS02G0556900	BRADI3G45850	73	74	1
OS02G0557000	BRADI3G45860	78	77	1
OS02G0557100	BRADI3G45870	82	82	1
OS02G0557200	BRADI3G45880	85	71	1
OS02G0557300	BRADI3G45890	73	73	1
OS02G0557500	BRADI3G45902	11	10	1
OS02G0557600	BRADI3G45910	84	85	1
OS02G0557700	BRADI3G45920	89	81	1
OS02G0557800	BRADI3G45930	54	60	1
OS02G0558100	BRADI3G45940	91	91	1
OS02G0558300	BRADI3G45977	58	70	1
OS02G0558500	BRADI3G45990	37	37	1
OS02G0558700	BRADI3G45997	62	67	0
OS02G0559300	BRADI3G46007	76	76	1
OS02G0559800	BRADI3G46030	35	37	1
OS02G0559800	BRADI3G46040	36	37	1
OS02G0560200	BRADI3G46030	35	37	1
OS02G0560200	BRADI3G46040	36	37	1
OS02G0560450	BRADI3G46020	66	67	1
OS02G0560600	BRADI3G46030	35	37	1
OS02G0560600	BRADI3G46040	36	37	1
OS02G0561000	BRADI3G46030	35	37	1
OS02G0561000	BRADI3G46040	36	37	1
OS02G0561400	BRADI3G46030	35	37	1
OS02G0561400	BRADI3G46040	36	37	1
OS02G0561800	BRADI3G46030	35	37	1
OS02G0561800	BRADI3G46040	36	37	1
OS02G0561900	BRADI3G46030	23	24	1
OS02G0561900	BRADI3G46040	26	26	1
OS02G0562100	BRADI3G46050	78	79	1
OS02G0562300	BRADI3G46060	87	87	1
OS02G0562600	BRADI3G46070	66	28	1
OS02G0562700	BRADI3G46080	93	93	1
OS02G0563000	BRADI3G46090	50	54	1
OS02G0563800	BRADI1G59310	20	46	1
OS02G0563800	BRADI2G17100	24	39	1
OS02G0563800	BRADI2G17150	23	34	1
OS02G0563800	BRADI5G17140	23	45	1
OS02G0564000	BRADI3G46100	80	83	1
OS02G0564100	BRADI3G46110	85	88	1
OS02G0564200	BRADI3G46130	88	88	1
OS02G0564300	BRADI3G46140	50	55	1
OS02G0564400	BRADI3G46170	84	85	1
OS02G0564500	BRADI3G46180	91	90	1
OS02G0564600	BRADI3G46190	62	65	1
OS02G0564700	BRADI3G46200	34	37	1
OS02G0565000	BRADI3G46210	67	68	1
OS02G0565100	BRADI3G46220	77	78	1
OS02G0565400	BRADI3G46270	82	81	1
OS02G0565500	BRADI3G46277	93	92	1
OS02G0565600	BRADI3G46320	44	46	1
OS02G0566300	BRADI4G23980	6	21	1
OS02G0566400	BRADI3G46360	69	71	1
OS02G0566500	BRADI3G46370	76	76	1
OS02G0566700	BRADI3G46380	60	62	1
OS02G0566800	BRADI3G46390	86	84	0
OS02G0566900	BRADI3G46397	82	82	1
OS02G0567000	BRADI3G46410	71	74	1
OS02G0567100	BRADI3G46420	64	63	1
OS02G0567200	BRADI3G46430	89	87	1
OS02G0567800	BRADI3G46450	68	69	1
OS02G0567800	BRADI3G46460	65	66	1
OS02G0567900	BRADI3G46470	90	55	1
OS02G0568200	BRADI3G46480	70	72	1
OS02G0568600	BRADI3G46490	45	50	1
OS02G0570500	BRADI3G27500	53	52	0
OS02G0570700	BRADI3G27500	54	54	0
OS02G0572300	BRADI3G46500	56	67	1
OS02G0572300	BRADI3G46510	49	59	1
OS02G0572400	BRADI3G46520	77	79	1
OS02G0572400	BRADI3G46530	85	85	1
OS02G0572600	BRADI3G46540	54	62	1
OS02G0572900	BRADI3G46570	61	62	1
OS02G0573200	BRADI3G46590	83	86	1
OS02G0573300	BRADI3G46580	72	35	1
OS02G0573400	BRADI3G46610	70	71	1
OS02G0573500	BRADI3G46620	80	80	1
OS02G0574000	BRADI3G46640	67	53	1
OS02G0574100	BRADI3G46640	68	77	1
OS02G0574500	BRADI3G46650	59	60	1
OS02G0574600	BRADI3G46657	87	88	1
OS02G0574900	BRADI3G46700	83	82	1
OS02G0575000	BRADI3G46710	64	69	1
OS02G0575200	BRADI3G46720	81	81	1
OS02G0575500	BRADI3G46737	82	82	1
OS02G0575700	BRADI3G46760	67	67	1
OS02G0575800	BRADI3G46780	74	74	1
OS02G0576600	BRADI3G46790	74	75	1
OS02G0576700	BRADI3G46800	87	87	1
OS02G0577100	BRADI3G46810	92	89	1
OS02G0577300	BRADI3G46820	77	78	1
OS02G0577501	BRADI3G46830	76	76	1
OS02G0578300	BRADI3G46870	47	75	1
OS02G0578400	BRADI3G46880	81	86	0
OS02G0578800	BRADI3G46890	80	82	1
OS02G0579000	BRADI3G46900	53	53	1
OS02G0579600	BRADI3G46920	92	92	1
OS02G0579800	BRADI3G46930	71	61	1
OS02G0580000	BRADI1G30630	39	46	1
OS02G0580100	BRADI3G46940	83	84	1
OS02G0580300	BRADI3G46960	94	94	1
OS02G0580400	BRADI3G46970	71	41	1
OS02G0580500	BRADI3G46980	89	89	1
OS02G0580600	BRADI5G02930	58	50	1
OS02G0580700	BRADI3G46987	56	50	1
OS02G0580800	BRADI3G47000	64	57	1
OS02G0580900	BRADI3G47010	80	82	1
OS02G0581000	BRADI3G47034	88	55	1
OS02G0581100	BRADI3G47041	57	65	1
OS02G0581200	BRADI3G47050	71	68	1
OS02G0581300	BRADI3G47060	84	81	1
OS02G0581400	BRADI3G47067	64	12	0
OS02G0581500	BRADI3G47067	73	13	0
OS02G0581800	BRADI3G47080	53	49	1
OS02G0582100	BRADI3G47127	52	48	1
OS02G0582200	BRADI3G47140	80	80	1
OS02G0582300	BRADI3G47150	73	75	1
OS02G0582400	BRADI3G47157	78	77	1
OS02G0582600	BRADI3G47170	46	51	0
OS02G0582800	BRADI3G47180	47	55	1
OS02G0583500	BRADI1G28900	15	20	0
OS02G0584700	BRADI3G47230	58	49	1
OS02G0584800	BRADI3G47230	58	50	1
OS02G0585100	BRADI3G47190	56	47	1
OS02G0585100	BRADI3G47200	58	48	1
OS02G0585100	BRADI3G47220	61	52	1
OS02G0585200	BRADI3G47190	47	48	1
OS02G0585200	BRADI3G47200	46	46	1
OS02G0585200	BRADI3G47220	48	51	1
OS02G0586400	BRADI3G47240	99	99	1
OS02G0586500	BRADI3G47250	84	56	1
OS02G0586800	BRADI3G47280	71	73	1
OS02G0588300	BRADI3G47330	88	87	1
OS02G0588500	BRADI3G47340	75	75	1
OS02G0588600	BRADI3G47350	66	53	1
OS02G0588700	BRADI3G47360	65	71	1
OS02G0589400	BRADI1G10860	60	59	1
OS02G0590800	BRADI3G47370	73	80	1
OS02G0591500	BRADI3G47430	60	60	1
OS02G0591600	BRADI3G47417	65	72	1
OS02G0591700	BRADI3G08900	89	89	1
OS02G0591700	BRADI3G47410	91	91	1
OS02G0591800	BRADI3G47400	85	87	1
OS02G0591900	BRADI3G47380	85	84	1
OS02G0592200	BRADI3G47460	81	82	1
OS02G0592300	BRADI3G47472	74	74	1
OS02G0592400	BRADI3G47497	60	48	1
OS02G0592500	BRADI3G47520	73	74	1
OS02G0592600	BRADI2G22387	71	74	1
OS02G0592833	BRADI3G47530	52	54	1
OS02G0593100	BRADI3G47537	79	53	1
OS02G0593400	BRADI3G47560	94	94	1
OS02G0593500	BRADI3G47550	88	89	1
OS02G0593600	BRADI3G47570	71	72	1
OS02G0593700	BRADI3G47580	70	69	1
OS02G0593900	BRADI3G47590	68	66	1
OS02G0594100	BRADI3G47600	94	94	1
OS02G0594300	BRADI3G47610	49	55	1
OS02G0594800	BRADI3G47627	69	71	1
OS02G0594900	BRADI3G47640	91	92	1
OS02G0595100	BRADI3G47640	92	87	1
OS02G0595200	BRADI3G47650	45	24	1
OS02G0595300	BRADI3G47660	52	53	1
OS02G0595400	BRADI3G47670	57	61	1
OS02G0595500	BRADI3G47680	89	91	0
OS02G0595700	BRADI3G47690	89	89	1
OS02G0595800	BRADI3G47700	75	75	1
OS02G0596000	BRADI3G47740	78	81	1
OS02G0596100	BRADI1G36810	78	81	1
OS02G0596100	BRADI2G11627	78	82	1
OS02G0596300	BRADI3G47750	71	65	1
OS02G0596500	BRADI3G47760	87	88	1
OS02G0596900	BRADI3G47800	93	93	1
OS02G0597000	BRADI5G13687	62	61	0
OS02G0597700	BRADI3G47820	79	80	1
OS02G0597800	BRADI3G47827	83	83	1
OS02G0597900	BRADI3G47840	93	18	1
OS02G0598200	BRADI3G47847	31	35	1
OS02G0598300	BRADI3G47860	77	13	1
OS02G0598400	BRADI3G47867	77	53	1
OS02G0598500	BRADI3G43430	34	42	1
OS02G0598500	BRADI3G43440	30	54	1
OS02G0598500	BRADI3G48280	34	47	1
OS02G0598600	BRADI2G42000	49	49	1
OS02G0598800	BRADI3G47867	77	78	1
OS02G0598900	BRADI2G42000	49	49	1
OS02G0599100	BRADI3G47867	77	53	1
OS02G0599150	BRADI3G43430	34	42	1
OS02G0599150	BRADI3G43440	30	54	1
OS02G0599150	BRADI3G48280	34	47	1
OS02G0599151	BRADI3G43430	24	42	1
OS02G0599151	BRADI3G43440	21	53	1
OS02G0599151	BRADI3G48280	24	48	1
OS02G0599200	BRADI3G43430	12	13	1
OS02G0599200	BRADI3G43440	6	9	1
OS02G0599200	BRADI3G48280	13	16	1
OS02G0599500	BRADI3G48430	65	61	1
OS02G0599700	BRADI3G43430	36	19	1
OS02G0599700	BRADI3G43440	35	27	1
OS02G0599700	BRADI3G48280	36	21	1
OS02G0600033	BRADI3G43430	39	43	1
OS02G0600033	BRADI3G43440	32	51	1
OS02G0600033	BRADI3G48280	34	43	1
OS02G0600100	BRADI3G47880	91	90	1
OS02G0600200	BRADI3G47890	71	76	1
OS02G0600400	BRADI3G47910	89	89	1
OS02G0601600	BRADI3G47936	77	77	1
OS02G0601700	BRADI3G47950	76	77	1
OS02G0601800	BRADI3G47960	81	79	1
OS02G0602000	BRADI4G19697	31	33	0
OS02G0602100	BRADI3G47990	71	73	1
OS02G0602300	BRADI3G48000	51	60	1
OS02G0602400	BRADI3G48010	85	46	1
OS02G0602500	BRADI3G48020	93	93	0
OS02G0602600	BRADI3G48030	45	49	1
OS02G0602800	BRADI3G48042	93	94	1
OS02G0603100	BRADI3G48060	83	83	1
OS02G0603600	BRADI3G48070	50	28	1
OS02G0603800	BRADI3G48080	94	94	0
OS02G0604100	BRADI3G48110	81	81	1
OS02G0604300	BRADI3G48120	93	93	1
OS02G0605000	BRADI3G48270	33	52	1
OS02G0605000	BRADI3G48320	37	46	1
OS02G0605000	BRADI3G48380	36	44	1
OS02G0605000	BRADI3G50880	33	47	1
OS02G0605400	BRADI3G48257	44	6	1
OS02G0605500	BRADI3G48250	74	67	1
OS02G0605600	BRADI3G48240	87	87	1
OS02G0605900	BRADI3G48230	77	77	1
OS02G0606000	BRADI3G48220	78	77	1
OS02G0606100	BRADI3G48210	67	15	1
OS02G0606200	BRADI3G48180	70	73	1
OS02G0606300	BRADI3G48157	40	18	1
OS02G0606700	BRADI1G06500	47	52	1
OS02G0606700	BRADI3G48150	60	64	1
OS02G0606800	BRADI3G48140	82	83	1
OS02G0606900	BRADI3G43430	51	42	1
OS02G0606900	BRADI3G43440	45	53	1
OS02G0606900	BRADI3G48280	46	41	1
OS02G0607000	BRADI3G48270	37	51	1
OS02G0607000	BRADI3G48320	42	46	1
OS02G0607000	BRADI3G48380	41	43	1
OS02G0607000	BRADI3G50880	38	47	1
OS02G0607500	BRADI3G43430	32	44	1
OS02G0607500	BRADI3G43440	25	50	1
OS02G0607500	BRADI3G48280	29	44	1
