Gene stable ID	Brassica rapa gene stable ID	% identity	Brassica rapa % identity	Orthology confidence [0 low, 1 high]
OS03G0338000	Bra005111	65	67	1
OS03G0338000	Bra017119	66	67	1
OS03G0338400	Bra003232	49	51	1
OS03G0338400	Bra004568	48	50	1
OS03G0338400	Bra007228	47	49	1
OS03G0338400	Bra014704	43	43	1
OS03G0338400	Bra016997	31	46	1
OS03G0338400	Bra017003	36	46	1
OS03G0338600	Bra022789	47	48	1
OS03G0339100	Bra007287	58	68	0
OS03G0339100	Bra012753	71	70	0
OS03G0339100	Bra021188	64	61	0
OS03G0339700	Bra000057	30	33	1
OS03G0339700	Bra000190	27	31	1
OS03G0339700	Bra007233	19	22	1
OS03G0339700	Bra007760	14	24	1
OS03G0339700	Bra016990	26	32	1
OS03G0339700	Bra017122	33	36	1
OS03G0339700	Bra036780	27	36	1
OS03G0339700	Bra039972	7	14	1
OS03G0339900	Bra002654	58	57	1
OS03G0339900	Bra009293	58	56	1
OS03G0339900	Bra009294	55	56	1
OS03G0339900	Bra020371	57	58	1
OS03G0339900	Bra028709	57	59	1
OS03G0340001	Bra004574	18	13	1
OS03G0340001	Bra016989	49	25	1
OS03G0340500	Bra036282	79	78	1
OS03G0340500	Bra037432	73	73	1
OS03G0340700	Bra021199	42	44	1
OS03G0340900	Bra018561	59	62	1
OS03G0340900	Bra036283	60	59	1
OS03G0341100	Bra001156	82	82	0
OS03G0341100	Bra009940	80	80	0
OS03G0341100	Bra036611	80	80	0
OS03G0341100	Bra039423	22	36	0
OS03G0341100	Bra040533	81	58	0
OS03G0341300	Bra001638	26	28	0
OS03G0341300	Bra012752	25	26	0
OS03G0341300	Bra021190	24	27	0
OS03G0341300	Bra038060	22	23	0
OS03G0342900	Bra000867	44	44	1
OS03G0342900	Bra018532	42	44	1
OS03G0342900	Bra036244	42	46	1
OS03G0343300	Bra018554	44	46	1
OS03G0343300	Bra028476	12	50	1
OS03G0343300	Bra036271	40	45	1
OS03G0343400	Bra004444	43	44	1
OS03G0343500	Bra001154	80	85	1
OS03G0343500	Bra009943	76	82	1
OS03G0343500	Bra020575	45	77	1
OS03G0343500	Bra039428	79	83	1
OS03G0343500	Bra040539	80	85	1
OS03G0343700	Bra019611	53	55	0
OS03G0343700	Bra035914	53	57	0
OS03G0343800	Bra001224	56	60	1
OS03G0343800	Bra029610	53	57	1
OS03G0343900	Bra035533	32	34	0
OS03G0343900	Bra035535	33	40	0
OS03G0344100	Bra018550	56	61	1
OS03G0344100	Bra018581	58	71	1
OS03G0344100	Bra036267	60	55	1
OS03G0344300	Bra012758	37	27	1
OS03G0344300	Bra035361	34	38	1
OS03G0344300	Bra038062	39	33	1
OS03G0344300	Bra040298	35	33	1
OS03G0344700	Bra000878	60	37	1
OS03G0344700	Bra018548	59	38	1
OS03G0344700	Bra032579	56	38	1
OS03G0344700	Bra033356	58	30	1
OS03G0344700	Bra036265	60	36	1
OS03G0344900	Bra030756	54	57	1
OS03G0345100	Bra039435	48	49	1
OS03G0345200	Bra003158	71	71	0
OS03G0345200	Bra007033	72	72	0
OS03G0345200	Bra009947	73	73	0
OS03G0345200	Bra014858	72	72	0
OS03G0345200	Bra020579	76	76	0
OS03G0345200	Bra036618	76	76	0
OS03G0346200	Bra009017	46	40	1
OS03G0346200	Bra009799	45	39	1
OS03G0346200	Bra010240	47	36	1
OS03G0346200	Bra011264	48	37	1
OS03G0346200	Bra011265	48	24	1
OS03G0346200	Bra011267	48	37	1
OS03G0346200	Bra024011	49	38	1
OS03G0346200	Bra036525	45	40	1
OS03G0346700	Bra030754	40	41	1
OS03G0346800	Bra000464	53	59	1
OS03G0347200	Bra013145	60	62	0
OS03G0347200	Bra037209	5	46	0
OS03G0347300	Bra003514	23	16	0
OS03G0347300	Bra007709	25	18	0
OS03G0347300	Bra032575	17	23	0
OS03G0347300	Bra033364	21	13	0
OS03G0347300	Bra033505	16	16	0
OS03G0347500	Bra000116	37	41	1
OS03G0347700	Bra029894	51	53	1
OS03G0347700	Bra032564	53	55	1
OS03G0347700	Bra033365	52	55	1
OS03G0347800	Bra029932	48	20	1
OS03G0348500	Bra002179	21	9	1
OS03G0348500	Bra020754	16	8	1
OS03G0348500	Bra021446	33	14	1
OS03G0348900	Bra002176	63	61	1
OS03G0348900	Bra006470	63	62	1
OS03G0349000	Bra007321	64	65	1
OS03G0349000	Bra016924	66	66	1
OS03G0350100	Bra009978	67	71	1
OS03G0350100	Bra020601	58	67	1
OS03G0350100	Bra036111	66	70	1
OS03G0350300	Bra009978	67	71	1
OS03G0350300	Bra020601	58	67	1
OS03G0350300	Bra036111	67	71	1
OS03G0351100	Bra004423	25	30	1
OS03G0351200	Bra002177	60	59	1
OS03G0351300	Bra002178	39	38	1
OS03G0351300	Bra006472	39	34	1
OS03G0351400	Bra002179	58	43	1
OS03G0351400	Bra020754	55	47	1
OS03G0351400	Bra021446	70	51	1
OS03G0351500	Bra031642	80	80	1
OS03G0351800	Bra000207	44	39	1
OS03G0351800	Bra001381	26	37	1
OS03G0351800	Bra004589	33	38	1
OS03G0351800	Bra007253	40	36	1
OS03G0351800	Bra014684	25	36	1
OS03G0351800	Bra029869	28	40	1
OS03G0352300	Bra034724	22	55	1
OS03G0352400	Bra019003	71	65	1
OS03G0352450	Bra004881	2	1	1
OS03G0352800	Bra004110	61	45	1
OS03G0352800	Bra022484	64	66	1
OS03G0352800	Bra035355	61	63	1
OS03G0353400	Bra032775	27	31	1
OS03G0353500	Bra019873	34	39	1
OS03G0353600	Bra010920	0	0	0
OS03G0353701	Bra010920	22	41	0
OS03G0355200	Bra004625	60	64	0
OS03G0355200	Bra016929	60	58	0
OS03G0355400	Bra004625	60	64	0
OS03G0355400	Bra016929	60	58	0
OS03G0355600	Bra019302	84	85	1
OS03G0355600	Bra035228	84	84	1
OS03G0355700	Bra006201	24	24	1
OS03G0355700	Bra009498	23	27	1
OS03G0355700	Bra023414	22	25	1
OS03G0355700	Bra028807	24	28	1
OS03G0355800	Bra011298	75	74	1
OS03G0356300	Bra015397	69	70	0
OS03G0356300	Bra032481	69	70	0
OS03G0356300	Bra035618	52	52	0
OS03G0356400	Bra000225	39	20	0
OS03G0356400	Bra006216	41	31	0
OS03G0356400	Bra007299	41	21	0
OS03G0356400	Bra008801	39	30	0
OS03G0356400	Bra014646	40	21	0
OS03G0356400	Bra016941	38	21	0
OS03G0356414	Bra008328	26	71	0
OS03G0356470	Bra006152	32	13	0
OS03G0356470	Bra023371	31	11	0
OS03G0356484	Bra007301	61	62	1
OS03G0356484	Bra008891	54	54	1
OS03G0356484	Bra023375	51	53	1
OS03G0356484	Bra034268	38	62	1
OS03G0356498	Bra016945	62	20	1
OS03G0356526	Bra008897	21	34	1
OS03G0356526	Bra023373	31	35	1
OS03G0356582	Bra000219	56	54	1
OS03G0356582	Bra001278	57	59	1
OS03G0356582	Bra003258	55	55	1
OS03G0356582	Bra004606	56	55	1
OS03G0356582	Bra007288	57	57	1
OS03G0356582	Bra014660	56	55	1
OS03G0356582	Bra040043	56	59	1
OS03G0356596	Bra000219	62	38	1
OS03G0356596	Bra001278	63	41	1
OS03G0356596	Bra003258	61	38	1
OS03G0356596	Bra004606	62	38	1
OS03G0356596	Bra007288	64	39	1
OS03G0356596	Bra014660	64	39	1
OS03G0356596	Bra040043	62	41	1
OS03G0356638	Bra002232	52	55	0
OS03G0356638	Bra008911	54	55	0
OS03G0356638	Bra020038	59	55	0
OS03G0356652	Bra019975	43	28	0
OS03G0356652	Bra030805	44	48	0
OS03G0356652	Bra031687	30	44	0
OS03G0356700	Bra000238	60	61	0
OS03G0356700	Bra004646	64	63	0
OS03G0356700	Bra007326	61	61	0
OS03G0356900	Bra002204	40	39	1
OS03G0356900	Bra014968	39	38	1
OS03G0356900	Bra023701	40	39	1
OS03G0356900	Bra028326	33	35	1
OS03G0357500	Bra003523	27	32	1
OS03G0358000	Bra040425	3	64	1
OS03G0358000	Bra040426	18	24	1
OS03G0358100	Bra003522	66	47	1
OS03G0358100	Bra004409	73	73	1
OS03G0358100	Bra021456	70	58	1
OS03G0358200	Bra029689	56	58	1
OS03G0358200	Bra040042	56	58	1
OS03G0358900	Bra002204	38	37	1
OS03G0358900	Bra014968	38	37	1
OS03G0358900	Bra023701	38	38	1
OS03G0358900	Bra028326	33	36	1
OS03G0359000	Bra010756	35	31	1
OS03G0359000	Bra014960	44	35	1
OS03G0359000	Bra023721	41	36	1
OS03G0359000	Bra032781	43	36	1
OS03G0359100	Bra009963	45	9	0
OS03G0359100	Bra036633	9	3	0
OS03G0359100	Bra040641	22	4	0
OS03G0359100	Bra041129	29	16	0
OS03G0359600	Bra001188	64	64	1
OS03G0359600	Bra020762	65	65	1
OS03G0359600	Bra040231	58	64	1
OS03G0359700	Bra002195	64	62	1
OS03G0360500	Bra006078	69	68	1
OS03G0360500	Bra028567	69	68	1
OS03G0360600	Bra017269	38	35	1
OS03G0360600	Bra023046	14	37	1
OS03G0360800	Bra001833	32	37	1
OS03G0360800	Bra004419	32	39	1
OS03G0363200	Bra005810	53	68	1
OS03G0363400	Bra009574	29	40	0
OS03G0363500	Bra002189	47	51	1
OS03G0363500	Bra012176	44	50	1
OS03G0363500	Bra038858	41	49	1
OS03G0363500	Bra040113	43	49	1
OS03G0363600	Bra002189	51	55	1
OS03G0363600	Bra012176	47	52	1
OS03G0363600	Bra038858	44	50	1
OS03G0363600	Bra040113	48	52	1
OS03G0363700	Bra002196	26	29	1
OS03G0363900	Bra036103	60	58	1
OS03G0363900	Bra039475	59	57	1
OS03G0364000	Bra006794	67	69	1
OS03G0364000	Bra020408	67	42	1
OS03G0364400	Bra031421	55	59	1
OS03G0364400	Bra038591	55	58	1
OS03G0365000	Bra010857	39	33	1
OS03G0365000	Bra010858	37	31	1
OS03G0365000	Bra030106	35	34	1
OS03G0365000	Bra030107	37	31	1
OS03G0365000	Bra030108	37	31	1
OS03G0365000	Bra030111	38	32	1
OS03G0365000	Bra032915	35	29	1
OS03G0365000	Bra032917	38	32	1
OS03G0365800	Bra010857	43	43	1
OS03G0365800	Bra010858	41	41	1
OS03G0365800	Bra030106	34	39	1
OS03G0365800	Bra030107	40	39	1
OS03G0365800	Bra030108	41	41	1
OS03G0365800	Bra030111	43	43	1
OS03G0365800	Bra032915	41	40	1
OS03G0365800	Bra032917	41	41	1
OS03G0365900	Bra010857	45	26	1
OS03G0365900	Bra010858	43	25	1
OS03G0365900	Bra030106	31	21	1
OS03G0365900	Bra030107	40	23	1
OS03G0365900	Bra030108	43	25	1
OS03G0365900	Bra030111	45	27	1
OS03G0365900	Bra032915	41	24	1
OS03G0365900	Bra032917	43	25	1
OS03G0366000	Bra016677	65	65	0
OS03G0366000	Bra024563	60	68	0
OS03G0366000	Bra026173	59	42	0
OS03G0366000	Bra026789	63	63	0
OS03G0366200	Bra000215	76	39	1
OS03G0366200	Bra004600	76	38	1
OS03G0366200	Bra014673	74	37	1
OS03G0366200	Bra016950	66	39	1
OS03G0366700	Bra003250	48	46	1
OS03G0366700	Bra004601	61	61	1
OS03G0366700	Bra007268	61	59	1
OS03G0366900	Bra030672	40	41	1
OS03G0367000	Bra003166	62	61	1
OS03G0367000	Bra014849	64	63	1
OS03G0367800	Bra002649	65	67	1
OS03G0367800	Bra006766	65	66	1
OS03G0367800	Bra031327	24	65	1
OS03G0367800	Bra032836	38	52	1
OS03G0367900	Bra012374	61	62	0
OS03G0367900	Bra024600	61	62	0
OS03G0369100	Bra010269	21	16	1
OS03G0369100	Bra011229	30	31	1
OS03G0369100	Bra034567	25	25	1
OS03G0369100	Bra034568	25	25	1
OS03G0369100	Bra034570	25	25	1
OS03G0369700	Bra010856	49	49	1
OS03G0369800	Bra001663	70	71	1
OS03G0369800	Bra014118	25	44	1
OS03G0369800	Bra021248	70	71	1
OS03G0369800	Bra022216	70	71	1
OS03G0370000	Bra001201	69	64	1
OS03G0370000	Bra029581	68	69	1
OS03G0370200	Bra004257	9	48	0
OS03G0370200	Bra007668	17	25	0
OS03G0370200	Bra012979	12	16	0
OS03G0370200	Bra029329	12	18	0
OS03G0370200	Bra029330	9	36	0
OS03G0370200	Bra034646	5	32	0
OS03G0370200	Bra035938	13	15	0
OS03G0370250	Bra009986	22	22	1
OS03G0370250	Bra036116	15	17	1
OS03G0370250	Bra040116	17	19	1
OS03G0370250	Bra040416	22	22	1
OS03G0370400	Bra023874	46	48	1
OS03G0370400	Bra023875	42	40	1
OS03G0370400	Bra031287	42	40	1
OS03G0370400	Bra031289	46	48	1
OS03G0370500	Bra003270	65	70	0
OS03G0370500	Bra033149	63	68	0
OS03G0370600	Bra001171	56	65	0
OS03G0370600	Bra040247	52	60	0
OS03G0370800	Bra002582	33	37	1
OS03G0370800	Bra005150	22	28	1
OS03G0370800	Bra006724	32	36	1
OS03G0370800	Bra006725	26	32	1
OS03G0370800	Bra020328	32	35	1
OS03G0370800	Bra020329	27	33	1
OS03G0371400	Bra004492	37	24	1
OS03G0372500	Bra004495	53	61	1
OS03G0372700	Bra012912	41	43	1
OS03G0374100	Bra033313	60	60	1
OS03G0374400	Bra024821	53	56	1
OS03G0374400	Bra026602	53	56	1
OS03G0374500	Bra001512	46	50	1
OS03G0374500	Bra014570	47	48	1
OS03G0374500	Bra021491	48	56	1
OS03G0374500	Bra027414	47	48	1
OS03G0374575	Bra034794	59	62	1
OS03G0374600	Bra003318	8	24	0
OS03G0374900	Bra001514	46	32	1
OS03G0374900	Bra027411	46	32	1
OS03G0375200	Bra013113	33	36	1
OS03G0375300	Bra001514	31	35	1
OS03G0375300	Bra027411	31	36	1
OS03G0375900	Bra001514	43	19	1
OS03G0375900	Bra027411	45	20	1
OS03G0375966	Bra001514	51	33	1
OS03G0375966	Bra027411	50	33	1
OS03G0376000	Bra004382	48	52	1
OS03G0376000	Bra016283	47	51	1
OS03G0376000	Bra016715	36	42	1
OS03G0376000	Bra024694	49	53	1
OS03G0376000	Bra024781	48	52	1
OS03G0376000	Bra026559	47	50	1
OS03G0376000	Bra026866	50	54	1
OS03G0376000	Bra033081	48	50	1
OS03G0376000	Bra036221	50	54	1
OS03G0376100	Bra001020	73	32	1
OS03G0376100	Bra008703	68	41	1
OS03G0376100	Bra039144	72	33	1
OS03G0376600	Bra003136	49	63	0
OS03G0376600	Bra005212	60	56	0
OS03G0376600	Bra007002	57	47	0
OS03G0376600	Bra017201	58	54	0
OS03G0376600	Bra021221	14	38	0
OS03G0376600	Bra023108	59	54	0
OS03G0376600	Bra039789	24	53	0
OS03G0376800	Bra006294	54	49	1
OS03G0376800	Bra008709	49	51	1
OS03G0376800	Bra019674	42	56	1
OS03G0376800	Bra024789	32	47	1
OS03G0376800	Bra026852	47	53	1
OS03G0377300	Bra006152	36	25	0
OS03G0377300	Bra023371	38	23	0
OS03G0377500	Bra006152	40	35	0
OS03G0377500	Bra023371	46	35	0
OS03G0377600	Bra012441	23	32	0
OS03G0377600	Bra016290	12	12	0
OS03G0377600	Bra019672	20	22	0
OS03G0377600	Bra026849	21	24	0
OS03G0377700	Bra006343	43	49	1
OS03G0377700	Bra007207	41	45	1
OS03G0377700	Bra008638	43	49	1
OS03G0377700	Bra012416	44	47	1
OS03G0377700	Bra012702	39	45	1
OS03G0377700	Bra017305	43	39	1
OS03G0377700	Bra023020	42	44	1
OS03G0377700	Bra024603	44	46	1
OS03G0377700	Bra032705	42	34	1
OS03G0378000	Bra019669	41	44	1
OS03G0378000	Bra019670	41	44	1
OS03G0378000	Bra024796	47	41	1
OS03G0378200	Bra000387	51	52	1
OS03G0379100	Bra012437	70	70	1
OS03G0379100	Bra016293	69	69	1
OS03G0379100	Bra024678	69	69	1
OS03G0379300	Bra019509	26	28	1
OS03G0379300	Bra033788	19	11	1
OS03G0379400	Bra026574	51	50	1
OS03G0379500	Bra006289	81	43	0
OS03G0379500	Bra008713	81	43	0
OS03G0379500	Bra023511	80	42	0
OS03G0379500	Bra040853	79	42	0
OS03G0380700	Bra012441	23	28	0
OS03G0380700	Bra016290	7	7	0
OS03G0380700	Bra019672	19	18	0
OS03G0380700	Bra026849	18	18	0
OS03G0381000	Bra001012	38	32	1
OS03G0381000	Bra006284	41	35	1
OS03G0381000	Bra008718	45	34	1
OS03G0381000	Bra018112	45	47	1
OS03G0381100	Bra028036	58	48	1
OS03G0381200	Bra016116	76	75	1
OS03G0381300	Bra024533	51	49	1
OS03G0382100	Bra009445	48	49	1
OS03G0382100	Bra011936	47	50	1
OS03G0382100	Bra018684	51	50	1
OS03G0382100	Bra028786	48	48	1
OS03G0382100	Bra030702	48	52	1
OS03G0382100	Bra035683	52	51	1
OS03G0383600	Bra009445	45	46	1
OS03G0383600	Bra011936	39	42	1
OS03G0383600	Bra018684	44	44	1
OS03G0383600	Bra028786	44	45	1
OS03G0383600	Bra030702	40	44	1
OS03G0383600	Bra035683	44	43	1
OS03G0383800	Bra010668	33	40	1
OS03G0383800	Bra011842	25	53	1
OS03G0383900	Bra011840	58	58	1
OS03G0385301	Bra031367	51	53	1
OS03G0385900	Bra023208	24	26	1
OS03G0386500	Bra006047	41	45	0
OS03G0386500	Bra009057	52	44	0
OS03G0386500	Bra010658	57	51	0
OS03G0386500	Bra011835	57	51	0
OS03G0386500	Bra024359	50	46	0
OS03G0386500	Bra030256	53	49	0
OS03G0386500	Bra031879	55	45	0
OS03G0386500	Bra033634	55	46	0
OS03G0386500	Bra034400	25	29	0
OS03G0387000	Bra005086	67	27	0
OS03G0387000	Bra017100	61	35	0
OS03G0387100	Bra003618	90	87	0
OS03G0387100	Bra008402	90	90	0
OS03G0387100	Bra035099	90	90	0
OS03G0387800	Bra008349	51	53	1
OS03G0387800	Bra011827	51	46	1
OS03G0387800	Bra017878	28	43	1
OS03G0387800	Bra030249	37	39	1
OS03G0387800	Bra034401	53	57	1
OS03G0387900	Bra024273	22	20	1
OS03G0388100	Bra034566	40	35	1
OS03G0388366	Bra011825	42	18	1
OS03G0388366	Bra017876	42	18	1
OS03G0388500	Bra009382	51	15	1
OS03G0388500	Bra030248	51	15	1
OS03G0388500	Bra037769	49	14	1
OS03G0388500	Bra038534	51	16	1
OS03G0388600	Bra006370	38	36	1
OS03G0388600	Bra008596	36	34	1
OS03G0388600	Bra021382	37	36	1
OS03G0388600	Bra032028	37	36	1
OS03G0388800	Bra006021	43	47	0
OS03G0388800	Bra017870	44	46	0
OS03G0388800	Bra028636	42	45	0
OS03G0388800	Bra035019	38	41	0
OS03G0388900	Bra024277	41	39	1
OS03G0388900	Bra031929	40	39	1
OS03G0389000	Bra024277	20	22	1
OS03G0389000	Bra031929	18	20	1
OS03G0389100	Bra024277	44	34	1
OS03G0389100	Bra031929	42	33	1
OS03G0389501	Bra024277	39	21	1
OS03G0389501	Bra031929	39	22	1
OS03G0389900	Bra035025	55	55	0
OS03G0390000	Bra006056	88	87	0
OS03G0390000	Bra009039	87	85	0
OS03G0390000	Bra010227	88	86	0
OS03G0390000	Bra011291	87	85	0
OS03G0390000	Bra028590	89	88	0
OS03G0390200	Bra003650	74	53	1
OS03G0390200	Bra011815	70	69	1
OS03G0390200	Bra035026	32	64	1
OS03G0390400	Bra031391	49	51	1
OS03G0390600	Bra003745	100	100	1
OS03G0390700	Bra020380	54	57	1
OS03G0391000	Bra004808	48	49	1
OS03G0391000	Bra007495	45	50	1
OS03G0391000	Bra014522	46	52	1
OS03G0391700	Bra009385	18	19	1
OS03G0391700	Bra024286	16	17	1
OS03G0391700	Bra031922	15	22	1
OS03G0392000	Bra009031	35	29	0
OS03G0392000	Bra024383	35	28	0
OS03G0392000	Bra030232	39	27	0
OS03G0392000	Bra031858	35	28	0
OS03G0392000	Bra037817	36	31	0
OS03G0392000	Bra038518	35	29	0
OS03G0392300	Bra028298	71	72	1
OS03G0392300	Bra029132	69	70	1
OS03G0392400	Bra009389	21	30	1
OS03G0392400	Bra024289	24	21	1
OS03G0392400	Bra026639	23	30	1
OS03G0392400	Bra027007	23	12	1
OS03G0392400	Bra031921	26	29	1
OS03G0392600	Bra034377	53	54	0
OS03G0393300	Bra034377	36	17	0
OS03G0393700	Bra034377	51	53	0
OS03G0394900	Bra011532	49	52	1
OS03G0394900	Bra012895	48	57	1
OS03G0394900	Bra013096	53	56	1
OS03G0394900	Bra015232	53	56	1
OS03G0394900	Bra036094	50	55	1
OS03G0395000	Bra023283	41	46	0
OS03G0395100	Bra014076	61	63	1
OS03G0395100	Bra015619	60	63	1
OS03G0395100	Bra032214	61	64	1
OS03G0395300	Bra011435	40	27	0
OS03G0395300	Bra014049	32	33	0
OS03G0395300	Bra033647	34	37	0
OS03G0395300	Bra034308	41	49	0
OS03G0395300	Bra040259	33	35	0
OS03G0395300	Bra041137	29	40	0
OS03G0395600	Bra036074	33	13	0
OS03G0395900	Bra011736	66	64	1
OS03G0396000	Bra012126	32	33	1
OS03G0396000	Bra030003	34	33	1
OS03G0396000	Bra036072	35	34	1
OS03G0396900	Bra040262	26	32	1
OS03G0397300	Bra030924	51	52	1
OS03G0397500	Bra019919	72	73	0
OS03G0397600	Bra006581	59	58	1
OS03G0397600	Bra020132	58	57	1
OS03G0397700	Bra021551	44	31	1
OS03G0397700	Bra027347	44	32	1
OS03G0397700	Bra030923	44	32	1
OS03G0397700	Bra039687	42	31	1
OS03G0399000	Bra000541	37	37	1
OS03G0399000	Bra037013	35	35	1
OS03G0399400	Bra011423	39	39	1
OS03G0399400	Bra037018	39	41	1
OS03G0399532	Bra001545	52	26	0
OS03G0399532	Bra011429	49	25	0
OS03G0399532	Bra021545	52	26	0
OS03G0399532	Bra027271	15	64	0
OS03G0400800	Bra008139	43	41	1
OS03G0400800	Bra015917	46	32	1
OS03G0401100	Bra003603	19	10	1
OS03G0401100	Bra021945	18	9	1
OS03G0401100	Bra022999	18	9	1
OS03G0401100	Bra026072	19	11	1
OS03G0401100	Bra026726	19	11	1
OS03G0401100	Bra035125	20	10	1
OS03G0401200	Bra003079	37	39	0
OS03G0401200	Bra007790	27	34	0
OS03G0401200	Bra013179	29	31	0
OS03G0401200	Bra013403	15	20	0
OS03G0401200	Bra013404	14	24	0
OS03G0401200	Bra020955	13	33	0
OS03G0401200	Bra020956	13	27	0
OS03G0401200	Bra020957	11	41	0
OS03G0401200	Bra020958	7	52	0
OS03G0401200	Bra031906	6	46	0
OS03G0401200	Bra034258	32	38	0
OS03G0401200	Bra035378	29	32	0
OS03G0401200	Bra038959	18	35	0
OS03G0401200	Bra040300	15	31	0
OS03G0402000	Bra027464	83	84	0
OS03G0402400	Bra003882	66	42	0
OS03G0402400	Bra008030	66	42	0
OS03G0402400	Bra016062	44	34	0
OS03G0402400	Bra032101	66	42	0
OS03G0402800	Bra003778	26	27	1
OS03G0402800	Bra008033	24	20	1
OS03G0402800	Bra008172	32	30	1
OS03G0402800	Bra015880	30	28	1
OS03G0402800	Bra016056	22	19	1
OS03G0402800	Bra016520	29	25	1
OS03G0402800	Bra016604	25	21	1
OS03G0402800	Bra025713	29	26	1
OS03G0402800	Bra025977	25	22	1
OS03G0402800	Bra030986	25	19	1
OS03G0402800	Bra031065	30	25	1
OS03G0403100	Bra025090	65	65	1
OS03G0404800	Bra007764	53	41	1
OS03G0404800	Bra015621	53	33	1
OS03G0405000	Bra007764	33	55	1
OS03G0405000	Bra015621	46	60	1
OS03G0405100	Bra016523	48	52	1
OS03G0405100	Bra025711	48	52	1
OS03G0405500	Bra031513	50	49	0
OS03G0405900	Bra031513	49	49	0
OS03G0406200	Bra004986	28	16	1
OS03G0406200	Bra010787	76	73	1
OS03G0406200	Bra017029	17	19	1
OS03G0406200	Bra032366	76	68	1
OS03G0406200	Bra032367	65	63	1
OS03G0407000	Bra016053	44	21	1
OS03G0407000	Bra016525	41	21	1
OS03G0407000	Bra025710	45	22	1
OS03G0407000	Bra031064	34	21	1
OS03G0407100	Bra002319	28	31	1
OS03G0407100	Bra006570	30	34	1
OS03G0407100	Bra008036	32	33	1
OS03G0407100	Bra016052	28	32	1
OS03G0407100	Bra020120	27	30	1
OS03G0407100	Bra037963	31	36	1
OS03G0407900	Bra003875	41	51	1
OS03G0407900	Bra008038	42	47	1
OS03G0407900	Bra015174	49	53	1
OS03G0407900	Bra016050	42	46	1
OS03G0407900	Bra034302	42	50	1
OS03G0407900	Bra035394	47	53	1
OS03G0408300	Bra003951	80	80	0
OS03G0408300	Bra007929	79	79	0
OS03G0408300	Bra012370	77	72	0
OS03G0408300	Bra016354	79	79	0
OS03G0408300	Bra024577	63	79	0
OS03G0408500	Bra030901	50	63	0
OS03G0410300	Bra003872	53	59	1
OS03G0410300	Bra008041	56	56	1
OS03G0410300	Bra016046	58	59	1
OS03G0410300	Bra025974	59	59	1
OS03G0410300	Bra030990	57	58	1
OS03G0410700	Bra016045	39	44	0
OS03G0410900	Bra002044	88	89	1
OS03G0410900	Bra032135	88	88	1
OS03G0410900	Bra034726	88	89	1
OS03G0410900	Bra034834	88	89	1
OS03G0411000	Bra021524	23	21	1
OS03G0411000	Bra027380	24	20	1
OS03G0411100	Bra008052	27	30	1
OS03G0411100	Bra014368	27	37	1
OS03G0411100	Bra016031	30	30	1
OS03G0411100	Bra021527	31	32	1
OS03G0411100	Bra030899	30	38	1
OS03G0411100	Bra030996	24	36	1
OS03G0411100	Bra037968	28	35	1
OS03G0411300	Bra000349	47	53	1
OS03G0411500	Bra016816	59	57	0
OS03G0411500	Bra031777	59	56	0
OS03G0411600	Bra011698	40	29	1
OS03G0411600	Bra012097	45	40	1
OS03G0411600	Bra016506	36	40	1
OS03G0411600	Bra017770	43	30	1
OS03G0412200	Bra002884	34	30	1
OS03G0413100	Bra004357	69	69	1
OS03G0413100	Bra025129	63	64	1
OS03G0413100	Bra026542	65	66	1
OS03G0413100	Bra038330	68	68	1
OS03G0413400	Bra016552	61	62	1
OS03G0413400	Bra025667	47	67	1
OS03G0414400	Bra008673	51	56	1
OS03G0415200	Bra040723	57	37	0
OS03G0416200	Bra008684	58	70	0
OS03G0416200	Bra023528	65	70	0
OS03G0416300	Bra012996	62	62	0
OS03G0416300	Bra029346	15	55	0
OS03G0416300	Bra035951	62	62	0
OS03G0416500	Bra026893	55	61	1
OS03G0416500	Bra040721	37	44	1
OS03G0417800	Bra013696	46	54	0
OS03G0417800	Bra020817	50	59	0
OS03G0417900	Bra016149	75	74	1
OS03G0418700	Bra001034	23	25	1
OS03G0418700	Bra008136	28	26	1
OS03G0418700	Bra008689	24	25	1
OS03G0418700	Bra023526	22	24	1
OS03G0418700	Bra031037	25	28	1
OS03G0418700	Bra039160	23	26	1
OS03G0418800	Bra037472	25	27	1
OS03G0419100	Bra001031	26	29	1
OS03G0419100	Bra004004	35	31	1
OS03G0419100	Bra004368	33	31	1
OS03G0419100	Bra019706	34	33	1
OS03G0419100	Bra025400	34	39	1
OS03G0419100	Bra026891	36	35	1
OS03G0419100	Bra033105	25	36	1
OS03G0419100	Bra036210	37	44	1
OS03G0419100	Bra039157	25	28	1
OS03G0421400	Bra017383	33	12	1
OS03G0421700	Bra021191	54	26	1
OS03G0421700	Bra038057	49	24	1
OS03G0421700	Bra038058	58	28	1
OS03G0422600	Bra010499	51	35	1
OS03G0422600	Bra013777	52	36	1
OS03G0422600	Bra019241	47	34	1
OS03G0423000	Bra008065	48	48	1
OS03G0423000	Bra028231	48	48	1
OS03G0423200	Bra012612	81	20	1
OS03G0423200	Bra013293	81	22	1
OS03G0423800	Bra017403	56	24	1
OS03G0423800	Bra024791	45	45	1
OS03G0424200	Bra004947	36	23	1
OS03G0424200	Bra018013	32	21	1
OS03G0424200	Bra019576	31	25	1
OS03G0424200	Bra039305	39	24	1
OS03G0424500	Bra001028	69	71	1
OS03G0424500	Bra012980	71	73	1
OS03G0424500	Bra021478	68	70	1
OS03G0424500	Bra029331	60	72	1
