Gene stable ID	Prunus persica gene stable ID	% identity	Prunus persica % identity	Orthology confidence [0 low, 1 high]
OS02G0645600	PRUPE_ppa008278mg	30	35	1
OS02G0645600	PRUPE_ppa009493mg	27	36	1
OS02G0646200	PRUPE_ppa011525mg	36	47	0
OS02G0646200	PRUPE_ppa026391mg	35	46	0
OS02G0646500	PRUPE_ppa004971mg	53	53	1
OS02G0647900	PRUPE_ppa004971mg	50	51	1
OS02G0648100	PRUPE_ppa005138mg	44	34	1
OS02G0648300	PRUPE_ppa001704mg	35	20	0
OS02G0648300	PRUPE_ppa002848mg	30	21	0
OS02G0648300	PRUPE_ppa003808mg	27	22	0
OS02G0648300	PRUPE_ppa021097mg	30	23	0
OS02G0649300	PRUPE_ppa010647mg	29	32	1
OS02G0649300	PRUPE_ppa011221mg	27	32	1
OS02G0649700	PRUPE_ppa001447mg	66	65	1
OS02G0649800	PRUPE_ppa013232mg	51	52	0
OS02G0649900	PRUPE_ppa002475mg	62	63	0
OS02G0649900	PRUPE_ppa002524mg	58	59	0
OS02G0650300	PRUPE_ppa002475mg	62	62	0
OS02G0650300	PRUPE_ppa002524mg	57	58	0
OS02G0650500	PRUPE_ppa006098mg	53	58	1
OS02G0650500	PRUPE_ppa006942mg	49	59	1
OS02G0650800	PRUPE_ppa000588mg	36	31	0
OS02G0650800	PRUPE_ppa019972mg	36	27	0
OS02G0650900	PRUPE_ppa006442mg	81	81	1
OS02G0651000	PRUPE_ppa009680mg	56	38	1
OS02G0651000	PRUPE_ppa015225mg	37	51	1
OS02G0651300	PRUPE_ppa008981mg	64	69	1
OS02G0652000	PRUPE_ppa011572mg	44	45	0
OS02G0652000	PRUPE_ppa011614mg	40	42	0
OS02G0652000	PRUPE_ppa011642mg	41	43	0
OS02G0652100	PRUPE_ppa022287mg	40	27	1
OS02G0652300	PRUPE_ppa009980mg	72	72	0
OS02G0652550	PRUPE_ppa011107mg	49	58	1
OS02G0652600	PRUPE_ppa009692mg	39	33	0
OS02G0652800	PRUPE_ppa027007mg	60	60	1
OS02G0653200	PRUPE_ppa016927mg	39	35	1
OS02G0653400	PRUPE_ppa015574mg	25	26	1
OS02G0653800	PRUPE_ppa009820mg	95	70	0
OS02G0653800	PRUPE_ppa011633mg	94	94	0
OS02G0653900	PRUPE_ppa026090mg	44	43	1
OS02G0654000	PRUPE_ppa009166mg	60	58	1
OS02G0654100	PRUPE_ppa009166mg	59	59	1
OS02G0654300	PRUPE_ppa001826mg	69	63	1
OS02G0654400	PRUPE_ppa001063mg	38	30	0
OS02G0654400	PRUPE_ppa001078mg	32	26	0
OS02G0654500	PRUPE_ppa010780mg	66	64	1
OS02G0654600	PRUPE_ppa001262mg	36	25	1
OS02G0654700	PRUPE_ppa009707mg	40	43	1
OS02G0654700	PRUPE_ppa010186mg	33	38	1
OS02G0655100	PRUPE_ppa008665mg	40	44	1
OS02G0655100	PRUPE_ppa023671mg	23	39	1
OS02G0655500	PRUPE_ppa011434mg	54	52	1
OS02G0655600	PRUPE_ppa008683mg	39	17	1
OS02G0655700	PRUPE_ppa003498mg	64	68	1
OS02G0655800	PRUPE_ppa008215mg	37	45	1
OS02G0656200	PRUPE_ppa003312mg	46	30	1
OS02G0656300	PRUPE_ppa003407mg	67	69	1
OS02G0656500	PRUPE_ppa006364mg	72	73	1
OS02G0656600	PRUPE_ppa009812mg	34	36	1
OS02G0657000	PRUPE_ppa009812mg	47	38	1
OS02G0657600	PRUPE_ppa008517mg	71	63	1
OS02G0657700	PRUPE_ppa007832mg	27	25	1
OS02G0657700	PRUPE_ppa023094mg	20	25	1
OS02G0658100	PRUPE_ppa010475mg	81	67	1
OS02G0658200	PRUPE_ppa013100mg	46	41	1
OS02G0658500	PRUPE_ppa005449mg	43	38	1
OS02G0658500	PRUPE_ppa021302mg	43	34	1
OS02G0658600	PRUPE_ppa019150mg	46	50	1
OS02G0658800	PRUPE_ppa019150mg	43	50	1
OS02G0658900	PRUPE_ppa009371mg	60	57	1
OS02G0659100	PRUPE_ppa014890mg	30	38	0
OS02G0659500	PRUPE_ppa017179mg	18	27	1
OS02G0659500	PRUPE_ppa021208mg	35	30	1
OS02G0659500	PRUPE_ppa021631mg	26	26	1
OS02G0659700	PRUPE_ppa011479mg	42	30	0
OS02G0660800	PRUPE_ppa011479mg	34	26	0
OS02G0661000	PRUPE_ppa010581mg	52	55	1
OS02G0661300	PRUPE_ppa014749mg	37	30	1
OS02G0661600	PRUPE_ppa009247mg	32	32	1
OS02G0661800	PRUPE_ppa013673mg	20	39	1
OS02G0661900	PRUPE_ppa010720mg	63	28	1
OS02G0662000	PRUPE_ppa013010mg	60	56	0
OS02G0662100	PRUPE_ppa013286mg	48	47	1
OS02G0662100	PRUPE_ppa017473mg	44	44	1
OS02G0662200	PRUPE_ppa010859mg	62	62	1
OS02G0662700	PRUPE_ppa001561mg	37	33	1
OS02G0662700	PRUPE_ppa001781mg	35	32	1
OS02G0663100	PRUPE_ppa001561mg	38	34	1
OS02G0663100	PRUPE_ppa001781mg	34	32	1
OS02G0663300	PRUPE_ppa000012mg	58	49	1
OS02G0663800	PRUPE_ppa013108mg	83	83	0
OS02G0663800	PRUPE_ppa013153mg	76	77	0
OS02G0663800	PRUPE_ppa013189mg	77	79	0
OS02G0663900	PRUPE_ppa000771mg	48	37	0
OS02G0663900	PRUPE_ppa000781mg	49	38	0
OS02G0663900	PRUPE_ppa015370mg	42	35	0
OS02G0663900	PRUPE_ppa015408mg	43	33	0
OS02G0663900	PRUPE_ppa018492mg	28	32	0
OS02G0664000	PRUPE_ppa010771mg	63	63	0
OS02G0664100	PRUPE_ppa000323mg	30	13	0
OS02G0664100	PRUPE_ppa019489mg	30	56	0
OS02G0664200	PRUPE_ppa000323mg	83	16	0
OS02G0664200	PRUPE_ppa019489mg	0	0	0
OS02G0664300	PRUPE_ppa000308mg	66	69	1
OS02G0664400	PRUPE_ppa014640mg	28	25	1
OS02G0664400	PRUPE_ppa016139mg	15	20	1
OS02G0664400	PRUPE_ppa025755mg	16	28	1
OS02G0664400	PRUPE_ppb017077mg	15	25	1
OS02G0664700	PRUPE_ppa011834mg	28	30	1
OS02G0664700	PRUPE_ppa019211mg	18	27	1
OS02G0665000	PRUPE_ppa002714mg	62	18	0
OS02G0665000	PRUPE_ppa003142mg	65	20	0
OS02G0665000	PRUPE_ppa003210mg	65	20	0
OS02G0665200	PRUPE_ppa025003mg	37	34	1
OS02G0665500	PRUPE_ppa001267mg	61	29	1
OS02G0665500	PRUPE_ppa002129mg	50	30	1
OS02G0666200	PRUPE_ppa008510mg	87	77	0
OS02G0666200	PRUPE_ppa009506mg	85	85	0
OS02G0666200	PRUPE_ppa009588mg	85	86	0
OS02G0666300	PRUPE_ppa001133mg	58	58	1
OS02G0666300	PRUPE_ppa020898mg	56	57	1
OS02G0666500	PRUPE_ppa004034mg	67	67	1
OS02G0666500	PRUPE_ppa004078mg	68	68	1
OS02G0666600	PRUPE_ppa011745mg	34	33	1
OS02G0666700	PRUPE_ppa018778m1g	10	44	1
OS02G0666700	PRUPE_ppa018778m2g	33	60	1
OS02G0666800	PRUPE_ppa012350mg	57	58	1
OS02G0667000	PRUPE_ppa024578mg	67	66	1
OS02G0667050	PRUPE_ppa024578mg	12	16	1
OS02G0667500	PRUPE_ppa005755mg	46	34	0
OS02G0667500	PRUPE_ppa005784mg	46	34	0
OS02G0667600	PRUPE_ppa026873mg	43	47	1
OS02G0668000	PRUPE_ppa001020mg	45	47	0
OS02G0668100	PRUPE_ppa008305mg	51	52	1
OS02G0668400	PRUPE_ppa004469mg	46	52	1
OS02G0668500	PRUPE_ppa011645mg	30	35	1
OS02G0668500	PRUPE_ppa014976mg	30	32	1
OS02G0668500	PRUPE_ppb015792mg	19	25	1
OS02G0669000	PRUPE_ppa015740mg	41	44	1
OS02G0669000	PRUPE_ppa015808mg	41	38	1
OS02G0669000	PRUPE_ppa016932mg	40	44	1
OS02G0669500	PRUPE_ppa016666mg	24	8	1
OS02G0669700	PRUPE_ppa011719mg	41	41	1
OS02G0669700	PRUPE_ppa018186mg	38	39	1
OS02G0669900	PRUPE_ppa001587mg	45	24	1
OS02G0669900	PRUPE_ppa017438mg	32	22	1
OS02G0670000	PRUPE_ppa004874mg	60	59	1
OS02G0670100	PRUPE_ppa006347mg	52	58	1
OS02G0670100	PRUPE_ppa007710mg	50	65	1
OS02G0670100	PRUPE_ppa016837mg	45	65	1
OS02G0670100	PRUPE_ppa017617mg	42	54	1
OS02G0670400	PRUPE_ppa011596mg	46	32	1
OS02G0670400	PRUPE_ppa012972mg	42	41	1
OS02G0670500	PRUPE_ppa020353mg	37	43	1
OS02G0670700	PRUPE_ppa001868mg	36	33	1
OS02G0670900	PRUPE_ppa006181mg	51	59	1
OS02G0670900	PRUPE_ppa019345mg	51	58	1
OS02G0671300	PRUPE_ppa003517mg	24	21	1
OS02G0671800	PRUPE_ppa016029mg	5	18	0
OS02G0672100	PRUPE_ppa002931mg	38	37	1
OS02G0672100	PRUPE_ppb002474mg	38	38	1
OS02G0672200	PRUPE_ppa000547mg	74	72	0
OS02G0672200	PRUPE_ppa000619mg	75	76	0
OS02G0672400	PRUPE_ppa008534mg	46	51	1
OS02G0672500	PRUPE_ppa016199mg	42	42	1
OS02G0672600	PRUPE_ppa002601mg	54	59	1
OS02G0672800	PRUPE_ppa002647mg	49	46	1
OS02G0672800	PRUPE_ppa002664mg	45	43	1
OS02G0673000	PRUPE_ppa022258mg	36	16	1
OS02G0673000	PRUPE_ppa026486mg	34	16	1
OS02G0673100	PRUPE_ppa022258mg	46	48	1
OS02G0673100	PRUPE_ppa026486mg	41	44	1
OS02G0673500	PRUPE_ppa001838mg	30	32	1
OS02G0673600	PRUPE_ppa012722mg	85	85	1
OS02G0673600	PRUPE_ppa012781mg	78	79	1
OS02G0673700	PRUPE_ppa008843mg	39	46	1
OS02G0673700	PRUPE_ppa010132mg	35	51	1
OS02G0673700	PRUPE_ppa018553mg	25	43	1
OS02G0675400	PRUPE_ppa018745mg	63	66	1
OS02G0675400	PRUPE_ppa019666mg	61	61	1
OS02G0675700	PRUPE_ppa002720mg	63	63	1
OS02G0675700	PRUPE_ppa002801mg	61	63	1
OS02G0675800	PRUPE_ppa009544mg	53	54	1
OS02G0675800	PRUPE_ppa009695mg	54	57	1
OS02G0675800	PRUPE_ppa010502mg	49	59	1
OS02G0676000	PRUPE_ppa005358mg	74	73	1
OS02G0676400	PRUPE_ppa003689mg	58	57	1
OS02G0676400	PRUPE_ppa015493mg	56	63	1
OS02G0676500	PRUPE_ppa011624mg	45	48	1
OS02G0676800	PRUPE_ppa016829mg	38	55	1
OS02G0676800	PRUPE_ppa017269mg	38	54	1
OS02G0676800	PRUPE_ppa021384mg	38	54	1
OS02G0676800	PRUPE_ppa022712mg	38	56	1
OS02G0676800	PRUPE_ppa022719mg	39	47	1
OS02G0676800	PRUPE_ppa026499mg	40	57	1
OS02G0677300	PRUPE_ppa010800mg	42	40	1
OS02G0677300	PRUPE_ppa010909mg	43	42	1
OS02G0677300	PRUPE_ppa010935mg	48	47	1
OS02G0677300	PRUPE_ppa014628mg	40	39	1
OS02G0677300	PRUPE_ppa017761mg	43	41	1
OS02G0677300	PRUPE_ppa021197mg	44	41	1
OS02G0677600	PRUPE_ppa015240mg	47	50	1
OS02G0677700	PRUPE_ppa006002mg	60	47	1
OS02G0677800	PRUPE_ppa012862mg	43	31	0
OS02G0677800	PRUPE_ppa012878mg	43	31	0
OS02G0677800	PRUPE_ppa012880mg	42	30	0
OS02G0677800	PRUPE_ppa022082mg	4	5	0
OS02G0678200	PRUPE_ppa002201mg	68	67	0
OS02G0678200	PRUPE_ppa004388mg	51	69	0
OS02G0678300	PRUPE_ppa003422mg	61	61	0
OS02G0678400	PRUPE_ppa009264mg	79	82	0
OS02G0679200	PRUPE_ppa017205mg	41	50	1
OS02G0679500	PRUPE_ppa004698mg	43	42	1
OS02G0679700	PRUPE_ppa022029mg	19	28	0
OS02G0679700	PRUPE_ppa025830mg	18	32	0
OS02G0680400	PRUPE_ppa006168mg	81	81	1
OS02G0680600	PRUPE_ppa010644mg	58	66	1
OS02G0680700	PRUPE_ppa008029mg	60	50	0
OS02G0680700	PRUPE_ppa008749mg	61	55	0
OS02G0681000	PRUPE_ppa004018mg	44	41	1
OS02G0681100	PRUPE_ppa004142mg	55	54	0
OS02G0681200	PRUPE_ppa012459mg	31	39	1
OS02G0681200	PRUPE_ppa012584mg	26	34	1
OS02G0681700	PRUPE_ppa002872mg	56	23	1
OS02G0681900	PRUPE_ppa002688mg	38	37	1
OS02G0682200	PRUPE_ppa019932mg	58	75	0
OS02G0682200	PRUPE_ppa022942mg	40	72	0
OS02G0682300	PRUPE_ppa024049mg	32	27	1
OS02G0682300	PRUPE_ppa025853mg	27	25	1
OS02G0682300	PRUPE_ppa026007mg	27	27	1
OS02G0682300	PRUPE_ppb022997mg	19	19	1
OS02G0682500	PRUPE_ppa008187mg	63	65	1
OS02G0682600	PRUPE_ppa014043mg	71	67	1
OS02G0682700	PRUPE_ppa011840mg	22	15	1
OS02G0683500	PRUPE_ppa015999mg	31	29	1
OS02G0683500	PRUPE_ppa019131mg	34	29	1
OS02G0683900	PRUPE_ppa009358mg	63	61	0
OS02G0684100	PRUPE_ppa019861mg	27	34	0
OS02G0684300	PRUPE_ppa003866mg	50	23	1
OS02G0684400	PRUPE_ppa011386mg	34	28	0
OS02G0684400	PRUPE_ppa019819mg	28	34	0
OS02G0684500	PRUPE_ppa013779mg	100	100	0
OS02G0685200	PRUPE_ppa005083mg	29	30	1
OS02G0685200	PRUPE_ppa006715mg	25	31	1
OS02G0685600	PRUPE_ppa007128mg	70	71	1
OS02G0685900	PRUPE_ppa003459mg	76	73	0
OS02G0686100	PRUPE_ppa011201mg	42	36	1
OS02G0686100	PRUPE_ppa012461mg	40	45	1
OS02G0686100	PRUPE_ppa018356mg	31	43	1
OS02G0686300	PRUPE_ppa007679mg	47	52	1
OS02G0686400	PRUPE_ppa003911mg	65	66	0
OS02G0686400	PRUPE_ppa020801mg	34	68	0
OS02G0686400	PRUPE_ppa021187mg	39	60	0
OS02G0686600	PRUPE_ppa007611mg	76	74	1
OS02G0686700	PRUPE_ppa012410mg	42	23	1
OS02G0686700	PRUPE_ppa013788mg	37	33	1
OS02G0686800	PRUPE_ppa012410mg	29	25	1
OS02G0686800	PRUPE_ppa013788mg	25	35	1
OS02G0687200	PRUPE_ppa012410mg	32	20	1
OS02G0687200	PRUPE_ppa013788mg	35	36	1
OS02G0687500	PRUPE_ppa022731mg	34	37	1
OS02G0688500	PRUPE_ppa004246mg	59	59	1
OS02G0688500	PRUPE_ppa016151mg	25	52	1
OS02G0688900	PRUPE_ppa005072mg	64	61	1
OS02G0689066	PRUPE_ppa002143mg	66	6	0
OS02G0689132	PRUPE_ppa003493mg	41	13	0
OS02G0689132	PRUPE_ppa003550mg	40	13	0
OS02G0689200	PRUPE_ppa006967mg	47	46	1
OS02G0689200	PRUPE_ppa007245mg	57	59	1
OS02G0689200	PRUPE_ppa009106mg	48	61	1
OS02G0689200	PRUPE_ppa016371mg	44	50	1
OS02G0689200	PRUPE_ppa018140mg	48	55	1
OS02G0689200	PRUPE_ppa020615mg	43	51	1
OS02G0689200	PRUPE_ppa023295mg	25	42	1
OS02G0689500	PRUPE_ppa019475mg	32	30	1
OS02G0689600	PRUPE_ppa017687mg	23	21	1
OS02G0689700	PRUPE_ppa019075mg	60	48	1
OS02G0689800	PRUPE_ppa000063mg	42	22	1
OS02G0689900	PRUPE_ppa003058mg	57	57	1
OS02G0689900	PRUPE_ppa003158mg	57	59	1
OS02G0690500	PRUPE_ppa001785mg	56	43	1
OS02G0690600	PRUPE_ppa014931mg	37	43	1
OS02G0690700	PRUPE_ppa005912mg	96	96	0
OS02G0690800	PRUPE_ppa005898mg	73	74	1
OS02G0691500	PRUPE_ppa017746mg	37	45	1
OS02G0692000	PRUPE_ppa007682mg	35	38	1
OS02G0692700	PRUPE_ppa011266mg	60	72	1
OS02G0693000	PRUPE_ppa010812mg	34	29	1
OS02G0693200	PRUPE_ppa013382mg	67	64	0
OS02G0693500	PRUPE_ppa010194mg	74	73	1
OS02G0693500	PRUPE_ppa015594mg	46	59	1
OS02G0693700	PRUPE_ppa000340mg	75	74	1
OS02G0694201	PRUPE_ppa009658mg	53	24	1
OS02G0694700	PRUPE_ppa004830mg	6	5	0
OS02G0694800	PRUPE_ppa006644mg	60	61	1
OS02G0694900	PRUPE_ppa015589mg	35	41	1
OS02G0695200	PRUPE_ppa026315mg	33	30	1
OS02G0695700	PRUPE_ppa014023mg	69	68	1
OS02G0695800	PRUPE_ppa002011mg	70	48	0
OS02G0695800	PRUPE_ppa021086mg	71	48	0
OS02G0695800	PRUPE_ppa022679mg	65	45	0
OS02G0695900	PRUPE_ppa002011mg	62	17	0
OS02G0695900	PRUPE_ppa021086mg	67	18	0
OS02G0695900	PRUPE_ppa022679mg	65	18	0
OS02G0696700	PRUPE_ppa001299mg	33	18	1
OS02G0696900	PRUPE_ppa006472mg	33	30	1
OS02G0696900	PRUPE_ppa015272mg	11	49	1
OS02G0697200	PRUPE_ppa019223mg	21	31	1
OS02G0697300	PRUPE_ppa006768mg	75	74	1
OS02G0697400	PRUPE_ppa022401mg	55	71	1
OS02G0697500	PRUPE_ppa003110mg	56	30	1
OS02G0697600	PRUPE_ppa003039mg	63	66	1
OS02G0697700	PRUPE_ppa012893mg	52	54	1
OS02G0697800	PRUPE_ppa009893mg	67	69	1
OS02G0698000	PRUPE_ppa006386mg	83	80	1
OS02G0698800	PRUPE_ppa004535mg	42	42	1
OS02G0699400	PRUPE_ppa001446mg	56	37	0
OS02G0699433	PRUPE_ppb016788m2g	1	5	1
OS02G0699466	PRUPE_ppb016788m2g	1	3	1
OS02G0699600	PRUPE_ppa012511mg	92	92	0
OS02G0699600	PRUPE_ppa012524mg	92	92	0
OS02G0700000	PRUPE_ppa001649mg	33	34	1
OS02G0700100	PRUPE_ppa005673mg	62	65	0
OS02G0700100	PRUPE_ppa005800mg	64	68	0
OS02G0700100	PRUPE_ppa007424mg	56	71	0
OS02G0700100	PRUPE_ppa015600mg	39	57	0
OS02G0700100	PRUPE_ppa019777mg	71	73	0
OS02G0700100	PRUPE_ppa023089mg	26	74	0
OS02G0700100	PRUPE_ppa024178mg	57	63	0
OS02G0700100	PRUPE_ppa024766mg	69	71	0
OS02G0700300	PRUPE_ppa009898mg	49	52	1
OS02G0700400	PRUPE_ppa008213mg	59	60	0
OS02G0700400	PRUPE_ppa008350mg	56	57	0
OS02G0700400	PRUPE_ppa014817mg	59	56	0
OS02G0700400	PRUPE_ppa024818mg	40	76	0
OS02G0700500	PRUPE_ppa005214mg	60	67	1
OS02G0700500	PRUPE_ppa005222mg	63	71	1
OS02G0700600	PRUPE_ppa005252mg	60	59	1
OS02G0700700	PRUPE_ppa016816mg	43	48	0
OS02G0701600	PRUPE_ppa007855mg	58	60	1
OS02G0701900	PRUPE_ppa007873mg	58	54	1
OS02G0701900	PRUPE_ppa021089mg	62	43	1
OS02G0702000	PRUPE_ppa001679mg	49	50	1
OS02G0702100	PRUPE_ppa009580mg	54	21	1
OS02G0702400	PRUPE_ppa006668mg	62	62	0
OS02G0702400	PRUPE_ppa006718mg	60	60	0
OS02G0702500	PRUPE_ppa001091mg	48	50	1
OS02G0702600	PRUPE_ppa003643mg	47	46	1
OS02G0702800	PRUPE_ppa006878mg	55	38	1
OS02G0702800	PRUPE_ppa020128mg	47	46	1
OS02G0703300	PRUPE_ppa023572mg	30	31	1
OS02G0703600	PRUPE_ppa005059mg	66	58	1
OS02G0703900	PRUPE_ppa006759mg	57	57	1
OS02G0704000	PRUPE_ppa006109mg	42	63	1
OS02G0704500	PRUPE_ppa009257mg	39	35	1
OS02G0704600	PRUPE_ppa005204mg	38	36	1
OS02G0704800	PRUPE_ppa007159mg	71	69	1
OS02G0704900	PRUPE_ppa011346mg	82	82	1
OS02G0704966	PRUPE_ppa018050mg	32	29	1
OS02G0705000	PRUPE_ppa009088mg	59	59	1
OS02G0705100	PRUPE_ppa018291mg	55	60	0
OS02G0705300	PRUPE_ppa006363mg	63	65	0
OS02G0705300	PRUPE_ppa006428mg	64	66	0
OS02G0705400	PRUPE_ppa012319mg	67	71	1
OS02G0705600	PRUPE_ppa003954mg	22	32	1
OS02G0706400	PRUPE_ppa014060mg	42	47	0
OS02G0706400	PRUPE_ppa015823mg	44	45	0
OS02G0706400	PRUPE_ppa019533mg	41	51	0
OS02G0706400	PRUPE_ppa024375mg	41	41	0
OS02G0706400	PRUPE_ppa026779mg	36	40	0
OS02G0706400	PRUPE_ppa026982mg	45	51	0
OS02G0706500	PRUPE_ppa002866mg	66	65	1
OS02G0706600	PRUPE_ppa013998mg	9	40	0
OS02G0706600	PRUPE_ppa024260mg	9	41	0
OS02G0706900	PRUPE_ppa008887mg	54	58	1
OS02G0706900	PRUPE_ppa024898mg	41	45	1
OS02G0706900	PRUPE_ppa026591mg	41	45	1
OS02G0707000	PRUPE_ppa005081mg	58	37	1
OS02G0707100	PRUPE_ppa005081mg	70	69	1
OS02G0707200	PRUPE_ppa015648mg	36	31	1
OS02G0708100	PRUPE_ppa006107mg	64	71	1
OS02G0708100	PRUPE_ppa019823mg	56	74	1
OS02G0708200	PRUPE_ppa002541mg	72	71	0
OS02G0708300	PRUPE_ppa013547mg	57	38	0
OS02G0708300	PRUPE_ppa013561mg	57	38	0
OS02G0708400	PRUPE_ppa001986mg	62	61	1
OS02G0708400	PRUPE_ppa002085mg	60	59	1
OS02G0708600	PRUPE_ppa000179mg	42	16	1
OS02G0709000	PRUPE_ppa008078mg	67	65	1
OS02G0709200	PRUPE_ppa006306mg	73	74	0
OS02G0709200	PRUPE_ppa014898mg	38	62	0
OS02G0709400	PRUPE_ppa000045mg	71	54	0
OS02G0709800	PRUPE_ppa002904mg	57	62	1
OS02G0710102	PRUPE_ppa000399mg	46	6	1
OS02G0710102	PRUPE_ppa000415mg	44	6	1
OS02G0710300	PRUPE_ppa025775mg	37	45	1
OS02G0710500	PRUPE_ppa002615mg	47	31	1
OS02G0710500	PRUPE_ppa015316mg	47	33	1
OS02G0710500	PRUPE_ppa016818mg	46	33	1
OS02G0710500	PRUPE_ppa022109mg	45	32	1
OS02G0710700	PRUPE_ppa009266mg	28	33	1
OS02G0710800	PRUPE_ppa001035mg	77	35	0
OS02G0710900	PRUPE_ppa001147mg	63	63	0
OS02G0711100	PRUPE_ppa005397mg	48	51	1
OS02G0711200	PRUPE_ppa005472mg	47	22	1
OS02G0711300	PRUPE_ppa025896mg	30	28	1
OS02G0711400	PRUPE_ppa022665mg	33	29	1
OS02G0711400	PRUPE_ppa024616mg	28	31	1
OS02G0712000	PRUPE_ppa000531mg	65	67	0
OS02G0712500	PRUPE_ppa025548mg	59	59	1
OS02G0712600	PRUPE_ppa002159mg	43	44	0
OS02G0712600	PRUPE_ppa019724mg	40	44	0
OS02G0712700	PRUPE_ppa002159mg	43	45	0
OS02G0712700	PRUPE_ppa019724mg	39	44	0
OS02G0713400	PRUPE_ppa007040mg	79	68	1
OS02G0713700	PRUPE_ppa018299mg	41	56	1
OS02G0713700	PRUPE_ppa020689mg	48	50	1
OS02G0713900	PRUPE_ppa002715mg	45	22	1
OS02G0713900	PRUPE_ppa003613mg	47	26	1
OS02G0713900	PRUPE_ppa003627mg	47	26	1
OS02G0714000	PRUPE_ppa009716mg	50	51	0
OS02G0714000	PRUPE_ppa009964mg	44	46	0
OS02G0714100	PRUPE_ppa008682mg	57	59	1
OS02G0714100	PRUPE_ppa008685mg	53	56	1
OS02G0714200	PRUPE_ppa002571mg	80	75	0
OS02G0714300	PRUPE_ppa001071mg	43	23	1
OS02G0714300	PRUPE_ppa006712mg	39	47	1
OS02G0714500	PRUPE_ppa000465mg	53	33	1
OS02G0714600	PRUPE_ppa008810mg	78	79	1
OS02G0715200	PRUPE_ppa004912mg	70	69	0
OS02G0715300	PRUPE_ppa012997mg	36	45	1
OS02G0716500	PRUPE_ppa007098mg	71	72	0
OS02G0716500	PRUPE_ppb018818mg	34	58	0
OS02G0716800	PRUPE_ppa015854mg	61	59	1
OS02G0716800	PRUPE_ppa023462mg	62	59	1
OS02G0717100	PRUPE_ppa011119mg	68	68	1
OS02G0717200	PRUPE_ppa013148mg	31	31	1
OS02G0717200	PRUPE_ppa013160mg	35	34	1
OS02G0717300	PRUPE_ppa012593mg	63	59	1
OS02G0717400	PRUPE_ppa000213mg	61	60	1
OS02G0717500	PRUPE_ppa007970mg	75	77	1
OS02G0717500	PRUPE_ppa010014mg	56	75	1
OS02G0717600	PRUPE_ppa004927mg	48	54	1
OS02G0717700	PRUPE_ppa019387mg	45	46	0
OS02G0717900	PRUPE_ppa012045mg	55	58	1
OS02G0718000	PRUPE_ppa011500mg	37	36	1
OS02G0718900	PRUPE_ppa007062mg	80	80	1
OS02G0719000	PRUPE_ppa010564mg	39	60	1
OS02G0719000	PRUPE_ppa010970mg	36	60	1
OS02G0719100	PRUPE_ppa002190mg	67	67	1
OS02G0719100	PRUPE_ppa002399mg	64	67	1
OS02G0719600	PRUPE_ppa007005mg	43	42	0
OS02G0719600	PRUPE_ppa007492mg	43	44	0
OS02G0719600	PRUPE_ppa007495mg	43	45	0
OS02G0719600	PRUPE_ppa008048mg	41	44	0
OS02G0719600	PRUPE_ppa017829mg	38	37	0
OS02G0719600	PRUPE_ppa022226mg	37	42	0
OS02G0719600	PRUPE_ppa022279mg	42	44	0
OS02G0719600	PRUPE_ppa025683mg	38	43	0
OS02G0719700	PRUPE_ppa011380mg	34	34	1
OS02G0719800	PRUPE_ppa001307mg	56	56	0
OS02G0719800	PRUPE_ppa001327mg	54	54	0
OS02G0720000	PRUPE_ppa001040mg	9	3	1
OS02G0720100	PRUPE_ppa011974mg	31	35	1
OS02G0720200	PRUPE_ppa005914mg	47	63	1
OS02G0720300	PRUPE_ppa009886mg	56	55	1
OS02G0720700	PRUPE_ppa001693mg	63	64	1
OS02G0721600	PRUPE_ppa005817mg	71	71	0
OS02G0721700	PRUPE_ppa012359mg	53	51	0
OS02G0721700	PRUPE_ppa021505mg	40	58	0
OS02G0721800	PRUPE_ppa002925mg	50	49	1
OS02G0722001	PRUPE_ppa007025mg	42	40	0
OS02G0722001	PRUPE_ppa007046mg	44	41	0
OS02G0722001	PRUPE_ppa017247mg	41	41	0
OS02G0722300	PRUPE_ppa002553mg	78	78	1
OS02G0722400	PRUPE_ppa005467mg	57	56	1
OS02G0722500	PRUPE_ppa008355mg	60	59	1
OS02G0722700	PRUPE_ppa009341mg	79	76	1
OS02G0722800	PRUPE_ppa000481mg	43	50	0
OS02G0723200	PRUPE_ppa005681mg	51	51	0
OS02G0723200	PRUPE_ppa006622mg	43	48	0
OS02G0723200	PRUPE_ppa017391mg	45	54	0
OS02G0723300	PRUPE_ppa010773mg	38	38	1
OS02G0723300	PRUPE_ppa018644mg	24	43	1
OS02G0723400	PRUPE_ppa011821mg	30	32	0
OS02G0723400	PRUPE_ppa020369mg	28	30	0
OS02G0723600	PRUPE_ppa006811mg	59	45	1
OS02G0723700	PRUPE_ppa010726mg	60	59	1
OS02G0724000	PRUPE_ppa006303mg	58	56	1
OS02G0724500	PRUPE_ppa018324mg	65	66	1
OS02G0724600	PRUPE_ppa022478mg	47	56	1
OS02G0725000	PRUPE_ppa002965mg	68	65	1
OS02G0725000	PRUPE_ppa003043mg	64	62	1
OS02G0725100	PRUPE_ppa007563mg	41	49	0
OS02G0725200	PRUPE_ppa004667mg	64	65	1
OS02G0725300	PRUPE_ppa001936mg	51	51	0
OS02G0725300	PRUPE_ppa001941mg	52	53	0
