Gene stable ID	Populus trichocarpa gene stable ID	% identity	Populus trichocarpa % identity	Orthology confidence [0 low, 1 high]
OS01G0276800	POPTR_0003s20810	55	53	1
OS01G0276800	POPTR_0013s05680	42	55	1
OS01G0277500	POPTR_0013s06290	34	35	1
OS01G0277500	POPTR_0019s05720	32	36	1
OS01G0277600	POPTR_0008s01500	62	63	1
OS01G0277600	POPTR_0008s01520	61	58	1
OS01G0277600	POPTR_0010s25240	15	57	1
OS01G0277600	POPTR_0010s25250	61	64	1
OS01G0277700	POPTR_0004s20750	75	79	1
OS01G0277700	POPTR_0009s16040	78	81	1
OS01G0278000	POPTR_0006s03090	27	24	1
OS01G0278000	POPTR_0016s02940	27	24	1
OS01G0278200	POPTR_0001s07340	0	0	0
OS01G0278200	POPTR_0003s18870	7	3	0
OS01G0278200	POPTR_0003s18880	2	0	0
OS01G0278200	POPTR_0003s18890	0	0	0
OS01G0278900	POPTR_0006s02900	20	33	1
OS01G0278900	POPTR_0006s02920	30	30	1
OS01G0278900	POPTR_0016s02760	40	39	1
OS01G0278900	POPTR_0302s00200	21	31	1
OS01G0278900	POPTR_0302s00230	27	34	1
OS01G0278900	POPTR_1436s00210	25	20	1
OS01G0278950	POPTR_0003s18830	47	58	1
OS01G0279100	POPTR_0006s02810	82	82	0
OS01G0279100	POPTR_0016s02570	81	77	0
OS01G0279200	POPTR_0001s23040	93	93	1
OS01G0279200	POPTR_0009s02600	93	93	1
OS01G0279300	POPTR_0001s22980	97	97	1
OS01G0279300	POPTR_0009s02660	98	82	1
OS01G0279400	POPTR_0009s02680	53	53	0
OS01G0279400	POPTR_0010s25470	13	48	0
OS01G0279700	POPTR_0001s25690	74	76	1
OS01G0279700	POPTR_0009s04840	73	74	1
OS01G0279800	POPTR_0001s22700	74	73	1
OS01G0279800	POPTR_0009s02400	76	75	1
OS01G0279900	POPTR_0010s13810	22	36	0
OS01G0280000	POPTR_0001s06840	51	55	1
OS01G0280000	POPTR_0003s19370	51	56	1
OS01G0280400	POPTR_0003s19300	35	41	0
OS01G0280400	POPTR_0006s03790	48	47	0
OS01G0280400	POPTR_0016s03540	47	46	0
OS01G0280500	POPTR_0005s10150	52	75	0
OS01G0280500	POPTR_0007s08490	76	76	0
OS01G0280500	POPTR_0008s03180	61	71	0
OS01G0280500	POPTR_0010s23640	74	54	0
OS01G0281200	POPTR_0001s27890	45	47	1
OS01G0281200	POPTR_0006s03370	43	40	1
OS01G0281200	POPTR_0009s07100	43	46	1
OS01G0281200	POPTR_0016s03280	44	41	1
OS01G0281400	POPTR_0006s28810	78	78	0
OS01G0281400	POPTR_0018s03560	79	79	0
OS01G0281600	POPTR_0001s27980	41	44	0
OS01G0281600	POPTR_0009s07160	37	56	0
OS01G0283000	POPTR_0001s27930	49	48	1
OS01G0283000	POPTR_0009s07130	49	48	1
OS01G0283000	POPTR_0012s15140	12	39	1
OS01G0283100	POPTR_0002s03550	79	73	1
OS01G0283100	POPTR_0005s12280	74	72	1
OS01G0283100	POPTR_0005s25060	78	76	1
OS01G0283500	POPTR_0010s00720	51	54	1
OS01G0284700	POPTR_0002s18610	54	32	0
OS01G0284900	POPTR_0002s18680	32	32	1
OS01G0284900	POPTR_0014s10660	33	34	1
OS01G0286000	POPTR_0002s18720	41	39	1
OS01G0286100	POPTR_0014s10700	16	20	1
OS01G0286600	POPTR_0002s18740	74	73	1
OS01G0286600	POPTR_0014s10720	74	68	1
OS01G0286900	POPTR_0002s18750	42	28	0
OS01G0286900	POPTR_0014s10730	45	30	0
OS01G0287600	POPTR_0002s18760	59	63	1
OS01G0287600	POPTR_0014s10740	60	64	1
OS01G0289600	POPTR_0002s18770	36	30	1
OS01G0289600	POPTR_0014s10750	38	31	1
OS01G0290000	POPTR_0005s00460	56	64	0
OS01G0290000	POPTR_0010s00600	51	51	0
OS01G0290000	POPTR_0013s00380	63	62	0
OS01G0290100	POPTR_0002s18830	56	59	1
OS01G0290100	POPTR_0005s00480	58	61	1
OS01G0290100	POPTR_0013s00400	60	64	1
OS01G0290100	POPTR_0014s10830	56	59	1
OS01G0290600	POPTR_0002s18830	53	55	1
OS01G0290600	POPTR_0005s00480	54	56	1
OS01G0290600	POPTR_0013s00400	56	59	1
OS01G0290600	POPTR_0014s10830	52	55	1
OS01G0292200	POPTR_0010s00490	61	64	1
OS01G0292700	POPTR_0005s00560	44	24	1
OS01G0292700	POPTR_0013s00490	21	35	1
OS01G0292700	POPTR_0013s00500	21	15	1
OS01G0293000	POPTR_0002s19000	91	92	1
OS01G0293000	POPTR_0014s11000	91	92	1
OS01G0293000	POPTR_0274s00200	91	92	1
OS01G0293100	POPTR_0001s23750	15	27	1
OS01G0293100	POPTR_0009s02870	21	33	1
OS01G0293200	POPTR_0002s22540	45	45	0
OS01G0295600	POPTR_0002s19080	36	32	1
OS01G0295600	POPTR_0014s11050	17	37	1
OS01G0295700	POPTR_0002s19100	54	53	1
OS01G0295700	POPTR_0008s10010	54	56	1
OS01G0295700	POPTR_0010s16130	54	54	1
OS01G0295700	POPTR_0014s11090	61	59	1
OS01G0295900	POPTR_0014s06330	53	22	1
OS01G0296000	POPTR_0013s03060	42	15	1
OS01G0296000	POPTR_0013s03490	42	19	1
OS01G0296000	POPTR_0013s03520	37	19	1
OS01G0296000	POPTR_0013s03550	42	20	1
OS01G0296000	POPTR_0019s08770	43	16	1
OS01G0296000	POPTR_0019s08780	40	17	1
OS01G0296000	POPTR_0019s08800	23	19	1
OS01G0296000	POPTR_0019s08810	43	17	1
OS01G0296000	POPTR_0019s08860	38	16	1
OS01G0296000	POPTR_0019s08890	40	18	1
OS01G0296000	POPTR_0019s13060	45	15	1
OS01G0296000	POPTR_0019s14340	43	16	1
OS01G0296000	POPTR_0019s14380	42	18	1
OS01G0296000	POPTR_0019s14400	43	16	1
OS01G0296000	POPTR_0019s14990	43	14	1
OS01G0296000	POPTR_0030s00520	42	14	1
OS01G0296000	POPTR_0030s00530	38	16	1
OS01G0296000	POPTR_0780s00200	41	20	1
OS01G0296000	POPTR_2697s00200	15	10	1
OS01G0296100	POPTR_0002s19110	81	81	1
OS01G0296100	POPTR_0005s00710	79	79	1
OS01G0296100	POPTR_0013s00610	79	79	1
OS01G0296200	POPTR_0002s19120	59	35	1
OS01G0296200	POPTR_0005s00720	62	34	1
OS01G0296200	POPTR_0013s00640	63	35	1
OS01G0296200	POPTR_0014s11110	63	32	1
OS01G0296700	POPTR_0001s34340	12	17	0
OS01G0296700	POPTR_0001s34350	26	49	0
OS01G0296700	POPTR_0007s03380	48	32	0
OS01G0297200	POPTR_0004s01270	42	45	1
OS01G0297200	POPTR_0004s01280	23	54	1
OS01G0297200	POPTR_0004s09040	43	44	1
OS01G0297200	POPTR_0012s07430	37	47	1
OS01G0297200	POPTR_0013s04510	39	39	1
OS01G0297200	POPTR_0013s04520	39	43	1
OS01G0297200	POPTR_0015s07870	43	45	1
OS01G0297200	POPTR_0019s03730	41	41	1
OS01G0297200	POPTR_0019s03740	41	39	1
OS01G0297200	POPTR_0985s00200	42	46	1
OS01G0297700	POPTR_0005s00820	44	44	1
OS01G0298400	POPTR_0002s19250	39	39	0
OS01G0298400	POPTR_0008s10080	45	41	0
OS01G0298400	POPTR_0010s15970	45	42	0
OS01G0298400	POPTR_0014s11230	39	40	0
OS01G0299200	POPTR_0005s01440	43	28	1
OS01G0299200	POPTR_0013s00810	44	30	1
OS01G0299300	POPTR_0002s19350	37	40	0
OS01G0299300	POPTR_0005s22390	32	36	0
OS01G0299400	POPTR_0005s01530	53	47	1
OS01G0299400	POPTR_0013s00910	56	50	1
OS01G0299400	POPTR_0081s00220	53	47	1
OS01G0299500	POPTR_0002s19360	37	31	1
OS01G0299500	POPTR_0008s10230	38	29	1
OS01G0299500	POPTR_0010s15810	40	35	1
OS01G0299500	POPTR_0014s11330	33	35	1
OS01G0300200	POPTR_0008s10480	93	93	0
OS01G0300200	POPTR_0010s15590	91	90	0
OS01G0300600	POPTR_0002s19480	66	23	1
OS01G0300900	POPTR_0005s01600	51	54	1
OS01G0300900	POPTR_0013s00960	33	58	1
OS01G0301000	POPTR_0002s19520	36	36	1
OS01G0301000	POPTR_0014s11420	31	40	1
OS01G0301500	POPTR_0002s19520	30	28	1
OS01G0301500	POPTR_0014s11420	25	29	1
OS01G0301700	POPTR_0002s19520	36	35	1
OS01G0301700	POPTR_0014s11420	32	39	1
OS01G0302500	POPTR_0005s01720	50	48	1
OS01G0302500	POPTR_0013s01000	51	48	1
OS01G0303000	POPTR_0002s19710	51	50	0
OS01G0303000	POPTR_0014s11580	51	50	0
OS01G0303100	POPTR_0002s16720	47	69	0
OS01G0303100	POPTR_0002s24350	58	65	0
OS01G0303100	POPTR_0014s08730	58	67	0
OS01G0303100	POPTR_0014s08740	61	68	0
OS01G0303200	POPTR_0002s10100	64	61	0
OS01G0303300	POPTR_0008s10670	55	53	1
OS01G0303300	POPTR_0010s15220	56	54	1
OS01G0303600	POPTR_0002s19770	28	47	1
OS01G0303600	POPTR_0014s11700	44	42	1
OS01G0303800	POPTR_0002s19780	40	40	1
OS01G0303800	POPTR_0005s01860	51	55	1
OS01G0303800	POPTR_0013s01110	53	56	1
OS01G0303800	POPTR_0014s11710	39	43	1
OS01G0303800	POPTR_0852s00210	39	43	1
OS01G0304000	POPTR_0002s19790	82	83	0
OS01G0304000	POPTR_0008s10710	87	85	0
OS01G0304000	POPTR_0010s15190	85	47	0
OS01G0304100	POPTR_0011s09300	55	71	0
OS01G0304100	POPTR_0011s09310	6	52	0
OS01G0304100	POPTR_0011s09320	4	17	0
OS01G0304300	POPTR_0001s41050	46	61	1
OS01G0304300	POPTR_0004s04400	53	54	1
OS01G0304300	POPTR_0011s05280	53	54	1
OS01G0304300	POPTR_0011s11990	51	57	1
OS01G0304400	POPTR_0006s10620	27	27	1
OS01G0304400	POPTR_0006s10630	27	27	1
OS01G0304400	POPTR_0016s13650	28	27	1
OS01G0305200	POPTR_0008s10760	40	46	1
OS01G0305200	POPTR_0010s15120	50	46	1
OS01G0305900	POPTR_0002s19920	36	31	1
OS01G0305900	POPTR_0010s15090	37	32	1
OS01G0305900	POPTR_0014s11780	39	29	1
OS01G0306400	POPTR_0004s05690	24	25	1
OS01G0306800	POPTR_0007s15380	49	52	1
OS01G0306900	POPTR_0008s23010	44	41	1
OS01G0306900	POPTR_0010s00290	46	44	1
OS01G0307686	POPTR_0006s04080	13	51	1
OS01G0308300	POPTR_0001s06650	30	26	1
OS01G0308300	POPTR_0001s07040	24	26	1
OS01G0308300	POPTR_0001s38870	30	27	1
OS01G0308300	POPTR_0003s05430	27	26	1
OS01G0308300	POPTR_0003s19850	28	22	1
OS01G0308300	POPTR_0003s19870	28	22	1
OS01G0308300	POPTR_0003s19910	28	23	1
OS01G0308300	POPTR_0003s19920	23	28	1
OS01G0308300	POPTR_0003s19930	28	25	1
OS01G0308300	POPTR_0003s19950	28	23	1
OS01G0308300	POPTR_0003s19980	30	25	1
OS01G0308300	POPTR_0003s20080	26	32	1
OS01G0308300	POPTR_0003s20090	25	27	1
OS01G0308300	POPTR_0005s00880	28	27	1
OS01G0308300	POPTR_0007s01210	27	24	1
OS01G0308300	POPTR_0017s00550	22	34	1
OS01G0308300	POPTR_0017s00560	29	22	1
OS01G0308300	POPTR_0017s00570	28	21	1
OS01G0308300	POPTR_0017s01360	26	20	1
OS01G0308300	POPTR_0017s04670	14	31	1
OS01G0308300	POPTR_0017s04690	26	30	1
OS01G0308300	POPTR_0017s04700	28	22	1
OS01G0308300	POPTR_0178s00230	28	27	1
OS01G0308300	POPTR_0178s00240	27	24	1
OS01G0308300	POPTR_1634s00200	22	28	1
OS01G0308300	POPTR_2553s00200	9	31	1
OS01G0308600	POPTR_0002s20100	28	32	1
OS01G0308600	POPTR_0014s11980	29	33	1
OS01G0309800	POPTR_0010s00750	36	34	1
OS01G0311500	POPTR_0012s10760	57	57	1
OS01G0311500	POPTR_0015s11630	58	57	1
OS01G0311600	POPTR_0017s13470	33	37	0
OS01G0311600	POPTR_0017s13480	27	41	0
OS01G0311800	POPTR_0002s20380	57	57	1
OS01G0311800	POPTR_0005s02250	46	57	1
OS01G0311800	POPTR_0014s12180	58	58	1
OS01G0312500	POPTR_0002s20360	38	71	0
OS01G0312800	POPTR_0002s20350	71	68	0
OS01G0312800	POPTR_0014s12170	72	70	0
OS01G0313300	POPTR_0002s20270	46	31	1
OS01G0313300	POPTR_0014s12090	45	30	1
OS01G0314100	POPTR_0008s22480	51	56	1
OS01G0314100	POPTR_0010s01480	31	75	1
OS01G0314100	POPTR_0010s01490	22	44	1
OS01G0314300	POPTR_0005s02340	90	90	1
OS01G0314300	POPTR_0013s01530	90	64	1
OS01G0314600	POPTR_0008s22380	22	43	1
OS01G0315600	POPTR_0002s20550	47	22	1
OS01G0315600	POPTR_0014s12360	27	14	1
OS01G0315700	POPTR_0002s20550	42	16	1
OS01G0315700	POPTR_0014s12360	45	19	1
OS01G0315800	POPTR_0002s20570	73	70	0
OS01G0315800	POPTR_0014s12380	73	70	0
OS01G0316100	POPTR_0006s28760	43	50	1
OS01G0316100	POPTR_0018s03430	45	51	1
OS01G0316500	POPTR_0002s20610	44	41	1
OS01G0316500	POPTR_0014s12400	43	38	1
OS01G0316600	POPTR_0002s20650	34	14	1
OS01G0316600	POPTR_0005s02450	33	14	1
OS01G0316600	POPTR_0013s01700	34	14	1
OS01G0316600	POPTR_0014s12440	35	15	1
OS01G0316900	POPTR_0007s10270	22	14	1
OS01G0316900	POPTR_0013s13080	22	13	1
OS01G0317800	POPTR_0008s03980	60	58	1
OS01G0317800	POPTR_0010s22910	59	59	1
OS01G0318000	POPTR_0008s03980	46	23	1
OS01G0318000	POPTR_0010s22910	47	24	1
OS01G0318400	POPTR_0006s11870	26	11	0
OS01G0318400	POPTR_0016s11010	28	13	0
OS01G0318700	POPTR_0002s18630	33	17	0
OS01G0318700	POPTR_0002s18650	43	46	0
OS01G0319000	POPTR_0005s00330	54	54	0
OS01G0319000	POPTR_0010s00700	50	48	0
OS01G0319000	POPTR_0013s00280	53	53	0
OS01G0319000	POPTR_0014s10650	52	47	0
OS01G0319200	POPTR_0004s19640	26	28	1
OS01G0319200	POPTR_0004s19830	28	26	1
OS01G0319200	POPTR_0004s19870	25	27	1
OS01G0319200	POPTR_0005s11820	27	27	1
OS01G0319200	POPTR_0007s13970	28	30	1
OS01G0319400	POPTR_0004s19640	24	28	1
OS01G0319400	POPTR_0004s19830	27	27	1
OS01G0319400	POPTR_0004s19870	24	27	1
OS01G0319400	POPTR_0005s11820	25	27	1
OS01G0319400	POPTR_0007s13970	26	29	1
OS01G0321300	POPTR_0014s10790	67	33	0
OS01G0321700	POPTR_0002s18820	66	62	1
OS01G0321700	POPTR_0014s10820	64	62	1
OS01G0321800	POPTR_0014s10850	52	54	1
OS01G0322300	POPTR_0002s18230	64	22	1
OS01G0322300	POPTR_0014s10280	62	21	1
OS01G0322800	POPTR_0001s46480	33	70	0
OS01G0322800	POPTR_0011s16030	85	86	0
OS01G0323000	POPTR_0005s00520	71	72	1
OS01G0323000	POPTR_0008s22920	65	69	1
OS01G0323000	POPTR_0010s00400	63	68	1
OS01G0323000	POPTR_0013s00530	71	71	1
OS01G0323100	POPTR_0002s18960	68	70	0
OS01G0323100	POPTR_0010s00390	63	65	0
OS01G0323100	POPTR_0014s10950	70	71	0
OS01G0323300	POPTR_0010s05230	30	54	0
OS01G0323600	POPTR_0008s09870	93	90	1
OS01G0323600	POPTR_0010s16330	93	92	1
OS01G0326100	POPTR_0012s00710	37	44	1
OS01G0327000	POPTR_0012s00710	38	46	1
OS01G0327600	POPTR_0010s16310	52	51	1
OS01G0328400	POPTR_0001s06260	94	93	1
OS01G0328500	POPTR_0010s16110	51	47	1
OS01G0328600	POPTR_0002s19090	28	19	0
OS01G0328600	POPTR_0014s11080	26	18	0
OS01G0328700	POPTR_0008s10020	82	80	1
OS01G0328700	POPTR_0010s16120	76	78	1
OS01G0328900	POPTR_0010s16140	41	68	1
OS01G0329300	POPTR_0008s09990	35	55	1
OS01G0329300	POPTR_0010s16180	35	54	1
OS01G0329400	POPTR_0008s09950	71	70	1
OS01G0329800	POPTR_0008s09960	23	24	1
OS01G0329800	POPTR_0010s16210	24	23	1
OS01G0329900	POPTR_0002s19180	40	49	1
OS01G0330200	POPTR_0004s05640	33	24	0
OS01G0330200	POPTR_0011s07300	33	24	0
OS01G0330200	POPTR_0011s07310	32	23	0
OS01G0331100	POPTR_0002s19180	36	43	1
OS01G0331900	POPTR_0002s19240	63	68	0
OS01G0331900	POPTR_0005s01380	80	80	0
OS01G0331900	POPTR_0013s00770	79	79	0
OS01G0331900	POPTR_0014s11220	55	65	0
OS01G0332100	POPTR_0008s10090	66	61	1
OS01G0332100	POPTR_0013s00800	66	62	1
OS01G0332100	POPTR_0017s07990	7	70	1
OS01G0332200	POPTR_0002s19260	21	53	1
OS01G0332200	POPTR_0008s10100	28	51	1
OS01G0332200	POPTR_0008s10110	13	35	1
OS01G0332200	POPTR_0010s15950	39	47	1
OS01G0332200	POPTR_0014s11250	27	48	1
OS01G0332200	POPTR_0014s11260	14	40	1
OS01G0332500	POPTR_0010s15920	61	64	1
OS01G0332800	POPTR_0010s15920	59	59	1
OS01G0337500	POPTR_0005s01840	77	78	0
OS01G0337500	POPTR_0013s01080	77	79	0
OS01G0337600	POPTR_0008s10680	54	55	1
OS01G0337600	POPTR_0008s10690	12	63	1
OS01G0337600	POPTR_0010s15210	55	57	1
OS01G0337900	POPTR_0008s10700	76	74	0
OS01G0337900	POPTR_0010s15200	75	73	0
OS01G0338000	POPTR_0005s01890	87	88	0
OS01G0338000	POPTR_0005s01900	90	90	0
OS01G0338000	POPTR_0008s10720	93	93	0
OS01G0338000	POPTR_0010s15170	20	60	0
OS01G0338000	POPTR_0010s15180	93	93	0
OS01G0338000	POPTR_0013s01120	91	91	0
OS01G0338000	POPTR_0013s01130	90	90	0
OS01G0338100	POPTR_0014s11760	56	71	1
OS01G0338200	POPTR_0010s15100	50	51	0
OS01G0338600	POPTR_0013s08200	23	32	1
OS01G0339600	POPTR_0001s34890	60	27	1
OS01G0339900	POPTR_0002s19940	70	72	0
OS01G0339900	POPTR_0014s11790	70	72	0
OS01G0342800	POPTR_0001s30660	58	61	1
OS01G0342800	POPTR_0009s09720	59	62	1
OS01G0342900	POPTR_0002s01170	50	65	0
OS01G0342900	POPTR_0005s10250	55	59	0
OS01G0342900	POPTR_0005s27210	59	64	0
OS01G0342900	POPTR_0365s00200	55	59	0
OS01G0343300	POPTR_0005s02040	34	27	1
OS01G0343300	POPTR_0008s22950	32	30	1
OS01G0343300	POPTR_0010s00360	34	29	1
OS01G0343500	POPTR_0013s01390	37	16	1
OS01G0347000	POPTR_0012s10760	55	52	1
OS01G0347000	POPTR_0015s11630	57	53	1
OS01G0347100	POPTR_0013s01450	42	27	1
OS01G0347600	POPTR_0004s05640	37	25	0
OS01G0347600	POPTR_0011s07300	37	26	0
OS01G0347600	POPTR_0011s07310	36	25	0
OS01G0348600	POPTR_0008s22410	74	74	0
OS01G0348700	POPTR_0001s24170	49	76	0
OS01G0348700	POPTR_0006s22980	79	77	0
OS01G0348700	POPTR_0008s05000	81	80	0
OS01G0348700	POPTR_0009s03210	82	82	0
OS01G0348700	POPTR_0010s21740	80	79	0
OS01G0348700	POPTR_0016s08070	83	83	0
OS01G0349400	POPTR_0005s02390	73	74	1
OS01G0349400	POPTR_0013s01620	72	73	1
OS01G0350000	POPTR_0001s00950	40	39	0
OS01G0350000	POPTR_0001s00970	24	35	0
OS01G0350000	POPTR_0001s00980	17	43	0
OS01G0350000	POPTR_0001s40640	14	27	0
OS01G0350000	POPTR_0001s45150	28	38	0
OS01G0350000	POPTR_0001s45160	36	35	0
OS01G0350000	POPTR_0001s45180	34	34	0
OS01G0350000	POPTR_0001s45190	34	34	0
OS01G0350000	POPTR_0001s45200	23	30	0
OS01G0350000	POPTR_0001s45210	35	34	0
OS01G0350000	POPTR_0003s01420	39	39	0
OS01G0350000	POPTR_0011s15660	35	35	0
OS01G0350000	POPTR_0013s06960	17	28	0
OS01G0350000	POPTR_0013s07210	18	32	0
OS01G0350000	POPTR_0013s07220	41	42	0
OS01G0350000	POPTR_0013s07230	40	40	0
OS01G0350000	POPTR_0013s07240	43	42	0
OS01G0350000	POPTR_0013s11650	35	38	0
OS01G0350000	POPTR_0019s01680	39	40	0
OS01G0350000	POPTR_0019s01690	22	35	0
OS01G0350000	POPTR_0019s01700	16	44	0
OS01G0350000	POPTR_0019s06040	42	41	0
OS01G0350000	POPTR_0065s00230	31	34	0
OS01G0350900	POPTR_0005s02460	28	22	1
OS01G0350900	POPTR_0013s01710	29	27	1
OS01G0351100	POPTR_0014s12280	43	27	0
OS01G0351100	POPTR_0014s12290	40	65	0
OS01G0351200	POPTR_0014s12280	43	47	0
OS01G0351200	POPTR_0014s12290	24	69	0
OS01G0351300	POPTR_0002s20450	60	60	1
OS01G0351300	POPTR_0014s12220	61	60	1
OS01G0353400	POPTR_0002s20900	43	43	1
OS01G0353400	POPTR_0010s02510	11	35	1
OS01G0353400	POPTR_0014s12670	42	42	1
OS01G0353600	POPTR_0005s12460	61	61	1
OS01G0353600	POPTR_0007s12840	60	60	1
OS01G0354200	POPTR_0006s11740	23	53	1
OS01G0354200	POPTR_0006s11750	45	61	1
OS01G0354450	POPTR_0002s17610	27	13	1
OS01G0354450	POPTR_0012s02770	27	13	1
OS01G0354450	POPTR_0014s09780	31	15	1
OS01G0354450	POPTR_0015s01020	27	13	1
OS01G0354700	POPTR_0012s07530	46	45	1
OS01G0355100	POPTR_0004s04740	58	60	1
OS01G0355500	POPTR_0002s22300	35	34	1
OS01G0355500	POPTR_0014s17160	36	35	1
OS01G0355600	POPTR_0013s13210	50	33	1
OS01G0355900	POPTR_0008s22250	29	30	1
OS01G0355900	POPTR_0010s01730	37	30	1
OS01G0355900	POPTR_0082s00230	36	34	1
OS01G0356400	POPTR_0002s20700	60	60	1
OS01G0356400	POPTR_0014s12500	59	60	1
OS01G0356500	POPTR_0002s20730	59	62	1
OS01G0356500	POPTR_0014s12540	52	64	1
OS01G0356900	POPTR_0004s15360	41	34	1
OS01G0356900	POPTR_0009s11130	52	24	1
OS01G0356900	POPTR_0014s03600	45	48	1
OS01G0357100	POPTR_0004s14810	68	73	1
OS01G0357100	POPTR_0009s10440	52	70	1
OS01G0357200	POPTR_0002s12780	48	35	0
OS01G0357200	POPTR_0014s02930	43	31	0
OS01G0357200	POPTR_0515s00230	48	35	0
OS01G0357800	POPTR_0001s26570	23	30	0
OS01G0357900	POPTR_0014s12630	40	41	1
OS01G0358100	POPTR_0014s12630	43	43	1
OS01G0358300	POPTR_0002s20780	56	66	0
OS01G0358300	POPTR_0014s12640	36	63	0
OS01G0358400	POPTR_0006s10460	90	90	0
OS01G0358400	POPTR_0013s01230	89	90	0
OS01G0358400	POPTR_0015s05120	90	90	0
OS01G0358400	POPTR_0015s09110	89	89	0
OS01G0358400	POPTR_0016s13210	90	90	0
OS01G0358400	POPTR_0016s13290	35	56	0
OS01G0358800	POPTR_0010s09570	22	25	1
OS01G0360200	POPTR_0005s02630	61	63	0
OS01G0360600	POPTR_0008s05370	63	66	1
OS01G0360600	POPTR_0010s21390	57	42	1
OS01G0361700	POPTR_0005s04810	42	4	1
OS01G0361700	POPTR_0005s04820	42	4	1
OS01G0361700	POPTR_0005s04840	33	5	1
OS01G0361700	POPTR_0013s03330	48	4	1
OS01G0361700	POPTR_0013s03340	45	4	1
OS01G0361700	POPTR_0013s03360	44	4	1
OS01G0361700	POPTR_0030s00200	44	4	1
OS01G0362000	POPTR_0001s25560	70	37	1
OS01G0362000	POPTR_0009s04700	68	40	1
OS01G0363300	POPTR_0008s20960	34	38	1
OS01G0363600	POPTR_0001s14090	13	13	1
OS01G0363600	POPTR_0003s17300	44	30	1
OS01G0363900	POPTR_0013s03240	57	57	1
OS01G0367100	POPTR_0008s20920	61	58	0
OS01G0367400	POPTR_0008s20920	51	42	0
OS01G0367700	POPTR_0005s04700	69	66	1
OS01G0367700	POPTR_0008s20890	72	73	1
OS01G0367700	POPTR_0013s03250	70	67	1
OS01G0367900	POPTR_0008s21030	81	84	1
OS01G0367900	POPTR_0010s02180	81	85	1
OS01G0368000	POPTR_0012s06920	48	48	0
OS01G0368500	POPTR_0013s02820	23	37	1
OS01G0368700	POPTR_0013s02820	33	38	1
OS01G0369000	POPTR_0008s21900	16	78	0
OS01G0369000	POPTR_0008s22590	88	88	0
OS01G0369000	POPTR_0010s02450	87	87	0
OS01G0369500	POPTR_0005s02680	23	17	1
OS01G0369500	POPTR_0010s02500	28	35	1
OS01G0369500	POPTR_0013s01930	23	27	1
OS01G0369500	POPTR_0034s00240	31	34	1
OS01G0369700	POPTR_0002s20900	40	44	1
OS01G0369700	POPTR_0010s02510	13	44	1
OS01G0369700	POPTR_0014s12670	39	43	1
OS01G0370200	POPTR_0002s20900	51	51	1
OS01G0370200	POPTR_0010s02510	12	40	1
OS01G0370200	POPTR_0014s12670	50	50	1
OS01G0370600	POPTR_0002s20900	49	18	1
OS01G0370600	POPTR_0010s02510	0	0	1
OS01G0370600	POPTR_0014s12670	46	18	1
OS01G0370900	POPTR_0002s20900	33	38	1
OS01G0370900	POPTR_0010s02510	6	21	1
OS01G0370900	POPTR_0014s12670	31	35	1
OS01G0371200	POPTR_0002s20900	52	52	1
OS01G0371200	POPTR_0010s02510	15	49	1
OS01G0371200	POPTR_0014s12670	48	49	1
OS01G0371400	POPTR_0002s20900	46	42	1
OS01G0371400	POPTR_0010s02510	17	49	1
OS01G0371400	POPTR_0014s12670	48	44	1
OS01G0371500	POPTR_0002s20900	50	49	1
OS01G0371500	POPTR_0010s02510	18	56	1
OS01G0371500	POPTR_0014s12670	50	49	1
OS01G0372400	POPTR_0002s20900	42	43	1
OS01G0372400	POPTR_0010s02510	14	47	1
OS01G0372400	POPTR_0014s12670	40	41	1
OS01G0372500	POPTR_0001s08410	50	52	1
OS01G0372500	POPTR_0003s11900	48	50	1
OS01G0372700	POPTR_0006s15880	63	69	1
OS01G0372700	POPTR_0018s06660	72	70	1
OS01G0374000	POPTR_0002s20900	45	45	1
OS01G0374000	POPTR_0010s02510	16	50	1
OS01G0374000	POPTR_0014s12670	47	47	1
OS01G0374200	POPTR_0013s00820	48	50	1
OS01G0374600	POPTR_0001s21380	49	47	1
OS01G0374600	POPTR_0005s22230	37	43	1
OS01G0374600	POPTR_0005s22240	50	48	1
OS01G0374600	POPTR_0005s22250	50	49	1
OS01G0374600	POPTR_0011s06880	49	48	1
OS01G0374600	POPTR_0019s11810	52	50	1
OS01G0374600	POPTR_0019s11820	44	49	1
OS01G0374600	POPTR_0019s11830	52	50	1
OS01G0374600	POPTR_0019s11850	51	49	1
OS01G0374600	POPTR_0019s11860	51	51	1
OS01G0374900	POPTR_0006s13060	45	39	1
OS01G0374900	POPTR_0016s09050	45	40	1
OS01G0375000	POPTR_0002s24220	64	63	0
OS01G0375100	POPTR_0005s04470	32	28	1
OS01G0375100	POPTR_0008s20070	20	33	1
OS01G0375100	POPTR_0010s02050	32	37	1
OS01G0375100	POPTR_0013s03040	32	30	1
OS01G0375100	POPTR_0044s00290	22	31	1
OS01G0375200	POPTR_0005s04480	18	42	1
OS01G0375200	POPTR_0008s20060	41	62	1
OS01G0375200	POPTR_0010s02070	63	60	1
OS01G0375200	POPTR_0013s03070	60	59	1
OS01G0375200	POPTR_1875s00200	36	62	1
OS01G0375500	POPTR_0005s04480	15	19	1
OS01G0375500	POPTR_0008s20060	41	35	1
OS01G0375500	POPTR_0010s02070	64	34	1
OS01G0375500	POPTR_0013s03070	64	35	1
