Gene stable ID	Zea mays gene stable ID	% identity	Zea mays % identity	Orthology confidence [0 low, 1 high]
OS02G0105900	Zm00001d034790	87.1698	93.5223	1
OS02G0105900	Zm00001d035215	22.6415	74.0741	1
OS02G0105900	Zm00001d035647	30.566	55.8621	1
OS02G0105900	Zm00001d035807	25.6604	19.0476	1
OS02G0105900	Zm00001d036129	21.8868	14.3564	1
OS02G0105900	Zm00001d036575	36.2264	46.6019	1
OS02G0105900	Zm00001d037427	39.2453	77.037	1
OS02G0105900	Zm00001d037876	57.7358	56.4576	1
OS02G0105900	Zm00001d042154	33.9623	18.9873	1
OS02G0105900	Zm00001d045627	17.7358	26.1111	1
OS02G0105900	Zm00001d045775	32.8302	90.625	1
OS02G0105900	Zm00001d045876	15.8491	19.5349	1
OS02G0105900	Zm00001d045942	32.0755	21.5736	1
OS02G0105900	Zm00001d045958	40.7547	29.1105	1
OS02G0105900	Zm00001d046153	25.283	21.2025	1
OS02G0105900	Zm00001d049112	19.2453	15.5488	1
OS02G0105900	Zm00001d049253	10.9434	13.4259	1
OS02G0105900	Zm00001d050009	25.6604	69.3878	1
OS02G0105900	Zm00001d050071	31.6981	72.4138	1
OS02G0105900	Zm00001d050845	27.9245	37.5635	1
OS02G0105900	Zm00001d051261	36.9811	47.5728	1
OS02G0105900	Zm00001d052602	27.9245	56.4885	1
OS02G0105900	Zm00001d053283	36.2264	52.459	1
OS02G0106100	Zm00001d014947	80.0604	78.7519	1
OS02G0106100	Zm00001d054075	63.4441	76.6423	1
OS02G0106300	Zm00001d018019	80.9587	81.6107	1
OS02G0106600	Zm00001d014949	75	69.4581	1
OS02G0106700	Zm00001d014950	63.1687	74.3341	1
OS02G0106700	Zm00001d054072	63.786	72.2611	1
OS02G0106800	Zm00001d014951	77.6836	76.3889	1
OS02G0106900	Zm00001d014952	64.532	68.5864	1
OS02G0106900	Zm00001d054071	63.7931	69.2513	1
OS02G0107200	Zm00001d002411	65.4255	83.1081	0
OS02G0107200	Zm00001d018377	88.2979	36.8889	0
OS02G0107200	Zm00001d033945	88.8298	37.1111	0
OS02G0107900	Zm00001d016396	42.7386	13.4817	1
OS02G0109100	Zm00001d002411	30.1663	85.8108	0
OS02G0109100	Zm00001d018377	90.0238	84.2222	0
OS02G0109100	Zm00001d033945	90.0238	84.2222	0
OS02G0109200	Zm00001d014960	66.9065	65.3396	1
OS02G0109400	Zm00001d054070	54.2328	20.5205	1
OS02G0109501	Zm00001d054070	63.5452	38.038	1
OS02G0109800	Zm00001d014961	90.6511	88.7255	1
OS02G0109800	Zm00001d054069	90.1503	90.9091	1
OS02G0109900	Zm00001d014962	60.7937	59.6573	1
OS02G0110200	Zm00001d054067	72.0739	69.9203	1
OS02G0110400	Zm00001d014966	67.4699	80.3828	1
OS02G0110700	Zm00001d047312	7.34341	20	1
OS02G0111700	Zm00001d014969	95.7447	95.7447	1
OS02G0111700	Zm00001d029418	95.7447	67.1642	1
OS02G0111800	Zm00001d014971	83.4615	84.0271	1
OS02G0112100	Zm00001d054057	86.6792	88.1679	1
OS02G0112100	Zm00001d054060	86.8668	88.3588	1
OS02G0112600	Zm00001d054057	86.6792	88.1679	1
OS02G0112600	Zm00001d054060	86.8668	88.3588	1
OS02G0114100	Zm00001d054055	76.6839	74.9367	1
OS02G0114200	Zm00001d014983	88.6	85.8527	1
OS02G0114400	Zm00001d014984	74.5614	33.0097	1
OS02G0114600	Zm00001d014986	73.6111	73.0028	1
OS02G0114700	Zm00001d014988	74.4792	75.2632	1
OS02G0114700	Zm00001d030300	13.3681	44.7674	1
OS02G0114700	Zm00001d054047	76.0417	75.2577	1
OS02G0115600	Zm00001d014991	69.2115	69.9115	1
OS02G0115700	Zm00001d054044	86.9919	86.6397	1
OS02G0115900	Zm00001d014993	96.5414	96.8326	1
OS02G0115900	Zm00001d054043	96.5414	96.8326	1
OS02G0116000	Zm00001d010842	64.6552	9.6401	1
OS02G0116300	Zm00001d054042	64.3895	63.467	1
OS02G0116400	Zm00001d054041	86.0231	87.2807	1
OS02G0116500	Zm00001d014994	81	68.0672	1
OS02G0116500	Zm00001d054039	81.5	78.3654	1
OS02G0116600	Zm00001d014995	75.8475	75.8475	1
OS02G0116600	Zm00001d054038	76.2712	77.5862	1
OS02G0116700	Zm00001d014996	76.7924	75.0923	1
OS02G0116800	Zm00001d054034	79.2157	73.3212	1
OS02G0116900	Zm00001d054033	94.3662	93.0556	1
OS02G0117100	Zm00001d015004	75.0663	64.4647	1
OS02G0117100	Zm00001d028295	29.1777	20.7156	1
OS02G0117100	Zm00001d034442	21.2202	39.801	1
OS02G0117400	Zm00001d015005	42.8571	61.7647	1
OS02G0117400	Zm00001d015006	87.172	86.1671	1
OS02G0117400	Zm00001d054017	87.7551	55.4328	1
OS02G0117500	Zm00001d015007	76.483	80.1332	1
OS02G0117500	Zm00001d033769	52.7542	78.9223	1
OS02G0117500	Zm00001d054016	78.9195	78.3386	1
OS02G0117600	Zm00001d054015	69.0083	76.6055	1
OS02G0117700	Zm00001d015008	93.7902	93.7902	1
OS02G0117800	Zm00001d015009	65	68.4211	1
OS02G0117900	Zm00001d015010	66.5012	63.5071	1
OS02G0117900	Zm00001d029832	76.9231	77.5	1
OS02G0118000	Zm00001d047149	70.9877	70.6967	1
OS02G0118200	Zm00001d015012	86.8852	81.8985	1
OS02G0118200	Zm00001d054014	83.8408	83.2558	1
OS02G0118400	Zm00001d015014	87.6993	85.9375	0
OS02G0118400	Zm00001d028739	39.18	82.6923	0
OS02G0118400	Zm00001d029883	41.0023	83.3333	0
OS02G0118500	Zm00001d015018	48.3517	32.5926	1
OS02G0118500	Zm00001d015019	48.3517	44.4444	1
OS02G0119000	Zm00001d015014	65.3846	26.5625	0
OS02G0119000	Zm00001d028739	58.7912	51.4423	0
OS02G0119000	Zm00001d029883	60.4396	50.9259	0
OS02G0119100	Zm00001d015020	72.6236	41.978	1
OS02G0119100	Zm00001d039474	6.84411	14.2857	1
OS02G0119200	Zm00001d015025	75.4816	73.5495	0
OS02G0119200	Zm00001d035070	21.7163	63.2653	0
OS02G0119300	Zm00001d054011	77.931	72.7468	1
OS02G0119400	Zm00001d002148	88.7931	89.1775	1
OS02G0119400	Zm00001d050146	89.6552	90.0433	1
OS02G0119600	Zm00001d054010	49.0196	10.6383	0
OS02G0119700	Zm00001d054009	67.03	65.4255	1
OS02G0119800	Zm00001d013483	24.1645	62.6667	1
OS02G0119800	Zm00001d015029	94.8586	94.8586	1
OS02G0120000	Zm00001d002187	23.1855	60.5263	1
OS02G0120000	Zm00001d015030	69.5564	71.281	1
OS02G0120100	Zm00001d015032	80.6175	82.0244	1
OS02G0120200	Zm00001d015033	36.8132	35.9828	1
OS02G0120300	Zm00001d027698	48.6166	78.8462	1
OS02G0120500	Zm00001d053895	59.058	52.16	1
OS02G0120600	Zm00001d053897	95.2703	95.2703	1
OS02G0120800	Zm00001d015036	100	100	1
OS02G0120800	Zm00001d053899	93.9086	79.7414	1
OS02G0120900	Zm00001d053900	78.4367	78.8618	1
OS02G0121000	Zm00001d015037	85.7143	86.3233	1
OS02G0121000	Zm00001d026115	25.2205	77.2973	1
OS02G0121000	Zm00001d053389	16.4021	76.8595	1
OS02G0121000	Zm00001d053901	85.8907	83.3904	1
OS02G0121100	Zm00001d053908	66.805	64.6586	1
OS02G0121200	Zm00001d053909	79.6137	72.0388	1
OS02G0121300	Zm00001d016660	87.2093	87.2093	0
OS02G0121300	Zm00001d016661	87.2093	87.2093	0
OS02G0121300	Zm00001d050635	84.8837	85.3801	0
OS02G0121500	Zm00001d053911	44.1538	39.9165	1
OS02G0121700	Zm00001d015053	57.6471	59.0361	1
OS02G0121700	Zm00001d015054	56.3025	59.1873	1
OS02G0121700	Zm00001d053916	48.0672	64.2697	1
OS02G0121700	Zm00001d053918	30.2521	62.9371	1
OS02G0121900	Zm00001d015041	20.6731	63.8614	1
OS02G0121900	Zm00001d015047	29.3269	71.7647	1
OS02G0121900	Zm00001d015052	78.0449	78.2958	1
OS02G0121900	Zm00001d015057	41.0256	68.8172	1
OS02G0122000	Zm00001d015058	90.1316	90.1316	1
OS02G0122000	Zm00001d053919	84.2105	60.6635	1
OS02G0122100	Zm00001d015059	67.5749	40.8567	1
OS02G0122200	Zm00001d015060	81.3417	71.1927	1
OS02G0122300	Zm00001d015061	78.7879	78.7879	1
OS02G0122400	Zm00001d053923	77.8934	59.9	1
OS02G0122500	Zm00001d053925	73.4767	70.9343	1
OS02G0122600	Zm00001d053926	59.8639	52.6946	1
OS02G0122700	Zm00001d015064	73.1959	55.0388	1
OS02G0122900	Zm00001d053927	68.7023	23.622	0
OS02G0123100	Zm00001d053930	71.5426	92.1233	1
OS02G0123200	Zm00001d053931	80.1802	69.5312	1
OS02G0123400	Zm00001d015065	68.9046	46.4286	1
OS02G0123500	Zm00001d053932	73.0667	86.1635	1
OS02G0123600	Zm00001d036631	83.4081	83.7838	1
OS02G0123600	Zm00001d046972	82.0628	85.1163	1
OS02G0123700	Zm00001d015067	75.1491	72.2753	1
OS02G0124700	Zm00001d015082	79.1815	23.2255	0
OS02G0125000	Zm00001d015085	55.615	58.7571	1
OS02G0125100	Zm00001d015088	86.965	88.5149	1
OS02G0125100	Zm00001d053941	45.5253	66.1017	1
OS02G0125100	Zm00001d053950	23.5409	51.4894	1
OS02G0125100	Zm00001d053960	85.0195	86.5347	1
OS02G0125200	Zm00001d015090	59.9455	83.0189	1
OS02G0125300	Zm00001d015091	81.1245	61.2121	1
OS02G0125300	Zm00001d053952	86.747	83.3977	1
OS02G0125400	Zm00001d015092	54.5455	57.5	1
OS02G0125500	Zm00001d015093	53.7585	50.4273	1
OS02G0125600	Zm00001d015094	90.5	32.2064	1
OS02G0125700	Zm00001d015095	63.2	64.2276	1
OS02G0125700	Zm00001d053953	60.8	63.5983	1
OS02G0125800	Zm00001d053954	87.1972	85.7143	1
OS02G0126300	Zm00001d015096	71.7352	65.6301	0
OS02G0126300	Zm00001d053956	68.3363	64.094	0
OS02G0126400	Zm00001d015100	89.4636	89.4636	1
OS02G0126500	Zm00001d015101	68.1499	54.5966	1
OS02G0126800	Zm00001d015102	87.4494	88.8889	1
OS02G0127000	Zm00001d012858	87.1711	83.3333	1
OS02G0127000	Zm00001d034833	86.5132	84.8387	1
OS02G0127500	Zm00001d011810	50.6849	52.1127	1
OS02G0127500	Zm00001d042014	52.0548	54.2857	1
OS02G0127600	Zm00001d015114	62.1538	66.3746	1
OS02G0127700	Zm00001d015115	88.1313	87.4687	1
OS02G0127900	Zm00001d053964	73.6196	61.8557	1
OS02G0128000	Zm00001d053965	71.1864	68.4783	1
OS02G0128100	Zm00001d015116	63.3136	67.7215	1
OS02G0128100	Zm00001d053966	62.7219	68.8312	1
OS02G0128200	Zm00001d015118	54.755	65.5172	1
OS02G0128200	Zm00001d053967	42.6513	59.4378	1
OS02G0128300	Zm00001d053969	48.2063	27.6705	1
OS02G0128400	Zm00001d053972	83.1858	66.5094	1
OS02G0128600	Zm00001d015121	96.3918	96.3918	1
OS02G0128800	Zm00001d015123	89.2857	87.8594	1
OS02G0129000	Zm00001d003336	13.1387	18.0361	1
OS02G0129000	Zm00001d004092	21.0219	40	1
OS02G0129000	Zm00001d004332	18.6861	48.3019	1
OS02G0129000	Zm00001d004333	10.073	25.5556	1
OS02G0129000	Zm00001d004652	27.8832	45.3682	1
OS02G0129000	Zm00001d004727	20.8759	44.6875	1
OS02G0129000	Zm00001d004757	26.7153	31.8261	1
OS02G0129000	Zm00001d008341	22.9197	47.1471	1
OS02G0129000	Zm00001d008605	11.3869	49.6815	1
OS02G0129000	Zm00001d009250	17.0803	33.3333	1
OS02G0129000	Zm00001d009275	24.6715	58.2759	1
OS02G0129000	Zm00001d009347	18.2482	48.6381	1
OS02G0129000	Zm00001d010935	21.8978	36.5854	1
OS02G0129000	Zm00001d013670	28.0292	28.8722	1
OS02G0129000	Zm00001d014624	26.4234	29.3355	1
OS02G0129000	Zm00001d015606	22.7737	46.8468	1
OS02G0129000	Zm00001d015684	22.7737	39.8977	1
OS02G0129000	Zm00001d025113	30.5109	32.2034	1
OS02G0129000	Zm00001d025733	28.9051	36.5989	1
OS02G0129000	Zm00001d030423	22.9197	47.1471	1
OS02G0129000	Zm00001d030809	23.5036	37.5291	1
OS02G0129000	Zm00001d031504	24.2336	50.4559	1
OS02G0129000	Zm00001d032086	23.3577	40.201	1
OS02G0129000	Zm00001d035715	34.8905	35.9398	1
OS02G0129000	Zm00001d036026	31.3869	37.9859	1
OS02G0129000	Zm00001d041104	24.9635	35.8491	1
OS02G0129000	Zm00001d041176	24.8175	34.413	1
OS02G0129000	Zm00001d041461	18.6861	24.2884	1
OS02G0129000	Zm00001d045787	34.8905	35.9398	1
OS02G0129000	Zm00001d046294	27.5912	48.2143	1
OS02G0129000	Zm00001d046775	30.365	48.8263	1
OS02G0129000	Zm00001d047557	15.1825	18.0243	1
OS02G0129000	Zm00001d050548	30.8029	40.3442	1
OS02G0129000	Zm00001d050640	19.2701	35.7724	1
OS02G0129000	Zm00001d050847	20.7299	47.4916	1
OS02G0129000	Zm00001d051115	28.1752	49.2347	1
OS02G0129000	Zm00001d051449	20.8759	34.375	1
OS02G0129000	Zm00001d051776	27.7372	48.4694	1
OS02G0129300	Zm00001d035356	21.6867	4.21546	1
OS02G0129300	Zm00001d053974	39.759	10.8911	1
OS02G0129600	Zm00001d053975	75.3927	48.2412	1
OS02G0129800	Zm00001d015126	68.6274	66.0377	1
OS02G0129900	Zm00001d015486	23.4528	36	1
OS02G0129900	Zm00001d043894	24.7557	32.4786	1
OS02G0129900	Zm00001d047850	23.7785	21.791	1
OS02G0129900	Zm00001d047851	20.8469	47.7612	1
OS02G0129900	Zm00001d053978	79.4788	77.707	1
OS02G0130000	Zm00001d015127	51.9084	57.1429	1
OS02G0130000	Zm00001d053979	54.1985	52.9851	1
OS02G0130100	Zm00001d053981	89.0196	87.6448	1
OS02G0130200	Zm00001d015129	69.4882	68.4109	1
OS02G0130300	Zm00001d015130	59.1837	57.0225	1
OS02G0130600	Zm00001d015131	64.6409	62.5668	1
OS02G0130900	Zm00001d015141	66.723	67.1769	1
OS02G0130900	Zm00001d053985	63.1757	65.4991	1
OS02G0131000	Zm00001d015140	39.2857	36.4238	1
OS02G0131100	Zm00001d015138	42.268	5.86133	1
OS02G0131200	Zm00001d015135	84.4178	83.277	1
OS02G0131200	Zm00001d053984	84.2466	83.816	1
OS02G0131300	Zm00001d007564	52.5	81.8182	1
OS02G0131300	Zm00001d015134	88.3333	87.2428	1
OS02G0131300	Zm00001d041144	32.5	56.1151	1
OS02G0131300	Zm00001d053983	86.6667	73.7589	1
OS02G0131400	Zm00001d053982	74.6914	72.5637	1
OS02G0131600	Zm00001d031852	78.8235	71.2766	1
OS02G0131700	Zm00001d021999	81.9196	83.79	1
OS02G0131800	Zm00001d015133	82.0183	80.3957	1
OS02G0132100	Zm00001d053986	82.2946	67.0901	1
OS02G0132200	Zm00001d015148	58.567	67.1429	1
OS02G0132200	Zm00001d016658	25.0779	74.1936	1
OS02G0132200	Zm00001d043415	4.6729	75	1
OS02G0132200	Zm00001d050601	25.8567	76.4977	1
OS02G0132200	Zm00001d053987	57.6324	66.3082	1
OS02G0132300	Zm00001d015152	78.3088	77.7372	1
OS02G0132500	Zm00001d015153	62.5767	60	1
OS02G0132500	Zm00001d053988	57.0552	57.4074	1
OS02G0132600	Zm00001d015156	67.037	37.7871	1
OS02G0133000	Zm00001d015164	56.0538	45.9559	1
OS02G0133100	Zm00001d015174	82.9787	53.6697	1
OS02G0133100	Zm00001d053994	82.0331	52.1021	1
OS02G0133200	Zm00001d015175	78.0063	76.4341	1
OS02G0133300	Zm00001d039189	86.8217	18.6047	0
OS02G0133400	Zm00001d039189	56.0538	10.3821	0
OS02G0133800	Zm00001d015180	90.3704	89.0511	1
OS02G0133900	Zm00001d015181	70.7895	70.235	1
OS02G0134000	Zm00001d015182	66.6667	41.2556	1
OS02G0134200	Zm00001d053995	47.8431	45.3532	1
OS02G0134400	Zm00001d015183	83.7209	80.8383	1
OS02G0134500	Zm00001d015184	50.9091	46.3576	1
OS02G0134500	Zm00001d053996	57.0909	45.245	1
OS02G0135200	Zm00001d053997	71.7132	35.6436	1
OS02G0135300	Zm00001d053998	76.1538	73.6059	1
OS02G0135500	Zm00001d015186	79.1753	78.6885	1
OS02G0135500	Zm00001d054000	73.8144	72.9124	1
OS02G0135600	Zm00001d015195	75.3709	76.0479	1
OS02G0135700	Zm00001d015196	72.7969	63.4603	1
OS02G0135700	Zm00001d040980	4.0613	40.7692	1
OS02G0135800	Zm00001d008932	93.4426	93.4426	1
OS02G0135800	Zm00001d039365	94.0984	94.0984	1
OS02G0135850	Zm00001d015197	50	43.75	1
OS02G0135900	Zm00001d015200	74.183	68.5801	1
OS02G0136000	Zm00001d015201	56.5934	54.5695	1
OS02G0136400	Zm00001d035829	11.9497	16.9643	1
OS02G0136400	Zm00001d045134	12.9979	18.3976	1
OS02G0136400	Zm00001d049120	14.6751	18.7166	1
OS02G0136900	Zm00001d015202	57.2065	59.322	1
OS02G0136933	Zm00001d015203	82.0588	20.6514	1
OS02G0137000	Zm00001d015203	87.1353	48.6306	1
OS02G0137100	Zm00001d054004	65.9574	63.6364	1
OS02G0137200	Zm00001d015204	78.1022	81.6794	1
OS02G0137400	Zm00001d015208	94.5221	65.9886	1
OS02G0137500	Zm00001d015209	94.9287	34.8256	1
OS02G0137500	Zm00001d054003	94.1363	34.555	1
OS02G0137600	Zm00001d015210	74.3119	74.3119	1
OS02G0137800	Zm00001d015211	70	64.8148	1
OS02G0138000	Zm00001d015213	67.8674	71.7988	1
OS02G0138100	Zm00001d015215	37.2222	42.4051	1
OS02G0138200	Zm00001d054002	62.8623	61.4159	1
OS02G0138500	Zm00001d042356	33.3333	46.6667	1
OS02G0138500	Zm00001d043021	56.1905	24.3802	1
OS02G0138900	Zm00001d015225	64.9402	33.7474	1
OS02G0139000	Zm00001d015226	55.0321	58.6758	1
OS02G0139100	Zm00001d015227	78.7129	80.7107	1
OS02G0139200	Zm00001d004109	31.1248	54.8913	0
OS02G0139200	Zm00001d015228	36.6718	89.8113	0
OS02G0139200	Zm00001d015229	40.3698	79.3939	0
OS02G0139200	Zm00001d054001	84.1294	79.2453	0
OS02G0139300	Zm00001d015231	82.4131	81.7444	1
OS02G0139400	Zm00001d015233	64.1844	34.0866	1
OS02G0139700	Zm00001d015234	84.8485	84.5144	1
OS02G0139700	Zm00001d053889	84.3215	84.2105	1
OS02G0140200	Zm00001d015239	77.5758	50.3937	1
OS02G0140300	Zm00001d053887	75.1295	76.7196	1
OS02G0140400	Zm00001d015239	80.6527	45.4068	1
OS02G0140500	Zm00001d015239	64.0449	7.48031	1
OS02G0140800	Zm00001d022204	60.5701	74.5614	1
OS02G0141000	Zm00001d015242	68.6274	68.6274	1
OS02G0141100	Zm00001d015243	77.4194	75.3269	1
OS02G0141300	Zm00001d053886	89.8594	89.9497	1
OS02G0141400	Zm00001d053885	7.98122	15.3153	1
OS02G0141500	Zm00001d053885	62.7193	64.4144	1
OS02G0142250	Zm00001d015249	70.2564	23.8261	1
OS02G0142500	Zm00001d015245	73.1602	11.053	0
OS02G0142950	Zm00001d015245	81.6176	7.25965	0
OS02G0143100	Zm00001d010523	84.87	82.5287	1
OS02G0143200	Zm00001d015246	66.3768	66.2488	1
OS02G0143400	Zm00001d053884	77.6923	76.5152	1
OS02G0146400	Zm00001d015248	98.8827	26.9817	1
OS02G0146400	Zm00001d053882	98.6034	27.5781	1
OS02G0146500	Zm00001d015249	69.0476	25.2174	1
OS02G0146600	Zm00001d015251	95.1691	96.0976	1
OS02G0146700	Zm00001d015259	91.5368	92.3596	1
OS02G0146700	Zm00001d053881	92.0935	92.713	1
OS02G0147100	Zm00001d015260	65.5518	48.6352	1
OS02G0147700	Zm00001d015260	66.6667	56.5757	1
OS02G0147800	Zm00001d015265	34.9486	38.8889	1
OS02G0148000	Zm00001d015268	57.3248	57.2034	1
OS02G0148000	Zm00001d053880	52.6539	52.4313	1
OS02G0148100	Zm00001d015269	96.2162	96.2162	1
OS02G0148300	Zm00001d015272	83.7134	9.49391	1
OS02G0148300	Zm00001d017013	27.3616	35.2941	1
OS02G0148300	Zm00001d020249	14.0065	17.7686	1
OS02G0148400	Zm00001d015274	67.5127	67.0025	1
OS02G0148400	Zm00001d037710	17.0051	52.7559	1
OS02G0148600	Zm00001d015275	75	76.8	1
OS02G0149500	Zm00001d020468	24.6753	13.5714	1
OS02G0149500	Zm00001d020475	34.1991	16.8085	1
OS02G0149500	Zm00001d020483	34.1991	16.8803	1
OS02G0149700	Zm00001d000301	78.2374	61.4407	1
OS02G0149700	Zm00001d015277	80.3957	66.7164	1
OS02G0149800	Zm00001d000302	63.5057	75.6849	1
OS02G0149800	Zm00001d015279	69.8276	69.8276	1
OS02G0149900	Zm00001d000303	50.8064	46.8401	1
OS02G0150100	Zm00001d047502	94.3478	70.2265	1
OS02G0150200	Zm00001d000304	61.2245	7.19424	1
OS02G0150200	Zm00001d015284	51.0204	7.64526	1
OS02G0150300	Zm00001d000305	83.5866	68.2382	1
OS02G0150300	Zm00001d012099	63.2219	74.2857	1
OS02G0150300	Zm00001d021758	48.9362	67.9325	1
OS02G0150700	Zm00001d013776	13.4165	66.6667	1
OS02G0150700	Zm00001d015289	48.5179	54.947	1
OS02G0150700	Zm00001d015453	13.4165	66.6667	1
OS02G0150700	Zm00001d019616	13.4165	66.6667	1
OS02G0150800	Zm00001d000306	15.5698	89.8148	1
OS02G0150800	Zm00001d015290	85.3933	87.3563	1
OS02G0150900	Zm00001d000307	69.0625	69.279	1
OS02G0151100	Zm00001d015291	70.2825	64.0577	1
OS02G0151300	Zm00001d015292	82.0225	83.27	1
OS02G0151400	Zm00001d035829	22.4138	27.0833	1
OS02G0151400	Zm00001d045134	21.9212	26.4095	1
OS02G0151400	Zm00001d049120	24.6305	26.738	1
OS02G0151501	Zm00001d004854	50.8772	40.8451	1
OS02G0151501	Zm00001d007787	52.6316	24	1
OS02G0151600	Zm00001d041355	0	0	0
OS02G0152300	Zm00001d053876	55.871	53.1941	1
OS02G0152500	Zm00001d015293	74.8999	66.3905	1
OS02G0152500	Zm00001d053875	73.0307	71.9737	1
OS02G0152600	Zm00001d053873	78.2918	81.1808	1
OS02G0152900	Zm00001d053868	59.3939	65.3333	0
OS02G0153000	Zm00001d015297	85.2423	56.3319	1
OS02G0153100	Zm00001d005908	23.1208	56.3805	1
OS02G0153200	Zm00001d005908	22.0952	53.8283	1
OS02G0153400	Zm00001d015298	45.5315	74.8068	1
OS02G0154600	Zm00001d028214	83.5052	87.3315	1
OS02G0154600	Zm00001d048084	84.5361	87.0027	1
OS02G0155400	Zm00001d042623	21.458	47.7064	1
OS02G0155400	Zm00001d053865	51.4443	37.816	1
OS02G0155400	Zm00001d053866	26.9601	31.8699	1
OS02G0155900	Zm00001d042623	0	0	1
OS02G0155900	Zm00001d053865	54.0084	12.9424	1
OS02G0155900	Zm00001d053866	0	0	1
OS02G0156000	Zm00001d004906	32.8185	46.0705	0
OS02G0156200	Zm00001d042623	21.8407	48.6239	1
OS02G0156200	Zm00001d053865	51.511	37.9171	1
OS02G0156200	Zm00001d053866	27.1978	32.1951	1
OS02G0156400	Zm00001d005908	31.0585	51.7401	1
OS02G0157600	Zm00001d053862	61.6541	65.6	1
OS02G0157900	Zm00001d053860	26.9923	30.086	1
OS02G0158100	Zm00001d053858	89.1344	88.4826	1
OS02G0158300	Zm00001d015306	88.9535	88.1844	1
OS02G0158300	Zm00001d053856	89.8256	81.746	1
OS02G0158400	Zm00001d053855	77.193	64.2336	1
OS02G0158500	Zm00001d015307	63.2653	76.7802	1
OS02G0158600	Zm00001d015308	80.3371	83.1395	1
OS02G0158800	Zm00001d015309	88.1326	88.4413	1
OS02G0158900	Zm00001d015310	70.5463	69.8824	1
OS02G0159200	Zm00001d053852	65.037	64.0876	1
OS02G0159250	Zm00001d053851	69.8413	57.8947	1
OS02G0160200	Zm00001d015319	70.101	69.9597	1
OS02G0160200	Zm00001d053848	69.697	69.4165	1
OS02G0160300	Zm00001d020072	25.5556	41.0714	1
OS02G0160400	Zm00001d053846	79.0385	74.5917	1
OS02G0160500	Zm00001d053845	63.0769	58.5714	1
OS02G0160900	Zm00001d053843	68.1818	61.2245	1
OS02G0161000	Zm00001d015325	75.0507	78.7234	1
OS02G0161100	Zm00001d015326	68.5585	59.6838	1
OS02G0161200	Zm00001d053841	75.8216	71.3024	1
OS02G0161300	Zm00001d002950	1.36986	0.645756	1
OS02G0161800	Zm00001d053839	40.2299	63.0631	1
OS02G0162000	Zm00001d007059	88.0597	88.0597	1
OS02G0162000	Zm00001d022354	94.0299	94.0299	1
OS02G0162200	Zm00001d015331	35.7639	39.7683	1
OS02G0162200	Zm00001d053830	45.4861	47.6364	1
OS02G0162500	Zm00001d014462	80.6667	75.625	0
OS02G0162500	Zm00001d036565	89.3333	65.0485	0
OS02G0162500	Zm00001d036567	88.6667	61.5741	0
OS02G0162500	Zm00001d036568	97.3333	85.3801	0
OS02G0162500	Zm00001d046583	97.3333	81.1111	0
OS02G0162600	Zm00001d015330	40.411	47.5806	1
OS02G0162600	Zm00001d053828	39.0411	32.2034	1
OS02G0164300	Zm00001d053825	96.1538	43.5323	1
OS02G0164400	Zm00001d053824	46.8254	58.4158	1
OS02G0164600	Zm00001d053802	71.6387	72.093	1
OS02G0164800	Zm00001d053822	65.0602	21.0117	1
OS02G0164900	Zm00001d053819	82.9295	81.9369	1
OS02G0165100	Zm00001d053818	78.866	75.5556	1
OS02G0165500	Zm00001d015338	66.5025	63.6792	1
OS02G0165500	Zm00001d053817	61.0837	56.2358	1
OS02G0166800	Zm00001d015342	80.1047	61.9433	1
OS02G0167000	Zm00001d015344	70.9677	72.1311	1
OS02G0167100	Zm00001d053816	77.8502	69.0751	1
OS02G0167300	Zm00001d015348	95.9732	96.6216	1
OS02G0167500	Zm00001d011742	69.279	55.7611	1
OS02G0167500	Zm00001d019561	76.1756	70.5029	1
OS02G0167700	Zm00001d053813	92.4466	88.6614	1
OS02G0168000	Zm00001d015355	66.4384	73.2076	1
OS02G0168100	Zm00001d015356	87.0293	46.8468	1
OS02G0168200	Zm00001d036638	37.0213	32.7068	1
OS02G0168200	Zm00001d046981	37.0213	41.2322	1
OS02G0168300	Zm00001d053808	50.6427	45.0801	1
OS02G0168400	Zm00001d015361	74.5847	43.8477	1
OS02G0168500	Zm00001d015362	84.3537	84.1629	1
OS02G0168500	Zm00001d032064	58.2766	50.9921	1
OS02G0168500	Zm00001d034090	83.4467	83.2579	1
OS02G0168600	Zm00001d015364	87.9464	86.7841	1
OS02G0168700	Zm00001d053805	75.5869	77.0335	1
OS02G0168800	Zm00001d015366	89.6648	76.247	1
OS02G0168800	Zm00001d053807	88.8268	77.9412	1
OS02G0168900	Zm00001d015367	70.8075	71.25	1
OS02G0168900	Zm00001d015372	40.3727	51.1811	1
OS02G0169000	Zm00001d015374	79.9465	74.9373	1
OS02G0169300	Zm00001d015376	93.5323	93.5323	1
OS02G0169400	Zm00001d025073	22.2603	50.2577	1
OS02G0169400	Zm00001d025331	31.9635	50.7246	1
OS02G0169800	Zm00001d053813	82.4841	20.3937	1
OS02G0169900	Zm00001d053801	82.1429	83.0556	1
OS02G0170000	Zm00001d015377	83.5821	65.6616	1
OS02G0170100	Zm00001d000064	63.2911	63.2911	1
OS02G0170100	Zm00001d015378	82.9114	82.3899	1
OS02G0170100	Zm00001d019077	32.2785	57.9545	1
OS02G0170100	Zm00001d047085	62.6582	78.5714	1
OS02G0170100	Zm00001d048974	53.7975	48.0226	1
