Gene stable ID	Oryza meridionalis gene stable ID	%id. target Oryza meridionalis gene identical to query gene	%id. query gene identical to target Oryza meridionalis gene
Os01g0915600	OMERI01G38640	99.5842	99.1718
Os01g0915732	OMERI01G38650	61.6438	22.9592
Os01g0915800	OMERI01G38660	93.6709	96.1039
Os01g0915900	OMERI01G38670	86.8327	86.2191
Os01g0916100	OMERI01G38680	83.0409	66.0465
Os01g0916200	OMERI01G38690	92.2803	87.0101
Os01g0916400	OMERI01G38700	98.9627	99.1684
Os01g0916600	OMERI01G38710	92.6667	97.8873
Os01g0916700	OMERI01G38720	97.1429	95.1049
Os01g0916800	OMERI01G38730	98.0204	90.0772
Os01g0917100	OMERI01G38740	95.4545	94.5946
Os01g0917200	OMERI01G38760	99.2727	99.2727
Os01g0917300	OMERI01G38780	98.4	60.8911
Os01g0917400	OMERI01G38790	99.3166	98.4199
Os01g0917500	OMERI01G38810	98.4544	97.1037
Os01g0917900	OMERI01G38910	89.1374	91.1765
Os01g0918100	OMERI01G38930	98.6487	97.01
Os01g0918200	OMERI01G38940	100	88.5965
Os01g0918400	OMERI01G38950	42.8571	38.8393
Os01g0919100	OMERI01G38970	90.8027	95.5986
Os01g0919500	OMERI01G38980	98.7552	73.913
Os01g0919700	OMERI01G38990	96.3061	83.1435
Os01g0919800	OMERI01G39000	87.3278	90.5714
Os01g0920000	OMERI01G39010	91.1458	86.6337
Os01g0920100	OMERI01G39020	96.5368	96.9565
Os01g0920200	OMERI01G39030	77.8761	73.3333
Os01g0920300	OMERI01G39040	83.6478	52.4655
Os01g0920400	OMERI01G39050	100	99.7561
Os01g0920800	OMERI01G39080	24.6154	94.1176
Os01g0921100	OMERI01G39110	96.2865	97.319
Os01g0921200	OMERI01G39120	98.1651	98.6175
Os01g0921500	OMERI01G39130	99.7701	99.7701
Os01g0921800	OMERI01G39150	98.9691	98.7147
Os01g0922000	OMERI01G39160	96.0396	75.1938
Os01g0922100	OMERI01G39180	86.1244	87.5912
Os01g0922600	OMERI01G39190	96.463	74.2574
Os01g0922700	OMERI01G39200	98.8095	98.8095
Os01g0922800	OMERI01G39210	82.3171	65.8537
Os01g0923000	OMERI01G39220	85.4962	82.963
Os01g0923200	OMERI01G39230	100	100
Os01g0923300	OMERI01G39240	100	43.1159
Os01g0923600	OMERI01G39250	79.385	96.1379
Os01g0923700	OMERI01G39260	99.3157	99.3157
Os01g0923800	OMERI01G39270	98.7903	98.7903
Os01g0923900	OMERI01G39280	95.7111	97.4713
Os01g0924000	OMERI01G39290	93.3333	94.7917
Os01g0924200	OMERI01G39300	93.0851	98.3146
Os01g0924300	OMERI01G39310	91.7864	98.6755
Os01g0924400	OMERI01G39320	94.9527	97.7273
Os01g0924600	OMERI01G39330	84.2105	25.098
Os01g0924800	OMERI01G39350	95.5696	57.6336
Os01g0924900	OMERI01G39360	98.2318	61.8047
Os01g0924966	OMERI01G39370	93.0636	92.5287
Os01g0925000	OMERI01G39380	65.102	69.1974
Os01g0925100	OMERI01G39390	74.8663	14.7679
Os01g0925200	OMERI01G39400	98.6254	93.7908
Os01g0925300	OMERI01G39410	97.3366	94.5882
Os01g0925400	OMERI01G39420	95.614	93.5622
Os01g0925600	OMERI01G39440	80.597	61.1321
Os01g0925700	OMERI01G39430	99.7305	62.8183
Os01g0925800	OMERI01G39450	99.4872	99.4872
Os01g0926200	OMERI01G39480	96.9432	94.4681
Os01g0926300	OMERI01G39470	98.8426	98.8426
Os01g0926400	OMERI01G39490	97.6303	97.3995
Os01g0926600	OMERI01G39500	92.2892	39.8958
Os01g0926800	OMERI01G39510	97.5708	97.5708
Os01g0927000	OMERI01G39520	99.095	90.4959
Os01g0927400	OMERI01G39540	87.52	62.9459
Os01g0927500	OMERI01G39550	94.9275	95.1574
Os01g0927600	OMERI01G39560	98.1436	94.5173
Os01g0927900	OMERI01G39580	95.0877	94.4251
Os01g0928000	OMERI01G39590	98.9501	89.9761
Os01g0928100	OMERI01G39600	91.9298	98.6817
Os01g0928300	OMERI01G39610	80.6723	23.5294
Os01g0928400	OMERI01G39620	71.3781	61.0272
Os01g0928600	OMERI01G39640	97.7956	97.992
Os01g0928700	OMERI09G06020	87.5252	96.4523
Os01g0928800	OMERI09G06030	99.7955	99.7955
Os01g0929000	OMERI09G06040	99.5902	99.5902
Os01g0929200	OMERI09G06050	94.7802	93.75
Os01g0929500	OMERI09G06060	96.6667	96.6667
Os01g0929600	OMERI09G06070	94.5055	86.8687
Os01g0929967	OMERI08G07100	49.0385	73.913
Os01g0930000	OMERI09G06090	85.5172	80
Os01g0930200	OMERI09G06100	98.8372	96.0452
Os01g0930400	OMERI09G06130	99.1037	95.2029
Os01g0930500	OMERI01G39730	87.931	85.7143
Os01g0930900	OMERI01G39750	92.8826	37.3391
Os01g0931100	OMERI01G39760	99.3852	99.3852
Os01g0931200	OMERI01G39770	96.2145	95.3125
Os01g0931300	OMERI01G39780	91.3215	79.4168
Os01g0931600	OMERI01G39800	92.1296	94.7619
Os01g0931700	OMERI01G39810	52.439	33.8583
Os01g0932500	OMERI01G39880	94.5187	97.9224
Os01g0932600	OMERI01G39890	96.402	94.9878
Os01g0932700	OMERI01G39900	93.8053	94.6429
Os01g0932950	OMERI01G39910	92.7928	87.2881
Os01g0933200	OMERI01G39930	95.5357	95.5357
Os01g0933900	OMERI01G39950	96.3801	96.3801
Os01g0934000	OMERI01G39960	79.4311	55.5896
Os01g0934350	OMERI01G39970	64.2857	41.1972
Os01g0934400	OMERI01G39970	98.8889	62.6761
Os01g0934800	OMERI01G39990	98.0916	95.8955
Os01g0934900	OMERI01G40010	98.4791	86.6221
Os01g0935200	OMERI01G40030	97.7401	54.0625
Os01g0935300	OMERI01G40040	93.6667	98.9437
Os01g0935400	OMERI01G40050	98.0874	96.5054
Os01g0935500	OMERI01G40060	97.0626	99.0874
Os01g0935600	OMERI01G40070	96.2617	38.6733
Os01g0935700	OMERI01G40080	99.3421	99.3421
Os01g0935800	OMERI01G40090	98.8142	65.2742
Os01g0935900	OMERI01G40100	98.5782	98.5782
Os01g0936000	OMERI01G40110	82.4	99.0385
Os01g0936100	OMERI01G40120	99.5927	99.5927
Os01g0936200	OMERI01G40130	98.9691	54.2373
Os01g0936700	OMERI01G40150	89.9804	92.3387
Os01g0937050	OMERI01G40160	96.6981	33.7727
Os01g0937100	OMERI01G40170	99.0453	99.0453
Os01g0937600	OMERI01G40200	97.9638	27.2327
Os01g0937900	OMERI01G40230	94.9367	96.1538
Os01g0938100	OMERI01G40240	100	100
Os01g0938200	OMERI01G40250	92.6087	93.6264
Os01g0938400	OMERI01G40260	99.4083	90.8108
Os01g0938600	OMERI01G40270	62.3782	76.3723
Os01g0938900	OMERI01G40280	85.6436	92.0213
Os01g0939100	OMERI01G40290	98.466	99.5155
Os01g0939200	OMERI01G40300	97.2299	73.125
Os01g0939400	OMERI01G40320	94.5122	96.2733
Os01g0939500	OMERI01G40330	99.3119	99.3119
Os01g0939600	OMERI01G40340	100	100
Os01g0939700	OMERI01G40350	98.9726	98.9726
Os01g0940000	OMERI01G40370	61.6257	98.1928
Os01g0940100	OMERI01G40380	99.1597	70.8
Os01g0940600	OMERI01G40400	97.931	98.6111
Os01g0940700	OMERI01G40410	99.697	99.697
Os01g0940800	OMERI01G40420	96.3855	96.3855
Os01g0941200	OMERI01G40430	94.6108	95.1807
Os01g0941500	OMERI01G40450	87.6081	92.9664
Os01g0941800	OMERI01G40460	97.9058	97.9058
Os01g0942200	OMERI01G40500	97.0455	96.6063
Os01g0942300	OMERI01G40510	100	39.9425
Os01g0943000	OMERI01G40670	75.7812	35.1449
Os01g0943900	OMERI01G40670	75.7812	35.1449
Os01g0943950	OMERI07G17420	57.8947	56.051
Os01g0944200	OMERI01G40530	93.3723	89.5327
Os01g0944500	OMERI01G40540	86.2661	75.5639
Os01g0945300	OMERI01G40560	91.4286	35.2164
Os01g0945800	OMERI03G32820	6.88705	22.1239
Os01g0945800	OMERI05G12800	33.8843	67.9558
Os01g0946100	OMERI01G40570	98.3759	97.9215
Os01g0946200	OMERI01G40580	99.5098	99.5098
Os01g0946300	OMERI01G40600	75.5435	31.5909
Os01g0946800	OMERI06G00370	17.5592	19.9717
Os01g0946800	OMERI06G07620	27.5218	23.5106
Os01g0946850	OMERI01G40620	41.4044	63.5688
Os01g0947700	OMERI01G40640	90.411	22.9432
Os01g0947767	OMERI01G40650	20.5479	28.3019
Os01g0948900	OMERI01G40690	98.8131	65.5512
Os01g0949060	OMERI01G40700	90.1266	94.4297
Os01g0949300	OMERI01G40710	98.5294	98.0488
Os01g0949400	OMERI01G40720	93.0233	96.8858
Os01g0949400	OMERI01G40730	93.0233	44.0252
Os01g0949750	OMERI01G40740	96.3303	92.511
Os01g0949800	OMERI01G40750	98.2684	34.0841
Os01g0950800	OMERI01G40780	90.4762	73.93
Os01g0950866	OMERI01G40790	97.9508	97.9508
Os01g0950900	OMERI01G40800	91.5835	97.2727
Os01g0951000	OMERI01G40810	98.5866	40.2597
Os01g0951200	OMERI01G40820	98.3229	98.5294
Os01g0951400	OMERI01G40830	98.1053	98.3122
Os01g0951800	OMERI01G40860	96.9325	78.2178
Os01g0952000	OMERI01G40870	98.6547	98.6547
Os01g0952100	OMERI01G40880	97.0213	97.0213
Os01g0952200	OMERI01G40900	99.0755	98.9992
Os01g0952300	OMERI01G40890	90.5512	95.0413
Os01g0952500	OMERI01G40910	96.9828	98.6842
Os01g0952700	OMERI01G40920	37.0175	89.7872
Os01g0952800	OMERI01G40940	99.5951	99.1936
Os01g0952900	OMERI01G40930	99.5413	99.5413
Os01g0953100	OMERI01G40950	97.8933	90.6372
Os01g0953400	OMERI01G40970	94.1667	98.4321
Os01g0953500	OMERI01G40980	82.6196	84.9741
Os01g0953600	OMERI01G40990	100	100
Os01g0953801	OMERI01G41010	80	100
Os01g0954000	OMERI01G41020	96.5517	96.5517
Os01g0954100	OMERI01G41030	91.954	94.1176
Os01g0954400	OMERI01G41040	96.0714	96.7626
Os01g0954500	OMERI01G41050	83.2353	71.8274
Os01g0954900	OMERI01G41070	98.8764	98.8764
Os01g0955000	OMERI01G41080	99.2308	90.2098
Os01g0955100	OMERI01G41100	88.4615	53.6965
Os01g0955500	OMERI01G41110	95.2055	95.2055
Os01g0955600	OMERI01G41130	95.7447	94.7368
Os01g0955700	OMERI01G41140	85.4214	76.6871
Os01g0956075	OMERI01G41150	99.0881	99.0881
Os01g0956500	OMERI01G41160	86.6162	60.1754
Os01g0956600	OMERI01G41180	79.1118	93.0368
Os01g0956700	OMERI01G41190	79.4304	76.5244
Os01g0956800	OMERI01G41200	99.777	96.2366
Os01g0957100	OMERI01G41210	99.675	57.6441
Os01g0957600	OMERI01G41240	4.51389	3.84615
Os01g0957800	OMERI08G13350	63.5359	68.0473
Os01g0957900	OMERI01G41280	92.3469	99.2687
Os01g0958000	OMERI01G41290	95.3216	99.5927
Os01g0958100	OMERI01G41300	94.2149	90.2375
Os01g0958200	OMERI01G41310	95.8963	78.7234
Os01g0958700	OMERI01G41330	99.0132	99.0132
Os01g0958800	OMERI01G41340	98.0099	41.4737
Os01g0959600	OMERI01G41400	91.6368	97.335
Os01g0959750	OMERI01G41410	91.3043	28
Os01g0959800	OMERI01G41420	98.0247	59.0774
Os01g0959900	OMERI01G41430	92.0732	92.0732
Os01g0960000	OMERI01G41440	97.4359	97.4359
Os01g0960200	OMERI01G41450	96.2687	30.9353
Os01g0960400	OMERI01G41460	94.6429	93.8542
Os01g0960500	OMERI01G41470	89.1473	94.0054
Os01g0960900	OMERI01G41480	85.9206	34.6434
Os01g0961000	OMERI01G41490	90.5882	92.7711
Os01g0961200	OMERI01G41500	82.7392	91.1157
Os01g0961600	OMERI01G41540	88.1068	93.3162
Os01g0962100	OMERI01G41560	98.2517	85.4103
Os01g0962300	OMERI01G41580	100	100
Os01g0962500	OMERI01G41570	99.8185	99.6377
Os01g0963300	OMERI01G41640	83.7607	100
Os01g0963400	OMERI01G41650	100	60.6965
Os01g0963600	OMERI01G41670	93.4066	92.3913
Os01g0963800	OMERI01G41680	91.0112	91.5254
Os01g0964000	OMERI01G41700	75.7009	66.3934
Os01g0964133	OMERI01G41690	100	100
Os01g0964400	OMERI01G41740	79.2035	44.6384
Os01g0964800	OMERI01G41760	89.2919	50.6366
Os01g0964900	OMERI01G41770	98.1233	73.0539
Os01g0965000	OMERI01G41780	82.5048	86.4097
Os01g0965400	OMERI01G41790	97.7208	98.2808
Os01g0965500	OMERI01G41800	99.0506	82.1522
Os01g0965600	OMERI01G41810	97.3384	97.3384
Os01g0965700	OMERI01G41820	84.058	20.0692
Os01g0965800	OMERI01G41840	95.082	95.6044
Os01g0965900	OMERI01G41850	91.7073	96.9072
Os01g0966100	OMERI01G41870	98.3871	24.1872
Os01g0966200	OMERI01G41880	90.3553	85.9903
Os01g0966300	OMERI01G41890	59.5918	90.1235
Os01g0966400	OMERI01G41900	98.0562	98.0562
Os01g0966700	OMERI01G41910	91.5254	77.4749
Os01g0966900	OMERI01G41920	82.8473	89.777
Os01g0967000	OMERI01G41930	68.932	78.8889
Os01g0967100	OMERI01G41940	99.4378	99.4378
Os01g0967200	OMERI01G41950	99.6124	99.6124
Os01g0967200	OMERI01G41980	93.4109	26.2242
Os01g0967900	OMERI01G41990	97.9048	97.9048
Os01g0968000	OMERI01G42000	67.9012	60.219
Os01g0968200	OMERI01G42020	83.908	82.0225
Os01g0968300	OMERI01G42030	99.3939	89.6175
Os01g0968500	OMERI12G02360	0.829876	1.02564
Os01g0968600	OMERI01G42050	95.8932	96.0905
Os01g0968700	OMERI01G42060	88.3117	92.9385
Os01g0968800	OMERI01G42070	97.7169	97.2727
Os01g0969000	OMERI01G42080	95.283	95.283
Os01g0969100	OMERI01G42090	99.7487	88.2222
Os01g0970400	OMERI01G42120	99.1189	99.1189
Os01g0971000	OMERI01G42150	100	100
Os01g0971100	OMERI01G42160	99.505	99.505
Os01g0971200	OMERI01G42170	93.7811	71.673
Os01g0971400	OMERI01G42180	96.1644	95.3804
Os01g0971500	OMERI01G42190	99.2593	99.2593
Os01g0971600	OMERI01G42200	88.8889	93.6937
Os01g0971700	OMERI01G42230	91.4179	84.7751
Os01g0971800	OMERI01G42240	98.3193	97.5
Os01g0971900	OMERI01G42250	98.8814	94.7481
Os01g0972000	OMERI01G42260	91.3174	93.2722
Os01g0972200	OMERI01G42270	91.1932	92.7746
Os01g0972300	OMERI01G42280	94.3548	97.5
Os01g0972800	OMERI01G42290	88.2927	90.5
Os01g0972900	OMERI01G42300	97.2803	60.2332
Os01g0973100	OMERI01G42310	98.2353	81.6626
Os01g0973200	OMERI01G42320	89.2754	85.7939
Os01g0973300	OMERI01G42330	99.3528	84.4954
Os01g0973400	OMERI01G42340	94.9622	93.0864
Os01g0973500	OMERI01G42350	96.8137	98.2587
Os01g0973600	OMERI01G42360	99.7033	99.7033
Os01g0974000	OMERI01G42370	99.7297	99.7297
Os01g0974300	OMERI01G42380	97.2376	15.1463
Os01g0974400	OMERI01G42400	99.1031	98.8814
Os01g0974701	OMERI01G42410	99.1379	99.1379
Os01g0974800	OMERI01G42390	99.5392	99.5392
Os01g0974900	OMERI01G42430	88.6364	85.7143
Os01g0975000	OMERI01G42450	92.9825	99.375
Os01g0977600	OMERI10G05870	92.4519	92.3077
Os02g0100100	OMERI02G00020	99.1119	96.5398
Os02g0100200	OMERI02G00030	93.2862	97.7778
Os02g0100300	OMERI02G00040	99.2647	87.8525
Os02g0100700	OMERI02G00050	99.7147	94.5873
Os02g0100800	OMERI02G00070	96.5116	30.7407
Os02g0101000	OMERI02G00090	89.317	65.6371
Os02g0101100	OMERI02G00110	99.0366	90.9734
Os02g0101400	OMERI02G00120	96.8085	75.2066
Os02g0101500	OMERI02G00130	98.9637	100
Os02g0101600	OMERI02G00140	64.5963	60.1156
Os02g0101700	OMERI02G00150	96.7967	37.7307
Os02g0101800	OMERI02G00160	90.2439	97.3684
Os02g0102000	OMERI02G00180	60.2484	67.128
Os02g0102300	OMERI02G00210	82.4818	76.3513
Os02g0102400	OMERI02G00220	98.6028	98.8
Os02g0102700	OMERI02G09340	100	100
Os02g0102800	OMERI02G09330	89.3035	95.2255
Os02g0102900	OMERI02G09310	91.1371	92.3729
Os02g0103000	OMERI02G09320	91.6667	88.2716
Os02g0103200	OMERI02G09290	83.4254	80.7487
Os02g0103300	OMERI02G09280	94.7115	99.4949
Os02g0103500	OMERI02G09270	91.7772	37.4865
Os02g0103600	OMERI02G09270	92.3513	35.3196
Os02g0103900	OMERI02G09260	91.3994	88.1857
Os02g0104200	OMERI02G09250	97.3094	45.1143
Os02g0104500	OMERI02G09240	94.5833	64.4886
Os02g0104700	OMERI02G09220	94.8812	94.1924
Os02g0104800	OMERI02G09210	86.3799	82.8179
Os02g0105100	OMERI02G09200	95.7143	52.86
Os02g0105200	OMERI02G09190	99.0876	63.5831
Os02g0105400	OMERI02G09170	94.6429	94.1624
Os02g0105500	OMERI02G09160	83.6683	84.0909
Os02g0105600	OMERI02G09150	53.2847	50
Os02g0106100	OMERI02G09140	98.6405	90.069
Os02g0106300	OMERI02G09130	96.9374	85.5464
Os02g0106600	OMERI02G09110	97.3404	97.3404
Os02g0106700	OMERI02G09100	83.7449	97.6019
Os02g0106800	OMERI02G09090	93.2203	99.6979
Os02g0106900	OMERI02G09080	94.335	94.335
Os02g0107200	OMERI02G09050	95.7447	27.2727
Os02g0107350	OMERI02G09470	88.5057	70.6422
Os02g0107600	OMERI02G09040	99.2147	90.6699
Os02g0107900	OMERI02G09020	0.829876	0.291121
Os02g0107900	OMERI02G09520	83.4025	42.766
Os02g0108000	OMERI02G09500	99.3377	52.2648
Os02g0108800	OMERI02G09480	99.2064	67.8426
Os02g0109100	OMERI02G00230	92.6366	83.1556
Os02g0109400	OMERI02G00250	98.1481	38.3264
Os02g0109501	OMERI02G00250	99.6656	61.5702
Os02g0109800	OMERI02G00260	99.4992	99.6656
Os02g0109900	OMERI02G00270	98.8889	98.8889
Os02g0110000	OMERI02G00280	99.3377	91.2779
Os02g0110200	OMERI02G00300	99.5893	99.5893
Os02g0110300	OMERI02G00310	85.906	60.0939
Os02g0110500	OMERI02G00330	85.5769	55.9748
Os02g0110600	OMERI02G00340	82.3129	88.9706
Os02g0111600	OMERI02G00370	95.1153	41.3813
Os02g0111700	OMERI02G00380	100	100
Os02g0111900	OMERI02G00390	98.8134	99.1342
Os02g0112000	OMERI02G00410	56.1905	28.6408
Os02g0112100	OMERI02G08800	16.6979	57.4194
Os02g0112600	OMERI02G08800	16.6979	57.4194
Os02g0112900	OMERI02G00440	99.793	70.9867
Os02g0114000	OMERI02G00470	84.7341	22.1227
Os02g0114033	OMERI02G00470	98.9595	38.3341
Os02g0114100	OMERI02G00480	99.2228	99.2228
Os02g0114200	OMERI02G00490	100	100
Os02g0114400	OMERI02G00510	94.2982	42.4901
Os02g0114600	OMERI02G00520	100	85.3081
Os02g0114700	OMERI02G00530	99.6528	99.6528
Os02g0115600	OMERI02G00560	99.8748	99.8748
Os02g0115700	OMERI02G00570	99.7967	99.7967
Os02g0115900	OMERI02G00580	100	100
Os02g0116000	OMERI02G00590	81.0345	9.98937
Os02g0116300	OMERI02G00600	98.9826	99.7072
Os02g0116400	OMERI02G00610	99.7118	99.7118
Os02g0116400	OMERI05G20400	99.7118	99.7118
Os02g0116500	OMERI02G00620	98.5	98.7469
Os02g0116600	OMERI02G00630	95.7627	98.69
Os02g0116700	OMERI02G00640	95.9434	96.1248
Os02g0116800	OMERI02G00650	99.0196	98.6328
Os02g0116900	OMERI02G00660	100	100
Os02g0117400	OMERI02G00670	64.4315	94.0426
Os02g0117500	OMERI02G00680	91.2076	83.7549
Os02g0117700	OMERI02G00690	86.7238	89.207
Os02g0117900	OMERI02G00700	96.2779	46.5786
Os02g0118200	OMERI02G00710	99.7658	99.7658
Os02g0118400	OMERI02G00720	98.1777	98.1777
Os02g0118500	OMERI02G00730	60.4396	67.9012
Os02g0118800	OMERI04G21330	35.8491	18.0543
Os02g0118875	OMERI04G21330	0.675676	0.0452489
Os02g0118900	OMERI04G21330	0	0
Os02g0118950	OMERI04G21330	46.7991	19.1855
Os02g0119000	OMERI02G00740	56.5934	59.8837
Os02g0119100	OMERI02G00750	83.6502	54.4554
Os02g0119200	OMERI02G00760	97.5482	97.3776
Os02g0119300	OMERI02G00770	98.6207	98.6207
Os02g0119400	OMERI02G00780	99.1379	99.1379
Os02g0119600	OMERI02G00800	95.098	21.5556
Os02g0119800	OMERI02G00820	89.4602	79.2711
Os02g0120000	OMERI02G00840	95.9677	96.1616
Os02g0120100	OMERI02G00850	85.2487	95.7611
Os02g0120200	OMERI02G00860	6.48352	23.506
Os02g0120300	OMERI02G00870	96.8379	96.8379
Os02g0120400	OMERI02G00880	97.2222	69.6517
Os02g0120500	OMERI02G00890	96.7391	92.8696
Os02g0120600	OMERI02G00900	100	100
Os02g0120800	OMERI02G00910	97.9695	95.5446
Os02g0121000	OMERI02G00920	95.2381	88.2353
Os02g0121100	OMERI02G00930	97.5104	96.7078
Os02g0121200	OMERI02G00940	99.1416	87.1698
Os02g0121300	OMERI02G00950	100	100
Os02g0121500	OMERI02G00960	94.3077	94.1628
Os02g0121700	OMERI02G00980	47.7311	94.6667
Os02g0121800	OMERI02G00990	96.124	91.8519
Os02g0122000	OMERI02G01000	98.6842	67.5676
Os02g0122100	OMERI02G01020	92.6431	56.7613
Os02g0122200	OMERI02G01040	92.0335	89.959
Os02g0122300	OMERI02G01050	99.1342	99.1342
Os02g0122400	OMERI02G01060	97.3992	97.7807
Os02g0122500	OMERI02G01070	87.0968	71.8935
Os02g0122600	OMERI02G01080	92.517	97.1429
Os02g0122700	OMERI02G01090	90.0344	73.3894
Os02g0122800	OMERI02G01100	98.2079	39.087
Os02g0123100	OMERI02G01110	82.9787	77.8055
Os02g0123200	OMERI02G01120	95.4955	87.6033
Os02g0123500	OMERI02G02490	95.4667	95.9786
Os02g0123700	OMERI02G02510	96.6203	98.3806
Os02g0124000	OMERI02G02540	95.6522	95.6522
Os02g0124300	OMERI02G02570	97.5309	97.5309
Os02g0124400	OMERI02G02580	0.689655	0.763359
Os02g0124599	OMERI02G02580	0.884956	0.381679
Os02g0124600	OMERI02G02580	60.9375	74.4275
Os02g0124700	OMERI02G02600	79.5374	24.11
Os02g0125000	OMERI02G02620	97.3262	70.8171
Os02g0125100	OMERI02G02630	99.4163	99.4163
Os02g0125200	OMERI02G02640	81.1989	77.6042
Os02g0125400	OMERI02G02650	94.0711	94.4444
Os02g0125600	OMERI02G02660	99.5	35.5357
Os02g0125700	OMERI02G02670	96	94.4882
Os02g0125800	OMERI02G02680	79.5848	83.9416
Os02g0126000	OMERI02G02690	44.4444	25.4335
Os02g0126300	OMERI02G02710	93.5599	98.1238
Os02g0126400	OMERI02G02720	99.0421	99.0421
Os02g0126500	OMERI02G02730	97.8923	97.2093
Os02g0126600	OMERI02G02740	96.9325	96.9325
Os02g0126700	OMERI02G02750	98.8636	61.7021
Os02g0126800	OMERI02G02760	88.664	43.5388
Os02g0127000	OMERI02G02780	98.3553	96.4516
Os02g0127500	OMERI02G02810	98.6301	98.6301
Os02g0127700	OMERI02G02830	78.7879	96.2963
Os02g0127800	OMERI02G02840	97.6471	98.5163
Os02g0127900	OMERI02G02850	92.0245	78.125
Os02g0128200	OMERI02G02860	89.9135	62.5251
Os02g0128300	OMERI02G02870	73.5426	45.3665
Os02g0128400	OMERI02G02880	99.115	95.1841
Os02g0128600	OMERI02G02890	87.1134	77.8802
Os02g0128800	OMERI02G02900	99.3506	99.3506
Os02g0129300	OMERI02G02930	92.7711	20.1044
Os02g0129600	OMERI02G02950	75.9162	36.25
Os02g0129900	OMERI02G02990	92.8339	61.8221
Os02g0130000	OMERI02G03000	94.6565	96.875
Os02g0130100	OMERI02G03010	98.8235	98.8235
Os02g0130200	OMERI02G03020	95.8661	97.2056
Os02g0130300	OMERI02G03030	97.3761	91.2568
Os02g0130600	OMERI02G03050	85.0829	98.7179
Os02g0130700	OMERI02G03060	89.9083	83.7607
Os02g0130900	OMERI02G03080	97.6351	97.4705
Os02g0131000	OMERI02G03090	88.5714	91.8519
Os02g0131100	OMERI02G03100	92.4399	16.6203
Os02g0131200	OMERI02G03120	97.9452	97.7778
Os02g0131300	OMERI02G03130	100	98.7654
Os02g0131400	OMERI02G03140	97.8395	97.6888
Os02g0131600	OMERI02G03160	95.2941	91.0112
Os02g0131700	OMERI02G03150	99.1071	98.4479
Os02g0131800	OMERI02G03170	98.5321	97.8142
Os02g0132100	OMERI02G03200	98.7252	80.1149
Os02g0132200	OMERI02G03210	81.9315	94.9458
Os02g0132300	OMERI02G03220	47.0588	67.7249
Os02g0132600	OMERI02G03230	96.6667	52.4096
Os02g0133000	OMERI02G03270	97.3094	97.9684
Os02g0133100	OMERI02G03300	99.7636	67.6282
Os02g0133300	OMERI02G03320	87.5969	9.87331
Os02g0133400	OMERI02G03320	75.3363	7.33945
Os02g0133800	OMERI02G03330	100	100
Os02g0133900	OMERI02G03340	95	94.0104
Os02g0134000	OMERI02G03350	90.5797	64.7668
Os02g0134200	OMERI02G03360	90.9804	69.8795
Os02g0134400	OMERI02G03370	96.7442	96.7442
Os02g0134500	OMERI02G03380	90.1818	72.3032
Os02g0134700	OMERI02G03440	89.2308	77.3333
Os02g0135000	OMERI02G03450	97.8022	88.1188
Os02g0135200	OMERI02G03460	84.8606	31.791
Os02g0135300	OMERI02G03480	98.8462	99.2278
Os02g0135500	OMERI02G03490	99.7938	99.384
Os02g0135600	OMERI02G03500	99.4065	99.4065
Os02g0135700	OMERI02G03510	98.5441	99.305
Os02g0135800	OMERI02G03520	100	100
Os02g0135850	OMERI02G03530	100	100
Os02g0135900	OMERI02G03540	98.6928	98.6928
Os02g0136000	OMERI02G03550	97.9396	95.4485
Os02g0136400	OMERI02G03680	73.7945	51.2373
Os02g0136800	OMERI02G03640	98.2906	98.0114
Os02g0136900	OMERI02G03700	99.4056	90.8967
Os02g0136933	OMERI02G03710	94.4118	24.826
Os02g0137000	OMERI02G03710	96.1538	56.0712
Os02g0137100	OMERI02G03720	91.1854	76.5306
Os02g0137200	OMERI02G03730	86.4964	87.4539
Os02g0137400	OMERI02G03740	97.2028	67.5851
Os02g0137500	OMERI02G03750	94.6117	35.7057
Os02g0137700	OMERI02G03760	95.4849	95.9664
Os02g0138000	OMERI02G03810	95.1009	95.2381
Os02g0138100	OMERI02G03430	41.6667	56.391
Os02g0138200	OMERI02G03820	94.9275	94.9275
Os02g0138600	OMERI02G03690	82.6667	67.8337
Os02g0138900	OMERI02G03850	80.8765	55.6164
Os02g0139000	OMERI02G03860	97.4304	97.8495
Os02g0139200	OMERI02G03870	91.2173	97.6898
Os02g0139300	OMERI02G03890	99.182	99.3852
Os02g0139400	OMERI02G03900	97.8723	58.9744
Os02g0139500	OMERI02G03910	92.3729	21.1514
Os02g0139600	OMERI02G03920	88.9518	61.0895
Os02g0140200	OMERI02G03930	92.9293	63.0137
Os02g0140300	OMERI02G04000	95.3368	96.3351
Os02g0140800	OMERI02G04060	78.6223	91.6898
Os02g0141000	OMERI02G04080	98.6928	98.0519
Os02g0141100	OMERI02G04100	98.0287	95.5459
Os02g0141300	OMERI02G04110	99.5984	99.5984
Os02g0141500	OMERI02G04120	99.1228	34.5038
Os02g0142100	OMERI11G15170	18.4397	29.5455
Os02g0142500	OMERI02G04210	89.1775	13.9566
Os02g0142800	OMERI02G04230	97.9827	99.1254
Os02g0142950	OMERI02G04210	93.3824	8.60434
Os02g0143100	OMERI02G04240	99.2908	67.9612
Os02g0143200	OMERI02G04250	98.6473	98.6473
Os02g0143300	OMERI02G04260	96.7213	95.1613
