Gene stable ID	Brassica rapa gene stable ID	%id. target Brassica rapa gene identical to query gene	%id. query gene identical to target Brassica rapa gene
Os02g0614500	Bra010685	76.1329	75.2239
Os02g0614500	Bra011863	75.5287	74.6269
Os02g0614500	Bra028027	74.9245	74.0299
Os02g0614500	Bra034448	73.4139	72.5373
Os02g0614600	Bra022414	16.962	20.0599
Os02g0614600	Bra022416	17.2152	19.4286
Os02g0614600	Bra032170	22.2785	24.7887
Os02g0614600	Bra039196	23.1646	22.9323
Os02g0614700	Bra040733	42.9448	14.9893
Os02g0614966	Bra014313	31.3333	13.0014
Os02g0615400	Bra014313	37.6963	9.95851
Os02g0615500	Bra014313	25.4122	36.2379
Os02g0615800	Bra002305	36.6633	35.5965
Os02g0615800	Bra005562	37.7622	36.8421
Os02g0615800	Bra005563	35.4645	36.864
Os02g0615800	Bra006560	37.8621	36.7248
Os02g0615800	Bra006717	37.962	38.3064
Os02g0615800	Bra007256	36.6633	38.269
Os02g0615800	Bra018128	38.5614	37.1154
Os02g0615800	Bra018164	37.962	37.182
Os02g0615800	Bra018165	27.4725	36.7647
Os02g0615800	Bra021289	35.5644	38.4865
Os02g0615800	Bra022422	37.7622	37.5746
Os02g0615800	Bra027572	36.4635	36.1386
Os02g0615800	Bra027938	36.5634	37.3851
Os02g0615800	Bra029191	34.2657	35.3244
Os02g0615800	Bra035694	36.6633	36.6267
Os02g0615800	Bra035695	36.2637	36.3363
Os02g0615800	Bra036778	38.4615	37.415
Os02g0615800	Bra037076	37.7622	37.3887
Os02g0616100	Bra014208	32.6484	30.1053
Os02g0616100	Bra022412	32.4201	30.9368
Os02g0616100	Bra039774	35.3881	39.6419
Os02g0616100	Bra040669	34.0183	26.8468
Os02g0616300	Bra027505	1.20846	2.85714
Os02g0617100	Bra011058	21.5873	8.12425
Os02g0617100	Bra027509	19.0476	7.88436
Os02g0617300	Bra036452	64.2384	33.7274
Os02g0617300	Bra036692	64.2384	33.8215
Os02g0617400	Bra001100	63.4877	63.6612
Os02g0617400	Bra011060	62.1253	63.1579
Os02g0617400	Bra023673	61.3079	60.8108
Os02g0617400	Bra038955	64.0327	64.2076
Os02g0617400	Bra040203	62.6703	62.8415
Os02g0617500	Bra033025	69.1814	39.3967
Os02g0617700	Bra006261	41.6149	13.9148
Os02g0617700	Bra008751	40.9938	13.5385
Os02g0617700	Bra010242	5.90062	3.00158
Os02g0618100	Bra025584	54.6875	63.0631
Os02g0618100	Bra030333	53.125	43.5897
Os02g0618200	Bra012964	41.8919	37.6736
Os02g0618200	Bra035933	39.9614	40.668
Os02g0618250	Bra031125	81.25	81.25
Os02g0618250	Bra036475	78.125	78.125
Os02g0618250	Bra036676	54.6875	64.8148
Os02g0618400	Bra001941	43.2526	45.6204
Os02g0618400	Bra015029	42.9066	45.7565
Os02g0618400	Bra020744	36.6782	41.2451
Os02g0618400	Bra025410	38.7543	41.791
Os02g0618400	Bra028369	43.5986	45.9854
Os02g0618400	Bra036202	38.4083	41.573
Os02g0619600	Bra002456	50.4937	51.1429
Os02g0619600	Bra005066	47.5317	51.372
Os02g0619600	Bra020234	51.622	52.6619
Os02g0620100	Bra035399	28.9916	30
Os02g0620400	Bra001101	49.5575	58.3333
Os02g0620400	Bra011052	48.6726	49.1071
Os02g0620400	Bra040141	50.4425	58.7629
Os02g0620400	Bra040202	50.4425	60
Os02g0621300	Bra000014	52.6656	53.1811
Os02g0621300	Bra005169	50.4039	50.4039
Os02g0621300	Bra017159	50.4039	53.5163
Os02g0621300	Bra017160	52.8271	41.3924
Os02g0621300	Bra032670	57.8352	57.0064
Os02g0621500	Bra013241	37.5	39.2308
Os02g0621500	Bra015086	36.7647	39.6825
Os02g0621600	Bra001913	20.5128	26.8908
Os02g0621600	Bra015284	30.7692	32.2148
Os02g0621600	Bra027524	30.1282	30.9211
Os02g0621600	Bra032534	30.7692	30.9677
Os02g0621600	Bra033716	27.5641	34.127
Os02g0621700	Bra027661	83.6493	83.848
Os02g0621700	Bra036470	83.6493	83.848
Os02g0621800	Bra001912	48.4416	50.4054
Os02g0621800	Bra014947	48.7013	50.3356
Os02g0621800	Bra015283	46.4935	47.4801
Os02g0621800	Bra024190	51.6883	53.4946
Os02g0622100	Bra010762	66.9546	68.5841
Os02g0622100	Bra015317	65.2268	65.9389
Os02g0622100	Bra023732	68.0346	72.7483
Os02g0622100	Bra027483	68.2505	65.5602
Os02g0622100	Bra032511	66.9546	66.3812
Os02g0622100	Bra035974	68.8985	67.1579
Os02g0622200	Bra005376	72.973	69.2308
Os02g0622300	Bra010412	81.3433	81.3433
Os02g0622300	Bra019070	81.3433	81.3433
Os02g0622300	Bra026380	81.3433	81.3433
Os02g0622300	Bra038852	74.6269	64.1026
Os02g0622400	Bra005493	74.2574	74.2574
Os02g0622400	Bra018929	70.7921	70.7921
Os02g0622400	Bra021855	75.7426	64.0167
Os02g0622500	Bra001108	26.6129	17.5532
Os02g0622500	Bra040189	49.1936	26.4069
Os02g0623400	Bra001109	51.6746	56.8421
Os02g0623400	Bra009997	57.8947	63.0208
Os02g0623400	Bra014935	58.3732	61.3065
Os02g0623400	Bra018263	56.9378	55.3488
Os02g0623400	Bra020610	56.9378	62.3037
Os02g0623400	Bra021707	56.9378	54.8387
Os02g0623400	Bra023738	57.8947	68.75
Os02g0623400	Bra036134	56.4593	61.4583
Os02g0623400	Bra040137	51.6746	36.3636
Os02g0623400	Bra040188	53.11	56.3452
Os02g0623500	Bra001509	26.9625	44.7592
Os02g0623500	Bra027429	71.3311	69.2053
Os02g0624300	Bra001907	51.5504	46.5035
Os02g0624300	Bra014929	51.1628	46.3158
Os02g0624300	Bra015481	49.2248	50.3968
Os02g0624300	Bra018267	45.3488	46.2451
Os02g0624300	Bra021708	46.8992	48.4
Os02g0624300	Bra022831	44.5736	46.748
Os02g0624300	Bra023742	51.938	47.6868
Os02g0624400	Bra006462	57.9525	59.2523
Os02g0624400	Bra023678	56.1243	57.5985
Os02g0624400	Bra040140	57.404	57.5092
Os02g0625000	Bra015313	50.5376	57.0191
Os02g0625000	Bra030568	52.381	55.0889
Os02g0625300	Bra018609	43.2787	33.9332
Os02g0625300	Bra030737	43.9344	47.3498
Os02g0625300	Bra040186	43.9344	47.5177
Os02g0625500	Bra005735	74.4681	81.1594
Os02g0625500	Bra009536	75	81.9767
Os02g0625500	Bra034087	72.6064	79.3605
Os02g0626100	Bra003126	69.7575	69.1655
Os02g0626100	Bra005221	32.3823	61.186
Os02g0626100	Bra006985	68.331	67.847
Os02g0626100	Bra017210	71.0414	68.9751
Os02g0626100	Bra028793	21.5407	51.3605
Os02g0626100	Bra029831	69.6148	69.1218
Os02g0626100	Bra030322	64.3367	64.6132
Os02g0626100	Bra039777	47.7889	65.6863
Os02g0626400	Bra003126	73.6769	74.8232
Os02g0626400	Bra005221	34.4011	66.5768
Os02g0626400	Bra006985	72.0056	73.2295
Os02g0626400	Bra017210	75.2089	74.7922
Os02g0626400	Bra028793	22.1448	54.0816
Os02g0626400	Bra029831	73.3983	74.6459
Os02g0626400	Bra030322	65.4596	67.3352
Os02g0626400	Bra039777	51.2535	72.1569
Os02g0626600	Bra003126	70.0699	70.8628
Os02g0626600	Bra005221	31.049	59.8383
Os02g0626600	Bra006985	68.951	69.83
Os02g0626600	Bra017210	72.4476	71.7452
Os02g0626600	Bra028793	21.5385	52.381
Os02g0626600	Bra029831	70.4895	71.3881
Os02g0626600	Bra030322	62.2378	63.7536
Os02g0626600	Bra039777	47.8322	67.0588
Os02g0627100	Bra003126	73.4923	74.116
Os02g0627100	Bra005221	34.7826	66.8464
Os02g0627100	Bra006985	72.5105	73.2295
Os02g0627100	Bra017210	75.3156	74.3767
Os02g0627100	Bra028793	22.4404	54.4218
Os02g0627100	Bra029831	73.352	74.0793
Os02g0627100	Bra030322	64.6564	66.0458
Os02g0627100	Bra039777	50.9116	71.1765
Os02g0627700	Bra011963	61.5748	57.1637
Os02g0628000	Bra003135	52.8689	77.2455
Os02g0628000	Bra007000	51.6393	75
Os02g0628000	Bra011962	67.6229	77.4648
Os02g0628000	Bra017202	66.8033	77.619
Os02g0628000	Bra023107	65.9836	78.1553
Os02g0628000	Bra034399	67.6229	77.4648
Os02g0628000	Bra039788	51.6393	75.4491
Os02g0628200	Bra011960	70.088	71.7718
Os02g0628200	Bra035708	70.9677	40.2662
Os02g0628800	Bra023834	65.1376	97.2603
Os02g0629000	Bra002459	35.2941	37.5
Os02g0629000	Bra005738	32.3529	30.8989
Os02g0629000	Bra009543	32.9412	31.8182
Os02g0629000	Bra020237	36.4706	37.3494
Os02g0629000	Bra035703	30.5882	21.1382
Os02g0629200	Bra002462	75	83.0769
Os02g0629200	Bra005215	66.6667	80.6723
Os02g0629200	Bra005216	64.9306	80.9524
Os02g0629200	Bra006650	81.25	82.1053
Os02g0629200	Bra006997	80.2083	80.4878
Os02g0629200	Bra015216	20.8333	56.6038
Os02g0629200	Bra020238	79.8611	81.2721
Os02g0629200	Bra023102	80.5556	81.9788
Os02g0629200	Bra023103	80.2083	81.0526
Os02g0629400	Bra026610	46.9582	52.386
Os02g0629400	Bra026823	27.7567	42.7526
Os02g0630000	Bra005947	22.0297	20.7459
Os02g0631000	Bra010257	45.5013	43.7037
Os02g0631000	Bra032104	46.7866	45.0495
Os02g0631200	Bra004049	31.7241	32.9749
Os02g0631200	Bra004286	32.069	33.3333
Os02g0631200	Bra018421	30.3448	37.4468
Os02g0631200	Bra019900	26.2069	29.4574
Os02g0631200	Bra027143	30.3448	35.3414
Os02g0631200	Bra031487	28.2759	33.3333
Os02g0631200	Bra031746	29.6552	34.127
Os02g0631500	Bra000126	45.1705	13.5319
Os02g0631601	Bra000126	49.0654	8.93617
Os02g0632100	Bra003598	35.249	23.2617
Os02g0632100	Bra011245	36.0153	23.8882
Os02g0632100	Bra011246	32.3755	28.0265
Os02g0632100	Bra011247	31.6092	22.7586
Os02g0632100	Bra015361	36.59	24.1162
Os02g0632100	Bra016370	28.7356	21.1268
Os02g0632100	Bra018131	16.6667	22.3077
Os02g0632100	Bra018132	16.6667	38.4956
Os02g0632100	Bra024026	28.9272	31.6562
Os02g0632100	Bra025736	32.9502	17.8794
Os02g0632100	Bra026731	35.0575	25.2414
Os02g0632100	Bra026732	34.0996	23.6074
Os02g0632100	Bra030595	36.2069	26.9615
Os02g0632100	Bra030596	36.59	25.4667
Os02g0632100	Bra031078	35.249	40.2626
Os02g0632100	Bra031079	30.8429	17.7508
Os02g0632100	Bra035134	37.5479	26.0638
Os02g0632100	Bra035135	26.8199	43.4783
Os02g0632500	Bra019896	54.7368	54.026
Os02g0632500	Bra027124	53.2895	53.2194
Os02g0632800	Bra003598	13.7803	9.35525
Os02g0632800	Bra011245	12.8492	8.76747
Os02g0632800	Bra011246	5.02793	4.47761
Os02g0632800	Bra011247	11.1732	8.27586
Os02g0632800	Bra015361	14.7114	9.97475
Os02g0632800	Bra016370	14.3389	10.8451
Os02g0632800	Bra018131	6.51769	8.97436
Os02g0632800	Bra018132	0.558659	1.32743
Os02g0632800	Bra024026	6.51769	7.33753
Os02g0632800	Bra025736	11.9181	6.65281
Os02g0632800	Bra026731	12.6629	9.37931
Os02g0632800	Bra026732	13.0354	9.28382
Os02g0632800	Bra030595	12.1043	9.27247
Os02g0632800	Bra030596	13.594	9.73333
Os02g0632800	Bra031078	2.23464	2.62582
Os02g0632800	Bra031079	8.37989	4.96141
Os02g0632800	Bra035134	13.2216	9.44149
Os02g0632800	Bra035135	0.372439	0.621118
Os02g0632900	Bra003598	20.1102	9.22882
Os02g0632900	Bra011245	18.1818	8.38628
Os02g0632900	Bra011246	7.98898	4.80929
Os02g0632900	Bra011247	17.9063	8.96552
Os02g0632900	Bra015361	20.1102	9.21717
Os02g0632900	Bra016370	19.2837	9.85915
Os02g0632900	Bra018131	12.9477	12.0513
Os02g0632900	Bra018132	0	0
Os02g0632900	Bra024026	9.09091	6.91824
Os02g0632900	Bra025736	16.8044	6.34096
Os02g0632900	Bra026731	18.7328	9.37931
Os02g0632900	Bra026732	17.3554	8.35544
Os02g0632900	Bra030595	20.3857	10.5563
Os02g0632900	Bra030596	19.5592	9.46667
Os02g0632900	Bra031078	2.75482	2.18818
Os02g0632900	Bra031079	12.9477	5.18192
Os02g0632900	Bra035134	18.7328	9.04255
Os02g0632900	Bra035135	0	0
Os02g0633000	Bra005648	16.3205	21.2355
Os02g0633066	Bra003598	26.4418	30.7206
Os02g0633066	Bra011245	26.2242	30.6226
Os02g0633066	Bra011246	21.0011	32.0066
Os02g0633066	Bra011247	23.7214	30.069
Os02g0633066	Bra015361	26.9859	31.3131
Os02g0633066	Bra016370	23.0686	29.8592
Os02g0633066	Bra018131	13.1665	31.0256
Os02g0633066	Bra018132	9.24918	37.6106
Os02g0633066	Bra024026	18.716	36.0587
Os02g0633066	Bra025736	23.8302	22.7651
Os02g0633066	Bra026731	25.136	31.8621
Os02g0633066	Bra026732	25.2448	30.7692
Os02g0633066	Bra030595	26.9859	35.378
Os02g0633066	Bra030596	27.8564	34.1333
Os02g0633066	Bra031078	20.457	41.1379
Os02g0633066	Bra031079	21.654	21.9405
Os02g0633066	Bra035134	26.877	32.8457
Os02g0633066	Bra035135	15.0163	42.8571
Os02g0633100	Bra015118	32.5275	32.4028
Os02g0633200	Bra010568	34.5055	38.5749
Os02g0633200	Bra037216	34.2857	37.2315
Os02g0633400	Bra021384	34.2282	36.8231
Os02g0633400	Bra032088	30.8725	33.6996
Os02g0634100	Bra023841	27.6408	35.0446
Os02g0634100	Bra031340	5.6338	18.8235
Os02g0634100	Bra031343	22.8873	42.2078
Os02g0634500	Bra009331	48.3221	60.5042
Os02g0634500	Bra013020	46.6443	59.1489
Os02g0634600	Bra013025	61.4815	62.406
Os02g0634600	Bra029362	23.2099	57.3171
Os02g0634700	Bra029363	63.0928	60.835
Os02g0634800	Bra009857	90.4459	87.1166
Os02g0634800	Bra036549	89.8089	74.2105
Os02g0634900	Bra003618	74.0426	71.0204
Os02g0634900	Bra008402	74.0426	74.0426
Os02g0634900	Bra035099	74.0426	74.0426
Os02g0635000	Bra020184	65.8263	65.8263
Os02g0635000	Bra021681	56.0224	57.1429
Os02g0635000	Bra023598	54.3417	56.3953
Os02g0635000	Bra028932	56.0224	58.309
Os02g0635000	Bra035006	48.1793	52.1212
Os02g0635200	Bra020184	69.8895	70.8683
Os02g0635200	Bra021681	58.0111	60
Os02g0635200	Bra023598	57.7348	60.7558
Os02g0635200	Bra028932	58.2873	61.516
Os02g0635200	Bra035006	51.9337	56.9697
Os02g0635700	Bra028663	50	38.8889
Os02g0636300	Bra016758	56.8935	28.1277
Os02g0636400	Bra009671	54.5	26.9136
Os02g0636400	Bra029367	54	26.2774
Os02g0636600	Bra005987	39.738	45.0495
Os02g0636600	Bra009672	39.738	42.9245
Os02g0636600	Bra009674	40.1747	43.1925
Os02g0636600	Bra009675	39.3013	42.654
Os02g0636600	Bra009677	40.6114	43.662
Os02g0636600	Bra026502	40.1747	43.3962
Os02g0636600	Bra029368	35.8079	37.963
Os02g0636600	Bra029369	38.8646	40.8257
Os02g0636600	Bra029370	37.9913	39.9083
Os02g0636700	Bra005987	39.6552	45.5446
Os02g0636700	Bra009672	40.0862	43.8679
Os02g0636700	Bra009674	40.0862	43.662
Os02g0636700	Bra009675	39.6552	43.6019
Os02g0636700	Bra009677	40.5172	44.1315
Os02g0636700	Bra026502	40.0862	43.8679
Os02g0636700	Bra029368	39.6552	42.5926
Os02g0636700	Bra029369	39.6552	42.2018
Os02g0636700	Bra029370	40.0862	42.6605
Os02g0637700	Bra020469	73.2283	73.4211
Os02g0637800	Bra009678	45.5041	45.0742
Os02g0637900	Bra003847	62.3256	61.1872
Os02g0637900	Bra015997	57.6744	60.7843
Os02g0638000	Bra006779	17.5719	14.5889
Os02g0638200	Bra028109	27.7311	25
Os02g0638200	Bra030877	18.4874	10.8374
Os02g0638300	Bra009685	30.8725	32.3944
Os02g0638300	Bra029372	40.9396	39.3548
Os02g0638650	Bra010383	23.0444	39.4928
Os02g0638650	Bra024222	19.6617	40.7895
Os02g0638650	Bra026280	25.1586	40.6143
Os02g0638650	Bra031146	25.1586	38.2637
Os02g0638900	Bra003003	43.4856	31.7284
Os02g0638900	Bra027242	39.7631	22.296
Os02g0638900	Bra029038	43.4856	32.6557
Os02g0639000	Bra013546	43.617	46.697
Os02g0639000	Bra020905	46.4894	51.5939
Os02g0639000	Bra038764	51.383	51.0032
Os02g0639500	Bra024215	64.3678	63.3962
Os02g0639500	Bra026272	64.751	63.7736
Os02g0639500	Bra036499	62.4521	61.5094
Os02g0639600	Bra029531	75.9146	74.5509
Os02g0639700	Bra021108	26.2295	26.8908
Os02g0639700	Bra027247	28.0738	28.3644
Os02g0639800	Bra010403	18.5315	32.3171
Os02g0639800	Bra019048	25.1748	30.9013
Os02g0639800	Bra024213	24.8252	36.2245
Os02g0639800	Bra026271	23.7762	34.8718
Os02g0639800	Bra026346	25.5245	29.918
Os02g0639800	Bra034212	26.5734	31.5353
Os02g0639900	Bra000821	47.3988	45.5556
Os02g0639900	Bra001592	36.9942	39.2638
Os02g0639900	Bra027250	43.9306	39.5833
Os02g0639900	Bra032547	38.1503	19.7015
Os02g0639900	Bra034214	47.3988	44.5652
Os02g0640000	Bra027628	58.7413	57.1429
Os02g0640000	Bra027813	58.7413	57.1429
Os02g0640300	Bra028301	35.4354	54.1284
Os02g0640500	Bra000880	45.4006	45.0663
Os02g0640500	Bra000881	47.9228	47.8519
Os02g0640500	Bra005168	51.3353	51.4116
Os02g0640500	Bra016235	45.6973	46.4555
Os02g0640500	Bra018553	48.0712	48.5757
Os02g0640500	Bra035326	48.368	48.5842
Os02g0640600	Bra007585	32.7957	41.2162
Os02g0640600	Bra014448	31.7204	39.7306
Os02g0640600	Bra032567	11.0215	35.0427
Os02g0640600	Bra032573	11.828	32.8358
Os02g0640600	Bra033230	28.4946	35.9322
Os02g0640800	Bra007585	42.8571	45.6081
Os02g0640800	Bra014448	43.1746	45.7912
Os02g0640800	Bra032567	18.4127	49.5727
Os02g0640800	Bra032573	19.0476	44.7761
Os02g0640800	Bra033230	41.5873	44.4068
Os02g0641100	Bra025244	46.2857	26.3844
Os02g0641100	Bra039096	46.2857	29.1367
Os02g0641800	Bra000965	79.3307	78.5575
Os02g0641800	Bra008527	55.315	85.1515
Os02g0641800	Bra037351	79.5276	79.2157
Os02g0641900	Bra003443	50	53.1915
Os02g0641900	Bra007588	50	51.3699
Os02g0641900	Bra014446	48.6667	51.4085
Os02g0642200	Bra004940	49.7537	52.6042
Os02g0642200	Bra007589	46.3054	48.4536
Os02g0642200	Bra039311	50.2463	52.3077
Os02g0642300	Bra019153	56.3107	24.6809
Os02g0642300	Bra022581	50.4854	22.3176
Os02g0642600	Bra029127	23.9886	26.2305
Os02g0642700	Bra009709	58.6498	52.0599
Os02g0642700	Bra018021	56.1181	49.2593
Os02g0643000	Bra003313	44.4015	51.5695
Os02g0643000	Bra003423	47.4903	51.25
Os02g0643000	Bra007547	45.9459	50
Os02g0643000	Bra014481	46.7181	50.6276
Os02g0643000	Bra035442	17.7606	42.5926
Os02g0643000	Bra040323	46.332	50.2092
Os02g0643200	Bra000378	50.7812	57.7778
Os02g0643200	Bra003309	48.4375	59.0476
Os02g0643200	Bra037320	51.9531	55.8824
Os02g0643200	Bra040322	51.9531	57.0815
Os02g0643500	Bra026982	71.8412	71.3262
Os02g0643600	Bra010077	42.1622	44.9568
Os02g0643600	Bra016783	54.0541	51.5464
Os02g0643600	Bra019750	52.4324	49.3639
Os02g0643600	Bra026981	49.7297	54.1176
Os02g0643600	Bra027024	51.0811	48.2143
Os02g0643600	Bra029264	29.1892	35.5263
Os02g0643600	Bra029266	42.1622	42.8571
Os02g0643600	Bra035896	40.2703	44.8795
Os02g0643800	Bra000380	33.6842	39.7516
Os02g0643800	Bra000772	33.1579	38.1818
Os02g0643800	Bra007552	35.2632	39.4118
Os02g0643800	Bra013630	32.1053	38.125
Os02g0643800	Bra014476	36.3158	40.5882
Os02g0643800	Bra018478	27.8947	36.3014
Os02g0643800	Bra019369	31.0526	38.8158
Os02g0643800	Bra020841	33.6842	40.2516
Os02g0643800	Bra029452	31.5789	37.5
Os02g0643800	Bra029934	22.6316	23.6264
Os02g0643900	Bra007553	35.906	38.4892
Os02g0643900	Bra014475	35.5705	37.9928
Os02g0644000	Bra036650	64.1129	65.567
Os02g0644100	Bra018477	70.0692	73.2369
Os02g0644100	Bra026980	48.9619	62.1978
Os02g0644100	Bra027022	71.1073	72.4868
Os02g0644100	Bra036648	68.6851	71.7902
Os02g0644500	Bra019602	35.6618	34.4583
Os02g0644600	Bra012043	32.5095	21.3217
Os02g0644600	Bra019702	30.6084	19.1667
Os02g0644700	Bra018620	56.7114	41.0194
Os02g0644700	Bra030731	57.047	40.9639
Os02g0644700	Bra031631	57.3825	41.2048
Os02g0644900	Bra004443	52.8634	22.3464
Os02g0645000	Bra021061	23.3503	30.4636
Os02g0645000	Bra022144	22.335	24.8588
Os02g0645000	Bra024929	21.3198	23.4637
Os02g0645600	Bra013870	35.1421	40.3561
Os02g0645600	Bra037173	33.3333	37.3913
Os02g0645600	Bra038882	31.7829	43.007
Os02g0646200	Bra003748	39.0335	32.9154
Os02g0646200	Bra008204	40.1487	35.7616
Os02g0646200	Bra010713	37.1747	41.4938
Os02g0646200	Bra011879	38.29	43.0962
Os02g0646200	Bra015835	42.0074	35.2025
Os02g0646400	Bra037174	54.9618	53.7313
Os02g0646500	Bra010553	46.6119	48.6081
Os02g0646500	Bra011674	51.1294	51.7672
Os02g0646500	Bra017753	50.5133	50.8264
Os02g0647300	Bra003380	29.0909	31.3725
Os02g0647300	Bra014537	29.7727	31.5663
Os02g0647300	Bra039837	31.5909	35.8247
Os02g0647900	Bra010553	46.8432	49.2505
Os02g0647900	Bra011674	50.7128	51.7672
Os02g0647900	Bra017753	50.3055	51.0331
Os02g0648100	Bra033176	32.0548	44.3182
Os02g0648100	Bra040013	37.8082	39.7695
Os02g0648300	Bra003702	25.1701	24.2358
Os02g0648300	Bra003703	30.3855	21.8597
Os02g0648300	Bra008285	29.4785	23.4234
Os02g0648300	Bra008286	28.1179	23.9845
Os02g0648300	Bra015715	29.2517	22.4739
Os02g0648300	Bra015716	29.7052	23.775
Os02g0649300	Bra004516	25.6705	26.378
Os02g0649300	Bra007637	23.3716	26.5217
Os02g0649300	Bra014417	23.7548	27.193
Os02g0649300	Bra039265	22.2222	25.3275
Os02g0649700	Bra002616	64.9635	68.5494
Os02g0649700	Bra018170	63.017	63.7931
Os02g0649900	Bra003047	63.7982	53.4161
Os02g0649900	Bra009756	61.8694	62.6126
Os02g0649900	Bra010549	56.5282	56.5282
Os02g0649900	Bra013764	56.8249	57.4213
Os02g0649900	Bra019246	56.0831	56.3338
Os02g0650300	Bra003047	61.4583	51.3043
Os02g0650300	Bra009756	61.6071	62.1622
Os02g0650300	Bra010549	57.5893	57.4184
Os02g0650300	Bra013764	58.0357	58.4708
Os02g0650300	Bra019246	56.5476	56.6319
Os02g0650500	Bra017508	44.7312	50.7317
Os02g0650500	Bra021039	41.5054	48.7374
Os02g0650500	Bra022100	29.4624	61.435
Os02g0650500	Bra024965	45.3763	51.8428
Os02g0650800	Bra001944	32.5507	28.6116
Os02g0650800	Bra015035	32.6574	29.3666
Os02g0650800	Bra015430	35.2188	20.8465
Os02g0650900	Bra005935	81.5085	81.5085
Os02g0650900	Bra009263	81.9951	81.9951
Os02g0650900	Bra028697	81.5085	81.5085
Os02g0651000	Bra035728	57.9787	37.5862
Os02g0651300	Bra035916	65.0602	70.8197
Os02g0652000	Bra000361	41.5094	44.2211
Os02g0652000	Bra004863	41.0377	39.1892
Os02g0652000	Bra009262	43.3962	42.5926
Os02g0652000	Bra012933	22.6415	42.4779
Os02g0652000	Bra037638	41.5094	43.7811
Os02g0652100	Bra000362	37.4233	29.0476
Os02g0652100	Bra004864	39.2638	29.7674
Os02g0652100	Bra010683	28.8344	15.8784
Os02g0652100	Bra011861	28.8344	15.7718
Os02g0652100	Bra033616	28.2209	15.7534
Os02g0652100	Bra037637	39.2638	35.3591
Os02g0652300	Bra000363	60.5948	63.4241
Os02g0652300	Bra007521	70.632	70.3704
Os02g0652300	Bra014502	70.2602	54.7826
Os02g0652300	Bra037635	71.7472	72.5564
Os02g0652550	Bra017499	43.0712	52.2727
Os02g0652550	Bra022110	44.1948	54.1284
Os02g0652550	Bra022111	43.8202	53.1818
Os02g0652550	Bra024958	43.0712	52.7523
Os02g0652600	Bra017498	41.453	44.2922
Os02g0652600	Bra021042	42.735	45.045
Os02g0652600	Bra024957	41.8803	44.7489
Os02g0652800	Bra012657	54.251	45.6559
Os02g0652800	Bra021043	59.1093	54.4776
Os02g0652800	Bra040164	58.502	55.0476
Os02g0653200	Bra000364	35.1515	29.7436
Os02g0653200	Bra004866	35.7576	28.6408
Os02g0653200	Bra007522	36.9697	25.3112
Os02g0653200	Bra014501	36.3636	29.1262
Os02g0653200	Bra037634	36.3636	28.7081
Os02g0653400	Bra005747	28.0519	29.8343
Os02g0653400	Bra009559	24.4156	26.7806
Os02g0653400	Bra028858	24.6753	26.3889
Os02g0653400	Bra028859	23.1169	24.7911
Os02g0653900	Bra012690	41.5441	44.3137
Os02g0653900	Bra040099	41.5441	44.1406
Os02g0654000	Bra021079	58.8435	22.2651
Os02g0654100	Bra021079	59	22.7799
Os02g0654300	Bra004872	59.2754	58.3452
Os02g0654300	Bra037631	56.087	59.7222
Os02g0654400	Bra030061	26.2363	23.7858
Os02g0654400	Bra033662	31.7308	29.9611
Os02g0654400	Bra035961	31.8681	29.7818
Os02g0654500	Bra012660	60.6987	59.4017
Os02g0654500	Bra040160	58.5153	57.7586
Os02g0654600	Bra000365	37.0184	27.5561
Os02g0654600	Bra007523	35.8459	29.5989
Os02g0654600	Bra014497	37.3534	29.2651
Os02g0654700	Bra017495	35.3135	43.6735
Os02g0654700	Bra021047	28.7129	48.0663
Os02g0654700	Bra021048	36.9637	44.0945
Os02g0654700	Bra022115	34.3234	45.4148
Os02g0654700	Bra024954	33.3333	46.3303
Os02g0654700	Bra040159	37.2937	47.0833
Os02g0655100	Bra040337	37.7095	43.9739
Os02g0655200	Bra009250	18.8953	30.8057
Os02g0655200	Bra012938	21.5116	28.6822
Os02g0655200	Bra012939	18.314	31.8182
Os02g0655200	Bra017493	25.5814	29.932
Os02g0655200	Bra021049	24.1279	29.5374
Os02g0655200	Bra024953	25.2907	29.4915
Os02g0655200	Bra028690	18.314	34.6154
Os02g0655200	Bra029319	21.2209	32.7354
Os02g0655200	Bra035732	23.8372	37.788
Os02g0655200	Bra035919	19.186	32.5123
Os02g0655200	Bra040158	25.2907	32.7068
Os02g0655300	Bra000288	34.6304	43.6275
Os02g0655300	Bra004743	53.6965	54.7619
Os02g0655300	Bra004744	49.4163	49.2248
Os02g0655500	Bra012661	51.4706	49.0654
Os02g0655500	Bra024951	56.3725	47.3251
Os02g0655600	Bra035731	47.1014	19.0058
Os02g0655700	Bra037305	62.9752	66.8421
Os02g0655800	Bra005948	35.0365	29.5688
Os02g0655800	Bra009248	35.2798	40.8451
Os02g0655800	Bra012942	35.0365	40.1114
Os02g0656200	Bra029178	40.0524	25.7576
Os02g0656300	Bra018081	62.8141	64.7668
Os02g0656300	Bra033769	63.4841	65.5709
Os02g0656600	Bra000366	33.101	34.296
Os02g0656600	Bra003415	31.3589	37.037
Os02g0656600	Bra004878	34.1463	34.7518
Os02g0656600	Bra007539	32.0557	37.0968
Os02g0656600	Bra040333	33.101	34.296
Os02g0657000	Bra000366	44.8889	36.4621
Os02g0657000	Bra003415	36.8889	34.1564
Os02g0657000	Bra004878	44.8889	35.8156
