Gene stable ID	Oryza punctata gene stable ID	%id. target Oryza punctata gene identical to query gene	%id. query gene identical to target Oryza punctata gene
Os02g0259600	OPUNC02G09960	80.8411	72.9958
Os02g0259850	OPUNC02G09970	86.8526	16.9386
Os02g0259900	OPUNC02G09970	86.0045	29.6037
Os02g0260200	OPUNC02G09990	99.2647	99.2647
Os02g0260400	OPUNC11G20040	74.5455	19.6172
Os02g0260500	OPUNC02G10010	94.7686	68.2609
Os02g0260700	OPUNC02G10020	97.8495	98.556
Os02g0261000	OPUNC02G10030	72.4638	86.2069
Os02g0261100	OPUNC02G10040	99.3243	99.3243
Os02g0262800	OPUNC02G10080	38.2353	55.4054
Os02g0264300	OPUNC02G10090	91.1661	74.1379
Os02g0264700	OPUNC01G12580	44.5312	38.7755
Os02g0264700	OPUNC02G26280	44.5312	38.7755
Os02g0264700	OPUNC05G05630	41.4062	26.1084
Os02g0264800	OPUNC02G10110	90.411	85.7143
Os02g0265200	OPUNC02G10120	87.5346	80
Os02g0265300	OPUNC03G27530	19.5219	34.0278
Os02g0265300	OPUNC03G32770	16.3347	30.597
Os02g0265400	OPUNC02G10130	100	100
Os02g0265700	OPUNC02G10150	65.3409	18.4
Os02g0265800	OPUNC02G10160	93.5323	93.0693
Os02g0265900	OPUNC02G10170	93.0435	93.8596
Os02g0266000	OPUNC02G10180	93.5252	93.5252
Os02g0266100	OPUNC02G10190	96.4912	98.6547
Os02g0266200	OPUNC02G10200	96.8354	96.8354
Os02g0266300	OPUNC02G10210	97.9381	98.1405
Os02g0266500	OPUNC02G10220	5.11364	2.37467
Os02g0266800	OPUNC02G10230	92.953	81.7109
Os02g0267000	OPUNC02G10240	84.8993	85.7627
Os02g0267200	OPUNC02G10250	94.2748	93.9164
Os02g0267700	OPUNC02G10280	93.6508	41.331
Os02g0267900	OPUNC02G10280	88.4892	43.0823
Os02g0268050	OPUNC02G10290	72.4138	71.3208
Os02g0268100	OPUNC02G10300	96.2	96.2
Os02g0268100	OPUNC02G10310	27.8	92.053
Os02g0268300	OPUNC02G10300	96.2	96.2
Os02g0268300	OPUNC02G10310	27.8	92.053
Os02g0268400	OPUNC02G10290	72.4138	71.3208
Os02g0268600	OPUNC02G10320	94.5256	92.8315
Os02g0269000	OPUNC02G10340	95.5326	93.2886
Os02g0269200	OPUNC02G10380	84.8485	100
Os02g0269600	OPUNC02G10390	93.9759	85.7143
Os02g0270200	OPUNC02G10400	88.5081	59.4851
Os02g0270800	OPUNC02G10400	89.5408	47.561
Os02g0271600	OPUNC02G10420	82.4666	75
Os02g0271900	OPUNC02G10490	76.4168	84.6154
Os02g0272100	OPUNC02G10510	73.4336	80.4945
Os02g0272200	OPUNC02G10520	70.8333	88.3117
Os02g0272300	OPUNC02G10530	97.6608	96.5318
Os02g0272400	OPUNC02G10540	95.3795	98.9726
Os02g0272600	OPUNC02G10550	97.1888	97.1888
Os02g0272850	OPUNC03G17240	6.66667	1.07527
Os02g0272900	OPUNC02G10590	21.3896	39.7468
Os02g0273000	OPUNC02G10620	93.456	95.6067
Os02g0273100	OPUNC02G10630	96.401	96.8992
Os02g0273800	OPUNC02G10670	78.7204	81.4389
Os02g0273900	OPUNC02G10680	86.747	77.4194
Os02g0274000	OPUNC02G10690	67.1053	60
Os02g0274100	OPUNC02G10700	83.6088	94.1085
Os02g0274600	OPUNC02G10720	80.5492	65.1852
Os02g0274700	OPUNC02G10750	93.2945	83.1169
Os02g0274700	OPUNC12G06290	93.2945	83.1169
Os02g0274900	OPUNC02G10790	87.1102	87.1102
Os02g0275100	OPUNC02G10800	96.7105	96.7105
Os02g0275200	OPUNC02G10810	89.3511	84.5669
Os02g0276200	OPUNC02G10820	83.1461	82.6816
Os02g0276400	OPUNC02G10840	87.0647	71.4286
Os02g0276500	OPUNC02G10850	90	90.3846
Os02g0276900	OPUNC02G10860	87.3786	93.0233
Os02g0277600	OPUNC02G10870	93.5872	94.7262
Os02g0277700	OPUNC02G10880	71.2439	35.4787
Os02g0278700	OPUNC02G10910	89.3887	91.6076
Os02g0279600	OPUNC02G10920	96.1538	96.1538
Os02g0280100	OPUNC02G10940	97.931	97.931
Os02g0280400	OPUNC02G10960	88.4615	98.3957
Os02g0280500	OPUNC02G10970	97.561	12.966
Os02g0280700	OPUNC02G10980	93.4473	93.1818
Os02g0281000	OPUNC02G10990	95.488	97.646
Os02g0281150	OPUNC02G11000	88.764	94.8949
Os02g0281200	OPUNC02G11020	92.4444	89.8876
Os02g0282100	OPUNC02G11030	95.8333	96.5035
Os02g0282900	OPUNC10G09370	39.3092	36.2671
Os02g0283800	OPUNC02G11090	99.0115	99.0115
Os02g0284600	OPUNC02G11140	100	100
Os02g0284800	OPUNC02G11150	82.8125	80.303
Os02g0285300	OPUNC02G11160	77.5862	83.3333
Os02g0285800	OPUNC02G11180	98.5052	99.5468
Os02g0285900	OPUNC02G11190	48.7078	60.049
Os02g0286200	OPUNC02G11230	96.8481	97.6879
Os02g0286350	OPUNC07G21430	66.6667	38.4615
Os02g0287000	OPUNC02G11250	98.1618	64.4928
Os02g0287800	OPUNC02G11260	56.0976	42.8571
Os02g0288000	OPUNC02G11280	89.0777	40.5525
Os02g0288100	OPUNC02G11290	92.5993	90.636
Os02g0288200	OPUNC02G11300	78.5467	78.4111
Os02g0288400	OPUNC02G11310	94.7123	93.4049
Os02g0288700	OPUNC02G11310	95.1424	87.1166
Os02g0289500	OPUNC03G12340	45.2632	35.8333
Os02g0290000	OPUNC02G11320	93.871	86.8657
Os02g0290000	OPUNC02G11360	17.3118	89.9441
Os02g0290300	OPUNC02G11380	92.2392	89.9504
Os02g0290400	OPUNC02G11390	89.7887	95.1493
Os02g0290500	OPUNC02G11400	95.3982	82.7957
Os02g0290600	OPUNC02G11410	98.3222	72.4351
Os02g0290900	OPUNC02G11430	97.2431	98.2279
Os02g0291000	OPUNC02G11440	33.3333	65.7407
Os02g0291500	OPUNC02G11470	97.9058	42.5
Os02g0292600	OPUNC02G11480	80.6846	91.4127
Os02g0292800	OPUNC02G11520	92	93.1174
Os02g0293300	OPUNC02G11540	91.9753	95.2077
Os02g0293400	OPUNC02G11560	98.5673	98.5673
Os02g0293500	OPUNC02G11570	95.7895	32.3268
Os02g0293800	OPUNC02G11580	96.3039	64.6897
Os02g0293900	OPUNC02G11590	62.7376	66.8016
Os02g0294000	OPUNC02G11610	62.9834	65.7061
Os02g0294100	OPUNC02G11600	34.9882	96.732
Os02g0294100	OPUNC02G11620	92.1986	93.9759
Os02g0294600	OPUNC02G11630	98.4314	84.5118
Os02g0294700	OPUNC02G11640	91.1337	38.0923
Os02g0295700	OPUNC02G11640	94.2169	47.5091
Os02g0296400	OPUNC02G11670	91.7603	83.0508
Os02g0296800	OPUNC02G11700	82.1138	27.9006
Os02g0297132	OPUNC02G11740	92.3077	61.2676
Os02g0297200	OPUNC02G11760	89.9083	92.2043
Os02g0297600	OPUNC02G11790	92.7681	86.3109
Os02g0299000	OPUNC02G11840	78.8494	79.3867
Os02g0299200	OPUNC02G11850	92.1649	92.7386
Os02g0300700	OPUNC02G11870	99.2958	99.2958
Os02g0301000	OPUNC02G11880	96.319	96.319
Os02g0301100	OPUNC02G11890	95.7529	97.6378
Os02g0301500	OPUNC02G11900	100	44.1034
Os02g0301700	OPUNC02G11910	94.9612	80.0654
Os02g0301800	OPUNC11G11880	62.4067	62.4067
Os02g0302700	OPUNC02G11930	84.9658	56.0902
Os02g0302900	OPUNC02G11940	88.8889	94.3396
Os02g0303500	OPUNC02G12010	94.4954	94.4954
Os02g0304500	OPUNC02G12080	81.5739	63.5277
Os02g0304800	OPUNC02G12070	92.963	92.4494
Os02g0304900	OPUNC02G12060	84.4898	96.2791
Os02g0305600	OPUNC02G12130	77.2487	82.2535
Os02g0305700	OPUNC08G19790	95.0867	48.2405
Os02g0305950	OPUNC08G19800	72.7273	74.2857
Os02g0306401	OPUNC02G12140	84.8178	93.5268
Os02g0306550	OPUNC02G12150	86.4583	89.5683
Os02g0306900	OPUNC02G12160	99.4269	94.2935
Os02g0307000	OPUNC02G12170	97.6895	97.4194
Os02g0307200	OPUNC01G36720	95.8115	40.3974
Os02g0307300	OPUNC01G36730	79.4444	11.9067
Os02g0307800	OPUNC02G12180	87.5458	73.9938
Os02g0307900	OPUNC02G12190	80.4147	82.1176
Os02g0308400	OPUNC02G12210	86.8914	88.5496
Os02g0308800	OPUNC02G12230	86.9403	86.6171
Os02g0310400	OPUNC12G11820	21.5054	15.873
Os02g0311150	OPUNC02G12250	90.7692	94.6524
Os02g0312500	OPUNC02G12310	98.1928	97.0238
Os02g0312600	OPUNC02G12320	97.9695	99.4845
Os02g0312700	OPUNC02G12330	90.2542	90.2542
Os02g0312800	OPUNC02G12340	95.5319	95.1271
Os02g0313400	OPUNC02G12350	98.155	49.5345
Os02g0313700	OPUNC02G12390	95.2646	95.2646
Os02g0314300	OPUNC02G12430	62.6667	94.9495
Os02g0314600	OPUNC02G12440	92.607	92.2481
Os02g0315200	OPUNC01G34940	51.6556	23.3883
Os02g0315600	OPUNC02G12550	95.2756	94.5312
Os02g0315600	OPUNC02G12570	94.8819	95.2569
Os02g0316200	OPUNC02G12580	96.934	97.1631
Os02g0317300	OPUNC02G12630	93.5976	96.5409
Os02g0317400	OPUNC02G12650	100	58.8997
Os02g0317500	OPUNC02G12660	75.7576	90.9091
Os02g0317800	OPUNC02G12670	90.9677	94
Os02g0318100	OPUNC02G12680	36.2606	67.7249
Os02g0318400	OPUNC02G12730	55.7471	25.9358
Os02g0318600	OPUNC02G12750	85.1351	63.9594
Os02g0318600	OPUNC02G13440	56.7568	60.4317
Os02g0319100	OPUNC02G12780	95.8076	95.6897
Os02g0319300	OPUNC02G12830	97.4026	21.1268
Os02g0319800	OPUNC02G12840	95.3437	94.2982
Os02g0320000	OPUNC02G12860	77.0335	65.1822
Os02g0320100	OPUNC02G12870	95.7576	74.5283
Os02g0320300	OPUNC02G12890	91.0714	88.5417
Os02g0320600	OPUNC02G12910	67.9803	70.0508
Os02g0320800	OPUNC02G12920	81.457	71.5116
Os02g0321000	OPUNC02G12930	90.5904	76.124
Os02g0321500	OPUNC02G12980	91.5709	90.8745
Os02g0321800	OPUNC02G13000	97.3451	96.4912
Os02g0321900	OPUNC02G13010	96.7593	99.0521
Os02g0322400	OPUNC02G13020	79.4643	79.4643
Os02g0323600	OPUNC02G13060	91.6667	93.1452
Os02g0324300	OPUNC02G13070	99.0323	99.0323
Os02g0324400	OPUNC02G13080	91.6031	90.2256
Os02g0324700	OPUNC02G13110	80.2139	98.6842
Os02g0325100	OPUNC02G13140	99.7613	99.7613
Os02g0325600	OPUNC02G13150	95.1456	95.8435
Os02g0326000	OPUNC02G13160	90.3915	84.3854
Os02g0326200	OPUNC02G13170	92.1429	91.1661
Os02g0326600	OPUNC02G13180	97.7912	68.3989
Os02g0326700	OPUNC02G13190	53.9548	65.1877
Os02g0327000	OPUNC02G13200	98.1818	98.1818
Os02g0327100	OPUNC03G26570	98.9189	54.3027
Os02g0327500	OPUNC02G13210	90.4328	90.8467
Os02g0327700	OPUNC02G13240	91.1552	95.6439
Os02g0328300	OPUNC02G13270	58.1882	95.4286
Os02g0329300	OPUNC02G13310	87.8661	89.1089
Os02g0329800	OPUNC02G13320	98.0565	98.4043
Os02g0330200	OPUNC02G13360	97.2556	97.2556
Os02g0331200	OPUNC02G13380	94.8413	94.6535
Os02g0331400	OPUNC02G13410	96.3855	89.3855
Os02g0332200	OPUNC02G13400	99.4382	99.4382
Os02g0433600	OPUNC02G13570	94.4606	95.5752
Os02g0435000	OPUNC02G13590	97.8495	92.6209
Os02g0436400	OPUNC02G13600	95.9184	95.6395
Os02g0437200	OPUNC02G13610	87.2483	37.1429
Os02g0437800	OPUNC02G13420	99.2945	88.8013
Os02g0438200	OPUNC02G13500	89.6825	87.1914
Os02g0438900	OPUNC02G13490	55.2632	93.3333
Os02g0439200	OPUNC02G13520	90.8587	90.3581
Os02g0439700	OPUNC02G13560	92.517	91.4798
Os02g0440000	OPUNC02G13530	97.551	97.551
Os02g0440900	OPUNC03G38650	82.9431	94.1176
Os02g0440900	OPUNC10G00890	18.0602	97.2973
Os02g0445100	OPUNC12G03860	97.9167	97.9167
Os02g0445600	OPUNC12G03870	69.0722	72.043
Os02g0445700	OPUNC01G26150	11.4286	7.45342
Os02g0448000	OPUNC12G03910	99.3671	99.0536
Os02g0448400	OPUNC12G03920	97.7695	97.7695
Os02g0448600	OPUNC12G03930	91.4062	83.871
Os02g0450000	OPUNC02G13680	98.3951	98.3951
Os02g0451501	OPUNC12G17760	28.9157	36.9231
Os02g0452500	OPUNC02G13780	94.7826	17.6661
Os02g0453600	OPUNC02G13830	79.4466	39.645
Os02g0454500	OPUNC02G13840	96.5909	96.5909
Os02g0455400	OPUNC02G13870	76.1194	93.1507
Os02g0455800	OPUNC02G13890	84.2697	84.2697
Os02g0455900	OPUNC02G13900	82.7206	88.2353
Os02g0456000	OPUNC02G13910	96.2567	70.9593
Os02g0456100	OPUNC02G13920	72.7811	50.9317
Os02g0456500	OPUNC02G13930	89.5753	42.8835
Os02g0456800	OPUNC02G13940	96.2351	96.2351
Os02g0457300	OPUNC02G13980	66.1836	98.5611
Os02g0457500	OPUNC02G14000	89.5484	90.4824
Os02g0458100	OPUNC02G14060	88.2353	58.277
Os02g0458900	OPUNC06G19870	5.67568	14.1892
Os02g0459300	OPUNC02G14120	88.3333	78.9082
Os02g0459600	OPUNC02G14130	95.2518	92.4581
Os02g0460200	OPUNC02G14150	94.2623	96.6387
Os02g0461000	OPUNC02G14160	89.6714	91.3876
Os02g0461200	OPUNC02G14170	87.6689	80.4651
Os02g0461500	OPUNC02G14180	85.8553	86.711
Os02g0461600	OPUNC02G14200	62.1145	73.4375
Os02g0461700	OPUNC02G14190	76.3359	90.9091
Os02g0461900	OPUNC02G14210	86.631	86.631
Os02g0462200	OPUNC02G14220	90.367	90.1602
Os02g0462300	OPUNC02G14230	93.0435	42.126
Os02g0462401	OPUNC02G14230	68.1633	32.874
Os02g0462800	OPUNC02G14250	83.7945	84.4622
Os02g0462900	OPUNC02G14260	86.3014	48.8372
Os02g0463401	OPUNC02G14310	91.358	86.0465
Os02g0463500	OPUNC02G14330	66.4653	53.1401
Os02g0463725	OPUNC01G19720	0	0
Os02g0463725	OPUNC01G22130	10.7595	5.90278
Os02g0463725	OPUNC06G23580	2.53165	3.27869
Os02g0463725	OPUNC10G07180	0.632911	0.657895
Os02g0464400	OPUNC02G14340	93.2836	61.8812
Os02g0464500	OPUNC02G14350	86.9773	79.2165
Os02g0464900	OPUNC02G14370	88.3168	58.6071
Os02g0465400	OPUNC02G14390	95.1111	95.3229
Os02g0465500	OPUNC02G14410	68.8259	88.5417
Os02g0465600	OPUNC02G14420	89.0274	90.6091
Os02g0465900	OPUNC02G14430	97.6852	97.6852
Os02g0466400	OPUNC02G14440	85.641	94.8864
Os02g0467000	OPUNC02G14450	85.3577	96.2477
Os02g0467000	OPUNC02G14460	85.3577	96.2477
Os02g0467600	OPUNC02G14450	98.1238	98.1238
Os02g0467600	OPUNC02G14460	98.1238	98.1238
Os02g0467700	OPUNC02G14470	88.5246	45.3782
Os02g0468100	OPUNC02G14480	80.315	90
Os02g0468200	OPUNC02G14490	95.3069	93.9502
Os02g0468400	OPUNC02G14500	92.4138	93.9252
Os02g0468500	OPUNC02G14510	93.4783	93.8492
Os02g0468800	OPUNC02G14520	93.864	94.0199
Os02g0468800	OPUNC02G14530	93.864	94.0199
Os02g0469000	OPUNC02G14560	92.8287	92.4603
Os02g0469200	OPUNC02G14570	84.9257	44.7427
Os02g0469200	OPUNC02G14580	96.8153	47.9495
Os02g0469300	OPUNC02G14600	91.4072	85.3488
Os02g0469600	OPUNC02G14610	97.5871	97.5871
Os02g0469900	OPUNC02G14620	93.3619	95.4048
Os02g0470000	OPUNC02G14630	94.2989	92.868
Os02g0470400	OPUNC02G15070	37.6368	75.4386
Os02g0470400	OPUNC02G15080	3.93873	1.35542
Os02g0470400	OPUNC02G15090	0	0
Os02g0470600	OPUNC02G15070	0	0
Os02g0470600	OPUNC02G15080	0	0
Os02g0470600	OPUNC02G15090	4.40945	5.80913
Os02g0471500	OPUNC02G14660	81.8533	82.3301
Os02g0472700	OPUNC02G14670	97.1182	40.1669
Os02g0473000	OPUNC02G14680	96.5306	76.5372
Os02g0473200	OPUNC02G14690	93.7247	93.159
Os02g0474700	OPUNC02G14730	95.5556	62.8043
Os02g0475101	OPUNC05G17880	23.3577	23.3577
Os02g0475300	OPUNC02G14740	96.6877	97.4563
Os02g0475400	OPUNC02G14750	95.7447	95.2941
Os02g0477700	OPUNC02G14790	86.5497	17.4734
Os02g0478300	OPUNC02G14780	78.1341	27.6574
Os02g0478500	OPUNC02G14800	76.8595	95.2218
Os02g0478600	OPUNC02G14810	100	100
Os02g0478700	OPUNC02G14820	100	48.5876
Os02g0478900	OPUNC02G14840	94.822	70.5457
Os02g0479300	OPUNC02G14860	72.6667	61.236
Os02g0479700	OPUNC01G25170	2.84091	1.04167
Os02g0480200	OPUNC04G01890	29.7578	24.5014
Os02g0480800	OPUNC02G14870	93.3824	55.9471
Os02g0480900	OPUNC02G14880	97.1235	97.1235
Os02g0481000	OPUNC02G14890	88	88.5906
Os02g0481700	OPUNC02G14920	96.2451	47.8389
Os02g0482400	OPUNC02G14930	47.046	50.9479
Os02g0483000	OPUNC06G21130	79.8561	39.6429
Os02g0483500	OPUNC02G14940	83.8115	86.1053
Os02g0483800	OPUNC02G14950	57.2277	74.677
Os02g0485000	OPUNC02G14970	83.7838	46.9697
Os02g0485800	OPUNC02G14960	44.5736	45.6349
Os02g0487300	OPUNC02G14980	79.4416	39.0274
Os02g0488600	OPUNC02G15010	97.6359	87.6858
Os02g0489400	OPUNC02G15030	99.0909	99.0909
Os02g0489500	OPUNC02G15050	81.4241	83.758
Os02g0489500	OPUNC09G08490	26.0062	37.8378
Os02g0489550	OPUNC02G15060	87.6147	59.3168
Os02g0489800	OPUNC02G15110	97.3244	54.9575
Os02g0490000	OPUNC02G15120	88.5666	88.1154
Os02g0490500	OPUNC02G15140	85.0202	85.3659
Os02g0491300	OPUNC02G15170	92.7959	94.5804
Os02g0491300	OPUNC02G15190	22.813	67.1717
Os02g0491400	OPUNC02G15180	94.2815	49.0091
Os02g0491700	OPUNC02G15210	82.9596	91.5842
Os02g0491800	OPUNC02G15220	94.1704	94.1704
Os02g0491900	OPUNC02G15230	70.6897	90.5363
Os02g0492000	OPUNC02G06630	47.1947	57.6613
Os02g0492500	OPUNC02G06670	72.2814	76.5237
Os02g0492500	OPUNC02G15270	67.1642	68.4783
Os02g0492600	OPUNC02G15280	75.7062	37.7465
Os02g0492800	OPUNC02G15300	86.7257	80.3279
Os02g0492900	OPUNC02G15280	0.524934	0.56338
Os02g0493050	OPUNC02G15280	41.5865	48.7324
Os02g0494000	OPUNC02G15260	38.6441	38.3838
Os02g0494400	OPUNC02G15320	88.1402	41.6031
Os02g0494700	OPUNC05G08690	67.3563	14.672
Os02g0495400	OPUNC02G15350	67.1642	76.0135
Os02g0495900	OPUNC02G15420	97.0803	84.1772
Os02g0496100	OPUNC02G15430	96	95.1983
Os02g0496500	OPUNC02G15450	86.8268	91.1304
Os02g0496900	OPUNC08G21980	97.8495	96.8085
Os02g0497400	OPUNC02G15460	87.5817	88.1579
Os02g0497500	OPUNC02G15470	93.3975	48.6738
Os02g0497500	OPUNC02G15480	88.9959	51.0655
Os02g0497700	OPUNC02G15490	95.4167	95.6159
Os02g0498300	OPUNC02G15500	68.7023	85.7143
Os02g0498700	OPUNC02G15520	97.3734	96.648
Os02g0499000	OPUNC02G15530	97.2973	97.2973
Os02g0502500	OPUNC02G15570	87.553	97.4803
Os02g0503100	OPUNC02G15590	57.2664	63.2887
Os02g0503400	OPUNC02G15610	100	100
Os02g0503500	OPUNC02G15620	89.4231	94.5763
Os02g0503700	OPUNC02G15630	83.2451	22.6814
Os02g0504100	OPUNC02G15640	75.1748	52.6961
Os02g0504200	OPUNC02G15660	84.5617	90.9091
Os02g0504500	OPUNC02G15680	98.7923	98.7923
Os02g0504700	OPUNC02G15690	44.5652	27.2425
Os02g0504800	OPUNC02G15700	83.5404	31.872
Os02g0505400	OPUNC02G15710	93.4688	94.0146
Os02g0505500	OPUNC02G15720	79.2627	75.4386
Os02g0505500	OPUNC02G15730	79.2627	75.4386
Os02g0506100	OPUNC02G15740	87.844	63.4106
Os02g0506400	OPUNC02G15760	64.1161	74.7692
Os02g0506500	OPUNC02G15770	98.0998	97.6359
Os02g0506600	OPUNC02G15790	90.8333	94.7826
Os02g0507400	OPUNC02G15820	93.5484	72.5
Os02g0507600	OPUNC02G15830	72.0149	72.8302
Os02g0507900	OPUNC02G15840	82.8	88.0851
Os02g0508000	OPUNC02G15850	98.4496	98.4496
Os02g0508100	OPUNC02G15860	98.5507	98.5507
Os02g0508801	OPUNC02G15910	95.7143	95.7143
Os02g0509500	OPUNC02G15920	97.1014	97.1014
Os02g0509600	OPUNC02G15940	85.782	84.9765
Os02g0510000	OPUNC02G15960	98.5014	98.7705
Os02g0510100	OPUNC02G15970	75.2475	39.5833
Os02g0510200	OPUNC02G15980	95.6522	95.6522
Os02g0510300	OPUNC02G15990	83.125	88.6667
Os02g0510600	OPUNC02G16010	95.9752	94.8012
Os02g0511100	OPUNC02G16030	92.8375	91.8256
Os02g0511400	OPUNC02G16050	85.5696	87.1134
Os02g0511500	OPUNC02G16060	97.9885	42.625
Os02g0511600	OPUNC09G05200	52.2727	69
Os02g0511900	OPUNC02G16100	96.6226	30.0182
Os02g0511901	OPUNC02G16100	96.0651	32.2993
Os02g0512000	OPUNC02G16110	79.5181	85.7143
Os02g0512300	OPUNC02G16150	77.4566	34.0967
Os02g0512400	OPUNC02G16160	97.7778	97.7778
Os02g0513000	OPUNC02G16180	98.0989	97.9127
Os02g0513100	OPUNC02G16200	93.1034	92.5234
Os02g0513400	OPUNC02G16220	82.8283	87.4667
Os02g0514500	OPUNC02G16240	93.2584	67.4797
Os02g0514700	OPUNC02G16230	86.9347	88.946
Os02g0515000	OPUNC02G16260	83.9827	37.3077
Os02g0515100	OPUNC02G16270	35.8696	88
Os02g0515200	OPUNC02G16290	87.1589	88.1494
Os02g0515600	OPUNC02G16300	96.7533	94.9045
Os02g0516400	OPUNC02G16310	76.2774	86.3636
Os02g0516600	OPUNC02G16320	96.1021	96.2315
Os02g0517300	OPUNC02G16340	94.3558	95.0556
Os02g0517531	OPUNC02G16360	95.9041	94.9555
Os02g0517564	OPUNC02G16370	45.9119	64.6018
Os02g0517564	OPUNC02G16630	46.5409	59.6774
Os02g0517700	OPUNC02G16590	82.8877	79.8969
Os02g0517750	OPUNC11G07350	46.4516	45.283
Os02g0517900	OPUNC11G07340	30.9038	30.814
Os02g0518000	OPUNC02G16580	81.9242	77.8393
Os02g0518100	OPUNC02G16570	57.2115	54.9654
Os02g0518500	OPUNC02G16560	95.935	95.935
Os02g0518600	OPUNC02G16550	94.7439	94.8718
Os02g0519100	OPUNC02G16530	81.3922	95
Os02g0520100	OPUNC02G16500	94.6078	97.4747
Os02g0520500	OPUNC02G16480	77.2059	77.2059
Os02g0520750	OPUNC02G16470	98.1567	98.8399
Os02g0520800	OPUNC02G16460	94.8529	94.1606
Os02g0521100	OPUNC02G16450	87.037	17.6692
Os02g0521300	OPUNC02G16440	74.6575	90.8333
Os02g0521500	OPUNC02G16430	68.4211	23.7805
Os02g0521600	OPUNC02G16420	69.5817	39.8693
Os02g0521700	OPUNC02G16410	91.2088	89.2473
Os02g0522800	OPUNC02G16390	62.5	6.43452
Os02g0523100	OPUNC02G16640	76.3547	83.7838
Os02g0523300	OPUNC02G16650	93.9981	96.2339
Os02g0523500	OPUNC02G16660	98.9858	96.9215
Os02g0523800	OPUNC02G16670	91.8644	84.1615
Os02g0524600	OPUNC02G16710	96.3504	96.3504
Os02g0525100	OPUNC02G16720	86.1111	91.1765
Os02g0525400	OPUNC02G16730	78.4672	44.9791
Os02g0525600	OPUNC02G16740	92.9825	92.9825
Os02g0525900	OPUNC02G16760	95.3191	96.4132
Os02g0526000	OPUNC02G16770	92.7602	84.8861
Os02g0526400	OPUNC02G16780	97.9319	85.6383
Os02g0526500	OPUNC02G16790	90.5109	68.1319
Os02g0526600	OPUNC02G16800	95.0777	91.9799
Os02g0526700	OPUNC02G16810	49.2135	92.0168
Os02g0527100	OPUNC02G16820	94.6914	70.9528
Os02g0527200	OPUNC02G16830	82.5	74.3243
Os02g0527300	OPUNC02G16840	92.3695	92.5553
Os02g0527500	OPUNC02G07200	80.1527	27.8515
Os02g0527600	OPUNC02G16870	81.4341	90.2128
Os02g0527900	OPUNC02G16880	86.2069	87.8906
Os02g0528000	OPUNC02G16890	45.0758	48.7705
Os02g0528100	OPUNC02G16900	87.3563	88.8889
Os02g0528200	OPUNC02G16910	91.0303	92.8307
Os02g0529400	OPUNC02G16940	97.1947	97.3554
Os02g0529500	OPUNC02G16950	90.3475	89.6552
Os02g0529600	OPUNC02G16960	96.25	95.8506
Os02g0529700	OPUNC02G16970	97.3451	97.3451
Os02g0529800	OPUNC02G16980	87.7193	87.7193
Os02g0529900	OPUNC02G16990	96.061	96.061
Os02g0530300	OPUNC02G17010	88.3117	86.076
Os02g0530600	OPUNC02G17030	84.8375	95.6581
Os02g0531200	OPUNC02G17040	94.3262	88.8641
Os02g0531600	OPUNC02G17050	100	100
Os02g0532300	OPUNC02G17060	95.9677	81.8807
Os02g0532500	OPUNC02G17070	97.3799	97.807
Os02g0532800	OPUNC02G17080	61.0256	67.2316
Os02g0533000	OPUNC02G17100	87.4763	93.89
Os02g0533200	OPUNC02G17110	93.7282	92.4399
Os02g0533700	OPUNC02G17120	77.1028	65.7371
Os02g0533800	OPUNC02G17130	91.8367	90
Os02g0533900	OPUNC02G17140	96.3455	96.6667
Os02g0534000	OPUNC02G17150	73.545	80.814
Os02g0534400	OPUNC02G17160	93.7608	91.231
Os02g0534800	OPUNC02G17210	100	100
Os02g0535000	OPUNC02G17220	84.3949	81.7901
Os02g0535400	OPUNC02G17240	93.9227	73.913
Os02g0535700	OPUNC02G17250	89.3471	60.8899
Os02g0535901	OPUNC02G17260	84.8101	83.4891
Os02g0536100	OPUNC02G17270	97.1698	97.1698
Os02g0536400	OPUNC02G17310	91.6159	60.402
Os02g0536500	OPUNC02G17300	87.8049	95.5752
Os02g0537000	OPUNC02G17330	86.8852	43.6813
Os02g0537200	OPUNC02G17340	83.5979	49.3236
Os02g0537500	OPUNC02G17370	94.7368	94.9367
Os02g0537700	OPUNC02G17380	94.636	94.2748
Os02g0537800	OPUNC02G17390	78.5714	59.4136
Os02g0537900	OPUNC02G17400	88.6108	97.3865
Os02g0538000	OPUNC02G17410	93.4718	93.0576
Os02g0538400	OPUNC02G17420	70.1018	57.217
Os02g0538700	OPUNC02G17430	96.875	96.0177
Os02g0538900	OPUNC02G17440	96.319	96.6154
Os02g0539100	OPUNC02G17450	92.394	91.5946
Os02g0539200	OPUNC02G17460	91.1765	91.7995
Os02g0539500	OPUNC02G17470	80.7273	83.1461
Os02g0539600	OPUNC02G17490	98.1818	37.1986
Os02g0539900	OPUNC02G17500	88.3369	58.8489
Os02g0540400	OPUNC02G17510	67.3267	75.5556
Os02g0540700	OPUNC02G17520	82.7723	91.8681
Os02g0541325	OPUNC02G17530	98.7374	81.289
Os02g0541500	OPUNC02G17540	90.6103	78.1376
Os02g0541700	OPUNC02G17550	98.5507	91.8919
Os02g0541900	OPUNC02G17560	46.9388	73.4043
Os02g0542400	OPUNC02G17590	82.439	84.7118
Os02g0542500	OPUNC02G17600	76.8987	75.9375
Os02g0543000	OPUNC02G17620	99.0476	98.1132
