Gene stable ID	Oryza longistaminata gene stable ID	%id. target Oryza longistaminata gene identical to query gene	%id. query gene identical to target Oryza longistaminata gene
Os03g0337000	KN539057.1_FG006	93.1034	95.2941
Os03g0337700	KN539057.1_FG005	87.1698	95.8506
Os03g0337900	KN539057.1_FG004	84.2629	100
Os03g0338000	AMDW01022521.1_FG001	18.595	97.8261
Os03g0338000	KN539057.1_FG001	78.719	82.2894
Os03g0338400	KN539057.1_FG016	76.6871	88.6525
Os03g0338600	KN539057.1_FG011	99.4186	99.4186
Os03g0339100	KN539057.1_FG003	100	98.9518
Os03g0339400	KN539057.1_FG012	26.5306	60.4651
Os03g0339700	KN540073.1_FG001	99.2647	99.2647
Os03g0339900	KN540073.1_FG006	98.6696	99.3304
Os03g0340001	KN540073.1_FG004	50.7692	71.7391
Os03g0340500	KN540073.1_FG005	96.0445	95.104
Os03g0340700	KN540073.1_FG002	57.5203	97.2509
Os03g0340900	KN542274.1_FG001	91.2556	99.0268
Os03g0341100	KN539223.1_FG007	76.4706	99.3056
Os03g0341200	KN539223.1_FG002	90.303	13.2917
Os03g0341300	KN539223.1_FG011	49.2126	43.1034
Os03g0342100	KN539223.1_FG005	76.7442	77.6471
Os03g0343400	KN539223.1_FG008	71.4597	27.379
Os03g0343500	KN539223.1_FG004	72.5191	100
Os03g0343700	KN539223.1_FG001	96.6667	97.7528
Os03g0344100	KN539223.1_FG013	86.014	75.9259
Os03g0344300	KN539223.1_FG003	78.2297	90.5817
Os03g0344700	KN539223.1_FG006	97.2903	76.626
Os03g0344900	KN539223.1_FG010	67.4487	100
Os03g0345100	KN539880.1_FG001	73.3781	91.3649
Os03g0345200	AMDW01076847.1_FG001	79.2683	98.4848
Os03g0345300	KN539880.1_FG004	61.1898	84.0467
Os03g0345700	KN539880.1_FG003	23.6	39.5973
Os03g0346200	KN539880.1_FG005	90.625	79.8165
Os03g0346700	KN540072.1_FG003	75.836	69.8807
Os03g0346800	AMDW01025015.1_FG001	9.62672	100
Os03g0346900	KN540072.1_FG004	82.821	51.0022
Os03g0347200	KN540072.1_FG005	93.887	96.9048
Os03g0347300	KN540072.1_FG002	94.9299	58.7842
Os03g0347500	AMDW01039114.1_FG001	43.6667	96.3235
Os03g0347500	KN540805.1_FG002	57	97.1591
Os03g0347800	KN540805.1_FG004	79.5699	68.2028
Os03g0347900	KN540805.1_FG001	92.4303	91.8812
Os03g0348200	KN539124.1_FG006	80.1961	88.913
Os03g0348800	KN539124.1_FG003	77.5	34.1598
Os03g0348900	KN539124.1_FG009	93.8462	98.7854
Os03g0349000	KN539124.1_FG012	93.908	73.6036
Os03g0350100	KN539124.1_FG001	91.1972	98.855
Os03g0350300	AMDW01022633.1_FG001	14.4366	100
Os03g0350300	KN539124.1_FG004	94.0141	97.6234
Os03g0351100	AMDW01040177.1_FG001	7.19603	96.6667
Os03g0351200	AMDW01040177.1_FG002	24.9383	100
Os03g0351300	KN539124.1_FG005	40.0763	95.0226
Os03g0351400	KN539124.1_FG011	98.9865	82.0728
Os03g0351500	KN539124.1_FG002	98.6842	98.6842
Os03g0351800	KN539124.1_FG007	99.6466	99.6466
Os03g0352200	KN546789.1_FG001	21.0227	100
Os03g0352300	AMDW01012276.1_FG001	12.6812	100
Os03g0352300	AMDW01027413.1_FG001	12.3188	100
Os03g0352300	AMDW01039977.1_FG001	42.3913	92.4901
Os03g0352300	AMDW01084932.1_FG001	13.9493	81.0526
Os03g0352300	KN548428.1_FG001	9.23913	100
Os03g0352400	KN538790.1_FG004	90.6542	100
Os03g0352450	KN538790.1_FG013	88.2353	29.0323
Os03g0352500	KN538790.1_FG013	97.6636	14.9821
Os03g0352700	KN538790.1_FG011	30.4734	42.2131
Os03g0353300	KN538790.1_FG016	64.3646	59.8972
Os03g0353333	AMDW01007498.1_FG001	75.641	92.1875
Os03g0353333	KN538790.1_FG010	93.5897	93.5897
Os03g0353400	KN538790.1_FG014	96.875	96.875
Os03g0353600	KN538790.1_FG002	98.9761	21.3471
Os03g0353600	KN538790.1_FG052	0	0
Os03g0353701	KN538790.1_FG002	98.8024	6.07287
Os03g0353701	KN538790.1_FG052	98.8024	41.7722
Os03g0353900	KN540081.1_FG001	86.9617	91.909
Os03g0355100	KN542648.1_FG001	63.7712	98.0456
Os03g0355200	AMDW01032624.1_FG001	20.0382	81.3953
Os03g0355200	KN538790.1_FG017	76.3359	98.7654
Os03g0355200	KN542648.1_FG002	71.5649	98.4252
Os03g0355300	KN542648.1_FG001	63.5789	98.3713
Os03g0355400	AMDW01032624.1_FG001	20.0382	81.3953
Os03g0355400	KN538790.1_FG017	76.3359	98.7654
Os03g0355400	KN542648.1_FG002	71.5649	98.4252
Os03g0355600	KN538790.1_FG015	99.888	98.6726
Os03g0355700	KN538790.1_FG009	31.2639	74.2105
Os03g0355800	KN538790.1_FG003	97.8102	99.2593
Os03g0356300	KN538790.1_FG046	100	100
Os03g0356414	KN538790.1_FG035	97.01	91.25
Os03g0356470	KN538790.1_FG051	0	0
Os03g0356484	KN538790.1_FG045	98.2659	98.2659
Os03g0356498	KN538790.1_FG049	94.5652	35.0806
Os03g0356582	KN538790.1_FG043	44.106	99.403
Os03g0356596	KN538790.1_FG053	55.5085	98.4962
Os03g0356638	KN538790.1_FG050	94.1667	91.4451
Os03g0356652	KN538790.1_FG044	37.3272	60
Os03g0356700	KN539450.1_FG001	95.3416	91.8245
Os03g0358000	KN539450.1_FG008	92.8898	95.8277
Os03g0358100	KN539450.1_FG003	100	100
Os03g0358200	KN539450.1_FG005	97.7707	96.2382
Os03g0358200	KN544640.1_FG001	45.8599	99.3103
Os03g0359000	KN540901.1_FG001	98.0176	77.5261
Os03g0359100	KN542234.1_FG001	15.0943	3.1746
Os03g0359700	KN539304.1_FG006	83.0357	94.2568
Os03g0360500	KN539304.1_FG003	65.7303	65
Os03g0360700	KN539304.1_FG008	97.7941	62.7358
Os03g0361100	KN539304.1_FG001	92.8412	56.7715
Os03g0361500	AMDW01076305.1_FG001	22.5275	33.0645
Os03g0361600	KN539304.1_FG005	84.1986	75.3535
Os03g0361700	KN541946.1_FG001	92.4855	95.4274
Os03g0362200	KN543027.1_FG001	78.169	94.2009
Os03g0362500	KN541842.1_FG001	40	92.9825
Os03g0363100	KN539509.1_FG004	58.2353	49.0585
Os03g0363500	KN539509.1_FG007	73.9212	45.1835
Os03g0363700	AMDW01040825.1_FG001	38.1206	96.8468
Os03g0363700	KN539330.1_FG003	21.9858	92.5373
Os03g0363800	KN539509.1_FG005	70.7819	74.1379
Os03g0363900	KN539509.1_FG003	78.0105	98.3498
Os03g0363950	KN539509.1_FG008	96.8023	90.9836
Os03g0364000	KN539509.1_FG002	81.0526	29.845
Os03g0364500	KN539509.1_FG006	84.8361	42.8571
Os03g0365000	KN539251.1_FG008	65.6535	78.2609
Os03g0365800	KN539251.1_FG002	89.9225	89.9225
Os03g0365850	KN543393.1_FG001	24.4681	50.5494
Os03g0365900	KN539251.1_FG012	93.8865	62.8655
Os03g0366100	KN539251.1_FG005	92.7273	95.3271
Os03g0366525	KN539251.1_FG001	44.1379	67.3684
Os03g0366700	KN539251.1_FG014	62.2785	98.4
Os03g0366900	KN539251.1_FG010	89.375	35.2217
Os03g0367000	KN539251.1_FG003	98.4177	98.2622
Os03g0367800	KN540071.1_FG003	48.5714	42.0792
Os03g0367900	KN540071.1_FG001	92.3423	99.5146
Os03g0368650	KN539859.1_FG007	56.3636	50
Os03g0369100	AMDW01033631.1_FG001	90.3509	99.0385
Os03g0369100	KN541687.1_FG002	99.1228	99.1228
Os03g0369700	KN539604.1_FG006	62.7907	93.1034
Os03g0369800	KN539604.1_FG003	100	100
Os03g0370000	KN539604.1_FG001	82.4658	55.6377
Os03g0370200	KN539604.1_FG010	85.5509	84.1513
Os03g0370250	KN539604.1_FG008	13.3172	96.4912
Os03g0370900	KN539604.1_FG002	85.5212	38.7238
Os03g0371300	AMDW01057892.1_FG001	44.7115	97.8947
Os03g0371350	AMDW01035083.1_FG001	39.1892	38.1579
Os03g0371400	AMDW01028928.1_FG001	39.7959	95.1219
Os03g0372500	KN539391.1_FG006	94.7799	96.6597
Os03g0372600	KN539391.1_FG003	47.8261	90.411
Os03g0372700	KN539391.1_FG008	96.8	97.1888
Os03g0372900	KN539391.1_FG011	38.2629	73.7557
Os03g0374100	KN539391.1_FG005	63.5379	85.4369
Os03g0374400	AMDW01037519.1_FG001	15.6069	80.597
Os03g0374400	KN539391.1_FG010	83.237	92.6045
Os03g0374400	KN543474.1_FG001	61.5607	92.2078
Os03g0374500	KN539391.1_FG002	64.818	88.4161
Os03g0374600	KN541372.1_FG002	35.9833	91.9786
Os03g0374900	KN541006.1_FG002	24.8485	58.9928
Os03g0375300	KN541006.1_FG002	14.0768	55.3957
Os03g0376000	KN541006.1_FG003	96.1207	97.3799
Os03g0376100	KN541006.1_FG001	98.3607	58.2524
Os03g0376600	KN541416.1_FG002	78.4906	92.0354
Os03g0376800	KN541416.1_FG003	99.4465	88.9439
Os03g0376900	AMDW01040778.1_FG001	37.5	84.466
Os03g0376900	KN541416.1_FG001	84.2672	100
Os03g0377300	KN542536.1_FG001	66.3912	52.7352
Os03g0377500	KN539356.1_FG002	38.5621	59.7973
Os03g0377700	KN539356.1_FG010	69.8606	58.2849
Os03g0378000	KN539356.1_FG007	47.6378	96.0317
Os03g0378200	KN539356.1_FG004	98.0435	98.0435
Os03g0379100	KN539356.1_FG001	99.3453	99.3453
Os03g0379300	KN539356.1_FG011	90.4762	90.1186
Os03g0379400	KN539356.1_FG008	50.1618	98.7261
Os03g0379500	KN539356.1_FG003	74.0385	48.125
Os03g0379700	KN539356.1_FG006	89.011	29.8893
Os03g0379801	KN539356.1_FG009	86.4899	99.2754
Os03g0381000	KN540322.1_FG008	83.5106	85.0948
Os03g0381100	KN540322.1_FG009	83.7607	74.0554
Os03g0381200	KN540322.1_FG001	100	100
Os03g0381300	KN540322.1_FG003	98.8439	98.2759
Os03g0381500	KN540322.1_FG004	32.1608	98.4615
Os03g0382100	KN539539.1_FG005	67.2377	93.4524
Os03g0383600	KN539539.1_FG002	62.5	87.2781
Os03g0383600	KN539539.1_FG003	72.4576	95.7983
Os03g0383800	KN539539.1_FG004	98.3217	84.5969
Os03g0385900	KN539412.1_FG008	63.253	91.7031
Os03g0386000	KN539412.1_FG002	77.8607	77.4753
Os03g0386500	KN538892.1_FG021	78.0645	78.0645
Os03g0386700	KN538892.1_FG019	96.6	96.0239
Os03g0386800	KN538892.1_FG016	99.1304	95.3975
Os03g0387000	KN538892.1_FG022	97	34.4379
Os03g0387800	KN538892.1_FG017	61.0345	71.371
Os03g0387900	KN538892.1_FG002	88.2867	95.6439
Os03g0388000	KN538892.1_FG006	82.9268	87.1795
Os03g0388366	KN539432.1_FG007	58.4416	33.3333
Os03g0388500	KN538892.1_FG004	96.9697	27.934
Os03g0388800	KN538892.1_FG003	29.2899	100
Os03g0388900	KN538892.1_FG007	73.0978	98.8971
Os03g0389000	KN538892.1_FG001	8.72641	22.9814
Os03g0389100	KN538892.1_FG005	67.2185	86.383
Os03g0389400	KN538892.1_FG001	68.4211	24.2236
Os03g0389501	KN540137.1_FG001	26.9231	35.6688
Os03g0389700	KN540137.1_FG004	72.973	86.7238
Os03g0389900	KN540137.1_FG003	76.7051	94.8119
Os03g0390000	KN540137.1_FG002	98.3673	96.4
Os03g0390200	KN540137.1_FG005	89.7661	99.6753
Os03g0390400	KN539226.1_FG010	98.2249	55.8923
Os03g0390700	KN539226.1_FG006	85.9281	98.9655
Os03g0390900	KN540823.1_FG007	33.1731	25.1825
Os03g0391000	KN539226.1_FG003	97.2574	97.463
Os03g0391400	KN539226.1_FG012	48.8584	51.074
Os03g0391700	KN539226.1_FG001	86.7257	75
Os03g0392000	AMDW01039779.1_FG001	51.2195	72.4138
Os03g0392000	KN539226.1_FG008	94.7154	59.8972
Os03g0392300	KN539226.1_FG005	78.3251	70.9821
Os03g0392400	KN539226.1_FG011	37.284	95.5696
Os03g0392400	KN539335.1_FG001	2.71605	14.6667
Os03g0393300	KN540363.1_FG004	88.8889	40
Os03g0393350	KN540390.1_FG002	77.027	34.7561
Os03g0393700	AMDW01132456.1_FG001	52.9787	88.6121
Os03g0393900	AMDW01029227.1_FG001	25	100
Os03g0393900	KN538811.1_FG010	58.7963	92.3636
Os03g0394900	KN538811.1_FG001	68.5083	99.2
Os03g0394900	KN538811.1_FG031	36.4641	96.3504
Os03g0395000	KN538811.1_FG011	50.6061	98.2353
Os03g0395100	KN538811.1_FG008	97.2973	98.4055
Os03g0395200	KN538811.1_FG003	97.8495	57.9618
Os03g0395300	KN538811.1_FG006	97.8093	97.8093
Os03g0395600	KN538811.1_FG009	10.8179	5.75843
Os03g0395600	KN538811.1_FG035	98.8127	35.464
Os03g0395900	AMDW01039581.1_FG001	22.2222	80.2721
Os03g0396200	KN538811.1_FG023	82.2021	88.0452
Os03g0396900	KN538811.1_FG037	89.5652	91.6914
Os03g0397300	KN538811.1_FG033	84.8771	93.3472
Os03g0397400	KN538811.1_FG025	81.0069	90.7692
Os03g0397500	KN544635.1_FG001	81.8499	99.5754
Os03g0397600	KN544593.1_FG001	48.6815	98.7654
Os03g0397700	KN538811.1_FG028	92.8571	66.2534
Os03g0399000	KN539749.1_FG003	70.9784	98.3908
Os03g0399400	KN539749.1_FG004	17.6471	98.6301
Os03g0399532	KN539749.1_FG001	98.307	47.6477
Os03g0400200	KN538931.1_FG003	75.2809	91.7808
Os03g0400800	KN538931.1_FG011	98.672	98.672
Os03g0401100	KN538931.1_FG001	94.6457	74.2892
Os03g0401200	KN538931.1_FG004	80.4813	98.527
Os03g0401300	AMDW01037215.1_FG001	15.9314	100
Os03g0401300	KN538931.1_FG007	93.2598	98.4476
Os03g0402000	KN538931.1_FG005	91.4438	83.8235
Os03g0402400	KN538931.1_FG010	70.4301	45.8042
Os03g0402800	KN540055.1_FG001	99.1228	99.1228
Os03g0403100	KN540142.1_FG001	14.4589	64.2308
Os03g0403100	KN540142.1_FG004	65.7143	94.9937
Os03g0403400	KN540142.1_FG003	45.6989	85.6423
Os03g0404800	KN540405.1_FG002	48.8722	89.0411
Os03g0405000	KN540405.1_FG003	54.1889	87.106
Os03g0405100	KN540405.1_FG001	52.9412	92.9348
Os03g0405500	KN540480.1_FG001	89.1037	92.1818
Os03g0405900	KN540480.1_FG003	88.9845	94.6886
Os03g0406100	KN540480.1_FG002	69.6356	90.5263
Os03g0406200	KN541453.1_FG002	99.5575	85.2273
Os03g0406900	KN541080.1_FG001	94.6004	97.3333
Os03g0407000	KN541080.1_FG002	91.3889	53.4959
Os03g0407900	KN538695.1_FG044	88	98.434
Os03g0408500	AMDW01037892.1_FG001	49.1071	99.0991
Os03g0409400	AMDW01033320.1_FG001	39.5918	97.9798
Os03g0409400	KN540719.1_FG001	53.4694	87.9195
Os03g0409400	KN544319.1_FG001	51.8367	96.2121
Os03g0409600	KN541922.1_FG001	92.7083	35.3175
Os03g0410300	KN539692.1_FG006	100	100
Os03g0410700	KN539692.1_FG003	85.0649	88.5135
Os03g0411000	KN539692.1_FG001	95.5901	98.7936
Os03g0411100	KN539692.1_FG009	77.918	80.456
Os03g0411300	KN538738.1_FG008	59.4937	88.6792
Os03g0411500	KN539692.1_FG002	70.6564	68.2836
Os03g0411600	KN539692.1_FG005	64.4172	84.6774
Os03g0411800	KN539692.1_FG007	71.229	94.7955
Os03g0412200	KN539092.1_FG007	82.4427	90.7563
Os03g0412800	KN539092.1_FG005	99.3068	94.2434
Os03g0412900	KN539092.1_FG002	93.695	92.0749
Os03g0413100	KN539092.1_FG009	99.3363	98.6813
Os03g0413400	KN539092.1_FG001	91.4972	69.0377
Os03g0414400	KN539092.1_FG004	100	100
Os03g0414900	KN541229.1_FG001	97.2093	95
Os03g0415200	KN541229.1_FG003	82.2222	95.7929
Os03g0415600	KN540235.1_FG001	3.38983	7.54717
Os03g0415700	KN540235.1_FG001	2.37154	5.66038
Os03g0416200	KN540775.1_FG002	78.6325	99.729
Os03g0416300	KN540775.1_FG003	96.0699	89.2495
Os03g0416500	KN540775.1_FG001	81.7568	89.6296
Os03g0417700	KN539665.1_FG003	47.9612	87.2792
Os03g0417900	KN539665.1_FG004	95.2991	94.0928
Os03g0418700	KN539113.1_FG010	96.9762	97.0811
Os03g0418800	KN539113.1_FG006	92.543	97.5806
Os03g0419100	KN539113.1_FG003	38.4365	46.4567
Os03g0419700	KN539113.1_FG004	31.068	41.2903
Os03g0421000	KN539113.1_FG007	77.5229	78.972
Os03g0421400	KN540471.1_FG001	6.15385	3.0888
Os03g0421700	KN540471.1_FG004	65.7407	34.6341
Os03g0421800	KN540471.1_FG003	96.8085	96.8085
Os03g0422600	KN540471.1_FG002	83.5165	56.0197
Os03g0422800	KN541513.1_FG002	93.5243	91.9217
Os03g0422900	KN541513.1_FG003	54.5741	22.8836
Os03g0423000	KN541513.1_FG004	99.2	99.2
Os03g0423200	KN541513.1_FG001	100	27.7512
Os03g0424200	KN539979.1_FG003	69.6911	58.132
Os03g0424500	KN542350.1_FG001	84.2466	47.3077
Os03g0425000	KN542350.1_FG003	80.3125	95.1852
Os03g0425200	KN542350.1_FG002	94.0994	100
Os03g0425600	KN539693.1_FG007	70.4782	99.7059
Os03g0425800	KN539693.1_FG005	87.9218	99.3976
Os03g0426300	KN539693.1_FG008	64.8649	24.1449
Os03g0426800	KN539693.1_FG002	94.958	53.0516
Os03g0426900	AMDW01040719.1_FG001	51.3292	99.4059
Os03g0426900	KN539693.1_FG006	90.1841	99.4363
Os03g0427000	KN539693.1_FG001	99.5951	99.5951
Os03g0427100	KN543601.1_FG001	98.8764	98.8764
Os03g0427900	KN541924.1_FG001	76.0618	97.5247
Os03g0428200	KN542526.1_FG001	51.6129	73.2824
Os03g0428800	KN539615.1_FG002	99.4949	83.8298
Os03g0429000	AMDW01025045.1_FG001	51.2195	81.8182
Os03g0429800	KN539615.1_FG003	90.3579	99.0392
Os03g0430000	KN539615.1_FG007	64.6694	98.4277
Os03g0430400	KN539615.1_FG001	78.4783	41.6378
Os03g0430500	KN539615.1_FG005	28.6029	87.5421
Os03g0431200	KN538987.1_FG005	5.71992	6.90476
Os03g0431800	KN539048.1_FG006	84.5455	91.7763
Os03g0433200	KN539048.1_FG002	40.2985	84.669
Os03g0434400	KN540534.1_FG001	96.6887	96.6887
Os03g0435200	KN540534.1_FG003	84.9462	88.764
Os03g0435900	KN543432.1_FG001	100	100
Os03g0436300	KN543374.1_FG001	82.3529	97.9206
Os03g0436400	KN541445.1_FG003	97.9798	97.9798
Os03g0436600	KN543648.1_FG001	51.3678	86.6667
Os03g0437600	KN539780.1_FG002	80.8118	100
Os03g0438100	KN539780.1_FG004	85.8333	97.1698
Os03g0439500	KN541851.1_FG001	98.6559	82.6577
Os03g0439700	KN540033.1_FG007	73.0769	95.7983
Os03g0440200	KN538859.1_FG040	87.7551	98.3482
Os03g0440900	KN540033.1_FG008	99.5413	99.5413
Os03g0441000	KN540033.1_FG002	84.2491	93.6228
Os03g0441400	KN540033.1_FG006	84.1099	80.1822
Os03g0441500	KN540033.1_FG001	87.8873	97.3479
Os03g0442900	KN542298.1_FG001	99.4764	92.233
Os03g0444900	KN541245.1_FG001	98.9276	97.619
Os03g0445700	KN538990.1_FG001	100	100
Os03g0448200	KN538990.1_FG004	78.2374	96.6667
Os03g0448600	KN538990.1_FG003	88.3382	88.8563
Os03g0448700	KN538990.1_FG005	72.5	82.2165
Os03g0449200	KN542819.1_FG001	97.9962	98.6551
Os03g0452300	KN543607.1_FG001	84.0491	99.6364
Os03g0453800	KN541067.1_FG002	88.785	64.6258
Os03g0454100	KN541067.1_FG001	62.5899	96.31
Os03g0554900	KN540077.1_FG003	96.3687	35.0254
Os03g0554950	KN540077.1_FG003	60.4027	9.13706
Os03g0556600	KN542588.1_FG001	72.3502	98.8976
Os03g0559700	KN542754.1_FG001	61.8852	98.0519
Os03g0562200	KN540931.1_FG001	47.8689	99.3197
Os03g0562200	KN540931.1_FG002	41.6393	97.6923
Os03g0563100	KN538882.1_FG020	81.1258	99.5935
Os03g0563300	KN538882.1_FG021	100	100
Os03g0563600	KN538882.1_FG004	81.3218	99.2982
Os03g0565100	KN538882.1_FG001	97.9167	99.3958
Os03g0565200	KN538882.1_FG009	65	85.9504
Os03g0565300	KN538882.1_FG008	76.2136	98.125
Os03g0565300	KN542240.1_FG001	76.699	98.75
Os03g0565500	KN538882.1_FG002	99.6037	99.6037
Os03g0565600	KN538882.1_FG005	85	57.1059
Os03g0565900	KN538882.1_FG007	44.7598	30.1915
Os03g0566500	KN538827.1_FG023	76.69	95.9184
Os03g0566600	KN538827.1_FG021	99.0769	99.0769
Os03g0566800	KN538827.1_FG033	77.9703	92.1053
Os03g0567100	KN538827.1_FG035	100	100
Os03g0567600	KN538827.1_FG026	99.6528	99.6528
Os03g0568400	KN538827.1_FG020	56.0127	52.994
Os03g0568500	KN538827.1_FG032	44.5378	63.8554
Os03g0568600	KN538827.1_FG028	82.6	95.8237
Os03g0568800	KN538827.1_FG034	85.6296	92.7769
Os03g0568900	KN538827.1_FG019	87.4468	99.0361
Os03g0569000	KN538827.1_FG029	98.1818	51.9231
Os03g0569800	KN538827.1_FG007	82.6087	86.645
Os03g0569900	KN538827.1_FG002	39.5522	87.3626
Os03g0569900	KN538827.1_FG005	38.3085	93.3333
Os03g0570100	KN538827.1_FG008	83.181	98.0603
Os03g0570200	KN538827.1_FG001	76.5625	62.0253
Os03g0570300	AMDW01040761.1_FG001	73.9535	98.1481
Os03g0570300	KN538827.1_FG003	98.6047	98.6047
Os03g0570800	KN540803.1_FG001	93.4	97.9036
Os03g0571700	KN540803.1_FG002	93.2432	79.1284
Os03g0571900	KN540424.1_FG002	84.4231	61.6573
Os03g0572250	KN539262.1_FG006	91.9048	86.1607
Os03g0572300	KN539262.1_FG003	96.1207	73.8411
Os03g0572900	KN539262.1_FG001	99.8	99.8
Os03g0573500	KN539262.1_FG007	85.3081	98.4503
Os03g0574300	KN538866.1_FG011	99.0099	37.037
Os03g0574600	KN540897.1_FG003	95.4545	96.5517
Os03g0574900	KN540897.1_FG002	99.1369	99.1369
Os03g0575200	KN540964.1_FG001	92.1085	99.6
Os03g0576200	AMDW01040791.1_FG001	71.3392	99.1304
Os03g0576400	KN539936.1_FG007	81.8182	21.1765
Os03g0576700	KN539936.1_FG005	100	100
Os03g0576900	KN539936.1_FG002	90.1818	94.6565
Os03g0577000	KN539936.1_FG008	98.6842	98.6842
Os03g0577100	AMDW01039851.1_FG001	32.3651	94.5455
Os03g0577100	KN539936.1_FG010	79.0456	95.0125
Os03g0577500	KN539936.1_FG006	99.7537	99.7537
Os03g0578200	AMDW01011792.1_FG001	69.8795	100
Os03g0578200	KN540709.1_FG001	69.8795	100
Os03g0579000	KN540988.1_FG004	58.6538	94.9416
Os03g0579200	AMDW01040823.1_FG001	56.9823	89.196
Os03g0579200	KN542760.1_FG001	83.5473	91.9611
Os03g0579300	KN542760.1_FG002	99.0291	99.0291
Os03g0580200	KN542177.1_FG001	30.4878	24.7525
Os03g0580800	KN538793.1_FG039	64.6438	93.5115
Os03g0581100	KN543232.1_FG001	39.3939	30.1158
Os03g0581400	KN542142.1_FG001	72.5849	92.053
Os03g0581600	KN538793.1_FG040	76.3158	99.4286
Os03g0581800	KN538793.1_FG036	64.8352	72.8395
Os03g0582000	KN538793.1_FG033	93.0818	93.0818
Os03g0582100	KN538793.1_FG044	76.7886	92.8846
Os03g0582400	KN538793.1_FG008	96.3855	96.3855
Os03g0582800	KN538793.1_FG009	34.25	95.1389
Os03g0583700	KN538793.1_FG006	97.8723	97.8723
Os03g0583900	KN538793.1_FG013	24.6099	71.2526
Os03g0584400	KN538793.1_FG004	97.6331	89.6739
Os03g0586300	KN538793.1_FG011	66.573	45.8414
Os03g0586400	KN538695.1_FG042	85.9649	39.0438
Os03g0586400	KN539700.1_FG010	5.26316	8
Os03g0586500	KN538793.1_FG003	99.631	99.631
Os03g0586600	KN538793.1_FG007	100	99.3007
Os03g0586700	KN538793.1_FG012	90.9236	98.2788
Os03g0586800	KN539360.1_FG011	93.3555	91.6803
Os03g0586900	KN539360.1_FG006	88.7865	100
Os03g0587000	KN539360.1_FG003	100	100
Os03g0587100	KN539360.1_FG010	59.7015	92.1659
Os03g0587200	KN539360.1_FG014	87.1568	98.7952
Os03g0587600	KN539360.1_FG001	55.1862	91.2088
Os03g0588200	KN539360.1_FG009	83.4586	96.1039
Os03g0588400	KN539360.1_FG005	98.0114	98.2906
Os03g0588600	KN539360.1_FG012	80.2985	93.0796
Os03g0588800	KN539360.1_FG002	59.375	84.3694
Os03g0589300	KN539360.1_FG013	45.8947	91.5966
Os03g0591300	KN541127.1_FG001	51.3308	72.973
Os03g0591600	KN541127.1_FG002	86.7133	94.4762
Os03g0592500	KN539929.1_FG003	100	100
Os03g0593100	KN539929.1_FG001	100	100
Os03g0593200	KN539929.1_FG005	83.1513	91.4237
Os03g0593600	KN538805.1_FG005	79.2564	97.5904
Os03g0594400	KN538805.1_FG009	88.8889	98.0973
Os03g0594700	KN538805.1_FG017	93.6269	92.5544
Os03g0595200	KN538805.1_FG002	65.7343	59.8726
Os03g0595300	KN538805.1_FG014	100	100
Os03g0595600	KN538805.1_FG010	63.2353	71.6667
Os03g0596101	KN538805.1_FG016	69.4444	53.5714
Os03g0596101	KN542193.1_FG002	40.7407	41.5094
Os03g0596600	KN538805.1_FG011	44.6945	30.2832
Os03g0596700	KN538805.1_FG007	95.7031	98
Os03g0596900	KN538805.1_FG012	89.0469	95.7187
Os03g0597200	KN538805.1_FG013	94.3396	97.7654
Os03g0597400	KN538805.1_FG006	81.0154	90.6173
Os03g0598100	KN538805.1_FG040	99.5585	99.5585
Os03g0598200	KN538805.1_FG038	75.5482	94.6429
Os03g0598700	AMDW01057609.1_FG001	82.1596	93.5829
Os03g0598900	KN542130.1_FG002	83.27	82.6415
Os03g0599000	KN542130.1_FG001	97.8597	98.6811
Os03g0599400	KN540515.1_FG001	48.3051	77.8689
Os03g0599600	KN540515.1_FG006	82.6316	31.0891
Os03g0599800	KN540515.1_FG003	99.4505	81.5315
Os03g0600400	KN540515.1_FG004	100	67.5
Os03g0600600	KN542789.1_FG002	3.79747	5.84416
Os03g0600600	KN542806.1_FG001	44.7257	30.1136
Os03g0600800	KN540565.1_FG004	61.5741	88.6667
Os03g0601100	KN540515.1_FG002	34.4519	92.2156
Os03g0602300	KN539078.1_FG001	99.1471	99.359
Os03g0602600	KN539078.1_FG003	87.2666	93.6248
Os03g0603300	KN539078.1_FG004	94.2652	78.5075
Os03g0603600	KN540429.1_FG001	99.7442	99.7442
Os03g0603800	KN540429.1_FG004	98.4749	98.4749
Os03g0604200	KN539132.1_FG002	96.473	99.7854
Os03g0604600	KN539132.1_FG005	99.4992	63.3369
Os03g0606100	KN539132.1_FG006	79.7727	100
Os03g0606600	AMDW01040786.1_FG001	15.5963	13.2812
Os03g0607200	KN543501.1_FG001	95.7447	98.9011
Os03g0607500	KN539897.1_FG003	94.5355	38.1898
Os03g0607500	KN539897.1_FG004	86.8852	34.1936
Os03g0607600	KN540668.1_FG001	38.3224	98.7288
Os03g0607700	KN540668.1_FG004	48.5714	64.6739
Os03g0607800	KN540668.1_FG003	61.5819	50.6977
Os03g0608800	KN540668.1_FG002	19.3548	56.5217
Os03g0608800	KN542422.1_FG001	43.9206	87.6238
Os03g0609200	KN538732.1_FG054	68.8073	37.1287
Os03g0609500	KN540729.1_FG002	29.3103	85
Os03g0609800	KN540729.1_FG001	99.0536	98.5871
Os03g0610700	KN541428.1_FG001	93.578	36.1062
Os03g0610900	KN539835.1_FG005	32.3204	99.1525
