Gene stable ID	Medicago truncatula gene stable ID	%id. target Medicago truncatula gene identical to query gene	%id. query gene identical to target Medicago truncatula gene
Os02g0632900	MTR_7g079350	9.09091	4.25258
Os02g0633066	MTR_2g031520	26.5506	34.2697
Os02g0633066	MTR_2g031530	26.6594	33.7466
Os02g0633066	MTR_7g079320	22.198	30.0442
Os02g0633066	MTR_7g079350	22.4157	26.5464
Os02g0633100	MTR_3g005240	31.2637	31.6992
Os02g0633300	MTR_3g063490	74.8936	25.2874
Os02g0633300	MTR_3g063520	76.1702	25.942
Os02g0633300	MTR_5g091600	74.0426	25.5132
Os02g0633300	MTR_5g091615	49.7872	39.661
Os02g0633300	MTR_6g077870	78.2979	25.8427
Os02g0633400	MTR_1g009890	36.5772	40.0735
Os02g0633400	MTR_4g127950	30.5369	32.7338
Os02g0634100	MTR_5g098960	24.2958	30.1969
Os02g0634500	MTR_4g075100	48.6577	60.9244
Os02g0634600	MTR_1g037570	58.7654	59.3516
Os02g0634600	MTR_4g075120	53.0864	57.9515
Os02g0634700	MTR_4g075150	60.6186	62.955
Os02g0634800	MTR_3g110110	94.9045	94.9045
Os02g0634900	MTR_0167s0060	74.4681	74.4681
Os02g0635000	MTR_4g052380	59.6639	64.5455
Os02g0635000	MTR_4g052390	69.4678	70.8571
Os02g0635200	MTR_4g052380	63.2597	69.3939
Os02g0635200	MTR_4g052390	74.0331	76.5714
Os02g0635700	MTR_1g114370	50.5952	54.1401
Os02g0636300	MTR_2g063080	58.2897	60.5072
Os02g0636400	MTR_1g114610	50.5	24.2788
Os02g0636600	MTR_1g033750	45.4148	46.6368
Os02g0636600	MTR_1g114640	42.3581	43.4978
Os02g0636600	MTR_1g114680	27.5109	34.2391
Os02g0636600	MTR_1g114690	38.4279	34.9206
Os02g0636600	MTR_1g114750	38.4279	39.1111
Os02g0636600	MTR_1g115130	38.4279	42.7184
Os02g0636600	MTR_6g077990	37.5546	42.5743
Os02g0636600	MTR_8g100065	36.2445	39.9038
Os02g0636700	MTR_1g033750	43.5345	45.2915
Os02g0636700	MTR_1g114640	44.3966	46.1883
Os02g0636700	MTR_1g114680	27.5862	34.7826
Os02g0636700	MTR_1g114690	39.2241	36.1111
Os02g0636700	MTR_1g114750	38.3621	39.5556
Os02g0636700	MTR_1g115130	36.2069	40.7767
Os02g0636700	MTR_6g077990	39.2241	45.0495
Os02g0636700	MTR_8g100065	35.7759	39.9038
Os02g0637000	MTR_2g095060	53.4591	38.8128
Os02g0637000	MTR_2g095080	55.3459	39.6396
Os02g0637000	MTR_2g095130	57.2327	41.3636
Os02g0637000	MTR_2g095170	28.9308	27.5449
Os02g0637700	MTR_6g068930	72.4409	73.2095
Os02g0637800	MTR_1g115260	44.1417	44.0217
Os02g0637900	MTR_6g068990	44.6512	42.2907
Os02g0638000	MTR_6g069010	21.4058	17.7249
Os02g0638200	MTR_3g063210	30.2521	10.5727
Os02g0638200	MTR_5g076140	29.4118	10.7527
Os02g0638300	MTR_6g004100	32.2148	35.5556
Os02g0638650	MTR_2g090235	32.5581	36.1502
Os02g0638900	MTR_2g079740	46.7005	32.1678
Os02g0639000	MTR_4g089010	54.4681	53.4447
Os02g0639100	MTR_2g013210	48.2385	48.1081
Os02g0639100	MTR_4g088975	49.0515	49.3188
Os02g0639500	MTR_0122s0020	62.4521	61.2782
Os02g0639500	MTR_2g090265	62.8353	63.5659
Os02g0639500	MTR_2g090270	60.5364	60.7692
Os02g0639600	MTR_2g013070	79.2683	79.2683
Os02g0639700	MTR_2g013430	32.582	32.1862
Os02g0639800	MTR_2g013550	26.9231	32.6271
Os02g0639800	MTR_2g090295	29.3706	34.0081
Os02g0639800	MTR_4g088870	22.028	31.6583
Os02g0639800	MTR_4g088875	25.5245	31.6017
Os02g0639800	MTR_8g465910	28.6713	33.6066
Os02g0639900	MTR_2g079420	49.1329	49.1329
Os02g0639900	MTR_8g059015	53.1792	52.2727
Os02g0640000	MTR_1g008950	50.3497	55.814
Os02g0640000	MTR_7g075960	22.3776	49.2308
Os02g0640000	MTR_8g032300	56.6434	54.7297
Os02g0640000	MTR_8g032320	55.2448	53.3784
Os02g0640200	MTR_1g047620	30.9963	46.9274
Os02g0640200	MTR_7g076600	45.3875	44.5652
Os02g0640300	MTR_1g100727	36.9369	55.9091
Os02g0640300	MTR_6g054890	36.6366	51.9149
Os02g0640500	MTR_1g052275	49.5549	51.7829
Os02g0640500	MTR_7g062660	47.6261	49.2331
Os02g0640500	MTR_7g062680	50.2967	50.6726
Os02g0640500	MTR_7g062700	49.4065	49.6274
Os02g0640500	MTR_7g062750	48.368	49.3192
Os02g0640500	MTR_7g062770	48.8131	49.6229
Os02g0640500	MTR_7g062890	48.9614	50.2283
Os02g0640500	MTR_7g062900	43.7685	47.0494
Os02g0640500	MTR_7g062920	48.2196	49.3171
Os02g0640500	MTR_7g062940	50.1484	50.5988
Os02g0640500	MTR_7g062950	51.1869	51.5695
Os02g0640500	MTR_7g062990	50.7418	50.517
Os02g0640600	MTR_5g062280	30.1075	37.9661
Os02g0640600	MTR_5g083430	20.6989	41.8478
Os02g0640600	MTR_7g076655	29.5699	38.4615
Os02g0640600	MTR_7g076660	29.8387	38.676
Os02g0640600	MTR_7g076665	29.5699	37.2881
Os02g0640600	MTR_7g106800	22.3118	30.7407
Os02g0640600	MTR_8g031600	28.7634	35.906
Os02g0640600	MTR_8g031610	28.7634	36.3946
Os02g0640600	MTR_8g031630	30.914	38.7205
Os02g0640600	MTR_8g031650	30.914	20.6463
Os02g0640600	MTR_8g031850	24.1935	35.2941
Os02g0640600	MTR_8g031900	29.0323	36.8601
Os02g0640600	MTR_8g031910	31.1828	40.4181
Os02g0640600	MTR_8g031940	30.3763	37.7926
Os02g0640600	MTR_8g031960	31.4516	39
Os02g0640600	MTR_8g031980	31.9892	39.9329
Os02g0640600	MTR_8g031990	30.3763	37.9195
Os02g0640600	MTR_8g032000	30.914	38.5906
Os02g0640600	MTR_8g032010	31.1828	38.9262
Os02g0640600	MTR_8g032020	29.8387	37
Os02g0640600	MTR_8g032030	22.043	35.3448
Os02g0640800	MTR_5g062280	42.5397	45.4237
Os02g0640800	MTR_5g083430	24.7619	42.3913
Os02g0640800	MTR_7g076655	41.9048	46.1538
Os02g0640800	MTR_7g076660	42.2222	46.3415
Os02g0640800	MTR_7g076665	43.1746	46.1017
Os02g0640800	MTR_7g106800	38.4127	44.8148
Os02g0640800	MTR_8g031600	40.6349	42.953
Os02g0640800	MTR_8g031610	40.9524	43.8776
Os02g0640800	MTR_8g031630	41.9048	44.4444
Os02g0640800	MTR_8g031650	41.9048	23.6984
Os02g0640800	MTR_8g031850	33.9683	41.9608
Os02g0640800	MTR_8g031900	40.3175	43.3447
Os02g0640800	MTR_8g031910	42.8571	47.0383
Os02g0640800	MTR_8g031940	46.0317	48.495
Os02g0640800	MTR_8g031960	46.6667	49
Os02g0640800	MTR_8g031980	46.3492	48.9933
Os02g0640800	MTR_8g031990	46.3492	48.9933
Os02g0640800	MTR_8g032000	48.254	51.0067
Os02g0640800	MTR_8g032010	47.3016	50
Os02g0640800	MTR_8g032020	46.9841	49.3333
Os02g0640800	MTR_8g032030	31.1111	42.2414
Os02g0641100	MTR_7g028160	45.7143	28.169
Os02g0641800	MTR_8g031340	10.0394	45.5357
Os02g0641900	MTR_1g100653	43	43.7288
Os02g0641900	MTR_7g076740	46.3333	45.7237
Os02g0641900	MTR_8g031360	47.3333	47.8114
Os02g0642200	MTR_7g076730	38.4236	58.6466
Os02g0642200	MTR_8g031370	50.7389	51.5
Os02g0642300	MTR_1g100643	63.1068	28.3843
Os02g0642600	MTR_6g045357	22.4501	24.6867
Os02g0642700	MTR_0014s0440	55.4852	51.7717
Os02g0643000	MTR_0135s0080	30.1158	48.1481
Os02g0643000	MTR_0753s0030	15.444	45.4545
Os02g0643000	MTR_4g026540	32.8185	43.5897
Os02g0643000	MTR_4g026620	35.5212	46.2312
Os02g0643000	MTR_4g026650	30.888	45.1977
Os02g0643000	MTR_4g026780	35.5212	37.3984
Os02g0643000	MTR_4g026830	34.749	42.0561
Os02g0643000	MTR_4g027050	49.0347	52.9167
Os02g0643000	MTR_4g101020	47.4903	50.8264
Os02g0643000	MTR_5g012420	46.332	49.3827
Os02g0643200	MTR_4g025900	53.5156	61.991
Os02g0643200	MTR_4g101660	55.0781	64.6789
Os02g0643500	MTR_5g012110	68.231	72.1374
Os02g0643600	MTR_4g101680	57.027	57.967
Os02g0643600	MTR_5g012080	52.4324	55.5874
Os02g0643800	MTR_0388s0020	33.6842	42.6667
Os02g0643800	MTR_4g025830	34.2105	40.1235
Os02g0644000	MTR_4g101730	63.1048	63.3603
Os02g0644100	MTR_5g012030	71.2803	70.9122
Os02g0644400	MTR_3g113110	38.4127	15.9211
Os02g0644400	MTR_4g071900	43.3333	32.0047
Os02g0644400	MTR_5g021650	45.0794	29.7071
Os02g0644400	MTR_8g076190	43.6508	23.9965
Os02g0644500	MTR_5g068710	33.8235	31.453
Os02g0644600	MTR_1g113020	13.4981	33.3333
Os02g0644600	MTR_3g091500	36.692	24.2462
Os02g0644600	MTR_7g011500	32.3194	23.0352
Os02g0644600	MTR_7g011520	23.9544	24.8032
Os02g0644700	MTR_4g112970	59.0604	42.5121
Os02g0644900	MTR_1g088430	51.5419	22.0755
Os02g0644900	MTR_3g062620	13.2159	44.7761
Os02g0644900	MTR_7g112660	14.5374	53.2258
Os02g0645100	MTR_3g113110	43.0995	25.0658
Os02g0645100	MTR_4g071900	49.6606	51.4654
Os02g0645100	MTR_5g021650	50.4525	46.6527
Os02g0645100	MTR_8g076190	49.4344	38.1326
Os02g0645600	MTR_5g021340	33.3333	33.0769
Os02g0645600	MTR_8g076340	29.7158	39.5189
Os02g0646200	MTR_1g023260	36.803	36.2637
Os02g0646200	MTR_3g113070	34.2007	41.0714
Os02g0646200	MTR_3g117320	33.4572	39.6476
Os02g0646200	MTR_4g071200	31.9703	38.3929
Os02g0646400	MTR_5g021090	56.4885	57.3643
Os02g0646500	MTR_1314s0010	22.3819	31.2321
Os02g0646500	MTR_2g097950	50.5133	48.6166
Os02g0646500	MTR_4g020710	10.6776	37.9562
Os02g0646500	MTR_4g065040	52.3614	52.0408
Os02g0646500	MTR_8g076480	52.1561	52.0492
Os02g0647300	MTR_1g107500	29.0909	33.0749
Os02g0647300	MTR_2g099020	27.5	29.3689
Os02g0647900	MTR_1314s0010	22.8106	32.0917
Os02g0647900	MTR_2g097950	50.3055	48.8142
Os02g0647900	MTR_4g020710	10.387	37.2263
Os02g0647900	MTR_4g065040	51.9348	52.0408
Os02g0647900	MTR_8g076480	49.6945	50
Os02g0648300	MTR_1g098870	27.6644	21.5929
Os02g0648300	MTR_1g098900	31.5193	21.821
Os02g0648300	MTR_6g035370	31.9728	21.8266
Os02g0649300	MTR_3g092150	25.2874	26.9388
Os02g0649300	MTR_8g026960	26.0536	28.2158
Os02g0649700	MTR_3g462930	63.1387	65.6132
Os02g0649700	MTR_5g069780	65.0852	67.4653
Os02g0649800	MTR_7g117990	42.7536	41.5493
Os02g0649800	MTR_8g027080	42.029	32.7684
Os02g0649900	MTR_0312s0020	60.8309	60.9212
Os02g0649900	MTR_0312s0050	8.75371	47.9675
Os02g0649900	MTR_1626s0010	21.9585	62.9787
Os02g0649900	MTR_1g007540	60.8309	60.9212
Os02g0649900	MTR_1g007580	62.3145	62.4071
Os02g0649900	MTR_1g077840	56.2315	55.7353
Os02g0649900	MTR_3g092090	62.6113	63.2684
Os02g0650300	MTR_0312s0020	58.1845	58.0981
Os02g0650300	MTR_0312s0050	8.63095	47.1545
Os02g0650300	MTR_1626s0010	20.0893	57.4468
Os02g0650300	MTR_1g007540	58.1845	58.0981
Os02g0650300	MTR_1g007580	58.631	58.5438
Os02g0650300	MTR_1g077840	55.2083	54.5588
Os02g0650300	MTR_3g092090	63.0952	63.5682
Os02g0650500	MTR_4g099130	47.3118	58.0475
Os02g0650500	MTR_5g013610	46.6667	61.8234
Os02g0650500	MTR_8g008820	53.1183	56.7816
Os02g0650800	MTR_2g084695	11.5261	37.2414
Os02g0650800	MTR_4g088650	31.6969	24.3842
Os02g0650800	MTR_7g029525	32.5507	23.0363
Os02g0650800	MTR_7g050445	33.8314	24.3285
Os02g0650800	MTR_7g450780	33.7247	23.3901
Os02g0650800	MTR_7g450790	33.6179	21.8902
Os02g0650800	MTR_7g450820	34.5784	26.1501
Os02g0650800	MTR_7g450860	33.9381	24.9216
Os02g0650900	MTR_4g099320	80.292	80.292
Os02g0650900	MTR_5g013470	78.1022	78.1022
Os02g0651000	MTR_0053s0020	53.7234	33.5548
Os02g0651000	MTR_0092s0090	37.234	20.4678
Os02g0651300	MTR_4g035650	66.2651	70.5128
Os02g0652000	MTR_7g081130	43.8679	45.8128
Os02g0652000	MTR_8g007380	44.3396	47
Os02g0652100	MTR_3g095080	31.9018	21.3115
Os02g0652100	MTR_8g007270	39.8773	28.6344
Os02g0652100	MTR_8g092140	30.6748	21.3675
Os02g0652300	MTR_7g081300	75.4647	76.3158
Os02g0652300	MTR_8g007175	68.7732	70.6107
Os02g0652550	MTR_4g099440	25.8427	49.2857
Os02g0652550	MTR_5g013320	43.4457	52.7273
Os02g0652600	MTR_5g013300	40.1709	41.048
Os02g0652800	MTR_4g099450	59.5142	58.6826
Os02g0653200	MTR_8g007020	40	35.2941
Os02g0653200	MTR_8g007035	40	33.1658
Os02g0653400	MTR_5g013270	22.5974	24.0331
Os02g0653800	MTR_4g099470	79.803	91.0112
Os02g0653800	MTR_7g081700	90.1478	90.5941
Os02g0653800	MTR_8g006970	89.1626	83.4101
Os02g0653900	MTR_4g099510	43.3824	45.2975
Os02g0653900	MTR_5g013230	46.1397	45.8029
Os02g0654000	MTR_4g100350	56.1224	55
Os02g0654100	MTR_4g100350	57.6667	57.6667
Os02g0654300	MTR_7g081665	67.3913	61.1038
Os02g0654300	MTR_8g006870	68.8406	61.6083
Os02g0654400	MTR_3g102840	22.3901	52.4116
Os02g0654500	MTR_4g100360	61.5721	60
Os02g0654600	MTR_7g081705	37.8559	26.809
Os02g0654600	MTR_8g006850	33.5008	27.6625
Os02g0654700	MTR_4g100380	44.2244	50
Os02g0655100	MTR_7g006510	13.1285	43.1193
Os02g0655100	MTR_7g407140	38.8268	34.6633
Os02g0655200	MTR_1g040430	20.3488	34.8259
Os02g0655200	MTR_1g048610	20.3488	30.303
Os02g0655200	MTR_1g090290	18.8953	32.9949
Os02g0655200	MTR_4g100420	23.8372	26.7101
Os02g0655200	MTR_4g100450	24.1279	27.0358
Os02g0655300	MTR_4g011180	57.9767	60.0806
Os02g0655500	MTR_4g100500	57.8431	54.1284
Os02g0655500	MTR_5g013040	57.3529	52.2321
Os02g0655600	MTR_1g040460	44.9275	17.5141
Os02g0655700	MTR_7g007850	66.281	67.1692
Os02g0655800	MTR_8g046290	39.9027	46.5909
Os02g0656200	MTR_3g008260	46.5969	28.8026
Os02g0656300	MTR_1g103750	64.9916	67.128
Os02g0656300	MTR_8g021140	65.4941	67.7643
Os02g0656300	MTR_8g447330	30.1508	47.2441
Os02g0656500	MTR_8g006430	73.5714	73.0496
Os02g0656600	MTR_5g012910	28.223	44.7514
Os02g0656600	MTR_7g046260	34.1463	41.7021
Os02g0656600	MTR_8g006410	31.3589	43.4783
Os02g0657000	MTR_5g012910	39.1111	48.6188
Os02g0657000	MTR_7g046260	46.6667	44.6809
Os02g0657000	MTR_8g006410	40.8889	44.4444
Os02g0657600	MTR_3g108460	70.7904	60.5882
Os02g0657700	MTR_4g036465	20.4893	24.4526
Os02g0658000	MTR_5g012870	40.9524	11.0256
Os02g0658100	MTR_5g012810	77.6699	64.7773
Os02g0658200	MTR_7g445390	37.6	37.6
Os02g0658200	MTR_8g005880	32.8	38.3178
Os02g0658300	MTR_4g100820	51.6854	46.9388
Os02g0658500	MTR_3g408430	40.5473	33.8877
Os02g0658500	MTR_4g036815	42.5373	34.6154
Os02g0658900	MTR_2g028660	63.6042	58.0645
Os02g0659100	MTR_4g028610	29.8869	38.1443
Os02g0659700	MTR_5g056230	30.137	20.7547
Os02g0659700	MTR_5g056300	17.8082	35.1351
Os02g0659700	MTR_5g056390	30.8219	21.2264
Os02g0660800	MTR_5g056230	24.2038	17.9245
Os02g0660800	MTR_5g056300	16.5605	35.1351
Os02g0660800	MTR_5g056390	24.2038	17.9245
Os02g0661000	MTR_4g100930	53.8462	56.4516
Os02g0661300	MTR_2g044090	36.2069	29.1667
Os02g0661600	MTR_4g101450	33.9869	37.8182
Os02g0661600	MTR_5g012220	36.6013	38.6207
Os02g0661800	MTR_4g101420	34.1463	30.837
Os02g0662000	MTR_1g012630	52.6316	33.3333
Os02g0662000	MTR_1g012690	53.3835	46.1039
Os02g0662000	MTR_1g012700	54.1353	43.9024
Os02g0662000	MTR_1g012710	54.8872	48.3444
Os02g0662000	MTR_2g026760	46.6165	48.8189
Os02g0662000	MTR_3g106740	48.1203	49.2308
Os02g0662000	MTR_3g106750	45.1128	46.5116
Os02g0662000	MTR_4g101260	53.3835	53.7879
Os02g0662000	MTR_4g101280	60.9023	56.6434
Os02g0662000	MTR_4g101310	53.3835	52.9851
Os02g0662000	MTR_4g101330	56.391	44.3787
Os02g0662000	MTR_4g108150	50.3759	54.4715
Os02g0662000	MTR_5g012340	44.3609	32.5967
Os02g0662000	MTR_5g012380	44.3609	33.908
Os02g0662100	MTR_1g012630	50	30.4762
Os02g0662100	MTR_1g012690	51.5625	42.8571
Os02g0662100	MTR_1g012700	51.5625	40.2439
Os02g0662100	MTR_1g012710	50	42.3841
Os02g0662100	MTR_2g026760	40.625	40.9449
Os02g0662100	MTR_3g106740	45.3125	44.6154
Os02g0662100	MTR_3g106750	43.75	43.4109
Os02g0662100	MTR_4g101260	51.5625	50
Os02g0662100	MTR_4g101280	49.2188	44.0559
Os02g0662100	MTR_4g101310	43.75	41.791
Os02g0662100	MTR_4g101330	46.875	35.503
Os02g0662100	MTR_4g108150	48.4375	50.4065
Os02g0662100	MTR_5g012340	39.0625	27.6243
Os02g0662100	MTR_5g012380	39.0625	28.7356
Os02g0662200	MTR_4g101100	58.6957	57.6923
Os02g0662700	MTR_0092s0100	29.4781	28.5519
Os02g0662700	MTR_4g026485	28.2087	32
Os02g0663100	MTR_0092s0100	29.0909	28.4153
Os02g0663100	MTR_4g026485	27.972	32
Os02g0663300	MTR_7g075660	55.7442	47.9457
Os02g0663300	MTR_8g035750	53.0201	45.9145
Os02g0664000	MTR_8g098410	58.8235	60.0858
Os02g0664100	MTR_2g006960	63.6364	21.03
Os02g0664200	MTR_2g006960	83.8843	12.4464
Os02g0664300	MTR_0025s0060	62.6196	63.7453
Os02g0664300	MTR_1g101015	2.72259	30.5785
Os02g0664300	MTR_1g101030	65.2686	64.7918
Os02g0664400	MTR_5g030610	23.0769	22.9759
Os02g0664400	MTR_5g430710	23.0769	12.2807
Os02g0664700	MTR_7g077380	25.8373	33.1288
Os02g0665000	MTR_2g101040	66.129	18.2222
Os02g0665000	MTR_3g110330	70.4301	22.6644
Os02g0665000	MTR_8g014390	67.2043	21.2585
Os02g0665000	MTR_8g102620	69.3548	21.8274
Os02g0665200	MTR_8g098240	33.8188	35.0084
Os02g0665300	MTR_4g102400	43.9949	46.0927
Os02g0665300	MTR_5g011190	41.0872	42.9894
Os02g0665300	MTR_5g011260	41.2137	43.2361
Os02g0665300	MTR_5g011270	41.2137	42.8947
Os02g0665300	MTR_5g011280	40.708	42.4802
Os02g0665300	MTR_5g011310	41.2137	43.1217
Os02g0665300	MTR_5g011320	40.9608	43.3155
Os02g0665300	MTR_5g011340	40.2023	42.2311
Os02g0665300	MTR_5g011370	40.5815	41.366
Os02g0665500	MTR_1g100820	48.2185	28.3124
Os02g0665500	MTR_7g077780	58.1948	27.3438
Os02g0665500	MTR_8g030690	41.5677	26.1584
Os02g0665800	MTR_1g100820	12.4549	9.62343
Os02g0665800	MTR_7g077780	18.4116	11.3839
Os02g0665800	MTR_8g030690	14.8014	12.2571
Os02g0666300	MTR_1g100250	57.1588	56.8409
Os02g0666300	MTR_8g098425	49.4407	49.2205
Os02g0666500	MTR_8g030590	69.5489	68.5185
Os02g0666500	MTR_8g098435	65.9774	67.8917
Os02g0666600	MTR_2g011350	34.5178	33.6634
Os02g0666700	MTR_1g062130	57.0632	52.3891
Os02g0666700	MTR_7g102810	56.8773	54.6429
Os02g0666800	MTR_4g130180	58.046	58.3815
Os02g0667000	MTR_1g026100	63.4146	67.5325
Os02g0667050	MTR_1g026100	11.0092	15.5844
Os02g0667500	MTR_1g112980	40.0612	29.7727
Os02g0667500	MTR_3g114810	42.8135	32.2581
Os02g0667600	MTR_4g075730	40.6528	43.0818
Os02g0667600	MTR_8g086610	30.5638	36.9176
Os02g0668000	MTR_1g113850	48.8706	51.4039
Os02g0668400	MTR_4g131200	28.2272	45.4294
Os02g0668400	MTR_4g131205	14.9742	64.9254
Os02g0668400	MTR_4g131220	46.8158	51.3208
Os02g0668400	MTR_4g131270	46.6437	51.1321
Os02g0668500	MTR_5g023210	29.6137	33.9901
Os02g0669000	MTR_8g074560	35.6383	36.3144
Os02g0669000	MTR_8g074570	40.1596	40.7008
Os02g0669000	MTR_8g074580	37.766	33.9713
Os02g0669100	MTR_3g117290	30	41.6268
Os02g0669500	MTR_3g115150	22.4299	7.54717
Os02g0669700	MTR_3g021420	40.2985	40.9091
Os02g0669700	MTR_3g030930	40.2985	40.9091
Os02g0669700	MTR_7g090650	40.796	41
Os02g0669900	MTR_3g115120	31.6159	19.3966
Os02g0669900	MTR_5g098980	39.5785	21.8629
Os02g0670000	MTR_3g118470	59.1579	58.5417
Os02g0670100	MTR_3g115490	46.7532	52.8117
Os02g0670100	MTR_5g023980	45.8874	54.7804
Os02g0670100	MTR_5g099130	44.8052	51.8797
Os02g0670100	MTR_8g073560	50.4329	59.1371
Os02g0670400	MTR_3g115580	46.8966	43.871
Os02g0670400	MTR_5g024180	43.4483	45
Os02g0670400	MTR_7g082820	39.3103	39.5833
Os02g0670400	MTR_8g073345	47.5862	48.5915
Os02g0670500	MTR_4g119860	43.6975	41.2698
Os02g0670500	MTR_7g108600	35.2941	35.5932
Os02g0670500	MTR_7g113080	42.8571	40.1575
Os02g0670700	MTR_1g041310	39.1558	39.2128
Os02g0670700	MTR_2g006810	25.6186	28.6645
Os02g0670900	MTR_5g024300	47.4333	54.7393
Os02g0670900	MTR_8g073340	49.2813	58.1114
Os02g0671300	MTR_1g094085	23.5412	21.9512
Os02g0671800	MTR_5g085740	7.69231	18.5654
Os02g0672100	MTR_1g094115	36.748	41.9295
Os02g0672100	MTR_1g112270	35.2846	37.2852
Os02g0672200	MTR_6g477980	71.9039	69.7758
Os02g0672400	MTR_1g112360	40.1639	51.9435
Os02g0672500	MTR_1g081230	36.7713	44.3243
Os02g0672500	MTR_2g099550	40.3587	47.8723
Os02g0672500	MTR_8g018780	40.3587	49.4506
Os02g0672600	MTR_2g099870	52.4079	60.2606
Os02g0672600	MTR_4g025460	10.3399	40.1099
Os02g0672600	MTR_8g104280	57.932	54.5333
Os02g0672700	MTR_5g030180	41.8182	35.9375
Os02g0672700	MTR_7g116750	42.7273	40.1709
Os02g0672800	MTR_3g048687	5.88235	39.5604
Os02g0672800	MTR_3g080960	47.7124	47.557
Os02g0672800	MTR_8g027265	50.6536	46.4072
Os02g0673000	MTR_1g077660	32.7434	15.6448
Os02g0673000	MTR_1g077670	33.6283	15.7025
Os02g0673100	MTR_1g077660	43.2485	46.723
Os02g0673100	MTR_1g077670	43.8356	46.281
Os02g0673500	MTR_1g077640	24.8737	25.6845
Os02g0673600	MTR_8g027285	81.5287	81.5287
Os02g0673700	MTR_3g091820	35.1706	43.7908
Os02g0674700	MTR_4g102870	62.7968	64.1509
Os02g0674700	MTR_5g010720	61.7414	60.4651
Os02g0674700	MTR_7g076010	51.1873	53.0055
Os02g0675400	MTR_5g010750	62.5	62.1118
Os02g0675700	MTR_0019s0120	60.8359	61.7925
Os02g0675700	MTR_1g101370	58.9783	60.0946
Os02g0675700	MTR_7g076170	61.1455	61.9122
Os02g0675700	MTR_8g432680	58.8235	59.5611
Os02g0675800	MTR_0002s0020	56.229	57.9861
Os02g0675800	MTR_0113s0040	49.1582	51.2281
Os02g0675800	MTR_1g101390	51.5152	52.5773
Os02g0675800	MTR_4g102770	50.8418	52.7972
Os02g0675800	MTR_5g010800	50.1684	52.6502
Os02g0676000	MTR_4g102750	71.2418	70.7792
Os02g0676400	MTR_0039s0080	51.7304	53.8899
Os02g0676400	MTR_1g101500	53.7341	54.6296
Os02g0676400	MTR_5g010830	54.827	55.8442
Os02g0676500	MTR_7g076250	38.1818	44.2105
Os02g0676500	MTR_8g032690	19.0909	38.8889
Os02g0676800	MTR_1g101550	37.931	42.6724
Os02g0676800	MTR_4g102670	35.249	54.7619
Os02g0677300	MTR_1g101600	38.8393	43.0693
Os02g0677300	MTR_4g102660	40.625	41.3636
Os02g0677300	MTR_5g010910	37.5	37.5
Os02g0677300	MTR_5g010930	37.9464	37.6106
Os02g0677300	MTR_5g010940	37.9464	37.1179
Os02g0677300	MTR_6g465420	39.2857	32.9588
Os02g0677300	MTR_6g465430	41.0714	37.0968
Os02g0677300	MTR_6g465450	39.2857	35.9184
Os02g0677300	MTR_6g465460	40.1786	33.2103
Os02g0677300	MTR_6g465510	40.625	43.75
Os02g0677300	MTR_6g465530	41.0714	46.4646
Os02g0677300	MTR_6g465690	39.2857	33.8462
Os02g0677300	MTR_6g465850	40.1786	32.0285
Os02g0677300	MTR_6g465990	30.3571	35.2332
Os02g0677300	MTR_6g466000	40.625	40.0881
Os02g0677300	MTR_6g466020	32.5893	40.5556
Os02g0677300	MTR_6g466130	44.1964	43.0435
Os02g0677600	MTR_6g465290	43.3594	45.8678
Os02g0677700	MTR_6g465150	52.4927	40.8676
Os02g0677700	MTR_8g028700	39.8827	26.0536
Os02g0677700	MTR_8g032850	36.9501	13.892
Os02g0677800	MTR_4g024265	40.9091	11.335
Os02g0677800	MTR_4g024550	40.9091	29.8013
Os02g0677800	MTR_4g102170	42.7273	31.1258
Os02g0677800	MTR_5g011910	41.8182	30.4636
Os02g0678200	MTR_7g086170	4.01722	53.8462
Os02g0678200	MTR_7g086180	11.7647	50.9317
Os02g0678200	MTR_7g086330	12.0517	32.4324
Os02g0678300	MTR_5g011010	60.5489	60.8621
Os02g0678300	MTR_5g011020	60.2058	64.4037
Os02g0678400	MTR_4g102550	78.4566	81.8792
Os02g0679200	MTR_3g078580	48.8798	48.9796
Os02g0679500	MTR_8g026680	42.6501	41.8699
Os02g0679700	MTR_0907s0020	18.8612	29.1209
Os02g0679700	MTR_4g052040	16.0142	25.4237
Os02g0679700	MTR_4g052060	16.3701	25.2747
Os02g0679700	MTR_5g079710	17.0819	18.75
Os02g0679700	MTR_7g105790	20.2847	28.6432
Os02g0680400	MTR_4g065940	12.4706	66.25
Os02g0680400	MTR_7g078760	79.7647	79.5775
Os02g0680400	MTR_8g028680	56	54.5872
Os02g0680500	MTR_5g012260	12.201	28.4916
Os02g0680600	MTR_5g010010	52.7273	62.2318
Os02g0680700	MTR_8g028655	59.4502	51.952
Os02g0681000	MTR_8g028760	41.3725	38.5037
Os02g0681100	MTR_7g078320	49.031	51.7382
Os02g0681100	MTR_8g028765	52.3256	55.2147
Os02g0681200	MTR_5g010100	25.9434	40.7407
Os02g0681200	MTR_7g078150	27.3585	32.2222
Os02g0681200	MTR_8g028815	29.2453	36.4706
Os02g0681200	MTR_8g098770	36.3208	47.2393
Os02g0681700	MTR_5g042440	56.4202	22.943
Os02g0681900	MTR_6g047750	32.3625	30.2115
Os02g0681900	MTR_7g057230	31.3916	29.5282
Os02g0682200	MTR_1g101970	36.8	48.6772
