Gene stable ID	Oryza brachyantha gene stable ID	%id. target Oryza brachyantha gene identical to query gene	%id. query gene identical to target Oryza brachyantha gene
Os02g0608801	OB0054G10090	39.9504	83.4197
Os02g0608801	OB02G30920	83.6228	83.0049
Os02g0608900	OB02G30930	63.2432	78.7879
Os02g0609200	OB02G30970	92.5926	25.8621
Os02g0609400	OB02G30950	91.1392	91.1392
Os02g0610000	OB02G31450	39.5833	45.2381
Os02g0610500	OB04G24680	34.9398	74.8387
Os02g0610600	OB02G31000	97.5	71.4286
Os02g0610700	OB02G31010	41.6667	83.3333
Os02g0610800	OB02G31020	90.8163	89.6725
Os02g0610851	OB02G43250	45.0704	12.5984
Os02g0610851	OB07G32610	73.2394	26.943
Os02g0611200	OB02G31040	92.4051	67.718
Os02g0611400	OB02G31060	84.041	84.2878
Os02g0611450	OB04G24810	63.3333	36.8932
Os02g0611500	OB02G31080	85.8974	86.5633
Os02g0612000	OB02G31090	74.9153	35.6452
Os02g0612100	OB02G31100	91.0714	93.2927
Os02g0612300	OB02G31110	94.6502	95.4357
Os02g0612700	OB02G31130	66.8122	89.7361
Os02g0612800	OB02G31140	85.5629	84.8883
Os02g0612900	OB02G31150	88.7179	91.0526
Os02g0613000	OB02G31160	62.9707	92.0489
Os02g0613100	OB02G31170	61.3546	91.1243
Os02g0613200	OB02G31190	93.299	93.299
Os02g0613400	OB02G31200	74.2373	11.8893
Os02g0613600	OB02G31210	99.2593	99.2593
Os02g0613900	OB02G31220	67.2269	86.9565
Os02g0614100	OB02G31230	94.5087	95.0581
Os02g0614200	OB02G31240	86.1111	89.8551
Os02g0614250	OB02G31250	47.2603	74.1936
Os02g0614300	OB01G49350	33.3333	27.1574
Os02g0614400	OB02G31270	88.3269	87.9845
Os02g0614500	OB02G31280	96.3746	95.2239
Os02g0614600	OB02G31310	79.4937	79.8982
Os02g0614700	OB02G31320	93.2515	29.5146
Os02g0614732	OB02G31330	83.3333	81.9672
Os02g0615800	OB02G31390	52.3477	52.1912
Os02g0615800	OB02G31420	58.1419	58.3751
Os02g0616100	OB02G31480	60.7306	60.8696
Os02g0617100	OB02G31500	82.2222	29.5325
Os02g0617200	OB02G31520	59.0909	11.1748
Os02g0617300	OB02G31530	92.4503	48.675
Os02g0617400	OB02G43910	65.6676	72.8097
Os02g0617500	OB02G31550	96.7897	50.2919
Os02g0617700	OB02G31570	83.8509	30
Os02g0618100	OB02G31610	82.8125	84.8
Os02g0618200	OB02G31620	94.7876	94.2418
Os02g0618250	OB02G31630	100	100
Os02g0618400	OB02G31640	83.045	86.6426
Os02g0618700	OB02G31650	87.069	88.2096
Os02g0620100	OB02G31690	78.1513	75.6098
Os02g0620200	OB02G31700	91.4286	91.4286
Os02g0620400	OB02G31720	86.7257	87.5
Os02g0620500	OB02G31730	93.1727	92.986
Os02g0620566	OB02G31750	85.4237	79.7468
Os02g0620600	OB02G31740	90.9274	94.7479
Os02g0621100	OB02G31800	84.0756	85.3425
Os02g0621300	OB02G31830	92.084	91.7874
Os02g0621500	OB02G31850	81.8627	84.131
Os02g0621700	OB02G31870	99.0521	99.0521
Os02g0621800	OB02G31880	53.2468	76.2082
Os02g0622100	OB02G31900	98.4881	98.4881
Os02g0622200	OB02G31910	92.9054	91.3621
Os02g0622200	OB05G18130	73.3108	85.7708
Os02g0622300	OB02G31920	96.2687	96.2687
Os02g0622400	OB02G31930	97.5247	97.5247
Os02g0623500	OB02G34220	92.8328	92.6746
Os02g0623600	OB0051G10070	61.186	56.1881
Os02g0623766	OB06G34500	9.61539	54.878
Os02g0623932	OB09G20110	55.8974	43.083
Os02g0624100	OB0051G10070	49.7191	43.8119
Os02g0624300	OB02G31990	83.7209	85.7143
Os02g0625000	OB02G32000	91.7051	90.4545
Os02g0625100	OB02G32010	90.0609	89.336
Os02g0625300	OB02G32020	58.0328	97.2527
Os02g0625500	OB02G32030	87.234	96.1877
Os02g0625900	OB02G32050	60.9396	47.1443
Os02g0626100	OB02G32060	94.5792	97.5
Os02g0626400	OB02G32080	97.493	94.5946
Os02g0626532	OB02G32070	61.6071	40.1163
Os02g0626600	OB02G32090	91.049	91.3043
Os02g0627100	OB02G32100	85.4137	98.5437
Os02g0627700	OB02G32120	89.2913	86.6973
Os02g0627800	OB01G21530	72.4747	56.8317
Os02g0628000	OB02G32130	93.0328	93.0328
Os02g0628200	OB02G32140	97.654	97.654
Os02g0628600	OB02G32150	85.022	93.0868
Os02g0628800	OB01G23930	66.055	98.6301
Os02g0628900	OB02G32160	41.4286	40.8451
Os02g0629000	OB02G32170	73.5294	79.6178
Os02g0629200	OB02G32180	86.4583	94.6768
Os02g0629400	OB02G32190	92.3004	92.3004
Os02g0629800	OB02G32200	93.75	61.9835
Os02g0629900	OB02G32220	39.1304	81.8182
Os02g0630000	OB02G32230	27.7228	68.7117
Os02g0630250	OB02G32250	69.0821	69.4175
Os02g0630300	OB02G32270	83.2776	68.0328
Os02g0631000	OB02G32280	89.7172	87.9093
Os02g0631100	OB02G32290	93.2773	77.6224
Os02g0631200	OB02G32300	84.4828	84.7751
Os02g0631500	OB02G32310	90.0568	26.6387
Os02g0631601	OB02G32310	77.5701	13.9496
Os02g0631700	OB02G32320	76.1905	82.3529
Os02g0632100	OB12G15770	57.4713	61.2245
Os02g0632500	OB02G32330	94.0789	92.7367
Os02g0632800	OB02G32350	21.9739	22.6488
Os02g0632900	OB02G32350	47.9339	33.3973
Os02g0633100	OB02G32400	87.7473	87.3155
Os02g0633200	OB02G32410	86.8132	87.1965
Os02g0633300	OB02G32420	98.7234	36.5931
Os02g0633400	OB02G32430	74.4966	83.4586
Os02g0633700	OB02G32450	58.9342	55.2941
Os02g0633900	OB02G32460	68.254	66.358
Os02g0634100	OB02G32470	44.5423	69.1257
Os02g0634500	OB02G32480	84.2282	70.3081
Os02g0634600	OB02G32490	92.3457	92.3457
Os02g0634700	OB02G32500	69.6907	95.7507
Os02g0634800	OB02G32510	100	100
Os02g0634900	OB02G32520	100	100
Os02g0635000	OB02G32550	90.1961	89.6936
Os02g0635200	OB02G32560	95.5801	95.5801
Os02g0635700	OB02G32570	89.2857	89.2857
Os02g0636300	OB02G32610	94.4154	93.5986
Os02g0636400	OB02G32620	87.5	49.435
Os02g0636600	OB02G32640	97.8166	97.8166
Os02g0636700	OB02G32650	92.6724	93.4783
Os02g0637000	OB02G32660	85.5346	70.4663
Os02g0637200	OB02G32680	91.358	94.8718
Os02g0637700	OB02G32700	93.4383	93.6842
Os02g0637800	OB02G32710	91.5531	92.1811
Os02g0637900	OB02G32720	83.7209	84.9057
Os02g0638000	OB02G32730	74.7604	74.5223
Os02g0638200	OB02G32740	81.5126	33.7979
Os02g0638400	OB02G32750	88.3853	27.5862
Os02g0639000	OB02G32770	94.1489	94.4504
Os02g0639100	OB02G32780	79.4038	87.4627
Os02g0639600	OB02G32820	95.1219	94.5455
Os02g0639700	OB02G32830	82.582	82.582
Os02g0639800	OB02G32840	68.5315	56.8116
Os02g0639900	OB02G32850	40.4624	95.8904
Os02g0640000	OB02G32870	97.2028	97.2028
Os02g0640200	OB02G32880	85.9779	60.5195
Os02g0640300	OB02G32890	73.2733	59.2233
Os02g0640500	OB02G32900	87.8338	87.7037
Os02g0640600	OB02G32910	61.2903	75.7475
Os02g0640700	OB02G32920	48.659	56.1947
Os02g0640800	OB02G32930	83.1746	79.3939
Os02g0641100	OB01G51240	63.4286	32.6471
Os02g0641900	OB02G32960	88.6667	91.4089
Os02g0642200	OB02G32970	82.7586	78.8732
Os02g0642300	OB02G32980	91.2621	40.1709
Os02g0642600	OB02G33010	81.7094	84.2538
Os02g0642700	OB02G33020	90.5063	79.4444
Os02g0643000	OB02G33030	77.6062	88.1579
Os02g0643200	OB02G33040	93.3594	94.0945
Os02g0643500	OB02G33060	68.5921	90.0474
Os02g0643600	OB02G33070	80.2703	96.4286
Os02g0643900	OB02G33090	39.2617	75.974
Os02g0644000	OB02G33100	88.9113	91.4938
Os02g0644100	OB02G33110	72.4913	93.9462
Os02g0644400	OB02G33150	91.746	66.5899
Os02g0644500	OB02G33140	75	91.4798
Os02g0644600	OB11G26440	93.5361	60
Os02g0644700	OB11G26450	95.6376	67.8571
Os02g0644900	OB11G26470	77.533	31.0954
Os02g0645100	OB02G33150	93.552	95.2765
Os02g0646200	OB02G33180	56.8773	84.0659
Os02g0646400	OB02G33200	93.1298	91.7293
Os02g0646500	OB02G33210	88.9117	88.7295
Os02g0647300	OB02G33220	69.0909	72.381
Os02g0647900	OB02G33230	90.835	91.7695
Os02g0648100	OB02G33240	85.7534	87.1866
Os02g0648300	OB02G33250	79.5918	56.4309
Os02g0649300	OB02G33290	53.2567	67.8049
Os02g0649700	OB02G33310	79.562	98.6425
Os02g0649800	OB02G33320	86.2319	85.6115
Os02g0649900	OB02G33330	77.003	94.3636
Os02g0650300	OB02G33340	86.0119	94.7541
Os02g0650500	OB02G33350	90.3226	89.7436
Os02g0650800	OB02G33360	83.031	73.7441
Os02g0650900	OB02G33370	92.4574	92.4574
Os02g0651000	OB02G33380	92.5532	61.9217
Os02g0651300	OB02G33390	62.9518	99.5238
Os02g0651900	OB02G33420	71.4953	68.9189
Os02g0652300	OB02G33460	99.2565	99.2565
Os02g0652550	OB02G33470	80.8989	92.7039
Os02g0652600	OB02G33480	80.7692	82.1739
Os02g0652800	OB02G33490	87.4494	86.9215
Os02g0653200	OB02G33510	81.2121	65.6863
Os02g0653400	OB02G33520	47.7922	80.3493
Os02g0653800	OB02G33530	99.5074	99.5074
Os02g0653900	OB02G33550	72.0588	95.6098
Os02g0654000	OB02G33570	72.449	93.0131
Os02g0654100	OB02G33580	93.3333	92.1053
Os02g0654300	OB02G33590	93.4783	92.5395
Os02g0654400	OB02G33600	85.7143	72.3898
Os02g0654500	OB02G33620	96.9432	96.9432
Os02g0654600	OB02G33630	38.191	89.4118
Os02g0654700	OB02G33650	56.4356	90
Os02g0654700	OB04G27660	32.3432	31.8182
Os02g0655100	OB02G33660	82.1229	84.2407
Os02g0655200	OB02G33670	60.4651	81.8898
Os02g0655300	OB02G33680	86.3813	88.8
Os02g0655500	OB02G33690	90.1961	58.0442
Os02g0655700	OB02G33710	95.7025	87.3303
Os02g0655800	OB02G33720	94.4039	94.1748
Os02g0656100	OB02G33730	68.0645	68.2848
Os02g0656200	OB02G33740	86.911	54.6053
Os02g0656300	OB02G33760	94.1374	93.823
Os02g0656300	OB05G12710	77.2194	93.1313
Os02g0656400	OB02G33770	78.2609	80.597
Os02g0656400	OB05G12700	59.4203	56.9444
Os02g0656500	OB02G33780	95.4762	94.7991
Os02g0657000	OB04G27850	61.3333	65.7143
Os02g0657600	OB02G33820	95.189	80.9941
Os02g0657700	OB02G33830	47.0948	81.9149
Os02g0658000	OB02G33840	85.7143	23.1362
Os02g0658100	OB02G33850	98.0583	81.4516
Os02g0658200	OB02G33860	66.4	69.1667
Os02g0658300	OB02G33880	51.6854	33.0935
Os02g0658400	OB02G33890	18.6761	68.1034
Os02g0658500	OB02G33900	87.0647	71.2831
Os02g0658600	OB02G33910	86.8132	87.4539
Os02g0658800	OB02G33920	95.2055	94.5578
Os02g0658900	OB02G33930	94.6996	92.0962
Os02g0659100	OB02G33940	50.2423	56.8556
Os02g0659100	OB02G33950	14.8627	43.6019
Os02g0659500	OB02G33960	59.2375	88.2096
Os02g0660800	OB02G33980	60.5096	41.8502
Os02g0661000	OB02G33990	86.1538	87.1595
Os02g0661100	OB02G34000	92.7224	92.973
Os02g0661300	OB02G34020	39.2241	86.6667
Os02g0661400	OB02G34030	70.7965	78.4314
Os02g0661600	OB02G34050	55.2288	87.1134
Os02g0661800	OB02G34060	91.7073	91.7073
Os02g0661900	OB02G34070	83.9623	37.5527
Os02g0662000	OB02G34080	78.9474	88.983
Os02g0662100	OB02G34090	92.1875	92.1875
Os02g0662200	OB02G34100	93.0435	92.6407
Os02g0662300	OB02G34110	75.9124	74.2857
Os02g0662700	OB02G34120	73.0606	85.6198
Os02g0663100	OB02G34130	84.8951	87.7168
Os02g0663300	OB02G34160	88.4722	78.9362
Os02g0663800	OB02G34190	96.4029	56.5401
Os02g0664000	OB02G34210	89.0756	89.4515
Os02g0664100	OB10G20250	84.0445	28.4191
Os02g0664200	OB10G20250	97.5207	14.8055
Os02g0664300	OB02G34230	92.3473	91.9414
Os02g0664400	OB02G34240	61.0989	60.3037
Os02g0664700	OB02G34250	78.4689	68.3333
Os02g0665200	OB02G34270	85.4369	85.7143
Os02g0665250	OB02G34280	76.4706	86.6667
Os02g0665300	OB02G34290	83.1858	83.3967
Os02g0665500	OB02G34300	91.4489	41.4424
Os02g0665600	OB02G34340	50.4065	58.4906
Os02g0665800	OB02G34300	34.4765	20.5597
Os02g0666200	OB02G34370	98.2699	98.2699
Os02g0666300	OB02G34380	91.1633	91.1633
Os02g0666500	OB02G34390	97.9323	97.9323
Os02g0666600	OB02G34400	74.1117	74.1117
Os02g0666700	OB02G34410	94.7955	94.7955
Os02g0666800	OB02G34420	94.2529	94.2529
Os02g0666900	OB02G34430	83.7662	84.3137
Os02g0667000	OB02G34440	93.9024	93.9024
Os02g0667300	OB02G34470	88.4615	87.1212
Os02g0667500	OB02G34480	90.8257	65.1316
Os02g0667600	OB02G34490	29.3769	98.0198
Os02g0668000	OB02G34530	78.5421	87.3288
Os02g0668100	OB02G34540	53.5088	95.8115
Os02g0668350	OB02G34550	64.9351	81.9672
Os02g0668400	OB02G34560	37.8657	56.9948
Os02g0668500	OB02G34570	51.5021	57.6923
Os02g0668900	OB02G34610	68.4636	68.8347
Os02g0669000	OB02G34620	62.766	86.1314
Os02g0669100	OB02G34640	70.3448	55.7377
Os02g0669366	OB02G34650	46.8553	83.2402
Os02g0669700	OB02G34670	74.6269	86.7052
Os02g0669900	OB02G34680	94.3794	92.2197
Os02g0670000	OB02G34690	94.7368	94.7368
Os02g0670100	OB02G34700	67.9654	70.8804
Os02g0670200	OB03G27800	32.5123	32.8358
Os02g0670400	OB02G34710	94.4828	94.4828
Os02g0670900	OB02G34720	82.5462	95.4869
Os02g0671200	OB02G34760	53.2432	93.3649
Os02g0671300	OB02G34770	84.3058	89.1489
Os02g0671800	OB06G28180	19.7552	15.6293
Os02g0672100	OB02G34800	90.0813	90.8197
Os02g0672200	OB02G34810	93.9002	95.3096
Os02g0672200	OB02G34820	93.4381	91.8256
Os02g0672200	OB02G34840	93.7153	90.6977
Os02g0672250	OB02G34850	67.6056	90.566
Os02g0672400	OB02G34880	86.8852	88.0886
Os02g0672600	OB02G34900	79.1785	95.8834
Os02g0672700	OB02G34910	82.7273	82.7273
Os02g0672800	OB02G34920	88.7255	89.3092
Os02g0673000	OB02G34930	54.4248	18.9522
Os02g0673100	OB02G34940	84.3444	90.5462
Os02g0673301	OB02G34950	85.5932	83.1276
Os02g0673500	OB02G34970	81.3131	81.7259
Os02g0673600	OB02G34980	99.3631	99.3631
Os02g0674800	OB02G35000	97.6368	97.8803
Os02g0675400	OB02G35020	94.5833	94.9791
Os02g0675700	OB02G35030	78.0186	89.0459
Os02g0675750	OB04G29200	62.2449	43.8849
Os02g0675800	OB0110G10020	90.2357	86.7314
Os02g0676000	OB0110G10060	39.4336	78.0172
Os02g0676400	OB02G35040	91.0747	90.5797
Os02g0676500	OB02G35050	69.5455	78.0612
Os02g0677600	OB02G35090	57.0312	87.9518
Os02g0677700	OB02G35110	92.0821	72.5173
Os02g0677800	OB08G11380	34.5455	32.7586
Os02g0678200	OB02G35120	96.2697	96.2697
Os02g0678300	OB02G35130	85.2487	93.2458
Os02g0678400	OB02G35140	93.2476	94.4625
Os02g0678800	OB02G35150	78.1991	46.7422
Os02g0679200	OB02G35170	89.2057	91.25
Os02g0679500	OB02G35190	79.7101	76.2376
Os02g0679700	OB02G35200	53.3808	26.2697
Os02g0680400	OB02G35210	97.8824	97.8824
Os02g0680500	OB02G35220	82.5359	48.8669
Os02g0680600	OB02G35230	65.8182	50.2778
Os02g0680700	OB02G35240	83.5052	86.4769
Os02g0681000	OB02G35250	82.7451	82.9077
Os02g0681100	OB02G35260	72.6744	89.4988
Os02g0681700	OB02G35290	94.5525	37.7916
Os02g0681900	OB02G35300	76.699	79
Os02g0682200	OB02G35340	94.4	91.1197
Os02g0682500	OB02G35370	92.3944	58.156
Os02g0682700	OB06G14790	34.6154	19.9115
Os02g0683500	OB02G35380	92.9612	94.335
Os02g0683800	OB0303G10010	94.8718	89.1566
Os02g0684150	OB02G35390	76.9508	57.7998
Os02g0684300	OB02G35400	96.0317	70.7602
Os02g0684400	OB02G35410	47.4286	48.538
Os02g0685200	OB02G35470	85.5397	84.6774
Os02g0685750	OB02G35480	71.0145	80.9917
Os02g0685900	OB02G35490	94.8998	95.7721
Os02g0686300	OB02G35500	87.7863	78.9474
Os02g0686400	OB09G10260	93.6248	91.9499
Os02g0686500	OB02G35510	90	46.1538
Os02g0686600	OB02G35520	97.1591	89.0625
Os02g0686700	OB02G35530	88.0435	91.0112
Os02g0686800	OB02G35540	86.3014	89.3617
Os02g0687200	OB02G35560	89.6226	90.4762
Os02g0687500	OB02G35570	67.9245	71.5232
Os02g0688500	OB02G35600	91.2621	85.7664
Os02g0688900	OB02G35620	93.5982	93.5982
Os02g0689000	OB02G35630	88.7701	88.7701
Os02g0689066	OB10G27010	83.5821	7.81032
Os02g0689132	OB09G21280	37.8531	10.9656
Os02g0689200	OB02G35640	85.7143	85.4922
Os02g0689500	OB02G35650	43.1034	91.9118
Os02g0689600	OB02G35660	70.8333	41.2399
Os02g0689700	OB02G35670	85.6354	79.0816
Os02g0689800	OB02G35680	92.9644	49.5252
Os02g0689900	OB02G35700	72.9508	79.8923
Os02g0690200	OB02G35730	86.9048	89.0244
Os02g0690500	OB02G35750	70.4698	74.4681
Os02g0690600	OB02G35760	92.4706	92.9078
Os02g0690700	OB02G35770	99.3151	99.3151
Os02g0690800	OB02G35780	93.4537	92.2049
Os02g0691500	OB02G35790	63.2708	87.0849
Os02g0692000	OB02G35800	90.7455	84.2482
Os02g0692700	OB02G35810	89.1051	90.1575
Os02g0693000	OB02G35820	88.3838	59.322
Os02g0693200	OB02G35830	98.3471	49.1736
Os02g0693500	OB02G35850	95.2941	95.2941
Os02g0693700	OB09G20340	4.03481	39.8438
Os02g0694100	OB02G35870	71.3684	91.8699
Os02g0694100	OB02G35880	70.1053	55.9664
Os02g0694400	OB02G35890	56.8421	9.35875
Os02g0694600	OB02G35890	51.8072	14.9047
Os02g0694800	OB02G35900	88.5645	93.0946
Os02g0694900	OB02G35910	55.3086	66.0767
Os02g0695050	OB08G23540	21.9231	21.673
Os02g0695200	OB02G35920	87.9412	84.4633
Os02g0695600	OB02G35930	74.7368	69.6078
Os02g0695700	OB02G35970	89.8876	89.8876
Os02g0695800	OB02G35980	92.6441	62.3829
Os02g0695900	OB02G35980	90.6863	24.7657
Os02g0696500	OB02G36010	49.5727	32.6454
Os02g0696600	OB12G26550	39.3333	30.4124
Os02g0696700	OB02G36020	88.3721	51.9255
Os02g0696900	OB02G36030	67.7507	72.6744
Os02g0697200	OB02G36040	86.4162	86.4162
Os02g0697300	OB02G36050	96.9388	96.9388
Os02g0697400	OB02G36060	91.9156	70.9634
Os02g0697500	OB02G36080	94.3925	48.9499
Os02g0697550	OB04G10830	36.7164	25.4132
Os02g0697600	OB02G36090	67.6562	92.5214
Os02g0697700	OB02G36100	86.5385	88.8158
Os02g0697800	OB02G36110	97.5089	97.8571
Os02g0698000	OB02G36120	99.0074	99.0074
Os02g0698100	OB02G36130	31.4136	78.9474
Os02g0698800	OB02G36150	83.3992	76.4493
Os02g0699000	OB02G36160	66.5505	47.75
Os02g0699400	OB02G36180	86.5809	75.8454
Os02g0699466	OB02G36190	43.5583	14.4309
Os02g0699600	OB02G36200	96.988	96.988
Os02g0699700	OB02G36210	93.2008	59.1633
Os02g0699900	OB02G36220	45.1883	41.2214
Os02g0700000	OB02G36230	84.6433	84.9515
Os02g0700100	OB02G36240	72.2814	93.1319
Os02g0700300	OB02G36270	95.8333	96.1672
Os02g0700500	OB02G36280	86.2524	56.8238
Os02g0700600	OB02G36290	93.2462	93.4498
Os02g0700700	OB02G36300	91.2409	92.5926
Os02g0701600	OB02G36340	68.5083	93.5849
Os02g0701900	OB02G36370	57.7982	95.9391
Os02g0702000	OB02G36380	92.2785	92.1618
Os02g0702100	OB02G36390	80.7339	83.8095
Os02g0702400	OB02G36400	89.6725	89.899
Os02g0702500	OB02G36410	92.7583	92.4628
Os02g0702600	OB02G36420	94.291	94.291
Os02g0702700	OB06G31720	29.771	55.7143
Os02g0702800	OB02G36440	92.8839	93.2331
Os02g0703300	OB02G36450	86.6337	85.3659
Os02g0703600	OB02G36470	94.3128	76.2452
Os02g0703900	OB02G36510	86.3636	85.2868
Os02g0704000	OB02G36520	91.6928	90.4173
Os02g0704131	OB07G12620	20.0456	30.8772
Os02g0704300	OB02G36540	97.5831	33.0604
Os02g0704500	OB02G36550	76.7273	78.7313
Os02g0704600	OB02G36560	87.0614	87.638
Os02g0704800	OB02G36570	87.4659	72.1348
Os02g0704900	OB02G36580	95.3271	96.2264
Os02g0704933	OB02G36590	80	81.0811
Os02g0704966	OB02G36600	89.8352	88.7381
Os02g0705100	OB02G36610	78.0488	91.6905
Os02g0705300	OB02G36620	86.9159	87.7358
Os02g0705400	OB02G36630	44.5652	95.3488
Os02g0705500	OB02G36640	89.4737	89.2265
Os02g0705600	OB02G36670	90.1299	84.8411
Os02g0706400	OB06G23140	52.4752	58.8889
Os02g0706500	OB02G36720	88.3117	88.0259
Os02g0706600	OB02G36730	43.0913	74.7967
Os02g0706900	OB02G36750	93.5103	93.2353
Os02g0707000	OB02G36760	75.4839	30.83
Os02g0708000	OB02G36800	75	60.2564
Os02g0708100	OB02G36830	87.315	93.4389
Os02g0708200	OB02G36840	93.4049	93.4049
Os02g0708400	OB02G36870	95.9212	96.0563
Os02g0709000	OB02G36900	93.1751	93.1751
Os02g0709100	OB02G36910	49.8584	84.2105
Os02g0709200	OB02G36920	93.4118	95.6627
Os02g0709300	OB02G36930	73.913	78.6127
Os02g0709350	OB02G36940	53.0303	46.3576
Os02g0709400	OB02G36950	96.2895	73.2192
Os02g0709600	OB02G36960	60.3448	57.7558
Os02g0709800	OB02G36970	86.5979	92.5984
Os02g0710102	OB02G36980	84.5238	12.0851
Os02g0710300	OB02G36990	41.3333	75.6098
Os02g0710500	OB02G37010	93.1925	92.757
Os02g0710800	OB02G37030	96.4371	45.2116
Os02g0710900	OB02G37040	85.9202	91.9336
Os02g0711100	OB02G37060	69.5297	93.1507
Os02g0711200	OB02G37070	88.1517	43.4579
Os02g0711300	OB02G37080	79.6053	72.8916
Os02g0712000	OB02G37110	84.9691	88.0037
Os02g0712500	OB02G37120	90.5405	90.3661
Os02g0712600	OB02G37140	73.7057	54.2628
Os02g0712700	OB02G37150	70.415	73.8764
Os02g0713250	OB02G37160	68.6667	63.1902
Os02g0713400	OB02G37170	94.8641	94.8641
Os02g0713900	OB02G37200	36.039	30.4945
Os02g0714000	OB02G37210	93.3798	91.1565
Os02g0714100	OB02G37220	86.3905	87.9518
Os02g0714200	OB02G37230	97.4068	97.4068
Os02g0714300	OB02G37240	67.284	88.1402
Os02g0714500	OB02G37250	88.8736	56.7544
Os02g0714600	OB02G37260	96.6154	96.6154
Os02g0714801	OB02G34760	61.9792	56.3981
Os02g0715000	OB02G37270	91.2568	89.0667
Os02g0715200	OB02G37280	91.0042	91.0042
Os02g0715300	OB02G37290	58.4699	97.2727
Os02g0716500	OB02G37320	96.134	95.8869
Os02g0716800	OB02G37330	97.089	75.1989
Os02g0717100	OB02G37350	93.2735	91.63
Os02g0717200	OB02G37370	88.1481	83.8028
Os02g0717300	OB02G37380	90.6667	90.6667
Os02g0717400	OB02G37390	91.8654	91.9944
Os02g0717500	OB02G37400	92.7374	92.9972
Os02g0717600	OB02G37410	65.625	86.6505
Os02g0717700	OB02G37420	91.0828	60.3376
Os02g0717900	OB02G37440	81.6327	96.9697
Os02g0718900	OB02G37470	96.8586	91.133
Os02g0719000	OB02G37490	58.8859	89.1566
Os02g0719100	OB02G37510	95.8923	96.1648
Os02g0719600	OB02G37530	86.0526	82.1608
Os02g0719800	OB02G37550	91.3915	90.7494
Os02g0720000	OB02G37560	63.6364	30.6931
Os02g0720100	OB02G37570	50	61.9318
Os02g0720200	OB02G37580	89.983	90.4437
Os02g0720300	OB02G37590	68.6567	78.97
Os02g0720500	OB06G20850	38.3721	53.6585
Os02g0720600	OB02G37630	85.9611	84.1438
Os02g0720700	OB02G37640	85.8238	92.8177
Os02g0720900	OB02G37650	94.5415	94.5415
Os02g0721100	OB02G37660	59.4017	57.6763
Os02g0721600	OB02G37670	70.4036	91.2791
Os02g0721700	OB02G37690	83.8323	83.3333
Os02g0721800	OB02G37700	93.1373	92.084
Os02g0722300	OB02G37720	95.8652	95.8652
Os02g0722400	OB02G37730	85.8407	82.906
Os02g0722500	OB02G37740	89.1566	89.1566
Os02g0722700	OB02G37750	95.1049	95.4386
Os02g0722800	OB02G37770	82.1509	89.9428
Os02g0723300	OB02G37810	84.1004	88.1579
Os02g0723600	OB05G12580	83.3333	66.8449
Os02g0723700	OB05G12570	92.2414	72.5424
Os02g0724000	OB02G37830	91.4005	93.9394
Os02g0724500	OB02G37850	94.1919	47.0366
Os02g0725000	OB02G37870	92.3469	92.6621
Os02g0725100	OB02G37880	81.9444	88.2793
Os02g0725200	OB02G37890	85.4582	78.8603
Os02g0725300	OB02G37900	84.5638	84.6774
Os02g0725500	OB02G37920	68.3486	69.3023
Os02g0725600	OB02G37930	85.5204	69.2308
Os02g0725700	OB02G37940	92.9134	90.0763
Os02g0725900	OB02G37950	71.5054	76.4368
Os02g0726000	OB02G37960	85.3383	85.3383
Os02g0726300	OB02G37970	90.7801	91.7563
Os02g0726400	OB02G37980	95.0495	94.4262
Os02g0726500	OB02G38000	86.8627	96.3043
Os02g0726600	OB02G38010	100	75.1381
Os02g0726700	OB02G38020	67.4419	53.9535
Os02g0727100	OB02G38030	91.2946	89.693
Os02g0727100	OB08G25040	32.3661	76.7196
Os02g0727300	OB02G38040	88.1391	88.9577
Os02g0727500	OB02G38060	68.4783	93.3333
Os02g0727700	OB02G38080	82.6367	81.5873
Os02g0728001	OB02G38090	97.0414	97.0414
Os02g0728100	OB0298G10010	33.8279	94.6058
Os02g0728100	OB02G38100	83.3828	96.8966
Os02g0728300	OB02G38110	73.2804	91.1184
Os02g0728700	OB02G38140	83.6066	82.2581
Os02g0729200	OB02G38160	88.1928	86.5248
Os02g0729400	OB02G38170	91.2387	80.7487
Os02g0729700	OB02G38180	88.3382	92.6606
Os02g0730000	OB02G38210	91.8626	93.0403
Os02g0730050	OB02G38200	46.1538	71.831
Os02g0730300	OB02G38240	94.4156	93.6856
Os02g0730400	OB02G38250	81.8898	91.0285
Os02g0730500	OB02G38260	95.3846	95.3846
Os02g0730600	OB02G38270	76.0274	87.0588
Os02g0730700	OB02G38280	77.3124	92.6778
Os02g0730800	OB02G38290	70.6767	87.037
Os02g0730900	OB02G38300	75.4098	89.3204
Os02g0731200	OB02G38310	93.361	93.361
Os02g0731400	OB02G38340	89.5522	86.9565
Os02g0731500	OB02G38350	71.9697	51.0753
Os02g0731600	OB02G38360	91.6667	64.7059
Os02g0731700	OB02G38370	52.2124	42.3698
Os02g0731900	OB02G38390	92.4152	95.4639
Os02g0732200	OB02G38410	68.2889	96.4523
Os02g0732300	OB02G38420	39.8551	87.3016
Os02g0732500	OB02G38430	97.8261	97.8261
Os02g0732600	OB02G38450	89.0196	87.9845
Os02g0732700	OB03G34910	96.9136	96.9136
Os02g0732800	OB02G38460	95.6989	95.6989
Os02g0732900	OB02G38470	91.7595	91.7595
