Gene stable ID	Helianthus annuus gene stable ID	%id. target Helianthus annuus gene identical to query gene	%id. query gene identical to target Helianthus annuus gene
Os01g0183500	HannXRQ_Chr08g0216081	21.9895	59.1549
Os01g0183500	HannXRQ_Chr08g0216101	48.6911	18.3071
Os01g0183500	HannXRQ_Chr08g0216141	0.52356	0.925926
Os01g0183500	HannXRQ_Chr08g0216211	48.1675	19.7425
Os01g0183500	HannXRQ_Chr08g0216311	48.1675	18.2178
Os01g0183500	HannXRQ_Chr09g0259701	44.5026	16.7984
Os01g0183500	HannXRQ_Chr12g0366991	4.71204	3.91304
Os01g0183500	HannXRQ_Chr12g0367001	38.2199	37.0558
Os01g0183500	HannXRQ_Chr12g0367011	49.2147	18.6879
Os01g0183500	HannXRQ_Chr12g0367031	48.6911	18.4524
Os01g0183500	HannXRQ_Chr12g0367041	44.5026	16.7653
Os01g0183500	HannXRQ_Chr12g0367061	47.644	17.8431
Os01g0183500	HannXRQ_Chr13g0421291	45.5497	16.763
Os01g0183500	HannXRQ_Chr13g0421321	46.5969	17.8715
Os01g0183500	HannXRQ_Chr13g0421331	45.0262	23.1183
Os01g0183500	HannXRQ_Chr15g0493511	45.5497	16.6987
Os01g0183633	HannXRQ_Chr04g0126071	36.6972	24.5399
Os01g0183633	HannXRQ_Chr10g0319541	41.2844	31.9149
Os01g0183633	HannXRQ_Chr12g0354531	44.0367	33.8028
Os01g0184000	HannXRQ_Chr02g0045331	49.8681	52.7933
Os01g0184000	HannXRQ_Chr16g0516751	49.8681	52.7933
Os01g0184100	HannXRQ_Chr03g0072431	65.0602	67.5
Os01g0184100	HannXRQ_Chr03g0072441	63.253	65.625
Os01g0184100	HannXRQ_Chr03g0072461	68.0723	71.0692
Os01g0184100	HannXRQ_Chr03g0072471	68.0723	71.0692
Os01g0184500	HannXRQ_Chr05g0162511	60.48	54.5455
Os01g0184500	HannXRQ_Chr10g0278691	58.24	56.5217
Os01g0184800	HannXRQ_Chr15g0474721	66.9323	68.2927
Os01g0184800	HannXRQ_Chr15g0474981	44.2231	67.2727
Os01g0184800	HannXRQ_Chr17g0534581	20.7171	66.6667
Os01g0184800	HannXRQ_Chr17g0534591	47.4104	61.0256
Os01g0184800	HannXRQ_Chr17g0534611	24.3028	64.8936
Os01g0184800	HannXRQ_Chr17g0534621	14.3426	67.9245
Os01g0184800	HannXRQ_Chr17g0534631	37.0518	59.2357
Os01g0184800	HannXRQ_Chr17g0550181	56.9721	72.5888
Os01g0184800	HannXRQ_Chr17g0550191	71.3147	71.6
Os01g0184900	HannXRQ_Chr01g0022931	13.1045	50.6024
Os01g0184900	HannXRQ_Chr02g0056421	69.1108	68.8958
Os01g0184900	HannXRQ_Chr04g0102631	14.9766	64.8649
Os01g0184900	HannXRQ_Chr06g0173771	12.7925	66.6667
Os01g0184900	HannXRQ_Chr11g0334501	11.7005	51.7241
Os01g0184900	HannXRQ_Chr15g0486151	12.0125	53.1034
Os01g0184900	HannXRQ_Chr16g0519581	69.8908	70
Os01g0184900	HannXRQ_Chr17g0550931	10.2964	41.25
Os01g0185100	HannXRQ_Chr13g0396491	35.0254	22.4756
Os01g0185100	HannXRQ_Chr17g0538121	39.0863	25.0814
Os01g0185200	HannXRQ_Chr12g0371141	73.3668	74.5849
Os01g0185200	HannXRQ_Chr16g0508691	74.2462	65.3761
Os01g0185400	HannXRQ_Chr07g0191831	8.25472	34.6535
Os01g0185400	HannXRQ_Chr14g0449311	39.6226	33.8028
Os01g0185500	HannXRQ_Chr02g0056401	46.4286	48.5075
Os01g0185500	HannXRQ_Chr14g0449301	49.6429	50.5455
Os01g0185500	HannXRQ_Chr14g0449951	48.5714	17.8244
Os01g0185900	HannXRQ_Chr05g0158011	36.6864	34.2541
Os01g0185900	HannXRQ_Chr10g0290331	35.3057	36.0887
Os01g0185900	HannXRQ_Chr17g0544771	33.925	33.2046
Os01g0186000	HannXRQ_Chr03g0071411	30.0518	39.4558
Os01g0186000	HannXRQ_Chr09g0248011	31.0881	30.6122
Os01g0186000	HannXRQ_Chr11g0320071	22.2798	51.8072
Os01g0186200	HannXRQ_Chr12g0369791	41.519	43.2718
Os01g0186700	HannXRQ_Chr10g0309771	72.0588	75.8221
Os01g0186900	HannXRQ_Chr09g0248321	54.0839	47.6654
Os01g0186900	HannXRQ_Chr10g0309761	49.0066	55.2239
Os01g0186900	HannXRQ_Chr12g0359121	29.1391	45.6747
Os01g0187400	HannXRQ_Chr03g0078681	62.7533	62.3178
Os01g0187400	HannXRQ_Chr07g0190031	61.6352	61.7215
Os01g0187400	HannXRQ_Chr12g0355261	60.3075	60.1394
Os01g0187400	HannXRQ_Chr13g0409431	63.0328	62.2069
Os01g0187500	HannXRQ_Chr01g0003351	13.8298	11.7117
Os01g0187500	HannXRQ_Chr05g0141361	25	10.9557
Os01g0187500	HannXRQ_Chr13g0405591	24.4681	10.245
Os01g0187500	HannXRQ_Chr15g0492441	15.9574	7.21154
Os01g0187600	HannXRQ_Chr03g0060361	41.9492	18.8213
Os01g0187600	HannXRQ_Chr09g0238091	37.7119	16.888
Os01g0187600	HannXRQ_Chr12g0354561	40.2542	29.6875
Os01g0187900	HannXRQ_Chr09g0276211	43.9891	46.6667
Os01g0188100	HannXRQ_Chr12g0358141	66.4671	68.3077
Os01g0188100	HannXRQ_Chr16g0509521	65.8683	67.2783
Os01g0188200	HannXRQ_Chr04g0121291	21.3559	6.09874
Os01g0188200	HannXRQ_Chr12g0366411	28.1356	7.63569
Os01g0190000	HannXRQ_Chr05g0139171	31.9298	41.1765
Os01g0190000	HannXRQ_Chr05g0139181	57.5439	47.2622
Os01g0190000	HannXRQ_Chr05g0162581	50.5263	43.3735
Os01g0190000	HannXRQ_Chr08g0227201	55.7895	43.4426
Os01g0190000	HannXRQ_Chr09g0275611	52.2807	33.5586
Os01g0190000	HannXRQ_Chr09g0275621	52.2807	45.4268
Os01g0190000	HannXRQ_Chr09g0275631	54.0351	47.3846
Os01g0190000	HannXRQ_Chr09g0275641	51.5789	44.9541
Os01g0190000	HannXRQ_Chr09g0275651	65.2632	55.0296
Os01g0190000	HannXRQ_Chr09g0276271	52.2807	45.5658
Os01g0190000	HannXRQ_Chr10g0280781	40.3509	52.2727
Os01g0190000	HannXRQ_Chr10g0280841	51.9298	46.1059
Os01g0190000	HannXRQ_Chr10g0280871	55.7895	48.0363
Os01g0190000	HannXRQ_Chr15g0472091	52.9825	45.3453
Os01g0190400	HannXRQ_Chr04g0095871	60.0437	55.8943
Os01g0190400	HannXRQ_Chr07g0194871	10.0437	63.8889
Os01g0190400	HannXRQ_Chr10g0313171	58.7336	54.2339
Os01g0190400	HannXRQ_Chr10g0318921	64.1921	59.0361
Os01g0190400	HannXRQ_Chr12g0355131	65.0655	59.8394
Os01g0190400	HannXRQ_Chr14g0438061	60.4804	56.0729
Os01g0190400	HannXRQ_Chr14g0452851	19.869	47.644
Os01g0190400	HannXRQ_Chr17g0562801	10.0437	46.9388
Os01g0190500	HannXRQ_Chr09g0275681	43.6559	51.3924
Os01g0190500	HannXRQ_Chr10g0313181	42.1505	51.0417
Os01g0191000	HannXRQ_Chr13g0408991	63.0682	62.0112
Os01g0191100	HannXRQ_Chr07g0197831	71.9298	50.6173
Os01g0191100	HannXRQ_Chr11g0345891	67.5439	49.0446
Os01g0191100	HannXRQ_Chr11g0346751	67.5439	49.0446
Os01g0191100	HannXRQ_Chr13g0397041	71.9298	53.5948
Os01g0191100	HannXRQ_Chr13g0397051	56.1404	48.4848
Os01g0191100	HannXRQ_Chr14g0451681	70.1754	51.6129
Os01g0191150	HannXRQ_Chr03g0061081	56.8966	22
Os01g0191150	HannXRQ_Chr09g0238821	60.3448	19.1257
Os01g0191150	HannXRQ_Chr10g0318861	60.3448	25.5474
Os01g0191150	HannXRQ_Chr12g0355161	60.3448	26.7176
Os01g0191200	HannXRQ_Chr09g0276101	34.9835	39.4052
Os01g0191200	HannXRQ_Chr09g0276151	33.3333	37.2694
Os01g0191200	HannXRQ_Chr09g0276191	34.9835	42.0635
Os01g0191200	HannXRQ_Chr09g0276201	32.6733	39.2857
Os01g0191300	HannXRQ_Chr03g0060931	56.8129	54.6667
Os01g0191300	HannXRQ_Chr09g0238471	60.97	60
Os01g0191300	HannXRQ_Chr10g0318961	62.8176	58.3691
Os01g0191300	HannXRQ_Chr12g0355191	62.5866	59.2998
Os01g0191500	HannXRQ_Chr06g0172091	55.4455	55.5556
Os01g0191500	HannXRQ_Chr10g0319011	58.0198	58.2505
Os01g0191500	HannXRQ_Chr12g0355221	59.4059	59.6421
Os01g0191800	HannXRQ_Chr13g0404021	85.274	85.274
Os01g0191800	HannXRQ_Chr17g0538881	83.5616	83.5616
Os01g0191900	HannXRQ_Chr09g0238551	32.9545	35.2227
Os01g0192000	HannXRQ_Chr03g0078731	42.487	48.5207
Os01g0192000	HannXRQ_Chr04g0111011	45.3368	50.7246
Os01g0192000	HannXRQ_Chr06g0172141	39.6373	48.265
Os01g0192000	HannXRQ_Chr13g0410621	33.1606	42.1053
Os01g0192300	HannXRQ_Chr10g0319241	43.2258	47.6868
Os01g0192300	HannXRQ_Chr12g0354761	40.3226	43.4028
Os01g0192600	HannXRQ_Chr03g0060551	57.6369	57.1429
Os01g0192600	HannXRQ_Chr03g0090681	25.072	71.3115
Os01g0192600	HannXRQ_Chr04g0110141	17.0029	25.5411
Os01g0192600	HannXRQ_Chr06g0178641	70.317	68.7324
Os01g0192600	HannXRQ_Chr08g0226591	70.6052	70.8092
Os01g0192600	HannXRQ_Chr09g0263301	15.8501	34.8101
Os01g0192600	HannXRQ_Chr10g0319141	72.9107	70.0831
Os01g0192600	HannXRQ_Chr11g0343651	28.5303	20.7547
Os01g0192600	HannXRQ_Chr12g0355381	74.0634	72.8045
Os01g0192600	HannXRQ_Chr12g0358411	15.8501	30.8989
Os01g0192600	HannXRQ_Chr13g0392481	3.45821	8.82353
Os01g0192600	HannXRQ_Chr16g0516471	22.1902	32.2176
Os01g0192600	HannXRQ_Chr17g0538461	69.4524	69.0544
Os01g0192900	HannXRQ_Chr04g0110221	53.6585	64.8526
Os01g0192900	HannXRQ_Chr06g0178631	53.2833	64.8402
Os01g0192900	HannXRQ_Chr10g0319091	53.6585	64.2697
Os01g0193500	HannXRQ_Chr03g0060621	16.777	33.9286
Os01g0193500	HannXRQ_Chr03g0060631	26.2693	29.2383
Os01g0193500	HannXRQ_Chr03g0060651	19.2053	29.5918
Os01g0193500	HannXRQ_Chr03g0060671	24.2826	25.2874
Os01g0193500	HannXRQ_Chr03g0060681	24.2826	25.3456
Os01g0193500	HannXRQ_Chr03g0060961	22.9581	25.4902
Os01g0193500	HannXRQ_Chr03g0060991	25.8278	26.5909
Os01g0193500	HannXRQ_Chr03g0061001	13.245	37.2671
Os01g0193500	HannXRQ_Chr03g0061101	23.6203	25.4762
Os01g0193500	HannXRQ_Chr05g0142321	23.6203	28.0105
Os01g0193500	HannXRQ_Chr09g0238251	32.8918	32.6039
Os01g0193600	HannXRQ_Chr04g0095951	62.298	60.7706
Os01g0193900	HannXRQ_Chr04g0117041	28.8256	24.3
Os01g0193900	HannXRQ_Chr11g0339601	28.9442	22.9323
Os01g0193900	HannXRQ_Chr12g0382241	27.1649	24.3358
Os01g0194000	HannXRQ_Chr11g0353561	35.8178	31.2839
Os01g0194300	HannXRQ_Chr12g0354641	54.1237	54.0309
Os01g0194600	HannXRQ_Chr03g0082101	40.8	37.7778
Os01g0194600	HannXRQ_Chr06g0173921	42.4	38.4058
Os01g0194600	HannXRQ_Chr17g0538511	46.4	42.963
Os01g0195200	HannXRQ_Chr05g0140161	58.2589	34.7074
Os01g0195200	HannXRQ_Chr09g0276471	59.375	33.3333
Os01g0195200	HannXRQ_Chr10g0319381	63.3929	22.5218
Os01g0195400	HannXRQ_Chr03g0078651	27.0833	28.5714
Os01g0195400	HannXRQ_Chr06g0173871	31.5972	31.4879
Os01g0195400	HannXRQ_Chr07g0192631	28.4722	27.7027
Os01g0195400	HannXRQ_Chr09g0276481	32.9861	38
Os01g0195400	HannXRQ_Chr10g0312971	32.2917	36.7589
Os01g0195400	HannXRQ_Chr12g0360521	30.2083	36.4017
Os01g0195500	HannXRQ_Chr03g0060381	66.8342	69.6335
Os01g0195500	HannXRQ_Chr09g0238081	70.8543	73.4375
Os01g0195801	HannXRQ_Chr03g0060341	25.2595	14.1199
Os01g0195801	HannXRQ_Chr09g0238101	25.2595	19.7832
Os01g0196300	HannXRQ_Chr03g0060341	19.59	16.6344
Os01g0196300	HannXRQ_Chr09g0238101	19.3622	23.0352
Os01g0196500	HannXRQ_Chr01g0016421	43.7811	46.8085
Os01g0196500	HannXRQ_Chr09g0276401	43.2836	47.541
Os01g0196500	HannXRQ_Chr10g0313111	46.2687	42.6605
Os01g0196500	HannXRQ_Chr12g0360641	41.2935	39.1509
Os01g0196600	HannXRQ_Chr03g0060421	60.7516	60.3734
Os01g0197100	HannXRQ_Chr10g0313081	55.7143	55.8282
Os01g0197100	HannXRQ_Chr12g0360611	57.551	58.2645
Os01g0197200	HannXRQ_Chr04g0095291	84.2105	83.5341
Os01g0197400	HannXRQ_Chr09g0276431	32.7801	24.6106
Os01g0197450	HannXRQ_Chr10g0312911	40.6593	36.5819
Os01g0197700	HannXRQ_Chr03g0060361	44.4248	47.7186
Os01g0197700	HannXRQ_Chr09g0238091	43.0089	46.1101
Os01g0197700	HannXRQ_Chr12g0354561	27.0796	47.8125
Os01g0197900	HannXRQ_Chr16g0503771	42.8941	12.4251
Os01g0197900	HannXRQ_Chr16g0503791	35.9173	40.1734
Os01g0197900	HannXRQ_Chr16g0503801	0.258398	0.183486
Os01g0197900	HannXRQ_Chr16g0507611	42.8941	15.2433
Os01g0198000	HannXRQ_Chr16g0503771	41.3153	18.3383
Os01g0198000	HannXRQ_Chr16g0503791	26.8128	45.9538
Os01g0198000	HannXRQ_Chr16g0503801	9.61214	10.4587
Os01g0198000	HannXRQ_Chr16g0507611	41.9899	22.865
Os01g0198100	HannXRQ_Chr16g0503771	23.4649	8.00898
Os01g0198100	HannXRQ_Chr16g0503791	0	0
Os01g0198100	HannXRQ_Chr16g0503801	17.5439	14.6789
Os01g0198100	HannXRQ_Chr16g0507611	24.1228	10.101
Os01g0198200	HannXRQ_Chr01g0024161	8.96226	59.375
Os01g0198200	HannXRQ_Chr08g0234431	75.3145	76.1526
Os01g0198200	HannXRQ_Chr17g0560881	5.50314	59.322
Os01g0198500	HannXRQ_Chr04g0095971	12.2363	19.3333
Os01g0198900	HannXRQ_Chr11g0352331	22.6852	27.2222
Os01g0198900	HannXRQ_Chr11g0352341	25	32.3353
Os01g0199300	HannXRQ_Chr11g0352331	21.3542	22.7778
Os01g0199300	HannXRQ_Chr11g0352341	25.5208	29.3413
Os01g0199400	HannXRQ_Chr04g0108831	60.5063	60.6599
Os01g0199400	HannXRQ_Chr11g0352381	63.038	62.8788
Os01g0199700	HannXRQ_Chr04g0108811	31.0638	32.1586
Os01g0199700	HannXRQ_Chr09g0275861	26.8085	35.1955
Os01g0199700	HannXRQ_Chr11g0352411	30.2128	35.5
Os01g0199700	HannXRQ_Chr16g0501191	27.234	35.7542
Os01g0199900	HannXRQ_Chr04g0112121	61.0143	60.5346
Os01g0199900	HannXRQ_Chr05g0152861	61.8067	61.7089
Os01g0200000	HannXRQ_Chr15g0485951	71.2025	71.6561
Os01g0200000	HannXRQ_Chr16g0512861	71.8354	72.293
Os01g0200300	HannXRQ_Chr02g0032221	56.8445	29.733
Os01g0200300	HannXRQ_Chr02g0050611	55.6845	28.6738
Os01g0200300	HannXRQ_Chr04g0096011	56.1485	28.982
Os01g0200300	HannXRQ_Chr10g0313261	58.7007	30.2994
Os01g0200300	HannXRQ_Chr12g0360991	60.5568	31.1828
Os01g0200300	HannXRQ_Chr13g0402191	57.3086	29.5455
Os01g0200300	HannXRQ_Chr16g0501201	54.7564	28.1623
Os01g0200300	HannXRQ_Chr16g0505901	1.39211	3.92157
Os01g0200400	HannXRQ_Chr13g0402211	46.1832	41.5808
Os01g0200400	HannXRQ_Chr16g0519661	24.4275	46.3768
Os01g0200500	HannXRQ_Chr09g0275881	41.5902	39.0805
Os01g0200500	HannXRQ_Chr16g0501211	38.5321	36.6279
Os01g0200600	HannXRQ_Chr01g0029731	37.2807	29.3103
Os01g0200600	HannXRQ_Chr02g0032371	34.6491	37.4408
Os01g0200600	HannXRQ_Chr02g0051231	35.5263	37.3272
Os01g0200600	HannXRQ_Chr03g0061271	32.8947	35.7143
Os01g0200600	HannXRQ_Chr04g0095991	32.4561	38.342
Os01g0200600	HannXRQ_Chr09g0238631	32.8947	32.1888
Os01g0200600	HannXRQ_Chr09g0275931	33.7719	33.6245
Os01g0200600	HannXRQ_Chr10g0313571	35.9649	38.8626
Os01g0200600	HannXRQ_Chr10g0318381	35.5263	31.3953
Os01g0200600	HannXRQ_Chr11g0352091	36.8421	37.6682
Os01g0200600	HannXRQ_Chr12g0360861	35.5263	39.9015
Os01g0200600	HannXRQ_Chr13g0402081	36.4035	33.8776
Os01g0200600	HannXRQ_Chr16g0501271	35.5263	38.756
Os01g0200600	HannXRQ_Chr16g0510591	35.5263	37.5
Os01g0201100	HannXRQ_Chr04g0116691	10.4167	49.0196
Os01g0201100	HannXRQ_Chr10g0302721	45.625	54.3424
Os01g0201100	HannXRQ_Chr10g0302761	48.5417	54.8235
Os01g0201100	HannXRQ_Chr12g0361111	48.9583	55.9524
Os01g0201100	HannXRQ_Chr12g0364231	46.875	52.9412
Os01g0201100	HannXRQ_Chr13g0406961	46.6667	52.7059
Os01g0201200	HannXRQ_Chr01g0003881	32.6821	41.1633
Os01g0201200	HannXRQ_Chr10g0303921	33.3925	54.023
Os01g0201200	HannXRQ_Chr10g0303941	42.8064	48.2966
Os01g0201200	HannXRQ_Chr17g0560191	41.7407	47.379
Os01g0201250	HannXRQ_Chr04g0124361	42.9245	43.128
Os01g0201250	HannXRQ_Chr05g0152221	31.1321	41.5094
Os01g0201250	HannXRQ_Chr12g0356571	41.5094	38.9381
Os01g0201250	HannXRQ_Chr17g0560101	42.4528	42.654
Os01g0201400	HannXRQ_Chr04g0118061	32.1918	40.1709
Os01g0201400	HannXRQ_Chr06g0163881	33.5616	42.6087
Os01g0201400	HannXRQ_Chr09g0260481	33.5616	41.5254
Os01g0201400	HannXRQ_Chr13g0411301	30.8219	36
Os01g0201600	HannXRQ_Chr01g0028591	23.588	15.2361
Os01g0201600	HannXRQ_Chr06g0171371	28.9037	26.6871
Os01g0201600	HannXRQ_Chr17g0565191	15.9468	41.0256
Os01g0201600	HannXRQ_Chr17g0565411	15.9468	41.0256
Os01g0201600	HannXRQ_Chr17g0565441	15.9468	41.0256
Os01g0201600	HannXRQ_Chr17g0565471	15.9468	41.0256
Os01g0201600	HannXRQ_Chr17g0565481	15.9468	42.1053
Os01g0201700	HannXRQ_Chr05g0150661	39.4928	47.807
Os01g0201700	HannXRQ_Chr09g0266391	50	49.2857
Os01g0202700	HannXRQ_Chr06g0181191	21.5909	48.1013
Os01g0202700	HannXRQ_Chr06g0183471	49.4318	51.4793
Os01g0202700	HannXRQ_Chr06g0183481	55.1136	55.7471
Os01g0202700	HannXRQ_Chr08g0234381	54.5455	55.1724
Os01g0202700	HannXRQ_Chr11g0351631	54.5455	54.8571
Os01g0202700	HannXRQ_Chr13g0399101	52.8409	51.6667
Os01g0202800	HannXRQ_Chr01g0019681	59.176	57.2464
Os01g0202800	HannXRQ_Chr11g0343821	57.6779	57.8947
Os01g0202800	HannXRQ_Chr15g0481181	50.1873	49.0842
Os01g0203000	HannXRQ_Chr04g0116271	53.1507	62.5806
Os01g0203000	HannXRQ_Chr15g0481271	52.6027	62.1359
Os01g0203000	HannXRQ_Chr16g0520631	53.9726	62.9393
Os01g0203300	HannXRQ_Chr13g0389661	25.3394	39.4366
Os01g0203800	HannXRQ_Chr02g0050211	28.6538	34.4907
Os01g0203800	HannXRQ_Chr03g0073471	31.3462	37.907
Os01g0203800	HannXRQ_Chr10g0305511	33.8462	37.4468
Os01g0203800	HannXRQ_Chr16g0519131	29.8077	32.4948
Os01g0204000	HannXRQ_Chr15g0495181	41.6016	44.1909
Os01g0205100	HannXRQ_Chr15g0480791	55.9055	54.8969
Os01g0205200	HannXRQ_Chr16g0519091	51.4243	40.2582
Os01g0205600	HannXRQ_Chr03g0092231	42.915	43.9834
Os01g0205600	HannXRQ_Chr04g0119581	36.0324	39.3805
Os01g0205600	HannXRQ_Chr14g0458271	40.081	41.0788
Os01g0205700	HannXRQ_Chr04g0115771	81.9743	50.1312
Os01g0205700	HannXRQ_Chr11g0341851	82.4034	50
Os01g0205700	HannXRQ_Chr12g0357811	63.5193	44.713
Os01g0205700	HannXRQ_Chr15g0480751	77.2532	44.8878
Os01g0206300	HannXRQ_Chr04g0116131	50.0978	46.9725
Os01g0206300	HannXRQ_Chr16g0518311	51.272	56.3441
Os01g0206700	HannXRQ_Chr04g0116141	58.1345	59.8214
Os01g0206700	HannXRQ_Chr16g0518301	61.8221	61.5551
Os01g0206800	HannXRQ_Chr03g0071801	45.9736	44.1632
Os01g0206800	HannXRQ_Chr09g0252141	45.6808	43.454
Os01g0206800	HannXRQ_Chr16g0518291	42.0205	43.2229
Os01g0207200	HannXRQ_Chr13g0390381	44.7833	50.1799
Os01g0207200	HannXRQ_Chr15g0476221	48.6356	48.0952
Os01g0207400	HannXRQ_Chr13g0390381	34.1176	15.6475
Os01g0207400	HannXRQ_Chr15g0476221	33.7255	13.6508
Os01g0207600	HannXRQ_Chr13g0390381	34.8039	38.3094
Os01g0207600	HannXRQ_Chr15g0476221	37.9085	36.8254
Os01g0207700	HannXRQ_Chr09g0253791	36.6795	27.6968
Os01g0207900	HannXRQ_Chr09g0253791	40.9574	44.898
Os01g0208000	HannXRQ_Chr09g0253791	36.3636	17.4927
Os01g0208400	HannXRQ_Chr13g0390381	37.3377	41.3669
Os01g0208400	HannXRQ_Chr15g0476221	40.7468	39.8413
Os01g0208600	HannXRQ_Chr05g0139831	22.5637	31.063
Os01g0208600	HannXRQ_Chr14g0444371	22.7886	30.7071
Os01g0209000	HannXRQ_Chr14g0442721	68.1818	67.8261
Os01g0209200	HannXRQ_Chr08g0217491	29.572	42.6966
Os01g0209400	HannXRQ_Chr10g0305961	56.4935	50.4348
Os01g0209400	HannXRQ_Chr11g0330381	58.7662	54.5181
Os01g0209400	HannXRQ_Chr12g0374371	57.7922	53.1343
Os01g0209400	HannXRQ_Chr15g0492281	50.6493	52.7027
Os01g0209700	HannXRQ_Chr03g0077611	45.3731	44.9704
Os01g0209700	HannXRQ_Chr04g0112051	42.0896	42.9878
Os01g0209700	HannXRQ_Chr10g0305731	44.7761	45.1807
Os01g0209700	HannXRQ_Chr14g0426991	46.8657	48.4568
Os01g0209700	HannXRQ_Chr15g0466231	46.8657	42.3181
Os01g0209700	HannXRQ_Chr15g0492011	46.5672	47.7064
Os01g0209800	HannXRQ_Chr14g0439731	65.5844	70.2609
Os01g0210400	HannXRQ_Chr04g0112071	48.8978	54.343
Os01g0210500	HannXRQ_Chr10g0305701	58.7156	57.1429
Os01g0210600	HannXRQ_Chr15g0486521	47.9042	56.338
Os01g0210700	HannXRQ_Chr04g0116431	53.0782	41.6993
Os01g0210700	HannXRQ_Chr15g0481971	50.7488	43.3239
Os01g0210800	HannXRQ_Chr02g0047351	19.2308	5.90551
Os01g0210900	HannXRQ_Chr04g0118611	60.274	60.9901
Os01g0210900	HannXRQ_Chr15g0480071	54.5988	55.5777
Os01g0211000	HannXRQ_Chr04g0118611	60.3448	62.3762
Os01g0211000	HannXRQ_Chr15g0480071	54.9808	57.1713
Os01g0211200	HannXRQ_Chr04g0118611	58.5317	58.4158
Os01g0211200	HannXRQ_Chr15g0480071	54.7619	54.9801
Os01g0211600	HannXRQ_Chr04g0118611	67.5393	51.0891
Os01g0211600	HannXRQ_Chr15g0480071	59.6859	45.4183
Os01g0211800	HannXRQ_Chr03g0070551	41.8182	44.0895
Os01g0211800	HannXRQ_Chr03g0071001	39.697	48.6989
Os01g0211800	HannXRQ_Chr13g0391241	37.2727	44.4043
Os01g0211800	HannXRQ_Chr17g0560471	40.9091	48.2143
Os01g0212100	HannXRQ_Chr04g0117181	73.2857	73.813
Os01g0212100	HannXRQ_Chr09g0261021	11.4286	44.9438
Os01g0214300	HannXRQ_Chr11g0331341	26.506	6.75883
Os01g0214300	HannXRQ_Chr15g0494691	36.747	10
Os01g0214300	HannXRQ_Chr17g0548891	31.9277	8.22981
Os01g0214300	HannXRQ_Chr17g0565331	31.3253	10.7216
Os01g0214400	HannXRQ_Chr13g0392321	55.9055	38.2749
Os01g0214500	HannXRQ_Chr16g0526231	68.8312	68.8312
Os01g0214500	HannXRQ_Chr16g0526291	75.3247	75.3247
Os01g0214600	HannXRQ_Chr04g0116631	44.4126	42.5824
Os01g0214800	HannXRQ_Chr04g0116631	41.9355	42.8571
Os01g0215000	HannXRQ_Chr04g0116631	42.5974	45.0549
Os01g0215100	HannXRQ_Chr02g0035871	52.8455	13.6268
Os01g0215500	HannXRQ_Chr04g0116631	41.1184	34.3407
Os01g0215700	HannXRQ_Chr04g0116631	48.9418	50.8242
Os01g0216000	HannXRQ_Chr04g0116631	37.2796	40.6593
Os01g0216300	HannXRQ_Chr04g0116631	38.342	40.6593
Os01g0216400	HannXRQ_Chr04g0116631	43.4555	45.6044
Os01g0216500	HannXRQ_Chr04g0116631	43.9153	45.6044
Os01g0216900	HannXRQ_Chr04g0116631	36.9565	42.033
Os01g0217000	HannXRQ_Chr00c0049g0571351	43.5443	49.0028
Os01g0217000	HannXRQ_Chr04g0116041	29.8734	56.1905
Os01g0217000	HannXRQ_Chr10g0305571	43.2911	47.7654
Os01g0217000	HannXRQ_Chr10g0305581	38.9873	44.7674
Os01g0217000	HannXRQ_Chr11g0331151	41.7722	47.0085
Os01g0217000	HannXRQ_Chr13g0392331	45.5696	50.9915
Os01g0217000	HannXRQ_Chr13g0397411	45.5696	48.3871
Os01g0217000	HannXRQ_Chr15g0490571	47.0886	46.8514
Os01g0217000	HannXRQ_Chr15g0495391	43.038	48.0226
Os01g0217000	HannXRQ_Chr16g0525491	43.7975	49.8559
Os01g0217000	HannXRQ_Chr16g0525501	43.7975	45.7672
Os01g0217000	HannXRQ_Chr17g0556711	43.038	47.7528
Os01g0217000	HannXRQ_Chr17g0556781	39.7468	44.4759
Os01g0218032	HannXRQ_Chr04g0108701	30.3791	31.0309
Os01g0218032	HannXRQ_Chr07g0202991	28.8934	36.5285
Os01g0218032	HannXRQ_Chr13g0400001	28.2787	40.9192
Os01g0218032	HannXRQ_Chr14g0432601	27.4078	43.4606
Os01g0218032	HannXRQ_Chr14g0456351	30.7377	35.5872
Os01g0218100	HannXRQ_Chr16g0518881	35.9551	38.5542
Os01g0218100	HannXRQ_Chr17g0556771	31.8352	32.4427
Os01g0218200	HannXRQ_Chr03g0079171	52.381	52.3031
Os01g0218200	HannXRQ_Chr12g0373431	53.2738	53.2738
Os01g0218200	HannXRQ_Chr15g0494431	52.5298	51.6082
Os01g0218200	HannXRQ_Chr17g0548831	48.3631	48.9458
Os01g0218200	HannXRQ_Chr17g0557921	40.9226	45.3795
Os01g0218700	HannXRQ_Chr07g0190671	52.7886	58.5611
Os01g0218700	HannXRQ_Chr11g0335891	56.4202	59.7527
Os01g0219000	HannXRQ_Chr08g0214781	36.8421	34.7328
Os01g0219000	HannXRQ_Chr12g0364531	14.17	34.3137
Os01g0219000	HannXRQ_Chr15g0469081	34.413	33.7302
Os01g0219100	HannXRQ_Chr09g0253011	59.0361	60.4938
Os01g0219200	HannXRQ_Chr04g0120221	29.4964	40.8638
Os01g0219200	HannXRQ_Chr09g0243571	14.8681	34.4444
