Gene stable ID	Galdieria sulphuraria gene stable ID	%id. target Galdieria sulphuraria gene identical to query gene	%id. query gene identical to target Galdieria sulphuraria gene
Os02g0573400	Gasu_29390	46.0241	43.018
Os02g0575200	Gasu_28840	34.891	36.0129
Os02g0575800	Gasu_04050	31.2169	27.7647
Os02g0576600	Gasu_08920	25.4206	21.3166
Os02g0576600	Gasu_18190	23.3645	25.6674
Os02g0576600	Gasu_29860	23.5514	23.9544
Os02g0576600	Gasu_34550	21.6822	21.2454
Os02g0576600	Gasu_56570	19.0654	23.7209
Os02g0576700	Gasu_17080	24.2063	24.898
Os02g0577300	Gasu_15520	10.6858	18.306
Os02g0577300	Gasu_28490	12.7592	17.2043
Os02g0577300	Gasu_48510	11.9617	17.3611
Os02g0580300	Gasu_35850	67.9389	67.9389
Os02g0580300	Gasu_38270	67.9389	67.4242
Os02g0580300	Gasu_59170	63.3588	62.6415
Os02g0580400	Gasu_15850	17.0854	34
Os02g0580500	Gasu_06450	55.3191	57.1429
Os02g0580600	Gasu_49200	23.8806	25.5708
Os02g0581300	Gasu_14250	26.5372	25.625
Os02g0581300	Gasu_30160	23.9482	22.9814
Os02g0586400	Gasu_47510	69.5238	70.1923
Os02g0586500	Gasu_41880	60.5263	56.5574
Os02g0591700	Gasu_57470	40.6393	37.5527
Os02g0591800	Gasu_66130	15.71	39.3939
Os02g0591900	Gasu_03070	11.8441	29.1513
Os02g0592300	Gasu_22900	21.1268	28.3843
Os02g0593100	Gasu_49900	35.4077	25.6211
Os02g0593100	Gasu_54570	28.1116	34.4737
Os02g0593100	Gasu_64640	34.3348	26.8456
Os02g0593500	Gasu_23380	26.9231	29.9611
Os02g0593600	Gasu_02110	17.3653	31.6364
Os02g0593900	Gasu_29080	32.8767	38.4
Os02g0594100	Gasu_08840	27.2727	31.2704
Os02g0594100	Gasu_62740	23.0114	27.4576
Os02g0595500	Gasu_48810	47.0899	44.0594
Os02g0595700	Gasu_40290	64.454	73.5941
Os02g0596100	Gasu_14790	16.7192	17.0692
Os02g0596500	Gasu_57890	26.6094	29.6651
Os02g0597000	Gasu_13510	15.27	18.8073
Os02g0597900	Gasu_32810	11.4754	2.10843
Os02g0600100	Gasu_17990	42.7835	43.2292
Os02g0601100	Gasu_25140	30.5085	11.3208
Os02g0601300	Gasu_04650	69.7329	69.5266
Os02g0601800	Gasu_15890	16.9468	14.5959
Os02g0602100	Gasu_31860	31.3131	54.1147
Os02g0602500	Gasu_10600	36.0129	41.9476
Os02g0602800	Gasu_57360	31.8519	32.0896
Os02g0603000	Gasu_15820	24.6085	24.8307
Os02g0603000	Gasu_38210	25.9508	27.1028
Os02g0603800	Gasu_27800	26.6129	44.4944
Os02g0605600	Gasu_00410	27.9904	23.7323
Os02g0606100	Gasu_37270	22.6087	4.58554
Os02g0606300	Gasu_05500	8.13397	4.31472
Os02g0607700	Gasu_17360	21.1409	34.4262
Os02g0608400	Gasu_44300	30.8996	30.1144
Os02g0608550	Gasu_40740	12.8205	12.1212
Os02g0608600	Gasu_40740	20.2941	41.8182
Os02g0610400	Gasu_21590	20.5567	28.2353
Os02g0610800	Gasu_25920	24.4898	26.2295
Os02g0611200	Gasu_01970	30.6329	15.8377
Os02g0611500	Gasu_30270	22.8205	11.4987
Os02g0612000	Gasu_57060	27.1186	25.3968
Os02g0612300	Gasu_57000	46.0905	57.4359
Os02g0613200	Gasu_26970	32.1306	31.8027
Os02g0613400	Gasu_22610	5.08475	1.32392
Os02g0613400	Gasu_28470	7.79661	1.85484
Os02g0613600	Gasu_34560	37.037	37.3134
Os02g0613900	Gasu_27970	27.3109	35.1351
Os02g0614100	Gasu_14120	27.4566	28.2738
Os02g0614500	Gasu_43700	30.2115	29.1545
Os02g0617300	Gasu_56880	5.29801	9.85222
Os02g0617600	Gasu_44100	15.9836	7.72277
Os02g0617700	Gasu_50820	10.559	4.35339
Os02g0618100	Gasu_07540	38.2812	26.3441
Os02g0618100	Gasu_10930	39.0625	48.5437
Os02g0620500	Gasu_05530	40.5622	40.239
Os02g0620500	Gasu_24830	43.3735	35.7616
Os02g0620600	Gasu_05530	41.7339	41.2351
Os02g0620600	Gasu_24830	42.1371	34.6026
Os02g0621700	Gasu_22120	53.7915	52.0642
Os02g0622100	Gasu_10340	49.892	54.3529
Os02g0622100	Gasu_20170	49.0281	34.4461
Os02g0622300	Gasu_42990	45.5224	45.5224
Os02g0622400	Gasu_60170	24.2574	21.875
Os02g0622500	Gasu_16790	27.4194	12.5926
Os02g0623500	Gasu_34650	44.198	49.9037
Os02g0625000	Gasu_05850	24.424	18.3815
Os02g0625000	Gasu_20740	28.5714	17.8503
Os02g0625300	Gasu_50310	27.2131	20.4433
Os02g0625500	Gasu_08210	51.3298	53.6111
Os02g0625500	Gasu_11970	40.6915	38.7342
Os02g0627800	Gasu_24530	27.0202	25.6595
Os02g0628000	Gasu_22340	27.8689	19.0476
Os02g0628200	Gasu_43700	30.4985	30.3207
Os02g0628800	Gasu_37930	57.7982	86.3014
Os02g0631500	Gasu_25980	16.1932	4.92653
Os02g0631601	Gasu_25980	16.3551	3.02506
Os02g0633700	Gasu_12560	25.3918	26.3844
Os02g0633700	Gasu_42380	21.6301	24.5552
Os02g0633900	Gasu_12560	24.127	24.7557
Os02g0633900	Gasu_42380	24.127	27.0463
Os02g0634500	Gasu_14880	44.2953	52.8
Os02g0634600	Gasu_49800	26.1728	24.3119
Os02g0634800	Gasu_54980	60.5096	61.6883
Os02g0634900	Gasu_27920	59.1489	59.1489
Os02g0635000	Gasu_48390	25.7703	25.3444
Os02g0635200	Gasu_48390	26.5193	26.4463
Os02g0636300	Gasu_16230	23.5602	23.5602
Os02g0638400	Gasu_18390	17.5637	7.7597
Os02g0638900	Gasu_17820	18.2741	20.0371
Os02g0638900	Gasu_33260	17.5973	18.7387
Os02g0638900	Gasu_64060	19.1201	20.8103
Os02g0639600	Gasu_65890	32.9268	29.589
Os02g0639800	Gasu_41190	20.2797	24.2678
Os02g0640300	Gasu_09400	15.9159	29.4444
Os02g0640600	Gasu_17360	14.5161	29.5082
Os02g0640700	Gasu_53780	14.5594	14.786
Os02g0640800	Gasu_17360	19.6825	33.8798
Os02g0641800	Gasu_44990	59.0551	60.4839
Os02g0643000	Gasu_07520	22.7799	20.3448
Os02g0643000	Gasu_51240	23.5521	17.2805
Os02g0644100	Gasu_34500	44.9827	45.5341
Os02g0646500	Gasu_19210	29.7741	29.8354
Os02g0646500	Gasu_63180	36.345	37.2632
Os02g0647900	Gasu_19210	27.9022	28.1893
Os02g0647900	Gasu_63180	35.4379	36.6316
Os02g0649800	Gasu_16090	29.7101	30.3704
Os02g0649800	Gasu_17700	32.6087	34.6154
Os02g0652000	Gasu_03510	29.717	18
Os02g0652300	Gasu_38750	26.0223	23.0263
Os02g0652300	Gasu_51360	24.1636	22.7273
Os02g0652550	Gasu_07520	22.8464	21.0345
Os02g0652550	Gasu_51240	22.0974	16.7139
Os02g0652600	Gasu_49500	13.2479	23.3083
Os02g0652800	Gasu_03960	19.8381	17.4688
Os02g0652800	Gasu_31310	18.4211	17.8431
Os02g0653800	Gasu_58900	75.8621	75.8621
Os02g0654000	Gasu_12770	44.2177	43.0464
Os02g0654100	Gasu_12770	45	44.702
Os02g0654500	Gasu_58260	37.5546	38.0531
Os02g0655300	Gasu_43500	42.8016	43.6508
Os02g0655500	Gasu_58890	32.3529	25.5814
Os02g0655600	Gasu_05580	25.3623	8.88325
Os02g0655700	Gasu_28250	29.9174	31.6434
Os02g0656300	Gasu_42610	32.9983	38.4016
Os02g0656500	Gasu_13240	51.6667	50.7009
Os02g0656500	Gasu_16810	49.5238	49.8801
Os02g0657600	Gasu_40250	45.7045	41.6928
Os02g0661000	Gasu_55100	21.9231	24.1525
Os02g0661100	Gasu_25840	32.8841	33.0623
Os02g0661100	Gasu_55870	30.7278	28.3582
Os02g0661900	Gasu_07520	33.0189	12.069
Os02g0661900	Gasu_51240	32.0755	9.63173
Os02g0662200	Gasu_27090	27.8261	28.0702
Os02g0663800	Gasu_59680	38.1295	34.8684
Os02g0664000	Gasu_56810	28.9916	33.1731
Os02g0664100	Gasu_01530	18.5529	6.31712
Os02g0664200	Gasu_01530	49.5868	7.58054
Os02g0665200	Gasu_08990	13.5922	23.7288
Os02g0665200	Gasu_27310	13.1068	24.5455
Os02g0666700	Gasu_33540	8.17844	17.5299
Os02g0666800	Gasu_29790	27.5862	26.6667
Os02g0668100	Gasu_12630	30.117	27.8378
Os02g0668400	Gasu_49530	24.0964	14.8462
Os02g0670000	Gasu_01250	21.8947	29.1317
Os02g0670900	Gasu_46010	23.2033	16.3768
Os02g0672500	Gasu_57670	25.1121	25.4545
Os02g0672600	Gasu_34680	4.81586	11.9298
Os02g0672600	Gasu_54970	6.94051	8.15308
Os02g0672700	Gasu_43230	42.7273	43.9252
Os02g0672800	Gasu_44410	20.2614	16.0414
Os02g0672800	Gasu_55630	32.0261	20.2062
Os02g0673600	Gasu_50030	31.2102	31.6129
Os02g0674700	Gasu_11470	19.2612	20.7977
Os02g0674700	Gasu_27170	21.8997	22.5543
Os02g0676000	Gasu_03450	25.2723	24.3697
Os02g0676400	Gasu_05050	24.408	26.3261
Os02g0677800	Gasu_52570	33.6364	24.5033
Os02g0678300	Gasu_22350	12.8645	26.4085
Os02g0678400	Gasu_16320	50.1608	51.1475
Os02g0678400	Gasu_16330	0.321543	0.285714
Os02g0680400	Gasu_33610	39.5294	37.5
Os02g0680600	Gasu_00190	39.2727	31.1239
Os02g0681000	Gasu_00810	16.6667	16.441
Os02g0682500	Gasu_48950	41.9718	41.7367
Os02g0682600	Gasu_01550	36.9048	36.9048
Os02g0682600	Gasu_47270	36.9048	33.3333
Os02g0684500	Gasu_36550	95.1456	95.1456
Os02g0684500	Gasu_59650	95.1456	95.1456
Os02g0685200	Gasu_43200	17.1079	18.1034
Os02g0685200	Gasu_47810	14.4603	15.4348
Os02g0685200	Gasu_63230	15.8859	23.0089
Os02g0686400	Gasu_29370	45.173	24.1715
Os02g0686600	Gasu_12050	53.125	48.072
Os02g0688500	Gasu_29180	20.3883	30.7018
Os02g0689066	Gasu_00030	40.2985	3.87931
Os02g0693700	Gasu_39620	23.7342	31.0238
Os02g0694800	Gasu_04640	24.3309	26.9542
Os02g0697300	Gasu_35500	23.7245	18.9024
Os02g0698000	Gasu_20140	57.8164	50.9847
Os02g0699000	Gasu_02520	16.0279	22.6044
Os02g0699600	Gasu_37110	71.6867	68.3908
Os02g0700400	Gasu_23240	41.1594	39.011
Os02g0700400	Gasu_36260	43.1884	41.9718
Os02g0700500	Gasu_23570	26.3653	30.4348
Os02g0700500	Gasu_35110	27.1186	29.6907
Os02g0700600	Gasu_62760	23.7473	24.5495
Os02g0701600	Gasu_24450	33.9779	29.7101
Os02g0701900	Gasu_07380	32.1101	36.2069
Os02g0702500	Gasu_25910	26.3046	31.6667
Os02g0702600	Gasu_33770	13.8122	12.6689
Os02g0704300	Gasu_07300	34.7432	12.6792
Os02g0704800	Gasu_00120	47.4114	46.7742
Os02g0704900	Gasu_50090	27.5701	17.1014
Os02g0704966	Gasu_40950	14.5604	26.4339
Os02g0707000	Gasu_04600	35.4839	25.5814
Os02g0707000	Gasu_31000	32.2581	18.018
Os02g0707100	Gasu_04600	43.4874	48.1395
Os02g0707100	Gasu_31000	34.6639	29.7297
Os02g0708100	Gasu_39960	28.7526	33.4975
Os02g0708300	Gasu_48170	50.6493	34.8214
Os02g0709200	Gasu_20860	41.8824	35.6713
Os02g0710900	Gasu_41900	19.4013	23.6167
Os02g0713400	Gasu_37990	62.5378	62.7273
Os02g0713900	Gasu_35770	28.8961	14.8829
Os02g0714100	Gasu_08390	23.9645	21.5426
Os02g0714200	Gasu_20900	37.7634	40.949
Os02g0715200	Gasu_30670	22.3849	25.8454
Os02g0717500	Gasu_36940	43.0168	45.5621
Os02g0717500	Gasu_61590	23.4637	42.6396
Os02g0717700	Gasu_43710	18.4713	19.2053
Os02g0719800	Gasu_51270	23.8208	20.2405
Os02g0720700	Gasu_17770	24.2656	26.0631
Os02g0721600	Gasu_34280	32.0628	29.1242
Os02g0721600	Gasu_52800	19.2825	25.4438
Os02g0722001	Gasu_31990	40.884	38.0463
Os02g0722300	Gasu_05800	36.1409	37.6396
Os02g0722300	Gasu_10890	39.6631	40.7233
Os02g0722300	Gasu_20550	39.51	40.9524
Os02g0722700	Gasu_60180	28.3217	18.7067
Os02g0722800	Gasu_10490	15.534	18.7726
Os02g0723300	Gasu_02440	13.3891	21.3333
Os02g0723700	Gasu_08570	8.18966	5.70571
Os02g0724500	Gasu_43700	23.7374	27.4052
Os02g0724600	Gasu_21460	31.8903	38.6364
Os02g0725200	Gasu_37520	25.6972	26.3265
Os02g0726600	Gasu_29350	30.8824	17.8723
Os02g0727700	Gasu_45150	14.1479	27.5
Os02g0728100	Gasu_11510	22.997	22.1113
Os02g0728300	Gasu_14250	20.8995	24.6875
Os02g0728300	Gasu_30160	18.5185	21.7391
Os02g0728600	Gasu_10460	38.3721	42.0382
Os02g0730100	Gasu_51190	26.5306	8.40517
Os02g0730500	Gasu_57300	29.2308	25.1101
Os02g0730800	Gasu_32310	8.02005	30.1887
Os02g0731900	Gasu_26960	42.515	39.1544
Os02g0732500	Gasu_03620	57.0652	53.2995
Os02g0733001	Gasu_15850	20.625	33
Os02g0734300	Gasu_01290	31.875	30.1775
Os02g0735100	Gasu_41070	23.2143	26.2626
Os02g0735200	Gasu_37790	55.618	53.2258
Os02g0735900	Gasu_11470	25.4777	11.396
Os02g0735900	Gasu_27170	28.0255	11.9565
Os02g0736600	Gasu_03480	13.6792	25.7778
Os02g0739000	Gasu_29490	24.0034	30.5286
Os02g0739600	Gasu_46140	50.7692	47.7108
Os02g0739700	Gasu_05010	24.9433	17.6
Os02g0740300	Gasu_25990	31.9149	19.5195
Os02g0740300	Gasu_44910	25.0409	26.4706
Os02g0741900	Gasu_36520	30.9392	32.1839
Os02g0742200	Gasu_25940	48.1308	51.7588
Os02g0742500	Gasu_48430	38.961	5.13699
Os02g0742800	Gasu_31760	5.80762	2.96571
Os02g0742800	Gasu_41630	4.35572	2.23672
Os02g0742900	Gasu_31760	42.1053	11.8628
Os02g0742900	Gasu_41630	41.1184	11.6496
Os02g0743800	Gasu_02170	13.4454	27.1186
Os02g0744100	Gasu_45870	21.5017	28.7671
Os02g0744700	Gasu_14030	22.8951	9.12839
Os02g0744900	Gasu_07190	57.0194	55.2301
Os02g0745000	Gasu_33480	37.8788	20.79
Os02g0746000	Gasu_50180	47.2826	45.7895
Os02g0747500	Gasu_30930	22.9167	25.8824
Os02g0747500	Gasu_52520	17.7083	20.7317
Os02g0749150	Gasu_49400	41.4179	25.3425
Os02g0749300	Gasu_30830	17.9487	20.2312
Os02g0749300	Gasu_49560	27.1795	28.8043
Os02g0749500	Gasu_22240	11.1111	1.52339
Os02g0750500	Gasu_35150	25.3406	37.3494
Os02g0751900	Gasu_32740	24.0283	16.4848
Os02g0753000	Gasu_25840	32.97	32.7913
Os02g0753000	Gasu_55870	29.4278	26.8657
Os02g0753500	Gasu_63090	13.0137	21.5909
Os02g0754000	Gasu_09890	20.0549	15.8696
Os02g0757900	Gasu_29450	39.8148	43.4343
Os02g0758100	Gasu_40870	22.8155	23.9389
Os02g0759800	Gasu_02210	42.3394	41.12
Os02g0761400	Gasu_24220	40.6504	4.58716
Os02g0762300	Gasu_02780	46.0055	47.7143
Os02g0765400	Gasu_14640	27.3973	24
Os02g0765600	Gasu_14640	27.6498	24
Os02g0765900	Gasu_46810	41.3669	19.6246
Os02g0767600	Gasu_45150	10.3659	21.25
Os02g0768200	Gasu_09910	22.4771	20.9402
Os02g0768200	Gasu_10150	23.8532	21.8487
Os02g0768600	Gasu_50090	37.7551	32.1739
Os02g0770000	Gasu_60610	46.3415	50.2203
Os02g0770700	Gasu_44590	13.4259	8.37182
Os02g0771100	Gasu_43290	30.365	38.4473
Os02g0771400	Gasu_64510	23.5294	11.8812
Os02g0772000	Gasu_39630	30.0578	10.1069
Os02g0772300	Gasu_39340	21.875	23.0453
Os02g0772500	Gasu_11260	12.8866	17.2811
Os02g0774300	Gasu_51530	68.3358	66.9553
Os02g0774500	Gasu_60210	27.6224	8.53132
Os02g0775200	Gasu_09300	44.8753	49.0909
Os02g0775200	Gasu_59480	44.8753	49.0909
Os02g0776800	Gasu_60930	29.1159	29.4753
Os02g0778200	Gasu_48650	47.9206	48.7969
Os02g0778400	Gasu_21920	45.7944	25.323
Os02g0778400	Gasu_34660	32.7103	25.5474
Os02g0780600	Gasu_57380	15.3392	23.7443
Os02g0780700	Gasu_53090	14.1553	22.0903
Os02g0780800	Gasu_38190	40.0621	24.3856
Os02g0781400	Gasu_07100	30.5882	27.957
Os02g0781800	Gasu_22710	28.2353	16.2162
Os02g0782100	Gasu_43320	16.1545	14.8268
Os02g0782200	Gasu_41300	23.4727	11.487
Os02g0783625	Gasu_48290	25.2319	14.4374
Os02g0783700	Gasu_48290	44.9393	11.7834
Os02g0784700	Gasu_21910	87.766	38.7324
Os02g0785800	Gasu_43860	48.2143	47.3684
Os02g0786000	Gasu_39580	20.4809	18.5334
Os02g0787100	Gasu_05580	22.8942	26.9036
Os02g0787800	Gasu_42500	20.6967	20.5703
Os02g0787800	Gasu_58580	16.5984	21.6578
Os02g0788133	Gasu_20450	20.1342	8.92857
Os02g0788300	Gasu_59670	33.5593	34.1379
Os02g0788400	Gasu_59670	36.3322	36.2069
Os02g0790500	Gasu_10960	39.7638	20.5703
Os02g0791400	Gasu_14390	47.6744	48.2353
Os02g0791500	Gasu_34330	38.2151	42.1717
Os02g0791700	Gasu_55460	27.9586	30.9329
Os02g0793700	Gasu_09400	47.0588	26.6667
Os02g0794600	Gasu_44110	44.3038	49.2958
Os02g0794700	Gasu_39050	36.076	18.5366
Os02g0794700	Gasu_46210	56.962	29.4599
Os02g0794700	Gasu_51440	35.1266	22.1557
Os02g0794900	Gasu_02120	11.8202	21.7044
Os02g0795300	Gasu_34240	21.6802	22.8571
Os02g0795900	Gasu_04010	28.9827	26.5845
Os02g0796000	Gasu_50590	24.5238	14.0327
Os02g0796500	Gasu_46530	14.0988	17.5725
Os02g0796600	Gasu_28630	34.8485	28.3951
Os02g0797300	Gasu_31560	20.9276	20.6243
Os02g0797400	Gasu_58830	51.7147	49.1525
Os02g0797500	Gasu_31800	40.393	45.122
Os02g0797700	Gasu_05800	35.4887	37.6396
Os02g0797700	Gasu_10890	37.7444	39.4654
Os02g0797700	Gasu_20550	37.1429	39.2063
Os02g0800000	Gasu_41680	15.8837	6.75547
Os02g0800500	Gasu_21350	6.25	2.8754
Os02g0801300	Gasu_21350	6.25	2.8754
Os02g0802400	Gasu_26330	33.1429	33.7209
Os02g0802500	Gasu_15740	37.9265	37.7778
Os02g0802700	Gasu_04690	15.5172	13.8158
Os02g0802700	Gasu_56730	16.7488	15.2125
Os02g0803300	Gasu_07900	20.3866	17.4699
Os02g0803300	Gasu_56530	17.7504	15.6832
Os02g0803300	Gasu_61490	17.7504	15.5385
Os02g0803600	Gasu_06340	32.7434	31.4894
Os02g0803600	Gasu_11670	32.7434	28.1369
Os02g0803700	Gasu_47410	76.2238	77.6722
Os02g0804300	Gasu_41580	50.1695	55.4307
Os02g0804500	Gasu_25590	39.4251	40.3361
Os02g0804600	Gasu_40210	13.9113	36.1257
Os02g0804900	Gasu_24710	66.7901	66.5437
Os02g0804900	Gasu_63390	31.358	39.441
Os02g0805000	Gasu_41890	36.4008	21.1151
Os02g0805200	Gasu_35620	55.5133	54.0741
Os02g0805500	Gasu_16130	25.9958	36.9048
Os02g0805600	Gasu_27510	38.4146	35.8974
Os02g0805600	Gasu_29780	39.0244	34.9727
Os02g0805800	Gasu_39270	20.1873	21.9209
Os02g0805900	Gasu_36050	1.23839	1.08992
Os02g0806500	Gasu_51610	9.80603	18.0915
Os02g0806600	Gasu_23810	13.6508	25.5446
Os02g0806600	Gasu_42640	10.4762	21.9027
Os02g0806900	Gasu_30970	37.422	33.0275
Os02g0807000	Gasu_50310	33.218	23.6453
Os02g0807100	Gasu_14030	13.871	2.53239
Os02g0810400	Gasu_10340	48.7013	52.9412
Os02g0810400	Gasu_20170	48.4848	33.9909
Os02g0810450	Gasu_59960	31.2415	32.299
Os02g0810500	Gasu_43400	19.4379	12.9283
Os02g0812400	Gasu_32290	24.7268	25.8203
Os02g0813500	Gasu_10030	43.9516	39.4928
Os02g0814000	Gasu_20450	17.0635	12.7976
Os02g0814700	Gasu_26210	74.3421	80.7143
Os02g0814800	Gasu_41140	24.7525	19.6078
Os02g0814900	Gasu_23330	20.339	18.3908
Os02g0815000	Gasu_50890	43.2624	63.5417
Os02g0815600	Gasu_14140	39.6624	45.1923
Os02g0815800	Gasu_42580	27.9188	31.6092
Os02g0816300	Gasu_56880	6.82594	19.7044
Os02g0816600	Gasu_56870	31.9588	12.7049
Os02g0816800	Gasu_21350	24.2647	31.6294
Os02g0817500	Gasu_03740	47.561	50
Os02g0817500	Gasu_37160	57.0122	53.5817
Os02g0817500	Gasu_64320	55.4878	52.2989
Os02g0817900	Gasu_37030	17.4184	21.4971
Os02g0817900	Gasu_41760	16.4852	21.0317
Os02g0818700	Gasu_63430	16.7722	21.9917
Os02g0819300	Gasu_43370	17.7989	13.1526
Os02g0819400	Gasu_14820	17.6642	24.6436
Os02g0820000	Gasu_50270	71.519	63.3053
Os02g0821200	Gasu_64770	25	16.3121
Os02g0821800	Gasu_38910	74.2857	56.6978
Os02g0822200	Gasu_25290	36.5559	40.4682
Os02g0822500	Gasu_33320	22.6942	29.1732
Os02g0822800	Gasu_06890	16.763	14.1234
Os02g0823200	Gasu_33710	22.0833	26.1084
Os02g0823300	Gasu_21570	9.81432	20.3857
Os02g0823300	Gasu_34870	9.54907	21.9512
Os02g0824700	Gasu_42620	46.9231	50
Os02g0826500	Gasu_15030	37.1387	35.3508
Os02g0827200	Gasu_08920	28.5714	12.8527
Os02g0827200	Gasu_18190	26.8293	15.8111
Os02g0827200	Gasu_29860	27.5261	15.019
Os02g0827200	Gasu_34550	22.9965	12.0879
Os02g0827200	Gasu_56570	19.5122	13.0233
Os02g0827300	Gasu_59050	42.6117	40.3909
Os02g0829200	Gasu_09740	18.9024	12.141
Os02g0829200	Gasu_55880	23.1707	20.3571
Os02g0829500	Gasu_48220	37.4233	36.0947
Os02g0831300	Gasu_42940	28.1008	23.0892
Os02g0831500	Gasu_03810	13.948	14.1487
Os02g0832800	Gasu_02010	15.1584	9.07859
Os02g0833300	Gasu_41860	22.1393	25.0704
Os02g0833300	Gasu_42250	19.1542	19.3955
Os02g0833400	Gasu_37190	23.2143	19.0244
Os02g0834000	Gasu_25940	54.8223	54.2714
Os02g0834700	Gasu_30500	37.3259	33.3333
Os03g0100040	Gasu_14260	49.7382	48.3461
Os03g0100200	Gasu_12740	11.33	19.6581
Os03g0100200	Gasu_27700	15.2709	24.031
Os03g0100400	Gasu_38550	26.7337	30.787
Os03g0100800	Gasu_42530	9.07216	33.2075
Os03g0100900	Gasu_58890	26.5306	25.1938
Os03g0101500	Gasu_41550	23.9382	28.4404
Os03g0101900	Gasu_07890	20.3196	24.6537
Os03g0102100	Gasu_29980	19.4719	20.4861
Os03g0102200	Gasu_18000	27.193	40.2597
Os03g0102300	Gasu_10450	12.2727	1.22006
Os03g0102333	Gasu_10450	29.9451	4.92544
Os03g0102366	Gasu_10450	32.5243	6.05513
Os03g0102400	Gasu_46080	17.8423	26.3804
Os03g0105600	Gasu_07660	76.9575	77.6524
Os03g0105600	Gasu_13780	73.6018	74.0991
Os03g0105600	Gasu_13800	78.2998	79.0068
Os03g0105600	Gasu_37480	73.6018	73.9326
Os03g0105600	Gasu_52960	74.7204	75.2252
Os03g0105600	Gasu_52980	77.4049	77.9279
Os03g0106000	Gasu_03530	19.8473	21.6066
Os03g0106400	Gasu_03710	38.5185	39.196
Os03g0107100	Gasu_31560	16.4678	7.69231
Os03g0107500	Gasu_21570	5.75342	5.78512
Os03g0107500	Gasu_34870	3.56164	3.96341
Os03g0108200	Gasu_30990	11.4068	5.71429
Os03g0108500	Gasu_04960	32.3333	35.6618
Os03g0108600	Gasu_15370	16.3807	24.1935
Os03g0108800	Gasu_48610	32.1429	22.8571
Os03g0109300	Gasu_22340	28.91	17.0868
Os03g0109500	Gasu_06000	56.25	60.9023
Os03g0109600	Gasu_08600	48	47.4576
Os03g0109700	Gasu_19540	32.7536	31.3889
Os03g0110400	Gasu_31170	24.9216	31.1765
Os03g0111700	Gasu_53870	14.0244	2.24829
Os03g0111700	Gasu_62670	14.0244	4.17423
Os03g0111800	Gasu_14900	16.4538	19.4667
Os03g0112800	Gasu_01720	23.298	17.3815
Os03g0112800	Gasu_59840	26.1725	15.2827
Os03g0113700	Gasu_51530	68.4911	66.811
Os03g0114300	Gasu_55460	27.5304	33.3879
Os03g0114900	Gasu_57670	26.2887	23.1818
Os03g0115200	Gasu_23220	46.696	49.5327
Os03g0115400	Gasu_17820	18.9008	26.1596
Os03g0115400	Gasu_33260	17.4263	23.4234
Os03g0115400	Gasu_64060	19.1689	26.3352
Os03g0115700	Gasu_17830	34.9398	34.0176
Os03g0115700	Gasu_64050	15.6627	30.4094
Os03g0116000	Gasu_04560	13.6364	15.9664
Os03g0116000	Gasu_26810	20.3349	20.5811
Os03g0116000	Gasu_58870	14.1148	17.8248
Os03g0116500	Gasu_46570	39.0023	39.5402
Os03g0117200	Gasu_14780	28.1324	25.5914
Os03g0117800	Gasu_05260	32.1637	36.7893
Os03g0118400	Gasu_48610	72.3926	37.4603
Os03g0118700	Gasu_22350	8.58995	18.662
Os03g0118800	Gasu_03040	48.5961	49.3421
Os03g0119900	Gasu_36550	95.1456	95.1456
Os03g0119900	Gasu_59650	95.1456	95.1456
Os03g0120100	Gasu_14370	38.8235	32.7543
Os03g0121700	Gasu_49770	39.3665	40.4651
Os03g0122600	Gasu_13940	27.8261	15.7248
Os03g0123100	Gasu_35530	42.5	42.7673
Os03g0123100	Gasu_61800	22.5	23.3766
Os03g0123300	Gasu_34770	46.8451	44.7898
Os03g0123500	Gasu_20940	16.242	28.4916
Os03g0123800	Gasu_30750	6.60377	2.87474
Os03g0123800	Gasu_46690	4.71698	1.287
Os03g0125800	Gasu_35750	27.6062	29.0061
Os03g0125800	Gasu_42240	28.3784	23.1496
Os03g0126000	Gasu_43930	43.5443	33.5283
Os03g0126100	Gasu_47310	8.20046	9.86301
Os03g0126800	Gasu_10050	26.7782	27.1186
Os03g0128500	Gasu_18510	38.4615	36.3436
Os03g0129200	Gasu_44820	35.2273	15.3011
Os03g0129300	Gasu_48130	56.0811	60.1449
Os03g0129900	Gasu_28280	18.3673	32.5301
Os03g0130400	Gasu_05370	34.1297	40.8163
Os03g0131200	Gasu_11340	66.0569	66.1914
Os03g0131300	Gasu_02810	32.0225	32.696
Os03g0131500	Gasu_60810	25	24.4737
Os03g0133900	Gasu_43310	39.2655	40.407
Os03g0133900	Gasu_48740	36.7232	40.2477
Os03g0134300	Gasu_17210	35.8911	33.8785
Os03g0136200	Gasu_26310	34.1598	35.1275
Os03g0136200	Gasu_60150	31.9559	33.2378
Os03g0137500	Gasu_24570	26.8116	21.3873
Os03g0137600	Gasu_51430	20.7171	23.2143
Os03g0139100	Gasu_26210	76.3513	80.7143
Os03g0141000	Gasu_29040	55	27.5
Os03g0141200	Gasu_04150	36.4452	38.1579
Os03g0141200	Gasu_29320	36.6248	39.0057
Os03g0143300	Gasu_12610	32.8467	9.91189
Os03g0143400	Gasu_12870	63.2582	59.1572
Os03g0145300	Gasu_08820	7.69231	5.75342
Os03g0145300	Gasu_25810	5.86081	3.38266
Os03g0145300	Gasu_29830	9.52381	5.00963
