Gene stable ID	Trifolium pratense gene stable ID	%id. target Trifolium pratense gene identical to query gene	%id. query gene identical to target Trifolium pratense gene
Os01g0177900	Tp57577_TGAC_v2_gene26796	58.4151	74.6416
Os01g0178000	Tp57577_TGAC_v2_gene27507	44.1624	70.4453
Os01g0178100	Tp57577_TGAC_v2_gene10362	45.283	44.8598
Os01g0178200	Tp57577_TGAC_v2_gene26762	52.2523	60
Os01g0178400	Tp57577_TGAC_v2_gene26757	53.6585	21.2766
Os01g0178700	Tp57577_TGAC_v2_gene20109	45.0704	47.7612
Os01g0178700	Tp57577_TGAC_v2_gene34686	41.3146	44.557
Os01g0178700	Tp57577_TGAC_v2_gene37155	45.0704	47.2906
Os01g0179200	Tp57577_TGAC_v2_gene12393	26.7442	77.9661
Os01g0179200	Tp57577_TGAC_v2_gene12410	61.6279	62.7219
Os01g0179200	Tp57577_TGAC_v2_gene30900	13.0814	41.2844
Os01g0179300	Tp57577_TGAC_v2_gene34682	47.1299	48.75
Os01g0179300	Tp57577_TGAC_v2_gene34689	42.2961	50.1792
Os01g0179400	Tp57577_TGAC_v2_gene20094	53.8642	53.7634
Os01g0179400	Tp57577_TGAC_v2_gene27605	11.3349	56.2791
Os01g0179400	Tp57577_TGAC_v2_gene34693	36.8618	49.0954
Os01g0179500	Tp57577_TGAC_v2_gene20104	8.99815	9.2469
Os01g0179600	Tp57577_TGAC_v2_gene11838	34.0862	35.7759
Os01g0179600	Tp57577_TGAC_v2_gene11855	26.8994	29.2411
Os01g0179600	Tp57577_TGAC_v2_gene11960	35.5236	15.93
Os01g0179600	Tp57577_TGAC_v2_gene18104	30.1848	28.8235
Os01g0179600	Tp57577_TGAC_v2_gene30747	34.4969	35.8209
Os01g0179600	Tp57577_TGAC_v2_gene30754	35.1129	36.383
Os01g0179700	Tp57577_TGAC_v2_gene25735	92.6108	93.0693
Os01g0179700	Tp57577_TGAC_v2_gene28797	90.6404	91.0891
Os01g0179700	Tp57577_TGAC_v2_gene39969	43.3498	83.8095
Os01g0179800	Tp57577_TGAC_v2_gene38994	53.6817	55.9406
Os01g0180000	Tp57577_TGAC_v2_gene21690	48.6538	41.6118
Os01g0180000	Tp57577_TGAC_v2_gene30577	40	29.7143
Os01g0180300	Tp57577_TGAC_v2_gene15588	33.9426	32.9949
Os01g0180400	Tp57577_TGAC_v2_gene12465	38.2979	17.3494
Os01g0180400	Tp57577_TGAC_v2_gene26530	37.234	19.6078
Os01g0180400	Tp57577_TGAC_v2_gene37190	38.8298	18.8144
Os01g0180600	Tp57577_TGAC_v2_gene30580	44.1993	48.8708
Os01g0180700	Tp57577_TGAC_v2_gene12315	33.908	37.5
Os01g0180800	Tp57577_TGAC_v2_gene24151	69.2308	68.662
Os01g0180800	Tp57577_TGAC_v2_gene24206	63.5503	64.7768
Os01g0181000	Tp57577_TGAC_v2_gene21705	23.6975	25.777
Os01g0182200	Tp57577_TGAC_v2_gene39269	14.6341	73.4694
Os01g0182200	Tp57577_TGAC_v2_gene5889	59.3496	58.4
Os01g0182200	Tp57577_TGAC_v2_gene6107	41.8699	51.7588
Os01g0182200	Tp57577_TGAC_v2_gene7472	47.1545	47.7366
Os01g0182300	Tp57577_TGAC_v2_gene12111	21.0526	32.4324
Os01g0182300	Tp57577_TGAC_v2_gene24192	24.5614	34.4262
Os01g0182300	Tp57577_TGAC_v2_gene27852	18.7134	27.3504
Os01g0182300	Tp57577_TGAC_v2_gene39760	23.3918	30.5344
Os01g0182300	Tp57577_TGAC_v2_gene39761	20.4678	25.1799
Os01g0182400	Tp57577_TGAC_v2_gene2182	23.0159	24.8927
Os01g0182500	Tp57577_TGAC_v2_gene15333	14.8515	21.5827
Os01g0182500	Tp57577_TGAC_v2_gene17019	21.2871	20.6731
Os01g0182500	Tp57577_TGAC_v2_gene2164	26.7327	26.087
Os01g0182600	Tp57577_TGAC_v2_gene17028	68.1034	69.1164
Os01g0182600	Tp57577_TGAC_v2_gene25241	7.41379	37.069
Os01g0182700	Tp57577_TGAC_v2_gene2162	36.4286	41.9753
Os01g0182700	Tp57577_TGAC_v2_gene32120	29.2857	36.2832
Os01g0182700	Tp57577_TGAC_v2_gene40133	38.2143	43.1452
Os01g0182832	Tp57577_TGAC_v2_gene2248	27.0642	5.52607
Os01g0182832	Tp57577_TGAC_v2_gene2291	0	0
Os01g0182832	Tp57577_TGAC_v2_gene2323	27.6758	12.2297
Os01g0182832	Tp57577_TGAC_v2_gene35587	0	0
Os01g0182900	Tp57577_TGAC_v2_gene2248	72	7.30565
Os01g0182900	Tp57577_TGAC_v2_gene2291	42.7692	14.0831
Os01g0182900	Tp57577_TGAC_v2_gene2323	1.84615	0.405405
Os01g0182900	Tp57577_TGAC_v2_gene35587	0	0
Os01g0183000	Tp57577_TGAC_v2_gene1434	12.2616	36.8852
Os01g0183000	Tp57577_TGAC_v2_gene16385	23.7057	50.5814
Os01g0183000	Tp57577_TGAC_v2_gene17046	38.6921	57.0281
Os01g0183000	Tp57577_TGAC_v2_gene18590	51.4986	28.1669
Os01g0183000	Tp57577_TGAC_v2_gene19705	53.951	57.7259
Os01g0183000	Tp57577_TGAC_v2_gene39796	18.5286	51.9084
Os01g0183000	Tp57577_TGAC_v2_gene7057	45.2316	54.6053
Os01g0183100	Tp57577_TGAC_v2_gene37792	56.9288	56.7164
Os01g0183300	Tp57577_TGAC_v2_gene18469	12.1113	69.8113
Os01g0183300	Tp57577_TGAC_v2_gene19694	48.6088	46.2617
Os01g0183400	Tp57577_TGAC_v2_gene28279	16.8067	21.978
Os01g0183500	Tp57577_TGAC_v2_gene10199	0	0
Os01g0183500	Tp57577_TGAC_v2_gene10776	4.18848	3.04183
Os01g0183500	Tp57577_TGAC_v2_gene14869	16.2304	36.0465
Os01g0183500	Tp57577_TGAC_v2_gene15207	35.6021	15.4545
Os01g0183500	Tp57577_TGAC_v2_gene15423	47.1204	17.2745
Os01g0183500	Tp57577_TGAC_v2_gene19647	47.644	17.9842
Os01g0183500	Tp57577_TGAC_v2_gene20219	43.4555	19.6682
Os01g0183500	Tp57577_TGAC_v2_gene20459	0	0
Os01g0183500	Tp57577_TGAC_v2_gene20937	4.18848	5.44218
Os01g0183500	Tp57577_TGAC_v2_gene22793	45.0262	34.5382
Os01g0183500	Tp57577_TGAC_v2_gene29771	47.644	18.7629
Os01g0183500	Tp57577_TGAC_v2_gene30232	29.8429	39.3103
Os01g0183500	Tp57577_TGAC_v2_gene32524	0	0
Os01g0183500	Tp57577_TGAC_v2_gene32530	48.6911	17.1587
Os01g0183500	Tp57577_TGAC_v2_gene32553	50.7853	25.1948
Os01g0183500	Tp57577_TGAC_v2_gene33248	46.5969	17.5542
Os01g0183500	Tp57577_TGAC_v2_gene33252	4.18848	1.25196
Os01g0183500	Tp57577_TGAC_v2_gene33288	44.5026	16.7653
Os01g0183500	Tp57577_TGAC_v2_gene35771	0	0
Os01g0183500	Tp57577_TGAC_v2_gene39505	22.5131	47.2527
Os01g0183500	Tp57577_TGAC_v2_gene39677	47.644	25.2778
Os01g0183500	Tp57577_TGAC_v2_gene39700	0	0
Os01g0183500	Tp57577_TGAC_v2_gene39895	39.267	43.8596
Os01g0183500	Tp57577_TGAC_v2_gene8229	12.5654	23.301
Os01g0183500	Tp57577_TGAC_v2_gene8230	0	0
Os01g0183500	Tp57577_TGAC_v2_gene8231	46.5969	23.2376
Os01g0183500	Tp57577_TGAC_v2_gene8232	13.6126	8.44156
Os01g0183500	Tp57577_TGAC_v2_gene8235	41.8848	13.6986
Os01g0183500	Tp57577_TGAC_v2_gene8236	1.04712	0.956938
Os01g0183500	Tp57577_TGAC_v2_gene8239	42.9319	13.8514
Os01g0183500	Tp57577_TGAC_v2_gene8241	26.178	35.461
Os01g0183500	Tp57577_TGAC_v2_gene8249	45.0262	17.0635
Os01g0183500	Tp57577_TGAC_v2_gene8251	44.5026	8.29268
Os01g0183500	Tp57577_TGAC_v2_gene8337	37.6963	15.2542
Os01g0183600	Tp57577_TGAC_v2_gene24119	18.8119	33.2168
Os01g0183633	Tp57577_TGAC_v2_gene9460	44.0367	32.6531
Os01g0183633	Tp57577_TGAC_v2_gene9773	47.7064	54.1667
Os01g0184000	Tp57577_TGAC_v2_gene17080	45.3826	40.6619
Os01g0184100	Tp57577_TGAC_v2_gene16493	62.6506	65.4088
Os01g0184100	Tp57577_TGAC_v2_gene3526	65.0602	68.7898
Os01g0184100	Tp57577_TGAC_v2_gene38883	59.0361	61.6352
Os01g0184100	Tp57577_TGAC_v2_gene38923	54.8193	65.4676
Os01g0184100	Tp57577_TGAC_v2_gene40573	45.7831	62.2951
Os01g0184500	Tp57577_TGAC_v2_gene19701	15.04	26.5537
Os01g0184500	Tp57577_TGAC_v2_gene28079	24.16	53.9286
Os01g0184800	Tp57577_TGAC_v2_gene5775	70.9163	71.2
Os01g0184900	Tp57577_TGAC_v2_gene20170	69.5788	66.8666
Os01g0184900	Tp57577_TGAC_v2_gene38431	69.8908	69.1358
Os01g0185100	Tp57577_TGAC_v2_gene18467	35.533	22.4359
Os01g0185200	Tp57577_TGAC_v2_gene4913	72.3618	66.5896
Os01g0185400	Tp57577_TGAC_v2_gene4317	40.566	35.6846
Os01g0185500	Tp57577_TGAC_v2_gene4274	47.1429	42.5806
Os01g0185500	Tp57577_TGAC_v2_gene4283	48.5714	48.5714
Os01g0185900	Tp57577_TGAC_v2_gene27373	35.503	29.6053
Os01g0185900	Tp57577_TGAC_v2_gene35585	21.8935	30
Os01g0186000	Tp57577_TGAC_v2_gene18744	15.544	21.4286
Os01g0186000	Tp57577_TGAC_v2_gene2231	30.0518	28.2927
Os01g0186000	Tp57577_TGAC_v2_gene23723	32.6425	27.6316
Os01g0186000	Tp57577_TGAC_v2_gene3581	31.0881	36.3636
Os01g0186000	Tp57577_TGAC_v2_gene38906	29.0155	34.7826
Os01g0186200	Tp57577_TGAC_v2_gene13765	44.0506	39.4558
Os01g0186700	Tp57577_TGAC_v2_gene29076	70.0368	37.3164
Os01g0186700	Tp57577_TGAC_v2_gene3518	72.0588	72.3247
Os01g0186900	Tp57577_TGAC_v2_gene35978	49.6689	32.7511
Os01g0186900	Tp57577_TGAC_v2_gene38922	53.2009	44.7124
Os01g0186900	Tp57577_TGAC_v2_gene9431	51.8764	49.8938
Os01g0187400	Tp57577_TGAC_v2_gene11454	5.9399	73.913
Os01g0187400	Tp57577_TGAC_v2_gene12472	63.7317	62.3803
Os01g0187400	Tp57577_TGAC_v2_gene20438	6.63871	52.7778
Os01g0187400	Tp57577_TGAC_v2_gene20930	4.05311	61.0526
Os01g0187400	Tp57577_TGAC_v2_gene31220	4.40252	42.2819
Os01g0187400	Tp57577_TGAC_v2_gene39455	12.7184	77.7778
Os01g0187400	Tp57577_TGAC_v2_gene9214	25.7163	51.7581
Os01g0187500	Tp57577_TGAC_v2_gene17476	0.531915	0.680272
Os01g0187500	Tp57577_TGAC_v2_gene17575	21.2766	7.25953
Os01g0187500	Tp57577_TGAC_v2_gene20872	0	0
Os01g0187500	Tp57577_TGAC_v2_gene21927	1.59574	2.94118
Os01g0187500	Tp57577_TGAC_v2_gene32345	14.3617	18.3673
Os01g0187500	Tp57577_TGAC_v2_gene39798	13.8298	12.8079
Os01g0187500	Tp57577_TGAC_v2_gene39799	15.9574	10.453
Os01g0187500	Tp57577_TGAC_v2_gene3991	1.59574	2.02703
Os01g0187500	Tp57577_TGAC_v2_gene458	14.3617	8.59873
Os01g0187500	Tp57577_TGAC_v2_gene5073	17.5532	2.89982
Os01g0187500	Tp57577_TGAC_v2_gene9190	23.4043	10.0457
Os01g0187900	Tp57577_TGAC_v2_gene6559	48.6339	49.7207
Os01g0188100	Tp57577_TGAC_v2_gene21385	67.6647	66.4706
Os01g0188100	Tp57577_TGAC_v2_gene23437	41.3174	54.9801
Os01g0188100	Tp57577_TGAC_v2_gene23454	66.4671	17.6051
Os01g0188100	Tp57577_TGAC_v2_gene23457	18.2635	65.5914
Os01g0188200	Tp57577_TGAC_v2_gene23000	16.9492	29.4118
Os01g0188200	Tp57577_TGAC_v2_gene940	9.49153	25
Os01g0190000	Tp57577_TGAC_v2_gene6535	63.5088	53.2353
Os01g0190400	Tp57577_TGAC_v2_gene23495	66.1572	60.8434
Os01g0190400	Tp57577_TGAC_v2_gene33509	33.1878	52.7778
Os01g0190400	Tp57577_TGAC_v2_gene33537	23.5808	58.3784
Os01g0190400	Tp57577_TGAC_v2_gene35438	63.5371	58.9069
Os01g0190400	Tp57577_TGAC_v2_gene40352	49.7817	41.0072
Os01g0190500	Tp57577_TGAC_v2_gene15139	41.9355	46.0993
Os01g0190500	Tp57577_TGAC_v2_gene23446	48.172	50.4505
Os01g0190500	Tp57577_TGAC_v2_gene6511	31.6129	40.9471
Os01g0191000	Tp57577_TGAC_v2_gene2691	42.0455	63.2479
Os01g0191000	Tp57577_TGAC_v2_gene32973	21.0227	45.679
Os01g0191100	Tp57577_TGAC_v2_gene23792	66.6667	67.2566
Os01g0191100	Tp57577_TGAC_v2_gene35437	29.8246	22.3684
Os01g0191150	Tp57577_TGAC_v2_gene23477	62.069	18.1818
Os01g0191200	Tp57577_TGAC_v2_gene110	6.27063	26.3889
Os01g0191200	Tp57577_TGAC_v2_gene15140	39.934	45.8333
Os01g0191200	Tp57577_TGAC_v2_gene15144	35.3135	41.6342
Os01g0191300	Tp57577_TGAC_v2_gene23500	63.7413	55.8704
Os01g0191500	Tp57577_TGAC_v2_gene15141	58.0198	57.9051
Os01g0191500	Tp57577_TGAC_v2_gene18952	22.1782	57.4359
Os01g0191500	Tp57577_TGAC_v2_gene23444	37.0297	59.9359
Os01g0191800	Tp57577_TGAC_v2_gene12305	83.9041	82.2148
Os01g0191800	Tp57577_TGAC_v2_gene5865	18.4932	30.8571
Os01g0191900	Tp57577_TGAC_v2_gene13006	33.7121	22.4181
Os01g0191900	Tp57577_TGAC_v2_gene26923	34.4697	35.2713
Os01g0192000	Tp57577_TGAC_v2_gene11397	29.5337	52.2936
Os01g0192000	Tp57577_TGAC_v2_gene25455	48.1865	49.2063
Os01g0192300	Tp57577_TGAC_v2_gene3583	29.6774	35.7977
Os01g0192600	Tp57577_TGAC_v2_gene13016	72.3343	71.9198
Os01g0192600	Tp57577_TGAC_v2_gene25487	74.3516	69.5418
Os01g0192900	Tp57577_TGAC_v2_gene22816	55.9099	65.6388
Os01g0192900	Tp57577_TGAC_v2_gene25484	54.409	66.6667
Os01g0193500	Tp57577_TGAC_v2_gene25442	30.6843	30.4825
Os01g0193600	Tp57577_TGAC_v2_gene6542	62.6571	62.5448
Os01g0193900	Tp57577_TGAC_v2_gene6092	31.0795	23.5824
Os01g0194300	Tp57577_TGAC_v2_gene13414	34.3643	49.8753
Os01g0194600	Tp57577_TGAC_v2_gene13181	36	26.6272
Os01g0195200	Tp57577_TGAC_v2_gene23845	62.5	20.0429
Os01g0195200	Tp57577_TGAC_v2_gene7917	26.1161	51.3158
Os01g0195200	Tp57577_TGAC_v2_gene9474	58.4821	22.9825
Os01g0195400	Tp57577_TGAC_v2_gene3540	32.2917	30.5921
Os01g0195400	Tp57577_TGAC_v2_gene6537	29.5139	32.9457
Os01g0195500	Tp57577_TGAC_v2_gene28376	75.3769	78.534
Os01g0195801	Tp57577_TGAC_v2_gene13416	22.1453	12.0301
Os01g0196300	Tp57577_TGAC_v2_gene13416	20.7289	17.1053
Os01g0196500	Tp57577_TGAC_v2_gene35491	33.8308	34.1709
Os01g0196500	Tp57577_TGAC_v2_gene6517	44.7761	41.0959
Os01g0196500	Tp57577_TGAC_v2_gene7906	36.3184	45.3416
Os01g0196600	Tp57577_TGAC_v2_gene21351	54.071	64.268
Os01g0196600	Tp57577_TGAC_v2_gene23226	61.7954	58.7302
Os01g0196600	Tp57577_TGAC_v2_gene35486	39.666	34.1113
Os01g0196600	Tp57577_TGAC_v2_gene39635	13.7787	70.2128
Os01g0197100	Tp57577_TGAC_v2_gene7931	55.5102	54.9495
Os01g0197200	Tp57577_TGAC_v2_gene6541	83.1984	78.8868
Os01g0197400	Tp57577_TGAC_v2_gene6530	31.9502	25.9259
Os01g0197400	Tp57577_TGAC_v2_gene7922	31.1203	12.4585
Os01g0197400	Tp57577_TGAC_v2_gene8429	6.639	8.79121
Os01g0197450	Tp57577_TGAC_v2_gene19924	38.7755	35.0355
Os01g0197450	Tp57577_TGAC_v2_gene25346	28.5714	38.9722
Os01g0197450	Tp57577_TGAC_v2_gene38623	36.7347	18.9167
Os01g0197500	Tp57577_TGAC_v2_gene13175	38.8535	21.6312
Os01g0197500	Tp57577_TGAC_v2_gene3530	38.8535	28.3721
Os01g0197500	Tp57577_TGAC_v2_gene40725	1.27389	2.98507
Os01g0197900	Tp57577_TGAC_v2_gene21372	44.4444	17.0804
Os01g0197900	Tp57577_TGAC_v2_gene32979	19.8966	24.8387
Os01g0197900	Tp57577_TGAC_v2_gene40047	22.4806	35.6557
Os01g0197900	Tp57577_TGAC_v2_gene6006	14.9871	23.1076
Os01g0197900	Tp57577_TGAC_v2_gene9139	8.52713	38.3721
Os01g0198000	Tp57577_TGAC_v2_gene21372	40.3035	23.7339
Os01g0198000	Tp57577_TGAC_v2_gene32979	19.5616	37.4194
Os01g0198000	Tp57577_TGAC_v2_gene40047	13.9966	34.0164
Os01g0198000	Tp57577_TGAC_v2_gene6006	16.1889	38.247
Os01g0198000	Tp57577_TGAC_v2_gene9139	5.22766	36.0465
Os01g0198100	Tp57577_TGAC_v2_gene21372	21.4912	9.73188
Os01g0198100	Tp57577_TGAC_v2_gene32979	0.657895	0.967742
Os01g0198100	Tp57577_TGAC_v2_gene40047	0	0
Os01g0198100	Tp57577_TGAC_v2_gene6006	0	0
Os01g0198100	Tp57577_TGAC_v2_gene9139	0	0
Os01g0198200	Tp57577_TGAC_v2_gene15092	72.956	77.4624
Os01g0198200	Tp57577_TGAC_v2_gene24503	75	65.9751
Os01g0198200	Tp57577_TGAC_v2_gene32249	70.283	64.132
Os01g0198500	Tp57577_TGAC_v2_gene21370	16.4557	24.8408
Os01g0198500	Tp57577_TGAC_v2_gene28059	7.173	33.3333
Os01g0198500	Tp57577_TGAC_v2_gene35013	22.3629	28.0423
Os01g0198500	Tp57577_TGAC_v2_gene35019	17.2996	22.6519
Os01g0198500	Tp57577_TGAC_v2_gene37186	22.7848	31.5789
Os01g0198500	Tp57577_TGAC_v2_gene37192	20.2532	25.2632
Os01g0198900	Tp57577_TGAC_v2_gene11299	20.8333	27.1084
Os01g0198900	Tp57577_TGAC_v2_gene14860	20.8333	26.3158
Os01g0198900	Tp57577_TGAC_v2_gene14861	21.7593	27.3256
Os01g0198900	Tp57577_TGAC_v2_gene15095	19.9074	13.6076
Os01g0198900	Tp57577_TGAC_v2_gene21377	13.4259	23.0159
Os01g0198900	Tp57577_TGAC_v2_gene278	23.6111	30
Os01g0198900	Tp57577_TGAC_v2_gene28892	12.037	23.0089
Os01g0198900	Tp57577_TGAC_v2_gene33075	21.2963	27.0588
Os01g0199300	Tp57577_TGAC_v2_gene11299	23.9583	27.7108
Os01g0199300	Tp57577_TGAC_v2_gene14860	23.4375	26.3158
Os01g0199300	Tp57577_TGAC_v2_gene14861	23.9583	26.7442
Os01g0199300	Tp57577_TGAC_v2_gene15095	24.4792	14.8734
Os01g0199300	Tp57577_TGAC_v2_gene21377	15.1042	23.0159
Os01g0199300	Tp57577_TGAC_v2_gene278	24.4792	27.6471
Os01g0199300	Tp57577_TGAC_v2_gene28892	10.4167	17.6991
Os01g0199300	Tp57577_TGAC_v2_gene33075	24.4792	27.6471
Os01g0199400	Tp57577_TGAC_v2_gene15102	62.0253	65.1596
Os01g0199700	Tp57577_TGAC_v2_gene35020	29.3617	37.0968
Os01g0199700	Tp57577_TGAC_v2_gene37225	28.5106	36.413
Os01g0199900	Tp57577_TGAC_v2_gene10778	13.3122	66.6667
Os01g0199900	Tp57577_TGAC_v2_gene26626	58.954	58.4906
Os01g0199900	Tp57577_TGAC_v2_gene33936	61.1727	41.7297
Os01g0200000	Tp57577_TGAC_v2_gene3680	73.1013	74.5161
Os01g0200200	Tp57577_TGAC_v2_gene15098	28.8235	35
Os01g0200300	Tp57577_TGAC_v2_gene15093	54.7564	29.4264
Os01g0200300	Tp57577_TGAC_v2_gene35010	59.1647	30.4296
Os01g0200300	Tp57577_TGAC_v2_gene37173	59.1647	30.3933
Os01g0200400	Tp57577_TGAC_v2_gene24534	48.0916	48.2759
Os01g0200500	Tp57577_TGAC_v2_gene37257	44.6483	43.3234
Os01g0200600	Tp57577_TGAC_v2_gene1385	36.8421	38.7097
Os01g0200600	Tp57577_TGAC_v2_gene24546	36.8421	32.3077
Os01g0200600	Tp57577_TGAC_v2_gene35015	31.5789	31.1688
Os01g0201100	Tp57577_TGAC_v2_gene38978	48.5417	54.186
Os01g0201200	Tp57577_TGAC_v2_gene31170	44.5826	50.9128
Os01g0201250	Tp57577_TGAC_v2_gene16341	39.6226	31.4607
Os01g0201250	Tp57577_TGAC_v2_gene16500	39.6226	34.2857
Os01g0201250	Tp57577_TGAC_v2_gene7942	39.1509	34.0164
Os01g0201400	Tp57577_TGAC_v2_gene33206	31.5068	37.0968
Os01g0201400	Tp57577_TGAC_v2_gene39809	30.137	34.9206
Os01g0201400	Tp57577_TGAC_v2_gene6043	31.5068	18.4739
Os01g0201400	Tp57577_TGAC_v2_gene9615	28.7671	35.2941
Os01g0201600	Tp57577_TGAC_v2_gene12519	35.5482	16.3609
Os01g0201600	Tp57577_TGAC_v2_gene16759	16.9435	36.1702
Os01g0201600	Tp57577_TGAC_v2_gene16779	17.608	24.8826
Os01g0201700	Tp57577_TGAC_v2_gene20671	50.3623	58.4034
Os01g0201700	Tp57577_TGAC_v2_gene25503	50.3623	38.8268
Os01g0202700	Tp57577_TGAC_v2_gene5891	49.4318	50
Os01g0202800	Tp57577_TGAC_v2_gene17999	56.5543	55.3114
Os01g0202800	Tp57577_TGAC_v2_gene26220	51.6854	59.7403
Os01g0202800	Tp57577_TGAC_v2_gene39897	47.9401	53.7815
Os01g0202800	Tp57577_TGAC_v2_gene4455	39.7004	41.5686
Os01g0202800	Tp57577_TGAC_v2_gene4492	23.221	50.8197
Os01g0202800	Tp57577_TGAC_v2_gene6768	55.0562	37.2152
Os01g0203300	Tp57577_TGAC_v2_gene13159	31.6742	21.148
Os01g0203800	Tp57577_TGAC_v2_gene16068	33.8462	36.5145
Os01g0203800	Tp57577_TGAC_v2_gene16492	33.4615	37.8261
Os01g0203800	Tp57577_TGAC_v2_gene6725	32.3077	36.2851
Os01g0204000	Tp57577_TGAC_v2_gene16056	40.625	39.5437
Os01g0205100	Tp57577_TGAC_v2_gene6756	48.0315	46.6837
Os01g0205200	Tp57577_TGAC_v2_gene6782	54.4228	40.6951
Os01g0205600	Tp57577_TGAC_v2_gene15482	40.4858	43.1034
Os01g0205600	Tp57577_TGAC_v2_gene29043	35.6275	36.9748
Os01g0205700	Tp57577_TGAC_v2_gene19980	87.9828	47.5638
Os01g0205700	Tp57577_TGAC_v2_gene30038	86.6953	53.1579
Os01g0205900	Tp57577_TGAC_v2_gene15814	55.6575	51.7045
Os01g0205900	Tp57577_TGAC_v2_gene21025	54.7401	56.4669
Os01g0206300	Tp57577_TGAC_v2_gene24410	53.0333	49.8162
Os01g0206300	Tp57577_TGAC_v2_gene27340	55.773	55.9921
Os01g0206700	Tp57577_TGAC_v2_gene27342	59.2191	57.9618
Os01g0206800	Tp57577_TGAC_v2_gene24359	47.5842	45.904
Os01g0206800	Tp57577_TGAC_v2_gene27343	33.3821	49.0323
Os01g0207200	Tp57577_TGAC_v2_gene30481	48.4751	49.5082
Os01g0207200	Tp57577_TGAC_v2_gene8087	46.0674	48.9761
Os01g0207400	Tp57577_TGAC_v2_gene30481	33.7255	14.0984
Os01g0207400	Tp57577_TGAC_v2_gene8087	32.1569	13.9932
Os01g0207600	Tp57577_TGAC_v2_gene30481	37.2549	37.377
Os01g0207600	Tp57577_TGAC_v2_gene8087	35.2941	36.8601
Os01g0207700	Tp57577_TGAC_v2_gene18717	35.5212	24.7978
Os01g0207700	Tp57577_TGAC_v2_gene18718	37.4517	33.4483
Os01g0207700	Tp57577_TGAC_v2_gene21930	0	0
Os01g0207700	Tp57577_TGAC_v2_gene2203	37.4517	28.1159
Os01g0207700	Tp57577_TGAC_v2_gene32954	37.8378	42.7948
Os01g0207900	Tp57577_TGAC_v2_gene18717	38.8298	39.3531
Os01g0207900	Tp57577_TGAC_v2_gene18718	34.3085	44.4828
Os01g0207900	Tp57577_TGAC_v2_gene21930	17.0213	54.7009
Os01g0207900	Tp57577_TGAC_v2_gene2203	41.7553	45.5072
Os01g0207900	Tp57577_TGAC_v2_gene32954	26.3298	43.2314
Os01g0208000	Tp57577_TGAC_v2_gene18717	36.3636	16.1725
Os01g0208000	Tp57577_TGAC_v2_gene18718	39.3939	22.4138
Os01g0208000	Tp57577_TGAC_v2_gene21930	0	0
Os01g0208000	Tp57577_TGAC_v2_gene2203	38.1818	18.2609
Os01g0208000	Tp57577_TGAC_v2_gene32954	38.7879	27.9476
Os01g0208400	Tp57577_TGAC_v2_gene30481	40.2597	40.6557
Os01g0208400	Tp57577_TGAC_v2_gene8087	38.3117	40.273
Os01g0208600	Tp57577_TGAC_v2_gene24352	26.4618	25.9368
Os01g0209000	Tp57577_TGAC_v2_gene19385	69.2308	68.75
Os01g0209200	Tp57577_TGAC_v2_gene11545	61.0895	60.1533
Os01g0209200	Tp57577_TGAC_v2_gene11743	55.642	61.1111
Os01g0209200	Tp57577_TGAC_v2_gene19384	54.0856	58.6498
Os01g0209200	Tp57577_TGAC_v2_gene24375	62.6459	62.8906
Os01g0209400	Tp57577_TGAC_v2_gene26647	60.0649	62.2896
Os01g0209700	Tp57577_TGAC_v2_gene15247	27.7612	41.1504
Os01g0209700	Tp57577_TGAC_v2_gene26613	45.9701	46.9512
Os01g0209700	Tp57577_TGAC_v2_gene26683	46.8657	46.5875
Os01g0209700	Tp57577_TGAC_v2_gene2941	16.7164	46.281
Os01g0209700	Tp57577_TGAC_v2_gene36145	12.5373	51.2195
Os01g0209700	Tp57577_TGAC_v2_gene36541	35.5224	42.6523
Os01g0209800	Tp57577_TGAC_v2_gene29689	60.7143	63.2826
Os01g0209800	Tp57577_TGAC_v2_gene29695	60.3896	63.1579
Os01g0210400	Tp57577_TGAC_v2_gene26666	50.501	55.1422
Os01g0210600	Tp57577_TGAC_v2_gene26668	42.515	44.0994
Os01g0210700	Tp57577_TGAC_v2_gene14986	50.9151	42.3237
Os01g0210700	Tp57577_TGAC_v2_gene26684	53.0782	40.8451
Os01g0210800	Tp57577_TGAC_v2_gene28613	25.641	7.93651
Os01g0210900	Tp57577_TGAC_v2_gene31185	50.8806	10.6296
Os01g0210900	Tp57577_TGAC_v2_gene35511	59.0998	56.7669
Os01g0211000	Tp57577_TGAC_v2_gene31185	50	10.6705
Os01g0211000	Tp57577_TGAC_v2_gene35511	58.6207	57.5188
Os01g0211200	Tp57577_TGAC_v2_gene31185	51.7857	10.6705
Os01g0211200	Tp57577_TGAC_v2_gene35511	58.5317	55.4511
Os01g0211600	Tp57577_TGAC_v2_gene31185	56.2827	8.78986
Os01g0211600	Tp57577_TGAC_v2_gene35511	67.0157	48.1203
Os01g0211800	Tp57577_TGAC_v2_gene29643	34.2424	38.0471
Os01g0212100	Tp57577_TGAC_v2_gene11663	65.4286	74.8366
Os01g0214200	Tp57577_TGAC_v2_gene11642	58.8235	57.8512
Os01g0214200	Tp57577_TGAC_v2_gene11672	59.6639	58.6777
Os01g0214200	Tp57577_TGAC_v2_gene11678	59.2437	58.0247
Os01g0214300	Tp57577_TGAC_v2_gene11516	37.3494	9.53846
