Gene stable ID	Cyanidioschyzon merolae gene stable ID	%id. target Cyanidioschyzon merolae gene identical to query gene	%id. query gene identical to target Cyanidioschyzon merolae gene
Os02g0717700	CMS020C	21.6561	22.2222
Os02g0720700	CML267C	22.6054	24.6175
Os02g0721600	CMI014C	37.2197	18.2217
Os02g0722001	CMJ139C	36.4641	31.4286
Os02g0722300	CMQ473C	37.8254	38.2353
Os02g0722700	CMA075C	35.6643	15.7651
Os02g0722800	CMF168C	14.115	20.8379
Os02g0723300	CMT583C	15.8996	27.9412
Os02g0723700	CMT559C	6.03448	4.06977
Os02g0724500	CMH238C	18.9394	22.0588
Os02g0724500	CMK065C	17.9293	20.8824
Os02g0724500	CMS488C	22.2222	24.1758
Os02g0724600	CMT214C	32.6118	33.3826
Os02g0725200	CMN203C	18.1275	28.4375
Os02g0725200	CMN207C	27.2908	24.1623
Os02g0725600	CMN069C	20.362	12.3626
Os02g0725700	CMR350C	22.4409	37.2549
Os02g0725900	CMR350C	22.5806	27.451
Os02g0726600	CMS050C	33.0882	13.5135
Os02g0728100	CMN039C	23.2938	21.9888
Os02g0728300	CMM258C	20.6349	23.6364
Os02g0728600	CMN132C	38.9535	35.8289
Os02g0730500	CMJ137C	22.5641	25.5814
Os02g0731900	CMD118C	41.517	37.8871
Os02g0735100	CMH236C	19.8661	26.5672
Os02g0735200	CMI233C	58.427	56.9863
Os02g0735900	CMM012C	27.3885	11.7808
Os02g0736600	CMQ331C	22.4057	18.9117
Os02g0739000	CMO352C	26.7176	25.9473
Os02g0739600	CMT256C	51.7949	48.9104
Os02g0739700	CMT433C	30.1587	18.4722
Os02g0740300	CML131C	32.0786	29.4737
Os02g0741900	CMN146C	27.6243	24.0385
Os02g0742200	CMH183C	50.4673	43.2
Os02g0742500	CMM292C	40.2597	5.20134
Os02g0743800	CMB116C	12.8852	31.7241
Os02g0744100	CMQ134C	21.1604	26.2712
Os02g0744700	CMM317C	20.6795	8.06452
Os02g0744900	CMJ154C	57.6674	58.8106
Os02g0745000	CMP225C	34.4697	19.5279
Os02g0746000	CMM291C	28.3967	27.7556
Os02g0747500	CMT630C	22.9167	21.1538
Os02g0749150	CMO019C	39.9254	25.2358
Os02g0749300	CMT093C	28.7179	19.5122
Os02g0749500	CMP049C	12.6984	1.59363
Os02g0750500	CMC092C	20.9809	28.4133
Os02g0751900	CMD080C	23.4982	16.3391
Os02g0753000	CMQ148C	29.9728	27.7778
Os02g0754000	CMB027C	20.3297	9.53608
Os02g0758100	CMP041C	22.8155	19.0283
Os02g0761400	CMQ222C	43.0894	4.9672
Os02g0768200	CMC072C	28.8991	25.7143
Os02g0768600	CMR255C	41.8367	36.8263
Os02g0768750	CMS275C	10.4039	7.04225
Os02g0770000	CMH154C	45.5285	40
Os02g0770700	CMD159C	11.7593	5.47886
Os02g0770800	CMG019C	43.1946	40.3785
Os02g0771400	CMS432C	37.7451	46.1078
Os02g0772000	CMD151C	29.4798	5.88575
Os02g0774300	CML205C	63.0339	61.9392
Os02g0775100	CMC075C	34.3137	16.6667
Os02g0775200	CMO145C	43.7673	43.1694
Os02g0776800	CMC123C	29.7256	29.4118
Os02g0778200	CME047C	48.3932	47.4513
Os02g0778400	CMI204C	36.9159	29.368
Os02g0778400	CMT083C	41.5888	20.6019
Os02g0780600	CMP091C	24.7788	22.5201
Os02g0780700	CMH156C	15.3729	18.4644
Os02g0781400	CMS188C	34.1176	31.8681
Os02g0781800	CMI022C	37.6471	12.5326
Os02g0782200	CMJ013C	22.8296	23.127
Os02g0783100	CMT470C	18.5567	15.2801
Os02g0784700	CMI156C	87.234	38.5882
Os02g0785800	CML304C	51.7857	51.3274
Os02g0786000	CML127C	19.6794	14.7235
Os02g0787100	CMT035C	22.0302	22.3195
Os02g0788133	CML296C	23.4899	6.74374
Os02g0788300	CMH159C	37.9661	30.7692
Os02g0788400	CMH159C	42.2145	33.5165
Os02g0790500	CMI293C	38.5827	17.8995
Os02g0791400	CMR404C	44.186	48.1013
Os02g0791500	CMR075C	39.8169	44.7301
Os02g0791700	CMQ204C	29.7337	19.0521
Os02g0793300	CMH072C	8.89175	26.8482
Os02g0793300	CMT086C	6.4433	22.9358
Os02g0793700	CMN188C	45.098	28.3951
Os02g0794400	CMV021C	27.2321	34.8571
Os02g0794600	CMS431C	48.1013	48.7179
Os02g0794700	CMH153C	38.2911	18.9062
Os02g0794700	CMI185C	51.2658	49.3902
Os02g0795900	CML137C	24.7601	21.7905
Os02g0796000	CMP176C	28.8095	7.37805
Os02g0796500	CMB079C	13.5174	11.6541
Os02g0796600	CMD098C	32.5758	23.1806
Os02g0796900	CMQ118C	50	49.0196
Os02g0797200	CMQ118C	50.9804	50.9804
Os02g0797300	CMQ247C	52.6018	48.7421
Os02g0797400	CMF173C	46.2277	43.8802
Os02g0797500	CMC148C	46.2882	45.2991
Os02g0797700	CMQ473C	37.7444	38.8545
Os02g0800000	CML113C	38.4787	38.565
Os02g0800500	CMC091C	10.4167	4.14365
Os02g0801300	CMC091C	10.4167	4.14365
Os02g0802400	CMJ269C	34.2857	31.5789
Os02g0802500	CMO102C	34.6457	35.2
Os02g0802700	CMI271C	32.7586	19.4729
Os02g0803600	CMC018C	25.2212	20.8029
Os02g0803600	CMH176C	22.1239	19.7628
Os02g0803700	CMP294C	66.2005	57.7236
Os02g0804100	CMT030C	70.9677	70.9677
Os02g0804300	CMT343C	43.0508	40.7051
Os02g0804500	CMR298C	39.0144	40.5117
Os02g0804600	CMV100C	15.9274	32.7801
Os02g0804900	CMM323C	65.9259	65.8446
Os02g0805000	CMF083C	35.9918	16.5881
Os02g0805200	CMS101C	50.9506	51.145
Os02g0805500	CMR198C	27.044	35.1499
Os02g0805600	CMS229C	38.1098	30.7125
Os02g0805800	CMQ260C	22.2685	16.2491
Os02g0806400	CMR493C	0.692042	0.251256
Os02g0806500	CMR390C	12.5	20.4947
Os02g0806600	CMJ133C	11.6402	19.3662
Os02g0806900	CMN014C	40.3326	30.4075
Os02g0807000	CMF051C	36.6782	24.594
Os02g0807100	CMM317C	17.7419	3.1682
Os02g0810400	CMS377C	46.7532	54.9618
Os02g0810450	CMS447C	25.3752	26.9956
Os02g0810500	CMK029C	19.6721	11.6992
Os02g0812400	CMR397C	20.3552	20.383
Os02g0813500	CMC043C	45.1613	40.1434
Os02g0814000	CML296C	34.127	16.5703
Os02g0814700	CMS262C	72.3684	78.5714
Os02g0814800	CMK074C	31.6832	29.2906
Os02g0814900	CMF018C	19.4915	18.4
Os02g0815000	CME175C	41.1348	54.717
Os02g0815500	CMS125C	61.9423	61.7801
Os02g0815600	CMT628C	34.5992	36.7713
Os02g0815800	CML180C	23.8579	22.0657
Os02g0816600	CMG161C	29.2096	11.0677
Os02g0816800	CMC091C	22.3039	25.1381
Os02g0818700	CMI160C	18.9873	18.4049
Os02g0819300	CMR410C	17.2554	8.43293
Os02g0819700	CMT595C	19.1489	16.9014
Os02g0820000	CME079C	71.8354	67.7612
Os02g0821800	CMN074C	67.7551	46.6292
Os02g0822200	CMO018C	30.8157	29.4798
Os02g0822500	CME153C	17.5971	18.9048
Os02g0822500	CMN333C	23.7864	24.8731
Os02g0822800	CMK275C	21.3873	10.5114
Os02g0823200	CMG099C	22.0833	11.0417
Os02g0824700	CMQ237C	42.3077	42.9688
Os02g0826500	CMI264C	32.0809	30.663
Os02g0827300	CMT357C	12.543	28.5156
Os02g0829200	CMF052C	26.2195	15.9259
Os02g0829500	CMQ399C	39.8773	33.1633
Os02g0832100	CMK066C	14.6396	12.0148
Os02g0832700	CMT536C	12.6812	4.23216
Os02g0833300	CMK136C	21.1443	23.3516
Os02g0833400	CMQ124C	29.4643	24.3842
Os02g0834000	CMH183C	57.868	45.6
Os02g0834700	CML183C	38.7187	36.1979
Os03g0100040	CMM249C	47.9058	48.0315
Os03g0100040	CMT292C	50.2618	44.8598
Os03g0100200	CMM157C	17.734	24.4898
Os03g0100400	CMH034C	26.1307	25.6917
Os03g0100800	CMQ247C	52.1649	53.0398
Os03g0101500	CMK174C	20.8494	18.8153
Os03g0101900	CMK243C	24.6575	28.125
Os03g0102100	CMT058C	18.4818	20.1439
Os03g0102200	CMG169C	46.4912	42.7419
Os03g0102300	CMF162C	0.909091	0.0904977
Os03g0102333	CMF162C	26.6484	4.38914
Os03g0102366	CMF162C	26.9417	5.02262
Os03g0105600	CMN263C	76.0626	73.7527
Os03g0106400	CMO144C	39.2593	34.0471
Os03g0107100	CMQ247C	28.6396	12.5786
Os03g0108200	CMM215C	15.5894	6.98467
Os03g0108500	CMS296C	31.3333	34.5588
Os03g0108600	CML156C	20.9048	23.6749
Os03g0108800	CME119C	27.2321	18.6544
Os03g0109300	CMH205C	30.3318	20
Os03g0109300	CMQ414C	30.3318	20
Os03g0109500	CMT402C	59.0278	63.9098
Os03g0109600	CML310C	34.2857	32.4324
Os03g0111700	CMT275C	13.4146	2.18688
Os03g0112800	CMN130C	29.0469	10.5727
Os03g0113700	CML205C	63.3136	61.9392
Os03g0114300	CMQ204C	30.9042	21.7062
Os03g0114900	CMO311C	28.3505	13.3495
Os03g0115200	CMF059C	44.9339	50
Os03g0115400	CMA125C	25.3351	16.4921
Os03g0115500	CMQ464C	30.2439	28.8372
Os03g0116000	CMC118C	22.488	22.0657
Os03g0116500	CMC138C	19.5011	15.5797
Os03g0117200	CMS352C	28.8416	23.2824
Os03g0117800	CMR459C	32.1637	35.7143
Os03g0118400	CME119C	63.1902	31.4985
Os03g0118700	CMP087C	18.8006	18.0685
Os03g0118800	CMM189C	42.3326	32.3967
Os03g0119900	CMN166C	95.1456	95.1456
Os03g0120100	CMT246C	27.0588	17.4573
Os03g0121700	CMT271C	36.6516	34.0336
Os03g0122200	CMV102C	37.7778	61.5942
Os03g0123100	CMK193C	45	41.8605
Os03g0123300	CMQ242C	47.2275	25
Os03g0123500	CMR153C	17.5159	17.1875
Os03g0123800	CMT274C	4.24528	2.0362
Os03g0124000	CMR176C	13.7056	22.4377
Os03g0125000	CMV176C	28.3154	44.6328
Os03g0125800	CMC089C	31.8533	20.9391
Os03g0125800	CMI026C	23.7452	15.8915
Os03g0126000	CMC098C	38.7342	32.9032
Os03g0126100	CMQ289C	7.97267	10.3245
Os03g0126800	CMO207C	28.4519	21.3166
Os03g0128500	CMB052C	33.7995	34.1176
Os03g0128932	CMK066C	15.5093	12.3845
Os03g0129200	CMA140C	14.3182	6.01145
Os03g0129300	CMJ042C	52.2523	57.5682
Os03g0129900	CMC099C	23.1293	37.7778
Os03g0130400	CMN150C	31.3993	27.8788
Os03g0131200	CMI050C	61.7886	61.2903
Os03g0131300	CMD018C	31.8352	29.877
Os03g0131500	CMO209C	26.3441	21.2581
Os03g0131900	CMT161C	17.5258	29.8246
Os03g0133900	CMA007C	42.0904	37.0647
Os03g0133900	CMI299C	40.3955	35.2217
Os03g0134300	CMK245C	39.604	37.123
Os03g0136200	CMP275C	33.8843	29.6386
Os03g0136400	CMM113C	25.6654	20.8012
Os03g0136400	CMN019C	26.8061	22.1003
Os03g0136600	CML201C	20.1258	35.5556
Os03g0137500	CMO111C	23.1884	20.9836
Os03g0137600	CMT137C	23.9044	24.7934
Os03g0137700	CMI181C	20.2299	14.4026
Os03g0137700	CMM153C	20	18.5106
Os03g0137700	CMM287C	18.3908	13.9373
Os03g0137700	CMM288C	20.9195	20.9677
Os03g0139100	CMS262C	74.3243	78.5714
Os03g0141000	CMR150C	61.25	30.2469
Os03g0143300	CME037C	26.2774	6.4632
Os03g0143400	CMQ270C	61.0052	60.0683
Os03g0146000	CMQ189C	41.4286	43.5
Os03g0146300	CMA127C	70	63.6364
Os03g0147150	CMT471C	29.5082	14.664
Os03g0147900	CMR326C	34.9594	21.608
Os03g0147900	CMR333C	34.9594	21.608
Os03g0150500	CMM113C	26.8022	22.3421
Os03g0150500	CMN019C	26.9871	22.884
Os03g0150600	CMM113C	26.186	21.2635
Os03g0150600	CMN019C	27.1347	22.4138
Os03g0150800	CMM113C	25.7576	20.9553
Os03g0150800	CMN019C	27.0833	22.4138
Os03g0151700	CME044C	24.5745	20.7175
Os03g0151800	CML023C	76.7614	72.2934
Os03g0152100	CML315C	25.2336	10.7143
Os03g0152100	CMT601C	24.2991	10.4839
Os03g0152700	CMK183C	18.3133	21.229
Os03g0153100	CMN131C	27.4939	24.4589
Os03g0153400	CMS131C	27.5	13.75
Os03g0153500	CMN131C	26.8608	17.9654
Os03g0153900	CMN131C	28.9926	25.5411
Os03g0154000	CMN131C	26.6827	24.026
Os03g0154100	CMN131C	27.0936	23.8095
Os03g0155000	CMN131C	23.7569	9.30736
Os03g0157400	CMN295C	32.4254	29.7265
Os03g0158200	CMP328C	32.6733	29.517
Os03g0160600	CMD080C	22.7431	16.0934
Os03g0161800	CMQ369C	39.899	40.1015
Os03g0162200	CMR457C	60.8696	69.4215
Os03g0163300	CMC043C	40.9009	40.681
Os03g0165000	CMG056C	24.1206	12.2449
Os03g0165300	CMR176C	11.7455	19.9446
Os03g0165800	CMC018C	25.1121	20.438
Os03g0165800	CMH176C	28.2511	24.9012
Os03g0166800	CMJ074C	32.4547	29.5796
Os03g0167700	CML332C	76.7516	71.7262
Os03g0169100	CMI084C	43.4307	57.2115
Os03g0169100	CMT633C	53.6496	52.6882
Os03g0169400	CMV179C	16	25.6881
Os03g0169800	CMD115C	35.2941	28.5714
Os03g0169800	CMQ121C	27.2727	27.1277
Os03g0170300	CMF179C	32.5641	25.5533
Os03g0170500	CMK184C	23.7838	22.449
Os03g0172200	CMJ207C	28.4916	23.341
Os03g0174500	CMM162C	48.9754	54.195
Os03g0174600	CMT278C	40.7787	31.1424
Os03g0175600	CMQ252C	44.1936	43.6306
Os03g0176100	CML130C	16.6667	18.5328
Os03g0177400	CMH226C	76.2864	75.7778
Os03g0177900	CMH226C	76.2864	75.7778
Os03g0178000	CMH226C	76.2864	75.7778
Os03g0178200	CMC030C	21.0084	32.8947
Os03g0180400	CMN208C	51.2195	45.1613
Os03g0180700	CMR050C	23.4672	23.2704
Os03g0181500	CMD118C	40.4059	39.8907
Os03g0182600	CMT410C	46.2295	47.3154
Os03g0182700	CMC106C	23.8938	21.0938
Os03g0183600	CMM066C	44.4444	37.6307
Os03g0183900	CMQ247C	49.2565	27.7778
Os03g0184000	CMK151C	54.3253	54.6087
Os03g0184700	CMS058C	27.4406	22.9075
Os03g0185000	CMA007C	44.186	33.0846
Os03g0185000	CMI299C	43.1894	32.0197
Os03g0185500	CMP162C	24.9049	14.9714
Os03g0186100	CML040C	31.7881	32.107
Os03g0186950	CMM175C	30.6818	25.7143
Os03g0187300	CML217C	31.085	10.4126
Os03g0189400	CMS125C	42.5197	42.4084
Os03g0189600	CMS125C	40.8971	40.5759
Os03g0191100	CMT592C	20.9026	7.20131
Os03g0191400	CMQ122C	63.2558	64.455
Os03g0191700	CMR037C	21.6102	16.8132
Os03g0192400	CMI118C	37.3239	36.8056
Os03g0192500	CME177C	16.5202	24.1026
Os03g0192700	CMP190C	48.0392	46.0526
Os03g0193075	CMK012C	50	49.1071
Os03g0193700	CMT217C	18.3486	5.47945
Os03g0195200	CMD016C	32.7206	40.0901
Os03g0196600	CMA007C	43.1746	33.8308
Os03g0196600	CMI299C	42.5397	33.0049
Os03g0196800	CMV192C	24.8649	46.9388
Os03g0196900	CMI217C	20.339	6.11621
Os03g0198400	CMN178C	57.3034	53.5714
Os03g0199000	CMH097C	16.8285	11.5044
Os03g0199000	CMM254C	25.89	18.3486
Os03g0200500	CMS189C	60.687	59.1078
Os03g0200700	CMH063C	21.5743	26.4286
Os03g0201600	CMS217C	31.3869	33.3333
Os03g0202001	CMB151C	36.7273	41.3934
Os03g0202200	CMO111C	24.5487	22.2951
Os03g0202300	CMT478C	28.866	23.431
Os03g0203700	CMQ379C	35.3288	30.1255
Os03g0204100	CMF060C	20.4036	11.4178
Os03g0205400	CMS236C	21.4786	24.709
Os03g0205500	CMS246C	18.1435	9.09091
Os03g0206300	CMT484C	22.1311	11.1111
Os03g0207250	CMS499C	28.5714	16.5854
Os03g0207300	CMP128C	71.6867	57.2115
Os03g0207900	CMJ008C	22.2807	21.6724
Os03g0208900	CMO003C	43.3735	33.9623
Os03g0209400	CMI302C	34.2857	32.2148
Os03g0209600	CME015C	47.3422	47.5
Os03g0210800	CMK272C	8.28105	4.00729
Os03g0212700	CMM104C	42.7767	42.9379
Os03g0213100	CMK192C	61.4737	61.4737
Os03g0213400	CML192C	12.7305	7.95829
Os03g0214000	CMR114C	18.0488	20.3297
Os03g0214600	CMQ395C	28.0519	27.3418
Os03g0215800	CMH036C	33.3333	38.4615
Os03g0216600	CMM082C	39.5592	35.1546
Os03g0216700	CMN115C	25.0438	19.8611
Os03g0219100	CMH189C	11.6438	14.6974
Os03g0219300	CMT504C	79.7327	79.9107
Os03g0219500	CMS131C	33.3333	10.625
Os03g0219700	CMG001C	9.24956	33.125
Os03g0219700	CMO267C	26.3525	25.9897
Os03g0219900	CMQ292C	34.2205	34.6154
Os03g0220100	CMD118C	47.3684	42.623
Os03g0221200	CMO308C	30.8511	21.3235
Os03g0223200	CMQ301C	39.7906	41.7582
Os03g0223400	CMI233C	58.2633	56.9863
Os03g0223800	CMH179C	20.2703	0.928218
Os03g0223900	CMV026C	15.8879	19.1729
Os03g0224200	CMB079C	13.4588	11.6541
Os03g0224300	CMI293C	41.6667	28.7671
Os03g0226400	CMC075C	28.9673	27.381
Os03g0227000	CMP053C	37.7926	36.0638
Os03g0227300	CMT462C	32.0665	9.30393
Os03g0228400	CMD102C	39.1566	29.9539
Os03g0229500	CMI258C	21.9269	23.6984
Os03g0229600	CMB088C	41.25	15.942
Os03g0231600	CMO144C	34.4578	30.621
Os03g0231700	CMH256C	45.229	46.1988
Os03g0231800	CMH256C	45.8491	47.3684
Os03g0232500	CMQ232C	21.3836	13.1528
Os03g0233800	CMH064C	13.5621	15.2294
Os03g0234200	CMC045C	18.3673	7.03125
Os03g0235100	CMD143C	39.0244	34.1637
Os03g0236200	CMF072C	47.3577	50.8734
Os03g0236300	CMG129C	6.87679	4.21793
Os03g0236966	CMF102C	27.6339	24.4275
Os03g0238300	CMD080C	29.697	18.059
Os03g0240500	CMP284C	24.7706	16.5644
Os03g0241200	CMP335C	63.2812	55.8621
Os03g0243100	CMN147C	36.3636	33.7662
Os03g0243300	CMO235C	38.0597	36.6029
Os03g0244000	CMD057C	29.8701	28.75
Os03g0245100	CMN258C	42.1538	41.1411
Os03g0245700	CMD118C	42.8571	41.5301
Os03g0248250	CMT492C	13.4503	7.84983
Os03g0248600	CMK131C	63.1461	63.7188
Os03g0249400	CMG057C	60.6299	50
Os03g0249500	CMR075C	35.3306	43.9589
Os03g0251500	CMD095C	41.5854	39.8364
Os03g0252800	CMN014C	38.1443	28.9969
Os03g0253200	CMT328C	27.9528	29.8319
Os03g0254800	CME064C	56.621	55.8559
Os03g0254900	CML314C	18.5031	23.6074
Os03g0255500	CMN285C	32.8808	37.457
Os03g0256400	CMV138C	11.4437	31.5534
Os03g0259300	CMG180C	24.2075	11.0672
Os03g0260100	CML172C	27.7457	6.639
Os03g0262000	CME153C	25.3425	14.472
Os03g0262000	CMN333C	33.5616	18.6548
Os03g0264000	CMM258C	26.7606	23.0303
Os03g0264400	CMN228C	46.2046	43.2767
Os03g0265100	CMR015C	42.8916	34.4294
Os03g0265100	CMR346C	18.5542	12.2807
Os03g0265400	CMV165C	18.2663	32.5967
Os03g0266000	CMJ174C	23.2143	23.8532
Os03g0267300	CMO245C	46.0591	47.8261
Os03g0268000	CME079C	72.9814	70.1493
Os03g0268400	CML145C	60.3878	60.7242
Os03g0268900	CMP126C	28.8889	28.3636
Os03g0269000	CMP126C	27.6995	21.4545
Os03g0269100	CMP126C	23.7013	26.5455
Os03g0271100	CMK044C	25.9259	19.4175
Os03g0271100	CMQ213C	22.037	25.9259
Os03g0271100	CMR165C	25.3704	21.1094
Os03g0272300	CMS095C	16.7857	25.1337
Os03g0274000	CMH242C	30.2376	12.8205
Os03g0277000	CML223C	44.7427	43.6681
Os03g0278000	CME136C	59.7143	59.8854
Os03g0278400	CMK303C	19.426	22.5641
Os03g0278700	CMR472C	5.78339	10.1852
Os03g0278900	CMV222C	17.5355	25.8741
Os03g0279000	CMN145C	53.9474	69.4915
Os03g0279200	CMN170C	57.8616	43.6019
Os03g0279200	CMN174C	57.8616	43.6019
Os03g0279400	CMS424C	46.4363	41.6667
Os03g0279950	CMN290C	16.8605	11.4625
Os03g0280800	CME136C	48.926	58.7393
Os03g0281600	CMM114C	39.8817	31.3488
Os03g0281900	CMI088C	24.0152	28.7234
Os03g0282100	CMI088C	19.9739	23.2523
Os03g0283600	CMJ134C	24.6201	18.8811
Os03g0284400	CMX011C	26.3636	24.1667
Os03g0284600	CMO150C	23.9044	21.4286
Os03g0284800	CMQ111C	58.1448	59.3533
Os03g0284900	CML043C	13.0647	15.5977
Os03g0284900	CMN222C	10.7448	9.79955
Os03g0285800	CMS295C	49.5935	48.285
Os03g0286200	CML204C	40.1003	46.9208
Os03g0286300	CMK248C	25.7764	21.447
Os03g0287100	CMG007C	38.8889	11.6992
Os03g0289100	CMF139C	40.8759	41.8692
Os03g0289100	CML025C	25.1825	8.04196
Os03g0289200	CMQ462C	31.6406	32.9268
Os03g0290500	CMB156C	23.7062	21.8798
Os03g0291500	CMM145C	44.702	45.6853
Os03g0292100	CMK117C	25.8312	19.2748
Os03g0292800	CMH178C	33.0144	25.9398
Os03g0294200	CMN085C	30.3216	22.1725
Os03g0294600	CMO056C	28.3019	11.7713
Os03g0294900	CMI034C	36.1532	37.3162
Os03g0295500	CMA090C	39.0909	33.3333
Os03g0296300	CMS209C	32.9341	30.0546
Os03g0296400	CMN210C	46.6077	48.7654
Os03g0296800	CMR309C	40.5488	28.913
Os03g0297100	CMA122C	46.875	45
Os03g0297300	CMA122C	44	22
Os03g0297400	CMT420C	34.1085	33.1658
Os03g0298400	CMJ186C	70.6667	71.4607
Os03g0300200	CMC016C	21.4797	19.9557
Os03g0301500	CMA121C	14.7971	9.58269
Os03g0301800	CMT097C	28.4314	12.5
Os03g0302700	CMS386C	54.7619	54.1176
Os03g0305500	CMK232C	27.6964	43.4238
Os03g0305700	CMC160C	25.4274	39.5349
Os03g0306400	CMQ097C	36.9863	2.96378
Os03g0306800	CMR315C	31.2977	33.6066
Os03g0307100	CMJ225C	39.9787	36.162
Os03g0307100	CMJ226C	11.5139	29.2683
Os03g0308000	CMS321C	34.1853	34.1853
Os03g0308100	CMN237C	39.0071	42.471
Os03g0308800	CML157C	14.2173	14.172
Os03g0308800	CMT415C	8.6262	7.04042
Os03g0311300	CMT388C	0.650759	0.925926
Os03g0312600	CME085C	37.1212	33.871
Os03g0313000	CMT198C	25.4335	17.0543
Os03g0313300	CMQ424C	24.5421	23.8859
Os03g0314100	CMM048C	51.0638	39.7241
Os03g0314700	CMP295C	24.1071	9.04523
Os03g0315800	CMM019C	33.8462	29.5302
Os03g0318500	CMI224C	27.027	29.3103
Os03g0318500	CMI225C	6.3593	38.835
Os03g0318500	CMR014C	34.3402	35.5263
Os03g0319100	CMT021C	24.4068	13.3333
Os03g0319300	CMK219C	51.6779	66.3793
Os03g0319400	CMO207C	29.3987	20.6897
Os03g0321000	CMN188C	27.7487	32.716
Os03g0321400	CMH158C	38.5542	6.41283
Os03g0321900	CMS337C	38.2514	22.082
Os03g0322800	CML334C	21.4511	21.865
Os03g0323200	CMO212C	62.9425	39.9579
Os03g0323200	CMO215C	24.2257	31.3305
Os03g0323800	CMF062C	32.6409	30.8123
Os03g0325000	CMP260C	43.287	36.811
Os03g0326000	CMR306C	18.9189	3.14843
Os03g0328300	CMC072C	22.3776	13.0612
Os03g0330200	CMK188C	24.552	26.7578
Os03g0331600	CMV040C	15.1724	20.9524
Os03g0332500	CMJ109C	57.8059	64.0187
Os03g0332700	CMV002C	33.7621	42.6829
Os03g0333100	CMS060C	33.1356	32.4481
Os03g0333300	CMH061C	41.1111	37.7551
Os03g0333400	CMK176C	27.8788	23.4694
Os03g0334000	CMT297C	26.0417	21.0084
Os03g0334700	CMR306C	30.4348	19.4153
Os03g0334800	CMN086C	18.0162	11.5735
Os03g0335100	CMQ079C	16.9713	6.41658
Os03g0336500	CMD127C	38.2979	40.9091
Os03g0336700	CMK272C	12.8502	8.07529
Os03g0337600	CME194C	50.2564	44.2438
Os03g0337700	CME013C	44.1509	40.7666
Os03g0337800	CMJ057C	53.8462	51.1416
Os03g0337900	CMD058C	58.7649	53.3454
Os03g0338600	CMH251C	19.7674	13.1953
Os03g0339100	CMR305C	21.3983	24.0476
Os03g0340001	CME194C	35.3846	15.5756
Os03g0340900	CMS120C	29.0359	24.0037
Os03g0340900	CMT625C	29.148	26.3158
Os03g0341100	CMB018C	55.615	55.0265
Os03g0343400	CMD121C	32.8976	34.4749
Os03g0343500	CMS080C	54.1985	54.1985
Os03g0343700	CMQ177C	29.1667	29.9145
Os03g0344300	CML324C	20.5742	13.6943
Os03g0344700	CMO019C	19.0968	34.9057
Os03g0344900	CMS440C	29.0323	34.375
Os03g0345200	CMQ051C	52.439	41.3462
Os03g0347200	CMJ189C	17.7624	14.611
Os03g0347800	CMQ022C	30.1075	20.5882
Os03g0350100	CMT605C	42.7817	47.1845
Os03g0350300	CMT605C	42.7817	47.1845
Os03g0352300	CMQ185C	39.3116	39.1697
Os03g0352400	CMT130C	39.4393	28.0585
Os03g0352800	CMS372C	43.7037	45.7364
Os03g0355800	CMJ181C	56.2044	53.1034
Os03g0356300	CMV178C	34.0708	44.2529
Os03g0356470	CMP169C	11.5741	3.63372
Os03g0356582	CME153C	19.4702	19.1656
Os03g0356582	CMN333C	27.1523	26.0152
Os03g0356596	CME153C	24.3644	14.9935
Os03g0356596	CMN333C	32.4153	19.4162
Os03g0356652	CMG210C	18.4332	18.6916
Os03g0359700	CMJ207C	31.25	24.0275
Os03g0360600	CMT470C	22.2591	11.3752
Os03g0363900	CMS118C	17.801	19.3732
Os03g0366000	CMF129C	50	48.5149
Os03g0366800	CMO187C	28.8525	19.2982
Os03g0366800	CMT597C	24.918	16.8889
Os03g0367000	CMH114C	8.06962	12.3786
Os03g0367900	CMD144C	29.7297	21.9269
Os03g0370000	CMR225C	44.9315	36.5256
Os03g0370500	CMM044C	47.0389	65.4118
Os03g0374900	CMR055C	29.697	20.1232
Os03g0375300	CMR055C	21.3894	24.0246
Os03g0375900	CMR055C	21.7391	9.24025
Os03g0375966	CMR055C	32.6923	20.9446
Os03g0376000	CMC072C	27.1552	25.7143
Os03g0376100	CMF156C	47.9508	16.0494
Os03g0377300	CMP169C	11.0193	5.81395
Os03g0377500	CMP169C	22.2222	14.8256
Os03g0381300	CMQ190C	36.4162	26.6949
Os03g0386000	CMI014C	41.791	18.4413
Os03g0386500	CMQ148C	33.5484	26.2626
Os03g0387100	CML273C	53.1915	53.1915
Os03g0388000	CML202C	28.7805	30.4124
Os03g0389700	CMQ120C	41.4414	45.7256
Os03g0389700	CMT165C	33.5135	31.5789
Os03g0390000	CMT154C	61.6327	61.3821
Os03g0390400	CMR404C	24.8521	53.1646
Os03g0390600	CMN165C	96.3235	96.3235
Os03g0390900	CMM247C	18.2692	8.96226
Os03g0395000	CMH209C	27.5758	31.058
Os03g0396900	CMS387C	11.7391	28.6219
Os03g0397400	CMQ284C	27.2311	21.3262
Os03g0402000	CMG085C	45.4545	38.4615
Os03g0402400	CMT410C	45.1613	28.1879
Os03g0403100	CME101C	47.013	42.7896
Os03g0405100	CMP133C	22.6006	23.7013
Os03g0406100	CMB074C	31.1741	13.4146
Os03g0406200	CME120C	38.0531	37.3913
Os03g0406900	CMS448C	24.406	27.6284
Os03g0408300	CMD140C	63.6986	61.5894
Os03g0408500	CMO165C	28.125	23.0769
