Gene stable ID	Arabidopsis lyrata gene stable ID	%id. target Arabidopsis lyrata gene identical to query gene	%id. query gene identical to target Arabidopsis lyrata gene
Os02g0255500	Al_scaffold_0007_1336	58.3333	65.3846
Os02g0255500	scaffold_604191.1	61.2745	59.8086
Os02g0255500	scaffold_801786.1	66.6667	70.4663
Os02g0255700	scaffold_701457.1	55.5039	19.5522
Os02g0256100	fgenesh2_kg.7__1919__AT4G23820.1	61.851	61.7117
Os02g0256100	fgenesh2_kg.7__3230__AT5G41870.1	58.0135	57.2383
Os02g0256800	Al_scaffold_0005_212	37.3016	36.4341
Os02g0257100	Al_scaffold_0005_212	47.541	44.9612
Os02g0257200	fgenesh2_kg.6__2404__AT5G24130.1	45.7237	44.127
Os02g0257300	fgenesh1_pg.C_scaffold_6003322	37.6344	20.1381
Os02g0257500	Al_scaffold_0008_1712	40	45.3552
Os02g0258200	fgenesh2_kg.6__3081__AT4G11080.1	53.0075	31.4732
Os02g0258200	scaffold_600397.1	0	0
Os02g0258200	scaffold_603518.1	17.6692	30.5195
Os02g0258250	fgenesh2_kg.6__3081__AT4G11080.1	32.8042	13.8393
Os02g0258250	scaffold_600397.1	11.6402	25.8824
Os02g0258250	scaffold_603518.1	5.82011	7.14286
Os02g0258300	fgenesh2_kg.4__2853__AT2G46380.1	25.5344	27.9948
Os02g0258300	fgenesh2_kg.5__2647__AT3G61670.1	23.5154	25.6809
Os02g0258300	scaffold_503419.1	10.095	28.8136
Os02g0258800	fgenesh2_kg.3__1178__AT3G11405.1	38.2979	23.3766
Os02g0258800	fgenesh2_kg.7__3242__AT5G41761.1	40.4255	38.7755
Os02g0258800	scaffold_301135.1	34.0426	34.4086
Os02g0258800	scaffold_502687.1	39.3617	26.6187
Os02g0258800	scaffold_802105.1	34.0426	31.6832
Os02g0258900	fgenesh1_pg.C_scaffold_80000003	56.8528	68.9231
Os02g0258900	fgenesh2_kg.4__1182__AT2G31955.2	69.5431	70.437
Os02g0259100	fgenesh2_kg.2__70__AT1G64142.1	50.0792	48.9164
Os02g0259600	fgenesh2_kg.1__3647__AT1G35680.1	44.8598	44.6512
Os02g0259850	fgenesh2_kg.4__2832__AT2G46240.1	21.5139	5.14286
Os02g0259900	fgenesh2_kg.4__2832__AT2G46240.1	10.8352	4.57143
Os02g0260200	fgenesh2_kg.5__2638__AT3G61590.1	55.3922	54.5894
Os02g0260500	fgenesh2_kg.2__66__AT1G64180.1	29.9799	25.9582
Os02g0260500	fgenesh2_kg.7__3258__AT5G41620.1	32.1932	25.9319
Os02g0260700	fgenesh2_kg.4__2834__AT2G46260.1	59.4982	59.18
Os02g0260700	fgenesh2_kg.5__2639__AT3G61600.1	60.0358	59.6085
Os02g0260700	fgenesh2_kg.6__3587__AT4G01160.1	47.3118	52.381
Os02g0261000	fgenesh2_kg.4__2840__AT2G46300.1	17.3913	23.8095
Os02g0261000	fgenesh2_kg.6__3593__AT4G01110.1	16.5217	22.0077
Os02g0261100	Al_scaffold_0002_69	96.6216	96.6216
Os02g0264300	fgenesh2_kg.8__1217__AT5G53280.1	38.8693	40.8922
Os02g0264300	scaffold_801805.1	16.9611	33.1034
Os02g0265200	fgenesh2_kg.6__3581__AT4G01250.1	28.8089	34.6667
Os02g0265400	scaffold_501716.1	88.2979	87.3684
Os02g0265700	fgenesh2_kg.2__80__AT1G64050.1	17.0455	4.47761
Os02g0265800	fgenesh2_kg.4__2820__AT2G46150.1	33.3333	30.3167
Os02g0265900	fgenesh2_kg.2__76__AT1G64090.1	48.6957	44.0945
Os02g0265900	fgenesh2_kg.5__2634__AT3G61560.1	48.6957	44.0945
Os02g0265900	fgenesh2_kg.6__3582__AT4G01230.1	33.913	32.7731
Os02g0265900	fgenesh2_kg.7__3261__AT5G41600.1	48.6957	43.5798
Os02g0265900	scaffold_403570.1	50.4348	45.4902
Os02g0265900	scaffold_603504.1	52.6087	44.6494
Os02g0265900	scaffold_701976.1	51.7391	43.75
Os02g0266000	fgenesh2_kg.6__493__AT1G07780.3	48.2014	48.7273
Os02g0266100	scaffold_603947.1	49.1228	57.732
Os02g0266200	fgenesh2_kg.3__1758__AT3G16010.1	61.8671	60.9034
Os02g0266200	scaffold_301907.1	16.7722	38.5455
Os02g0266200	scaffold_602859.1	12.9747	51.25
Os02g0266200	scaffold_604268.1	34.4937	33.3844
Os02g0266300	fgenesh1_pg.C_scaffold_3002379	67.4227	65.7948
Os02g0266500	fgenesh2_kg.3__2669__AT3G24560.2	43.75	11.5964
Os02g0266800	scaffold_602583.1	34.2282	36.9565
Os02g0267000	fgenesh2_kg.3__2673__AT3G24590.1	53.6913	55.1724
Os02g0267200	fgenesh2_kg.1__2203__AT1G20190.1	59.9237	62.3016
Os02g0267700	fgenesh2_kg.1__2203__AT1G20190.1	61.5079	61.5079
Os02g0267900	fgenesh2_kg.1__2203__AT1G20190.1	56.1151	61.9048
Os02g0268050	fgenesh2_kg.1__2203__AT1G20190.1	57.8544	59.9206
Os02g0268100	fgenesh2_kg.1__317__AT1G03880.1	34.8	38.2418
Os02g0268100	fgenesh2_kg.1__318__AT1G03890.1	32.6	36.0619
Os02g0268100	fgenesh2_kg.7__1346__AT4G28520.1	36.2	34.4762
Os02g0268100	fgenesh2_kg.8__396__AT5G44120.3	35.4	37.5
Os02g0268300	fgenesh2_kg.1__317__AT1G03880.1	34.8	38.2418
Os02g0268300	fgenesh2_kg.1__318__AT1G03890.1	32.4	35.8407
Os02g0268300	fgenesh2_kg.7__1346__AT4G28520.1	36.2	34.4762
Os02g0268300	fgenesh2_kg.8__396__AT5G44120.3	35.4	37.5
Os02g0268400	fgenesh2_kg.1__2203__AT1G20190.1	57.8544	59.9206
Os02g0268600	fgenesh2_kg.1__2203__AT1G20190.1	58.0292	63.0952
Os02g0269000	fgenesh1_pg.C_scaffold_3002393	51.2027	77.6042
Os02g0269000	fgenesh2_kg.3__3157__AT2G20120.1	62.8866	68.797
Os02g0272200	fgenesh1_pm.C_scaffold_1003100	49.7396	50
Os02g0272300	fgenesh1_pg.C_scaffold_1003944	53.8012	51.3011
Os02g0272300	fgenesh2_kg.2__2410__AT1G79860.1	54.5809	54.3689
Os02g0272300	fgenesh2_kg.3__1768__AT3G16130.1	49.3177	43.8475
Os02g0272400	scaffold_700906.1	55.1155	57.1918
Os02g0272600	scaffold_401681.1	63.8554	63.6
Os02g0272850	Al_scaffold_0006_2825	7.77778	6.86275
Os02g0273000	fgenesh1_pm.C_scaffold_1003575	68.7117	32.4012
Os02g0273000	fgenesh1_pm.C_scaffold_7001259	73.0061	76.1194
Os02g0273100	fgenesh1_pm.C_scaffold_8001419	49.6144	65.2027
Os02g0273700	fgenesh1_pg.C_scaffold_3000780	40.8517	42.8808
Os02g0273700	fgenesh2_kg.7__864__AT4G32760.1	47.3186	44.9775
Os02g0274100	fgenesh2_kg.7__1290__AT4G29010.1	67.0799	67.5451
Os02g0274700	scaffold_701356.1	27.9883	27.0423
Os02g0274900	fgenesh2_kg.2__2416__AT1G79820.2	64.657	62.8283
Os02g0274900	fgenesh2_kg.2__956__AT1G67300.1	66.3202	65.9091
Os02g0275100	fgenesh2_kg.1__1671__AT1G15220.2	69.0789	66.0377
Os02g0276200	Al_scaffold_0003_1687	64.0449	58.1633
Os02g0276400	Al_scaffold_0003_1687	60.6965	62.2449
Os02g0276500	fgenesh2_kg.7__863__AT4G32770.1	61.7021	60.166
Os02g0276900	fgenesh2_kg.3__3161__AT2G20100.1	32.5243	36.7123
Os02g0276900	scaffold_701344.1	38.1068	38.67
Os02g0277600	scaffold_700955.1	62.5251	64.4628
Os02g0278700	fgenesh1_pg.C_scaffold_6003139	40.7151	47.5741
Os02g0279600	fgenesh1_pg.C_scaffold_1002886	50.7692	54.0984
Os02g0280100	Al_scaffold_0008_1670	24.5977	51.9417
Os02g0280100	fgenesh2_kg.6__1789__AT4G08580.1	70.3448	70.3448
Os02g0280400	fgenesh2_kg.7__1302__AT4G28880.1	66.1058	66.586
Os02g0280400	fgenesh2_kg.7__1304__AT4G28860.2	59.1346	61.809
Os02g0280500	fgenesh2_kg.2__953__AT1G67280.1	87.8049	20.3966
Os02g0280700	Al_scaffold_0008_1821	36.4672	38.7879
Os02g0280700	fgenesh2_kg.1__4031__AT1G49390.1	40.1709	40.5172
Os02g0280700	fgenesh2_kg.6__2083__AT5G20400.1	41.0256	41.3793
Os02g0280700	scaffold_602150.1	17.6638	41.3333
Os02g0281000	fgenesh2_kg.3__3166__AT2G20050.1	62.6151	62.2141
Os02g0281150	fgenesh2_kg.5__2297__AT3G58530.1	60.9551	61.4731
Os02g0282100	scaffold_704084.1	44.4444	50.3937
Os02g0282900	fgenesh1_pm.C_scaffold_6000475	37.9934	46.9512
Os02g0282900	scaffold_301578.1	43.75	39.7015
Os02g0283800	Al_scaffold_0008_3073	69.028	69.028
Os02g0283800	scaffold_601043.1	71.4992	70.7993
Os02g0284600	fgenesh2_kg.3__2437__AT3G22230.1	77.3723	78.5185
Os02g0284600	fgenesh2_kg.7__2822__AT4G15000.1	78.8321	80
Os02g0284600	scaffold_302657.1	48.9051	77.0115
Os02g0284600	scaffold_401771.1	72.9927	74.0741
Os02g0285300	fgenesh1_pm.C_scaffold_7001771	39.2241	40.625
Os02g0285800	scaffold_601374.1	76.2332	75.5556
Os02g0286200	Al_scaffold_0003_2986	52.149	50.838
Os02g0286200	scaffold_603466.1	55.0143	54.8571
Os02g0286933	fgenesh1_pg.C_scaffold_1003595	9.00901	4.52489
Os02g0286933	fgenesh1_pg.C_scaffold_3001746	7.20721	6.06061
Os02g0286933	fgenesh2_kg.3__2048__AT3G18450.1	9.90991	5.97826
Os02g0286933	fgenesh2_kg.3__2050__AT3G18470.1	5.40541	4.51128
Os02g0286933	scaffold_105013.1	8.10811	4.78723
Os02g0287000	fgenesh2_kg.3__456__AT3G04840.1	77.5735	80.5343
Os02g0287000	fgenesh2_kg.7__621__AT4G34670.1	79.0441	82.0611
Os02g0288100	fgenesh2_kg.5__1272__AT3G49220.1	49.8195	46.1538
Os02g0288100	fgenesh2_kg.8__1225__AT5G53370.1	48.917	46.167
Os02g0288400	fgenesh2_kg.3__1383__AT3G13080.1	60.1866	51.0554
Os02g0288400	scaffold_202056.1	45.6454	57.7188
Os02g0288700	fgenesh2_kg.3__1383__AT3G13080.1	59.799	47.0976
Os02g0288700	scaffold_202056.1	44.3886	52.1141
Os02g0290000	Al_scaffold_0006_790	37.7419	42.1875
Os02g0290000	Al_scaffold_0487_3	15.4839	50
Os02g0290000	fgenesh2_kg.6__821__AT5G08490.1	39.0323	42.7562
Os02g0290000	scaffold_48700003.1	4.73118	44.898
Os02g0290000	scaffold_600879.1	4.73118	44.898
Os02g0290300	fgenesh2_kg.1__345__AT1G04140.2	49.2366	49.0494
Os02g0290300	fgenesh2_kg.8__425__AT5G43930.3	46.8193	50.6887
Os02g0290400	fgenesh2_kg.5__2135__AT3G57000.1	49.2958	46.9799
Os02g0290500	Al_scaffold_0002_34	51.8584	52.509
Os02g0290500	fgenesh2_kg.6__2416__AT5G24240.1	52.7434	51.9164
Os02g0290600	scaffold_602509.1	64.094	51.2064
Os02g0290900	fgenesh2_kg.6__3069__AT4G10950.1	52.6316	53.4351
Os02g0291000	fgenesh1_pm.C_scaffold_6001933	66.1972	64.977
Os02g0291400	fgenesh1_pm.C_scaffold_6001933	65.7277	64.5161
Os02g0291500	fgenesh2_kg.1__3673__AT1G36320.1	58.6387	27.0531
Os02g0292800	scaffold_602561.1	57.2	58.1301
Os02g0293400	Al_scaffold_0007_1340	74.212	79.2049
Os02g0293400	fgenesh2_kg.5__2672__AT3G61790.1	73.639	80.8176
Os02g0293400	scaffold_801814.1	35.8166	45.9559
Os02g0293500	scaffold_801813.1	62.1053	20.6294
Os02g0293800	fgenesh1_pm.C_scaffold_5002163	38.3984	28.3763
Os02g0293900	scaffold_304025.1	29.2776	28
Os02g0293900	scaffold_700593.1	27.7567	25.7951
Os02g0294000	Al_scaffold_0008_1670	16.2983	28.6408
Os02g0294000	fgenesh2_kg.6__1789__AT4G08580.1	41.9889	34.9425
Os02g0294600	fgenesh2_kg.6__831__AT5G08560.1	59.4118	51.6184
Os02g0294600	scaffold_803061.1	47.2549	46.9786
Os02g0296400	fgenesh2_kg.3__2307__AT3G20800.1	58.427	49.3671
Os02g0296400	scaffold_401811.1	29.9625	24.8447
Os02g0296400	scaffold_601306.1	56.9288	49.3507
Os02g0296800	fgenesh1_pm.C_scaffold_1003201	57.7236	30.6034
Os02g0297132	scaffold_302364.1	42.7056	22.9672
Os02g0297600	fgenesh1_pm.C_scaffold_1002204	57.8554	63.9118
Os02g0298200	fgenesh1_pg.C_scaffold_7001070	37.5635	33.79
Os02g0298200	fgenesh2_kg.4__1833__AT2G37710.1	45.0085	39.7015
Os02g0298200	fgenesh2_kg.5__1767__AT3G53810.1	45.3469	39.528
Os02g0298200	fgenesh2_kg.6__3459__AT4G02420.1	41.6244	36.8263
Os02g0298200	fgenesh2_kg.6__3460__AT4G02410.1	44.3316	38.9302
Os02g0298200	scaffold_604033.1	42.3012	37.2024
Os02g0299600	fgenesh2_kg.6__2054__AT5G20165.1	80	80
Os02g0300700	scaffold_303227.1	86.6197	84.8276
Os02g0300700	scaffold_703434.1	84.507	82.7586
Os02g0301000	fgenesh2_kg.6__3601__AT4G01023.1	7.66871	10.917
Os02g0301000	scaffold_100114.1	62.8834	59.9415
Os02g0301000	scaffold_30000002.1	13.8037	57.6923
Os02g0301100	fgenesh2_kg.6__3062__AT4G10850.1	48.2625	48.4496
Os02g0301100	scaffold_103501.1	28.1853	51.049
Os02g0301100	scaffold_201451.1	45.1737	44.8276
Os02g0301700	fgenesh2_kg.3__2307__AT3G20800.1	63.5659	51.8987
Os02g0301700	scaffold_401811.1	30.2326	24.2236
Os02g0301700	scaffold_601306.1	65.8915	55.1948
Os02g0302200	fgenesh2_kg.7__3088__AT5G36160.1	54.0984	55
Os02g0302200	scaffold_801907.1	48.0094	49.8783
Os02g0302700	fgenesh2_kg.7__3088__AT5G36160.1	53.9863	56.4286
Os02g0302700	scaffold_801907.1	53.0752	56.691
Os02g0302900	fgenesh2_kg.7__1360__AT4G28430.1	34	33.0454
Os02g0304800	fgenesh2_kg.8__440__AT5G43820.1	41.2963	33.037
Os02g0305600	fgenesh2_kg.1__3014__AT1G28410.1	18.254	25
Os02g0305700	fgenesh2_kg.6__1460__AT5G14790.1	52.6012	52.149
Os02g0305800	Al_scaffold_0226_1	26.2136	50.9434
Os02g0305800	scaffold_801770.1	50.4854	54.1667
Os02g0305950	fgenesh2_kg.8__955__AT5G50760.1	27.2727	21.6667
Os02g0306100	Al_scaffold_0001_3510	21.4286	11.9403
Os02g0306100	fgenesh2_kg.6__2782__AT1G54110.1	24.1071	13.5678
Os02g0306100	scaffold_105257.1	48.2143	22.1311
Os02g0306250	Al_scaffold_0226_1	29.1667	39.6226
Os02g0306250	scaffold_801770.1	51.3889	38.5417
Os02g0306401	fgenesh2_kg.7__3088__AT5G36160.1	44.9393	52.8571
Os02g0306401	scaffold_801907.1	45.1417	54.2579
Os02g0306900	fgenesh2_kg.3__3586__AT2G20550.2	43.553	57.7947
Os02g0306900	fgenesh2_kg.3__3587__AT2G20560.1	71.6332	73.7463
Os02g0306900	fgenesh2_kg.7__1354__AT4G28480.1	69.341	70.3488
Os02g0307200	fgenesh2_kg.1__2942__AT1G19750.1	64.9215	27.5556
Os02g0307300	Al_scaffold_0001_2029	31.6667	4.51664
Os02g0307800	fgenesh2_kg.3__1643__AT3G15110.1	45.4212	47.5096
Os02g0308400	fgenesh2_kg.1__316__AT1G03870.1	36.3296	39.2713
Os02g0308400	fgenesh2_kg.3__3582__AT2G20520.1	37.0787	40.081
Os02g0308400	fgenesh2_kg.8__395__AT5G44130.1	37.0787	40.081
Os02g0308800	fgenesh2_kg.1__316__AT1G03870.1	36.194	39.2713
Os02g0308800	fgenesh2_kg.3__3582__AT2G20520.1	32.8358	35.6275
Os02g0308800	fgenesh2_kg.8__395__AT5G44130.1	35.4478	38.4615
Os02g0312600	fgenesh2_kg.8__197__AT5G45970.1	84.264	82.5871
Os02g0312800	fgenesh2_kg.7__2447__AT4G18470.1	35.3191	38.5151
Os02g0313400	Al_scaffold_0004_149	20.6642	25.4545
Os02g0313400	fgenesh1_pg.C_scaffold_1003103	4.05904	2.87958
Os02g0313400	fgenesh1_pm.C_scaffold_1002026	8.11808	3.35366
Os02g0313400	fgenesh2_kg.1__3061__AT1G29030.1	59.0406	29.304
Os02g0313700	fgenesh1_pm.C_scaffold_1003455	44.429	43.6389
Os02g0313700	fgenesh2_kg.3__1578__AT3G14590.1	44.9861	46.3415
Os02g0314300	fgenesh2_kg.4__1885__AT2G38170.1	50.6667	49.2441
Os02g0314300	fgenesh2_kg.5__1533__AT3G51860.1	53.1111	52.1834
Os02g0314300	fgenesh2_kg.6__61__AT5G01490.1	47.7778	47.3568
Os02g0314600	fgenesh2_kg.5__2367__AT3G59080.1	49.0272	48.4615
Os02g0314600	scaffold_403177.1	48.4436	47.0699
Os02g0315200	scaffold_704019.1	22.8477	10.1471
Os02g0315600	fgenesh2_kg.1__3161__AT1G29950.1	34.6457	35.4839
Os02g0316200	fgenesh2_kg.6__3392__AT4G03030.1	45.0472	43.6073
Os02g0316900	fgenesh2_kg.2__495__AT1G59453.1	32.9331	11.0472
Os02g0316900	scaffold_101944.1	36.1921	11.4054
Os02g0317300	Al_scaffold_0006_3248	25.6098	17.3913
Os02g0317300	Al_scaffold_0008_1242	29.5732	29.7546
Os02g0317300	Al_scaffold_0320_1	29.5732	31.9079
Os02g0317300	fgenesh1_pg.C_scaffold_6003047	32.622	34.7403
Os02g0317300	fgenesh1_pg.C_scaffold_6003049	11.8902	28.2609
Os02g0317300	fgenesh1_pg.C_scaffold_6003050	28.9634	31.1475
Os02g0317300	fgenesh1_pg.C_scaffold_6003052	20.122	32.5123
Os02g0317300	fgenesh1_pg.C_scaffold_9000043	14.939	40.4959
Os02g0317300	fgenesh1_pm.C_scaffold_320000002	25.3049	37.0536
Os02g0317300	fgenesh1_pm.C_scaffold_8000960	24.0854	38.3495
Os02g0317300	fgenesh1_pm.C_scaffold_9000023	31.7073	35.1351
Os02g0317300	fgenesh2_kg.6__3332__AT4G05497.1	24.6951	33.4711
Os02g0317300	scaffold_603477.1	28.9634	31.1475
Os02g0317300	scaffold_603867.1	33.2317	17.8689
Os02g0317300	scaffold_603868.1	27.1341	32.8413
Os02g0317300	scaffold_603872.1	25.9146	34.6939
Os02g0317300	scaffold_603877.1	5.4878	22.5
Os02g0317300	scaffold_603878.1	25.9146	38.1166
Os02g0317300	scaffold_603879.1	30.7927	33.6667
Os02g0317300	scaffold_801299.1	8.84146	26.3636
Os02g0317300	scaffold_801698.1	19.5122	32.4873
Os02g0317500	Al_scaffold_0006_3248	24.8485	16.9772
Os02g0317500	Al_scaffold_0008_1242	30.303	30.6748
Os02g0317500	Al_scaffold_0320_1	28.7879	31.25
Os02g0317500	fgenesh1_pg.C_scaffold_6003047	33.3333	35.7143
Os02g0317500	fgenesh1_pg.C_scaffold_6003049	10.9091	26.087
Os02g0317500	fgenesh1_pg.C_scaffold_6003050	29.0909	31.4754
Os02g0317500	fgenesh1_pg.C_scaffold_6003052	21.5152	34.9754
Os02g0317500	fgenesh1_pg.C_scaffold_9000043	14.8485	40.4959
Os02g0317500	fgenesh1_pm.C_scaffold_320000002	24.5455	36.1607
Os02g0317500	fgenesh1_pm.C_scaffold_8000960	24.5455	39.3204
Os02g0317500	fgenesh1_pm.C_scaffold_9000023	29.697	33.1081
Os02g0317500	fgenesh2_kg.6__3332__AT4G05497.1	26.6667	36.3636
Os02g0317500	scaffold_603477.1	29.0909	31.4754
Os02g0317500	scaffold_603867.1	32.4242	17.541
Os02g0317500	scaffold_603868.1	25.4545	30.9963
Os02g0317500	scaffold_603872.1	24.8485	33.4694
Os02g0317500	scaffold_603877.1	6.9697	28.75
Os02g0317500	scaffold_603878.1	27.2727	40.3587
Os02g0317500	scaffold_603879.1	28.1818	31
Os02g0317500	scaffold_801299.1	8.78788	26.3636
Os02g0317500	scaffold_801698.1	21.5152	36.0406
Os02g0317800	scaffold_802024.1	60.6452	64.3836
Os02g0318100	fgenesh1_pg.C_scaffold_3002143	53.5411	58.3333
Os02g0318100	fgenesh1_pg.C_scaffold_5000530	54.9575	58.7879
Os02g0318100	fgenesh1_pm.C_scaffold_1002587	49.5751	55.5556
Os02g0318100	fgenesh2_kg.3__2450__AT3G22370.1	55.5241	55.3672
Os02g0319100	Al_scaffold_0001_2998	44.5129	45.1815
Os02g0319100	Al_scaffold_0004_2944	38.8409	38.0895
Os02g0319100	fgenesh2_kg.7__2489__AT4G18120.1	41.1837	44.1799
Os02g0319300	Al_scaffold_0008_417	80.5195	19.0769
Os02g0319300	Al_scaffold_0008_420	71.4286	15.625
Os02g0319300	fgenesh1_pg.C_scaffold_8000336	80.5195	42.1769
Os02g0319300	fgenesh1_pm.C_scaffold_7001803	83.1169	16.6234
Os02g0319800	scaffold_801982.1	51.4412	50.989
Os02g0320000	fgenesh2_kg.1__2023__AT1G18490.1	41.1483	30.605
Os02g0320100	fgenesh2_kg.8__2811__AT5G66180.1	57.5758	48.4694
Os02g0320300	fgenesh2_kg.1__4434__AT1G53520.1	38.9286	37.8472
Os02g0320600	scaffold_301711.1	17.734	21.4286
Os02g0320800	Al_scaffold_0008_1821	37.4172	34.2424
Os02g0320800	fgenesh2_kg.1__4031__AT1G49390.1	40.0662	34.7701
Os02g0320800	fgenesh2_kg.6__2083__AT5G20400.1	40.7285	35.3448
Os02g0320800	scaffold_602150.1	14.5695	29.3333
Os02g0321500	fgenesh2_kg.8__2302__AT5G63060.1	57.4713	57.0342
Os02g0321600	scaffold_301711.1	26.5734	22.619
Os02g0321800	fgenesh1_pg.C_scaffold_1001045	41.5929	42.5339
Os02g0321800	fgenesh2_kg.219__2__AT3G20450.1	25.2212	41.6058
Os02g0321800	fgenesh2_kg.3__2270__AT3G20450.1	25.2212	41.6058
Os02g0321800	fgenesh2_kg.8__592__AT5G42570.1	46.9027	48.6239
Os02g0321900	Al_scaffold_0006_2113	86.5741	86.1751
Os02g0321900	fgenesh2_kg.4__817__AT2G27530.1	87.037	87.037
Os02g0321900	scaffold_100861.1	87.037	87.037
Os02g0322400	fgenesh2_kg.1__456__AT1G05100.1	29.4643	38.7097
Os02g0322400	fgenesh2_kg.7__1545__AT4G26890.1	32.5893	33.1066
Os02g0322400	fgenesh2_kg.8__1407__AT5G55090.1	31.0268	31.5193
Os02g0322400	scaffold_401807.1	30.3571	36.5591
Os02g0323000	fgenesh1_pg.C_scaffold_7002415	26.2411	13.3896
Os02g0324300	Al_scaffold_0001_2701	65.4839	64.8562
Os02g0324500	fgenesh2_kg.1__3974__AT1G48830.1	47.7876	28.2723
Os02g0324500	fgenesh2_kg.3__193__AT3G02560.1	48.6726	28.7958
Os02g0324500	fgenesh2_kg.6__1596__AT5G16130.1	46.9027	27.8947
Os02g0324700	Al_scaffold_0007_2922	21.9251	24.8485
Os02g0324700	Al_scaffold_0007_3370	24.5989	38.0165
Os02g0324700	fgenesh1_pm.C_scaffold_5000043	29.9465	40.8759
Os02g0324700	scaffold_102635.1	27.8075	36.8794
Os02g0324700	scaffold_201970.1	27.8075	37.1429
Os02g0324700	scaffold_500059.1	27.8075	38.806
Os02g0325100	fgenesh2_kg.8__1755__AT5G58290.1	87.1122	89.4608
Os02g0325300	Al_scaffold_0575_2	7.6087	10.9375
Os02g0325300	scaffold_100018.1	22.2826	12.462
Os02g0325300	scaffold_402179.1	21.1957	11.6071
Os02g0325600	Al_scaffold_0001_2706	37.1359	45
Os02g0325600	fgenesh1_pm.C_scaffold_5000265	32.2816	37.5706
Os02g0325600	fgenesh2_kg.2__1124__AT1G68670.1	38.835	45.3258
Os02g0325600	scaffold_101490.1	33.0097	39.3064
Os02g0326000	scaffold_102923.1	54.8043	52.5597
Os02g0326200	scaffold_201894.1	32.1429	16.7598
Os02g0326600	fgenesh2_kg.1__1513__AT1G13980.1	65.0602	44.5667
Os02g0326600	fgenesh2_kg.7__3470__AT5G39500.1	56.7269	39.1003
Os02g0326700	fgenesh2_kg.7__3558__AT5G38510.1	26.8362	23.8095
Os02g0327000	Al_scaffold_0002_1203	52.7273	51.7857
Os02g0327000	fgenesh1_pm.C_scaffold_2001102	53.9394	51.1494
Os02g0327000	fgenesh1_pm.C_scaffold_2001103	54.5455	54.5455
Os02g0327000	fgenesh1_pm.C_scaffold_2001332	51.5152	50.5952
Os02g0327000	fgenesh1_pm.C_scaffold_7002535	54.5455	53.5714
Os02g0327000	fgenesh2_kg.1__2523__AT1G23140.1	52.7273	52.7273
Os02g0327000	fgenesh2_kg.2__1340__AT1G70790.2	50.9091	45.4054
Os02g0327000	fgenesh2_kg.3__1986__AT3G17980.1	58.7879	54.8023
Os02g0327000	fgenesh2_kg.5__63__AT2G01540.1	47.2727	43.3333
Os02g0327000	scaffold_104475.1	60.6061	58.8235
Os02g0327100	scaffold_304190.1	87.027	87.027
Os02g0327500	fgenesh2_kg.2__1087__AT1G68380.1	36.4465	40.8163
Os02g0327500	fgenesh2_kg.2__1088__AT1G68390.1	41.4579	44.9383
Os02g0327500	scaffold_202319.1	38.4966	40.4306
Os02g0327700	fgenesh1_pg.C_scaffold_3001714	27.6173	28.4387
Os02g0327700	fgenesh2_kg.3__2013__AT3G18180.1	24.5487	29.3103
Os02g0328300	scaffold_101699.1	58.1882	56.6102
Os02g0329300	scaffold_703895.1	62.3431	60.3239
Os02g0329800	fgenesh1_pg.C_scaffold_3001714	31.9788	33.6431
Os02g0329800	fgenesh2_kg.3__2013__AT3G18180.1	30.0353	36.6379
Os02g0330200	fgenesh1_pg.C_scaffold_3001714	33.2762	36.0595
Os02g0330200	fgenesh2_kg.3__2013__AT3G18180.1	28.8165	36.2069
Os02g0331400	fgenesh2_kg.3__2016__AT3G18200.1	55.1205	50.6925
Os02g0332200	scaffold_302147.1	77.7154	77.4254
Os02g0433600	fgenesh2_kg.3__2204__AT3G19860.1	38.7755	46.3415
Os02g0433600	fgenesh2_kg.7__460__AT4G36060.2	25.9475	33.4586
Os02g0435000	fgenesh2_kg.3__2320__AT3G20920.1	55.6452	56.8681
Os02g0436400	fgenesh2_kg.4__2582__AT2G44040.1	56.5598	55.9078
Os02g0436400	fgenesh2_kg.5__2445__AT3G59890.1	57.4344	56.447
Os02g0437200	fgenesh1_pg.C_scaffold_1001248	34.2282	19.3182
Os02g0437200	fgenesh2_kg.6__753__AT5G07880.1	32.2148	18.5328
Os02g0437200	scaffold_802763.1	42.953	21.3333
Os02g0437800	fgenesh2_kg.2__2007__AT1G77140.1	76.3668	76.0984
Os02g0438200	fgenesh2_kg.1__2922__AT1G27630.1	19.0476	37.8549
Os02g0439700	fgenesh2_kg.7__69__AT4G38710.1	30.3855	31.9809
Os02g0440000	fgenesh2_kg.3__1557__AT3G14390.1	68.1633	68.866
Os02g0440000	fgenesh2_kg.6__1162__AT5G11880.1	67.9592	67.6829
Os02g0440900	Al_scaffold_0003_3895	46.99	50.9058
Os02g0440900	Al_scaffold_0007_594	51.0033	55.0542
Os02g0440900	fgenesh2_kg.4__81__AT2G21540.1	52.8428	57.6642
Os02g0440900	scaffold_304159.1	47.6589	51.444
Os02g0440900	scaffold_700117.1	51.8395	56.2613
Os02g0440900	scaffold_700462.1	50.1672	55.2486
Os02g0445100	fgenesh2_kg.1__2161__AT1G19830.1	51.0417	41.8803
Os02g0445100	fgenesh2_kg.2__1835__AT1G75580.1	55.2083	49.0741
Os02g0445100	fgenesh2_kg.7__453__AT4G36110.1	57.2917	52.8846
