Gene stable ID	Aegilops tauschii gene stable ID	%id. target Aegilops tauschii gene identical to query gene	%id. query gene identical to target Aegilops tauschii gene
Os03g0307100	F775_01631	80.8102	88.7588
Os03g0307200	F775_30536	59.2025	69.6751
Os03g0307300	F775_30536	57.5301	68.9531
Os03g0307700	F775_08902	47.3016	65.3509
Os03g0307800	F775_08903	51.5084	65.113
Os03g0308000	F775_29055	81.1502	61.6505
Os03g0308100	F775_29054	72.3404	78.1609
Os03g0308200	F775_29053	70.6478	79.2281
Os03g0308500	F775_12253	89.3506	87.199
Os03g0308600	F775_01411	49.345	52.5581
Os03g0308700	F775_43540	8.75576	51.3514
Os03g0308800	F775_26320	69.3291	80.8194
Os03g0308850	F775_00952	45	46.6321
Os03g0308900	F775_00953	43.8776	18.1588
Os03g0309800	F775_07571	77.0459	73.2448
Os03g0310000	F775_03080	59.673	77.1127
Os03g0310400	F775_29899	57.0896	89.4737
Os03g0310500	F775_03078	0.299401	0.666667
Os03g0310500	F775_29897	90.4192	55.0091
Os03g0310600	F775_16971	58.0952	79.4788
Os03g0311300	F775_08114	6.72451	7.71144
Os03g0312100	F775_09719	43.3071	75.3425
Os03g0312300	F775_06000	51.8919	36.6412
Os03g0312600	F775_30944	82.8283	55.4054
Os03g0312600	F775_32598	87.1212	73.8758
Os03g0313000	F775_32599	89.5954	89.5954
Os03g0313100	F775_02723	54.7564	66.4789
Os03g0313300	F775_19662	55.8608	62.5
Os03g0313600	F775_01167	75.5064	79.922
Os03g0313800	F775_01166	66	68.75
Os03g0314100	F775_26641	86.7021	70.1578
Os03g0314200	F775_05584	82.971	89.4531
Os03g0314400	F775_05915	77.7778	77.898
Os03g0314500	F775_30261	72.1854	67.6179
Os03g0314700	F775_32158	37.9464	75.8929
Os03g0314800	F775_29966	61.3057	92.5481
Os03g0315200	F775_43860	57.5758	53.7736
Os03g0315400	F775_14949	77.2036	79.6238
Os03g0315800	F775_31335	87.4359	85.6784
Os03g0316200	F775_28615	78.5924	89.0365
Os03g0316900	F775_28714	79.0625	73.3333
Os03g0317000	F775_02545	64.8801	61.1702
Os03g0317100	F775_20645	83.2861	76.5625
Os03g0317300	F775_06703	48.2143	47.8936
Os03g0317300	F775_09238	45.7589	45.2539
Os03g0317900	F775_06703	50.365	45.898
Os03g0317900	F775_09238	50.1217	45.4746
Os03g0318400	F775_06703	50.4608	48.5588
Os03g0318400	F775_09238	49.3088	47.2406
Os03g0318500	F775_09663	74.7218	39.1667
Os03g0319000	F775_26911	33.3333	16.1074
Os03g0319100	F775_26197	66.7797	66.7797
Os03g0319200	F775_21855	56.5401	64.2686
Os03g0319300	F775_32694	100	100
Os03g0319400	F775_09163	91.5368	89.738
Os03g0320100	F775_09069	76.5568	24.5305
Os03g0320800	F775_18028	80.3002	41.0355
Os03g0321400	F775_29350	97.5904	17.7243
Os03g0321500	F775_08573	70.6999	73.3087
Os03g0321700	F775_31089	83.8095	85.4369
Os03g0321800	F775_08900	85.8921	60.5263
Os03g0322200	F775_08899	56.1404	55.6522
Os03g0322500	F775_00173	74.4186	30.094
Os03g0322600	F775_23238	59.6825	42.6304
Os03g0322700	F775_06450	29.918	61.8644
Os03g0322800	F775_27139	72.5552	62.1622
Os03g0322900	F775_29269	49.7093	43.1818
Os03g0323200	F775_52367	89.2699	58.9481
Os03g0323500	F775_06487	53.8889	50.1724
Os03g0323800	F775_31852	83.6795	79.4366
Os03g0324200	F775_28545	82.1429	81.6358
Os03g0324300	F775_28545	83.1513	82.2531
Os03g0324700	F775_21355	81.6239	83.956
Os03g0324800	F775_32566	51.8692	52.6066
Os03g0324900	F775_32565	64.6875	59.4828
Os03g0325000	F775_13729	74.7685	63.4578
Os03g0325500	F775_13717	75.7062	65.6863
Os03g0325600	F775_22811	51.4045	42.4594
Os03g0325900	F775_21638	58.9744	58.4127
Os03g0326000	F775_20192	81.5315	16.2332
Os03g0326100	F775_19371	62.7083	24.4915
Os03g0326200	F775_22892	49.9361	69.9463
Os03g0326300	F775_09595	78.2022	75.4881
Os03g0326500	F775_32756	80	31.8841
Os03g0326600	F775_02694	74.0899	55.8966
Os03g0326600	F775_23065	46.4668	59.6154
Os03g0327100	F775_29256	71.7877	75.1462
Os03g0327600	F775_28997	82.7586	62.203
Os03g0327800	F775_02308	45.1531	77.6316
Os03g0328000	F775_05331	97.8648	14.889
Os03g0328100	F775_11025	73.494	78.7097
Os03g0328400	F775_29587	95.4545	9.5672
Os03g0328501	F775_14656	31.1897	27.4788
Os03g0329500	F775_29586	80.1292	82.1192
Os03g0329700	F775_14681	86.0513	88.9714
Os03g0329900	F775_09615	65.6542	49.0401
Os03g0330000	F775_32125	73.3756	71.5611
Os03g0330200	F775_52117	88.3513	68.663
Os03g0330300	F775_09526	67.5676	70.1839
Os03g0331600	F775_28954	47.5862	37.0968
Os03g0331700	F775_28953	83.6842	84.127
Os03g0331900	F775_13073	32.5926	56.4103
Os03g0332100	F775_09596	81.7669	80.2583
Os03g0332500	F775_26094	77.2152	83.5616
Os03g0332533	F775_10715	61.794	73.2283
Os03g0332900	F775_16677	85.3312	84.9294
Os03g0333000	F775_07890	62.2642	55.2301
Os03g0333100	F775_03592	81.017	74.2813
Os03g0333200	F775_10919	77.6036	82.4019
Os03g0333200	F775_18322	81.075	81.3483
Os03g0333300	F775_24231	48.8889	68.3938
Os03g0333800	F775_10054	18.7648	56.8345
Os03g0334100	F775_06417	55.8952	41.5584
Os03g0334200	F775_13329	42.4893	40.4082
Os03g0334300	F775_04487	27.2	49.635
Os03g0334700	F775_06341	85.4289	46.5131
Os03g0334800	F775_52405	88.664	83.5878
Os03g0335100	F775_43020	25.0653	19.0099
Os03g0335200	F775_07376	46.0317	48.495
Os03g0335300	F775_09587	82.8026	87.2483
Os03g0335500	F775_05509	88.4655	88.2837
Os03g0336000	F775_08031	74.3119	75.1391
Os03g0336100	F775_29889	62.6113	42.2846
Os03g0336300	F775_06024	81.4423	60.4137
Os03g0336500	F775_29994	60	72.3077
Os03g0336600	F775_29995	78.355	70.7031
Os03g0336700	F775_52054	53.2367	47.1747
Os03g0337700	F775_31236	82.2642	89.7119
Os03g0337800	F775_28556	95.6731	87.2807
Os03g0337900	F775_30744	91.6335	93.1174
Os03g0338400	F775_19411	56.4417	73.0159
Os03g0338600	F775_04013	65.6977	79.021
Os03g0339100	F775_29747	90.2542	83.366
Os03g0339900	F775_30569	77.1619	79.4521
Os03g0340100	F775_02284	51.5	64.7799
Os03g0340700	F775_27260	74.5935	76.618
Os03g0340900	F775_05190	76.009	87.7102
Os03g0341200	F775_04929	65.4545	7.99408
Os03g0341300	F775_32289	58.2677	49.4983
Os03g0341600	F775_01328	43.4066	56.0284
Os03g0341600	F775_02129	26.3736	41.3793
Os03g0341600	F775_03828	23.0769	48.8372
Os03g0341600	F775_03829	52.7473	53.3333
Os03g0341600	F775_20921	56.5934	60.2339
Os03g0342100	F775_01328	48.2558	58.8652
Os03g0342100	F775_02129	29.0698	43.1034
Os03g0342100	F775_03828	23.8372	47.6744
Os03g0342100	F775_03829	59.3023	56.6667
Os03g0342100	F775_20921	60.4651	60.8187
Os03g0342900	F775_05685	58.6466	56.9343
Os03g0343300	F775_15817	61.8778	55.1968
Os03g0343400	F775_29197	63.1808	79.235
Os03g0343500	F775_29198	91.6031	91.6031
Os03g0343700	F775_30788	78.6111	77.5342
Os03g0343800	F775_04164	57.7778	49.0566
Os03g0343800	F775_09303	60	69.2308
Os03g0343800	F775_43971	60.7407	70.0855
Os03g0343900	F775_26231	48.6842	62.7119
Os03g0344100	F775_26232	56.993	60.8209
Os03g0344300	F775_04095	57.4163	46.9667
Os03g0344700	F775_27772	76.9032	66.6667
Os03g0344900	F775_31490	60.4106	75.1825
Os03g0345100	F775_01799	60.179	73.4973
Os03g0345200	F775_27682	91.4634	91.4634
Os03g0345300	F775_16062	66.5722	67.1429
Os03g0345300	F775_27681	26.0623	36.2205
Os03g0345700	F775_12095	36.8	31.8339
Os03g0346200	F775_08225	67.7083	59.0909
Os03g0346200	F775_13540	43.75	63.6364
Os03g0346200	F775_15328	70.8333	66.0194
Os03g0346200	F775_15329	64.5833	55.8559
Os03g0346200	F775_18646	65.625	55.7522
Os03g0346200	F775_18776	66.6667	60.3774
Os03g0346200	F775_21710	65.625	61.165
Os03g0346200	F775_27105	66.6667	58.1818
Os03g0346200	F775_32604	66.6667	63.3663
Os03g0346200	F775_43144	39.5833	66.6667
Os03g0346200	F775_43313	52.0833	74.6269
Os03g0346700	F775_27911	67.0982	79.0343
Os03g0346800	F775_29236	53.6346	58.209
Os03g0346900	F775_12271	57.1429	29.5603
Os03g0346900	F775_20445	55.5154	29.7481
Os03g0347200	F775_31421	82.3529	68.7861
Os03g0347500	F775_14889	60	75.9494
Os03g0347700	F775_13932	57.8241	80.8333
Os03g0347800	F775_04992	63.9785	47.2222
Os03g0347800	F775_07445	47.8495	37.0833
Os03g0347900	F775_15312	56.3745	54.1109
Os03g0347900	F775_20467	56.3745	52.1179
Os03g0347900	F775_21391	50.996	58.7156
Os03g0348200	F775_01488	41.3725	57.1816
Os03g0348200	F775_19061	56.0784	53.6585
Os03g0348800	F775_13632	63.75	28.5714
Os03g0348900	F775_02309	54.2308	71.5736
Os03g0349000	F775_30781	91.0345	91.3495
Os03g0350100	F775_24701	14.6127	27.0358
Os03g0350300	F775_24701	14.6127	27.0358
Os03g0351100	F775_21446	66.7494	46.4594
Os03g0351200	F775_24683	39.2593	67.9487
Os03g0351400	F775_52580	89.527	65.5941
Os03g0351800	F775_26827	79.1519	84.2105
Os03g0352400	F775_22783	31.4019	60.2151
Os03g0352400	F775_31153	58.5047	73.6471
Os03g0352450	F775_26120	76.6885	23.3422
Os03g0352500	F775_26120	72.4299	10.2785
Os03g0352800	F775_26121	38.5185	77.6119
Os03g0353333	F775_26122	53.8462	47.7273
Os03g0353400	F775_23742	28.75	44.6602
Os03g0353500	F775_26561	57.5221	61.6114
Os03g0353600	F775_32454	0.682594	0.798403
Os03g0353701	F775_32454	76.0479	25.3493
Os03g0355200	F775_06159	70.8015	85.2874
Os03g0355200	F775_19450	72.3282	87.5289
Os03g0355400	F775_06159	70.8015	85.2874
Os03g0355400	F775_19450	72.3282	87.5289
Os03g0355600	F775_31508	87.346	94.6602
Os03g0355700	F775_04481	73.1707	68.75
Os03g0355800	F775_09656	94.1606	91.1661
Os03g0356300	F775_27816	93.3628	75.6272
Os03g0356484	F775_05754	86.1272	88.1657
Os03g0356526	F775_20493	50.7874	53.75
Os03g0356540	F775_21342	74.1936	20.7207
Os03g0356582	F775_15616	34.9669	67.0051
Os03g0356700	F775_30025	45.9627	68.7307
Os03g0356700	F775_30026	26.087	63.3166
Os03g0356900	F775_14121	60.3077	57.9882
Os03g0358800	F775_07031	66.9307	66.9307
Os03g0358900	F775_14121	57.3171	55.6213
Os03g0359000	F775_08510	39.6476	46.9974
Os03g0359100	F775_03301	4.71698	3.7037
Os03g0359100	F775_29498	13.2075	2.40964
Os03g0359600	F775_52051	82.7089	81.0734
Os03g0359700	F775_17761	70.8333	80.4054
Os03g0360300	F775_17760	21.659	47.4747
Os03g0360600	F775_14666	62.1262	81.3043
Os03g0360700	F775_31860	88.9706	60.5
Os03g0361100	F775_03213	55.9284	47.3485
Os03g0361100	F775_22181	46.5324	61.3569
Os03g0361500	F775_01289	17.5824	30.1887
Os03g0361600	F775_03213	50.5643	42.4242
Os03g0361600	F775_22181	31.8284	41.5929
Os03g0361700	F775_03213	52.0231	51.1364
Os03g0361700	F775_22181	36.9942	56.6372
Os03g0362032	F775_01289	26.749	61.3208
Os03g0362200	F775_43288	43.1925	73.7475
Os03g0362500	F775_03213	53.5849	53.7879
Os03g0362500	F775_22181	37.7358	58.9971
Os03g0363100	F775_43288	39.2941	66.9339
Os03g0363400	F775_31859	52.8689	20.283
Os03g0363500	F775_04314	59.2871	65.6965
Os03g0363600	F775_02381	68.1553	77.1429
Os03g0363700	F775_04930	56.0284	53.5593
Os03g0363900	F775_02696	81.6754	63.1579
Os03g0363950	F775_09827	67.4419	44.7013
Os03g0364400	F775_05769	51.6779	79.1096
Os03g0364400	F775_18214	63.5347	81.8444
Os03g0364500	F775_16353	75.8197	35.5769
Os03g0366350	F775_04366	11.3971	34.4444
Os03g0366800	F775_24385	24.918	74.5098
Os03g0367000	F775_22721	79.4304	73.3918
Os03g0367101	F775_22006	21.0884	35.6322
Os03g0367200	F775_43060	60	54
Os03g0367800	F775_03354	53.1429	77.5
Os03g0368000	F775_20744	76.161	75.6923
Os03g0368000	F775_26027	76.7802	76.5432
Os03g0368300	F775_20744	76.4706	76
Os03g0368300	F775_26027	77.0898	76.8519
Os03g0368900	F775_11030	56.0241	75.6098
Os03g0368900	F775_15806	76.8072	76.8072
Os03g0368900	F775_18441	74.3976	74.6224
Os03g0368900	F775_25563	75	75
Os03g0369100	F775_21914	51.7544	62.1053
Os03g0369100	F775_26494	57.0175	60.1852
Os03g0369100	F775_27227	57.0175	60.7477
Os03g0369100	F775_27738	57.8947	61.6822
Os03g0369100	F775_28408	57.8947	61.6822
Os03g0369700	F775_01722	60.8527	81.7708
Os03g0370000	F775_29095	89.589	90.3315
Os03g0370250	F775_06570	57.6271	53.4831
Os03g0370400	F775_32695	86.0104	88.2979
Os03g0370500	F775_13056	69.8816	72.2028
Os03g0370500	F775_27812	76.6497	75.626
Os03g0370800	F775_21685	46.9945	51.8072
Os03g0371000	F775_21723	29.6089	24.2009
Os03g0371300	F775_21723	35.5769	33.79
Os03g0371350	F775_06141	29.7297	13.4146
Os03g0371350	F775_10966	34.4595	17.3469
Os03g0371800	F775_18488	42.9648	79.1667
Os03g0372600	F775_42402	49.2754	51.5152
Os03g0372900	F775_01896	34.9765	34.1743
Os03g0372900	F775_03135	35.6808	34.3115
Os03g0372900	F775_04471	33.0986	33.0986
Os03g0372900	F775_04472	20.4225	34.9398
Os03g0373300	F775_22540	24.3697	15.0259
Os03g0373300	F775_22708	23.5294	14.5078
Os03g0374400	F775_27364	67.6301	68.6217
Os03g0374400	F775_30707	72.5434	71.9198
Os03g0374500	F775_22009	69.4974	58.6257
Os03g0374600	F775_15391	47.0711	44.0313
Os03g0374900	F775_11383	74.2424	42.6829
Os03g0374900	F775_15016	68.4848	34.6626
Os03g0374900	F775_33242	0.30303	0.606061
Os03g0374900	F775_52714	12.1212	9.23787
Os03g0375300	F775_11383	51.0055	48.6063
Os03g0375300	F775_15016	46.9835	39.4172
Os03g0375300	F775_33242	3.29068	10.9091
Os03g0375300	F775_52714	12.7971	16.1663
Os03g0375900	F775_02768	67.1498	58.159
Os03g0375900	F775_15650	64.7343	42.8115
Os03g0375966	F775_02768	6.08974	7.94979
Os03g0375966	F775_15650	28.2051	28.115
Os03g0376100	F775_28651	93.4426	44.9704
Os03g0376800	F775_30084	82.6568	79.1519
Os03g0376900	F775_05638	49.7845	59.383
Os03g0377300	F775_12316	58.9532	36.9603
Os03g0377500	F775_12316	72.3312	57.3402
Os03g0378000	F775_13090	38.3858	79.5918
Os03g0378200	F775_00441	55.8696	50.1953
Os03g0379100	F775_20122	88.216	88.0719
Os03g0379300	F775_05071	60.3175	57.5758
Os03g0379700	F775_10378	60.4396	43.3071
Os03g0379700	F775_42900	65.9341	41.3793
Os03g0381100	F775_03068	77.4929	38.6364
Os03g0381200	F775_31806	23.4127	88.0597
Os03g0381300	F775_31652	71.0983	63.4021
Os03g0381500	F775_29101	52.2613	61.1765
Os03g0382100	F775_12983	55.2463	72.067
Os03g0382100	F775_16381	58.2441	79.3003
Os03g0382100	F775_22063	68.9508	43.8692
Os03g0383800	F775_31221	58.042	56.0054
Os03g0383900	F775_43162	64.3312	62.3457
Os03g0385100	F775_29026	45.3237	36
Os03g0385100	F775_29027	41.7266	47.9339
Os03g0385400	F775_29026	47.7528	48.5714
Os03g0385400	F775_29027	29.7753	43.8017
Os03g0385900	F775_08795	32.5301	41.2214
Os03g0385900	F775_26730	34.3373	38.255
Os03g0385900	F775_31386	25.3012	44.2105
Os03g0386000	F775_28366	54.2289	69.2064
Os03g0386000	F775_28367	13.6816	41.9847
Os03g0386800	F775_15492	78.913	70.0772
Os03g0387000	F775_01292	81.1667	31.9135
Os03g0387900	F775_29981	54.021	55.9783
Os03g0388900	F775_13902	61.1413	67.1642
Os03g0388900	F775_31081	64.6739	65.7459
Os03g0388900	F775_43750	50.2717	59.4855
Os03g0389100	F775_13900	43.3775	51.5748
Os03g0389900	F775_12337	77.7545	67.7951
Os03g0390200	F775_44022	42.1053	78.6885
Os03g0390700	F775_28682	63.1737	68.2848
Os03g0391000	F775_28054	69.4093	83.9286
Os03g0391400	F775_12726	50.9132	41.6045
Os03g0392400	F775_09227	70.1235	70.8229
Os03g0393300	F775_05418	45.3704	12.9117
Os03g0393700	F775_00723	64.2553	69.4253
Os03g0393900	F775_17479	56.4815	73.2733
Os03g0394900	F775_08414	62.4309	74.5875
Os03g0395100	F775_31073	72.973	83.0769
Os03g0395300	F775_08182	65.2062	49.2697
Os03g0395600	F775_09017	67.2823	24.4604
Os03g0396200	F775_10857	81.448	72.3861
Os03g0396900	F775_05973	59.2754	53.6042
Os03g0397300	F775_00948	58.7902	72.8337
Os03g0397400	F775_29683	83.9817	68.0891
Os03g0397500	F775_30561	89.5288	90.1582
Os03g0397600	F775_12796	48.073	75
Os03g0398250	F775_52436	55.7823	55.0336
Os03g0399000	F775_15250	58.8723	63.5063
Os03g0399532	F775_17748	77.3138	57.6114
Os03g0399532	F775_17749	0.3386	0.499168
Os03g0399800	F775_02802	38.191	41.3043
Os03g0399800	F775_16170	39.6985	40.7216
Os03g0400200	F775_42539	29.7753	44.5378
Os03g0400800	F775_16332	60.2922	68.3735
Os03g0400800	F775_25582	70.2523	70.2523
Os03g0401100	F775_08012	45.1968	37.5654
Os03g0401200	F775_06240	69.2513	69.437
Os03g0401200	F775_11716	69.9198	73.5584
Os03g0401300	F775_30978	91.4216	93.0175
Os03g0402000	F775_30130	88.7701	88.7701
Os03g0403100	F775_09692	73.6797	74.4532
Os03g0404800	F775_15964	68.797	44.0964
Os03g0404800	F775_19465	49.6241	58.6667
Os03g0404800	F775_29558	66.1654	43.6725
Os03g0405000	F775_26412	27.451	44.898
Os03g0405100	F775_29412	57.5851	55.6886
Os03g0405500	F775_31070	71.529	70.5373
Os03g0405900	F775_31070	75.043	75.5633
Os03g0406900	F775_03351	76.4579	62.8774
Os03g0407000	F775_32683	53.3333	30.5732
Os03g0407400	F775_43686	15.9483	31.6239
Os03g0407900	F775_06319	67.8	75.6696
Os03g0408500	F775_10588	40.1786	49.1803
Os03g0408500	F775_14754	37.5	53.5032
Os03g0409100	F775_10948	45.9016	45.1613
Os03g0409100	F775_21008	46.2295	40.1709
Os03g0409400	F775_06621	67.3469	76.0369
Os03g0409400	F775_06622	60	75.3846
Os03g0410700	F775_14986	63.6364	60.4938
Os03g0411600	F775_27408	48.4663	60.7692
Os03g0411800	F775_00650	43.0168	71.9626
Os03g0411800	F775_10010	63.1285	76.8708
Os03g0412300	F775_25138	22.5806	54.902
Os03g0412400	F775_03638	30.7692	35.6275
Os03g0412800	F775_31279	73.1369	78.5847
Os03g0412900	F775_15796	36.8035	38.5561
Os03g0413000	F775_07523	53.4247	64.2857
Os03g0413400	F775_29551	88.5397	69.8251
Os03g0415200	F775_17670	85.2778	70.4128
Os03g0415200	F775_17671	74.4444	83.75
Os03g0415500	F775_12788	45.1923	47.2362
Os03g0415600	F775_06920	12.2881	20.2797
Os03g0415600	F775_13815	10.1695	16.3265
Os03g0415600	F775_13816	11.0169	17.931
Os03g0415600	F775_14510	12.7119	22.0588
Os03g0415600	F775_16559	8.47458	14.4928
Os03g0415700	F775_06920	0	0
Os03g0415700	F775_13815	0.395257	0.680272
Os03g0415700	F775_13816	0	0
Os03g0415700	F775_14510	0	0
Os03g0415700	F775_16559	0.395257	0.724638
Os03g0416200	F775_18404	82.906	86.4143
Os03g0416200	F775_42272	16.0256	40.107
Os03g0416200	F775_43364	28.2051	50.3817
Os03g0416300	F775_09574	79.2576	78.7419
Os03g0417900	F775_28852	90.1709	80.9463
Os03g0418000	F775_16375	65.9509	70.7237
Os03g0418000	F775_16376	68.4049	71.9355
Os03g0418000	F775_16377	65.6442	70.6271
Os03g0418800	F775_20187	59.6558	56.6243
Os03g0418800	F775_23454	12.0459	38.1818
Os03g0421000	F775_06362	42.8899	27.2198
Os03g0421000	F775_25239	26.3761	37.4593
Os03g0421400	F775_26836	3.07692	1.93237
Os03g0421700	F775_06568	73.1481	34.6491
Os03g0421700	F775_20353	40.7407	22.335
Os03g0421800	F775_14989	65.9574	51.6667
Os03g0423200	F775_31956	94.8276	20.5993
Os03g0423300	F775_17997	52.8708	75.945
Os03g0423800	F775_08416	79.1506	30.3254
Os03g0424200	F775_01712	57.1429	41.3408
Os03g0424200	F775_02546	61.0039	50.641
Os03g0424200	F775_05623	48.6486	43.299
Os03g0425000	F775_03961	60.4688	65.7046
Os03g0425200	F775_09054	83.8509	89.1089
Os03g0425600	F775_29339	83.5759	86.6379
Os03g0425800	F775_32528	25.9325	26.1649
Os03g0426900	F775_09597	85.7873	94.5885
Os03g0427900	F775_29302	66.3127	85.0247
Os03g0428700	F775_17191	67.5781	76.2115
Os03g0428800	F775_52612	88.3838	50.2874
Os03g0429000	F775_11757	60.1626	58.2677
Os03g0429000	F775_32673	63.4146	65.5462
Os03g0429800	F775_10214	79.5471	78.7419
Os03g0430500	F775_12327	46.5347	54.023
Os03g0430500	F775_13380	40.374	54.1298
Os03g0430500	F775_17899	44.4444	42.0395
Os03g0430500	F775_20230	43.3443	58.5438
Os03g0431200	F775_16409	0	0
Os03g0431800	F775_07028	71.0606	49.213
Os03g0434800	F775_30610	72.5373	62.6289
Os03g0435200	F775_14141	68.3564	67.7321
Os03g0436300	F775_01646	69.6343	37.9549
Os03g0436400	F775_25898	73.2323	85.044
Os03g0436400	F775_30194	64.1414	69.3989
Os03g0437100	F775_12743	65	67.0103
Os03g0437600	F775_28904	45.7565	89.8551
Os03g0438100	F775_31086	74.1667	74.477
Os03g0439700	F775_32979	73.0769	86.692
Os03g0440900	F775_28936	88.9908	88.5845
Os03g0441000	F775_01399	28.4493	57.1078
Os03g0441000	F775_12204	24.42	52.356
Os03g0441400	F775_10641	62.963	79.4872
Os03g0441400	F775_16829	62.4851	65.6211
Os03g0441400	F775_17737	56.6308	77.5777
Os03g0441500	F775_10832	81.6901	77.6439
Os03g0441500	F775_11510	52.9577	81.9172
Os03g0441500	F775_31897	85.7747	84.349
Os03g0444900	F775_08639	59.7855	49.1189
Os03g0448600	F775_32007	89.7959	70
Os03g0449200	F775_05901	70.8015	79.0202
Os03g0452300	F775_30631	17.1779	90.3226
Os03g0452300	F775_43742	46.9325	50.3289
Os03g0554900	F775_00596	0	0
Os03g0554900	F775_02685	61.7318	15.1215
Os03g0554950	F775_00596	4.02685	5.71429
Os03g0554950	F775_02685	60.7383	6.19227
Os03g0563300	F775_27675	73.494	93.5583
Os03g0563600	F775_11119	70.4023	71.6374
Os03g0564200	F775_28057	76.4706	66.9118
Os03g0564600	F775_19783	58.5366	66.3594
Os03g0565200	F775_07976	78.75	64.2857
Os03g0565300	F775_52133	26.9903	40.8824
Os03g0565500	F775_19620	86.3937	80.7407
Os03g0566600	F775_19588	49.8462	92.0455
Os03g0566800	F775_21442	59.1584	87.2263
Os03g0566800	F775_24527	21.0396	26.1538
Os03g0566800	F775_25912	73.0198	88.8554
Os03g0566800	F775_42797	24.2574	64.9007
Os03g0567600	F775_31405	79.8611	80.8436
Os03g0568400	F775_11430	47.4684	42.0168
Os03g0568400	F775_18218	46.519	26.2032
Os03g0568500	F775_43741	45.3782	87.0968
Os03g0568600	F775_06070	55.2	59.4828
Os03g0568800	F775_04002	40.7407	78.7966
Os03g0568900	F775_27381	83.1915	84.632
Os03g0569000	F775_13582	43.4545	19.9333
Os03g0569800	F775_03906	67.8571	81.8352
Os03g0569900	F775_05968	43.7811	49.4382
Os03g0570100	F775_20373	57.5868	64.6817
Os03g0570200	F775_25894	65.2344	15.0315
Os03g0570300	F775_14807	81.6279	83.9713
Os03g0570300	F775_19677	46.2791	68.6207
Os03g0571900	F775_17602	69.4231	79.1667
Os03g0571900	F775_52364	72.8846	39.6029
Os03g0572300	F775_27697	57.3276	73.8889
Os03g0572900	F775_17467	82	82.3293
Os03g0572900	F775_17468	68.2	84.6154
Os03g0572900	F775_17470	73.4	64.386
Os03g0572900	F775_21253	65.4	81.3433
Os03g0573500	F775_01012	63.5071	63.2075
Os03g0575200	F775_20249	80.5179	80.6173
Os03g0576400	F775_26176	77.2727	17
Os03g0576400	F775_31616	76.3636	19.9052
Os03g0576600	F775_09956	44.5161	56.0976
Os03g0576700	F775_26913	92.7885	85.7778
Os03g0576700	F775_30900	91.8269	91.8269
Os03g0576900	F775_31700	78.3636	87.0707
Os03g0577000	F775_28666	96.0526	96.4758
Os03g0577100	F775_09960	59.1286	58.642
Os03g0577100	F775_11974	55.6017	53.1746
Os03g0577500	F775_06060	81.7734	83
Os03g0578200	F775_43956	63.8554	67.9487
Os03g0578900	F775_23034	29.3561	55.1601
Os03g0579300	F775_28556	94.1748	85.0877
Os03g0580200	F775_03519	46.9512	25.6667
Os03g0580200	F775_21128	67.0732	30.9859
Os03g0580800	F775_05764	41.9525	51.2903
Os03g0581400	F775_05764	43.8642	54.1936
Os03g0581600	F775_52370	75.4386	55.1282
Os03g0581800	F775_32087	49.4506	65.2174
Os03g0582000	F775_27667	75.4717	75
Os03g0582100	F775_08465	53.2591	70.9746
Os03g0582200	F775_06798	81.1502	80.6349
Os03g0582400	F775_22217	30.9237	40.5263
Os03g0582400	F775_22625	34.9398	33.7209
Os03g0582800	F775_04084	50.5	55.8011
Os03g0583700	F775_27496	74.4681	50.7246
Os03g0583700	F775_29780	80.1418	67.2619
Os03g0583800	F775_24733	16.4804	42.446
Os03g0583800	F775_29425	53.352	80.5907
Os03g0583800	F775_29858	57.5419	86.9198
Os03g0584400	F775_06489	63.3136	61.8497
Os03g0584400	F775_13497	60.0592	44.3231
Os03g0584400	F775_26352	71.8935	47.2763
Os03g0585600	F775_05329	4.09836	1.40845
Os03g0586500	F775_29164	76.7528	69.7987
Os03g0586600	F775_07470	81.6901	56.5854
Os03g0586700	F775_21513	59.793	82.2563
Os03g0586700	F775_32692	20.0637	66.6667
Os03g0586800	F775_06212	17.2757	45.2174
Os03g0586900	F775_18714	87.2504	90.0158
Os03g0587000	F775_30466	32.9588	88.8889
Os03g0587100	F775_04440	70.4478	71.9512
Os03g0587200	F775_21205	68.0248	71.7087
Os03g0588200	F775_08805	37.218	47.293
Os03g0588600	F775_52274	26.7164	31.0764
Os03g0589300	F775_18872	32	27.3874
Os03g0589300	F775_24910	6.94737	15.2778
Os03g0589300	F775_25233	16.6316	30.1527
Os03g0591300	F775_03460	65.3992	71.3693
Os03g0591300	F775_04034	79.4677	79.4677
Os03g0591600	F775_14017	58.2168	61.2132
Os03g0592500	F775_32316	82.8897	95.1965
Os03g0593200	F775_10996	67.2387	84.1797
Os03g0593600	F775_11305	67.5147	77.7027
Os03g0593600	F775_21919	65.1663	71.4592
Os03g0594100	F775_06746	64.4531	65.6064
Os03g0594700	F775_22266	42.5261	40.8686
Os03g0594700	F775_22801	43.8007	50.5348
Os03g0594900	F775_06746	66.0194	67.5944
Os03g0595200	F775_04039	51.049	74.4898
Os03g0595300	F775_31427	62.7119	60.1626
Os03g0595600	F775_11479	43.1373	49.7175
Os03g0595600	F775_20866	47.0588	41.9214
Os03g0595600	F775_28917	40.6863	36.087
Os03g0596700	F775_01290	36.3281	41.3333
Os03g0596700	F775_01291	28.5156	39.8907
Os03g0596700	F775_03326	32.8125	36.6812
