Gene stable ID	Physcomitrella patens gene stable ID	%id. target Physcomitrella patens gene identical to query gene	%id. query gene identical to target Physcomitrella patens gene
Os03g0188900	PP1S7_280V6	31.5113	25.3886
Os03g0188900	PP1S77_184V6	27.6527	25.0729
Os03g0188900	PP1S96_191V6	25.4019	23.7952
Os03g0189400	PP1S78_23V6	8.13648	36.9048
Os03g0189600	PP1S78_23V6	8.70712	39.2857
Os03g0190100	PP1S66_45V6	48.2385	41.8824
Os03g0190300	PP1S194_189V6	28.6859	27.4962
Os03g0190300	PP1S233_45V6	26.9231	20.3636
Os03g0190800	PP1S5_405V6	79.235	78.1671
Os03g0190800	PP1S74_121V6	79.235	77.748
Os03g0190800	PP1S74_129V6	79.5082	78.0161
Os03g0190900	PP1S369_18V6	54.4699	46.3717
Os03g0191400	PP1S12_267V6	70.6977	72.0379
Os03g0191400	PP1S2_143V6	70.2326	74.0196
Os03g0191400	PP1S288_43V6	68.3721	70
Os03g0191400	PP1S346_29V6	73.4884	74.1784
Os03g0191400	PP1S353_41V6	71.1628	71.4953
Os03g0191400	PP1S39_147V6	70.6977	71.028
Os03g0191400	PP1S456_9V6	72.5581	73.2394
Os03g0191700	PP1S14_277V6	26.5537	19.3217
Os03g0191700	PP1S41_292V6	26.4124	19.5607
Os03g0191900	PP1S221_67V6	26.2626	17.8899
Os03g0192000	PP1S180_52V6	41.2587	42.2434
Os03g0192300	PP1S111_119V6	13.8743	8.646
Os03g0192300	PP1S68_283V6	21.7277	11.2619
Os03g0192300	PP1S69_3V6	20.6806	11.2696
Os03g0192400	PP1S242_40V6	59.8592	59.8592
Os03g0192400	PP1S41_263V6	60.5634	60.5634
Os03g0192500	PP1S217_1V6	23.9016	28.3925
Os03g0192700	PP1S267_10V6	79.4118	79.2564
Os03g0192700	PP1S55_204V6	80.1961	79.8828
Os03g0192800	PP1S15_414V6	54.3408	12.7259
Os03g0193225	PP1S110_89V6	19.8444	15.0442
Os03g0193225	PP1S6_204V6	21.2062	17.2196
Os03g0193400	PP1S20_19V6	31.6832	12.9817
Os03g0193400	PP1S79_275V6	20.7921	24.5614
Os03g0193600	PP1S147_86V6	44.1558	43.7299
Os03g0193600	PP1S34_263V6	37.3377	36.9775
Os03g0193700	PP1S163_87V6	28.4404	9.71787
Os03g0193700	PP1S34_430V6	29.3578	10.1587
Os03g0193700	PP1S7_135V6	11.9266	8.3871
Os03g0194300	PP1S191_128V6	30.4556	32.1519
Os03g0194300	PP1S288_14V6	30.2158	32.7273
Os03g0194300	PP1S310_2V6	28.5372	29.602
Os03g0194300	PP1S381_1V6	31.8945	30.6452
Os03g0194300	PP1S57_136V6	27.5779	26.0181
Os03g0194500	PP1S137_81V6	44.335	40.5405
Os03g0194500	PP1S16_378V6	41.3793	37.3333
Os03g0195100	PP1S37_113V6	58.8636	54.8729
Os03g0195200	PP1S173_67V6	52.2059	46.1039
Os03g0195300	PP1S12_79V6	43.1402	43.7403
Os03g0195300	PP1S22_44V6	43.2927	43.2927
Os03g0195300	PP1S2_677V6	43.2927	43.5583
Os03g0195300	PP1S45_14V6	44.3598	44.9074
Os03g0195450	PP1S12_79V6	32.2581	4.63679
Os03g0195450	PP1S22_44V6	35.4839	5.03049
Os03g0195450	PP1S2_677V6	38.7097	5.52147
Os03g0195450	PP1S45_14V6	32.2581	4.62963
Os03g0195500	PP1S12_79V6	39.9293	17.4652
Os03g0195500	PP1S22_44V6	39.9293	17.2256
Os03g0195500	PP1S2_677V6	40.636	17.638
Os03g0195500	PP1S45_14V6	40.636	17.7469
Os03g0195800	PP1S12_79V6	52.568	53.7867
Os03g0195800	PP1S22_44V6	57.7039	58.2317
Os03g0195800	PP1S2_677V6	56.4955	57.362
Os03g0195800	PP1S45_14V6	58.006	59.2593
Os03g0196000	PP1S12_79V6	48.773	49.1499
Os03g0196000	PP1S22_44V6	55.3681	55.0305
Os03g0196000	PP1S2_677V6	54.1411	54.1411
Os03g0196000	PP1S45_14V6	54.1411	54.4753
Os03g0196450	PP1S47_57V6	21.3115	9.19811
Os03g0196800	PP1S101_174V6	50.2703	39.7436
Os03g0196800	PP1S122_133V6	45.9459	44.9735
Os03g0196800	PP1S9_408V6	47.027	45.0777
Os03g0197400	PP1S229_18V6	75.188	74.813
Os03g0197800	PP1S125_69V6	47.2826	32.2621
Os03g0197800	PP1S165_3V6	48.0072	28.9301
Os03g0197800	PP1S43_228V6	45.8333	32.5611
Os03g0197800	PP1S63_51V6	45.2899	32.4675
Os03g0197900	PP1S28_44V6	17.8182	7.14286
Os03g0197900	PP1S3_254V6	17.8182	6.40523
Os03g0197900	PP1S34_338V6	17.8182	6.4389
Os03g0197900	PP1S369_16V6	19.6364	8.19423
Os03g0197900	PP1S65_33V6	17.0909	6.36856
Os03g0197900	PP1S7_273V6	17.4545	6.65742
Os03g0198400	PP1S13_192V6	66.0674	61.1227
Os03g0198400	PP1S142_120V6	66.0674	60.9958
Os03g0198600	PP1S108_47V6	22.1757	15.3623
Os03g0198600	PP1S143_73V6	23.0126	16.5663
Os03g0198600	PP1S154_145V6	24.2678	17.1091
Os03g0198600	PP1S28_46V6	22.1757	12.6492
Os03g0198600	PP1S28_54V6	26.7782	17.5342
Os03g0198600	PP1S31_96V6	23.431	18.7919
Os03g0198600	PP1S325_51V6	23.431	17.1779
Os03g0198600	PP1S34_317V6	24.2678	15.7182
Os03g0198600	PP1S34_327V6	24.6862	16.5266
Os03g0198600	PP1S431_27V6	25.523	17.6812
Os03g0198600	PP1S4_70V6	26.3598	18.4751
Os03g0198600	PP1S57_194V6	10.0418	8.98876
Os03g0198600	PP1S65_42V6	23.431	16
Os03g0198600	PP1S65_52V6	25.523	17.7326
Os03g0198600	PP1S7_280V6	27.1967	16.8394
Os03g0198600	PP1S77_184V6	23.8494	16.6181
Os03g0198600	PP1S96_191V6	21.3389	15.3614
Os03g0198900	PP1S32_350V6	41.452	41.1628
Os03g0199000	PP1S14_157V6	38.835	25.1046
Os03g0199000	PP1S64_33V6	35.2751	23.5421
Os03g0199100	PP1S29_82V6	37.8866	37.5
Os03g0200000	PP1S171_155V6	37.9947	38.7097
Os03g0200000	PP1S281_111V6	31.9261	37.2308
Os03g0200000	PP1S460_12V6	39.0501	39.2573
Os03g0200200	PP1S124_112V6	25.1163	16.875
Os03g0200200	PP1S128_64V6	23.7209	25.1232
Os03g0200200	PP1S90_240V6	24.6512	25.8537
Os03g0200500	PP1S17_306V6	75.9542	75.0943
Os03g0200500	PP1S174_49V6	68.7023	73.4694
Os03g0200500	PP1S179_15V6	75.9542	75.3788
Os03g0200500	PP1S219_50V6	76.7176	76.4259
Os03g0200500	PP1S46_147V6	75.9542	75.6654
Os03g0200500	PP1S80_113V6	75.9542	76.834
Os03g0200500	PP1S80_120V6	72.1374	73.5409
Os03g0200500	PP1S92_47V6	75.9542	75.6654
Os03g0200600	PP1S7_119V6	33.2873	33.6592
Os03g0200600	PP1S71_85V6	36.0497	35.9504
Os03g0200700	PP1S41_232V6	37.6093	36.6477
Os03g0200800	PP1S103_13V6	82.0652	82.0652
Os03g0200800	PP1S263_59V6	82.0652	82.0652
Os03g0200800	PP1S6_409V6	82.0652	81.1828
Os03g0201200	PP1S41_23V6	32.1888	26.8817
Os03g0201500	PP1S121_107V6	28.0488	15.1744
Os03g0201500	PP1S299_60V6	27.3519	14.6319
Os03g0201600	PP1S28_214V6	34.3066	32.6389
Os03g0201700	PP1S297_4V6	37.2396	37.8307
Os03g0201800	PP1S121_107V6	25.4296	13.9491
Os03g0201800	PP1S299_60V6	25.0859	13.6067
Os03g0201901	PP1S121_107V6	29.1228	15.6456
Os03g0201901	PP1S299_60V6	28.7719	15.2842
Os03g0202001	PP1S16_302V6	51.2727	41.9643
Os03g0202001	PP1S49_16V6	50.9091	40
Os03g0202200	PP1S250_10V6	50.5415	50.7246
Os03g0202200	PP1S316_50V6	50.5415	50.7246
Os03g0202300	PP1S176_132V6	52.0619	54.3011
Os03g0203100	PP1S158_119V6	20.122	9.72018
Os03g0203200	PP1S188_47V6	42.1384	44.5183
Os03g0203200	PP1S201_138V6	43.7107	43.8486
Os03g0203200	PP1S289_62V6	43.3962	48.2517
Os03g0203200	PP1S43_12V6	46.2264	54.4444
Os03g0203200	PP1S6_387V6	32.7044	41.6
Os03g0203200	PP1S74_232V6	43.7107	51.6729
Os03g0203200	PP1S91_156V6	40.2516	47.4074
Os03g0203200	PP1S95_125V6	43.3962	51.1111
Os03g0203700	PP1S37_351V6	60.157	58.6042
Os03g0204100	PP1S122_164V6	27.9148	18.1885
Os03g0204100	PP1S156_136V6	28.2511	22.8883
Os03g0204100	PP1S17_57V6	29.2601	23.1588
Os03g0204100	PP1S71_197V6	29.3722	24.2368
Os03g0205000	PP1S135_115V6	29.4498	26.4023
Os03g0205300	PP1S140_48V6	17.3021	11.2167
Os03g0205300	PP1S164_82V6	18.4751	11.71
Os03g0205300	PP1S327_51V6	18.1818	11.5028
Os03g0205300	PP1S60_187V6	18.4751	11.7318
Os03g0205300	PP1S6_167V6	16.129	10.0365
Os03g0205400	PP1S31_24V6	37.0428	28.1991
Os03g0205500	PP1S27_28V6	48.5232	27.7108
Os03g0205500	PP1S33_164V6	48.9451	28.4314
Os03g0205700	PP1S108_69V6	42.8099	39.9691
Os03g0205700	PP1S108_73V6	43.4711	39.1952
Os03g0205700	PP1S96_180V6	43.3058	36.5922
Os03g0205700	PP1S96_183V6	42.8099	39.2424
Os03g0205800	PP1S20_204V6	42.4691	41.3462
Os03g0205800	PP1S324_10V6	41.4815	33.6673
Os03g0206300	PP1S172_75V6	27.0492	16.8367
Os03g0206600	PP1S14_317V6	53.3708	53.0726
Os03g0206600	PP1S15_474V6	54.4944	53.2967
Os03g0206600	PP1S41_166V6	48.8764	48.6034
Os03g0206900	PP1S130_204V6	22.4265	15.4822
Os03g0206900	PP1S138_30V6	22.7941	15.3465
Os03g0207250	PP1S43_210V6	58.8235	58.8235
Os03g0207300	PP1S165_107V6	83.4337	63.8249
Os03g0207300	PP1S165_119V6	84.0361	83.7838
Os03g0207300	PP1S230_93V6	84.0361	83.7838
Os03g0207300	PP1S63_208V6	84.0361	83.7838
Os03g0207400	PP1S123_90V6	46.1735	48.7871
Os03g0207400	PP1S12_51V6	45.1531	47.0745
Os03g0207400	PP1S19_76V6	43.8776	45.8667
Os03g0207400	PP1S207_71V6	46.4286	49.0566
Os03g0207400	PP1S272_48V6	43.6224	44.0722
Os03g0207800	PP1S125_6V6	34.9364	36.4845
Os03g0207800	PP1S230_39V6	32.5318	35.0076
Os03g0207900	PP1S143_120V6	11.5789	42.8571
Os03g0207900	PP1S70_188V6	24.386	34.1523
Os03g0207900	PP1S70_189V6	20.7018	38.0645
Os03g0208500	PP1S102_97V6	35.4962	44.6043
Os03g0208500	PP1S1_100V6	55.3435	54.3071
Os03g0208500	PP1S139_72V6	54.771	50.2627
Os03g0208500	PP1S2_319V6	55.1527	49.9136
Os03g0208700	PP1S147_123V6	26.1614	21.8367
Os03g0208700	PP1S147_164V6	25.9169	21.1577
Os03g0208700	PP1S147_169V6	25.6724	23.0769
Os03g0208700	PP1S163_7V6	25.9169	21.0317
Os03g0208700	PP1S237_91V6	25.9169	22.6013
Os03g0208700	PP1S642_3V6	26.4059	22.5
Os03g0208700	PP1S68_164V6	26.8949	22.9167
Os03g0208700	PP1S69_51V6	26.8949	23.2068
Os03g0208700	PP1S84_1V6	25.9169	22.6013
Os03g0208700	PP1S84_31V6	25.6724	22.4359
Os03g0208800	PP1S147_123V6	14.1058	11.4286
Os03g0208800	PP1S147_164V6	13.0982	10.3792
Os03g0208800	PP1S147_169V6	13.8539	12.0879
Os03g0208800	PP1S163_7V6	13.0982	10.3175
Os03g0208800	PP1S237_91V6	12.8463	10.8742
Os03g0208800	PP1S642_3V6	14.8615	12.2917
Os03g0208800	PP1S68_164V6	15.6171	12.9167
Os03g0208800	PP1S69_51V6	14.6096	12.2363
Os03g0208800	PP1S84_1V6	12.8463	10.8742
Os03g0208800	PP1S84_31V6	12.3426	10.4701
Os03g0208900	PP1S18_93V6	71.8072	70.7839
Os03g0208900	PP1S44_311V6	75.1807	73.0679
Os03g0208900	PP1S8_66V6	76.3855	74.4131
Os03g0209400	PP1S107_194V6	67.1429	67.1429
Os03g0209500	PP1S26_118V6	28.7625	22.5426
Os03g0209500	PP1S35_231V6	30.9365	24.3421
Os03g0209500	PP1S96_82V6	31.2709	28.7692
Os03g0209600	PP1S450_27V6	7.14286	65.1515
Os03g0209600	PP1S66_139V6	58.3056	54.8438
Os03g0209700	PP1S85_36V6	49.7175	29.5302
Os03g0209800	PP1S271_62V6	38.1395	35.5748
Os03g0209800	PP1S78_26V6	37.5581	34.2161
Os03g0210400	PP1S164_21V6	38.2763	38.2763
Os03g0210400	PP1S30_190V6	38.1496	40.6757
Os03g0210400	PP1S59_249V6	39.1635	37.3188
Os03g0210500	PP1S141_31V6	46.5347	27.0115
Os03g0210500	PP1S47_89V6	45.5446	26.4368
Os03g0210700	PP1S23_44V6	26.8817	14.3678
Os03g0210800	PP1S121_151V6	13.5508	7.74194
Os03g0210900	PP1S202_104V6	35.2941	18.6335
Os03g0211100	PP1S104_126V6	39.6154	39.1635
Os03g0211100	PP1S78_216V6	37.3077	36.8821
Os03g0211700	PP1S118_67V6	45.2865	43.5943
Os03g0211700	PP1S121_77V6	41.7745	42.9658
Os03g0211700	PP1S181_80V6	44.5471	42.355
Os03g0211700	PP1S90_137V6	41.4048	38.7543
Os03g0211800	PP1S10_95V6	52.3397	56.8738
Os03g0211800	PP1S16_361V6	51.2998	55.7439
Os03g0211800	PP1S18_97V6	52.6863	57.3585
Os03g0211900	PP1S2_453V6	23.5821	31.6
Os03g0212200	PP1S303_51V6	50	26.5918
Os03g0212400	PP1S138_10V6	20.4918	19.0114
Os03g0212600	PP1S64_221V6	31.3291	12.7907
Os03g0212700	PP1S81_54V6	61.5385	66.129
Os03g0213100	PP1S114_48V6	88	87.631
Os03g0213100	PP1S323_56V6	88	87.631
Os03g0213200	PP1S26_46V6	32.9932	34.1549
Os03g0213300	PP1S203_84V6	14.7155	11.5562
Os03g0213300	PP1S250_5V6	13.4075	10.5128
Os03g0213400	PP1S84_129V6	65.2327	34.9812
Os03g0213700	PP1S65_279V6	44.7368	15.5606
Os03g0213800	PP1S244_83V6	46.3415	48.3051
Os03g0213900	PP1S47_122V6	15.9269	9.88655
Os03g0214000	PP1S1_135V6	58.6992	57.3927
Os03g0214000	PP1S35_126V6	55.7724	54.88
Os03g0214100	PP1S257_1V6	37.7778	49.6868
Os03g0214600	PP1S131_74V6	72.2078	72.0207
Os03g0214600	PP1S66_117V6	72.7273	72.5389
Os03g0214900	PP1S13_332V6	12.666	10.2649
Os03g0214900	PP1S246_16V6	12.666	10.6897
Os03g0215000	PP1S114_91V6	59.8958	58.9744
Os03g0215400	PP1S118_209V6	37.3541	27.1186
Os03g0215400	PP1S209_130V6	38.5214	29.7297
Os03g0215400	PP1S267_56V6	37.3541	27.5862
Os03g0215400	PP1S26_90V6	37.3541	35.4244
Os03g0215400	PP1S55_304V6	36.1868	26.7241
Os03g0215700	PP1S10_269V6	8.15534	36.8421
Os03g0215800	PP1S186_44V6	62.2222	50.5415
Os03g0215900	PP1S220_57V6	27.071	25.523
Os03g0215900	PP1S258_9V6	28.5503	26.9177
Os03g0216000	PP1S173_9V6	24.2424	14.9688
Os03g0216000	PP1S34_257V6	24.2424	15.0313
Os03g0216500	PP1S126_137V6	18.5714	19.7568
Os03g0216500	PP1S51_100V6	18	19.2073
Os03g0216600	PP1S109_267V6	60.2088	55.9871
Os03g0216800	PP1S104_31V6	36.0731	36.9159
Os03g0218400	PP1S101_17V6	62.3301	60.9108
Os03g0218400	PP1S438_15V6	61.9417	60.5313
Os03g0218500	PP1S222_111V6	4.67128	16.6667
Os03g0219100	PP1S307_73V6	30.137	30.7692
Os03g0219100	PP1S59_56V6	30.137	28.145
Os03g0219100	PP1S81_109V6	26.484	28.5714
Os03g0219100	PP1S88_222V6	29.4521	30.0699
Os03g0219200	PP1S18_84V6	55.5556	57.3248
Os03g0219200	PP1S44_277V6	55.5556	57.3248
Os03g0219300	PP1S215_51V6	90.4232	90.4232
Os03g0219300	PP1S215_52V6	69.0423	90.1163
Os03g0219300	PP1S341_23V6	90.4232	90.4232
Os03g0219300	PP1S341_25V6	90.4232	90.4232
Os03g0219400	PP1S3_199V6	48.7603	48.2026
Os03g0219500	PP1S20_335V6	49.0196	34.0136
Os03g0219500	PP1S23_324V6	43.1373	12.0219
Os03g0219500	PP1S77_317V6	44.1176	12.5
Os03g0219700	PP1S30_42V6	47.1204	45.9184
Os03g0219900	PP1S16_247V6	52.4715	51.1111
Os03g0219900	PP1S212_78V6	54.3726	54.3726
Os03g0219900	PP1S9_435V6	53.2319	54.902
Os03g0220100	PP1S28_28V6	65.1822	62.0424
Os03g0220100	PP1S287_6V6	52.6316	50.5837
Os03g0220100	PP1S34_294V6	62.9555	59.9229
Os03g0220100	PP1S55_246V6	55.8704	54.3307
Os03g0220100	PP1S7_269V6	63.1579	60.1156
Os03g0220100	PP1S8_88V6	46.5587	66.474
Os03g0221200	PP1S10_84V6	58.156	46.8571
Os03g0221200	PP1S73_196V6	58.5106	47.9651
Os03g0221200	PP1S8_46V6	58.8652	47.4286
Os03g0221300	PP1S323_75V6	22.2222	20
Os03g0221300	PP1S49_87V6	23.4074	19.0361
Os03g0221500	PP1S138_47V6	36.5079	35.3846
Os03g0221500	PP1S1_72V6	36.7063	38.2231
Os03g0221500	PP1S389_50V6	33.5317	38.8506
Os03g0221500	PP1S85_128V6	35.5159	35.4455
Os03g0221500	PP1S98_31V6	37.8968	39.0593
Os03g0221700	PP1S180_50V6	33.2147	32.7103
Os03g0221800	PP1S120_132V6	25.8961	36.4899
Os03g0221800	PP1S34_450V6	4.21147	53.4091
Os03g0222100	PP1S15_225V6	44.9843	41.6546
Os03g0222100	PP1S214_37V6	46.5517	41.1357
Os03g0222100	PP1S72_71V6	47.0219	41.8994
Os03g0223100	PP1S309_48V6	38.1481	37.7982
Os03g0223100	PP1S59_224V6	39.6296	37.6098
Os03g0223400	PP1S44_5V6	22.1289	32.7801
Os03g0223700	PP1S122_49V6	70.3235	66.8449
Os03g0223700	PP1S130_291V6	67.7918	64.6113
Os03g0223700	PP1S31_153V6	64.557	61.5281
Os03g0223700	PP1S317_65V6	10.1266	41.8605
Os03g0223800	PP1S96_54V6	0	0
Os03g0223900	PP1S1_376V6	34.5794	30.5785
Os03g0224200	PP1S10_278V6	29.3777	28.6319
Os03g0224200	PP1S16_393V6	29.9566	28.5517
Os03g0224200	PP1S31_291V6	25.4703	31.8841
Os03g0224200	PP1S362_27V6	30.5355	28.5908
Os03g0224200	PP1S42_161V6	24.8915	32.3308
Os03g0224300	PP1S153_142V6	62.963	53.4231
Os03g0224300	PP1S80_88V6	62.5661	53.0864
Os03g0224300	PP1S81_200V6	63.4921	56.272
Os03g0224300	PP1S88_178V6	63.7566	61.9537
Os03g0225100	PP1S114_89V6	43.9528	40.4891
Os03g0225100	PP1S16_334V6	43.3628	42.6087
Os03g0225500	PP1S132_172V6	33.4884	34.6709
Os03g0225600	PP1S135_111V6	49.1228	7.77778
Os03g0225900	PP1S38_330V6	41.841	37.6648
Os03g0225900	PP1S97_112V6	43.7239	44
Os03g0226200	PP1S660_1V6	38.4615	28.8889
Os03g0226200	PP1S71_207V6	42.0118	39.4444
Os03g0226300	PP1S87_143V6	59.0659	58.5831
Os03g0226300	PP1S87_149V6	62.9121	62.5683
Os03g0226400	PP1S55_158V6	25.9446	49.5192
Os03g0226600	PP1S197_137V6	28.3964	18.3058
Os03g0226600	PP1S53_40V6	28.5078	18.1947
Os03g0226800	PP1S117_71V6	36.8272	41.4013
Os03g0226901	PP1S118_23V6	34.517	28.7915
Os03g0226901	PP1S134_145V6	34.517	32.1004
Os03g0226901	PP1S145_144V6	37.358	31.1981
Os03g0226901	PP1S160_128V6	36.3636	26.2295
Os03g0226901	PP1S83_193V6	36.5057	32.0849
Os03g0227000	PP1S15_298V6	71.7949	74.537
Os03g0227000	PP1S276_96V6	73.1327	73.5426
Os03g0227000	PP1S41_154V6	73.4671	74.0449
Os03g0227000	PP1S53_204V6	50.5017	67.1111
Os03g0227300	PP1S81_42V6	37.7672	37.5887
Os03g0227400	PP1S150_19V6	40.8219	28.876
Os03g0227400	PP1S51_57V6	40.8219	28.327
Os03g0227400	PP1S6_62V6	38.6301	28.3702
Os03g0227700	PP1S24_262V6	30.2372	30.8468
Os03g0227700	PP1S281_82V6	30.83	31.0139
Os03g0227700	PP1S83_58V6	32.2134	31.1069
Os03g0227900	PP1S358_6V6	47.1816	39.1681
Os03g0227900	PP1S568_2V6	46.7641	37.9661
Os03g0228200	PP1S469_17V6	20.7358	18.0758
Os03g0228400	PP1S128_112V6	55.4217	54.7619
Os03g0228500	PP1S41_156V6	18.9815	17.1548
Os03g0228800	PP1S14_447V6	46.4747	46.0177
Os03g0228800	PP1S5_68V6	47.0705	45.9748
Os03g0229100	PP1S31_240V6	24.1259	16.5072
Os03g0229100	PP1S42_136V6	23.0769	15.677
Os03g0229600	PP1S246_2V6	45	16.5899
Os03g0229600	PP1S47_124V6	38.75	14.8325
Os03g0230300	PP1S215_49V6	27.2138	18.75
Os03g0230300	PP1S30_104V6	23.1102	18.4801
Os03g0230300	PP1S341_28V6	26.5659	18.6646
Os03g0230500	PP1S251_85V6	56.447	47.2422
Os03g0230500	PP1S46_310V6	54.1547	57.7982
Os03g0230500	PP1S584_9V6	60.4585	50.7212
Os03g0231600	PP1S110_37V6	18.3133	29.8039
Os03g0231600	PP1S141_83V6	56.3855	53.4247
Os03g0231600	PP1S159_128V6	14.9398	48.4375
Os03g0231600	PP1S25_170V6	54.9398	52.0548
Os03g0231700	PP1S300_38V6	68.1298	66.3569
Os03g0231800	PP1S300_38V6	68.1132	67.1004
Os03g0231950	PP1S145_69V6	30.9211	14.3293
Os03g0231950	PP1S334_14V6	19.4079	33.908
Os03g0231950	PP1S68_190V6	28.2895	14.7009
Os03g0231950	PP1S69_95V6	30.2632	15.4362
Os03g0232000	PP1S211_148V6	25.8947	19.8708
Os03g0232200	PP1S131_131V6	37.2274	28.5885
Os03g0232200	PP1S131_139V6	35.8255	28.4302
Os03g0232200	PP1S66_255V6	39.5639	26.7368
Os03g0232200	PP1S66_282V6	40.1869	27.1865
Os03g0232500	PP1S204_50V6	47.7987	44.3149
Os03g0232500	PP1S37_313V6	45.5975	42.1512
Os03g0232600	PP1S198_49V6	24.6187	26.2181
Os03g0232600	PP1S201_29V6	27.451	30.7317
Os03g0232600	PP1S337_3V6	24.6187	25.5079
Os03g0232600	PP1S356_21V6	27.0153	25.0505
Os03g0232600	PP1S67_203V6	27.8867	29.0909
Os03g0232800	PP1S30_186V6	35.023	30.4
Os03g0232900	PP1S171_155V6	46.1538	50
Os03g0232900	PP1S281_111V6	39.4541	48.9231
Os03g0232900	PP1S460_12V6	46.1538	49.3369
Os03g0233200	PP1S113_128V6	34.7541	42.7419
Os03g0233200	PP1S412_14V6	35.4098	34.5048
Os03g0233200	PP1S81_16V6	38.3607	45.5253
Os03g0233300	PP1S370_45V6	28.8462	25.8621
Os03g0233300	PP1S45_254V6	27.8846	23.0769
Os03g0233300	PP1S97_212V6	25.641	29.6846
Os03g0233500	PP1S102_135V6	48.6928	40.2703
Os03g0233500	PP1S6_282V6	49.3464	39.8417
Os03g0233800	PP1S426_15V6	25.9804	24.3119
Os03g0233800	PP1S45_72V6	24.3464	18.8847
Os03g0233900	PP1S660_1V6	42.7711	31.5556
Os03g0233900	PP1S71_207V6	45.1807	41.6667
Os03g0234000	PP1S660_1V6	36.0947	27.1111
Os03g0234000	PP1S71_207V6	40.2367	37.7778
Os03g0234100	PP1S660_1V6	35.9281	26.6667
Os03g0234100	PP1S71_207V6	39.521	36.6667
Os03g0234200	PP1S241_60V6	93.8775	35.9375
Os03g0234200	PP1S268_35V6	93.8775	35.9375
Os03g0234200	PP1S284_11V6	93.8775	35.9375
Os03g0234200	PP1S32_16V6	93.8775	35.9375
Os03g0234200	PP1S330_45V6	93.8775	35.9375
Os03g0234200	PP1S333_9V6	93.8775	35.9375
Os03g0234500	PP1S306_37V6	42.8144	43.0723
Os03g0234500	PP1S306_39V6	40.7186	40.4762
Os03g0234500	PP1S60_103V6	43.4132	42.6471
Os03g0234600	PP1S100_247V6	18.4906	10.9131
Os03g0234900	PP1S306_37V6	43.2432	43.3735
Os03g0234900	PP1S306_39V6	43.5435	43.1548
Os03g0234900	PP1S60_103V6	48.048	47.0588
Os03g0235100	PP1S268_9V6	69.1057	72.9614
Os03g0235100	PP1S32_299V6	56.5041	57.438
Os03g0235100	PP1S379_20V6	69.5122	73.3906
Os03g0235700	PP1S114_7V6	50.7692	47.3684
Os03g0236300	PP1S65_233V6	12.894	18.0723
Os03g0236966	PP1S402_27V6	51.8135	53.9568
Os03g0237000	PP1S128_37V6	73.1092	73.7288
Os03g0237000	PP1S193_62V6	73.7815	74.4068
Os03g0237100	PP1S230_8V6	43.7107	43.3022
Os03g0237100	PP1S72_214V6	28.6164	38.5593
Os03g0237250	PP1S113_55V6	31.5068	27.7108
Os03g0237250	PP1S218_34V6	42.2374	21.6628
Os03g0237500	PP1S141_15V6	33.9535	27.037
Os03g0237500	PP1S242_77V6	39.0698	44.4444
Os03g0237500	PP1S47_70V6	35.3488	28.2528
Os03g0237500	PP1S54_241V6	39.5349	44.9735
Os03g0237600	PP1S11_103V6	30.8197	33.5714
Os03g0237600	PP1S11_105V6	44.7541	39.508
Os03g0237600	PP1S135_53V6	42.1311	43.1208
Os03g0237600	PP1S135_55V6	42.2951	35.8333
Os03g0237600	PP1S153_95V6	42.2951	35.9331
Os03g0237600	PP1S153_98V6	41.6393	42.3333
Os03g0237950	PP1S204_78V6	28.2609	7.78443
Os03g0238300	PP1S12_101V6	35.5556	33.3333
Os03g0238300	PP1S254_26V6	37.1717	26.8222
Os03g0238300	PP1S27_356V6	36.3636	32.8467
Os03g0238300	PP1S3_527V6	36.3636	33.0882
Os03g0238300	PP1S355_37V6	35.5556	29.932
Os03g0238300	PP1S54_274V6	34.7475	27.4322
Os03g0238600	PP1S11_381V6	38.9381	35.2941
Os03g0238600	PP1S86_67V6	23.3038	40.7216
Os03g0238600	PP1S87_19V6	41.8879	37.9679
Os03g0238700	PP1S164_52V6	44.9686	32.2072
Os03g0239200	PP1S15_294V6	29.0234	19.8682
Os03g0239400	PP1S27_273V6	30.5483	27.0833
Os03g0239400	PP1S3_150V6	30.8094	27.6347
Os03g0239400	PP1S33_301V6	28.7206	25.5814
Os03g0240400	PP1S69_164V6	15.7534	19.3277
Os03g0240500	PP1S54_12V6	57.4924	53.7143
Os03g0240500	PP1S6_441V6	39.4495	43.5811
Os03g0240500	PP1S72_197V6	57.4924	53.7143
Os03g0240700	PP1S200_19V6	41.8605	41.8605
Os03g0240700	PP1S2_241V6	47.2868	47.2868
Os03g0240800	PP1S12_373V6	63.6364	69.4215
Os03g0240800	PP1S33_44V6	76.5152	73.7226
Os03g0240800	PP1S33_54V6	76.5152	73.7226
Os03g0240800	PP1S33_56V6	76.5152	73.7226
Os03g0240900	PP1S30_220V6	40.9807	39.661
Os03g0241001	PP1S24_189V6	31.25	8.41121
Os03g0241001	PP1S83_100V6	31.25	8.58779
Os03g0241200	PP1S28_42V6	89.0625	89.0625
Os03g0241200	PP1S34_345V6	89.8438	89.8438
Os03g0241200	PP1S65_24V6	89.0625	89.0625
Os03g0241200	PP1S65_29V6	89.0625	89.0625
Os03g0241600	PP1S111_81V6	33.7423	26.4423
Os03g0241600	PP1S215_104V6	36.5031	29.4554
