Gene stable ID	Chondrus crispus gene stable ID	%id. target Chondrus crispus gene identical to query gene	%id. query gene identical to target Chondrus crispus gene
Os02g0743500	CHC_T00008949001	14.6715	21.7624
Os02g0743500	CHC_T00008979001	15.4815	21.0526
Os02g0743500	CHC_T00009038001	9.54095	36.3014
Os02g0744100	CHC_T00001339001	31.058	39.738
Os02g0744700	CHC_T00009277001	19.7932	9.51029
Os02g0744900	CHC_T00009478001	59.1793	58.547
Os02g0745000	CHC_T00009174001	38.2576	20.6544
Os02g0746000	CHC_T00001321001	48.3696	43.0472
Os02g0746000	CHC_T00005632001	12.2283	39.3013
Os02g0749150	CHC_T00006479001	42.5373	27.6699
Os02g0749700	CHC_T00009050001	18.9983	24.4444
Os02g0750500	CHC_T00002663001	26.4305	37.1647
Os02g0751900	CHC_T00005773001	22.7915	15.4491
Os02g0754000	CHC_T00000513001	19.7802	17.6039
Os02g0754000	CHC_T00008182001	17.033	25.5144
Os02g0754500	CHC_T00009426001	10.9299	3.78745
Os02g0754500	CHC_T00009441001	12.398	16.5939
Os02g0754700	CHC_255	19.5072	22.7818
Os02g0759800	CHC_T00010281001	29.3245	40.9195
Os02g0761400	CHC_T00008259001	43.0894	5.32129
Os02g0762300	CHC_T00008545001	56.7493	60.5882
Os02g0765900	CHC_T00003048001	47.1223	22.3169
Os02g0767500	CHC_T00003058001	45.3804	45.1351
Os02g0767600	CHC_T00003966001	13.7195	26.6272
Os02g0768600	CHC_T00008749001	37.7551	15.7447
Os02g0770000	CHC_T00008406001	52.0325	59.2593
Os02g0770700	CHC_T00004631001	13.0556	7.81596
Os02g0770800	CHC_T00003369001	45.3318	43.9477
Os02g0770800	CHC_T00008899001	41.5073	43.5142
Os02g0771400	CHC_T00002323001	23.0392	16.3194
Os02g0772000	CHC_T00001634001	20.2312	6.80934
Os02g0772300	CHC_T00005602001	20.7031	24.6512
Os02g0774300	CHC_T00008003001	62.1502	66.878
Os02g0775100	CHC_T00004363001	38.2353	23.7805
Os02g0775200	CHC_T00005398001	44.5983	49.3865
Os02g0775400	CHC_T00006378001	28.1536	14.8077
Os02g0775400	CHC_T00008641001	22.3035	19.9021
Os02g0776800	CHC_T00010334001	26.6768	26.9646
Os02g0778200	CHC_T00005914001	50.4726	50.9056
Os02g0778400	CHC_T00004355001	50.4673	27.9793
Os02g0780600	CHC_T00002741001	21.2389	15.1899
Os02g0781400	CHC_T00005425001	31.3725	33.0578
Os02g0781800	CHC_T00006279001	44.3137	23.7895
Os02g0782100	CHC_T00002552001	14.3986	19.0698
Os02g0782200	CHC_T00006992001	21.7042	28.7234
Os02g0783100	CHC_T00001864001	17.1134	15.514
Os02g0784700	CHC_T00009487001	86.7021	38.3529
Os02g0786000	CHC_T00006987001	18.1656	19.1729
Os02g0787300	CHC_T00008752001	25.7453	24.6753
Os02g0787300	CHC_T00008994001	26.0163	18.2163
Os02g0787800	CHC_T00008540001	18.6475	23.8845
Os02g0788133	CHC_T00004963001	1.34228	0.555556
Os02g0788300	CHC_T00009064001	28.4746	27.2727
Os02g0788400	CHC_T00009064001	31.1419	29.2208
Os02g0789600	CHC_T00006212001	17.0178	15.1079
Os02g0790500	CHC_T00010201001	36.4173	19.4328
Os02g0791400	CHC_T00009022001	39.5349	43.038
Os02g0791500	CHC_T00000999001	30.8924	46.3918
Os02g0791700	CHC_T00008363001	30.6213	14.395
Os02g0792800	CHC_T00000246001	21.5213	24.6809
Os02g0792800	CHC_T00004024001	23.3766	22.9508
Os02g0792800	CHC_T00006958001	21.8924	21.1849
Os02g0793700	CHC_T00005974001	43.1373	18.7234
Os02g0794400	CHC_985	27.6786	33.6957
Os02g0794700	CHC_T00002840001	55.6962	30.8231
Os02g0794700	CHC_T00004445001	35.7595	23.0612
Os02g0795900	CHC_T00007274001	27.0633	23.6577
Os02g0796000	CHC_T00007021001	18.5714	13.6364
Os02g0796600	CHC_T00007028001	31.0606	20.098
Os02g0796900	CHC_T00010033001	48	47.0588
Os02g0797200	CHC_T00010033001	49.0196	49.0196
Os02g0797400	CHC_T00007258001	50.0686	44.2424
Os02g0797500	CHC_T00009477001	43.2314	48.2927
Os02g0797700	CHC_T00002944001	34.8872	36.25
Os02g0797700	CHC_T00004887001	36.391	40.2662
Os02g0797700	CHC_T00004888001	32.4812	35.7025
Os02g0797700	CHC_T00007239001	38.0451	39.2248
Os02g0800000	CHC_T00001271001	22.3714	25.7069
Os02g0800000	CHC_T00001391001	31.9911	19.5355
Os02g0800500	CHC_T00009463001	6.94444	2.39808
Os02g0801300	CHC_T00009463001	6.94444	2.39808
Os02g0802400	CHC_T00006835001	33.1429	33.7209
Os02g0802500	CHC_T00006490001	22.5722	16.4593
Os02g0802700	CHC_T00008753001	15.5172	19.6262
Os02g0803250	CHC_T00004188001	20.5986	15.0968
Os02g0803300	CHC_T00008646001	22.1441	17.5487
Os02g0803600	CHC_T00010136001	22.1239	22.2222
Os02g0803600	CHC_T00010183001	18.5841	18.2609
Os02g0803700	CHC_T00008728001	70.6294	75.1861
Os02g0804100	CHC_T00004409001	82.2581	35.6643
Os02g0804300	CHC_T00003585001	46.1017	48.9209
Os02g0804500	CHC_T00007355001	39.6304	43.4685
Os02g0804600	CHC_335	20.3629	27.5204
Os02g0804900	CHC_T00008926001	64.8148	65.2985
Os02g0805000	CHC_T00009316001	28.8344	15.2763
Os02g0805200	CHC_T00010302001	48.289	39.441
Os02g0805600	CHC_T00003634001	35.6707	35.1351
Os02g0805900	CHC_T00007007001	3.71517	2.42424
Os02g0806900	CHC_T00008326001	37.8378	37.5258
Os02g0807000	CHC_T00003488001	32.872	33.9286
Os02g0807000	CHC_T00004049001	23.1834	28.0335
Os02g0807000	CHC_T00008389001	36.3322	13.41
Os02g0807000	CHC_T00008435001	30.7958	20.892
Os02g0807000	CHC_T00008532001	34.2561	23.913
Os02g0807000	CHC_T00008538001	30.7958	17.2816
Os02g0807000	CHC_T00008589001	32.872	11.5431
Os02g0807000	CHC_T00008658001	31.8339	15.1316
Os02g0807000	CHC_T00008682001	27.6817	11.6788
Os02g0807000	CHC_T00008833001	31.4879	26.3006
Os02g0807000	CHC_T00008925001	30.4498	9.81048
Os02g0807000	CHC_T00009242001	29.0657	18.6667
Os02g0807000	CHC_T00009439001	29.7578	13.4585
Os02g0807000	CHC_T00009473001	31.1419	15.5979
Os02g0807000	CHC_T00009517001	31.1419	16.3636
Os02g0807000	CHC_T00010324001	29.7578	15.0613
Os02g0807100	CHC_T00009277001	10.9677	2.41306
Os02g0810400	CHC_T00008932001	48.9177	52.194
Os02g0810450	CHC_T00005667001	27.1487	29.5691
Os02g0812400	CHC_T00008286001	20.4918	18.9394
Os02g0813500	CHC_T00004712001	42.7419	41.165
Os02g0814000	CHC_T00004963001	21.0317	14.7222
Os02g0814700	CHC_T00001050001	76.3158	82.8571
Os02g0814800	CHC_T00003419001	28.9604	37.5
Os02g0815000	CHC_T00010248001	42.5532	64.5161
Os02g0815500	CHC_T00010066001	59.5801	60.2122
Os02g0815600	CHC_T00008649001	40.2954	44.8357
Os02g0815800	CHC_T00009354001	41.6244	43.3862
Os02g0816600	CHC_T00006123001	32.9897	16.7832
Os02g0816800	CHC_T00009463001	35.049	34.2926
Os02g0819100	CHC_T00004059001	23.5294	22.2222
Os02g0819300	CHC_T00002254001	17.5272	11.3059
Os02g0820000	CHC_T00008630001	68.6709	66.5644
Os02g0821800	CHC_T00008385001	70.2041	51.0386
Os02g0822200	CHC_T00005879001	19.3353	21.3333
Os02g0822200	CHC_T00008803001	39.8792	40.367
Os02g0822500	CHC_T00002812001	16.2621	19.5051
Os02g0822600	CHC_340	22.9947	27.3885
Os02g0822800	CHC_T00004048001	15.4143	14.1093
Os02g0823300	CHC_T00004170001	5.70292	35.5372
Os02g0824000	CHC_T00007367001	15.2197	17.7278
Os02g0826100	CHC_T00004557001	16.3995	18.4722
Os02g0826100	CHC_T00006648001	24.7842	38.2129
Os02g0826500	CHC_T00000568001	34.6821	37.0943
Os02g0827200	CHC_T00002300001	22.6481	11.1301
Os02g0827200	CHC_T00002441001	21.2544	12.2
Os02g0827200	CHC_T00002450001	21.9512	12.5498
Os02g0827200	CHC_T00004333001	20.9059	11.3208
Os02g0827300	CHC_T00005178001	34.8797	37.0438
Os02g0829500	CHC_T00006457001	34.9693	33.1395
Os02g0831300	CHC_T00003410001	28.4884	26.8248
Os02g0832700	CHC_T00004084001	13.0435	3.99556
Os02g0832800	CHC_T00009095001	17.4208	15.4618
Os02g0834000	CHC_T00000146001	47.2081	44.9275
Os02g0834700	CHC_T00001205001	37.6045	34.9741
Os02g0834700	CHC_T00007346001	36.7688	41.5094
Os03g0100040	CHC_T00008865001	47.9058	59.2233
Os03g0100400	CHC_T00003757001	25.7286	30.6587
Os03g0100900	CHC_T00005197001	14.6939	31.8584
Os03g0100900	CHC_T00008514001	18.7755	15.6463
Os03g0100900	CHC_T00009047001	18.7755	13.0312
Os03g0101500	CHC_T00001939001	22.3938	25.3275
Os03g0101600	CHC_T00000564001	23.1884	24.024
Os03g0101900	CHC_T00008892001	24.2009	29.4444
Os03g0102100	CHC_T00006609001	18.1518	18.9003
Os03g0102200	CHC_T00004238001	40.3509	23.9583
Os03g0102300	CHC_T00004465001	3.63636	0.356506
Os03g0102333	CHC_T00004465001	25.8242	4.18895
Os03g0102366	CHC_T00004465001	28.1553	5.16934
Os03g0105600	CHC_T00004301001	65.9955	65.1214
Os03g0105600	CHC_T00008909001	69.1275	67.7632
Os03g0106000	CHC_T00006468001	15.0127	26.1062
Os03g0106400	CHC_T00003864001	29.1358	25.1599
Os03g0107000	CHC_T00007652001	26.6667	8.71935
Os03g0107500	CHC_T00004170001	2.46575	7.43802
Os03g0107900	CHC_T00008920001	27.4005	26.2921
Os03g0107900	CHC_T00009415001	25.7611	25.1716
Os03g0107900	CHC_T00009549001	20.1405	25.7485
Os03g0108000	CHC_T00006626001	31.5385	30.597
Os03g0108200	CHC_T00001870001	13.308	5.68182
Os03g0108800	CHC_T00009317001	31.6964	23.127
Os03g0109300	CHC_T00001062001	29.3839	30.5419
Os03g0109500	CHC_T00010047001	63.1944	67.9104
Os03g0109600	CHC_T00003600001	43.4286	41.3043
Os03g0110400	CHC_T00010279001	16.9279	16.4384
Os03g0111700	CHC_T00005897001	7.92683	1.76152
Os03g0111800	CHC_T00008151001	17.5056	17.0322
Os03g0112800	CHC_T00000491001	17.5492	12.4064
Os03g0112800	CHC_T00006321001	23.7519	19.0073
Os03g0113700	CHC_T00008003001	61.9823	66.4025
Os03g0114300	CHC_T00008363001	29.9595	15.4381
Os03g0114400	CHC_T00006054001	16.2524	14.3581
Os03g0114400	CHC_T00006134001	13.7667	9.84952
Os03g0114400	CHC_T00007058001	13.0019	20.4819
Os03g0114400	CHC_T00007066001	14.7228	14.4465
Os03g0114900	CHC_T00005238001	27.8351	31.2139
Os03g0114900	CHC_T00005559001	29.3814	22.0077
Os03g0115400	CHC_T00009070001	21.0456	9.98093
Os03g0116000	CHC_T00001318001	19.6172	20.0489
Os03g0116500	CHC_T00001498001	39.0023	38.1375
Os03g0117800	CHC_T00000139001	42.1053	41.4986
Os03g0118400	CHC_T00009317001	73.0061	38.7622
Os03g0118700	CHC_T00008591001	21.718	20.9375
Os03g0118800	CHC_T00008149001	41.6847	42.4176
Os03g0118900	CHC_T00003335001	19.8704	17.6583
Os03g0119100	CHC_T00005313001	37.3653	36.3636
Os03g0119100	CHC_T00010222001	32.4551	30.1782
Os03g0119900	CHC_T00008336001	94.1748	94.1748
Os03g0119900	CHC_T00009168001	93.2039	93.2039
Os03g0119900	CHC_T00009200001	93.2039	93.2039
Os03g0120100	CHC_T00004167001	28.5294	27.5568
Os03g0121700	CHC_T00007417001	43.8914	46.1905
Os03g0121800	CHC_T00004988001	13.3298	17.4427
Os03g0122200	CHC_325	39.5556	63.5714
Os03g0123100	CHC_T00008828001	58.125	59.6154
Os03g0123300	CHC_T00009134001	28.6807	38.8601
Os03g0124000	CHC_T00007649001	14.044	17.8112
Os03g0125000	CHC_535	31.8996	49.4444
Os03g0125800	CHC_T00005074001	31.2741	21.8329
Os03g0126000	CHC_T00004022001	39.7468	40.7792
Os03g0126100	CHC_T00009559001	7.51708	9.82143
Os03g0126800	CHC_T00008512001	30.7531	18.398
Os03g0127900	CHC_T00005414001	25.1142	8.92857
Os03g0128500	CHC_T00008124001	35.1981	29.666
Os03g0129200	CHC_T00002327001	28.1818	10.6989
Os03g0129300	CHC_T00009438001	55.8559	59.9034
Os03g0129900	CHC_T00007379001	32.6531	27.7457
Os03g0130500	CHC_T00005843001	6.64794	12.4126
Os03g0130800	CHC_T00002359001	11.9548	6.77656
Os03g0131200	CHC_T00007915001	54.2683	54.0486
Os03g0131300	CHC_T00005159001	35.5805	34.7985
Os03g0131500	CHC_T00002659001	27.6882	23.4091
Os03g0133900	CHC_T00008894001	39.8305	37.1053
Os03g0134300	CHC_T00000167001	36.6337	31.9654
Os03g0137500	CHC_T00006710001	19.5652	15.3409
Os03g0137500	CHC_T00007150001	23.1884	23.1047
Os03g0137700	CHC_T00004326001	19.7701	15.6934
Os03g0139100	CHC_T00001050001	78.3784	82.8571
Os03g0141000	CHC_T00007031001	58.75	29.5597
Os03g0143300	CHC_T00009398001	25.5474	6.93069
Os03g0143400	CHC_T00008986001	59.6187	59.6187
Os03g0145200	CHC_T00000149001	19.1781	8.62423
Os03g0145200	CHC_T00004893001	15.9817	11.7845
Os03g0145300	CHC_T00000714001	9.15751	6.0241
Os03g0145300	CHC_T00005911001	9.52381	7.26257
Os03g0145300	CHC_T00008436001	6.59341	4.1958
Os03g0145300	CHC_T00008553001	9.52381	5.81656
Os03g0145300	CHC_T00008592001	9.52381	6.56566
Os03g0145300	CHC_T00008814001	9.89011	6.87023
Os03g0145300	CHC_T00009017001	9.15751	5.98086
Os03g0145300	CHC_T00010079001	9.15751	6.0241
Os03g0145300	CHC_T00010247001	10.2564	7.01754
Os03g0146000	CHC_T00009081001	51.4286	54
Os03g0146300	CHC_T00008966001	65.5556	62.766
Os03g0146400	CHC_T00003882001	29.4896	31.8367
Os03g0147150	CHC_T00008869001	28.2787	11.7747
Os03g0151300	CHC_T00001463001	8.2153	12.2363
Os03g0151300	CHC_T00004626001	10.1983	19.4595
Os03g0151300	CHC_T00007939001	20.1133	7.88013
Os03g0151700	CHC_T00009435001	26.9149	24.6589
Os03g0151800	CHC_T00008704001	75.8962	75.0611
Os03g0151800	CHC_T00009108001	75.8962	75.0611
Os03g0152100	CHC_T00003626001	26.1682	8.06916
Os03g0152700	CHC_T00001402001	20.7229	23.5616
Os03g0153000	CHC_T00010016001	44.8718	5.39291
Os03g0154700	CHC_T00009065001	66.6667	67.3575
Os03g0157400	CHC_T00002695001	26.8482	34.5576
Os03g0157800	CHC_T00009099001	27.1667	17.086
Os03g0157900	CHC_T00000094001	31.6901	37.5
Os03g0158200	CHC_T00009449001	34.0594	35.7588
Os03g0160100	CHC_T00008708001	11.7994	30.5344
Os03g0160100	CHC_T00008793001	16.2242	19.2084
Os03g0160100	CHC_T00008885001	15.1426	20.8108
Os03g0160100	CHC_T00008949001	15.5359	21.0948
Os03g0160100	CHC_T00008979001	16.1259	20.0734
Os03g0160100	CHC_T00009038001	10.6195	36.9863
Os03g0160600	CHC_T00005773001	22.9167	15.8084
Os03g0162200	CHC_T00008850001	70.2899	65.1007
Os03g0163100	CHC_T00004129001	15.2681	15.0057
Os03g0163200	CHC_T00004129001	7.24947	3.89462
Os03g0163300	CHC_T00004712001	40.5405	43.6893
Os03g0165000	CHC_T00002964001	28.392	11.9958
Os03g0165300	CHC_T00007649001	14.6819	19.3133
Os03g0165800	CHC_T00010136001	25.1121	24.8889
Os03g0165800	CHC_T00010183001	17.9372	17.3913
Os03g0166800	CHC_T00002326001	22.2405	37.1901
Os03g0167700	CHC_T00009030001	76.1146	80.2013
Os03g0169100	CHC_T00008270001	58.0292	57.8182
Os03g0169400	CHC_520	13.7143	22.4299
Os03g0170300	CHC_T00001993001	33.5897	33.1646
Os03g0170900	CHC_T00002300001	22.4907	20.7192
Os03g0170900	CHC_T00002441001	23.2342	25
Os03g0170900	CHC_T00002450001	20.0744	21.5139
Os03g0170900	CHC_T00004333001	23.4201	23.7736
Os03g0172200	CHC_T00007482001	31.8436	32.6648
Os03g0174100	CHC_T00010143001	32.2115	19.8813
Os03g0174500	CHC_T00009314001	46.3115	52.8037
Os03g0174600	CHC_T00004341001	40.5738	31.7308
Os03g0175600	CHC_T00008379001	45.1613	45.9016
Os03g0176100	CHC_T00004761001	15.2778	19.6429
Os03g0177400	CHC_T00009511001	45.1902	43.5345
Os03g0177900	CHC_T00009511001	45.1902	43.5345
Os03g0178000	CHC_T00009511001	45.1902	43.5345
Os03g0178200	CHC_T00001065001	24.7899	30.7292
Os03g0180400	CHC_T00009373001	59.3496	58.1673
Os03g0180700	CHC_T00008978001	20.0846	44.3925
Os03g0181500	CHC_T00009104001	38.3764	35.924
Os03g0182600	CHC_T00010206001	47.2131	45.5696
Os03g0182700	CHC_T00008737001	34.0708	35.4839
Os03g0184000	CHC_T00009492001	49.654	59.9165
Os03g0184550	CHC_T00000928001	21.9941	20.3804
Os03g0184600	CHC_T00000928001	28.866	7.6087
Os03g0184700	CHC_T00010212001	29.8153	31.1295
Os03g0185000	CHC_T00008894001	40.1993	31.8421
Os03g0186100	CHC_T00007253001	37.0861	34.2508
Os03g0187300	CHC_T00002852001	21.7009	10.6475
Os03g0189400	CHC_T00010066001	39.3701	39.7878
Os03g0189600	CHC_T00010066001	36.6755	36.87
Os03g0190100	CHC_T00003042001	27.9133	33.7705
Os03g0190800	CHC_T00004996001	55.4645	56.2327
Os03g0191100	CHC_T00002198001	19.9525	7.02341
Os03g0191400	CHC_T00008465001	66.9767	67.9245
Os03g0192400	CHC_T00008785001	37.3239	37.3239
Os03g0192500	CHC_T00002159001	16.3445	21.6783
Os03g0192500	CHC_T00002987001	18.1019	24.7596
Os03g0192700	CHC_T00009031001	51.1765	48.513
Os03g0192800	CHC_T00003069001	19.2926	8.48656
Os03g0193075	CHC_T00001790001	40.9091	37.5
Os03g0193400	CHC_T00003381001	19.3069	8.14196
Os03g0193700	CHC_T00009072001	4.58716	1.98413
Os03g0194400	CHC_T00008016001	33.0233	30.8696
Os03g0195100	CHC_T00008432001	52.7273	52.2523
Os03g0195200	CHC_T00002807001	37.1324	37.5465
Os03g0196600	CHC_T00008894001	40.6349	33.6842
Os03g0196800	CHC_455	35.1351	61.3208
Os03g0196900	CHC_T00004187001	28.4746	13.748
Os03g0197400	CHC_T00000805001	33.0827	36.9748
Os03g0198300	CHC_T00000199001	7.743	11.1374
Os03g0198400	CHC_T00009407001	52.5843	50.54
Os03g0198500	CHC_T00005197001	17.8138	38.9381
Os03g0198500	CHC_T00008514001	23.0769	19.3878
Os03g0198500	CHC_T00009047001	23.4818	16.4306
Os03g0200500	CHC_T00010192001	67.5573	66.7924
Os03g0200700	CHC_T00001990001	23.9067	25.5452
Os03g0200800	CHC_T00010176001	57.6087	49.7653
Os03g0201100	CHC_T00001971001	2.68456	0.956938
Os03g0201600	CHC_T00000975001	22.9927	16.8449
Os03g0202001	CHC_T00009458001	36	42.6724
Os03g0202200	CHC_T00006710001	23.8267	18.75
Os03g0202200	CHC_T00007150001	25.9928	25.9928
Os03g0202300	CHC_T00008558001	29.1237	24.0426
Os03g0203700	CHC_T00006343001	34.7399	35.5422
Os03g0204100	CHC_T00009469001	13.6771	12.3482
Os03g0205400	CHC_T00009133001	22.179	22.7092
Os03g0205500	CHC_T00005938001	16.4557	6.30048
Os03g0206300	CHC_T00008831001	10.6557	9.55882
Os03g0207250	CHC_T00009060001	44.5378	28.3422
Os03g0207300	CHC_T00008756001	67.7711	61.3079
Os03g0207900	CHC_T00004831001	26.8421	23.3588
Os03g0208500	CHC_T00001331001	27.4809	28.7425
Os03g0209600	CHC_T00007020001	39.8671	56.338
Os03g0212700	CHC_T00009305001	43.7148	46.6934
Os03g0213100	CHC_T00008648001	64.6316	65.0424
Os03g0214400	CHC_T00008344001	36.3445	41.2888
Os03g0214600	CHC_T00005557001	31.6883	31.4433
Os03g0215800	CHC_T00008842001	22	36.1314
Os03g0216600	CHC_T00008497001	45.9397	39.8792
Os03g0216700	CHC_T00007437001	16.6375	29.1411
Os03g0219100	CHC_T00003436001	13.4703	15.285
Os03g0219200	CHC_T00008473001	31.4815	25.2475
Os03g0219200	CHC_T00010182001	32.0988	17.6271
Os03g0219300	CHC_T00008699001	72.3831	72.7069
Os03g0219300	CHC_T00008870001	73.4967	73.8255
Os03g0219700	CHC_T00008647001	28.7958	21.9707
Os03g0219800	CHC_T00000440001	13.2353	5.20984
Os03g0219900	CHC_T00012001001	31.9392	33.4661
Os03g0220100	CHC_T00009104001	44.1296	37.6511
Os03g0223200	CHC_T00009372001	28.534	28.9125
Os03g0223400	CHC_T00005451001	58.5434	59.2068
Os03g0223400	CHC_T00005454001	57.1429	59.824
Os03g0223400	CHC_T00010135001	58.2633	43.2432
Os03g0223800	CHC_T00005683001	12.1622	0.745033
Os03g0224300	CHC_T00010201001	37.8307	30.042
Os03g0225100	CHC_T00008752001	25.9587	22.8571
Os03g0225100	CHC_T00008994001	26.5487	17.0778
Os03g0225600	CHC_T00003522001	22.807	4.42177
Os03g0226400	CHC_T00004363001	27.4559	33.2317
Os03g0227000	CHC_T00009109001	48.0491	47.1554
Os03g0227300	CHC_T00005408001	23.5154	9.4196
Os03g0228400	CHC_T00009541001	45.7831	44.9704
Os03g0231600	CHC_T00003864001	26.506	23.4542
Os03g0232500	CHC_T00003059001	17.9245	12.1277
Os03g0233800	CHC_T00002401001	14.3791	14.1252
Os03g0234200	CHC_T00010349001	77.551	23.3129
Os03g0237000	CHC_T00005069001	41.6807	42.2487
Os03g0237100	CHC_T00007631001	35.2201	31.4607
Os03g0238300	CHC_T00005773001	25.2525	14.9701
Os03g0238600	CHC_T00005741001	28.0236	23.3415
Os03g0240800	CHC_T00006981001	53.7879	58.1967
Os03g0241200	CHC_T00010068001	73.4375	73.4375
Os03g0242200	CHC_T00005607001	22.7811	27.8986
Os03g0243100	CHC_T00000738001	25.8741	26.4286
Os03g0243100	CHC_T00004393001	25.1748	24.6575
Os03g0243300	CHC_T00006377001	31.8408	40.2516
Os03g0245100	CHC_T00003353001	40.3077	38.7574
Os03g0245700	CHC_T00009104001	39.8496	36.6149
Os03g0248600	CHC_T00005319001	20	63.5714
Os03g0248600	CHC_T00007899001	19.5506	62.1429
Os03g0248600	CHC_T00008490001	57.3034	61.7433
Os03g0248600	CHC_T00008696001	64.4944	56.2745
Os03g0248600	CHC_T00009127001	68.764	69.3878
Os03g0249400	CHC_T00010190001	66.9291	72.0339
Os03g0249500	CHC_T00000999001	28.5124	47.4227
Os03g0251500	CHC_T00005827001	41.2195	41.5744
Os03g0251500	CHC_T00010124001	44.3902	41.791
Os03g0252800	CHC_T00008326001	35.4639	35.4639
Os03g0254200	CHC_T00002313001	11.2299	5.30303
Os03g0254800	CHC_T00008653001	55.0228	56.5728
Os03g0254900	CHC_T00002227001	14.1372	11.2957
Os03g0256400	CHC_T00001287001	48.5915	40.0581
Os03g0259300	CHC_T00008688001	20.4611	8.9477
Os03g0259300	CHC_T00008860001	22.4784	14.1304
Os03g0260000	CHC_T00005209001	20.7965	21.6923
Os03g0260100	CHC_T00003519001	15.0289	4
Os03g0261900	CHC_T00003913001	22.3926	6.26072
Os03g0261950	CHC_T00003913001	33.3333	3.51629
Os03g0262000	CHC_T00002812001	25.1142	16.0116
Os03g0262400	CHC_T00010025001	28.6344	33.1633
Os03g0263400	CHC_T00003058001	27.3504	8.64865
Os03g0263500	CHC_T00005573001	41.433	51.5504
Os03g0264000	CHC_T00009025001	26.7606	21.5297
Os03g0264400	CHC_T00008898001	47.8548	48.3333
Os03g0265100	CHC_T00003861001	45.0602	39.4515
Os03g0265100	CHC_T00009320001	17.5904	17.8922
Os03g0265200	CHC_T00000525001	26.2376	27.3196
Os03g0265400	CHC_590	21.9814	32.8704
Os03g0265600	CHC_T00010032001	2.4	0.862069
Os03g0265600	CHC_T00010323001	2.4	0.862069
Os03g0266000	CHC_T00007985001	24.5536	28.4974
Os03g0267300	CHC_T00008570001	50.4926	50.6173
Os03g0268000	CHC_T00008630001	72.3602	71.4724
Os03g0268300	CHC_T00008344001	36.5011	40.3341
Os03g0268400	CHC_T00009182001	58.1717	58.6592
Os03g0268900	CHC_T00008496001	25.5556	30.3965
Os03g0269000	CHC_T00008496001	23.0047	21.5859
Os03g0269100	CHC_T00008496001	18.1818	24.6696
Os03g0271100	CHC_T00004323001	24.2593	31.6425
Os03g0271100	CHC_T00005988001	23.8889	25.4941
Os03g0271100	CHC_T00007368001	23.8889	30.3529
Os03g0271600	CHC_T00003966001	16.8459	27.8107
Os03g0274000	CHC_T00002480001	27.4298	29.8122
Os03g0275500	CHC_T00008646001	20.1229	18.2451
Os03g0276500	CHC_T00010187001	74.9231	74.2378
Os03g0276800	CHC_T00010187001	64.2857	54.878
Os03g0276900	CHC_T00000714001	22.1393	21.4458
Os03g0276900	CHC_T00005911001	19.1542	21.5084
Os03g0276900	CHC_T00008436001	17.9104	16.7832
Os03g0276900	CHC_T00008553001	21.6418	19.4631
Os03g0276900	CHC_T00008592001	17.9104	18.1818
Os03g0276900	CHC_T00008814001	20.1493	20.6107
Os03g0276900	CHC_T00009017001	19.403	18.6603
Os03g0276900	CHC_T00010079001	22.3881	21.6867
Os03g0276900	CHC_T00010247001	21.6418	21.8045
Os03g0277000	CHC_T00009036001	51.9016	50.5447
Os03g0278000	CHC_T00008912001	63.1429	54.1667
Os03g0278000	CHC_T00008950001	62.8571	61.6246
Os03g0278200	CHC_T00009237001	26.0741	47.3118
Os03g0278300	CHC_T00010137001	27.8388	23.0303
Os03g0278400	CHC_T00008067001	18.9845	21.1302
Os03g0278800	CHC_T00010093001	24.8555	29.4521
Os03g0278800	CHC_T00010299001	25.4335	26.3473
Os03g0278900	CHC_830	23.6967	30.8642
Os03g0279000	CHC_T00008338001	51.9737	63.2
Os03g0279000	CHC_T00009535001	51.3158	61.9048
Os03g0279200	CHC_T00008687001	52.8302	65.625
Os03g0279200	CHC_T00009247001	52.8302	68.8525
Os03g0279400	CHC_T00008260001	45.7883	50.4762
Os03g0279900	CHC_T00010092001	23.2787	23.9865
Os03g0280000	CHC_T00001951001	28.4904	31.1628
Os03g0280000	CHC_T00006026001	31.3962	32.8391
Os03g0280000	CHC_T00006926001	29.1283	35.0384
Os03g0280800	CHC_T00008912001	51.3126	52.6961
Os03g0280800	CHC_T00008950001	50.8353	59.6639
Os03g0283600	CHC_T00009507001	22.7964	40.5405
Os03g0284400	CHC_T00003658001	22.7273	22.2222
Os03g0284800	CHC_T00006880001	56.3348	63.3588
Os03g0285700	CHC_T00008640001	52	43.771
Os03g0285700	CHC_T00010024001	51.2	54.0084
Os03g0285800	CHC_T00009267001	51.7615	50.2632
Os03g0286200	CHC_T00003465001	35.3383	45.1923
Os03g0286300	CHC_T00006110001	15.528	18.5874
Os03g0287100	CHC_T00000148001	33.3333	13.0909
Os03g0289100	CHC_T00008782001	26.0949	12.4456
Os03g0289100	CHC_T00009300001	45.8029	48.6434
Os03g0289100	CHC_T00009502001	20.6204	25.3933
Os03g0289200	CHC_T00002301001	27.7344	30.8696
Os03g0289300	CHC_T00005154001	21.5962	18.5484
Os03g0290300	CHC_T00009454001	32.2464	16.6979
Os03g0290500	CHC_T00004995001	25.8765	25.4098
Os03g0291500	CHC_T00004458001	41.8874	44.8582
Os03g0292100	CHC_T00000279001	27.8772	27.8061
Os03g0292800	CHC_T00006060001	35.4067	34.5794
Os03g0292900	CHC_T00005660001	16.8254	5.48087
