Gene stable ID	Lupinus angustifolius gene stable ID	%id. target Lupinus angustifolius gene identical to query gene	%id. query gene identical to target Lupinus angustifolius gene
Os01g0866700	TanjilG_21709	89.4231	96.875
Os01g0866700	TanjilG_32685	88.4615	92.9293
Os01g0867200	TanjilG_23304	42.6593	56
Os01g0867300	TanjilG_17548	26.3158	33.4928
Os01g0867600	TanjilG_21702	54.3548	58.4055
Os01g0867800	TanjilG_13570	68.3371	57.6923
Os01g0868200	TanjilG_06155	56.3679	54.0724
Os01g0868200	TanjilG_20907	59.434	60
Os01g0868300	TanjilG_06189	60.1695	59.4716
Os01g0869200	TanjilG_02435	47.6077	45.4338
Os01g0869400	TanjilG_26016	32.9049	29.2237
Os01g0869500	TanjilG_10836	74.3202	74.5455
Os01g0869800	TanjilG_12091	62.3134	84.3434
Os01g0869900	TanjilG_06327	59.7222	75.9717
Os01g0869900	TanjilG_14911	56.9444	33.9404
Os01g0869900	TanjilG_26709	77.5	78.8136
Os01g0869900	TanjilG_29908	60.8333	74.2373
Os01g0870100	TanjilG_14919	59.7927	66.7824
Os01g0870201	TanjilG_28677	56.8966	35.4077
Os01g0870400	TanjilG_06527	48.301	49.441
Os01g0870500	TanjilG_06527	57.4163	29.8137
Os01g0871000	TanjilG_06527	52.1812	38.6335
Os01g0871200	TanjilG_30915	47.1264	47.5822
Os01g0871200	TanjilG_31985	46.9349	47.5728
Os01g0871300	TanjilG_14121	72.9258	77.6744
Os01g0871350	TanjilG_25056	34.5912	52.8846
Os01g0871350	TanjilG_25698	36.478	55.7692
Os01g0871350	TanjilG_31989	35.8491	55.3398
Os01g0871500	TanjilG_18274	38.3486	44.9462
Os01g0871500	TanjilG_28542	52.6605	50.7965
Os01g0871600	TanjilG_18274	36.2132	42.3656
Os01g0871600	TanjilG_28542	49.8162	47.9646
Os01g0871900	TanjilG_18274	24.5495	23.4409
Os01g0871900	TanjilG_28542	39.4144	30.9735
Os01g0872000	TanjilG_18274	30.7263	35.4839
Os01g0872000	TanjilG_28542	44.1341	41.9469
Os01g0872100	TanjilG_18274	29.2052	33.9785
Os01g0872100	TanjilG_28542	42.8835	41.0619
Os01g0872500	TanjilG_18274	48.4765	37.6344
Os01g0872500	TanjilG_28542	48.4765	30.9735
Os01g0872600	TanjilG_18274	24.2857	10.9677
Os01g0872600	TanjilG_28542	48.0952	17.8761
Os01g0872700	TanjilG_08161	62.3596	64.5975
Os01g0872700	TanjilG_16130	65.0749	66.8269
Os01g0872800	TanjilG_17649	67.4699	68.5714
Os01g0872800	TanjilG_28736	24.498	53.2751
Os01g0873700	TanjilG_19577	66.6667	70.1449
Os01g0873700	TanjilG_29917	63.9118	67.2464
Os01g0873900	TanjilG_19576	50.5682	28.1201
Os01g0873900	TanjilG_25052	62.5	33.8983
Os01g0873900	TanjilG_29916	56.5341	31.7891
Os01g0874100	TanjilG_20492	57.8231	51.9348
Os01g0874300	TanjilG_06324	35.1916	49.2683
Os01g0874700	TanjilG_06326	46.1664	48.6254
Os01g0874700	TanjilG_16340	37.3573	48.9316
Os01g0874700	TanjilG_19569	46.6558	45.1817
Os01g0874700	TanjilG_29907	45.3507	47.3595
Os01g0874800	TanjilG_31984	43.5754	57.5646
Os01g0874900	TanjilG_04949	60.3333	65.1079
Os01g0875000	TanjilG_02789	42.7673	42.236
Os01g0875300	TanjilG_01861	34.7134	53.9604
Os01g0875300	TanjilG_13878	35.0318	47.0085
Os01g0875400	TanjilG_24286	64.5714	69.3252
Os01g0875500	TanjilG_16853	55.3863	62.5307
Os01g0875800	TanjilG_14929	53.3854	51.8987
Os01g0876100	TanjilG_23736	53.8991	31.1878
Os01g0876400	TanjilG_26744	34.72	33.2822
Os01g0877500	TanjilG_15088	43.8547	44.7932
Os01g0877500	TanjilG_25747	42.4581	42.9986
Os01g0879400	TanjilG_07692	60.3814	61.8221
Os01g0880200	TanjilG_15643	65.5118	64.5963
Os01g0880300	TanjilG_31867	47.2222	48.6641
Os01g0880400	TanjilG_18095	34.7418	51.5679
Os01g0880800	TanjilG_14089	55.9055	55.1813
Os01g0880800	TanjilG_24345	64.042	68.1564
Os01g0881100	TanjilG_14892	40.691	37.3239
Os01g0881100	TanjilG_23757	41.6507	35.6908
Os01g0881400	TanjilG_27626	5.30086	8.58469
Os01g0881500	TanjilG_15641	56.962	53.7543
Os01g0881500	TanjilG_19886	56.6004	53.9655
Os01g0881900	TanjilG_14098	60.9499	61.9303
Os01g0881900	TanjilG_19883	60.686	63.1868
Os01g0881900	TanjilG_19918	61.7414	63.587
Os01g0882200	TanjilG_07797	50	15.6388
Os01g0882200	TanjilG_15146	51.4085	18.25
Os01g0882200	TanjilG_28743	52.1127	16.2996
Os01g0882300	TanjilG_14917	78.6111	76.6938
Os01g0882800	TanjilG_01870	61.0656	61.4433
Os01g0882800	TanjilG_02439	65.5738	66.2526
Os01g0882800	TanjilG_03587	56.5574	56.2118
Os01g0882800	TanjilG_11748	67.0082	67.1458
Os01g0882800	TanjilG_12097	68.8525	69.1358
Os01g0883000	TanjilG_14909	34.9169	46.0094
Os01g0883000	TanjilG_24296	25.0594	37.9496
Os01g0883100	TanjilG_11754	51.1962	62.5731
Os01g0883100	TanjilG_19933	44.9761	56.9697
Os01g0883200	TanjilG_11753	39.2593	21.3423
Os01g0883200	TanjilG_12099	39.2593	21.2
Os01g0883400	TanjilG_01877	28.0543	8.92086
Os01g0883400	TanjilG_13897	26.6968	13.2584
Os01g0883400	TanjilG_13899	24.4344	22.6891
Os01g0883800	TanjilG_02443	47.5578	49.5979
Os01g0883800	TanjilG_02445	42.9306	44.1799
Os01g0883800	TanjilG_25820	37.018	48.1605
Os01g0883900	TanjilG_02446	60.0496	57.0755
Os01g0883900	TanjilG_19924	53.3499	39.1265
Os01g0883900	TanjilG_19925	49.0074	49.3134
Os01g0883900	TanjilG_25821	60.67	61.125
Os01g0884300	TanjilG_02436	55.1155	58.1882
Os01g0884300	TanjilG_16851	43.8944	54.9587
Os01g0884400	TanjilG_24055	41.6468	44.2332
Os01g0884500	TanjilG_06773	11.5471	29.7688
Os01g0884500	TanjilG_08414	16.9283	24.3156
Os01g0884500	TanjilG_16123	11.8834	32.716
Os01g0885000	TanjilG_17707	72.0721	70.7965
Os01g0885000	TanjilG_17976	69.3694	68.1416
Os01g0885000	TanjilG_22939	73.8739	72.5664
Os01g0885200	TanjilG_14925	42.5693	42.3559
Os01g0885900	TanjilG_22933	28.3898	37.4302
Os01g0886200	TanjilG_11389	22.2642	49.1667
Os01g0886200	TanjilG_27603	17.7358	45.6311
Os01g0886300	TanjilG_14923	58.9655	58.5616
Os01g0886500	TanjilG_15093	49.6296	48.2014
Os01g0886600	TanjilG_15091	63.9113	56.3055
Os01g0886600	TanjilG_17684	58.0645	34.657
Os01g0888300	TanjilG_23737	42.4779	24.7742
Os01g0888600	TanjilG_14244	59.761	58.8235
Os01g0889000	TanjilG_22671	40.9567	56.0327
Os01g0889400	TanjilG_22343	39.777	47.9821
Os01g0889900	TanjilG_06527	50	51.3043
Os01g0890200	TanjilG_06527	47.5888	46.5839
Os01g0890600	TanjilG_06527	48.3713	36.8944
Os01g0891100	TanjilG_16577	29.8013	16.2455
Os01g0891300	TanjilG_06304	63.2312	65.4179
Os01g0891400	TanjilG_02385	74.0586	74.6835
Os01g0892800	TanjilG_24282	57.4423	57.8059
Os01g0894000	TanjilG_32389	29.4679	50.116
Os01g0894500	TanjilG_18296	63.5802	63.5802
Os01g0894600	TanjilG_26011	36.0731	27.9152
Os01g0895200	TanjilG_30518	35.9268	32.8452
Os01g0895300	TanjilG_30518	42.973	33.2636
Os01g0895600	TanjilG_10677	73.125	54.8009
Os01g0896200	TanjilG_18293	36.7953	24.1245
Os01g0896200	TanjilG_26006	36.4985	26.9737
Os01g0896400	TanjilG_09392	48.1928	43.0108
Os01g0896400	TanjilG_15809	41.5663	43.3962
Os01g0896700	TanjilG_05522	61.5132	76.3265
Os01g0896700	TanjilG_11229	76.3158	77.592
Os01g0896700	TanjilG_21055	18.4211	45.9016
Os01g0896700	TanjilG_30516	77.6316	78.1457
Os01g0896800	TanjilG_05522	56.1562	76.3265
Os01g0896800	TanjilG_11229	69.6697	77.592
Os01g0896800	TanjilG_21055	16.5165	45.082
Os01g0896800	TanjilG_30516	70.8709	78.1457
Os01g0897100	TanjilG_16531	41.8468	36.9151
Os01g0897200	TanjilG_11226	34.8592	31.4286
Os01g0897300	TanjilG_11226	43.1655	38.0952
Os01g0897500	TanjilG_11157	55.5556	10.6952
Os01g0897600	TanjilG_14305	65.2174	64.1548
Os01g0897700	TanjilG_05518	64.3443	15.5446
Os01g0897700	TanjilG_11222	62.2951	9.96068
Os01g0897700	TanjilG_27400	59.0164	16.3265
Os01g0897700	TanjilG_30523	61.8852	13.6652
Os01g0897800	TanjilG_07290	34.6919	27.3952
Os01g0897800	TanjilG_19647	34.8815	29.2063
Os01g0899000	TanjilG_18233	75.0677	74.0642
Os01g0899200	TanjilG_14787	28.3019	44.1176
Os01g0899275	TanjilG_00356	50.6173	24.1176
Os01g0899350	TanjilG_00356	44.5652	24.1176
Os01g0899700	TanjilG_18242	41.5049	12.1535
Os01g0900400	TanjilG_08862	49.1954	49.537
Os01g0900400	TanjilG_27650	50.5747	42.9688
Os01g0900700	TanjilG_08862	41.5556	43.287
Os01g0900700	TanjilG_27650	44.8889	39.4531
Os01g0900800	TanjilG_18243	33.0749	27.9476
Os01g0901000	TanjilG_11008	55.375	57.6823
Os01g0901000	TanjilG_18301	54.5	57.0681
Os01g0901200	TanjilG_03512	66.8998	70.516
Os01g0901500	TanjilG_04918	47.7376	37.9496
Os01g0901600	TanjilG_04918	48.495	52.1583
Os01g0901900	TanjilG_18278	52.9915	35.8382
Os01g0902700	TanjilG_08260	54.5781	52.6863
Os01g0902700	TanjilG_14479	51.8851	50.8803
Os01g0902700	TanjilG_20179	52.0646	50.6993
Os01g0902800	TanjilG_08260	50.8227	48.1802
Os01g0902800	TanjilG_14479	47.532	45.7746
Os01g0902800	TanjilG_20179	49.1773	47.028
Os01g0904300	TanjilG_18116	66.3793	68.75
Os01g0904400	TanjilG_29371	73.5319	73.5319
Os01g0904500	TanjilG_15353	63.145	64.411
Os01g0905700	TanjilG_11015	50	48.8372
Os01g0905700	TanjilG_29328	50.3968	49.6094
Os01g0905800	TanjilG_20478	83.7989	83.7989
Os01g0905800	TanjilG_30896	82.9609	37.3116
Os01g0905800	TanjilG_32201	79.8883	79.8883
Os01g0906600	TanjilG_11576	57.0952	38.5569
Os01g0907300	TanjilG_08427	48.7013	50.6757
Os01g0907400	TanjilG_06442	37.4028	29.9129
Os01g0907600	TanjilG_11587	56.6038	58.0111
Os01g0907900	TanjilG_11019	32.9429	38.9273
Os01g0908100	TanjilG_04938	64.1304	54.5035
Os01g0908100	TanjilG_31365	59.7826	41.4313
Os01g0908200	TanjilG_11579	40.9222	41.6422
Os01g0908400	TanjilG_19370	67.2131	65.0794
Os01g0908500	TanjilG_02435	49.7748	50.4566
Os01g0908700	TanjilG_06263	11.6592	72.2222
Os01g0908700	TanjilG_08362	7.17489	57.1429
Os01g0908700	TanjilG_11022	63.4529	64.6119
Os01g0908700	TanjilG_11582	62.3318	62.754
Os01g0908800	TanjilG_31134	28.8538	38.2199
Os01g0909100	TanjilG_16266	4.5082	5.58376
Os01g0909100	TanjilG_16267	16.8033	40.1961
Os01g0909100	TanjilG_30894	23.7705	18.4127
Os01g0909150	TanjilG_16266	7.56302	4.56853
Os01g0909150	TanjilG_16267	33.6134	39.2157
Os01g0909150	TanjilG_30894	36.1345	13.6508
Os01g0909200	TanjilG_27883	8.96426	47.7419
Os01g0909500	TanjilG_16266	7.20339	8.62944
Os01g0909500	TanjilG_16267	11.0169	25.4902
Os01g0909500	TanjilG_30894	22.4576	16.8254
Os01g0911000	TanjilG_14947	40.597	42.6332
Os01g0911200	TanjilG_19790	56.5903	46.6903
Os01g0911200	TanjilG_32402	57.4499	59.0574
Os01g0911300	TanjilG_13658	61.326	32.5513
Os01g0911700	TanjilG_08475	30.5365	27.4752
Os01g0911700	TanjilG_12766	32.4622	29.0283
Os01g0911800	TanjilG_21201	32.8947	21.6638
Os01g0911800	TanjilG_23963	4.60526	64.8148
Os01g0911800	TanjilG_23964	29.3421	32.746
Os01g0913100	TanjilG_14045	36.8421	37.5
Os01g0913100	TanjilG_21807	30.9942	37.8571
Os01g0913100	TanjilG_31172	39.7661	34.6939
Os01g0913300	TanjilG_12742	32.1667	34.6499
Os01g0913300	TanjilG_21138	49.3333	47.8964
Os01g0913300	TanjilG_21663	37.8333	37.2131
Os01g0913300	TanjilG_26661	49.3333	48.5246
Os01g0913600	TanjilG_07614	58.9862	51.2
Os01g0914800	TanjilG_08354	54.7809	47.4138
Os01g0914800	TanjilG_15099	54.5817	46.9178
Os01g0915200	TanjilG_10997	31.0127	38.5827
Os01g0915200	TanjilG_21012	39.8734	50
Os01g0915400	TanjilG_10153	79.4872	12.5253
Os01g0915401	TanjilG_10997	28.3784	33.0709
Os01g0915401	TanjilG_21012	33.1081	38.8889
Os01g0915800	TanjilG_14233	64.557	66.6667
Os01g0916200	TanjilG_16534	67.696	57.9268
Os01g0916300	TanjilG_11994	40.6489	56.2005
Os01g0916800	TanjilG_21938	57.4085	51.9826
Os01g0917400	TanjilG_10162	55.3531	57.0423
Os01g0917900	TanjilG_08434	26.1981	22.8412
Os01g0918100	TanjilG_14226	31.7568	30.6189
Os01g0918200	TanjilG_08429	76.2376	75.4902
Os01g0918200	TanjilG_08430	76.2376	75.4902
Os01g0918300	TanjilG_08429	78	76.4706
Os01g0918300	TanjilG_08430	78	76.4706
Os01g0919100	TanjilG_10966	44.9833	48.3813
Os01g0919100	TanjilG_10967	39.7993	42.8829
Os01g0919100	TanjilG_10968	38.796	48.1328
Os01g0919500	TanjilG_07164	21.9917	27.8947
Os01g0919600	TanjilG_10161	37.0115	51.6026
Os01g0919600	TanjilG_14927	43.4483	48.5861
Os01g0919800	TanjilG_25247	61.4325	58.377
Os01g0919900	TanjilG_26005	68.25	82.2289
Os01g0920000	TanjilG_25246	54.9479	49.5305
Os01g0920200	TanjilG_13607	71.6814	69.8276
Os01g0920200	TanjilG_19508	70.7965	52.6316
Os01g0920300	TanjilG_15362	60.0629	31.5702
Os01g0920400	TanjilG_00409	66.0147	65.6934
Os01g0920400	TanjilG_14864	67.6039	59.6548
Os01g0921200	TanjilG_07592	56.7661	41.9136
Os01g0921200	TanjilG_07593	50.5734	58.4106
Os01g0921500	TanjilG_06454	49.8851	52.1635
Os01g0921500	TanjilG_14611	52.8736	56.9307
Os01g0921800	TanjilG_14617	39.433	43.9655
Os01g0921800	TanjilG_21821	46.9072	45.3865
Os01g0922600	TanjilG_06459	30.5466	24.1117
Os01g0922600	TanjilG_13597	27.6527	23.8227
Os01g0922600	TanjilG_19905	27.0096	24.7059
Os01g0923000	TanjilG_10998	29.771	34.2105
Os01g0923000	TanjilG_18167	25.9542	28.8136
Os01g0923600	TanjilG_07612	39.18	36.2869
Os01g0923700	TanjilG_07611	57.6735	59.6562
Os01g0923700	TanjilG_10999	57.478	52.8777
Os01g0923700	TanjilG_21829	57.869	59.7376
Os01g0923900	TanjilG_21827	46.7269	52.2727
Os01g0924200	TanjilG_06461	26.0638	24.1379
Os01g0924400	TanjilG_13594	41.0095	43.4783
Os01g0924400	TanjilG_19902	39.1167	44.7653
Os01g0924600	TanjilG_13591	23.9035	6.80824
Os01g0924600	TanjilG_17570	20.8333	4.13403
Os01g0924600	TanjilG_23957	23.6842	6.93196
Os01g0924800	TanjilG_13590	86.076	52.3077
Os01g0924800	TanjilG_16422	85.443	55.7851
Os01g0924800	TanjilG_17569	87.9747	53.4615
Os01g0924900	TanjilG_15271	6.28684	7.72947
Os01g0924933	TanjilG_13589	55.2573	57.1759
Os01g0924933	TanjilG_17554	54.3624	56.1201
Os01g0924966	TanjilG_10252	32.948	33.3333
Os01g0925000	TanjilG_10315	26.9388	26.7206
Os01g0925000	TanjilG_17555	27.3469	27.2358
Os01g0925200	TanjilG_19564	50.1718	54.0741
Os01g0925200	TanjilG_19565	36.4261	50.9615
Os01g0925300	TanjilG_17556	60.5327	58.0046
Os01g0925300	TanjilG_23955	61.5012	58.1236
Os01g0925700	TanjilG_25394	47.1698	31.4748
Os01g0925800	TanjilG_25395	70.7692	71.875
Os01g0926300	TanjilG_08861	77.0833	76.0274
Os01g0926300	TanjilG_10244	77.5463	23.1034
Os01g0926400	TanjilG_11563	71.09	72.1154
Os01g0926400	TanjilG_12186	71.09	72.1154
Os01g0926400	TanjilG_16836	70.3792	72.2628
Os01g0926600	TanjilG_11563	81.2048	81.0096
Os01g0926600	TanjilG_12186	80.241	80.0481
Os01g0926600	TanjilG_16836	79.0361	79.8054
Os01g0926700	TanjilG_11563	89.2857	60.0962
Os01g0926700	TanjilG_12186	88.9286	59.8558
Os01g0926700	TanjilG_16836	87.5	59.6107
Os01g0926800	TanjilG_11564	48.9879	47.6378
Os01g0926800	TanjilG_12188	48.583	43.956
Os01g0926800	TanjilG_16835	46.9636	47.7366
Os01g0927400	TanjilG_11569	27.36	24.2898
Os01g0927500	TanjilG_12056	43.9614	54.3284
Os01g0927600	TanjilG_03588	51.9802	52.5657
Os01g0927600	TanjilG_11570	52.104	51.1543
Os01g0927600	TanjilG_20317	52.8465	50.7126
Os01g0927600	TanjilG_20318	36.3861	35.7664
Os01g0927900	TanjilG_21174	67.5439	67.6626
Os01g0928000	TanjilG_20290	47.5066	33.7058
Os01g0928000	TanjilG_20316	44.0945	33.6673
Os01g0928600	TanjilG_08888	73.3467	74.8466
Os01g0928600	TanjilG_20295	73.1463	74.6421
Os01g0928600	TanjilG_23959	69.9399	73.7844
Os01g0928700	TanjilG_08888	77.2636	78.5276
Os01g0928700	TanjilG_20295	77.666	78.9366
Os01g0928700	TanjilG_23959	73.4406	77.167
Os01g0928800	TanjilG_08888	83.6401	83.6401
Os01g0928800	TanjilG_20295	84.0491	84.0491
Os01g0928800	TanjilG_23959	79.7546	82.4524
Os01g0929000	TanjilG_21177	12.9098	44.0559
Os01g0929100	TanjilG_25025	49.3562	52.9954
Os01g0929200	TanjilG_29344	57.4176	49.7619
Os01g0929500	TanjilG_02427	51.2121	59.2982
Os01g0929500	TanjilG_12183	56.6667	59.5541
Os01g0929500	TanjilG_14208	43.3333	50.7092
Os01g0930500	TanjilG_07823	25.431	28.6408
Os01g0930800	TanjilG_11507	49.5127	28.5714
Os01g0930800	TanjilG_12236	44.8343	45.2756
Os01g0930800	TanjilG_12237	43.4698	47.957
Os01g0930800	TanjilG_23044	40.5458	47.4886
Os01g0931100	TanjilG_01057	57.377	43.75
Os01g0931300	TanjilG_29316	44.5759	48.6021
Os01g0931400	TanjilG_14522	62.5	62.7376
Os01g0931600	TanjilG_18007	28.7037	32.8042
Os01g0931600	TanjilG_28689	29.1667	37.5
Os01g0931700	TanjilG_18007	18.2927	15.873
Os01g0931700	TanjilG_28689	18.9024	18.4524
Os01g0932950	TanjilG_14517	36.036	33.3333
Os01g0932950	TanjilG_17601	39.6396	38.9381
Os01g0933400	TanjilG_10000	22.0339	3.9039
Os01g0933500	TanjilG_19340	50.3937	58.7156
Os01g0934000	TanjilG_06287	38.7309	64.8352
Os01g0934200	TanjilG_06793	75	76.8293
Os01g0934300	TanjilG_06279	13.8524	50.3676
Os01g0934300	TanjilG_06280	21.3347	28.8646
Os01g0935000	TanjilG_17604	36.5546	33.0798
Os01g0935200	TanjilG_01825	49.7175	56.051
Os01g0935700	TanjilG_13628	83.5526	82.7362
Os01g0935700	TanjilG_14576	82.8947	80
Os01g0936000	TanjilG_01827	41.6	50.9804
Os01g0936000	TanjilG_01828	40.8	50.495
Os01g0936000	TanjilG_06265	41.6	52
Os01g0936000	TanjilG_06266	40.8	50
Os01g0936000	TanjilG_06267	40.8	50
Os01g0936000	TanjilG_06270	32	38.835
Os01g0936000	TanjilG_06271	38.4	38.7097
Os01g0936000	TanjilG_06273	38.4	45.7143
Os01g0936000	TanjilG_11495	43.2	53.4653
Os01g0936000	TanjilG_11496	43.2	55.6701
Os01g0936000	TanjilG_11497	40	49.0196
Os01g0936000	TanjilG_11498	34.4	42.1569
Os01g0936000	TanjilG_11499	37.6	45.1923
Os01g0936000	TanjilG_20241	46.4	56.8627
Os01g0936000	TanjilG_20242	45.6	55.8824
Os01g0936200	TanjilG_20244	20.1031	16.4557
Os01g0936200	TanjilG_23201	54.1237	29.4118
Os01g0938100	TanjilG_03550	62.2222	62.5698
Os01g0938600	TanjilG_13019	35.4776	35.4086
Os01g0938600	TanjilG_31652	35.6725	35.3965
Os01g0938900	TanjilG_11995	77.2277	76.4706
Os01g0938900	TanjilG_23949	64.3564	73.0337
Os01g0938900	TanjilG_23950	62.3762	78.75
Os01g0939100	TanjilG_14764	65.0048	65.5706
Os01g0939100	TanjilG_16360	64.4295	64.8023
Os01g0939300	TanjilG_06256	27.5708	18.7058
Os01g0939300	TanjilG_20254	22.5037	14.2587
Os01g0939300	TanjilG_20256	29.9553	17.121
Os01g0939400	TanjilG_15654	28.0488	24.4681
Os01g0939600	TanjilG_10517	83.7719	82.5054
Os01g0939600	TanjilG_16361	81.3596	42.7912
Os01g0940000	TanjilG_10513	48.7713	58.9041
Os01g0940100	TanjilG_22931	67.7871	48.3034
Os01g0940700	TanjilG_14353	41.5152	44.7712
Os01g0940700	TanjilG_17918	41.2121	43.871
Os01g0940700	TanjilG_17919	44.8485	44.4444
Os01g0940800	TanjilG_14353	39.4578	42.8105
Os01g0940800	TanjilG_17918	41.5663	44.5161
Os01g0940800	TanjilG_17919	45.1807	45.045
Os01g0941200	TanjilG_14353	43.4132	47.3856
Os01g0941200	TanjilG_17918	43.7126	47.0968
Os01g0941200	TanjilG_17919	47.6048	47.7477
Os01g0941500	TanjilG_14353	35.4467	40.1961
Os01g0941500	TanjilG_17918	35.7349	40
Os01g0941500	TanjilG_17919	38.9049	40.5405
Os01g0941800	TanjilG_25030	59.6859	55.3398
Os01g0942300	TanjilG_14353	46.0432	20.915
Os01g0942300	TanjilG_17918	47.482	21.2903
Os01g0942300	TanjilG_17919	47.482	19.8198
Os01g0943950	TanjilG_16306	27.6316	9.92908
Os01g0944500	TanjilG_14353	48.0687	36.6013
Os01g0944500	TanjilG_17918	47.2103	35.4839
Os01g0944500	TanjilG_17919	47.2103	33.033
Os01g0944700	TanjilG_14353	43.7126	47.7124
Os01g0944700	TanjilG_17918	44.6108	48.0645
Os01g0944700	TanjilG_17919	48.2036	48.3483
Os01g0944800	TanjilG_14353	43.038	44.4444
Os01g0944800	TanjilG_17918	42.7215	43.5484
Os01g0944800	TanjilG_17919	46.519	44.1441
Os01g0945800	TanjilG_21232	68.8705	65.9631
Os01g0946100	TanjilG_16362	49.884	40.4135
Os01g0946500	TanjilG_14353	43.7107	45.4248
Os01g0946500	TanjilG_17918	44.0252	45.1613
Os01g0946500	TanjilG_17919	48.1132	45.9459
Os01g0946700	TanjilG_14353	43.7107	45.4248
Os01g0946700	TanjilG_17918	44.9686	46.129
Os01g0946700	TanjilG_17919	48.7421	46.5465
Os01g0947000	TanjilG_14353	20.8861	43.1373
Os01g0947000	TanjilG_17918	21.519	43.871
Os01g0947000	TanjilG_17919	23.2595	44.1441
Os01g0948200	TanjilG_17988	52.7149	52.0089
Os01g0948500	TanjilG_03468	54.7619	40.9344
Os01g0949300	TanjilG_10505	39.7059	37.8505
Os01g0949500	TanjilG_01367	44.8649	45.1087
Os01g0949500	TanjilG_07836	45.4054	45.4054
Os01g0949500	TanjilG_07837	45.4054	45.4054
Os01g0949500	TanjilG_13822	44.8649	43.0052
Os01g0949500	TanjilG_24116	46.4865	44.1026
Os01g0950866	TanjilG_19754	65.1639	65.7025
Os01g0951000	TanjilG_01799	49.1166	19.5775
Os01g0951100	TanjilG_01801	52.4934	58.1395
Os01g0951100	TanjilG_20304	52.4934	48.6618
Os01g0951100	TanjilG_21066	43.5696	55.3333
Os01g0951200	TanjilG_21067	68.9727	69.556
Os01g0951400	TanjilG_21067	65.0526	65.3277
Os01g0952000	TanjilG_05325	50.2242	54.1063
Os01g0952100	TanjilG_05325	41.7021	47.343
Os01g0952200	TanjilG_19225	50.9245	54.583
Os01g0952500	TanjilG_01867	31.4655	57.4803
Os01g0952500	TanjilG_13885	36.6379	42.2886
Os01g0952700	TanjilG_01794	54.386	49.7592
Os01g0952800	TanjilG_10503	31.5789	33.913
Os01g0953600	TanjilG_06655	58.8832	60.733
Os01g0953801	TanjilG_16244	24.5283	25.0965
Os01g0953801	TanjilG_16245	26.0377	24.6429
Os01g0954000	TanjilG_06655	52.2167	55.4974
Os01g0954900	TanjilG_06656	49.6629	51.0393
Os01g0955000	TanjilG_00410	62.1154	62.3552
Os01g0955000	TanjilG_00411	62.8846	63.1274
Os01g0956075	TanjilG_06657	39.5137	40.2477
Os01g0956075	TanjilG_22358	42.2492	44.9838
Os01g0956200	TanjilG_10528	35.0305	32.3308
Os01g0956200	TanjilG_14759	29.9389	34.6698
Os01g0956600	TanjilG_20502	23.1908	10.4599
Os01g0957000	TanjilG_16387	65.2256	67.5097
Os01g0957100	TanjilG_11943	50.8126	54.2824
Os01g0957800	TanjilG_14036	35.3591	39.5876
Os01g0957900	TanjilG_16815	30.5272	31.5189
Os01g0958100	TanjilG_14595	74.1047	73.297
Os01g0958700	TanjilG_19575	60.8553	61.0561
Os01g0958800	TanjilG_19794	55.7214	32.3699
Os01g0958900	TanjilG_11110	48.0663	51.5556
Os01g0958900	TanjilG_17540	61.8785	58.2575
Os01g0959000	TanjilG_10813	45.1389	65.4362
Os01g0959100	TanjilG_23302	51.0417	41.5254
Os01g0959100	TanjilG_32691	53.125	43.2203
Os01g0959200	TanjilG_23302	50.8621	50
Os01g0959200	TanjilG_32691	49.1379	48.3051
Os01g0959800	TanjilG_14891	73.3333	45.3435
Os01g0960500	TanjilG_02442	57.8811	58.3333
Os01g0960500	TanjilG_26718	63.0491	60.8479
Os01g0960800	TanjilG_13572	42.4779	63.1579
Os01g0960800	TanjilG_20908	58.4071	63.4615
Os01g0961200	TanjilG_29923	56.6604	56.4486
Os01g0962200	TanjilG_14908	56.1224	33.9506
Os01g0962300	TanjilG_05355	72.1212	86.2319
Os01g0962300	TanjilG_13884	83.0303	83.5366
Os01g0962500	TanjilG_20528	24.1379	40.1813
Os01g0962500	TanjilG_20529	19.7822	33.9564
Os01g0962600	TanjilG_18002	75.9777	75.5556
Os01g0962600	TanjilG_22907	75.419	41.0334
Os01g0962700	TanjilG_13576	42.9708	46.8208
Os01g0963000	TanjilG_13576	44.382	45.6647
Os01g0963300	TanjilG_19493	65.3846	57.3034
Os01g0964000	TanjilG_14440	73.3645	78.5
Os01g0964133	TanjilG_02462	96.5517	96.5517
Os01g0964133	TanjilG_14897	93.6339	93.6339
Os01g0964133	TanjilG_20560	96.0212	96.0212
Os01g0964133	TanjilG_31878	96.0212	96.0212
Os01g0964800	TanjilG_32676	64.2487	33.8182
Os01g0964900	TanjilG_18746	50.9383	50
Os01g0965000	TanjilG_21059	32.1498	26.8464
Os01g0965400	TanjilG_02451	60.6838	81.6092
Os01g0965500	TanjilG_26728	50.9494	50
Os01g0965500	TanjilG_31870	58.5443	48.3029
Os01g0965700	TanjilG_20267	3.86473	2.68456
Os01g0965700	TanjilG_21786	9.17874	5.4755
Os01g0966000	TanjilG_00390	79.4749	78.91
Os01g0966100	TanjilG_11038	69.0323	16.2244
Os01g0966100	TanjilG_13955	73.5484	14.4395
Os01g0966200	TanjilG_31992	43.6548	37.5546
Os01g0966500	TanjilG_19621	57.3965	76.378
Os01g0967000	TanjilG_21936	71.8447	71.1538
Os01g0967000	TanjilG_31560	71.8447	71.1538
