Gene stable ID	Glycine max gene stable ID	%id. target Glycine max gene identical to query gene	%id. query gene identical to target Glycine max gene
Os03g0339700	GLYMA_18G211800	42.8309	40.7343
Os03g0339700	GLYMA_19G111700	35.8456	40.795
Os03g0339900	GLYMA_02G234800	58.3149	56.8035
Os03g0339900	GLYMA_11G161300	57.2062	55.8442
Os03g0339900	GLYMA_18G055000	57.8714	56.4935
Os03g0340001	GLYMA_11G235400	47.1795	23.7726
Os03g0340001	GLYMA_18G021500	48.2051	24.2894
Os03g0340500	GLYMA_03G216300	79.7281	79.4335
Os03g0340500	GLYMA_15G151000	74.1656	74.813
Os03g0340500	GLYMA_19G212800	79.8517	79.5566
Os03g0340700	GLYMA_07G244900	42.8862	44.1423
Os03g0340700	GLYMA_17G028900	42.0732	46.8326
Os03g0340900	GLYMA_03G216400	65.1345	65.873
Os03g0340900	GLYMA_19G212900	65.6951	66.4399
Os03g0341100	GLYMA_03G215300	82.8877	82.8877
Os03g0341100	GLYMA_03G234600	81.2834	81.2834
Os03g0341100	GLYMA_10G150800	82.3529	82.3529
Os03g0341100	GLYMA_19G211800	83.4225	83.4225
Os03g0341100	GLYMA_19G232100	81.2834	67.2566
Os03g0341100	GLYMA_20G237400	81.8182	81.8182
Os03g0341300	GLYMA_19G232200	31.1024	24.8428
Os03g0342900	GLYMA_03G234800	45.8647	49.1936
Os03g0342900	GLYMA_10G151000	36.8421	37.4046
Os03g0342900	GLYMA_19G232400	38.3459	24.1706
Os03g0342900	GLYMA_20G237200	42.8571	41.6058
Os03g0343300	GLYMA_03G214900	44.6833	44.482
Os03g0343300	GLYMA_19G211500	45.0226	44.6689
Os03g0343400	GLYMA_02G017500	50.7625	50.1075
Os03g0343400	GLYMA_10G017900	53.8126	56.1364
Os03g0343500	GLYMA_02G017800	77.8626	85.7143
Os03g0343500	GLYMA_03G235000	78.626	83.0645
Os03g0343500	GLYMA_09G108500	43.5115	57
Os03g0343500	GLYMA_09G108900	41.2214	60.6742
Os03g0343500	GLYMA_10G018200	77.0992	84.8739
Os03g0343500	GLYMA_10G151200	77.8626	82.2581
Os03g0343500	GLYMA_19G232700	78.626	82.4
Os03g0343500	GLYMA_20G237000	76.3359	80.6452
Os03g0343700	GLYMA_11G100700	53.0556	56.8452
Os03g0343700	GLYMA_12G026700	55.2778	57.1839
Os03g0343900	GLYMA_04G055300	36.1842	44.7154
Os03g0343900	GLYMA_06G055500	36.1842	44.7154
Os03g0343900	GLYMA_09G067700	34.2105	43.6975
Os03g0343900	GLYMA_09G073900	34.8684	42.7419
Os03g0343900	GLYMA_15G174200	35.5263	45.3782
Os03g0344100	GLYMA_20G236800	61.8881	64.1304
Os03g0344300	GLYMA_07G246900	41.866	34.1797
Os03g0344300	GLYMA_09G044400	43.0622	38.4615
Os03g0344300	GLYMA_15G148700	42.5837	37.8723
Os03g0344300	GLYMA_17G027100	41.866	35
Os03g0344700	GLYMA_02G155000	61.2903	42.9476
Os03g0344700	GLYMA_02G155100	60.129	37.4899
Os03g0344700	GLYMA_10G019300	60.7742	37.7706
Os03g0344700	GLYMA_10G019400	60.7742	38.4176
Os03g0344900	GLYMA_03G235800	59.824	62.963
Os03g0344900	GLYMA_19G233600	60.7038	63.3028
Os03g0345100	GLYMA_03G236100	47.651	47.4388
Os03g0345100	GLYMA_19G233800	46.9799	46.6667
Os03g0345200	GLYMA_07G247600	70.7317	61.7021
Os03g0345200	GLYMA_09G045000	84.1463	84.1463
Os03g0345200	GLYMA_15G147700	85.3659	85.3659
Os03g0345700	GLYMA_03G212400	16.8	14.3345
Os03g0345700	GLYMA_03G236200	15.6	11.0795
Os03g0345700	GLYMA_07G248100	12.8	10.8844
Os03g0345700	GLYMA_09G045200	10.8	10.0372
Os03g0345700	GLYMA_10G152100	22	14.6277
Os03g0345700	GLYMA_15G147400	11.6	8.03324
Os03g0345700	GLYMA_17G026000	12.4	10.5085
Os03g0345700	GLYMA_19G209500	17.6	14.966
Os03g0346200	GLYMA_04G074800	42.7083	20.5
Os03g0346200	GLYMA_14G133300	36.4583	44.8718
Os03g0346200	GLYMA_17G202100	44.7917	37.7193
Os03g0346700	GLYMA_09G108800	21.3592	39.6
Os03g0346700	GLYMA_10G153000	43.9051	43.2519
Os03g0346700	GLYMA_20G235300	44.1208	43.5106
Os03g0346800	GLYMA_02G153800	58.9391	61.0998
Os03g0346800	GLYMA_10G020300	59.1356	61.4286
Os03g0346900	GLYMA_03G211800	29.6564	18.7643
Os03g0346900	GLYMA_03G236800	28.2098	20.0257
Os03g0346900	GLYMA_07G248800	32.0072	19.1558
Os03g0346900	GLYMA_08G346400	29.4756	18.5438
Os03g0346900	GLYMA_09G087600	12.6582	15.66
Os03g0346900	GLYMA_10G153300	29.2948	22.2834
Os03g0346900	GLYMA_17G025500	31.2839	17.9461
Os03g0346900	GLYMA_18G157200	28.7523	18.6401
Os03g0346900	GLYMA_19G209000	29.2948	17.7827
Os03g0346900	GLYMA_20G235000	25.6781	24.1908
Os03g0347200	GLYMA_16G049600	61.5917	61.8772
Os03g0347200	GLYMA_19G101600	60.5536	60.8343
Os03g0347300	GLYMA_03G211200	30.6365	16.9958
Os03g0347300	GLYMA_19G208400	30.8522	17.0137
Os03g0347500	GLYMA_02G088400	38.3333	43.8931
Os03g0347500	GLYMA_03G209600	29	27.5316
Os03g0347500	GLYMA_04G198400	36.6667	42.6357
Os03g0347500	GLYMA_04G198500	37.3333	39.7163
Os03g0347500	GLYMA_05G122200	39	41.3428
Os03g0347500	GLYMA_05G202600	25.3333	32.2034
Os03g0347500	GLYMA_05G202700	37.6667	43.9689
Os03g0347500	GLYMA_06G166800	38.3333	37.2168
Os03g0347500	GLYMA_06G166900	39	45
Os03g0347500	GLYMA_06G167000	37.3333	43.4109
Os03g0347500	GLYMA_08G009900	35.6667	36.3946
Os03g0347500	GLYMA_08G010000	37.6667	44.4882
Os03g0347500	GLYMA_08G077200	39.6667	43.4307
Os03g0347500	GLYMA_08G183500	37.6667	40.3571
Os03g0347500	GLYMA_08G360400	40.6667	44.8529
Os03g0347500	GLYMA_08G360500	40.6667	44.6886
Os03g0347500	GLYMA_08G367300	22.6667	40.4762
Os03g0347500	GLYMA_14G136000	28.6667	47.5138
Os03g0347500	GLYMA_15G049200	35	42.1687
Os03g0347500	GLYMA_18G295100	37.6667	43.1298
Os03g0347500	GLYMA_18G301100	41	45.8955
Os03g0347500	GLYMA_18G301200	40	44.2804
Os03g0347700	GLYMA_02G153500	57.8241	61.5873
Os03g0347700	GLYMA_03G210700	58.1222	62.0032
Os03g0347700	GLYMA_10G020800	58.1222	62.1019
Os03g0347700	GLYMA_19G207900	57.6751	61.6242
Os03g0347800	GLYMA_05G156800	47.3118	40.553
Os03g0347800	GLYMA_08G114800	47.8495	40.8257
Os03g0347900	GLYMA_12G138100	36.8526	34.9057
Os03g0347900	GLYMA_12G138600	35.8566	32.5497
Os03g0347900	GLYMA_12G140600	34.4622	30.8929
Os03g0347900	GLYMA_12G216200	33.8645	30.1418
Os03g0347900	GLYMA_13G285200	34.4622	30.6195
Os03g0348200	GLYMA_12G138100	33.7255	32.4528
Os03g0348200	GLYMA_12G138600	35.098	32.3689
Os03g0348200	GLYMA_12G140600	32.3529	29.4643
Os03g0348200	GLYMA_12G216200	32.7451	29.6099
Os03g0348200	GLYMA_13G285200	33.3333	30.0885
Os03g0348800	GLYMA_13G215800	46.875	20.8914
Os03g0348800	GLYMA_15G097100	46.25	20.7283
Os03g0348900	GLYMA_07G250900	63.8462	62.1723
Os03g0348900	GLYMA_13G215600	61.5385	58.3942
Os03g0348900	GLYMA_15G097300	61.9231	57.7061
Os03g0348900	GLYMA_17G023400	62.6923	51.0972
Os03g0349000	GLYMA_13G363900	68.8506	69.5703
Os03g0349000	GLYMA_15G010000	68.6207	69.338
Os03g0350100	GLYMA_11G114300	71.1268	73.3212
Os03g0350100	GLYMA_12G040200	70.5986	72.1223
Os03g0350300	GLYMA_11G114300	71.3028	73.5027
Os03g0350300	GLYMA_12G040200	70.9507	72.482
Os03g0351100	GLYMA_02G152900	27.0471	32.0588
Os03g0351100	GLYMA_03G209800	27.7916	32.0917
Os03g0351100	GLYMA_10G021400	27.7916	32.1839
Os03g0351100	GLYMA_19G207100	27.7916	31.9088
Os03g0351200	GLYMA_13G215400	60.2469	59.2233
Os03g0351200	GLYMA_15G097700	59.7531	58.7379
Os03g0351300	GLYMA_13G215000	40.6489	39.7388
Os03g0351300	GLYMA_15G098100	41.2214	40.2985
Os03g0351400	GLYMA_02G152700	70.6081	52.25
Os03g0351400	GLYMA_07G251800	65.2027	53.7604
Os03g0351400	GLYMA_13G2149001	72.6351	74.1379
Os03g0351400	GLYMA_13G2149002	0.675676	2
Os03g0351400	GLYMA_15G098200	72.6351	55.8442
Os03g0351400	GLYMA_17G022700	64.8649	48.9796
Os03g0351500	GLYMA_03G242900	82.2368	82.2368
Os03g0351500	GLYMA_19G240400	80.2632	80.2632
Os03g0351800	GLYMA_02G161600	54.7703	50.1618
Os03g0351800	GLYMA_02G276700	54.7703	41.779
Os03g0351800	GLYMA_10G101400	54.0636	49.5146
Os03g0351800	GLYMA_13G072800	49.47	45.7516
Os03g0351800	GLYMA_13G072900	32.8622	39.4068
Os03g0351800	GLYMA_14G039000	55.1237	46.4286
Os03g0352300	GLYMA_05G046400	70.6522	70.9091
Os03g0352300	GLYMA_07G102600	70.471	70.471
Os03g0352300	GLYMA_17G128400	70.471	70.8561
Os03g0352400	GLYMA_12G223000	76.0748	74.1348
Os03g0352400	GLYMA_13G278500	75.8878	73.9526
Os03g0352450	GLYMA_03G133700	45.3159	13.577
Os03g0352450	GLYMA_10G106500	45.3159	14.2563
Os03g0352450	GLYMA_19G136000	45.098	13.5206
Os03g0352500	GLYMA_03G133700	39.2523	5.48303
Os03g0352500	GLYMA_10G106500	35.9813	5.27759
Os03g0352500	GLYMA_19G136000	41.1215	5.74788
Os03g0352800	GLYMA_09G060900	29.6296	51.2821
Os03g0353400	GLYMA_03G131900	26.25	40
Os03g0353400	GLYMA_04G138600	33.125	31.9277
Os03g0353400	GLYMA_11G149900	33.125	31.1765
Os03g0353400	GLYMA_19G133800	26.25	40.3846
Os03g0353500	GLYMA_07G190800	33.6283	40.8602
Os03g0353500	GLYMA_08G058500	33.6283	40.6417
Os03g0355200	GLYMA_02G190600	60.1145	55.2632
Os03g0355200	GLYMA_10G000800	61.2595	56.3158
Os03g0355400	GLYMA_02G190600	60.1145	55.2632
Os03g0355400	GLYMA_10G000800	61.2595	56.3158
Os03g0355600	GLYMA_01G227000	86.4502	86.6442
Os03g0355600	GLYMA_11G015700	85.6663	85.1893
Os03g0355600	GLYMA_11G095500	78.1635	84.6061
Os03g0355600	GLYMA_12G021600	84.2105	83.7416
Os03g0355600	GLYMA_16G092400	4.47928	53.3333
Os03g0355700	GLYMA_04G154200	27.7162	27.7778
Os03g0355700	GLYMA_09G225300	30.8204	29.6375
Os03g0355700	GLYMA_10G106000	27.051	31.2821
Os03g0355700	GLYMA_11G149200	28.8248	28.4464
Os03g0355700	GLYMA_12G011600	31.2639	30.6522
Os03g0355800	GLYMA_07G217500	72.2628	72.2628
Os03g0355800	GLYMA_20G014100	73.7226	72.6619
Os03g0356300	GLYMA_09G138400	71.2389	71.2389
Os03g0356300	GLYMA_16G189100	72.1239	72.1239
Os03g0356414	GLYMA_13G198800	86.3787	74.4986
Os03g0356414	GLYMA_15G237300	86.0465	85.1974
Os03g0356470	GLYMA_02G277200	32.8704	12.0543
Os03g0356470	GLYMA_14G037400	0	0
Os03g0356470	GLYMA_14G038000	31.9444	11.7148
Os03g0356484	GLYMA_02G280700	55.4913	56.4706
Os03g0356484	GLYMA_03G129400	60.1156	62.2754
Os03g0356484	GLYMA_14G033900	55.4913	56.4706
Os03g0356484	GLYMA_19G131600	59.5376	56.9061
Os03g0356498	GLYMA_03G130300	57.6087	19.5572
Os03g0356526	GLYMA_02G280100	34.6457	38.5965
Os03g0356526	GLYMA_08G301500	31.1024	36.9159
Os03g0356526	GLYMA_08G301600	30.315	35.6481
Os03g0356526	GLYMA_14G034700	34.252	39.726
Os03g0356526	GLYMA_18G118300	31.1024	40.1015
Os03g0356582	GLYMA_02G163800	56.5563	55.0968
Os03g0356582	GLYMA_03G128100	53.5099	51.3342
Os03g0356582	GLYMA_11G155500	55.4967	55.4233
Os03g0356582	GLYMA_13G196700	57.6159	57.8457
Os03g0356582	GLYMA_15G234800	57.7483	58.0559
Os03g0356582	GLYMA_19G130700	54.0397	52.5773
Os03g0356596	GLYMA_02G163800	63.5593	38.7097
Os03g0356596	GLYMA_03G128100	60.3814	36.2135
Os03g0356596	GLYMA_11G155500	61.0169	38.0952
Os03g0356596	GLYMA_13G196700	64.4068	40.4255
Os03g0356596	GLYMA_15G234800	64.1949	40.3462
Os03g0356596	GLYMA_19G130700	61.4407	37.3711
Os03g0356638	GLYMA_02G279300	67.5	65.1724
Os03g0356638	GLYMA_14G035400	67.5	65.3979
Os03g0356652	GLYMA_02G216500	46.083	49.2611
Os03g0356652	GLYMA_04G091000	12.4424	29.6703
Os03g0356652	GLYMA_06G092700	44.2396	48.2412
Os03g0356652	GLYMA_14G183500	34.1014	32.7434
Os03g0356700	GLYMA_02G184600	65.2174	64.7482
Os03g0356700	GLYMA_03G136500	66.0455	64.8374
Os03g0356700	GLYMA_10G099200	64.4928	64.0288
Os03g0356700	GLYMA_19G138700	66.1491	64.939
Os03g0356900	GLYMA_07G256700	38.4615	37.2024
Os03g0356900	GLYMA_13G209100	12.9231	27.2727
Os03g0356900	GLYMA_15G103800	36.6154	34.7953
Os03g0356900	GLYMA_17G017400	38.1538	36.4706
Os03g0357500	GLYMA_02G148700	15.9091	28.3784
Os03g0357500	GLYMA_03G151700	17.0455	36.2903
Os03g0357500	GLYMA_10G025200	15.9091	28.3784
Os03g0357500	GLYMA_19G154300	17.4242	29.6774
Os03g0358000	GLYMA_02G149200	23.94	26.9457
Os03g0358000	GLYMA_03G151400	24.2661	27.094
Os03g0358000	GLYMA_10G024500	24.0052	26.4939
Os03g0358000	GLYMA_19G153900	23.8095	26.5648
Os03g0358100	GLYMA_02G149100	63.9053	63.5294
Os03g0358100	GLYMA_03G151500	69.8225	69.4118
Os03g0358100	GLYMA_10G024600	62.7219	62.3529
Os03g0358100	GLYMA_19G154100	68.6391	67.052
Os03g0358200	GLYMA_01G120700	22.293	48.951
Os03g0358200	GLYMA_02G064500	55.0955	56.5359
Os03g0358200	GLYMA_10G212100	55.0955	53.2308
Os03g0358200	GLYMA_16G145700	55.7325	57.377
Os03g0358200	GLYMA_20G179000	31.2102	48.2759
Os03g0358800	GLYMA_01G046300	32.8713	33.6714
Os03g0358800	GLYMA_01G188800	30.8911	34.2857
Os03g0358800	GLYMA_02G104300	34.2574	36.4211
Os03g0358800	GLYMA_02G104400	23.7624	30.2267
Os03g0358800	GLYMA_02G104500	34.2574	36.4211
Os03g0358800	GLYMA_02G104600	35.4455	37.6842
Os03g0358800	GLYMA_02G104700	34.6535	36.7647
Os03g0358800	GLYMA_02G104800	35.8416	37.4741
Os03g0358800	GLYMA_02G104900	34.0594	35.7588
Os03g0358800	GLYMA_02G105000	34.0594	35.3183
Os03g0358800	GLYMA_02G105300	35.0495	36.875
Os03g0358800	GLYMA_07G215500	33.6634	35.7895
Os03g0358800	GLYMA_09G280400	28.9109	36.409
Os03g0358800	GLYMA_09G280500	34.8515	35.5556
Os03g0358800	GLYMA_10G280400	31.2871	31.2871
Os03g0358800	GLYMA_11G000500	33.0693	34.7193
Os03g0358800	GLYMA_11G053400	32.2772	32.9293
Os03g0358800	GLYMA_15G221300	33.8614	34.1317
Os03g0358800	GLYMA_18G208300	33.6634	34.5528
Os03g0358800	GLYMA_18G208500	33.6634	34.0681
Os03g0358800	GLYMA_18G208600	33.6634	34.1365
Os03g0358900	GLYMA_07G256700	37.1951	36.3095
Os03g0358900	GLYMA_13G209100	14.3293	30.5195
Os03g0358900	GLYMA_15G103800	35.9756	34.5029
Os03g0358900	GLYMA_17G017400	37.8049	36.4706
Os03g0359000	GLYMA_04G137300	20.0441	41.3636
Os03g0359000	GLYMA_07G255200	46.2555	34.6535
Os03g0359000	GLYMA_13G210700	41.8502	33.3333
Os03g0359000	GLYMA_15G102100	40.0881	31.2715
Os03g0359000	GLYMA_17G019100	48.0176	35.8553
Os03g0359100	GLYMA_03G240100	33.0189	6.28366
Os03g0359100	GLYMA_10G156700	29.2453	5.86011
Os03g0359100	GLYMA_19G237000	28.3019	9.14634
Os03g0359600	GLYMA_07G254100	68.2997	67.7143
Os03g0359600	GLYMA_15G1372002	23.6311	60.7407
Os03g0359600	GLYMA_17G020100	66.5706	66.763
Os03g0359700	GLYMA_13G211500	62.2024	61.6519
Os03g0360500	GLYMA_14G103800	67.4157	54.5455
Os03g0360500	GLYMA_17G222100	70.2247	70.2247
Os03g0360600	GLYMA_08G167900	36.2126	32.2485
Os03g0360600	GLYMA_15G259600	37.2093	32.9412
Os03g0360800	GLYMA_02G1505001	17.0172	54.2683
Os03g0360800	GLYMA_02G1505002	20.2677	37.193
Os03g0360800	GLYMA_03G149500	38.2409	47.8469
Os03g0360800	GLYMA_10G023500	42.065	46.5116
Os03g0360800	GLYMA_19G152500	36.3289	47.7387
Os03g0361100	GLYMA_12G138100	30.6488	25.8491
Os03g0361100	GLYMA_12G138600	31.5436	25.4973
Os03g0361100	GLYMA_12G140600	29.9776	23.9286
Os03g0361100	GLYMA_12G216200	28.1879	22.3404
Os03g0361100	GLYMA_13G285200	29.3065	23.1858
Os03g0361500	GLYMA_13G304700	0	0
Os03g0361600	GLYMA_12G138100	33.4086	27.9245
Os03g0361600	GLYMA_12G138600	34.0858	27.3056
Os03g0361600	GLYMA_12G140600	33.4086	26.4286
Os03g0361600	GLYMA_12G216200	28.8939	22.695
Os03g0361600	GLYMA_13G285200	28.8939	22.6549
Os03g0361700	GLYMA_12G138100	30.6358	30
Os03g0361700	GLYMA_12G138600	30.4432	28.5714
Os03g0361700	GLYMA_12G140600	29.2871	27.1429
Os03g0361700	GLYMA_12G216200	29.0944	26.7731
Os03g0361700	GLYMA_13G285200	28.9017	26.5487
Os03g0362032	GLYMA_13G304700	0	0
Os03g0362200	GLYMA_07G255300	43.8967	47.5222
Os03g0362200	GLYMA_13G210500	45.1878	46.2185
Os03g0362200	GLYMA_15G102300	45.4225	46.6265
Os03g0362200	GLYMA_17G019000	43.662	47.2681
Os03g0362500	GLYMA_12G138100	33.2075	33.2075
Os03g0362500	GLYMA_12G138600	32.2642	30.9222
Os03g0362500	GLYMA_12G140600	31.3208	29.6429
Os03g0362500	GLYMA_12G216200	28.1132	26.4184
Os03g0362500	GLYMA_13G285200	28.4906	26.7257
Os03g0363100	GLYMA_07G255300	41.1765	44.4727
Os03g0363100	GLYMA_13G210500	42.8235	43.6975
Os03g0363100	GLYMA_15G102300	42.8235	43.8554
Os03g0363100	GLYMA_17G019000	40.9412	44.2186
Os03g0363200	GLYMA_06G126900	52.6882	64.4737
Os03g0363400	GLYMA_13G134800	32.7869	48.4848
Os03g0363500	GLYMA_07G252800	39.9625	50.9569
Os03g0363500	GLYMA_13G213200	47.0919	44.5035
Os03g0363500	GLYMA_13G213300	48.5929	53.8462
Os03g0363500	GLYMA_15G099500	48.4053	53.527
Os03g0363500	GLYMA_17G021600	40.7129	47.2767
Os03g0363600	GLYMA_07G252800	42.5243	52.3923
Os03g0363600	GLYMA_13G213200	51.4563	46.9858
Os03g0363600	GLYMA_13G213300	54.3689	58.2121
Os03g0363600	GLYMA_15G099500	53.7864	57.4689
Os03g0363600	GLYMA_17G021600	42.9126	48.1481
Os03g0363700	GLYMA_07G161500	34.0426	33.2756
Os03g0363800	GLYMA_07G252700	55.5556	55.5556
Os03g0363800	GLYMA_17G021700	56.7901	55.2
Os03g0363900	GLYMA_03G242000	63.3508	61.7347
Os03g0363900	GLYMA_19G239400	63.3508	61.7347
Os03g0364000	GLYMA_04G155300	72.6316	66.9903
Os03g0364000	GLYMA_06G225000	69.4737	48.1752
Os03g0364400	GLYMA_01G151100	58.1655	58.5586
Os03g0364400	GLYMA_09G216100	57.4944	60.7565
Os03g0364400	GLYMA_16G106800	52.349	53.303
Os03g0365000	GLYMA_13G231400	36.7781	30.25
Os03g0365000	GLYMA_13G231500	38.2979	33.3333
Os03g0365000	GLYMA_13G231800	38.9058	33.3333
Os03g0365000	GLYMA_15G080900	37.386	30.597
Os03g0365000	GLYMA_15G081000	36.1702	30.4348
Os03g0365800	GLYMA_13G231400	41.6021	40.25
Os03g0365800	GLYMA_13G231500	43.1525	44.1799
Os03g0365800	GLYMA_13G231800	43.6693	44.0104
Os03g0365800	GLYMA_15G080900	42.3773	40.796
Os03g0365800	GLYMA_15G081000	41.0853	40.665
Os03g0365900	GLYMA_13G231400	41.4847	23.75
Os03g0365900	GLYMA_13G231500	42.7948	25.9259
Os03g0365900	GLYMA_13G231800	43.2314	25.7812
Os03g0365900	GLYMA_15G080900	40.6114	23.1343
Os03g0365900	GLYMA_15G081000	40.6114	23.7852
Os03g0366000	GLYMA_03G067300	48.9796	52.1739
Os03g0366000	GLYMA_03G125800	66.3265	67.0103
Os03g0366000	GLYMA_06G268300	44.898	48.3517
Os03g0366000	GLYMA_07G219000	62.2449	62.8866
Os03g0366000	GLYMA_19G128300	66.3265	67.0103
Os03g0366000	GLYMA_20G017200	63.2653	50.8197
Os03g0366700	GLYMA_02G162900	63.038	63.8462
Os03g0366700	GLYMA_09G026700	63.038	64.6753
Os03g0366800	GLYMA_02G278400	47.8689	53.4799
Os03g0366800	GLYMA_07G235600	45.5738	52.2556
Os03g0366800	GLYMA_14G036200	47.541	53.7037
Os03g0366800	GLYMA_20G042000	47.2131	53.1365
Os03g0366900	GLYMA_08G176000	44.375	38.7978
Os03g0366900	GLYMA_12G142500	24.375	26.3514
Os03g0367000	GLYMA_01G106600	66.9304	68.0064
Os03g0367000	GLYMA_04G108100	67.5633	68.6495
Os03g0367101	GLYMA_20G046000	20.4082	29.8507
Os03g0367800	GLYMA_11G164100	65.1429	65.896
Os03g0367800	GLYMA_18G057300	66.2857	67.052
Os03g0367900	GLYMA_03G229300	64.8649	64.8649
Os03g0367900	GLYMA_10G144800	66.2162	65.625
Os03g0367900	GLYMA_19G014900	20.7207	35.6589
Os03g0367900	GLYMA_19G226600	64.8649	64.8649
Os03g0367900	GLYMA_20G093900	67.1171	67.4208
Os03g0368000	GLYMA_02G008900	47.9876	48.5893
Os03g0368000	GLYMA_09G284400	46.7492	46.0366
Os03g0368000	GLYMA_09G284700	44.8916	44.0729
Os03g0368000	GLYMA_10G009400	48.6068	48.4568
Os03g0368000	GLYMA_10G009600	48.6068	48.4568
Os03g0368000	GLYMA_10G191700	46.4396	45.7317
Os03g0368000	GLYMA_20G001400	45.5108	44.6809
Os03g0368300	GLYMA_02G008900	47.9876	48.5893
Os03g0368300	GLYMA_09G284400	46.7492	46.0366
Os03g0368300	GLYMA_09G284700	44.8916	44.0729
Os03g0368300	GLYMA_10G009400	48.6068	48.4568
Os03g0368300	GLYMA_10G009600	48.6068	48.4568
Os03g0368300	GLYMA_10G191700	46.4396	45.7317
Os03g0368300	GLYMA_20G001400	45.5108	44.6809
Os03g0368900	GLYMA_02G008900	44.5783	46.395
Os03g0368900	GLYMA_09G284400	43.3735	43.9024
Os03g0368900	GLYMA_09G284700	43.9759	44.3769
Os03g0368900	GLYMA_10G009400	45.4819	46.6049
Os03g0368900	GLYMA_10G009600	45.4819	46.6049
Os03g0368900	GLYMA_10G191700	43.6747	44.2073
Os03g0368900	GLYMA_20G001400	44.5783	44.9848
Os03g0369000	GLYMA_02G008900	47.3529	50.4702
Os03g0369000	GLYMA_09G284400	47.3529	49.0854
Os03g0369000	GLYMA_09G284700	44.7059	46.2006
Os03g0369000	GLYMA_10G009400	47.9412	50.3086
Os03g0369000	GLYMA_10G009600	47.9412	50.3086
Os03g0369000	GLYMA_10G191700	47.6471	49.3902
Os03g0369000	GLYMA_20G001400	47.0588	48.6322
Os03g0369100	GLYMA_11G095900	26.3158	26.087
Os03g0369100	GLYMA_12G022000	28.0702	27.8261
Os03g0369100	GLYMA_14G018800	29.8246	27.6423
Os03g0369100	GLYMA_14G018900	24.5614	24.7788
Os03g0369600	GLYMA_02G008900	30.6792	41.0658
Os03g0369600	GLYMA_09G284400	31.6159	41.1585
Os03g0369600	GLYMA_09G284700	31.1475	40.4255
Os03g0369600	GLYMA_10G009400	32.0843	42.284
Os03g0369600	GLYMA_10G009600	32.0843	42.284
Os03g0369600	GLYMA_10G191700	31.6159	41.1585
Os03g0369600	GLYMA_20G001400	32.5527	42.2492
Os03g0369700	GLYMA_13G232000	47.6744	46.8571
Os03g0369700	GLYMA_15G080700	43.6047	44.6429
Os03g0369800	GLYMA_13G119900	68	69.5167
Os03g0369800	GLYMA_17G040400	67.2727	68.7732
Os03g0370000	GLYMA_09G079000	71.5069	70.7317
Os03g0370000	GLYMA_13G119800	50.411	68.6567
Os03g0370000	GLYMA_14G1275001	32.0548	68.8235
Os03g0370000	GLYMA_15G188500	72.3288	71.5447
Os03g0370000	GLYMA_17G040500	67.6712	67.3025
Os03g0370200	GLYMA_03G228500	20.5821	28.7791
Os03g0370200	GLYMA_10G143900	19.2308	29.9838
Os03g0370200	GLYMA_19G225800	20.6861	31.4873
Os03g0370200	GLYMA_U003500	15.4886	32.2511
Os03g0370250	GLYMA_03G245200	25.4237	25.9259
Os03g0370250	GLYMA_10G160000	26.6344	29.5699
Os03g0370250	GLYMA_19G242600	25.908	26.4851
Os03g0370250	GLYMA_20G228500	26.3923	30.8782
Os03g0370400	GLYMA_07G253500	47.1503	40.991
Os03g0370400	GLYMA_07G253600	48.1865	42.2727
Os03g0370400	GLYMA_13G212400	49.2228	46.5686
Os03g0370400	GLYMA_17G020900	44.5596	41.1483
Os03g0370500	GLYMA_08G176900	67.5127	68.7931
Os03g0370500	GLYMA_15G056100	68.3587	68.5908
Os03g0370800	GLYMA_01G106700	24.0437	30.5556
Os03g0370800	GLYMA_07G141200	22.9508	31.1111
Os03g0370800	GLYMA_07G141600	23.4973	30.9353
Os03g0370800	GLYMA_11G134700	26.776	31.6129
Os03g0370800	GLYMA_18G191300	26.2295	32.8767
Os03g0370800	GLYMA_18G191900	22.9508	28
Os03g0371000	GLYMA_10G088200	22.905	19.1589
Os03g0371300	GLYMA_10G088200	22.5962	21.9626
Os03g0371350	GLYMA_13G261800	34.4595	20.4819
Os03g0371350	GLYMA_14G076400	23.6486	8.70647
Os03g0371350	GLYMA_15G243200	28.3784	14.9466
Os03g0372500	GLYMA_03G225800	55.9877	61.6685
Os03g0372500	GLYMA_19G222700	55.6807	61.3303
Os03g0372700	GLYMA_05G023000	42.8	40.9178
Os03g0372700	GLYMA_17G076700	43	40.9524
Os03g0374100	GLYMA_02G006400	59.9278	57.8397
Os03g0374100	GLYMA_10G140000	59.9278	57.6389
Os03g0374400	GLYMA_07G270500	53.1792	57.5
Os03g0374400	GLYMA_09G018400	53.1792	58.9744
Os03g0374400	GLYMA_15G124400	52.6012	58.3333
Os03g0374400	GLYMA_17G003500	53.1792	57.5
Os03g0374500	GLYMA_02G168100	45.4073	46.7857
Os03g0374500	GLYMA_05G156600	52.513	46.189
Os03g0374500	GLYMA_08G114700	52.6863	45.9909
Os03g0374500	GLYMA_09G103600	46.7938	45.3782
Os03g0374500	GLYMA_18G000400	46.4471	47.9428
Os03g0374575	GLYMA_02G220800	68.6636	58.8933
Os03g0374575	GLYMA_09G104200	62.6728	47.5524
Os03g0374575	GLYMA_14G188200	69.1244	60.241
Os03g0374900	GLYMA_02G209400	49.0909	34.4681
Os03g0374900	GLYMA_05G155500	44.5455	30.4979
