Gene stable ID	Oryza glumaepatula gene stable ID	%id. target Oryza glumaepatula gene identical to query gene	%id. query gene identical to target Oryza glumaepatula gene
Os02g0202900	OGLUM02G07910	97.7064	91.4163
Os02g0202950	OGLUM02G12300	37.2549	80.2817
Os02g0203000	OGLUM02G07920	92.9648	51.532
Os02g0203300	OGLUM02G07930	52.6733	55.3015
Os02g0203500	OGLUM02G07950	99.3269	95.7368
Os02g0203700	OGLUM02G07960	95.7831	86.8852
Os02g0204000	OGLUM02G07970	66.1157	95.8084
Os02g0204200	OGLUM02G07980	70.8955	60.1266
Os02g0204400	OGLUM02G08010	97.6407	84.326
Os02g0204500	OGLUM02G08020	97.3171	90.4762
Os02g0204700	OGLUM02G08050	99.6409	99.6409
Os02g0205000	OGLUM02G08060	95.9459	77.1739
Os02g0205200	OGLUM02G08070	65.4795	96.371
Os02g0205200	OGLUM02G08080	27.3973	78.7402
Os02g0205300	OGLUM02G08090	100	100
Os02g0205400	OGLUM02G08100	74.8538	86.7797
Os02g0205500	OGLUM02G08110	97.8805	98.2592
Os02g0206400	OGLUM02G08130	94.2085	49.5935
Os02g0206700	OGLUM02G08140	99.4012	99.2032
Os02g0207100	OGLUM02G08120	41.6376	45.6107
Os02g0207900	OGLUM02G08190	97.9592	97.9592
Os02g0208100	OGLUM02G08200	98.254	98.4102
Os02g0208200	OGLUM02G08210	66.1972	13.7427
Os02g0208300	OGLUM01G16110	47.541	7.48065
Os02g0208500	OGLUM02G08230	98.3333	98.3333
Os02g0208600	OGLUM02G08240	99.4524	80.9991
Os02g0208700	OGLUM02G08260	93.4853	66.8998
Os02g0208900	OGLUM02G08280	99.1758	89.6894
Os02g0209000	OGLUM02G08300	67.0868	63.4437
Os02g0209400	OGLUM02G08340	95	92.9348
Os02g0209900	OGLUM02G08360	97.4277	98.0583
Os02g0210600	OGLUM06G20670	40	24.6914
Os02g0210700	OGLUM02G08380	96.6783	63.5632
Os02g0210900	OGLUM02G08400	90.9091	89.6552
Os02g0211350	OGLUM07G17230	94.8718	82.2222
Os02g0211800	OGLUM02G08490	99.2395	92.2262
Os02g0211900	OGLUM02G08500	99.1111	99.4056
Os02g0212100	OGLUM02G08530	57.6087	84.127
Os02g0212300	OGLUM02G08550	66.2791	93.4426
Os02g0212400	OGLUM02G08560	92.9412	94.0476
Os02g0212500	OGLUM02G08570	97.619	97.619
Os02g0212900	OGLUM02G08610	42.7419	19.7026
Os02g0213450	OGLUM02G24020	43.8202	32.636
Os02g0213700	OGLUM08G08950	47.0588	34.4086
Os02g0214300	OGLUM02G08700	93.7086	93.7086
Os02g0214400	OGLUM02G08710	100	97.593
Os02g0214500	OGLUM02G08720	96.0317	95.2756
Os02g0214900	OGLUM02G08740	94.902	75.1553
Os02g0215000	OGLUM02G08750	95.9128	92.9987
Os02g0215500	OGLUM12G14440	44.8155	53.9112
Os02g0215600	OGLUM01G19980	46.9388	15.1316
Os02g0215700	OGLUM12G14440	45.0505	47.1459
Os02g0215900	OGLUM02G08830	96.6565	27.4611
Os02g0216150	OGLUM01G22160	40.2985	13.5
Os02g0216200	OGLUM12G12020	65.3846	12.9278
Os02g0216300	OGLUM02G08850	38.3886	33.61
Os02g0217500	OGLUM02G08960	88.1944	99.7382
Os02g0217600	OGLUM02G08970	100	100
Os02g0217800	OGLUM02G08990	90.8911	91.984
Os02g0217900	OGLUM02G09000	94.8571	95.4023
Os02g0218200	OGLUM02G09010	98.861	98.7486
Os02g0218400	OGLUM02G09030	99.4521	99.316
Os02g0218550	OGLUM02G09040	39.4737	54.0541
Os02g0218600	OGLUM02G09050	90.0826	38.79
Os02g0218700	OGLUM02G09060	95.4	96.7546
Os02g0218800	OGLUM02G09080	95.8824	95.1362
Os02g0219000	OGLUM02G09090	88.651	88.8412
Os02g0219050	OGLUM02G09100	78.0793	85.977
Os02g0219200	OGLUM02G09130	100	68.5871
Os02g0219400	OGLUM02G09140	100	100
Os02g0219900	OGLUM02G09160	97.5124	60.8696
Os02g0220100	OGLUM02G09190	28.0142	96.9325
Os02g0220400	OGLUM02G09200	96.8839	98.5591
Os02g0220500	OGLUM02G09210	99.0338	83.1643
Os02g0220700	OGLUM02G09220	95.8491	80.295
Os02g0221100	OGLUM02G09240	89.7991	93.8611
Os02g0221300	OGLUM02G09260	93.1896	87.3404
Os02g0221500	OGLUM02G09270	75.8186	77.7778
Os02g0221600	OGLUM02G09290	93.1915	80.2198
Os02g0221800	OGLUM02G09300	81.2357	90.5612
Os02g0221900	OGLUM02G09310	96.8978	96.3702
Os02g0223300	OGLUM02G10550	83.7104	64.9123
Os02g0223700	OGLUM02G09360	98.2759	99.5633
Os02g0224100	OGLUM02G09380	96.401	96.401
Os02g0224200	OGLUM02G09390	99.619	99.8092
Os02g0224300	OGLUM02G09400	92.8741	53.931
Os02g0224400	OGLUM02G09410	93.2806	95.935
Os02g0224800	OGLUM02G09420	100	100
Os02g0224900	OGLUM02G09430	62.4473	63.2479
Os02g0225000	OGLUM02G09440	93.6639	71.5789
Os02g0225100	OGLUM02G09450	95.4545	94.0299
Os02g0226000	OGLUM02G09490	100	99.5146
Os02g0226200	OGLUM02G09500	97.6351	97.6351
Os02g0226300	OGLUM02G09510	81.7927	86.9048
Os02g0226600	OGLUM02G09520	86.6419	99.3617
Os02g0226801	OGLUM02G09530	91.4286	91.4286
Os02g0226900	OGLUM02G09540	99.3721	99.3721
Os02g0227100	OGLUM02G09550	96.9027	93.9914
Os02g0227200	OGLUM02G09560	81.25	49.3671
Os02g0227400	OGLUM02G09570	99.1803	88.5798
Os02g0227500	OGLUM02G09580	56.7935	33.2273
Os02g0227700	OGLUM02G09630	40.9363	79.3436
Os02g0228300	OGLUM02G09650	98.0373	84.7328
Os02g0228600	OGLUM02G09660	87.8378	38.6905
Os02g0228900	OGLUM02G09670	72.6667	99.5434
Os02g0229000	OGLUM02G09680	100	100
Os02g0229400	OGLUM02G09700	100	96.2581
Os02g0229600	OGLUM02G09710	97.3166	40.0589
Os02g0229800	OGLUM02G09730	96.6102	96.6102
Os02g0229900	OGLUM02G09750	90	87.6923
Os02g0230000	OGLUM02G09740	98.8506	98.8506
Os02g0230100	OGLUM02G09760	97.8979	97.0238
Os02g0230200	OGLUM02G09770	99.4318	99.4318
Os02g0230300	OGLUM02G09780	98.7179	35.1598
Os02g0231700	OGLUM02G09840	99.3525	99.3525
Os02g0232000	OGLUM02G09850	98.9933	98.3333
Os02g0232100	OGLUM02G09860	93.3993	96.2585
Os02g0232300	OGLUM02G09880	58.9189	58.9189
Os02g0232400	OGLUM02G09900	98.6	99.7976
Os02g0232900	OGLUM02G09920	99.6479	99.6479
Os02g0233100	OGLUM02G09940	99.4393	99.4393
Os02g0233200	OGLUM02G09950	99.4302	93.0667
Os02g0233333	OGLUM02G09960	95.1389	57.3222
Os02g0234051	OGLUM02G10190	93.5484	95.082
Os02g0234200	OGLUM02G10010	92.9006	78.6942
Os02g0234300	OGLUM02G10020	100	79.8077
Os02g0234500	OGLUM02G10040	96.4225	98.0936
Os02g0234700	OGLUM02G10050	100	100
Os02g0234800	OGLUM02G10060	99.6479	99.6479
Os02g0235000	OGLUM02G10070	77.551	65.1429
Os02g0235600	OGLUM02G10100	99.4505	99.4505
Os02g0235900	OGLUM02G10110	98.5891	98.5891
Os02g0236000	OGLUM02G10140	99.0741	99.0741
Os02g0236100	OGLUM02G10150	89.0323	99.8192
Os02g0236200	OGLUM02G10160	99.2519	96.1353
Os02g0237100	OGLUM02G10220	94.4767	99.3884
Os02g0241100	OGLUM02G02250	94.6027	94.8872
Os02g0241200	OGLUM02G02260	98.5321	98.895
Os02g0241600	OGLUM02G02270	92.1519	99.5896
Os02g0242100	OGLUM02G02290	46.9008	95.3782
Os02g0242550	OGLUM02G02300	94.2418	99.1919
Os02g0242600	OGLUM02G02310	98.5972	98.5972
Os02g0243300	OGLUM02G02330	70.5521	45.8167
Os02g0244000	OGLUM02G10250	10.1695	23.7624
Os02g0244100	OGLUM02G10260	100	99.5294
Os02g0244300	OGLUM02G10270	96.4103	96.4103
Os02g0244600	OGLUM02G10290	99.4429	97.0109
Os02g0244700	OGLUM02G10300	99.6901	97.4747
Os02g0245000	OGLUM02G10320	98.6111	98.4868
Os02g0245100	OGLUM02G10330	99.3789	98.4615
Os02g0245600	OGLUM02G10390	64.2857	56.4356
Os02g0245800	OGLUM02G10410	99.0251	99.0251
Os02g0246101	OGLUM10G09760	16.185	27.1845
Os02g0246101	OGLUM10G09780	16.185	27.1845
Os02g0246101	OGLUM11G15720	21.3873	29.1339
Os02g0246101	OGLUM11G15770	20.8092	16.9811
Os02g0246300	OGLUM02G10430	99.2537	83.125
Os02g0246500	OGLUM02G10230	99.1477	53.6098
Os02g0246600	OGLUM02G10440	100	100
Os02g0246900	OGLUM02G10450	97.9275	98.4375
Os02g0247000	OGLUM02G10460	85.7143	14.7887
Os02g0247200	OGLUM02G10480	99.4633	99.4633
Os02g0249000	OGLUM02G10530	91.9421	14.963
Os02g0249300	OGLUM02G10560	60.3015	85.1064
Os02g0249600	OGLUM02G10600	43.4343	99.0783
Os02g0249700	OGLUM02G10610	98.6333	86.6
Os02g0249800	OGLUM02G10620	99.1984	99.1984
Os02g0249900	OGLUM02G10620	99.1984	99.1984
Os02g0250300	OGLUM02G10650	98.9329	98.9329
Os02g0250600	OGLUM02G10670	97.6645	98.2906
Os02g0251700	OGLUM02G10700	100	100
Os02g0251800	OGLUM02G10710	98.2759	98.2759
Os02g0251900	OGLUM02G10720	97.619	97.619
Os02g0252100	OGLUM02G10760	51.6981	56.3786
Os02g0252100	OGLUM12G18030	59.6226	61.4786
Os02g0252200	OGLUM02G10770	98.6072	73.5967
Os02g0252400	OGLUM02G10780	99.4638	99.4638
Os02g0252600	OGLUM02G10790	85.4701	52.0833
Os02g0254600	OGLUM02G10850	83.6735	61.194
Os02g0254700	OGLUM02G10870	93.75	30.2267
Os02g0255000	OGLUM02G10880	98.7368	65.2295
Os02g0255100	OGLUM02G10890	90.9091	100
Os02g0255200	OGLUM02G10900	100	100
Os02g0255300	OGLUM02G10910	96.1111	96.1111
Os02g0255500	OGLUM02G10940	100	100
Os02g0255700	OGLUM02G10950	99.3798	36.072
Os02g0255900	OGLUM02G10960	100	40.1639
Os02g0256100	OGLUM02G10980	99.7743	99.7743
Os02g0256200	OGLUM02G10990	87.1345	99.3333
Os02g0256800	OGLUM02G11010	98.4127	98.4127
Os02g0257001	OGLUM02G11020	44.9495	46.3542
Os02g0257100	OGLUM02G11030	99.1803	99.1803
Os02g0257200	OGLUM02G11040	99.6711	99.6711
Os02g0257300	OGLUM02G11050	97.4194	95.1681
Os02g0257500	OGLUM02G11060	98.5542	99.2718
Os02g0258000	OGLUM02G11090	99.2754	99.2754
Os02g0258200	OGLUM02G11100	98.8722	52.495
Os02g0258250	OGLUM02G11100	98.9418	37.3253
Os02g0258300	OGLUM02G11110	93.5867	95.5152
Os02g0258800	OGLUM02G11140	98.9362	98.9362
Os02g0258900	OGLUM02G11150	92.6396	96.0526
Os02g0259100	OGLUM02G11170	99.3661	99.3661
Os02g0259600	OGLUM02G11180	100	100
Os02g0259850	OGLUM02G11210	98.8048	18.7029
Os02g0259900	OGLUM02G11210	88.7133	29.638
Os02g0260200	OGLUM02G11220	99.7549	99.7549
Os02g0260400	OGLUM11G22860	72.7273	16.2272
Os02g0260500	OGLUM02G11250	99.3964	69.4796
Os02g0260700	OGLUM02G11260	99.6416	99.6416
Os02g0261000	OGLUM02G11270	78.8406	95.1049
Os02g0261100	OGLUM02G11290	76.3513	100
Os02g0262800	OGLUM02G11320	81.6356	94.9124
Os02g0264300	OGLUM02G11340	76.6784	76.4084
Os02g0264800	OGLUM02G11300	100	100
Os02g0265200	OGLUM02G11370	99.169	100
Os02g0265300	OGLUM02G11380	90.0398	85.283
Os02g0265400	OGLUM02G11390	100	100
Os02g0265700	OGLUM02G11410	93.75	24.5902
Os02g0265800	OGLUM02G11420	99.5025	99.5025
Os02g0265900	OGLUM02G11430	99.5652	99.5652
Os02g0266000	OGLUM02G11440	99.2806	99.2806
Os02g0266100	OGLUM02G11450	99.5614	99.5614
Os02g0266200	OGLUM02G11460	99.2089	99.2089
Os02g0266300	OGLUM02G11470	98.7629	96.1847
Os02g0266500	OGLUM02G11480	96.5909	26.0337
Os02g0266800	OGLUM02G11500	99.3289	98.9967
Os02g0267000	OGLUM02G11510	99.3289	99.3289
Os02g0267200	OGLUM02G11520	99.2366	99.2366
Os02g0268050	OGLUM02G11550	85.0575	29.3651
Os02g0268100	OGLUM02G11560	99.4	99.4
Os02g0268300	OGLUM02G11560	99.4	99.4
Os02g0268400	OGLUM02G11550	85.0575	29.3651
Os02g0268600	OGLUM02G11570	95.9854	92.9329
Os02g0269000	OGLUM02G11590	100	100
Os02g0269600	OGLUM02G11600	92.7711	90.3226
Os02g0270200	OGLUM02G11610	93.5484	60.8924
Os02g0270800	OGLUM02G11650	99.7449	30.958
Os02g0271000	OGLUM02G11660	93.0894	98.0029
Os02g0271600	OGLUM02G11670	42.4963	89.9371
Os02g0271900	OGLUM02G11710	44.4241	94.9219
Os02g0272100	OGLUM10G01520	38.5965	52.027
Os02g0272200	OGLUM02G11750	76.3021	96.3816
Os02g0272300	OGLUM02G11760	100	100
Os02g0272400	OGLUM02G11770	96.3696	100
Os02g0272600	OGLUM02G11780	99.1968	99.1968
Os02g0272800	OGLUM07G18600	23.0047	37.9845
Os02g0272850	OGLUM03G18570	6.66667	1.07143
Os02g0272900	OGLUM02G11810	61.0354	54.1063
Os02g0273100	OGLUM02G11800	90.4884	90.4884
Os02g0273700	OGLUM02G11830	99.8423	99.8423
Os02g0273800	OGLUM02G11840	97.4965	95.5041
Os02g0273900	OGLUM02G11850	92.7711	89.5349
Os02g0274100	OGLUM02G11860	95.0413	99.1379
Os02g0274600	OGLUM02G11890	91.9908	88.1579
Os02g0274700	OGLUM02G11900	97.9592	87.2727
Os02g0274900	OGLUM02G11920	88.7734	90.8511
Os02g0275200	OGLUM02G11940	97.5042	92.8685
Os02g0276200	OGLUM02G11970	66.8539	82.069
Os02g0276400	OGLUM02G11990	89.5522	81.8182
Os02g0276500	OGLUM02G12000	94.6809	98.4513
Os02g0276900	OGLUM02G12020	93.4466	99.7409
Os02g0277600	OGLUM02G12040	98.3968	98.004
Os02g0277700	OGLUM02G12050	58.8045	41.791
Os02g0278400	OGLUM02G12070	95.4373	92.7911
Os02g0278700	OGLUM02G12090	96.7705	99.5255
Os02g0279600	OGLUM02G12100	99.2308	99.2308
Os02g0280100	OGLUM02G12120	99.3103	99.0826
Os02g0280400	OGLUM02G12150	99.0385	99.0385
Os02g0280500	OGLUM02G12160	100	24.3323
Os02g0280700	OGLUM02G12180	86.8946	93.2722
Os02g0281000	OGLUM02G12190	99.2634	99.2634
Os02g0281150	OGLUM02G12200	94.382	87.9581
Os02g0281200	OGLUM02G12210	80.7111	86.148
Os02g0282000	OGLUM02G12230	96.2869	98.0241
Os02g0282100	OGLUM02G12240	100	100
Os02g0282301	OGLUM03G33620	32.6667	62.0253
Os02g0282500	OGLUM02G12270	97.3929	52.7218
Os02g0283800	OGLUM02G12310	95.8814	98.8115
Os02g0284600	OGLUM02G12350	100	100
Os02g0285300	OGLUM02G12360	96.5517	99.5556
Os02g0285800	OGLUM02G12390	99.8505	99.8505
Os02g0285900	OGLUM02G12410	87.0775	85.8824
Os02g0286200	OGLUM02G12810	96.8481	97.6879
Os02g0286350	OGLUM07G22870	64.7619	38.8571
Os02g0287000	OGLUM02G12840	95.9559	100
Os02g0287800	OGLUM02G12870	74.7967	21.5962
Os02g0287900	OGLUM02G12880	95.0237	94.3529
Os02g0288000	OGLUM02G12890	97.5728	97.5728
Os02g0288100	OGLUM02G12900	95.4874	96.1818
Os02g0288200	OGLUM02G12910	87.3702	87.2193
Os02g0288400	OGLUM02G12920	86.4697	97.8012
Os02g0288600	OGLUM02G12970	98.5	59.1592
Os02g0288925	OGLUM02G12940	98.8208	98.8208
Os02g0289000	OGLUM02G12930	62.2222	72.5389
Os02g0289300	OGLUM08G12760	77.9221	84.507
Os02g0290000	OGLUM02G13020	99.7849	99.7849
Os02g0290300	OGLUM02G13030	92.4936	64.9107
Os02g0290400	OGLUM02G13040	96.1268	84
Os02g0290500	OGLUM02G13050	98.7611	98.9362
Os02g0290600	OGLUM02G13070	99.6644	73.0627
Os02g0290900	OGLUM02G13090	98.2456	98.9899
Os02g0291000	OGLUM02G13100	46.9484	72.4638
Os02g0291400	OGLUM02G13110	88.7324	99.4737
Os02g0291500	OGLUM02G13120	99.4764	43.1818
Os02g0291600	OGLUM02G13140	96.5333	32.701
Os02g0292600	OGLUM02G13150	87.2861	54.5038
Os02g0292800	OGLUM02G13160	99.6	99.2032
Os02g0293300	OGLUM02G12650	95.9877	99.0446
Os02g0293400	OGLUM02G12640	100	81.1628
Os02g0293500	OGLUM02G12620	100	44.6009
Os02g0293800	OGLUM02G12600	98.9733	66.759
Os02g0293900	OGLUM02G12590	96.1977	94.7566
Os02g0294000	OGLUM02G12580	79.2818	80.3922
Os02g0294100	OGLUM02G12570	97.6359	88.2479
Os02g0294600	OGLUM02G12560	91.3726	84.1155
Os02g0294700	OGLUM02G12530	73.4012	72.3496
Os02g0296400	OGLUM02G12470	92.5094	96.8627
Os02g0296800	OGLUM02G12450	85.3659	28.1501
Os02g0297132	OGLUM02G12440	89.3899	42.4433
Os02g0297200	OGLUM02G12430	98.0341	97.5228
Os02g0297600	OGLUM02G12780	100	67.9661
Os02g0298200	OGLUM02G12750	82.7411	71.4912
Os02g0299000	OGLUM07G08530	46.8697	44.2492
Os02g0299200	OGLUM02G12710	98.1443	97.1429
Os02g0300500	OGLUM02G13230	24.9158	83.4586
Os02g0300700	OGLUM02G13270	100	100
Os02g0301000	OGLUM02G13300	99.3865	99.0826
Os02g0301100	OGLUM02G13310	100	73.5795
Os02g0301500	OGLUM02G13320	100	44.0323
Os02g0301700	OGLUM02G13330	98.8372	86.4407
Os02g0301800	OGLUM02G13340	96.0821	95.2821
Os02g0302200	OGLUM02G13360	85.2459	83.871
Os02g0302450	OGLUM02G13350	65.4206	60.3448
Os02g0302700	OGLUM02G13390	79.2711	99.7135
Os02g0302900	OGLUM02G13400	98.4444	99.5506
Os02g0303500	OGLUM02G13430	99.0826	99.0826
Os02g0304500	OGLUM02G13460	90.7869	63.4899
Os02g0304800	OGLUM02G13470	97.5926	94.2755
Os02g0304900	OGLUM02G13480	86.5306	98.6047
Os02g0305600	OGLUM02G13500	93.9153	94.9198
Os02g0305700	OGLUM08G22970	86.1272	100
Os02g0305950	OGLUM08G22980	79.7203	82.0144
Os02g0306100	OGLUM08G22990	98.2143	34.4828
Os02g0306401	OGLUM02G13510	99.5951	98.008
Os02g0306550	OGLUM02G13530	98.2639	95.2862
Os02g0306900	OGLUM02G13540	100	99.1477
Os02g0307000	OGLUM02G13550	97.3198	95.8144
Os02g0307200	OGLUM02G13570	98.9529	44.7867
Os02g0307300	OGLUM02G13590	76.6667	49.6403
Os02g0307700	OGLUM02G13580	82.9016	43.956
Os02g0307800	OGLUM02G13620	99.2674	99.2674
Os02g0308400	OGLUM02G13650	99.2509	99.2509
Os02g0308800	OGLUM02G13660	98.8806	98.8806
Os02g0309200	OGLUM02G13670	98.3003	64.9813
Os02g0309500	OGLUM02G13690	95.4023	67.663
Os02g0310400	OGLUM12G14760	19.8925	17.7034
Os02g0310500	OGLUM02G13700	80.9668	99.2593
Os02g0311150	OGLUM02G13720	96.6667	100
Os02g0311600	OGLUM02G13740	47.0046	60.355
Os02g0311600	OGLUM08G07300	23.5023	46.789
Os02g0312500	OGLUM02G13760	99.3976	99.3976
Os02g0312600	OGLUM02G13770	99.4924	87.8924
Os02g0312700	OGLUM02G13780	100	100
Os02g0312800	OGLUM02G13790	92.9787	85.6863
Os02g0313400	OGLUM02G13820	79.3358	45.8422
Os02g0313700	OGLUM02G13860	99.5822	96.8835
Os02g0313900	OGLUM05G05700	0.819672	2.43902
Os02g0314300	OGLUM02G13900	93.3333	91.3043
Os02g0314600	OGLUM02G13930	97.6654	97.6654
Os02g0315200	OGLUM02G00750	15.5629	30.9211
Os02g0315600	OGLUM02G13950	97.6378	95.0192
Os02g0316200	OGLUM02G13960	99.2924	99.2924
Os02g0316900	OGLUM02G13980	93.3105	31.9062
Os02g0317300	OGLUM02G14010	99.0854	99.6933
Os02g0317400	OGLUM02G14020	100	100
Os02g0317500	OGLUM02G14030	98.7879	98.7879
Os02g0317600	OGLUM02G14040	55.2941	80.5714
Os02g0317700	OGLUM02G14050	22.2672	42.9688
Os02g0317800	OGLUM02G14070	100	100
Os02g0318200	OGLUM02G14120	80.6977	59.0136
Os02g0318450	OGLUM02G10120	82.2157	42.5982
Os02g0318450	OGLUM02G10130	0	0
Os02g0318500	OGLUM02G10120	5.03282	3.47432
Os02g0318500	OGLUM02G10130	52.7352	90.9434
Os02g0318600	OGLUM02G14140	77.7027	42.7509
Os02g0319100	OGLUM02G14170	93.5882	95.4717
Os02g0319300	OGLUM02G14200	98.7013	13.9706
Os02g0319800	OGLUM02G14220	96.0089	96.4365
Os02g0320000	OGLUM02G14250	89.9522	89.5238
Os02g0320100	OGLUM02G14260	98.7879	82.7411
Os02g0320300	OGLUM02G14270	99.6429	99.6429
Os02g0320600	OGLUM02G14280	92.1182	88.2076
Os02g0320800	OGLUM02G14290	61.9205	76.6393
Os02g0321000	OGLUM02G14300	98.524	74.8948
Os02g0321500	OGLUM02G14320	100	100
Os02g0321600	OGLUM02G14340	99.3007	99.3007
Os02g0321800	OGLUM02G14350	100	100
Os02g0321900	OGLUM02G14360	97.2222	99.5261
Os02g0322400	OGLUM02G14390	85.0446	92.2518
Os02g0323600	OGLUM02G14450	98.6111	99.5992
Os02g0324200	OGLUM02G14490	100	100
Os02g0324300	OGLUM02G14510	99.3548	99.3548
Os02g0324400	OGLUM02G14520	99.2366	99.2366
Os02g0324500	OGLUM02G14530	69.0266	96.2963
Os02g0324700	OGLUM02G14540	80.7487	99.3421
Os02g0325100	OGLUM02G14560	100	100
Os02g0325300	OGLUM02G14580	40.2174	31.7597
Os02g0325401	OGLUM02G14590	62.8571	41.1215
Os02g0325600	OGLUM02G14610	100	100
Os02g0326000	OGLUM02G14630	61.5658	93.5135
Os02g0326200	OGLUM02G14640	96.0714	65.9314
Os02g0326500	OGLUM02G15030	70	15.6951
Os02g0326600	OGLUM02G14670	99.6988	69.7331
Os02g0326700	OGLUM02G14680	91.5254	63.6542
Os02g0327000	OGLUM02G14720	100	100
Os02g0327100	OGLUM01G23310	74.5946	90.7895
Os02g0327100	OGLUM02G14700	76.2162	97.2414
Os02g0327500	OGLUM02G14730	99.7722	99.7722
Os02g0327700	OGLUM02G14740	93.8628	99.4264
Os02g0328300	OGLUM02G14770	92.6829	74.0947
Os02g0329300	OGLUM02G14830	86.7504	87.237
Os02g0329600	OGLUM10G07160	50	15.2893
Os02g0329800	OGLUM02G14850	99.1166	99.1166
Os02g0329933	OGLUM02G14880	63.3136	97.2727
Os02g0330200	OGLUM02G14890	100	100
Os02g0331200	OGLUM02G14930	99.4048	99.0119
Os02g0331400	OGLUM02G14940	88.5542	99.3243
Os02g0332200	OGLUM02G15010	99.8127	99.8127
Os02g0332450	OGLUM04G06870	92.6829	54.2857
Os02g0332700	OGLUM08G10170	66.0194	33.1707
Os02g0433600	OGLUM02G15040	93.0029	99.3769
Os02g0435000	OGLUM02G15050	100	100
Os02g0435400	OGLUM02G15100	68.5185	42.0455
Os02g0435600	OGLUM12G10660	83.3333	34.0136
Os02g0436400	OGLUM02G15160	100	100
Os02g0437200	OGLUM02G15180	94.6309	49.8233
Os02g0437800	OGLUM02G15220	98.2363	98.2363
Os02g0438200	OGLUM02G15420	99.8413	99.8413
Os02g0438900	OGLUM02G15380	89.4737	99.2701
Os02g0439200	OGLUM02G15370	98.892	98.892
Os02g0439700	OGLUM02G15360	88.6621	96.0688
Os02g0440000	OGLUM02G15340	92.0408	97.8308
Os02g0440900	OGLUM02G15310	98.495	98.495
Os02g0445100	OGLUM02G15300	100	100
Os02g0445600	OGLUM02G15260	100	88.9908
Os02g0445700	OGLUM11G18070	4.7619	12.1951
Os02g0448000	OGLUM02G15440	99.6835	99.6835
Os02g0448400	OGLUM02G15450	96.6543	99.8081
Os02g0448600	OGLUM02G15460	93.3594	78.8779
Os02g0450000	OGLUM02G15490	99.0123	99.0123
Os02g0451501	OGLUM08G11080	21.0843	42.1687
Os02g0452500	OGLUM02G15580	53.0435	9.80707
Os02g0453100	OGLUM02G15610	95.3757	97.0588
Os02g0453400	OGLUM02G15620	85.625	40.2941
Os02g0453500	OGLUM02G15630	39.0476	34.1667
Os02g0453600	OGLUM02G15640	86.9565	43.1373
Os02g0453800	OGLUM02G15650	51.7857	32.9545
Os02g0454300	OGLUM02G15660	98.1818	42.5197
Os02g0454500	OGLUM02G15690	99.7159	54.0832
Os02g0455400	OGLUM02G15700	81.3433	99.5434
Os02g0455800	OGLUM02G15720	98.1273	98.1273
Os02g0455900	OGLUM02G15730	99.2647	99.2647
Os02g0456000	OGLUM02G15740	98.2175	72.4047
Os02g0456100	OGLUM02G15750	97.6331	97.6331
Os02g0456500	OGLUM02G15760	83.0116	43.0862
Os02g0456800	OGLUM02G15780	99.5409	99.5409
Os02g0457100	OGLUM02G15790	90.604	49.6324
Os02g0457300	OGLUM02G15800	66.6667	99.2806
Os02g0457500	OGLUM02G15810	99.0968	98.7147
Os02g0458100	OGLUM02G15840	85.6777	94.3662
Os02g0458900	OGLUM02G15850	5.13514	13.9706
Os02g0459300	OGLUM02G15880	93.8889	79.9054
Os02g0459600	OGLUM02G15890	99.8561	99.8561
Os02g0460200	OGLUM02G15710	99.1803	99.1803
Os02g0461000	OGLUM02G15940	97.6526	100
Os02g0461200	OGLUM02G15970	98.9865	96.8595
Os02g0461500	OGLUM02G15980	98.3553	58.8583
Os02g0461700	OGLUM02G15990	90.0763	98.3333
Os02g0461900	OGLUM02G16000	99.4652	80.5195
Os02g0462200	OGLUM02G16020	99.5413	99.5413
Os02g0462300	OGLUM02G16030	100	45.8167
Os02g0462401	OGLUM02G16030	77.9592	38.0478
Os02g0462800	OGLUM02G16050	99.2095	99.2095
Os02g0462900	OGLUM02G16060	69.863	42.1488
Os02g0463401	OGLUM02G16080	98.7654	98.7654
Os02g0463500	OGLUM02G16090	86.7069	78.2016
Os02g0464400	OGLUM02G16110	85.3234	65.2091
Os02g0464500	OGLUM02G16130	93.6679	85.5895
Os02g0464550	OGLUM10G09680	34.1176	33.3333
Os02g0464900	OGLUM02G16150	94.4554	61.6279
Os02g0465000	OGLUM02G16160	88.0435	33.75
Os02g0465400	OGLUM02G16190	95.3333	96.8397
Os02g0465500	OGLUM02G16200	99.1903	99.1903
Os02g0465600	OGLUM02G16210	96.5087	96.5087
Os02g0465900	OGLUM02G16220	99.0741	99.0741
Os02g0466400	OGLUM02G16270	90.2564	99.1549
Os02g0466600	OGLUM02G16250	90.303	86.1272
Os02g0466600	OGLUM06G01360	39.3939	56.5217
Os02g0467000	OGLUM02G16260	60.8985	97.6
Os02g0467600	OGLUM02G16260	70.1689	99.7333
Os02g0467700	OGLUM02G16300	95.9016	92.126
Os02g0468100	OGLUM02G16320	71.916	96.4789
Os02g0468200	OGLUM02G16310	89.1697	67.3025
Os02g0468400	OGLUM02G16340	98.6207	85.4582
Os02g0468500	OGLUM02G16330	99.8024	99.8024
Os02g0468800	OGLUM02G16360	99.6683	99.6683
Os02g0469000	OGLUM02G16370	100	100
Os02g0469200	OGLUM02G16380	85.5626	47.1897
Os02g0469300	OGLUM02G16390	98.132	99.3695
Os02g0469600	OGLUM02G16400	99.7319	99.7319
