Gene stable ID	Hordeum vulgare gene stable ID	%id. target Hordeum vulgare gene identical to query gene	%id. query gene identical to target Hordeum vulgare gene
Os02g0224300	HORVU1Hr1G029050	0	0
Os02g0224300	HORVU4Hr1G035610	0.475059	1.9802
Os02g0224300	HORVU6Hr1G040310	72.209	42.5175
Os02g0224300	HORVU6Hr1G044580	0	0
Os02g0224300	HORVU6Hr1G044610	0.475059	2.5
Os02g0224400	HORVU1Hr1G020600	72.332	71.345
Os02g0224400	HORVU2Hr1G012060	42.6877	79.4118
Os02g0224400	HORVU6Hr1G041920	40.9091	82.4701
Os02g0224800	HORVU6Hr1G041770	75	73.9377
Os02g0224900	HORVU1Hr1G048690	38.3966	53.5294
Os02g0224900	HORVU1Hr1G048700	45.9916	36.0927
Os02g0224900	HORVU2Hr1G049730	8.43882	11.7647
Os02g0224900	HORVU4Hr1G040780	3.37553	6.4
Os02g0224900	HORVU5Hr1G055050	7.59494	10.5882
Os02g0225000	HORVU4Hr1G066370	87.0523	87.0523
Os02g0225300	HORVU1Hr1G050810	50.6667	18.8119
Os02g0225900	HORVU2Hr1G079450	14.023	48.4127
Os02g0226000	HORVU3Hr1G064520	36.0976	54.4118
Os02g0226000	HORVU6Hr1G040480	84.8781	87.4372
Os02g0226200	HORVU6Hr1G040770	61.4865	58.8997
Os02g0226300	HORVU6Hr1G042080	70.8683	75.2976
Os02g0226900	HORVU6Hr1G040780	78.4929	85.034
Os02g0227000	HORVU1Hr1G023870	22.0994	51.2821
Os02g0227000	HORVU2Hr1G109960	69.7974	67.3179
Os02g0227200	HORVU6Hr1G040900	83.3333	82.4742
Os02g0227200	HORVU7Hr1G026720	80.2083	62.6016
Os02g0227400	HORVU6Hr1G040920	75.5738	67.4963
Os02g0227500	HORVU7Hr1G001160	31.5217	35.1515
Os02g0227500	HORVU7Hr1G001220	30.9783	34.0299
Os02g0227700	HORVU7Hr1G044310	45.4183	35.6808
Os02g0228000	HORVU7Hr1G001160	36.6279	19.0909
Os02g0228000	HORVU7Hr1G001220	40.1163	20.597
Os02g0228300	HORVU7Hr1G044310	45.8292	36.5415
Os02g0229000	HORVU6Hr1G044840	91.3043	70.7865
Os02g0229200	HORVU4Hr1G084040	5.09554	3.73832
Os02g0229600	HORVU0Hr1G015810	85.5098	34.7636
Os02g0229800	HORVU3Hr1G024490	37.6271	39.3617
Os02g0230100	HORVU6Hr1G041650	85.2853	84.0237
Os02g0230200	HORVU3Hr1G019980	76.9886	75.0693
Os02g0230300	HORVU3Hr1G019990	80.7692	28.3784
Os02g0231700	HORVU2Hr1G001960	62.6272	63.0354
Os02g0231700	HORVU2Hr1G002020	64.1073	59.5361
Os02g0231700	HORVU6Hr1G088400	67.0675	65.6703
Os02g0232100	HORVU6Hr1G040680	85.8086	85.8086
Os02g0232400	HORVU0Hr1G030280	22.2	61.6667
Os02g0232400	HORVU5Hr1G099820	88.6	86.5234
Os02g0232400	HORVU5Hr1G099910	10.8	100
Os02g0232900	HORVU7Hr1G043590	85.2113	78.3172
Os02g0232900	HORVU7Hr1G043600	85.2113	75.8621
Os02g0233200	HORVU6Hr1G081650	61.2536	56.4304
Os02g0233333	HORVU5Hr1G053750	88.8889	64
Os02g0234200	HORVU6Hr1G045970	80.9331	75.4253
Os02g0234300	HORVU6Hr1G041430	83.821	59.1019
Os02g0234450	HORVU2Hr1G100250	74.6412	75
Os02g0234500	HORVU2Hr1G022680	70.017	87.0763
Os02g0234700	HORVU0Hr1G002580	61.8557	48.3871
Os02g0234800	HORVU5Hr1G122640	84.8592	84.8592
Os02g0235000	HORVU7Hr1G109420	48.2993	36.4103
Os02g0235000	HORVU7Hr1G115760	82.3129	46.8992
Os02g0235600	HORVU1Hr1G028820	90.6593	80.0971
Os02g0235600	HORVU3Hr1G026060	91.2088	92.2222
Os02g0235900	HORVU4Hr1G062830	77.2487	75.3873
Os02g0236000	HORVU6Hr1G003470	90.9722	82.2176
Os02g0236600	HORVU6Hr1G026600	82.866	81.8462
Os02g0236800	HORVU6Hr1G021520	74.2331	62.3711
Os02g0238500	HORVU2Hr1G102400	60.5863	46.7337
Os02g0240100	HORVU6Hr1G009360	75.841	77.0186
Os02g0240100	HORVU6Hr1G009500	75.5352	76.7081
Os02g0240100	HORVU7Hr1G108530	77.0642	73.9003
Os02g0240300	HORVU6Hr1G009360	70.0935	69.8758
Os02g0240300	HORVU6Hr1G009500	71.028	70.8075
Os02g0240300	HORVU7Hr1G108530	70.7165	66.5689
Os02g0241200	HORVU6Hr1G019650	53.3945	60.625
Os02g0241600	HORVU6Hr1G045310	32.5316	66.5803
Os02g0242100	HORVU2Hr1G010140	17.3554	67.2
Os02g0242600	HORVU1Hr1G013680	59.519	52.014
Os02g0242600	HORVU1Hr1G013690	59.519	52.014
Os02g0242900	HORVU2Hr1G024580	30.6069	39.8625
Os02g0242900	HORVU2Hr1G024600	36.6755	40.7625
Os02g0242900	HORVU2Hr1G024630	58.3113	44.7368
Os02g0242900	HORVU2Hr1G107750	64.1161	47.2763
Os02g0243300	HORVU2Hr1G024580	26.7894	45.0172
Os02g0243300	HORVU2Hr1G024600	42.3313	60.7038
Os02g0243300	HORVU2Hr1G024630	60.1227	59.5142
Os02g0243300	HORVU2Hr1G107750	58.0777	55.2529
Os02g0244000	HORVU6Hr1G018810	37.7119	36.7769
Os02g0244100	HORVU6Hr1G044080	85.3428	84.9412
Os02g0244700	HORVU6Hr1G048410	94.1116	94.1116
Os02g0245000	HORVU3Hr1G110920	78.2828	75.7021
Os02g0245100	HORVU3Hr1G082800	56.2112	56.2112
Os02g0246300	HORVU3Hr1G023260	76.8657	76.2963
Os02g0247000	HORVU6Hr1G031230	59.8639	24.4784
Os02g0248100	HORVU0Hr1G001140	24.6446	63.4146
Os02g0248100	HORVU0Hr1G031650	16.1137	41.4634
Os02g0248100	HORVU1Hr1G067710	24.6446	63.4146
Os02g0248440	HORVU5Hr1G074300	23.0047	36.0294
Os02g0248440	HORVU6Hr1G017180	37.0892	43.4066
Os02g0248440	HORVU6Hr1G021130	45.0704	47.7612
Os02g0248800	HORVU1Hr1G013680	57.3737	49.7373
Os02g0248800	HORVU1Hr1G013690	57.3737	49.7373
Os02g0249300	HORVU4Hr1G017610	58.794	63.9344
Os02g0249500	HORVU1Hr1G013680	14.321	10.1576
Os02g0249500	HORVU1Hr1G013690	14.321	10.1576
Os02g0249600	HORVU1Hr1G013680	61.6162	53.4151
Os02g0249600	HORVU1Hr1G013690	61.6162	53.4151
Os02g0249700	HORVU0Hr1G040460	32.8018	37.7953
Os02g0249700	HORVU5Hr1G110310	13.8952	36.0947
Os02g0249700	HORVU6Hr1G010610	36.6743	39.8515
Os02g0249700	HORVU6Hr1G011390	33.2574	37.4359
Os02g0249700	HORVU6Hr1G011450	33.2574	37.5321
Os02g0249700	HORVU6Hr1G011570	37.1298	42.228
Os02g0249700	HORVU6Hr1G011580	37.1298	41.5816
Os02g0249700	HORVU6Hr1G013120	34.3964	36.0382
Os02g0249700	HORVU6Hr1G013370	38.2688	44.8
Os02g0249800	HORVU1Hr1G013680	61.7234	53.9405
Os02g0249800	HORVU1Hr1G013690	61.7234	53.9405
Os02g0249900	HORVU1Hr1G013680	61.7234	53.9405
Os02g0249900	HORVU1Hr1G013690	61.7234	53.9405
Os02g0250300	HORVU6Hr1G045030	71.9512	74.5656
Os02g0250300	HORVU6Hr1G045070	71.7988	74.0566
Os02g0250400	HORVU0Hr1G006800	23.3607	43.5115
Os02g0250600	HORVU1Hr1G082820	50.7431	32.7397
Os02g0250600	HORVU1Hr1G091760	23.9915	30.9589
Os02g0251700	HORVU2Hr1G088400	26.4249	18.4783
Os02g0251800	HORVU4Hr1G076660	22.4138	81.25
Os02g0251900	HORVU4Hr1G076660	20.6349	81.25
Os02g0252100	HORVU2Hr1G073490	43.3962	68.8623
Os02g0252100	HORVU4Hr1G003820	78.4906	78.1955
Os02g0252100	HORVU4Hr1G058060	64.9057	74.7826
Os02g0252100	HORVU5Hr1G021180	86.4151	76.0797
Os02g0252100	HORVU6Hr1G034010	65.283	66.0305
Os02g0252100	HORVU6Hr1G061320	44.9057	84.3972
Os02g0252100	HORVU7Hr1G118660	65.283	76.2115
Os02g0252600	HORVU5Hr1G048910	65.3846	42.2652
Os02g0252600	HORVU5Hr1G048930	65.3846	42.2652
Os02g0254700	HORVU5Hr1G052890	71.0938	23.6364
Os02g0255000	HORVU6Hr1G044300	85.0526	57.8797
Os02g0255100	HORVU6Hr1G050710	71.3499	66.2404
Os02g0255200	HORVU3Hr1G032340	90.6977	90.6977
Os02g0255400	HORVU0Hr1G015300	52.9197	30.083
Os02g0255400	HORVU2Hr1G122960	53.6496	30.7531
Os02g0255400	HORVU6Hr1G025150	33.2117	24.4624
Os02g0255700	HORVU5Hr1G083950	2.0155	11.5044
Os02g0255700	HORVU6Hr1G084650	78.1395	28.1722
Os02g0256800	HORVU0Hr1G040240	59.5238	61.4754
Os02g0256800	HORVU1Hr1G081730	55.5556	58.8235
Os02g0256800	HORVU4Hr1G073460	48.4127	50
Os02g0256800	HORVU5Hr1G110690	57.1429	59.0164
Os02g0256800	HORVU5Hr1G110700	57.1429	59.0164
Os02g0256800	HORVU5Hr1G110710	59.5238	60.9756
Os02g0257200	HORVU3Hr1G026120	70.3947	68.5897
Os02g0257200	HORVU3Hr1G058570	70.3947	68.5897
Os02g0257300	HORVU3Hr1G094820	66.6667	63.786
Os02g0258200	HORVU2Hr1G102930	64.6617	30.991
Os02g0258250	HORVU2Hr1G102930	61.3757	20.9009
Os02g0258300	HORVU7Hr1G082720	67.4584	66.5105
Os02g0258900	HORVU5Hr1G014920	75.3807	62.0042
Os02g0259100	HORVU0Hr1G021940	73.6926	73.1132
Os02g0259600	HORVU6Hr1G041020	64.9533	54.5098
Os02g0259850	HORVU4Hr1G090660	57.3705	10.9256
Os02g0259900	HORVU4Hr1G090660	23.9278	8.04249
Os02g0260900	HORVU0Hr1G015300	57.1429	19.917
Os02g0260900	HORVU2Hr1G122960	57.1429	20.0837
Os02g0260900	HORVU6Hr1G025150	57.1429	25.8065
Os02g0261000	HORVU1Hr1G037110	53.913	66.4286
Os02g0261100	HORVU7Hr1G080800	95.9459	95.9459
Os02g0261400	HORVU1Hr1G037640	0.490196	0.938967
Os02g0261400	HORVU6Hr1G095000	0.980392	0.421496
Os02g0261800	HORVU1Hr1G037640	0	0
Os02g0261800	HORVU6Hr1G095000	26.5734	8.00843
Os02g0262600	HORVU2Hr1G000510	25.283	4.19012
Os02g0262600	HORVU2Hr1G000560	23.7736	5.07246
Os02g0262600	HORVU2Hr1G000570	0	0
Os02g0262600	HORVU2Hr1G000610	0	0
Os02g0262600	HORVU2Hr1G000620	0.754717	0.394477
Os02g0262600	HORVU2Hr1G000700	23.7736	5.20661
Os02g0262600	HORVU2Hr1G000760	0	0
Os02g0262600	HORVU2Hr1G000770	22.2642	4.68998
Os02g0262600	HORVU2Hr1G000900	23.7736	4.56191
Os02g0262600	HORVU5Hr1G116990	23.3962	3.95156
Os02g0262600	HORVU5Hr1G117020	21.1321	7.79944
Os02g0265400	HORVU6Hr1G048780	95.2128	95.2128
Os02g0265700	HORVU3Hr1G029790	37.5	11.1111
Os02g0266000	HORVU7Hr1G075710	64.0288	54.6012
Os02g0266000	HORVU7Hr1G081300	63.3094	66.6667
Os02g0266100	HORVU6Hr1G045250	45.614	44.8276
Os02g0266200	HORVU5Hr1G069030	86.3924	85.9843
Os02g0266300	HORVU6Hr1G043280	41.8557	77.7778
Os02g0266500	HORVU6Hr1G036060	61.9318	15.7061
Os02g0266800	HORVU6Hr1G031330	39.2617	40.7666
Os02g0267000	HORVU7Hr1G117320	70.8054	62.9851
Os02g0267200	HORVU5Hr1G106500	82.4427	83.0769
Os02g0267700	HORVU7Hr1G092600	74.2064	71.9231
Os02g0267900	HORVU7Hr1G092600	70.8633	75.7692
Os02g0268050	HORVU7Hr1G092600	70.1149	70.3846
Os02g0268100	HORVU1Hr1G013680	62.2	54.4659
Os02g0268100	HORVU1Hr1G013690	62.2	54.4659
Os02g0268300	HORVU1Hr1G013680	62.2	54.4659
Os02g0268300	HORVU1Hr1G013690	62.2	54.4659
Os02g0268400	HORVU7Hr1G092600	70.1149	70.3846
Os02g0268600	HORVU7Hr1G092600	70.438	74.2308
Os02g0269200	HORVU7Hr1G011400	88.8889	54.321
Os02g0269600	HORVU3Hr1G026270	66.7169	55.5834
Os02g0269600	HORVU3Hr1G026330	67.4699	55.6522
Os02g0269600	HORVU6Hr1G020120	65.8133	56.242
Os02g0269600	HORVU6Hr1G035280	65.6627	59.0786
Os02g0269600	HORVU6Hr1G092540	66.8675	59.5174
Os02g0269600	HORVU7Hr1G024930	67.7711	60.5653
Os02g0269600	HORVU7Hr1G024940	69.2771	59.5084
Os02g0269600	HORVU7Hr1G024950	68.6747	60.4775
Os02g0270200	HORVU3Hr1G026270	62.7016	39.0213
Os02g0270200	HORVU3Hr1G026330	63.1048	38.882
Os02g0270200	HORVU6Hr1G020120	60.2823	38.4813
Os02g0270200	HORVU6Hr1G035280	63.3064	42.5474
Os02g0270200	HORVU6Hr1G092540	59.6774	39.6783
Os02g0270200	HORVU7Hr1G024930	63.1048	42.1265
Os02g0270200	HORVU7Hr1G024940	63.3064	40.621
Os02g0270200	HORVU7Hr1G024950	62.7016	41.2467
Os02g0270800	HORVU3Hr1G026270	60.9694	29.9875
Os02g0270800	HORVU3Hr1G026330	61.4796	29.9379
Os02g0270800	HORVU6Hr1G020120	63.7755	32.175
Os02g0270800	HORVU6Hr1G035280	59.6939	31.7073
Os02g0270800	HORVU6Hr1G092540	59.949	31.5013
Os02g0270800	HORVU7Hr1G024930	63.0102	33.2436
Os02g0270800	HORVU7Hr1G024940	62.7551	31.8241
Os02g0270800	HORVU7Hr1G024950	62.5	32.4934
Os02g0270900	HORVU3Hr1G026270	62.6794	49.3099
Os02g0270900	HORVU3Hr1G026330	61.882	48.1988
Os02g0270900	HORVU6Hr1G020120	60.7655	49.0347
Os02g0270900	HORVU6Hr1G035280	62.9984	53.523
Os02g0270900	HORVU6Hr1G092540	61.244	51.4745
Os02g0270900	HORVU7Hr1G024930	63.7959	53.8358
Os02g0270900	HORVU7Hr1G024940	64.5933	52.3933
Os02g0270900	HORVU7Hr1G024950	62.9984	52.3873
Os02g0271000	HORVU3Hr1G026270	67.0732	62.1079
Os02g0271000	HORVU3Hr1G026330	67.4797	61.8634
Os02g0271000	HORVU6Hr1G020120	65.1762	61.9048
Os02g0271000	HORVU6Hr1G035280	64.2276	64.2276
Os02g0271000	HORVU6Hr1G092540	64.4986	63.807
Os02g0271000	HORVU7Hr1G024930	66.5312	66.0834
Os02g0271000	HORVU7Hr1G024940	67.8862	64.8124
Os02g0271000	HORVU7Hr1G024950	66.1247	64.7215
Os02g0271600	HORVU3Hr1G026270	65.6761	55.458
Os02g0271600	HORVU3Hr1G026330	65.8247	55.0311
Os02g0271600	HORVU6Hr1G020120	63.1501	54.6976
Os02g0271600	HORVU6Hr1G035280	63.4473	57.8591
Os02g0271600	HORVU6Hr1G092540	62.2585	56.1662
Os02g0271600	HORVU7Hr1G024930	65.6761	59.4886
Os02g0271600	HORVU7Hr1G024940	67.9049	59.1203
Os02g0271600	HORVU7Hr1G024950	65.8247	58.7533
Os02g0271900	HORVU6Hr1G044640	30.3473	36.0087
Os02g0272200	HORVU0Hr1G000290	53.9062	61.791
Os02g0272200	HORVU0Hr1G001150	60.4167	60.733
Os02g0272200	HORVU0Hr1G031640	60.4167	60.733
Os02g0272200	HORVU1Hr1G022530	64.8438	65.1832
Os02g0272200	HORVU1Hr1G022670	63.2812	63.6126
Os02g0272200	HORVU1Hr1G067720	59.8958	60.2094
Os02g0272200	HORVU1Hr1G078200	61.7188	62.533
Os02g0272200	HORVU6Hr1G019210	59.375	59.6859
Os02g0272200	HORVU7Hr1G017630	61.7188	61.7188
Os02g0272200	HORVU7Hr1G017660	63.5417	63.3766
Os02g0272200	HORVU7Hr1G017680	63.8021	64.1361
Os02g0272200	HORVU7Hr1G023900	33.0729	63.1841
Os02g0272200	HORVU7Hr1G023910	61.7188	62.0419
Os02g0272300	HORVU6Hr1G050860	84.7953	86.4811
Os02g0272400	HORVU6Hr1G051240	73.2673	73.0263
Os02g0272600	HORVU3Hr1G104220	42.1687	82.0312
Os02g0272600	HORVU3Hr1G104250	45.3815	60.7527
Os02g0272850	HORVU6Hr1G035190	8.88889	1.43369
Os02g0273000	HORVU4Hr1G043970	85.8896	84.8485
Os02g0273100	HORVU6Hr1G035160	76.3496	75.7653
Os02g0273700	HORVU5Hr1G099670	68.9274	69.0363
Os02g0274000	HORVU5Hr1G003000	73.6842	68.7117
Os02g0274100	HORVU3Hr1G013880	87.4656	87.2253
Os02g0274100	HORVU6Hr1G024100	88.0165	88.0165
Os02g0274900	HORVU7Hr1G115370	90.0208	72.7731
Os02g0275100	HORVU1Hr1G067850	86.8421	86.8421
Os02g0275100	HORVU1Hr1G067960	86.8421	86.8421
Os02g0275100	HORVU4Hr1G082590	86.8421	86.8421
Os02g0275200	HORVU1Hr1G091060	59.2346	58.2651
Os02g0276200	HORVU4Hr1G043950	19.6629	11.0759
Os02g0276400	HORVU3Hr1G038260	12.4378	13.1579
Os02g0276400	HORVU7Hr1G025910	76.1194	48.4177
Os02g0276500	HORVU1Hr1G060090	82.1277	71.7472
Os02g0276900	HORVU7Hr1G101040	49.7573	58.2386
Os02g0277600	HORVU3Hr1G024630	83.3667	83.7022
Os02g0277600	HORVU6Hr1G083180	81.7635	81.7635
Os02g0278400	HORVU0Hr1G001800	52.8517	54.4031
Os02g0278400	HORVU1Hr1G007420	54.1825	55.8824
Os02g0278400	HORVU7Hr1G043540	57.4144	57.5238
Os02g0278700	HORVU7Hr1G121270	58.5928	70.1657
Os02g0279600	HORVU1Hr1G054340	80	68.4211
Os02g0280100	HORVU3Hr1G096160	85.2874	84.127
Os02g0280400	HORVU0Hr1G016190	79.3269	84.1837
Os02g0280500	HORVU5Hr1G109440	91.4634	21.6763
Os02g0280700	HORVU5Hr1G065620	52.1368	49.8638
Os02g0280700	HORVU5Hr1G124390	46.1538	53.4653
Os02g0280700	HORVU6Hr1G078640	59.8291	62.3145
Os02g0281000	HORVU6Hr1G040540	77.1639	78.0988
Os02g0281150	HORVU3Hr1G012530	80.3371	81.4815
Os02g0281200	HORVU5Hr1G117040	33.0667	47.5703
Os02g0281200	HORVU6Hr1G013830	55.7333	57.0519
Os02g0282000	HORVU5Hr1G117040	31.5612	47.8261
Os02g0282000	HORVU6Hr1G013830	52.9958	57.1429
Os02g0282100	HORVU0Hr1G019770	81.25	83.5714
Os02g0282100	HORVU7Hr1G093490	80.5556	51.7857
Os02g0282500	HORVU5Hr1G117040	16.946	11.6368
Os02g0282500	HORVU6Hr1G013830	57.1695	27.9345
Os02g0282900	HORVU1Hr1G055810	70.7237	67.6101
Os02g0284300	HORVU7Hr1G025840	7.97546	65
Os02g0284500	HORVU1Hr1G077710	42.9778	56.1379
Os02g0284500	HORVU1Hr1G077730	44.8786	50.8373
Os02g0284500	HORVU1Hr1G077790	44.773	49.8824
Os02g0284500	HORVU5Hr1G007750	45.1954	48.0359
Os02g0284500	HORVU5Hr1G017570	45.4065	49.5392
Os02g0284500	HORVU6Hr1G091520	41.0771	42.2367
Os02g0284600	HORVU0Hr1G018350	77.3723	77.3723
Os02g0284600	HORVU0Hr1G032310	76.6423	76.6423
Os02g0284600	HORVU1Hr1G034130	25.5474	61.4035
Os02g0284600	HORVU1Hr1G034150	25.5474	61.4035
Os02g0284600	HORVU2Hr1G086480	83.2117	83.2117
Os02g0284600	HORVU3Hr1G023640	59.854	60.2941
Os02g0284600	HORVU3Hr1G027260	80.292	80.292
Os02g0284600	HORVU3Hr1G075110	78.8321	78.8321
Os02g0284600	HORVU3Hr1G075130	78.8321	78.8321
Os02g0284600	HORVU4Hr1G020020	78.8321	78.8321
Os02g0284600	HORVU4Hr1G078960	57.6642	84.9462
Os02g0284600	HORVU4Hr1G087850	75.9124	75.9124
Os02g0284600	HORVU4Hr1G087880	75.9124	75.9124
Os02g0284600	HORVU4Hr1G090980	64.2336	64.7059
Os02g0284600	HORVU5Hr1G010250	40.8759	73.6842
Os02g0284600	HORVU5Hr1G054090	67.8832	68.3824
Os02g0284600	HORVU5Hr1G054100	67.8832	68.3824
Os02g0284600	HORVU5Hr1G054110	67.8832	68.3824
Os02g0284600	HORVU5Hr1G054120	67.8832	68.3824
Os02g0284600	HORVU5Hr1G054130	67.8832	68.3824
Os02g0284600	HORVU6Hr1G005820	70.073	70.073
Os02g0284600	HORVU6Hr1G037710	81.7518	81.7518
Os02g0284600	HORVU6Hr1G047000	51.8248	73.9583
Os02g0284600	HORVU6Hr1G053800	31.3869	75.4386
Os02g0284600	HORVU7Hr1G063280	88.3212	73.7805
Os02g0284600	HORVU7Hr1G083210	46.7153	57.6577
Os02g0284600	HORVU7Hr1G098360	83.9416	83.9416
Os02g0284600	HORVU7Hr1G098380	83.9416	83.9416
Os02g0284600	HORVU7Hr1G102950	80.292	80.292
Os02g0285800	HORVU6Hr1G050160	61.435	77.1107
Os02g0286200	HORVU3Hr1G039760	88.8252	89.5954
Os02g0286350	HORVU2Hr1G029480	43.8095	19.6581
Os02g0286850	HORVU7Hr1G023650	1.52672	1.73913
Os02g0287800	HORVU3Hr1G099010	40.6504	11.9904
Os02g0288400	HORVU0Hr1G023700	39.7356	74.1655
Os02g0288400	HORVU1Hr1G068140	43.0016	74.5283
Os02g0288600	HORVU0Hr1G023690	35	55.5556
Os02g0288600	HORVU1Hr1G068150	35	55.5556
Os02g0288700	HORVU0Hr1G023700	35.8459	62.119
Os02g0288700	HORVU1Hr1G068140	43.0486	69.2722
Os02g0288925	HORVU0Hr1G014790	34.434	22.7061
Os02g0288925	HORVU5Hr1G114130	34.9057	16.408
Os02g0288925	HORVU6Hr1G002130	34.6698	17.2131
Os02g0288925	HORVU6Hr1G004080	20.0472	32.4427
Os02g0288925	HORVU6Hr1G004190	11.3208	32.6531
Os02g0288925	HORVU6Hr1G016700	35.1415	36.6093
Os02g0288925	HORVU6Hr1G018030	36.0849	35.0917
Os02g0288925	HORVU7Hr1G095850	33.0189	36.6492
Os02g0289000	HORVU0Hr1G023690	8.44444	15.0794
Os02g0289000	HORVU1Hr1G068150	8.44444	15.0794
Os02g0290000	HORVU2Hr1G076970	66.7742	71.134
Os02g0290300	HORVU5Hr1G123080	77.8626	81.4913
Os02g0290400	HORVU6Hr1G053970	81.6901	83.1541
Os02g0290400	HORVU7Hr1G105060	60.9155	62.2302
Os02g0290600	HORVU5Hr1G026770	89.094	66.375
Os02g0290900	HORVU1Hr1G064460	84.2105	87.0466
Os02g0291000	HORVU1Hr1G064470	88.2629	88.2629
Os02g0291400	HORVU1Hr1G064470	83.0986	83.0986
Os02g0291500	HORVU1Hr1G000110	91.623	34.3811
Os02g0292600	HORVU5Hr1G097040	44.7433	45.9799
Os02g0292600	HORVU7Hr1G084110	44.9878	41.535
Os02g0292800	HORVU7Hr1G071820	82.8	79.0076
Os02g0292800	HORVU7Hr1G071830	82.8	79.0076
Os02g0293300	HORVU7Hr1G071790	68.5185	69.9213
Os02g0293400	HORVU7Hr1G082100	77.937	94.7735
Os02g0293800	HORVU3Hr1G099920	63.4497	44.9128
Os02g0293900	HORVU1Hr1G041430	25.8555	40.4762
Os02g0294600	HORVU5Hr1G019980	82.549	70.5193
Os02g0294600	HORVU7Hr1G074240	83.1373	71.2605
Os02g0294700	HORVU5Hr1G083360	66.4244	63.2089
Os02g0295700	HORVU5Hr1G083360	65.1807	74.8271
Os02g0296800	HORVU5Hr1G017230	74.7967	43.3962
Os02g0297066	HORVU1Hr1G076200	64.1304	12.5133
Os02g0301000	HORVU4Hr1G062570	84.6626	84.6626
Os02g0301100	HORVU6Hr1G055960	82.2394	85.2
Os02g0301400	HORVU0Hr1G004610	10.297	28.5714
Os02g0301400	HORVU7Hr1G103600	4.15842	26.5823
Os02g0301500	HORVU0Hr1G007860	97.8022	42.9952
Os02g0302200	HORVU6Hr1G081670	76.3466	77.0686
Os02g0304800	HORVU5Hr1G111970	71.6667	69.3548
Os02g0305600	HORVU5Hr1G111940	55.5556	55.7029
Os02g0305700	HORVU7Hr1G054690	74.5665	68.984
Os02g0305800	HORVU2Hr1G103800	72.8155	52.8169
Os02g0306100	HORVU6Hr1G005230	0	0
Os02g0306250	HORVU2Hr1G103800	70.8333	35.9155
Os02g0306401	HORVU1Hr1G071260	67.6113	60.6171
Os02g0307200	HORVU3Hr1G084470	1.57068	1.53061
Os02g0307300	HORVU3Hr1G084480	22.2222	21.5054
Os02g0307700	HORVU3Hr1G091130	22.2798	37.069
Os02g0307800	HORVU2Hr1G034540	69.9634	67.9715
Os02g0309200	HORVU5Hr1G009110	55.8074	53.9726
Os02g0309200	HORVU5Hr1G011450	44.7592	56.2278
Os02g0309200	HORVU5Hr1G104920	52.6912	52.6912
Os02g0309200	HORVU5Hr1G104940	30.5949	57.4468
Os02g0309200	HORVU5Hr1G104960	52.9745	51.8006
Os02g0309200	HORVU5Hr1G104970	55.5241	55.6818
Os02g0309500	HORVU5Hr1G009110	47.5096	33.9726
Os02g0309500	HORVU5Hr1G011450	31.8008	29.5374
Os02g0309500	HORVU5Hr1G104920	48.2759	35.694
Os02g0309500	HORVU5Hr1G104940	16.4751	22.8723
Os02g0309500	HORVU5Hr1G104960	47.5096	34.349
Os02g0309500	HORVU5Hr1G104970	50.1916	37.2159
Os02g0310500	HORVU5Hr1G009110	46.5257	42.1918
Os02g0310500	HORVU5Hr1G011450	35.9517	42.3488
Os02g0310500	HORVU5Hr1G104920	47.1299	44.1926
Os02g0310500	HORVU5Hr1G104940	25.3776	44.6809
Os02g0310500	HORVU5Hr1G104960	45.0151	41.2742
Os02g0310500	HORVU5Hr1G104970	48.0363	45.1705
Os02g0311150	HORVU5Hr1G009110	52.0513	55.6164
Os02g0311150	HORVU5Hr1G011450	43.3333	60.1423
Os02g0311150	HORVU5Hr1G104920	50.2564	55.5241
Os02g0311150	HORVU5Hr1G104940	29.4872	61.1702
Os02g0311150	HORVU5Hr1G104960	50.7692	54.8476
Os02g0311150	HORVU5Hr1G104970	52.8205	58.5227
Os02g0312700	HORVU6Hr1G071530	81.3559	77.1084
Os02g0312800	HORVU6Hr1G054340	9.57447	38.1356
Os02g0313400	HORVU0Hr1G015820	7.01107	6.37584
Os02g0313700	HORVU2Hr1G025580	72.702	75.3247
Os02g0314600	HORVU7Hr1G116780	73.1517	68.9908
Os02g0314600	HORVU7Hr1G116810	43.3852	62.6404
Os02g0315200	HORVU3Hr1G087540	47.6821	20.4836
Os02g0315400	HORVU7Hr1G021200	50.2415	50.7317
Os02g0316200	HORVU6Hr1G024710	80.8962	81.4727
Os02g0316900	HORVU1Hr1G093000	61.0635	19.8439
Os02g0317300	HORVU1Hr1G004970	68.5976	69.4444
Os02g0317500	HORVU5Hr1G020150	63.6364	61.9469
Os02g0317800	HORVU3Hr1G032570	79.3548	79.8701
Os02g0317800	HORVU5Hr1G020170	69.6774	67.0807
Os02g0318200	HORVU0Hr1G038710	26.5116	28.8608
Os02g0318200	HORVU0Hr1G038730	6.04651	31.3253
Os02g0318200	HORVU5Hr1G001850	26.5116	28.4289
Os02g0318200	HORVU5Hr1G001870	26.2791	28.1095
Os02g0318200	HORVU5Hr1G001910	9.76744	30
Os02g0318200	HORVU5Hr1G006510	25.814	27.5434
Os02g0318200	HORVU5Hr1G006520	19.5349	22.4
Os02g0318400	HORVU0Hr1G038710	27.5862	12.1519
Os02g0318400	HORVU0Hr1G038730	1.14943	2.40964
Os02g0318400	HORVU5Hr1G001850	27.0115	11.7207
