Gene stable ID	Brachypodium distachyon gene stable ID	%id. target Brachypodium distachyon gene identical to query gene	%id. query gene identical to target Brachypodium distachyon gene
Os01g0922800	BRADI2G59120	65.2439	67.2956
Os01g0922800	BRADI2G59187	49.3902	75.7009
Os01g0923000	BRADI2G59180	54.1985	57.7236
Os01g0923200	BRADI2G59170	81.3333	74.3902
Os01g0923300	BRADI2G59150	87.395	37.8182
Os01g0923600	BRADI2G59137	63.8952	67.0251
Os01g0923700	BRADI2G59127	79.1789	79.4118
Os01g0923900	BRADI2G59200	87.8104	87.4157
Os01g0924000	BRADI2G59210	76.9231	81.9672
Os01g0924200	BRADI2G59220	57.9787	58.6021
Os01g0924300	BRADI2G59226	80.4928	78.8732
Os01g0924400	BRADI2G59240	75.7098	75.2351
Os01g0924600	BRADI2G59247	53.5088	15.9165
Os01g0924900	BRADI2G59267	60.1179	59.6491
Os01g0924966	BRADI2G59290	46.8208	44.0217
Os01g0925000	BRADI2G59297	55.102	57.9399
Os01g0925100	BRADI2G59310	61.4973	12.0167
Os01g0925200	BRADI2G59320	83.8488	83.8488
Os01g0925300	BRADI2G59330	88.6199	89.7059
Os01g0925400	BRADI1G48580	40.3509	46
Os01g0925400	BRADI4G13560	17.5439	50
Os01g0925400	BRADI4G13570	16.6667	50.6667
Os01g0925700	BRADI2G59340	85.9838	57.4775
Os01g0925800	BRADI2G59350	91.7949	91.3265
Os01g0926200	BRADI2G59360	86.0262	86.0262
Os01g0926300	BRADI2G59370	88.8889	89.5105
Os01g0926400	BRADI2G59380	80.3318	80.1418
Os01g0926600	BRADI2G59400	92.5301	93.4307
Os01g0926700	BRADI2G59410	95.7143	64.1148
Os01g0926800	BRADI2G59420	70.8502	70.8502
Os01g0927000	BRADI2G59430	84.917	81.7126
Os01g0927300	BRADI2G59450	66.6667	63.0872
Os01g0927400	BRADI2G59460	66.24	53.0769
Os01g0927500	BRADI2G59470	72.2222	71.1905
Os01g0927600	BRADI2G59480	83.6634	83.56
Os01g0927900	BRADI2G59490	83.8596	84.3034
Os01g0928000	BRADI2G59497	51.9685	81.8182
Os01g0928100	BRADI2G59510	85.614	85.4641
Os01g0928300	BRADI2G59520	72.2689	22.108
Os01g0928600	BRADI2G59530	79.5591	81.1861
Os01g0928700	BRADI2G59530	86.1167	87.5256
Os01g0928800	BRADI2G59530	94.0695	94.0695
Os01g0929000	BRADI2G59537	90.5738	90.2041
Os01g0929100	BRADI2G59550	68.2403	72.9358
Os01g0929200	BRADI2G59557	75.2747	75.0685
Os01g0929500	BRADI1G24450	74.5455	76.161
Os01g0929500	BRADI2G59570	83.0303	84.5679
Os01g0930200	BRADI2G59610	66.8605	63.8889
Os01g0930300	BRADI3G28170	13.354	18.4549
Os01g0930400	BRADI2G59620	85.9155	86.1361
Os01g0930500	BRADI2G59630	37.931	39.2857
Os01g0930800	BRADI2G59650	66.2768	65.8915
Os01g0930800	BRADI2G59660	69.0059	69.1406
Os01g0930900	BRADI2G59670	63.3452	64.0288
Os01g0931100	BRADI2G59690	84.0164	84.5361
Os01g0931200	BRADI2G59700	74.448	71.5152
Os01g0931300	BRADI2G59710	72.5838	74.9491
Os01g0931400	BRADI2G59740	79.5455	79.8479
Os01g0931600	BRADI2G59750	52.3148	53.3019
Os01g0932500	BRADI2G09280	64.1711	71.0059
Os01g0932500	BRADI2G59757	71.123	70.6507
Os01g0932500	BRADI4G04010	69.6524	68.643
Os01g0932550	BRADI3G51830	75.9259	22.6519
Os01g0932600	BRADI2G59770	85.2357	83.4751
Os01g0932950	BRADI2G59800	63.964	63.3929
Os01g0933200	BRADI2G59810	61.9048	59.0909
Os01g0933500	BRADI2G59830	67.7165	72.2689
Os01g0933900	BRADI2G59840	61.5385	61.8182
Os01g0934000	BRADI2G59880	79.6499	81.6143
Os01g0934100	BRADI2G59920	79.0503	77.1117
Os01g0934200	BRADI2G59930	88.9881	90.6061
Os01g0934300	BRADI2G59937	73.5086	62.0837
Os01g0934350	BRADI2G59950	54.9451	34.3643
Os01g0934400	BRADI2G59950	85.5556	52.921
Os01g0934800	BRADI2G60000	79.0076	76.3838
Os01g0934900	BRADI2G60010	69.962	68.1481
Os01g0935000	BRADI2G60020	56.9328	53.1373
Os01g0935200	BRADI2G60050	76.8362	74.7253
Os01g0935300	BRADI2G60057	67.6667	67.6667
Os01g0935400	BRADI2G60070	73.224	73.0245
Os01g0935500	BRADI2G60090	88.1226	88.0102
Os01g0935600	BRADI2G60097	87.5389	34.1434
Os01g0935900	BRADI2G60140	70.1422	67.5799
Os01g0936000	BRADI2G60130	64.8	77.8846
Os01g0936100	BRADI2G60120	89.2057	87.9518
Os01g0936200	BRADI2G60110	85.567	46.4986
Os01g0936800	BRADI2G60150	64.4737	67.4931
Os01g0937000	BRADI2G02120	37.2152	42
Os01g0937000	BRADI2G60190	54.9367	47.6923
Os01g0937100	BRADI2G60197	56.0859	54.3981
Os01g0937100	BRADI2G60210	55.6086	55.4762
Os01g0937300	BRADI2G41920	20.8431	16.1525
Os01g0937300	BRADI2G41930	26.1124	58.377
Os01g0937300	BRADI2G60230	63.1148	38.5
Os01g0937300	BRADI2G60250	55.8548	39.4215
Os01g0937300	BRADI2G60260	60.3045	38.0636
Os01g0937400	BRADI2G41920	25.2949	17.5136
Os01g0937400	BRADI2G41930	1.31062	2.6178
Os01g0937400	BRADI2G60230	25.9502	14.1429
Os01g0937400	BRADI2G60250	23.9843	15.124
Os01g0937400	BRADI2G60260	26.3434	14.8559
Os01g0937500	BRADI2G60220	51.2415	50.1104
Os01g0937600	BRADI2G60220	52.2624	50.9934
Os01g0937800	BRADI2G60220	56.2212	53.8631
Os01g0938100	BRADI1G02550	70.5556	70.9497
Os01g0938200	BRADI2G60300	78.2609	80
Os01g0938600	BRADI2G60310	68.4211	69.505
Os01g0939000	BRADI2G60317	85.7143	83.5443
Os01g0939100	BRADI2G60324	85.8102	85.157
Os01g0939300	BRADI2G60357	51.7139	49.6423
Os01g0939400	BRADI2G60370	75.6098	75.1515
Os01g0939500	BRADI2G60380	93.8073	93.8073
Os01g0939600	BRADI2G60390	96.0526	96.0526
Os01g0939700	BRADI2G60400	87.3288	87.6289
Os01g0940000	BRADI2G60456	85.0662	86.7052
Os01g0940100	BRADI2G60450	87.9552	62.6747
Os01g0940700	BRADI2G43056	74.8485	73.9521
Os01g0940800	BRADI2G60441	68.9759	67.3529
Os01g0941200	BRADI2G60490	71.8563	71.8563
Os01g0941800	BRADI2G60548	73.5602	73.7533
Os01g0942300	BRADI2G60497	71.223	28.2857
Os01g0943950	BRADI2G04767	26.9737	9.17226
Os01g0944200	BRADI4G21710	21.0526	21.7304
Os01g0944500	BRADI2G43056	68.2403	47.6048
Os01g0944700	BRADI2G60490	73.3533	73.3533
Os01g0944800	BRADI2G60557	58.5443	48.4293
Os01g0945001	BRADI2G52650	71.2195	70.1923
Os01g0945001	BRADI2G60570	58.2927	79.402
Os01g0945100	BRADI2G10510	75.1843	59.0734
Os01g0945100	BRADI2G60580	76.9042	59.2803
Os01g0945100	BRADI2G60590	76.1671	59.387
Os01g0945100	BRADI2G60597	72.4816	57.1705
Os01g0945200	BRADI2G10510	75.5725	76.4479
Os01g0945200	BRADI2G60580	79.0076	78.4091
Os01g0945200	BRADI2G60590	78.626	78.9272
Os01g0945200	BRADI2G60597	74.4275	75.5814
Os01g0945600	BRADI2G10510	81.2379	81.0811
Os01g0945600	BRADI2G60580	83.3656	81.6288
Os01g0945600	BRADI2G60590	82.5919	81.8008
Os01g0945600	BRADI2G60597	79.4971	79.6512
Os01g0945700	BRADI2G10510	67.25	51.9305
Os01g0945700	BRADI2G60580	66.25	50.1894
Os01g0945700	BRADI2G60590	65.75	50.3831
Os01g0945700	BRADI2G60597	65.25	50.5814
Os01g0946100	BRADI2G60607	71.9258	72.4299
Os01g0946200	BRADI2G60620	58.8235	54.7945
Os01g0946850	BRADI2G43357	57.6271	47.9839
Os01g0948100	BRADI2G10500	50	57.8947
Os01g0948100	BRADI2G60640	55.6061	63.8261
Os01g0948200	BRADI2G60750	82.5792	78.4946
Os01g0948300	BRADI2G60740	82.2134	81.8898
Os01g0948400	BRADI2G60730	84.2105	83.6237
Os01g0948500	BRADI2G60700	84.2262	84.3517
Os01g0948900	BRADI2G60710	83.6795	54.5455
Os01g0949060	BRADI2G60720	55.443	54.75
Os01g0949300	BRADI2G60680	64.2157	69.3122
Os01g0949400	BRADI2G60670	78.0731	78.0731
Os01g0949500	BRADI2G60660	81.0811	76.9231
Os01g0949750	BRADI2G60650	45.4128	56.25
Os01g0949800	BRADI1G60587	69.2641	69.2641
Os01g0950800	BRADI2G60790	43.3333	65.4676
Os01g0950800	BRADI3G55370	65.7143	66.3462
Os01g0950866	BRADI2G60800	86.8852	85.1406
Os01g0950900	BRADI2G60810	83.3096	82.6025
Os01g0951000	BRADI2G60817	81.2721	31.856
Os01g0951100	BRADI2G60950	72.7034	69.4236
Os01g0951200	BRADI2G60932	89.7275	90.1053
Os01g0951400	BRADI2G60926	78.3158	78.3158
Os01g0951500	BRADI2G60920	71.0623	71.5867
Os01g0951800	BRADI2G60880	78.5276	64.3216
Os01g0952100	BRADI2G60860	68.5106	70.3057
Os01g0952200	BRADI2G60850	78.8136	78.3308
Os01g0952300	BRADI2G60830	81.9772	85.8059
Os01g0952500	BRADI2G61000	76.7241	83.5681
Os01g0952600	BRADI2G61010	83.8854	83.7355
Os01g0952700	BRADI2G61017	81.2281	79.1453
Os01g0952800	BRADI2G60970	55.8704	57.0248
Os01g0952800	BRADI2G61050	55.0607	56.1983
Os01g0952900	BRADI2G60980	58.2569	50
Os01g0952900	BRADI2G61030	60.5505	51.7647
Os01g0953500	BRADI2G61060	50.6297	53.1746
Os01g0953600	BRADI2G61070	88.3249	88.3249
Os01g0954000	BRADI2G61090	76.8473	74.6412
Os01g0954400	BRADI2G61110	69.6429	73.3083
Os01g0954900	BRADI2G61130	71.6854	69.6507
Os01g0955000	BRADI2G61140	82.6923	79.4824
Os01g0955100	BRADI2G61150	68.5897	69.9346
Os01g0955400	BRADI2G51090	72.8477	72.8477
Os01g0955500	BRADI2G61160	53.4247	61.4173
Os01g0955700	BRADI2G61190	72.6651	72.5
Os01g0956075	BRADI2G19730	28.8754	51.9126
Os01g0956075	BRADI2G61220	72.9483	68.9655
Os01g0956200	BRADI2G61230	63.3401	53.8995
Os01g0956600	BRADI1G75860	36.3487	22.7366
Os01g0957000	BRADI2G61240	86.4662	86.629
Os01g0957100	BRADI2G61247	71.506	62.5
Os01g0957200	BRADI2G61270	77.3779	77.7778
Os01g0957800	BRADI1G06720	54.6961	56.0377
Os01g0957800	BRADI1G06730	55.0645	57.1702
Os01g0957800	BRADI1G06740	55.0645	56.6288
Os01g0957800	BRADI3G36680	50.6446	56.3525
Os01g0957800	BRADI5G10720	43.8306	59.204
Os01g0957900	BRADI2G61300	68.4524	68.686
Os01g0958000	BRADI2G61310	92.7875	92.7875
Os01g0958100	BRADI2G61320	89.2562	90
Os01g0958400	BRADI2G61340	72.4221	75.1244
Os01g0958500	BRADI2G61350	52.9032	56.9444
Os01g0958700	BRADI2G61640	85.3618	85.3618
Os01g0958800	BRADI2G61360	81.0945	52.2436
Os01g0958900	BRADI2G61370	87.2928	87.1724
Os01g0959000	BRADI2G61380	82.6389	84.3972
Os01g0959100	BRADI2G61607	70.8333	66.6667
Os01g0959200	BRADI2G61600	63.7931	66.6667
Os01g0959600	BRADI2G61387	75.6272	79.5226
Os01g0959800	BRADI2G61400	86.4198	53.5988
Os01g0959900	BRADI2G61410	77.439	79.8742
Os01g0960000	BRADI2G61420	84.6154	82.5
Os01g0960200	BRADI2G61430	65.6716	20.2299
Os01g0960300	BRADI2G61436	89.2608	89.7616
Os01g0960400	BRADI2G62790	83.9286	84.4609
Os01g0960500	BRADI2G61442	83.9793	83.7629
Os01g0960800	BRADI2G61480	84.9557	84.9557
Os01g0961600	BRADI1G13380	30.5825	30.8824
Os01g0962100	BRADI2G61490	46.1538	48.3517
Os01g0962200	BRADI2G61527	81.2925	79.402
Os01g0962300	BRADI2G39690	84.8485	84.8485
Os01g0962400	BRADI2G61540	85.2941	87.8788
Os01g0962500	BRADI2G61550	66.9691	66.129
Os01g0962600	BRADI2G61560	92.7374	91.7127
Os01g0962600	BRADI3G43060	92.1788	90.1639
Os01g0962700	BRADI4G27680	62.069	64.8199
Os01g0963000	BRADI4G27680	64.8876	63.9889
Os01g0963300	BRADI2G61570	88.0342	88.0342
Os01g0963400	BRADI2G61580	85.2459	62.6506
Os01g0963600	BRADI2G61590	51.0989	46.2687
Os01g0963800	BRADI2G61650	48.8764	49.1525
Os01g0964000	BRADI2G61657	78.972	79.717
Os01g0964800	BRADI2G61670	77.8929	49.506
Os01g0964900	BRADI2G61677	83.378	83.8275
Os01g0965400	BRADI2G61710	73.5043	73.0878
Os01g0965500	BRADI2G61717	78.7975	64.1753
Os01g0965600	BRADI2G61727	74.1445	46.7626
Os01g0965700	BRADI2G61740	48.7923	11.9668
Os01g0965800	BRADI2G61750	40.9836	41.4365
Os01g0965900	BRADI2G61767	61.9512	58.7963
Os01g0966000	BRADI3G31390	92.5219	92.7432
Os01g0966100	BRADI2G61777	89.6774	20.9811
Os01g0966200	BRADI2G61790	51.269	52.3316
Os01g0966300	BRADI2G61800	79.1837	79.3456
Os01g0966400	BRADI2G61700	17.0626	58.0882
Os01g0966400	BRADI2G61810	70.1944	70.4989
Os01g0966500	BRADI2G61690	61.5385	92.0354
Os01g0966500	BRADI2G61820	61.5385	92.0354
Os01g0966700	BRADI2G61830	85.4237	86.747
Os01g0967100	BRADI2G61842	71.9679	71.3944
Os01g0967200	BRADI2G61837	63.5659	64.3137
Os01g0967700	BRADI3G58690	14.2857	24.7475
Os01g0967700	BRADI4G23480	17.7843	24.0157
Os01g0967900	BRADI2G61860	84	84.8077
Os01g0968000	BRADI2G61870	53.7037	47.541
Os01g0968300	BRADI2G61890	69.697	71.6511
Os01g0968300	BRADI2G61900	70	71.9626
Os01g0968400	BRADI4G36260	54.8387	57.0122
Os01g0968400	BRADI4G36267	53.6657	53.1977
Os01g0968600	BRADI2G61920	66.3244	69.5371
Os01g0968700	BRADI1G70200	76.1905	74.5763
Os01g0969000	BRADI2G61930	67.9245	66.055
Os01g0969100	BRADI2G61940	93.4673	94.6565
Os01g0970400	BRADI2G61950	77.9736	82.7103
Os01g0970600	BRADI2G61960	78.27	83.1839
Os01g0970700	BRADI2G03717	76.7584	77.2308
Os01g0970900	BRADI2G61970	78.185	76.5812
Os01g0971100	BRADI2G61990	68.8119	62.0536
Os01g0971200	BRADI2G62000	87.8109	87.5931
Os01g0971500	BRADI2G39310	87.4074	87.4074
Os01g0971600	BRADI2G62020	90.8832	86.921
Os01g0971700	BRADI2G62090	61.5672	61.3383
Os01g0971800	BRADI2G62067	67.6471	62.8906
Os01g0972000	BRADI2G04010	55.6886	44.8193
Os01g0972000	BRADI2G39220	51.7964	42.1951
Os01g0972200	BRADI2G04020	66.4773	61.9048
Os01g0972300	BRADI2G62100	54.8387	68
Os01g0972800	BRADI2G62130	25.8537	41.8972
Os01g0972900	BRADI2G62140	83.0544	83.7553
Os01g0973000	BRADI2G62150	82.5623	81.9788
Os01g0973200	BRADI2G62257	56.8116	61.442
Os01g0973300	BRADI2G62270	76.2675	63.6364
Os01g0973300	BRADI3G40595	0	0
Os01g0973400	BRADI2G62280	84.3829	81.9071
Os01g0973500	BRADI2G62290	74.0196	75.3117
Os01g0973600	BRADI2G62310	80.4154	78.7791
Os01g0974000	BRADI3G43010	77.2973	84.8665
Os01g0974300	BRADI2G62330	86.7403	12.7435
Os01g0974400	BRADI2G62400	65.9193	65.0443
Os01g0974500	BRADI2G62410	78.6047	76.644
Os01g0974701	BRADI2G62460	62.931	66.9725
Os01g0974900	BRADI3G47880	64.7727	14.5038
Os01g0975000	BRADI2G62490	40.0585	31.9347
Os01g0975300	BRADI2G62510	46.1905	36.7424
Os01g0975800	BRADI4G39420	46.6346	37.5969
Os01g0975900	BRADI2G62520	90.0794	90.0794
Os01g0976000	BRADI2G62532	80.4233	80.8511
Os01g0976100	BRADI2G62540	94.8339	36.6619
Os01g0976200	BRADI2G62587	77.4536	78.9189
Os01g0976300	BRADI2G62600	61.7647	41.7219
Os01g0976450	BRADI2G62610	34.4648	26.087
Os01g0976500	BRADI2G62620	60.5678	62.2703
Os01g0976600	BRADI2G62630	85.7143	83.7209
Os01g0976700	BRADI2G62650	82.1809	80.4688
Os01g0976800	BRADI2G62660	61.2676	55.7692
Os01g0976900	BRADI2G62670	40	38.4279
Os01g0977100	BRADI2G62720	56.8106	57.3825
Os01g0977200	BRADI2G62730	87.3874	83.0835
Os01g0977400	BRADI2G62740	75.7333	77.2789
Os01g0977600	BRADI2G62760	75.4295	75.3902
Os01g0978100	BRADI2G03800	84.7716	85.422
Os02g0100100	BRADI3G00210	78.6856	79.2487
Os02g0100200	BRADI3G00240	59.0106	63.5787
Os02g0100200	BRADI4G15730	64.311	67.7419
Os02g0100300	BRADI5G23620	86.2745	84.4125
Os02g0100600	BRADI3G00250	49.0654	54.1237
Os02g0100700	BRADI3G00260	88.1598	88.1598
Os02g0100800	BRADI3G00270	37.2093	11.1498
Os02g0101000	BRADI3G00280	83.0123	83.8938
Os02g0101100	BRADI3G00290	66.8593	66.6027
Os02g0101400	BRADI3G00310	65.9574	65.9574
Os02g0101500	BRADI3G00330	95.0777	95.0777
Os02g0101700	BRADI3G00350	81.8941	33.0337
Os02g0101800	BRADI3G00360	51.663	50.2697
Os02g0102000	BRADI3G05040	45.0311	41.4286
Os02g0102300	BRADI3G00377	61.3139	58.3333
Os02g0102400	BRADI3G00387	80.0399	77.7132
Os02g0102600	BRADI3G00400	89.1566	89.697
Os02g0102700	BRADI3G00420	94.697	93.2836
Os02g0102800	BRADI3G00430	85.3234	76.9921
Os02g0102900	BRADI3G00480	92.1405	92.1405
Os02g0103200	BRADI3G00620	44.7514	43.3155
Os02g0103300	BRADI3G00610	58.6538	69.7143
Os02g0103500	BRADI3G00570	6.1008	6.62824
Os02g0103600	BRADI3G00570	68.272	69.4524
Os02g0103700	BRADI1G21850	88.0208	89.418
Os02g0103700	BRADI1G52040	88.0208	89.418
Os02g0103700	BRADI3G00640	88.0208	89.418
Os02g0103800	BRADI3G00660	78.9617	80.7263
Os02g0103900	BRADI1G59410	79.3003	79.0698
Os02g0104200	BRADI3G00720	80.7175	82.5688
Os02g0104500	BRADI3G00697	64.375	40.7652
Os02g0104700	BRADI3G00690	80.8044	78.6477
Os02g0104800	BRADI3G00767	79.2115	77.5439
Os02g0105000	BRADI3G00804	80.4545	79.0179
Os02g0105100	BRADI3G00792	53.4524	29.7548
Os02g0105200	BRADI3G00857	81.9343	82.2344
Os02g0105400	BRADI3G15560	74.2347	82.2034
Os02g0105900	BRADI2G35620	93.9623	93.9623
Os02g0106100	BRADI1G52210	67.0695	72.549
Os02g0106100	BRADI3G00910	77.0393	76.006
Os02g0106300	BRADI3G00900	81.6245	81.7333
Os02g0106600	BRADI1G15627	65.4255	67.5824
Os02g0106700	BRADI3G00940	62.5514	75.0617
Os02g0106800	BRADI3G00960	84.4633	83.0556
Os02g0106900	BRADI3G00967	61.5764	60.9756
Os02g0107200	BRADI2G61850	88.2979	39.8082
Os02g0107900	BRADI3G08020	78.4232	20.6783
Os02g0108800	BRADI3G43890	68.4524	67.6471
Os02g0109100	BRADI2G61850	84.323	85.1319
Os02g0109200	BRADI3G01050	65.2278	62.963
Os02g0109400	BRADI1G35167	4.7619	3.90456
Os02g0109400	BRADI3G01060	59.2593	21.9393
Os02g0109501	BRADI1G35167	47.8261	62.039
Os02g0109501	BRADI3G01060	66.7224	39.0793
Os02g0109800	BRADI3G01080	92.8214	89.9676
Os02g0109900	BRADI3G01087	66.5079	66.1927
Os02g0110000	BRADI3G01100	74.1722	67.8788
Os02g0110200	BRADI3G01110	71.0472	72.0833
Os02g0110400	BRADI3G01116	84.739	84.0637
Os02g0110600	BRADI3G01137	67.6871	64.4013
Os02g0111600	BRADI3G01170	75.7123	75.6098
Os02g0111600	BRADI3G01180	74.0841	73.9837
Os02g0111800	BRADI3G01230	71.0577	71.5392
Os02g0111900	BRADI3G01240	57.6052	54.3235
Os02g0112100	BRADI2G26210	57.7861	71.1316
Os02g0112100	BRADI3G01250	78.9869	82.7112
Os02g0112100	BRADI3G01270	79.7373	85.3414
Os02g0112100	BRADI3G01277	74.2964	78.1065
Os02g0112100	BRADI3G01290	73.1707	77.5348
Os02g0112600	BRADI2G26210	57.7861	71.1316
Os02g0112600	BRADI3G01250	78.9869	82.7112
Os02g0112600	BRADI3G01270	79.7373	85.3414
Os02g0112600	BRADI3G01277	74.2964	78.1065
Os02g0112600	BRADI3G01290	73.1707	77.5348
Os02g0112900	BRADI5G21710	69.9793	65.6311
Os02g0114000	BRADI3G01297	70.1544	18.6248
Os02g0114033	BRADI3G01297	79.7688	31.4208
Os02g0114200	BRADI3G01320	86.2	84.5098
Os02g0114400	BRADI3G01350	73.2456	32.5536
Os02g0114600	BRADI3G01360	77.7778	80.9249
Os02g0114700	BRADI3G01370	79.3403	76.4214
Os02g0115600	BRADI3G01450	69.2115	72.7632
Os02g0115700	BRADI3G01470	88.8211	88.1048
Os02g0115900	BRADI3G01477	97.1429	97.1429
Os02g0116000	BRADI3G01487	65.5172	8.76586
Os02g0116300	BRADI3G01497	68.6047	68.9051
Os02g0116400	BRADI3G01520	83.7176	82.0621
Os02g0116500	BRADI3G01527	74.75	79.5213
Os02g0116600	BRADI3G01540	82.2034	78.8618
Os02g0116700	BRADI3G01577	66.5094	64.1492
Os02g0116800	BRADI3G01570	81.3726	79.3499
Os02g0116900	BRADI3G01560	85.2113	85.8156
Os02g0117100	BRADI3G01550	77.7188	77.5132
Os02g0117200	BRADI3G01590	87.6344	77.619
Os02g0117400	BRADI1G78070	89.2128	88.9535
Os02g0117400	BRADI3G01610	88.3382	89.911
Os02g0117500	BRADI3G01620	79.5551	81.1892
Os02g0117600	BRADI3G01630	63.2231	67.4009
Os02g0117700	BRADI3G01640	92.7195	92.3241
Os02g0117800	BRADI3G01650	73.9474	77.4105
Os02g0117900	BRADI3G01660	84.3672	85.6423
Os02g0118000	BRADI3G01680	67.9012	69.0377
Os02g0118200	BRADI3G01690	89.4614	88.6311
Os02g0118400	BRADI3G01700	86.7882	83.0065
Os02g0119000	BRADI3G01700	67.033	26.5795
Os02g0119100	BRADI3G01730	74.5247	46.778
Os02g0119200	BRADI3G01740	73.0298	70.678
Os02g0119300	BRADI3G01750	80.6897	81.6279
Os02g0119400	BRADI3G01760	78.8793	79.2208
Os02g0119600	BRADI3G01830	53.9216	11.3636
Os02g0119700	BRADI3G01817	72.2071	69.5538
Os02g0119800	BRADI3G01810	93.3162	93.3162
Os02g0120000	BRADI3G01770	75.2016	71.1832
Os02g0120100	BRADI3G01850	77.3585	75.1667
Os02g0120200	BRADI3G01860	32.6374	31.9012
Os02g0120300	BRADI3G01870	77.0751	81.25
Os02g0120400	BRADI3G01887	86.1111	61.6915
Os02g0120500	BRADI3G01901	57.0652	55.3603
Os02g0120500	BRADI3G01910	59.4203	59.4203
Os02g0120600	BRADI3G01920	84.4595	83.8926
Os02g0120800	BRADI3G01930	98.9848	98.9848
Os02g0120900	BRADI3G01940	84.9057	84
Os02g0121000	BRADI3G01950	86.9489	87.5666
Os02g0121100	BRADI3G01960	75.1037	70.428
Os02g0121200	BRADI3G01970	81.5451	80.8511
Os02g0121300	BRADI1G78790	75	74.5665
Os02g0121300	BRADI3G02000	73.8372	70.5556
Os02g0121400	BRADI3G02060	43.2432	43.4109
Os02g0121500	BRADI3G02067	52.3077	50.4451
Os02g0121700	BRADI3G02130	59.8319	64.8452
Os02g0121900	BRADI3G02140	78.8462	78.4689
Os02g0122000	BRADI3G02150	88.8158	89.404
Os02g0122100	BRADI3G02160	68.3924	40.3537
Os02g0122200	BRADI3G02170	82.1803	71.7949
Os02g0122300	BRADI3G02180	83.1169	83.1169
Os02g0122400	BRADI3G02190	81.4044	82.2602
Os02g0122500	BRADI3G02200	74.552	73.7589
Os02g0122600	BRADI3G02210	62.585	64.7887
Os02g0122700	BRADI3G02220	78.3505	64.2253
Os02g0122900	BRADI3G02227	64.1221	12.4814
Os02g0123100	BRADI3G02270	72.0745	92.4915
Os02g0123200	BRADI3G02320	81.6817	73.1183
Os02g0123400	BRADI3G02330	66.9611	46.6749
Os02g0123500	BRADI3G02340	77.3333	92.6518
Os02g0123600	BRADI5G22340	91.9283	91.9283
Os02g0123700	BRADI4G33760	76.7396	78.2961
Os02g0124300	BRADI3G35570	46.9136	53.5211
Os02g0124300	BRADI3G35580	48.1481	53.4247
Os02g0124700	BRADI3G02497	80.605	23.0534
Os02g0125000	BRADI3G02420	59.893	66.2722
Os02g0125100	BRADI3G02487	90.2724	89.9225
Os02g0125200	BRADI3G02510	62.1253	60.9626
Os02g0125300	BRADI3G02520	83.9357	73.8516
Os02g0125400	BRADI3G02530	56.5217	54.5802
Os02g0125500	BRADI3G02540	63.3257	59.1489
Os02g0125600	BRADI3G02560	93	33.8182
Os02g0125700	BRADI3G02570	66.4	66.6667
Os02g0125800	BRADI3G02580	87.5433	87.2414
Os02g0126300	BRADI3G02590	65.2952	63.2582
Os02g0126400	BRADI3G02600	88.8889	89.2308
Os02g0126500	BRADI3G02606	75.8782	75.5245
Os02g0126600	BRADI3G02612	55.8282	50.5556
Os02g0126700	BRADI3G02620	95.4545	95.4545
Os02g0126800	BRADI3G02630	89.4737	87.3518
Os02g0127000	BRADI3G02650	67.1053	90.2655
Os02g0127100	BRADI2G33970	16.318	53.4247
Os02g0127500	BRADI2G33970	54.7945	54.7945
Os02g0127600	BRADI3G02670	70.5641	76.0221
Os02g0127700	BRADI3G02680	88.6364	87.5312
Os02g0127800	BRADI3G02700	74.4118	75.2976
Os02g0127900	BRADI3G02690	73.6196	62.1762
Os02g0128000	BRADI3G02710	61.5819	57.9787
Os02g0128100	BRADI3G02720	71.0059	73.1707
Os02g0128200	BRADI3G02730	76.9452	77.8426
Os02g0128300	BRADI3G02740	36.5471	20.9512
Os02g0128400	BRADI3G02750	83.7758	84.273
Os02g0128600	BRADI3G02760	94.3299	94.3299
Os02g0128800	BRADI3G02770	92.2078	91.9094
Os02g0129300	BRADI3G02790	63.8554	16.4596
Os02g0129600	BRADI3G02800	75.3927	43.7026
Os02g0129800	BRADI3G02810	60.7843	52.1008
Os02g0129900	BRADI3G02817	80.7818	79.4872
Os02g0130000	BRADI3G02830	74.8092	72.5926
Os02g0130100	BRADI1G72950	88.6274	88.6274
Os02g0130100	BRADI3G02840	87.8431	88.189
Os02g0130200	BRADI3G02850	63.9764	63.8507
Os02g0130300	BRADI3G02860	65.0146	64.2651
Os02g0130600	BRADI3G02880	74.0331	75.493
Os02g0130900	BRADI3G02930	67.3987	62.6374
Os02g0131000	BRADI3G02920	51.4286	47.6821
Os02g0131100	BRADI3G02910	46.9072	9.21363
Os02g0131200	BRADI3G02900	85.4452	85.8864
Os02g0131300	BRADI3G02890	90.8333	90.0826
Os02g0131600	BRADI3G12780	55.2941	50.5376
Os02g0131700	BRADI3G12770	84.1518	83.9644
Os02g0132100	BRADI3G02950	84.2776	68.8657
Os02g0132200	BRADI3G02960	54.9844	70.3187
Os02g0132300	BRADI3G02970	83.8235	81.4286
Os02g0132500	BRADI3G02980	78.5276	66.3212
Os02g0132600	BRADI3G02997	68.1481	42.8405
Os02g0133000	BRADI3G03010	56.278	40.7468
Os02g0133100	BRADI3G03020	84.87	55.4869
Os02g0133200	BRADI3G03030	80.2215	81.3804
Os02g0133300	BRADI1G17900	93.4109	20.0499
Os02g0133400	BRADI1G17900	69.0583	12.812
