Gene stable ID	Solanum lycopersicum gene stable ID	%id. target Solanum lycopersicum gene identical to query gene	%id. query gene identical to target Solanum lycopersicum gene
Os01g0896200	Solyc08g014280.2	34.7181	21.7069
Os01g0896400	Solyc05g055680.2	31.3253	33.7662
Os01g0896400	Solyc08g014350.1	41.5663	38.1215
Os01g0896400	Solyc11g008690.1	43.3735	31.1688
Os01g0896500	Solyc03g059170.2	1.60514	8.06452
Os01g0896700	Solyc06g007670.2	73.3553	74.0864
Os01g0896700	Solyc06g082870.2	76.6447	77.4086
Os01g0896700	Solyc09g020130.2	73.6842	74.4186
Os01g0896800	Solyc06g007670.2	66.967	74.0864
Os01g0896800	Solyc06g082870.2	69.97	77.4086
Os01g0896800	Solyc09g020130.2	67.2673	74.4186
Os01g0897000	Solyc10g074720.1	84.1584	84.1584
Os01g0897100	Solyc09g020150.2	42.2397	41.2668
Os01g0897200	Solyc06g082890.2	33.4507	34.4203
Os01g0897200	Solyc09g020110.2	32.0423	35
Os01g0897300	Solyc06g082890.2	39.2086	39.4928
Os01g0897300	Solyc09g020110.2	41.3669	44.2308
Os01g0897500	Solyc11g005140.1	58.3333	10.6961
Os01g0897600	Solyc11g008720.1	61.2836	58.7302
Os01g0897700	Solyc06g082910.2	59.4262	15.4915
Os01g0897700	Solyc08g014430.2	45.082	14.531
Os01g0897700	Solyc09g042740.2	61.8852	16.6117
Os01g0897700	Solyc12g019480.1	61.4754	16.8919
Os01g0897800	Solyc11g008740.1	32.1327	26.5258
Os01g0898300	Solyc11g044480.1	46.5306	45.9215
Os01g0898500	Solyc02g065090.2	43.5523	42.619
Os01g0898500	Solyc02g065100.1	44.5255	44.5255
Os01g0898500	Solyc02g090490.2	45.2555	45.1456
Os01g0898500	Solyc03g044710.2	45.2555	45.3659
Os01g0898800	Solyc06g073450.2	48.4277	40.3141
Os01g0899000	Solyc09g098570.1	17.3442	48.4848
Os01g0899000	Solyc12g098820.1	73.9837	75.4144
Os01g0899200	Solyc06g035810.1	17.6101	21.5385
Os01g0899425	Solyc02g077860.1	38.6792	31.7829
Os01g0899500	Solyc06g073500.2	45.0893	43.2548
Os01g0899700	Solyc12g038700.1	23.5437	39.4309
Os01g0899700	Solyc12g098780.1	23.0583	17.148
Os01g0900400	Solyc09g098460.1	51.954	49.453
Os01g0900400	Solyc12g098730.1	46.8966	44.0605
Os01g0900700	Solyc09g098460.1	42.6667	42.0131
Os01g0900700	Solyc12g098730.1	39.5556	38.4449
Os01g0900800	Solyc09g098110.2	35.9173	38.9356
Os01g0901000	Solyc05g015070.2	53.875	56.193
Os01g0901200	Solyc05g055780.2	67.8322	69.6172
Os01g0901500	Solyc03g111170.2	46.8326	37.5
Os01g0901600	Solyc03g111170.2	48.3278	52.3551
Os01g0901700	Solyc05g006810.2	51.4825	26.9774
Os01g0901800	Solyc04g024340.2	60.2339	61.6766
Os01g0901800	Solyc05g014700.2	55.5556	52.4862
Os01g0901900	Solyc03g111050.2	57.265	39.2387
Os01g0902200	Solyc09g014890.2	56.5468	56.71
Os01g0902300	Solyc02g093790.2	67.0732	59.2672
Os01g0902300	Solyc03g005100.2	67.8049	61.0989
Os01g0902300	Solyc05g014320.2	59.0244	60.3491
Os01g0902700	Solyc06g076750.2	52.6032	44.7328
Os01g0902700	Solyc07g008520.2	49.5512	47.2603
Os01g0902700	Solyc09g005380.1	51.8851	51.4235
Os01g0902700	Solyc09g014220.2	52.2442	51.4134
Os01g0902700	Solyc09g014230.1	54.0395	52.993
Os01g0902800	Solyc06g076750.2	50.6399	42.2901
Os01g0902800	Solyc07g008520.2	48.0804	45.0342
Os01g0902800	Solyc09g005380.1	49.7258	48.3986
Os01g0902800	Solyc09g014220.2	49.543	47.8799
Os01g0902800	Solyc09g014230.1	50.8227	48.9437
Os01g0904200	Solyc03g110940.2	63.039	63.1687
Os01g0904200	Solyc07g009150.2	60.9856	62.5263
Os01g0904300	Solyc02g093730.2	70.6897	60.2941
Os01g0904400	Solyc03g093250.1	38.5532	70.0155
Os01g0904400	Solyc03g093260.2	34.0426	72.4638
Os01g0904500	Solyc05g008260.2	63.0221	56.3117
Os01g0904700	Solyc05g014260.2	39.1753	39.2427
Os01g0905400	Solyc03g007140.2	13.9673	20.0855
Os01g0905400	Solyc03g111410.2	12.1842	23.9067
Os01g0905400	Solyc03g111500.2	14.4131	19.3613
Os01g0905400	Solyc10g053890.1	6.68648	27.1084
Os01g0905700	Solyc03g111510.2	48.4127	48.2213
Os01g0905700	Solyc05g014230.2	53.1746	52.9644
Os01g0905700	Solyc05g014250.2	53.1746	53.3865
Os01g0905800	Solyc09g009260.2	84.0782	84.0782
Os01g0905800	Solyc10g083570.1	83.5196	83.5196
Os01g0906000	Solyc12g008490.1	65.0602	10.4046
Os01g0906200	Solyc04g049490.2	75	37.1359
Os01g0906600	Solyc06g071850.2	57.429	52.3592
Os01g0907200	Solyc02g093610.2	38.2653	49.0196
Os01g0907300	Solyc09g059600.2	50.974	51.4754
Os01g0907400	Solyc03g111590.2	40.8243	41.9329
Os01g0907600	Solyc03g111730.2	53.9084	55.5556
Os01g0907600	Solyc05g013920.2	55.2561	57.2626
Os01g0907900	Solyc05g013930.1	37.4817	40.3785
Os01g0908100	Solyc05g053710.2	49.1848	46.056
Os01g0908100	Solyc09g092070.2	67.9348	59.8086
Os01g0908200	Solyc03g111710.2	45.245	45.5072
Os01g0908200	Solyc06g071820.2	45.8213	45.5587
Os01g0908200	Solyc06g071830.2	44.6686	46.5465
Os01g0908400	Solyc05g013910.2	70.4918	68.254
Os01g0908500	Solyc01g106900.2	52.4775	46.7871
Os01g0908700	Solyc02g093520.2	67.2646	60.9756
Os01g0908700	Solyc03g111870.2	63.9013	65.2174
Os01g0908800	Solyc08g006170.1	33.5968	35.865
Os01g0909000	Solyc05g013760.2	16.7033	30.1587
Os01g0909100	Solyc09g009030.2	21.7213	19.7026
Os01g0909100	Solyc10g085560.1	23.3607	18.5668
Os01g0909100	Solyc11g066840.1	26.6393	20.5047
Os01g0909150	Solyc09g009030.2	38.6555	17.1004
Os01g0909150	Solyc10g085560.1	41.1765	15.9609
Os01g0909150	Solyc11g066840.1	34.4538	12.9338
Os01g0909200	Solyc08g067210.2	41.7929	48.2517
Os01g0909300	Solyc03g112110.1	16.5441	12.2616
Os01g0909300	Solyc03g112120.1	22.0588	22.0588
Os01g0909400	Solyc03g112130.1	50.7692	51.8868
Os01g0909500	Solyc09g009030.2	18.2203	15.9851
Os01g0909500	Solyc10g085560.1	21.6102	16.6124
Os01g0909500	Solyc11g066840.1	19.9153	14.8265
Os01g0911000	Solyc04g076560.2	45.0746	48.2428
Os01g0911100	Solyc03g112350.2	71.0692	52.0737
Os01g0911200	Solyc05g046330.2	57.3066	53.6193
Os01g0911200	Solyc07g014700.2	53.5817	57.5385
Os01g0911300	Solyc12g070270.1	27.9006	20.1195
Os01g0911300	Solyc12g070280.1	42.5414	66.6667
Os01g0911700	Solyc06g083590.2	29.0234	36.4421
Os01g0911700	Solyc06g083600.1	29.8487	35
Os01g0911800	Solyc09g091120.2	33.1579	31.9392
Os01g0911800	Solyc12g097070.1	33.8158	32.5729
Os01g0911900	Solyc12g098360.1	64.574	64.7191
Os01g0912600	Solyc10g009000.2	53.1835	34.466
Os01g0912700	Solyc04g056580.2	51.9231	56.25
Os01g0913000	Solyc05g056300.2	51.3369	52.7473
Os01g0913100	Solyc03g078160.2	43.2749	38.5417
Os01g0913100	Solyc06g007620.2	38.5965	36.8715
Os01g0913300	Solyc03g113440.2	34.1667	34.396
Os01g0913300	Solyc05g006920.2	47.3333	46.7875
Os01g0913400	Solyc01g111430.2	33.5674	34.8905
Os01g0913600	Solyc12g098650.1	39.6313	43.4343
Os01g0913800	Solyc07g045380.2	29.9795	25.7042
Os01g0914400	Solyc08g066610.2	39.0244	48
Os01g0914800	Solyc03g007120.2	53.3865	48.2014
Os01g0915000	Solyc06g007580.1	35.8362	35.1171
Os01g0915000	Solyc06g083160.1	31.3993	31.3993
Os01g0915000	Solyc09g057760.2	17.0648	23.1481
Os01g0915200	Solyc09g097850.1	32.2785	38.0597
Os01g0915401	Solyc09g097850.1	34.4595	38.0597
Os01g0915800	Solyc09g057670.2	66.4557	70.4698
Os01g0916200	Solyc08g075310.2	66.2708	57.6446
Os01g0916300	Solyc11g005110.1	48.2824	48.3748
Os01g0916400	Solyc09g092430.2	58.2988	57.4642
Os01g0916600	Solyc05g053780.2	62.6667	58.3851
Os01g0916600	Solyc09g092320.2	47.3333	61.2069
Os01g0916800	Solyc05g017890.2	57.5285	51.6146
Os01g0917200	Solyc06g083370.2	49.8182	51.215
Os01g0917200	Solyc09g059470.2	51.4545	51.9266
Os01g0917300	Solyc11g008910.1	41.6	46.8468
Os01g0917400	Solyc11g008900.1	56.9476	57.7367
Os01g0917500	Solyc09g098420.1	52.8594	53.8583
Os01g0917900	Solyc06g007880.1	21.0863	35.4839
Os01g0917900	Solyc09g059990.1	23.0032	29.1498
Os01g0918100	Solyc06g083410.2	32.4324	30.9677
Os01g0918100	Solyc09g082490.2	33.1081	33.4471
Os01g0918200	Solyc07g049360.2	78.2178	82.2917
Os01g0918200	Solyc07g064880.2	79.2079	80.8081
Os01g0918200	Solyc12g006010.1	77.2277	78.7879
Os01g0918300	Solyc07g049360.2	84	87.5
Os01g0918300	Solyc07g064880.2	80	80.8081
Os01g0918300	Solyc12g006010.1	82	82.8283
Os01g0918400	Solyc09g059950.2	14.7783	13.5135
Os01g0919100	Solyc01g087150.2	47.4916	54.0952
Os01g0919400	Solyc09g092130.2	68.1734	69.4549
Os01g0919500	Solyc06g007870.2	13.6929	23.2394
Os01g0919500	Solyc09g059450.2	13.6929	18.8571
Os01g0919600	Solyc01g103170.2	43.2184	43.9252
Os01g0919600	Solyc09g047910.2	41.3793	48.1283
Os01g0919600	Solyc11g008930.1	25.2874	45.4545
Os01g0919700	Solyc09g047900.1	63.3245	62.5
Os01g0919800	Solyc01g068410.2	51.2397	51.9553
Os01g0919800	Solyc04g056620.1	43.5262	45.5331
Os01g0919900	Solyc03g063110.2	75.5	76.8448
Os01g0919900	Solyc06g053480.2	77.5	78.0856
Os01g0919900	Solyc11g008680.1	73	74.3003
Os01g0920000	Solyc04g056630.2	55.2083	50.4762
Os01g0920100	Solyc02g094030.2	30.303	29.5359
Os01g0920100	Solyc03g005030.2	32.4675	36.7647
Os01g0920200	Solyc02g068110.2	46.9027	74.6479
Os01g0920300	Solyc03g005010.2	61.6352	38.8889
Os01g0920400	Solyc01g106050.2	69.1932	68.8564
Os01g0920400	Solyc11g043200.1	19.4377	69.4323
Os01g0920400	Solyc11g043210.1	42.5428	63.1579
Os01g0921200	Solyc05g015220.2	51.9495	60.4806
Os01g0921200	Solyc05g015250.2	5.61927	36.2963
Os01g0921300	Solyc03g044880.2	51.4874	55.0122
Os01g0921300	Solyc04g045650.2	53.7757	54.6512
Os01g0921500	Solyc03g111310.2	51.4943	52.5822
Os01g0921600	Solyc02g068130.2	59.901	59.3137
Os01g0921600	Solyc02g094140.2	55.4455	54.902
Os01g0921800	Solyc05g015420.2	49.4845	49.7409
Os01g0922100	Solyc02g081150.1	25.8373	30.9456
Os01g0922600	Solyc05g015840.2	31.1897	31.0897
Os01g0923000	Solyc04g024430.2	25.1908	40.7407
Os01g0923000	Solyc05g015710.2	29.771	24.8408
Os01g0923200	Solyc02g068160.1	52	50
Os01g0923300	Solyc03g019680.2	76.4706	33.0309
Os01g0923300	Solyc06g072050.2	74.3698	32.5967
Os01g0923300	Solyc12g032930.1	70.5882	31.2268
Os01g0923600	Solyc05g015650.2	39.18	36.7914
Os01g0923600	Solyc12g035520.1	38.9522	35.149
Os01g0923700	Solyc05g015610.2	59.1398	58.624
Os01g0923800	Solyc05g040050.1	28.4946	27.0754
Os01g0923800	Solyc07g047690.1	29.0323	27.4112
Os01g0923900	Solyc05g015520.2	60.7223	57.7253
Os01g0924000	Solyc11g068820.1	56.4103	53.3981
Os01g0924200	Solyc03g097430.1	27.1277	23.7209
Os01g0924300	Solyc04g005330.2	58.7269	58.0122
Os01g0924400	Solyc02g094290.1	21.1356	59.292
Os01g0924600	Solyc05g015920.2	24.5614	7.17489
Os01g0924600	Solyc05g015930.2	23.6842	6.99482
Os01g0924800	Solyc01g020290.1	20.2532	59.2593
Os01g0924800	Solyc01g097760.2	85.443	52.3256
Os01g0924800	Solyc06g050120.2	83.5443	50.9653
Os01g0924800	Solyc06g064460.2	84.1772	51.5504
Os01g0924800	Solyc06g064470.2	84.1772	51.5504
Os01g0924800	Solyc10g018810.1	40.5063	83.1169
Os01g0924800	Solyc11g042870.1	29.1139	52.2727
Os01g0924900	Solyc03g097490.2	37.5246	35.5019
Os01g0924900	Solyc06g072660.2	37.5246	36.381
Os01g0924933	Solyc03g097500.2	55.0336	56.8129
Os01g0924966	Solyc03g097510.1	31.2139	34.1772
Os01g0924966	Solyc06g072650.1	30.6358	31.1765
Os01g0925000	Solyc02g094360.2	31.8367	30.1158
Os01g0925200	Solyc05g024240.2	38.488	48.2759
Os01g0925300	Solyc02g094390.2	62.4697	59.7222
Os01g0925700	Solyc03g097690.2	47.9784	31.1734
Os01g0925800	Solyc06g072570.2	73.3333	73.7113
Os01g0926400	Solyc05g012730.1	71.327	72.5301
Os01g0926400	Solyc06g068770.2	63.5071	78.5924
Os01g0926400	Solyc12g042360.1	63.981	79.1789
Os01g0926600	Solyc05g012730.1	78.5542	78.5542
Os01g0926600	Solyc06g068770.2	71.8072	87.39
Os01g0926600	Solyc12g042360.1	70.6024	85.9238
Os01g0926700	Solyc05g012730.1	83.9286	56.6265
Os01g0926700	Solyc06g068770.2	88.5714	72.7273
Os01g0926700	Solyc12g042360.1	87.8571	72.1408
Os01g0926800	Solyc03g118150.2	45.3441	41.3284
Os01g0926800	Solyc06g068800.2	44.9393	35.9223
Os01g0927000	Solyc02g094520.2	51.7345	50.6647
Os01g0927300	Solyc08g078730.2	24.1135	31.1927
Os01g0927500	Solyc05g023760.2	47.343	52.1277
Os01g0927600	Solyc03g118290.2	54.9505	52.4823
Os01g0927600	Solyc12g042070.1	54.703	53.3816
Os01g0927900	Solyc01g005240.2	68.0702	68.6726
Os01g0928000	Solyc03g118310.2	44.6194	32.197
Os01g0928000	Solyc06g068870.2	46.4567	33.3333
Os01g0928100	Solyc05g023770.2	37.5439	53.9043
Os01g0928100	Solyc10g037930.1	13.5088	47.8261
Os01g0928300	Solyc07g053860.2	48.7395	16.3842
Os01g0928400	Solyc01g009720.1	22.2615	18.6944
Os01g0928600	Solyc03g098220.2	73.1463	74.6421
Os01g0928600	Solyc06g030590.1	59.7194	69.3023
Os01g0928600	Solyc06g072320.2	71.3427	72.8016
Os01g0928700	Solyc03g098220.2	76.2575	77.5051
Os01g0928700	Solyc06g030590.1	64.3863	74.4186
Os01g0928700	Solyc06g072320.2	76.4588	77.7096
Os01g0928800	Solyc03g098220.2	81.7996	81.7996
Os01g0928800	Solyc06g030590.1	65.6442	74.6512
Os01g0928800	Solyc06g072320.2	82.0041	82.0041
Os01g0929000	Solyc02g094550.2	32.582	66.25
Os01g0929000	Solyc02g094560.2	34.8361	71.4286
Os01g0929000	Solyc10g007530.1	65.9836	65.3144
Os01g0929100	Solyc09g083190.2	49.7854	53.7037
Os01g0929200	Solyc02g094570.2	42.3077	55.1971
Os01g0929200	Solyc02g094580.2	15.9341	42.029
Os01g0929500	Solyc03g118100.2	56.9697	60.0639
Os01g0929500	Solyc06g068740.2	60	63.2588
Os01g0929500	Solyc12g042370.1	56.9697	59.6825
Os01g0930000	Solyc11g071710.1	48.9655	44.9367
Os01g0930400	Solyc12g005670.1	57.4904	57.1247
Os01g0930400	Solyc12g005680.1	56.7222	55.4443
Os01g0930800	Solyc09g075060.2	48.1481	49.0079
Os01g0930800	Solyc09g075070.2	47.7583	47.025
Os01g0931100	Solyc01g099750.2	63.1148	67.9912
Os01g0931200	Solyc01g080750.2	46.3722	49.6622
Os01g0931300	Solyc01g099710.2	43.9842	48.69
Os01g0931400	Solyc09g074970.2	56.4394	57.7519
Os01g0931600	Solyc08g007980.2	33.7963	35.0962
Os01g0931600	Solyc08g080750.2	35.6481	38.1188
Os01g0931600	Solyc08g080760.1	29.6296	32.1608
Os01g0931600	Solyc08g080770.2	31.9444	32.5472
Os01g0931600	Solyc12g056310.1	31.0185	34.0102
Os01g0931700	Solyc08g007980.2	20.7317	16.3462
Os01g0931700	Solyc08g080750.2	23.7805	19.3069
Os01g0931700	Solyc08g080760.1	18.9024	15.5779
Os01g0931700	Solyc08g080770.2	20.7317	16.0377
Os01g0931700	Solyc12g056310.1	21.3415	17.7665
Os01g0932500	Solyc06g051830.1	48.3957	52.5399
Os01g0932550	Solyc08g083380.2	72.2222	44.3182
Os01g0932600	Solyc01g080620.2	59.3052	53.8895
Os01g0932950	Solyc01g067900.2	40.5405	33.3333
Os01g0932950	Solyc01g099520.2	41.4414	40.3509
Os01g0932950	Solyc09g074890.1	37.8378	35.5932
Os01g0933200	Solyc01g066880.2	22.619	24.2038
Os01g0933200	Solyc01g099600.2	27.381	24.5333
Os01g0933400	Solyc01g090710.2	22.0339	3.89222
Os01g0933900	Solyc06g009020.2	44.7964	46.4789
Os01g0933900	Solyc06g009040.2	44.7964	46.6981
Os01g0933900	Solyc09g074850.2	38.009	42
Os01g0934000	Solyc01g099400.2	35.4486	51.1041
Os01g0934200	Solyc01g067070.2	74.7024	75.8308
Os01g0934200	Solyc12g099630.1	52.381	74.8936
Os01g0934300	Solyc09g074690.2	16.178	51.9481
Os01g0934300	Solyc09g074700.1	3.03337	50.8475
Os01g0934300	Solyc09g074710.2	8.2912	44.5652
Os01g0934300	Solyc09g074720.1	10.5157	43.5146
Os01g0934300	Solyc09g074730.1	7.98787	38.1642
Os01g0934350	Solyc11g008480.1	34.0659	20.8754
Os01g0934400	Solyc11g008480.1	58.8889	35.6902
Os01g0934600	Solyc01g108830.1	13.9073	25.9259
Os01g0934600	Solyc02g065270.1	11.9205	36.7347
Os01g0934600	Solyc03g044800.1	27.1523	31.2977
Os01g0934600	Solyc03g044820.2	28.4768	32.8244
Os01g0935000	Solyc01g099340.2	35.2941	39.6226
Os01g0935000	Solyc09g074780.2	37.1849	34.0385
Os01g0935200	Solyc01g067130.2	49.1525	63.0435
Os01g0935200	Solyc06g009010.1	54.2373	53.9326
Os01g0935200	Solyc09g074760.1	46.8927	60.1449
Os01g0935300	Solyc01g099290.2	22.3333	25.188
Os01g0935400	Solyc01g067620.2	58.7432	59.2286
Os01g0935600	Solyc09g074660.2	63.5514	26.8068
Os01g0935700	Solyc02g093900.2	79.6053	89.9628
Os01g0935700	Solyc06g067920.2	82.5658	78.4375
Os01g0935700	Solyc12g042920.1	81.9079	76.8519
Os01g0935800	Solyc01g067510.2	55.336	37.6344
Os01g0936000	Solyc01g067440.2	44.8	54.902
Os01g0936000	Solyc01g067460.1	42.4	51.9608
Os01g0936000	Solyc04g011780.1	32.8	40.1961
Os01g0936000	Solyc04g011790.1	36.8	45.098
Os01g0936000	Solyc04g011800.1	33.6	41.1765
Os01g0936000	Solyc04g011810.1	34.4	42.1569
Os01g0936000	Solyc04g011820.1	32.8	43.1579
Os01g0936000	Solyc04g011830.1	35.2	43.1373
Os01g0936000	Solyc04g011840.1	35.2	43.1373
Os01g0936000	Solyc04g011850.1	35.2	43.1373
Os01g0936000	Solyc04g011860.1	34.4	42.1569
Os01g0936000	Solyc04g011870.1	36	44.1176
Os01g0936000	Solyc04g011880.1	34.4	42.1569
Os01g0936000	Solyc04g053110.1	35.2	43.1373
Os01g0936000	Solyc05g051720.1	32	38.4615
Os01g0936000	Solyc05g051730.1	33.6	40.7767
Os01g0936000	Solyc06g008750.1	41.6	50.9804
Os01g0936000	Solyc06g008760.1	42.4	52.4752
Os01g0936000	Solyc06g054570.1	37.6	45.6311
Os01g0936000	Solyc09g074570.1	35.2	41.5094
Os01g0936000	Solyc09g074580.1	40	49.0196
Os01g0936000	Solyc09g074590.1	42.4	51.9608
Os01g0936000	Solyc09g074600.1	42.4	51.9608
Os01g0936200	Solyc01g067380.2	38.1443	27.5093
Os01g0936200	Solyc06g054550.2	59.2784	32.7635
Os01g0936800	Solyc01g067720.2	37.8947	34.7826
Os01g0936800	Solyc01g098200.2	36.0526	43.3544
Os01g0938100	Solyc09g064500.2	62.7778	62.7778
Os01g0938200	Solyc09g074360.2	66.7391	70.4128
Os01g0938600	Solyc10g078160.1	36.6472	37.6754
Os01g0938600	Solyc10g081010.1	37.037	35.7143
Os01g0938900	Solyc10g078150.1	80.6931	82.3232
Os01g0938900	Solyc10g081030.1	78.7129	79.8995
Os01g0939000	Solyc10g079920.1	45.4545	41.6667
Os01g0939100	Solyc02g030500.1	5.56088	57.4257
Os01g0939100	Solyc02g030510.1	3.93097	19.1589
Os01g0939100	Solyc04g016260.2	63.7584	63.7584
Os01g0939100	Solyc07g026720.1	5.0815	58.8889
Os01g0939100	Solyc07g026730.1	4.31448	41.2844
Os01g0939100	Solyc07g026740.1	8.4372	75.2137
Os01g0939100	Solyc10g079300.1	57.2387	63.5783
Os01g0939300	Solyc01g067790.2	27.5708	15.8798
Os01g0939300	Solyc06g008840.2	23.5469	17.7329
Os01g0939400	Solyc01g088140.2	34.7561	32.3864
Os01g0939600	Solyc01g088150.2	83.114	81.681
Os01g0939600	Solyc04g016330.2	85.307	83.8362
Os01g0939700	Solyc04g016360.2	66.0959	67.9577
Os01g0940000	Solyc01g088160.2	59.7354	59.2871
Os01g0940000	Solyc04g016430.2	59.3573	57.8269
Os01g0940000	Solyc10g079870.1	52.1739	55.6452
Os01g0940100	Solyc11g065220.1	67.7871	47.3581
Os01g0940600	Solyc01g068190.2	31.0345	51.1364
Os01g0940700	Solyc01g008610.2	47.8788	45.4023
Os01g0940700	Solyc01g008620.2	48.7879	47.9167
Os01g0940700	Solyc01g059980.2	49.0909	45
Os01g0940700	Solyc01g060010.1	29.3939	37.3077
Os01g0940700	Solyc01g060020.2	49.0909	45
Os01g0940700	Solyc02g086700.2	47.2727	45.2174
Os01g0940700	Solyc04g016470.2	47.8788	45.7971
Os01g0940700	Solyc10g079860.1	51.8182	49.7093
Os01g0940700	Solyc11g065280.1	43.9394	42.8994
Os01g0940700	Solyc11g065290.1	29.3939	39.5918
Os01g0940800	Solyc01g008610.2	45.4819	43.3908
Os01g0940800	Solyc01g008620.2	44.8795	44.3452
Os01g0940800	Solyc01g059980.2	46.988	43.3333
Os01g0940800	Solyc01g060010.1	29.5181	37.6923
Os01g0940800	Solyc01g060020.2	46.988	43.3333
Os01g0940800	Solyc02g086700.2	46.0843	44.3478
Os01g0940800	Solyc04g016470.2	43.3735	41.7391
Os01g0940800	Solyc10g079860.1	46.6867	45.0581
Os01g0940800	Solyc11g065280.1	44.5783	43.787
Os01g0940800	Solyc11g065290.1	31.3253	42.449
Os01g0941200	Solyc01g008610.2	44.3114	42.5287
Os01g0941200	Solyc01g008620.2	44.3114	44.0476
Os01g0941200	Solyc01g059980.2	47.6048	44.1667
Os01g0941200	Solyc01g060010.1	29.0419	37.3077
Os01g0941200	Solyc01g060020.2	47.6048	44.1667
Os01g0941200	Solyc02g086700.2	44.3114	42.8986
Os01g0941200	Solyc04g016470.2	43.7126	42.3188
Os01g0941200	Solyc10g079860.1	47.9042	46.5116
Os01g0941200	Solyc11g065280.1	43.7126	43.1953
Os01g0941200	Solyc11g065290.1	29.3413	40
Os01g0941500	Solyc01g008610.2	41.2104	41.092
Os01g0941500	Solyc01g008620.2	42.0749	43.4524
Os01g0941500	Solyc01g059980.2	39.4813	38.0556
Os01g0941500	Solyc01g060010.1	24.4957	32.6923
Os01g0941500	Solyc01g060020.2	39.4813	38.0556
Os01g0941500	Solyc02g086700.2	41.2104	41.4493
Os01g0941500	Solyc04g016470.2	41.4986	41.7391
Os01g0941500	Solyc10g079860.1	44.3804	44.7674
Os01g0941500	Solyc11g065280.1	40.0576	41.1243
Os01g0941500	Solyc11g065290.1	25.3602	35.9184
Os01g0941800	Solyc04g016490.2	60.4712	63.8122
Os01g0942300	Solyc01g008610.2	46.0432	18.3908
Os01g0942300	Solyc01g008620.2	44.6043	18.4524
Os01g0942300	Solyc01g059980.2	46.7626	18.0556
Os01g0942300	Solyc01g060010.1	42.446	22.6923
Os01g0942300	Solyc01g060020.2	46.7626	18.0556
Os01g0942300	Solyc02g086700.2	46.7626	18.8406
Os01g0942300	Solyc04g016470.2	41.0072	16.5217
Os01g0942300	Solyc10g079860.1	46.7626	18.8953
Os01g0942300	Solyc11g065280.1	46.0432	18.9349
Os01g0942300	Solyc11g065290.1	12.2302	6.93878
Os01g0943950	Solyc03g119960.2	25.6579	9.09091
Os01g0944500	Solyc01g008610.2	45.9227	30.7471
Os01g0944500	Solyc01g008620.2	45.4936	31.5476
Os01g0944500	Solyc01g059980.2	46.7811	30.2778
Os01g0944500	Solyc01g060010.1	34.764	31.1538
Os01g0944500	Solyc01g060020.2	46.7811	30.2778
Os01g0944500	Solyc02g086700.2	47.2103	31.8841
Os01g0944500	Solyc04g016470.2	48.927	33.0435
Os01g0944500	Solyc10g079860.1	50.6438	34.3023
Os01g0944500	Solyc11g065280.1	40.7725	28.1065
Os01g0944500	Solyc11g065290.1	30.0429	28.5714
Os01g0944700	Solyc01g008610.2	45.8084	43.9655
Os01g0944700	Solyc01g008620.2	45.2096	44.9405
Os01g0944700	Solyc01g059980.2	48.2036	44.7222
Os01g0944700	Solyc01g060010.1	29.0419	37.3077
Os01g0944700	Solyc01g060020.2	48.2036	44.7222
Os01g0944700	Solyc02g086700.2	44.6108	43.1884
Os01g0944700	Solyc04g016470.2	44.012	42.6087
Os01g0944700	Solyc10g079860.1	48.8024	47.3837
Os01g0944700	Solyc11g065280.1	45.509	44.9704
Os01g0944700	Solyc11g065290.1	29.0419	39.5918
Os01g0944800	Solyc01g008610.2	48.4177	43.9655
Os01g0944800	Solyc01g008620.2	45.5696	42.8571
Os01g0944800	Solyc01g059980.2	47.7848	41.9444
Os01g0944800	Solyc01g060010.1	29.1139	35.3846
Os01g0944800	Solyc01g060020.2	47.7848	41.9444
Os01g0944800	Solyc02g086700.2	47.7848	43.7681
Os01g0944800	Solyc04g016470.2	41.4557	37.971
Os01g0944800	Solyc10g079860.1	46.2025	42.4419
Os01g0944800	Solyc11g065280.1	48.1013	44.9704
Os01g0944800	Solyc11g065290.1	29.7468	38.3673
Os01g0945001	Solyc10g079250.1	45.8537	47.5949
Os01g0945800	Solyc02g090910.2	69.4215	67.0213
Os01g0946100	Solyc01g068250.2	50.116	51.9231
Os01g0946300	Solyc05g050710.2	37.5	16.5865
Os01g0946500	Solyc01g008610.2	45.9119	41.954
Os01g0946500	Solyc01g008620.2	46.8553	44.3452
Os01g0946500	Solyc01g059980.2	48.4277	42.7778
Os01g0946500	Solyc01g060010.1	30.8176	37.6923
Os01g0946500	Solyc01g060020.2	48.4277	42.7778
Os01g0946500	Solyc02g086700.2	50.3145	46.3768
Os01g0946500	Solyc04g016470.2	44.6541	41.1594
Os01g0946500	Solyc10g079860.1	48.1132	44.4767
Os01g0946500	Solyc11g065280.1	45.9119	43.1953
Os01g0946500	Solyc11g065290.1	30.5031	39.5918
Os01g0946700	Solyc01g008610.2	46.5409	42.5287
Os01g0946700	Solyc01g008620.2	47.4843	44.9405
Os01g0946700	Solyc01g059980.2	49.6855	43.8889
Os01g0946700	Solyc01g060010.1	30.8176	37.6923
Os01g0946700	Solyc01g060020.2	49.6855	43.8889
Os01g0946700	Solyc02g086700.2	51.2579	47.2464
Os01g0946700	Solyc04g016470.2	45.283	41.7391
Os01g0946700	Solyc10g079860.1	49.0566	45.3488
Os01g0946700	Solyc11g065280.1	45.9119	43.1953
