Gene stable ID	Oryza glaberrima gene stable ID	%id. target Oryza glaberrima gene identical to query gene	%id. query gene identical to target Oryza glaberrima gene
Os03g0152400	ORGLA03G0038200	96.1957	96.0217
Os03g0152600	ORGLA03G0038300	99.1632	99.1632
Os03g0152700	ORGLA03G0038400	99.0361	98.7981
Os03g0152800	ORGLA03G0038500	96.7555	97.2061
Os03g0152900	ORGLA03G0038600	98.7302	93.6747
Os03g0153000	ORGLA03G0038700	100	13.9037
Os03g0153500	ORGLA03G0038800	96.1165	93.9873
Os03g0153900	ORGLA03G0038900	99.5086	99.5086
Os03g0154000	ORGLA03G0039000	99.5192	99.5192
Os03g0154100	ORGLA03G0039100	99.5074	97.5845
Os03g0154700	ORGLA03G0039400	100	100
Os03g0155000	ORGLA03G0039500	89.5028	58.9091
Os03g0155300	ORGLA03G0039600	98.4	98.4
Os03g0155500	ORGLA03G0039700	99.1736	94.1176
Os03g0155700	ORGLA03G0039800	100	85.6589
Os03g0155900	ORGLA03G0039900	100	100
Os03g0156000	ORGLA03G0040000	99.5984	99.5984
Os03g0156300	ORGLA03G0040100	98.3333	94.7791
Os03g0156500	ORGLA03G0040200	83.7838	83.7838
Os03g0156600	ORGLA03G0040300	99.3548	99.3548
Os03g0156700	ORGLA03G0040400	97.4719	97.4719
Os03g0157000	ORGLA03G0040500	49.8214	88.0126
Os03g0157300	ORGLA03G0040600	100	100
Os03g0157400	ORGLA03G0040700	99.7406	99.8701
Os03g0157450	ORGLA03G0019000	78.2967	98.6159
Os03g0157450	ORGLA06G0054500	87.3626	52.0458
Os03g0157500	ORGLA03G0040800	100	88.3382
Os03g0157600	ORGLA03G0040900	87.069	95.283
Os03g0157700	ORGLA03G0041000	99.8561	99.8561
Os03g0157800	ORGLA03G0041100	99.5	99.5
Os03g0157900	ORGLA03G0041200	98.5916	99.0566
Os03g0158200	ORGLA03G0041400	100	99.8024
Os03g0158300	ORGLA03G0041500	99.4429	99.1667
Os03g0158500	ORGLA03G0041600	99.5757	99.435
Os03g0158600	ORGLA03G0041700	100	97.619
Os03g0158700	ORGLA03G0041800	99.6255	99.3773
Os03g0159100	ORGLA03G0041900	99.734	99.734
Os03g0159200	ORGLA03G0042000	99.7859	99.7859
Os03g0159400	ORGLA03G0042100	99.5327	99.5327
Os03g0159600	ORGLA03G0042200	90.2174	90.2174
Os03g0159700	ORGLA03G0042300	99.022	99.022
Os03g0159800	ORGLA03G0042400	98.7805	98.7805
Os03g0159900	ORGLA03G0042500	97.5309	97.5309
Os03g0160100	ORGLA03G0042700	99.6067	99.803
Os03g0160200	ORGLA03G0042800	100	100
Os03g0160300	ORGLA03G0042900	97.8723	97.8723
Os03g0160400	ORGLA03G0043000	99.6872	99.6872
Os03g0160600	ORGLA03G0043100	100	94.7368
Os03g0161100	ORGLA03G0043200	94.6101	91.6667
Os03g0161200	ORGLA03G0043300	96.5926	97.8979
Os03g0161400	ORGLA03G0043500	98.5366	98.5366
Os03g0161500	ORGLA03G0043600	91.3669	53.3613
Os03g0161600	ORGLA03G0043800	100	100
Os03g0161800	ORGLA03G0043900	100	100
Os03g0161900	ORGLA03G0044000	99.4723	99.4723
Os03g0162000	ORGLA03G0044100	99.2874	99.2874
Os03g0162200	ORGLA03G0044200	100	100
Os03g0162500	ORGLA03G0044300	99.6743	99.3506
Os03g0162900	ORGLA03G0044500	99.514	99.514
Os03g0163100	ORGLA03G0044600	99.7669	99.7669
Os03g0163200	ORGLA03G0044700	98.9339	98.9339
Os03g0163300	ORGLA03G0044800	99.8198	99.8198
Os03g0163400	ORGLA03G0044900	96.5909	96.5909
Os03g0163500	ORGLA03G0045000	99.4924	99.4924
Os03g0163600	ORGLA03G0045100	91.25	100
Os03g0163900	ORGLA03G0045400	96.5909	96.5909
Os03g0164700	ORGLA03G0046000	99.5745	99.5745
Os03g0164800	ORGLA03G0046100	99.7253	99.7253
Os03g0165000	ORGLA03G0046200	97.4874	44.0909
Os03g0165100	ORGLA03G0046300	87.9121	98.7654
Os03g0165266	ORGLA03G0046400	56.2384	73.1235
Os03g0165300	ORGLA03G0046500	97.8793	99.8336
Os03g0165400	ORGLA03G0046600	100	99.7627
Os03g0165600	ORGLA03G0046700	69.901	22.0212
Os03g0165800	ORGLA03G0046800	100	100
Os03g0165900	ORGLA03G0046900	99.6825	99.6825
Os03g0166000	ORGLA03G0047000	99.6764	99.6764
Os03g0166100	ORGLA03G0047100	73.399	49.0132
Os03g0166600	ORGLA03G0047200	85.259	95.9641
Os03g0166800	ORGLA03G0047400	99.8353	99.8353
Os03g0166900	ORGLA11G0009000	83.1633	58.0071
Os03g0167000	ORGLA03G0047500	86.631	86.631
Os03g0167200	ORGLA03G0047700	99.5082	99.5082
Os03g0167400	ORGLA03G0047800	98.3607	99.4475
Os03g0167500	ORGLA03G0047900	99.8124	99.8124
Os03g0167600	ORGLA03G0048000	98.6842	98.8468
Os03g0167700	ORGLA03G0048100	100	95.4407
Os03g0167800	ORGLA03G0048200	99.3151	99.3151
Os03g0168000	ORGLA03G0048300	97.3742	97.3742
Os03g0168100	ORGLA03G0048400	99.25	99.25
Os03g0168200	ORGLA03G0048500	100	100
Os03g0168300	ORGLA03G0048600	100	89.4569
Os03g0168400	ORGLA03G0048700	99.1525	35.0037
Os03g0168500	ORGLA03G0048800	97.7401	72.6891
Os03g0168550	ORGLA03G0048900	94.8624	99.4231
Os03g0168600	ORGLA03G0049000	99.6324	99.6324
Os03g0168700	ORGLA03G0049100	98.8806	98.8806
Os03g0168900	ORGLA03G0049200	98.2301	98.2301
Os03g0169000	ORGLA03G0049400	99.3562	99.3562
Os03g0169100	ORGLA03G0049300	99.2701	97.1429
Os03g0169400	ORGLA03G0049500	100	100
Os03g0169500	ORGLA03G0049600	93.4426	86.3636
Os03g0169600	ORGLA03G0049700	98.8636	98.8636
Os03g0169800	ORGLA03G0049800	98.9305	98.9305
Os03g0169900	ORGLA03G0049900	99.1379	94.2623
Os03g0170100	ORGLA03G0050100	100	100
Os03g0170200	ORGLA06G0170500	49.5238	33.7662
Os03g0170300	ORGLA03G0050300	99.4872	98.9796
Os03g0170500	ORGLA03G0050500	100	100
Os03g0170800	ORGLA03G0050700	99.3789	99.3789
Os03g0170900	ORGLA03G0050800	100	100
Os03g0171300	ORGLA03G0051100	100	100
Os03g0171600	ORGLA03G0051200	99.536	99.536
Os03g0171700	ORGLA03G0051300	100	100
Os03g0171900	ORGLA03G0051400	99.7942	99.5893
Os03g0172000	ORGLA03G0051500	99.5025	99.5025
Os03g0172100	ORGLA03G0051600	95.1219	100
Os03g0172200	ORGLA03G0051700	61.1732	61.1732
Os03g0172400	ORGLA03G0051900	83.9695	83.3333
Os03g0172700	ORGLA03G0052000	86.6142	90.1639
Os03g0172850	ORGLA03G0052100	64.9717	95.0413
Os03g0173500	ORGLA03G0260800	56.8182	56.4972
Os03g0173700	ORGLA03G0052300	97.8693	98.1481
Os03g0173900	ORGLA03G0052500	100	100
Os03g0174100	ORGLA03G0052600	98.7981	98.7981
Os03g0174200	ORGLA03G0052700	99.2462	99.2462
Os03g0174300	ORGLA03G0052800	96.5278	71.0997
Os03g0174500	ORGLA03G0052900	98.9754	98.9754
Os03g0174600	ORGLA03G0053000	99.3852	99.3852
Os03g0174800	ORGLA03G0053100	85.7143	100
Os03g0174900	ORGLA03G0053200	91.3876	80.2521
Os03g0175200	ORGLA03G0053300	98.8095	19.0805
Os03g0175600	ORGLA03G0053400	99.6774	99.6774
Os03g0175800	ORGLA03G0053500	98.3871	97.4441
Os03g0176100	ORGLA03G0053600	95.8333	81.4159
Os03g0176300	ORGLA03G0053700	98.2353	30.5302
Os03g0176700	ORGLA03G0053800	99.1342	98.7069
Os03g0176800	ORGLA03G0053900	100	100
Os03g0176900	ORGLA03G0054000	99.0566	99.0566
Os03g0177000	ORGLA03G0054100	99.0196	99.0196
Os03g0177300	ORGLA03G0054200	99.2064	99.2064
Os03g0177400	ORGLA03G0054600	100	97.8118
Os03g0177400	ORGLA03G0054700	100	100
Os03g0177900	ORGLA03G0054600	100	97.8118
Os03g0177900	ORGLA03G0054700	100	100
Os03g0178100	ORGLA03G0054800	99.7783	98.2533
Os03g0178200	ORGLA03G0054900	100	100
Os03g0178300	ORGLA03G0055000	87.9845	71.6088
Os03g0178400	ORGLA03G0055100	99.3902	99.3902
Os03g0178500	ORGLA03G0055200	99.697	99.697
Os03g0179000	ORGLA03G0055500	97.707	88.1609
Os03g0179100	ORGLA03G0055600	100	100
Os03g0179400	ORGLA03G0055800	99.2941	99.5283
Os03g0179700	ORGLA03G0056100	99.0099	99.0099
Os03g0179900	ORGLA03G0056300	99.8911	99.8911
Os03g0180000	ORGLA03G0056400	99.5305	99.5305
Os03g0180100	ORGLA03G0056600	68.1159	100
Os03g0180300	ORGLA03G0056800	99.6101	99.2233
Os03g0180400	ORGLA03G0056900	99.5935	99.5935
Os03g0180600	ORGLA03G0057000	76.0563	99.5392
Os03g0180700	ORGLA03G0057100	99.7886	99.5781
Os03g0180800	ORGLA03G0057200	97.2067	98.8636
Os03g0180900	ORGLA03G0057300	100	100
Os03g0181100	ORGLA03G0057400	51.3369	88.8889
Os03g0181400	ORGLA03G0057500	36.4896	82.7225
Os03g0181500	ORGLA03G0057600	99.8155	98.3636
Os03g0181600	ORGLA03G0057700	99.4536	99.4536
Os03g0181675	ORGLA03G0057800	88.6792	37.4638
Os03g0181800	ORGLA03G0057900	100	100
Os03g0182000	ORGLA03G0058000	55.7762	54.8845
Os03g0182400	ORGLA03G0058100	99.3614	99.3614
Os03g0182600	ORGLA03G0058200	70.1639	89.916
Os03g0182700	ORGLA03G0058300	100	100
Os03g0182800	ORGLA03G0058400	99.6933	99.6933
Os03g0183000	ORGLA03G0058500	99.1018	99.1018
Os03g0183100	ORGLA03G0058700	100	100
Os03g0183200	ORGLA03G0058800	94.9153	52.9968
Os03g0183300	ORGLA03G0058900	93.3131	94.1718
Os03g0183500	ORGLA03G0059000	99.3865	99.3865
Os03g0183600	ORGLA03G0059100	89.5062	81.0056
Os03g0183800	ORGLA03G0059300	100	100
Os03g0183900	ORGLA03G0059400	100	56.2761
Os03g0184000	ORGLA03G0059500	80.2768	79.8623
Os03g0184100	ORGLA03G0059600	100	100
Os03g0184300	ORGLA03G0059800	98.6971	99.0196
Os03g0184400	ORGLA03G0059900	97.4952	97.4952
Os03g0184500	ORGLA03G0060000	100	100
Os03g0184550	ORGLA03G0060100	98.2405	99.1124
Os03g0184600	ORGLA03G0060200	91.7526	30.7958
Os03g0184700	ORGLA03G0060300	99.4723	99.4723
Os03g0185000	ORGLA03G0060400	99.6678	99.6678
Os03g0185200	ORGLA03G0060500	99.7886	82.3735
Os03g0185500	ORGLA03G0060600	98.4791	43.4199
Os03g0185600	ORGLA03G0060700	100	100
Os03g0185700	ORGLA03G0060800	99.5614	99.5614
Os03g0186100	ORGLA03G0060900	99.3377	99.3377
Os03g0186500	ORGLA03G0061000	99.2355	98.9329
Os03g0186600	ORGLA03G0061100	99.1936	98.4
Os03g0186800	ORGLA03G0061200	99.5708	99.5708
Os03g0186900	ORGLA03G0061300	99.0868	99.3135
Os03g0186950	ORGLA03G0061400	64.2045	100
Os03g0187000	ORGLA03G0061500	100	100
Os03g0187100	ORGLA03G0061600	99.5025	67.5106
Os03g0187300	ORGLA03G0061700	78.2991	34.9934
Os03g0187350	ORGLA03G0061800	98.0198	98.0198
Os03g0187400	ORGLA03G0061900	94.5	94.5
Os03g0187500	ORGLA03G0062000	99.6032	41.6252
Os03g0187600	ORGLA03G0062100	99.2424	98.4962
Os03g0187700	ORGLA03G0062200	100	100
Os03g0187800	ORGLA03G0062300	78.1955	83.871
Os03g0188200	ORGLA03G0062500	99.4334	99.4334
Os03g0188400	ORGLA03G0062600	99.0881	99.0881
Os03g0188900	ORGLA03G0062800	98.7138	99.0323
Os03g0189100	ORGLA03G0062900	94.3182	94.3182
Os03g0189300	ORGLA03G0063000	99.7904	99.7904
Os03g0189400	ORGLA03G0063100	81.3648	95.9752
Os03g0189600	ORGLA03G0063200	86.5435	91.3649
Os03g0190000	ORGLA03G0063500	95.5645	95.1807
Os03g0190100	ORGLA03G0063600	98.374	98.6413
Os03g0190300	ORGLA03G0063700	99.359	99.359
Os03g0190800	ORGLA03G0063800	100	100
Os03g0190900	ORGLA03G0063900	98.9605	98.9605
Os03g0191000	ORGLA03G0064000	99.3197	99.3197
Os03g0191100	ORGLA03G0064100	99.5249	99.5249
Os03g0191200	ORGLA03G0064200	86.4754	86.1225
Os03g0191400	ORGLA03G0064300	99.0698	99.0698
Os03g0191700	ORGLA03G0064400	99.435	99.435
Os03g0191800	ORGLA03G0064500	98.893	98.893
Os03g0191900	ORGLA03G0064600	99.6633	98.9967
Os03g0192000	ORGLA03G0064700	79.2541	79.0698
Os03g0192100	ORGLA03G0064800	99.5699	99.7845
Os03g0192300	ORGLA03G0064900	99.7382	99.7382
Os03g0192400	ORGLA03G0065000	99.2958	99.2958
Os03g0192500	ORGLA03G0065100	94.9033	90.604
Os03g0192600	ORGLA03G0065200	99.5261	99.5261
Os03g0192700	ORGLA03G0065300	99.4118	99.4118
Os03g0192800	ORGLA03G0065400	100	100
Os03g0192900	ORGLA03G0065500	6.74157	2.45902
Os03g0193000	ORGLA03G0065600	99.8131	99.8131
Os03g0193075	ORGLA03G0065700	100	100
Os03g0193225	ORGLA03G0065900	99.6109	99.6109
Os03g0193600	ORGLA03G0066200	100	100
Os03g0193700	ORGLA03G0066300	79.8165	58.7838
Os03g0194100	ORGLA03G0066400	93.0348	93.0348
Os03g0194300	ORGLA03G0066500	99.7602	99.7602
Os03g0194400	ORGLA03G0066600	98.6047	98.6047
Os03g0194500	ORGLA03G0066700	99.5074	99.5074
Os03g0194600	ORGLA03G0066800	100	100
Os03g0194900	ORGLA03G0066900	99.4792	99.2208
Os03g0195100	ORGLA03G0067000	100	100
Os03g0195200	ORGLA03G0067100	99.6324	99.6324
Os03g0195300	ORGLA03G0067200	98.7805	98.7805
Os03g0195450	ORGLA03G0067300	100	14.0909
Os03g0195500	ORGLA03G0067300	91.8728	39.3939
Os03g0195800	ORGLA03G0067400	99.6979	99.6979
Os03g0196000	ORGLA03G0067500	76.9939	77.1121
Os03g0196250	ORGLA03G0067700	100	100
Os03g0196400	ORGLA03G0067800	100	100
Os03g0196500	ORGLA03G0067900	100	100
Os03g0196600	ORGLA03G0068000	100	100
Os03g0196900	ORGLA03G0068200	100	55.7656
Os03g0197000	ORGLA03G0068300	97.2222	84.7751
Os03g0197100	ORGLA03G0068400	100	100
Os03g0197200	ORGLA03G0068500	99.661	56.4299
Os03g0197300	ORGLA03G0068600	99.0385	94.0639
Os03g0197400	ORGLA03G0068700	99.4987	92.3256
Os03g0197800	ORGLA03G0068800	98.913	97.3262
Os03g0197900	ORGLA03G0068900	98.1818	95.0704
Os03g0198200	ORGLA03G0069100	98.8764	98.8764
Os03g0198300	ORGLA03G0069200	99.5058	99.5058
Os03g0198400	ORGLA03G0069300	99.7753	90.4277
Os03g0198600	ORGLA03G0069400	100	100
Os03g0199000	ORGLA03G0069600	86.7314	64.2686
Os03g0199100	ORGLA03G0069700	99.4845	99.2288
Os03g0199300	ORGLA04G0155600	33.61	45.2514
Os03g0199500	ORGLA03G0069800	99.5261	99.5261
Os03g0200000	ORGLA03G0069900	99.4723	99.4723
Os03g0200200	ORGLA03G0070100	98.1395	98.1395
Os03g0200400	ORGLA03G0070200	98.2558	98.2558
Os03g0200500	ORGLA03G0070300	100	99.6198
Os03g0200600	ORGLA03G0070400	100	100
Os03g0200700	ORGLA03G0070500	89.7959	89.7959
Os03g0200800	ORGLA03G0070600	100	100
Os03g0201000	ORGLA03G0070800	99.6942	99.6942
Os03g0201200	ORGLA03G0071000	99.5708	99.5708
Os03g0201400	ORGLA03G0071100	99.8744	99.6241
Os03g0201500	ORGLA03G0071300	99.6516	99.6516
Os03g0201600	ORGLA03G0071400	99.635	99.635
Os03g0201700	ORGLA03G0071500	72.1354	98.227
Os03g0201800	ORGLA03G0071600	99.8282	99.8282
Os03g0201901	ORGLA03G0071700	97.8947	96.3731
Os03g0202001	ORGLA03G0071800	20.3636	68.2927
Os03g0202200	ORGLA03G0071900	99.639	99.639
Os03g0202300	ORGLA03G0072000	98.9691	98.7147
Os03g0203000	ORGLA03G0072100	94.4904	94.4904
Os03g0203100	ORGLA03G0072200	84.4512	99.1647
Os03g0203200	ORGLA03G0072300	98.7421	100
Os03g0203700	ORGLA03G0072400	99.8037	99.8037
Os03g0203800	ORGLA03G0072500	100	99.711
Os03g0204100	ORGLA03G0072700	80.6054	87.5761
Os03g0204300	ORGLA03G0072800	94.6903	94.6903
Os03g0204500	ORGLA03G0072900	100	100
Os03g0204900	ORGLA03G0073100	92.7928	92.7928
Os03g0205000	ORGLA03G0073200	98.9212	99.1351
Os03g0205150	ORGLA03G0073300	89.7727	100
Os03g0205300	ORGLA03G0073500	94.4282	99.3827
Os03g0205400	ORGLA03G0073600	99.144	86.6667
Os03g0205500	ORGLA03G0073700	96.2025	78.0822
Os03g0205700	ORGLA03G0073800	99.5041	99.5041
Os03g0205800	ORGLA03G0073900	49.1358	77.4319
Os03g0206300	ORGLA03G0074200	90.1639	56.701
Os03g0206400	ORGLA03G0074300	100	100
Os03g0206600	ORGLA03G0074400	99.4382	97.7901
Os03g0206900	ORGLA03G0074600	98.8971	98.8971
Os03g0207200	ORGLA03G0074900	99.4505	99.1781
Os03g0207250	ORGLA03G0075000	100	100
Os03g0207300	ORGLA03G0075100	99.6988	97.3529
Os03g0207400	ORGLA03G0075200	98.9796	99.2327
Os03g0207700	ORGLA03G0075300	65.9091	17.9012
Os03g0207800	ORGLA03G0075400	74.9646	87.4587
Os03g0207900	ORGLA03G0075500	99.8246	99.4755
Os03g0208500	ORGLA03G0075600	99.2366	99.6169
Os03g0208600	ORGLA03G0075700	99.8117	99.4371
Os03g0208700	ORGLA03G0075800	57.7017	60.6684
Os03g0208800	ORGLA03G0075900	92.9471	90.6634
Os03g0208900	ORGLA03G0076000	100	100
Os03g0209000	ORGLA03G0076100	88.3871	85.625
Os03g0209400	ORGLA03G0076300	93.5714	93.5714
Os03g0209500	ORGLA03G0076400	99.3311	99.3311
Os03g0209600	ORGLA03G0076500	99.8339	99.8339
Os03g0209700	ORGLA03G0076600	87.5706	77.1144
Os03g0209800	ORGLA03G0076700	97.907	94.3946
Os03g0210000	ORGLA03G0076800	99.1228	99.1228
Os03g0210100	ORGLA03G0076900	100	100
Os03g0210200	ORGLA03G0077000	77.6978	95.5752
Os03g0210400	ORGLA03G0077200	99.7465	99.7465
Os03g0210500	ORGLA03G0077300	100	58.3815
Os03g0210600	ORGLA03G0077400	73	56.0102
Os03g0210700	ORGLA03G0077500	97.8495	53.5294
Os03g0210800	ORGLA03G0077600	100	60.4704
Os03g0210900	ORGLA03G0077700	87.0588	60.1626
Os03g0211100	ORGLA03G0077800	100	100
Os03g0211400	ORGLA03G0078000	98.8327	98.8327
Os03g0211500	ORGLA03G0078100	97.1154	92.6606
Os03g0211600	ORGLA03G0078200	100	73.5395
Os03g0211700	ORGLA03G0078300	99.0758	99.0758
Os03g0211800	ORGLA03G0078400	99.6534	99.6534
Os03g0211900	ORGLA03G0078500	99.7015	99.7015
Os03g0212000	ORGLA03G0078600	99.3927	98.5944
Os03g0212200	ORGLA03G0078700	98.5916	53.2319
Os03g0212300	ORGLA03G0078800	98.5185	99.6255
Os03g0212400	ORGLA03G0078900	100	100
Os03g0212600	ORGLA03G0079000	99.3671	99.3671
Os03g0212700	ORGLA03G0079100	99.6248	99.6248
Os03g0212800	ORGLA03G0079200	100	100
Os03g0213100	ORGLA03G0079400	100	99.7899
Os03g0213200	ORGLA03G0079500	99.6599	99.6599
Os03g0213300	ORGLA03G0079600	98.6266	99.0151
Os03g0213400	ORGLA03G0079700	99.7366	54.5106
Os03g0213500	ORGLA03G0079800	100	100
Os03g0213600	ORGLA03G0079900	98.3717	96.8868
Os03g0213700	ORGLA03G0080000	88.8158	28.7846
Os03g0213800	ORGLA03G0080100	100	100
Os03g0213900	ORGLA03G0080200	98.6945	54.2324
Os03g0214000	ORGLA03G0080300	99.6748	99.8371
Os03g0214100	ORGLA03G0080400	100	100
Os03g0214200	ORGLA03G0080500	99.5012	99.5012
Os03g0214400	ORGLA03G0080600	99.5798	99.5798
Os03g0214600	ORGLA03G0080700	99.7403	99.7403
Os03g0214900	ORGLA03G0080800	96.2206	96.2206
Os03g0215000	ORGLA03G0080900	96.0938	97.3615
Os03g0215200	ORGLA03G0081000	100	100
Os03g0215400	ORGLA03G0081100	100	100
Os03g0215700	ORGLA03G0081300	99.8058	99.8058
Os03g0215800	ORGLA03G0081200	100	99.3377
Os03g0216000	ORGLA03G0081400	100	100
Os03g0216300	ORGLA03G0081500	99.8124	99.8124
Os03g0216400	ORGLA03G0081600	99.2347	99.2347
Os03g0216500	ORGLA03G0081700	98.5714	98.5714
Os03g0216600	ORGLA03G0081800	99.536	93.1596
Os03g0216700	ORGLA03G0081900	99.6497	98.6135
Os03g0216800	ORGLA03G0082000	99.3151	99.3151
Os03g0216900	ORGLA03G0082100	95.8333	58.9744
Os03g0217000	ORGLA03G0082200	97.2028	97.2028
Os03g0217200	ORGLA03G0082300	42.0744	99.537
Os03g0217400	ORGLA02G0352600	86.4583	96.5116
Os03g0217400	ORGLA04G0076200	86.4583	96.5116
Os03g0218200	ORGLA03G0082700	99.0783	99.0783
Os03g0218400	ORGLA03G0082900	99.8058	99.8058
Os03g0218500	ORGLA03G0083000	99.481	99.481
Os03g0219100	ORGLA03G0083100	100	100
Os03g0219200	ORGLA03G0083400	100	98.7805
Os03g0219300	ORGLA03G0083500	100	99.7778
Os03g0219400	ORGLA03G0083600	60.9917	61.3977
Os03g0219500	ORGLA03G0083700	100	100
Os03g0219700	ORGLA03G0083800	99.3019	99.3019
Os03g0219800	ORGLA03G0083900	98.1618	58.8106
Os03g0219900	ORGLA03G0084000	100	100
Os03g0220100	ORGLA03G0084100	100	100
Os03g0220700	ORGLA03G0084400	85.3333	100
Os03g0221100	ORGLA03G0084600	41.0095	37.3563
Os03g0221200	ORGLA03G0084700	97.5177	83.5866
Os03g0221300	ORGLA03G0084800	99.8519	75.9009
Os03g0221500	ORGLA03G0084900	100	100
Os03g0221700	ORGLA03G0085000	99.2883	99.2883
Os03g0221800	ORGLA03G0085100	99.552	99.6413
Os03g0222100	ORGLA03G0085200	99.373	99.373
Os03g0222500	ORGLA03G0085500	97.9508	56.9048
Os03g0222600	ORGLA03G0085700	100	88.5609
Os03g0222800	ORGLA03G0085900	98.5075	100
Os03g0223000	ORGLA03G0086100	99.7037	99.8516
Os03g0223100	ORGLA03G0086200	99.8148	99.8148
Os03g0223200	ORGLA03G0086300	94.7644	100
Os03g0223400	ORGLA03G0086500	100	99.7207
Os03g0223700	ORGLA03G0086600	99.7187	99.5787
Os03g0223900	ORGLA03G0086700	100	100
Os03g0224200	ORGLA03G0086800	99.8553	99.8553
Os03g0224300	ORGLA03G0086900	99.3386	87.7336
Os03g0224700	ORGLA03G0087100	99.5122	99.5122
Os03g0225100	ORGLA03G0087300	100	100
Os03g0225200	ORGLA03G0087400	99.3603	99.3603
Os03g0225300	ORGLA03G0087500	99.5745	99.5745
Os03g0225500	ORGLA03G0087700	99.4574	99.3803
Os03g0225600	ORGLA03G0087800	100	16.5457
Os03g0225700	ORGLA03G0087900	99.4318	99.4318
Os03g0225900	ORGLA03G0088000	94.3515	94.3515
Os03g0226200	ORGLA03G0088100	100	100
Os03g0226300	ORGLA03G0088200	30.2198	98.2143
Os03g0226400	ORGLA03G0088300	100	100
Os03g0226600	ORGLA03G0088500	99.2205	75.8298
Os03g0226700	ORGLA03G0088600	100	100
Os03g0227000	ORGLA03G0088800	99.6656	99.6656
Os03g0227300	ORGLA03G0088900	99.5249	99.5249
Os03g0227400	ORGLA03G0089000	93.6986	79.3503
Os03g0227500	ORGLA03G0089100	100	100
Os03g0230300	ORGLA03G0089300	99.784	100
Os03g0230500	ORGLA03G0089500	99.7135	99.7135
Os03g0231150	ORGLA03G0089600	99.0654	36.3014
Os03g0231600	ORGLA03G0089700	99.2771	94.0639
Os03g0231700	ORGLA03G0089800	98.855	89.0034
Os03g0231800	ORGLA03G0089900	90.3774	78.1403
Os03g0231900	ORGLA03G0090100	98.3193	57.0732
Os03g0231950	ORGLA03G0090200	99.3421	37.284
Os03g0232200	ORGLA03G0090300	99.2212	98.913
Os03g0232400	ORGLA03G0090700	100	100
Os03g0232500	ORGLA03G0090800	99.0566	99.0566
Os03g0232600	ORGLA03G0090900	99.7821	99.7821
Os03g0232800	ORGLA03G0091100	94.0092	93.578
Os03g0232900	ORGLA03G0091200	100	100
Os03g0233000	ORGLA03G0091300	99.7143	99.7143
Os03g0233200	ORGLA03G0091500	82.9508	95.4717
Os03g0233300	ORGLA03G0091600	99.1987	99.1987
Os03g0233500	ORGLA03G0091700	99.6732	99.6732
Os03g0233700	ORGLA03G0091900	97.0588	97.0588
Os03g0233800	ORGLA03G0092000	99.0196	99.0196
Os03g0233900	ORGLA03G0092100	100	100
Os03g0234000	ORGLA03G0092200	98.8166	98.8166
Os03g0234100	ORGLA03G0092300	100	100
Os03g0234200	ORGLA03G0092400	100	37.9845
Os03g0234500	ORGLA03G0092500	98.8024	98.8024
Os03g0234900	ORGLA03G0092600	99.3994	99.3994
Os03g0235000	ORGLA10G0004400	41.4634	32.5671
Os03g0235100	ORGLA03G0092800	100	100
Os03g0235200	ORGLA03G0092900	97.1919	97.1919
Os03g0235700	ORGLA03G0093100	99.6581	93.8808
Os03g0236050	ORGLA03G0093300	72.2222	45.0867
Os03g0236200	ORGLA03G0093400	99.5935	99.5935
Os03g0236300	ORGLA03G0093500	48.1375	69.4215
Os03g0236675	ORGLA03G0093700	99.2147	99.7368
Os03g0236800	ORGLA03G0093800	100	99.5215
Os03g0236966	ORGLA03G0093900	99.6546	99.6546
Os03g0237000	ORGLA03G0094000	100	100
Os03g0237100	ORGLA03G0094100	99.3711	99.3711
Os03g0237250	ORGLA03G0094200	99.5434	99.3166
Os03g0237500	ORGLA03G0094500	99.0698	97.7064
Os03g0237600	ORGLA03G0094600	99.8361	99.8361
Os03g0237950	ORGLA03G0094900	100	29.6774
Os03g0238300	ORGLA03G0095000	99.798	99.798
Os03g0238600	ORGLA03G0095100	99.705	99.705
Os03g0238700	ORGLA03G0095200	99.0566	99.0566
Os03g0238800	ORGLA03G0095300	99.848	99.848
Os03g0239000	ORGLA03G0095400	98.2249	98.2249
Os03g0239200	ORGLA03G0095600	98.3494	97.8112
Os03g0239300	ORGLA03G0095700	98.3333	99.1597
Os03g0239400	ORGLA03G0095800	100	100
Os03g0240400	ORGLA03G0096200	99.6575	99.6575
Os03g0240500	ORGLA03G0096300	100	100
Os03g0240600	ORGLA03G0096400	100	100
Os03g0240700	ORGLA03G0096500	100	100
Os03g0240800	ORGLA03G0096600	100	100
Os03g0240900	ORGLA03G0096700	99.4746	99.4746
Os03g0241100	ORGLA03G0096900	99.4437	99.4437
Os03g0241200	ORGLA03G0097000	99.2188	99.2188
Os03g0241300	ORGLA03G0097100	96.4623	90.287
Os03g0241600	ORGLA03G0097200	100	100
Os03g0241800	ORGLA03G0097300	98.7952	80.9877
Os03g0241900	ORGLA03G0097400	99.3776	99.3776
Os03g0242200	ORGLA03G0097600	97.0414	92.3944
Os03g0242300	ORGLA03G0097700	99.5614	99.5614
Os03g0242900	ORGLA03G0097800	99.6154	99.6154
Os03g0243100	ORGLA03G0097900	99.3007	99.3007
Os03g0243200	ORGLA03G0098000	1.5625	1.31579
Os03g0243300	ORGLA03G0098100	99.005	99.5
Os03g0243600	ORGLA03G0098300	94.5518	94.386
