Gene stable ID	Arabidopsis thaliana gene stable ID	%id. target Arabidopsis thaliana gene identical to query gene	%id. query gene identical to target Arabidopsis thaliana gene	Arabidopsis thaliana orthology confidence [0 low, 1 high]
Os01g0355900	AT3G06910	34.004	33.6653	
Os01g0355900	AT4G00690	29.3763	42.8153	
Os01g0355900	AT4G15880	36.6197	37.2188	
Os01g0356500	AT1G02880	58.8015	57.5092	
Os01g0356500	AT2G44750	58.8015	58.8015	
Os01g0356800	AT4G02510	6.25234	22.2222	
Os01g0356800	AT4G15810	2.99513	17.4292	
Os01g0356900	AT1G49490	48.1113	28.4038	
Os01g0356900	AT2G15880	48.3101	33.425	
Os01g0356900	AT3G19020	53.4791	28.1381	
Os01g0356900	AT4G33970	48.9066	35.1931	
Os01g0357100	AT2G15620	67.6236	72.3549	
Os01g0357200	AT5G42890	56.1798	40.6504	
Os01g0357900	AT1G02900	35.0427	34.1667	
Os01g0357900	AT3G05490	39.3162	38.6555	
Os01g0357900	AT3G16570	40.1709	34.058	
Os01g0357900	AT4G15800	39.3162	39.6552	
Os01g0358100	AT1G02900	33.6207	32.5	
Os01g0358100	AT3G05490	37.931	36.9748	
Os01g0358100	AT3G16570	37.931	31.8841	
Os01g0358100	AT4G15800	38.7931	38.7931	
Os01g0358300	AT1G02910	63.0769	63.3554	
Os01g0358400	AT2G17360	88.3019	89.6552	
Os01g0358400	AT5G07090	88.6792	89.6947	
Os01g0358400	AT5G58420	88.6792	89.6947	
Os01g0358800	AT2G32020	18.9573	21.8579	
Os01g0358800	AT2G32030	21.327	23.9362	
Os01g0360200	AT1G09090	55.0276	59.0747	
Os01g0360600	AT2G27490	63.913	63.3621	
Os01g0361500	AT1G54570	46.9208	45.4545	
Os01g0361700	AT1G54570	3.125	0.284091	
Os01g0362000	AT5G58920	62.5	37.037	
Os01g0362100	AT1G54570	54.298	53.8352	
Os01g0363300	AT4G15620	31.1628	35.2632	
Os01g0363300	AT4G15630	31.1628	35.2632	
Os01g0363600	AT3G24030	44.4444	30.4348	
Os01g0363900	AT3G05040	54.0901	53.8653	
Os01g0364100	AT1G21210	37.2414	36.5854	
Os01g0364100	AT1G21230	39.3103	38.8813	
Os01g0364100	AT1G21240	37.931	37.112	
Os01g0364100	AT1G21250	36.6897	36.1905	
Os01g0364100	AT1G21270	37.931	37.5683	
Os01g0364100	AT3G25490	24.4138	40.8776	
Os01g0364400	AT1G16110	22.4211	33.1776	
Os01g0364400	AT1G16120	25.1579	32.7397	
Os01g0364400	AT1G16130	24.9474	31.6845	
Os01g0364400	AT1G16150	25.5789	31.9317	
Os01g0364400	AT1G16160	24.8421	32.2845	
Os01g0364400	AT1G16260	24.5263	32.3611	
Os01g0364400	AT1G17910	25.3684	31.5445	
Os01g0364400	AT1G19390	26	31.3452	
Os01g0364400	AT1G69730	25.3684	30.4293	
Os01g0364400	AT1G79670	25.6842	32.49	
Os01g0364400	AT1G79680	25.2632	31.2094	
Os01g0364400	AT4G31100	25.7895	31.1705	
Os01g0364400	AT4G31110	25.4737	30.517	
Os01g0364800	AT1G21210	41.3876	23.4417	
Os01g0364800	AT1G21230	42.3445	24.1473	
Os01g0364800	AT1G21240	42.3445	23.8866	
Os01g0364800	AT1G21250	40.6699	23.1293	
Os01g0364800	AT1G21270	41.1483	23.4973	
Os01g0364800	AT3G25490	40.4306	39.03	
Os01g0365000	AT1G16110	23.6246	34.1121	
Os01g0365000	AT1G16120	25.4585	32.3288	
Os01g0365000	AT1G16130	24.9191	30.8824	
Os01g0365000	AT1G16150	25.1348	30.6176	
Os01g0365000	AT1G16160	24.2718	30.7798	
Os01g0365000	AT1G16260	24.8112	31.9444	
Os01g0365000	AT1G17910	24.3797	29.5812	
Os01g0365000	AT1G19390	25.1348	29.5685	
Os01g0365000	AT1G69730	25.2427	29.5455	
Os01g0365000	AT1G79670	25.89	31.9574	
Os01g0365000	AT1G79680	24.4876	29.5189	
Os01g0365000	AT4G31100	25.027	29.5165	
Os01g0365000	AT4G31110	24.9191	29.1299	
Os01g0367100	AT2G39080	57.0588	55.2707	
Os01g0367400	AT2G39080	49.6528	40.7407	
Os01g0367700	AT1G54610	63.9785	62.4126	
Os01g0367700	AT3G05050	59.6774	56.1551	
Os01g0367900	AT3G06400	79.1328	82.8761	
Os01g0367900	AT5G18620	78.8618	81.4366	
Os01g0368000	AT5G07800	44.7598	44.5652	
Os01g0368000	AT5G61290	44.1048	43.8178	
Os01g0368500	AT5G27370	20.4403	34.0314	
Os01g0368700	AT5G27370	28.8889	34.0314	
Os01g0368900	AT1G03020	48.5437	49.0196	
Os01g0368900	AT1G06830	54.3689	56.5657	
Os01g0368900	AT2G30540	57.2816	57.8431	
Os01g0368900	AT2G47870	53.3981	53.3981	
Os01g0368900	AT2G47880	56.3107	56.8627	
Os01g0368900	AT3G21460	61.165	61.7647	
Os01g0368900	AT3G62930	46.6019	47.0588	
Os01g0368900	AT3G62950	50.4854	50.4854	
Os01g0368900	AT3G62960	54.3689	54.902	
Os01g0368900	AT4G15660	56.3107	56.8627	
Os01g0368900	AT4G15670	55.3398	55.8824	
Os01g0368900	AT4G15680	57.2816	57.8431	
Os01g0368900	AT4G15690	55.3398	55.8824	
Os01g0368900	AT4G15700	58.2524	58.8235	
Os01g0368900	AT5G18600	59.2233	59.8039	
Os01g0369700	AT3G62760	36.6667	40.1826	
Os01g0369900	AT1G09400	31.4917	17.5926	
Os01g0369900	AT1G17990	32.5967	21.9331	
Os01g0369900	AT1G18020	32.5967	21.9331	
Os01g0369900	AT1G76680	39.2265	17.8841	
Os01g0369900	AT1G76690	38.674	18.7166	
Os01g0370200	AT3G62760	46.3303	46.1187	
Os01g0370900	AT3G62760	27.0161	30.5936	
Os01g0371200	AT3G62760	46.1187	46.1187	
Os01g0371400	AT3G62760	43.7186	39.726	
Os01g0371500	AT3G62760	46.7593	46.1187	
Os01g0372400	AT3G62760	43.4389	43.8356	
Os01g0372500	AT4G22880	46.1333	48.5955	
Os01g0372700	AT1G68420	8.76565	56.3218	
Os01g0372700	AT1G70980	69.7674	68.3012	
Os01g0372700	AT5G38750	10.5546	43.7037	
Os01g0372700	AT5G56680	69.4097	67.8322	
Os01g0374000	AT3G62760	47.1963	46.1187	
Os01g0374200	AT2G33680	47.8912	43.8903	
Os01g0374600	AT5G48100	47.7231	46.3717	
Os01g0374900	AT3G09770	37.0607	29.8969	
Os01g0374900	AT3G53410	35.1438	36.7893	
Os01g0374900	AT5G03200	35.1438	32.6409	
Os01g0375000	AT3G07050	63.2826	64.2612	
Os01g0375100	AT3G04980	28.0754	23.9222	
Os01g0375100	AT3G06340	20.0397	30.0149	
Os01g0375100	AT5G18750	27.5794	31.448	
Os01g0375100	AT5G27240	29.0675	26.5399	
Os01g0375200	AT3G06350	61.6896	52.073	
Os01g0375500	AT3G06350	60.9756	29.0216	
Os01g0376700	AT1G51420	56.7376	56.6038	
Os01g0376700	AT2G35840	62.8842	63.0332	
Os01g0376700	AT3G52340	54.6099	49.7845	
Os01g0376700	AT3G54270	50.8274	50.5882	
Os01g0377500	AT2G26430	60.1874	61.7788	
Os01g0377700	AT2G47970	60.4819	60.7748	
Os01g0377700	AT3G63000	59.5181	59.8063	
Os01g0382000	AT1G50050	45.122	32.7434	
Os01g0382000	AT1G50060	48.7805	49.6894	
Os01g0382000	AT2G14580	49.3902	50.3106	
Os01g0382000	AT2G14610	53.6585	54.6584	
Os01g0382000	AT3G19690	42.6829	43.4783	
Os01g0382000	AT4G07820	39.0244	40	
Os01g0382000	AT4G33710	48.7805	48.1928	
Os01g0382000	AT4G33720	51.2195	51.5337	
Os01g0382000	AT4G33730	50	47.6744	
Os01g0382000	AT5G26130	51.8293	51.2048	
Os01g0382200	AT1G27620	45	44.7964	
Os01g0382400	AT1G50050	40.7186	30.0885	
Os01g0382400	AT1G50060	46.1078	47.8261	
Os01g0382400	AT2G14580	47.9042	49.6894	
Os01g0382400	AT2G14610	51.497	53.4161	
Os01g0382400	AT3G19690	40.7186	42.236	
Os01g0382400	AT4G07820	37.1257	38.75	
Os01g0382400	AT4G33710	47.3054	47.5904	
Os01g0382400	AT4G33720	46.7066	47.8528	
Os01g0382400	AT4G33730	44.9102	43.6047	
Os01g0382400	AT5G26130	49.7006	50	
Os01g0382700	AT5G27290	60.6936	61.5836	
Os01g0383700	AT4G03020	43.3333	10.5477	
Os01g0384300	AT2G48010	49.8438	51.7018	
Os01g0385400	AT4G27970	44.16	53.1792	
Os01g0385400	AT5G24030	50.72	49.9213	
Os01g0388500	AT2G48060	60.6742	6.51911	
Os01g0388700	AT5G27370	32	37.6963	
Os01g0389200	AT5G27370	25	34.555	
Os01g0389700	AT5G27370	31.25	39.267	
Os01g0390400	AT4G27340	51.5358	48.7884	
Os01g0390600	AT5G19020	43.5312	41.7518	
Os01g0390900	AT3G23610	47.7387	41.6667	
Os01g0392800	AT4G10180	51.9481	7.36648	
Os01g0393100	AT3G04060	38.1098	36.9823	
Os01g0393100	AT5G18270	38.7195	37.9104	
Os01g0393300	AT3G59680	30.0395	33.1878	
Os01g0495900	AT2G20020	39.3723	39.3723	
Os01g0497400	AT5G12380	51.1211	36.076	
Os01g0498200	AT3G54500	34.0426	14.1176	
Os01g0498300	AT2G41640	49.2537	52.8	
Os01g0498300	AT3G10320	44.0299	47.7733	
Os01g0498300	AT3G57380	47.3881	50.3968	
Os01g0499300	AT4G16144	28.9575	35.545	
Os01g0500500	AT1G52320	43.4128	43.3584	
Os01g0500900	AT3G02660	62.7767	61.0568	
Os01g0501000	AT1G29580	23.6842	40.4494	
Os01g0501000	AT1G55080	45.3947	28.2787	
Os01g0501700	AT2G01110	64.3454	67.9412	
Os01g0501800	AT3G50820	76.5766	77.0393	
Os01g0501800	AT4G37230	26.1261	60.8392	
Os01g0501800	AT5G66570	75.3754	75.6024	
Os01g0502400	AT1G47940	18.8776	26.4286	
Os01g0502400	AT1G48700	27.8061	34.4937	
Os01g0502400	AT1G48740	33.6735	32.1168	
Os01g0502400	AT3G18210	54.8469	54.5685	
Os01g0502400	AT5G43660	32.398	30.9756	
Os01g0502800	AT3G46020	60.3774	31.3725	
Os01g0502800	AT5G59860	60.3774	20.3822	
Os01g0504100	AT1G30840	41.4248	41.0995	
Os01g0504500	AT1G15150	46.8127	48.2546	
Os01g0504500	AT1G15160	45.4183	46.8172	
Os01g0504500	AT1G15170	46.8127	48.8565	
Os01g0504500	AT1G15180	46.8127	48.7552	
Os01g0504500	AT1G64820	40.6375	40.6375	
Os01g0504500	AT1G66760	43.8247	45.6432	
Os01g0504500	AT1G66780	42.2311	43.7113	
Os01g0504500	AT1G71140	44.8207	46.3918	
Os01g0504500	AT2G04040	41.4343	43.6975	
Os01g0504500	AT2G04050	43.0279	45.3782	
Os01g0504500	AT2G04070	41.2351	43.4874	
Os01g0504500	AT2G04080	41.4343	43.6975	
Os01g0504500	AT2G04090	40.0398	42.1384	
Os01g0504500	AT2G04100	42.6295	44.3064	
Os01g0505400	AT5G17380	71.73	59.4406	
Os01g0505500	AT1G71060	46.1111	48.8235	
Os01g0505600	AT3G03000	56.3981	72.1212	
Os01g0505700	AT1G60640	28.4264	16.4706	
Os01g0506100	AT5G11310	37.8928	34.0532	
Os01g0507300	AT5G19930	63.5739	64.2361	
Os01g0507500	AT1G71080	48.9028	47.8528	
Os01g0507500	AT5G38050	42.9467	48.7544	
Os01g0507700	AT5G17450	56.2914	57.047	
Os01g0507900	AT1G66670	58.2803	59.2233	
Os01g0508000	AT3G18070	64.7287	66.6667	
Os01g0508000	AT3G18080	68.2171	68.75	
Os01g0510100	AT5G56580	70.9859	70.7865	
Os01g0510600	AT3G14110	51.5432	52.6814	
Os01g0510800	AT1G04950	58.2255	57.377	
Os01g0511000	AT1G68510	48.9247	39.0558	
Os01g0511100	AT1G68300	43.1138	45	
Os01g0511200	AT4G05400	49.6241	52.8	
Os01g0511200	AT4G21140	47.7444	52.2634	
Os01g0511300	AT4G19006	75.5844	66.287	
Os01g0511300	AT5G45620	73.5065	73.3161	
Os01g0511600	AT1G32080	39.5161	19.1406	
Os01g0512100	AT1G68370	77.1712	75.8537	
Os01g0512200	AT1G48760	36.7196	39.931	
Os01g0512700	AT1G10480	19.8347	22.7488	
Os01g0512700	AT1G68360	30.5785	30.3279	
Os01g0512800	AT4G11260	46.7532	30.1676	
Os01g0512800	AT4G23570	45.4545	29.9145	
Os01g0513200	AT1G25380	54	14.876	
Os01g0513700	AT1G51160	64.4444	68.6391	
Os01g0513800	AT3G23620	63.5484	62.7389	
Os01g0513900	AT1G18370	65.8281	64.4764	
Os01g0514000	AT2G44860	67.6829	69.8113	
Os01g0514300	AT5G16210	58.1572	58.3051	
Os01g0514450	AT5G66500	38.7417	21.9925	
Os01g0514600	AT5G48460	62.446	66.3609	
Os01g0514700	AT1G25320	56.0284	56.2678	
Os01g0514700	AT1G66830	45.5319	46.8613	
Os01g0514700	AT2G01210	58.0142	57.1229	
Os01g0516600	AT3G17210	60.177	62.3853	
Os01g0516700	AT1G73740	35.5795	30.6264	
Os01g0517800	AT2G27930	36.8421	32.8125	
Os01g0518000	AT2G27930	33.1797	37.5	
Os01g0518400	AT3G42170	38.5965	37.931	
Os01g0518500	AT3G26380	49.3066	49.459	
Os01g0521400	AT1G18460	63.3621	41.9401	
Os01g0521400	AT1G73920	65.0862	42.8977	
Os01g0521500	AT1G65280	47.4295	48.6395	
Os01g0523100	AT3G47090	39.4231	40.6343	
Os01g0523100	AT3G47110	40.7692	41.3659	
Os01g0523100	AT3G47570	41.4423	42.6733	
Os01g0523100	AT3G47580	39.7115	40.8506	
Os01g0523100	AT5G20480	39.3269	39.6702	
Os01g0523401	ATCG00650	44.6281	53.4653	
Os01g0524500	AT1G49010	50.6536	49.3631	
Os01g0524700	AT1G23180	42.9245	43.6451	
Os01g0526100	AT1G30480	63.8587	60.7235	
Os01g0526200	AT5G61330	49.8807	46.7562	
Os01g0527400	AT4G11560	38.1988	41.908	
Os01g0527600	AT3G49500	57.7176	58.7793	
Os01g0527700	AT2G44520	53.1034	53.5963	
Os01g0528000	AT3G49410	39.8649	10.2787	
Os01g0528000	AT5G24450	37.8378	10.1083	
Os01g0528800	AT1G09480	52.0833	47.4255	
Os01g0528800	AT1G09490	50.5952	52.795	
Os01g0528800	AT1G09500	49.1071	50.7692	
Os01g0528800	AT1G09510	52.0833	54.3478	
Os01g0528800	AT1G51410	65.4762	67.6923	
Os01g0528800	AT1G66800	50.2976	52.9781	
Os01g0528800	AT5G19440	69.9405	72.0859	
Os01g0529800	AT1G25450	51.6736	50.2033	
Os01g0529800	AT1G68530	51.8828	49.8994	
Os01g0530366	AT1G53690	59.6154	51.6667	
Os01g0530366	AT5G41010	86.5385	88.2353	
Os01g0530400	AT3G15660	41.6216	45.5621	
Os01g0531000	AT5G41270	20.2454	25.5814	
Os01g0531400	AT1G29980	67.3913	45.7002	
Os01g0531400	AT2G34510	64.8551	44.6384	
Os01g0531500	AT2G32520	65.4804	58.0442	
Os01g0532200	AT1G44910	56.531	27.5574	
Os01g0532200	AT3G19670	39.6146	18.6492	
Os01g0532800	AT2G32590	43.75	20.8644	
Os01g0533000	AT1G06490	80.2164	26.5066	
Os01g0533000	AT3G59100	77.1252	25.9761	
Os01g0533100	AT1G06490	53.4483	12.666	
Os01g0533100	AT3G59100	52.3707	12.6497	
Os01g0533400	AT1G31740	50.4232	53.5302	
Os01g0533400	AT5G20710	49.9395	50	
Os01g0533500	AT1G06490	63.2143	18.0797	
Os01g0533500	AT3G59100	61.6071	17.9594	
Os01g0534700	AT4G18050	56.6908	50.321	
Os01g0534700	AT5G46540	53.9783	47.8365	
Os01g0534800	AT4G15420	61.1599	50.8772	
Os01g0534900	AT1G11960	70.7031	70.428	
Os01g0534900	AT1G62320	69.7917	68.8946	
Os01g0534900	AT3G21620	69.401	70.5026	
Os01g0534900	AT4G04340	71.0938	70.7254	
Os01g0534900	AT4G15430	66.4062	67.0171	
Os01g0534900	AT4G22120	71.0938	70.8171	
Os01g0535900	AT5G17660	59.9174	46.4744	
Os01g0536000	AT4G24400	72.6457	72.809	
Os01g0541600	AT5G41270	22.3919	34.1085	
Os01g0541800	AT3G14770	55.144	56.7797	
Os01g0541900	AT2G40860	65.1446	65.0456	
Os01g0542000	AT3G04880	59.3651	60.3226	
Os01g0543100	AT2G18140	58.2353	58.7537	
Os01g0543100	AT2G18150	61.7647	62.1302	
Os01g0543100	AT3G50990	62.0588	61.3372	
Os01g0543100	AT4G36430	60.5882	62.2356	
Os01g0543100	AT5G66390	69.4118	70.2381	
Os01g0543400	AT5G45920	34.4	17.8423	
Os01g0544200	AT1G11610	31.3889	22.4206	
Os01g0544200	AT2G30750	32.2222	23.34	
Os01g0544200	AT2G30770	33.0556	23.9437	
Os01g0544200	AT3G48270	32.7778	24.1309	
Os01g0544200	AT3G48280	30.2778	22.2449	
Os01g0544200	AT3G48290	31.1111	21.7899	
Os01g0544200	AT3G48300	33.3333	24.7423	
Os01g0544200	AT3G48310	32.7778	24.0816	
Os01g0544200	AT3G48320	31.6667	23.2653	
Os01g0544200	AT4G13290	32.7778	24.0816	
Os01g0544200	AT4G13310	33.3333	24.1449	
Os01g0544200	AT4G20235	22.7778	24.1176	
Os01g0544200	AT4G20240	31.9444	25.4989	
Os01g0544200	AT5G24950	30.2778	21.9758	
Os01g0544200	AT5G24960	31.9444	23.1388	
Os01g0544200	AT5G42590	27.7778	20.1207	
Os01g0544450	AT2G16440	66.4733	67.6505	
Os01g0545900	AT1G64310	35.3242	37.5	
Os01g0546100	AT5G64700	42.9379	42.3398	
Os01g0546250	AT2G17870	27.551	8.9701	
Os01g0546250	AT2G21060	24.4898	11.9403	
Os01g0546250	AT4G36020	30.6122	10.0334	
Os01g0546250	AT4G38680	23.4694	11.33	
Os01g0546400	AT5G64700	44.186	42.3398	
Os01g0546500	AT4G38150	42.6901	48.3444	
Os01g0546700	AT5G40400	37.2483	32.5991	
Os01g0546900	AT5G63080	48.6352	42.4242	
Os01g0547000	AT3G07040	31.7127	30.9935	
Os01g0547133	AT5G50150	42.2053	52.8571	
Os01g0547600	AT5G14570	45.1546	44.4219	
Os01g0548600	AT1G70520	44.7257	16.3328	
Os01g0548600	AT4G28670	37.9747	14.4	
Os01g0548750	AT1G70520	38.8158	18.1818	
Os01g0548750	AT4G28670	25.9868	12.64	
Os01g0549000	AT3G26610	54.9296	33.1915	
Os01g0549200	AT1G19100	43.2507	23.6802	
Os01g0549500	AT3G48195	44.6903	32.3028	
Os01g0549700	AT5G11170	87.5	88.5246	
Os01g0549700	AT5G11200	87.5	77.7778	
Os01g0550000	AT5G11170	87.963	88.993	
Os01g0550000	AT5G11200	87.963	78.1893	
Os01g0550100	AT1G51710	70.0422	68.8797	
Os01g0550100	AT3G21280	68.9873	61.4662	
Os01g0550200	AT4G10925	48.4642	61.4719	
Os01g0550200	AT4G23960	34.1297	52.0833	
Os01g0550300	AT5G42050	47.4432	47.851	
Os01g0550600	AT5G53020	21.9766	23.4397	
Os01g0551100	AT3G20420	32.8125	21.4834	
Os01g0551100	AT5G45150	28.5156	7.628	
Os01g0551400	AT4G39300	45.0549	42.7083	
Os01g0551800	AT3G49290	42.7245	44.2308	
Os01g0551800	AT5G24310	41.7957	42.0561	
Os01g0551800	AT5G42030	28.483	28.5714	
Os01g0551900	AT2G46560	49.6025	12.4154	
Os01g0552000	AT2G46560	30.4965	3.4222	
Os01g0552300	AT4G27800	56.5553	56.701	
Os01g0555100	AT2G26695	39.5683	39.8551	
Os01g0555200	AT1G15410	38.2979	38.1818	
Os01g0555300	AT5G11280	48.7603	56.4593	
Os01g0555600	AT5G20110	34.7418	35.4067	
Os01g0555800	AT1G15390	70.2479	31.5985	
Os01g0556400	AT3G57340	49.7368	51.4986	
Os01g0556400	AT5G05750	37.1053	47.9592	
Os01g0557100	AT2G23550	39.2453	38.2353	
Os01g0557100	AT2G23560	44.1509	45	
Os01g0557100	AT2G23570	28.3019	41.8994	
Os01g0557100	AT2G23580	41.5094	41.8251	
Os01g0557100	AT2G23590	37.7358	36.7647	
Os01g0557100	AT2G23600	41.5094	39.5683	
Os01g0557100	AT2G23610	43.7736	44.1065	
Os01g0557100	AT2G23620	40	40.3042	
Os01g0557100	AT4G37140	20.3774	39.7059	
Os01g0557100	AT4G37150	36.9811	38.2812	
Os01g0557100	AT5G10300	36.9811	37.9845	
Os01g0557200	AT2G23550	33.2168	34.9265	
Os01g0557200	AT2G23560	38.1119	41.9231	
Os01g0557200	AT2G23570	24.4755	39.1061	
Os01g0557200	AT2G23580	34.2657	37.2624	
Os01g0557200	AT2G23590	33.5664	35.2941	
Os01g0557200	AT2G23600	37.0629	38.1295	
Os01g0557200	AT2G23610	35.6643	38.7833	
Os01g0557200	AT2G23620	35.3147	38.403	
Os01g0557200	AT4G37140	19.2308	40.4412	
Os01g0557200	AT4G37150	34.2657	38.2812	
Os01g0557200	AT5G10300	34.2657	37.9845	
Os01g0557500	AT2G38170	58.7583	55.7895	
Os01g0557500	AT3G51860	57.4279	55.3419	
Os01g0557500	AT5G01490	52.3282	51.9824	
Os01g0558200	AT1G51720	62.1543	67.033	
Os01g0558300	AT1G51730	61.9433	60.7143	
Os01g0558500	AT1G51745	21.8346	26.6142	
Os01g0558500	AT3G21295	22.3514	26.8217	
Os01g0558600	AT4G17530	86.6337	86.6337	
Os01g0558600	AT5G47200	85.6436	85.6436	
Os01g0558800	AT5G08400	32.7402	27.6276	
Os01g0558850	AT5G56730	55.7721	36.9048	
Os01g0559000	AT2G25950	78.9216	78.9216	
Os01g0559100	AT5G27470	69.6471	65.6319	
Os01g0559200	AT3G20430	35.5072	36.9811	
Os01g0559300	AT4G26240	48.7179	47.9798	
Os01g0559500	AT1G10910	50.1538	49.0964	
Os01g0559600	AT2G25940	64.4711	67.5732	
Os01g0559600	AT4G32940	65.8683	66.8016	
Os01g0560000	AT1G51760	62.4434	62.7273	
Os01g0560000	AT1G51780	58.371	59.3103	
Os01g0560200	AT1G26670	57.9186	57.6577	
Os01g0560200	AT3G29100	63.3484	63.3484	
Os01g0560200	AT5G39510	59.276	59.276	
Os01g0560200	AT5G39630	38.009	40.5797	
Os01g0561600	AT1G33720	33.3969	34.2466	
Os01g0561600	AT1G33730	24.6183	35.0543	
Os01g0561600	AT2G45550	36.2595	37.182	
Os01g0561600	AT2G45560	35.3053	36.1328	
Os01g0561600	AT2G45570	35.3053	36.1328	
Os01g0561600	AT2G45580	34.1603	34.7573	
Os01g0561600	AT3G61040	32.8244	34.5382	
Os01g0562400	AT3G25230	34.0278	34.8754	
Os01g0562400	AT5G48570	34.7222	34.6021	
Os01g0562600	AT2G36430	31.3107	28.7946	
Os01g0562600	AT3G44710	26.2136	21.4286	
Os01g0562600	AT3G47200	25.7282	22.2689	
Os01g0562600	AT3G47210	24.7573	21.519	
Os01g0562600	AT3G47250	23.7864	20.4167	
Os01g0562600	AT5G22540	27.4272	25.6818	
Os01g0562600	AT5G22550	28.1553	23.5772	
Os01g0562600	AT5G22560	27.9126	22.2437	
Os01g0563000	AT3G25230	31.9018	37.0107	
Os01g0563000	AT5G48570	31.7485	35.8131	
Os01g0564300	AT3G25230	22.7488	17.0819	
Os01g0564300	AT5G48570	26.0664	19.0311	
Os01g0565600	AT4G32930	42.487	46.8571	
Os01g0565900	AT2G45070	65	63.4146	
Os01g0565900	AT3G60540	61.25	60.4938	
Os01g0566050	AT2G25930	26.1993	10.2158	
Os01g0566050	AT3G21320	26.5683	13.3333	
Os01g0566100	AT2G25930	20.7071	11.7986	
Os01g0566100	AT3G21320	11.6162	8.51852	
Os01g0566500	AT4G32810	54.1667	50.1678	
Os01g0566800	AT3G21330	23.8197	29.7587	
Os01g0566900	AT2G25910	66.1721	65.2047	
Os01g0567400	AT3G13910	24.8322	32.1739	
Os01g0567500	AT1G11260	64.5224	63.41	
Os01g0567500	AT4G21480	61.9883	63.3466	
Os01g0567600	AT1G11260	63.6719	62.4521	
Os01g0567600	AT4G21480	62.1094	63.3466	
Os01g0570500	AT1G72710	70.9746	72.043	
Os01g0570500	AT2G19470	62.2881	67.8984	
Os01g0570500	AT4G08800	44.7034	74.0351	
Os01g0570500	AT4G26100	68.0085	71.3333	
Os01g0570500	AT5G57015	66.5254	72.1839	
Os01g0570700	AT1G29900	73.3129	20.1348	
Os01g0570800	AT2G26190	48.3304	51.6917	
Os01g0570800	AT4G33050	47.8032	48.5714	
Os01g0570800	AT5G57010	43.4095	49.899	
Os01g0571000	AT1G14560	65.8824	67.6737	
Os01g0571200	AT3G13882	37.6712	27.3632	
Os01g0571300	AT5G54070	22.8856	27.7946	
Os01g0572100	AT5G56930	24.5614	8.2963	
Os01g0574400	AT2G26140	72.9196	72.106	
Os01g0574500	AT2G26140	75.1049	74.8954	
Os01g0574600	AT1G17650	65.6891	62.5698	
Os01g0574800	AT1G17620	27.1478	29.9242	
Os01g0574800	AT5G11890	29.2096	29.6167	
Os01g0575000	AT1G72960	66.9975	67.9245	
Os01g0575000	AT3G13870	69.2308	69.5761	
Os01g0575200	AT5G56960	21.5859	18.6667	
Os01g0575500	AT1G49040	70.0166	71.0194	
Os01g0576100	AT1G63650	25.4777	13.4228	
Os01g0576100	AT4G00480	18.1529	9.82759	
Os01g0576100	AT5G41315	25.1592	12.2481	
Os01g0577300	AT1G63650	36.0656	7.38255	
Os01g0577300	AT4G00480	29.5082	6.2069	
Os01g0577300	AT5G41315	37.7049	7.13178	
Os01g0577600	AT2G45340	48.556	38.9291	
Os01g0577600	AT4G22730	45.6679	36.7733	
Os01g0577600	AT5G51560	47.6534	38.8235	
Os01g0578000	AT2G45280	57.0201	51.4212	
Os01g0578200	AT4G02220	45	17.2249	
Os01g0579600	AT4G33000	43.1193	36.7188	
Os01g0579800	AT1G55160	35.4167	23.9437	
Os01g0579800	AT2G19530	31.9444	22.7723	
Os01g0579900	AT1G29840	52.3636	46.1538	
Os01g0579900	AT2G19550	47.6364	39.4578	
Os01g0579900	AT3G47560	52.3636	45.283	
Os01g0579900	AT3G47590	53.8182	47.8964	
Os01g0579900	AT5G11910	50.9091	44.4444	
Os01g0580000	AT1G29840	45.9877	47.7564	
Os01g0580000	AT2G19550	38.8889	37.9518	
Os01g0580000	AT3G47560	44.7531	45.5975	
Os01g0580000	AT3G47590	47.5309	49.8382	
Os01g0580000	AT5G11910	39.8148	40.9524	
Os01g0580100	AT5G14850	58.047	58.5766	
Os01g0580150	AT1G22720	1.14504	1.36986	
Os01g0580200	AT3G13750	68.8029	67.1783	
Os01g0580200	AT3G52840	56.8319	60.1793	
Os01g0580200	AT4G26140	57.7993	63.4794	
Os01g0580200	AT5G56870	56.2273	64.2265	
Os01g0580400	AT5G38140	9.50226	21.5385	
Os01g0580500	AT2G19590	48.7179	49.0323	
Os01g0580800	AT1G52080	14.7215	19.3717	
Os01g0581300	AT5G57030	62.5926	64.5038	
Os01g0581400	AT1G16760	44.8366	45.0131	
Os01g0581400	AT1G78940	45.3595	46.0212	
Os01g0581400	AT2G07020	44.3137	48.4286	
Os01g0581400	AT2G24370	50.5882	49.1117	
Os01g0581400	AT3G20200	41.4379	40.641	
Os01g0581400	AT4G31230	47.0588	47.1204	
Os01g0581400	AT5G35380	45.6209	47.7428	
Os01g0581900	AT3G53440	17.0807	10.7422	
Os01g0582600	AT4G29780	49.9093	50.9259	
Os01g0582600	AT5G12010	52.2686	57.3705	
Os01g0583200	AT2G19385	44.0789	48.7273	
Os01g0583300	AT2G19385	21.3592	16	
Os01g0583700	AT1G21160	2.40385	0.915751	
Os01g0583700	AT1G76720	1.92308	0.653595	
Os01g0583700	AT1G76810	2.40385	0.772798	
Os01g0583700	AT2G27700	0.240385	0.208333	
Os01g0584200	AT5G20470	27.1364	32.554	
