Gene stable ID	Gossypium raimondii gene stable ID	%id. target Gossypium raimondii gene identical to query gene	%id. query gene identical to target Gossypium raimondii gene
Os03g0563100	B456_008G129900	22.1854	57.5107
Os03g0563100	B456_008G130100	54.8013	56.1969
Os03g0563300	B456_010G242400	77.1084	75.4717
Os03g0563300	B456_011G032900	76.6265	75.3555
Os03g0563600	B456_005G150500	46.8391	49.6951
Os03g0563600	B456_008G172200	47.1264	48.2353
Os03g0564200	B456_007G120500	51.2605	57.0093
Os03g0564600	B456_011G065500	30.8943	31.405
Os03g0564600	B456_011G065600	31.3008	32.3529
Os03g0564600	B456_011G065800	30.8943	31.7992
Os03g0564600	B456_011G065900	30.0813	30.9623
Os03g0565100	B456_006G083700	52.381	51.462
Os03g0565100	B456_010G177400	53.5714	59.6026
Os03g0565200	B456_006G270000	53.75	42.7861
Os03g0565300	B456_002G087400	18.1553	22.8606
Os03g0565300	B456_005G249100	19.0291	22.1219
Os03g0565300	B456_007G313400	12.6214	24.4821
Os03g0565300	B456_013G160700	16.2136	25.8915
Os03g0565500	B456_001G176200	80.0528	80.2649
Os03g0565500	B456_007G087600	78.996	79.4157
Os03g0565600	B456_009G177100	65.3846	58.2192
Os03g0565600	B456_011G015600	65.7692	58.7629
Os03g0565900	B456_002G087400	31.6594	17.7262
Os03g0565900	B456_005G249100	32.0961	16.5914
Os03g0565900	B456_007G313400	25.1092	21.6573
Os03g0565900	B456_013G160700	29.6943	21.0853
Os03g0566500	B456_005G240000	43.8228	43.2184
Os03g0566500	B456_008G026200	40.3263	40.8983
Os03g0566500	B456_013G040700	43.3566	44.8193
Os03g0566600	B456_010G064100	60.9231	61.4907
Os03g0566800	B456_002G016100	88.3663	88.1481
Os03g0566800	B456_008G149500	88.8614	87.9902
Os03g0566800	B456_013G070700	88.3663	87.931
Os03g0567600	B456_006G057500	28.9931	36.3043
Os03g0567600	B456_006G057600	33.6806	37.9648
Os03g0567600	B456_006G057700	33.5069	37.9175
Os03g0567600	B456_006G057800	32.2917	41.1504
Os03g0567600	B456_008G287900	33.5069	36.0748
Os03g0568400	B456_007G236600	30.3797	25.4642
Os03g0568400	B456_007G236700	35.443	29.1667
Os03g0568500	B456_002G088000	67.2269	67.2269
Os03g0568500	B456_009G435100	68.0672	68.0672
Os03g0568600	B456_009G435200	26.6	29.2952
Os03g0568800	B456_002G166600	44	41.25
Os03g0568800	B456_012G171700	46.2222	41.7112
Os03g0568900	B456_013G160300	66.8085	71.8535
Os03g0569800	B456_010G032500	31.3665	33.9496
Os03g0569900	B456_002G088100	61.194	58.8517
Os03g0569900	B456_003G023700	11.194	67.1642
Os03g0569900	B456_004G028000	59.9502	58.2126
Os03g0569900	B456_011G015300	60.4478	56.9087
Os03g0569900	B456_011G262300	15.6716	59.434
Os03g0569900	B456_013G160200	60.6965	58.0952
Os03g0570100	B456_001G222700	46.0695	45.9016
Os03g0570100	B456_001G222800	44.0585	47.1624
Os03g0570100	B456_009G113900	48.8117	48.5455
Os03g0570100	B456_009G293900	40.7678	43.3852
Os03g0570100	B456_011G209500	46.6179	45.9459
Os03g0570200	B456_004G024200	46.875	12.8205
Os03g0570300	B456_011G260400	61.3953	67.0051
Os03g0570800	B456_005G149900	69.6	68.9109
Os03g0571700	B456_005G149900	64.8649	47.5248
Os03g0571900	B456_005G149900	70.5769	72.6733
Os03g0572300	B456_007G372100	52.1552	52.1552
Os03g0572300	B456_009G411000	54.7414	55.2174
Os03g0572900	B456_005G149900	71.8	71.0891
Os03g0574900	B456_002G213000	48.582	48.2843
Os03g0574900	B456_002G213100	48.4587	48.5785
Os03g0575200	B456_002G213000	46.7324	46.4461
Os03g0575200	B456_002G213100	47.4723	47.5896
Os03g0576200	B456_002G213000	48.5607	47.549
Os03g0576200	B456_002G213100	48.811	48.2077
Os03g0576400	B456_008G179100	59.0909	15.4028
Os03g0576400	B456_012G186200	60.9091	15.8768
Os03g0576400	B456_013G089200	60	14.966
Os03g0576600	B456_007G349800	45.8064	78.8889
Os03g0576600	B456_007G349900	41.9355	76.4706
Os03g0576700	B456_001G093800	86.0577	86.4734
Os03g0576700	B456_001G197800	85.0962	85.5072
Os03g0576700	B456_004G062900	87.0192	87.4396
Os03g0576700	B456_007G172400	87.0192	87.4396
Os03g0576900	B456_011G117200	62.1818	71.25
Os03g0576900	B456_012G156700	61.0909	69.2784
Os03g0577000	B456_001G020800	24.1228	61.1111
Os03g0577100	B456_001G2697001	23.2365	38.2253
Os03g0577100	B456_001G2697002	8.92116	31.1594
Os03g0577100	B456_010G224800	33.195	35.6347
Os03g0577200	B456_004G179200	92.0561	86.0262
Os03g0577200	B456_007G033800	92.9907	92.5581
Os03g0577200	B456_008G221600	86.9159	84.1629
Os03g0577500	B456_005G149400	55.1724	65.6891
Os03g0577500	B456_013G101400	73.6453	73.8272
Os03g0577500	B456_013G161800	12.3153	53.1915
Os03g0578900	B456_002G089900	22.9167	22.6592
Os03g0578900	B456_007G312400	23.4848	25.6198
Os03g0578900	B456_007G312700	23.2955	25.5187
Os03g0578900	B456_013G159200	24.8106	25.144
Os03g0579000	B456_008G189100	56.4904	52.5727
Os03g0579300	B456_005G062000	85.4369	85.4369
Os03g0579300	B456_006G260200	83.9806	83.1731
Os03g0579300	B456_007G126400	85.4369	83.4123
Os03g0579300	B456_008G143200	85.4369	83.4123
Os03g0579300	B456_011G193800	83.4951	83.4951
Os03g0580200	B456_002G090200	42.0732	17.8295
Os03g0580200	B456_009G440500	37.1951	16.8975
Os03g0580200	B456_013G158800	41.4634	18.5792
Os03g0580800	B456_002G090200	38.2586	37.4677
Os03g0580800	B456_009G440500	37.9947	39.8892
Os03g0580800	B456_013G158800	36.9393	38.2514
Os03g0581400	B456_002G090200	38.3812	37.9845
Os03g0581400	B456_009G440500	36.2924	38.5042
Os03g0581400	B456_013G158800	35.7702	37.4317
Os03g0581600	B456_003G1262001	21.9298	48.0769
Os03g0581600	B456_006G260400	64.4737	70
Os03g0581600	B456_013G244000	43.8596	29.8507
Os03g0581600	B456_013G244200	47.3684	29.589
Os03g0581650	B456_007G085800	36.3636	41.5584
Os03g0581650	B456_013G166400	43.1818	40.4255
Os03g0581800	B456_005G205300	52.7473	48
Os03g0581800	B456_012G131200	48.3517	43.5644
Os03g0581800	B456_013G074000	47.2527	44.3299
Os03g0582200	B456_002G017400	56.23	63.0824
Os03g0582200	B456_005G109400	24.9201	47.2727
Os03g0582200	B456_006G085800	32.2684	58.3815
Os03g0582200	B456_006G085900	51.1182	55.1724
Os03g0582200	B456_009G171800	68.6901	67.8233
Os03g0582200	B456_010G150400	66.4537	65.4088
Os03g0582200	B456_010G150500	43.77	60.3524
Os03g0582200	B456_012G131000	59.1054	63.1399
Os03g0582200	B456_013G074400	67.0927	69.3069
Os03g0582400	B456_003G105500	23.6948	24.1803
Os03g0582400	B456_003G105600	17.2691	25.1462
Os03g0582400	B456_004G054700	25.7028	25.9109
Os03g0582400	B456_004G229600	27.7108	27.8226
Os03g0582400	B456_004G229700	27.7108	28.1633
Os03g0582400	B456_004G292000	30.5221	29.9213
Os03g0582400	B456_006G025000	22.8916	20.0704
Os03g0582400	B456_006G1534001	20.4819	23.1818
Os03g0582400	B456_006G153500	24.8996	15.8974
Os03g0582400	B456_007G363600	14.8594	43.5294
Os03g0582400	B456_007G363700	26.506	20.4334
Os03g0582400	B456_009G302800	19.6787	31.6129
Os03g0582400	B456_010G100400	21.6867	19.4946
Os03g0582400	B456_011G177600	26.1044	18.2073
Os03g0582400	B456_011G189000	24.0964	26.087
Os03g0582400	B456_013G155200	19.2771	23.4146
Os03g0582400	B456_013G155300	19.2771	21.8182
Os03g0582400	B456_013G168300	20.8835	32.0988
Os03g0582400	B456_013G210200	19.2771	31.3725
Os03g0582400	B456_013G210300	20.4819	31.2883
Os03g0582400	B456_013G210400	20.4819	33.7748
Os03g0582400	B456_013G210600	20.4819	31.2883
Os03g0582400	B456_013G210700	21.2851	32.5153
Os03g0583700	B456_004G054900	51.0638	51.7986
Os03g0583800	B456_009G432500	57.5419	49.2823
Os03g0583800	B456_013G074900	52.2346	53.7356
Os03g0583900	B456_002G143000	45.8865	46.4465
Os03g0583900	B456_009G374900	45.6028	46.0932
Os03g0584400	B456_002G184600	47.3373	32.1932
Os03g0584400	B456_003G010200	41.716	25.9669
Os03g0584400	B456_003G013100	47.6331	32.9243
Os03g0584400	B456_003G013200	43.4911	29.4589
Os03g0584400	B456_007G195600	40.8284	21.2963
Os03g0584400	B456_007G201000	45.858	29.1353
Os03g0584400	B456_009G271800	44.9704	34.3891
Os03g0584400	B456_011G085300	41.716	28.7755
Os03g0586300	B456_004G177500	56.1798	31.5457
Os03g0586300	B456_008G219000	56.7416	32.1656
Os03g0586500	B456_010G225400	54.9815	54.1818
Os03g0586600	B456_004G121300	83.0986	81.9444
Os03g0586600	B456_007G010600	84.507	83.3333
Os03g0586700	B456_004G044600	72.6911	72.8651
Os03g0586700	B456_004G148300	73.4873	73.5458
Os03g0586700	B456_007G115700	73.965	74.0239
Os03g0586800	B456_006G183200	64.6179	65.7095
Os03g0586900	B456_006G138300	76.4977	76.7334
Os03g0587000	B456_009G183400	72.6592	72.3881
Os03g0587000	B456_011G009200	75.2809	74.4444
Os03g0587100	B456_002G095400	51.3433	56.2092
Os03g0587200	B456_013G156400	45.3499	41.8301
Os03g0588400	B456_010G185600	47.7273	45.283
Os03g0588400	B456_011G010500	47.1591	44.385
Os03g0589300	B456_006G165400	27.7895	37.931
Os03g0589300	B456_009G415500	28	33.7563
Os03g0590700	B456_012G082000	73.2394	30.0578
Os03g0591600	B456_009G125900	37.7622	38.6404
Os03g0591600	B456_010G136100	39.1608	40.9506
Os03g0592500	B456_001G192000	87.8327	87.1698
Os03g0592500	B456_001G192300	88.2129	87.5472
Os03g0592500	B456_001G220900	87.8327	87.1698
Os03g0593200	B456_002G097000	61.9345	59.6096
Os03g0593200	B456_007G310900	60.8424	59.3607
Os03g0593200	B456_013G154900	7.95632	51.5152
Os03g0593600	B456_001G239600	43.0528	43.4783
Os03g0593600	B456_002G097100	42.6614	42.6614
Os03g0593600	B456_002G097300	46.5753	46.8504
Os03g0593600	B456_002G097400	44.8141	45.6175
Os03g0593600	B456_002G097500	44.8141	44.9902
Os03g0593600	B456_002G097800	33.0724	43.8961
Os03g0593600	B456_002G097900	34.0509	48.3333
Os03g0593600	B456_002G098100	42.4658	46.8683
Os03g0593600	B456_005G005900	40.1174	41.1647
Os03g0593600	B456_009G358400	41.4873	41.7323
Os03g0593600	B456_009G358600	40.7045	42.8866
Os03g0593600	B456_009G359000	41.683	41.9291
Os03g0593600	B456_009G359100	41.683	42.0118
Os03g0593600	B456_013G153200	43.0528	41.5879
Os03g0593600	B456_013G154300	40.5088	40.748
Os03g0593600	B456_013G180800	44.8141	45.1677
Os03g0593600	B456_013G180900	42.4658	42.0543
Os03g0593600	B456_013G181700	41.8787	42.8
Os03g0594100	B456_001G239600	41.6016	42.0949
Os03g0594100	B456_002G097100	41.0156	41.0959
Os03g0594100	B456_002G097300	43.5547	43.8976
Os03g0594100	B456_002G097400	43.5547	44.4223
Os03g0594100	B456_002G097500	41.6016	41.8468
Os03g0594100	B456_002G097800	33.2031	44.1558
Os03g0594100	B456_002G097900	30.4688	43.3333
Os03g0594100	B456_002G098100	41.4062	45.7883
Os03g0594100	B456_005G005900	40.0391	41.1647
Os03g0594100	B456_009G358400	39.4531	39.7638
Os03g0594100	B456_009G358600	38.4766	40.6186
Os03g0594100	B456_009G359000	39.6484	39.9606
Os03g0594100	B456_009G359100	40.8203	41.2229
Os03g0594100	B456_013G153200	41.2109	39.8866
Os03g0594100	B456_013G154300	39.4531	39.7638
Os03g0594100	B456_013G180800	42.1875	42.6035
Os03g0594100	B456_013G180900	41.2109	40.8915
Os03g0594100	B456_013G181700	40.2344	41.2
Os03g0594400	B456_008G243800	53.4483	32.5175
Os03g0594400	B456_009G174100	58.046	57.7143
Os03g0594400	B456_010G149800	57.6628	57.6628
Os03g0594400	B456_011G023400	57.2797	61.0204
Os03g0594700	B456_005G107400	12.8621	14.2125
Os03g0594700	B456_010G010800	15.8749	16.506
Os03g0594900	B456_001G239600	42.7184	43.4783
Os03g0594900	B456_002G097100	40.7767	41.0959
Os03g0594900	B456_002G097300	43.301	43.8976
Os03g0594900	B456_002G097400	45.4369	46.6135
Os03g0594900	B456_002G097500	42.5243	43.0255
Os03g0594900	B456_002G097800	32.233	43.1169
Os03g0594900	B456_002G097900	30.4854	43.6111
Os03g0594900	B456_002G098100	40.5825	45.1404
Os03g0594900	B456_005G005900	38.6408	39.9598
Os03g0594900	B456_009G358400	41.7476	42.3228
Os03g0594900	B456_009G358600	40	42.4742
Os03g0594900	B456_009G359000	41.3592	41.9291
Os03g0594900	B456_009G359100	41.165	41.8146
Os03g0594900	B456_013G153200	42.1359	41.0208
Os03g0594900	B456_013G154300	42.1359	42.7165
Os03g0594900	B456_013G180800	41.9417	42.6035
Os03g0594900	B456_013G180900	42.5243	42.4419
Os03g0594900	B456_013G181700	41.3592	42.6
Os03g0595200	B456_009G449900	44.7552	35.7542
Os03g0595300	B456_001G221800	63.5593	63.0252
Os03g0596900	B456_002G099700	12.66	35.0394
Os03g0596900	B456_009G450100	21.0526	23.0889
Os03g0597200	B456_012G101800	53.0997	52.324
Os03g0597600	B456_007G040100	71.2934	70.405
Os03g0597600	B456_008G200400	69.4006	68.75
Os03g0598100	B456_005G147400	60.9272	61.745
Os03g0598100	B456_008G175500	62.9139	62.0915
Os03g0598200	B456_012G185400	53.7281	51.8519
Os03g0598700	B456_013G096200	22.5352	24.2424
Os03g0598800	B456_001G049600	78.9474	80.8824
Os03g0598800	B456_007G028600	78.4689	80.3922
Os03g0598800	B456_007G046500	78.4689	80.3922
Os03g0598800	B456_008G234000	77.512	79.4118
Os03g0598800	B456_009G394000	64.5933	65.534
Os03g0598900	B456_001G207200	55.1331	60.4167
Os03g0599400	B456_003G186300	25.4237	17.4419
Os03g0599400	B456_008G221300	26.9492	19.4377
Os03g0599600	B456_007G176900	65.2632	26.1053
Os03g0600400	B456_008G060600	61.1111	19.186
Os03g0600600	B456_006G079400	30.8017	20.2216
Os03g0600600	B456_006G079600	29.9578	19.6676
Os03g0600600	B456_006G134600	29.1139	19.8847
Os03g0600600	B456_006G134700	27.8481	19.0202
Os03g0600600	B456_009G074100	35.0211	23.9884
Os03g0600600	B456_010G003400	18.1435	16.7315
Os03g0600600	B456_010G003500	27.8481	19.3548
Os03g0600600	B456_010G003600	28.692	19.8251
Os03g0600600	B456_010G003700	29.1139	21.1009
Os03g0601500	B456_004G066900	46.875	52.3256
Os03g0602300	B456_001G090300	61.8337	58.8235
Os03g0602300	B456_001G208200	63.3262	60.2434
Os03g0602300	B456_013G095400	61.194	61.588
Os03g0602600	B456_008G176200	46.3497	46.5077
Os03g0603100	B456_005G146000	57.0755	23.3591
Os03g0603100	B456_008G176400	58.9623	24.1313
Os03g0603100	B456_013G095000	56.1321	22.973
Os03g0603300	B456_006G009700	33.6918	24.9337
Os03g0603300	B456_006G164400	35.1254	26.4865
Os03g0603300	B456_007G373200	34.4086	25.876
Os03g0603300	B456_012G048400	22.5806	24.2308
Os03g0603500	B456_003G101600	57.6923	55.5556
Os03g0603600	B456_001G076900	69.0537	68.8775
Os03g0603800	B456_001G077100	47.4946	52.5301
Os03g0604200	B456_001G077900	80.4979	80.8333
Os03g0604566	B456_003G028900	25.1142	27.3632
Os03g0604566	B456_007G221700	25.1142	26.1905
Os03g0604566	B456_011G107600	23.7443	32.2981
Os03g0604600	B456_008G021000	36.394	26.2335
Os03g0605300	B456_005G099900	58.5621	58.4856
Os03g0605300	B456_007G221100	64.7059	65.046
Os03g0605300	B456_009G218000	60.915	60.6771
Os03g0606100	B456_002G132800	62.0455	61.7647
Os03g0606100	B456_005G233600	55.4545	59.2233
Os03g0606100	B456_008G021300	71.8182	66.1088
Os03g0606100	B456_010G024300	65	65.4462
Os03g0606100	B456_012G148500	69.5455	64.9682
Os03g0606100	B456_013G048800	69.7727	65.7388
Os03g0606200	B456_003G134700	63.7931	66.0714
Os03g0606200	B456_009G101000	63.7931	66.0714
Os03g0606200	B456_009G101100	63.7931	66.0714
Os03g0606600	B456_003G027800	54.5872	23.6111
Os03g0606600	B456_007G219700	54.1284	23.0469
Os03g0606600	B456_008G079600	31.1927	21.7252
Os03g0606600	B456_009G217100	54.1284	21.8924
Os03g0607500	B456_002G009700	56.2842	27.0341
Os03g0607500	B456_005G234100	61.7486	28.7532
Os03g0607500	B456_013G048700	63.9344	29.397
Os03g0607600	B456_008G021600	26.6447	42.0779
Os03g0607600	B456_009G216800	31.7434	49.6144
Os03g0607600	B456_010G024100	29.7697	45.8228
Os03g0607700	B456_008G021800	26.9388	31.7308
Os03g0607700	B456_009G216700	22.449	31.4286
Os03g0607700	B456_010G024000	22.0408	32.1429
Os03g0607700	B456_011G106900	24.898	26.1803
Os03g0607700	B456_013G048300	25.7143	32.4742
Os03g0609200	B456_001G243200	27.5229	14.2857
Os03g0609800	B456_003G029500	58.8328	60.6504
Os03g0609800	B456_005G232400	56.6246	52.7941
Os03g0609800	B456_007G222400	58.2019	59.2295
Os03g0609800	B456_013G050000	60.2524	61.2179
Os03g0610400	B456_002G132600	35.7143	38.1166
Os03g0610400	B456_005G232300	36.5546	31.6364
Os03g0610400	B456_007G222500	34.874	34.1564
Os03g0610400	B456_008G020700	36.9748	37.7682
Os03g0610400	B456_008G082500	33.6134	34.3348
Os03g0610400	B456_009G218900	39.4958	34.058
Os03g0610400	B456_010G025200	37.395	36.0324
Os03g0610400	B456_013G050100	38.6555	34.981
Os03g0610650	B456_009G208400	59.596	60.5128
Os03g0610650	B456_010G211300	18.9394	33.3333
Os03g0610650	B456_010G211500	41.4141	40.4938
Os03g0610700	B456_009G208400	62.844	35.1282
Os03g0610700	B456_010G211300	20.6422	20
Os03g0610700	B456_010G211500	44.4954	23.9506
Os03g0610800	B456_009G208400	55.3086	57.4359
Os03g0610800	B456_010G211300	17.7778	32
Os03g0610800	B456_010G211500	38.2716	38.2716
Os03g0610900	B456_002G006900	82.5967	83.0556
Os03g0610900	B456_005G239800	85.9116	85.6749
Os03g0610900	B456_007G053000	82.0442	82.5
Os03g0610900	B456_007G210100	80.663	80.8864
Os03g0610900	B456_008G073200	83.9779	84.2105
Os03g0611200	B456_002G025400	69.1358	66.0377
Os03g0611200	B456_002G025500	68.642	66.1905
Os03g0611700	B456_009G208700	21.0526	11.5108
Os03g0612400	B456_007G210500	27.204	35.1792
Os03g0612400	B456_008G073400	24.4332	32.4415
Os03g0612400	B456_011G104600	26.1965	34.2105
Os03g0612600	B456_008G073500	43.4286	32.0675
Os03g0616300	B456_005G231400	52.8363	47.3837
Os03g0616400	B456_003G029900	66.6021	65.6489
Os03g0616400	B456_010G025500	67.4734	68.3333
Os03g0616400	B456_011G108000	66.7957	68.0473
Os03g0616500	B456_007G222900	40.7789	28.7328
Os03g0616700	B456_011G224400	75.5663	44.3916
Os03g0617500	B456_003G029800	26.8617	30.6061
Os03g0617500	B456_007G222800	28.9894	31.5029
Os03g0617500	B456_008G082800	27.9255	33.4395
Os03g0617500	B456_009G219400	27.6596	31.9018
Os03g0617900	B456_013G040500	67.2289	65.493
Os03g0618300	B456_002G0037002	52.2727	53.1792
Os03g0618300	B456_002G006700	53.125	54.2029
Os03g0618300	B456_002G006800	54.5455	55.1724
Os03g0619151	B456_009G139800	23.4615	24.3028
Os03g0619151	B456_011G067500	23.0769	23.7154
Os03g0619400	B456_009G190000	89.3333	83.3037
Os03g0619400	B456_009G268200	88.9524	88.6148
Os03g0619600	B456_007G208600	11.9403	19.0476
Os03g0619800	B456_007G208600	9.12621	13.9881
Os03g0619850	B456_007G208600	17.3913	13.0952
Os03g0620400	B456_007G208600	10.1911	9.52381
Os03g0620500	B456_007G208600	27.027	8.92857
Os03g0620800	B456_002G206000	51.8459	54.7458
Os03g0620800	B456_008G040800	61.7978	61.8971
Os03g0621600	B456_007G208600	7.31261	11.9048
Os03g0621650	B456_007G208600	0	0
Os03g0621900	B456_007G208600	29.3706	12.5
Os03g0622100	B456_007G208600	15.445	17.5595
Os03g0622200	B456_007G208600	16.6667	18.75
Os03g0624000	B456_005G105600	29.6703	23.7885
Os03g0624000	B456_009G207200	39.011	20.8824
Os03g0624000	B456_010G015500	36.8132	24.3636
Os03g0624600	B456_006G060900	43.9628	43.8272
Os03g0624800	B456_009G172000	40.7572	33.2123
Os03g0625300	B456_003G019700	33.1429	34.1847
Os03g0625300	B456_005G105700	33.5238	37.4468
Os03g0625300	B456_007G208500	33.3333	41.3712
Os03g0625300	B456_009G206400	31.619	36.8889
Os03g0625300	B456_009G274800	34.0952	39.5143
Os03g0625300	B456_010G014000	33.7143	38.4783
Os03g0625900	B456_005G118400	53.816	53.2946
Os03g0626200	B456_004G104500	39.2857	40.7407
Os03g0626200	B456_012G163800	41.0714	42.5926
Os03g0626200	B456_012G163900	41.0714	42.5926
Os03g0626500	B456_009G205700	58.2278	46.2312
Os03g0626500	B456_010G012900	57.2785	55.3517
Os03g0626600	B456_002G129900	9.97963	49
Os03g0626700	B456_002G011300	58.0713	57.5884
Os03g0626800	B456_002G102900	91.1111	90.708
Os03g0626800	B456_006G036500	29.7778	63.8095
Os03g0626800	B456_009G450400	91.1111	90.708
Os03g0626800	B456_013G150400	92	91.5929
Os03g0627300	B456_004G073900	56.4935	30.7421
Os03g0627500	B456_004G247700	53.7255	46.3621
Os03g0627500	B456_007G143200	40.3922	46.9248
Os03g0627500	B456_007G278800	52.9412	49.0909
Os03g0628800	B456_004G074100	52.7372	54.5283
Os03g0628800	B456_006G246600	53.1022	55.4286
Os03g0628800	B456_011G171100	54.0146	52.1127
Os03g0628800	B456_013G104300	52.5547	51.9856
Os03g0628900	B456_013G120600	74.6032	73.4375
Os03g0632800	B456_001G015000	13.4259	17.737
Os03g0632800	B456_004G074300	34.7222	34.642
Os03g0632800	B456_007G142500	38.4259	38.6047
Os03g0632800	B456_007G278000	37.037	36.036
Os03g0632800	B456_013G104800	38.8889	39.1608
Os03g0633100	B456_001G243000	35.9223	12.3953
Os03g0633100	B456_001G243100	36.4078	12.5628
Os03g0633400	B456_001G243000	61.6071	34.6734
Os03g0633400	B456_001G243100	60.7143	34.1709
Os03g0633500	B456_001G242900	56.2232	45.9649
Os03g0633500	B456_005G046500	53.6481	50.4032
Os03g0633500	B456_006G246000	56.6524	44.898
Os03g0633500	B456_007G141900	55.794	55.3191
Os03g0633500	B456_007G276900	54.0773	49.6063
Os03g0633500	B456_013G200700	57.0815	54.065
Os03g0633800	B456_004G075000	42.0354	47.5
Os03g0633800	B456_005G046400	45.1327	53.6842
Os03g0633800	B456_006G245900	42.4779	52.1739
Os03g0633800	B456_007G277000	41.5929	51.3661
Os03g0633800	B456_011G170700	42.4779	53.9326
Os03g0633800	B456_013G200800	43.8053	51.8325
Os03g0633900	B456_001G242700	39.8714	41.8919
Os03g0634000	B456_013G200900	42.9412	46.4968
Os03g0634400	B456_005G046300	48.9933	47.4026
Os03g0634400	B456_006G245200	47.2036	46.0699
Os03g0634400	B456_011G164800	48.5459	49.3182
Os03g0635000	B456_007G070100	41.6826	40.7477
Os03g0635100	B456_004G075900	54.8387	50
Os03g0635100	B456_007G140700	56.9892	51.9608
Os03g0635800	B456_004G077500	54.4974	40.4715
Os03g0635800	B456_005G045200	58.2011	46.2185
Os03g0635800	B456_006G242000	55.5556	43.5685
Os03g0635800	B456_008G002500	53.9683	40.4762
Os03g0636700	B456_006G241800	36.2416	37.156
Os03g0636700	B456_011G167700	29.9776	36.2162
Os03g0636700	B456_013G201400	23.9374	28.4574
Os03g0636800	B456_004G077600	63.773	62.9325
Os03g0636800	B456_007G283900	65.2755	63.0645
Os03g0636800	B456_008G002700	63.9399	62.4796
Os03g0636800	B456_013G201300	65.2755	63.1664
Os03g0637600	B456_011G172700	46.7005	48.294
Os03g0637800	B456_011G142500	66.8147	66.1538
Os03g0637900	B456_004G077700	30.2326	5.33224
Os03g0637900	B456_004G217300	26.9767	7.64163
Os03g0637900	B456_006G241600	26.9767	6.47321
Os03g0637900	B456_007G139300	29.7674	6.92641
Os03g0637900	B456_008G002900	29.7674	6.93391
Os03g0638300	B456_007G284200	48.6726	7.80142
Os03g0638300	B456_013G121300	47.7876	8.0597
Os03g0638800	B456_004G077900	72.5594	72.1785
Os03g0638800	B456_005G044700	67.81	67.1018
Os03g0638800	B456_006G241500	74.1425	71.867
Os03g0638800	B456_007G139200	70.1847	68.0307
Os03g0638800	B456_008G003000	72.8232	70.7692
Os03g0638800	B456_009G326800	14.248	58.0645
Os03g0638800	B456_011G167400	71.504	69.3095
Os03g0639600	B456_009G1160001	29.0323	57.4468
Os03g0639600	B456_009G1160002	26.3441	53.8462
Os03g0639600	B456_010G246900	56.9892	58.8889
Os03g0639600	B456_011G005300	58.0645	62.069
Os03g0639700	B456_002G033000	71.5278	73.5714
Os03g0639800	B456_009G385700	23.5808	72.973
Os03g0639800	B456_011G005200	75.9825	72.8033
Os03g0640000	B456_009G117600	43.3107	44.4186
Os03g0640100	B456_013G014000	86.6822	87.5
Os03g0640300	B456_004G185000	37.3626	20.9877
Os03g0640300	B456_004G185600	42.8571	23.3533
Os03g0640400	B456_010G252500	51.2195	50.4
Os03g0641200	B456_005G266500	60.5042	12.0805
Os03g0641200	B456_012G170500	56.3025	11.0561
Os03g0641700	B456_001G226200	62.7273	62.4434
Os03g0641700	B456_004G060300	48.6364	58.1522
Os03g0641700	B456_N001700	61.3636	64.2857
Os03g0642300	B456_005G267200	47.7223	49.5495
Os03g0642300	B456_008G047700	47.9393	50.5721
Os03g0642600	B456_003G113700	34.5768	34.877
Os03g0642600	B456_005G085600	32.9986	30.8311
Os03g0642600	B456_005G085800	33.5725	31.2834
Os03g0642600	B456_005G0860001	26.5423	31.4092
Os03g0642600	B456_005G086200	33.5725	30.9934
Os03g0642600	B456_005G086300	34.2898	31.8242
Os03g0642600	B456_005G086500	33.5725	30.6684
Os03g0642600	B456_005G086700	32.5681	31.5278
Os03g0642600	B456_005G086800	32.4247	31.5642
Os03g0642600	B456_009G250200	33.7159	31.4171
Os03g0642600	B456_009G250400	33.2855	30.8101
Os03g0642600	B456_009G250500	28.5509	37.9048
Os03g0642600	B456_013G109000	28.4075	38.4466
Os03g0642900	B456_007G245400	36.3636	48.7805
Os03g0642900	B456_010G168300	58.9091	49.0909
Os03g0642900	B456_010G237500	61.0909	51.0638
Os03g0643000	B456_007G245400	20.3252	12.1951
Os03g0643000	B456_010G168300	48.7805	18.1818
Os03g0643000	B456_010G237500	46.3415	17.3252
Os03g0643050	B456_007G206400	15.8798	13.6531
Os03g0643250	B456_007G245400	32.0513	48.7805
Os03g0643250	B456_010G168300	65.3846	61.8182
Os03g0643250	B456_010G237500	65.7051	62.31
Os03g0643300	B456_010G167200	68.2875	67.5732
Os03g0643700	B456_001G204000	43.5345	45.9091
Os03g0644000	B456_004G152100	61.8762	58.9354
Os03g0644200	B456_009G241200	48.0519	47.7419
Os03g0644400	B456_009G321600	57.9281	62.7002
Os03g0644400	B456_010G199600	55.814	59.4595
Os03g0644400	B456_011G278700	59.408	64.0091
Os03g0645100	B456_009G154500	88.0734	70.5882
Os03g0645100	B456_010G167000	87.7676	70
Os03g0645100	B456_010G238200	88.9908	69.9519
Os03g0645200	B456_004G046500	78	18.3962
Os03g0645200	B456_006G063500	80.6667	18.0328
Os03g0645900	B456_002G038100	62.6645	63.7124
Os03g0645900	B456_004G270800	61.6776	65.5594
Os03g0645900	B456_009G154600	59.5395	59.8347
Os03g0645900	B456_010G166900	60.5263	56.8779
Os03g0645900	B456_011G045200	50.1645	71.7647
