Gene stable ID	Populus trichocarpa gene stable ID	%id. target Populus trichocarpa gene identical to query gene	%id. query gene identical to target Populus trichocarpa gene
Os02g0717300	POPTR_0006s05840	48	57.1429
Os02g0717400	POPTR_0001s27800	62.202	62.4208
Os02g0717400	POPTR_0009s06980	62.2721	62.2285
Os02g0717500	POPTR_0001s27790	73.1844	71.1957
Os02g0717600	POPTR_0001s05480	38.9706	50.4762
Os02g0717600	POPTR_0003s22250	48.5294	54.2094
Os02g0717700	POPTR_0006s17750	14.6497	47.9167
Os02g0717700	POPTR_0018s09350	45.8599	47.6821
Os02g0717700	POPTR_0656s00200	38.8535	53.5088
Os02g0717900	POPTR_0001s05590	53.0612	56.2162
Os02g0718000	POPTR_0001s27580	38.3085	27.4021
Os02g0718000	POPTR_0009s06820	39.3035	21.123
Os02g0718900	POPTR_0001s27480	79.8429	78.4062
Os02g0718900	POPTR_0009s06690	78.7958	78.1818
Os02g0719000	POPTR_0002s22030	40.3183	60.8
Os02g0719000	POPTR_0006s01210	37.4005	58.0247
Os02g0719000	POPTR_0014s16110	40.0531	59.6838
Os02g0719000	POPTR_0016s01530	39.5225	57.9767
Os02g0719100	POPTR_0001s37110	65.1558	66.5702
Os02g0719100	POPTR_0011s08690	61.1898	71.0526
Os02g0719100	POPTR_0014s16120	68.272	70.9867
Os02g0719600	POPTR_0007s13260	33.6842	49.0421
Os02g0719600	POPTR_0014s16620	40	43.804
Os02g0719600	POPTR_0019s03890	43.4211	44.9591
Os02g0719600	POPTR_0019s03900	43.9474	45.2575
Os02g0719600	POPTR_0019s03910	35.7895	43.4505
Os02g0719600	POPTR_0019s03920	44.2105	45.7766
Os02g0719600	POPTR_0019s03940	41.3158	41.8667
Os02g0719700	POPTR_0016s01660	31.9249	32.2275
Os02g0719800	POPTR_0002s06070	57.1934	58.5749
Os02g0719800	POPTR_0005s22370	57.6651	57.26
Os02g0720000	POPTR_0001s36940	8.5044	3.63409
Os02g0720100	POPTR_0006s01060	29.3578	36.1582
Os02g0720100	POPTR_0016s01690	29.3578	36.1582
Os02g0720200	POPTR_0001s36650	60.4414	61.2737
Os02g0720200	POPTR_0011s09500	59.9321	60.7573
Os02g0720300	POPTR_0014s15870	57.8358	56.5693
Os02g0720400	POPTR_0004s00300	25.9819	28.5714
Os02g0720400	POPTR_0011s00710	24.7734	24.4776
Os02g0720600	POPTR_0006s24850	39.0929	38.1857
Os02g0720600	POPTR_0006s24860	33.0454	38.25
Os02g0720600	POPTR_0006s24870	38.013	37.2093
Os02g0720600	POPTR_0018s02960	36.7171	40.0943
Os02g0720600	POPTR_0018s02990	38.4449	37.7119
Os02g0720600	POPTR_0018s03000	34.5572	34.5572
Os02g0720600	POPTR_0018s03010	38.6609	37.9237
Os02g0720600	POPTR_0018s03020	36.7171	36.0934
Os02g0720600	POPTR_0018s03030	33.9093	32.914
Os02g0720700	POPTR_0001s47660	60.1533	60.4621
Os02g0720900	POPTR_0016s00260	45.8515	44.586
Os02g0721600	POPTR_0001s47580	71.3004	71.4607
Os02g0721600	POPTR_0006s00270	71.0762	70.7589
Os02g0721600	POPTR_0011s17160	73.5426	73.7079
Os02g0721600	POPTR_0016s00280	21.3004	66.4336
Os02g0721700	POPTR_0001s47550	48.503	47.3684
Os02g0721700	POPTR_0013s13550	48.503	49.3902
Os02g0721700	POPTR_0019s12470	47.9042	48.4848
Os02g0721800	POPTR_0001s47530	47.2222	46.463
Os02g0721800	POPTR_0011s17130	47.8758	47.2581
Os02g0722001	POPTR_0008s01070	34.2541	37.3494
Os02g0722001	POPTR_0010s25520	44.1989	41.6667
Os02g0722001	POPTR_0387s00220	20.7182	34.5622
Os02g0722300	POPTR_0002s22290	77.9479	77.8287
Os02g0722300	POPTR_0014s17050	78.4073	78.7692
Os02g0722400	POPTR_0011s17020	52.8761	50.7431
Os02g0722400	POPTR_0011s17050	42.0354	56.0472
Os02g0722500	POPTR_0001s38090	59.3373	59.697
Os02g0722500	POPTR_0011s10090	59.9398	60.303
Os02g0722700	POPTR_0001s47500	60.1399	78.5388
Os02g0722700	POPTR_0011s17110	66.0839	65.3979
Os02g0722800	POPTR_0003s05620	6.94548	51.0989
Os02g0723200	POPTR_0007s14840	48.3221	47.2648
Os02g0723200	POPTR_0014s00890	49.4407	48.2533
Os02g0723300	POPTR_0016s00490	35.5649	43.1472
Os02g0723400	POPTR_0002s18750	37.561	44.2529
Os02g0723400	POPTR_0014s10730	37.0732	43.4286
Os02g0723600	POPTR_0001s37820	55.3333	42.5641
Os02g0723700	POPTR_0010s00670	62.069	52.1739
Os02g0724000	POPTR_0002s22640	31.941	47.1014
Os02g0724000	POPTR_0014s16870	53.8084	57.7836
Os02g0724500	POPTR_0001s37970	62.6263	65.6085
Os02g0724600	POPTR_0001s37830	50.2164	56.8627
Os02g0725000	POPTR_0006s00570	68.5374	65.9574
Os02g0725000	POPTR_0016s00660	69.0476	66.3399
Os02g0725100	POPTR_0001s37790	10.6481	35.1145
Os02g0725100	POPTR_0001s37800	35.1852	53.7102
Os02g0725200	POPTR_0014s16720	67.1315	60.0713
Os02g0725300	POPTR_0001s37770	51.6779	52.3098
Os02g0725300	POPTR_0006s00610	50.2013	52.0891
Os02g0725300	POPTR_0006s00620	51.4094	52.3224
Os02g0725600	POPTR_0006s00680	46.1538	31.0976
Os02g0725600	POPTR_0016s00730	44.7964	30
Os02g0725700	POPTR_0006s00690	38.189	51.3228
Os02g0725700	POPTR_0016s00740	41.3386	45.4545
Os02g0726300	POPTR_0012s12670	28.3688	24.3161
Os02g0726300	POPTR_0015s03520	29.078	25.7862
Os02g0726400	POPTR_0008s11110	42.9043	43.0464
Os02g0726400	POPTR_0010s14770	43.8944	44.186
Os02g0726500	POPTR_0004s11220	69.8039	70.6349
Os02g0726500	POPTR_0012s12420	72.7451	72.888
Os02g0726500	POPTR_0015s03540	72.3529	75.77
Os02g0726500	POPTR_0017s13570	71.7647	73.0539
Os02g0726600	POPTR_0004s20320	58.0882	38.9163
Os02g0727100	POPTR_0004s11020	64.0625	62.3913
Os02g0727100	POPTR_0010s14640	42.8571	60.7595
Os02g0727100	POPTR_0017s14530	65.4018	63.6957
Os02g0727100	POPTR_1182s00200	21.875	49.4949
Os02g0727300	POPTR_0008s11210	39.2638	40.4636
Os02g0727300	POPTR_0010s14630	40.3885	40.6797
Os02g0727500	POPTR_0010s25990	46.1957	61.1511
Os02g0727700	POPTR_0012s06680	21.2219	15.6028
Os02g0727700	POPTR_0015s03560	18.9711	17.052
Os02g0728001	POPTR_0015s03580	25.4438	26.2195
Os02g0728100	POPTR_0015s03620	65.2819	63.6758
Os02g0728300	POPTR_0008s11300	53.7037	65.9091
Os02g0728300	POPTR_0010s14480	55.5556	68.1818
Os02g0728300	POPTR_0015s06530	51.3228	61.9808
Os02g0728600	POPTR_0008s10960	69.186	76.7742
Os02g0728700	POPTR_0004s10670	36.3388	45.0847
Os02g0728700	POPTR_0017s14290	35.5191	50.5837
Os02g0729100	POPTR_0004s10520	40.1442	38.9277
Os02g0729100	POPTR_0004s10530	38.4615	43.1267
Os02g0729100	POPTR_0004s10540	42.0673	39.2377
Os02g0729100	POPTR_0017s14160	39.9038	38.9671
Os02g0729200	POPTR_0004s10520	37.8313	36.5967
Os02g0729200	POPTR_0004s10530	37.3494	41.779
Os02g0729200	POPTR_0004s10540	42.1687	39.2377
Os02g0729200	POPTR_0017s14160	38.5542	37.5587
Os02g0729400	POPTR_0015s06230	56.1934	47.9381
Os02g0730000	POPTR_0002s19060	71.4286	73.1481
Os02g0730000	POPTR_0012s08010	70.8861	73.1343
Os02g0730000	POPTR_0015s08540	67.4503	75.0503
Os02g0730050	POPTR_0002s01890	16.7421	22.4242
Os02g0730050	POPTR_0005s26590	16.2896	20.4545
Os02g0730100	POPTR_0002s17650	58.5034	17.6955
Os02g0730100	POPTR_0014s09840	59.8639	18.1443
Os02g0730300	POPTR_0008s14670	71.5584	67.1133
Os02g0730300	POPTR_0010s10440	71.6883	70.7692
Os02g0730500	POPTR_0008s21130	57.4359	56.5657
Os02g0730500	POPTR_0010s00450	56.9231	58.4211
Os02g0730600	POPTR_0015s06340	54.9658	54.6848
Os02g0730700	POPTR_0015s06330	48.5166	46.1028
Os02g0730800	POPTR_0008s02290	47.619	49.7382
Os02g0730800	POPTR_0475s00200	45.1128	57.8778
Os02g0731400	POPTR_0001s21660	43.2836	46.4
Os02g0731400	POPTR_0002s07460	28.3582	36.8932
Os02g0731400	POPTR_0487s00200	28.3582	36.8932
Os02g0731400	POPTR_0487s00220	38.806	41.2698
Os02g0731900	POPTR_0008s11920	59.0818	59.6774
Os02g0731900	POPTR_0010s13510	59.481	60.0806
Os02g0732200	POPTR_0008s12760	50.7064	50.4688
Os02g0732200	POPTR_0010s12410	51.3344	51.0938
Os02g0732500	POPTR_0004s08460	90.2174	88.2979
Os02g0732500	POPTR_0017s02830	90.2174	88.2979
Os02g0732700	POPTR_0008s13260	14.321	53.0892
Os02g0732700	POPTR_0008s13270	45.4321	71.1111
Os02g0732700	POPTR_0008s13280	4.5679	67.2727
Os02g0732700	POPTR_0010s11870	6.04938	46.4455
Os02g0732800	POPTR_0004s08520	52.6882	55.2113
Os02g0732800	POPTR_0017s02870	54.8387	57.4648
Os02g0732900	POPTR_0006s19750	55.902	60.0478
Os02g0732900	POPTR_0018s11560	53.8975	53.1868
Os02g0733001	POPTR_0001s00680	33.75	35.0649
Os02g0733001	POPTR_0001s41180	31.875	39.5349
Os02g0733001	POPTR_0003s10810	31.875	14.1667
Os02g0733001	POPTR_0011s12110	33.75	32.7273
Os02g0733300	POPTR_0008s13200	70.4724	72.1774
Os02g0733300	POPTR_0010s11940	71.6535	73.3871
Os02g0733300	POPTR_0347s00220	59.6457	75.5611
Os02g0733400	POPTR_0012s04300	36.3158	35.3846
Os02g0733400	POPTR_0015s04760	36.3158	35.2041
Os02g0733400	POPTR_0520s00210	36.3158	35.3846
Os02g0733800	POPTR_0008s13380	56.1728	56.9937
Os02g0734300	POPTR_0004s08400	52.5	44.6809
Os02g0734300	POPTR_0008s13360	62.5	56.8182
Os02g0734300	POPTR_0010s11760	61.875	56.25
Os02g0734300	POPTR_0012s04140	33.75	49.0909
Os02g0734300	POPTR_0015s04970	52.5	31.5789
Os02g0734300	POPTR_0017s02780	52.5	43.5233
Os02g0734400	POPTR_0008s13330	38.7234	45.7286
Os02g0734400	POPTR_0010s11820	39.1489	46.2312
Os02g0734500	POPTR_0008s13330	33.3333	35.1759
Os02g0734500	POPTR_0010s11820	33.8095	35.6784
Os02g0734600	POPTR_0008s13330	24.933	46.7337
Os02g0734600	POPTR_0010s11820	25.4692	47.7387
Os02g0734800	POPTR_0004s08440	36.3309	35.3147
Os02g0734800	POPTR_0008s13300	35.9712	33.1126
Os02g0734800	POPTR_0010s11840	33.4532	32.4042
Os02g0734800	POPTR_0017s02800	38.1295	37.193
Os02g0734900	POPTR_0008s13310	73.4848	74.6154
Os02g0734900	POPTR_0010s11830	73.4848	74.6154
Os02g0734900	POPTR_0015s04930	62.1212	62.5954
Os02g0735100	POPTR_0012s14180	44.8661	44.6667
Os02g0735100	POPTR_0015s14160	18.5268	30.9701
Os02g0735200	POPTR_0004s08380	86.236	86.236
Os02g0735200	POPTR_0017s02300	29.4944	59.322
Os02g0735200	POPTR_0017s02770	86.5169	86.5169
Os02g0735200	POPTR_0154s00240	31.1798	60.3261
Os02g0735700	POPTR_0008s13410	62.7376	62.3819
Os02g0735700	POPTR_0010s11710	64.2586	63.8941
Os02g0735900	POPTR_0008s13440	70.0637	31.339
Os02g0735900	POPTR_0010s11660	69.4268	33.3333
Os02g0736200	POPTR_0008s13520	61.0811	39.6839
Os02g0736200	POPTR_0008s13550	66.0811	43.1598
Os02g0736200	POPTR_0010s11560	58.5135	38.6953
Os02g0736200	POPTR_0303s00220	52.5676	44.9192
Os02g0736300	POPTR_0008s13580	53.5484	55.8923
Os02g0736300	POPTR_0010s11520	13.7097	50
Os02g0736300	POPTR_0010s11530	40.4839	57.0455
Os02g0736400	POPTR_0012s04020	62.8019	73.6544
Os02g0736400	POPTR_0015s05410	82.8502	80.7059
Os02g0736500	POPTR_0004s08120	39.4933	56.9892
Os02g0736500	POPTR_0004s08130	17.1386	50
Os02g0736500	POPTR_0017s02350	6.85544	44.2308
Os02g0736600	POPTR_0002s20250	46.4623	49.3322
Os02g0736600	POPTR_0017s14370	3.69497	41.9643
Os02g0736600	POPTR_0017s14380	2.83019	48
Os02g0738200	POPTR_0004s08220	40.1316	40.8482
Os02g0738200	POPTR_0008s13700	41.4474	42.8571
Os02g0738200	POPTR_0010s11370	39.4737	40.3587
Os02g0738200	POPTR_0012s03960	41.4474	43.0524
Os02g0738200	POPTR_0015s05380	40.5702	42.1412
Os02g0738200	POPTR_0017s02470	41.0088	41.9282
Os02g0738400	POPTR_0008s13720	56.4229	57.9108
Os02g0738400	POPTR_0010s11350	56.7194	57.0577
Os02g0738900	POPTR_0003s00930	74.7562	75.2454
Os02g0738900	POPTR_0004s23690	74.7562	75
Os02g0738900	POPTR_0019s09670	72.8061	73.0435
Os02g0739000	POPTR_0008s19670	14.6735	51.3353
Os02g0739000	POPTR_0010s04800	62.1713	62.1186
Os02g0739400	POPTR_0008s19690	56.3003	55.5556
Os02g0739400	POPTR_0010s04780	56.8365	55.3525
Os02g0739600	POPTR_0008s19680	80.5128	79.8982
Os02g0739600	POPTR_0010s04790	80	79.3893
Os02g0739700	POPTR_0012s07700	42.4036	48.5714
Os02g0739700	POPTR_0015s08160	42.8571	49.2188
Os02g0739900	POPTR_0008s19640	38.3987	36.2654
Os02g0739900	POPTR_0010s04830	37.0915	35.9746
Os02g0739900	POPTR_0012s07610	36.1111	35.4167
Os02g0739900	POPTR_0015s08040	36.1111	36.3487
Os02g0740300	POPTR_0004s00570	50.4092	52.2034
Os02g0740600	POPTR_0012s07750	40.2174	45.122
Os02g0740600	POPTR_0015s08200	41.3043	46.3415
Os02g0740600	POPTR_0729s00200	41.3043	46.3415
Os02g0740700	POPTR_0012s10640	45.9677	45.8445
Os02g0740700	POPTR_0015s11510	44.8925	44.5333
Os02g0740900	POPTR_0012s07770	44.226	44.665
Os02g0740900	POPTR_0015s08220	46.683	47.1464
Os02g0741100	POPTR_0008s19790	32.3529	62.1739
Os02g0741200	POPTR_0001s34660	36.4444	51.25
Os02g0741200	POPTR_0010s04550	38	54.6326
Os02g0741200	POPTR_0012s07800	39.3333	53.7994
Os02g0741300	POPTR_0012s07810	47.3504	73.8667
Os02g0741300	POPTR_0015s08280	69.9145	72.134
Os02g0741400	POPTR_0008s08040	23.5409	5.89669
Os02g0741500	POPTR_0008s08040	53.493	13.0604
Os02g0741700	POPTR_0008s14590	35.5422	25.5411
Os02g0741700	POPTR_0010s10540	35.5422	32.7778
Os02g0741700	POPTR_0012s07880	33.7349	30.1075
Os02g0741700	POPTR_0015s08370	34.3373	35.8491
Os02g0741800	POPTR_0008s14580	69.8885	77.8468
Os02g0741800	POPTR_0010s10550	78.0669	78.6517
Os02g0741800	POPTR_0012s07890	65.4275	77.0241
Os02g0741800	POPTR_0015s08380	78.4387	79.9242
Os02g0741900	POPTR_0008s14550	30.9392	51.3761
Os02g0741900	POPTR_0008s14570	16.0221	65.9091
Os02g0741900	POPTR_0010s10560	62.9834	61.9565
Os02g0742000	POPTR_0012s07900	39.7367	40.8867
Os02g0742000	POPTR_0012s07910	39.4973	40.2439
Os02g0742000	POPTR_0015s08400	39.1382	40.7731
Os02g0742000	POPTR_0015s08410	39.3776	40.0731
Os02g0742100	POPTR_0012s07900	29.7821	15.1478
Os02g0742100	POPTR_0012s07910	29.1768	14.6951
Os02g0742100	POPTR_0015s08400	30.0242	15.4613
Os02g0742100	POPTR_0015s08410	30.0242	15.1035
Os02g0742200	POPTR_0012s07920	55.6075	88.806
Os02g0742200	POPTR_0015s08430	55.6075	88.806
Os02g0742500	POPTR_0012s07930	81.8182	11.2701
Os02g0742500	POPTR_0015s08440	84.4156	11.6906
Os02g0742700	POPTR_0010s10650	58.0357	53.2787
Os02g0742800	POPTR_0002s12500	26.1343	13.6493
Os02g0742800	POPTR_0007s10730	25.0454	13.2948
Os02g0742800	POPTR_0014s02470	26.4973	13.8915
Os02g0742900	POPTR_0002s12500	60.8553	17.5355
Os02g0742900	POPTR_0007s10730	60.5263	17.7264
Os02g0742900	POPTR_0014s02470	61.1842	17.6974
Os02g0743100	POPTR_0001s34610	45.4545	56.6038
Os02g0743100	POPTR_0012s07960	40.404	45.7143
Os02g0743100	POPTR_0015s08490	41.4141	48.0938
Os02g0743100	POPTR_0017s10860	48.4848	51.752
Os02g0743200	POPTR_0001s01430	28.655	30.8176
Os02g0743200	POPTR_0003s10050	33.3333	36.076
Os02g0743200	POPTR_0012s07970	30.4094	30.2326
Os02g0743200	POPTR_0015s08510	31.5789	31.9527
Os02g0743200	POPTR_0559s00200	31.5789	32.7273
Os02g0743400	POPTR_0012s04470	75.7983	74.0558
Os02g0743400	POPTR_0015s04570	75.4622	73.127
Os02g0743500	POPTR_0012s04570	47.7948	52.4186
Os02g0743500	POPTR_0015s04410	47.7048	54.1369
Os02g0743600	POPTR_0004s13090	36.129	13.494
Os02g0743600	POPTR_0017s12290	36.129	11.7155
Os02g0743600	POPTR_0023s00630	36.7742	13.6364
Os02g0743800	POPTR_0001s01470	24.0896	26.1398
Os02g0743800	POPTR_0003s10010	23.8095	31.25
Os02g0743800	POPTR_0012s02140	26.0504	31.6327
Os02g0743800	POPTR_0015s01630	26.6106	32.0946
Os02g0743900	POPTR_0008s08820	46.7662	50.8108
Os02g0743900	POPTR_0012s01320	52.2388	56.4516
Os02g0744000	POPTR_0012s07040	47.5138	47.7778
Os02g0744100	POPTR_0008s08800	50.1706	46.3722
Os02g0744200	POPTR_0001s03830	61.512	72.4696
Os02g0744200	POPTR_0003s20750	56.0137	67.0782
Os02g0744200	POPTR_0004s12200	59.1065	71.3693
Os02g0744200	POPTR_0008s08790	62.543	72.51
Os02g0744200	POPTR_0010s17440	62.543	73.0924
Os02g0744200	POPTR_0013s05730	59.1065	71.0744
Os02g0744200	POPTR_0017s12150	60.4811	70.6827
Os02g0744900	POPTR_0012s07060	72.1382	71.0638
Os02g0744900	POPTR_0015s07380	36.933	74.026
Os02g0745000	POPTR_0008s03690	83.7121	54.2998
Os02g0745000	POPTR_0010s23200	84.4697	54.7912
Os02g0745100	POPTR_0017s11960	53.3557	57.1942
Os02g0745400	POPTR_0004s10980	49.8986	43.7722
Os02g0745400	POPTR_0017s14480	50.1014	45.488
Os02g0745600	POPTR_0005s04420	22.541	19.1304
Os02g0745600	POPTR_0005s04460	23.3607	18.6579
Os02g0745600	POPTR_0013s03020	22.9508	18.4211
Os02g0745600	POPTR_0017s03830	10.4508	32.4841
Os02g0746000	POPTR_0008s14780	82.4728	82.9235
Os02g0746000	POPTR_0010s10320	82.0652	82.4011
Os02g0747400	POPTR_0004s04600	44.6341	46.3291
Os02g0747400	POPTR_0011s05430	45.8537	47.5949
Os02g0747500	POPTR_0012s07110	54.6875	62.1302
Os02g0747500	POPTR_0015s07420	54.6875	60.6936
Os02g0748100	POPTR_0015s07440	51.7903	50.3731
Os02g0748300	POPTR_0015s07450	57.9812	55.7562
Os02g0748800	POPTR_0017s11790	33.3333	32.1149
Os02g0749150	POPTR_0005s09630	82.0896	36.4842
Os02g0749150	POPTR_0007s07920	77.6119	35.1946
Os02g0749300	POPTR_0002s06190	37.4359	27.5472
Os02g0749300	POPTR_0005s08650	43.0769	28.5714
Os02g0749300	POPTR_0007s06590	44.6154	29.5918
Os02g0749450	POPTR_0002s24720	64.0449	64.0449
Os02g0749500	POPTR_0001s40950	0	0
Os02g0749500	POPTR_0013s12170	45.2381	7.61015
Os02g0749500	POPTR_0019s11790	46.8254	7.78364
Os02g0749700	POPTR_0005s22230	36.6149	45.1064
Os02g0749700	POPTR_0005s22240	49.3955	50.53
Os02g0749700	POPTR_0005s22250	50.4318	51.6814
Os02g0749700	POPTR_0011s06880	48.8774	50
Os02g0749700	POPTR_0019s11810	50.0864	51.1464
Os02g0749700	POPTR_0019s11820	42.3143	49.1968
Os02g0749700	POPTR_0019s11830	50.6045	51.6755
Os02g0749700	POPTR_0019s11850	49.5682	50.6173
Os02g0749700	POPTR_0019s11860	49.2228	51.6304
Os02g0750100	POPTR_0013s12130	62	24.8
Os02g0750100	POPTR_0019s11720	60	23.8095
Os02g0750400	POPTR_0005s08410	47.6415	24.3961
Os02g0750500	POPTR_0002s09190	61.0354	50.5643
Os02g0750600	POPTR_0002s09240	47.0588	54.902
Os02g0751100	POPTR_0005s08170	51.1538	51.0557
Os02g0751300	POPTR_0002s09350	35.3741	34.6667
Os02g0751300	POPTR_0005s08040	36.0544	27.8947
Os02g0751300	POPTR_0005s16580	35.3741	35.1351
Os02g0751300	POPTR_0007s05800	37.415	29.8913
Os02g0751600	POPTR_0005s08150	51.3043	63.7838
Os02g0751600	POPTR_0007s05990	33.4783	60.6299
Os02g0751800	POPTR_0002s09390	72.8916	70.1449
Os02g0751800	POPTR_0005s07990	57.2289	71.9697
Os02g0751800	POPTR_0005s16610	69.2771	68.0473
Os02g0751900	POPTR_0005s07970	51.0601	62.8261
Os02g0751900	POPTR_0007s05740	55.6537	56.1497
Os02g0752000	POPTR_0002s09400	48.9418	48.6842
Os02g0752000	POPTR_0005s16620	42.8571	42.9708
Os02g0752200	POPTR_0002s09440	57.8205	60.7817
Os02g0752200	POPTR_0002s09450	60.3846	60.9314
Os02g0752200	POPTR_0005s16650	56.0256	56.6062
Os02g0752200	POPTR_0005s16660	36.2821	58.5921
Os02g0752200	POPTR_0005s16670	23.3333	62.543
Os02g0752300	POPTR_0005s07910	19.1489	16.9811
Os02g0752300	POPTR_0007s05700	21.5805	20
Os02g0752600	POPTR_0001s21400	49.4407	49.2205
Os02g0752800	POPTR_0002s09480	41.4201	40.6977
Os02g0752800	POPTR_0005s16690	44.9704	43.3048
Os02g0753200	POPTR_0001s21360	37.751	56.6265
Os02g0753200	POPTR_0003s01790	52.2088	50.9804
Os02g0753300	POPTR_0005s07860	43.5233	49.1228
Os02g0753300	POPTR_0005s07870	42.487	48.5207
Os02g0753300	POPTR_0007s05650	43.5233	49.7041
Os02g0753300	POPTR_0007s05660	41.9689	47.093
Os02g0753400	POPTR_0002s09530	30.1282	31.8644
Os02g0753400	POPTR_0005s16940	37.5	34.3109
Os02g0753400	POPTR_1092s00200	36.859	33.9233
Os02g0753500	POPTR_0002s09540	51.0274	24.8333
Os02g0753500	POPTR_0005s07850	52.7397	27.0175
Os02g0753500	POPTR_0005s16950	50.3425	20.7334
Os02g0753500	POPTR_0007s05640	48.9726	24.9564
Os02g0753800	POPTR_0002s09610	64.9682	64.557
Os02g0753800	POPTR_0005s07740	64.0127	63.6076
Os02g0753800	POPTR_0007s05490	64.3312	63.924
Os02g0754000	POPTR_0005s07730	52.1978	51.6304
Os02g0754000	POPTR_0007s05470	51.6483	50.8108
Os02g0754100	POPTR_0002s08690	46.7666	45.4049
Os02g0754100	POPTR_0005s15950	43.4864	44.0228
Os02g0754300	POPTR_0005s07630	36.9697	68.5393
Os02g0754300	POPTR_0007s05380	20.6061	62.963
Os02g0754300	POPTR_0007s05390	30.303	41.6667
Os02g0754500	POPTR_0001s21240	24.4698	56.8182
Os02g0754500	POPTR_0001s21250	31.8108	55.5556
Os02g0754600	POPTR_0017s08030	36.8421	36.2694
Os02g0754700	POPTR_0006s12640	60.5749	58.1854
Os02g0754800	POPTR_0002s25850	42.8571	35.9375
Os02g0754900	POPTR_0002s09780	56.2771	38.9222
Os02g0754900	POPTR_0005s17150	54.5455	38.6503
Os02g0755000	POPTR_0002s09820	58.6364	55.7637
Os02g0755000	POPTR_0005s17180	57.2727	52.6462
Os02g0755200	POPTR_0002s01450	38.1625	51.7572
Os02g0755200	POPTR_0005s26940	26.8551	49.8906
Os02g0755200	POPTR_1035s00200	24.1461	37.6147
Os02g0755400	POPTR_0002s00610	43.75	26.8293
Os02g0755400	POPTR_0005s27810	43.1818	26.5734
Os02g0755900	POPTR_0001s31950	52.2505	55.2795
Os02g0755900	POPTR_0001s32000	51.272	55.2743
Os02g0755900	POPTR_0002s09850	51.4677	52.0792
Os02g0755900	POPTR_0002s09860	52.4462	55.4865
Os02g0755900	POPTR_0004s17850	47.3581	50.3119
Os02g0755900	POPTR_0006s02310	48.5323	51.6667
Os02g0755900	POPTR_0006s02330	47.9452	50.8299
Os02g0755900	POPTR_0006s02350	47.9452	50.8299
Os02g0755900	POPTR_0006s02380	48.728	51.875
Os02g0755900	POPTR_0006s02390	49.5108	52.7083
Os02g0755900	POPTR_0006s02440	47.5538	53.6424
Os02g0755900	POPTR_0006s02450	48.1409	51.8987
Os02g0755900	POPTR_0007s01610	43.6399	51.6204
Os02g0755900	POPTR_0016s02160	38.9432	47.7218
Os02g0755900	POPTR_0016s02180	47.7495	50
Os02g0755900	POPTR_0016s02190	46.5753	49.5833
Os02g0755900	POPTR_0016s02200	47.7495	48.0315
Os02g0755900	POPTR_0016s02220	49.9022	53.3473
Os02g0755900	POPTR_0016s02230	49.5108	52.9289
Os02g0755900	POPTR_0016s02260	49.7065	53.1381
Os02g0755900	POPTR_0016s02270	47.9452	51.1482
Os02g0755900	POPTR_0017s07880	50.6849	53.7344
Os02g0755900	POPTR_0017s07900	50.2935	53.3195
Os02g0755900	POPTR_0017s07920	50.6849	53.7344
Os02g0755900	POPTR_0017s07930	51.0763	54.1494
Os02g0755900	POPTR_0017s07940	50.6849	53.7344
Os02g0755900	POPTR_0098s00210	34.8337	45.7584
Os02g0755900	POPTR_0098s00220	47.7495	48.2213
Os02g0755900	POPTR_0098s00280	44.4227	47.4895
Os02g0755900	POPTR_0098s00300	48.3366	51.0331
Os02g0755900	POPTR_0098s00310	47.7495	50.2058
Os02g0755900	POPTR_0140s00210	46.5753	54.2141
Os02g0756100	POPTR_0005s07490	34.5455	29.4574
Os02g0756100	POPTR_0007s05190	41.8182	36.5079
Os02g0756200	POPTR_0004s19880	12.6623	57.3529
Os02g0756200	POPTR_0013s13290	13.6364	57.5342
Os02g0756600	POPTR_0004s19880	12.4601	57.3529
Os02g0756600	POPTR_0013s13290	13.4185	57.5342
Os02g0756800	POPTR_0004s19880	2.13415	10.2941
Os02g0756800	POPTR_0013s13290	2.13415	9.58904
Os02g0757100	POPTR_0002s09880	58.5209	57.0533
Os02g0757100	POPTR_0002s09890	36.3344	49.5614
Os02g0757100	POPTR_0002s09900	50.4823	57.9336
Os02g0757100	POPTR_0005s17200	55.9486	54.5455
Os02g0757100	POPTR_0005s17210	54.0193	56.9492
Os02g0757100	POPTR_0005s17230	53.0547	57.6923
Os02g0757100	POPTR_0815s00200	39.2283	33.795
Os02g0757100	POPTR_0815s00210	55.9486	48.1994
Os02g0757700	POPTR_0002s09930	53.7037	54.2056
Os02g0757900	POPTR_0005s07430	29.6296	55.6522
Os02g0757900	POPTR_0007s05140	28.2407	58.0952
Os02g0758000	POPTR_0003s07350	23.1818	22.6667
Os02g0758000	POPTR_0003s07360	39.0909	39.4495
Os02g0758000	POPTR_0003s10860	45.4545	46.9484
Os02g0758000	POPTR_0006s03310	22.7273	27.7778
Os02g0758000	POPTR_0009s02650	34.5455	33.1878
Os02g0758100	POPTR_0005s07310	2.42718	10.2041
Os02g0758100	POPTR_0005s07320	24.5955	71.6981
Os02g0758100	POPTR_0007s05030	56.6343	57.2831
Os02g0758800	POPTR_0002s10150	29.2683	38.2979
Os02g0758800	POPTR_0002s10170	30.0813	39.3617
Os02g0758800	POPTR_1040s00200	27.6423	36.1702
Os02g0759000	POPTR_0005s07210	48.6842	23.5669
Os02g0759000	POPTR_0007s04950	51.9737	26.5993
