Gene stable ID	Setaria italica gene stable ID	%id. target Setaria italica gene identical to query gene	%id. query gene identical to target Setaria italica gene
Os01g0339600	Si014617m.g	75.6098	44.2857
Os01g0339900	Si001948m.g	86.2534	87.4317
Os01g0340100	Si003942m.g	31.4496	28.764
Os01g0340600	Si030321m.g	28.4698	22.6629
Os01g0341000	Si030321m.g	31.3063	39.3768
Os01g0341200	Si030321m.g	31.9915	42.7762
Os01g0341300	Si040849m.g	41.3655	40.3922
Os01g0342800	Si032418m.g	81.3953	79.5455
Os01g0342900	Si016755m.g	76.5494	79.0657
Os01g0343100	Si027516m.g	35.4138	41.5605
Os01g0343200	Si000989m.g	49.6454	53.0303
Os01g0343300	Si004417m.g	76.3359	48.5437
Os01g0343500	Si004226m.g	57.3913	25.3846
Os01g0347000	Si000271m.g	81.6303	82.0069
Os01g0347100	Si005129m.g	72.3232	48.6413
Os01g0348600	Si000465m.g	90.2338	90.7331
Os01g0348700	Si018593m.g	92.7632	93.3775
Os01g0349400	Si002227m.g	93.5385	93.5385
Os01g0349800	Si035185m.g	45.1243	45.2107
Os01g0349800	Si035214m.g	44.9331	45.4545
Os01g0349800	Si040262m.g	47.0363	46.5028
Os01g0350100	Si017818m.g	30.1282	14.7335
Os01g0350100	Si028239m.g	29.4872	10.3604
Os01g0350900	Si001371m.g	60.8791	60.3486
Os01g0351100	Si004654m.g	14.1304	60.4651
Os01g0351200	Si004654m.g	8.61539	65.1163
Os01g0351300	Si000335m.g	94	92.4969
Os01g0351500	Si011196m.g	38.1579	35.1515
Os01g0351500	Si020663m.g	39.4737	32.967
Os01g0351500	Si026935m.g	39.4737	36.3636
Os01g0351800	Si036411m.g	70.0581	69.0544
Os01g0352100	Si036411m.g	63.7143	63.8968
Os01g0353400	Si002832m.g	66.8203	65.3153
Os01g0353400	Si004280m.g	54.3779	62.1053
Os01g0353600	Si014553m.g	84.3373	84.3373
Os01g0353600	Si037807m.g	88.5542	88.5542
Os01g0354200	Si030203m.g	84.1615	72.4599
Os01g0354450	Si035223m.g	50.8696	22.7184
Os01g0354700	Si001814m.g	70.765	67.0984
Os01g0355100	Si020204m.g	81.756	81.2005
Os01g0355400	Si004856m.g	22.2222	11.6129
Os01g0355500	Si000200m.g	68.8819	68.4486
Os01g0355600	Si016346m.g	33.4583	44.5693
Os01g0355600	Si025819m.g	81.4433	53.5758
Os01g0355700	Si019319m.g	30.0654	22.7723
Os01g0355700	Si020096m.g	38.5621	31.6354
Os01g0355900	Si001154m.g	69.6177	69.3387
Os01g0356400	Si000394m.g	41.5193	81.9121
Os01g0356500	Si004056m.g	88.015	88.015
Os01g0356900	Si004899m.g	56.66	62.5
Os01g0357100	Si016715m.g	79.9043	84.4857
Os01g0357200	Si020004m.g	24.7191	32.3529
Os01g0357800	Si019387m.g	32.2139	56.0606
Os01g0357800	Si034307m.g	68.2836	68.4539
Os01g0357900	Si004959m.g	64.9573	51.0067
Os01g0358100	Si004959m.g	62.931	48.9933
Os01g0358300	Si001395m.g	83.7363	83.9207
Os01g0358400	Si022971m.g	96.9811	96.9811
Os01g0360100	Si030676m.g	27.5	7.43243
Os01g0360200	Si000244m.g	88.0663	88.6541
Os01g0360200	Si015079m.g	52.4862	61.5285
Os01g0360600	Si004328m.g	81.3043	81.3043
Os01g0362000	Si025002m.g	83.3333	53.6913
Os01g0363300	Si005274m.g	38.6047	81.3726
Os01g0363600	Si002504m.g	67.1958	45.5197
Os01g0363900	Si000087m.g	84.3072	83.6093
Os01g0367100	Si002142m.g	75.2941	76.1905
Os01g0367300	Si029238m.g	45.1289	51.1364
Os01g0367400	Si003589m.g	25.3472	93.5897
Os01g0367700	Si000869m.g	90.3226	90
Os01g0367900	Si000122m.g	94.3089	94.3089
Os01g0368000	Si029681m.g	61.7904	58.8358
Os01g0368000	Si029703m.g	60.917	58.6134
Os01g0368700	Si007256m.g	65.3333	67.7419
Os01g0368900	Si003453m.g	92.233	92.233
Os01g0368900	Si003455m.g	95.1456	95.1456
Os01g0369000	Si000608m.g	84.2742	96.1656
Os01g0369200	Si004004m.g	66.4879	68.3196
Os01g0369300	Si004208m.g	82.2257	65.3563
Os01g0369500	Si002420m.g	55.7229	62.7119
Os01g0369700	Si002832m.g	72.0833	77.9279
Os01g0369700	Si004280m.g	56.6667	71.5789
Os01g0370000	Si026575m.g	39.5631	46.3068
Os01g0370900	Si002864m.g	48.7903	55.5046
Os01g0371200	Si002864m.g	83.5616	83.945
Os01g0371500	Si004833m.g	76.3889	76.7442
Os01g0372500	Si019109m.g	69.3333	68.4211
Os01g0372700	Si000890m.g	86.7621	87.3874
Os01g0373400	Si004696m.g	18.0851	15.5606
Os01g0373400	Si024457m.g	19.1489	25.2632
Os01g0373400	Si039552m.g	25	18.9516
Os01g0373500	Si004467m.g	80.5594	79.2297
Os01g0374200	Si000425m.g	80.8163	79.9462
Os01g0374501	Si017457m.g	34.5324	12.2449
Os01g0374600	Si016752m.g	65.5738	62.1762
Os01g0374600	Si019864m.g	61.5665	64.8752
Os01g0374900	Si002349m.g	64.8562	65.6958
Os01g0375000	Si034781m.g	88.4941	86.8771
Os01g0375000	Si034881m.g	87.6481	89.6194
Os01g0375100	Si005761m.g	65.5754	64.1748
Os01g0375200	Si000995m.g	87.8193	84.8197
Os01g0375500	Si000995m.g	82.9268	45.1613
Os01g0376600	Si003370m.g	46.6102	46.6102
Os01g0376700	Si001574m.g	86.7612	86.7612
Os01g0376700	Si029938m.g	86.9976	86.9976
Os01g0377000	Si013607m.g	66.171	71.2
Os01g0377000	Si033355m.g	67.4721	71.4567
Os01g0377250	Si021945m.g	29.9145	14.7992
Os01g0377500	Si001621m.g	84.3091	86.5385
Os01g0377700	Si001620m.g	86.0241	85.8173
Os01g0378100	Si003834m.g	75.2	47.4747
Os01g0379400	Si035977m.g	23.3256	25.1244
Os01g0380800	Si035977m.g	24.8082	24.1294
Os01g0382400	Si003143m.g	74.8503	75.3012
Os01g0382700	Si004190m.g	80.3468	81.0496
Os01g0382700	Si012122m.g	77.1676	79.4643
Os01g0383100	Si000597m.g	45.2276	46.8798
Os01g0383700	Si001291m.g	78.3333	19.8731
Os01g0384300	Si004281m.g	77.3438	78.9474
Os01g0384800	Si004157m.g	54.7009	59.8131
Os01g0385000	Si003334m.g	33.5484	40
Os01g0385400	Si021456m.g	79.52	78.515
Os01g0388500	Si000018m.g	83.8951	11.8581
Os01g0388700	Si004774m.g	70.2222	71.8182
Os01g0389700	Si004680m.g	67.0833	72.1973
Os01g0390300	Si015385m.g	21.0811	26.5306
Os01g0390300	Si024957m.g	21.6216	27.027
Os01g0390400	Si020665m.g	66.8942	66.6667
Os01g0390600	Si039898m.g	70.1674	70.4893
Os01g0390900	Si020677m.g	82.4121	88.172
Os01g0393100	Si002003m.g	39.6341	36.4146
Os01g0393100	Si002074m.g	41.4634	39.4203
Os01g0393100	Si030284m.g	43.5976	39.8329
Os01g0393300	Si010864m.g	66.0079	63.9847
Os01g0495900	Si034550m.g	58.4879	60.8309
Os01g0497400	Si027073m.g	23.7668	51.4563
Os01g0498200	Si000479m.g	70.5674	27.7933
Os01g0498300	Si000933m.g	79.291	78.4133
Os01g0499300	Si001096m.g	72.0077	73.1373
Os01g0500500	Si000365m.g	77.5408	78.129
Os01g0500900	Si035365m.g	83.7022	84.2105
Os01g0501000	Si037848m.g	79.6053	76.1006
Os01g0501700	Si001996m.g	80.7799	81.0056
Os01g0501800	Si002174m.g	89.7898	89.7898
Os01g0502300	Si003998m.g	77.9264	57.9602
Os01g0502400	Si001767m.g	83.4184	82.9949
Os01g0502700	Si003187m.g	55.9387	91.8239
Os01g0502700	Si003829m.g	58.2375	91.5663
Os01g0502700	Si031363m.g	55.9387	92.9936
Os01g0502700	Si037849m.g	56.3218	92.4528
Os01g0502800	Si038160m.g	79.2453	40.3846
Os01g0503400	Si009866m.g	65.4545	70.0389
Os01g0504100	Si013928m.g	74.6702	74.6702
Os01g0504500	Si035333m.g	83.6653	84.1683
Os01g0505400	Si001298m.g	71.308	71.6102
Os01g0505500	Si031916m.g	79.6296	78.0399
Os01g0505600	Si039755m.g	75.3555	65.4321
Os01g0505700	Si014321m.g	69.5431	53.7255
Os01g0506100	Si009770m.g	72.4584	72.4584
Os01g0506200	Si030576m.g	54.0603	73.5016
Os01g0507300	Si022834m.g	80.4124	79.5918
Os01g0507500	Si002231m.g	73.6677	72.3077
Os01g0507700	Si003229m.g	74.8344	74.8344
Os01g0507700	Si003232m.g	89.404	89.404
Os01g0507900	Si003058m.g	54.1401	93.4066
Os01g0509400	Si005457m.g	31.7204	57.2816
Os01g0509900	Si000761m.g	22.5275	20.603
Os01g0509900	Si032997m.g	27.2894	39.0052
Os01g0510100	Si002024m.g	93.5211	93.5211
Os01g0510100	Si022487m.g	94.9296	94.9296
Os01g0510200	Si003295m.g	46.4912	38.4058
Os01g0510500	Si013573m.g	6.17978	6.39535
Os01g0510600	Si002267m.g	75.9259	76.875
Os01g0510800	Si000945m.g	87.8004	87.963
Os01g0511000	Si004887m.g	44.086	90.1099
Os01g0511100	Si002949m.g	77.8443	63.1068
Os01g0511200	Si015096m.g	59.0226	76.9608
Os01g0511200	Si018079m.g	86.0902	84.5018
Os01g0511200	Si018444m.g	62.0301	88.7097
Os01g0511300	Si036115m.g	94.8052	94.8052
Os01g0511400	Si036917m.g	51.7241	10.5263
Os01g0511600	Si035041m.g	50.8064	23.1618
Os01g0512100	Si003003m.g	42.928	89.6373
Os01g0512200	Si000205m.g	77.1429	76.8987
Os01g0512700	Si002938m.g	53.3058	62.3188
Os01g0512800	Si002029m.g	59.7403	38.9831
Os01g0513100	Si001244m.g	88.7417	27.7433
Os01g0513200	Si003050m.g	2	1.08696
Os01g0513400	Si001219m.g	50.1355	37.9877
Os01g0513700	Si003086m.g	92.7778	93.8202
Os01g0513800	Si017876m.g	90.6452	90.6452
Os01g0513800	Si022744m.g	90.3226	90.6149
Os01g0513900	Si000202m.g	90.6709	90.9569
Os01g0514000	Si037803m.g	82.9268	81.4371
Os01g0514300	Si000097m.g	82.164	81.9562
Os01g0514450	Si003824m.g	63.9073	42.4176
Os01g0514600	Si000720m.g	82.0144	93.1373
Os01g0514700	Si000489m.g	84.6809	84.2031
Os01g0516600	Si003420m.g	76.1062	78.1818
Os01g0516700	Si001498m.g	66.8464	56.7506
Os01g0517500	Si004860m.g	63.3907	60.7059
Os01g0517800	Si004357m.g	36.2573	62
Os01g0517800	Si004634m.g	60.2339	49.2823
Os01g0517800	Si004809m.g	65.4971	52.3364
Os01g0517800	Si005065m.g	39.1813	30.1802
Os01g0518000	Si004357m.g	28.1106	61
Os01g0518000	Si004634m.g	55.2995	57.4163
Os01g0518000	Si004809m.g	54.8387	55.6075
Os01g0518000	Si005065m.g	32.7189	31.982
Os01g0518300	Si004494m.g	27.6923	28.7234
Os01g0518400	Si000401m.g	54.386	48.249
Os01g0518500	Si000629m.g	77.812	78.2946
Os01g0518651	Si004397m.g	40.2049	49.1393
Os01g0519100	Si002054m.g	71.4286	69.1643
Os01g0519700	Si039473m.g	7.7551	3.93375
Os01g0520500	Si004666m.g	50.5376	53.4091
Os01g0520600	Si028285m.g	44.2907	44.2396
Os01g0521400	Si000447m.g	88.5776	56.0709
Os01g0521500	Si000767m.g	66.6667	67.563
Os01g0523100	Si015772m.g	45.8654	59.2547
Os01g0523401	Si020828m.g	93.3884	69.3252
Os01g0523800	Si004496m.g	46.1538	49.5238
Os01g0523800	Si008491m.g	29.2899	50.5102
Os01g0523800	Si012168m.g	24.2604	42.268
Os01g0523800	Si015126m.g	31.0651	45.4545
Os01g0523800	Si015564m.g	44.6746	43.7681
Os01g0523800	Si019745m.g	46.1538	49.6815
Os01g0523800	Si020128m.g	34.0237	37.5817
Os01g0523800	Si032582m.g	41.1243	50.3623
Os01g0523800	Si032723m.g	31.9527	44.2623
Os01g0523800	Si033147m.g	47.0414	46.4912
Os01g0524500	Si002433m.g	78.7582	82.5342
Os01g0524700	Si000313m.g	70.1651	71.9468
Os01g0525350	Si005483m.g	71.7949	73.6842
Os01g0525700	Si005251m.g	70.7317	72.5
Os01g0526100	Si006635m.g	79.3478	75.2577
Os01g0526200	Si002453m.g	52.9833	76.8166
Os01g0526200	Si023706m.g	10.0239	37.8378
Os01g0527400	Si002973m.g	22.3602	71.6418
Os01g0527600	Si000086m.g	78.0788	78.5301
Os01g0527600	Si015045m.g	65.0246	64.9713
Os01g0527600	Si015317m.g	61.7406	60.7922
Os01g0527700	Si001562m.g	86.2069	88.2353
Os01g0528000	Si010701m.g	67.5676	33.2226
Os01g0528000	Si012722m.g	4.05405	1.83486
Os01g0528800	Si030540m.g	67.8571	70.8075
Os01g0529800	Si001213m.g	82.4268	80.7377
Os01g0530300	Si009936m.g	32.3529	13.3333
Os01g0530366	Si031842m.g	100	100
Os01g0530400	Si001781m.g	74.0541	34.949
Os01g0531000	Si001800m.g	54.2945	45.6186
Os01g0531200	Si000373m.g	77.3121	68.2398
Os01g0531400	Si001717m.g	92.029	63.3416
Os01g0531500	Si002486m.g	81.8505	81.2721
Os01g0532100	Si004232m.g	17.004	41.3793
Os01g0532200	Si028818m.g	79.8715	37.9451
Os01g0532600	Si008505m.g	50.6876	52.5458
Os01g0532700	Si016621m.g	49.1379	26.8025
Os01g0532800	Si000560m.g	70	33.0872
Os01g0533000	Si000059m.g	92.272	44.3207
Os01g0533000	Si005112m.g	0	0
Os01g0533100	Si000059m.g	0.646552	0.222717
Os01g0533100	Si005112m.g	65.5172	64.4068
Os01g0533500	Si000017m.g	87.3214	25.7368
Os01g0534700	Si000071m.g	76.4919	66.7719
Os01g0534800	Si000843m.g	87.6977	87.8521
Os01g0534900	Si000403m.g	91.4062	91.4062
Os01g0535100	Si004474m.g	32.9502	35.102
Os01g0535300	Si004474m.g	26.8371	34.2857
Os01g0535400	Si004057m.g	47.4026	21.0983
Os01g0535900	Si005042m.g	83.8843	72.5
Os01g0536000	Si001423m.g	90.3587	89.5556
Os01g0536400	Si003803m.g	53.7879	75
Os01g0536400	Si005158m.g	56.3131	61.6022
Os01g0536400	Si039662m.g	65.1515	68.617
Os01g0536466	Si025302m.g	31.5104	40.0662
Os01g0538000	Si003778m.g	26.9231	33.3333
Os01g0539900	Si003778m.g	19.0476	19.0476
Os01g0541600	Si001800m.g	56.743	57.4742
Os01g0541800	Si004556m.g	74.8971	59.6721
Os01g0541900	Si000606m.g	85.3881	85.9112
Os01g0542000	Si001902m.g	84.127	71.2366
Os01g0542700	Si003289m.g	46.1538	60
Os01g0543100	Si002134m.g	86.4706	87.2404
Os01g0543400	Si002752m.g	36.8	19.4093
Os01g0544450	Si000286m.g	90.3712	91.6471
Os01g0545500	Si026120m.g	57.2046	64.8693
Os01g0545900	Si000105m.g	69.9659	35.2234
Os01g0546100	Si002085m.g	71.4689	73.5465
Os01g0546100	Si004640m.g	13.8418	76.5625
Os01g0546100	Si004662m.g	47.4576	61.9926
Os01g0546400	Si002085m.g	77.907	77.907
Os01g0546400	Si004640m.g	14.5349	78.125
Os01g0546400	Si004662m.g	54.6512	69.3727
Os01g0546500	Si002242m.g	70.1754	74.3034
Os01g0546700	Si000819m.g	79.3624	82.1181
Os01g0546800	Si010447m.g	71.4286	72.8291
Os01g0546900	Si001200m.g	76.9231	63.2653
Os01g0547133	Si001628m.g	52.4715	66.506
Os01g0547600	Si001231m.g	82.6804	82.5103
Os01g0548000	Si004355m.g	36.4583	13.1086
Os01g0548000	Si004893m.g	43.75	12.9231
Os01g0548000	Si012309m.g	40.625	17.7273
Os01g0548000	Si015789m.g	32.2917	11.9691
Os01g0548000	Si020095m.g	43.75	17.284
Os01g0548000	Si020110m.g	33.3333	22.8571
Os01g0548000	Si024792m.g	43.75	22.7027
Os01g0548000	Si027538m.g	43.75	12.9231
Os01g0548600	Si000576m.g	82.7004	29.3413
Os01g0548750	Si000576m.g	67.7632	30.8383
Os01g0548900	Si004240m.g	29.7297	14.3229
Os01g0548900	Si040276m.g	40	24.6667
Os01g0549000	Si003854m.g	79.9296	54.5673
Os01g0549200	Si000470m.g	79.0634	39.8611
Os01g0549300	Si004696m.g	19.305	22.8833
Os01g0549300	Si024457m.g	18.1467	32.9825
Os01g0549300	Si039552m.g	22.3938	23.3871
Os01g0549400	Si000345m.g	83.2071	81.7618
Os01g0549500	Si000536m.g	81.1209	79.9419
Os01g0549700	Si001080m.g	93.9815	79.2969
Os01g0550000	Si001080m.g	94.213	79.4922
Os01g0550100	Si000961m.g	92.1941	81.2268
Os01g0550200	Si002471m.g	79.1809	81.1189
Os01g0550300	Si002045m.g	71.875	72.4928
Os01g0550600	Si000280m.g	58.2575	52.1537
Os01g0550800	Si026420m.g	59.1133	57.4163
Os01g0550800	Si026489m.g	56.1576	59.2208
Os01g0550900	Si026420m.g	53.0435	29.1866
Os01g0550900	Si026489m.g	50.4348	30.1299
Os01g0551000	Si001345m.g	46.7354	29.3103
Os01g0551400	Si003480m.g	78.022	73.1959
Os01g0551800	Si002250m.g	80.1858	80.4348
Os01g0551900	Si000082m.g	75.1987	38.6754
Os01g0552000	Si000082m.g	1.41844	0.327065
Os01g0552300	Si001589m.g	83.2905	76.9596
Os01g0555100	Si003293m.g	76.259	76.8116
Os01g0555200	Si002223m.g	71.4286	72.0859
Os01g0555300	Si002718m.g	83.4711	83.1276
Os01g0555600	Si004663m.g	24.4131	96.2963
Os01g0555800	Si004635m.g	89.2562	41.8605
Os01g0556400	Si001487m.g	80.2632	69.4761
Os01g0557100	Si002588m.g	77.7358	78.327
Os01g0557400	Si013953m.g	33.1808	39.2954
Os01g0557400	Si015025m.g	24.9428	40.5204
Os01g0557500	Si001372m.g	80.0443	78.6492
Os01g0558100	Si002716m.g	63.6	65.4321
Os01g0558200	Si000614m.g	83.2606	88
Os01g0558300	Si002692m.g	87.0445	87.0445
Os01g0558500	Si000475m.g	54.7804	59.1353
Os01g0558600	Si001992m.g	98.0198	55.1532
Os01g0558700	Si003303m.g	42.6357	40.146
Os01g0558800	Si002448m.g	76.1566	73.7931
Os01g0558850	Si000154m.g	70.3148	45.8008
Os01g0559000	Si002961m.g	94.6078	94.6078
Os01g0559100	Si035606m.g	89.1765	82.7511
Os01g0559100	Si035693m.g	73.8824	70.4036
Os01g0559200	Si002563m.g	67.7536	70.3008
Os01g0559300	Si003033m.g	74.8718	77.6596
Os01g0559500	Si000626m.g	81.0769	81.7054
Os01g0559600	Si001225m.g	82.6347	85.0103
Os01g0560000	Si001442m.g	83.9367	82.9978
Os01g0560000	Si001453m.g	87.1041	86.5169
Os01g0560200	Si002838m.g	81.9005	81.9005
Os01g0564600	Si024225m.g	31.2343	32.0413
Os01g0565600	Si003093m.g	56.4767	61.9318
Os01g0565800	Si004193m.g	60.5882	85.124
Os01g0566000	Si004393m.g	47.6636	46.5046
Os01g0566050	Si000443m.g	70.4797	25.9864
Os01g0566100	Si000443m.g	54.798	29.5238
Os01g0566500	Si000867m.g	71.7391	70.7143
Os01g0566500	Si004869m.g	64.8551	60.9881
Os01g0566500	Si026246m.g	63.0435	68.5039
Os01g0566800	Si003753m.g	64.3777	71.599
Os01g0566900	Si002136m.g	81.8991	82.1429
Os01g0567400	Si003355m.g	71.1409	86.8852
Os01g0567500	Si001104m.g	83.8207	84.4794
Os01g0567600	Si001104m.g	80.4688	80.943
Os01g0569200	Si009632m.g	31.7829	27.0181
Os01g0570500	Si001321m.g	88.7712	89.339
Os01g0570601	Si004478m.g	46.6454	55.0943
Os01g0570700	Si004760m.g	92.3313	26.6608
Os01g0570700	Si008525m.g	13.8037	5.83658
Os01g0570800	Si000740m.g	66.7838	62.7063
Os01g0570800	Si025365m.g	56.7663	61.6412
Os01g0570800	Si040858m.g	66.9596	48.9717
Os01g0571000	Si002100m.g	91.4706	91.2023
Os01g0571100	Si002592m.g	66.4706	42.9658
Os01g0571100	Si025173m.g	53.5294	56.875
Os01g0571100	Si032998m.g	47.0588	46.7836
Os01g0571166	Si002592m.g	63.0631	26.616
Os01g0571166	Si025173m.g	0.900901	0.625
Os01g0571166	Si032998m.g	0.900901	0.584795
Os01g0571200	Si003285m.g	76.0274	79.2857
Os01g0571300	Si004605m.g	59.7015	62.0155
Os01g0571300	Si039749m.g	51.7413	66.881
Os01g0571800	Si012657m.g	37.6	15.5116
Os01g0572100	Si000552m.g	58.3333	19.4729
Os01g0572300	Si001287m.g	67.4115	76.3713
Os01g0572300	Si001504m.g	64.9907	80.0459
Os01g0574400	Si000487m.g	85.4725	85.3521
Os01g0574500	Si000487m.g	88.951	89.5775
Os01g0574600	Si002092m.g	83.871	83.6257
Os01g0575000	Si016330m.g	90.0744	89.6296
Os01g0575000	Si016334m.g	92.6799	92.795
Os01g0575200	Si001494m.g	43.8326	45.5378
Os01g0575400	Si003737m.g	39.011	40
Os01g0575400	Si027382m.g	40.1099	51.773
Os01g0575400	Si028265m.g	40.9341	48.2201
Os01g0575500	Si000088m.g	92.0266	91.9502
Os01g0576100	Si000845m.g	44.9045	24.8677
Os01g0576100	Si012401m.g	44.9045	28.4274
Os01g0577300	Si000845m.g	52.459	11.2875
Os01g0577300	Si012401m.g	52.459	12.9032
Os01g0577600	Si000520m.g	71.8412	57.1839
Os01g0578000	Si002490m.g	71.3467	88.2979
Os01g0578800	Si004469m.g	21.4932	34.5455
Os01g0579600	Si002269m.g	68.8073	47.0219
Os01g0579800	Si004638m.g	75	72.4832
Os01g0579900	Si002526m.g	78.1818	78.7546
Os01g0579900	Si004160m.g	64.3636	73.444
Os01g0580100	Si016829m.g	81.9168	82.8154
Os01g0580200	Si000317m.g	92.1403	92.3636
Os01g0580400	Si012136m.g	28.9593	29.7674
Os01g0580400	Si022020m.g	30.9955	30.3769
Os01g0580500	Si002323m.g	77.5641	77.5641
Os01g0580800	Si000386m.g	46.0212	44.6015
Os01g0581300	Si000944m.g	82.037	82.037
Os01g0581400	Si004965m.g	78.8235	79.6565
Os01g0581800	Si004078m.g	43.4251	30.0847
Os01g0581900	Si007924m.g	38.5093	38.5093
Os01g0581900	Si021654m.g	33.8509	19.6751
Os01g0582400	Si013577m.g	85.3707	83.2031
Os01g0583100	Si001263m.g	88.1313	72.8601
Os01g0583200	Si002352m.g	72.6974	71.7533
Os01g0584100	Si000251m.g	71.6981	8.55856
Os01g0584200	Si000399m.g	77.3613	66.9261
Os01g0584800	Si000001m.g	61.4286	1.63747
Os01g0584900	Si002862m.g	39.4309	44.4954
Os01g0585100	Si001585m.g	87.6011	77.1972
Os01g0585600	Si000450m.g	76.2044	71.3115
Os01g0585700	Si000367m.g	74.1722	42.5856
Os01g0586600	Si000885m.g	79.638	31.7117
Os01g0586800	Si002295m.g	46.3918	28.3912
Os01g0587000	Si001580m.g	96.8661	80.5687
Os01g0587300	Si004412m.g	86.2963	87.2659
Os01g0587400	Si000332m.g	63.6245	59.8039
Os01g0587500	Si003145m.g	40.1163	41.5663
Os01g0588000	Si002482m.g	44.2379	41.9014
Os01g0588200	Si002522m.g	92.7273	92.7273
Os01g0588400	Si004101m.g	60.4502	81.0345
Os01g0588500	Si000734m.g	85.6275	69.5724
Os01g0588700	Si002222m.g	73.3333	74.0061
Os01g0588700	Si030491m.g	78.4848	78.7234
Os01g0588800	Si004661m.g	86.5079	86.8526
Os01g0588900	Si002703m.g	88.4297	87.7049
Os01g0589000	Si004882m.g	70.5479	70.2273
Os01g0589100	Si003594m.g	79.2208	79.2208
Os01g0589200	Si002499m.g	51.1905	61.4286
Os01g0589300	Si002403m.g	71	71.4765
Os01g0589400	Si004569m.g	58.296	23.9411
Os01g0589500	Si002967m.g	84	82.7586
Os01g0589700	Si002947m.g	79.2271	79.2271
Os01g0589800	Si003004m.g	94.2029	33.6788
Os01g0589900	Si004167m.g	77.963	82.3069
Os01g0590200	Si004491m.g	24.8731	29.6073
Os01g0590200	Si020908m.g	18.5279	20.8571
Os01g0590200	Si035004m.g	35.7868	25.5435
Os01g0590200	Si035692m.g	36.2944	31.9911
Os01g0590200	Si035699m.g	35.2792	31.1659
Os01g0590200	Si035881m.g	34.5178	32.7711
Os01g0590200	Si040173m.g	10.6599	32.8125
Os01g0590200	Si040863m.g	14.467	31.4917
Os01g0590900	Si002188m.g	77.3196	90.6344
Os01g0591000	Si000743m.g	86.4542	71.7355
Os01g0591300	Si000898m.g	86.9822	79.7468
Os01g0591300	Si040073m.g	69.0335	77.2627
Os01g0592500	Si003654m.g	64.6154	65.625
Os01g0592500	Si003883m.g	64.6154	63.6364
Os01g0592500	Si004360m.g	58.4615	63.3333
Os01g0592500	Si004926m.g	63.0769	64.0625
Os01g0592900	Si000155m.g	78.2051	77.4414
Os01g0593000	Si000002m.g	88.5017	10.4269
Os01g0593100	Si030440m.g	67.5799	44.0476
Os01g0593200	Si002570m.g	71.5385	70.1887
Os01g0593500	Si002565m.g	86.3469	87.9699
Os01g0593600	Si002561m.g	84.2105	48.1203
Os01g0594500	Si004324m.g	10.9375	13.2911
Os01g0594500	Si005006m.g	31.7708	37.6543
Os01g0594800	Si029481m.g	40.1487	20.4934
Os01g0594900	Si003142m.g	29.7619	45.1807
Os01g0594900	Si003329m.g	27.7778	53.4351
Os01g0594900	Si005023m.g	34.5238	48.6034
Os01g0595001	Si005017m.g	45.7143	51.6129
Os01g0595100	Si000486m.g	70	67.9325
Os01g0595201	Si003326m.g	67.9389	67.4242
Os01g0595300	Si000770m.g	86.9643	81.9865
Os01g0595400	Si003203m.g	75.625	77.5641
Os01g0595600	Si003026m.g	38.0795	60.2094
Os01g0595600	Si003365m.g	28.4768	71.6667
Os01g0595725	Si003915m.g	27.5964	36.3281
Os01g0595800	Si001196m.g	46.2121	12.4236
Os01g0595900	Si001199m.g	55.4328	61.4286
Os01g0596001	Si003915m.g	20.098	32.0312
Os01g0596100	Si001008m.g	53.2692	52.8626
Os01g0596300	Si003900m.g	31.4346	38.0102
Os01g0596300	Si004830m.g	45.7806	44.3763
Os01g0596300	Si005061m.g	34.1772	37.587
Os01g0596300	Si005084m.g	26.1603	32.2078
Os01g0596425	Si003915m.g	40.9692	36.3281
Os01g0596700	Si003828m.g	40.7547	42.7723
Os01g0597400	Si004649m.g	70.4289	71.5596
Os01g0597800	Si001241m.g	75.2515	77.2727
Os01g0598000	Si001241m.g	74.6377	42.562
Os01g0598200	Si002829m.g	83.945	82.4324
Os01g0598400	Si004451m.g	48.0695	51.5528
Os01g0598400	Si004490m.g	51.7375	54.0323
Os01g0598400	Si021768m.g	55.5985	55.4913
Os01g0598600	Si001181m.g	83.8	84.9899
Os01g0598900	Si019969m.g	86.1538	79.3201
Os01g0599900	Si004515m.g	61.9048	48.2226
Os01g0600000	Si003104m.g	89.3443	62.6437
Os01g0600200	Si001074m.g	87.1795	85.9922
Os01g0600300	Si001014m.g	79.1985	79.3499
Os01g0600500	Si002285m.g	70.5263	42.1384
Os01g0600900	Si002579m.g	95.7854	94.3396
Os01g0600900	Si024648m.g	92.7203	93.0769
Os01g0600900	Si030845m.g	92.7203	92.7203
Os01g0601675	Si005169m.g	58.8667	58.682
Os01g0601700	Si000235m.g	58.1538	41.63
Os01g0602200	Si000992m.g	79.1822	40.3409
Os01g0602400	Si000992m.g	71.4019	72.3485
Os01g0602500	Si000992m.g	66.7526	49.053
Os01g0602600	Si026446m.g	65.5689	54.0741
Os01g0602800	Si000426m.g	84.5127	85.31
Os01g0603000	Si001907m.g	78.0423	79.5148
Os01g0603100	Si000215m.g	58.2878	34.1515
Os01g0603300	Si002334m.g	70.0997	67.8457
Os01g0603500	Si019937m.g	37.7682	18.8841
Os01g0603800	Si024286m.g	42.5798	32.3498
Os01g0603800	Si025909m.g	42.9958	31.8275
Os01g0603800	Si025916m.g	42.025	31.4969
Os01g0604500	Si002788m.g	70.6827	76.5217
