Gene stable ID	Selaginella moellendorffii gene stable ID	%id. target Selaginella moellendorffii gene identical to query gene	%id. query gene identical to target Selaginella moellendorffii gene
Os01g0645200	SELMODRAFT_232260	56.0859	86.3971
Os01g0645400	SELMODRAFT_102211	49.0148	49.2574
Os01g0645400	SELMODRAFT_23133	49.2611	51.8135
Os01g0645400	SELMODRAFT_64527	49.5074	52.0725
Os01g0645400	SELMODRAFT_75206	45.0739	40.7572
Os01g0645400	SELMODRAFT_80431	49.0148	49.2574
Os01g0645400	SELMODRAFT_87220	44.5813	40.3118
Os01g0645900	SELMODRAFT_228503	52.0518	53.6748
Os01g0645900	SELMODRAFT_271881	52.0518	53.4368
Os01g0647100	SELMODRAFT_101296	64.0187	65.3418
Os01g0647100	SELMODRAFT_116019	44.3925	56.213
Os01g0647100	SELMODRAFT_21240	61.3707	80.5726
Os01g0647700	SELMODRAFT_106067	39.5385	44.5407
Os01g0647700	SELMODRAFT_153980	40.1538	45.1557
Os01g0647700	SELMODRAFT_403814	31.3846	42.3237
Os01g0647700	SELMODRAFT_406272	35.0769	40.6417
Os01g0648500	SELMODRAFT_105461	38.2653	45.1807
Os01g0648500	SELMODRAFT_107911	36.2245	42.2619
Os01g0648500	SELMODRAFT_110907	36.2245	42.2619
Os01g0648500	SELMODRAFT_148911	41.8367	40.3941
Os01g0648600	SELMODRAFT_121148	23.3202	31.7204
Os01g0648600	SELMODRAFT_17154	15.6126	42.9348
Os01g0648600	SELMODRAFT_24639	22.7273	41.2186
Os01g0648600	SELMODRAFT_35175	22.9249	39.322
Os01g0648600	SELMODRAFT_55221	18.3794	30.5921
Os01g0648600	SELMODRAFT_65208	18.5771	30.9211
Os01g0648700	SELMODRAFT_28942	16.8067	41.6667
Os01g0648700	SELMODRAFT_413595	28.5714	11.6239
Os01g0649000	SELMODRAFT_404454	20.9226	20.5835
Os01g0649000	SELMODRAFT_431903	20.0988	19.8052
Os01g0649100	SELMODRAFT_232627	63.8235	63.6364
Os01g0649100	SELMODRAFT_89860	64.1176	63.9296
Os01g0651100	SELMODRAFT_101093	34.7737	27.4797
Os01g0651100	SELMODRAFT_101455	35.5967	27.2441
Os01g0651100	SELMODRAFT_106081	30.0412	23.1013
Os01g0651100	SELMODRAFT_113156	30.2469	23.2595
Os01g0651100	SELMODRAFT_114918	38.4774	29.3564
Os01g0651100	SELMODRAFT_115259	34.5679	27.8146
Os01g0651100	SELMODRAFT_119445	29.2181	29.5218
Os01g0651100	SELMODRAFT_119978	34.9794	37.9464
Os01g0651100	SELMODRAFT_132418	24.0741	41.637
Os01g0651100	SELMODRAFT_134463	37.2428	29.1935
Os01g0651100	SELMODRAFT_180944	34.3621	28.2095
Os01g0651100	SELMODRAFT_182148	34.5679	27.8146
Os01g0651100	SELMODRAFT_444974	38.0658	30.2782
Os01g0651100	SELMODRAFT_53291	26.5432	44.9477
Os01g0651100	SELMODRAFT_70183	33.5391	24.9617
Os01g0651100	SELMODRAFT_75478	29.0123	29.3139
Os01g0651100	SELMODRAFT_79052	38.6831	28.8344
Os01g0651100	SELMODRAFT_82024	38.0658	25.9467
Os01g0651100	SELMODRAFT_83034	38.0658	30.8333
Os01g0651100	SELMODRAFT_84620	35.1852	28.5953
Os01g0651100	SELMODRAFT_88824	37.8601	27.4627
Os01g0651100	SELMODRAFT_91949	32.5103	35.5056
Os01g0651100	SELMODRAFT_95540	35.8025	29.097
Os01g0651100	SELMODRAFT_95698	36.214	31.3167
Os01g0651100	SELMODRAFT_96499	31.07	39.4256
Os01g0651100	SELMODRAFT_96927	33.7449	27.0627
Os01g0651100	SELMODRAFT_97177	36.8313	36.9072
Os01g0651100	SELMODRAFT_97496	33.7449	27.0627
Os01g0651100	SELMODRAFT_97859	30.8642	39.3701
Os01g0651100	SELMODRAFT_98207	34.3621	23.9255
Os01g0651500	SELMODRAFT_156138	25.5618	24.2667
Os01g0651500	SELMODRAFT_447564	25.5618	24.2667
Os01g0651800	SELMODRAFT_113737	33.5714	33.7321
Os01g0651800	SELMODRAFT_445229	34.0476	34.2105
Os01g0651800	SELMODRAFT_45085	26.9048	34.9845
Os01g0651800	SELMODRAFT_64753	23.3333	29.4294
Os01g0651800	SELMODRAFT_64764	24.0476	30.8869
Os01g0651800	SELMODRAFT_89846	26.9048	28.1095
Os01g0651800	SELMODRAFT_97883	26.6667	35
Os01g0651932	SELMODRAFT_108110	20.5323	31.3043
Os01g0651932	SELMODRAFT_438117	32.5095	18.4466
Os01g0651932	SELMODRAFT_438203	32.5095	18.0952
Os01g0651932	SELMODRAFT_85268	20.9125	31.8841
Os01g0652000	SELMODRAFT_108110	40.2062	11.3043
Os01g0652000	SELMODRAFT_438117	44.3299	4.63862
Os01g0652000	SELMODRAFT_438203	45.3608	4.65608
Os01g0652000	SELMODRAFT_85268	41.2371	11.5942
Os01g0652100	SELMODRAFT_52381	31.6327	37.2372
Os01g0652100	SELMODRAFT_53072	31.6327	37.0149
Os01g0652100	SELMODRAFT_54079	30.102	35.2239
Os01g0652100	SELMODRAFT_64159	30.102	35.2239
Os01g0652600	SELMODRAFT_157966	72.2628	76.5957
Os01g0652600	SELMODRAFT_159622	72.0803	76.4023
Os01g0652700	SELMODRAFT_130246	58.0882	56.8345
Os01g0652700	SELMODRAFT_161889	58.0882	56.8345
Os01g0652800	SELMODRAFT_110577	33.6634	38.2022
Os01g0652800	SELMODRAFT_119110	33.6634	39.1931
Os01g0652800	SELMODRAFT_120292	31.4356	35.4749
Os01g0652800	SELMODRAFT_128209	33.9109	38.4831
Os01g0652800	SELMODRAFT_414834	33.4158	35.248
Os01g0652800	SELMODRAFT_418889	29.9505	28.5377
Os01g0652800	SELMODRAFT_427218	22.5248	28.6164
Os01g0652800	SELMODRAFT_75504	33.9109	39.4813
Os01g0652800	SELMODRAFT_80675	32.6733	38.7097
Os01g0652800	SELMODRAFT_98686	31.1881	35.0975
Os01g0653200	SELMODRAFT_79637	45.7256	46.2777
Os01g0653350	SELMODRAFT_157186	32.3144	6.27119
Os01g0653350	SELMODRAFT_92496	32.3144	6.27119
Os01g0654100	SELMODRAFT_109323	63.9535	68.873
Os01g0654100	SELMODRAFT_268899	59.8007	73.1707
Os01g0654100	SELMODRAFT_96554	68.4385	72.9204
Os01g0654100	SELMODRAFT_97444	67.9402	74.3636
Os01g0654200	SELMODRAFT_430732	23.0769	24.7619
Os01g0654200	SELMODRAFT_447922	1.47929	2.6455
Os01g0654300	SELMODRAFT_100761	65.625	13.3333
Os01g0654300	SELMODRAFT_90552	40.625	8.96552
Os01g0654500	SELMODRAFT_267315	86.8932	85.6459
Os01g0654500	SELMODRAFT_268459	86.6505	85.4067
Os01g0655250	SELMODRAFT_142359	2.48963	1.06383
Os01g0655250	SELMODRAFT_164635	14.5228	4.6729
Os01g0655250	SELMODRAFT_174869	2.48963	1.03093
Os01g0655250	SELMODRAFT_178454	14.5228	4.6729
Os01g0655500	SELMODRAFT_105971	45.2308	47.6499
Os01g0655500	SELMODRAFT_113218	46	47.0866
Os01g0655800	SELMODRAFT_442966	53.8235	55.7078
Os01g0655800	SELMODRAFT_99821	53.5294	50.9804
Os01g0656200	SELMODRAFT_113714	40.6948	50.1529
Os01g0656200	SELMODRAFT_174627	41.9355	35.3556
Os01g0656200	SELMODRAFT_179532	41.4392	40.048
Os01g0656200	SELMODRAFT_451367	39.7022	39.0244
Os01g0656400	SELMODRAFT_113487	12.7737	52.2388
Os01g0656400	SELMODRAFT_29692	12.7737	52.2388
Os01g0657000	SELMODRAFT_29789	49.2754	53.9683
Os01g0657000	SELMODRAFT_29792	49.2754	53.9683
Os01g0657400	SELMODRAFT_73164	14.0411	73.2143
Os01g0657400	SELMODRAFT_73169	14.0411	73.2143
Os01g0658500	SELMODRAFT_403901	67.5978	68.3616
Os01g0658500	SELMODRAFT_439061	67.0391	67.7966
Os01g0658900	SELMODRAFT_135978	12.5	57.6923
Os01g0658900	SELMODRAFT_38592	9.44444	48.5714
Os01g0658900	SELMODRAFT_38594	9.44444	48.5714
Os01g0659200	SELMODRAFT_270805	66.087	66.3755
Os01g0659200	SELMODRAFT_271490	66.087	66.3755
Os01g0659900	SELMODRAFT_123864	39.4161	42.5197
Os01g0659900	SELMODRAFT_128630	39.4161	42.5197
Os01g0660300	SELMODRAFT_234345	71.1172	54.4885
Os01g0660300	SELMODRAFT_428921	72.4796	45.3925
Os01g0660900	SELMODRAFT_102624	45.8904	68.3673
Os01g0660900	SELMODRAFT_128956	46.5753	69.3878
Os01g0661400	SELMODRAFT_102189	51.046	54.7085
Os01g0661400	SELMODRAFT_141745	51.8828	53.6797
Os01g0661500	SELMODRAFT_130004	33.7979	57.0588
Os01g0661500	SELMODRAFT_82317	34.1463	56.9767
Os01g0662300	SELMODRAFT_28777	66.6667	27.8689
Os01g0662300	SELMODRAFT_7808	66.6667	27.8689
Os01g0662600	SELMODRAFT_98589	18.7134	48.4848
Os01g0662700	SELMODRAFT_170069	63.4441	64.0244
Os01g0662700	SELMODRAFT_229493	63.4441	64.0244
Os01g0663300	SELMODRAFT_129038	46.402	45.2785
Os01g0663300	SELMODRAFT_232427	46.1538	45.0363
Os01g0663300	SELMODRAFT_234217	37.7171	44.186
Os01g0663300	SELMODRAFT_403117	40.4467	40.6484
Os01g0663400	SELMODRAFT_142401	51.5326	54.1247
Os01g0663400	SELMODRAFT_147484	48.8506	60.2837
Os01g0663400	SELMODRAFT_166719	52.1073	53.8614
Os01g0663400	SELMODRAFT_186535	51.7241	54.1082
Os01g0663400	SELMODRAFT_230037	49.0421	60.5201
Os01g0663400	SELMODRAFT_438819	51.341	53.2803
Os01g0663500	SELMODRAFT_426299	38.4211	28.1853
Os01g0663500	SELMODRAFT_430975	37.8947	44.7205
Os01g0663800	SELMODRAFT_438753	21.0341	21.7762
Os01g0663800	SELMODRAFT_440086	20.9166	21.6019
Os01g0664000	SELMODRAFT_143443	40.564	58.805
Os01g0664000	SELMODRAFT_33876	41.8655	56.2682
Os01g0664000	SELMODRAFT_432513	46.4208	49.3088
Os01g0664200	SELMODRAFT_421540	10.9756	38.0282
Os01g0664500	SELMODRAFT_29279	32.3944	70.7692
Os01g0664500	SELMODRAFT_39198	32.3944	70.7692
Os01g0665200	SELMODRAFT_450117	59.1525	60.9075
Os01g0665200	SELMODRAFT_86578	57.6271	71.73
Os01g0665300	SELMODRAFT_125729	24.8292	45.4167
Os01g0665300	SELMODRAFT_126751	28.246	49.0119
Os01g0665300	SELMODRAFT_129286	24.8292	44.4898
Os01g0665300	SELMODRAFT_131611	28.246	49.0119
Os01g0665400	SELMODRAFT_232676	50.4087	55.5556
Os01g0665400	SELMODRAFT_409434	47.139	58.6441
Os01g0666000	SELMODRAFT_116893	44.7458	54.7718
Os01g0666000	SELMODRAFT_117725	41.0169	45.1493
Os01g0666000	SELMODRAFT_57340	45.7627	58.4416
Os01g0666000	SELMODRAFT_79549	38.9831	44.0613
Os01g0666000	SELMODRAFT_84077	38.6441	46.5306
Os01g0666000	SELMODRAFT_96141	39.661	45
Os01g0666200	SELMODRAFT_117986	30.0752	32.5203
Os01g0666200	SELMODRAFT_175895	30.8271	26.2821
Os01g0666200	SELMODRAFT_18312	27.8195	44.0476
Os01g0666200	SELMODRAFT_18313	27.8195	44.0476
Os01g0666200	SELMODRAFT_38818	28.5714	45.7831
Os01g0666200	SELMODRAFT_75453	30.8271	30.597
Os01g0666500	SELMODRAFT_112176	37.6307	44.4444
Os01g0666500	SELMODRAFT_78672	37.6307	44.4444
Os01g0666800	SELMODRAFT_101752	51.3575	54.112
Os01g0666800	SELMODRAFT_80688	51.3575	54.112
Os01g0667100	SELMODRAFT_440940	27.027	34.4828
Os01g0667200	SELMODRAFT_76878	60.3279	72.4409
Os01g0667200	SELMODRAFT_95147	59.0164	70.8661
Os01g0667400	SELMODRAFT_115439	6.19137	38.3721
Os01g0667400	SELMODRAFT_123325	6.19137	38.3721
Os01g0667600	SELMODRAFT_135992	69.1964	71.7593
Os01g0667600	SELMODRAFT_146310	71.4286	73.7327
Os01g0667600	SELMODRAFT_158820	69.1964	71.7593
Os01g0667600	SELMODRAFT_269178	71.4286	73.7327
Os01g0667700	SELMODRAFT_447294	14.313	10.6686
Os01g0667700	SELMODRAFT_448412	13.7405	14.1176
Os01g0667800	SELMODRAFT_230014	71.0145	73.5
Os01g0667800	SELMODRAFT_67301	71.4976	53.8182
Os01g0667900	SELMODRAFT_126550	27.2109	32.2581
Os01g0667900	SELMODRAFT_445456	26.5306	31.4516
Os01g0668000	SELMODRAFT_121870	66.4557	66.879
Os01g0668000	SELMODRAFT_92763	66.4557	66.879
Os01g0668200	SELMODRAFT_23739	0.540541	1.31004
Os01g0668200	SELMODRAFT_420833	9.72973	4.6875
Os01g0668300	SELMODRAFT_23739	0.106045	0.436681
Os01g0668300	SELMODRAFT_420833	8.8017	7.20486
Os01g0668400	SELMODRAFT_138854	6.54088	32.7044
Os01g0668400	SELMODRAFT_404427	4.15094	17.7419
Os01g0668400	SELMODRAFT_405887	12.8302	19.1011
Os01g0668400	SELMODRAFT_405892	22.5157	25.4261
Os01g0668400	SELMODRAFT_405893	22.8931	27.2048
Os01g0668400	SELMODRAFT_405895	12.327	24.3176
Os01g0668400	SELMODRAFT_405996	13.4591	24.0991
Os01g0668400	SELMODRAFT_407256	20.7547	24.7748
Os01g0668400	SELMODRAFT_427433	11.0692	24.3094
Os01g0668400	SELMODRAFT_432161	8.67924	20.0581
Os01g0668400	SELMODRAFT_432162	25.0314	28.4692
Os01g0668400	SELMODRAFT_432168	12.0755	17.6147
Os01g0668400	SELMODRAFT_432506	6.41509	23.8318
Os01g0668400	SELMODRAFT_71846	6.79245	30.3371
Os01g0668400	SELMODRAFT_71853	6.28931	34.7222
Os01g0668600	SELMODRAFT_138854	6.14806	30.8176
Os01g0668600	SELMODRAFT_404427	4.266	18.2796
Os01g0668600	SELMODRAFT_405887	12.798	19.1011
Os01g0668600	SELMODRAFT_405892	22.0828	25
Os01g0668600	SELMODRAFT_405893	22.2083	26.4574
Os01g0668600	SELMODRAFT_405895	12.2961	24.3176
Os01g0668600	SELMODRAFT_405996	13.9272	25
Os01g0668600	SELMODRAFT_407256	19.9498	23.8739
Os01g0668600	SELMODRAFT_427433	10.5395	23.2044
Os01g0668600	SELMODRAFT_432161	7.02635	16.2791
Os01g0668600	SELMODRAFT_432162	25.345	28.8984
Os01g0668600	SELMODRAFT_432168	10.7905	15.7798
Os01g0668600	SELMODRAFT_432506	6.52447	24.2991
Os01g0668600	SELMODRAFT_71846	6.52447	29.2135
Os01g0668600	SELMODRAFT_71853	5.89711	32.6389
Os01g0668901	SELMODRAFT_138854	6.53009	32.0755
Os01g0668901	SELMODRAFT_404427	4.60948	19.3548
Os01g0668901	SELMODRAFT_405887	13.8284	20.2247
Os01g0668901	SELMODRAFT_405892	22.1511	24.5739
Os01g0668901	SELMODRAFT_405893	22.1511	25.8595
Os01g0668901	SELMODRAFT_405895	13.3163	25.8065
Os01g0668901	SELMODRAFT_405996	14.5967	25.6757
Os01g0668901	SELMODRAFT_407256	19.9744	23.4234
Os01g0668901	SELMODRAFT_427433	10.1152	21.8232
Os01g0668901	SELMODRAFT_432161	8.06658	18.314
Os01g0668901	SELMODRAFT_432162	24.3278	27.1817
Os01g0668901	SELMODRAFT_432168	11.2676	16.1468
Os01g0668901	SELMODRAFT_432506	6.40205	23.3645
Os01g0668901	SELMODRAFT_71846	7.17029	31.4607
Os01g0668901	SELMODRAFT_71853	6.53009	35.4167
Os01g0669100	SELMODRAFT_138854	5.37241	27.673
Os01g0669100	SELMODRAFT_404427	4.0293	17.7419
Os01g0669100	SELMODRAFT_405887	12.0879	18.5393
Os01g0669100	SELMODRAFT_405892	21.1233	24.5739
Os01g0669100	SELMODRAFT_405893	20.757	25.4111
Os01g0669100	SELMODRAFT_405895	11.3553	23.0769
Os01g0669100	SELMODRAFT_405996	13.0647	24.0991
Os01g0669100	SELMODRAFT_407256	19.2918	23.7237
Os01g0669100	SELMODRAFT_427433	9.64591	21.8232
Os01g0669100	SELMODRAFT_432161	7.08181	16.8605
Os01g0669100	SELMODRAFT_432162	22.9548	26.8956
Os01g0669100	SELMODRAFT_432168	10.6227	15.9633
Os01g0669100	SELMODRAFT_432506	5.86081	22.4299
Os01g0669100	SELMODRAFT_71846	6.47131	29.7753
Os01g0669100	SELMODRAFT_71853	5.49451	31.25
Os01g0670100	SELMODRAFT_138854	5.65111	28.9308
Os01g0670100	SELMODRAFT_404427	4.79115	20.9677
Os01g0670100	SELMODRAFT_405887	13.0221	19.8502
Os01g0670100	SELMODRAFT_405892	22.2359	25.7102
Os01g0670100	SELMODRAFT_405893	22.4816	27.3543
Os01g0670100	SELMODRAFT_405895	12.4079	25.062
Os01g0670100	SELMODRAFT_405996	14.1278	25.9009
Os01g0670100	SELMODRAFT_407256	19.7789	24.1742
Os01g0670100	SELMODRAFT_427433	10.0737	22.6519
Os01g0670100	SELMODRAFT_432161	7.61671	18.0233
Os01g0670100	SELMODRAFT_432162	24.2015	28.1831
Os01g0670100	SELMODRAFT_432168	11.1794	16.6972
Os01g0670100	SELMODRAFT_432506	6.01966	22.8972
Os01g0670100	SELMODRAFT_71846	7.24816	33.1461
Os01g0670100	SELMODRAFT_71853	5.65111	31.9444
Os01g0670600	SELMODRAFT_138854	6.79739	32.7044
Os01g0670600	SELMODRAFT_404427	4.44444	18.2796
Os01g0670600	SELMODRAFT_405887	14.5098	20.7865
Os01g0670600	SELMODRAFT_405892	23.9216	25.9943
Os01g0670600	SELMODRAFT_405893	23.7908	27.2048
Os01g0670600	SELMODRAFT_405895	14.2484	27.0471
Os01g0670600	SELMODRAFT_405996	14.902	25.6757
Os01g0670600	SELMODRAFT_407256	21.4379	24.6246
Os01g0670600	SELMODRAFT_427433	11.1111	23.4807
Os01g0670600	SELMODRAFT_432161	9.01961	20.0581
Os01g0670600	SELMODRAFT_432162	25.4902	27.897
Os01g0670600	SELMODRAFT_432168	12.2876	17.2477
Os01g0670600	SELMODRAFT_432506	6.14379	21.9626
Os01g0670600	SELMODRAFT_71846	7.32026	31.4607
Os01g0670600	SELMODRAFT_71853	6.9281	36.8056
Os01g0670800	SELMODRAFT_166729	29.9443	27.7778
Os01g0670800	SELMODRAFT_430287	29.9443	27.5288
Os01g0670800	SELMODRAFT_437944	31.4763	28.4277
Os01g0670800	SELMODRAFT_438973	25.9053	46.9697
Os01g0672100	SELMODRAFT_58101	21.8254	32.9341
Os01g0672100	SELMODRAFT_67638	21.8254	32.1637
Os01g0672201	SELMODRAFT_422900	27.2388	12.1061
Os01g0672300	SELMODRAFT_422900	2.39234	1.65837
Os01g0672400	SELMODRAFT_405842	29.6748	34.434
Os01g0672400	SELMODRAFT_447111	33.3333	36.6071
Os01g0672400	SELMODRAFT_451288	33.3333	36.6071
Os01g0672400	SELMODRAFT_451294	28.8618	34.2995
Os01g0672500	SELMODRAFT_107957	65.7563	17.9472
Os01g0672500	SELMODRAFT_439692	65.5462	17.8286
Os01g0672700	SELMODRAFT_11961	27.8547	52.443
Os01g0672700	SELMODRAFT_22150	27.8547	51.4377
Os01g0672800	SELMODRAFT_425866	14.2857	11.8613
Os01g0672800	SELMODRAFT_446314	14.2857	12.0818
Os01g0673500	SELMODRAFT_130083	54.6341	77.7778
Os01g0673500	SELMODRAFT_81377	54.6341	77.7778
Os01g0673600	SELMODRAFT_116003	82.3529	80.2548
Os01g0673600	SELMODRAFT_134879	83.6601	73.1429
Os01g0673800	SELMODRAFT_128521	39.2857	40.2817
Os01g0673900	SELMODRAFT_419269	41.8605	7.89474
Os01g0673900	SELMODRAFT_443606	41.8605	9.11392
Os01g0674000	SELMODRAFT_68039	30.1205	45.045
Os01g0674000	SELMODRAFT_68041	29.2169	42.9204
Os01g0674000	SELMODRAFT_95239	9.33735	41.3333
Os01g0674100	SELMODRAFT_234257	12.6092	45.4955
Os01g0674100	SELMODRAFT_414266	33.8327	35.3325
Os01g0675100	SELMODRAFT_135849	43.8272	38.7978
Os01g0675100	SELMODRAFT_148621	64.8148	64.4172
Os01g0675100	SELMODRAFT_159225	64.8148	64.4172
Os01g0675100	SELMODRAFT_236794	43.2099	44.0252
Os01g0675500	SELMODRAFT_404697	34.5291	43.1373
Os01g0675500	SELMODRAFT_419863	34.7534	43.4174
Os01g0675700	SELMODRAFT_167506	32.8413	21.7604
Os01g0675700	SELMODRAFT_168183	31.7343	19.9536
Os01g0675700	SELMODRAFT_172524	34.6863	27.2464
Os01g0675700	SELMODRAFT_179441	31.7343	19.9536
Os01g0675700	SELMODRAFT_187180	34.3173	27.0349
Os01g0675700	SELMODRAFT_450582	32.8413	21.7073
Os01g0675933	SELMODRAFT_117344	46.4286	8.26709
Os01g0675933	SELMODRAFT_132592	45.5357	8.82353
Os01g0677000	SELMODRAFT_232564	38.141	48.0808
Os01g0677000	SELMODRAFT_413959	40.0641	46.5549
Os01g0677900	SELMODRAFT_428694	18.0392	17.1004
Os01g0677900	SELMODRAFT_430676	15.5556	17.5775
Os01g0678000	SELMODRAFT_428694	17.3333	19.3309
Os01g0678000	SELMODRAFT_430676	14.6667	19.4978
Os01g0678100	SELMODRAFT_428694	16.9597	20.3222
Os01g0678100	SELMODRAFT_430676	14.2709	20.384
Os01g0678400	SELMODRAFT_428694	13.0037	8.79802
Os01g0678400	SELMODRAFT_430676	10.2564	8.27179
Os01g0678700	SELMODRAFT_129991	31.2925	33.4545
Os01g0678700	SELMODRAFT_80923	31.2925	33.3333
Os01g0679000	SELMODRAFT_414649	28.2609	28.373
Os01g0679000	SELMODRAFT_424745	29.4466	28.5988
Os01g0679000	SELMODRAFT_430080	25.2964	29.7674
Os01g0679000	SELMODRAFT_431118	25.0988	29.5349
Os01g0679600	SELMODRAFT_165176	61.3636	65.0602
Os01g0679600	SELMODRAFT_83678	60.7955	64.4578
Os01g0679700	SELMODRAFT_146258	94.5652	94.5652
Os01g0679700	SELMODRAFT_227221	94.5652	94.5652
Os01g0679900	SELMODRAFT_6427	19.5402	70.8333
Os01g0679900	SELMODRAFT_6429	19.5402	70.8333
Os01g0680200	SELMODRAFT_118529	27.907	32.8267
Os01g0680200	SELMODRAFT_232165	27.907	32.8267
Os01g0680200	SELMODRAFT_232471	25.5814	33.9041
Os01g0680200	SELMODRAFT_236291	26.3566	30
Os01g0680200	SELMODRAFT_236829	26.3566	30.3571
Os01g0680200	SELMODRAFT_417454	27.907	27.8351
Os01g0680200	SELMODRAFT_417455	28.9406	29.4737
Os01g0680400	SELMODRAFT_152658	27.0142	56.4356
Os01g0680400	SELMODRAFT_93288	27.0142	56.4356
Os01g0680700	SELMODRAFT_100456	12.8079	59.0909
Os01g0680700	SELMODRAFT_90187	12.8079	59.0909
Os01g0681000	SELMODRAFT_235299	31.2618	36.7257
Os01g0681000	SELMODRAFT_269987	31.8267	36.1111
Os01g0681100	SELMODRAFT_422698	7.06522	1.56627
Os01g0681200	SELMODRAFT_442966	58.0451	58.7519
Os01g0681200	SELMODRAFT_99821	58.0451	54.0616
Os01g0681400	SELMODRAFT_121480	49	51.5789
Os01g0681400	SELMODRAFT_94233	49	50.7246
Os01g0681600	SELMODRAFT_234670	34.9099	44.9275
Os01g0681600	SELMODRAFT_234970	35.3604	45.1149
Os01g0682200	SELMODRAFT_430738	23.622	6.67408
Os01g0682200	SELMODRAFT_97440	24.8032	9.30576
Os01g0682500	SELMODRAFT_120297	46.6507	57.5221
Os01g0682500	SELMODRAFT_97903	46.1722	56.9322
Os01g0683100	SELMODRAFT_135916	72.8324	72.973
Os01g0683100	SELMODRAFT_78692	72.2543	72.6744
Os01g0683400	SELMODRAFT_407107	24.2553	33.4311
Os01g0683400	SELMODRAFT_409152	24.2553	32.948
Os01g0683550	SELMODRAFT_121992	1.94553	2.27273
Os01g0683550	SELMODRAFT_92791	1.94553	2.27273
Os01g0684800	SELMODRAFT_413814	25.4237	19.1327
Os01g0684800	SELMODRAFT_431671	29.8305	21.2048
Os01g0684900	SELMODRAFT_118985	42.3625	44.3497
Os01g0684900	SELMODRAFT_140023	44.3992	48.8789
Os01g0684900	SELMODRAFT_148678	43.1772	45.7883
Os01g0684900	SELMODRAFT_168555	44.6029	47.6087
Os01g0684900	SELMODRAFT_175403	46.8432	49.2505
Os01g0684900	SELMODRAFT_183577	42.9735	45.5724
Os01g0684900	SELMODRAFT_233004	43.9919	47.5771
Os01g0684900	SELMODRAFT_268118	46.4358	46.9136
Os01g0684900	SELMODRAFT_269189	46.4358	46.9136
Os01g0684900	SELMODRAFT_270709	46.8432	49.2505
Os01g0684900	SELMODRAFT_271390	46.2322	44.1634
Os01g0684900	SELMODRAFT_407976	31.1609	46.0843
Os01g0684900	SELMODRAFT_409411	42.5662	45.1404
Os01g0684900	SELMODRAFT_416160	42.3625	45.5142
Os01g0685200	SELMODRAFT_232645	29.9342	53.2164
Os01g0685200	SELMODRAFT_90000	29.9342	50.2762
Os01g0685500	SELMODRAFT_96808	52.7132	11.1475
Os01g0685500	SELMODRAFT_97261	52.7132	10.9677
Os01g0685800	SELMODRAFT_139657	69.1203	90.1639
Os01g0685800	SELMODRAFT_144585	68.9408	89.9297
Os01g0686400	SELMODRAFT_114995	50	13.0719
Os01g0686400	SELMODRAFT_88373	50	13.0719
Os01g0686600	SELMODRAFT_232369	34.8485	15.8986
Os01g0686600	SELMODRAFT_79566	33.0808	17.5839
Os01g0686800	SELMODRAFT_144795	68.5629	72.6984
Os01g0686800	SELMODRAFT_266532	68.5629	73.871
Os01g0687500	SELMODRAFT_127297	53.5912	53.0055
Os01g0687500	SELMODRAFT_173020	53.8674	53.2787
Os01g0687600	SELMODRAFT_437618	22.063	18.8264
Os01g0687600	SELMODRAFT_440680	22.9226	19.5599
Os01g0687700	SELMODRAFT_66879	41.3793	70.9677
Os01g0687700	SELMODRAFT_66889	41.0658	70.4301
Os01g0688200	SELMODRAFT_416768	47.1503	47.5196
Os01g0688200	SELMODRAFT_444550	47.4093	46.5649
Os01g0689451	SELMODRAFT_75561	49.1909	53.1469
Os01g0689451	SELMODRAFT_86556	49.0291	52.972
Os01g0689800	SELMODRAFT_39611	9.89011	59.0164
Os01g0689800	SELMODRAFT_411289	20.6044	65.2174
Os01g0691400	SELMODRAFT_113819	32.9004	31.7992
Os01g0691400	SELMODRAFT_136377	26.8398	28.8372
Os01g0691400	SELMODRAFT_167511	34.1991	35.1111
Os01g0691400	SELMODRAFT_179628	32.9004	33.3333
Os01g0691400	SELMODRAFT_271164	34.1991	35.1111
Os01g0691400	SELMODRAFT_421735	27.7056	28.5714
Os01g0691400	SELMODRAFT_86151	27.7056	29.0909
Os01g0691400	SELMODRAFT_96839	26.8398	28.5714
Os01g0691500	SELMODRAFT_404343	16.4234	16.5441
Os01g0691500	SELMODRAFT_408766	16.4234	32.1429
Os01g0691500	SELMODRAFT_413662	23.3577	22.695
Os01g0691500	SELMODRAFT_416003	13.1387	22.7848
Os01g0691500	SELMODRAFT_416592	18.6131	18.2143
Os01g0691500	SELMODRAFT_420545	50.365	34.2432
Os01g0691500	SELMODRAFT_421854	50	36.0526
Os01g0691500	SELMODRAFT_424701	22.9927	32.9843
Os01g0691500	SELMODRAFT_443018	27.7372	35.3488
Os01g0691600	SELMODRAFT_416209	13.2759	56.2044
Os01g0691700	SELMODRAFT_232099	84.4884	85.6187
Os01g0691700	SELMODRAFT_270060	85.4785	85.4785
Os01g0692600	SELMODRAFT_177083	38.5993	44.2164
Os01g0692600	SELMODRAFT_181092	37.4593	48.7288
Os01g0693100	SELMODRAFT_127373	26.1224	39.0244
Os01g0693100	SELMODRAFT_16985	24.898	37.8882
Os01g0693100	SELMODRAFT_16986	24.898	37.8882
Os01g0693100	SELMODRAFT_98393	26.5306	39.6341
