Gene stable ID	Nicotiana attenuata str. UT gene stable ID	%id. target Nicotiana attenuata str. UT gene identical to query gene	%id. query gene identical to target Nicotiana attenuata str. UT gene
Os01g0328700	A4A49_00090	81.1133	80.9524
Os01g0328700	A4A49_20721	81.7097	81.5476
Os01g0328900	A4A49_00088	54.424	49.9234
Os01g0329800	A4A49_17025	26.9774	27.6411
Os01g0329800	A4A49_20720	25.9887	25.8427
Os01g0329900	A4A49_01714	35.7798	42.2764
Os01g0329900	A4A49_25862	41.5138	49.3188
Os01g0330200	A4A49_15556	34.7339	36.4706
Os01g0330200	A4A49_33693	33.8936	22.7872
Os01g0330200	A4A49_33694	35.8543	25.3465
Os01g0331100	A4A49_01714	31.6547	35.7724
Os01g0331100	A4A49_25862	38.6091	43.8692
Os01g0331900	A4A49_05322	77.0492	77.0492
Os01g0332200	A4A49_00095	38.3784	38.7978
Os01g0332200	A4A49_28404	40	40.884
Os01g0332200	A4A49_38923	28.6486	43.9834
Os01g0332500	A4A49_22421	59	61.3306
Os01g0332800	A4A49_22421	58.5417	58.42
Os01g0337100	A4A49_06827	33.0769	27.4468
Os01g0337100	A4A49_24999	37.4359	26.5938
Os01g0337100	A4A49_28215	33.0769	23.2432
Os01g0337100	A4A49_31618	33.0769	23.5401
Os01g0337100	A4A49_37223	23.5897	34.0741
Os01g0337100	A4A49_57439	32.5641	23.1752
Os01g0337100	A4A49_59979	20.7692	22.4377
Os01g0337100	A4A49_60718	32.3077	22.9927
Os01g0337100	A4A49_64906	33.5897	23.9051
Os01g0337500	A4A49_07076	30.1423	58.6902
Os01g0338000	A4A49_07082	89.1192	89.1192
Os01g0338000	A4A49_12683	91.1917	91.1917
Os01g0338000	A4A49_25546	87.5648	87.5648
Os01g0338000	A4A49_62135	92.7461	92.7461
Os01g0338000	A4A49_62366	92.7461	92.7461
Os01g0338100	A4A49_11938	56.4417	71.875
Os01g0339600	A4A49_00968	54.878	37.8151
Os01g0339900	A4A49_07086	70.3504	72.702
Os01g0342750	A4A49_23886	70.0428	33.8154
Os01g0342750	A4A49_38659	67.3324	33.0996
Os01g0342750	A4A49_62654	66.9044	35.8563
Os01g0342900	A4A49_00121	53.2663	52.3026
Os01g0342900	A4A49_12858	29.3132	64.3382
Os01g0343500	A4A49_31950	37.3913	15.8672
Os01g0347000	A4A49_16356	58.0941	53.9446
Os01g0347100	A4A49_40831	40.8081	26.4744
Os01g0347100	A4A49_63875	40.8081	26.4744
Os01g0347600	A4A49_15556	37.9009	38.2353
Os01g0347600	A4A49_33693	37.3178	24.1055
Os01g0347600	A4A49_33694	38.1924	25.9406
Os01g0348600	A4A49_51585	13.8927	59.0643
Os01g0348700	A4A49_36492	81.5789	84.9315
Os01g0348700	A4A49_38208	36.1842	23.5043
Os01g0348700	A4A49_63547	84.2105	83.6601
Os01g0348700	A4A49_64626	82.8947	81.8182
Os01g0349400	A4A49_12261	72.6154	74.9206
Os01g0351300	A4A49_30888	59.875	59.875
Os01g0353600	A4A49_25355	57.8313	58.1818
Os01g0354200	A4A49_13138	68.323	59.6206
Os01g0354450	A4A49_07672	25.6522	11.6371
Os01g0354450	A4A49_29338	30.4348	14.2276
Os01g0354450	A4A49_31295	30	14.4958
Os01g0355100	A4A49_38930	57.2406	50.5539
Os01g0355500	A4A49_29211	45.5696	45
Os01g0355600	A4A49_41804	4.59231	55.0562
Os01g0355800	A4A49_54917	8.52459	15.7576
Os01g0356400	A4A49_29090	9.82318	50.1672
Os01g0356400	A4A49_29091	13.7525	73.6842
Os01g0356400	A4A49_42365	56.5815	57.3705
Os01g0356800	A4A49_09095	5.29764	20.5519
Os01g0356800	A4A49_40853	6.08386	21.9595
Os01g0356900	A4A49_26344	48.1113	41.9411
Os01g0356900	A4A49_26804	50.2982	33.2895
Os01g0357100	A4A49_08299	67.7831	72.402
Os01g0357100	A4A49_38095	20.0957	50
Os01g0357200	A4A49_23309	59.5506	42.4
Os01g0357900	A4A49_41630	42.735	44.2478
Os01g0358100	A4A49_41630	40.5172	41.5929
Os01g0358400	A4A49_32965	89.8113	90.1515
Os01g0358400	A4A49_59874	88.6792	89.0152
Os01g0358400	A4A49_61531	89.8113	90.1515
Os01g0358800	A4A49_06902	5.21327	8.8
Os01g0358800	A4A49_06905	23.6967	24.3902
Os01g0360200	A4A49_31111	46.4088	65.9341
Os01g0360600	A4A49_32103	66.087	66.3755
Os01g0361500	A4A49_17677	47.654	46.0993
Os01g0361500	A4A49_36337	48.827	46.7697
Os01g0361700	A4A49_17677	3.125	0.283688
Os01g0361700	A4A49_36337	3.125	0.280899
Os01g0362000	A4A49_13311	65.625	40.1274
Os01g0362000	A4A49_23685	69.7917	41.358
Os01g0362100	A4A49_17677	55.7307	55.1773
Os01g0362100	A4A49_36337	55.0143	53.9326
Os01g0363300	A4A49_40045	28.8372	36.0465
Os01g0363900	A4A49_28871	56.7613	56.7613
Os01g0364400	A4A49_28627	22.7368	35.468
Os01g0364400	A4A49_28628	25.4737	34.5714
Os01g0365000	A4A49_28627	22.7616	34.647
Os01g0365000	A4A49_28628	24.8112	32.8571
Os01g0366300	A4A49_35486	34.3478	36.9735
Os01g0367100	A4A49_05520	57.6471	55.8405
Os01g0367400	A4A49_05520	48.9583	40.1709
Os01g0367700	A4A49_23528	68.638	65.9208
Os01g0367700	A4A49_38130	69.8925	67.3575
Os01g0367900	A4A49_34289	80.3071	83.7889
Os01g0367900	A4A49_37323	45.7091	68.2861
Os01g0368000	A4A49_09769	47.1616	47.4725
Os01g0368900	A4A49_05543	52.4272	52.9412
Os01g0368900	A4A49_10502	62.1359	62.1359
Os01g0368900	A4A49_31714	56.3107	56.3107
Os01g0368900	A4A49_32095	52.4272	54
Os01g0368900	A4A49_52716	51.4563	51.9608
Os01g0368900	A4A49_53786	41.7476	42.1569
Os01g0368900	A4A49_53787	50.4854	50.9804
Os01g0368900	A4A49_54930	51.4563	51.9608
Os01g0368900	A4A49_54978	50.4854	50.9804
Os01g0368900	A4A49_55040	47.5728	48.0392
Os01g0368900	A4A49_57568	48.5437	49.0196
Os01g0368900	A4A49_60819	39.8058	44.5652
Os01g0368900	A4A49_60874	46.6019	47.0588
Os01g0368900	A4A49_60984	48.5437	49.0196
Os01g0368900	A4A49_63241	50.4854	50.9804
Os01g0369000	A4A49_32587	87.2312	87.4663
Os01g0369900	A4A49_07829	40.884	19.6286
Os01g0369900	A4A49_07830	39.779	18.3206
Os01g0372700	A4A49_19863	66.7263	67.5725
Os01g0372700	A4A49_30242	70.483	67.8141
Os01g0372700	A4A49_41592	16.458	57.8616
Os01g0374200	A4A49_09581	46.3946	54.7352
Os01g0374600	A4A49_01901	50.6375	48.6865
Os01g0374600	A4A49_01902	52.0947	50.7092
Os01g0374900	A4A49_07461	40.2556	34.5205
Os01g0375000	A4A49_26202	62.2673	62.2673
Os01g0375100	A4A49_36395	31.8452	29.7774
Os01g0375200	A4A49_22445	58.7426	58.9744
Os01g0375200	A4A49_27961	60.7073	56.1818
Os01g0375500	A4A49_22445	58.1882	32.9389
Os01g0375500	A4A49_27961	61.324	32
Os01g0376700	A4A49_23515	65.2482	59.2275
Os01g0377000	A4A49_09986	36.9888	40.0402
Os01g0377000	A4A49_17155	37.7323	38.8145
Os01g0377000	A4A49_17183	38.29	40.6312
Os01g0377000	A4A49_17739	37.9182	38.6364
Os01g0377000	A4A49_21000	36.6171	39.243
Os01g0377000	A4A49_26994	38.6617	41.2698
Os01g0377000	A4A49_28945	38.8476	41.4683
Os01g0377000	A4A49_29770	38.4758	41.0714
Os01g0377000	A4A49_29999	38.8476	42.0523
Os01g0377000	A4A49_30002	35.1301	41.7219
Os01g0377000	A4A49_30760	39.4052	31.3146
Os01g0377000	A4A49_30805	36.803	38.8998
Os01g0377000	A4A49_35178	36.0595	38.4921
Os01g0377000	A4A49_36034	39.2193	42.3695
Os01g0377000	A4A49_41877	34.2007	35.3167
Os01g0377000	A4A49_65122	34.0149	40.9396
Os01g0377500	A4A49_33891	66.2763	65.9674
Os01g0377700	A4A49_04259	60.4819	60.7748
Os01g0379400	A4A49_01440	18.0139	17.2185
Os01g0379400	A4A49_23195	17.7829	17.7419
Os01g0380800	A4A49_01440	19.1816	16.5563
Os01g0380800	A4A49_23195	17.6471	15.8986
Os01g0382000	A4A49_13127	52.439	48.3146
Os01g0382000	A4A49_20434	53.0488	54.375
Os01g0382000	A4A49_35759	50	50.3067
Os01g0382000	A4A49_42492	56.0976	51.3966
Os01g0382000	A4A49_42493	54.878	50.8475
Os01g0382200	A4A49_00319	43.4091	41.7943
Os01g0382400	A4A49_13127	46.1078	43.2584
Os01g0382400	A4A49_20434	46.7066	48.75
Os01g0382400	A4A49_35759	47.3054	48.4663
Os01g0382400	A4A49_42492	55.6886	51.9553
Os01g0382400	A4A49_42493	51.497	48.5876
Os01g0382700	A4A49_39525	28.9017	32.8947
Os01g0383700	A4A49_27850	38.3333	9.70464
Os01g0383700	A4A49_39919	40	9.50495
Os01g0383900	A4A49_36092	23.987	17.7671
Os01g0385400	A4A49_10915	12.96	41.1168
Os01g0385400	A4A49_57478	5.76	36.7347
Os01g0388000	A4A49_23630	20.3297	43.5294
Os01g0388500	A4A49_01634	66.6667	8.04702
Os01g0390400	A4A49_28106	54.9488	53.8462
Os01g0390600	A4A49_09658	45.6621	42.796
Os01g0390900	A4A49_02338	46.2312	47.6684
Os01g0393100	A4A49_30240	39.0244	35.3591
Os01g0393300	A4A49_38918	31.6206	41.8848
Os01g0495900	A4A49_40796	41.3695	37.5648
Os01g0497400	A4A49_02827	48.4305	33.8558
Os01g0497400	A4A49_31831	52.0179	36.5931
Os01g0498200	A4A49_27648	31.2057	13.1148
Os01g0501000	A4A49_23961	46.7105	36.4103
Os01g0501700	A4A49_24102	67.1309	68.661
Os01g0501800	A4A49_26169	83.7838	84.0361
Os01g0501800	A4A49_35879	81.982	83.2317
Os01g0502300	A4A49_26600	20.7358	32.2917
Os01g0502400	A4A49_16946	50	52.2667
Os01g0502400	A4A49_16947	42.8571	46.0274
Os01g0502400	A4A49_26604	54.5918	54.1772
Os01g0504100	A4A49_36755	43.2718	41.1028
Os01g0504100	A4A49_60400	44.3272	46.1538
Os01g0504500	A4A49_18979	39.8406	50.7614
Os01g0504500	A4A49_24104	43.0279	47.4725
Os01g0504500	A4A49_33615	37.8486	43.4783
Os01g0504500	A4A49_36559	45.6175	48.8273
Os01g0505400	A4A49_15781	71.308	58.885
Os01g0505500	A4A49_01162	47.2222	50
Os01g0505600	A4A49_18597	56.872	73.6196
Os01g0506100	A4A49_00290	42.1442	37.8738
Os01g0506200	A4A49_04239	42.4594	41.0314
Os01g0506200	A4A49_10319	58.0046	59.3824
Os01g0506200	A4A49_11156	26.6821	18.5484
Os01g0506200	A4A49_23710	23.4339	19.2381
Os01g0506200	A4A49_33018	20.4176	33.5878
Os01g0507500	A4A49_05451	55.1724	51.1628
Os01g0507700	A4A49_31307	55.6291	56.7568
Os01g0507900	A4A49_05452	59.8726	57.4924
Os01g0510600	A4A49_26367	48.1481	55.1237
Os01g0510600	A4A49_35495	48.4568	54.8951
Os01g0511000	A4A49_18652	48.9247	37.1429
Os01g0511200	A4A49_07708	51.1278	55.9671
Os01g0511300	A4A49_01608	60.5195	37.6414
Os01g0511300	A4A49_06301	75.8442	75.6477
Os01g0511400	A4A49_32831	1.72414	0.543478
Os01g0511600	A4A49_31910	37.5	17.9884
Os01g0512100	A4A49_03497	80.6452	78.6925
Os01g0512100	A4A49_39807	72.7047	69.9284
Os01g0512700	A4A49_21843	19.0083	20.1754
Os01g0512700	A4A49_36210	20.2479	20.082
Os01g0512800	A4A49_33738	51.0823	31.8919
Os01g0513200	A4A49_03509	54	14.7541
Os01g0513700	A4A49_33737	69.4444	73.9645
Os01g0513800	A4A49_38269	72.2581	69.7819
Os01g0513900	A4A49_38666	66.2474	65.902
Os01g0514000	A4A49_27331	71.9512	71.0843
Os01g0514600	A4A49_11337	66.187	69.2771
Os01g0514600	A4A49_17091	65.1799	68.2229
Os01g0516600	A4A49_00091	61.9469	65.4206
Os01g0516700	A4A49_23704	38.2749	32.4943
Os01g0518500	A4A49_20633	48.8444	49.6088
Os01g0521400	A4A49_17071	65.7328	43.6963
Os01g0521400	A4A49_19145	62.2845	41.4634
Os01g0521500	A4A49_32836	48.4245	46.7949
Os01g0523100	A4A49_22247	35.0962	40.8735
Os01g0523100	A4A49_30322	42.4038	42.2414
Os01g0524500	A4A49_17075	54.902	56.9492
Os01g0526100	A4A49_16898	65.2174	62.0155
Os01g0528000	A4A49_08950	38.5135	9.35961
Os01g0528000	A4A49_35476	38.5135	9.61214
Os01g0528800	A4A49_37168	67.2619	68.9024
Os01g0529800	A4A49_04047	53.1381	51.2097
Os01g0529800	A4A49_32752	52.7197	47.2795
Os01g0530400	A4A49_18050	49.7297	54.1176
Os01g0530400	A4A49_37343	35.1351	44.5205
Os01g0531400	A4A49_32009	68.4783	48.3376
Os01g0531500	A4A49_13305	64.4128	63.0662
Os01g0532200	A4A49_12586	58.6724	26.5247
Os01g0532200	A4A49_22018	49.8929	23.1151
Os01g0532300	A4A49_29067	27.6	25.7463
Os01g0532300	A4A49_38933	14.4	29.5082
Os01g0532800	A4A49_20777	43.125	21.1009
Os01g0533400	A4A49_07022	47.2793	52.6245
Os01g0533400	A4A49_11465	51.3906	51.5777
Os01g0533400	A4A49_34727	48.0048	51.4916
Os01g0534700	A4A49_08956	53.6166	46.6929
Os01g0534700	A4A49_25017	58.2278	50.8287
Os01g0534800	A4A49_14842	61.5114	61.5114
Os01g0534900	A4A49_05277	73.0469	73.1421
Os01g0534900	A4A49_14841	74.8698	74.8698
Os01g0535400	A4A49_35486	28.5714	13.7285
Os01g0536466	A4A49_41753	16.9271	29.6804
Os01g0541800	A4A49_17638	53.4979	54.8523
Os01g0541800	A4A49_17639	54.7325	55.1867
Os01g0541800	A4A49_35288	58.0247	60
Os01g0541900	A4A49_00902	67.8843	68.3002
Os01g0543100	A4A49_24542	66.4706	68.0723
Os01g0543100	A4A49_29854	65.8824	67.8788
Os01g0543100	A4A49_29855	67.6471	69.697
Os01g0543100	A4A49_61801	67.6471	69.2771
Os01g0543400	A4A49_34162	32	16.8776
Os01g0544200	A4A49_23720	33.0556	21.558
Os01g0544200	A4A49_38865	31.6667	23.0769
Os01g0544200	A4A49_54647	28.3333	23.341
Os01g0544450	A4A49_33173	70.3016	72.6619
Os01g0545500	A4A49_35486	36.8876	39.9376
Os01g0545900	A4A49_32385	39.0785	41.3357
Os01g0546250	A4A49_23841	30.6122	14.4231
Os01g0546250	A4A49_29008	31.6327	13.4783
Os01g0546700	A4A49_19761	34.7315	32.6498
Os01g0546900	A4A49_10993	54.3424	46.5957
Os01g0547133	A4A49_10994	41.8251	50.3433
Os01g0547133	A4A49_32922	34.7909	48.5411
Os01g0548600	A4A49_31526	43.4599	15.7734
Os01g0548750	A4A49_31526	36.8421	17.1516
Os01g0549000	A4A49_20849	51.0563	30.3347
Os01g0549200	A4A49_35335	43.8017	22.3001
Os01g0549500	A4A49_28771	45.4277	27.5986
Os01g0549500	A4A49_40171	8.84956	40.2685
Os01g0549700	A4A49_31684	85.6481	90.4645
Os01g0549700	A4A49_59540	87.2685	88.0841
Os01g0550000	A4A49_31684	85.6481	90.4645
Os01g0550000	A4A49_59540	87.037	87.8505
Os01g0550600	A4A49_23454	27.3082	28.7278
Os01g0551100	A4A49_29068	36.3281	24.8
Os01g0551100	A4A49_31628	39.0625	27.8552
Os01g0551800	A4A49_23457	42.1053	42.1053
Os01g0551900	A4A49_09807	50.8744	12.7035
Os01g0552000	A4A49_09807	31.2057	3.49345
Os01g0552300	A4A49_00615	55.0129	41.3927
Os01g0553400	A4A49_11171	18.7891	19.7802
Os01g0555100	A4A49_32499	38.8489	36.4865
Os01g0555100	A4A49_32500	38.1295	36.8056
Os01g0555100	A4A49_32501	38.1295	24.7664
Os01g0555200	A4A49_39071	40.1216	40.1216
Os01g0555600	A4A49_14898	35.6808	35.023
Os01g0556400	A4A49_15082	51.0526	55.5874
Os01g0557100	A4A49_32727	40.7547	41.5385
Os01g0557200	A4A49_32727	37.4126	41.1538
Os01g0557500	A4A49_25933	58.5366	60.1367
Os01g0557500	A4A49_41582	63.4146	62.7193
Os01g0558200	A4A49_07645	61.2809	68.0129
Os01g0558300	A4A49_35267	62.3482	62.0968
Os01g0558500	A4A49_35268	23.5142	25.0689
Os01g0558700	A4A49_24202	24.031	35.6322
Os01g0558800	A4A49_22170	33.8078	31.25
Os01g0558850	A4A49_01589	57.1214	37.7228
Os01g0559100	A4A49_20538	70.1176	66.6667
Os01g0559300	A4A49_37912	44.6154	43.0693
Os01g0559600	A4A49_35177	67.0659	68.5714
Os01g0560000	A4A49_40793	63.3484	63.4921
Os01g0560200	A4A49_03546	64.2534	64.2534
Os01g0560200	A4A49_23152	53.8462	53.8462
Os01g0561600	A4A49_01201	34.1603	36.3821
Os01g0561600	A4A49_01209	34.7328	36.9919
Os01g0562600	A4A49_30628	31.068	28.5078
Os01g0564600	A4A49_09251	10.8312	20.5742
Os01g0564600	A4A49_13112	26.7003	20.9486
Os01g0564600	A4A49_18948	26.7003	21.1155
Os01g0564600	A4A49_32495	26.4484	21.6495
Os01g0564600	A4A49_34237	14.8615	18.4375
Os01g0565600	A4A49_06084	40.4145	46.988
Os01g0565600	A4A49_11265	18.1347	26.9231
Os01g0565600	A4A49_40693	20.2073	28.4672
Os01g0566050	A4A49_01791	36.5314	15.4206
Os01g0566050	A4A49_06083	36.5314	15.2308
Os01g0566050	A4A49_26068	32.8413	11.6037
Os01g0566100	A4A49_01791	20.7071	12.7726
Os01g0566100	A4A49_06083	20.202	12.3077
Os01g0566100	A4A49_26068	20.7071	10.691
Os01g0566800	A4A49_11267	26.824	29.3427
Os01g0566900	A4A49_01792	69.1395	69.3452
Os01g0566900	A4A49_11266	65.2819	61.9718
Os01g0567500	A4A49_24886	51.2671	63.9903
Os01g0567500	A4A49_25539	61.5984	59.7354
Os01g0567600	A4A49_24886	49.8047	62.0438
Os01g0567600	A4A49_25539	61.7188	59.7354
Os01g0568400	A4A49_35486	40.5286	14.3526
Os01g0568800	A4A49_35486	30.4673	25.429
Os01g0570500	A4A49_17387	79.661	79.8301
Os01g0570500	A4A49_44373	35.3814	78.4038
Os01g0570500	A4A49_59926	78.3898	78.5563
Os01g0570700	A4A49_32929	0.920245	0.622407
Os01g0570800	A4A49_15751	45.3427	53.6383
Os01g0570800	A4A49_19391	46.9244	53.6145
Os01g0570800	A4A49_30578	48.5061	53.0769
Os01g0571000	A4A49_16567	67.9412	66.763
Os01g0571000	A4A49_42601	19.1176	73.0337
Os01g0571000	A4A49_57884	18.8235	71.9101
Os01g0571200	A4A49_22691	44.5205	45.1389
Os01g0571300	A4A49_39019	26.3682	29.2818
Os01g0572100	A4A49_21057	20.614	5.26316
Os01g0574400	A4A49_06091	72.2144	72.3164
Os01g0574400	A4A49_23822	74.189	72.8532
Os01g0574500	A4A49_06091	74.5455	75.2825
Os01g0574500	A4A49_23822	76.2238	75.4848
Os01g0574600	A4A49_10303	26.9795	73.0159
Os01g0574600	A4A49_33532	69.5015	62.8647
Os01g0574600	A4A49_46437	18.4751	64.2857
Os01g0574600	A4A49_55960	18.4751	64.2857
Os01g0574600	A4A49_57111	27.2727	73.8095
Os01g0574600	A4A49_57143	18.4751	64.2857
Os01g0574600	A4A49_65843	18.4751	64.2857
Os01g0574800	A4A49_06089	24.055	27.451
Os01g0575000	A4A49_39348	67.866	70.9468
Os01g0575200	A4A49_41057	23.348	19.6296
Os01g0575500	A4A49_09240	75.5814	74.8971
Os01g0576100	A4A49_39237	23.5669	11.878
Os01g0577300	A4A49_39237	34.4262	6.74157
Os01g0577600	A4A49_12627	43.6823	35.3285
Os01g0578000	A4A49_05373	63.0373	52.6316
Os01g0578200	A4A49_05001	46.25	18.0929
Os01g0579800	A4A49_04058	34.7222	35.9712
Os01g0579800	A4A49_32645	35.4167	37.2263
Os01g0579800	A4A49_35957	40.2778	30.3665
Os01g0579900	A4A49_04063	57.4545	60.5364
Os01g0579900	A4A49_23821	53.0909	50.8711
Os01g0580000	A4A49_04063	46.9136	58.2375
Os01g0580000	A4A49_23821	42.284	47.7352
Os01g0580100	A4A49_05656	58.2278	59.7403
Os01g0580150	A4A49_37867	0	0
Os01g0580200	A4A49_04060	69.4075	68.7425
Os01g0580200	A4A49_25102	60.2177	68.6897
Os01g0580200	A4A49_26724	70.6167	69.5238
Os01g0580200	A4A49_29864	71.3422	70.0713
Os01g0580400	A4A49_40734	11.3122	14.5349
Os01g0580500	A4A49_38689	47.1154	48.8372
Os01g0580800	A4A49_04281	16.1804	19.8052
Os01g0581300	A4A49_37662	63.5185	65.458
Os01g0581400	A4A49_15047	49.9346	48.1108
Os01g0581400	A4A49_26514	46.6667	44.793
Os01g0581900	A4A49_27647	13.6646	9.90991
Os01g0582600	A4A49_14737	51.9056	56.9721
Os01g0582600	A4A49_30397	48.4574	55.9748
Os01g0583200	A4A49_13053	50.9868	49.5208
Os01g0583300	A4A49_13053	23.301	15.3355
Os01g0583600	A4A49_12913	4.43213	11.1888
Os01g0583700	A4A49_21135	1.20192	0.415973
Os01g0583700	A4A49_23265	1.44231	0.435414
Os01g0583700	A4A49_25249	2.16346	0.729927
Os01g0584800	A4A49_09645	54.2857	1.41844
Os01g0584900	A4A49_02309	26.4228	35.9116
Os01g0584900	A4A49_40108	23.9837	26.9406
Os01g0585100	A4A49_00328	69.0027	68.2667
Os01g0585300	A4A49_35973	63.6364	62.963
Os01g0585300	A4A49_62041	57.754	72.4832
Os01g0585700	A4A49_16897	48.5651	27.9543
Os01g0586000	A4A49_16897	72.3404	8.64041
Os01g0586600	A4A49_32815	54.2986	27.3973
Os01g0587000	A4A49_38632	91.1681	91.1681
Os01g0587000	A4A49_62858	91.1681	91.1681
Os01g0588100	A4A49_28886	51.2739	56.4912
Os01g0588100	A4A49_56613	51.5924	56.8421
Os01g0588500	A4A49_18301	69.0283	71.6387
Os01g0588500	A4A49_36876	54.6559	59.081
Os01g0588500	A4A49_37571	72.0648	74.477
Os01g0588500	A4A49_61049	72.2672	74.0664
Os01g0588700	A4A49_20846	54.2424	54.4073
Os01g0588800	A4A49_13312	67.8571	70.9544
Os01g0588900	A4A49_00005	63.2231	69.863
Os01g0589300	A4A49_06169	48	46.7532
Os01g0589300	A4A49_26896	52.6667	52.6667
Os01g0589800	A4A49_00049	85.5072	35.119
Os01g0589900	A4A49_26665	49.7222	50.6604
Os01g0591000	A4A49_35029	69.1235	69.4
Os01g0591300	A4A49_35029	67.4556	68.4
Os01g0592900	A4A49_08820	52.9586	51.585
Os01g0593600	A4A49_14924	73.6842	64
Os01g0593600	A4A49_32682	72.3684	72.3684
Os01g0594300	A4A49_34425	42.1053	44.6097
Os01g0594800	A4A49_36644	23.7918	15.2381
Os01g0595100	A4A49_14918	37.5362	37.7551
Os01g0595100	A4A49_33069	30.2899	37.5899
Os01g0595400	A4A49_34788	42.5	45.3333
Os01g0597800	A4A49_23136	40.6439	42.437
Os01g0597800	A4A49_30897	31.7907	31.7907
Os01g0597800	A4A49_30898	36.2173	35.7143
Os01g0597800	A4A49_34877	41.6499	42.6804
Os01g0597800	A4A49_34878	40.2414	41.4938
Os01g0597800	A4A49_38353	39.6378	41.0417
Os01g0597800	A4A49_57954	29.1751	40.6162
Os01g0598000	A4A49_23136	46.7391	27.1008
Os01g0598000	A4A49_30897	35.5072	19.7183
Os01g0598000	A4A49_30898	36.2319	19.8413
Os01g0598000	A4A49_34877	45.2899	25.7732
Os01g0598000	A4A49_34878	44.5652	25.5187
Os01g0598000	A4A49_38353	44.2029	25.4167
Os01g0598000	A4A49_57954	43.4783	33.6134
Os01g0598200	A4A49_16315	63.7615	64.6512
Os01g0598200	A4A49_22394	55.5046	57.8947
Os01g0598600	A4A49_22982	56.6	57.6375
Os01g0598600	A4A49_24178	49.8	53.2051
Os01g0599900	A4A49_29271	35.119	30.2564
Os01g0600000	A4A49_01584	69.6721	69.6721
Os01g0600000	A4A49_01585	69.6721	69.6721
Os01g0600000	A4A49_12655	67.2131	67.2131
Os01g0600000	A4A49_58114	65.5738	65.5738
Os01g0600200	A4A49_35214	75.9369	75.3425
Os01g0600200	A4A49_64565	78.8955	77.2201
Os01g0600300	A4A49_08870	27.8626	27.1881
Os01g0600300	A4A49_22540	26.7176	28.9256
Os01g0600300	A4A49_43309	13.7405	27.7992
Os01g0600400	A4A49_34407	53.3708	18.5366
Os01g0600500	A4A49_35216	50	35.0554
Os01g0600500	A4A49_36712	49.4737	35.0746
Os01g0600900	A4A49_39876	90.8046	88.764
Os01g0600900	A4A49_60962	89.6552	87.6404
Os01g0600900	A4A49_61087	89.272	80.0687
Os01g0600900	A4A49_64377	90.0383	88.015
Os01g0601000	A4A49_27392	55.5944	56.2832
Os01g0601000	A4A49_36670	53.1469	53.7102
Os01g0601625	A4A49_10913	25.3546	30.8522
Os01g0601625	A4A49_22066	24.5567	29.8491
Os01g0601625	A4A49_30122	23.8475	31.0624
Os01g0601675	A4A49_10913	32.8437	33.7648
Os01g0601675	A4A49_22066	32.2141	33.0819
Os01g0601675	A4A49_30122	30.8499	33.9492
Os01g0601700	A4A49_10913	34	23.8403
Os01g0601700	A4A49_22066	36.9231	25.8621
Os01g0601700	A4A49_30122	31.8462	23.903
Os01g0602200	A4A49_09541	47.2119	24.6602
Os01g0602200	A4A49_21442	54.6468	28.5992
Os01g0602200	A4A49_23631	51.3011	25.6506
Os01g0602200	A4A49_23694	55.3903	28.8201
Os01g0602200	A4A49_34397	52.7881	26.7925
Os01g0602400	A4A49_09541	44.486	46.2136
Os01g0602400	A4A49_21442	45.4206	47.2763
Os01g0602400	A4A49_23631	46.3551	46.0967
Os01g0602400	A4A49_23694	47.8505	49.5164
Os01g0602400	A4A49_34397	49.9065	50.3774
Os01g0602500	A4A49_09541	42.5258	32.0388
Os01g0602500	A4A49_21442	44.3299	33.463
Os01g0602500	A4A49_23631	41.4948	29.9256
Os01g0602500	A4A49_23694	43.8144	32.882
Os01g0602500	A4A49_34397	46.3918	33.9623
Os01g0602800	A4A49_32646	61.5487	64.7472
Os01g0602800	A4A49_37739	65.4206	65.9489
Os01g0603000	A4A49_15100	47.619	50
Os01g0603000	A4A49_19361	46.8254	49.1667
Os01g0603000	A4A49_25803	48.1481	49.3225
Os01g0603000	A4A49_30066	47.3545	47.861
Os01g0603800	A4A49_10913	26.3523	20.4962
Os01g0603800	A4A49_22066	26.7684	20.7974
Os01g0603800	A4A49_30122	26.3523	21.94
Os01g0605100	A4A49_25650	48.1236	42.4951
Os01g0605100	A4A49_25651	43.7086	40.9091
Os01g0605100	A4A49_32189	43.9294	41.0309
Os01g0605300	A4A49_04304	33.2734	31.8966
Os01g0605650	A4A49_21853	30.7798	32.5145
Os01g0605700	A4A49_03972	44.4882	48.4979
Os01g0605700	A4A49_09384	50.3937	53.5565
Os01g0605700	A4A49_13241	51.5748	55.5085
Os01g0606000	A4A49_03972	44.7876	49.7854
Os01g0606000	A4A49_09384	48.6486	52.7197
Os01g0606000	A4A49_13241	50.1931	55.0847
Os01g0606133	A4A49_13566	36.1446	32.6087
Os01g0607200	A4A49_09579	72.1805	74.7082
Os01g0607200	A4A49_32250	72.5564	74.5174
Os01g0607200	A4A49_38636	56.5789	66.5929
Os01g0607300	A4A49_40097	33.8983	36.5297
Os01g0607900	A4A49_37664	53.0702	55.0835
Os01g0609000	A4A49_10346	66.0082	67.4791
Os01g0609000	A4A49_10347	67.03	68.5237
Os01g0609200	A4A49_23886	68.4426	69.0083
Os01g0609200	A4A49_38659	67.1448	68.9341
Os01g0609200	A4A49_62654	62.3634	69.8012
