Gene stable ID	Triticum urartu gene stable ID	%id. target Triticum urartu gene identical to query gene	%id. query gene identical to target Triticum urartu gene
Os01g0502400	TRIUR3_20502	59.6939	78
Os01g0502700	TRIUR3_04190	45.2107	75.641
Os01g0502700	TRIUR3_05812	37.931	79.2
Os01g0502700	TRIUR3_06578	41.7625	78.4173
Os01g0502700	TRIUR3_06580	35.249	86.7924
Os01g0502700	TRIUR3_06581	50.9579	84.1772
Os01g0502700	TRIUR3_07419	45.5939	80.9524
Os01g0502700	TRIUR3_08621	45.2107	46.0938
Os01g0502700	TRIUR3_10044	46.7433	43.5714
Os01g0502700	TRIUR3_11525	50.5747	84.6154
Os01g0502700	TRIUR3_11526	50.5747	84.6154
Os01g0502700	TRIUR3_14372	39.8467	49.0566
Os01g0502700	TRIUR3_16210	40.2299	62.5
Os01g0502700	TRIUR3_18674	49.0421	82.0513
Os01g0502700	TRIUR3_23480	45.5939	81.5069
Os01g0502700	TRIUR3_27223	50.1916	83.9744
Os01g0502700	TRIUR3_34110	51.7241	87.0968
Os01g0502800	TRIUR3_06577	75.4717	19.3237
Os01g0503400	TRIUR3_20424	19.8182	38.1119
Os01g0503400	TRIUR3_20425	48.9091	69.8701
Os01g0504500	TRIUR3_29069	68.9243	72.9958
Os01g0504950	TRIUR3_12491	79.8246	86.6667
Os01g0505400	TRIUR3_12490	41.7722	58.5799
Os01g0505500	TRIUR3_09168	78.1481	79.0262
Os01g0505600	TRIUR3_28268	73.9336	50.1608
Os01g0505700	TRIUR3_26823	69.5431	43.6306
Os01g0506200	TRIUR3_22826	26.4501	51.3514
Os01g0507300	TRIUR3_26477	48.7973	79.3296
Os01g0507500	TRIUR3_33169	31.9749	52.3077
Os01g0507700	TRIUR3_05105	47.6821	60.5042
Os01g0507700	TRIUR3_22437	46.3576	73.6842
Os01g0507700	TRIUR3_29878	76.8212	73.8854
Os01g0507900	TRIUR3_29433	75.1592	86.4469
Os01g0509750	TRIUR3_14922	8.51064	3.83387
Os01g0509800	TRIUR3_14922	28.8136	10.8626
Os01g0509900	TRIUR3_13920	31.685	49.2878
Os01g0510100	TRIUR3_04435	93.5211	94.051
Os01g0510200	TRIUR3_13888	53.5088	38.8535
Os01g0510600	TRIUR3_23685	67.5926	67.1779
Os01g0510800	TRIUR3_28707	86.3216	62.4332
Os01g0511100	TRIUR3_19382	43.1138	70.5882
Os01g0511200	TRIUR3_00694	81.9549	81.9549
Os01g0511300	TRIUR3_15239	90.6494	90.6494
Os01g0511400	TRIUR3_32720	46.5517	47.3684
Os01g0511600	TRIUR3_05942	43.9516	23.3405
Os01g0512100	TRIUR3_27357	52.1092	76.9231
Os01g0512200	TRIUR3_34778	41.6931	72.6937
Os01g0513200	TRIUR3_20086	0	0
Os01g0513400	TRIUR3_28063	21.1382	60
Os01g0513700	TRIUR3_29102	76.1111	83.5366
Os01g0513800	TRIUR3_11160	20	36.2573
Os01g0513800	TRIUR3_26118	84.5161	84.5161
Os01g0513900	TRIUR3_10250	84.9057	88.3315
Os01g0513900	TRIUR3_31863	84.5912	63.2445
Os01g0514300	TRIUR3_19420	60.186	75.2643
Os01g0514300	TRIUR3_19421	18.0896	60.6232
Os01g0514450	TRIUR3_14194	64.9007	41.97
Os01g0514600	TRIUR3_14019	66.7626	77.592
Os01g0514700	TRIUR3_13995	74.1844	69.2715
Os01g0515300	TRIUR3_02682	60.8939	31.7476
Os01g0515300	TRIUR3_02683	51.7691	31.3063
Os01g0516600	TRIUR3_11708	69.9115	71.1712
Os01g0517800	TRIUR3_09966	67.2515	53.4884
Os01g0517800	TRIUR3_27842	39.1813	44.0789
Os01g0517900	TRIUR3_32752	38.1356	40.5405
Os01g0518000	TRIUR3_09966	60.3687	60.9302
Os01g0518000	TRIUR3_27842	39.6313	56.5789
Os01g0518500	TRIUR3_20114	68.567	74.2905
Os01g0518651	TRIUR3_05895	26.8886	23.1278
Os01g0518651	TRIUR3_08912	35.5954	26.2512
Os01g0518651	TRIUR3_20574	30.0896	22.8822
Os01g0518651	TRIUR3_20575	22.023	22.7815
Os01g0518651	TRIUR3_25639	34.0589	24.1818
Os01g0518651	TRIUR3_26950	35.2113	22.9741
Os01g0518651	TRIUR3_32112	0	0
Os01g0519100	TRIUR3_13334	73.8095	70.6553
Os01g0520500	TRIUR3_01507	25.8065	44.4444
Os01g0520500	TRIUR3_28627	45.1613	41.1765
Os01g0521400	TRIUR3_30979	82.7586	48.1203
Os01g0521500	TRIUR3_11510	71.8076	73.2656
Os01g0522100	TRIUR3_02409	32.381	3.28502
Os01g0523100	TRIUR3_29173	60.0962	64.2343
Os01g0523401	TRIUR3_16155	35.5372	58.1081
Os01g0523401	TRIUR3_32530	24.7934	37.037
Os01g0523800	TRIUR3_19253	11.8343	37.3832
Os01g0523800	TRIUR3_32213	33.432	29.7368
Os01g0524500	TRIUR3_30912	38.2353	91.4062
Os01g0524700	TRIUR3_33955	50.4717	68.0445
Os01g0526100	TRIUR3_10094	33.6957	78.9809
Os01g0526200	TRIUR3_10093	67.0644	64.1553
Os01g0526200	TRIUR3_33043	66.1098	70.1266
Os01g0527400	TRIUR3_34929	31.8323	49.1607
Os01g0527600	TRIUR3_00085	64.8604	76.7736
Os01g0527700	TRIUR3_22000	65.2874	78.453
Os01g0528000	TRIUR3_05491	63.5135	56.9697
Os01g0528000	TRIUR3_05492	2.7027	5.47945
Os01g0528800	TRIUR3_09930	74.1071	54.013
Os01g0528800	TRIUR3_11433	82.4405	83.9394
Os01g0528800	TRIUR3_31420	81.8452	79.4798
Os01g0529800	TRIUR3_12030	80.3347	77.4194
Os01g0530300	TRIUR3_13040	27.9412	17.4312
Os01g0530400	TRIUR3_19635	69.1892	47.0588
Os01g0530500	TRIUR3_00994	64.191	59.4595
Os01g0530500	TRIUR3_00995	61.5385	55.5024
Os01g0530500	TRIUR3_00996	56.2334	50.9615
Os01g0530500	TRIUR3_00997	60.2122	52.1839
Os01g0530500	TRIUR3_00998	60.2122	29.1774
Os01g0530500	TRIUR3_00999	56.4987	57.5676
Os01g0530500	TRIUR3_09968	46.9496	32.9609
Os01g0531000	TRIUR3_06099	52.7607	49.5677
Os01g0531000	TRIUR3_06101	48.4663	47.7341
Os01g0531000	TRIUR3_21950	51.5337	44.3272
Os01g0531200	TRIUR3_13241	60.4046	69.2053
Os01g0531400	TRIUR3_30516	88.4058	44.6069
Os01g0531500	TRIUR3_05519	67.9715	83.4061
Os01g0531500	TRIUR3_11391	80.7829	79.0941
Os01g0532200	TRIUR3_01681	77.5161	37.2812
Os01g0532200	TRIUR3_10137	1.2848	2.87081
Os01g0532300	TRIUR3_08605	22.4	41.4815
Os01g0532300	TRIUR3_13300	18.8	28.8344
Os01g0532300	TRIUR3_17723	24.4	31.1224
Os01g0532300	TRIUR3_17724	24.4	30.5
Os01g0532300	TRIUR3_33319	26.4	32.8358
Os01g0532700	TRIUR3_20356	34.7701	20.0331
Os01g0532800	TRIUR3_23988	46.875	29.4118
Os01g0532800	TRIUR3_29350	62.5	33.7838
Os01g0533000	TRIUR3_04426	90.7264	30.9926
Os01g0533000	TRIUR3_09588	0	0
Os01g0533000	TRIUR3_09589	4.79134	4.047
Os01g0533000	TRIUR3_09591	61.2056	66.8919
Os01g0533000	TRIUR3_23553	0	0
Os01g0533100	TRIUR3_04426	70.9052	17.3706
Os01g0533100	TRIUR3_09588	34.9138	57.4468
Os01g0533100	TRIUR3_09589	1.2931	0.78329
Os01g0533100	TRIUR3_09591	0.862069	0.675676
Os01g0533100	TRIUR3_23553	49.3534	47.412
Os01g0533400	TRIUR3_23261	63.9661	76.3348
Os01g0534700	TRIUR3_03425	75.4973	73.1173
Os01g0534800	TRIUR3_30051	87.8735	84.0336
Os01g0534900	TRIUR3_24212	69.9219	87.7451
Os01g0534900	TRIUR3_24213	15.7552	87.0504
Os01g0538000	TRIUR3_02365	42.3077	43.0435
Os01g0539900	TRIUR3_02365	32.8042	26.9565
Os01g0541600	TRIUR3_06099	54.9618	62.2478
Os01g0541600	TRIUR3_06101	52.4173	62.2356
Os01g0541600	TRIUR3_21950	52.1628	54.0897
Os01g0541800	TRIUR3_19877	67.4897	80
Os01g0541900	TRIUR3_22958	16.2861	61.1429
Os01g0541900	TRIUR3_22959	58.4475	67.3684
Os01g0542000	TRIUR3_02854	33.0159	88.1356
Os01g0542700	TRIUR3_24759	27.4725	51.0204
Os01g0543100	TRIUR3_30069	82.6471	83.631
Os01g0543400	TRIUR3_26412	28.8	19.6721
Os01g0544450	TRIUR3_32016	74.2459	92.6194
Os01g0545900	TRIUR3_15047	70.4778	74.2806
Os01g0546100	TRIUR3_15563	40.3955	50.1754
Os01g0546100	TRIUR3_15564	51.6949	53.3528
Os01g0546100	TRIUR3_24256	33.8983	43.0108
Os01g0546100	TRIUR3_24604	51.4124	52
Os01g0546250	TRIUR3_31144	33.6735	22.449
Os01g0546400	TRIUR3_15563	42.1512	50.8772
Os01g0546400	TRIUR3_15564	57.2674	57.4344
Os01g0546400	TRIUR3_24256	38.3721	47.3118
Os01g0546400	TRIUR3_24604	55.2326	54.2857
Os01g0546500	TRIUR3_16748	71.0526	58.8378
Os01g0546700	TRIUR3_16749	75.1678	78.185
Os01g0546800	TRIUR3_15419	67.8571	55.6306
Os01g0546900	TRIUR3_03448	29.5285	54.0909
Os01g0546900	TRIUR3_03449	37.2208	64.3777
Os01g0547000	TRIUR3_05319	66.0773	65.7143
Os01g0547133	TRIUR3_28546	46.5779	39.58
Os01g0547200	TRIUR3_17456	2.13723	5.09383
Os01g0547600	TRIUR3_29876	36.2887	77.8761
Os01g0548600	TRIUR3_09026	82.7004	51.1749
Os01g0548750	TRIUR3_09026	6.25	4.96084
Os01g0548900	TRIUR3_26747	20.5405	18.0952
Os01g0549200	TRIUR3_33257	80.1653	43.8253
Os01g0549300	TRIUR3_23009	6.56371	26.5625
Os01g0549400	TRIUR3_31585	67.803	55.9958
Os01g0549500	TRIUR3_31220	61.2094	84.8671
Os01g0549700	TRIUR3_31781	89.5833	84.8684
Os01g0550000	TRIUR3_31781	89.5833	84.8684
Os01g0550100	TRIUR3_31937	76.3713	70.7031
Os01g0550200	TRIUR3_27944	76.1092	45.5102
Os01g0550800	TRIUR3_04815	61.33	58.1776
Os01g0550900	TRIUR3_04815	53.4783	28.7383
Os01g0551400	TRIUR3_12250	48.3517	70.9677
Os01g0551800	TRIUR3_01529	65.6347	59.7183
Os01g0551800	TRIUR3_14475	55.418	66.0517
Os01g0551900	TRIUR3_17426	0	0
Os01g0551900	TRIUR3_17427	45.9459	22.5253
Os01g0551900	TRIUR3_17428	19.5548	82.5503
Os01g0552000	TRIUR3_17426	13.1206	4.72542
Os01g0552000	TRIUR3_17427	54.6099	12.0031
Os01g0552000	TRIUR3_17428	0.70922	1.34228
Os01g0552300	TRIUR3_22172	20.8226	35.6828
Os01g0553400	TRIUR3_18564	31.524	31.9915
Os01g0555100	TRIUR3_16750	71.223	73.3333
Os01g0555100	TRIUR3_26972	58.9928	71.3043
Os01g0555300	TRIUR3_26100	64.4628	45.2174
Os01g0555800	TRIUR3_30388	83.4711	39.1473
Os01g0556201	TRIUR3_18553	72.1088	72.1088
Os01g0556400	TRIUR3_18552	81.5789	80.7292
Os01g0556650	TRIUR3_15582	12.5227	41.3174
Os01g0557500	TRIUR3_25522	67.184	68.7075
Os01g0557550	TRIUR3_25523	78.5714	57.8947
Os01g0558200	TRIUR3_19728	47.3071	79.8526
Os01g0558200	TRIUR3_19729	17.9039	76.3975
Os01g0558300	TRIUR3_23714	72.0648	53.6145
Os01g0558500	TRIUR3_33171	50.5168	49.1824
Os01g0558600	TRIUR3_35194	94.0594	59.9369
Os01g0558700	TRIUR3_15887	41.0853	37.5887
Os01g0558800	TRIUR3_19412	37.3665	86.0656
Os01g0558850	TRIUR3_26510	0	0
Os01g0558850	TRIUR3_26511	70.3148	42.1005
Os01g0559000	TRIUR3_32614	94.6078	94.6078
Os01g0559100	TRIUR3_18127	79.0588	76.7123
Os01g0559200	TRIUR3_25491	63.4058	67.5676
Os01g0559300	TRIUR3_35228	44.6154	37.6623
Os01g0559500	TRIUR3_34038	79.8462	68.9243
Os01g0559600	TRIUR3_14923	76.4471	86.8481
Os01g0559600	TRIUR3_23422	71.8563	85.3081
Os01g0559600	TRIUR3_27388	40.3194	90.1786
Os01g0560200	TRIUR3_18054	81.448	72.5806
Os01g0564600	TRIUR3_26357	31.738	26.3598
Os01g0565600	TRIUR3_18053	58.0311	63.6364
Os01g0565800	TRIUR3_33980	81.1765	77.095
Os01g0566050	TRIUR3_19149	36.9004	15.6495
Os01g0566100	TRIUR3_19149	33.3333	20.6573
Os01g0566500	TRIUR3_34284	73.0072	74.4917
Os01g0566800	TRIUR3_28638	37.1245	73.3051
Os01g0566900	TRIUR3_33970	78.635	85.4839
Os01g0570500	TRIUR3_22883	72.2458	65.2008
Os01g0570700	TRIUR3_35237	92.3313	26.1285
Os01g0570800	TRIUR3_21868	66.9596	66.0312
Os01g0571000	TRIUR3_20646	91.4706	91.7404
Os01g0571100	TRIUR3_20647	35.8824	25.4167
Os01g0571166	TRIUR3_20647	61.2613	28.3333
Os01g0571200	TRIUR3_29444	76.0274	72.549
Os01g0571800	TRIUR3_27588	42.4	46.4912
Os01g0572100	TRIUR3_19274	64.9123	24.1436
Os01g0572200	TRIUR3_21237	24.3094	40.7407
Os01g0572300	TRIUR3_35215	47.486	63.9098
Os01g0574400	TRIUR3_14253	78.9845	66.4294
Os01g0574500	TRIUR3_14253	84.0559	71.293
Os01g0574600	TRIUR3_14252	84.4575	81.3559
Os01g0574800	TRIUR3_35042	55.6701	71.3656
Os01g0575000	TRIUR3_20545	81.8859	76.5661
Os01g0575200	TRIUR3_20544	31.7181	49.1468
Os01g0575500	TRIUR3_14216	16.3621	63.754
Os01g0575500	TRIUR3_14217	58.9701	91.0256
Os01g0576100	TRIUR3_35186	42.0382	27.6151
Os01g0577300	TRIUR3_35186	52.459	13.3891
Os01g0578000	TRIUR3_34347	36.6762	64.6465
Os01g0578200	TRIUR3_00344	56.875	22.0339
Os01g0578200	TRIUR3_30907	56.875	22.0339
Os01g0579600	TRIUR3_32610	69.7248	52.0548
Os01g0579600	TRIUR3_32681	69.7248	50.165
Os01g0579800	TRIUR3_21318	75	61.0169
Os01g0579900	TRIUR3_29702	70.5455	73.7643
Os01g0580100	TRIUR3_01682	54.2495	78.9474
Os01g0580150	TRIUR3_06242	3.05344	3.30579
Os01g0580150	TRIUR3_13443	8.77863	13.8554
Os01g0580200	TRIUR3_33713	85.4897	87.6084
Os01g0580500	TRIUR3_35049	54.4872	63.6704
Os01g0581400	TRIUR3_14728	75.817	72.0497
Os01g0581900	TRIUR3_11795	37.8882	20.1987
Os01g0582400	TRIUR3_14726	59.9198	71.3604
Os01g0583100	TRIUR3_33059	88.8889	73.4864
Os01g0583200	TRIUR3_32500	74.0132	50
Os01g0584100	TRIUR3_28400	76.4151	24.6951
Os01g0584200	TRIUR3_10824	71.8141	66.7131
Os01g0584250	TRIUR3_10825	75.5245	68.7898
Os01g0584800	TRIUR3_24020	65.7143	1.72608
Os01g0584900	TRIUR3_24021	39.8374	48.0392
Os01g0585100	TRIUR3_33110	72.2372	52.2417
Os01g0585300	TRIUR3_32760	73.7968	73.0159
Os01g0585600	TRIUR3_26441	65.8394	72.16
Os01g0585700	TRIUR3_26440	78.5872	43.0993
Os01g0586600	TRIUR3_34291	83.7104	35.5086
Os01g0587000	TRIUR3_14497	90.0285	78.803
Os01g0587300	TRIUR3_25394	15.8333	53.605
Os01g0587400	TRIUR3_29136	49.4133	60.8347
Os01g0588000	TRIUR3_14496	36.4312	38.4314
Os01g0588200	TRIUR3_14495	92	92
Os01g0588500	TRIUR3_28811	84.8178	82.9703
Os01g0588700	TRIUR3_16851	51.8182	55.8824
Os01g0588700	TRIUR3_17646	64.5455	61.2069
Os01g0588700	TRIUR3_21866	53.9394	77.3913
Os01g0588800	TRIUR3_21352	76.7857	69.1071
Os01g0588900	TRIUR3_21353	83.0579	85.8974
Os01g0589000	TRIUR3_08673	27.3973	77.4194
Os01g0589300	TRIUR3_08672	75.3333	59.6306
Os01g0589500	TRIUR3_28509	68	83.9506
Os01g0589700	TRIUR3_18901	80.1932	53.5484
Os01g0589800	TRIUR3_18575	84.058	32.0442
Os01g0589900	TRIUR3_18576	78.8889	80.5293
Os01g0590100	TRIUR3_12854	17.1315	10.804
Os01g0590100	TRIUR3_29376	15.1394	8.8993
Os01g0590100	TRIUR3_33974	16.3347	8.85529
Os01g0590200	TRIUR3_27736	38.0711	30.6748
Os01g0590200	TRIUR3_30035	45.9391	35.9127
Os01g0590200	TRIUR3_30629	35.2792	39.9425
Os01g0590200	TRIUR3_34590	22.8426	46.6321
Os01g0590800	TRIUR3_12854	15.0215	8.79397
Os01g0590800	TRIUR3_29376	14.5923	7.96253
Os01g0590800	TRIUR3_33974	13.7339	6.91145
Os01g0590900	TRIUR3_30116	32.4742	53.617
Os01g0591000	TRIUR3_22987	86.8526	87.2
Os01g0591300	TRIUR3_17480	85.4043	87.2984
Os01g0591300	TRIUR3_20636	78.3037	54.161
Os01g0592900	TRIUR3_29609	61.3412	50.5691
Os01g0593000	TRIUR3_22438	4.18118	0.490196
Os01g0593000	TRIUR3_22439	60.2787	96.648
Os01g0593100	TRIUR3_23479	42.4658	57.0552
Os01g0593600	TRIUR3_27174	48.0263	53.2847
Os01g0593900	TRIUR3_15787	35.6757	41.5094
Os01g0594500	TRIUR3_09981	44.2708	37.7778
Os01g0594800	TRIUR3_07352	28.2528	24.2812
Os01g0595001	TRIUR3_09983	54.2857	52.7778
Os01g0595100	TRIUR3_26977	67.971	49.5772
Os01g0595400	TRIUR3_33232	50.625	94.186
Os01g0596300	TRIUR3_05716	30.3797	36.3636
Os01g0596300	TRIUR3_07160	38.1857	43.6145
Os01g0597600	TRIUR3_15721	78.5377	77.2622
Os01g0597800	TRIUR3_00852	61.5694	62.7049
Os01g0597800	TRIUR3_05641	62.7767	45.3488
Os01g0597800	TRIUR3_06796	62.173	65.3277
Os01g0597800	TRIUR3_10739	53.1187	56.7742
Os01g0597800	TRIUR3_15301	70.825	70.4
Os01g0597800	TRIUR3_16837	65.1911	66.9421
Os01g0597800	TRIUR3_23679	49.497	63.5659
Os01g0597800	TRIUR3_29305	50.7042	70.7865
Os01g0597800	TRIUR3_32183	56.9417	64.1723
Os01g0597800	TRIUR3_32930	56.5392	63.0045
Os01g0598000	TRIUR3_00852	60.8696	34.4262
Os01g0598000	TRIUR3_05641	67.3913	27.0349
Os01g0598000	TRIUR3_06796	65.5797	38.2664
Os01g0598000	TRIUR3_10739	66.3043	39.3548
Os01g0598000	TRIUR3_15301	68.1159	37.6
Os01g0598000	TRIUR3_16837	64.1304	36.5702
Os01g0598000	TRIUR3_23679	62.3188	44.4444
Os01g0598000	TRIUR3_29305	31.8841	24.7191
Os01g0598000	TRIUR3_32183	65.2174	40.8163
Os01g0598000	TRIUR3_32930	48.1884	29.8206
Os01g0598400	TRIUR3_23874	41.1197	43.2049
Os01g0598400	TRIUR3_26035	41.5058	46.4363
Os01g0598400	TRIUR3_33589	22.0077	30.8108
Os01g0598600	TRIUR3_31274	44.8	63.6364
Os01g0598900	TRIUR3_14565	83.0769	83.0769
Os01g0599900	TRIUR3_26351	47.0238	53.8636
Os01g0600000	TRIUR3_26350	87.7049	54.5918
Os01g0600200	TRIUR3_27432	82.643	71.1375
Os01g0600300	TRIUR3_14570	77.8626	83.4356
Os01g0600400	TRIUR3_14571	78.3708	34.7015
Os01g0600500	TRIUR3_14572	54.7368	43.5146
Os01g0600900	TRIUR3_03906	36.0153	56.6265
Os01g0600900	TRIUR3_29711	93.1034	85.2632
Os01g0601000	TRIUR3_27155	66.6084	53.7377
Os01g0601200	TRIUR3_24770	73.3333	40.5449
Os01g0601625	TRIUR3_12130	56.7376	45.0704
Os01g0601625	TRIUR3_13233	49.2908	58.9608
Os01g0601625	TRIUR3_18451	49.1135	59.2513
Os01g0601675	TRIUR3_17471	57.1878	56.6528
Os01g0601675	TRIUR3_18858	58.8667	55.1622
Os01g0601675	TRIUR3_19769	58.7618	51.9963
Os01g0601675	TRIUR3_27953	57.9224	57.6803
Os01g0601675	TRIUR3_35422	27.8069	60.9195
Os01g0602200	TRIUR3_06683	0	0
Os01g0602200	TRIUR3_15708	73.9777	37.7609
Os01g0602400	TRIUR3_06683	30.4673	62.6923
Os01g0602400	TRIUR3_15708	68.4112	69.4497
Os01g0602500	TRIUR3_06683	41.2371	61.5385
Os01g0602500	TRIUR3_15708	64.9485	47.8178
Os01g0602800	TRIUR3_32525	77.7036	59.5092
Os01g0603100	TRIUR3_00772	52.2769	45.628
Os01g0603100	TRIUR3_02174	51.0018	35.1759
Os01g0603100	TRIUR3_02175	50.2732	33.6175
Os01g0603100	TRIUR3_02176	15.1184	34.0164
Os01g0603100	TRIUR3_02810	48.816	29.0043
Os01g0603100	TRIUR3_06134	53.5519	31.6469
Os01g0603100	TRIUR3_08139	49.9089	41.9602
Os01g0603100	TRIUR3_14499	54.827	30.8402
Os01g0603100	TRIUR3_14517	19.3078	47.3214
Os01g0603100	TRIUR3_14518	46.2659	29.9175
Os01g0603100	TRIUR3_14980	41.8944	24.6781
Os01g0603100	TRIUR3_24380	25.3188	49.2908
Os01g0603100	TRIUR3_25430	52.459	25.1748
Os01g0603100	TRIUR3_25431	18.9435	22.3176
Os01g0603100	TRIUR3_27261	50.6375	30.1518
Os01g0603100	TRIUR3_35408	36.9763	24.4284
Os01g0603300	TRIUR3_35146	22.9236	54.7619
Os01g0603500	TRIUR3_03267	39.6996	37.2984
Os01g0603500	TRIUR3_05691	42.0601	21.0526
Os01g0603500	TRIUR3_27366	11.3734	43.8017
Os01g0603800	TRIUR3_19486	37.7254	29.3736
Os01g0603800	TRIUR3_19487	42.5798	30.6693
Os01g0603800	TRIUR3_23721	37.448	30
Os01g0603800	TRIUR3_34410	43.828	32.212
Os01g0604500	TRIUR3_31124	46.5863	52.4887
Os01g0604700	TRIUR3_33427	43.5028	78.1726
Os01g0605100	TRIUR3_18134	89.404	83.5052
Os01g0605400	TRIUR3_18135	61.3815	59.6947
Os01g0605500	TRIUR3_18136	61.5979	85.9712
Os01g0605650	TRIUR3_22211	61.4227	53.9016
Os01g0605700	TRIUR3_00340	61.0236	79.0816
Os01g0605700	TRIUR3_13097	67.7165	62.7737
Os01g0605700	TRIUR3_13098	68.5039	70.7317
Os01g0605700	TRIUR3_14188	75.1969	77.3279
Os01g0605700	TRIUR3_28543	37.7953	48.2412
Os01g0605700	TRIUR3_31965	44.0945	71.7949
Os01g0605700	TRIUR3_32078	39.7638	71.1268
Os01g0605700	TRIUR3_33880	60.6299	56.4103
Os01g0605700	TRIUR3_33918	73.622	75.7085
Os01g0605700	TRIUR3_34859	63.7795	61.3636
Os01g0606000	TRIUR3_00340	60.2317	79.5918
Os01g0606000	TRIUR3_13097	66.7954	63.1387
Os01g0606000	TRIUR3_13098	67.5676	71.1382
Os01g0606000	TRIUR3_14188	73.3591	76.9231
Os01g0606000	TRIUR3_28543	37.4517	48.7437
Os01g0606000	TRIUR3_31965	43.2432	71.7949
Os01g0606000	TRIUR3_32078	38.9961	71.1268
Os01g0606000	TRIUR3_33880	59.4595	56.4103
Os01g0606000	TRIUR3_33918	72.973	76.5182
Os01g0606000	TRIUR3_34859	63.7066	62.5
Os01g0606050	TRIUR3_05794	78.6885	66.2069
Os01g0606050	TRIUR3_34650	92.6229	87.5969
Os01g0606900	TRIUR3_25341	52.7919	40.9449
Os01g0607200	TRIUR3_08549	83.8346	55.611
Os01g0607200	TRIUR3_31422	86.0902	68.5629
Os01g0607300	TRIUR3_27211	50.8475	25.4237
Os01g0607400	TRIUR3_23202	86.1872	76.1857
Os01g0607600	TRIUR3_31752	63.0435	49.498
Os01g0607800	TRIUR3_34360	76.5579	44.7917
Os01g0607900	TRIUR3_27328	67.3977	68.9088
Os01g0608300	TRIUR3_09407	13.9785	28.0172
Os01g0608400	TRIUR3_15604	20	20
Os01g0609300	TRIUR3_24438	79.9691	78.6312
Os01g0609900	TRIUR3_03517	86.2392	86.1151
Os01g0609900	TRIUR3_34762	84.5821	85.5062
Os01g0610100	TRIUR3_28792	92.6136	92.0904
Os01g0610400	TRIUR3_20927	53.6313	47.0588
Os01g0610500	TRIUR3_20926	91.0959	88.9632
Os01g0610600	TRIUR3_32569	58.361	52.8056
Os01g0610700	TRIUR3_23047	52.1036	44.4751
Os01g0611000	TRIUR3_29087	74.2627	82.4405
Os01g0611900	TRIUR3_26094	60.625	73.1523
Os01g0611950	TRIUR3_26095	53.1915	56.1798
Os01g0612200	TRIUR3_33106	43.1953	47.0968
Os01g0612500	TRIUR3_19963	59.2593	69.9029
Os01g0612600	TRIUR3_33084	73.3129	75.3943
Os01g0612700	TRIUR3_35201	26.3098	27.4673
Os01g0612800	TRIUR3_30448	81.7391	86.2385
Os01g0612900	TRIUR3_32648	59.8039	79.2208
Os01g0613100	TRIUR3_17788	42.7365	78.0864
Os01g0613100	TRIUR3_33164	66.2162	69.5035
Os01g0613300	TRIUR3_11743	42.3077	48.3517
Os01g0613500	TRIUR3_14690	52.2222	61.8421
Os01g0613500	TRIUR3_25088	65	66.8571
Os01g0613500	TRIUR3_25089	43.8889	67.5214
Os01g0613900	TRIUR3_11740	76	88.4804
Os01g0614300	TRIUR3_16646	63.2568	59.8814
Os01g0614500	TRIUR3_24970	68.6801	86.9688
Os01g0614700	TRIUR3_32641	56.129	63.2727
Os01g0614900	TRIUR3_32298	72.7447	74.2409
Os01g0615100	TRIUR3_07544	62.5	66.1765
Os01g0615100	TRIUR3_07545	61.1111	65.6716
Os01g0615200	TRIUR3_02325	39.0135	47.8022
Os01g0615200	TRIUR3_07385	47.7578	54.6154
Os01g0615200	TRIUR3_16959	56.9507	75.8209
Os01g0615200	TRIUR3_24210	46.4126	67.8689
Os01g0615200	TRIUR3_26564	45.5157	82.5203
Os01g0615300	TRIUR3_07748	34.9057	76.2887
Os01g0616100	TRIUR3_33499	84.2177	53.3621
Os01g0616400	TRIUR3_27404	59.9567	44.1786
Os01g0616500	TRIUR3_05655	69.7842	86.6071
Os01g0616500	TRIUR3_21402	73.0216	69.0476
Os01g0616600	TRIUR3_34871	58.9947	65.3959
Os01g0616900	TRIUR3_19928	79.113	89.6272
Os01g0617500	TRIUR3_30791	83.1683	73.1141
Os01g0617600	TRIUR3_19427	42.1569	83.0116
Os01g0617650	TRIUR3_22906	30	26.8156
Os01g0617700	TRIUR3_35356	37.9928	50.6369
Os01g0617800	TRIUR3_28201	75.2747	76.5363
Os01g0617900	TRIUR3_01566	54.6032	38.0531
Os01g0618000	TRIUR3_07302	15.7895	63.1579
Os01g0618000	TRIUR3_07303	20.0658	64.2105
Os01g0618000	TRIUR3_13630	45.3947	69.697
Os01g0618000	TRIUR3_19332	36.8421	52.3364
Os01g0618000	TRIUR3_21163	37.1711	48.9177
Os01g0618000	TRIUR3_24024	16.4474	52.0833
Os01g0618000	TRIUR3_28565	21.3816	37.1429
Os01g0618100	TRIUR3_25949	86.3372	86.5889
Os01g0618100	TRIUR3_26815	86.6279	87.39
Os01g0618300	TRIUR3_03865	23.4043	21.215
Os01g0618500	TRIUR3_15529	73.1343	83.2272
Os01g0618700	TRIUR3_15528	68.9394	52.7536
Os01g0618800	TRIUR3_15527	80.5195	38.9325
Os01g0618900	TRIUR3_34408	66.5653	81.4126
Os01g0619000	TRIUR3_10840	74.5487	69.6459
Os01g0619800	TRIUR3_10841	1.95122	1.32013
Os01g0620100	TRIUR3_10843	77.1605	62.1891
Os01g0620900	TRIUR3_11126	44.9275	20.3947
Os01g0621200	TRIUR3_28223	67.8643	87.8553
