Gene stable ID	Vitis vinifera gene stable ID	%id. target Vitis vinifera gene identical to query gene	%id. query gene identical to target Vitis vinifera gene
Os02g0817000	VIT_04s0023g00030	11.8119	16.5862
Os02g0817200	VIT_12s0028g01340	73.6	73.0159
Os02g0817500	VIT_05s0051g00650	85.9756	85.9756
Os02g0817600	VIT_05s0049g01970	44.8399	39.2523
Os02g0817600	VIT_07s0005g04380	43.7722	40.1961
Os02g0817700	VIT_07s0005g05610	72.7679	73.5892
Os02g0817800	VIT_13s0019g01670	34.4392	30.9659
Os02g0817900	VIT_04s0023g00080	67.8072	68.3386
Os02g0818700	VIT_03s0017g01120	59.1772	51.3736
Os02g0818700	VIT_06s0061g00490	58.5443	58.9172
Os02g0819000	VIT_06s0061g00440	35.9477	17.5719
Os02g0819000	VIT_08s0040g01370	34.6405	15.3623
Os02g0819100	VIT_13s0019g04670	48.1618	47.4638
Os02g0819200	VIT_13s0019g04650	46.8085	45.1282
Os02g0819300	VIT_13s0019g04640	39.8098	28.5575
Os02g0819400	VIT_06s0061g00280	63.7956	60.4426
Os02g0819400	VIT_08s0040g01610	57.3723	57.9646
Os02g0819500	VIT_06s0004g02480	53	44.9153
Os02g0819600	VIT_08s0040g01570	40.5152	50.1449
Os02g0819600	VIT_08s0040g01580	23.4192	59.8802
Os02g0819600	VIT_13s0019g04610	64.8712	64.5688
Os02g0819700	VIT_13s0019g04580	48.9362	47.9167
Os02g0819900	VIT_06s0004g02530	38.4434	34.7548
Os02g0819900	VIT_13s0019g04550	41.2736	38.8889
Os02g0820200	VIT_07s0005g03120	23.125	28.0303
Os02g0820300	VIT_07s0005g03110	52.818	50.6955
Os02g0820500	VIT_07s0005g03030	49.0741	54.359
Os02g0820600	VIT_14s0081g00680	56.1743	57.0025
Os02g0820700	VIT_05s0051g00940	72.1311	72.1311
Os02g0820700	VIT_07s0005g02990	77.0492	76.4228
Os02g0820900	VIT_05s0049g00090	46.89	51.3089
Os02g0820900	VIT_14s0081g00630	46.6507	51.3158
Os02g0821200	VIT_04s0008g00790	69.5652	44.4444
Os02g0821200	VIT_09s0002g02560	73.913	45.6376
Os02g0821600	VIT_15s0046g01800	52.7495	53.6232
Os02g0821600	VIT_16s0050g00900	45.8248	46.0123
Os02g0821600	VIT_16s0050g00910	47.6578	47.8528
Os02g0821600	VIT_16s0050g00930	47.2505	47.0588
Os02g0821800	VIT_16s0050g00880	89.7959	69.6203
Os02g0821900	VIT_15s0046g02370	28.5223	22.7397
Os02g0822000	VIT_02s0025g03290	45.0935	40.2923
Os02g0822000	VIT_16s0050g00790	45.0935	43.0804
Os02g0822300	VIT_13s0019g05360	61.9318	61.0644
Os02g0822400	VIT_13s0019g05230	20.5696	30.0926
Os02g0822400	VIT_13s0019g05240	30.8544	34.8837
Os02g0822500	VIT_08s0007g04700	71.7233	70.5251
Os02g0822600	VIT_06s0061g00770	64.7059	62.0513
Os02g0822800	VIT_11s0052g00720	1.34875	5.51181
Os02g0822800	VIT_13s0019g05290	52.2158	53.3465
Os02g0822900	VIT_15s0046g02480	33.7182	33.1442
Os02g0822900	VIT_16s0050g00690	30.254	31.1905
Os02g0823000	VIT_02s0025g03400	72.1101	71.7153
Os02g0823100	VIT_13s0067g00220	85.7639	86.3636
Os02g0823200	VIT_02s0025g00080	58.3333	57.8512
Os02g0823300	VIT_06s0061g00860	31.4324	29.1872
Os02g0823300	VIT_13s0019g05390	43.2361	37.7752
Os02g0823400	VIT_08s0007g04520	58.6301	59.7765
Os02g0823600	VIT_08s0007g04900	57.6471	58.3333
Os02g0823700	VIT_06s0061g00550	52.2936	58.7629
Os02g0823700	VIT_08s0007g04950	56.5749	63.1399
Os02g0823800	VIT_06s0061g00740	46.2738	43.2389
Os02g0823900	VIT_08s0007g04770	31.3953	39.1304
Os02g0824000	VIT_16s0013g00200	38.3708	45.0314
Os02g0824100	VIT_16s0050g00480	51.9774	53.3849
Os02g0824300	VIT_02s0025g03580	37.3096	42.4855
Os02g0824300	VIT_15s0046g02930	40.1015	45.7971
Os02g0824400	VIT_15s0046g02920	69.6203	67.9012
Os02g0824700	VIT_05s0062g00210	91.5385	91.5385
Os02g0826100	VIT_02s0025g03950	56.2269	60.4775
Os02g0826100	VIT_06s0004g07260	11.344	57.5
Os02g0826200	VIT_15s0046g03700	70.347	70.1258
Os02g0826500	VIT_02s0025g02160	77.7457	75.1397
Os02g0826600	VIT_19s0014g03000	64.6758	64.8973
Os02g0826700	VIT_19s0014g03000	0	0
Os02g0827100	VIT_00s0264g00040	85	11.8056
Os02g0827200	VIT_01s0026g01960	64.8084	30.9484
Os02g0827300	VIT_00s0818g00010	36.7698	78.1022
Os02g0827400	VIT_05s0062g01310	56.051	26.6667
Os02g0827400	VIT_12s0059g01800	53.5032	26.4151
Os02g0827500	VIT_16s0039g00080	23.3494	31.7287
Os02g0827500	VIT_16s0039g00150	20.2899	38.1818
Os02g0827600	VIT_10s0071g01140	63.7681	59.2593
Os02g0827900	VIT_14s0083g00550	46.7241	45.9322
Os02g0828100	VIT_10s0071g00890	60.5634	51.3126
Os02g0828200	VIT_10s0071g00810	61.5752	60.5634
Os02g0828200	VIT_10s0071g00840	61.8138	60.7981
Os02g0828200	VIT_10s0071g00850	52.2673	55.7252
Os02g0828500	VIT_10s0071g00810	56.5217	54.9296
Os02g0828500	VIT_10s0071g00840	56.7633	55.1643
Os02g0828500	VIT_10s0071g00850	50.4831	53.1807
Os02g0828566	VIT_10s0042g00170	60.1695	55.6863
Os02g0828900	VIT_10s0116g00960	34.9749	50.0719
Os02g0829100	VIT_04s0008g02570	35.8423	37.3134
Os02g0829100	VIT_11s0052g00850	37.9928	38.2671
Os02g0829200	VIT_01s0010g01430	68.2927	50.3748
Os02g0829400	VIT_01s0010g01450	32.6941	54.9923
Os02g0829600	VIT_01s0010g01230	56.5134	49.9154
Os02g0829800	VIT_01s0010g01460	35.6974	39.1192
Os02g0829900	VIT_00s0211g00050	40.6977	64.8148
Os02g0830000	VIT_00s0270g00090	45.6	44.5312
Os02g0830100	VIT_00s0211g00060	70.1299	56.3087
Os02g0830100	VIT_06s0061g01070	62.5974	69.5527
Os02g0830100	VIT_18s0166g00140	6.75325	49.5238
Os02g0830801	VIT_14s0083g00750	77.8344	28.4318
Os02g0830900	VIT_14s0083g00750	65.4255	11.4472
Os02g0831100	VIT_01s0010g01770	26.7352	13.5065
Os02g0831200	VIT_05s0102g00430	42.7653	41.5625
Os02g0831300	VIT_04s0079g00840	66.8605	59.1767
Os02g0831300	VIT_13s0175g00180	69.186	66.8539
Os02g0831400	VIT_18s0001g06600	44.2786	26.8882
Os02g0831500	VIT_04s0079g00230	66.6667	66.588
Os02g0831500	VIT_17s0053g00700	68.2033	63.6865
Os02g0831600	VIT_17s0053g00680	73.7883	68.7558
Os02g0831600	VIT_19s0014g01840	58.3581	75.9331
Os02g0831700	VIT_11s0016g02570	57.2464	52.3179
Os02g0831800	VIT_11s0037g00340	58.7302	60.3261
Os02g0832100	VIT_07s0031g02270	59.9099	35.8491
Os02g0832200	VIT_18s0122g00880	33.5135	37.1257
Os02g0832400	VIT_06s0004g01270	76.3018	36.558
Os02g0832400	VIT_13s0156g00210	71.0946	34.3782
Os02g0832400	VIT_15s0024g01490	20.2976	49.4819
Os02g0832500	VIT_06s0004g01270	81.672	12.9328
Os02g0832500	VIT_13s0156g00210	77.492	12.3844
Os02g0832500	VIT_15s0024g01490	2.57235	2.07254
Os02g0832600	VIT_06s0004g01210	40.7407	43.0723
Os02g0832600	VIT_13s0156g00220	43.5897	43.4659
Os02g0832700	VIT_08s0007g06550	59.7826	42.5258
Os02g0832800	VIT_00s0585g00030	69.9095	70.3872
Os02g0832800	VIT_00s0972g00010	18.7783	87.3684
Os02g0833050	VIT_03s0038g03740	38.2393	37.4663
Os02g0833300	VIT_05s0029g01060	50	47.2941
Os02g0833300	VIT_15s0021g02790	45.5224	50.2747
Os02g0833400	VIT_18s0001g00090	65.1786	65.9639
Os02g0833500	VIT_06s0009g00990	31.3253	33.2907
Os02g0833900	VIT_00s0510g00030	45.7055	59.8394
Os02g0833900	VIT_00s1677g00010	49.6933	60.223
Os02g0834300	VIT_15s0021g00880	41.3043	40.7725
Os02g0834700	VIT_03s0038g00740	64.0668	64.4258
Os03g0100010	VIT_08s0007g01600	20.354	13.9959
Os03g0100020	VIT_02s0012g01410	59.854	60.9665
Os03g0100030	VIT_02s0012g01220	60.2632	62.3978
Os03g0100050	VIT_02s0012g00590	38.3562	14.6214
Os03g0100200	VIT_16s0013g00240	48.7685	47.1429
Os03g0100300	VIT_00s0208g00100	8.76133	27.3585
Os03g0100300	VIT_02s0236g00040	53.4743	51.3043
Os03g0100300	VIT_03s0063g00440	10.8761	32.7273
Os03g0100300	VIT_15s0021g01210	50.1511	49.1124
Os03g0100400	VIT_00s0591g00010	59.598	44.7885
Os03g0100400	VIT_00s0809g00030	11.9598	82.6389
Os03g0100500	VIT_00s0204g00080	0.909091	0.424628
Os03g0100500	VIT_00s0204g00110	64.5455	14.0178
Os03g0100800	VIT_02s0025g03330	62.9897	70.3917
Os03g0100800	VIT_02s0025g03360	9.17526	58.5526
Os03g0100800	VIT_15s0021g01660	78.6598	79.6451
Os03g0101100	VIT_02s0488g00020	63.2588	66
Os03g0101200	VIT_16s0013g01920	41.4379	40.4337
Os03g0101300	VIT_16s0013g01950	60.501	61.811
Os03g0101500	VIT_15s0021g02050	46.7181	39.6721
Os03g0101600	VIT_09s0002g08470	67.2464	69.6697
Os03g0101600	VIT_09s0002g08480	70.1449	73.1118
Os03g0101800	VIT_15s0021g02460	58.7549	54.5126
Os03g0101800	VIT_16s0022g00450	62.6459	67.364
Os03g0101900	VIT_00s0229g00180	57.0776	58.548
Os03g0102000	VIT_00s0229g00170	52.6316	57.6923
Os03g0102100	VIT_00s0229g00160	72.9373	67.1733
Os03g0102300	VIT_15s0021g02540	26.3636	11.4398
Os03g0102300	VIT_15s0021g02570	0.454545	0.3003
Os03g0102300	VIT_15s0021g02580	0.454545	0.0953289
Os03g0102333	VIT_15s0021g02540	0.824176	0.591716
Os03g0102333	VIT_15s0021g02570	1.0989	1.2012
Os03g0102333	VIT_15s0021g02580	45.0549	15.6339
Os03g0102366	VIT_15s0021g02540	0.242718	0.197239
Os03g0102366	VIT_15s0021g02570	0	0
Os03g0102366	VIT_15s0021g02580	4.36893	1.71592
Os03g0102400	VIT_16s0013g02100	59.3361	43.3991
Os03g0103000	VIT_02s0154g00260	64.3464	58.8509
Os03g0103100	VIT_02s0154g00280	49.2754	51.1278
Os03g0103100	VIT_02s0154g00290	47.8261	50
Os03g0103100	VIT_02s0154g00300	48.5507	49.6296
Os03g0103100	VIT_02s0154g00320	46.3768	48.4848
Os03g0103100	VIT_04s0008g05640	41.3043	44.5312
Os03g0103100	VIT_12s0035g02000	47.1014	48.8722
Os03g0103100	VIT_12s0055g00800	49.2754	50.3704
Os03g0103100	VIT_15s0048g00630	41.3043	39.0411
Os03g0103200	VIT_02s0154g00280	45.3901	48.1203
Os03g0103200	VIT_02s0154g00290	43.2624	46.2121
Os03g0103200	VIT_02s0154g00300	44.6809	46.6667
Os03g0103200	VIT_02s0154g00320	43.9716	46.9697
Os03g0103200	VIT_04s0008g05640	39.7163	43.75
Os03g0103200	VIT_12s0035g02000	43.9716	46.6165
Os03g0103200	VIT_12s0055g00800	45.3901	47.4074
Os03g0103200	VIT_15s0048g00630	41.1348	39.726
Os03g0103300	VIT_02s0154g00280	37.5	51.8797
Os03g0103300	VIT_02s0154g00290	35.8696	50
Os03g0103300	VIT_02s0154g00300	40.7609	55.5556
Os03g0103300	VIT_02s0154g00320	39.6739	55.303
Os03g0103300	VIT_04s0008g05640	33.6957	48.4375
Os03g0103300	VIT_12s0035g02000	35.8696	49.6241
Os03g0103300	VIT_12s0055g00800	41.8478	57.037
Os03g0103300	VIT_15s0048g00630	32.6087	41.0959
Os03g0103400	VIT_02s0154g00400	31.4346	29.1016
Os03g0103400	VIT_15s0048g00270	34.8101	21.2903
Os03g0103950	VIT_05s0020g03890	27.6758	9.78378
Os03g0103950	VIT_07s0151g00430	25.9939	12.9573
Os03g0105600	VIT_06s0004g05870	95.302	95.5157
Os03g0105600	VIT_08s0007g01630	96.1969	96.1969
Os03g0105600	VIT_08s0007g05590	18.1208	76.4151
Os03g0105600	VIT_09s0002g02180	4.25056	67.8571
Os03g0105600	VIT_18s0041g01550	30.8725	60
Os03g0105800	VIT_02s0025g03500	32.8336	29.0451
Os03g0106000	VIT_15s0046g02870	59.542	55.8473
Os03g0106200	VIT_02s0025g03420	17.7474	18.1607
Os03g0106200	VIT_15s0046g02500	21.5017	19.4845
Os03g0106300	VIT_15s0046g02490	22.9675	36.3344
Os03g0106400	VIT_00s0558g00010	11.1111	32.8467
Os03g0106400	VIT_00s0657g00010	20.4938	76.8519
Os03g0107000	VIT_16s0050g00720	73.75	49.4413
Os03g0107100	VIT_11s0052g00620	29.5943	12.9979
Os03g0107300	VIT_02s0025g03310	59.322	49.2091
Os03g0107300	VIT_04s0008g04180	59.5339	55.4241
Os03g0107300	VIT_16s0050g00780	60.1695	51.7304
Os03g0107400	VIT_08s0007g04510	35.2632	23.1674
Os03g0107400	VIT_13s0019g05400	41.4737	24.0537
Os03g0107600	VIT_00s0338g00020	42.126	46.7249
Os03g0107900	VIT_06s0061g00560	56.9087	52.8261
Os03g0108000	VIT_08s0007g04910	60.7692	60.7692
Os03g0108200	VIT_08s0007g04920	19.7719	8.52459
Os03g0108300	VIT_06s0061g00550	56.7742	60.4811
Os03g0108300	VIT_08s0007g04950	59.6774	63.1399
Os03g0108400	VIT_06s0061g00540	77.0563	78.0702
Os03g0108500	VIT_00s2125g00010	40.3333	54.7511
Os03g0108600	VIT_05s0020g01130	51.014	46.2518
Os03g0108700	VIT_07s0005g02780	26.6272	25.1397
Os03g0108800	VIT_15s0045g00310	39.7321	30.2721
Os03g0109400	VIT_06s0004g02800	73.4207	72.9858
Os03g0109400	VIT_13s0019g04320	64.3623	64.2093
Os03g0109400	VIT_18s0001g00620	6.7938	55.3398
Os03g0109500	VIT_08s0007g02620	71.5278	73.0496
Os03g0109600	VIT_17s0053g00620	59.4286	65
Os03g0109700	VIT_03s0063g00110	62.3188	63.4218
Os03g0109700	VIT_07s0031g00260	64.3478	63.9769
Os03g0110300	VIT_00s0270g00050	37.2093	34.4086
Os03g0110400	VIT_13s0084g00370	66.1442	70.2163
Os03g0110400	VIT_13s0084g00520	65.9875	68.6786
Os03g0110500	VIT_17s0053g00590	38.4615	28.97
Os03g0110800	VIT_14s0066g01040	46.2312	51.8797
Os03g0110900	VIT_02s0025g03940	46.0208	44.6309
Os03g0111100	VIT_13s0019g02390	54.8736	54.7748
Os03g0111200	VIT_02s0025g03780	55.4286	51.8717
Os03g0111200	VIT_16s0050g00080	56.5714	50.5102
Os03g0111300	VIT_14s0006g02530	31.25	37.037
Os03g0111300	VIT_14s0006g02550	33.3333	34.7826
Os03g0111300	VIT_17s0000g03280	33.3333	34.7826
Os03g0111400	VIT_16s0050g00140	77.1429	73.6364
Os03g0111800	VIT_07s0005g02210	46.1307	45.1471
Os03g0112101	VIT_06s0061g01170	92.5641	35.5665
Os03g0112600	VIT_03s0038g00610	45.5696	11.257
Os03g0112800	VIT_04s0023g02940	62.9349	62.8399
Os03g0113000	VIT_02s0025g03240	34.6939	43.75
Os03g0113100	VIT_12s0057g00500	54.1516	64.1026
Os03g0113700	VIT_00s0415g00030	85.0592	84.3109
Os03g0113700	VIT_03s0097g00530	88.3136	87.9234
Os03g0113800	VIT_02s0025g02520	65.7676	74.5882
Os03g0113900	VIT_06s0080g00750	17.2589	68
Os03g0113900	VIT_08s0007g02950	30.9645	27.9817
Os03g0114000	VIT_00s0218g00050	59.1837	36.0076
Os03g0114000	VIT_18s0001g07800	58.2418	42.2551
Os03g0114200	VIT_16s0098g01610	42.515	48.2993
Os03g0114300	VIT_02s0025g02480	60.7287	61.7284
Os03g0114400	VIT_15s0048g02990	41.4914	46.9697
Os03g0114800	VIT_02s0025g02420	82.4945	82.1351
Os03g0114800	VIT_16s0098g01290	83.151	82.6087
Os03g0114900	VIT_04s0008g06730	59.7938	63.7363
Os03g0114900	VIT_09s0002g01810	65.9794	69.9454
Os03g0115000	VIT_02s0025g02410	33.1633	37.3563
Os03g0115100	VIT_15s0046g00110	62.8731	62.2345
Os03g0115200	VIT_17s0000g04300	64.3172	75.2577
Os03g0115200	VIT_17s0000g04320	74.0088	75
Os03g0115300	VIT_13s0064g00400	55.102	54.5455
Os03g0115400	VIT_02s0025g02240	42.7614	43.879
Os03g0115400	VIT_15s0046g00160	46.1126	45.7447
Os03g0115400	VIT_16s0098g01520	43.2976	44.1257
Os03g0115500	VIT_15s0046g00180	59.5122	61.9289
Os03g0115700	VIT_02s0025g02190	70.7831	69.9405
Os03g0116000	VIT_02s0025g01420	40.9091	37.3362
Os03g0116400	VIT_02s0025g04130	63.0769	62.5
Os03g0116400	VIT_16s0100g00640	61.2308	61.2308
Os03g0116500	VIT_15s0048g01980	71.4286	71.4286
Os03g0116700	VIT_02s0025g04380	59.596	57.2816
Os03g0116700	VIT_15s0048g01930	58.9226	60.5536
Os03g0116700	VIT_16s0100g00520	57.5758	61.2903
Os03g0116800	VIT_15s0048g01920	34.596	36.0526
Os03g0116800	VIT_16s0100g00510	42.4242	46.0274
Os03g0116900	VIT_15s0048g01880	63.7655	64.1071
Os03g0117000	VIT_16s0100g00480	49.5327	34.9835
Os03g0117200	VIT_15s0046g02860	46.3357	56.3218
Os03g0117300	VIT_15s0048g01850	38.141	57.2115
Os03g0117800	VIT_15s0048g01810	69.883	72.4242
Os03g0117900	VIT_02s0025g04440	45.5	48.9247
Os03g0117900	VIT_16s0100g00400	47	39.6624
Os03g0118200	VIT_02s0025g04490	78.7966	78.5714
Os03g0118200	VIT_15s0048g01060	79.3696	79.5977
Os03g0118400	VIT_15s0045g00310	88.9571	49.3197
Os03g0118600	VIT_16s0100g00480	64.7761	71.6172
Os03g0118700	VIT_02s0025g04550	37.2771	39.7924
Os03g0118800	VIT_02s0025g04580	78.8337	78.6638
Os03g0118800	VIT_14s0036g00810	25.054	84.058
Os03g0118800	VIT_16s0022g02490	22.4622	76.4706
Os03g0118800	VIT_16s0100g00110	20.0864	79.4872
Os03g0118800	VIT_16s0100g00160	65.8747	66.1605
Os03g0118800	VIT_17s0000g02800	29.3736	57.1429
Os03g0118900	VIT_04s0044g01190	41.0367	44.6009
Os03g0119000	VIT_16s0022g02410	57.4219	61.25
Os03g0119100	VIT_15s0048g01160	66.3473	50.966
Os03g0119300	VIT_02s0025g04780	46.817	53.9755
Os03g0119300	VIT_02s0025g04790	46.2865	53.6923
Os03g0119300	VIT_02s0025g04810	48.0106	48.6559
Os03g0119300	VIT_02s0025g04820	39.9204	51.9862
Os03g0119300	VIT_02s0025g04970	22.1485	46.2604
Os03g0119500	VIT_06s0004g01200	67.5761	70.3057
Os03g0119700	VIT_18s0001g05820	20.1835	38.9381
Os03g0119966	VIT_04s0079g00280	46.9231	45.6587
Os03g0120000	VIT_04s0079g00260	39.4366	13.7592
Os03g0120100	VIT_00s1667g00010	60.5882	66.8831
Os03g0120100	VIT_00s2279g00010	47.9412	68.2008
Os03g0120100	VIT_16s0115g00160	30	48.1132
Os03g0120200	VIT_01s0010g01760	51.773	42.9412
Os03g0120300	VIT_00s0481g00010	18.8612	67.0886
Os03g0120300	VIT_01s0010g01740	77.2242	74.8276
Os03g0120300	VIT_18s0001g01040	18.8612	67.0886
Os03g0120300	VIT_18s0001g01330	19.2171	68.3544
Os03g0120400	VIT_02s0025g03010	51.8135	70.4225
Os03g0121200	VIT_16s0098g00820	56.1934	27.5148
Os03g0121300	VIT_16s0098g00820	56.5217	26.9231
Os03g0121700	VIT_16s0098g00830	61.086	64.2857
Os03g0121800	VIT_15s0048g02380	72.65	70.2259
Os03g0122000	VIT_15s0048g02400	40.0307	38.0466
Os03g0122100	VIT_15s0048g02510	35.6913	30.7479
Os03g0122200	VIT_02s0025g02890	62.6667	64.977
Os03g0122300	VIT_13s0047g00210	64.6199	65.5786
Os03g0122300	VIT_16s0098g00860	65.7895	66.568
Os03g0123100	VIT_18s0001g10100	83.125	68.2051
Os03g0123300	VIT_02s0025g04680	64.2447	74.3363
Os03g0123500	VIT_02s0025g04630	70.0637	75.6014
Os03g0123600	VIT_02s0025g00130	70.8029	82.2034
Os03g0123800	VIT_13s0067g00700	33.0189	34.8259
Os03g0124000	VIT_02s0025g00200	42.3012	38.6997
Os03g0124200	VIT_00s1542g00010	27.2406	52.1445
Os03g0124200	VIT_00s1542g00020	24.2925	50
Os03g0124200	VIT_07s0129g00870	38.2075	39.0361
Os03g0124200	VIT_07s0129g00880	37.6179	38.4801
Os03g0124200	VIT_07s0129g00890	33.2547	39.4406
Os03g0124200	VIT_07s0129g00910	38.4434	39.1827
Os03g0124200	VIT_07s0129g00920	39.1509	38.3815
Os03g0124200	VIT_07s0129g00960	40.4481	41.3253
Os03g0124200	VIT_07s0129g00970	40.9198	41.2114
Os03g0124200	VIT_07s0129g00990	40.4481	40.882
Os03g0124200	VIT_16s0050g01020	41.8632	45.8064
Os03g0124300	VIT_15s0046g01930	37.9828	35.9756
Os03g0124900	VIT_02s0025g00260	60.6987	57.9167
Os03g0124900	VIT_13s0139g00110	9.38865	44.7917
Os03g0124900	VIT_15s0046g02000	59.607	56.9937
Os03g0124900	VIT_16s0050g01110	58.952	25.6898
Os03g0124900	VIT_16s0050g01120	17.0306	41.7112
Os03g0125000	VIT_15s0046g01780	52.6882	55.4717
Os03g0125100	VIT_16s0050g01090	67.3684	62.7451
Os03g0125300	VIT_02s0025g00400	52.8646	54.8649
Os03g0125400	VIT_15s0046g01770	58.7079	60.5797
Os03g0125600	VIT_15s0046g02030	60.1887	64.8374
Os03g0125600	VIT_16s0050g01130	33.7736	50.9972
Os03g0125700	VIT_02s0025g00390	57.0093	64.2105
Os03g0125800	VIT_16s0050g01290	59.6525	57.2222
Os03g0126000	VIT_14s0066g00970	61.519	57.4468
Os03g0126000	VIT_17s0000g08660	62.2785	62.4365
Os03g0126100	VIT_03s0088g00460	14.8064	82.2785
Os03g0126100	VIT_15s0046g02250	66.7426	45.4969
Os03g0126300	VIT_03s0017g02300	43.8806	44.8171
Os03g0126450	VIT_08s0007g02550	11.8694	21.5054
Os03g0126700	VIT_15s0046g02230	40	47.561
Os03g0126800	VIT_15s0048g02740	63.5983	72.5537
Os03g0127000	VIT_18s0001g13700	71.9101	55.1724
Os03g0127500	VIT_03s0038g00860	50.4695	31.8047
Os03g0127500	VIT_18s0001g13740	19.2488	62.1212
Os03g0127600	VIT_15s0048g00720	29.4118	42.6929
Os03g0127600	VIT_15s0048g00730	15.6109	34.5865
Os03g0127700	VIT_00s1764g00020	34.6801	63.9752
Os03g0127900	VIT_16s0022g02060	80.8219	30.6759
Os03g0128000	VIT_15s0048g01750	46.8828	45.1923
Os03g0128100	VIT_06s0004g01270	81.7891	26.0692
Os03g0128100	VIT_13s0156g00210	79.0735	25.4368
Os03g0128100	VIT_15s0024g01490	3.83387	6.21762
Os03g0128200	VIT_06s0004g01270	77.9221	21.3849
Os03g0128200	VIT_13s0156g00210	74.5826	20.6578
Os03g0128200	VIT_15s0024g01490	30.6122	42.7461
Os03g0128300	VIT_08s0007g06500	30.8642	36.7647
Os03g0128500	VIT_08s0007g06490	72.7273	70.5882
Os03g0128700	VIT_03s0038g03960	68.8192	61.755
Os03g0128800	VIT_03s0038g03970	39.1534	39.4667
Os03g0129000	VIT_09s0018g01760	51.3761	45.7143
Os03g0129100	VIT_18s0122g00930	58.1982	59.1575
Os03g0129200	VIT_07s0031g02190	75	35.2188
Os03g0129300	VIT_18s0122g00960	84.2342	82.5607
Os03g0129800	VIT_01s0010g02150	20.3747	47.8022
Os03g0129800	VIT_17s0053g00710	37.0023	46.1988
Os03g0129800	VIT_17s0053g00720	20.6089	36.0656
Os03g0129800	VIT_17s0053g00730	18.7354	37.3832
Os03g0129900	VIT_01s0137g00010	46.2585	68
Os03g0130100	VIT_04s0079g00790	63.1488	62.0748
Os03g0130300	VIT_01s0010g02030	65.4321	68.8312
Os03g0130400	VIT_13s0067g03360	65.529	67.1329
Os03g0130500	VIT_03s0038g03870	40.824	47.9121
Os03g0130500	VIT_18s0122g01080	43.8202	46.5209
Os03g0130700	VIT_04s0044g00140	32.3404	33.7029
Os03g0130750	VIT_04s0044g00120	66.4384	50.7853
Os03g0130800	VIT_03s0038g03820	25.0404	21.2038
Os03g0130800	VIT_18s0122g01220	28.1099	27.4448
Os03g0130900	VIT_03s0038g03810	50.3937	52.6027
Os03g0130900	VIT_18s0122g01240	53.2808	50.6234
Os03g0131000	VIT_01s0026g01870	25.2688	12.0823
Os03g0131100	VIT_03s0038g03710	42.9936	42.7666
Os03g0131100	VIT_18s0122g01290	39.8089	45.7317
Os03g0131300	VIT_03s0038g03680	60.2996	55.5172
Os03g0131300	VIT_04s0210g00220	51.3109	53.1008
Os03g0131400	VIT_04s0210g00210	35.8423	25.4453
Os03g0131500	VIT_00s0338g00050	11.828	61.9718
Os03g0131800	VIT_03s0038g03610	69.8276	70.7424
Os03g0131900	VIT_03s0038g03560	47.6804	49.5979
Os03g0132000	VIT_18s0001g00280	58.8768	59.1985
Os03g0132000	VIT_18s0001g00290	63.587	63.9344
Os03g0132200	VIT_03s0038g03430	50.8961	54.8263
Os03g0132300	VIT_03s0038g01370	35.0694	44.6903
Os03g0132300	VIT_18s0001g14100	45.8333	45.8333
Os03g0132800	VIT_03s0038g03270	74.0113	78.6
Os03g0132800	VIT_18s0001g00180	74.0113	77.3622
Os03g0133000	VIT_03s0038g03410	49.0506	55.5556
Os03g0133000	VIT_04s0008g00150	47.4684	53.7634
Os03g0133100	VIT_18s0001g00140	45.2174	57.7778
Os03g0133300	VIT_03s0038g02700	15.7593	39.5683
Os03g0133300	VIT_18s0001g00110	81.9484	66.2037
Os03g0133400	VIT_03s0038g03210	39.6067	39.4958
Os03g0133400	VIT_03s0038g03220	39.6067	37.5
Os03g0133500	VIT_04s0210g00110	35.2727	30.9904
Os03g0133500	VIT_04s0210g00140	18.7273	70.5479
Os03g0133500	VIT_18s0122g01440	60.3636	58.6572
Os03g0133800	VIT_04s0210g00110	33.4898	34.1853
Os03g0133800	VIT_04s0210g00140	16.2754	71.2329
Os03g0133800	VIT_18s0122g01440	56.338	63.6042
Os03g0133900	VIT_04s0210g00190	60.452	64.6526
Os03g0134300	VIT_12s0035g00760	63.6139	65.8974
Os03g0134500	VIT_02s0025g02570	53.5649	55.7034
Os03g0134500	VIT_15s0048g02900	52.8336	54.2214
Os03g0134800	VIT_00s0684g00020	18.4818	40.8759
Os03g0135300	VIT_18s0001g00690	62.5	62.7803
Os03g0135400	VIT_03s0038g03050	52.9781	20.0593
Os03g0135600	VIT_00s0264g00130	45.805	42.616
Os03g0135700	VIT_00s1312g00010	42.9379	45.9215
Os03g0135700	VIT_00s2739g00010	15.2542	64.2857
Os03g0135700	VIT_17s0000g03550	38.1356	41.9255
Os03g0135700	VIT_18s0001g08040	45.7627	48.503
Os03g0136200	VIT_03s0038g02920	72.7273	74.1573
Os03g0136200	VIT_18s0001g00810	70.5234	71.1111
Os03g0136400	VIT_05s0049g00920	73.9544	72.3048
Os03g0136400	VIT_05s0049g00930	73.5741	64.2857
Os03g0136400	VIT_05s0049g00940	75.6654	74.2537
Os03g0136400	VIT_07s0005g03290	74.9049	75.0476
Os03g0136400	VIT_07s0005g03300	32.1293	73.1602
Os03g0136500	VIT_00s0264g00060	57.2464	62.6984
Os03g0136600	VIT_18s0001g00900	51.5723	53.2468
Os03g0136700	VIT_18s0001g11650	36.0825	7.99087
