Gene stable ID	Ostreococcus lucimarinus gene stable ID	%id. target Ostreococcus lucimarinus gene identical to query gene	%id. query gene identical to target Ostreococcus lucimarinus gene
Os02g0192400	OSTLU_14985	11.746	7.53053
Os02g0192500	OSTLU_18489	37.0441	37.5486
Os02g0192700	OSTLU_17484	33.7778	48.7179
Os02g0193800	OSTLU_36947	0.425532	0.0691085
Os02g0194000	OSTLU_17735	18.8119	8.42572
Os02g0194200	OSTLU_93911	22	26.506
Os02g0194800	OSTLU_27627	22.1071	24.0602
Os02g0195800	OSTLU_6671	35.461	39.5257
Os02g0196000	OSTLU_12811	28.2609	33.6207
Os02g0196000	OSTLU_42358	32.2464	33.0855
Os02g0196300	OSTLU_50834	30.2067	32.7586
Os02g0196600	OSTLU_203	35.2761	45.3351
Os02g0196900	OSTLU_29849	53.1381	28.2851
Os02g0197600	OSTLU_47897	54.2751	51.9573
Os02g0198400	OSTLU_26967	17.9558	17.2566
Os02g0198600	OSTLU_29872	40.7229	41.1192
Os02g0198900	OSTLU_8310	34.1969	47.8261
Os02g0199300	OSTLU_17103	29.8578	34.2391
Os02g0199900	OSTLU_34331	76	76
Os02g0200000	OSTLU_6256	16.208	27.1795
Os02g0202200	OSTLU_31447	28.2143	29.9242
Os02g0202250	OSTLU_32235	16.0066	9.58498
Os02g0202300	OSTLU_32235	21.1823	4.24901
Os02g0202400	OSTLU_1898	25.6471	24.7166
Os02g0203000	OSTLU_29020	24.6231	30.2469
Os02g0203700	OSTLU_8690	32.5301	38.8489
Os02g0204400	OSTLU_31489	46.824	45.9075
Os02g0205000	OSTLU_8188	23.8739	42.4
Os02g0205300	OSTLU_33894	77.1226	82.1608
Os02g0205400	OSTLU_26050	49.1228	56.1873
Os02g0207900	OSTLU_31753	23.0321	20.6806
Os02g0208100	OSTLU_2522	26.5079	35.4565
Os02g0208200	OSTLU_8830	15.493	9.01639
Os02g0208600	OSTLU_93034	13.034	22.5379
Os02g0208900	OSTLU_30703	5.08242	6.49123
Os02g0209000	OSTLU_48514	10.3641	7.94844
Os02g0209100	OSTLU_48514	1.12721	0.75188
Os02g0209900	OSTLU_27950	41.1576	47.2325
Os02g0214300	OSTLU_26345	43.7086	42.1725
Os02g0214900	OSTLU_119545	53.3333	55.8522
Os02g0215200	OSTLU_119545	53.4381	55.8522
Os02g0217500	OSTLU_30338	45.1389	45.4545
Os02g0217800	OSTLU_3811	24.1584	41.2162
Os02g0219400	OSTLU_5025	34.1584	50.9225
Os02g0220700	OSTLU_39208	15.5975	37.1257
Os02g0221300	OSTLU_32748	24.8581	53.0266
Os02g0224200	OSTLU_86903	50.6667	51.8519
Os02g0224300	OSTLU_28287	5.22565	8.83534
Os02g0224300	OSTLU_89194	4.27553	5.80645
Os02g0224400	OSTLU_26550	45.6522	47.1429
Os02g0224800	OSTLU_29706	26.4368	29.1139
Os02g0224800	OSTLU_51192	26.4368	29.1139
Os02g0225000	OSTLU_43906	34.1598	39.3651
Os02g0226300	OSTLU_5965	24.93	30.2721
Os02g0226600	OSTLU_27999	12.4304	18.5083
Os02g0227000	OSTLU_44068	20.9945	27.7372
Os02g0227400	OSTLU_18069	34.918	35.6187
Os02g0227400	OSTLU_18123	34.918	35.6187
Os02g0229000	OSTLU_42986	63.0435	66.9231
Os02g0230200	OSTLU_31547	28.125	22.5513
Os02g0232400	OSTLU_37633	58	53.3088
Os02g0234500	OSTLU_17110	10.3918	28.7736
Os02g0234800	OSTLU_35071	37.3239	43.2653
Os02g0235600	OSTLU_30777	67.5824	69.4915
Os02g0236000	OSTLU_31597	63.1944	68.4211
Os02g0236200	OSTLU_49296	56.1097	59.0551
Os02g0237100	OSTLU_40897	39.5349	41.4634
Os02g0241600	OSTLU_3085	13.2911	39.3258
Os02g0241600	OSTLU_42011	10.3797	31.4176
Os02g0241600	OSTLU_7730	10	39.3035
Os02g0244300	OSTLU_4512	11.3846	35.5769
Os02g0244600	OSTLU_7913	21.1699	41.5301
Os02g0244600	OSTLU_7923	21.1699	41.5301
Os02g0244700	OSTLU_51006	46.9008	45.0844
Os02g0245000	OSTLU_86131	34.9747	43.622
Os02g0245100	OSTLU_88512	50.3106	47.093
Os02g0245800	OSTLU_41686	17.4095	19.2901
Os02g0246300	OSTLU_29026	42.5373	42.8571
Os02g0247200	OSTLU_19811	59.3918	60.0362
Os02g0247200	OSTLU_25908	59.3918	60.0362
Os02g0250300	OSTLU_13787	9.90854	34.2105
Os02g0251700	OSTLU_88673	27.9793	19.7802
Os02g0252100	OSTLU_9858	15.4717	44.5652
Os02g0254700	OSTLU_26437	20.3125	8.15047
Os02g0258900	OSTLU_50634	52.5381	61.6071
Os02g0259600	OSTLU_29064	21.028	21.7391
Os02g0260400	OSTLU_9692	34.5455	60.3175
Os02g0266000	OSTLU_6627	33.4532	43.662
Os02g0266100	OSTLU_119635	14.0351	60.3774
Os02g0267000	OSTLU_5885	35.5705	53.2663
Os02g0273000	OSTLU_47740	47.2393	53.2258
Os02g0273100	OSTLU_43558	19.2802	24.6711
Os02g0273800	OSTLU_29136	17.1071	32.8877
Os02g0274100	OSTLU_49128	48.2094	48.4765
Os02g0274900	OSTLU_3240	34.7193	38.8372
Os02g0274900	OSTLU_52000	32.4324	33.7662
Os02g0276500	OSTLU_39591	23.617	37.5
Os02g0277600	OSTLU_2735	39.6794	41.1642
Os02g0277600	OSTLU_2736	39.6794	41.1642
Os02g0280100	OSTLU_29207	25.7471	43.75
Os02g0280400	OSTLU_14134	48.7981	68.8136
Os02g0281000	OSTLU_27219	10.4972	29.6875
Os02g0281000	OSTLU_29690	10.4972	29.6875
Os02g0281000	OSTLU_4795	14.733	52.8053
Os02g0282900	OSTLU_27256	63.3224	63.0115
Os02g0282900	OSTLU_29654	63.3224	63.0115
Os02g0284600	OSTLU_31471	61.3139	62.2222
Os02g0285700	OSTLU_40751	20.1923	8.58311
Os02g0285800	OSTLU_43212	60.8371	67.608
Os02g0287000	OSTLU_28528	69.4853	72.6923
Os02g0290300	OSTLU_88419	28.4987	38.7543
Os02g0290400	OSTLU_39810	37.6761	48.1982
Os02g0290500	OSTLU_6116	21.4159	49.3878
Os02g0291000	OSTLU_27748	40.3756	40.1869
Os02g0291400	OSTLU_27748	41.784	41.5888
Os02g0291500	OSTLU_32619	35.0785	20.743
Os02g0293500	OSTLU_23955	34.7368	12.5954
Os02g0293800	OSTLU_94380	2.87474	6.30631
Os02g0294000	OSTLU_29207	22.3757	31.6406
Os02g0294700	OSTLU_88475	18.75	27.9826
Os02g0295700	OSTLU_88475	15.7831	28.4165
Os02g0296400	OSTLU_31046	53.5581	52.5735
Os02g0296800	OSTLU_7707	43.9024	40.2985
Os02g0299600	OSTLU_40704	55.7143	54.1667
Os02g0300700	OSTLU_13193	69.0141	69.0141
Os02g0300700	OSTLU_89884	69.0141	69.0141
Os02g0301000	OSTLU_5242	35.5828	48.9451
Os02g0301500	OSTLU_31151	77.2894	37.1806
Os02g0301700	OSTLU_31046	59.6899	56.6176
Os02g0302200	OSTLU_3820	30.6792	34.8404
Os02g0302700	OSTLU_3820	33.9408	39.6277
Os02g0304500	OSTLU_3057	27.0633	42.4699
Os02g0306401	OSTLU_3820	26.5182	34.8404
Os02g0306900	OSTLU_30687	22.3496	19.3069
Os02g0307200	OSTLU_3307	32.9843	16.8901
Os02g0307800	OSTLU_92691	19.0476	28.7293
Os02g0312600	OSTLU_41392	53.2995	54.9738
Os02g0315200	OSTLU_31572	12.5828	7.08955
Os02g0317400	OSTLU_119586	46.7033	48.5714
Os02g0318100	OSTLU_4970	27.1955	43.4389
Os02g0318100	OSTLU_4977	27.1955	43.4389
Os02g0319300	OSTLU_15658	40.2597	9.06433
Os02g0320000	OSTLU_32579	25.3589	24.424
Os02g0320300	OSTLU_26518	27.5	24.6795
Os02g0320300	OSTLU_33001	17.8571	29.0698
Os02g0321500	OSTLU_42284	27.9693	33.4862
Os02g0321900	OSTLU_45590	71.2963	71.2963
Os02g0323600	OSTLU_43938	38.4921	41.189
Os02g0324300	OSTLU_28221	38.0645	39.8649
Os02g0324500	OSTLU_33586	38.0531	26.0606
Os02g0325100	OSTLU_35070	80.9069	81.295
Os02g0326000	OSTLU_6446	21.3523	33.3333
Os02g0326600	OSTLU_88403	32.6305	22.7114
Os02g0327100	OSTLU_38412	63.2432	63.587
Os02g0328300	OSTLU_119689	29.2683	31.8182
Os02g0332200	OSTLU_87451	61.985	62.8083
Os02g0435000	OSTLU_87529	22.5806	23.3983
Os02g0436400	OSTLU_40454	44.3149	50.6667
Os02g0437800	OSTLU_49379	43.739	43.8938
Os02g0438200	OSTLU_119632	13.9683	35.9184
Os02g0439700	OSTLU_28172	21.7687	16.9014
Os02g0440000	OSTLU_28310	22.2449	23.1423
Os02g0448400	OSTLU_27161	24.3494	21.4403
Os02g0448400	OSTLU_29748	24.3494	21.4403
Os02g0452500	OSTLU_51437	27.8261	5.16129
Os02g0456500	OSTLU_14961	41.3127	26.3547
Os02g0457100	OSTLU_32891	66.443	72.7941
Os02g0457300	OSTLU_32891	57.4879	87.5
Os02g0461600	OSTLU_31421	14.978	55.7377
Os02g0462900	OSTLU_32704	26.0274	13.7681
Os02g0465000	OSTLU_26154	36.9565	9.41828
Os02g0465900	OSTLU_13383	31.4815	35.2332
Os02g0467700	OSTLU_8530	37.7049	34.3284
Os02g0468200	OSTLU_92660	29.2419	33.3333
Os02g0468400	OSTLU_25655	18.6207	15.7895
Os02g0469300	OSTLU_17648	17.3101	15.3761
Os02g0469600	OSTLU_26082	39.1421	53.6765
Os02g0470000	OSTLU_2458	14.1757	24.4032
Os02g0470400	OSTLU_4555	0	0
Os02g0470600	OSTLU_4555	21.2598	38.1356
Os02g0473000	OSTLU_35648	14.6939	42.6035
Os02g0474300	OSTLU_41359	19.2661	2.5
Os02g0474700	OSTLU_25624	30.2222	27.4563
Os02g0478600	OSTLU_40222	79.2308	79.2308
Os02g0478700	OSTLU_40438	81.3953	67.3077
Os02g0478900	OSTLU_14418	73.6785	62.6031
Os02g0480800	OSTLU_27748	37.5	23.8318
Os02g0480900	OSTLU_24476	17.9357	28.1915
Os02g0481700	OSTLU_29272	8.49802	7.81818
Os02g0481900	OSTLU_18607	13.1387	13.8462
Os02g0482400	OSTLU_31322	22.9759	19.1956
Os02g0489400	OSTLU_29541	64.5455	64.5455
Os02g0489500	OSTLU_15982	24.1486	23.494
Os02g0494000	OSTLU_43199	6.77966	9.34579
Os02g0494400	OSTLU_43199	8.08625	14.0187
Os02g0494700	OSTLU_9330	0.91954	3.73832
Os02g0496500	OSTLU_9330	4.3082	48.5981
Os02g0496900	OSTLU_30510	29.0323	32.1429
Os02g0497500	OSTLU_28736	33.5626	18.5834
Os02g0497700	OSTLU_88051	24.1667	29.8201
Os02g0503400	OSTLU_31613	57.7236	57.7236
Os02g0503500	OSTLU_12103	54.8077	62.6374
Os02g0504500	OSTLU_94593	34.5411	37.931
Os02g0504800	OSTLU_15111	40.6832	39.8176
Os02g0510100	OSTLU_34727	24.7525	31.6456
Os02g0510200	OSTLU_51596	60.0932	63.4426
Os02g0511500	OSTLU_18354	26.4368	10.7602
Os02g0511900	OSTLU_150	58.1498	18.0164
Os02g0511901	OSTLU_150	35.1425	11.7834
Os02g0512300	OSTLU_4215	34.6821	16.8067
Os02g0514500	OSTLU_4812	25.4682	21.6561
Os02g0514700	OSTLU_119464	49.7487	38.8998
Os02g0515000	OSTLU_19270	2.1645	1.81818
Os02g0515000	OSTLU_25402	2.5974	2.15827
Os02g0516600	OSTLU_88828	21.9086	23.6575
Os02g0517300	OSTLU_88475	14.4785	25.5965
Os02g0517366	OSTLU_37690	18.9542	16.4773
Os02g0519900	OSTLU_52010	76.6311	76.1792
Os02g0520100	OSTLU_40358	33.3333	40
Os02g0520800	OSTLU_36665	48.5294	69.4737
Os02g0520800	OSTLU_41673	48.5294	69.4737
Os02g0521700	OSTLU_9084	16.4835	28.3019
Os02g0523300	OSTLU_32821	15.8761	17.9431
Os02g0523500	OSTLU_43237	31.643	33.9869
Os02g0523500	OSTLU_43350	31.643	33.9869
Os02g0523800	OSTLU_28637	26.7797	24.3827
Os02g0524300	OSTLU_8188	40.404	32
Os02g0524600	OSTLU_49403	54.0146	66.8675
Os02g0525400	OSTLU_38170	29.1971	29.8507
Os02g0525900	OSTLU_44757	55.6028	60.8696
Os02g0526500	OSTLU_13829	26.2774	13.6882
Os02g0527600	OSTLU_39208	20.1024	47.006
Os02g0528200	OSTLU_45076	53.697	62.3944
Os02g0529700	OSTLU_27612	39.823	40.1786
Os02g0531200	OSTLU_3803	27.1868	35.2761
Os02g0533000	OSTLU_10153	32.2581	41.5648
Os02g0534800	OSTLU_29967	78.1457	84.8921
Os02g0535000	OSTLU_89440	42.3567	45.2381
Os02g0535400	OSTLU_50937	36.4641	25.8824
Os02g0537500	OSTLU_119601	17.2632	32.9317
Os02g0537900	OSTLU_31307	65.8323	63.9903
Os02g0538000	OSTLU_46103	56.9733	68.0851
Os02g0538400	OSTLU_81	5.21628	3.08271
Os02g0539100	OSTLU_17319	26.1845	46.1538
Os02g0539100	OSTLU_46154	22.0698	41.452
Os02g0539600	OSTLU_2719	0	0
Os02g0539900	OSTLU_38617	8.20734	14.2857
Os02g0541700	OSTLU_32929	31.8841	42.3077
Os02g0543300	OSTLU_438	39.1045	39.2607
Os02g0543400	OSTLU_29215	43.1894	41.0095
Os02g0548900	OSTLU_33157	19.6078	17.6991
Os02g0549600	OSTLU_28709	45.9016	59.1549
Os02g0550100	OSTLU_35397	77.8443	81.761
Os02g0550300	OSTLU_2484	18.6321	17.833
Os02g0550300	OSTLU_7719	7.78302	40.7407
Os02g0550400	OSTLU_32459	23.0303	27.1429
Os02g0550700	OSTLU_5981	23.5443	36.1868
Os02g0550800	OSTLU_31514	26.6667	30.622
Os02g0550800	OSTLU_32601	25.4167	23.0189
Os02g0551100	OSTLU_42248	12.3288	29.8013
Os02g0552600	OSTLU_4304	25.7212	43.6735
Os02g0553200	OSTLU_6186	29.9163	51.4389
Os02g0554000	OSTLU_18587	24.1888	19.0698
Os02g0555000	OSTLU_6392	47.3684	56.25
Os02g0555700	OSTLU_5621	29.1777	34.0557
Os02g0555900	OSTLU_41728	18.9679	42.1053
Os02g0556100	OSTLU_30908	20.8904	22.1818
Os02g0556400	OSTLU_37849	39.7917	40.7249
Os02g0556700	OSTLU_31448	11.9211	19.146
Os02g0557000	OSTLU_5143	15.625	21.5686
Os02g0557600	OSTLU_28705	27.6949	29.6099
Os02g0557800	OSTLU_29755	15.0794	6.57439
Os02g0557800	OSTLU_41670	15.0794	6.57439
Os02g0558100	OSTLU_14344	21.8905	24.5125
Os02g0558100	OSTLU_34455	26.8657	26.9327
Os02g0558100	OSTLU_50496	25.1244	23.2451
Os02g0558300	OSTLU_94198	27.7778	39.7727
Os02g0559300	OSTLU_3057	23.7311	52.1084
Os02g0560450	OSTLU_31087	30.3371	34.1772
Os02g0562100	OSTLU_86836	33.7931	31.9218
Os02g0564100	OSTLU_29338	39.3258	39.3258
Os02g0564400	OSTLU_23955	36.2791	44.6565
Os02g0564500	OSTLU_8799	29.2398	38.7597
Os02g0565400	OSTLU_2458	16.065	23.6074
Os02g0567200	OSTLU_40915	24.6606	34.2767
Os02g0572400	OSTLU_15668	15.009	33.2
Os02g0572400	OSTLU_87976	45.3888	51.54
Os02g0573200	OSTLU_43003	19.0808	24.2478
Os02g0573200	OSTLU_51395	19.0808	24.2478
Os02g0573300	OSTLU_15438	38.2166	18.4615
Os02g0573400	OSTLU_3954	41.2048	49.7093
Os02g0575200	OSTLU_6578	28.6604	42.0091
Os02g0575500	OSTLU_39458	43.9056	50.7576
Os02g0575800	OSTLU_51907	35.7143	30.474
Os02g0580300	OSTLU_6675	33.9695	37.395
Os02g0580500	OSTLU_49447	63.4752	65.0909
Os02g0580600	OSTLU_17607	29.2111	31.7865
Os02g0581000	OSTLU_37402	33.4975	22.9213
Os02g0581300	OSTLU_30392	27.8317	25.2199
Os02g0586400	OSTLU_12688	70	69.3396
Os02g0586500	OSTLU_10658	40.3509	82.1429
Os02g0586500	OSTLU_12445	72.807	72.807
Os02g0586800	OSTLU_15947	21.9436	21.3415
Os02g0586800	OSTLU_26139	20.3762	25.8964
Os02g0586800	OSTLU_42883	25.3918	27.2727
Os02g0588600	OSTLU_30715	28.0255	22.6804
Os02g0591600	OSTLU_31691	15.4135	25
Os02g0591700	OSTLU_94758	39.726	51.4793
Os02g0591800	OSTLU_34162	42.9003	42.3881
Os02g0592200	OSTLU_26163	30.6167	32.1016
Os02g0592300	OSTLU_432	32.3944	36.0676
Os02g0592500	OSTLU_32620	19.1919	24.6753
Os02g0593500	OSTLU_119536	27.7972	26.5
Os02g0593500	OSTLU_42057	26.3986	28.0669
Os02g0593600	OSTLU_7508	10.3792	34.8993
Os02g0593900	OSTLU_33018	36.3014	46.9027
Os02g0595800	OSTLU_28172	24.6628	22.5352
Os02g0596100	OSTLU_88888	14.8265	24.6073
Os02g0596900	OSTLU_39896	56.5421	58.1731
Os02g0597000	OSTLU_28587	7.63501	12.3494
Os02g0597000	OSTLU_32200	8.75233	21.3636
Os02g0597000	OSTLU_6750	9.68343	24.5283
Os02g0597900	OSTLU_36064	11.4754	2.51799
Os02g0598400	OSTLU_15211	18.4922	19.2308
Os02g0598800	OSTLU_15211	13.6008	20.5621
Os02g0599100	OSTLU_15211	18.2077	18.9349
Os02g0600000	OSTLU_15211	26.7857	2.21894
Os02g0600100	OSTLU_16772	43.5567	48.2857
Os02g0600200	OSTLU_29024	19.9248	36.0544
Os02g0601100	OSTLU_40400	45.7627	15.4728
Os02g0601800	OSTLU_87629	15.5462	18.1967
Os02g0602100	OSTLU_13763	27.9942	61.1987
Os02g0602500	OSTLU_12466	35.3698	40.5904
Os02g0602800	OSTLU_31494	37.7778	37.2263
Os02g0603000	OSTLU_40751	25.5034	15.5313
Os02g0603100	OSTLU_32267	16.9628	16.4062
Os02g0603800	OSTLU_12863	57.5269	62.9412
Os02g0605500	OSTLU_31099	22.5352	21.7391
Os02g0606100	OSTLU_35270	22.6087	4.61812
Os02g0606200	OSTLU_33113	22.5092	25.3112
Os02g0606300	OSTLU_38572	18.6603	9.5122
Os02g0608400	OSTLU_50194	32.4641	40.2913
Os02g0608500	OSTLU_3629	21.3147	29.235
Os02g0608550	OSTLU_44053	35.2564	11.879
Os02g0608600	OSTLU_44053	45.5882	33.4773
Os02g0610400	OSTLU_13922	18.4154	24.2254
Os02g0610400	OSTLU_87306	16.4882	21.7514
Os02g0610800	OSTLU_88180	38.0102	39.314
Os02g0611500	OSTLU_25795	17.9487	20.3193
Os02g0612000	OSTLU_24940	29.8305	32.1168
Os02g0612300	OSTLU_43898	39.5062	55.4913
Os02g0612800	OSTLU_13959	12.053	7.19937
Os02g0613000	OSTLU_39780	17.7824	33.2031
Os02g0613600	OSTLU_9413	25.1852	31.1927
Os02g0613900	OSTLU_26413	27.7311	27.6151
Os02g0614100	OSTLU_49558	24.5665	22.6064
Os02g0614300	OSTLU_34044	16.1994	26.5306
Os02g0614500	OSTLU_36385	37.1601	37.963
Os02g0617300	OSTLU_16888	16.9536	12.8257
Os02g0617500	OSTLU_31874	40.4494	23.7736
Os02g0617600	OSTLU_86903	20.9016	9.94152
Os02g0617700	OSTLU_12216	12.4224	5.89102
Os02g0618200	OSTLU_29755	20.8494	18.6851
Os02g0618200	OSTLU_41670	20.8494	18.6851
Os02g0618250	OSTLU_31537	65.625	68.8525
Os02g0618700	OSTLU_36648	31.25	33.4873
Os02g0618700	OSTLU_46582	31.25	33.4873
Os02g0620400	OSTLU_9903	24.7788	39.4366
Os02g0620500	OSTLU_28535	40.9639	47.1132
Os02g0620600	OSTLU_28535	43.1452	49.4226
Os02g0621300	OSTLU_26403	41.6801	41.5459
Os02g0621500	OSTLU_26731	23.5294	21.5247
Os02g0621700	OSTLU_31367	62.5592	62.8571
Os02g0622100	OSTLU_14134	46.6523	73.2203
Os02g0622200	OSTLU_93333	28.0405	25.9375
Os02g0622300	OSTLU_9318	45.5224	48.8
Os02g0622500	OSTLU_10530	8.87097	10.6796
Os02g0623500	OSTLU_50879	48.9761	47.2817
Os02g0625000	OSTLU_43003	20.1229	23.1858
Os02g0625000	OSTLU_51395	20.1229	23.1858
Os02g0625300	OSTLU_38300	22.9508	25.3623
Os02g0625300	OSTLU_38920	30.1639	28.9308
Os02g0625300	OSTLU_39729	26.5574	29.6703
Os02g0625500	OSTLU_50659	53.9894	58.5014
Os02g0627800	OSTLU_39570	27.7778	32.5444
Os02g0628000	OSTLU_119538	41.8033	52.5773
Os02g0628200	OSTLU_5074	43.695	53.0249
Os02g0628800	OSTLU_37980	58.7156	87.6712
Os02g0631500	OSTLU_31092	17.8977	5.55556
Os02g0631601	OSTLU_31092	17.2897	3.26279
Os02g0631700	OSTLU_29755	23.8095	6.05536
Os02g0631700	OSTLU_41670	23.8095	6.05536
Os02g0632500	OSTLU_27255	24.8684	30.3859
Os02g0632500	OSTLU_29655	24.8684	30.3859
Os02g0633400	OSTLU_17803	19.7987	23.6948
Os02g0634500	OSTLU_86088	46.3087	59.4828
Os02g0634600	OSTLU_89085	24.1975	33.2203
Os02g0634900	OSTLU_41065	60.8511	60.8511
Os02g0636300	OSTLU_3227	31.9372	43.9904
Os02g0638400	OSTLU_39182	20.6799	8.52804
Os02g0638900	OSTLU_38617	9.64467	21.4286
Os02g0639000	OSTLU_14465	12.766	14.2518
Os02g0639800	OSTLU_26544	18.8811	28.125
Os02g0639900	OSTLU_31565	38.1503	53.6585
Os02g0640300	OSTLU_38393	15.9159	48.1818
Os02g0641800	OSTLU_49732	64.5669	78.2816
Os02g0643000	OSTLU_14647	28.1853	35.7843
Os02g0643500	OSTLU_10544	18.0505	40.6504
Os02g0643500	OSTLU_8317	24.5487	59.6491
Os02g0644100	OSTLU_45893	52.4221	53.6283
Os02g0644700	OSTLU_29285	20.4698	18.3735
Os02g0646200	OSTLU_33113	17.8439	19.917
Os02g0646500	OSTLU_13873	30.1848	31.2102
Os02g0647900	OSTLU_13873	31.1609	32.4841
Os02g0649700	OSTLU_26133	40.9976	49.7784
Os02g0649800	OSTLU_9095	27.5362	52.7778
Os02g0651000	OSTLU_92456	20.7447	18.5714
Os02g0651300	OSTLU_89440	40.9639	46.2585
Os02g0652300	OSTLU_42140	35.316	37.2549
Os02g0652550	OSTLU_14647	22.8464	29.902
Os02g0652600	OSTLU_8188	17.5214	32.8
Os02g0652800	OSTLU_29537	52.4291	52.4291
Os02g0653800	OSTLU_12689	80.7882	80.7882
Os02g0654500	OSTLU_34998	42.3581	43.1111
Os02g0655600	OSTLU_29432	20.2899	7.44681
Os02g0656300	OSTLU_35663	37.8559	45.0199
Os02g0656500	OSTLU_9940	6.66667	46.6667
Os02g0657600	OSTLU_52011	56.701	49.4012
Os02g0658900	OSTLU_27584	24.735	23.4899
Os02g0661100	OSTLU_43599	36.1186	44.3709
Os02g0661900	OSTLU_14647	42.4528	22.0588
Os02g0663300	OSTLU_41455	4.06632	28.1421
Os02g0663800	OSTLU_37128	38.8489	38.0282
Os02g0663900	OSTLU_24349	21.5661	17.1604
Os02g0664000	OSTLU_12779	28.1513	37.6404
Os02g0664100	OSTLU_44407	20.0371	21.3861
Os02g0664200	OSTLU_44407	5.3719	2.57426
Os02g0665000	OSTLU_41212	44.6237	14.955
Os02g0666300	OSTLU_41728	16.3311	45.2012
Os02g0666700	OSTLU_49824	45.7249	46.2406
Os02g0666800	OSTLU_37011	31.0345	31.5789
Os02g0668100	OSTLU_17563	32.1637	35.2564
Os02g0668400	OSTLU_2261	24.6127	46.4286
Os02g0670000	OSTLU_3819	19.7895	28.3133
Os02g0670900	OSTLU_25632	19.7125	20.5567
Os02g0672500	OSTLU_7965	27.3543	38.125
Os02g0672600	OSTLU_43977	2.83286	9.7561
Os02g0672700	OSTLU_34016	42.7273	39.1667
Os02g0672800	OSTLU_24885	31.8627	30.0926
Os02g0676000	OSTLU_28292	31.3725	35.8209
Os02g0676400	OSTLU_2943	17.6685	25.1295
Os02g0676400	OSTLU_3441	22.0401	29.1566
Os02g0676400	OSTLU_47105	23.4973	26.7635
Os02g0677800	OSTLU_40147	38.1818	27.6316
Os02g0678400	OSTLU_28436	2.57235	2.22222
Os02g0678400	OSTLU_28493	3.21543	2.77778
Os02g0678400	OSTLU_33729	3.21543	2.77778
Os02g0680600	OSTLU_44114	44	67.5978
Os02g0680700	OSTLU_6612	25.0859	30.5439
Os02g0680700	OSTLU_9264	14.7766	67.1875
Os02g0682600	OSTLU_39800	48.8095	50.6173
Os02g0683900	OSTLU_43254	34.1549	31.2903
Os02g0684150	OSTLU_44917	11.2845	29.8413
Os02g0684500	OSTLU_14029	99.0291	99.0291
Os02g0684500	OSTLU_44220	99.0291	99.0291
Os02g0685200	OSTLU_5960	16.2933	29.0909
Os02g0686400	OSTLU_88658	52.6412	58.8595
Os02g0686600	OSTLU_26102	48.0114	50.1484
Os02g0688900	OSTLU_31299	11.479	28.8889
Os02g0689066	OSTLU_119678	52.2388	4.93653
Os02g0689800	OSTLU_119553	15.8537	16.0494
Os02g0690700	OSTLU_40743	50.4566	46.2343
Os02g0690800	OSTLU_29911	52.5959	52.3596
Os02g0692700	OSTLU_29623	32.6848	25.6098
Os02g0693200	OSTLU_9323	36.3636	44.898
Os02g0693700	OSTLU_48483	32.7532	33.12
Os02g0694400	OSTLU_119676	9.47368	1.63043
Os02g0694600	OSTLU_119676	12.6506	3.80435
Os02g0694700	OSTLU_119676	21.4447	17.2101
Os02g0694900	OSTLU_27759	20.9877	26.2346
Os02g0694900	OSTLU_4731	21.9753	33.3333
Os02g0696700	OSTLU_32976	14.3763	5.69514
Os02g0697600	OSTLU_16611	44.375	48.2173
Os02g0697800	OSTLU_89451	20.9964	26.8182
Os02g0698000	OSTLU_45513	65.2605	69.0289
Os02g0699300	OSTLU_37806	67.7419	39.8104
Os02g0699400	OSTLU_25333	26.6544	16.2921
Os02g0699600	OSTLU_34409	77.7108	77.7108
Os02g0700400	OSTLU_4970	28.4058	44.3439
Os02g0700400	OSTLU_4977	28.4058	44.3439
Os02g0701600	OSTLU_40586	51.105	54.0936
Os02g0702400	OSTLU_29431	23.9295	19.1532
Os02g0702500	OSTLU_37908	19.0628	42.1176
Os02g0702800	OSTLU_39509	34.0824	33.5793
Os02g0704300	OSTLU_2292	43.8066	31.25
Os02g0704500	OSTLU_94805	25.0909	30.131
Os02g0704800	OSTLU_28754	55.3134	65.0641
Os02g0704966	OSTLU_38748	16.4835	33.8028
Os02g0705100	OSTLU_37370	28.0488	36.6242
Os02g0705300	OSTLU_44336	19.3925	29.6429
Os02g0706500	OSTLU_16611	39.9351	41.7657
Os02g0707000	OSTLU_15314	30.6452	20.8333
Os02g0707100	OSTLU_15314	35.2941	36.8421
Os02g0708100	OSTLU_28074	50.3171	57.3494
Os02g0708200	OSTLU_43015	41.2577	51.1407
Os02g0708300	OSTLU_119493	28.5714	20
Os02g0709000	OSTLU_5177	20.178	24.4604
Os02g0709200	OSTLU_119523	51.0588	53.0562
Os02g0709400	OSTLU_16523	2.06813	4.13123
Os02g0709400	OSTLU_27173	0.547445	1.89873
Os02g0709400	OSTLU_29736	0.547445	1.89873
Os02g0710800	OSTLU_34911	41.0926	32.0965
Os02g0710900	OSTLU_45635	31.3747	32.0136
Os02g0714100	OSTLU_27747	31.0651	33.2278
Os02g0714500	OSTLU_87978	16.3462	10.8974
Os02g0714600	OSTLU_18322	61.5385	65.7895
Os02g0714600	OSTLU_27455	60	63.9344
Os02g0714600	OSTLU_43177	60	63.3117
Os02g0716500	OSTLU_18582	33.7629	36.1878
Os02g0716500	OSTLU_24150	33.2474	33.3333
