Gene stable ID	Oryza barthii gene stable ID	%id. target Oryza barthii gene identical to query gene	%id. query gene identical to target Oryza barthii gene
Os01g0614700	OBART01G22650	83.5484	72.549
Os01g0614900	OBART01G22670	98.6564	97.8116
Os01g0615050	OBART01G22680	93.5484	86.5672
Os01g0615100	OBART01G22690	100	100
Os01g0615300	OBART01G22700	97.8774	57.9609
Os01g0615500	OBART01G22710	99.6737	99.6737
Os01g0616100	OBART01G22730	99.4558	86.1013
Os01g0616400	OBART01G22750	94.8052	99.3197
Os01g0616500	OBART01G22760	66.9065	99.4652
Os01g0616600	OBART01G22770	99.2064	78.7815
Os01g0616800	OBART01G22790	97.8992	97.8992
Os01g0616900	OBART01G22800	79.3991	99.8201
Os01g0617500	OBART01G22810	97.1397	99.8869
Os01g0617600	OBART01G22820	41.3725	96.347
Os01g0617700	OBART01G22830	91.8757	99.6114
Os01g0617800	OBART01G22840	100	72.2222
Os01g0617900	OBART01G22850	100	100
Os01g0618000	OBART01G22860	98.6842	98.6842
Os01g0618100	OBART01G22870	99.4186	91.9355
Os01g0618300	OBART01G22890	98.5106	95.9585
Os01g0618400	OBART01G22900	99.3266	51.0823
Os01g0618800	OBART01G22910	99.6753	41.3747
Os01g0618900	OBART01G22920	100	73.9326
Os01g0619000	OBART01G22930	96.0289	99.8124
Os01g0619800	OBART01G22970	99.5122	45.5357
Os01g0620100	OBART01G23000	92.9012	87.5
Os01g0620800	OBART01G23040	54.8323	80.5797
Os01g0621200	OBART01G23050	96.8064	93.9922
Os01g0621300	OBART01G23060	97.8934	96.9325
Os01g0621500	OBART01G23070	97.0803	89.8649
Os01g0621600	OBART01G23080	93.5252	93.6599
Os01g0621700	OBART01G23090	54.955	100
Os01g0621900	OBART01G23100	99.0712	98.4615
Os01g0622000	OBART01G23110	98	13.7899
Os01g0622300	OBART01G23120	99.005	87.0897
Os01g0622400	OBART01G23140	82.8358	65.6805
Os01g0622600	OBART01G23150	77.4131	100
Os01g0622700	OBART01G23160	74.8366	99.5652
Os01g0623000	OBART01G23170	92.5101	98.9177
Os01g0623200	OBART01G23190	81.155	99.6269
Os01g0623500	OBART01G23210	99.6305	98.1796
Os01g0623600	OBART01G23220	96.1722	99.7519
Os01g0623900	OBART01G23250	82.7206	92.2131
Os01g0624000	OBART01G23260	99.2357	86.845
Os01g0624400	OBART01G23270	54.3046	45.5556
Os01g0624500	OBART01G23280	100	32.1526
Os01g0624700	OBART01G23290	82.1839	97.9452
Os01g0625200	OBART01G23310	99.3528	43.4229
Os01g0625300	OBART01G23320	100	100
Os01g0625900	OBART01G23340	92.0765	99.7041
Os01g0626100	OBART01G23360	91.2621	21.0291
Os01g0626200	OBART01G23360	100	5.92841
Os01g0626300	OBART01G23370	100	100
Os01g0626400	OBART01G23380	99.2084	98.6877
Os01g0626900	OBART01G23410	98.7755	98.7755
Os01g0627400	OBART01G23440	97.8339	99.2674
Os01g0627500	OBART01G23450	94.6463	44.3548
Os01g0628700	OBART01G23470	99.2467	52.0751
Os01g0629400	OBART01G23500	98.3051	31.8681
Os01g0629600	OBART01G23510	86.2832	93.0788
Os01g0629900	OBART01G23520	99.8363	99.8363
Os01g0630200	OBART01G23530	99.3377	99.3377
Os01g0630900	OBART01G37090	51.9084	23.4079
Os01g0631100	OBART01G23550	87.1985	99.3658
Os01g0631200	OBART01G23560	82.5455	59.1146
Os01g0631400	OBART01G23590	99.697	60.367
Os01g0631500	OBART01G23600	100	99.2883
Os01g0631700	OBART01G23620	100	100
Os01g0631800	OBART01G23630	99.0196	99.0196
Os01g0631900	OBART01G23640	99.6435	99.4662
Os01g0632000	OBART01G23650	98.8722	98.1343
Os01g0633000	OBART01G23690	100	100
Os01g0633100	OBART01G23700	100	100
Os01g0633200	OBART01G23710	99.841	99.841
Os01g0633400	OBART01G23730	90.9091	98.4043
Os01g0633500	OBART01G23740	75.3943	73.0887
Os01g0633900	OBART01G23760	67.1642	39.823
Os01g0634300	OBART01G23790	97.6066	87.5252
Os01g0634500	OBART01G23820	99.6212	93.5943
Os01g0634600	OBART01G23830	100	98.4848
Os01g0634900	OBART01G23850	74.7093	99.6124
Os01g0635000	OBART01G23860	93	100
Os01g0635200	OBART01G23880	92.9412	82.2917
Os01g0635400	OBART01G23890	99.7093	99.7093
Os01g0635550	OBART01G23900	99.1379	99.1379
Os01g0635600	OBART01G23910	66.7924	39.1016
Os01g0636400	OBART01G23940	100	100
Os01g0636500	OBART01G23950	98.8848	98.8848
Os01g0637500	OBART01G23950	97.929	61.5242
Os01g0637600	OBART01G24010	99.6283	99.6283
Os01g0637800	OBART01G24030	81.295	98.69
Os01g0638000	OBART01G24040	99.389	99.389
Os01g0638600	OBART01G24050	62.5	98.4127
Os01g0638800	OBART01G24060	92.2156	74.7573
Os01g0639100	OBART01G24070	99.2574	100
Os01g0639200	OBART01G24080	73.8786	97.2222
Os01g0639600	OBART01G24090	99.1936	99.1936
Os01g0639900	OBART01G24110	75.3676	78.2443
Os01g0640000	OBART01G24130	89.4515	68.8312
Os01g0640200	OBART01G24140	83.5463	95.0909
Os01g0640600	OBART01G24160	67.6647	99.7059
Os01g0640700	OBART01G24170	95.0119	98.7654
Os01g0640800	OBART01G24180	100	100
Os01g0641000	OBART01G24190	90.7216	67.1756
Os01g0641700	OBART01G24240	29.368	95.1807
Os01g0641800	OBART01G24250	96.5974	99.6101
Os01g0642000	OBART01G24260	44.9704	63.3333
Os01g0642200	OBART01G24270	100	100
Os01g0642600	OBART01G24280	57.0033	100
Os01g0642700	OBART01G24290	100	54.4654
Os01g0642900	OBART01G24300	94.6429	93.8053
Os01g0643300	OBART01G24310	14.0777	98.8636
Os01g0643300	OBART01G24320	38.1877	99.1597
Os01g0643600	OBART01G24330	99.1266	99.1266
Os01g0643800	OBART01G24340	98.8024	77.2231
Os01g0644000	OBART01G24350	99.2308	99.2308
Os01g0644200	OBART01G24370	100	100
Os01g0644600	OBART01G24390	100	100
Os01g0644900	OBART01G24410	99.4318	99.4318
Os01g0645000	OBART01G24420	97.0501	98.7988
Os01g0645200	OBART01G24430	100	100
Os01g0645400	OBART01G24440	100	100
Os01g0645900	OBART01G24500	99.3521	99.3521
Os01g0646300	OBART01G24520	99.1919	99.5943
Os01g0646800	OBART09G02540	25.7511	41.0959
Os01g0647000	OBART01G24540	99.7608	99.7608
Os01g0647100	OBART01G24550	99.6885	99.6885
Os01g0647700	OBART01G24580	91.3846	89.5928
Os01g0647800	OBART01G24590	85.5932	90.1786
Os01g0647850	OBART01G11350	79.6296	63.2353
Os01g0648000	OBART01G24600	98.3957	99.5671
Os01g0648500	OBART01G24620	56.1224	75.3425
Os01g0648600	OBART01G24640	93.8735	62.9973
Os01g0648700	OBART01G24650	99.1597	96.3265
Os01g0649000	OBART01G24670	99.5058	99.5058
Os01g0649100	OBART01G24680	75.5882	100
Os01g0649400	OBART01G24690	29.9479	12.7778
Os01g0650000	OBART01G24700	80.6818	72.8205
Os01g0650200	OBART01G24720	31.5254	40.2597
Os01g0650900	OBART01G24720	17.8571	30.303
Os01g0651000	OBART01G24720	2.7027	4.329
Os01g0651100	OBART01G24740	99.177	80.602
Os01g0651500	OBART01G24770	97.4719	99.7126
Os01g0651800	OBART01G24790	85.7143	94.2408
Os01g0651932	OBART01G24800	98.8593	85.2459
Os01g0652100	OBART01G24810	99.2347	99.2347
Os01g0652600	OBART01G24840	99.8175	94.148
Os01g0652700	OBART01G24850	99.2647	99.2647
Os01g0652800	OBART01G24860	100	100
Os01g0653200	OBART01G24890	91.2525	98.4979
Os01g0653300	OBART01G24900	98.6842	98.6842
Os01g0653500	OBART01G24940	87.1981	62.892
Os01g0653800	OBART01G24950	97.0951	99.3314
Os01g0654100	OBART01G24970	88.7043	96.7391
Os01g0654200	OBART01G24980	100	72.2222
Os01g0654300	OBART01G24990	98.4375	20
Os01g0654400	OBART01G25000	100	100
Os01g0654500	OBART01G25010	100	100
Os01g0654900	OBART01G25040	98.9899	25.323
Os01g0655250	OBART01G25090	93.361	23.6842
Os01g0655400	OBART01G25100	92.7407	99.6022
Os01g0655500	OBART01G25110	89.3846	100
Os01g0655800	OBART01G25130	89.7059	92.9878
Os01g0656200	OBART01G25140	67.7419	84.5201
Os01g0656300	OBART01G25150	99.0566	99.0566
Os01g0656400	OBART01G25160	86.4964	87.7778
Os01g0656600	OBART01G25180	99.4278	45.8746
Os01g0656900	OBART01G25210	90.991	96.3215
Os01g0657000	OBART01G25220	100	100
Os01g0657100	OBART01G25230	100	100
Os01g0657400	OBART01G25240	97.9452	95.6522
Os01g0658400	OBART01G25260	76.1905	100
Os01g0658500	OBART01G25270	99.4413	99.4413
Os01g0658600	OBART01G25280	41.1765	39.576
Os01g0658700	OBART01G25290	99.3631	100
Os01g0658900	OBART01G25300	99.4444	99.4444
Os01g0659200	OBART01G25320	100	100
Os01g0659800	OBART01G25330	33.4459	57.8947
Os01g0659900	OBART01G25340	100	100
Os01g0660200	OBART01G25360	99.6678	99.6678
Os01g0660300	OBART01G25370	87.1935	70.6402
Os01g0660500	OBART01G25380	58.8235	98.7124
Os01g0660700	OBART01G25400	99.7555	99.7555
Os01g0660800	OBART01G25410	97.99	99.4898
Os01g0661000	OBART01G25430	99.0123	97.8049
Os01g0661400	OBART01G25440	94.9791	96.5957
Os01g0661500	OBART01G25450	96.8641	96.5278
Os01g0661650	OBART01G25470	56.2791	100
Os01g0662600	OBART01G25490	97.076	97.076
Os01g0662700	OBART01G25500	99.6979	99.6979
Os01g0662800	OBART01G25510	99.1736	99.1736
Os01g0663051	OBART01G25520	100	100
Os01g0663300	OBART01G25540	96.5261	91.9622
Os01g0663400	OBART01G25550	100	100
Os01g0663500	OBART01G25560	100	100
Os01g0663800	OBART01G25570	92.9495	96.8176
Os01g0664000	OBART01G25590	100	97.2574
Os01g0664100	OBART01G25600	99.8208	99.8208
Os01g0664200	OBART01G25610	99.5935	96.2672
Os01g0664500	OBART01G25640	100	100
Os01g0665200	OBART01G25660	100	100
Os01g0665300	OBART01G25670	98.861	77.7778
Os01g0665400	OBART01G25680	58.0381	92.6087
Os01g0666000	OBART01G25710	99.322	99.322
Os01g0666200	OBART01G25720	99.2481	98.5075
Os01g0666500	OBART01G25730	57.1429	93.1818
Os01g0666600	OBART01G25740	99.4652	99.4652
Os01g0666800	OBART01G25760	84.5023	94.557
Os01g0667000	OBART01G25780	45.8824	62.6506
Os01g0667100	OBART01G25790	96.7568	84.0376
Os01g0667200	OBART01G25800	98.0328	99.3355
Os01g0667400	OBART01G25820	98.3114	84.6527
Os01g0667700	OBART01G25850	98.2824	99.6132
Os01g0667800	OBART01G25860	77.2947	61.0687
Os01g0667900	OBART01G25870	41.4966	74.3902
Os01g0668000	OBART01G25880	100	96.3415
Os01g0668100	OBART01G25890	99.5951	99.5951
Os01g0668200	OBART01G25900	86.6667	25.4497
Os01g0668300	OBART01G25900	92.789	46.2963
Os01g0668600	OBART01G25920	99.1217	99.1217
Os01g0668700	OBART01G25940	69.6203	19.5035
Os01g0668901	OBART01G25930	99.872	99.872
Os01g0669100	OBART01G25950	98.0464	99.1358
Os01g0670100	OBART01G25980	99.2629	98.8984
Os01g0670600	OBART01G26020	99.6078	98.7047
Os01g0670800	OBART01G26040	88.4401	94.9178
Os01g0672166	OBART01G26090	79.6296	69.4669
Os01g0672201	OBART01G26120	79.4776	11.0248
Os01g0672300	OBART01G26120	98.8038	21.3768
Os01g0672400	OBART01G26130	99.187	99.187
Os01g0672500	OBART01G26140	99.7899	27.9906
Os01g0672700	OBART04G24340	97.0588	92.4217
Os01g0672800	OBART04G24350	86.1538	72.5926
Os01g0673300	OBART01G26170	99.7442	99.7442
Os01g0673400	OBART01G26180	100	100
Os01g0673500	OBART01G26190	91.9512	99.7355
Os01g0673600	OBART01G26200	100	100
Os01g0673800	OBART01G26210	83.2418	88.3382
Os01g0673900	OBART01G26220	2.32558	0.469484
Os01g0674000	OBART01G26230	68.3735	99.5614
Os01g0674100	OBART01G26240	91.6355	100
Os01g0674400	OBART01G26260	98.8636	86.1386
Os01g0674500	OBART01G26270	99.7191	99.7191
Os01g0674700	OBART01G26280	99.3964	89.4928
Os01g0674800	OBART01G26290	99.4595	56.8779
Os01g0675000	OBART01G26310	98.0144	100
Os01g0675100	OBART01G26320	100	100
Os01g0675400	OBART01G26330	75.6667	71.6088
Os01g0675500	OBART01G26340	99.5516	99.5516
Os01g0675700	OBART01G26350	81.1808	88
Os01g0675800	OBART01G26360	29.3103	55.1948
Os01g0676200	OBART01G26370	93.361	97.4026
Os01g0676900	OBART01G26380	100	82.3232
Os01g0677000	OBART01G26390	97.1154	98.6971
Os01g0677100	OBART01G26400	98.0132	82.2222
Os01g0677500	OBART01G26430	78.2609	63.5294
Os01g0677900	OBART01G26460	98.9542	83.6464
Os01g0678000	OBART01G26470	98.7778	98.7778
Os01g0678400	OBART01G26490	97.0696	28.9143
Os01g0678500	OBART01G26500	85.7332	99.084
Os01g0678600	OBART01G26510	98.4694	98.4694
Os01g0678700	OBART01G26520	92.1769	93.4483
Os01g0678800	OBART01G26530	99.3103	99.3103
Os01g0679000	OBART01G26540	80.2372	97.8313
Os01g0679700	OBART05G25330	100	100
Os01g0679900	OBART01G26570	99.8358	99.8358
Os01g0680200	OBART01G26580	99.7416	99.7416
Os01g0680400	OBART01G26590	84.8341	95.7219
Os01g0680600	OBART01G26600	99.6678	99.6678
Os01g0680700	OBART01G26610	93.8424	97.9434
Os01g0680900	OBART01G26620	100	100
Os01g0681000	OBART01G26630	78.1544	99.5204
Os01g0681100	OBART01G26640	95.6522	28.2958
Os01g0681200	OBART01G26650	89.6241	99.8325
Os01g0681400	OBART01G26660	96	98.5626
Os01g0681600	OBART01G26670	99.3243	91.875
Os01g0681700	OBART01G26680	98.2759	98.2759
Os01g0682001	OBART01G26690	96.7684	24.9884
Os01g0682200	OBART01G26710	99.6063	35.2368
Os01g0682500	OBART01G26720	97.8469	91.704
Os01g0683100	OBART01G26730	100	70.0405
Os01g0683400	OBART01G26740	80.8511	99.7375
Os01g0683550	OBART01G26750	83.2685	52.5799
Os01g0684800	OBART01G26820	78.983	52.5959
Os01g0684900	OBART01G26830	99.1853	99.7951
Os01g0685100	OBART02G03980	29.2135	37.6812
Os01g0685100	OBART12G17600	21.9101	28.2609
Os01g0685200	OBART01G26840	100	100
Os01g0685400	OBART01G26850	98.2906	72.327
Os01g0685500	OBART01G26860	99.2248	8.93855
Os01g0685800	OBART01G26870	99.8205	99.8205
Os01g0685900	OBART01G26880	100	100
Os01g0686100	OBART01G26890	4.54545	2.52101
Os01g0686200	OBART01G26900	92.0188	90.1149
Os01g0686300	OBART01G26910	83.4728	98.7624
Os01g0686400	OBART01G26920	100	18.9125
Os01g0686600	OBART01G26930	52.0202	18.1338
Os01g0686700	OBART01G26940	63.2479	26.7148
Os01g0686800	OBART01G26950	92.515	93.3535
Os01g0687300	OBART01G26960	99.2147	99.2147
Os01g0687400	OBART01G26970	96.0265	94.4625
Os01g0687500	OBART01G26980	95.5801	93.2615
Os01g0687700	OBART01G26990	91.2226	38.543
Os01g0687800	OBART01G27010	92.0608	97.8456
Os01g0688200	OBART01G27020	75.9067	99.6599
Os01g0688300	OBART01G27030	80.0595	90.8784
Os01g0688600	OBART01G27050	96.1353	99.005
Os01g0688900	OBART01G27060	81.3121	89.693
Os01g0689000	OBART01G27070	95.5102	96.6942
Os01g0689451	OBART01G27090	91.8285	99.5614
Os01g0689600	OBART01G27110	79.3103	99.1379
Os01g0689800	OBART01G27120	70.6044	100
Os01g0690200	OBART01G27170	79.6875	92.0578
Os01g0691000	OBART01G27180	87.7095	21.4921
Os01g0691050	OBART01G27180	89.0411	17.796
Os01g0691100	OBART01G27190	79.0323	95.1456
Os01g0691300	OBART01G27200	99.1071	99.1071
Os01g0691400	OBART01G27210	94.8052	100
Os01g0691500	OBART01G27220	99.2701	71.0183
Os01g0691600	OBART01G27240	93.2759	39.2313
Os01g0691700	OBART01G27250	100	100
Os01g0692100	OBART01G27270	98.7342	47.0825
Os01g0692300	OBART01G27280	93.7603	95.3255
Os01g0692400	OBART03G25210	38.7324	39.2857
Os01g0692600	OBART01G27310	84.202	91.9929
Os01g0693100	OBART01G27340	82.0408	63.6076
Os01g0693300	OBART01G27350	86.3354	99.6416
Os01g0693400	OBART01G27360	97.9644	97.4684
Os01g0693800	OBART01G27390	99.0476	98.4848
Os01g0693900	OBART01G27400	98.8	98.8
Os01g0694000	OBART01G27410	98.9733	31.7523
Os01g0694100	OBART01G27410	46.2141	11.6601
Os01g0694200	OBART01G27430	60.8696	94.9153
Os01g0694300	OBART01G27440	81.5603	9.30421
Os01g0694800	OBART07G16180	60.1307	27.8788
Os01g0694900	OBART01G27470	94.5423	99.2606
Os01g0695200	OBART01G27500	88.9807	98.7768
Os01g0695600	OBART01G27510	90.3974	43.5407
Os01g0695700	OBART01G27520	99.7632	99.7632
Os01g0695900	OBART01G27550	76	99.5238
Os01g0696000	OBART01G27560	99.6711	99.6711
Os01g0696100	OBART01G27570	99.0123	99.0123
Os01g0696800	OBART01G27590	82.1192	99.2
Os01g0697100	OBART01G27600	99.5868	75.6672
Os01g0697700	OBART01G27620	89.6341	27.9468
Os01g0698000	OBART01G27640	98.5591	99.4186
Os01g0698100	OBART01G27650	99.2018	99.3151
Os01g0698200	OBART01G27660	93.7931	79.3003
Os01g0698800	OBART01G27670	65.8768	78.9773
Os01g0699100	OBART01G27690	99.0698	96.1625
Os01g0699600	OBART01G27710	90.2778	40.6674
Os01g0699900	OBART01G27720	100	100
Os01g0700000	OBART01G27730	99.6154	99.6154
Os01g0700100	OBART01G27740	99.1304	99.1304
Os01g0700200	OBART01G27750	97.5096	99.0272
Os01g0700500	OBART01G27770	84.507	70.7269
Os01g0701500	OBART01G27810	92.2481	91.8919
Os01g0701700	OBART01G27830	98.153	95.1407
Os01g0701900	OBART01G27840	83.6066	69.1739
Os01g0702300	OBART01G27850	79.8331	91.9872
Os01g0702450	OBART01G27860	85.7143	25.9226
Os01g0702500	OBART01G27870	56.383	46.087
Os01g0703000	OBART08G08770	39.6947	62.6506
Os01g0703300	OBART01G27890	100	100
Os01g0703400	OBART01G27900	99.4334	99.4334
Os01g0703600	OBART01G27910	100	100
Os01g0704000	OBART01G27930	98.0296	98.5149
Os01g0704100	OBART01G27940	99.6124	99.6124
Os01g0704200	OBART01G27950	97.043	98.6339
Os01g0704300	OBART01G27960	34.1137	96.2264
Os01g0704400	OBART01G27970	68.1275	39.4009
Os01g0704700	OBART01G27980	63.4615	31.9871
Os01g0705100	OBART01G28010	84.375	99.4737
Os01g0705200	OBART01G28020	99.5349	99.5349
Os01g0705300	OBART01G28040	83.6066	65.6652
Os01g0705400	OBART01G28030	75.6757	66.6667
Os01g0705500	OBART01G28050	90.566	81.3559
Os01g0705700	OBART01G28080	99.5652	96.8288
Os01g0705800	OBART04G06450	70.4545	66.4286
Os01g0706000	OBART01G28100	47.8261	73.3333
Os01g0706000	OBART01G28110	76.087	86.9565
Os01g0706100	OBART01G28120	90.873	98.9201
Os01g0706200	OBART01G28130	9.375	2.92398
Os01g0706266	OBART01G28140	82.4658	53.9427
Os01g0706400	OBART01G28160	99.8183	99.7278
Os01g0706500	OBART01G28170	99.3103	99.3103
Os01g0706600	OBART01G28180	100	100
Os01g0706700	OBART01G28190	93.985	99.681
Os01g0706800	OBART01G28200	35.0746	43.7209
Os01g0706900	OBART01G28220	94.9561	98.4091
Os01g0707300	OBART01G28240	94.5701	87.0833
Os01g0707500	OBART01G28250	34.0967	100
Os01g0708000	OBART01G28260	100	100
Os01g0708100	OBART01G28270	100	100
Os01g0708300	OBART01G28280	100	84.1499
Os01g0708500	OBART01G28300	100	93.6975
Os01g0708600	OBART01G28310	100	100
Os01g0708700	OBART01G28320	90.7029	98.5222
Os01g0708900	OBART01G28330	90.8012	99.6743
Os01g0709400	OBART01G28360	99.7608	99.7608
Os01g0709500	OBART01G28370	98.6413	73.8555
Os01g0710000	OBART01G28380	93.3775	80.4183
Os01g0710100	OBART01G28390	71.8919	99.6255
Os01g0710700	OBART01G28410	94.4086	93.6034
Os01g0711000	OBART01G28420	99.7951	83.821
Os01g0711100	OBART01G28430	88.1081	32.2772
Os01g0711200	OBART01G28440	97.7134	96.9743
Os01g0711400	OBART01G28460	100	81.9338
Os01g0711500	OBART01G28480	98.4962	98.4962
Os01g0711600	OBART01G28490	99.5851	99.5851
Os01g0711800	OBART01G28510	97.3064	96.0133
Os01g0711900	OBART01G28520	99.3007	69.6078
Os01g0712700	OBART01G28590	83.9744	82.9114
Os01g0712800	OBART01G28600	99.4536	75.0515
Os01g0713200	OBART01G03610	63.0177	92.2078
Os01g0713200	OBART01G28630	100	100
Os01g0713600	OBART01G28660	100	82.808
Os01g0713800	OBART01G28670	94.7945	82.1853
Os01g0714100	OBART01G28690	89.3671	30.5628
Os01g0714600	OBART01G28710	100	100
Os01g0714600	OBART01G28720	100	100
Os01g0714800	OBART01G28750	97.551	100
Os01g0714800	OBART01G28780	97.551	100
Os01g0714900	OBART01G28790	100	100
Os01g0715100	OBART01G28810	96.9419	64.0404
Os01g0715400	OBART01G28850	97.4886	48.7443
Os01g0715500	OBART01G28860	96.1722	65.0485
Os01g0715600	OBART01G28870	64.1079	99.3569
Os01g0715700	OBART01G28880	74.3922	99.5662
Os01g0715800	OBART01G28890	72.1951	94.2675
Os01g0715900	OBART01G28900	99.8355	99.8355
Os01g0716200	OBART01G28910	97.0383	95.7045
Os01g0716300	OBART01G28920	70.3704	78.0822
Os01g0716400	OBART01G28930	99.2467	64.5043
Os01g0716800	OBART01G28940	95.7101	99.6918
Os01g0717000	OBART01G28950	99.7283	99.7283
Os01g0717400	OBART01G28990	100	93.2692
Os01g0717700	OBART01G29010	99.5868	99.5868
Os01g0718300	OBART01G29030	99.6432	99.6432
Os01g0718500	OBART01G29040	100	100
Os01g0718700	OBART01G29050	91.1528	60.177
Os01g0719000	OBART01G29070	100	100
Os01g0719100	OBART01G29080	100	85.3107
Os01g0719200	OBART01G29090	95.3488	95.3488
Os01g0719300	OBART01G29100	75.3754	99.4059
Os01g0719400	OBART01G29110	3.46535	3.93258
Os01g0719600	OBART01G29120	99.2958	59.2437
Os01g0719700	OBART01G29130	75.641	23.7425
Os01g0719900	OBART01G29140	69.2098	100
Os01g0720300	OBART01G29160	100	100
Os01g0720400	OBART01G29170	98.9051	98.9051
Os01g0720500	OBART01G29180	99.6226	99.6226
Os01g0720600	OBART01G29190	99.1795	99.4856
Os01g0720700	OBART05G23800	90	7.31707
Os01g0720800	OBART01G29210	98.4127	27.892
Os01g0720900	OBART01G29210	78.5047	21.5938
Os01g0721000	OBART01G29210	99.7951	31.2982
Os01g0721200	OBART01G29210	38.5069	12.5964
Os01g0721800	OBART01G29220	65.286	16.4024
Os01g0721900	OBART01G29230	100	100
Os01g0722100	OBART01G29240	83.1804	92.517
Os01g0722300	OBART01G29250	100	100
Os01g0722700	OBART01G29300	95.2381	38.1992
Os01g0723000	OBART01G29310	100	100
Os01g0723100	OBART01G29320	80.4627	93.4328
Os01g0723200	OBART01G29330	100	88.4615
Os01g0723400	OBART01G29340	75.1166	95.4545
Os01g0723500	OBART01G29350	57.7114	87.218
Os01g0723600	OBART01G29360	78.2396	99.6885
Os01g0723700	OBART01G29370	98.331	89.8348
Os01g0723800	OBART01G29380	99.919	99.919
Os01g0724400	OBART06G14170	17.8161	24.2188
Os01g0724700	OBART01G29410	99.0991	99.0991
Os01g0725400	OBART01G29430	61.7647	90
Os01g0725600	OBART01G29450	99.4614	98.7522
Os01g0725800	OBART01G29460	86.7834	73.9484
Os01g0725900	OBART01G29470	98.2558	100
Os01g0726100	OBART01G29480	98.1567	98.1567
Os01g0726400	OBART01G29490	100	100
Os01g0726700	OBART01G29500	84.139	99.6422
Os01g0727100	OBART01G29530	99.4403	96.3834
Os01g0727200	OBART04G14030	13.6986	9.90099
Os01g0727400	OBART01G29550	99.5633	84.7584
Os01g0727500	OBART01G29560	98.4615	100
Os01g0727600	OBART01G29570	98.6301	61.8026
Os01g0727900	OBART01G29590	90.9091	44.9438
Os01g0728150	OBART01G29610	80	19.1045
Os01g0728300	OBART01G29620	93.6416	99.3865
Os01g0728350	OBART01G29630	99.3333	82.7778
Os01g0728700	OBART01G29660	100	100
Os01g0729100	OBART01G29680	99.3711	99.3711
Os01g0729400	OBART01G29690	98.8987	99.3363
Os01g0729600	OBART01G29700	98.3766	98.3766
Os01g0729900	OBART01G29720	71.3115	94.0541
Os01g0730100	OBART01G29740	98.4234	98.4234
Os01g0730200	OBART01G29750	98.6072	68.6047
Os01g0730300	OBART01G29760	99.7722	99.886
Os01g0730400	OBART01G29770	68.0412	66.6667
Os01g0730500	OBART01G29780	100	100
Os01g0730600	OBART01G29790	67.8733	98.6842
Os01g0730700	OBART01G29800	48.2759	98.7179
Os01g0730800	OBART01G29810	84.9372	86.017
Os01g0730900	OBART01G29820	59.8071	42.6117
Os01g0731000	OBART01G29830	84.9557	71.6418
Os01g0731100	OBART01G29840	96.9925	48.7713
Os01g0731800	OBART01G29850	82.0513	62.7451
Os01g0732000	OBART01G29860	95.7143	95.7143
Os01g0732100	OBART01G29870	98.8235	54.1936
Os01g0732200	OBART01G29880	99.0506	99.0506
Os01g0732300	OBART01G29890	47.3684	100
Os01g0732700	OBART01G29910	98.8688	99.7717
Os01g0733001	OBART03G25670	63.4146	14.8289
Os01g0733200	OBART01G29920	93.6	96.2963
Os01g0733500	OBART01G29930	75.5245	98.1818
Os01g0733600	OBART01G29940	94.2492	100
Os01g0733801	OBART01G29950	56.3636	98.4127
Os01g0734000	OBART01G29960	99.6063	99.6063
Os01g0734100	OBART01G29970	99.1803	85.2113
Os01g0734466	OBART01G29990	99.6269	56.4482
Os01g0734600	OBART01G30000	93.9457	94.7368
Os01g0735300	OBART01G30050	96.334	43.6347
Os01g0735900	OBART01G30070	99.7908	90.8571
Os01g0736100	OBART01G30080	100	100
Os01g0736300	OBART01G30110	98.3264	99.7877
Os01g0736400	OBART01G30120	66.6667	92.5926
Os01g0736500	OBART01G30130	97.6562	99.2064
Os01g0736600	OBART01G30140	99.4924	99.4924
Os01g0736900	OBART01G30150	100	100
Os01g0737100	OBART01G30160	98.7288	95.8848
Os01g0737300	OBART01G30170	91.369	58.365
Os01g0737401	OBART01G30170	100	7.03422
Os01g0737500	OBART01G30180	96.129	60.202
Os01g0737600	OBART01G30190	99.5192	99.5192
Os01g0737700	OBART01G30200	87.1795	98.0769
Os01g0737800	OBART01G30210	94.3515	83.6735
Os01g0737900	OBART01G30220	99.8744	99.375
Os01g0738000	OBART01G30230	100	100
Os01g0738100	OBART01G30240	86.1284	83.2
Os01g0738300	OBART01G30250	82.7124	99.4624
Os01g0738600	OBART01G18400	99.6815	99.3651
Os01g0739000	OBART01G30260	97.1944	88.5036
Os01g0739200	OBART01G30280	100	100
Os01g0739400	OBART01G30290	85.0554	80.4538
Os01g0739500	OBART01G30300	100	72.6141
Os01g0739700	OBART01G30310	99.7972	99.5951
Os01g0740650	OBART01G30320	88.7168	28.9113
Os01g0741200	OBART01G30340	99.5316	72.6496
Os01g0741900	OBART01G30370	99.7015	99.7015
Os01g0742000	OBART01G30380	100	38.3529
Os01g0742200	OBART01G30390	97.8208	96.0761
Os01g0742300	OBART01G30400	45.5696	84.2105
Os01g0742400	OBART01G30410	97.1857	97.8281
Os01g0742500	OBART01G30420	100	100
Os01g0743100	OBART01G30440	62.0609	74.8588
Os01g0743200	OBART01G30450	100	100
Os01g0743300	OBART01G30460	99.0385	99.4483
Os01g0743400	OBART01G30470	86.2155	97.1751
Os01g0743500	OBART01G30480	100	100
Os01g0743600	OBART01G30500	88.2243	98.5386
