Gene stable ID	Musa acuminata gene stable ID	%id. target Musa acuminata gene identical to query gene	%id. query gene identical to target Musa acuminata gene
Os01g0876800	GSMUA_Achr10G10930_001	64.6667	71.5867
Os01g0876800	GSMUA_Achr3G21850_001	61.3333	70.229
Os01g0876800	GSMUA_Achr6G17510_001	61	67.7778
Os01g0876800	GSMUA_Achr6G24180_001	53.6667	24.1379
Os01g0876800	GSMUA_Achr8G08440_001	58.6667	67.9537
Os01g0877300	GSMUA_Achr8G08400_001	59.3056	58.8966
Os01g0877400	GSMUA_Achr11G14940_001	65.6863	64.7343
Os01g0877400	GSMUA_Achr8G08420_001	61.5196	63.5443
Os01g0878000	GSMUA_Achr10G10630_001	30	40.1274
Os01g0878000	GSMUA_Achr3G21950_001	32.8571	46.9388
Os01g0878300	GSMUA_Achr3G21970_001	54.3568	65.3367
Os01g0878300	GSMUA_Achr8G08350_001	51.7635	59.4756
Os01g0878700	GSMUA_Achr5G01300_001	74.0343	31.7096
Os01g0878800	GSMUA_Achr4G01780_001	53.4161	65.3992
Os01g0878900	GSMUA_Achr4G01780_001	60.3571	64.2586
Os01g0879200	GSMUA_AchrUn_randomG22250_001	53.3333	56.5217
Os01g0879300	GSMUA_AchrUn_randomG22250_001	40	48.913
Os01g0879400	GSMUA_Achr1G22480_001	57.839	81.25
Os01g0879500	GSMUA_Achr8G32680_001	55.3535	58.2979
Os01g0879600	GSMUA_Achr7G03040_001	43.3775	50.5792
Os01g0880200	GSMUA_Achr10G04510_001	48.9764	56.9597
Os01g0880200	GSMUA_Achr11G19500_001	54.8032	60
Os01g0880200	GSMUA_Achr4G16410_001	55.5905	62.6998
Os01g0880200	GSMUA_Achr6G18570_001	52.4409	63.4286
Os01g0880200	GSMUA_Achr7G03050_001	55.2756	60.6218
Os01g0880200	GSMUA_Achr7G23420_001	51.0236	61.9503
Os01g0880200	GSMUA_Achr8G32660_001	62.3622	58.0645
Os01g0880300	GSMUA_Achr10G04520_001	56.1111	54.3986
Os01g0880300	GSMUA_Achr3G31450_001	19.2593	45.2174
Os01g0880400	GSMUA_Achr5G01270_001	70.6573	72.0096
Os01g0880400	GSMUA_Achr8G32650_001	68.3099	66.287
Os01g0880400	GSMUA_Achr9G00340_001	68.7793	54.7664
Os01g0880800	GSMUA_Achr7G03060_001	62.9921	76.1905
Os01g0880800	GSMUA_Achr8G32640_001	60.105	83.8828
Os01g0880900	GSMUA_Achr7G23370_001	44.3431	54.1203
Os01g0881100	GSMUA_Achr10G04550_001	40.1152	41.3861
Os01g0881100	GSMUA_Achr11G09010_001	43.3781	43.4615
Os01g0881100	GSMUA_Achr6G18600_001	43.5701	42.7495
Os01g0881300	GSMUA_Achr11G09020_001	60.8059	66.6667
Os01g0881300	GSMUA_Achr5G01260_001	61.5385	65.3697
Os01g0881400	GSMUA_Achr9G00320_001	42.5501	47.293
Os01g0881500	GSMUA_Achr10G17290_001	61.302	61.413
Os01g0881500	GSMUA_Achr3G02410_001	59.6745	56.2181
Os01g0881500	GSMUA_Achr6G11780_001	45.0271	72.807
Os01g0881900	GSMUA_Achr10G10550_001	68.0739	72.6761
Os01g0881900	GSMUA_Achr6G18620_001	68.0739	70.2997
Os01g0881900	GSMUA_AchrUn_randomG17700_001	67.0185	69.0217
Os01g0882200	GSMUA_Achr9G15550_001	57.0423	18.8811
Os01g0882300	GSMUA_Achr3G22090_001	63.8889	82.1429
Os01g0882300	GSMUA_Achr5G25910_001	68.3333	82.2742
Os01g0882300	GSMUA_Achr8G08280_001	56.6667	80.9524
Os01g0882400	GSMUA_Achr8G32620_001	55.2301	61.1111
Os01g0882800	GSMUA_Achr10G16090_001	62.5	73.1415
Os01g0882800	GSMUA_Achr2G20670_001	65.7787	72.7891
Os01g0882800	GSMUA_Achr3G02860_001	67.0082	73.1544
Os01g0882800	GSMUA_Achr6G12890_001	71.7213	72.1649
Os01g0883000	GSMUA_Achr11G26340_001	31.7102	47.5936
Os01g0883000	GSMUA_Achr5G25920_001	20.4276	40.9524
Os01g0883100	GSMUA_Achr5G01230_001	67.9426	67.2986
Os01g0883100	GSMUA_Achr6G18670_001	68.4211	67.7725
Os01g0883200	GSMUA_Achr1G28250_001	32.0988	55.794
Os01g0883200	GSMUA_Achr1G28260_001	13.8272	11.8143
Os01g0883200	GSMUA_Achr8G32590_001	55.3086	27.7571
Os01g0883800	GSMUA_Achr11G11840_001	50.3856	51.9894
Os01g0883800	GSMUA_Achr6G25910_001	49.6144	61.2698
Os01g0883900	GSMUA_Achr11G11860_001	62.2829	60.2641
Os01g0883900	GSMUA_Achr8G30140_001	61.5385	62.9442
Os01g0884300	GSMUA_Achr10G04570_001	60.066	71.3726
Os01g0884400	GSMUA_Achr4G01530_001	45.4654	62.3568
Os01g0884400	GSMUA_Achr9G12570_001	25.179	70.3333
Os01g0884500	GSMUA_Achr3G21800_001	25.3363	44.8413
Os01g0884500	GSMUA_Achr5G25880_001	28.0269	42.8082
Os01g0884700	GSMUA_Achr5G01380_001	17.6829	18.8312
Os01g0884700	GSMUA_Achr6G18530_001	7.92683	21.3115
Os01g0884700	GSMUA_Achr7G23530_001	9.14634	21.7391
Os01g0884800	GSMUA_Achr11G26410_001	37.5191	50.7246
Os01g0884900	GSMUA_Achr6G18510_001	90.7801	44.5993
Os01g0885000	GSMUA_Achr11G19450_001	72.0721	70.7965
Os01g0885000	GSMUA_Achr5G01400_001	70.2703	69.6429
Os01g0885000	GSMUA_Achr5G16900_001	51.3514	52.2936
Os01g0885000	GSMUA_Achr6G18470_001	73.8739	73.2143
Os01g0885000	GSMUA_Achr7G23550_001	72.0721	71.4286
Os01g0885200	GSMUA_Achr5G01410_001	55.6675	56.2341
Os01g0885200	GSMUA_Achr6G18460_001	17.3804	55.6452
Os01g0885200	GSMUA_Achr7G23560_001	54.4081	54.9618
Os01g0885300	GSMUA_Achr6G24150_001	18.1501	22.9581
Os01g0885600	GSMUA_Achr6G18440_001	64.25	79.8137
Os01g0885900	GSMUA_Achr10G04450_001	32.6271	47.5309
Os01g0885900	GSMUA_Achr3G21790_001	35.1695	54.6053
Os01g0886000	GSMUA_Achr11G26420_001	42.6554	41.2568
Os01g0886000	GSMUA_Achr5G25870_001	40.9605	39.8352
Os01g0886200	GSMUA_Achr7G23690_001	63.7736	70.7113
Os01g0886300	GSMUA_Achr8G08510_001	78.6207	77.2881
Os01g0886300	GSMUA_Achr8G32320_001	81.0345	79.661
Os01g0886500	GSMUA_Achr3G21750_001	63.7037	62.3188
Os01g0886600	GSMUA_Achr10G04420_001	63.7097	47.0238
Os01g0886900	GSMUA_Achr7G02950_001	58.2343	68.3267
Os01g0886900	GSMUA_AchrUn_randomG21280_001	62.309	69.6395
Os01g0887100	GSMUA_Achr7G23670_001	78.1609	47.5524
Os01g0887400	GSMUA_Achr10G04370_001	53.252	74.8571
Os01g0887400	GSMUA_Achr10G04410_001	40.6504	67.1141
Os01g0887700	GSMUA_Achr8G32300_001	76.1029	80.8594
Os01g0888300	GSMUA_Achr10G10690_001	42.2566	58.4098
Os01g0888300	GSMUA_Achr11G26450_001	39.1593	55.6604
Os01g0888300	GSMUA_Achr3G21690_001	43.1416	54.7753
Os01g0888300	GSMUA_Achr7G23650_001	43.8053	56.8966
Os01g0888500	GSMUA_Achr1G27790_001	62.4212	43.345
Os01g0888600	GSMUA_Achr5G01430_001	33.4661	61.5385
Os01g0888600	GSMUA_Achr5G01440_001	40.6375	55.8904
Os01g0888600	GSMUA_Achr5G01450_001	58.9641	61.2836
Os01g0888600	GSMUA_Achr7G23630_001	69.3227	68.5039
Os01g0888700	GSMUA_Achr3G21700_001	64.9695	69.4989
Os01g0889000	GSMUA_Achr10G25310_001	62.6308	61.6176
Os01g0889000	GSMUA_Achr7G13090_001	62.3318	61.4138
Os01g0889000	GSMUA_Achr9G15510_001	4.18535	51.8519
Os01g0889800	GSMUA_Achr11G08930_001	44.3213	39.4089
Os01g0889900	GSMUA_Achr1G26260_001	41.2833	53.9557
Os01g0890200	GSMUA_Achr1G26260_001	42.2589	52.6899
Os01g0890600	GSMUA_Achr1G26260_001	40.8795	39.7152
Os01g0890900	GSMUA_Achr8G32260_001	49.6071	52.4403
Os01g0891000	GSMUA_Achr11G11230_001	36.5019	71.3755
Os01g0891100	GSMUA_Achr10G04160_001	39.7351	62.5
Os01g0891300	GSMUA_Achr10G10710_001	66.5738	68.8761
Os01g0891300	GSMUA_Achr8G08570_001	66.8524	41.3793
Os01g0891400	GSMUA_Achr1G13960_001	80.3347	61.1465
Os01g0892500	GSMUA_Achr5G07110_001	45.7071	40.6742
Os01g0892600	GSMUA_Achr5G07110_001	50.2525	44.7191
Os01g0892800	GSMUA_Achr2G11410_001	61.8449	61.3306
Os01g0892800	GSMUA_Achr9G02480_001	55.5556	59.6847
Os01g0893400	GSMUA_Achr6G18360_001	52.7845	57.0681
Os01g0893700	GSMUA_Achr8G09120_001	34.0081	40.1914
Os01g0894000	GSMUA_Achr7G23870_001	56.4802	57.4202
Os01g0894300	GSMUA_Achr10G16420_001	77.0898	77.5701
Os01g0894300	GSMUA_Achr11G08860_001	79.8762	77.4775
Os01g0894300	GSMUA_Achr11G11150_001	78.6378	77.6758
Os01g0894300	GSMUA_Achr11G19240_001	80.1858	78.7234
Os01g0894300	GSMUA_Achr4G16250_001	78.3282	81.6129
Os01g0894300	GSMUA_Achr6G12500_001	45.2012	70.5314
Os01g0894300	GSMUA_AchrUn_randomG00780_001	79.257	78.0488
Os01g0894500	GSMUA_Achr7G23860_001	66.0494	62.5731
Os01g0894500	GSMUA_AchrUn_randomG14950_001	66.6667	67.0807
Os01g0894600	GSMUA_Achr11G11160_001	57.5342	51.6393
Os01g0894600	GSMUA_Achr7G23850_001	57.9909	53.8136
Os01g0894600	GSMUA_Achr8G09030_001	50.2283	42.8016
Os01g0894700	GSMUA_Achr11G19250_001	13.1004	41.0959
Os01g0895100	GSMUA_Achr3G19330_001	73.5016	70.8207
Os01g0895200	GSMUA_AchrUn_randomG00690_001	43.4783	18.8305
Os01g0895300	GSMUA_AchrUn_randomG00690_001	57.027	20.9118
Os01g0895600	GSMUA_Achr11G14980_001	77.1875	56.7816
Os01g0895600	GSMUA_AchrUn_randomG00670_001	76.5625	55.1802
Os01g0896200	GSMUA_Achr7G02870_001	39.1691	43.8538
Os01g0896200	GSMUA_Achr8G32220_001	40.3561	31.1213
Os01g0896400	GSMUA_Achr11G11190_001	58.4337	54.4944
Os01g0896400	GSMUA_Achr11G19270_001	59.0361	54.4444
Os01g0896500	GSMUA_Achr8G32230_001	26.3242	56.1644
Os01g0896700	GSMUA_Achr10G04230_001	77.6316	68.2081
Os01g0896700	GSMUA_Achr11G19280_001	73.6842	74.9164
Os01g0896700	GSMUA_Achr7G23780_001	78.2895	69.186
Os01g0896700	GSMUA_Achr9G02440_001	75.3289	69.1843
Os01g0896800	GSMUA_Achr10G04230_001	71.1712	68.4971
Os01g0896800	GSMUA_Achr11G19280_001	67.2673	74.9164
Os01g0896800	GSMUA_Achr7G23780_001	71.7718	69.4767
Os01g0896800	GSMUA_Achr9G02440_001	68.4685	68.8822
Os01g0897000	GSMUA_Achr11G10510_001	88.4488	88.4488
Os01g0897000	GSMUA_Achr4G02420_001	59.4059	74.6888
Os01g0897000	GSMUA_Achr4G02430_001	30.363	85.9813
Os01g0897100	GSMUA_Achr7G23770_001	55.2063	54.2471
Os01g0897200	GSMUA_Achr7G23750_001	41.5493	39.3333
Os01g0897300	GSMUA_Achr7G23750_001	48.5611	45
Os01g0897500	GSMUA_Achr7G02880_001	66.6667	11.9205
Os01g0897600	GSMUA_Achr3G21660_001	71.0145	69.574
Os01g0897700	GSMUA_Achr5G25760_001	33.1967	18.451
Os01g0897800	GSMUA_Achr11G11200_001	33.4597	32.1787
Os01g0897800	GSMUA_Achr7G02900_001	33.1754	34.6192
Os01g0898300	GSMUA_Achr3G21550_001	54.4898	51.6941
Os01g0898300	GSMUA_Achr8G09050_001	6.02041	67.8161
Os01g0898300	GSMUA_Achr8G09060_001	37.2449	46.5561
Os01g0898400	GSMUA_Achr10G16430_001	16.6667	29.5652
Os01g0898400	GSMUA_Achr6G12480_001	33.8235	33.3333
Os01g0898800	GSMUA_Achr10G16440_001	54.717	48.0663
Os01g0898800	GSMUA_Achr6G12460_001	49.6855	40.9326
Os01g0898800	GSMUA_Achr6G28570_001	49.6855	51.2987
Os01g0898900	GSMUA_Achr10G16450_001	73.3831	72.8395
Os01g0898900	GSMUA_Achr11G12750_001	25.6219	50.4902
Os01g0898900	GSMUA_Achr11G12760_001	56.4677	73.9414
Os01g0898900	GSMUA_Achr2G20860_001	74.3781	74.75
Os01g0898900	GSMUA_Achr8G16340_001	25.1244	70.1389
Os01g0898900	GSMUA_Achr8G16350_001	51.4925	74.1936
Os01g0899200	GSMUA_Achr8G16950_001	53.4591	37.2807
Os01g0899275	GSMUA_AchrUn_randomG03290_001	49.3827	48.7805
Os01g0899350	GSMUA_AchrUn_randomG03290_001	42.3913	47.561
Os01g0899425	GSMUA_AchrUn_randomG03150_001	2.83019	3.09278
Os01g0899500	GSMUA_AchrUn_randomG15090_001	56.4732	54.0598
Os01g0899800	GSMUA_Achr5G25620_001	39.8561	50.9191
Os01g0900400	GSMUA_Achr10G04060_001	39.3103	57.3825
Os01g0900400	GSMUA_Achr11G11080_001	41.3793	50.8475
Os01g0900400	GSMUA_Achr2G05890_001	33.3333	52.7273
Os01g0900400	GSMUA_Achr5G17210_001	45.2874	63.961
Os01g0900400	GSMUA_Achr6G06870_001	39.5402	44.9086
Os01g0900400	GSMUA_Achr6G22970_001	44.1379	62.5407
Os01g0900700	GSMUA_Achr10G04060_001	31.7778	47.9866
Os01g0900700	GSMUA_Achr11G11080_001	37.1111	47.1751
Os01g0900700	GSMUA_Achr2G05890_001	28	45.8182
Os01g0900700	GSMUA_Achr5G17210_001	34.8889	50.974
Os01g0900700	GSMUA_Achr6G06870_001	32.6667	38.3812
Os01g0900700	GSMUA_Achr6G22970_001	35.3333	51.7915
Os01g0900800	GSMUA_Achr1G27710_001	46.5116	53.7313
Os01g0900800	GSMUA_Achr8G01370_001	44.186	52.9412
Os01g0900800	GSMUA_Achr8G32130_001	47.0284	43.128
Os01g0900900	GSMUA_Achr11G11070_001	68.0723	56.7839
Os01g0901000	GSMUA_Achr6G28500_001	49.5	64.918
Os01g0901200	GSMUA_Achr11G18090_001	62.704	58.2251
Os01g0901200	GSMUA_Achr2G02220_001	68.5315	70.3349
Os01g0901300	GSMUA_Achr6G13510_001	44.898	13.442
Os01g0901500	GSMUA_Achr5G25570_001	54.2986	43.4783
Os01g0901600	GSMUA_Achr5G25570_001	53.01	57.4275
Os01g0901700	GSMUA_Achr8G08910_001	56.8733	28.0212
Os01g0901900	GSMUA_Achr7G23050_001	60.8974	42.8571
Os01g0902200	GSMUA_Achr8G01200_001	51.7986	66.6667
Os01g0902300	GSMUA_Achr4G16160_001	66.0976	67.0792
Os01g0902300	GSMUA_Achr6G23010_001	67.3171	71.3178
Os01g0902300	GSMUA_Achr7G23060_001	70	67.5294
Os01g0902300	GSMUA_Achr8G32040_001	68.2927	68.1265
Os01g0902700	GSMUA_Achr6G15110_001	50.9874	53.7879
Os01g0902800	GSMUA_Achr6G15110_001	48.9945	50.7576
Os01g0904200	GSMUA_AchrUn_randomG14290_001	41.4784	65.798
Os01g0904200	GSMUA_AchrUn_randomG14300_001	19.7125	58.8957
Os01g0904300	GSMUA_Achr5G25460_001	67.2414	55.3191
Os01g0904400	GSMUA_Achr11G01470_001	71.6596	76.0614
Os01g0904500	GSMUA_Achr4G16170_001	68.7961	71.9794
Os01g0904700	GSMUA_Achr3G14630_001	42.6117	67.9452
Os01g0904700	GSMUA_Achr8G32070_001	49.8282	53.211
Os01g0905400	GSMUA_Achr10G16680_001	2.97177	17.5439
Os01g0905700	GSMUA_Achr10G03920_001	66.6667	66.4032
Os01g0905700	GSMUA_Achr11G08730_001	66.2698	66.2698
Os01g0905700	GSMUA_Achr5G25470_001	64.2857	64.0316
Os01g0905700	GSMUA_Achr7G23070_001	67.0635	66.7984
Os01g0905800	GSMUA_Achr11G26610_001	28.771	78.626
Os01g0905800	GSMUA_Achr11G26620_001	46.3687	85.567
Os01g0905800	GSMUA_Achr5G25490_001	81.2849	88.4498
Os01g0905800	GSMUA_Achr8G01230_001	77.6536	87.6972
Os01g0905800	GSMUA_Achr8G07620_001	82.1229	80.5479
Os01g0905800	GSMUA_Achr8G08990_001	80.1676	86.1862
Os01g0906000	GSMUA_Achr5G25500_001	57.8313	8.58676
Os01g0906000	GSMUA_Achr8G01240_001	68.6747	11.0039
Os01g0906200	GSMUA_Achr6G31300_001	82.3529	38.8889
Os01g0906200	GSMUA_Achr9G26130_001	82.1078	39.9761
Os01g0906600	GSMUA_Achr8G09010_001	63.773	61.3162
Os01g0907200	GSMUA_Achr6G06780_001	42.8571	55.2632
Os01g0907200	GSMUA_AchrUn_randomG11850_001	42.8571	55.6291
Os01g0907300	GSMUA_Achr11G08760_001	60.2273	62.4579
Os01g0907400	GSMUA_Achr10G03980_001	43.0793	37.0073
Os01g0907400	GSMUA_Achr11G08770_001	46.112	47.5541
Os01g0907400	GSMUA_Achr11G11060_001	45.1788	48.2959
Os01g0907600	GSMUA_Achr10G10470_001	54.1779	56.4607
Os01g0907600	GSMUA_AchrUn_randomG17080_001	58.221	60.1671
Os01g0907900	GSMUA_Achr7G02820_001	36.3104	49.1089
Os01g0907900	GSMUA_Achr8G01280_001	36.3104	43.2056
Os01g0907900	GSMUA_Achr8G32080_001	42.899	42.4023
Os01g0908100	GSMUA_Achr11G15330_001	73.0978	59.6452
Os01g0908100	GSMUA_AchrUn_randomG00980_001	38.0435	80.4598
Os01g0908100	GSMUA_AchrUn_randomG00990_001	30.163	53.3654
Os01g0908200	GSMUA_Achr11G15080_001	53.6023	52.3944
Os01g0908200	GSMUA_Achr6G12420_001	47.5504	44.3548
Os01g0908200	GSMUA_AchrUn_randomG20170_001	50.1441	50.5814
Os01g0908400	GSMUA_Achr2G05980_001	68.8525	70
Os01g0908500	GSMUA_Achr11G26270_001	63.2883	63.2883
Os01g0908500	GSMUA_Achr5G26100_001	65.991	66.7426
Os01g0908600	GSMUA_Achr11G08780_001	71.1409	70.0441
Os01g0908700	GSMUA_Achr8G01300_001	68.1614	70.0461
Os01g0908700	GSMUA_Achr9G29460_001	72.6457	69.2308
Os01g0909000	GSMUA_Achr11G15060_001	15.3846	28.3401
Os01g0909100	GSMUA_Achr10G04780_001	27.0492	17.6471
Os01g0909100	GSMUA_Achr3G22840_001	28.6885	22.2222
Os01g0909100	GSMUA_Achr8G07580_001	16.8033	36.2832
Os01g0909150	GSMUA_Achr10G04780_001	36.9748	11.7647
Os01g0909150	GSMUA_Achr3G22840_001	39.4958	14.9206
Os01g0909150	GSMUA_Achr8G07580_001	36.9748	38.9381
Os01g0909200	GSMUA_Achr10G28110_001	23.8038	59.276
Os01g0909200	GSMUA_Achr10G28120_001	12.5379	48.9362
Os01g0909300	GSMUA_Achr4G16180_001	39.3382	24.0991
Os01g0909400	GSMUA_Achr10G16760_001	51.3846	52.5157
Os01g0909500	GSMUA_Achr10G04780_001	23.7288	14.9733
Os01g0909500	GSMUA_Achr3G22840_001	25	18.7302
Os01g0909500	GSMUA_Achr8G07580_001	12.2881	25.6637
Os01g0911000	GSMUA_Achr4G33490_001	49.8507	49.2625
Os01g0911100	GSMUA_Achr8G01340_001	50.1048	62.4021
Os01g0911200	GSMUA_Achr10G17170_001	60.745	57.22
Os01g0911200	GSMUA_Achr4G29530_001	66.3324	66.1429
Os01g0911300	GSMUA_Achr8G32110_001	72.0994	32.0639
Os01g0911700	GSMUA_Achr7G23040_001	32.7373	32.4693
Os01g0911700	GSMUA_AchrUn_randomG18520_001	31.7744	34.0708
Os01g0911800	GSMUA_Achr8G15760_001	30.6579	61.6402
Os01g0911800	GSMUA_Achr9G11420_001	41.1842	40.2314
Os01g0911900	GSMUA_Achr11G19100_001	14.574	61.9048
Os01g0912600	GSMUA_Achr10G04480_001	65.1685	47.9339
Os01g0912700	GSMUA_Achr8G01070_001	61.2179	62.623
Os01g0912900	GSMUA_Achr6G22390_001	44.8405	53.3482
Os01g0913000	GSMUA_Achr11G15150_001	34.7594	40.3727
Os01g0913000	GSMUA_Achr8G01040_001	55.0802	57.5419
Os01g0913100	GSMUA_Achr11G19060_001	49.7076	53.7975
Os01g0913100	GSMUA_Achr8G01030_001	47.9532	37.4429
Os01g0913300	GSMUA_Achr2G12500_001	43.8333	54.1152
Os01g0913300	GSMUA_Achr4G17590_001	37.6667	50.5593
Os01g0913300	GSMUA_Achr7G01710_001	51.8333	54.6573
Os01g0913600	GSMUA_Achr10G03890_001	63.1336	60.6195
Os01g0913600	GSMUA_Achr10G28900_001	66.8203	59.9174
Os01g0913600	GSMUA_Achr11G08680_001	62.212	53.3597
Os01g0914400	GSMUA_Achr5G25360_001	32.5203	86.9565
Os01g0914600	GSMUA_Achr6G19050_001	55.1783	54.8986
Os01g0914800	GSMUA_Achr3G21930_001	59.5618	54.4627
Os01g0915000	GSMUA_Achr6G21070_001	47.099	46.3087
Os01g0915200	GSMUA_Achr5G25320_001	41.7722	44.898
Os01g0915401	GSMUA_Achr5G25320_001	40.5405	40.8163
Os01g0915600	GSMUA_Achr10G28920_001	41.1642	46.8085
Os01g0915600	GSMUA_Achr3G17290_001	46.9854	39.6491
Os01g0915600	GSMUA_Achr4G16120_001	39.7089	41.7943
Os01g0915600	GSMUA_Achr7G02770_001	43.2432	42.623
Os01g0915600	GSMUA_Achr7G22770_001	41.9958	45.7014
Os01g0915800	GSMUA_Achr7G22790_001	72.1519	75
Os01g0916200	GSMUA_Achr11G15230_001	69.715	63.0505
Os01g0916200	GSMUA_Achr8G08830_001	65.2019	66.6262
Os01g0916300	GSMUA_Achr3G29140_001	20.8015	32.2485
Os01g0916400	GSMUA_Achr4G16110_001	8.29876	65.5738
Os01g0916600	GSMUA_Achr4G16080_001	54.6667	43.1579
Os01g0916600	GSMUA_Achr7G02750_001	53.3333	53.3333
Os01g0916800	GSMUA_Achr11G09470_001	63.4673	53.9796
Os01g0917200	GSMUA_Achr11G15310_001	59.0909	60.1852
Os01g0917200	GSMUA_Achr5G25280_001	43.2727	54.7126
Os01g0917200	GSMUA_Achr8G17200_001	57.0909	57.0909
Os01g0917500	GSMUA_Achr5G25270_001	38.7944	59.4083
Os01g0917500	GSMUA_Achr8G00900_001	48.068	61.8905
Os01g0917900	GSMUA_Achr5G25250_001	27.7955	32.2222
Os01g0917900	GSMUA_Achr8G00880_001	27.1565	31.8352
Os01g0917900	GSMUA_AchrUn_randomG01010_001	28.4345	33.4586
Os01g0918100	GSMUA_Achr11G26700_001	17.5676	46.4286
Os01g0918100	GSMUA_Achr8G00870_001	38.8514	36.1635
Os01g0918200	GSMUA_Achr8G08670_001	80.198	81.8182
Os01g0918300	GSMUA_Achr8G08670_001	85	85.8586
Os01g0918400	GSMUA_Achr11G08590_001	21.1823	25.9036
Os01g0919100	GSMUA_Achr8G31410_001	56.1873	68.1542
Os01g0919400	GSMUA_Achr4G16070_001	72.417	72.5508
Os01g0919500	GSMUA_Achr10G29000_001	32.3651	31.7073
Os01g0919500	GSMUA_Achr11G15340_001	33.195	30.6513
Os01g0919500	GSMUA_Achr7G22840_001	32.7801	35.5856
Os01g0919500	GSMUA_Achr8G00830_001	31.5353	30.0395
Os01g0919500	GSMUA_Achr8G08680_001	32.3651	25.4072
Os01g0919600	GSMUA_Achr10G29010_001	46.4368	49.5098
Os01g0919600	GSMUA_Achr11G19520_001	44.3678	43.5666
Os01g0919600	GSMUA_Achr11G26720_001	41.6092	54.6828
Os01g0919600	GSMUA_Achr6G12340_001	44.8276	44.8276
Os01g0919600	GSMUA_Achr7G22850_001	47.1264	50.7426
Os01g0919700	GSMUA_Achr10G05740_001	63.0607	63.0607
Os01g0919800	GSMUA_Achr11G10870_001	61.157	69.1589
Os01g0919800	GSMUA_Achr11G19530_001	61.157	68.3077
Os01g0920000	GSMUA_Achr10G29030_001	57.8125	58.5752
Os01g0920000	GSMUA_Achr7G22870_001	59.1146	52.6682
Os01g0920000	GSMUA_AchrUn_randomG06010_001	53.3854	46.3801
Os01g0920100	GSMUA_Achr10G29040_001	42.8571	42.6724
Os01g0920100	GSMUA_Achr5G25150_001	37.2294	35.6846
Os01g0920100	GSMUA_Achr7G22880_001	42.8571	42.6724
Os01g0920100	GSMUA_AchrUn_randomG06000_001	31.1688	27.0677
Os01g0920200	GSMUA_Achr8G00800_001	82.3009	55.3571
Os01g0920300	GSMUA_AchrUn_randomG05990_001	0.628931	1.0929
Os01g0920400	GSMUA_Achr10G29050_001	68.9487	72.0307
Os01g0920500	GSMUA_Achr5G25130_001	30.9524	17.8082
Os01g0920700	GSMUA_Achr5G25130_001	21.4123	32.1918
Os01g0921000	GSMUA_Achr5G25130_001	25.8065	32.8767
Os01g0921100	GSMUA_Achr5G25130_001	24.4032	31.5068
Os01g0921200	GSMUA_Achr6G12300_001	27.2936	71.6867
Os01g0921200	GSMUA_Achr6G12310_001	14.9083	70.6522
Os01g0921200	GSMUA_Achr6G12320_001	22.5917	51.8421
Os01g0921300	GSMUA_Achr8G00770_001	60.6407	76.1494
Os01g0921500	GSMUA_Achr3G19540_001	52.6437	26.597
Os01g0921500	GSMUA_AchrUn_randomG05910_001	48.7356	48.6239
Os01g0921600	GSMUA_Achr8G00730_001	16.8317	44.7368
Os01g0921600	GSMUA_Achr8G00740_001	40.099	47.3684
Os01g0921600	GSMUA_Achr8G09300_001	54.9505	55.2239
Os01g0921600	GSMUA_AchrUn_randomG00960_001	56.9307	57.2139
Os01g0921800	GSMUA_Achr11G26750_001	42.0103	45.9155
Os01g0921800	GSMUA_Achr5G25110_001	47.6804	50
Os01g0921800	GSMUA_Achr8G00700_001	45.8763	40.7323
Os01g0922100	GSMUA_Achr9G01390_001	23.6842	34.7368
Os01g0922100	GSMUA_Achr9G29340_001	22.7273	33.4507
Os01g0922600	GSMUA_Achr11G19580_001	31.1897	23.3735
Os01g0922600	GSMUA_Achr2G06150_001	36.9775	29.2621
Os01g0922600	GSMUA_Achr4G16050_001	32.1543	27.7778
Os01g0922600	GSMUA_Achr5G25090_001	34.4051	25.908
Os01g0922600	GSMUA_Achr6G06030_001	32.4759	27.3713
Os01g0922600	GSMUA_Achr6G27520_001	18.328	37.2549
Os01g0922600	GSMUA_Achr7G22940_001	33.119	32.2884
Os01g0922600	GSMUA_Achr9G01380_001	31.5113	26.2735
Os01g0922600	GSMUA_Achr9G29330_001	34.7267	28.2723
Os01g0922600	GSMUA_AchrUn_randomG05850_001	33.4405	29.4618
Os01g0922600	GSMUA_AchrUn_randomG08380_001	34.7267	29.0323
Os01g0922600	GSMUA_AchrUn_randomG21900_001	31.8328	28.2857
Os01g0922800	GSMUA_Achr11G15560_001	34.7561	35.8491
Os01g0923000	GSMUA_Achr7G22930_001	38.9313	39.5349
Os01g0923000	GSMUA_Achr8G28210_001	33.5878	30.7692
Os01g0923000	GSMUA_AchrUn_randomG26580_001	38.1679	26.0417
Os01g0923200	GSMUA_Achr5G25080_001	72	77.1429
Os01g0923200	GSMUA_Achr6G27500_001	62.6667	67.1429
Os01g0923200	GSMUA_Achr9G29300_001	70.6667	75.7143
Os01g0923300	GSMUA_Achr10G05760_001	70.5882	30.1616
Os01g0923300	GSMUA_Achr10G29090_001	66.8067	30.5769
Os01g0923300	GSMUA_Achr7G22980_001	83.6134	36.6483
Os01g0923600	GSMUA_Achr8G00690_001	35.0797	39.4872
Os01g0923600	GSMUA_Achr8G09270_001	43.8497	34.0407
Os01g0923600	GSMUA_AchrUn_randomG00940_001	37.0159	41.1392
