Gene stable ID	Phaseolus vulgaris gene stable ID	%id. target Phaseolus vulgaris gene identical to query gene	%id. query gene identical to target Phaseolus vulgaris gene
Os03g0152100	PHAVU_002G039800g	67.2897	21.0526
Os03g0152100	PHAVU_011G020500g	59.8131	19.9377
Os03g0152400	PHAVU_005G131400g	57.4275	59.1418
Os03g0152400	PHAVU_011G084300g	53.6232	54.0146
Os03g0152600	PHAVU_007G147500g	58.5774	59.8291
Os03g0152700	PHAVU_007G098900g	50.6024	52.1092
Os03g0152800	PHAVU_002G066500g	12.978	41.1765
Os03g0152800	PHAVU_002G0667000g	12.5145	38.9892
Os03g0152800	PHAVU_002G0667001g	14.1367	46.2121
Os03g0152800	PHAVU_003G0698000g	8.34299	42.8571
Os03g0152800	PHAVU_003G0698001g	28.737	41.196
Os03g0153000	PHAVU_002G268000g	61.5385	8.77514
Os03g0153000	PHAVU_007G018500g	67.9487	8.78939
Os03g0153000	PHAVU_009G146500g	62.8205	8.27703
Os03g0153100	PHAVU_007G017100g	50.365	47.4771
Os03g0153100	PHAVU_007G018600g	49.635	49.0385
Os03g0153100	PHAVU_007G018700g	48.4185	44.0266
Os03g0153500	PHAVU_007G017100g	52.1036	36.9266
Os03g0153500	PHAVU_007G018600g	52.4272	38.9423
Os03g0153500	PHAVU_007G018700g	48.2201	32.9646
Os03g0153900	PHAVU_007G017100g	51.8428	48.3945
Os03g0153900	PHAVU_007G018600g	51.597	50.4808
Os03g0153900	PHAVU_007G018700g	50.3685	45.354
Os03g0154000	PHAVU_007G017100g	43.2692	41.2844
Os03g0154000	PHAVU_007G018600g	45.4327	45.4327
Os03g0154000	PHAVU_007G018700g	42.7885	39.3805
Os03g0154100	PHAVU_007G017100g	51.7241	48.1651
Os03g0154100	PHAVU_007G018600g	51.9704	50.7212
Os03g0154100	PHAVU_007G018700g	48.7685	43.8053
Os03g0154700	PHAVU_003G102200g	42.0513	79.6116
Os03g0154700	PHAVU_003G191200g	89.2308	88.3249
Os03g0154700	PHAVU_009G172300g	87.1795	86.2944
Os03g0154700	PHAVU_009G188600g	87.1795	86.2944
Os03g0155000	PHAVU_007G017100g	48.0663	19.9541
Os03g0155000	PHAVU_007G018600g	47.5138	20.6731
Os03g0155000	PHAVU_007G018700g	39.2265	15.708
Os03g0155300	PHAVU_001G003700g	66	64.7059
Os03g0155300	PHAVU_009G019000g	69.2	67.5781
Os03g0155500	PHAVU_001G003700g	59.5041	56.4706
Os03g0155500	PHAVU_009G019000g	60.7438	57.4219
Os03g0155700	PHAVU_001G003700g	63.8009	55.2941
Os03g0155700	PHAVU_009G019000g	65.1584	56.25
Os03g0155900	PHAVU_001G003700g	59.4378	58.0392
Os03g0155900	PHAVU_009G019000g	58.6345	57.0312
Os03g0156000	PHAVU_001G003700g	59.4378	58.0392
Os03g0156000	PHAVU_009G019000g	57.8313	56.25
Os03g0156300	PHAVU_001G003700g	58.75	55.2941
Os03g0156300	PHAVU_009G019000g	57.0833	53.5156
Os03g0156500	PHAVU_001G004100g	19.9584	18.7867
Os03g0156500	PHAVU_002G105500g	21.2058	20
Os03g0156500	PHAVU_003G266200g	22.2453	21.9713
Os03g0156500	PHAVU_009G0188000g	16.2162	19.7468
Os03g0156600	PHAVU_009G119300g	65.8064	66.2338
Os03g0156600	PHAVU_011G035900g	62.5806	62.1795
Os03g0156700	PHAVU_009G119100g	51.4045	48.6702
Os03g0156700	PHAVU_011G036200g	55.3371	52.6738
Os03g0157300	PHAVU_002G106200g	69.6172	69.9519
Os03g0157300	PHAVU_003G265800g	65.0718	65.5422
Os03g0157400	PHAVU_001G198400g	64.8508	67.9348
Os03g0157400	PHAVU_007G265300g	67.834	70.2013
Os03g0157500	PHAVU_004G074000g	62.3762	62.7907
Os03g0157600	PHAVU_001G113500g	21.9828	27.4194
Os03g0157600	PHAVU_003G276200g	18.5345	8.38207
Os03g0157600	PHAVU_004G140900g	21.1207	32.2368
Os03g0157600	PHAVU_005G011300g	20.6897	12.7321
Os03g0157600	PHAVU_007G250400g	20.6897	19.6721
Os03g0157600	PHAVU_008G209700g	19.3966	18.6722
Os03g0157600	PHAVU_008G209800g	20.6897	18.1132
Os03g0157600	PHAVU_009G196600g	21.1207	15.5063
Os03g0157600	PHAVU_011G184300g	20.2586	8.68762
Os03g0157700	PHAVU_001G114200g	47.6259	48.5337
Os03g0157800	PHAVU_001G114400g	42.3333	35.2288
Os03g0157800	PHAVU_004G073900g	46.3333	31.5909
Os03g0157900	PHAVU_002G115000g	65.0235	67.3966
Os03g0157900	PHAVU_003G269100g	64.0845	63.6364
Os03g0158200	PHAVU_004G033700g	56.8317	57.9798
Os03g0158300	PHAVU_001G110100g	51.8106	52.2472
Os03g0158500	PHAVU_001G110200g	38.6139	41.4894
Os03g0158500	PHAVU_002G247000g	47.9491	50.0739
Os03g0158500	PHAVU_004G080300g	36.4922	40.4389
Os03g0158600	PHAVU_008G183100g	26.3415	12.3007
Os03g0159100	PHAVU_002G247100g	71.8085	71.2401
Os03g0159200	PHAVU_007G057400g	42.1842	41.2134
Os03g0159400	PHAVU_001G153000g	31.7757	28.2158
Os03g0159400	PHAVU_007G057800g	32.7103	38.8889
Os03g0159400	PHAVU_007G173000g	29.4393	29.3023
Os03g0159600	PHAVU_007G057900g	50.7246	54.4747
Os03g0159600	PHAVU_007G184800g	46.3768	45.5516
Os03g0159700	PHAVU_001G078800g	38.6308	37.799
Os03g0159800	PHAVU_001G002300g	62.1951	66.2338
Os03g0159800	PHAVU_001G002600g	62.1951	66.2338
Os03g0159900	PHAVU_002G044700g	33.9506	35.9477
Os03g0159900	PHAVU_007G058000g	47.5309	38.8889
Os03g0160100	PHAVU_007G184600g	47.9843	50.4654
Os03g0160200	PHAVU_001G153100g	39.2473	37.6289
Os03g0160200	PHAVU_007G173300g	39.2473	37.4359
Os03g0160300	PHAVU_002G044400g	62.766	49.5798
Os03g0160300	PHAVU_007G058200g	61.7021	47.1545
Os03g0160400	PHAVU_002G042600g	49.8436	52.0697
Os03g0160600	PHAVU_001G153800g	68.5764	71.0432
Os03g0160600	PHAVU_002G042800g	63.5417	63.2124
Os03g0160600	PHAVU_007G060200g	66.1458	65.2397
Os03g0160600	PHAVU_007G173700g	68.9236	70.8929
Os03g0161100	PHAVU_001G154100g	21.6361	30.8952
Os03g0161100	PHAVU_002G043800g	18.1575	27.4566
Os03g0161100	PHAVU_007G060600g	20.5658	29.7566
Os03g0161100	PHAVU_007G174000g	20.948	30.0439
Os03g0161200	PHAVU_001G154200g	66.963	69.219
Os03g0161200	PHAVU_007G174100g	65.4815	66.9697
Os03g0161400	PHAVU_006G100500g	24.6341	26.5092
Os03g0161400	PHAVU_007G060900g	47.3171	41.9913
Os03g0161400	PHAVU_007G277500g	39.7561	37.9953
Os03g0161500	PHAVU_007G061100g	28.777	19.5122
Os03g0161500	PHAVU_007G186900g	25.1799	17.1569
Os03g0161500	PHAVU_007G277600g	27.3381	17.8404
Os03g0161600	PHAVU_007G061300g	40.1639	42.2414
Os03g0161800	PHAVU_007G061700g	68.6869	59.9119
Os03g0161900	PHAVU_001G154700g	47.2296	48.9071
Os03g0161900	PHAVU_007G061800g	41.1609	44.1926
Os03g0161900	PHAVU_007G174800g	42.2164	44.8179
Os03g0161900	PHAVU_007G278200g	41.9525	47.6048
Os03g0162200	PHAVU_001G155700g	86.9565	88.2353
Os03g0162200	PHAVU_007G176000g	86.9565	88.2353
Os03g0162500	PHAVU_001G155900g	42.0195	36.0335
Os03g0162500	PHAVU_007G110800g	40.7166	31.9693
Os03g0162500	PHAVU_007G176100g	41.0423	35.493
Os03g0162500	PHAVU_007G279300g	41.3681	34.5109
Os03g0162900	PHAVU_006G222000g	43.1349	44.1542
Os03g0162900	PHAVU_007G135000g	45.322	45.322
Os03g0163100	PHAVU_007G1100000g	21.5618	47.6804
Os03g0163100	PHAVU_007G1100001g	30.5361	56.833
Os03g0163300	PHAVU_007G177200g	67.2072	67.8182
Os03g0163500	PHAVU_007G247400g	53.2995	53.2319
Os03g0163500	PHAVU_010G030700g	55.203	55.203
Os03g0164700	PHAVU_007G178600g	55.7447	55.7447
Os03g0165000	PHAVU_009G154800g	56.7839	32.6118
Os03g0165100	PHAVU_008G200500g	31.456	42.4074
Os03g0165266	PHAVU_011G210600g	36.9646	44.1111
Os03g0165266	PHAVU_011G210800g	35.3818	43.628
Os03g0165300	PHAVU_001G011000g	37.031	35.6358
Os03g0165300	PHAVU_001G011100g	37.3573	35.8934
Os03g0165300	PHAVU_009G060400g	34.0946	40.3475
Os03g0165400	PHAVU_001G010900g	61.2366	69.6888
Os03g0165400	PHAVU_002G1672000g	32.4614	74.7945
Os03g0165400	PHAVU_003G258300g	70.5113	70.0118
Os03g0165600	PHAVU_003G194200g	48.1188	14.9171
Os03g0165800	PHAVU_002G099400g	69.0583	68.1416
Os03g0165800	PHAVU_006G132100g	68.1614	68.7783
Os03g0165800	PHAVU_008G123900g	59.6413	59.9099
Os03g0165900	PHAVU_008G123600g	50.1587	53.3784
Os03g0165900	PHAVU_008G123700g	50.1587	53.3784
Os03g0166000	PHAVU_008G123500g	57.9288	68.3206
Os03g0166600	PHAVU_007G233600g	52.988	25.9766
Os03g0166800	PHAVU_001G200700g	74.6293	75.5
Os03g0166800	PHAVU_007G261800g	72.6524	73.5
Os03g0167000	PHAVU_001G268300g	41.1765	37.931
Os03g0167000	PHAVU_002G234400g	34.2246	34.2246
Os03g0167000	PHAVU_004G115800g	33.6898	32.6425
Os03g0167000	PHAVU_004G115900g	33.1551	32.1244
Os03g0167000	PHAVU_011G181000g	36.3636	34.6939
Os03g0167200	PHAVU_002G237000g	44.2623	39.1304
Os03g0167200	PHAVU_007G2633000g	7.86885	24.8705
Os03g0167200	PHAVU_007G2633001g	32.1311	61.25
Os03g0167400	PHAVU_001G200500g	43.1694	48.4663
Os03g0167400	PHAVU_007G262500g	47.2678	48.0556
Os03g0167500	PHAVU_007G088600g	50.2814	61.0478
Os03g0167600	PHAVU_007G262300g	51.9737	51.9737
Os03g0167800	PHAVU_002G235000g	68.9498	69.1076
Os03g0168200	PHAVU_002G103200g	55.0943	57.7075
Os03g0168300	PHAVU_004G029700g	21.7857	25.3112
Os03g0168300	PHAVU_004G031400g	25.7143	30.5085
Os03g0168400	PHAVU_006G046500g	31.3559	12.4474
Os03g0168500	PHAVU_009G186300g	27.1186	18.5328
Os03g0168550	PHAVU_008G037800g	51.1927	53.861
Os03g0168600	PHAVU_010G126900g	67.8309	71.6505
Os03g0168700	PHAVU_002G170100g	42.3507	43.4866
Os03g0168900	PHAVU_002G208200g	40.708	35.6589
Os03g0169000	PHAVU_002G091700g	63.3047	58.3004
Os03g0169000	PHAVU_002G169300g	63.0901	58.6826
Os03g0169100	PHAVU_003G188800g	82.8467	81.0714
Os03g0169300	PHAVU_008G038800g	47.6471	49.7951
Os03g0169400	PHAVU_003G017400g	50.8571	52.3529
Os03g0169800	PHAVU_003G189200g	58.8235	56.1224
Os03g0169900	PHAVU_002G265100g	37.931	43.5644
Os03g0169900	PHAVU_009G139200g	34.4828	36.6972
Os03g0170100	PHAVU_002G006800g	42.0168	39.3701
Os03g0170300	PHAVU_004G027100g	63.0769	56.0364
Os03g0170500	PHAVU_002G088700g	49.7297	47.6684
Os03g0170800	PHAVU_004G027600g	39.441	29.6037
Os03g0170800	PHAVU_008G042000g	43.1677	30.6167
Os03g0170800	PHAVU_008G042100g	42.236	30.9795
Os03g0170900	PHAVU_003G067600g	57.0632	51.3378
Os03g0171300	PHAVU_002G088400g	73.913	73.1183
Os03g0171300	PHAVU_003G067500g	75	74.1936
Os03g0171300	PHAVU_004G027700g	69.5652	70.3297
Os03g0171300	PHAVU_008G041800g	68.4783	68.4783
Os03g0171300	PHAVU_009G189200g	81.5217	81.5217
Os03g0171600	PHAVU_002G088200g	54.9884	44.4653
Os03g0171600	PHAVU_003G067300g	55.9165	47.7228
Os03g0171600	PHAVU_003G191300g	45.2436	46.0993
Os03g0171600	PHAVU_009G189100g	56.3805	54.8533
Os03g0171900	PHAVU_002G263500g	72.8395	73.904
Os03g0172000	PHAVU_008G287100g	51.2438	50.3914
Os03g0172200	PHAVU_003G084400g	57.5419	62.0482
Os03g0172200	PHAVU_006G142500g	58.6592	62.6866
Os03g0172200	PHAVU_008G286700g	51.1173	51.8414
Os03g0173900	PHAVU_005G148200g	48	48.7805
Os03g0173900	PHAVU_011G058800g	50.8	51.2097
Os03g0174100	PHAVU_005G147800g	68.75	67.4528
Os03g0174100	PHAVU_011G059300g	64.4231	66.8329
Os03g0174200	PHAVU_001G136500g	21.1055	35.1464
Os03g0174200	PHAVU_005G020800g	30.1508	32.6975
Os03g0174300	PHAVU_007G255200g	67.1875	48.6792
Os03g0174400	PHAVU_001G136100g	39.9371	45.3571
Os03g0174400	PHAVU_007G255100g	41.195	44.863
Os03g0174500	PHAVU_001G136400g	72.541	72.9897
Os03g0174600	PHAVU_011G059600g	65.5738	65.5738
Os03g0174800	PHAVU_001G136000g	35.0649	29.3478
Os03g0174800	PHAVU_005G020900g	35.0649	40.9091
Os03g0174900	PHAVU_003G133100g	38.2775	34.0426
Os03g0174900	PHAVU_005G156100g	34.4498	24.4898
Os03g0174900	PHAVU_010G133300g	40.1914	24.1379
Os03g0175200	PHAVU_001G039600g	55.9524	11.6337
Os03g0175200	PHAVU_009G080300g	63.0952	15.407
Os03g0175200	PHAVU_010G133600g	65.4762	16.035
Os03g0175600	PHAVU_009G081000g	76.7742	65.928
Os03g0176100	PHAVU_002G155700g	44.0972	49.2248
Os03g0176100	PHAVU_002G287100g	52.4306	54.1219
Os03g0176300	PHAVU_010G130200g	94.7059	27.7586
Os03g0176700	PHAVU_009G082000g	53.6797	54.386
Os03g0176900	PHAVU_001G038600g	45.283	44.4444
Os03g0176900	PHAVU_009G082200g	45.283	43.2432
Os03g0177000	PHAVU_003G131100g	28.4314	26.0479
Os03g0177000	PHAVU_009G227400g	38.2353	38.4868
Os03g0177300	PHAVU_010G129300g	46.0317	44.9612
Os03g0177400	PHAVU_004G060000g	97.0917	97.0917
Os03g0177400	PHAVU_007G092500g	95.9732	95.7589
Os03g0177500	PHAVU_004G075100g	97.0917	97.0917
Os03g0177900	PHAVU_004G060000g	97.0917	97.0917
Os03g0177900	PHAVU_007G092500g	95.9732	95.7589
Os03g0178000	PHAVU_004G060000g	97.0917	97.0917
Os03g0178000	PHAVU_007G092500g	95.9732	95.7589
Os03g0178100	PHAVU_009G082400g	62.306	63.5747
Os03g0178200	PHAVU_009G082300g	44.1176	42.8571
Os03g0178300	PHAVU_009G083100g	31.7829	25.7053
Os03g0178300	PHAVU_009G083200g	32.1705	27.4834
Os03g0178400	PHAVU_009G083100g	38.1098	39.185
Os03g0178400	PHAVU_009G083200g	40.8537	44.3709
Os03g0179000	PHAVU_009G227300g	63.0573	57.1594
Os03g0179100	PHAVU_002G077300g	46.6667	48.6111
Os03g0179400	PHAVU_001G044900g	55.5294	61.1399
Os03g0179400	PHAVU_003G130400g	60.9412	53.9583
Os03g0179400	PHAVU_009G083300g	53.8824	59.0206
Os03g0179400	PHAVU_009G2270000g	42.5882	69.6154
Os03g0179400	PHAVU_010G129000g	56	51.2931
Os03g0179700	PHAVU_003G130100g	50.495	50.2463
Os03g0179700	PHAVU_007G120800g	22.2772	56.962
Os03g0179700	PHAVU_009G226800g	50.9901	50.4902
Os03g0179900	PHAVU_002G228700g	45.098	47.8613
Os03g0179900	PHAVU_006G185300g	47.8214	48.8864
Os03g0179900	PHAVU_009G262900g	60.3486	61.624
Os03g0179900	PHAVU_010G128800g	62.6362	62.568
Os03g0180000	PHAVU_010G128500g	57.903	56.9231
Os03g0180100	PHAVU_001G044700g	20.2899	28.1879
Os03g0180100	PHAVU_003G130000g	22.2222	31.7241
Os03g0180100	PHAVU_009G083500g	20.2899	29.1667
Os03g0180100	PHAVU_010G128400g	23.1884	30
Os03g0180300	PHAVU_001G044600g	38.2066	34.0278
Os03g0180300	PHAVU_009G083600g	35.4776	31.4879
Os03g0180400	PHAVU_011G155200g	86.9919	86.9919
Os03g0180700	PHAVU_005G057900g	67.8647	66.875
Os03g0181400	PHAVU_001G029400g	50.5774	50.1144
Os03g0181500	PHAVU_006G184900g	51.6605	55.0098
Os03g0181500	PHAVU_009G084500g	72.5092	73.5955
Os03g0181750	PHAVU_010G1262001g	25.9067	65.6168
Os03g0181800	PHAVU_009G262500g	40.4887	43.7736
Os03g0181800	PHAVU_010G126100g	37.8709	40.4851
Os03g0182000	PHAVU_003G128200g	32.491	34.2857
Os03g0182000	PHAVU_003G128300g	6.13718	20.9877
Os03g0182700	PHAVU_003G127300g	76.9911	75.9825
Os03g0183100	PHAVU_007G192400g	31.2	31.3673
Os03g0183600	PHAVU_010G123200g	69.7531	62.6617
Os03g0183800	PHAVU_009G260900g	60.7242	60.5556
Os03g0183800	PHAVU_010G122100g	61.1421	61.1421
Os03g0183900	PHAVU_009G260800g	73.4201	41.5352
Os03g0184000	PHAVU_001G264200g	74.9135	75.6993
Os03g0184300	PHAVU_001G021800g	50.9772	52.6936
Os03g0184300	PHAVU_009G064700g	50.1629	52.2034
Os03g0184400	PHAVU_003G292500g	51.4451	52.1484
Os03g0184500	PHAVU_009G064100g	45.1477	46.9298
Os03g0184550	PHAVU_009G064000g	58.9443	60.5422
Os03g0184600	PHAVU_009G064000g	49.4845	14.4578
Os03g0184700	PHAVU_001G021100g	58.3113	60.5479
Os03g0185000	PHAVU_006G055200g	49.1694	37
Os03g0185000	PHAVU_008G277800g	46.8439	40.4011
Os03g0185200	PHAVU_003G244800g	40.1691	30.6947
Os03g0185500	PHAVU_001G020000g	59.3156	25.8492
Os03g0185600	PHAVU_007G131000g	84.8	84.8
Os03g0185700	PHAVU_001G112400g	25.8772	25.6522
Os03g0185700	PHAVU_001G112500g	22.1491	22.2467
Os03g0185700	PHAVU_001G112800g	24.5614	24.6154
Os03g0185700	PHAVU_001G112900g	24.1228	24.1758
Os03g0185700	PHAVU_003G143100g	24.3421	23.6674
Os03g0185700	PHAVU_006G024700g	23.9035	24.2762
Os03g0185700	PHAVU_006G036600g	21.4912	21.9731
Os03g0185700	PHAVU_006G036800g	23.0263	23.0769
Os03g0185700	PHAVU_006G037000g	23.9035	24.2762
Os03g0186100	PHAVU_009G063100g	53.6424	54
Os03g0186500	PHAVU_002G020300g	29.5872	30.0699
Os03g0186600	PHAVU_002G147600g	50.4032	55.0661
Os03g0186600	PHAVU_002G212400g	20.9677	54.1667
Os03g0186600	PHAVU_002G212500g	20.1613	36.7647
Os03g0186600	PHAVU_006G202200g	35.4839	42.9268
Os03g0186600	PHAVU_006G202300g	37.5	44.7115
Os03g0186600	PHAVU_009G037300g	43.9516	46.7811
Os03g0186800	PHAVU_001G183500g	54.9356	57.9186
Os03g0186800	PHAVU_007G226100g	45.0644	51.7241
Os03g0186900	PHAVU_008G180500g	47.7169	44.4681
Os03g0186900	PHAVU_009G144100g	49.7717	50
Os03g0186950	PHAVU_009G143300g	59.6591	58.0111
Os03g0187000	PHAVU_003G190000g	42.2414	44.7489
Os03g0187000	PHAVU_009G187000g	46.5517	43.5484
Os03g0187100	PHAVU_010G141800g	29.2289	19.2781
Os03g0187300	PHAVU_008G143100g	38.4164	31.0427
Os03g0187300	PHAVU_009G0381000g	53.3724	65.942
Os03g0187300	PHAVU_010G090900g	44.5748	36.8039
Os03g0187400	PHAVU_008G179400g	31	31.3131
Os03g0187500	PHAVU_008G179000g	64.6825	25.9554
Os03g0187600	PHAVU_003G289800g	45.8333	43.6823
Os03g0187700	PHAVU_008G178700g	62.0968	58.3333
Os03g0187700	PHAVU_009G034800g	61.2903	57.1429
Os03g0188200	PHAVU_006G093800g	26.0623	22.716
Os03g0188200	PHAVU_007G181800g	24.9292	23.6559
Os03g0188200	PHAVU_008G177600g	22.6629	20.9974
Os03g0188200	PHAVU_008G177800g	27.1955	24.7423
Os03g0188200	PHAVU_009G033900g	24.0793	23.4807
Os03g0188900	PHAVU_001G254000g	34.0836	35.8108
Os03g0188900	PHAVU_002G260700g	34.4051	35.3135
Os03g0188900	PHAVU_006G013200g	27.6527	34.127
Os03g0189300	PHAVU_001G253600g	23.4801	18.2114
Os03g0190000	PHAVU_008G162700g	28.2258	39.548
Os03g0190000	PHAVU_009G032600g	37.5	30
Os03g0190100	PHAVU_009G192700g	46.8835	49.0085
Os03g0190300	PHAVU_008G173900g	36.6987	36.1199
Os03g0190300	PHAVU_009G031700g	41.5064	38.6567
Os03g0190800	PHAVU_001G252400g	82.7869	82.5613
Os03g0190800	PHAVU_002G256600g	83.6066	82.9268
Os03g0190900	PHAVU_009G222900g	64.657	63.5992
Os03g0191000	PHAVU_002G209300g	46.3557	43.9227
Os03g0191000	PHAVU_002G256500g	48.688	45.3394
Os03g0191000	PHAVU_006G206400g	47.3275	45.2602
Os03g0191100	PHAVU_002G256400g	61.7577	62.8019
Os03g0191100	PHAVU_009G031000g	60.8076	61.5385
Os03g0191200	PHAVU_008G173300g	23.3607	25.7919
Os03g0191200	PHAVU_009G030900g	28.2787	31.3636
Os03g0191700	PHAVU_002G208100g	32.0621	29.5189
Os03g0191700	PHAVU_006G206800g	31.0734	28.5714
Os03g0191700	PHAVU_008G173000g	27.4011	30.1711
Os03g0191700	PHAVU_009G030400g	29.5198	30.3338
Os03g0191800	PHAVU_002G255000g	23.9852	26.1044
Os03g0191800	PHAVU_009G029700g	25.0923	27.2
Os03g0191900	PHAVU_008G172200g	39.0572	35.474
Os03g0191900	PHAVU_009G029600g	41.4141	34.8442
Os03g0192000	PHAVU_002G207800g	52.6807	50
Os03g0192100	PHAVU_001G019500g	43.4409	41.5638
Os03g0192100	PHAVU_006G007800g	46.4516	44.1718
Os03g0192300	PHAVU_002G261900g	38.7435	36.6337
Os03g0192400	PHAVU_007G238600g	78.169	77.6224
Os03g0192500	PHAVU_006G207400g	35.3251	25.0936
Os03g0192600	PHAVU_002G207400g	33.1754	37.4332
Os03g0192600	PHAVU_006G207500g	31.2796	37.7143
Os03g0192700	PHAVU_001G251000g	87.8431	87.8431
Os03g0192700	PHAVU_002G261700g	88.6274	88.6274
Os03g0192800	PHAVU_001G057700g	70.418	20.2403
Os03g0192800	PHAVU_009G100000g	67.2026	19.9237
Os03g0193000	PHAVU_003G085000g	51.4019	50.0911
Os03g0193000	PHAVU_006G141700g	50.4673	48.8246
Os03g0193225	PHAVU_006G053200g	22.7626	21.7472
Os03g0193225	PHAVU_008G275200g	19.6498	18.1004
Os03g0193400	PHAVU_005G023400g	32.6733	12.7907
Os03g0193700	PHAVU_002G235200g	37.6147	13.099
Os03g0194100	PHAVU_006G052800g	46.7662	43.9252
Os03g0194100	PHAVU_008G274800g	47.7612	45.7143
Os03g0194300	PHAVU_008G286600g	52.9976	55.25
Os03g0194400	PHAVU_006G013300g	52.093	55.1724
Os03g0194500	PHAVU_006G049300g	34.4828	56
Os03g0194500	PHAVU_008G274600g	50.2463	50.2463
Os03g0195100	PHAVU_008G169600g	57.7273	57.5964
Os03g0195200	PHAVU_002G262800g	60.6618	61.3383
Os03g0195300	PHAVU_001G250700g	57.0122	57.2741
Os03g0195300	PHAVU_001G250800g	43.5976	42.623
Os03g0195300	PHAVU_008G170700g	57.7744	57.9511
Os03g0195300	PHAVU_009G028400g	58.3841	58.5627
Os03g0195450	PHAVU_001G250700g	46.2366	6.58499
Os03g0195450	PHAVU_001G250800g	36.5591	5.06706
Os03g0195450	PHAVU_008G170700g	49.4624	7.03364
Os03g0195450	PHAVU_009G028400g	45.1613	6.42202
Os03g0195500	PHAVU_001G250700g	55.8304	24.196
Os03g0195500	PHAVU_001G250800g	39.2226	16.5425
Os03g0195500	PHAVU_008G170700g	53.0035	22.9358
Os03g0195500	PHAVU_009G028400g	55.8304	24.159
Os03g0195800	PHAVU_006G207800g	67.6737	68.0851
Os03g0195800	PHAVU_008G170800g	69.9396	70.3647
Os03g0195800	PHAVU_009G028500g	69.3354	69.4402
Os03g0196000	PHAVU_006G207800g	62.2699	61.7021
Os03g0196000	PHAVU_008G170800g	64.4172	63.8298
Os03g0196000	PHAVU_009G028500g	63.9571	63.0862
Os03g0196400	PHAVU_003G085300g	46.789	50.7463
Os03g0196400	PHAVU_006G141200g	41.7431	50.838
Os03g0196450	PHAVU_001G158600g	25.6831	11.9593
Os03g0196500	PHAVU_008G284300g	43.2584	49.6774
Os03g0196600	PHAVU_006G055200g	50.1587	39.5
Os03g0196600	PHAVU_008G277800g	47.3016	42.6934
Os03g0196800	PHAVU_001G030600g	60.5405	54.6341
Os03g0196800	PHAVU_006G055300g	60.5405	54.6341
Os03g0196900	PHAVU_002G028900g	47.1186	28.0808
Os03g0197000	PHAVU_002G041200g	37.6984	35.1852
Os03g0197300	PHAVU_002G027900g	32.5321	27.923
Os03g0197400	PHAVU_011G006200g	83.7093	84.131
Os03g0197800	PHAVU_002G028100g	44.2029	46.833
Os03g0197800	PHAVU_003G252400g	41.3043	45.0593
Os03g0197900	PHAVU_009G057100g	18.1818	18.9394
Os03g0198300	PHAVU_009G056700g	26.6886	23.5123
Os03g0198400	PHAVU_007G180500g	69.8876	69.5749
Os03g0198500	PHAVU_001G015700g	69.6356	68.254
Os03g0198500	PHAVU_003G010100g	41.2955	55.4348
Os03g0198500	PHAVU_003G010300g	64.7773	64
Os03g0198600	PHAVU_002G027200g	36.8201	40.553
Os03g0198600	PHAVU_003G251800g	28.8703	35.2041
Os03g0198900	PHAVU_001G016200g	45.4333	45.4333
Os03g0199000	PHAVU_009G035000g	42.0712	31.8627
Os03g0199100	PHAVU_002G026300g	48.9691	50
Os03g0199100	PHAVU_003G010400g	59.5361	62.2642
Os03g0199100	PHAVU_011G047500g	64.1753	66.9355
Os03g0200200	PHAVU_003G234100g	36.2791	43.8202
Os03g0200500	PHAVU_002G044200g	82.4427	82.7586
Os03g0200500	PHAVU_007G060700g	82.8244	83.1418
Os03g0200500	PHAVU_009G125400g	80.1527	80.4598
Os03g0200600	PHAVU_001G027700g	52.9006	53.9437
Os03g0200600	PHAVU_009G071800g	52.0718	52.7273
Os03g0200700	PHAVU_004G149700g	50.7289	52.2523
Os03g0200800	PHAVU_002G010400g	87.5	87.5
Os03g0200800	PHAVU_003G234800g	87.5	87.5
Os03g0200800	PHAVU_007G045600g	80.9783	80.1075
Os03g0201000	PHAVU_011G146700g	24.7706	26.2136
Os03g0201100	PHAVU_001G045200g	2.68456	0.813008
Os03g0201200	PHAVU_003G235100g	42.9185	46.9484
Os03g0201400	PHAVU_007G091900g	39.4472	44.2877
Os03g0201500	PHAVU_007G045400g	47.0383	46.6321
Os03g0201500	PHAVU_007G045500g	45.6446	46.2081
Os03g0201500	PHAVU_007G045900g	46.5157	46.1938
Os03g0201500	PHAVU_011G033100g	46.8641	47.193
Os03g0201600	PHAVU_011G078800g	54.3796	54.5788
Os03g0201700	PHAVU_008G261300g	47.1354	48.6559
Os03g0201800	PHAVU_007G045400g	36.2543	36.4421
Os03g0201800	PHAVU_007G045500g	36.0825	37.037
Os03g0201800	PHAVU_007G045900g	36.7698	37.0242
Os03g0201800	PHAVU_011G033100g	39.1753	40
Os03g0201901	PHAVU_007G045400g	47.3684	46.6321
Os03g0201901	PHAVU_007G045500g	46.1404	46.3845
Os03g0201901	PHAVU_007G045900g	47.0175	46.3668
Os03g0201901	PHAVU_011G033100g	48.5965	48.5965
Os03g0202200	PHAVU_001G027200g	54.1516	54.1516
Os03g0202200	PHAVU_002G011300g	64.2599	64.4928
Os03g0202300	PHAVU_002G051800g	66.7526	67.979
Os03g0203000	PHAVU_002G051700g	21.7631	26.8707
Os03g0203000	PHAVU_007G045300g	25.0689	28.6164
Os03g0203100	PHAVU_002G179700g	28.3537	13.9222
