Gene stable ID	Leersia perrieri gene stable ID	%id. target Leersia perrieri gene identical to query gene	%id. query gene identical to target Leersia perrieri gene
Os02g0191300	LPERR02G06020	96.5142	96.5142
Os02g0191500	LPERR02G06030	66.4	68.595
Os02g0191600	LPERR02G06040	52.2613	76.4706
Os02g0191700	LPERR02G06050	92.3913	93.75
Os02g0191800	LPERR02G06060	64.8649	43.0493
Os02g0192001	LPERR02G06070	58.6207	58.6207
Os02g0192100	LPERR02G06080	85.2	43.2927
Os02g0192400	LPERR02G06100	89.7355	45.3234
Os02g0192500	LPERR02G06110	95.3935	95.9459
Os02g0192700	LPERR02G06130	78.2222	79.638
Os02g0193200	LPERR02G06150	74.5	74.8744
Os02g0193300	LPERR02G06150	76.0417	73.3668
Os02g0193500	LPERR02G06170	85.6164	79.1139
Os02g0193600	LPERR02G06180	76.8844	75.9305
Os02g0193732	LPERR02G06190	57.0248	75.8242
Os02g0193800	LPERR02G06200	88.9362	12.3522
Os02g0194000	LPERR02G06210	80.198	50.625
Os02g0194100	LPERR02G06220	96.6102	96.6102
Os02g0194100	LPERR12G06590	96.822	87.2137
Os02g0194200	LPERR02G06230	93.6667	91.2338
Os02g0194400	LPERR02G06250	68.5067	79.7364
Os02g0194700	LPERR02G06270	84.5572	84.1031
Os02g0194800	LPERR02G06280	89.2919	88.2253
Os02g0194900	LPERR02G06290	69.1689	64.0199
Os02g0195000	LPERR02G12030	96.4481	96.4481
Os02g0195300	LPERR05G12400	87.395	91.2281
Os02g0195500	LPERR02G06300	84.9607	87.0115
Os02g0195600	LPERR02G06310	91.9075	73.9535
Os02g0195800	LPERR02G06320	82.6241	62.973
Os02g0196000	LPERR02G06330	97.8261	97.1223
Os02g0196100	LPERR02G06340	64.0909	55.7312
Os02g0196300	LPERR02G06360	94.1176	89.8331
Os02g0196600	LPERR02G06370	96.319	96.5164
Os02g0196800	LPERR02G06390	94.4056	94.4056
Os02g0196900	LPERR02G06400	92.0502	49.6614
Os02g0197200	LPERR02G06410	93.0052	72.5253
Os02g0197500	LPERR02G06420	83.0769	28.8256
Os02g0197600	LPERR02G06430	95.539	95.8955
Os02g0197700	LPERR02G06440	77.2059	48.8372
Os02g0197750	LPERR03G07400	60	24.0876
Os02g0197900	LPERR02G06450	87.3134	70.2
Os02g0198000	LPERR04G01910	13.6842	25.1208
Os02g0198200	LPERR08G02620	92.5439	93.3628
Os02g0198400	LPERR02G06460	89.5948	83.5193
Os02g0198400	LPERR02G09950	60.0368	78.4597
Os02g0198500	LPERR02G06470	78.8235	80.7229
Os02g0198600	LPERR02G06480	93.494	97.733
Os02g0198700	LPERR02G06490	78.0976	79.5918
Os02g0198800	LPERR02G06510	65.3226	60.5985
Os02g0198900	LPERR02G06520	90.6736	75.7576
Os02g0199200	LPERR02G06550	74.7573	76.3889
Os02g0199300	LPERR02G06540	62.5592	80.4878
Os02g0199500	LPERR02G06560	71.5596	72.8972
Os02g0199600	LPERR02G06570	78.3784	28.3619
Os02g0199800	LPERR02G06580	86.5887	81.25
Os02g0199900	LPERR02G06590	95.5	98.708
Os02g0200000	LPERR02G06600	95.4128	95.1219
Os02g0200300	LPERR02G06610	79.2453	81.5534
Os02g0200800	LPERR02G06640	80.5063	81.3299
Os02g0200900	LPERR02G06650	88.0303	89.1104
Os02g0201000	LPERR02G06670	74.8858	75.576
Os02g0201300	LPERR02G06690	59.854	71.3043
Os02g0201500	LPERR02G06700	79.4828	88.4837
Os02g0201900	LPERR02G06720	89.1791	89.5131
Os02g0202000	LPERR02G06710	95.1219	94.6602
Os02g0202200	LPERR02G06730	81.0714	79.3706
Os02g0202250	LPERR02G06740	78.4653	56.912
Os02g0202300	LPERR02G06740	92.8571	22.5613
Os02g0202400	LPERR02G06750	77.4118	74.2664
Os02g0202500	LPERR02G06770	88.4058	42.3611
Os02g0202600	LPERR02G06780	89.4737	79.9373
Os02g0202900	LPERR02G06790	80.2752	78.4753
Os02g0203000	LPERR02G06800	42.2111	79.2453
Os02g0203300	LPERR02G06820	38.2178	55.1429
Os02g0203500	LPERR02G06830	90.2885	83.0239
Os02g0203700	LPERR02G06840	87.3494	71.4286
Os02g0204000	LPERR02G06850	66.9421	73.3032
Os02g0204400	LPERR02G06870	91.833	91.5009
Os02g0204500	LPERR02G06880	78.5366	82.1429
Os02g0204700	LPERR02G06890	87.9713	87.9713
Os02g0205000	LPERR02G06900	89.1892	88.3929
Os02g0205000	LPERR02G28330	86.4865	60.7595
Os02g0205200	LPERR02G06910	80.8219	77.0235
Os02g0205300	LPERR02G06920	99.5283	99.7636
Os02g0205400	LPERR02G06930	33.6257	86.4662
Os02g0206100	LPERR02G06960	72.0978	40.4571
Os02g0206400	LPERR02G06960	66.7954	19.7714
Os02g0206700	LPERR02G06970	78.4431	39.8176
Os02g0207100	LPERR02G06970	33.6237	19.5542
Os02g0207400	LPERR02G06970	71.7228	38.8045
Os02g0207900	LPERR02G06980	79.0087	80.6548
Os02g0208100	LPERR02G06990	81.746	98.2824
Os02g0208200	LPERR02G07000	60.5634	10.8312
Os02g0208300	LPERR01G13010	0	0
Os02g0208500	LPERR02G07020	83.3333	81.9672
Os02g0208600	LPERR02G07030	84.6659	70.2089
Os02g0208700	LPERR02G07050	74.2671	60.1583
Os02g0208900	LPERR02G07060	87.3626	87.9668
Os02g0209000	LPERR02G07070	89.7759	70.4396
Os02g0209000	LPERR02G07080	90.4762	71.3024
Os02g0209000	LPERR08G05280	85.9944	70.8189
Os02g0209300	LPERR02G07090	76.4706	41.9355
Os02g0209400	LPERR02G07100	71.1111	67.3684
Os02g0209900	LPERR02G07120	79.7428	85.2234
Os02g0210700	LPERR02G07140	82.8671	85.8696
Os02g0210800	LPERR02G07150	78.0749	34.5154
Os02g0211800	LPERR02G07190	88.7833	77.8982
Os02g0211900	LPERR02G07190	75.4074	42.452
Os02g0212900	LPERR11G18930	53.2258	12.5954
Os02g0214300	LPERR02G07330	88.4106	55.9748
Os02g0214300	LPERR02G07400	23.5099	75.5319
Os02g0214400	LPERR02G07340	80.0448	85
Os02g0214500	LPERR05G00120	38.4921	59.1463
Os02g0214900	LPERR02G07360	79.6078	77.4809
Os02g0215000	LPERR02G07350	83.1063	80.3689
Os02g0215200	LPERR02G07360	80.1572	77.8626
Os02g0215900	LPERR02G07430	92.4012	13.3803
Os02g0216000	LPERR02G07440	72.055	84.2211
Os02g0216000	LPERR02G07450	76.6122	85.2632
Os02g0216300	LPERR02G07560	50.237	74.1259
Os02g0217400	LPERR02G07580	75.3937	35.5948
Os02g0217500	LPERR02G07610	93.5185	95.0588
Os02g0217600	LPERR02G07620	99.3485	99.3485
Os02g0217800	LPERR02G07630	88.7129	88.8889
Os02g0217900	LPERR02G07640	78.8571	79.3103
Os02g0218200	LPERR02G07650	92.7107	88.0952
Os02g0218400	LPERR02G07660	93.4247	92.1622
Os02g0218600	LPERR02G07670	84.8485	37.7914
Os02g0218700	LPERR02G07680	76	74.9507
Os02g0218800	LPERR02G07680	76.8627	77.3176
Os02g0219000	LPERR02G07690	46.2527	26.2454
Os02g0219000	LPERR02G07700	40.8994	48.6005
Os02g0219000	LPERR05G19240	51.8201	54.8753
Os02g0219200	LPERR02G07720	94.2	65.9664
Os02g0219400	LPERR02G07730	89.3564	89.801
Os02g0219800	LPERR02G07740	86.2963	91.3726
Os02g0219900	LPERR02G07750	73.1343	73.5
Os02g0220000	LPERR02G07760	84.4402	83.1776
Os02g0220000	LPERR02G07770	80.8349	82.3985
Os02g0220100	LPERR02G07760	11.3475	11.9626
Os02g0220100	LPERR02G07770	11.7021	12.766
Os02g0220400	LPERR02G07780	79.0368	82.0588
Os02g0220700	LPERR02G07800	87.4214	80.1615
Os02g0221100	LPERR02G07820	56.2597	61.4865
Os02g0221500	LPERR02G07830	95.2141	94.5
Os02g0221600	LPERR03G11250	83.8298	89.1403
Os02g0221800	LPERR02G07840	76.2014	87.1728
Os02g0221900	LPERR02G07850	88.8686	89.1941
Os02g0222100	LPERR02G07870	88.3929	29.8193
Os02g0223700	LPERR02G07900	67.6724	71.6895
Os02g0224100	LPERR02G07910	79.1774	82.3529
Os02g0224200	LPERR02G07920	64.381	94.6779
Os02g0224300	LPERR02G07930	84.0855	51.3788
Os02g0224800	LPERR02G07940	93.1034	98.4802
Os02g0224900	LPERR10G12400	49.789	38.0645
Os02g0225000	LPERR03G08120	89.5317	95.3079
Os02g0225100	LPERR02G07950	64.6465	67.0157
Os02g0225300	LPERR10G15410	61.3333	23.5897
Os02g0225900	LPERR02G07970	48.2759	49.1803
Os02g0225900	LPERR02G07980	68.9655	68.3371
Os02g0226000	LPERR02G07990	78.5366	77.0335
Os02g0226200	LPERR02G08000	77.027	75.2475
Os02g0226300	LPERR02G08010	77.3109	88.4615
Os02g0226600	LPERR02G08020	59.3692	79.2079
Os02g0226801	LPERR02G08030	77.1429	76.0563
Os02g0226900	LPERR02G08050	82.7316	58.6207
Os02g0227100	LPERR02G08060	70.7965	79.602
Os02g0227200	LPERR02G08070	91.6667	90.7216
Os02g0227400	LPERR02G08090	90.6557	81.9259
Os02g0227700	LPERR02G08120	77.8884	77.8884
Os02g0228300	LPERR02G08130	77.0363	54.5139
Os02g0228900	LPERR02G08140	58	80.5556
Os02g0229000	LPERR02G08150	98.5507	85
Os02g0229200	LPERR03G02840	46.4968	28.0769
Os02g0229400	LPERR02G08180	97.0509	97.3118
Os02g0229600	LPERR02G08190	93.5599	37.1449
Os02g0229800	LPERR02G08200	45.7627	54
Os02g0229900	LPERR02G08250	59.4737	70.625
Os02g0230000	LPERR02G08240	82.7586	77.4194
Os02g0230100	LPERR02G08230	90.0901	89.0208
Os02g0230200	LPERR02G08290	80.3977	81.0888
Os02g0230300	LPERR02G08280	91.0256	33.3333
Os02g0231700	LPERR10G03670	83.4413	82.8283
Os02g0232000	LPERR02G08320	77.1812	78.7671
Os02g0232100	LPERR02G08330	91.7492	91.4474
Os02g0232300	LPERR02G08340	55.1351	54.8387
Os02g0232400	LPERR02G08350	93.2	93.7626
Os02g0232500	LPERR04G20880	9.17942	17.9837
Os02g0232900	LPERR02G08370	92.6056	93.2624
Os02g0233100	LPERR02G08380	85.7944	86.9318
Os02g0233200	LPERR02G08390	53.5613	62.0462
Os02g0233333	LPERR09G02900	93.0556	66.6667
Os02g0234200	LPERR02G08640	89.4523	89.4523
Os02g0234300	LPERR02G08630	91.222	73.2044
Os02g0234450	LPERR02G08610	88.8756	54.3129
Os02g0234700	LPERR02G08600	73.1959	67.619
Os02g0234800	LPERR02G08590	92.2535	86.4686
Os02g0235600	LPERR02G08560	91.7582	82.266
Os02g0235900	LPERR02G08550	65.4321	81.1816
Os02g0236000	LPERR02G08540	93.75	94.6262
Os02g0236100	LPERR02G08530	85.8064	95.5117
Os02g0236200	LPERR02G08520	95.5112	92.7361
Os02g0237100	LPERR02G08460	94.7674	94.2197
Os02g0238500	LPERR04G19650	68.7296	62.6113
Os02g0241100	LPERR02G08400	76.3118	77.4734
Os02g0241200	LPERR02G08660	68.6239	72.2008
Os02g0241600	LPERR02G08670	83.7975	93.2394
Os02g0242600	LPERR02G08680	81.9639	86.1053
Os02g0242900	LPERR02G08690	70.9762	53.9078
Os02g0243300	LPERR02G08690	70.3476	68.9379
Os02g0244000	LPERR02G08760	45.339	40.0749
Os02g0244100	LPERR02G08750	95.2719	94.8235
Os02g0244300	LPERR02G08740	91.1795	92.7975
Os02g0244600	LPERR02G08730	67.9666	94.5736
Os02g0244700	LPERR02G08720	98.657	98.5552
Os02g0245000	LPERR02G08710	91.0354	89.6766
Os02g0245100	LPERR02G08700	95.6522	96.25
Os02g0245800	LPERR02G08790	89.5543	89.3056
Os02g0246300	LPERR02G08800	68.6567	85.1852
Os02g0246500	LPERR02G08780	15.625	70.5128
Os02g0246900	LPERR02G08810	59.5855	54.5024
Os02g0247000	LPERR02G08820	81.9728	14.5531
Os02g0247200	LPERR02G08840	90.161	90.161
Os02g0248200	LPERR02G08900	37.4396	70.1357
Os02g0248440	LPERR02G08890	28.169	37.037
Os02g0249000	LPERR02G08910	73.1405	33.1151
Os02g0249200	LPERR02G08930	82.5301	87.2611
Os02g0249300	LPERR02G08940	64.8241	69.7297
Os02g0249500	LPERR02G08570	17.284	15.7303
Os02g0249500	LPERR02G08870	7.90123	18.0791
Os02g0249600	LPERR02G08570	79.798	88.764
Os02g0249600	LPERR02G08870	32.9293	92.0904
Os02g0249700	LPERR02G09060	49.6583	29.863
Os02g0249800	LPERR02G08570	79.7595	89.4382
Os02g0249800	LPERR02G08870	32.8657	92.6554
Os02g0249900	LPERR02G08570	79.7595	89.4382
Os02g0249900	LPERR02G08870	32.8657	92.6554
Os02g0250300	LPERR02G09080	83.8415	83.3333
Os02g0250600	LPERR02G09100	57.1125	67.7582
Os02g0251700	LPERR02G09110	72.0207	57.9167
Os02g0251800	LPERR02G09140	48.2759	52.8302
Os02g0251800	LPERR02G09150	47.4138	46.2185
Os02g0251900	LPERR02G09140	51.5873	61.3208
Os02g0251900	LPERR02G09150	53.9683	57.1429
Os02g0252100	LPERR02G09160	53.9623	49.3103
Os02g0252100	LPERR12G13700	60	56.5836
Os02g0252200	LPERR02G09170	82.4513	80.8743
Os02g0252400	LPERR02G09180	56.3003	56.4516
Os02g0252600	LPERR02G09190	76.4957	48.7738
Os02g0254600	LPERR02G09210	65.3061	53.3333
Os02g0254700	LPERR02G09230	73.4375	22.6506
Os02g0255000	LPERR02G09240	92.6316	62.9471
Os02g0255100	LPERR02G09250	77.4105	88.0878
Os02g0255100	LPERR09G00170	53.168	92.7885
Os02g0255100	LPERR09G00230	61.157	81.6176
Os02g0255200	LPERR09G00190	83.7209	94.7368
Os02g0255200	LPERR09G00260	95.3488	95.3488
Os02g0255300	LPERR02G09260	75	66.5025
Os02g0255300	LPERR09G00220	76.6667	74.5946
Os02g0255500	LPERR02G09270	96.5686	98.995
Os02g0255700	LPERR02G09290	91.6279	37.3578
Os02g0256100	LPERR02G09310	90.5192	87.7462
Os02g0256200	LPERR02G09320	38.8889	43.3225
Os02g0256200	LPERR02G09330	37.7193	46.0714
Os02g0256800	LPERR02G09280	60.3175	57.5758
Os02g0256800	LPERR02G09340	70.6349	72.9508
Os02g0257100	LPERR02G09350	75.4098	71.3178
Os02g0257200	LPERR02G09380	84.2105	83.9344
Os02g0257300	LPERR02G09390	75.914	72.7835
Os02g0257500	LPERR02G09400	73.7349	80.1047
Os02g0258000	LPERR02G09410	67.3913	71.5385
Os02g0258200	LPERR02G09420	77.0677	41
Os02g0258250	LPERR02G09420	74.0741	28
Os02g0258300	LPERR02G09430	90.0238	89.2815
Os02g0258800	LPERR02G09440	58.5106	57.8947
Os02g0258900	LPERR12G11060	89.5939	88.0299
Os02g0259100	LPERR02G09450	91.7591	91.9048
Os02g0259600	LPERR02G09470	71.9626	70.9677
Os02g0259850	LPERR02G09480	78.4861	15.4027
Os02g0259900	LPERR02G09480	59.3679	20.5629
Os02g0260200	LPERR02G09490	94.8529	95.5556
Os02g0260400	LPERR11G20430	73.6364	36.3229
Os02g0260500	LPERR02G09500	86.3179	60.6789
Os02g0260700	LPERR02G09510	95.8781	95.8781
Os02g0261000	LPERR02G09520	58.2609	64.6302
Os02g0261100	LPERR02G09530	98.6487	98.6487
Os02g0262600	LPERR04G21660	13.9623	3.98278
Os02g0262800	LPERR02G09540	20.66	70.2439
Os02g0264300	LPERR02G09550	86.5724	85.6643
Os02g0264800	LPERR02G09560	84.9315	82.6667
Os02g0265200	LPERR02G09570	77.5623	80.4598
Os02g0265400	LPERR02G09580	98.9362	98.9362
Os02g0265700	LPERR02G09590	81.8182	21.4286
Os02g0265800	LPERR02G09600	80.0995	82.1429
Os02g0265900	LPERR02G09610	93.913	92.3077
Os02g0266000	LPERR02G09620	84.5324	86.3971
Os02g0266100	LPERR02G09660	91.2281	93.6937
Os02g0266200	LPERR02G09670	93.3544	93.3544
Os02g0266300	LPERR02G09680	96.0825	96.0825
Os02g0266500	LPERR02G09690	72.1591	19.0691
Os02g0266800	LPERR02G04950	87.9195	89.1156
Os02g0267000	LPERR02G09700	67.4497	92.6267
Os02g0267200	LPERR02G09710	91.2214	92.278
Os02g0268050	LPERR02G09730	88.1226	47.4227
Os02g0268100	LPERR02G09740	83.6	88.1857
Os02g0268300	LPERR02G09740	83.8	88.3966
Os02g0268400	LPERR02G09730	88.1226	47.4227
Os02g0269000	LPERR02G09780	88.6598	90.5263
Os02g0269200	LPERR02G09790	84.8485	91.3043
Os02g0269600	LPERR02G09810	77.8614	35.4352
Os02g0271000	LPERR02G09830	75.8808	79.5455
Os02g0271600	LPERR02G09830	76.6716	73.2955
Os02g0271900	LPERR02G09850	52.2852	37.3856
Os02g0271900	LPERR02G09860	53.5649	49.3266
Os02g0272100	LPERR10G01070	36.0902	47.5248
Os02g0272200	LPERR07G07420	71.3542	75.2747
Os02g0272200	LPERR07G08150	42.1875	80.597
Os02g0272200	LPERR07G08330	63.5417	76.25
Os02g0272300	LPERR02G09880	92.9825	92.2631
Os02g0272400	LPERR02G09890	81.8482	95.0192
Os02g0272600	LPERR02G09910	78.3133	95.5882
Os02g0272850	LPERR03G15670	7.77778	1.27273
Os02g0272900	LPERR02G09920	53.1335	55.3977
Os02g0273000	LPERR11G07990	97.955	97.955
Os02g0273100	LPERR02G09630	79.6915	83.3333
Os02g0273700	LPERR02G09970	83.7539	86.4821
Os02g0273800	LPERR02G10000	67.733	67.8273
Os02g0273900	LPERR02G10010	87.9518	87.9518
Os02g0274000	LPERR02G10020	91.4474	91.4474
Os02g0274100	LPERR02G10030	93.1129	93.1129
Os02g0274600	LPERR02G10060	70.4806	67.6923
Os02g0274700	LPERR02G10070	74.9271	61.6307
Os02g0274700	LPERR02G10080	80.1749	55.2209
Os02g0274900	LPERR02G10130	86.0707	86.4301
Os02g0275100	LPERR02G10160	90.7895	90.7895
Os02g0275200	LPERR02G10170	66.8885	69.913
Os02g0276200	LPERR02G10200	75.2809	49.8141
Os02g0276500	LPERR02G10210	75.3191	53.2331
Os02g0276900	LPERR02G10220	78.6408	90
Os02g0277600	LPERR02G10230	93.3868	92.8287
Os02g0277700	LPERR02G10250	32.4717	33.1137
Os02g0278400	LPERR03G18980	64.2586	66.7984
Os02g0278400	LPERR03G19000	66.3498	59.6581
Os02g0278400	LPERR05G17450	45.057	66.0167
Os02g0278700	LPERR02G10280	78.4314	86.076
Os02g0279600	LPERR02G10290	91.5385	90.8397
Os02g0280100	LPERR02G10340	93.7931	93.578
Os02g0280400	LPERR02G10360	81.4904	80.1418
Os02g0280500	LPERR02G10370	96.3415	20.7895
Os02g0280700	LPERR06G04570	77.7778	79.1304
Os02g0281000	LPERR02G10400	93.0018	94.3925
Os02g0281150	LPERR02G10410	85.9551	93.2927
Os02g0281200	LPERR02G10420	16.8	57.622
Os02g0282100	LPERR02G10430	90.2778	86.0927
Os02g0283800	LPERR02G10440	93.9044	97.4359
Os02g0284600	LPERR02G10460	97.0803	97.0803
Os02g0284600	LPERR06G13200	96.3504	96.3504
Os02g0285300	LPERR02G10470	76.7241	79.1111
Os02g0285800	LPERR02G10490	93.2735	91.63
Os02g0285900	LPERR02G10500	27.6342	41.7417
Os02g0285900	LPERR02G10510	20.6759	33.3333
Os02g0285900	LPERR02G10910	25.6461	38.1657
Os02g0285900	LPERR02G10920	21.0736	46.2882
Os02g0286200	LPERR02G10520	94.2693	95.0867
Os02g0286350	LPERR07G19970	65.7143	40.1163
Os02g0286933	LPERR06G05780	27.027	21.7391
Os02g0287800	LPERR02G10650	24.3902	19.8675
Os02g0287900	LPERR02G10600	73.9336	76.4706
Os02g0288000	LPERR02G10670	70.6311	73.4848
Os02g0288100	LPERR02G10680	80.8664	82.8096
Os02g0288200	LPERR02G10690	55.5363	52.7094
Os02g0288400	LPERR02G10700	88.7247	88.3127
Os02g0288600	LPERR02G15880	48.5	22.0957
Os02g0288700	LPERR02G10700	88.7772	82.0433
Os02g0288925	LPERR02G10640	13.9151	52.6786
Os02g0288925	LPERR02G10720	19.3396	34.5992
Os02g0288925	LPERR02G10730	33.4906	38.6921
Os02g0289000	LPERR02G15880	30.2222	15.4897
Os02g0290000	LPERR04G06450	80.9677	52.9909
Os02g0290300	LPERR02G10790	88.0407	75.1357
Os02g0290400	LPERR02G10800	88.0282	88.968
Os02g0290500	LPERR02G10810	86.9027	85.8392
Os02g0290600	LPERR02G10830	95.6376	71.161
Os02g0290900	LPERR02G10840	91.9799	92.4433
Os02g0291000	LPERR02G10850	39.9061	87.6289
Os02g0291400	LPERR02G10860	33.8028	87.8049
Os02g0291500	LPERR02G10870	97.9058	42.8899
Os02g0291600	LPERR02G10880	82.4	45.4412
Os02g0292600	LPERR02G10900	67.2372	66.7476
Os02g0292800	LPERR08G03220	81.2	81.8548
Os02g0293300	LPERR08G03230	82.0988	81.7204
Os02g0293400	LPERR02G10930	81.9484	97.2789
Os02g0293500	LPERR02G10940	93.1579	31.2169
Os02g0293800	LPERR02G10950	87.4743	53.8559
Os02g0294100	LPERR02G10970	82.2695	81.8824
Os02g0294600	LPERR02G10990	94.1176	80.8081
Os02g0294700	LPERR02G11000	83.8663	70.6242
Os02g0295700	LPERR02G11000	88.1928	89.5961
Os02g0296400	LPERR02G11070	68.9139	69.962
Os02g0296800	LPERR02G11080	76.4228	33.0986
Os02g0297600	LPERR02G11090	97.0075	97.0075
Os02g0298100	LPERR02G11140	88.8	62.3596
Os02g0298200	LPERR02G11130	77.4958	67.6514
Os02g0299000	LPERR02G11110	54.3147	47.3451
Os02g0299200	LPERR02G11150	67.2165	73.2584
Os02g0300500	LPERR02G11170	65.3199	60.8787
Os02g0300700	LPERR02G11180	98.5916	98.5916
Os02g0301000	LPERR02G11190	95.7055	94.8328
Os02g0301100	LPERR02G11200	90.7336	69.9405
Os02g0301100	LPERR06G21810	75.2896	75
Os02g0301500	LPERR02G11210	99.8168	43.9871
Os02g0301700	LPERR02G11270	73.6434	70.1107
Os02g0301800	LPERR02G11810	68.1903	80.0657
Os02g0302200	LPERR02G11300	87.822	42.7594
Os02g0302900	LPERR02G11310	74.8889	80.2381
Os02g0303500	LPERR11G08350	86.2385	86.2385
Os02g0304500	LPERR02G11360	69.8656	50.0688
Os02g0304800	LPERR02G11370	83.8889	82.8154
Os02g0304900	LPERR02G11380	78.7755	91.9048
Os02g0305600	LPERR02G11400	75.9259	82.4713
Os02g0305700	LPERR08G18440	91.0405	92.6471
Os02g0305950	LPERR08G18450	60.1399	55.4839
Os02g0306100	LPERR08G18460	88.3929	25.4499
Os02g0306401	LPERR02G11410	82.5911	91.2752
Os02g0306550	LPERR02G11420	79.5139	78.9655
Os02g0306900	LPERR02G11440	97.1347	73.6957
Os02g0307000	LPERR02G11450	88.1701	91.9961
Os02g0307200	LPERR01G32540	84.2932	40.9669
Os02g0307300	LPERR01G32550	70.5556	12.2115
Os02g0307700	LPERR08G18980	38.8601	13.2979
Os02g0307700	LPERR08G19070	46.114	12.2421
Os02g0307800	LPERR02G11460	83.1502	80.212
Os02g0308400	LPERR02G11500	72.6592	74.0458
Os02g0308800	LPERR02G11510	79.1045	80
Os02g0310400	LPERR12G10990	19.8925	14.1762
Os02g0310500	LPERR02G11520	59.2145	17.8182
Os02g0311150	LPERR02G11540	72.0513	78.4916
Os02g0311600	LPERR07G15200	15.2074	47.8261
Os02g0312500	LPERR02G11560	93.3735	93.3735
Os02g0312600	LPERR02G11570	100	96.0976
Os02g0312700	LPERR02G11580	85.5932	83.8174
Os02g0312800	LPERR02G11590	84.2553	84.7966
Os02g0313400	LPERR02G11600	95.941	44.2177
Os02g0313700	LPERR02G11610	78.4123	87.9688
Os02g0314300	LPERR02G11620	67.5556	83.9779
Os02g0314600	LPERR02G11640	81.5175	81.9961
Os02g0315200	LPERR01G31120	47.351	21.6667
Os02g0315600	LPERR02G11680	70.0787	79.1111
Os02g0316200	LPERR02G11690	91.0377	86.1607
Os02g0316900	LPERR06G00670	88.5077	35.1978
Os02g0317300	LPERR02G12240	87.5	86.4458
Os02g0317400	LPERR02G12230	98.9011	54.3807
Os02g0317500	LPERR02G12220	76.9697	80.1262
Os02g0317800	LPERR02G12210	88.3871	91.9463
Os02g0318100	LPERR02G12200	31.4448	62.3596
Os02g0318200	LPERR02G11710	56.7442	25.9851
Os02g0318200	LPERR02G12190	60.9302	27.8427
Os02g0318400	LPERR02G11710	39.0805	7.24175
Os02g0318400	LPERR02G12190	42.5287	7.86397
Os02g0318600	LPERR02G11230	53.3784	60.3053
Os02g0319100	LPERR02G12180	85.3268	88.7179
Os02g0319300	LPERR02G12170	94.8052	20.3343
Os02g0319800	LPERR02G12150	73.6142	80.3874
Os02g0320000	LPERR02G12120	69.378	55.7692
Os02g0320100	LPERR02G12110	86.9697	72.4747
Os02g0320300	LPERR02G12100	80.3571	83.0258
Os02g0320600	LPERR02G12090	55.665	45.935
Os02g0320800	LPERR06G03310	79.1391	34.1429
Os02g0321000	LPERR02G12080	80.6273	77.4823
Os02g0321500	LPERR02G12070	91.954	80.2676
Os02g0321500	LPERR06G15450	57.8544	67.713
Os02g0321600	LPERR02G12060	55.9441	54.0541
Os02g0321800	LPERR02G12050	93.8053	94.6429
Os02g0321900	LPERR02G12040	94.4444	96.6825
Os02g0322400	LPERR02G12020	67.8571	76.1905
Os02g0323600	LPERR02G11950	74.2064	84.2342
Os02g0324300	LPERR02G11940	80.3226	96.139
Os02g0324400	LPERR02G11930	64.8855	69.1057
Os02g0324700	LPERR02G11910	68.4492	83.6601
Os02g0325100	LPERR02G11870	99.284	99.284
Os02g0325600	LPERR02G11880	83.9806	69.7581
Os02g0326000	LPERR02G11890	75.4448	83.7945
Os02g0326200	LPERR02G11900	76.0714	79.7753
Os02g0326600	LPERR02G11840	93.0723	66.404
Os02g0326700	LPERR02G11830	76.2712	55.102
Os02g0327000	LPERR02G11820	94.5455	94.5455
Os02g0327100	LPERR03G23830	97.2973	97.2973
Os02g0327500	LPERR02G11800	79.9544	81.0624
Os02g0327700	LPERR02G11780	86.8231	89.9065
Os02g0328300	LPERR02G11770	81.8815	80.2048
Os02g0329300	LPERR02G11760	87.1688	89.67
Os02g0329800	LPERR02G11750	86.7491	87.8354
Os02g0329933	LPERR05G04430	22.4852	19.1919
Os02g0330200	LPERR02G11740	90.566	92.7944
Os02g0331200	LPERR02G11730	59.127	88.6905
Os02g0331400	LPERR09G02070	89.759	83.4734
Os02g0332200	LPERR02G12260	97.191	97.191
Os02g0433600	LPERR02G12290	83.6735	80.618
Os02g0437800	LPERR02G01600	97.3545	92.9293
Os02g0438200	LPERR02G15080	76.6667	82.0034
Os02g0438900	LPERR06G04770	46.7105	72.449
Os02g0439200	LPERR06G11230	58.1717	65.625
Os02g0439700	LPERR02G12320	45.3515	69.4444
Os02g0440000	LPERR02G12340	91.6327	92.1971
Os02g0440900	LPERR02G10090	76.7559	85.4749
Os02g0440900	LPERR02G12350	84.4482	83.887
Os02g0445100	LPERR02G12400	93.75	93.75
Os02g0445300	LPERR12G00870	91.358	61.6667
Os02g0448000	LPERR02G12430	93.038	93.038
Os02g0448400	LPERR02G12440	97.026	97.2067
Os02g0448600	LPERR02G12450	70.7031	69.6154
Os02g0450000	LPERR02G12470	84.8148	85.6609
Os02g0452500	LPERR02G12490	94.7826	15.9124
Os02g0453600	LPERR02G12510	75.0988	37.3281
Os02g0454500	LPERR02G12520	85.2273	46.5116
Os02g0455400	LPERR02G12550	67.1642	81.448
Os02g0455800	LPERR02G12560	54.3071	54.9242
Os02g0455900	LPERR02G12580	57.3529	65.5462
Os02g0456000	LPERR02G12590	85.5615	66.9456
Os02g0456800	LPERR02G12620	86.3177	86.0018
Os02g0457100	LPERR02G12630	69.7987	74.8201
Os02g0457100	LPERR08G06690	67.1141	71.4286
