Gene stable ID	Theobroma cacao gene stable ID	%id. target Theobroma cacao gene identical to query gene	%id. query gene identical to target Theobroma cacao gene
Os03g0369000	TCM_004905	45.5882	45.858
Os03g0369000	TCM_021202	46.7647	43.9227
Os03g0369000	TCM_026820	49.1176	50.7599
Os03g0369100	TCM_040831	33.3333	33.6283
Os03g0369600	TCM_004905	31.3817	39.645
Os03g0369600	TCM_021202	30.9133	36.4641
Os03g0369600	TCM_026820	33.0211	42.8571
Os03g0369700	TCM_029742	47.2868	45.8647
Os03g0369800	TCM_021488	69.0909	70.3704
Os03g0370000	TCM_021489	72.0548	71.2737
Os03g0370200	TCM_004925	20.79	30.1205
Os03g0370250	TCM_026408	25.6659	24.537
Os03g0370400	TCM_021089	43.5233	45.9016
Os03g0370400	TCM_021090	43.5233	31.3433
Os03g0370500	TCM_024460	68.3587	65.798
Os03g0370800	TCM_021811	24.5902	30.8219
Os03g0370800	TCM_021813	24.0437	28.9474
Os03g0370800	TCM_041728	22.9508	22.7027
Os03g0370800	TCM_041729	25.6831	30.5195
Os03g0370800	TCM_041730	28.4153	32.7044
Os03g0370900	TCM_004962	48.2625	46.6418
Os03g0372500	TCM_004976	56.9089	62.0536
Os03g0372700	TCM_021130	41	38.3895
Os03g0374100	TCM_004978	59.9278	57.4394
Os03g0374400	TCM_028112	55.2023	58.7692
Os03g0374500	TCM_025034	51.4731	47.2178
Os03g0374500	TCM_040035	52.8596	46.4231
Os03g0374575	TCM_025025	67.2811	61.8644
Os03g0374575	TCM_040038	70.5069	56.8773
Os03g0374900	TCM_040086	46.0606	31.7992
Os03g0374900	TCM_040106	49.3939	34.0292
Os03g0375200	TCM_007163	31.3274	35.9756
Os03g0375300	TCM_040086	30.5302	34.9372
Os03g0375300	TCM_040106	33.4552	38.2046
Os03g0375900	TCM_040086	44.9275	19.4561
Os03g0375900	TCM_040106	46.3768	20.0418
Os03g0375966	TCM_040086	52.8846	34.5188
Os03g0375966	TCM_040106	54.1667	35.2818
Os03g0376000	TCM_011640	58.1897	63.6792
Os03g0376000	TCM_018650	56.8966	61.6822
Os03g0376100	TCM_018643	72.1311	31.4848
Os03g0376100	TCM_028848	46.3115	42.4812
Os03g0376600	TCM_022172	53.2075	55.5118
Os03g0376800	TCM_011679	56.8266	57.6779
Os03g0376900	TCM_018589	72.6293	72.3176
Os03g0377100	TCM_011686	62.1212	38.7707
Os03g0377100	TCM_014052	62.5	56.8966
Os03g0377100	TCM_026020	60.6061	50.6329
Os03g0377100	TCM_033557	62.5	66
Os03g0377300	TCM_040965	31.6804	19.263
Os03g0377500	TCM_040965	51.4161	39.531
Os03g0377600	TCM_011696	23.4742	22.0264
Os03g0377600	TCM_018571	13.615	23.5772
Os03g0378000	TCM_011708	44.2913	41.2088
Os03g0378200	TCM_015693	53.4783	48.2353
Os03g0379100	TCM_011720	69.0671	68.5065
Os03g0379100	TCM_013952	68.4124	67.9675
Os03g0379300	TCM_013940	31.3492	31.6
Os03g0379400	TCM_011748	52.7508	51.0972
Os03g0379500	TCM_000849	12.5	15.2941
Os03g0379500	TCM_003999	12.5	19.697
Os03g0380700	TCM_011696	26.0638	21.5859
Os03g0380700	TCM_018571	17.5532	26.8293
Os03g0381000	TCM_013882	39.3617	37.1859
Os03g0381000	TCM_013886	46.2766	38.2418
Os03g0381000	TCM_018410	49.4681	51.0989
Os03g0381000	TCM_045874	50.5319	43.379
Os03g0381100	TCM_039087	16.5242	47.541
Os03g0381100	TCM_045527	60.6838	44.5607
Os03g0381200	TCM_036579	76.9841	75.7812
Os03g0381300	TCM_036580	57.2254	54.3956
Os03g0382100	TCM_041922	52.0343	52.2581
Os03g0382100	TCM_042949	49.2505	46.8432
Os03g0382100	TCM_042987	45.3961	46.5934
Os03g0382100	TCM_042988	49.2505	50
Os03g0383600	TCM_041922	44.2797	44.9462
Os03g0383600	TCM_042949	43.4322	41.7515
Os03g0383600	TCM_042987	42.161	43.7363
Os03g0383600	TCM_042988	42.7966	43.913
Os03g0383800	TCM_001192	40.5594	37.1795
Os03g0383900	TCM_001184	59.2357	61.1842
Os03g0385301	TCM_047076	56.7901	61.3333
Os03g0385900	TCM_026699	28.9157	36.6412
Os03g0386000	TCM_034942	66.9154	52.7451
Os03g0386700	TCM_033899	49.4	49.3014
Os03g0386700	TCM_033900	49.2	43.2337
Os03g0386700	TCM_041150	52.6	53.0242
Os03g0386800	TCM_033899	48.913	44.9102
Os03g0386800	TCM_033900	51.3043	41.4763
Os03g0386800	TCM_041150	50.8696	47.1774
Os03g0387000	TCM_025242	69.3333	27.0305
Os03g0387100	TCM_029400	74.8936	74.8936
Os03g0387800	TCM_001123	54.4828	51.634
Os03g0387800	TCM_034920	56.2069	55.8219
Os03g0387900	TCM_007494	21.6783	18.3704
Os03g0388366	TCM_001114	45.4545	20
Os03g0388500	TCM_001108	58.5859	16.0369
Os03g0388500	TCM_007482	52.5253	14.6617
Os03g0388800	TCM_001087	44.9704	48.1013
Os03g0388800	TCM_007456	32.8402	33.1343
Os03g0388800	TCM_007465	44.0828	44.7447
Os03g0388800	TCM_034894	41.4201	41.6667
Os03g0388900	TCM_007460	33.1522	32.5333
Os03g0388900	TCM_007462	33.1522	33.7017
Os03g0388900	TCM_007463	46.1957	45.0928
Os03g0389100	TCM_007460	40.3974	32.5333
Os03g0389100	TCM_007462	39.7351	33.1492
Os03g0389100	TCM_007463	47.6821	38.1963
Os03g0389501	TCM_007460	36.0577	20
Os03g0389501	TCM_007462	35.0962	20.1657
Os03g0389501	TCM_007463	44.2308	24.4032
Os03g0389700	TCM_001069	63.964	67.619
Os03g0389700	TCM_001071	14.4144	38.2775
Os03g0389700	TCM_001619	19.2793	74.8252
Os03g0389700	TCM_007435	68.8288	74.1748
Os03g0389700	TCM_015840	14.2342	71.8182
Os03g0389700	TCM_034869	71.1712	73.2839
Os03g0389900	TCM_034868	55.7188	54.2945
Os03g0390000	TCM_001053	75.9184	74.4
Os03g0390000	TCM_007430	92.6531	81.362
Os03g0390000	TCM_034867	91.0204	89.5582
Os03g0390200	TCM_001052	80.7018	80.7018
Os03g0390200	TCM_034866	79.2398	80.1775
Os03g0390400	TCM_034860	53.2544	48.1283
Os03g0390633	TCM_025598	36.5217	28.5714
Os03g0390700	TCM_011950	57.7844	57.6119
Os03g0391000	TCM_003165	55.6962	51.3619
Os03g0391100	TCM_001022	22.069	27.1186
Os03g0391100	TCM_026596	22.9885	26.178
Os03g0391100	TCM_034441	22.069	22.8571
Os03g0392000	TCM_001004	39.4309	26.2873
Os03g0392000	TCM_034479	41.8699	28.9326
Os03g0392050	TCM_042807	76.3158	37.1795
Os03g0392300	TCM_015146	73.399	60.0806
Os03g0392400	TCM_007381	26.1728	17.9054
Os03g0392600	TCM_041557	55.3191	56.6449
Os03g0393300	TCM_041557	37.5	17.6471
Os03g0393700	TCM_041557	55.1064	56.427
Os03g0394900	TCM_000588	52.2099	54.6243
Os03g0394900	TCM_007025	57.4586	60.4651
Os03g0394900	TCM_033891	51.105	50.9642
Os03g0395000	TCM_033890	45.1515	41.0468
Os03g0395100	TCM_033869	64.6396	65.3759
Os03g0395300	TCM_033844	48.5825	32.3883
Os03g0395600	TCM_000604	44.0633	13.6049
Os03g0395900	TCM_000619	67.9849	65.3986
Os03g0396000	TCM_000620	36.5729	35.8396
Os03g0396200	TCM_014794	36.1991	31.8725
Os03g0396900	TCM_033822	31.7391	33.589
Os03g0397300	TCM_027587	55.1985	54.1744
Os03g0397500	TCM_039496	73.4729	67.1451
Os03g0397600	TCM_037436	57.6065	57.9592
Os03g0397700	TCM_029265	47.8764	34.3967
Os03g0399000	TCM_037445	36.4842	37.1622
Os03g0399400	TCM_037427	45.8333	45.4988
Os03g0399532	TCM_029244	56.5463	27.2579
Os03g0399532	TCM_037451	53.2731	25.6243
Os03g0400200	TCM_028979	25.8427	25.4144
Os03g0400200	TCM_028980	21.3483	24.0506
Os03g0400700	TCM_016756	32.1839	32.9412
Os03g0400700	TCM_029240	32.1839	32.9412
Os03g0400800	TCM_014122	47.2776	32.4521
Os03g0400800	TCM_022968	44.8871	42.5157
Os03g0400901	TCM_041916	30.4348	13.2492
Os03g0401200	TCM_008764	47.9947	44.321
Os03g0401200	TCM_014652	36.7647	35.5297
Os03g0401200	TCM_015362	43.1818	43.4724
Os03g0401300	TCM_037464	75.1226	71.9484
Os03g0401300	TCM_037468	68.2598	69.9749
Os03g0402000	TCM_024391	87.7005	88.172
Os03g0402400	TCM_029221	68.8172	40.8946
Os03g0402800	TCM_029176	30.2632	25.2747
Os03g0402800	TCM_037495	38.5965	32.1168
Os03g0403100	TCM_008931	7.87879	43.3333
Os03g0403100	TCM_008936	6.06061	78.6517
Os03g0403100	TCM_008937	6.32035	68.8679
Os03g0403100	TCM_024705	34.8918	69.844
Os03g0403100	TCM_044750	71.4286	71.2435
Os03g0404800	TCM_037413	53.0075	25.1786
Os03g0405000	TCM_037413	60.2496	60.3571
Os03g0405100	TCM_036317	53.5604	58.2492
Os03g0405100	TCM_037499	45.2012	46.2025
Os03g0405500	TCM_010384	52.8998	52.1664
Os03g0405900	TCM_010384	52.3236	52.6863
Os03g0406100	TCM_005579	59.1093	54.8872
Os03g0406200	TCM_014621	75.2212	73.5931
Os03g0406900	TCM_037504	54.4276	59.5745
Os03g0407000	TCM_029161	46.6667	22.3404
Os03g0407000	TCM_037505	50.5556	23.9789
Os03g0407100	TCM_029159	33.5294	35.625
Os03g0407100	TCM_037408	30.5882	35.3741
Os03g0407100	TCM_037511	32.9412	37.8378
Os03g0407400	TCM_037517	23.7069	18.4564
Os03g0407900	TCM_029144	44.8	49.1228
Os03g0407900	TCM_037406	45.8	52.765
Os03g0407900	TCM_037522	48.6	54.2411
Os03g0408300	TCM_010510	81.5069	81.5069
Os03g0408300	TCM_012169	81.5069	80.4054
Os03g0408500	TCM_029140	44.6429	48.5437
Os03g0408600	TCM_029136	42.065	37.8007
Os03g0409400	TCM_037544	64.898	60.9195
Os03g0410700	TCM_029116	52.2727	52.9605
Os03g0410900	TCM_022624	88.75	88.75
Os03g0411000	TCM_029107	32.9442	28.7656
Os03g0411100	TCM_029103	33.7539	31.3783
Os03g0411100	TCM_037576	34.0694	31.5789
Os03g0411300	TCM_025032	45.5696	50.7042
Os03g0411500	TCM_007305	61.0039	56.8345
Os03g0411600	TCM_000418	47.8528	43.3333
Os03g0411600	TCM_034019	43.5583	41.0405
Os03g0411800	TCM_030664	54.4693	54.4693
Os03g0411800	TCM_030665	51.676	58.1761
Os03g0411800	TCM_041798	53.6313	57.485
Os03g0412200	TCM_047063	32.8244	29.2517
Os03g0413000	TCM_030438	57.0776	57.8704
Os03g0413100	TCM_011453	69.6903	64.9485
Os03g0413400	TCM_014355	65.4344	66.1682
Os03g0414400	TCM_018972	52.2523	51.3274
Os03g0415200	TCM_011489	66.3889	64.9457
Os03g0415200	TCM_018953	64.4444	63.9118
Os03g0415500	TCM_037225	53.8462	47.0588
Os03g0415500	TCM_037785	53.3654	51.8692
Os03g0415600	TCM_037225	18.6441	18.4874
Os03g0415600	TCM_037785	18.2203	20.0935
Os03g0415700	TCM_037225	3.55731	3.78151
Os03g0415700	TCM_037785	3.55731	4.20561
Os03g0416200	TCM_014307	67.735	68.4665
Os03g0416200	TCM_018950	67.9487	73.6111
Os03g0416300	TCM_014318	13.9738	50.7937
Os03g0416300	TCM_030561	18.3406	36.5217
Os03g0416500	TCM_011503	58.1081	64.6617
Os03g0417700	TCM_011510	56.8932	56.5637
Os03g0417800	TCM_011514	62.069	61.5385
Os03g0417800	TCM_014299	53.4483	51.6667
Os03g0417900	TCM_036434	78.0627	77.9516
Os03g0418000	TCM_000096	55.5215	68.8213
Os03g0418700	TCM_014292	30.9935	26.21
Os03g0418700	TCM_018810	28.0778	24.7383
Os03g0418800	TCM_011521	29.6367	28.5451
Os03g0418800	TCM_014280	34.9904	40.4867
Os03g0418800	TCM_018776	36.1377	41.3567
Os03g0418800	TCM_045447	19.5029	30.1775
Os03g0418800	TCM_045448	18.9293	19.8795
Os03g0418800	TCM_045449	20.4589	22.0165
Os03g0418800	TCM_045450	17.3996	29.0735
Os03g0419100	TCM_011522	35.8306	26.1905
Os03g0419100	TCM_014277	27.6873	15.0442
Os03g0419100	TCM_018774	35.1792	30.6818
Os03g0421400	TCM_011548	37.6923	11.9804
Os03g0421700	TCM_021244	61.1111	29.3333
Os03g0422600	TCM_007184	46.5201	31.2039
Os03g0422702	TCM_007700	63.4921	30.4183
Os03g0422800	TCM_021845	45.0809	44.802
Os03g0422800	TCM_021846	47.198	46.6749
Os03g0422800	TCM_021847	48.4433	45.5504
Os03g0423000	TCM_018724	50.8	53.8136
Os03g0423000	TCM_018725	53.6	32.2892
Os03g0423200	TCM_029534	82.7586	20.6009
Os03g0423800	TCM_027824	61.0039	28.1139
Os03g0424200	TCM_005322	32.2394	20.8229
Os03g0424200	TCM_015199	34.9421	22.5968
Os03g0424200	TCM_046696	36.1004	25.3045
Os03g0424200	TCM_046697	37.6448	21.7149
Os03g0424500	TCM_011573	47.2603	50.7353
Os03g0424500	TCM_014171	69.863	71.3287
Os03g0424500	TCM_033500	70.5479	72.028
Os03g0424800	TCM_011573	47.2603	50.7353
Os03g0424800	TCM_014171	69.863	71.3287
Os03g0424800	TCM_033500	70.5479	72.028
Os03g0425000	TCM_021529	50.1562	49.0076
Os03g0425200	TCM_021538	75.1553	75.1553
Os03g0425600	TCM_014167	83.368	83.5417
Os03g0425800	TCM_011575	25.0444	26.7552
Os03g0425800	TCM_014163	22.913	25.0485
Os03g0425800	TCM_018715	24.5115	28.6902
Os03g0425900	TCM_011576	24.7002	19.2884
Os03g0425900	TCM_014161	29.0168	21.7626
Os03g0425900	TCM_018714	16.7866	13.1086
Os03g0426800	TCM_018705	60.5042	50
Os03g0426900	TCM_018702	80.3681	80.6982
Os03g0427000	TCM_018698	72.4696	72.1774
Os03g0427100	TCM_011589	53.1835	45.6592
Os03g0427100	TCM_014133	37.8277	52.6042
Os03g0427100	TCM_018694	63.6704	56.1056
Os03g0427300	TCM_004032	36.6936	35.8268
Os03g0427300	TCM_020895	6.85484	45.9459
Os03g0427300	TCM_020897	11.0887	47.0085
Os03g0427300	TCM_020899	27.8226	33.7408
Os03g0427900	TCM_018688	63.1274	62.7639
Os03g0428000	TCM_001227	51.0204	3.92465
Os03g0428700	TCM_034279	62.5	49.8442
Os03g0428800	TCM_010511	63.1313	35.8166
Os03g0429000	TCM_016634	32.5203	33.8983
Os03g0429800	TCM_040658	70.9277	70.9795
Os03g0430000	TCM_000812	41.1157	39.4841
Os03g0430400	TCM_030286	46.3043	23.2026
Os03g0430500	TCM_016128	33.7734	28.2429
Os03g0430500	TCM_016129	24.4224	45.122
Os03g0431200	TCM_000809	0	0
Os03g0431800	TCM_007240	41.3636	40.2655
Os03g0432000	TCM_025791	28.1633	29.7414
Os03g0432000	TCM_034694	28.1633	26.0377
Os03g0433200	TCM_000801	46.6003	55.6436
Os03g0434400	TCM_004430	47.351	47.8261
Os03g0434400	TCM_004431	50.6623	51
Os03g0434800	TCM_019761	58.209	60.559
Os03g0435200	TCM_035296	35.6375	35.969
Os03g0435300	TCM_034709	37.25	42.2096
Os03g0435800	TCM_012595	21.374	38.3562
Os03g0435800	TCM_025237	19.8473	36.1111
Os03g0435900	TCM_012595	44.4444	60.274
Os03g0435900	TCM_025237	40.404	55.5556
Os03g0436300	TCM_011988	44.1971	47.1986
Os03g0436400	TCM_007184	56.3131	54.7912
Os03g0437100	TCM_000780	35.5	30.4721
Os03g0437100	TCM_007214	41.5	31.0861
Os03g0437100	TCM_034720	40	30.303
Os03g0437200	TCM_000780	28.6364	27.0386
Os03g0437200	TCM_007214	35	28.839
Os03g0437200	TCM_034720	34.0909	28.4091
Os03g0437600	TCM_000744	81.9188	82.2222
Os03g0438100	TCM_011859	59.5833	55.8594
Os03g0439500	TCM_015774	37.6344	36.5535
Os03g0439700	TCM_000751	58.9744	58.9744
Os03g0440200	TCM_006428	54.0816	58.313
Os03g0440900	TCM_007197	69.2661	46.319
Os03g0441000	TCM_005271	31.8681	25.7143
Os03g0441000	TCM_034730	38.9499	33.5789
Os03g0441400	TCM_008418	48.5066	48.7395
Os03g0441500	TCM_040901	69.7183	68.3702
Os03g0444900	TCM_011624	38.874	25.7092
Os03g0445700	TCM_007211	50.9804	39.5437
Os03g0445700	TCM_034722	49.0196	44.4444
Os03g0446200	TCM_004936	29.9145	8.31354
Os03g0448600	TCM_007217	83.3819	83.6257
Os03g0448700	TCM_007206	25.6818	26.2181
Os03g0448700	TCM_007225	28.4091	26.5957
Os03g0448700	TCM_034714	42.9545	42.3767
Os03g0449200	TCM_011631	59.7328	61.7357
Os03g0452300	TCM_029839	51.8405	55.7756
Os03g0454100	TCM_020499	71.223	72.439
Os03g0554900	TCM_022969	31.4246	10.274
Os03g0554950	TCM_022969	36.5772	4.97717
Os03g0556600	TCM_030035	48.1567	49.7619
Os03g0563100	TCM_005050	54.3046	55.9727
Os03g0563300	TCM_029754	79.0361	77.5414
Os03g0563600	TCM_011322	46.2644	49.0854
Os03g0564200	TCM_046693	58.8235	56
Os03g0564600	TCM_029030	32.9268	33.4711
Os03g0564600	TCM_044280	28.8618	31.982
Os03g0565100	TCM_030169	57.7381	56.7251
Os03g0565200	TCM_014547	66.25	65.4321
Os03g0565300	TCM_006759	18.0583	21.2815
Os03g0565300	TCM_030958	18.3495	23.7736
Os03g0565300	TCM_030959	10	33.119
Os03g0565300	TCM_030961	18.2524	25.8242
Os03g0565300	TCM_030962	17.3786	27.0393
Os03g0565500	TCM_005628	80.0528	80.2649
Os03g0565600	TCM_030196	68.4615	61.1684
Os03g0565900	TCM_006759	30.131	15.7895
Os03g0565900	TCM_030958	28.3843	16.3522
Os03g0565900	TCM_030959	22.4891	33.119
Os03g0565900	TCM_030961	31.6594	19.9176
Os03g0565900	TCM_030962	30.131	20.8459
Os03g0566500	TCM_007000	43.8228	42.7273
Os03g0566600	TCM_038074	62.4615	63.0435
Os03g0566800	TCM_007746	88.3663	87.931
Os03g0567600	TCM_012531	33.1597	43.4091
Os03g0567600	TCM_012535	34.8958	27.9167
Os03g0567600	TCM_012547	25.1736	46.0317
Os03g0568400	TCM_001091	43.3544	26.2956
Os03g0568400	TCM_001771	43.6709	25.7463
Os03g0568500	TCM_030947	71.4286	71.4286
Os03g0568600	TCM_030946	28	29.4737
Os03g0568800	TCM_010374	46.0741	41.3564
Os03g0568900	TCM_030941	67.234	72.6437
Os03g0569800	TCM_034554	31.3665	33.3333
Os03g0569900	TCM_007468	14.9254	44.1176
Os03g0569900	TCM_030202	60.6965	57.9572
Os03g0569900	TCM_030913	62.6866	60.4317
Os03g0570100	TCM_042289	48.4461	47.5763
Os03g0570100	TCM_045495	48.2633	47.7396
Os03g0570100	TCM_045498	40.0366	52.2673
Os03g0570100	TCM_045499	23.5832	42.7152
Os03g0570100	TCM_045501	47.1664	46.5704
Os03g0570100	TCM_045503	44.4241	45.5056
Os03g0570100	TCM_045504	5.85009	28.0702
Os03g0570100	TCM_045507	35.649	42.3913
Os03g0570100	TCM_045509	22.4863	30.9045
Os03g0570100	TCM_045511	46.8007	46.2094
Os03g0570100	TCM_045515	47.8976	47.3779
Os03g0570100	TCM_046361	19.9269	39.2086
Os03g0570200	TCM_039797	50.3906	13.738
Os03g0570300	TCM_042775	62.093	68.8144
Os03g0570800	TCM_011340	69.2	68.6508
Os03g0571700	TCM_011340	66.7568	49.0079
Os03g0571900	TCM_011340	71.7308	74.0079
Os03g0572300	TCM_022357	55.1724	55.1724
Os03g0572900	TCM_011340	73.4	72.8175
Os03g0574900	TCM_008264	47.7189	47.7778
Os03g0575200	TCM_008264	46.3625	46.4198
Os03g0576200	TCM_008264	49.6871	49.0123
Os03g0576400	TCM_011635	61.8182	16.1137
Os03g0576400	TCM_046899	0	0
Os03g0576600	TCM_016747	47.0968	57.9365
Os03g0576700	TCM_002060	87.5	87.9227
Os03g0576700	TCM_016718	78.8462	83.2487
Os03g0576700	TCM_036405	34.1346	56.8
Os03g0576900	TCM_001632	64.3636	66.5414
Os03g0576900	TCM_006566	56.3636	62
Os03g0577000	TCM_037370	89.9123	85.7741
Os03g0577000	TCM_037565	89.9123	87.234
Os03g0577100	TCM_025645	32.3651	35.0562
Os03g0577200	TCM_016659	95.3271	94.8837
Os03g0577500	TCM_011362	72.9064	68.046
Os03g0578900	TCM_011907	21.4015	23.251
Os03g0578900	TCM_030853	24.8106	22.3932
Os03g0579000	TCM_011908	56.0096	51.8931
Os03g0579300	TCM_004725	85.9223	84.2857
Os03g0579300	TCM_021266	84.466	84.466
Os03g0580200	TCM_030845	42.0732	18.9041
Os03g0580800	TCM_030845	40.8971	42.4658
Os03g0581400	TCM_030845	39.4256	41.3699
Os03g0581600	TCM_046792	63.1579	60.5042
Os03g0581650	TCM_031319	40.9091	38.2979
Os03g0581800	TCM_007961	49.4506	45.4545
Os03g0581800	TCM_031330	48.3517	43.1373
Os03g0582000	TCM_007966	52.8302	51.6923
Os03g0582200	TCM_007982	67.0927	69.3069
Os03g0582200	TCM_029953	54.9521	59.7222
Os03g0582200	TCM_029955	69.6486	61.0644
Os03g0582400	TCM_008973	14.8594	47.4359
Os03g0582400	TCM_021050	21.2851	34.1936
Os03g0582400	TCM_022993	27.7108	19.382
Os03g0582400	TCM_023006	26.1044	18.3616
Os03g0582400	TCM_023041	28.9157	20.339
Os03g0582400	TCM_025670	28.5141	30.4721
Os03g0582400	TCM_025671	26.9076	28.7554
Os03g0582400	TCM_025674	18.4739	30.6667
Os03g0582400	TCM_025676	18.0723	43.6893
Os03g0582400	TCM_026842	29.7189	27.1062
Os03g0582400	TCM_026845	25.7028	30.9179
Os03g0582400	TCM_036473	21.2851	32.716
Os03g0582400	TCM_042799	24.498	26.1803
Os03g0582400	TCM_042848	24.0964	25.7511
Os03g0583700	TCM_019519	49.6454	32.2581
Os03g0583800	TCM_008016	55.5866	44.1242
Os03g0583800	TCM_031356	61.7318	56.5217
Os03g0583900	TCM_025106	46.6667	46.4034
Os03g0584400	TCM_000219	43.1953	26.4973
Os03g0584400	TCM_000220	42.3077	20.8151
Os03g0584400	TCM_000310	47.6331	31.6306
Os03g0584400	TCM_000312	43.4911	29.0514
Os03g0584400	TCM_000316	47.0414	30.3435
Os03g0584400	TCM_000317	42.6035	28.6853
Os03g0584400	TCM_010789	44.9704	33.7029
Os03g0584400	TCM_010794	46.4497	31.7814
Os03g0584400	TCM_027791	34.3195	28.5012
Os03g0584400	TCM_034094	38.4615	37.6812
Os03g0586300	TCM_016700	57.8652	32.3899
Os03g0586500	TCM_027194	53.8745	51.5901
Os03g0586500	TCM_027202	22.5092	51.6949
Os03g0586600	TCM_015104	83.8028	83.2168
Os03g0586700	TCM_004984	74.2834	74.2243
Os03g0586800	TCM_021675	64.4518	64.2384
Os03g0586900	TCM_024757	76.8049	77.1605
Os03g0587000	TCM_030375	73.4082	61.8297
Os03g0587100	TCM_030747	51.0448	56.0656
Os03g0587200	TCM_030744	45.2613	42.9412
Os03g0588400	TCM_030336	47.1591	44.504
Os03g0589300	TCM_022194	28.8421	40.6528
Os03g0590700	TCM_042340	73.2394	30.4094
Os03g0591600	TCM_027333	38.2867	39.1071
Os03g0591600	TCM_027335	36.7133	34.202
Os03g0591600	TCM_027342	41.4336	42.6259
Os03g0592500	TCM_002333	87.4525	86.7924
Os03g0593200	TCM_030702	61.1544	57.9882
Os03g0593600	TCM_002347	41.4873	45.6897
Os03g0593600	TCM_019307	45.4012	45.5796
Os03g0593600	TCM_019311	46.184	46.3654
Os03g0593600	TCM_030674	45.2055	45.8333
Os03g0593600	TCM_030676	39.3346	42.2269
Os03g0593600	TCM_030678	44.0313	43.8596
Os03g0593600	TCM_030679	45.9883	45.3668
Os03g0593600	TCM_030680	45.7926	43.2532
Os03g0593600	TCM_030682	44.227	44.4882
Os03g0593600	TCM_030683	43.2485	43.7624
Os03g0593600	TCM_032794	39.5303	42.5263
Os03g0593600	TCM_032800	45.0098	45.1866
Os03g0593600	TCM_032809	42.2701	45.3782
Os03g0593600	TCM_032838	42.2701	42.6035
Os03g0593600	TCM_046310	44.6184	34.8092
Os03g0594100	TCM_002347	38.6719	42.6724
Os03g0594100	TCM_019307	43.1641	43.4185
Os03g0594100	TCM_019311	44.7266	44.9902
Os03g0594100	TCM_030674	42.5781	43.254
Os03g0594100	TCM_030676	38.2812	41.1765
Os03g0594100	TCM_030678	42.1875	42.1053
Os03g0594100	TCM_030679	43.75	43.2432
Os03g0594100	TCM_030680	43.5547	41.22
Os03g0594100	TCM_030682	41.6016	41.9291
Os03g0594100	TCM_030683	41.6016	42.1782
Os03g0594100	TCM_032794	36.7188	39.5789
Os03g0594100	TCM_032800	43.5547	43.8114
Os03g0594100	TCM_032809	38.2812	41.1765
Os03g0594100	TCM_032838	39.2578	39.645
Os03g0594100	TCM_046310	42.3828	33.1298
Os03g0594400	TCM_016177	51.5326	53.5857
Os03g0594400	TCM_016178	53.0651	53.6822
Os03g0594400	TCM_030002	58.8123	58.9251
Os03g0594700	TCM_034016	16.686	16.6282
Os03g0594900	TCM_002347	39.4175	43.75
Os03g0594900	TCM_019307	43.1068	43.6149
Os03g0594900	TCM_019311	44.6602	45.1866
Os03g0594900	TCM_030674	43.6893	44.6429
Os03g0594900	TCM_030676	37.0874	40.126
Os03g0594900	TCM_030678	40.7767	40.9357
Os03g0594900	TCM_030679	43.4951	43.2432
Os03g0594900	TCM_030680	43.1068	41.0351
Os03g0594900	TCM_030682	42.7184	43.3071
Os03g0594900	TCM_030683	40.7767	41.5842
Os03g0594900	TCM_032794	37.4757	40.6316
Os03g0594900	TCM_032800	42.9126	43.4185
Os03g0594900	TCM_032809	40	43.2773
Os03g0594900	TCM_032838	40.7767	41.4201
Os03g0594900	TCM_046310	43.301	34.0458
Os03g0595200	TCM_047063	44.7552	43.5374
Os03g0595300	TCM_002403	61.0169	44.4444
Os03g0596900	TCM_030649	20.6259	23.5772
Os03g0597200	TCM_021983	52.2911	51.5957
Os03g0597600	TCM_014361	72.5552	71.875
Os03g0598100	TCM_011453	63.3554	59.1753
Os03g0598200	TCM_011472	51.864	48.0691
Os03g0598700	TCM_011474	22.0657	22.5962
Os03g0598800	TCM_014898	77.9904	79.902
Os03g0598800	TCM_015938	77.512	78.6408
Os03g0598900	TCM_018984	54.3726	59.5833
Os03g0599400	TCM_016623	27.2881	19.7546
Os03g0599400	TCM_016664	27.4576	18
Os03g0599600	TCM_018983	65.7895	26.3158
Os03g0600400	TCM_001641	62.963	19.7674
Os03g0600600	TCM_021342	30.8017	17.1362
Os03g0600600	TCM_024509	27.8481	17.4142
Os03g0600600	TCM_024514	29.9578	19.1892
Os03g0600600	TCM_040768	30.8017	20.7386
Os03g0600600	TCM_040785	31.6456	21.6138
Os03g0600600	TCM_040786	34.1772	23.3429
Os03g0600600	TCM_040791	33.7553	23.1884
Os03g0601500	TCM_018951	46.875	52.3256
Os03g0602300	TCM_011488	61.4072	61.6702
Os03g0602300	TCM_018956	64.1791	64.7312
Os03g0602600	TCM_011501	48.8964	48.4848
Os03g0603100	TCM_011510	58.4906	23.9382
Os03g0603300	TCM_018814	31.8996	26.0234
Os03g0603300	TCM_022212	36.2007	27.0777
Os03g0603500	TCM_014278	51.9231	50
Os03g0603600	TCM_011524	66.7519	65.9091
Os03g0603600	TCM_014275	67.5192	65.3465
Os03g0603800	TCM_014267	46.841	51.1905
Os03g0604200	TCM_014167	81.9502	82.2917
Os03g0604566	TCM_000761	26.484	27.8846
Os03g0604600	TCM_007196	36.5609	26.9373
Os03g0605300	TCM_000749	64.183	64.6053
Os03g0605300	TCM_034736	61.8301	61.5885
