Gene stable ID	Solanum tuberosum gene stable ID	%id. target Solanum tuberosum gene identical to query gene	%id. query gene identical to target Solanum tuberosum gene
Os02g0227500	PGSC0003DMG400030113	30.9783	19.554
Os02g0227500	PGSC0003DMG400030117	31.7935	17.0803
Os02g0227500	PGSC0003DMG400030118	13.587	30.1205
Os02g0227500	PGSC0003DMG400030119	24.1848	42.1801
Os02g0227500	PGSC0003DMG401030114	31.5217	21.4022
Os02g0227500	PGSC0003DMG402030114	28.8043	34.1936
Os02g0227700	PGSC0003DMG400000358	37.749	42.8249
Os02g0227700	PGSC0003DMG400007634	42.5299	41.376
Os02g0227700	PGSC0003DMG400033667	35.6574	41.5313
Os02g0228000	PGSC0003DMG400030113	37.7907	11.1492
Os02g0228000	PGSC0003DMG400030117	37.2093	9.34307
Os02g0228000	PGSC0003DMG400030118	8.72093	9.03614
Os02g0228000	PGSC0003DMG400030119	30.2326	24.6446
Os02g0228000	PGSC0003DMG401030114	37.2093	11.8081
Os02g0228000	PGSC0003DMG402030114	37.2093	20.6452
Os02g0228300	PGSC0003DMG400000358	37.7821	43.5028
Os02g0228300	PGSC0003DMG400007634	42.002	41.4729
Os02g0228300	PGSC0003DMG400033667	35.7213	42.2274
Os02g0229000	PGSC0003DMG400019360	78.9855	81.9549
Os02g0229000	PGSC0003DMG401020055	78.9855	81.9549
Os02g0229400	PGSC0003DMG400009994	72.118	72.9986
Os02g0229400	PGSC0003DMG400035539	32.8418	63.1443
Os02g0229600	PGSC0003DMG400012206	54.2039	34.9885
Os02g0229800	PGSC0003DMG400000363	24.0678	32.2727
Os02g0229800	PGSC0003DMG400002615	18.6441	26.3158
Os02g0229800	PGSC0003DMG400016498	20	31.5508
Os02g0229800	PGSC0003DMG400016523	15.2542	30.2013
Os02g0229800	PGSC0003DMG400016524	18.6441	30.2198
Os02g0229800	PGSC0003DMG400016525	20.339	33.1492
Os02g0229800	PGSC0003DMG400016526	20.339	32.6087
Os02g0229800	PGSC0003DMG400026443	8.13559	27.2727
Os02g0229800	PGSC0003DMG400026444	16.9492	26.455
Os02g0229800	PGSC0003DMG400026445	11.1864	22
Os02g0229800	PGSC0003DMG400026446	18.6441	25.7009
Os02g0229900	PGSC0003DMG400002530	33.1579	33.6898
Os02g0229900	PGSC0003DMG400016499	34.7368	34.555
Os02g0230200	PGSC0003DMG400017296	40.625	44.1358
Os02g0230300	PGSC0003DMG400007796	44.8718	5.33537
Os02g0230300	PGSC0003DMG400017342	48.7179	15.0198
Os02g0230300	PGSC0003DMG400021281	50	9.19811
Os02g0232000	PGSC0003DMG400000380	36.5772	29.6196
Os02g0232100	PGSC0003DMG400013718	50.495	65.9483
Os02g0232300	PGSC0003DMG400016179	36.2162	37.8531
Os02g0232300	PGSC0003DMG400016180	35.1351	37.3563
Os02g0232300	PGSC0003DMG400023365	36.2162	38.7283
Os02g0232400	PGSC0003DMG400007797	80.2	78.0156
Os02g0232400	PGSC0003DMG400017338	77.6	75.9296
Os02g0232500	PGSC0003DMG402028453	11.9611	36.5957
Os02g0233100	PGSC0003DMG400028413	53.271	41.3043
Os02g0233200	PGSC0003DMG400027820	53.8462	58.5139
Os02g0233200	PGSC0003DMG400028459	53.5613	57.6687
Os02g0234200	PGSC0003DMG400007097	48.073	49.4781
Os02g0234300	PGSC0003DMG400028462	48.537	38.9503
Os02g0234450	PGSC0003DMG400017277	37.799	38.303
Os02g0234450	PGSC0003DMG400017278	28.4689	43.9926
Os02g0234450	PGSC0003DMG400017282	39.3541	39.4012
Os02g0234450	PGSC0003DMG400017284	38.756	44.5055
Os02g0234450	PGSC0003DMG400017286	41.0287	40.5437
Os02g0234450	PGSC0003DMG400017315	40.7895	40.547
Os02g0234450	PGSC0003DMG400017318	26.0766	42.3301
Os02g0234450	PGSC0003DMG400017327	41.2679	40.9739
Os02g0234450	PGSC0003DMG400017330	43.7799	43.9904
Os02g0234450	PGSC0003DMG400017358	11.6029	55.1136
Os02g0234450	PGSC0003DMG400028461	38.9952	39.1357
Os02g0234450	PGSC0003DMG400046324	39.5933	39.7359
Os02g0234500	PGSC0003DMG400028420	67.632	66.9477
Os02g0234800	PGSC0003DMG400014166	67.2535	66.7832
Os02g0235000	PGSC0003DMG400003270	50.3401	63.2479
Os02g0235000	PGSC0003DMG400030712	71.4286	60.3448
Os02g0235900	PGSC0003DMG400005057	27.6896	39.4472
Os02g0235900	PGSC0003DMG400013883	36.8607	37.7256
Os02g0235900	PGSC0003DMG400016716	37.7425	40.4537
Os02g0235900	PGSC0003DMG400017975	34.0388	44.2661
Os02g0235900	PGSC0003DMG400017976	38.448	40.0735
Os02g0235900	PGSC0003DMG400021107	36.6843	42.0202
Os02g0235900	PGSC0003DMG400021108	37.2134	39.6617
Os02g0235900	PGSC0003DMG400021109	38.2716	40.9434
Os02g0235900	PGSC0003DMG400021111	33.157	43.6195
Os02g0235900	PGSC0003DMG400021112	39.6825	42.1348
Os02g0235900	PGSC0003DMG400021175	24.8677	38.843
Os02g0235900	PGSC0003DMG400021176	35.097	40.2834
Os02g0235900	PGSC0003DMG400021178	29.4533	41.133
Os02g0235900	PGSC0003DMG400021179	36.6843	40.5458
Os02g0235900	PGSC0003DMG400022343	36.6843	36.9449
Os02g0235900	PGSC0003DMG400022344	35.9788	37.9182
Os02g0235900	PGSC0003DMG400022394	35.4497	37.4302
Os02g0235900	PGSC0003DMG400024289	39.3298	40.2527
Os02g0235900	PGSC0003DMG400031325	32.9806	46.0591
Os02g0235900	PGSC0003DMG400031326	40.2116	42.3792
Os02g0235900	PGSC0003DMG400031327	40.7407	43.75
Os02g0235900	PGSC0003DMG400035814	39.5062	42.5856
Os02g0235900	PGSC0003DMG400039347	39.5062	40.9506
Os02g0236000	PGSC0003DMG400020416	80.5556	81.8824
Os02g0236100	PGSC0003DMG400028429	63.7097	63.2
Os02g0236200	PGSC0003DMG400020436	83.0424	76.7281
Os02g0236200	PGSC0003DMG400026744	76.808	80.6283
Os02g0236200	PGSC0003DMG400028428	78.803	82.7225
Os02g0236600	PGSC0003DMG400015801	61.6822	62.069
Os02g0237000	PGSC0003DMG400015801	54.4379	57.6803
Os02g0237100	PGSC0003DMG400019564	40.407	55.1587
Os02g0238500	PGSC0003DMG400012810	57.0033	41.2736
Os02g0240100	PGSC0003DMG400015801	61.7737	63.3229
Os02g0240300	PGSC0003DMG400015801	58.567	58.9342
Os02g0241100	PGSC0003DMG400028478	35.3823	34.6041
Os02g0241200	PGSC0003DMG400015893	16.1468	29.1391
Os02g0241200	PGSC0003DMG400026644	18.7156	31.1927
Os02g0241200	PGSC0003DMG400030032	17.2477	24.6719
Os02g0241600	PGSC0003DMG400015324	31.519	74.3284
Os02g0242600	PGSC0003DMG400010320	30.0601	40.4313
Os02g0242600	PGSC0003DMG400013452	33.0661	38.3721
Os02g0242600	PGSC0003DMG400017169	39.0782	37.5
Os02g0244600	PGSC0003DMG400007842	42.0613	34.873
Os02g0244600	PGSC0003DMG400021249	45.4039	52.4116
Os02g0244600	PGSC0003DMG400027650	46.7967	50.1493
Os02g0245000	PGSC0003DMG400002827	61.8687	61.0212
Os02g0245000	PGSC0003DMG400007322	61.8687	61.0973
Os02g0245100	PGSC0003DMG400008719	62.1118	63.2911
Os02g0245100	PGSC0003DMG400009000	62.1118	63.2911
Os02g0245800	PGSC0003DMG400009614	12.6741	31.4879
Os02g0245800	PGSC0003DMG400009648	46.9359	48.9115
Os02g0245800	PGSC0003DMG400021079	14.9025	33.9683
Os02g0245800	PGSC0003DMG400021091	49.5822	51.7442
Os02g0246300	PGSC0003DMG400009647	53.7313	76.5957
Os02g0247000	PGSC0003DMG400013218	0.680272	0.36036
Os02g0247000	PGSC0003DMG401007052	45.9184	11.194
Os02g0247000	PGSC0003DMG402007052	0	0
Os02g0247200	PGSC0003DMG400023453	83.3632	83.964
Os02g0247800	PGSC0003DMG400002963	0	0
Os02g0247800	PGSC0003DMG400012820	0	0
Os02g0247800	PGSC0003DMG400022966	0	0
Os02g0247800	PGSC0003DMG400045899	0	0
Os02g0248800	PGSC0003DMG400010320	31.7172	42.3181
Os02g0248800	PGSC0003DMG400013452	34.1414	39.3023
Os02g0248800	PGSC0003DMG400017169	38.3838	36.5385
Os02g0249000	PGSC0003DMG400010320	28.5124	37.1968
Os02g0249000	PGSC0003DMG400013452	30.9917	34.8837
Os02g0249000	PGSC0003DMG400017169	35.9504	33.4615
Os02g0249300	PGSC0003DMG400015661	21.1055	26.9231
Os02g0249300	PGSC0003DMG400027719	20.1005	27.3973
Os02g0249500	PGSC0003DMG400010320	8.88889	9.7035
Os02g0249500	PGSC0003DMG400013452	9.1358	8.60465
Os02g0249500	PGSC0003DMG400017169	9.87654	7.69231
Os02g0249600	PGSC0003DMG400010320	32.5253	43.3962
Os02g0249600	PGSC0003DMG400013452	34.7475	40
Os02g0249600	PGSC0003DMG400017169	39.3939	37.5
Os02g0249800	PGSC0003DMG400010320	32.2645	43.3962
Os02g0249800	PGSC0003DMG400013452	35.2705	40.9302
Os02g0249800	PGSC0003DMG400017169	38.8778	37.3077
Os02g0249900	PGSC0003DMG400010320	32.2645	43.3962
Os02g0249900	PGSC0003DMG400013452	35.2705	40.9302
Os02g0249900	PGSC0003DMG400017169	38.8778	37.3077
Os02g0250300	PGSC0003DMG400010560	38.2622	43.5764
Os02g0250300	PGSC0003DMG400015378	38.2622	35.6534
Os02g0250300	PGSC0003DMG400024125	18.75	39.5498
Os02g0250300	PGSC0003DMG401012433	38.5671	34.1431
Os02g0251700	PGSC0003DMG400010244	30.5699	43.0657
Os02g0252200	PGSC0003DMG400009665	49.5822	54.9383
Os02g0252400	PGSC0003DMG400022814	10.4558	19.797
Os02g0252600	PGSC0003DMG400010575	40.1709	25.8242
Os02g0253502	PGSC0003DMG400002677	27.2997	20.6278
Os02g0254100	PGSC0003DMG400002677	30.2752	29.5964
Os02g0254700	PGSC0003DMG400009077	47.6562	17.2316
Os02g0255000	PGSC0003DMG400000217	10.7368	17.2297
Os02g0255000	PGSC0003DMG400009076	49.2632	40.1372
Os02g0255000	PGSC0003DMG400019612	59.3684	39.8305
Os02g0255000	PGSC0003DMG402017989	55.3684	36.3762
Os02g0255100	PGSC0003DMG400009111	57.0248	69.2308
Os02g0255200	PGSC0003DMG400002509	75.969	52.4064
Os02g0255200	PGSC0003DMG400006493	73.6434	73.6434
Os02g0255300	PGSC0003DMG400000215	52.7778	51.0753
Os02g0255300	PGSC0003DMG400005016	55	55.9322
Os02g0255300	PGSC0003DMG400009108	56.1111	54.5946
Os02g0255300	PGSC0003DMG400012155	56.1111	53.4392
Os02g0255500	PGSC0003DMG400000215	61.2745	67.2043
Os02g0255500	PGSC0003DMG400005016	65.1961	75.1412
Os02g0255500	PGSC0003DMG400009108	65.6863	72.4324
Os02g0255500	PGSC0003DMG400012155	67.1569	72.4868
Os02g0255700	PGSC0003DMG400011213	4.65116	3.52526
Os02g0256100	PGSC0003DMG400012156	64.3341	63.7584
Os02g0256800	PGSC0003DMG400023751	34.9206	36.6667
Os02g0257100	PGSC0003DMG400023751	40.1639	40.8333
Os02g0257200	PGSC0003DMG400009074	28.6184	42.029
Os02g0257300	PGSC0003DMG400000214	42.5806	44.5946
Os02g0257300	PGSC0003DMG400019883	43.2258	41.9624
Os02g0257500	PGSC0003DMG400009101	39.759	46.4789
Os02g0258200	PGSC0003DMG400012086	42.4812	44.1406
Os02g0258200	PGSC0003DMG400012298	54.5113	29
Os02g0258250	PGSC0003DMG400012086	0	0
Os02g0258250	PGSC0003DMG400012298	40.2116	15.2
Os02g0258300	PGSC0003DMG400012301	25.6532	22.833
Os02g0258800	PGSC0003DMG400000208	50	54.6512
Os02g0258800	PGSC0003DMG400012164	46.8085	41.1215
Os02g0258800	PGSC0003DMG400022286	41.4894	38.6139
Os02g0258800	PGSC0003DMG402022285	38.2979	35.2941
Os02g0258900	PGSC0003DMG401028974	68.2741	77.5216
Os02g0259100	PGSC0003DMG400005830	45.3249	45.6869
Os02g0259100	PGSC0003DMG400012172	52.2979	48.6009
Os02g0259100	PGSC0003DMG400028194	38.9857	46.2406
Os02g0259600	PGSC0003DMG400026078	43.9252	43.5185
Os02g0259850	PGSC0003DMG400000079	28.2869	5.73043
Os02g0259900	PGSC0003DMG400000079	16.0271	5.73043
Os02g0260200	PGSC0003DMG400000081	57.3529	57.7778
Os02g0260400	PGSC0003DMG400011065	41.8182	33.0935
Os02g0260500	PGSC0003DMG400000084	32.7968	24.9617
Os02g0260500	PGSC0003DMG400012313	36.8209	26.9911
Os02g0260700	PGSC0003DMG400000085	60.5735	61.2319
Os02g0260700	PGSC0003DMG400004985	58.4229	59.9265
Os02g0260700	PGSC0003DMG400012310	39.0681	49.2099
Os02g0260700	PGSC0003DMG400012311	39.2473	47.7124
Os02g0260700	PGSC0003DMG400012312	56.0932	56.7029
Os02g0260700	PGSC0003DMG400019403	61.828	61.828
Os02g0260700	PGSC0003DMG400035317	21.5054	43.1655
Os02g0260700	PGSC0003DMG400047064	10.3943	42.029
Os02g0261000	PGSC0003DMG400019400	17.1014	24.7899
Os02g0264300	PGSC0003DMG400009098	42.0495	43.2727
Os02g0265200	PGSC0003DMG400000064	32.133	32.9545
Os02g0265400	PGSC0003DMG400018144	93.0851	92.5926
Os02g0265700	PGSC0003DMG400004984	15.9091	4.06977
Os02g0265800	PGSC0003DMG400000069	34.3284	30.9417
Os02g0265800	PGSC0003DMG400005783	29.3532	25.1064
Os02g0265800	PGSC0003DMG400037897	31.8408	27.234
Os02g0265900	PGSC0003DMG400000072	57.3913	49.8113
Os02g0265900	PGSC0003DMG400019405	53.4783	48.2353
Os02g0265900	PGSC0003DMG400019959	53.913	48.6275
Os02g0265900	PGSC0003DMG402012314	55.6522	47.4074
Os02g0265900	PGSC0003DMG402028903	53.0435	48.2213
Os02g0266000	PGSC0003DMG400010237	51.0791	51.4493
Os02g0266000	PGSC0003DMG401008474	50.7194	52.4164
Os02g0266100	PGSC0003DMG400021997	46.4912	53.8071
Os02g0266200	PGSC0003DMG400031380	63.6076	66.3366
Os02g0266300	PGSC0003DMG400000311	68.4536	68.7371
Os02g0266300	PGSC0003DMG400030220	68.866	69.7286
Os02g0266500	PGSC0003DMG400026545	41.4773	11.4241
Os02g0266800	PGSC0003DMG400014858	40.2685	34.384
Os02g0267000	PGSC0003DMG400000378	54.3624	53.2895
Os02g0267200	PGSC0003DMG400009951	63.7405	64.9805
Os02g0267200	PGSC0003DMG400029331	64.5038	65.7588
Os02g0267700	PGSC0003DMG400009951	63.0952	61.8677
Os02g0267700	PGSC0003DMG400029331	67.4603	66.1479
Os02g0267900	PGSC0003DMG400009951	58.2734	63.035
Os02g0267900	PGSC0003DMG400029331	62.2302	67.3152
Os02g0268050	PGSC0003DMG400009951	59.7701	60.7004
Os02g0268050	PGSC0003DMG400029331	63.9847	64.9805
Os02g0268100	PGSC0003DMG400010320	33	44.4744
Os02g0268100	PGSC0003DMG400013452	34.6	40.2326
Os02g0268100	PGSC0003DMG400017169	38.8	37.3077
Os02g0268300	PGSC0003DMG400010320	33	44.4744
Os02g0268300	PGSC0003DMG400013452	34.6	40.2326
Os02g0268300	PGSC0003DMG400017169	38.8	37.3077
Os02g0268400	PGSC0003DMG400009951	59.7701	60.7004
Os02g0268400	PGSC0003DMG400029331	63.9847	64.9805
Os02g0268600	PGSC0003DMG400009951	58.3942	62.2568
Os02g0268600	PGSC0003DMG400029331	62.4088	66.537
Os02g0269000	PGSC0003DMG400000309	64.9485	73.8281
Os02g0269600	PGSC0003DMG401000586	8.43373	32.7485
Os02g0269600	PGSC0003DMG402000586	14.006	41.704
Os02g0270200	PGSC0003DMG401000586	1.6129	4.67836
Os02g0270200	PGSC0003DMG402000586	18.1452	40.3587
Os02g0270800	PGSC0003DMG401000586	13.7755	31.5789
Os02g0270800	PGSC0003DMG402000586	2.29592	4.03587
Os02g0270900	PGSC0003DMG401000586	2.71132	9.94152
Os02g0270900	PGSC0003DMG402000586	14.3541	40.3587
Os02g0271000	PGSC0003DMG401000586	7.72358	33.3333
Os02g0271000	PGSC0003DMG402000586	12.6016	41.704
Os02g0271600	PGSC0003DMG401000586	7.87519	30.9942
Os02g0271600	PGSC0003DMG402000586	13.8187	41.704
Os02g0272200	PGSC0003DMG400035331	22.9167	36.5145
Os02g0272200	PGSC0003DMG400037625	36.9792	45.3674
Os02g0272200	PGSC0003DMG400039755	27.6042	46.087
Os02g0272200	PGSC0003DMG400042188	16.1458	45.2555
Os02g0272200	PGSC0003DMG400042349	39.0625	45.045
Os02g0272200	PGSC0003DMG400044494	43.2292	43.5696
Os02g0272200	PGSC0003DMG400046578	46.3542	46.114
Os02g0272300	PGSC0003DMG400002546	54.191	55.3785
Os02g0272300	PGSC0003DMG400016533	54.386	59.6154
Os02g0272300	PGSC0003DMG400046768	56.5302	51.5098
Os02g0272400	PGSC0003DMG400010842	54.1254	53.0744
Os02g0272600	PGSC0003DMG400027008	65.0602	64.0316
Os02g0272850	PGSC0003DMG401028577	1.11111	0.258398
Os02g0273000	PGSC0003DMG400014372	76.2781	79.8715
Os02g0273100	PGSC0003DMG400018587	58.6118	60.1583
Os02g0273800	PGSC0003DMG400023240	45.0626	41.4322
Os02g0274100	PGSC0003DMG400003906	59.3664	60.5337
Os02g0274100	PGSC0003DMG400005498	60.1928	60.6103
Os02g0274700	PGSC0003DMG400027426	30.9038	35.8108
Os02g0274900	PGSC0003DMG400008660	65.4886	65.8996
Os02g0274900	PGSC0003DMG400016530	62.7859	61.5071
Os02g0275100	PGSC0003DMG401002548	73.0263	70.2532
Os02g0276200	PGSC0003DMG400002629	65.7303	59.3909
Os02g0276400	PGSC0003DMG400002629	62.6866	63.9594
Os02g0276500	PGSC0003DMG400029051	63.4043	59.481
Os02g0277600	PGSC0003DMG400018273	64.9299	66.8041
Os02g0278700	PGSC0003DMG400001948	34.8328	38.9175
Os02g0278700	PGSC0003DMG400020053	41.5225	51.2821
Os02g0278700	PGSC0003DMG400024137	30.4498	44.9744
Os02g0279600	PGSC0003DMG400026597	50	47.7941
Os02g0280100	PGSC0003DMG400002770	71.2644	72.093
Os02g0280200	PGSC0003DMG400005127	17.7258	33.125
Os02g0280400	PGSC0003DMG400000372	68.75	67.6123
Os02g0280400	PGSC0003DMG400009606	65.8654	64.6226
Os02g0280500	PGSC0003DMG400000302	84.1463	19.1136
Os02g0280500	PGSC0003DMG400009601	76.8293	17.5
Os02g0280700	PGSC0003DMG400017421	20.2279	30.8696
Os02g0280700	PGSC0003DMG400019186	35.3276	44.1281
Os02g0280700	PGSC0003DMG400028505	42.4501	41.9718
Os02g0280700	PGSC0003DMG402019187	40.1709	40.634
Os02g0281150	PGSC0003DMG400029168	62.0787	63.8728
Os02g0282100	PGSC0003DMG400003723	40.9722	46.0938
Os02g0283800	PGSC0003DMG400016164	72.1582	72.5166
Os02g0283800	PGSC0003DMG400021789	71.6639	72.0199
Os02g0284600	PGSC0003DMG400004204	53.2847	32.8829
Os02g0284600	PGSC0003DMG400011741	77.3723	78.5185
Os02g0284600	PGSC0003DMG400023276	40.146	46.6102
Os02g0284600	PGSC0003DMG400023884	64.9635	72.9508
Os02g0284600	PGSC0003DMG400026911	80.292	81.4815
Os02g0285300	PGSC0003DMG400011293	39.2241	45.0495
Os02g0286200	PGSC0003DMG400012273	54.1547	51.7808
Os02g0286933	PGSC0003DMG400005629	11.7117	3.03738
Os02g0286933	PGSC0003DMG400016529	7.20721	4.37158
Os02g0286933	PGSC0003DMG402002548	1.8018	1.66667
Os02g0287000	PGSC0003DMG400007685	77.2059	80.7692
Os02g0287000	PGSC0003DMG400027045	79.7794	83.1418
Os02g0287000	PGSC0003DMG400033684	79.0441	82.3755
Os02g0288100	PGSC0003DMG400009081	47.1119	44.6154
Os02g0288100	PGSC0003DMG400019611	48.3755	45.042
Os02g0288400	PGSC0003DMG400022183	59.098	57.5758
Os02g0288600	PGSC0003DMG400030980	0	0
Os02g0288700	PGSC0003DMG400022183	59.5477	53.8636
Os02g0289000	PGSC0003DMG400030980	0	0
Os02g0290000	PGSC0003DMG400011265	39.3548	43.0082
Os02g0290300	PGSC0003DMG401001493	51.3995	52.0619
Os02g0290400	PGSC0003DMG400028775	29.5775	48.8372
Os02g0290400	PGSC0003DMG400033615	49.6479	50.7194
Os02g0290500	PGSC0003DMG400000114	53.8053	53.2399
Os02g0290500	PGSC0003DMG400007037	52.5664	52.2887
Os02g0290500	PGSC0003DMG400009125	56.8142	55.3448
Os02g0290500	PGSC0003DMG400012141	51.1504	49.5712
Os02g0290600	PGSC0003DMG400009126	71.3087	56.4409
Os02g0290900	PGSC0003DMG400012140	55.6391	55.6391
Os02g0291000	PGSC0003DMG400017886	53.5211	58.4615
Os02g0291000	PGSC0003DMG400019601	70.892	70.5607
Os02g0291000	PGSC0003DMG401009127	73.2394	72.8972
Os02g0291400	PGSC0003DMG400017886	52.5822	57.4359
Os02g0291400	PGSC0003DMG400019601	67.6056	67.2897
Os02g0291400	PGSC0003DMG401009127	70.4225	70.0935
Os02g0291500	PGSC0003DMG401027564	52.8796	16.343
Os02g0292800	PGSC0003DMG400000549	53.6	56.5401
Os02g0292800	PGSC0003DMG400000550	54.8	58.7983
Os02g0293400	PGSC0003DMG400000229	76.5043	79.4643
Os02g0293400	PGSC0003DMG400007012	76.5043	80.1802
Os02g0293400	PGSC0003DMG400009129	76.5043	85.0318
Os02g0293400	PGSC0003DMG400018878	76.5043	83.1776
Os02g0293400	PGSC0003DMG400019600	77.3639	85.7143
Os02g0293500	PGSC0003DMG400009130	61.5789	20.4904
Os02g0293800	PGSC0003DMG400000230	44.3532	32.3353
Os02g0293900	PGSC0003DMG400038709	22.0532	19.863
Os02g0293900	PGSC0003DMG401000796	26.2357	17.6471
Os02g0294000	PGSC0003DMG400002770	45.0276	37.907
Os02g0294600	PGSC0003DMG400028814	51.5686	45.0342
Os02g0296400	PGSC0003DMG400001085	24.3446	39.1566
Os02g0296400	PGSC0003DMG400001086	28.839	19.25
Os02g0296400	PGSC0003DMG400014419	36.3296	36.7424
Os02g0296400	PGSC0003DMG400017111	32.2097	36.1345
Os02g0296400	PGSC0003DMG400038880	25.8427	22.549
Os02g0296400	PGSC0003DMG400041536	28.839	40.7407
Os02g0296800	PGSC0003DMG400000477	60.1626	35.9223
Os02g0297132	PGSC0003DMG400024644	54.3767	22.4781
Os02g0297600	PGSC0003DMG400012637	69.0773	69.4236
Os02g0297600	PGSC0003DMG401018599	67.3317	71.8085
Os02g0297600	PGSC0003DMG402018599	62.5935	56.6591
Os02g0298200	PGSC0003DMG400008822	40.4399	35.7784
Os02g0298200	PGSC0003DMG400008897	43.4856	38.6466
Os02g0298200	PGSC0003DMG400020326	41.4552	36.8421
Os02g0298200	PGSC0003DMG400020327	42.132	35.9307
Os02g0298200	PGSC0003DMG400020328	43.4856	38.5886
Os02g0299600	PGSC0003DMG400025576	81.4286	81.4286
Os02g0300700	PGSC0003DMG400019402	85.9155	84.7222
Os02g0301000	PGSC0003DMG400013655	61.9632	59.7633
Os02g0301100	PGSC0003DMG400012132	35.5212	47.6684
Os02g0301100	PGSC0003DMG400042574	26.6409	45.3947
Os02g0301500	PGSC0003DMG400022045	85.1648	40.7537
Os02g0301500	PGSC0003DMG400034487	92.674	63.171
Os02g0301700	PGSC0003DMG400001085	25.1938	39.1566
Os02g0301700	PGSC0003DMG400001086	29.4574	19
Os02g0301700	PGSC0003DMG400014419	37.5969	36.7424
Os02g0301700	PGSC0003DMG400017111	31.7829	34.4538
Os02g0301700	PGSC0003DMG400038880	26.3566	22.2222
Os02g0301700	PGSC0003DMG400041536	29.845	40.7407
Os02g0302200	PGSC0003DMG400002037	41.6862	47.9784
Os02g0302200	PGSC0003DMG400021276	48.0094	48.6936
Os02g0302200	PGSC0003DMG400026819	31.8501	52.7132
Os02g0302200	PGSC0003DMG400026820	54.8009	55.4502
Os02g0302700	PGSC0003DMG400002037	44.8747	53.0997
Os02g0302700	PGSC0003DMG400021276	52.3918	54.6318
Os02g0302700	PGSC0003DMG400026819	33.9408	57.7519
Os02g0302700	PGSC0003DMG400026820	57.8588	60.1896
Os02g0302900	PGSC0003DMG400009375	34.2222	36.6667
Os02g0304500	PGSC0003DMG400025069	44.3378	39.8964
Os02g0304500	PGSC0003DMG401019696	42.9942	48.59
Os02g0304800	PGSC0003DMG400021154	44.6296	44.3831
Os02g0304900	PGSC0003DMG400031761	51.4286	53.1646
Os02g0305700	PGSC0003DMG400000499	53.7572	54.7059
Os02g0305700	PGSC0003DMG400006952	39.8844	51.1111
Os02g0305800	PGSC0003DMG402018530	61.165	69.2308
Os02g0305950	PGSC0003DMG400005236	30.0699	30.4965
Os02g0305950	PGSC0003DMG400031744	30.7692	27.8481
Os02g0305950	PGSC0003DMG400042301	28.6713	24.1176
Os02g0305950	PGSC0003DMG402026940	28.6713	24.4048
Os02g0306250	PGSC0003DMG402018530	63.8889	50.5494
Os02g0306401	PGSC0003DMG400002037	37.4494	49.8652
Os02g0306401	PGSC0003DMG400021276	44.7368	52.4941
Os02g0306401	PGSC0003DMG400026819	28.5425	54.6512
Os02g0306401	PGSC0003DMG400026820	50.4049	59.0047
Os02g0307000	PGSC0003DMG400022833	41.22	57.1063
Os02g0307200	PGSC0003DMG400011544	64.3979	27.1523
Os02g0307300	PGSC0003DMG400008959	2.77778	0.818331
Os02g0307800	PGSC0003DMG400021311	49.4506	47.3684
Os02g0308400	PGSC0003DMG400009400	33.7079	36.1446
Os02g0308800	PGSC0003DMG400009400	33.5821	36.1446
Os02g0312500	PGSC0003DMG400009387	63.253	62.5
Os02g0312600	PGSC0003DMG400010726	87.3096	87.3096
Os02g0312800	PGSC0003DMG400010721	39.5745	39.1579
Os02g0313700	PGSC0003DMG400007079	45.2646	43.7416
Os02g0313700	PGSC0003DMG400008571	42.8969	42.8373
Os02g0314300	PGSC0003DMG400004158	50.6667	53.5211
Os02g0314300	PGSC0003DMG400011787	54.2222	53.5088
Os02g0314600	PGSC0003DMG400041402	53.8911	50.6399
Os02g0314600	PGSC0003DMG400045370	51.751	49.6269
Os02g0315200	PGSC0003DMG400001306	23.1788	12.0275
Os02g0316200	PGSC0003DMG400031427	45.7547	46.5228
Os02g0316900	PGSC0003DMG401008881	1.37221	2.63158
Os02g0317300	PGSC0003DMG400005854	9.45122	31.9588
Os02g0317300	PGSC0003DMG400005866	11.2805	25.1701
Os02g0317300	PGSC0003DMG400005867	26.2195	29.0541
Os02g0317300	PGSC0003DMG400005868	29.2683	31.3725
Os02g0317300	PGSC0003DMG400020504	10.3659	29.8246
Os02g0317300	PGSC0003DMG400020506	7.62195	22.1239
Os02g0317300	PGSC0003DMG400020507	28.6585	34.1818
Os02g0317300	PGSC0003DMG400021099	30.4878	29.4985
Os02g0317300	PGSC0003DMG400040510	29.5732	32.0132
Os02g0317300	PGSC0003DMG402006305	30.1829	34.1379
Os02g0317500	PGSC0003DMG400005854	9.69697	32.9897
Os02g0317500	PGSC0003DMG400005866	11.5152	25.8503
Os02g0317500	PGSC0003DMG400005867	27.5758	30.7432
Os02g0317500	PGSC0003DMG400005868	27.5758	29.7386
Os02g0317500	PGSC0003DMG400020504	9.69697	28.0702
Os02g0317500	PGSC0003DMG400020506	8.48485	24.7788
Os02g0317500	PGSC0003DMG400020507	25.4545	30.5455
Os02g0317500	PGSC0003DMG400021099	29.3939	28.6136
Os02g0317500	PGSC0003DMG400040510	28.1818	30.6931
Os02g0317500	PGSC0003DMG402006305	29.3939	33.4483
Os02g0317800	PGSC0003DMG400001097	60	63.6986
Os02g0318100	PGSC0003DMG400007613	47.8754	52.648
Os02g0318100	PGSC0003DMG400007614	56.0907	55.618
Os02g0318100	PGSC0003DMG400018484	47.5921	60.2151
