Gene stable ID	Manihot esculenta gene stable ID	%id. target Manihot esculenta gene identical to query gene	%id. query gene identical to target Manihot esculenta gene
Os01g0642600	MANES_06G074300	47.2313	54.1045
Os01g0642600	MANES_14G096000	48.2085	55.8491
Os01g0642700	MANES_12G088800	36.9515	20.2788
Os01g0642700	MANES_13G076800	39.9538	20.9951
Os01g0642900	MANES_01G021700	52.2321	50.2146
Os01g0643300	MANES_15G127700	69.4175	66.4087
Os01g0643300	MANES_17G077100	69.7411	67.0295
Os01g0643600	MANES_15G127800	62.8821	60
Os01g0643600	MANES_17G077200	60.6987	58.8983
Os01g0643800	MANES_06G008000	73.6527	59.3248
Os01g0643800	MANES_14G169900	72.2555	61.0455
Os01g0643800	MANES_15G128200	66.0679	67.4134
Os01g0643800	MANES_17G077500	66.6667	67.0683
Os01g0643900	MANES_01G021400	27.381	27.0588
Os01g0643900	MANES_05G118400	34.5238	36.25
Os01g0644200	MANES_02G074600	72.973	72.973
Os01g0645000	MANES_01G113200	37.4631	40.1899
Os01g0645000	MANES_02G072100	35.6932	38.535
Os01g0645000	MANES_14G108300	35.3982	39.2157
Os01g0645200	MANES_16G063700	75.179	75.5396
Os01g0645400	MANES_16G067400	59.3596	59.0686
Os01g0645400	MANES_S024700	60.3448	59.466
Os01g0645900	MANES_11G049600	63.9309	64.3478
Os01g0645900	MANES_11G049700	62.851	63.5371
Os01g0645900	MANES_11G049800	62.635	63.3188
Os01g0646700	MANES_13G095600	19.3717	10.4225
Os01g0646700	MANES_18G115400	32.4607	18.7311
Os01g0647000	MANES_14G127800	41.6268	44.1624
Os01g0647100	MANES_04G119100	66.8224	69.4175
Os01g0647100	MANES_11G049300	65.7321	67.7368
Os01g0647700	MANES_04G119000	57.8462	57.2298
Os01g0647700	MANES_11G049200	57.0769	56.5549
Os01g0648000	MANES_03G017700	55.7219	59.954
Os01g0648000	MANES_06G050400	51.5508	62.7604
Os01g0648000	MANES_14G128600	59.7861	63.74
Os01g0648000	MANES_16G118800	54.3316	57.9247
Os01g0648500	MANES_01G036600	60.7143	59.5
Os01g0648500	MANES_04G095700	55.6122	54.5
Os01g0648600	MANES_06G053000	30.2372	34.1518
Os01g0648600	MANES_14G129400	29.8419	33.7054
Os01g0648700	MANES_12G091200	35.7143	12.7055
Os01g0648700	MANES_13G138700	35.7143	12.574
Os01g0648700	MANES_15G091800	34.0336	13.0225
Os01g0649000	MANES_04G116700	37.7265	36.465
Os01g0649100	MANES_03G103200	83.5294	83.0409
Os01g0649100	MANES_15G091900	83.8235	82.6087
Os01g0651100	MANES_08G048700	56.5844	43.239
Os01g0651500	MANES_03G134900	30.618	31.4121
Os01g0651500	MANES_03G135000	26.9663	32.3232
Os01g0651500	MANES_03G135100	28.3708	29.7935
Os01g0651500	MANES_03G135200	29.2135	30.7692
Os01g0651500	MANES_07G059500	29.4944	28.3019
Os01g0651500	MANES_07G059600	30.8989	30.137
Os01g0651500	MANES_10G134500	33.427	33.427
Os01g0651500	MANES_10G134600	31.1798	29.5213
Os01g0651500	MANES_12G127200	33.1461	33.4278
Os01g0651800	MANES_12G091300	46.4286	48.3871
Os01g0651800	MANES_16G036600	42.8571	43.7956
Os01g0651800	MANES_16G036700	35.2381	46.395
Os01g0651800	MANES_16G036800	50.7143	50.8353
Os01g0651800	MANES_16G036900	43.0952	46.5296
Os01g0651800	MANES_16G037000	44.7619	46.7662
Os01g0651932	MANES_16G037100	50	44.1275
Os01g0651932	MANES_17G054000	49.8099	41.195
Os01g0652000	MANES_16G037100	64.9485	10.5705
Os01g0652000	MANES_17G054000	67.0103	10.2201
Os01g0652100	MANES_01G129600	50.2551	53.6785
Os01g0652100	MANES_03G092500	45.1531	51.7544
Os01g0652100	MANES_03G092600	46.6837	49.7283
Os01g0652100	MANES_03G186700	43.1122	48.4241
Os01g0652100	MANES_11G002600	47.7041	51.6575
Os01g0652100	MANES_12G091400	51.0204	54.0541
Os01g0652100	MANES_13G139100	51.0204	53.4759
Os01g0652100	MANES_16G037300	53.0612	57.3003
Os01g0652100	MANES_17G054100	52.0408	55.8904
Os01g0652600	MANES_13G137600	56.0219	82.973
Os01g0652600	MANES_16G038300	85.7664	79.932
Os01g0652600	MANES_17G055100	86.4964	79.798
Os01g0652700	MANES_17G055300	79.4118	78.8321
Os01g0652800	MANES_02G064900	49.2574	45.8525
Os01g0652800	MANES_02G065000	40.8416	39.1924
Os01g0653200	MANES_15G187500	57.6541	57.7689
Os01g0653350	MANES_11G105500	34.9345	6.04686
Os01g0654100	MANES_03G076400	77.2425	76.8595
Os01g0654100	MANES_16G055100	76.9103	71.6718
Os01g0654100	MANES_16G061200	75.0831	75.4591
Os01g0654200	MANES_18G124500	39.9408	24.9538
Os01g0654300	MANES_16G060600	73.4375	14.5062
Os01g0654400	MANES_11G079000	59.0361	61.25
Os01g0655250	MANES_05G023200	26.971	6.41026
Os01g0655300	MANES_05G023300	78.8462	66.129
Os01g0655400	MANES_06G159800	20.1481	22.7045
Os01g0655400	MANES_14G006600	20.6667	23.1343
Os01g0655500	MANES_06G159700	58.9231	56.7407
Os01g0655800	MANES_02G010300	70	71.9033
Os01g0655800	MANES_S001600	68.0882	70.3647
Os01g0656200	MANES_02G010500	43.6725	45.7143
Os01g0656200	MANES_06G158800	49.6278	54.2005
Os01g0656400	MANES_01G047200	35.7664	28.5714
Os01g0656400	MANES_01G253400	31.7518	25.3644
Os01g0656400	MANES_02G011500	35.0365	28.8288
Os01g0656400	MANES_05G030900	33.5766	26.1364
Os01g0656400	MANES_06G157300	31.7518	24.0997
Os01g0656400	MANES_14G018600	27.3723	22.0588
Os01g0656900	MANES_01G045600	10.1673	15.7371
Os01g0657000	MANES_01G249100	56.5217	52.7027
Os01g0657000	MANES_02G013300	52.1739	51.4286
Os01g0657000	MANES_05G026100	59.4203	52.5641
Os01g0657000	MANES_06G156900	47.8261	52.381
Os01g0657000	MANES_14G018800	44.9275	47.6923
Os01g0657100	MANES_06G156700	64.8649	69.6325
Os01g0657400	MANES_01G046200	35.6164	30.8605
Os01g0657400	MANES_02G013200	35.6164	31.0448
Os01g0657400	MANES_06G156400	38.3562	30.1075
Os01g0657400	MANES_14G019000	36.3014	30.7246
Os01g0658400	MANES_06G156300	94.5578	93.9189
Os01g0658400	MANES_14G019100	94.5578	93.9189
Os01g0658500	MANES_01G194600	81.0056	81.0056
Os01g0658600	MANES_01G186400	22.0588	22.8137
Os01g0658600	MANES_05G100600	21.6912	22.3485
Os01g0658700	MANES_01G249800	73.2484	73.4824
Os01g0658700	MANES_05G026500	78.0255	77.2871
Os01g0658900	MANES_01G249900	38.8889	33.0969
Os01g0658900	MANES_05G026700	38.0556	32.6969
Os01g0659200	MANES_01G148200	81.7391	81.7391
Os01g0659200	MANES_02G106800	81.7391	81.7391
Os01g0659800	MANES_01G250700	21.6216	24.4275
Os01g0659900	MANES_01G250600	60.3406	61.2346
Os01g0659900	MANES_05G027500	60.5839	61.4815
Os01g0660200	MANES_05G027700	56.8106	57.3825
Os01g0660300	MANES_06G155200	81.1989	51.5571
Os01g0660300	MANES_14G019900	81.7439	51.9031
Os01g0660500	MANES_08G161800	21.9949	38.565
Os01g0660500	MANES_08G161900	21.9949	33.5938
Os01g0660500	MANES_11G141300	17.1355	26.9076
Os01g0660800	MANES_08G161800	47.2362	42.1525
Os01g0660800	MANES_08G161900	42.7136	33.2031
Os01g0660800	MANES_11G141300	33.6683	26.9076
Os01g0660900	MANES_06G104000	66.0959	64.5485
Os01g0661000	MANES_06G104300	25.4321	30.5638
Os01g0661000	MANES_14G066500	25.1852	34
Os01g0661000	MANES_15G181800	23.4568	28.5285
Os01g0661000	MANES_17G121200	21.7284	25.9587
Os01g0661400	MANES_14G066300	50.6276	80.1325
Os01g0661500	MANES_12G028300	47.3868	47.3868
Os01g0661650	MANES_15G165700	22.3256	27.907
Os01g0662300	MANES_04G063300	80.3922	20.098
Os01g0662300	MANES_11G104900	80.3922	21.9251
Os01g0662600	MANES_06G105500	68.4211	70.4819
Os01g0662600	MANES_14G065100	65.4971	71.3376
Os01g0662700	MANES_13G028800	74.3202	73.8739
Os01g0662800	MANES_01G135900	36.3636	35.4839
Os01g0662800	MANES_02G094300	30.9917	34.5622
Os01g0663051	MANES_01G234000	31.8681	27.619
Os01g0663300	MANES_01G138100	62.0347	57.7367
Os01g0663300	MANES_05G156900	55.8313	52.0833
Os01g0663300	MANES_18G019500	39.7022	57.7617
Os01g0663300	MANES_S107800	26.799	55.9585
Os01g0663500	MANES_15G117900	44.2105	45.4054
Os01g0663800	MANES_15G117700	38.6604	37.6861
Os01g0663800	MANES_17G065500	38.7779	37.931
Os01g0664000	MANES_17G065400	59.436	58.6724
Os01g0664100	MANES_17G065600	62.3656	62.1429
Os01g0664200	MANES_01G127900	65.4472	63.6364
Os01g0664200	MANES_02G085000	65.6504	63.7081
Os01g0664500	MANES_05G104200	45.0704	40
Os01g0665200	MANES_01G127600	69.1525	65.8064
Os01g0665200	MANES_02G084400	63.5593	71.977
Os01g0665200	MANES_15G099900	66.2712	64.2036
Os01g0665400	MANES_15G101700	61.5804	58.8542
Os01g0666200	MANES_17G068300	50.3759	45.8904
Os01g0666400	MANES_01G130400	51.7857	36.25
Os01g0666400	MANES_02G088200	48.5714	38.0952
Os01g0666500	MANES_15G120300	49.4774	55.9055
Os01g0666600	MANES_10G088300	40.6417	41.5301
Os01g0666800	MANES_02G088300	62.4434	65.0943
Os01g0667200	MANES_02G089400	64.5902	67.6976
Os01g0667400	MANES_16G034000	26.2664	34.8259
Os01g0667400	MANES_17G051300	28.3302	39.1192
Os01g0667600	MANES_12G092100	73.6607	76.3889
Os01g0667600	MANES_16G033900	74.5536	76.9585
Os01g0667600	MANES_17G051200	75.8929	78.341
Os01g0667700	MANES_03G104000	23.4733	22.4863
Os01g0667700	MANES_15G090400	23.855	22.686
Os01g0667800	MANES_05G129600	78.744	58.2143
Os01g0667900	MANES_13G141400	41.4966	39.1026
Os01g0667900	MANES_16G032700	41.4966	41.2162
Os01g0667900	MANES_17G050200	40.8163	40
Os01g0668000	MANES_01G161700	75.9494	75.9494
Os01g0668000	MANES_02G119500	77.2152	77.2152
Os01g0668100	MANES_13G141200	47.7733	47.2
Os01g0668200	MANES_15G090100	25.4054	7.50399
Os01g0668300	MANES_15G090100	26.299	13.1985
Os01g0668400	MANES_09G096900	50.3145	49.5663
Os01g0668600	MANES_09G096900	49.059	48.4511
Os01g0668901	MANES_09G096900	53.3931	51.6729
Os01g0669100	MANES_09G096900	49.2063	49.938
Os01g0670100	MANES_09G096900	50.3685	50.8055
Os01g0670600	MANES_09G096900	51.2418	48.575
Os01g0670800	MANES_17G050300	43.454	42.449
Os01g0672166	MANES_17G049500	37.4074	42.7061
Os01g0672201	MANES_01G179900	20.8955	10.2377
Os01g0672201	MANES_02G140500	20.1493	10.1504
Os01g0672300	MANES_01G179900	0.717703	0.548446
Os01g0672300	MANES_02G140500	0.239234	0.18797
Os01g0672400	MANES_16G031100	37.3984	50
Os01g0672400	MANES_17G048600	49.5935	52.8139
Os01g0672500	MANES_13G146600	71.8487	19.2893
Os01g0672500	MANES_16G027400	65.7563	17.7841
Os01g0672500	MANES_17G045400	69.5378	18.6689
Os01g0672500	MANES_S000600	70.1681	18.8488
Os01g0672700	MANES_03G110700	46.8858	50.6542
Os01g0672800	MANES_13G146700	22.6374	19.5446
Os01g0672800	MANES_S000400	22.1978	19.0566
Os01g0673500	MANES_15G121700	71.9512	72.4816
Os01g0673700	MANES_04G137800	13.0699	16.996
Os01g0673700	MANES_11G028600	12.1581	16.5975
Os01g0673800	MANES_01G133200	56.5934	60.767
Os01g0673800	MANES_02G091200	53.8462	56.6474
Os01g0674000	MANES_16G040100	36.4458	38.1703
Os01g0674000	MANES_17G056000	35.8434	41.4634
Os01g0674100	MANES_01G132400	67.6654	66.2592
Os01g0674100	MANES_02G090800	68.0399	66.3825
Os01g0674500	MANES_03G100600	64.3258	60.2632
Os01g0674500	MANES_15G095300	65.1685	60.8924
Os01g0674700	MANES_14G126700	38.2294	41.3943
Os01g0674800	MANES_16G041000	58.6486	32.1481
Os01g0674800	MANES_17G056800	58.3784	30.5516
Os01g0675000	MANES_04G129800	47.4729	51.4677
Os01g0675000	MANES_11G038000	47.4729	56.4378
Os01g0675100	MANES_03G023500	75.3086	75.3086
Os01g0675100	MANES_03G023600	75.3086	75.3086
Os01g0675100	MANES_16G113400	76.5432	76.5432
Os01g0675500	MANES_03G061700	42.8251	43.2127
Os01g0675700	MANES_03G023800	46.1255	39.557
Os01g0675700	MANES_04G131300	48.3395	38.1924
Os01g0675700	MANES_11G036800	47.9705	37.7907
Os01g0675700	MANES_16G112900	47.9705	40.8805
Os01g0675933	MANES_05G024200	52.6786	8.61314
Os01g0676200	MANES_03G122800	40.249	43.6937
Os01g0677000	MANES_03G024300	43.109	43.8111
Os01g0677000	MANES_16G112300	43.4295	44.281
Os01g0677000	MANES_16G112400	43.4295	44.281
Os01g0677500	MANES_03G110600	51.0145	28.2051
Os01g0677500	MANES_S000800	48.1159	33.2
Os01g0677900	MANES_15G173200	23.9216	19.5931
Os01g0677900	MANES_17G045500	27.3203	21.8619
Os01g0678000	MANES_15G173200	29.4444	28.3726
Os01g0678000	MANES_17G045500	30.3333	28.5565
Os01g0678100	MANES_15G173200	27.818	28.8009
Os01g0678100	MANES_17G045500	28.8521	29.1841
Os01g0678400	MANES_15G173200	19.7802	11.5632
Os01g0678400	MANES_17G045500	19.4139	11.0879
Os01g0678500	MANES_13G146400	63.6724	65.2233
Os01g0678600	MANES_15G089600	42.3469	44.1489
Os01g0679000	MANES_14G025200	39.3281	37.6181
Os01g0679500	MANES_14G032900	30.0926	13.7712
Os01g0679550	MANES_14G032900	35.1266	23.5169
Os01g0679600	MANES_S016200	60.2273	65.0307
Os01g0679700	MANES_05G057400	95.6522	95.6522
Os01g0679700	MANES_15G170900	95.6522	95.6522
Os01g0679700	MANES_17G022800	95.6522	95.6522
Os01g0679900	MANES_16G048600	41.5435	45.5036
Os01g0680200	MANES_03G073200	44.4444	47.2527
Os01g0680200	MANES_16G060100	44.186	41.7073
Os01g0680400	MANES_16G060700	62.0853	62.0853
Os01g0680600	MANES_03G156200	20.9302	20.5212
Os01g0680600	MANES_08G141600	21.2625	23.1047
Os01g0680900	MANES_01G246500	50.5376	44.8687
Os01g0681000	MANES_02G142600	38.2298	41.5133
Os01g0681000	MANES_05G022900	39.548	40.7767
Os01g0681000	MANES_18G115800	34.275	35.4086
Os01g0681000	MANES_18G115900	34.8399	38.2231
Os01g0681000	MANES_18G116000	35.2166	37.931
Os01g0681100	MANES_05G022800	82.0652	24.7541
Os01g0681200	MANES_02G010300	72.6316	72.9607
Os01g0681200	MANES_S001600	71.5789	72.3404
Os01g0681400	MANES_01G246700	63.4	58.4871
Os01g0681600	MANES_05G023500	44.1441	43.1718
Os01g0682001	MANES_06G159400	69.2998	17.3717
Os01g0682001	MANES_14G017100	68.4022	17.2087
Os01g0682200	MANES_17G112200	41.7323	14.7427
Os01g0682500	MANES_04G120700	61.244	56.3877
Os01g0683100	MANES_04G120400	82.8516	82.5336
Os01g0683100	MANES_11G050700	82.4663	82.1497
Os01g0683400	MANES_10G073400	49.1489	55.3957
Os01g0684800	MANES_08G139500	41.3559	28.046
Os01g0684900	MANES_01G113500	46.0285	48.0851
Os01g0684900	MANES_02G072400	52.5458	54.0881
Os01g0684900	MANES_06G063000	51.3238	52.6096
Os01g0684900	MANES_14G109700	52.5458	52.8689
Os01g0684900	MANES_14G109800	52.7495	52.9652
Os01g0685200	MANES_01G113900	38.1579	60.1036
Os01g0685200	MANES_02G072500	37.1711	58.5492
Os01g0685500	MANES_02G072600	64.3411	6.82005
Os01g0685800	MANES_06G062900	90.6643	90.1786
Os01g0685800	MANES_14G110100	89.9461	88.8298
Os01g0685900	MANES_05G044800	9.14369	38.6503
Os01g0685900	MANES_05G045800	26.9956	38.193
Os01g0685900	MANES_13G075000	61.6836	58.0601
Os01g0685900	MANES_14G174000	54.8621	61.3636
Os01g0686000	MANES_01G114000	27.1277	28.6517
Os01g0686000	MANES_02G072700	29.7872	33.3333
Os01g0686000	MANES_06G062400	38.2979	38.2979
Os01g0686000	MANES_14G136100	38.8298	39.4595
Os01g0686200	MANES_07G070400	40.3756	34.4
Os01g0686200	MANES_07G070800	42.2535	35.6436
Os01g0686200	MANES_10G070000	39.4366	34.9272
Os01g0686300	MANES_07G070400	37.2385	35.6
Os01g0686300	MANES_07G070800	39.9582	37.8218
Os01g0686300	MANES_10G070000	36.1925	35.9667
Os01g0686400	MANES_01G114300	55	12.9794
Os01g0686600	MANES_16G021600	37.8788	16.3577
Os01g0686600	MANES_17G039900	30.8081	14.2191
Os01g0686700	MANES_02G073300	34.188	14.9813
Os01g0686700	MANES_06G062000	38.4615	17.5097
Os01g0686700	MANES_14G135700	36.7521	16.1654
Os01g0686800	MANES_06G008400	73.6527	74.772
Os01g0686800	MANES_14G168700	73.3533	74.4681
Os01g0687400	MANES_05G027700	49.6689	50.3356
Os01g0687500	MANES_01G114900	61.8785	59.7333
Os01g0687600	MANES_06G099800	44.4126	44.7977
Os01g0687700	MANES_14G103100	59.8746	58.589
Os01g0687800	MANES_03G061900	56.7568	57.5342
Os01g0688200	MANES_14G103200	60.8808	58.0247
Os01g0688300	MANES_06G067100	38.9881	36.0882
Os01g0688300	MANES_14G103300	36.9048	34.0659
Os01g0689000	MANES_01G084300	22.449	19.3662
Os01g0689000	MANES_01G271700	22.8571	20.3636
Os01g0689000	MANES_02G041700	22.449	19.7842
Os01g0689000	MANES_05G052800	19.5918	17.0213
Os01g0689600	MANES_02G070000	29.6552	31.1594
Os01g0689800	MANES_01G112100	65.9341	70.1754
Os01g0689800	MANES_02G070300	66.4835	70.7602
Os01g0689900	MANES_15G004500	8.46485	20.2055
Os01g0690200	MANES_15G004500	23.125	25.3425
Os01g0690600	MANES_15G004500	20.4748	23.6301
Os01g0690800	MANES_01G014600	32.8267	38.9892
Os01g0690800	MANES_01G112000	37.69	37.8049
Os01g0690800	MANES_02G070200	38.1459	37.6312
Os01g0690800	MANES_05G133200	37.8419	39.2744
Os01g0690800	MANES_14G106000	35.1064	41.6216
Os01g0690900	MANES_15G004500	22.3881	10.274
Os01g0691000	MANES_05G027700	41.8994	50.3356
Os01g0691050	MANES_05G027700	0.684932	0.671141
Os01g0691100	MANES_01G014800	31.4516	42.3913
Os01g0691100	MANES_01G046600	22.5806	36.8421
Os01g0691100	MANES_01G112500	27.4194	35.0515
Os01g0691100	MANES_01G112600	29.0323	37.1134
Os01g0691100	MANES_01G112700	33.0645	42.268
Os01g0691100	MANES_02G070800	29.8387	37.7551
Os01g0691100	MANES_02G070900	27.4194	36.1702
Os01g0691100	MANES_02G071000	25.8065	34.0426
Os01g0691100	MANES_05G132600	31.4516	42.3913
Os01g0691100	MANES_14G106600	33.0645	44.086
Os01g0691400	MANES_05G132800	41.1255	43.379
Os01g0691400	MANES_06G065100	42.4242	43.75
Os01g0691400	MANES_14G106700	38.0952	47.0588
Os01g0691500	MANES_06G064900	62.4088	44.4156
Os01g0691600	MANES_02G021700	85	64.1927
Os01g0691700	MANES_04G161200	93.3993	93.3993
Os01g0691700	MANES_11G000500	93.7294	93.7294
Os01g0692300	MANES_02G071500	39.2447	36.7127
Os01g0692600	MANES_14G107200	41.5309	51.8293
Os01g0693100	MANES_15G164900	32.2449	23.9394
Os01g0693100	MANES_17G099600	36.7347	27.8638
Os01g0693100	MANES_18G080400	35.9184	30.0341
Os01g0693100	MANES_18G081000	35.102	29.2517
Os01g0693800	MANES_11G022700	70.8571	71.2644
Os01g0693800	MANES_16G098600	72.1905	71.5094
Os01g0693900	MANES_05G138700	60.8	54.6763
Os01g0694000	MANES_10G068500	40.4517	17.3568
Os01g0694000	MANES_17G057700	40.8624	18.3579
Os01g0694100	MANES_10G068500	34.7258	11.7181
Os01g0694100	MANES_17G057700	34.2037	12.0849
Os01g0694200	MANES_01G108100	28.6957	29.4643
Os01g0694300	MANES_18G054500	54.6099	5.77211
Os01g0694900	MANES_15G131300	66.9014	67.6157
Os01g0694900	MANES_17G080600	66.9014	67.7362
Os01g0695100	MANES_06G007100	67	13.1115
Os01g0695100	MANES_14G171000	68	13.8776
Os01g0695200	MANES_17G028400	26.9972	53.2609
Os01g0695300	MANES_03G143700	60.9121	53.4286
Os01g0695300	MANES_08G076500	67.4267	57.9832
Os01g0695300	MANES_09G084500	72.3127	64.9123
Os01g0695600	MANES_12G019600	48.0132	31.7982
Os01g0695700	MANES_17G064200	57.1429	57.0079
Os01g0695800	MANES_01G234500	72.9008	14.8523
Os01g0695800	MANES_03G212500	69.084	13.9338
Os01g0695800	MANES_08G061500	0	0
Os01g0695800	MANES_08G061600	72.5191	27.2989
Os01g0695900	MANES_03G098700	42.9091	36.646
Os01g0695900	MANES_08G145500	43.2727	38.7622
Os01g0695900	MANES_09G139900	42.9091	37.8205
Os01g0695900	MANES_15G108200	43.6364	36.2538
Os01g0696100	MANES_01G130000	43.4568	45.3608
Os01g0697100	MANES_10G133600	47.7273	49.359
Os01g0697100	MANES_14G020800	48.7603	50.3198
Os01g0697100	MANES_18G104600	41.9422	43.1915
Os01g0697100	MANES_S036400	44.0083	47.4388
Os01g0697100	MANES_S075200	40.7025	49.25
Os01g0697100	MANES_S111200	28.9256	45.0161
Os01g0698100	MANES_03G133700	36.7161	35.2683
Os01g0698200	MANES_01G023500	33.4483	29.3051
Os01g0698200	MANES_01G023600	36.5517	30.2857
Os01g0698200	MANES_06G076800	38.6207	32.2767
Os01g0698300	MANES_01G128600	31.5264	33.4342
Os01g0698300	MANES_02G085600	27.1041	31.8258
Os01g0698300	MANES_03G079200	32.3823	33.8301
Os01g0698900	MANES_01G043900	31.9372	55.2036
Os01g0698900	MANES_05G196000	33.2461	47.3881
Os01g0699100	MANES_03G132300	33.4884	36.9231
Os01g0699100	MANES_11G125000	31.8605	30.7865
Os01g0699100	MANES_12G072900	36.0465	36.2998
Os01g0699100	MANES_13G069600	34.4186	36.0097
Os01g0699100	MANES_15G069000	34.186	33.7156
Os01g0699100	MANES_16G004500	27.2093	33.1445
Os01g0699400	MANES_03G132300	35.9223	37.9487
Os01g0699400	MANES_11G125000	35.1942	32.5843
Os01g0699400	MANES_12G072900	37.8641	36.534
Os01g0699400	MANES_13G069600	36.8932	36.983
Os01g0699400	MANES_15G069000	35.6796	33.7156
Os01g0699400	MANES_16G004500	28.3981	33.1445
Os01g0699500	MANES_03G132300	31.6785	34.359
Os01g0699500	MANES_11G125000	31.6785	30.1124
Os01g0699500	MANES_12G072900	34.9882	34.6604
Os01g0699500	MANES_13G069600	34.0426	35.0365
Os01g0699500	MANES_15G069000	32.6241	31.6514
Os01g0699500	MANES_16G004500	26.9504	32.2946
Os01g0699600	MANES_03G132300	32.1759	35.641
Os01g0699600	MANES_11G125000	31.0185	30.1124
Os01g0699600	MANES_12G072900	34.0278	34.4262
Os01g0699600	MANES_13G069600	32.4074	34.0633
Os01g0699600	MANES_15G069000	31.9444	31.6514
Os01g0699600	MANES_16G004500	25.9259	31.728
Os01g0699900	MANES_15G116500	72.4359	59.7884
Os01g0699900	MANES_17G064500	72.4359	70.625
Os01g0700100	MANES_03G078800	55.6522	54.7009
Os01g0700100	MANES_17G062900	59.1304	57.8723
Os01g0700200	MANES_15G041300	54.5019	52.1062
Os01g0700500	MANES_02G034100	53.2864	42.6692
Os01g0700900	MANES_16G081600	63.0769	15.5598
Os01g0701300	MANES_16G081600	59.0551	14.2315
Os01g0701400	MANES_16G081600	61.596	46.8691
Os01g0701500	MANES_16G081600	62.9845	61.6698
Os01g0701700	MANES_01G138400	46.438	49.0251
Os01g0701900	MANES_04G074000	46.3487	52.3569
Os01g0701900	MANES_05G155900	47.839	51.6908
Os01g0701900	MANES_11G084600	47.392	51.1254
Os01g0701900	MANES_18G020300	47.839	51.0334
Os01g0702000	MANES_05G155800	47.1299	47.561
Os01g0702000	MANES_18G020500	46.2236	46.6463
Os01g0702300	MANES_01G267200	42.9764	40.1821
Os01g0702300	MANES_05G206600	45.2017	47.0333
Os01g0702300	MANES_05G206800	46.4534	48.8304
Os01g0702300	MANES_09G072100	47.0097	44.0104
Os01g0702300	MANES_12G067800	47.2879	44.1558
Os01g0702300	MANES_12G081800	47.9833	44.8052
Os01g0702300	MANES_13G059200	45.758	42.7273
Os01g0702300	MANES_16G104900	44.089	41.0622
Os01g0702400	MANES_01G042700	38.5128	40.6323
Os01g0702450	MANES_S051600	31.8452	55.4404
Os01g0702500	MANES_02G098200	29.7872	35.2201
Os01g0702700	MANES_06G109000	45.5149	37.1274
Os01g0702700	MANES_14G061700	46.1794	37.9781
Os01g0703300	MANES_03G143600	58.2237	51.1561
Os01g0703300	MANES_15G057300	55.5921	48.8439
Os01g0703400	MANES_03G143700	58.6402	59.1429
Os01g0703400	MANES_08G076500	69.1218	68.3473
Os01g0703400	MANES_09G084500	71.3881	73.6842
Os01g0703600	MANES_12G024500	89.7436	89.9533
Os01g0703600	MANES_13G026100	89.9767	89.9767
Os01g0703600	MANES_14G062200	89.2774	89.486
Os01g0704100	MANES_13G027000	65.8915	69.1057
Os01g0704200	MANES_06G107000	47.043	47.5543
Os01g0704300	MANES_13G027600	24.0803	17.7778
Os01g0704700	MANES_15G112600	49.359	21.0383
Os01g0705300	MANES_05G191300	46.9945	52.7607
Os01g0705500	MANES_05G021500	77.3585	64.0625
Os01g0705700	MANES_01G199900	36.087	33.002
Os01g0706000	MANES_02G008100	40.2174	48.6842
Os01g0706000	MANES_05G022100	41.8478	15.8111
Os01g0706400	MANES_16G104700	24.3415	23.4882
Os01g0706500	MANES_04G137300	74.4828	72.4832
Os01g0706500	MANES_11G029000	74.4828	74.4828
Os01g0706700	MANES_11G029200	61.9549	62.519
Os01g0706800	MANES_04G136900	17.9104	25
Os01g0706900	MANES_04G136800	12.5	39.5833
Os01g0707300	MANES_01G032900	70.1357	68.8889
Os01g0707300	MANES_01G101200	76.9231	77.2727
Os01g0707300	MANES_02G048900	77.3756	77.7273
Os01g0707300	MANES_05G106000	70.1357	69.5067
Os01g0707300	MANES_14G081600	71.9457	71.9457
Os01g0707500	MANES_04G136500	30.2799	28.266
Os01g0707500	MANES_11G029700	29.0076	27.7372
Os01g0708000	MANES_04G141700	43.75	48.8971
Os01g0708000	MANES_16G099700	42.1053	45.5516
Os01g0708100	MANES_04G141600	73.4554	73.9631
Os01g0708300	MANES_03G050000	68.8356	58.4302
Os01g0708500	MANES_03G049900	67.713	69.5853
Os01g0708500	MANES_15G108000	58.7444	61.215
Os01g0708500	MANES_16G082100	65.4709	67.5926
Os01g0708500	MANES_S008300	63.6771	69.2683
Os01g0708600	MANES_06G037700	93.299	93.299
Os01g0708600	MANES_14G111600	94.3299	94.3299
Os01g0708700	MANES_04G140900	41.0431	41.6092
Os01g0708700	MANES_11G024600	42.4036	42.6941
Os01g0708700	MANES_16G081700	48.2993	47.0199
Os01g0708900	MANES_03G049800	63.7982	63.0499
Os01g0708900	MANES_16G081900	66.4688	65.4971
Os01g0709000	MANES_04G140800	37.1335	30.9783
Os01g0709000	MANES_11G024700	37.1335	30.7278
Os01g0709400	MANES_03G035400	42.3445	46.8254
Os01g0709400	MANES_11G024900	49.0431	53.8058
Os01g0709500	MANES_03G034100	60.462	29.9663
Os01g0709500	MANES_04G139800	54.3478	46.5658
Os01g0709500	MANES_11G026300	52.7174	46.0808
Os01g0709500	MANES_16G101700	59.9185	38.992
Os01g0710000	MANES_03G033900	79.2495	72.8195
Os01g0710000	MANES_16G101900	80.1325	73.6308
Os01g0710100	MANES_03G034300	18.3784	24.5487
Os01g0710100	MANES_16G080900	15.1351	18.3607
