Gene stable ID	Brassica oleracea gene stable ID	%id. target Brassica oleracea gene identical to query gene	%id. query gene identical to target Brassica oleracea gene
Os02g0596100	Bo5g016500	7.09779	15.3584
Os02g0596100	Bo7g075800	5.99369	20.6522
Os02g0596100	Bo8g107630	33.123	34.8259
Os02g0596200	Bo01311s010	45.4343	38.8571
Os02g0596200	Bo03047s010	20.7127	48.4375
Os02g0596200	Bo1g045210	33.1849	36.3415
Os02g0596200	Bo1g045250	45.8797	34.5059
Os02g0596200	Bo20866s010	12.9176	53.7037
Os02g0596200	Bo2g013240	43.6526	37.4761
Os02g0596200	Bo2g138930	38.5301	36.4979
Os02g0596200	Bo5g015320	50.1114	40.395
Os02g0596200	Bo7g082420	48.3296	40.3346
Os02g0596200	Bo8g065220	42.9844	43.2735
Os02g0596200	Bo8g107610	34.7439	37.8641
Os02g0596200	Bo8g107620	14.4766	56.5217
Os02g0596200	Bo9g160160	46.1025	39.5038
Os02g0596200	Bo9g161910	6.01336	33.75
Os02g0596200	Bo9g162920	11.1359	19.7628
Os02g0596200	Bo9g162930	22.7171	31.5789
Os02g0596300	Bo5g015310	45.2675	41.7457
Os02g0596300	Bo5g043790	49.177	45.9615
Os02g0596300	Bo8g065240	42.1811	42.0945
Os02g0596300	Bo9g076040	43.8272	39.7388
Os02g0596500	Bo9g017880	20.1717	38.843
Os02g0596500	Bo9g173500	27.0386	47.7273
Os02g0596500	Bo9g174140	63.5193	46.395
Os02g0596700	Bo2g165450	19.1275	14.3939
Os02g0596700	Bo3g104690	18.4564	15.1515
Os02g0596700	Bo8g076850	17.1141	15.1335
Os02g0596900	Bo9g139400	6.30841	43.5484
Os02g0597700	Bo2g011810	48.8095	50.9317
Os02g0597700	Bo3g009750	48.8095	50.3067
Os02g0597700	Bo4g140390	42.8571	26.6667
Os02g0597700	Bo9g165980	35.119	44.697
Os02g0597800	Bo7g106100	10.0855	33.7143
Os02g0597800	Bo8g117980	13.8462	31.2741
Os02g0598300	Bo3g140210	30.9446	5.6313
Os02g0598300	Bo5g051790	33.2248	5.82192
Os02g0598400	Bo3g113380	49.2176	34.2914
Os02g0598800	Bo3g113380	45.499	46.0852
Os02g0599100	Bo3g113380	49.5021	34.4896
Os02g0599500	Bo5g141360	29.7297	31.8841
Os02g0600000	Bo3g113380	46.4286	2.57681
Os02g0600100	Bo16842s010	18.299	82.5581
Os02g0600100	Bo1g039350	81.9588	82.1705
Os02g0600100	Bo7g109770	81.1856	81.3953
Os02g0600200	Bo6g098720	48.4962	56.8282
Os02g0600400	Bo6g064730	76.2089	76.5049
Os02g0600400	Bo7g084410	74.8549	75.5859
Os02g0600400	Bo9g008230	76.0155	76.1628
Os02g0601100	Bo1g112310	60.1695	10
Os02g0601100	Bo3g074540	0	0
Os02g0601100	Bo5g112460	62.7119	21.4493
Os02g0601100	Bo7g106300	51.6949	20.3333
Os02g0601300	Bo1g152180	88.4273	79.0451
Os02g0601300	Bo3g057250	88.4273	88.1657
Os02g0601300	Bo5g017500	88.1306	87.6106
Os02g0601300	Bo5g148380	88.724	88.4615
Os02g0601300	Bo8g065470	88.1306	87.6106
Os02g0601300	Bo8g107420	83.6795	79.2135
Os02g0601600	Bo5g148370	41.6	41.3519
Os02g0601700	Bo3g054950	41.841	45.1807
Os02g0601700	Bo5g148360	39.749	42.7286
Os02g0602000	Bo2g056050	31.4706	30.0562
Os02g0602000	Bo6g103980	32.3529	31.1615
Os02g0602100	Bo6g103970	54.4012	52
Os02g0602300	Bo3g023300	31.6384	31.1111
Os02g0602300	Bo7g110370	31.6384	31.2849
Os02g0602300	Bo9g104920	32.2034	32.5714
Os02g0602400	Bo1g057760	56.8266	31.2373
Os02g0602500	Bo1g116180	27.6527	45.0262
Os02g0602500	Bo5g117030	57.5563	60.473
Os02g0603000	Bo7g031130	44.7427	47.9616
Os02g0603100	Bo2g051250	41.8417	36.0724
Os02g0603600	Bo3g036400	22.5989	19.7044
Os02g0603600	Bo4g019620	24.8588	14.1479
Os02g0603600	Bo4g194080	25.4237	14.9007
Os02g0603600	Bo5g006980	28.8136	14.4886
Os02g0603600	Bo5g007030	28.8136	14.1667
Os02g0603800	Bo9g144760	80.7796	77.1502
Os02g0603800	Bo9g144770	18.9516	77.0492
Os02g0604000	Bo9g181530	38.4236	42.5068
Os02g0604100	Bo5g009100	50.3876	52.4194
Os02g0604100	Bo8g112410	50.3876	52.8455
Os02g0604300	Bo3g036490	75.0617	75.2475
Os02g0604300	Bo4g107910	71.6049	66.0592
Os02g0604300	Bo4g194150	75.3086	76.25
Os02g0604300	Bo8g093220	75.8025	77.9188
Os02g0605400	Bo6g076580	53.1646	7.09459
Os02g0605400	Bo8g094460	1.26582	0.526316
Os02g0605400	Bo8g094480	53.1646	7.08263
Os02g0605500	Bo3g064710	41.4085	22.6502
Os02g0605500	Bo5g135010	40	21.9136
Os02g0605600	Bo2g013720	58.6124	52.5751
Os02g0605600	Bo3g012640	54.5455	60.3175
Os02g0605600	Bo9g160220	66.7464	63.1222
Os02g0605900	Bo3g024590	50.1845	51.3208
Os02g0605900	Bo3g028270	50.9225	52.6718
Os02g0605900	Bo3g036640	53.1365	50.3497
Os02g0605900	Bo3g036650	43.1734	47.9508
Os02g0605900	Bo3g036660	49.8155	50.3731
Os02g0605900	Bo3g036670	37.6384	36.4286
Os02g0605900	Bo3g036710	47.2325	45.5516
Os02g0605900	Bo3g036730	46.1255	44.964
Os02g0605900	Bo4g020920	50.1845	48.3986
Os02g0605900	Bo4g020930	46.1255	45.6204
Os02g0605900	Bo4g038660	42.0664	50
Os02g0605900	Bo4g194450	46.4945	48.4615
Os02g0605900	Bo4g194460	47.9705	46.2633
Os02g0605900	Bo9g055720	40.9594	43.7008
Os02g0606000	Bo10162s010	19.2	31.1688
Os02g0606000	Bo4g194470	28.4	28.8618
Os02g0606000	Bo8g094420	26	24.7148
Os02g0606000	Bo8g094440	19.2	26.8156
Os02g0606100	Bo00796s030	26.087	20.1342
Os02g0606100	Bo6g087990	43.4783	8.7108
Os02g0606200	Bo4g052140	45.7565	51.0288
Os02g0606200	Bo8g005920	47.9705	53.9419
Os02g0606200	Bo8g114810	45.3875	52.5641
Os02g0606300	Bo4g115330	8.61244	7.79221
Os02g0606300	Bo8g090510	26.7943	8.16327
Os02g0606800	Bo6g052590	18.254	33.5766
Os02g0606800	Bo8g100980	54.3651	56.3786
Os02g0607700	Bo6g076610	51.3423	56.044
Os02g0607700	Bo8g094520	54.0268	55.137
Os02g0608100	Bo6g039630	24.9707	32.2727
Os02g0608100	Bo6g080100	23.4467	28.6533
Os02g0608300	Bo6g039630	27.9951	34.697
Os02g0608300	Bo6g080100	24.3276	28.51
Os02g0608400	Bo4g106490	62.3207	64.8575
Os02g0608400	Bo6g099330	64.5372	66.0881
Os02g0608400	Bo8g094590	61.9296	63.7584
Os02g0608500	Bo3g026440	58.9641	57.3643
Os02g0608500	Bo4g177550	58.3665	61.0417
Os02g0608500	Bo6g076700	57.5697	59.3429
Os02g0608500	Bo8g094600	57.7689	17.1801
Os02g0608550	Bo2g013020	49.359	16.2105
Os02g0608550	Bo3g026450	47.4359	15.2893
Os02g0608550	Bo4g048460	48.0769	15.5925
Os02g0608550	Bo4g177560	46.7949	14.23
Os02g0608600	Bo2g013020	70.8824	50.7368
Os02g0608600	Bo3g026450	75	52.686
Os02g0608600	Bo4g048460	75.8824	53.6383
Os02g0608600	Bo4g177560	66.4706	44.0546
Os02g0608801	Bo9g181530	39.7022	43.5967
Os02g0608900	Bo3g037010	45.1351	49.1176
Os02g0608900	Bo4g194760	46.7568	45.1697
Os02g0608900	Bo7g101190	17.027	25.7143
Os02g0609200	Bo3g053340	49.3827	50
Os02g0609200	Bo5g002660	53.0864	50
Os02g0609200	Bo9g003930	50.6173	51.25
Os02g0609400	Bo5g141360	34.8101	39.8551
Os02g0609900	Bo9g149660	21.5859	24.6851
Os02g0610000	Bo9g149660	18.1818	24.1814
Os02g0610400	Bo1g010050	42.8266	45.3515
Os02g0610400	Bo3g167270	7.28051	39.0805
Os02g0610400	Bo3g171140	42.1842	44.9772
Os02g0610600	Bo4g154780	60.5	61.7347
Os02g0610600	Bo7g115280	51.5	75.1825
Os02g0610600	Bo8g099670	62.5	63.4518
Os02g0610700	Bo7g111810	37.8205	35.7576
Os02g0610800	Bo3g061590	57.9082	60.8579
Os02g0610800	Bo3g061610	10.4592	69.4915
Os02g0611200	Bo1g119250	29.1139	35.1682
Os02g0611200	Bo1g157340	47.8481	51.9231
Os02g0611200	Bo3g010810	46.076	50.1377
Os02g0611200	Bo3g055620	47.5949	51.2262
Os02g0611200	Bo4g034650	0.253165	1.19048
Os02g0611200	Bo5g045300	2.53165	8.92857
Os02g0611200	Bo5g152620	47.3418	51.6575
Os02g0611200	Bo6g009310	0.253165	1.85185
Os02g0611200	Bo6g087110	10.6329	27.451
Os02g0611200	Bo9g163640	46.3291	49.8638
Os02g0611400	Bo5g027590	40.9956	39.0516
Os02g0611500	Bo1g011930	51.4103	54.4837
Os02g0611500	Bo2g029000	54.2308	54.7927
Os02g0611500	Bo7g114720	52.3077	54.6917
Os02g0611800	Bo1g055210	57.6923	59.5794
Os02g0611800	Bo7g003460	63.8009	65.127
Os02g0612000	Bo2g013860	51.5254	47.7987
Os02g0612000	Bo9g159920	50.1695	46.6877
Os02g0612100	Bo2g095630	72.0238	73.7805
Os02g0612300	Bo7g067210	69.1358	56.1873
Os02g0612700	Bo8g099950	57.8603	56.1441
Os02g0612800	Bo1g010870	27.1523	23.4822
Os02g0612800	Bo6g055970	23.8411	26.9865
Os02g0612800	Bo7g115480	28.4768	21.0372
Os02g0613000	Bo1g010730	52.092	50.5071
Os02g0613100	Bo2g010260	33.8645	50.5952
Os02g0613100	Bo3g014110	38.4462	57.6119
Os02g0613100	Bo8g030810	41.6335	39.6584
Os02g0613100	Bo8g101420	34.0637	50.5917
Os02g0613100	Bo9g152060	44.4223	48.7965
Os02g0613100	Bo9g171520	39.243	28.928
Os02g0613200	Bo5g021170	64.2612	61.0114
Os02g0613400	Bo4g157540	56.9492	10.2004
Os02g0613400	Bo8g099220	59.661	10.5642
Os02g0613600	Bo4g064700	51.1111	67.6471
Os02g0613900	Bo2g010270	52.1008	64.9215
Os02g0613900	Bo6g080140	52.9412	65.625
Os02g0613900	Bo6g125770	52.1008	39.1167
Os02g0613900	Bo9g171500	52.1008	65.2632
Os02g0614100	Bo00911s020	67.6301	67.8261
Os02g0614100	Bo7g024270	46.2428	56.1404
Os02g0614100	Bo7g115670	57.8035	52.9101
Os02g0614200	Bo3g092280	46.5278	49.6296
Os02g0614200	Bo7g014740	43.0556	41.6107
Os02g0614400	Bo9g007490	27.6265	24.8252
Os02g0614400	Bo9g007500	27.6265	25.0883
Os02g0614500	Bo1g002520	75.5287	74.6269
Os02g0614500	Bo3g044440	75.8308	63.7056
Os02g0614500	Bo3g149950	75.8308	74.9254
Os02g0614500	Bo5g086570	74.3202	73.4328
Os02g0614500	Bo6g046640	74.3202	73.4328
Os02g0614600	Bo4g151560	23.2911	22.439
Os02g0614600	Bo5g115240	16.962	19.1155
Os02g0614600	Bo8g100490	23.2911	22.8856
Os02g0614966	Bo9g149660	23.3333	17.6322
Os02g0615400	Bo9g149660	31.4136	15.1133
Os02g0615500	Bo9g149660	10.4753	27.204
Os02g0615800	Bo00418s060	36.7632	36.7632
Os02g0615800	Bo1g131070	38.2617	37.996
Os02g0615800	Bo3g017490	37.4625	37.5
Os02g0615800	Bo3g018170	38.5614	38.3317
Os02g0615800	Bo3g018180	37.6623	21.6046
Os02g0615800	Bo3g052730	37.2627	36.8577
Os02g0615800	Bo3g110840	25.4745	34.8361
Os02g0615800	Bo3g134260	37.962	36.8932
Os02g0615800	Bo3g134690	38.2617	38.0716
Os02g0615800	Bo3g184230	36.6633	36.1576
Os02g0615800	Bo4g038950	37.5624	37.5624
Os02g0615800	Bo4g045680	38.5614	37.5852
Os02g0615800	Bo4g165460	34.0659	37.2271
Os02g0615800	Bo7g014680	36.4635	36.2463
Os02g0615800	Bo8g081350	38.2617	38.0338
Os02g0615800	Bo9g151860	36.5634	35.6378
Os02g0616100	Bo5g076410	34.4749	28.8719
Os02g0616100	Bo8g011260	32.4201	29.6451
Os02g0616100	Bo9g080730	35.3881	39.6419
Os02g0616300	Bo02609s010	1.51057	2.09205
Os02g0617100	Bo1g017140	21.9048	8.20452
Os02g0617100	Bo7g003860	20.9524	9.11602
Os02g0617100	Bo7g065800	20.9524	8.30189
Os02g0617100	Bo9g059340	19.0476	8
Os02g0617300	Bo7g003880	64.2384	33.7274
Os02g0617300	Bo9g028080	63.8411	33.6827
Os02g0617400	Bo1g017120	61.5804	62.6039
Os02g0617400	Bo2g014360	59.4005	60.221
Os02g0617400	Bo2g016480	61.3079	60.8108
Os02g0617400	Bo3g057300	62.6703	62.5
Os02g0617400	Bo5g148280	62.9428	56.068
Os02g0617400	Bo8g030940	63.7602	64.1096
Os02g0617500	Bo2g144950	68.6998	38.8385
Os02g0617700	Bo3g009860	41.6149	14.0167
Os02g0617700	Bo3g174010	1.24224	0.696864
Os02g0617700	Bo9g165780	40.6832	13.4359
Os02g0618100	Bo4g140060	54.6875	63.0631
Os02g0618100	Bo4g145540	53.125	43.5897
Os02g0618200	Bo7g098570	42.0849	37.3288
Os02g0618200	Bo9g014570	41.1197	40.7266
Os02g0618250	Bo7g003520	78.125	64.9351
Os02g0618250	Bo8g102350	81.25	81.25
Os02g0618250	Bo9g028280	79.6875	55.4348
Os02g0618400	Bo1g098860	43.2526	45.6204
Os02g0618400	Bo3g083130	43.2526	45.7875
Os02g0618400	Bo7g033260	42.2145	45.5224
Os02g0618400	Bo7g088650	38.7543	41.4815
Os02g0618400	Bo9g009020	38.7543	41.4815
Os02g0619600	Bo2g024660	50.4937	47.7971
Os02g0619600	Bo4g026790	47.5317	51.5291
Os02g0619600	Bo9g146940	50.7757	51.3552
Os02g0620100	Bo4g134630	28.1513	28.1513
Os02g0620400	Bo1g017280	48.6726	48.2456
Os02g0620400	Bo3g057310	49.5575	58.3333
Os02g0620400	Bo5g148270	48.6726	57.8947
Os02g0621300	Bo3g031920	21.3247	37.0787
Os02g0621500	Bo3g083710	37.5	38.539
Os02g0621500	Bo7g031680	37.9902	41.1141
Os02g0621600	Bo3g081810	19.8718	25.8333
Os02g0621600	Bo5g004260	31.4103	31.8182
Os02g0621600	Bo7g040480	18.5897	24.1667
Os02g0621600	Bo7g066990	30.7692	34.5324
Os02g0621600	Bo8g115790	30.7692	30.9677
Os02g0621600	Bo9g059530	30.1282	30.9211
Os02g0621700	Bo7g003570	83.1754	83.3729
Os02g0621700	Bo9g029370	83.4123	83.6105
Os02g0621800	Bo02160s010	7.79221	62.5
Os02g0621800	Bo3g081790	48.5714	50.4723
Os02g0621800	Bo5g004250	46.3636	47.4734
Os02g0621800	Bo7g040530	48.7013	50.4711
Os02g0621800	Bo7g113210	51.039	52.8937
Os02g0621800	Bo7g113220	4.80519	38.1443
Os02g0622200	Bo4g039130	73.6487	70.5502
Os02g0622300	Bo1g047930	80.597	80.597
Os02g0622300	Bo7g006080	55.2239	75.5102
Os02g0622300	Bo8g052640	81.3433	81.3433
Os02g0622400	Bo02842s010	46.0396	74.4
Os02g0622400	Bo4g043680	73.2673	73.2673
Os02g0622400	Bo4g181980	75.7426	75.7426
Os02g0622400	Bo6g026210	71.7822	71.7822
Os02g0622500	Bo3g057390	33.0645	26.6234
Os02g0622500	Bo3g083190	20.1613	10.1215
Os02g0622500	Bo5g148140	49.1936	25.3112
Os02g0623400	Bo1g102040	59.8086	63.7755
Os02g0623400	Bo1g152070	51.1962	56.3158
Os02g0623400	Bo2g152940	56.4593	61.7801
Os02g0623400	Bo3g057460	51.1962	56.3158
Os02g0623400	Bo4g052380	56.9378	55.3488
Os02g0623400	Bo4g176000	56.9378	54.8387
Os02g0623400	Bo5g148130	53.5885	56.8528
Os02g0623400	Bo7g040710	58.3732	61.3065
Os02g0623400	Bo7g093200	58.3732	63.5417
Os02g0623400	Bo9g009940	56.9378	61.9792
Os02g0623500	Bo5g132450	71.5017	69.7171
Os02g0623932	Bo5g033130	40.5128	33.0544
Os02g0624300	Bo1g102190	51.5504	47.331
Os02g0624300	Bo3g025100	44.5736	46.748
Os02g0624300	Bo3g081700	51.5504	46.5035
Os02g0624300	Bo4g176020	46.8992	48.4
Os02g0624300	Bo4g176030	40.6977	43.75
Os02g0624300	Bo5g007320	48.8372	50.4
Os02g0624300	Bo7g040780	51.1628	46.3158
Os02g0624400	Bo1g152110	57.0384	57.1429
Os02g0624400	Bo2g016530	56.8556	58.6792
Os02g0624400	Bo3g013180	57.404	58.6916
Os02g0625000	Bo5g004560	50.6912	57.8947
Os02g0625000	Bo8g002920	52.381	55.0889
Os02g0625300	Bo00891s030	43.2787	46.6431
Os02g0625300	Bo24898s010	13.4426	45.0549
Os02g0625300	Bo5g009150	43.2787	45.993
Os02g0625300	Bo5g148110	44.918	48.5816
Os02g0625300	Bo8g056940	38.0328	46.5863
Os02g0625500	Bo1g144260	72.0745	78.7791
Os02g0625500	Bo3g002270	74.4681	81.1594
Os02g0626100	Bo00703s080	70.3281	63.8601
Os02g0626100	Bo03123s010	18.117	61.6505
Os02g0626100	Bo2g005490	11.5549	42.4084
Os02g0626100	Bo4g030910	71.612	69.8192
Os02g0626100	Bo4g145690	55.6348	67.474
Os02g0626100	Bo4g186590	70.8987	68.8366
Os02g0626100	Bo5g137560	57.632	72.6619
Os02g0626100	Bo5g137600	9.98573	56.4516
Os02g0626100	Bo6g067250	69.9001	68.2451
Os02g0626100	Bo8g082620	70.0428	67.9115
Os02g0626400	Bo00703s080	74.234	69.0415
Os02g0626400	Bo03123s010	18.5237	64.5631
Os02g0626400	Bo2g005490	11.6992	43.9791
Os02g0626400	Bo4g030910	75.0696	74.9652
Os02g0626400	Bo4g145690	55.9889	69.5502
Os02g0626400	Bo4g186590	75.0696	74.6537
Os02g0626400	Bo5g137560	59.61	76.9784
Os02g0626400	Bo5g137600	11.6992	67.7419
Os02g0626400	Bo6g067250	73.6769	73.6769
Os02g0626400	Bo8g082620	73.9554	73.444
Os02g0626600	Bo00703s080	71.1888	65.9326
Os02g0626600	Bo03123s010	18.7413	65.0485
Os02g0626600	Bo2g005490	11.7483	43.9791
Os02g0626600	Bo4g030910	71.6084	71.21
Os02g0626600	Bo4g145690	55.8042	69.0311
Os02g0626600	Bo4g186590	72.4476	71.7452
Os02g0626600	Bo5g137560	59.8601	76.9784
Os02g0626600	Bo5g137600	8.39161	48.3871
Os02g0626600	Bo6g067250	70.6294	70.3343
Os02g0626600	Bo8g082620	71.1888	70.4011
Os02g0627100	Bo00703s080	74.3338	68.6528
Os02g0627100	Bo03123s010	19.0743	66.0194
Os02g0627100	Bo2g005490	11.641	43.4555
Os02g0627100	Bo4g030910	75.0351	74.4089
Os02g0627100	Bo4g145690	55.3997	68.3391
Os02g0627100	Bo4g186590	75.3156	74.3767
Os02g0627100	Bo5g137560	59.467	76.259
Os02g0627100	Bo5g137600	11.2202	64.5161
Os02g0627100	Bo6g067250	73.913	73.3983
Os02g0627100	Bo8g082620	74.4741	73.444
Os02g0627700	Bo4g071760	61.2598	56.8713
Os02g0628000	Bo00576s010	67.2131	76.2791
Os02g0628000	Bo3g031590	66.8033	79.1262
Os02g0628000	Bo4g071740	67.6229	65.2174
Os02g0628000	Bo4g165190	68.0328	67.2065
Os02g0628000	Bo4g186720	66.8033	77.2512
Os02g0628000	Bo6g067370	68.8525	78.1395
Os02g0628000	Bo8g082850	67.6229	76.3889
Os02g0628200	Bo4g071690	71.8475	71.8475
Os02g0628200	Bo4g165210	71.5543	71.5543
Os02g0628800	Bo1g105180	65.1376	97.2603
Os02g0629000	Bo2g024740	37.6471	38.5542
Os02g0629000	Bo3g002240	31.7647	30.1676
Os02g0629000	Bo4g165310	31.1765	32.1212
Os02g0629000	Bo9g145870	35.8824	38.3648
Os02g0629000	Bo9g183080	33.5294	32.3864
Os02g0629200	Bo01170s020	18.4028	71.6216
Os02g0629200	Bo2g001120	23.6111	53.5433
Os02g0629200	Bo2g024760	80.2083	81.6254
Os02g0629200	Bo3g017270	81.9444	82.807
Os02g0629200	Bo3g031540	80.2083	81.6254
Os02g0629200	Bo3g031550	81.25	82.1053
Os02g0629200	Bo4g030810	80.9028	81.7544
Os02g0629200	Bo4g030820	80.2083	81.0526
Os02g0629200	Bo6g067330	80.9028	81.1847
Os02g0629200	Bo8g082800	80.5556	80.8362
Os02g0629200	Bo9g144830	81.25	82.1053
Os02g0629400	Bo2g136050	47.2433	52.9851
Os02g0629400	Bo7g080360	50.2852	52.6892
Os02g0629400	Bo8g106750	27.3764	41.2607
Os02g0629800	Bo7g080230	40	43.8356
Os02g0630000	Bo3g004470	11.3861	23.1156
Os02g0630000	Bo3g004480	21.0396	20.2864
Os02g0630250	Bo1g024140	42.029	43.5
Os02g0631000	Bo3g175200	46.0154	44.3069
Os02g0631000	Bo4g154470	46.5296	44.5813
Os02g0631200	Bo1g093180	28.9655	34.8548
Os02g0631200	Bo5g013290	26.2069	14.4487
Os02g0631200	Bo6g097290	32.4138	33.452
Os02g0631200	Bo6g106600	31.0345	32.2581
Os02g0631200	Bo8g059670	29.6552	37.069
Os02g0631200	Bo8g109240	24.4828	29.0984
Os02g0631200	Bo9g043910	29.6552	34.2629
Os02g0631500	Bo3g034220	45.1705	13.555
Os02g0631500	Bo4g188030	7.95455	6.58824
Os02g0631601	Bo3g034220	49.0654	8.95141
Os02g0631601	Bo4g188030	21.4953	10.8235
Os02g0632100	Bo1g011590	19.5402	20
Os02g0632100	Bo1g011610	19.7318	18.2301
Os02g0632100	Bo1g011630	36.2069	22.3669
Os02g0632100	Bo1g011640	36.3985	24.2038
Os02g0632100	Bo2g095480	37.5479	25.7895
Os02g0632100	Bo2g095500	20.8812	18.7285
Os02g0632100	Bo3g134650	27.2031	22.5755
Os02g0632100	Bo5g021560	27.0115	24.3103
Os02g0632100	Bo5g021570	31.2261	46.7049
Os02g0632100	Bo5g027450	10.728	6.34202
Os02g0632100	Bo6g080830	35.6322	23.4257
Os02g0632100	Bo6g080850	35.4406	23.9327
Os02g0632100	Bo6g124050	11.8774	13.1356
Os02g0632100	Bo6g124060	34.6743	23.2349
Os02g0632100	Bo7g114950	35.0575	24.3351
Os02g0632100	Bo8g004310	37.1647	26.1104
Os02g0632100	Bo8g066660	35.249	25.5911
Os02g0632100	Bo8g068520	35.249	30.0654
Os02g0632100	Bo8g068540	22.0307	41.5162
Os02g0632100	Bo8g102740	29.3103	39.3316
Os02g0632100	Bo8g105580	34.0996	25.7598
Os02g0632100	Bo8g105630	18.7739	18.2836
Os02g0632100	Bo8g105640	18.0077	16.3478
Os02g0632100	Bo8g105650	18.7739	17.9487
Os02g0632500	Bo5g013320	55	54.3563
Os02g0632500	Bo9g043660	55.2632	54.902
Os02g0632800	Bo1g011590	9.68343	10.1961
Os02g0632800	Bo1g011610	13.4078	12.7434
Os02g0632800	Bo1g011630	13.4078	8.52071
Os02g0632800	Bo1g011640	12.4767	8.53503
Os02g0632800	Bo2g095480	12.4767	8.81579
Os02g0632800	Bo2g095500	12.6629	11.6838
Os02g0632800	Bo3g134650	10.987	9.37997
Os02g0632800	Bo5g021560	7.82123	7.24138
Os02g0632800	Bo5g021570	0.372439	0.573066
Os02g0632800	Bo5g027450	11.5456	7.02152
Os02g0632800	Bo6g080830	12.4767	8.43829
Os02g0632800	Bo6g080850	12.2905	8.53816
Os02g0632800	Bo6g124050	13.2216	15.0424
Os02g0632800	Bo6g124060	14.3389	9.88447
Os02g0632800	Bo7g114950	13.594	9.70745
Os02g0632800	Bo8g004310	14.5251	10.498
Os02g0632800	Bo8g066660	14.1527	10.5702
Os02g0632800	Bo8g068520	6.89013	6.04575
Os02g0632800	Bo8g068540	0.372439	0.722022
Os02g0632800	Bo8g102740	2.23464	3.08483
Os02g0632800	Bo8g105580	11.1732	8.68307
Os02g0632800	Bo8g105630	12.6629	12.6866
Os02g0632800	Bo8g105640	12.1043	11.3043
Os02g0632800	Bo8g105650	13.594	13.37
Os02g0632900	Bo1g011590	13.4986	9.60784
Os02g0632900	Bo1g011610	18.4573	11.8584
Os02g0632900	Bo1g011630	18.7328	8.04734
Os02g0632900	Bo1g011640	17.0799	7.89809
Os02g0632900	Bo2g095480	17.9063	8.55263
Os02g0632900	Bo2g095500	17.9063	11.1684
Os02g0632900	Bo3g134650	18.1818	10.4928
Os02g0632900	Bo5g021560	12.6722	7.93103
Os02g0632900	Bo5g021570	0	0
Os02g0632900	Bo5g027450	15.978	6.56852
Os02g0632900	Bo6g080830	19.0083	8.69018
Os02g0632900	Bo6g080850	18.4573	8.66753
Os02g0632900	Bo6g124050	19.2837	14.8305
Os02g0632900	Bo6g124060	20.3857	9.49936
Os02g0632900	Bo7g114950	17.3554	8.37766
Os02g0632900	Bo8g004310	21.4876	10.498
Os02g0632900	Bo8g066660	19.8347	10.0139
Os02g0632900	Bo8g068520	8.53994	5.06536
Os02g0632900	Bo8g068540	0	0
Os02g0632900	Bo8g102740	2.47934	2.31362
Os02g0632900	Bo8g105580	18.1818	9.55137
Os02g0632900	Bo8g105630	17.3554	11.7537
Os02g0632900	Bo8g105640	15.7025	9.91304
Os02g0632900	Bo8g105650	16.5289	10.989
Os02g0633066	Bo1g011590	15.2339	27.451
Os02g0633066	Bo1g011610	16.975	27.6106
Os02g0633066	Bo1g011630	26.333	28.6391
Os02g0633066	Bo1g011640	26.5506	31.0828
Os02g0633066	Bo2g095480	26.877	32.5
Os02g0633066	Bo2g095500	17.7367	28.0069
Os02g0633066	Bo3g134650	20.6746	30.2067
Os02g0633066	Bo5g021560	17.7367	28.1034
Os02g0633066	Bo5g021570	16.975	44.6991
Os02g0633066	Bo5g027450	11.8607	12.3443
Os02g0633066	Bo6g080830	26.1153	30.2267
Os02g0633066	Bo6g080850	26.6594	31.6947
Os02g0633066	Bo6g124050	13.1665	25.6356
Os02g0633066	Bo6g124060	26.5506	31.3222
Os02g0633066	Bo7g114950	25.7889	31.516
Os02g0633066	Bo8g004310	28.2916	34.9933
Os02g0633066	Bo8g066660	26.333	33.6579
Os02g0633066	Bo8g068520	22.4157	33.6601
Os02g0633066	Bo8g068540	12.296	40.7942
Os02g0633066	Bo8g102740	16.975	40.1028
Os02g0633066	Bo8g105580	24.4831	32.5615
Os02g0633066	Bo8g105630	16.3221	27.9851
Os02g0633066	Bo8g105640	15.6692	25.0435
Os02g0633066	Bo8g105650	15.9956	26.9231
Os02g0633100	Bo04505s010	3.62637	35.8696
Os02g0633100	Bo7g031140	32.4176	32.2052
Os02g0633200	Bo3g153970	34.2857	38.2353
Os02g0633200	Bo9g025930	34.0659	36.9928
Os02g0633300	Bo1g119350	68.9362	14.7005
Os02g0633300	Bo3g069070	68.5106	21.5241
Os02g0633300	Bo3g070150	66.383	39.2947
Os02g0633300	Bo6g099480	75.3191	25.6894
Os02g0633300	Bo8g015110	68.5106	22.3922
Os02g0633400	Bo1g155060	33.8926	36.4621
Os02g0633400	Bo4g154680	30.8725	34.0741
Os02g0634100	Bo01093s020	27.1127	34.375
Os02g0634100	Bo01291s010	27.4648	34.7439
Os02g0634500	Bo7g097880	47.9866	60.5932
Os02g0634500	Bo9g174640	47.651	58.1967
Os02g0634600	Bo7g097840	61.7284	60.9756
Os02g0634600	Bo9g174560	49.3827	59.8802
Os02g0634700	Bo2g161000	63.5052	61.2326
Os02g0634800	Bo7g095750	91.7197	91.7197
Os02g0634800	Bo9g011260	91.0828	91.0828
Os02g0634900	Bo2g095110	74.0426	74.0426
Os02g0634900	Bo6g081130	74.0426	74.0426
Os02g0634900	Bo6g123660	73.1915	73.1915
