Gene stable ID	Chlamydomonas reinhardtii gene stable ID	%id. target Chlamydomonas reinhardtii gene identical to query gene	%id. query gene identical to target Chlamydomonas reinhardtii gene
Os02g0633400	CHLREDRAFT_186935	27.5168	28.0822
Os02g0633700	CHLREDRAFT_142396	27.8997	23.8606
Os02g0633900	CHLREDRAFT_142396	27.3016	23.0563
Os02g0634500	CHLREDRAFT_196557	44.9664	58.0087
Os02g0634700	CHLREDRAFT_119383	37.732	42.757
Os02g0634800	CHLREDRAFT_131472	66.242	67.9739
Os02g0634900	CHLREDRAFT_194387	62.1277	62.1277
Os02g0635700	CHLREDRAFT_101882	23.2143	61.9048
Os02g0636300	CHLREDRAFT_116132	8.90052	53.125
Os02g0636300	CHLREDRAFT_171348	26.5271	25.3756
Os02g0638300	CHLREDRAFT_185233	24.1611	31.8584
Os02g0638400	CHLREDRAFT_194623	23.2295	10.2372
Os02g0638900	CHLREDRAFT_186990	9.98308	19.9324
Os02g0639000	CHLREDRAFT_149314	14.3617	8.88158
Os02g0639900	CHLREDRAFT_136413	38.1503	47.1429
Os02g0640300	CHLREDRAFT_101874	15.3153	50.495
Os02g0640600	CHLREDRAFT_159999	20.6989	27.7978
Os02g0640700	CHLREDRAFT_145485	17.8161	17.782
Os02g0640800	CHLREDRAFT_159999	30.4762	34.657
Os02g0641800	CHLREDRAFT_56005	63.189	79.2593
Os02g0643000	CHLREDRAFT_183897	27.7992	28.0156
Os02g0643500	CHLREDRAFT_184818	40.4332	46.8619
Os02g0644000	CHLREDRAFT_196085	42.5403	31.9213
Os02g0644100	CHLREDRAFT_136069	54.8443	55.9083
Os02g0644200	CHLREDRAFT_112030	40.625	22.807
Os02g0644200	CHLREDRAFT_186828	40.625	18.705
Os02g0644400	CHLREDRAFT_98837	11.5873	18.961
Os02g0644700	CHLREDRAFT_196283	22.8188	17.2152
Os02g0644900	CHLREDRAFT_192884	21.1454	5.73477
Os02g0645100	CHLREDRAFT_98837	18.2127	41.8182
Os02g0646400	CHLREDRAFT_195611	34.3511	42.0561
Os02g0646400	CHLREDRAFT_195746	34.3511	35.1562
Os02g0649700	CHLREDRAFT_97032	27.8589	60.7427
Os02g0649800	CHLREDRAFT_131692	38.4058	38.1295
Os02g0650500	CHLREDRAFT_158976	21.0753	31.8182
Os02g0650900	CHLREDRAFT_137469	42.3358	38.8393
Os02g0650900	CHLREDRAFT_82916	50.1217	45.7778
Os02g0651000	CHLREDRAFT_146745	20.2128	14.5594
Os02g0651300	CHLREDRAFT_205873	43.9759	48.3444
Os02g0652000	CHLREDRAFT_108277	19.8113	37.8378
Os02g0652300	CHLREDRAFT_21823	27.1375	26.7399
Os02g0652550	CHLREDRAFT_183897	25.4682	26.4591
Os02g0652600	CHLREDRAFT_187541	20.0855	15.0641
Os02g0652800	CHLREDRAFT_144519	51.417	49.6094
Os02g0653800	CHLREDRAFT_60490	83.2512	83.2512
Os02g0654000	CHLREDRAFT_186653	46.9388	44.373
Os02g0654100	CHLREDRAFT_186653	49	47.2669
Os02g0654500	CHLREDRAFT_190447	44.1048	45.9091
Os02g0655300	CHLREDRAFT_126865	47.0817	56.5421
Os02g0655500	CHLREDRAFT_128454	30.3922	44.6043
Os02g0655600	CHLREDRAFT_145708	22.4638	5.91603
Os02g0655600	CHLREDRAFT_152120	24.6377	5.91304
Os02g0655600	CHLREDRAFT_154132	18.8406	4.49827
Os02g0655600	CHLREDRAFT_169573	27.5362	11.276
Os02g0656200	CHLREDRAFT_191404	14.3979	10.4762
Os02g0656300	CHLREDRAFT_38821	42.3786	44.1536
Os02g0656500	CHLREDRAFT_170453	51.4286	50.116
Os02g0657600	CHLREDRAFT_78991	61.1684	52.3529
Os02g0658900	CHLREDRAFT_195461	21.5548	22.1818
Os02g0659700	CHLREDRAFT_180405	26.0274	18.7192
Os02g0660800	CHLREDRAFT_180405	22.9299	17.734
Os02g0661000	CHLREDRAFT_154271	26.9231	19.2837
Os02g0661100	CHLREDRAFT_60124	39.8922	38.1443
Os02g0661400	CHLREDRAFT_106059	21.6814	35
Os02g0661900	CHLREDRAFT_183897	37.7358	15.5642
Os02g0662200	CHLREDRAFT_205706	45.6522	39.4737
Os02g0663800	CHLREDRAFT_183437	40.2878	17.9487
Os02g0664000	CHLREDRAFT_137012	38.2353	45.5
Os02g0664000	CHLREDRAFT_188373	32.7731	37.8641
Os02g0664000	CHLREDRAFT_206090	34.4538	40.796
Os02g0664300	CHLREDRAFT_174517	36.571	40.3409
Os02g0665000	CHLREDRAFT_126820	45.6989	13.7763
Os02g0665500	CHLREDRAFT_116959	41.5677	44.6429
Os02g0665800	CHLREDRAFT_116959	0.361011	0.510204
Os02g0666300	CHLREDRAFT_121660	15.8837	51.0791
Os02g0666700	CHLREDRAFT_191336	45.539	46.4015
Os02g0666800	CHLREDRAFT_111935	36.2069	36.2069
Os02g0667500	CHLREDRAFT_193019	20.7951	14.9123
Os02g0668000	CHLREDRAFT_143022	10.883	17.9054
Os02g0668000	CHLREDRAFT_144558	16.2218	16.4071
Os02g0668100	CHLREDRAFT_195038	31.5789	31.3043
Os02g0668500	CHLREDRAFT_205587	17.5966	17.2269
Os02g0670000	CHLREDRAFT_126669	19.5789	35.7692
Os02g0672600	CHLREDRAFT_128290	29.6034	56.9482
Os02g0672700	CHLREDRAFT_76582	40	40.367
Os02g0672800	CHLREDRAFT_162667	25.817	56.2278
Os02g0672800	CHLREDRAFT_189121	31.8627	12.0743
Os02g0672800	CHLREDRAFT_206084	28.1046	19.9074
Os02g0673600	CHLREDRAFT_185995	41.4013	42.4837
Os02g0676000	CHLREDRAFT_190274	24.6187	30.7065
Os02g0676400	CHLREDRAFT_114894	24.9545	31.2073
Os02g0676400	CHLREDRAFT_116696	24.408	33.1683
Os02g0676400	CHLREDRAFT_135238	25.6831	28.1437
Os02g0676400	CHLREDRAFT_146492	24.9545	23.5395
Os02g0676400	CHLREDRAFT_189706	26.9581	29.1913
Os02g0677600	CHLREDRAFT_183568	29.6875	34.7032
Os02g0677700	CHLREDRAFT_169764	17.0088	18.8312
Os02g0677800	CHLREDRAFT_169450	35.4545	25.8278
Os02g0678300	CHLREDRAFT_140509	26.4151	25.2046
Os02g0678400	CHLREDRAFT_158152	59.164	59.3548
Os02g0680600	CHLREDRAFT_109429	20	69.6203
Os02g0680600	CHLREDRAFT_188593	46.5455	61.8358
Os02g0682600	CHLREDRAFT_177137	34.5238	36.7089
Os02g0683900	CHLREDRAFT_188728	46.4789	43.4211
Os02g0684500	CHLREDRAFT_100020	97.0874	97.0874
Os02g0684500	CHLREDRAFT_100611	97.0874	97.0874
Os02g0684500	CHLREDRAFT_100662	97.0874	97.0874
Os02g0684500	CHLREDRAFT_110341	97.0874	97.0874
Os02g0684500	CHLREDRAFT_112470	97.0874	97.0874
Os02g0684500	CHLREDRAFT_112559	97.0874	97.0874
Os02g0684500	CHLREDRAFT_112822	97.0874	97.0874
Os02g0684500	CHLREDRAFT_115475	97.0874	97.0874
Os02g0684500	CHLREDRAFT_120734	89.3204	89.3204
Os02g0684500	CHLREDRAFT_121757	97.0874	97.0874
Os02g0684500	CHLREDRAFT_121805	97.0874	97.0874
Os02g0684500	CHLREDRAFT_121845	97.0874	97.0874
Os02g0684500	CHLREDRAFT_124193	88.3495	96.8085
Os02g0684500	CHLREDRAFT_124889	97.0874	97.0874
Os02g0684500	CHLREDRAFT_144564	97.0874	97.0874
Os02g0684500	CHLREDRAFT_160490	93.2039	96.9697
Os02g0684500	CHLREDRAFT_167163	97.0874	97.0874
Os02g0684500	CHLREDRAFT_167195	97.0874	97.0874
Os02g0684500	CHLREDRAFT_579	97.0874	97.0874
Os02g0684500	CHLREDRAFT_653	97.0874	97.0874
Os02g0684500	CHLREDRAFT_796	92.233	95.9596
Os02g0684500	CHLREDRAFT_97581	97.0874	97.0874
Os02g0684500	CHLREDRAFT_97613	97.0874	97.0874
Os02g0684500	CHLREDRAFT_97616	97.0874	97.0874
Os02g0684500	CHLREDRAFT_97647	97.0874	97.0874
Os02g0684500	CHLREDRAFT_97742	97.0874	97.0874
Os02g0684500	CHLREDRAFT_98022	97.0874	97.0874
Os02g0684500	CHLREDRAFT_98181	97.0874	97.0874
Os02g0684500	CHLREDRAFT_99976	97.0874	97.0874
Os02g0685200	CHLREDRAFT_112628	12.6273	73.8095
Os02g0685200	CHLREDRAFT_123164	9.97963	50
Os02g0685900	CHLREDRAFT_127871	45.173	51.2397
Os02g0686400	CHLREDRAFT_191617	56.4663	56.8807
Os02g0686600	CHLREDRAFT_123048	49.1477	53.3951
Os02g0687900	CHLREDRAFT_123507	30.3571	28.6316
Os02g0688500	CHLREDRAFT_104640	43.4951	43.2432
Os02g0688900	CHLREDRAFT_184581	26.9316	17.9148
Os02g0689066	CHLREDRAFT_154212	40.2985	3.7448
Os02g0689066	CHLREDRAFT_170417	38.806	4.55342
Os02g0689066	CHLREDRAFT_196479	40.2985	4.13476
Os02g0689800	CHLREDRAFT_101843	8.91182	81.8966
Os02g0689800	CHLREDRAFT_116723	0	0
Os02g0690700	CHLREDRAFT_24387	51.8265	51.8265
Os02g0690800	CHLREDRAFT_155546	56.4334	57.2082
Os02g0692700	CHLREDRAFT_106059	21.4008	39.2857
Os02g0693200	CHLREDRAFT_29309	38.0165	33.8235
Os02g0694201	CHLREDRAFT_93906	1.5873	1.3245
Os02g0694400	CHLREDRAFT_116192	0	0
Os02g0694600	CHLREDRAFT_116192	2.40964	2.1978
Os02g0694700	CHLREDRAFT_116192	9.25508	22.5275
Os02g0694900	CHLREDRAFT_187846	15.8025	25.7028
Os02g0697300	CHLREDRAFT_174889	17.3469	26.5625
Os02g0697800	CHLREDRAFT_166432	29.1815	29.3907
Os02g0698000	CHLREDRAFT_195910	66.005	70.9333
Os02g0699300	CHLREDRAFT_78189	68.5484	45.6989
Os02g0699400	CHLREDRAFT_172317	15.0735	21.3542
Os02g0699600	CHLREDRAFT_138697	78.9157	78.9157
Os02g0699900	CHLREDRAFT_170213	17.9916	13.8264
Os02g0700400	CHLREDRAFT_129968	35.3623	33.8889
Os02g0700400	CHLREDRAFT_77667	32.7536	32.5648
Os02g0700500	CHLREDRAFT_179587	24.1055	48.3019
Os02g0700600	CHLREDRAFT_134943	27.0153	21.2693
Os02g0700600	CHLREDRAFT_58843	40.5229	61.794
Os02g0701600	CHLREDRAFT_129990	49.7238	53.2544
Os02g0701900	CHLREDRAFT_55666	25.3823	36.087
Os02g0702500	CHLREDRAFT_118179	5.6443	66.25
Os02g0704500	CHLREDRAFT_194530	21.4545	28.2297
Os02g0704800	CHLREDRAFT_188762	55.5858	56.044
Os02g0704900	CHLREDRAFT_174103	58.8785	65.625
Os02g0704966	CHLREDRAFT_137896	16.4835	33.7079
Os02g0705100	CHLREDRAFT_143071	36.5854	41.0959
Os02g0705400	CHLREDRAFT_105992	21.1957	29.3233
Os02g0705400	CHLREDRAFT_205631	22.2826	25.625
Os02g0707000	CHLREDRAFT_139735	37.4194	26.6667
Os02g0707100	CHLREDRAFT_139735	44.5378	48.7356
Os02g0708100	CHLREDRAFT_128227	52.0085	53.3623
Os02g0708200	CHLREDRAFT_147285	23.3129	51.0067
Os02g0708300	CHLREDRAFT_79815	37.6623	22.3077
Os02g0709000	CHLREDRAFT_120367	10.3858	21.4724
Os02g0709200	CHLREDRAFT_103841	57.8824	65.9517
Os02g0709400	CHLREDRAFT_141685	0.425791	2.08333
Os02g0709400	CHLREDRAFT_150605	3.28467	6.08108
Os02g0709400	CHLREDRAFT_168028	2.06813	4.92041
Os02g0709400	CHLREDRAFT_186766	0.608272	2.1645
Os02g0709800	CHLREDRAFT_172469	10.162	21.6981
Os02g0710900	CHLREDRAFT_205988	39.1353	31.8305
Os02g0712000	CHLREDRAFT_133049	41.0256	43.2432
Os02g0713400	CHLREDRAFT_132865	69.1843	65.616
Os02g0714100	CHLREDRAFT_141301	22.7811	18.6441
Os02g0714100	CHLREDRAFT_184281	23.0769	24.0741
Os02g0714100	CHLREDRAFT_188937	21.5976	21.0983
Os02g0714100	CHLREDRAFT_190539	30.1775	31.1927
Os02g0714600	CHLREDRAFT_184171	64.6154	52.7638
Os02g0715000	CHLREDRAFT_206048	40.4372	31.5565
Os02g0715200	CHLREDRAFT_205782	24.477	26.7735
Os02g0715200	CHLREDRAFT_41173	27.4059	35.5014
Os02g0716500	CHLREDRAFT_135825	51.0309	51.6971
Os02g0717500	CHLREDRAFT_113811	49.7207	52.819
Os02g0717700	CHLREDRAFT_165420	20.3822	21.6216
Os02g0718900	CHLREDRAFT_196520	65.7068	81.4935
Os02g0719100	CHLREDRAFT_191590	9.06516	17.5342
Os02g0719800	CHLREDRAFT_152680	29.0094	24.5264
Os02g0720200	CHLREDRAFT_193464	19.0153	21.1321
Os02g0720300	CHLREDRAFT_190432	37.6866	33.5548
Os02g0720700	CHLREDRAFT_189974	17.7522	15.0108
Os02g0721600	CHLREDRAFT_118469	39.9103	45.1777
Os02g0721800	CHLREDRAFT_103623	14.8693	37.4486
Os02g0721800	CHLREDRAFT_105305	16.6667	43.038
Os02g0721800	CHLREDRAFT_123583	15.1961	38.75
Os02g0721800	CHLREDRAFT_169226	18.4641	25.7403
Os02g0722001	CHLREDRAFT_104512	38.9503	40.8696
Os02g0722300	CHLREDRAFT_195666	41.9602	39.6527
Os02g0724000	CHLREDRAFT_149159	16.2162	6.74157
Os02g0724500	CHLREDRAFT_170281	20.9596	27.1242
Os02g0724500	CHLREDRAFT_181044	7.07071	28
Os02g0724500	CHLREDRAFT_205730	17.1717	28.5714
Os02g0724600	CHLREDRAFT_38989	33.7662	65
Os02g0725200	CHLREDRAFT_195549	26.494	23.6234
Os02g0725600	CHLREDRAFT_149272	26.6968	15.8177
Os02g0726400	CHLREDRAFT_174875	20.132	24.2063
Os02g0726600	CHLREDRAFT_183668	36.0294	22.4771
Os02g0727100	CHLREDRAFT_206103	26.5625	22.4953
Os02g0727100	CHLREDRAFT_206104	26.5625	22.7533
Os02g0727500	CHLREDRAFT_183359	25.5435	37.9032
Os02g0728100	CHLREDRAFT_144136	27.7448	25.1007
Os02g0728300	CHLREDRAFT_105088	19.0476	33.0275
Os02g0728300	CHLREDRAFT_41962	24.3386	33.0935
Os02g0728600	CHLREDRAFT_193640	41.8605	44.4444
Os02g0729400	CHLREDRAFT_194676	28.3988	24.8677
Os02g0730000	CHLREDRAFT_135609	57.6854	59.5149
Os02g0730100	CHLREDRAFT_126153	40.8163	12.2951
Os02g0730500	CHLREDRAFT_147368	27.1795	13.1188
Os02g0730700	CHLREDRAFT_206044	16.0558	18.9691
Os02g0730700	CHLREDRAFT_206046	15.3578	16.0878
Os02g0730800	CHLREDRAFT_184151	6.01504	14.5455
Os02g0731600	CHLREDRAFT_122918	56.4815	54.4643
Os02g0731900	CHLREDRAFT_138664	42.9142	38.0531
Os02g0732500	CHLREDRAFT_24097	64.1304	62.4339
Os02g0733800	CHLREDRAFT_154505	33.5391	34.6072
Os02g0734300	CHLREDRAFT_155535	40	24.6154
Os02g0735100	CHLREDRAFT_173376	19.8661	23.1169
Os02g0735100	CHLREDRAFT_206195	22.5446	25.8312
Os02g0735200	CHLREDRAFT_133971	60.1124	56.0209
Os02g0735200	CHLREDRAFT_147468	35.6742	22.0104
Os02g0736400	CHLREDRAFT_134846	57.7295	55.4524
Os02g0736500	CHLREDRAFT_206033	30.8495	26.4368
Os02g0739000	CHLREDRAFT_116679	19.9321	48.4536
Os02g0739600	CHLREDRAFT_193810	30.7692	24.1449
Os02g0740300	CHLREDRAFT_176020	30.4419	34.8315
Os02g0741800	CHLREDRAFT_121791	37.3606	39.802
Os02g0741900	CHLREDRAFT_111290	32.5967	32.9609
Os02g0742500	CHLREDRAFT_168694	19.4805	8.10811
Os02g0742800	CHLREDRAFT_13743	18.3303	5.24948
Os02g0742900	CHLREDRAFT_13743	50.3289	7.95218
Os02g0743800	CHLREDRAFT_107072	16.8067	35.7143
Os02g0744650	CHLREDRAFT_167152	27.4314	24.3902
Os02g0744700	CHLREDRAFT_109372	25.4062	62.5455
Os02g0744700	CHLREDRAFT_183277	48.1536	46.1103
Os02g0744900	CHLREDRAFT_136810	62.203	57.1429
Os02g0745000	CHLREDRAFT_132949	54.9242	28.2651
Os02g0745700	CHLREDRAFT_186886	37.3585	34.6154
Os02g0746000	CHLREDRAFT_127081	61.9565	62.8966
Os02g0747500	CHLREDRAFT_143837	23.9583	25.8427
Os02g0747600	CHLREDRAFT_170879	20.7101	30.5677
Os02g0749300	CHLREDRAFT_196593	33.3333	19.8777
Os02g0749500	CHLREDRAFT_195514	24.6032	4.06291
Os02g0749700	CHLREDRAFT_146556	23.4888	13.8493
Os02g0749700	CHLREDRAFT_166940	23.3161	21.8094
Os02g0750100	CHLREDRAFT_132678	41	18.7215
Os02g0750600	CHLREDRAFT_187189	36.9748	36.0656
Os02g0751100	CHLREDRAFT_206044	17.8846	19.1753
Os02g0751100	CHLREDRAFT_206046	17.8846	17.0018
Os02g0751800	CHLREDRAFT_99328	25.6024	37.2807
Os02g0751900	CHLREDRAFT_195668	23.6749	19.562
Os02g0752000	CHLREDRAFT_193602	25.1323	31.457
Os02g0753000	CHLREDRAFT_60124	38.1471	36.0825
Os02g0753200	CHLREDRAFT_188649	28.1124	25.641
Os02g0753500	CHLREDRAFT_186231	12.3288	10.1695
Os02g0754000	CHLREDRAFT_114351	17.3077	35
Os02g0754100	CHLREDRAFT_147450	28.6785	28.8407
Os02g0754500	CHLREDRAFT_133000	10.9299	5.35572
Os02g0754500	CHLREDRAFT_196482	19.5759	22.5141
Os02g0754500	CHLREDRAFT_205899	24.4698	29.5858
Os02g0754700	CHLREDRAFT_112211	55.2361	60.7223
Os02g0755200	CHLREDRAFT_167818	15.6655	32.6781
Os02g0757900	CHLREDRAFT_112590	38.4259	61.0294
Os02g0758100	CHLREDRAFT_143018	8.73786	30.8571
Os02g0759800	CHLREDRAFT_116646	48.1054	59.1093
Os02g0759900	CHLREDRAFT_122918	19.5122	35.7143
Os02g0760000	CHLREDRAFT_29309	21.097	36.7647
Os02g0760200	CHLREDRAFT_176794	19.9623	18.5965
Os02g0760300	CHLREDRAFT_77543	45.5357	47.2222
Os02g0761100	CHLREDRAFT_136386	30.7692	32.8912
Os02g0761200	CHLREDRAFT_189560	26.1339	27.6256
Os02g0761400	CHLREDRAFT_12379	13.8211	1.56107
Os02g0761600	CHLREDRAFT_188317	20.303	23.3449
Os02g0761900	CHLREDRAFT_99019	39.881	48.9051
Os02g0762100	CHLREDRAFT_99019	42.2619	51.8248
Os02g0762200	CHLREDRAFT_144682	20.679	12.4074
Os02g0762300	CHLREDRAFT_153738	58.4022	59.3838
Os02g0762800	CHLREDRAFT_111277	34.1837	62.8518
Os02g0762800	CHLREDRAFT_117345	22.551	42.0152
Os02g0764500	CHLREDRAFT_136294	36.0153	44.1315
Os02g0764500	CHLREDRAFT_144609	33.7165	35.7724
Os02g0764500	CHLREDRAFT_183363	42.1456	38.1944
Os02g0764500	CHLREDRAFT_187025	39.8467	42.7984
Os02g0764700	CHLREDRAFT_205919	17.3554	26.5823
Os02g0765400	CHLREDRAFT_118171	47.032	50.4902
Os02g0765400	CHLREDRAFT_173725	38.5845	41.8317
Os02g0765600	CHLREDRAFT_118171	46.3134	49.2647
Os02g0765600	CHLREDRAFT_173725	38.2488	41.0891
Os02g0765900	CHLREDRAFT_192085	43.5252	20.5433
Os02g0766900	CHLREDRAFT_153248	18.9696	13.5225
Os02g0766900	CHLREDRAFT_171220	11.4754	16.7235
Os02g0767100	CHLREDRAFT_170375	22.268	20.5323
Os02g0767500	CHLREDRAFT_196712	60.8696	63.8177
Os02g0767700	CHLREDRAFT_93324	15.8879	52.5773
Os02g0768200	CHLREDRAFT_195664	39.4495	40.566
Os02g0768600	CHLREDRAFT_133620	53.0612	55.7143
Os02g0768750	CHLREDRAFT_121178	1.46879	8.33333
Os02g0768750	CHLREDRAFT_123436	1.34639	6.8323
Os02g0769700	CHLREDRAFT_121660	19.5455	15.4676
Os02g0770000	CHLREDRAFT_129474	39.8374	40.6639
Os02g0770000	CHLREDRAFT_415	47.1545	54.717
Os02g0770700	CHLREDRAFT_12539	14.7222	6.80359
Os02g0770800	CHLREDRAFT_184661	46.7942	47.1655
Os02g0771800	CHLREDRAFT_194900	16.8116	6.24327
Os02g0772000	CHLREDRAFT_146549	32.0809	9.34343
Os02g0772300	CHLREDRAFT_165799	20.3125	12.8713
Os02g0773300	CHLREDRAFT_98369	54.5455	59.6591
Os02g0774300	CHLREDRAFT_137452	64.5066	72.1582
Os02g0775100	CHLREDRAFT_150292	33.8235	12.1479
Os02g0775100	CHLREDRAFT_150298	26.4706	18.4932
Os02g0775100	CHLREDRAFT_195957	33.3333	14.8472
Os02g0775200	CHLREDRAFT_519	55.6787	56.4607
Os02g0775400	CHLREDRAFT_151003	28.8848	24.5723
Os02g0776800	CHLREDRAFT_123566	28.5061	41.4634
Os02g0777100	CHLREDRAFT_174839	26.2019	19.9451
Os02g0777400	CHLREDRAFT_110032	0.671141	0.961538
Os02g0777700	CHLREDRAFT_185104	32.6475	14.4857
Os02g0778200	CHLREDRAFT_106327	45.2741	53.1042
Os02g0778400	CHLREDRAFT_114363	41.5888	42.381
Os02g0780500	CHLREDRAFT_157242	10.331	25.6219
Os02g0780700	CHLREDRAFT_175290	17.656	12.6362
Os02g0781000	CHLREDRAFT_173470	18.5965	9.70696
Os02g0781400	CHLREDRAFT_149080	18.8235	37.5
Os02g0781400	CHLREDRAFT_160392	36.8627	43.5185
Os02g0782200	CHLREDRAFT_206281	23.7942	20.527
Os02g0782600	CHLREDRAFT_102339	10.5405	10.3723
Os02g0782700	CHLREDRAFT_205919	11.5068	26.5823
Os02g0784700	CHLREDRAFT_184001	94.6809	41.6862
Os02g0785800	CHLREDRAFT_127247	55.3571	57.4074
Os02g0785900	CHLREDRAFT_14425	30.3448	4.3095
Os02g0786200	CHLREDRAFT_122213	3.06122	13.1868
Os02g0786200	CHLREDRAFT_150994	2.42347	3.7037
Os02g0786200	CHLREDRAFT_168632	7.90816	5.38662
Os02g0786200	CHLREDRAFT_195856	7.39796	4.96575
Os02g0787100	CHLREDRAFT_145708	23.5421	20.8015
Os02g0787100	CHLREDRAFT_152120	20.9503	16.8696
Os02g0787100	CHLREDRAFT_154132	19.2225	15.3979
Os02g0787100	CHLREDRAFT_169573	23.3261	32.0475
Os02g0787200	CHLREDRAFT_116959	18.3938	36.2245
Os02g0787300	CHLREDRAFT_187846	18.9702	28.1124
Os02g0787800	CHLREDRAFT_113041	15.5738	40.8602
Os02g0787800	CHLREDRAFT_113086	6.14754	57.6923
Os02g0788133	CHLREDRAFT_163188	25.5034	22.7545
Os02g0788300	CHLREDRAFT_167137	35.2542	37.1429
Os02g0788400	CHLREDRAFT_167137	40.4844	41.7857
Os02g0788800	CHLREDRAFT_196429	25.387	17.2996
Os02g0789400	CHLREDRAFT_195844	47.027	38.8393
Os02g0789400	CHLREDRAFT_195845	47.5676	44
Os02g0789600	CHLREDRAFT_195665	36.4668	37.5
Os02g0790500	CHLREDRAFT_131610	44.2913	25.7143
Os02g0791200	CHLREDRAFT_95267	10.9228	38.1579
Os02g0791400	CHLREDRAFT_195712	34.8837	20.2703
Os02g0791500	CHLREDRAFT_151368	42.7918	53.8905
Os02g0791700	CHLREDRAFT_127689	18.1953	44.7273
Os02g0791700	CHLREDRAFT_188280	13.7574	16.2872
Os02g0791800	CHLREDRAFT_187711	30.7487	25.2747
Os02g0792900	CHLREDRAFT_192111	21.7391	42.654
Os02g0793300	CHLREDRAFT_148463	6.70103	29.8851
Os02g0793700	CHLREDRAFT_101874	43.1373	43.5644
Os02g0794400	CHLREDRAFT_107202	14.7321	32.6733
Os02g0794500	CHLREDRAFT_119383	42.4947	46.9626
Os02g0794600	CHLREDRAFT_154148	44.3038	43.2099
Os02g0794700	CHLREDRAFT_129774	31.3291	19.8
Os02g0794700	CHLREDRAFT_82208	58.2278	41.9134
Os02g0795900	CHLREDRAFT_167836	26.6795	43.3022
Os02g0796000	CHLREDRAFT_141879	20.9524	23.4667
Os02g0796500	CHLREDRAFT_115247	4.50581	56.3636
Os02g0796600	CHLREDRAFT_106548	36.7424	49.4898
Os02g0796900	CHLREDRAFT_130723	58	56.8627
Os02g0797200	CHLREDRAFT_130723	58.8235	58.8235
Os02g0797300	CHLREDRAFT_182602	44.2308	36.1702
Os02g0797400	CHLREDRAFT_171623	50.3429	51.1142
Os02g0797500	CHLREDRAFT_174097	50.8734	53.8106
Os02g0797500	CHLREDRAFT_186959	58.2969	62.3832
Os02g0797700	CHLREDRAFT_195666	43.3083	41.6787
Os02g0800000	CHLREDRAFT_106748	36.4653	51.4196
Os02g0800100	CHLREDRAFT_165050	31.9149	35.4331
Os02g0800500	CHLREDRAFT_186185	9.72222	3.52645
Os02g0801200	CHLREDRAFT_165050	34.2593	29.1339
Os02g0801300	CHLREDRAFT_186185	9.72222	3.52645
Os02g0802400	CHLREDRAFT_195064	40	38.674
Os02g0802500	CHLREDRAFT_137778	65.6168	65.5308
Os02g0802700	CHLREDRAFT_113664	30.0493	32.3607
Os02g0803300	CHLREDRAFT_191396	22.8471	22.7671
Os02g0803400	CHLREDRAFT_169931	41.1765	45.5285
Os02g0803600	CHLREDRAFT_195409	46.0177	47.7064
Os02g0803700	CHLREDRAFT_188404	78.7879	78.972
Os02g0804100	CHLREDRAFT_132716	83.871	83.871
Os02g0804300	CHLREDRAFT_118405	53.8983	54.4521
Os02g0804600	CHLREDRAFT_120309	32.0564	39.3564
Os02g0804900	CHLREDRAFT_185583	74.1975	68.451
Os02g0805000	CHLREDRAFT_57580	56.2372	32.3529
Os02g0805200	CHLREDRAFT_140580	60.4563	59.3284
Os02g0805900	CHLREDRAFT_146010	2.16718	3.00429
Os02g0806600	CHLREDRAFT_179407	14.6032	25.4144
Os02g0806900	CHLREDRAFT_119291	33.8877	48.9489
Os02g0807100	CHLREDRAFT_185710	11.6129	5.52995
Os02g0809100	CHLREDRAFT_122213	2.25989	6.59341
Os02g0809100	CHLREDRAFT_150994	6.40301	6.62768
Os02g0809100	CHLREDRAFT_168632	7.9096	3.649
Os02g0809100	CHLREDRAFT_195856	9.22787	4.19521
Os02g0810300	CHLREDRAFT_182736	52.0548	49.0323
Os02g0810400	CHLREDRAFT_101519	16.0173	75.5102
Os02g0810450	CHLREDRAFT_116196	19.6453	64
Os02g0810500	CHLREDRAFT_195588	19.2037	20.398
Os02g0812400	CHLREDRAFT_169610	24.5902	7.13436
Os02g0813500	CHLREDRAFT_134165	53.8306	54.1582
Os02g0813600	CHLREDRAFT_113103	24.406	32.1023
Os02g0813600	CHLREDRAFT_145869	23.7581	18.9003
Os02g0813600	CHLREDRAFT_167816	20.5184	29.7806
Os02g0813600	CHLREDRAFT_167834	25.054	37.6623
Os02g0813800	CHLREDRAFT_115105	6.60848	17.4342
Os02g0814000	CHLREDRAFT_163188	23.0159	34.7305
Os02g0814100	CHLREDRAFT_179044	9.55056	3.04114
Os02g0814700	CHLREDRAFT_159282	73.0263	79.2857
Os02g0814900	CHLREDRAFT_102803	30.9322	31.1966
Os02g0815000	CHLREDRAFT_126163	44.6809	67.0213
Os02g0815500	CHLREDRAFT_129874	69.5538	70.2918
Os02g0815600	CHLREDRAFT_119360	38.8186	49.5957
Os02g0815800	CHLREDRAFT_187429	44.1624	43.9394
Os02g0816100	CHLREDRAFT_129736	35.2713	49.1892
Os02g0816100	CHLREDRAFT_146441	25.5814	15.5294
Os02g0816300	CHLREDRAFT_206206	17.8328	13.2195
Os02g0816500	CHLREDRAFT_183374	41.1111	33.0357
Os02g0816600	CHLREDRAFT_205743	54.6392	18.4884
Os02g0816800	CHLREDRAFT_186185	35.049	36.0201
