Gene stable ID	Prunus persica gene stable ID	%id. target Prunus persica gene identical to query gene	%id. query gene identical to target Prunus persica gene
Os01g0894100	PRUPE_7G000100	30.6773	17.0354
Os01g0894300	PRUPE_1G196700	70.8978	69.6049
Os01g0894500	PRUPE_1G207200	65.4321	67.5159
Os01g0894700	PRUPE_1G586900	39.3013	40.9091
Os01g0895100	PRUPE_1G203200	74.1325	69.9405
Os01g0895200	PRUPE_8G184600	34.0961	40.4891
Os01g0895300	PRUPE_8G184600	41.0811	41.3043
Os01g0895500	PRUPE_8G006500	77.2894	78.4387
Os01g0895600	PRUPE_1G198500	72.8125	53.0752
Os01g0895600	PRUPE_6G363200	71.875	53.1178
Os01g0896200	PRUPE_1G207600	40.3561	25.4682
Os01g0896400	PRUPE_6G365300	50	43.2292
Os01g0896500	PRUPE_7G266600	40.4494	37.5559
Os01g0896700	PRUPE_1G039100	75.3289	76.8456
Os01g0896700	PRUPE_7G266900	75.9868	77.5168
Os01g0896800	PRUPE_1G039100	68.1682	76.1745
Os01g0896800	PRUPE_7G266900	69.6697	77.8523
Os01g0897000	PRUPE_6G299900	83.8284	83.5526
Os01g0897100	PRUPE_2G049600	45.1866	44.8343
Os01g0897200	PRUPE_8G184700	34.507	34.629
Os01g0897300	PRUPE_8G184700	45.3237	44.523
Os01g0897500	PRUPE_6G365500	64.8148	12.1528
Os01g0897600	PRUPE_6G366200	56.5217	61.9048
Os01g0897700	PRUPE_7G267500	61.8852	26.3986
Os01g0897700	PRUPE_8G185400	65.9836	13.1321
Os01g0897800	PRUPE_6G366000	34.5024	31.5425
Os01g0898300	PRUPE_1G192000	50.2041	49.348
Os01g0898500	PRUPE_7G137000	46.2287	49.2228
Os01g0898500	PRUPE_7G137100	44.2822	47.3958
Os01g0898500	PRUPE_7G137200	46.472	49.7396
Os01g0898800	PRUPE_1G189800	49.6855	32.9167
Os01g0899000	PRUPE_1G189000	75.6098	69.2308
Os01g0899500	PRUPE_1G185800	47.0982	45.4741
Os01g0900400	PRUPE_1G181800	51.2644	47.4468
Os01g0900700	PRUPE_1G181800	43.7778	41.9149
Os01g0900800	PRUPE_1G181300	40.3101	41.7112
Os01g0900900	PRUPE_1G231600	61.4458	65.8064
Os01g0901000	PRUPE_1G229500	57.75	59.5361
Os01g0901200	PRUPE_7G207400	66.8998	69.1566
Os01g0901500	PRUPE_5G154000	47.9638	38.061
Os01g0901500	PRUPE_5G154100	49.5475	39.2473
Os01g0901600	PRUPE_5G154000	50.6689	54.3986
Os01g0901600	PRUPE_5G154100	49.6656	53.2258
Os01g0901700	PRUPE_1G232900	53.3693	27.5
Os01g0901800	PRUPE_1G233000	58.4795	60.9756
Os01g0901900	PRUPE_5G155500	55.9829	38.9302
Os01g0902100	PRUPE_1G235800	65.8584	46.7953
Os01g0902100	PRUPE_1G236100	64.2095	45.9722
Os01g0902200	PRUPE_1G234500	56.6906	54.7983
Os01g0902300	PRUPE_1G237400	64.3902	65.8354
Os01g0902300	PRUPE_3G299300	69.7561	59.9581
Os01g0902700	PRUPE_6G061500	53.3214	51.1188
Os01g0902700	PRUPE_6G271100	55.8348	36.3318
Os01g0902700	PRUPE_6G271200	52.0646	52.0646
Os01g0902800	PRUPE_6G061500	50.8227	47.8485
Os01g0902800	PRUPE_6G271100	51.9196	33.1776
Os01g0902800	PRUPE_6G271200	49.7258	48.833
Os01g0903800	PRUPE_3G111300	36.6197	39.3939
Os01g0904200	PRUPE_5G156400	61.6016	64.5161
Os01g0904400	PRUPE_2G276400	74.5532	74.5532
Os01g0904500	PRUPE_3G298800	65.602	64.2599
Os01g0904700	PRUPE_1G238200	45.0172	42.5325
Os01g0905400	PRUPE_5G157600	16.7905	18.555
Os01g0905700	PRUPE_1G238300	57.1429	46.7532
Os01g0905700	PRUPE_1G238500	51.9841	51.7787
Os01g0905700	PRUPE_5G157700	54.3651	54.3651
Os01g0905800	PRUPE_6G120100	75.1397	73.6986
Os01g0905800	PRUPE_7G116500	85.7542	85.7542
Os01g0905800	PRUPE_7G116600	84.3575	84.3575
Os01g0906000	PRUPE_7G219900	72.2892	11.583
Os01g0906200	PRUPE_3G191700	78.1863	38.8551
Os01g0906600	PRUPE_5G160000	58.7646	54.2373
Os01g0907200	PRUPE_3G296800	39.2857	46.3855
Os01g0907300	PRUPE_8G200200	51.1364	51.9802
Os01g0907400	PRUPE_5G159200	44.3235	38.358
Os01g0907600	PRUPE_1G240900	53.9084	55.4017
Os01g0907600	PRUPE_5G160900	56.6038	57.8512
Os01g0907900	PRUPE_1G240800	39.0922	36.6255
Os01g0908100	PRUPE_1G158400	69.837	55.8696
Os01g0908200	PRUPE_5G161100	46.3977	44.7222
Os01g0908400	PRUPE_5G160800	77.0492	74.6032
Os01g0908500	PRUPE_8G147300	53.3784	48.3673
Os01g0908500	PRUPE_8G147400	49.7748	48.1481
Os01g0908600	PRUPE_5G162500	60.179	60.0446
Os01g0908600	PRUPE_5G162600	27.7405	57.6744
Os01g0908700	PRUPE_1G242100	63.9013	64.0449
Os01g0908700	PRUPE_3G295000	64.574	61.9355
Os01g0908700	PRUPE_5G163100	64.7982	65.6818
Os01g0908800	PRUPE_7G109800	34.3874	34.3874
Os01g0909000	PRUPE_1G242600	18.4615	23.3333
Os01g0909100	PRUPE_6G118700	27.0492	20.7547
Os01g0909100	PRUPE_7G118500	18.8525	15.5405
Os01g0909150	PRUPE_6G118700	36.1345	13.522
Os01g0909150	PRUPE_7G118500	36.9748	14.8649
Os01g0909200	PRUPE_1G401900	50.0909	50.3041
Os01g0909200	PRUPE_8G202000	49.6669	47.5638
Os01g0909300	PRUPE_5G164600	38.6029	16.4835
Os01g0909400	PRUPE_1G246500	48.6154	51.2987
Os01g0909400	PRUPE_5G164700	52.3077	52.4691
Os01g0909500	PRUPE_6G118700	24.1525	17.9245
Os01g0909500	PRUPE_7G118500	16.5254	13.1757
Os01g0911000	PRUPE_1G535400	46.5672	48
Os01g0911100	PRUPE_5G166600	71.6981	53.605
Os01g0911200	PRUPE_8G221600	58.7393	59.2486
Os01g0911300	PRUPE_1G244000	71.547	36.4789
Os01g0911300	PRUPE_3G291900	63.8122	33.7226
Os01g0911700	PRUPE_8G207700	34.2503	31.3208
Os01g0911800	PRUPE_1G054700	36.7105	35.0943
Os01g0911900	PRUPE_1G006900	66.1435	63.1692
Os01g0912600	PRUPE_3G183500	55.4307	31.6239
Os01g0912700	PRUPE_6G362300	52.2436	51.746
Os01g0912900	PRUPE_5G162800	45.591	52.5974
Os01g0913000	PRUPE_6G362500	50.8021	50
Os01g0913100	PRUPE_6G362800	40.9357	32.5581
Os01g0913100	PRUPE_8G189800	44.4444	43.6782
Os01g0913300	PRUPE_1G266400	46.3333	44.6228
Os01g0913300	PRUPE_1G266500	42	41.6529
Os01g0913300	PRUPE_1G266600	41.8333	43.3506
Os01g0913300	PRUPE_1G266800	42.5	42.0792
Os01g0913300	PRUPE_5G185300	37	37.1237
Os01g0913300	PRUPE_6G263500	36	36.5482
Os01g0913400	PRUPE_5G192100	22.0506	26.5651
Os01g0913600	PRUPE_1G175100	59.9078	50.9804
Os01g0913800	PRUPE_2G028400	32.6489	31.6103
Os01g0914400	PRUPE_8G192000	44.7154	49.1071
Os01g0914800	PRUPE_2G282500	54.9801	44.3018
Os01g0915000	PRUPE_8G193800	37.5427	35.9477
Os01g0915200	PRUPE_1G172900	37.3418	47.2
Os01g0915400	PRUPE_6G355200	80.1282	12.7291
Os01g0915401	PRUPE_1G172900	33.7838	40
Os01g0915800	PRUPE_8G194200	60.7595	64
Os01g0916200	PRUPE_2G018400	58.6698	55.5056
Os01g0916200	PRUPE_2G055800	19.715	44.7439
Os01g0916200	PRUPE_2G056200	67.9335	58.7269
Os01g0916200	PRUPE_2G057700	16.152	46.1017
Os01g0916200	PRUPE_2G068200	23.9905	49.0291
Os01g0916300	PRUPE_7G020500	46.5649	42.8822
Os01g0916400	PRUPE_1G167300	60.7884	59.6741
Os01g0916600	PRUPE_1G164600	56	62.2222
Os01g0916800	PRUPE_3G150800	58.9082	52.4013
Os01g0917200	PRUPE_8G199200	54.1818	54.3796
Os01g0917300	PRUPE_6G360500	49.6	49.2063
Os01g0917400	PRUPE_6G360600	61.0478	60.6335
Os01g0917500	PRUPE_2G292000	38.7944	41.729
Os01g0917900	PRUPE_8G201500	27.7955	24.0997
Os01g0918100	PRUPE_8G201300	33.1081	32.5581
Os01g0918200	PRUPE_3G210800	79.2079	81.6327
Os01g0918200	PRUPE_4G221800	76.2376	78.5714
Os01g0918300	PRUPE_3G210800	80	81.6327
Os01g0918300	PRUPE_4G221800	80	81.6327
Os01g0918400	PRUPE_8G200700	17.2414	16.129
Os01g0919100	PRUPE_2G013000	48.6622	48.4193
Os01g0919100	PRUPE_2G013100	47.8261	51.2545
Os01g0919400	PRUPE_1G159700	68.6347	69.6629
Os01g0919500	PRUPE_1G160800	25.7261	27.193
Os01g0919500	PRUPE_1G161000	21.9917	19.4139
Os01g0919500	PRUPE_8G199600	27.8008	32.6829
Os01g0919600	PRUPE_1G583200	42.5287	44.5783
Os01g0919600	PRUPE_6G360400	43.2184	48.4536
Os01g0919600	PRUPE_8G187400	45.0575	46.4455
Os01g0919700	PRUPE_8G187300	64.3799	61.9289
Os01g0919800	PRUPE_6G360300	65.2893	65.651
Os01g0919900	PRUPE_1G203700	67.5	68.8775
Os01g0919900	PRUPE_6G365100	76.25	77.6081
Os01g0919900	PRUPE_6G365200	75.5	76.8448
Os01g0920000	PRUPE_6G359700	57.0312	52.019
Os01g0920100	PRUPE_1G229000	22.9437	26.9036
Os01g0920100	PRUPE_3G303900	33.7662	33.7662
Os01g0920200	PRUPE_3G305900	69.0266	70.2703
Os01g0920300	PRUPE_3G304500	61.3208	37.5
Os01g0920400	PRUPE_8G071400	69.6822	68.1004
Os01g0920500	PRUPE_3G305000	25.5952	12.9909
Os01g0920700	PRUPE_3G305000	23.0068	30.5136
Os01g0921000	PRUPE_3G305000	26.3441	29.6073
Os01g0921100	PRUPE_3G305000	24.9337	28.3988
Os01g0921200	PRUPE_1G228800	55.3899	57.1598
Os01g0921200	PRUPE_1G228900	19.9541	33.3333
Os01g0921300	PRUPE_1G227200	58.8101	58.4091
Os01g0921500	PRUPE_5G152000	52.1839	53.2864
Os01g0921600	PRUPE_1G226600	52.4752	52.4752
Os01g0921600	PRUPE_3G306200	51.4851	49.0566
Os01g0921800	PRUPE_1G225800	48.9691	46.9136
Os01g0921800	PRUPE_5G151000	45.1031	50.4323
Os01g0922100	PRUPE_4G014700	24.1627	29.3605
Os01g0922600	PRUPE_1G223500	28.9389	23.3161
Os01g0922600	PRUPE_3G308100	29.9035	21.831
Os01g0922600	PRUPE_5G149000	31.1897	24.0695
Os01g0923000	PRUPE_1G223700	34.3511	30.4054
Os01g0923200	PRUPE_3G307600	65.3333	70
Os01g0923300	PRUPE_5G149700	73.9496	32.2936
Os01g0923600	PRUPE_1G224000	39.7494	35.1107
Os01g0923700	PRUPE_1G224300	62.4633	61.6201
Os01g0923800	PRUPE_3G200300	28.629	30.4721
Os01g0923900	PRUPE_1G224600	63.2054	58.7002
Os01g0924000	PRUPE_3G306900	65.641	64
Os01g0924200	PRUPE_1G222200	33.5106	27.2727
Os01g0924200	PRUPE_5G148200	28.1915	24.7664
Os01g0924300	PRUPE_7G160700	61.3963	60.161
Os01g0924400	PRUPE_1G222000	36.2776	43.0712
Os01g0924400	PRUPE_3G308700	40.3785	41.2903
Os01g0924600	PRUPE_1G221600	25.6579	7.26257
Os01g0924600	PRUPE_3G309100	23.9035	6.79975
Os01g0924800	PRUPE_3G309200	90.5063	55.4264
Os01g0924800	PRUPE_5G147500	87.9747	53.876
Os01g0924900	PRUPE_5G147400	39.2927	34.2466
Os01g0924933	PRUPE_3G309400	56.8233	56.9507
Os01g0924933	PRUPE_5G147300	57.9418	59.9537
Os01g0924966	PRUPE_1G221300	33.526	35.3659
Os01g0924966	PRUPE_5G147100	34.6821	34.2857
Os01g0925000	PRUPE_3G309500	34.6939	33.2031
Os01g0925200	PRUPE_1G220600	55.3265	58.5455
Os01g0925300	PRUPE_3G310300	64.1646	59.5506
Os01g0925700	PRUPE_5G145300	47.7089	31.6637
Os01g0925800	PRUPE_5G145200	75.3846	75.3846
Os01g0926200	PRUPE_1G213500	57.2052	57.2052
Os01g0926300	PRUPE_1G214200	76.1574	74.6032
Os01g0926400	PRUPE_1G214300	71.327	72.8814
Os01g0926400	PRUPE_5G140500	72.2749	73.8499
Os01g0926600	PRUPE_1G214300	82.8916	83.293
Os01g0926600	PRUPE_5G140500	81.4458	81.8402
Os01g0926700	PRUPE_1G214300	89.6429	60.7748
Os01g0926700	PRUPE_5G140500	88.9286	60.2906
Os01g0926800	PRUPE_1G214400	49.7976	46.9466
Os01g0926800	PRUPE_5G140600	47.7733	43.8662
Os01g0927000	PRUPE_1G216000	51.2821	50.7463
Os01g0927000	PRUPE_3G313600	51.4329	50.3693
Os01g0927500	PRUPE_1G216600	50	53.0769
Os01g0927600	PRUPE_5G143100	55.3218	53.2777
Os01g0927900	PRUPE_1G216900	67.193	67.193
Os01g0927900	PRUPE_3G312900	70.5263	71.1504
Os01g0928000	PRUPE_3G312800	51.4436	36.4312
Os01g0928000	PRUPE_5G143200	50.3937	36.0902
Os01g0928100	PRUPE_1G217300	55.0877	55.7726
Os01g0928300	PRUPE_4G278300	46.2185	12.8505
Os01g0928400	PRUPE_1G218100	24.3816	16.5865
Os01g0928600	PRUPE_3G312000	72.1443	73.6196
Os01g0928600	PRUPE_5G144700	72.9459	74.7433
Os01g0928700	PRUPE_3G312000	76.66	77.9141
Os01g0928700	PRUPE_5G144700	76.2575	77.8234
Os01g0928800	PRUPE_3G312000	82.6176	82.6176
Os01g0928800	PRUPE_5G144700	82.2086	82.5462
Os01g0929000	PRUPE_3G282800	60.041	60.1643
Os01g0929000	PRUPE_3G314100	59.2213	58.8595
Os01g0929100	PRUPE_1G026900	47.2103	50.2283
Os01g0929200	PRUPE_3G314300	55.4945	53.1579
Os01g0929500	PRUPE_5G140000	59.3939	62.0253
Os01g0930000	PRUPE_6G149200	51.0345	46.8354
Os01g0930400	PRUPE_1G212100	61.5877	60.7323
Os01g0930400	PRUPE_1G212200	56.7222	61.3573
Os01g0930800	PRUPE_6G156200	47.7583	48.2283
Os01g0930800	PRUPE_6G156400	21.8324	41.791
Os01g0930800	PRUPE_6G156500	43.0799	52.2459
Os01g0930800	PRUPE_6G156600	50.2924	51.497
Os01g0931100	PRUPE_6G320400	63.1148	65.812
Os01g0931200	PRUPE_1G135600	47.0032	49.6667
Os01g0931300	PRUPE_2G037700	10.0592	36.9565
Os01g0931300	PRUPE_6G320700	45.3649	49.676
Os01g0931400	PRUPE_8G259100	63.6364	66.4032
Os01g0931600	PRUPE_5G096400	31.9444	32.243
Os01g0931600	PRUPE_5G096500	32.8704	33.6493
Os01g0931600	PRUPE_5G096600	33.7963	35.4369
Os01g0931600	PRUPE_5G096700	31.9444	33.3333
Os01g0931600	PRUPE_5G096800	33.7963	36.5
Os01g0931700	PRUPE_5G096400	22.561	17.2897
Os01g0931700	PRUPE_5G096500	21.9512	17.0616
Os01g0931700	PRUPE_5G096600	21.9512	17.4757
Os01g0931700	PRUPE_5G096700	22.561	17.8744
Os01g0931700	PRUPE_5G096800	23.1707	19
Os01g0932550	PRUPE_5G134800	68.5185	41.573
Os01g0932600	PRUPE_1G135400	60.2978	55.7979
Os01g0932950	PRUPE_1G137000	40.5405	24.0642
Os01g0932950	PRUPE_6G321200	41.4414	38.0165
Os01g0932950	PRUPE_8G258000	37.8378	36.2069
Os01g0933200	PRUPE_1G137600	19.6429	22.5256
Os01g0933200	PRUPE_6G321400	24.4048	17.7489
Os01g0933200	PRUPE_8G257200	22.619	25.6757
Os01g0933400	PRUPE_4G127500	20.339	3.2967
Os01g0933500	PRUPE_1G461600	51.9685	62.8571
Os01g0933900	PRUPE_8G256900	47.0588	41.2698
Os01g0934000	PRUPE_6G322300	53.8293	60.8911
Os01g0934000	PRUPE_8G256500	59.081	63.3803
Os01g0934200	PRUPE_1G138100	74.7024	75.8308
Os01g0934300	PRUPE_8G255600	40.0404	40.367
Os01g0934350	PRUPE_6G323000	35.1648	22.695
Os01g0934400	PRUPE_6G323000	60	38.2979
Os01g0935000	PRUPE_8G255800	38.0252	30.0166
Os01g0935200	PRUPE_1G138500	47.4576	51.5337
Os01g0935200	PRUPE_8G256000	53.6723	53.9773
Os01g0935400	PRUPE_1G138800	57.377	56.6038
Os01g0935500	PRUPE_5G110400	59.0038	59.6129
Os01g0935600	PRUPE_8G255100	61.9938	24.4172
Os01g0935700	PRUPE_3G301700	86.1842	85.342
Os01g0935800	PRUPE_1G139900	60.4743	40.4762
Os01g0936000	PRUPE_1G140400	43.2	52.9412
Os01g0936000	PRUPE_1G140500	46.4	56.8627
Os01g0936000	PRUPE_8G254200	41.6	50.4854
Os01g0936000	PRUPE_8G254300	40	49.0196
Os01g0936000	PRUPE_8G254500	38.4	45.283
Os01g0936000	PRUPE_8G254600	32.8	38.3178
Os01g0936200	PRUPE_1G140800	58.2474	24.3011
Os01g0936800	PRUPE_1G142800	37.3684	45.0794
Os01g0936800	PRUPE_6G335400	37.1053	37.5
Os01g0938100	PRUPE_8G215000	64.4444	64.4444
Os01g0938200	PRUPE_8G251600	64.5652	68.75
Os01g0938600	PRUPE_7G019800	40.5458	40.8644
Os01g0938900	PRUPE_2G049200	81.1881	80.3922
Os01g0938900	PRUPE_7G020000	80.6931	81.0945
Os01g0939000	PRUPE_1G174200	63.6364	31.4103
Os01g0939100	PRUPE_2G026200	64.3337	64.5192
Os01g0939100	PRUPE_7G054200	65.9636	66.1538
Os01g0939100	PRUPE_7G054300	62.7996	49.3595
Os01g0939100	PRUPE_7G054400	57.814	62.6168
Os01g0939300	PRUPE_1G143500	29.5082	15.9164
Os01g0939300	PRUPE_8G251900	26.5276	18.0711
Os01g0939400	PRUPE_1G279700	0	0
Os01g0939600	PRUPE_2G026500	83.7719	82.1505
Os01g0939600	PRUPE_7G053500	84.4298	81.0526
Os01g0939700	PRUPE_7G053400	67.1233	68.2927
Os01g0940000	PRUPE_2G026700	62.5709	62.5709
Os01g0940000	PRUPE_7G052300	61.8147	60
Os01g0940100	PRUPE_4G256200	68.6274	48.2283
Os01g0940600	PRUPE_2G027100	22.069	23.0216
Os01g0940700	PRUPE_1G121800	53.6364	47.9675
Os01g0940700	PRUPE_4G255400	51.5152	44.0415
Os01g0940700	PRUPE_4G255600	56.3636	53.2951
Os01g0940700	PRUPE_7G051600	49.3939	46.9741
Os01g0940700	PRUPE_7G051700	50	47.1429
Os01g0940700	PRUPE_7G051800	54.2424	52.1866
Os01g0940700	PRUPE_7G051900	36.0606	47.6
Os01g0940700	PRUPE_7G052000	50	47.1429
Os01g0940700	PRUPE_7G052100	53.0303	50.8721
Os01g0940800	PRUPE_1G121800	50.6024	45.5285
Os01g0940800	PRUPE_4G255400	51.8072	44.5596
Os01g0940800	PRUPE_4G255600	52.1084	49.5702
Os01g0940800	PRUPE_7G051600	44.5783	42.6513
Os01g0940800	PRUPE_7G051700	47.8916	45.4286
Os01g0940800	PRUPE_7G051800	48.7952	47.2303
Os01g0940800	PRUPE_7G051900	34.0361	45.2
Os01g0940800	PRUPE_7G052000	47.8916	45.4286
Os01g0940800	PRUPE_7G052100	48.1928	46.5116
Os01g0941200	PRUPE_1G121800	50.5988	45.7995
Os01g0941200	PRUPE_4G255400	50.2994	43.5233
Os01g0941200	PRUPE_4G255600	47.3054	45.2722
Os01g0941200	PRUPE_7G051600	45.2096	43.5159
Os01g0941200	PRUPE_7G051700	49.1018	46.8571
Os01g0941200	PRUPE_7G051800	50.2994	48.9796
Os01g0941200	PRUPE_7G051900	35.9281	48
Os01g0941200	PRUPE_7G052000	49.4012	47.1429
Os01g0941200	PRUPE_7G052100	48.503	47.093
Os01g0941500	PRUPE_1G121800	45.5331	42.8184
Os01g0941500	PRUPE_4G255400	47.2622	42.487
Os01g0941500	PRUPE_4G255600	44.9568	44.6991
Os01g0941500	PRUPE_7G051600	42.0749	42.0749
Os01g0941500	PRUPE_7G051700	43.5159	43.1429
Os01g0941500	PRUPE_7G051800	45.5331	46.0641
Os01g0941500	PRUPE_7G051900	33.1412	46
Os01g0941500	PRUPE_7G052000	43.804	43.4286
Os01g0941500	PRUPE_7G052100	44.9568	45.3488
Os01g0941800	PRUPE_7G050500	60.2094	60.5263
Os01g0942300	PRUPE_1G121800	48.2014	18.1572
Os01g0942300	PRUPE_4G255400	49.6403	17.8756
Os01g0942300	PRUPE_4G255600	47.482	18.9112
Os01g0942300	PRUPE_7G051600	51.0791	20.4611
Os01g0942300	PRUPE_7G051700	50.3597	20
Os01g0942300	PRUPE_7G051800	51.0791	20.6997
Os01g0942300	PRUPE_7G051900	32.3741	18
Os01g0942300	PRUPE_7G052000	50.3597	20
Os01g0942300	PRUPE_7G052100	50.3597	20.3488
Os01g0943950	PRUPE_3G077500	25.6579	9.15493
Os01g0944500	PRUPE_1G121800	51.073	32.2493
Os01g0944500	PRUPE_4G255400	50.2146	30.3109
Os01g0944500	PRUPE_4G255600	52.3605	34.957
Os01g0944500	PRUPE_7G051600	50.2146	33.7176
Os01g0944500	PRUPE_7G051700	51.073	34
Os01g0944500	PRUPE_7G051800	52.7897	35.8601
Os01g0944500	PRUPE_7G051900	43.3476	40.4
Os01g0944500	PRUPE_7G052000	51.073	34
Os01g0944500	PRUPE_7G052100	52.3605	35.4651
Os01g0944700	PRUPE_1G121800	52.6946	47.6965
Os01g0944700	PRUPE_4G255400	50	43.2642
Os01g0944700	PRUPE_4G255600	50	47.851
Os01g0944700	PRUPE_7G051600	46.4072	44.6686
Os01g0944700	PRUPE_7G051700	49.1018	46.8571
Os01g0944700	PRUPE_7G051800	51.7964	50.4373
Os01g0944700	PRUPE_7G051900	35.6287	47.6
Os01g0944700	PRUPE_7G052000	49.1018	46.8571
Os01g0944700	PRUPE_7G052100	50	48.5465
Os01g0944800	PRUPE_1G121800	50.9494	43.6314
Os01g0944800	PRUPE_4G255400	48.4177	39.6373
Os01g0944800	PRUPE_4G255600	50.6329	45.8453
Os01g0944800	PRUPE_7G051600	43.9873	40.0576
Os01g0944800	PRUPE_7G051700	48.1013	43.4286
Os01g0944800	PRUPE_7G051800	49.6835	45.7726
Os01g0944800	PRUPE_7G051900	36.076	45.6
Os01g0944800	PRUPE_7G052000	47.7848	43.1429
Os01g0944800	PRUPE_7G052100	47.7848	43.8953
Os01g0945001	PRUPE_7G052200	46.3415	48.8432
Os01g0945800	PRUPE_7G132900	67.2176	67.2176
Os01g0946100	PRUPE_2G027900	50.8121	51.4085
Os01g0946300	PRUPE_1G420700	39.1304	16.4384
Os01g0946500	PRUPE_1G121800	52.8302	45.5285
Os01g0946500	PRUPE_4G255400	51.5723	42.487
Os01g0946500	PRUPE_4G255600	50.3145	45.8453
Os01g0946500	PRUPE_7G051600	47.1698	43.2277
Os01g0946500	PRUPE_7G051700	49.0566	44.5714
Os01g0946500	PRUPE_7G051800	51.5723	47.8134
Os01g0946500	PRUPE_7G051900	39.3082	50
Os01g0946500	PRUPE_7G052000	49.0566	44.5714
Os01g0946500	PRUPE_7G052100	50	46.2209
Os01g0946700	PRUPE_1G121800	53.1447	45.7995
Os01g0946700	PRUPE_4G255400	53.1447	43.7824
Os01g0946700	PRUPE_4G255600	51.5723	46.9914
Os01g0946700	PRUPE_7G051600	47.1698	43.2277
Os01g0946700	PRUPE_7G051700	49.3711	44.8571
Os01g0946700	PRUPE_7G051800	52.8302	48.9796
Os01g0946700	PRUPE_7G051900	38.9937	49.6
Os01g0946700	PRUPE_7G052000	49.3711	44.8571
Os01g0946700	PRUPE_7G052100	50.6289	46.8023
Os01g0947000	PRUPE_1G121800	25.1582	43.0894
Os01g0947000	PRUPE_4G255400	25.6329	41.9689
Os01g0947000	PRUPE_4G255600	25.7911	46.7049
Os01g0947000	PRUPE_7G051600	23.2595	42.3631
Os01g0947000	PRUPE_7G051700	24.3671	44
Os01g0947000	PRUPE_7G051800	25.4747	46.9388
Os01g0947000	PRUPE_7G051900	19.3038	48.8
Os01g0947000	PRUPE_7G052000	24.3671	44
Os01g0947000	PRUPE_7G052100	25.3165	46.5116
Os01g0947700	PRUPE_3G175600	16.4384	5.51302
Os01g0947700	PRUPE_3G176100	15.9817	5.06512
Os01g0948100	PRUPE_2G028500	45.4545	44.4444
Os01g0948100	PRUPE_2G032400	18.7879	41.196
Os01g0948100	PRUPE_2G099800	7.57576	28.5714
Os01g0948100	PRUPE_7G020900	37.4242	50.7187
Os01g0948200	PRUPE_2G028700	52.2624	50.1085
Os01g0948200	PRUPE_4G258200	55.6561	52.2293
Os01g0948300	PRUPE_7G046200	60.4743	61.9433
Os01g0948400	PRUPE_7G045400	54.0351	54.417
Os01g0948400	PRUPE_7G045500	63.8596	65.942
Os01g0948500	PRUPE_2G030600	54.3155	44.0821
Os01g0949060	PRUPE_4G108900	28.1013	25.9346
Os01g0949300	PRUPE_7G047300	42.1569	37.5546
Os01g0949400	PRUPE_4G258500	56.8106	51.9757
Os01g0950800	PRUPE_2G029400	33.3333	31.6742
Os01g0950866	PRUPE_4G218800	75	62.6712
Os01g0950900	PRUPE_2G030700	56.776	54.7455
Os01g0951000	PRUPE_2G034300	55.1237	21.4286
Os01g0951100	PRUPE_2G032700	57.4803	55.7252
Os01g0951200	PRUPE_2G032600	72.1174	71.3693
Os01g0951400	PRUPE_2G032600	66.9474	65.9751
Os01g0951500	PRUPE_4G243600	30.0366	43.9678
Os01g0951800	PRUPE_4G258900	63.8037	61.1765
Os01g0951800	PRUPE_7G043800	60.7362	59.6386
Os01g0952000	PRUPE_3G000600	60.0897	60.3604
Os01g0952000	PRUPE_6G302700	56.9507	58.5253
Os01g0952100	PRUPE_3G000600	48.5106	51.3514
Os01g0952100	PRUPE_6G302700	48.9362	52.9954
Os01g0952200	PRUPE_2G034500	56.5485	53.6158
Os01g0952300	PRUPE_2G034600	64.1295	67.5576
Os01g0952300	PRUPE_4G268000	71.916	74.1877
Os01g0952500	PRUPE_1G494200	45.6897	38.5455
Os01g0952600	PRUPE_2G035600	59.1764	61.603
Os01g0952600	PRUPE_2G035800	62.3098	62.6463
Os01g0952700	PRUPE_2G036100	61.2281	60.9075
Os01g0952800	PRUPE_1G213700	16.5992	33.3333
Os01g0952800	PRUPE_7G039800	34.8178	35.5372
Os01g0952800	PRUPE_7G039900	32.7935	33.3333
Os01g0952800	PRUPE_7G040100	34.413	34.2742
Os01g0952800	PRUPE_7G040300	26.7206	28.6957
Os01g0952800	PRUPE_7G040500	19.0283	25.4054
Os01g0952900	PRUPE_4G267600	38.5321	39.8104
Os01g0953400	PRUPE_3G175600	29.1667	26.7994
Os01g0953400	PRUPE_3G176100	29	25.1809
Os01g0953500	PRUPE_4G267000	42.8212	37.1991
Os01g0953600	PRUPE_2G038000	63.4518	53.1915
Os01g0953600	PRUPE_2G038100	66.4975	66.1616
Os01g0953600	PRUPE_2G038200	66.4975	66.1616
Os01g0953600	PRUPE_2G038400	65.9898	65.6566
Os01g0953801	PRUPE_4G266900	36.6038	30.8917
Os01g0954000	PRUPE_2G038000	58.1281	50.2128
Os01g0954000	PRUPE_2G038100	62.069	63.6364
Os01g0954000	PRUPE_2G038200	63.0542	64.6465
Os01g0954000	PRUPE_2G038400	63.0542	64.6465
Os01g0954400	PRUPE_4G267100	50	57.1429
Os01g0954500	PRUPE_4G267200	53.5294	42.8235
Os01g0954900	PRUPE_2G038800	51.6854	52.8736
Os01g0955000	PRUPE_4G266000	66.9231	67.1815
Os01g0955600	PRUPE_7G038600	26.5957	27.3224
Os01g0955700	PRUPE_4G263900	59.6811	58.0931
