Gene stable ID	Corchorus capsularis gene stable ID	%id. target Corchorus capsularis gene identical to query gene	%id. query gene identical to target Corchorus capsularis gene
Os02g0797400	CCACVL1_23225	20.439	30.5328
Os02g0797400	CCACVL1_23230	11.9342	44.3878
Os02g0797400	CCACVL1_23241	24.1427	52.2255
Os02g0797500	CCACVL1_23386	80.3493	79.3103
Os02g0797700	CCACVL1_29273	79.8496	38.01
Os02g0798100	CCACVL1_25577	61.6438	60.2679
Os02g0798600	CCACVL1_29297	35.5	26.6417
Os02g0798700	CCACVL1_23373	44.6746	47.7093
Os02g0798800	CCACVL1_11113	35.2313	25.7812
Os02g0798900	CCACVL1_11113	28.5024	15.3646
Os02g0799000	CCACVL1_29303	62.1469	58.8235
Os02g0799100	CCACVL1_11715	16.6333	29.6429
Os02g0799100	CCACVL1_21433	17.2345	25.8258
Os02g0799300	CCACVL1_21567	55.8608	55.6569
Os02g0799300	CCACVL1_23368	55.8608	53.8869
Os02g0800000	CCACVL1_27791	65.1007	67.6744
Os02g0800100	CCACVL1_13161	55.3191	56.1151
Os02g0800500	CCACVL1_07572	12.5	4.53401
Os02g0801200	CCACVL1_13161	50	38.8489
Os02g0801300	CCACVL1_07572	12.5	4.53401
Os02g0802200	CCACVL1_17404	60.9981	60.1093
Os02g0802400	CCACVL1_27795	66.2857	37.1795
Os02g0802700	CCACVL1_17418	63.7931	42.5287
Os02g0803200	CCACVL1_04485	35.5705	35.022
Os02g0803250	CCACVL1_04776	4.57746	53.0612
Os02g0803250	CCACVL1_17439	54.5775	39.7436
Os02g0803300	CCACVL1_12523	63.9719	66.6667
Os02g0803600	CCACVL1_12532	57.0796	62.3188
Os02g0803600	CCACVL1_23349	69.9115	71.8182
Os02g0803700	CCACVL1_09496	82.5175	45.2107
Os02g0803900	CCACVL1_20067	26.1411	32.7273
Os02g0803900	CCACVL1_20663	31.3278	29.901
Os02g0803900	CCACVL1_20664	20.5394	29.8193
Os02g0803900	CCACVL1_26648	28.2158	39.7661
Os02g0803900	CCACVL1_26649	35.6846	36.1345
Os02g0803900	CCACVL1_30250	35.4772	35.1129
Os02g0804100	CCACVL1_18587	98.3871	98.3871
Os02g0804100	CCACVL1_20580	98.3871	98.3871
Os02g0804300	CCACVL1_24218	69.4915	70.4467
Os02g0804400	CCACVL1_27837	36.8852	32.3741
Os02g0804500	CCACVL1_27844	64.8871	63.3267
Os02g0804600	CCACVL1_11350	50.6048	53.2909
Os02g0804900	CCACVL1_26914	79.2593	86.6397
Os02g0805000	CCACVL1_14608	78.1186	43.7572
Os02g0805100	CCACVL1_23338	31.3187	26.3889
Os02g0805200	CCACVL1_25553	5.70342	68.1818
Os02g0805250	CCACVL1_14031	32.8571	27.6276
Os02g0805250	CCACVL1_26395	32.1429	30.5085
Os02g0805400	CCACVL1_08066	42.6966	11.4458
Os02g0805400	CCACVL1_15617	46.0674	11.9883
Os02g0805500	CCACVL1_12990	55.3459	62.4113
Os02g0805500	CCACVL1_15602	56.8134	68.9567
Os02g0805600	CCACVL1_15592	69.5122	69.9387
Os02g0805600	CCACVL1_15593	71.3415	72
Os02g0805700	CCACVL1_29344	37.5	42.1875
Os02g0805800	CCACVL1_18165	43.8085	37.5223
Os02g0805900	CCACVL1_09288	65.9443	66.3551
Os02g0806000	CCACVL1_03716	51.6605	49.1228
Os02g0806400	CCACVL1_20523	11.4187	3.64238
Os02g0806500	CCACVL1_20528	73.9224	73.5263
Os02g0806600	CCACVL1_08565	44.127	46.6965
Os02g0806700	CCACVL1_09467	59.8894	59.8894
Os02g0806700	CCACVL1_20536	60.0277	30.4348
Os02g0806900	CCACVL1_15935	70.2703	69.9793
Os02g0807000	CCACVL1_01490	51.9031	55.3506
Os02g0807000	CCACVL1_17963	50.173	52.7273
Os02g0807100	CCACVL1_26604	34.5161	17.2026
Os02g0807200	CCACVL1_01592	35.1765	19.8803
Os02g0807800	CCACVL1_06929	28.7037	24.5475
Os02g0807800	CCACVL1_11439	30.8201	22.1694
Os02g0808100	CCACVL1_01592	47.5225	14.0293
Os02g0809100	CCACVL1_28925	4.14313	4.77223
Os02g0809500	CCACVL1_10812	52.3973	58.6207
Os02g0809800	CCACVL1_05464	54.3558	56.7222
Os02g0809900	CCACVL1_05466	60.6557	20.3074
Os02g0810100	CCACVL1_10813	69.9842	67.5305
Os02g0810200	CCACVL1_05468	27.1845	6.49652
Os02g0810300	CCACVL1_02590	73.6301	71.9064
Os02g0810450	CCACVL1_10814	59.8909	58.9262
Os02g0810500	CCACVL1_02602	59.719	41.3961
Os02g0811000	CCACVL1_02581	52.8226	66.8367
Os02g0811000	CCACVL1_17955	50	57.4074
Os02g0811000	CCACVL1_19695	51.6129	61.5385
Os02g0811200	CCACVL1_01592	39.3979	20.0133
Os02g0812400	CCACVL1_25614	58.3333	58.2537
Os02g0812500	CCACVL1_24445	35.241	37.2611
Os02g0812600	CCACVL1_24445	10.7456	15.6051
Os02g0813000	CCACVL1_24445	35.6522	26.1146
Os02g0813083	CCACVL1_24445	38.5965	14.0127
Os02g0813166	CCACVL1_24445	35.8779	29.9363
Os02g0813350	CCACVL1_24445	39.0572	36.9427
Os02g0813500	CCACVL1_06646	76.0081	76.0081
Os02g0813600	CCACVL1_07593	45.7883	48.7356
Os02g0813600	CCACVL1_07594	46.0043	46.9163
Os02g0813600	CCACVL1_07596	45.1404	46.3415
Os02g0813600	CCACVL1_20407	49.46	49.1416
Os02g0813600	CCACVL1_25311	45.5724	48.7298
Os02g0813600	CCACVL1_25313	46.0043	49.42
Os02g0813800	CCACVL1_06656	64.4638	67.3177
Os02g0814000	CCACVL1_04534	56.3492	50
Os02g0814100	CCACVL1_00633	49.4382	23.3422
Os02g0814100	CCACVL1_04847	1.68539	1.16279
Os02g0814600	CCACVL1_21601	27.1523	28.341
Os02g0814700	CCACVL1_04468	91.4474	99.2857
Os02g0814800	CCACVL1_21597	42.0792	48.433
Os02g0814900	CCACVL1_11222	43.6441	44.0171
Os02g0815000	CCACVL1_28062	59.5745	88.4211
Os02g0815100	CCACVL1_09566	22.807	14.1304
Os02g0815100	CCACVL1_10795	25.614	20.9169
Os02g0815200	CCACVL1_09563	51.5823	54.8822
Os02g0815300	CCACVL1_26262	29.3478	32.1429
Os02g0815400	CCACVL1_10761	49.5114	28.1481
Os02g0815500	CCACVL1_30920	89.7638	90.2375
Os02g0815600	CCACVL1_13269	48.5232	50
Os02g0815900	CCACVL1_07353	49.797	56.7901
Os02g0816000	CCACVL1_07355	63.6637	62.7838
Os02g0816200	CCACVL1_10750	33.6043	34.1598
Os02g0816200	CCACVL1_10751	38.4824	67.2986
Os02g0816200	CCACVL1_10754	63.4146	63.4146
Os02g0816300	CCACVL1_03868	39.5904	31.1828
Os02g0816300	CCACVL1_06170	44.5392	36.2248
Os02g0816400	CCACVL1_00174	29.9786	29.5359
Os02g0816600	CCACVL1_28908	73.5395	27.2611
Os02g0816800	CCACVL1_07572	73.0392	75.063
Os02g0816900	CCACVL1_19545	68.2427	58.7916
Os02g0817200	CCACVL1_23461	75.7333	75.5319
Os02g0817500	CCACVL1_28934	86.8902	86.8902
Os02g0817600	CCACVL1_04319	43.7722	40.4605
Os02g0817600	CCACVL1_09567	43.7722	38.8013
Os02g0817700	CCACVL1_03562	73.8839	74.7178
Os02g0817800	CCACVL1_25149	33.9652	31.25
Os02g0817900	CCACVL1_06708	65.7854	67.7885
Os02g0818700	CCACVL1_20789	56.3291	58.7459
Os02g0819000	CCACVL1_17817	38.5621	16.5266
Os02g0819300	CCACVL1_07313	41.0326	24.7136
Os02g0819400	CCACVL1_20559	57.8102	57.4746
Os02g0819500	CCACVL1_20554	55.3333	46.8927
Os02g0819600	CCACVL1_04759	53.63	66.5698
Os02g0819600	CCACVL1_17793	62.5293	36.228
Os02g0819700	CCACVL1_05310	51.5957	50.2591
Os02g0819900	CCACVL1_05309	17.6887	54.7445
Os02g0819900	CCACVL1_20550	37.2642	35.1111
Os02g0820500	CCACVL1_14377	50.9259	50.4587
Os02g0820600	CCACVL1_17990	55.9322	56.6176
Os02g0820700	CCACVL1_14381	78.6885	78.6885
Os02g0820700	CCACVL1_27563	60.6557	56.0606
Os02g0820800	CCACVL1_27564	68.0451	64.1844
Os02g0820900	CCACVL1_17993	44.4976	48.7549
Os02g0820900	CCACVL1_27566	45.6938	50.2632
Os02g0821200	CCACVL1_18615	71.7391	45.5172
Os02g0821400	CCACVL1_14100	46.1864	49.7717
Os02g0821800	CCACVL1_05919	88.5714	70.4545
Os02g0821800	CCACVL1_07224	82.449	81.1245
Os02g0821900	CCACVL1_14110	28.5223	25.8567
Os02g0822000	CCACVL1_13590	43.6916	40.919
Os02g0822000	CCACVL1_19963	44.8598	39.6694
Os02g0822300	CCACVL1_09163	63.0682	61.6667
Os02g0822400	CCACVL1_08171	29.7468	31.9185
Os02g0822400	CCACVL1_08173	21.2025	34.4473
Os02g0822500	CCACVL1_12179	32.8883	61.8721
Os02g0822600	CCACVL1_10838	64.1711	62.5
Os02g0822600	CCACVL1_22732	17.6471	55.9322
Os02g0822600	CCACVL1_30506	13.9037	23.2143
Os02g0822800	CCACVL1_09159	51.4451	53.0815
Os02g0822900	CCACVL1_14119	26.2125	27.9901
Os02g0822900	CCACVL1_14120	31.9861	17.6546
Os02g0822900	CCACVL1_19973	27.7136	29.4118
Os02g0823000	CCACVL1_13596	72.1101	72.1101
Os02g0823100	CCACVL1_06770	85.4167	85.1211
Os02g0823100	CCACVL1_14115	84.0278	84.6154
Os02g0823200	CCACVL1_13585	55	57.3913
Os02g0823300	CCACVL1_09167	43.5013	37.0621
Os02g0823300	CCACVL1_25547	28.5146	25.7794
Os02g0823400	CCACVL1_12154	41.9178	58.8462
Os02g0823700	CCACVL1_11706	14.6789	45.7143
Os02g0823700	CCACVL1_12210	56.5749	62.9252
Os02g0823800	CCACVL1_10843	10.2253	36.646
Os02g0823800	CCACVL1_10844	15.078	28.6656
Os02g0823900	CCACVL1_12184	29.6512	29.0598
Os02g0824000	CCACVL1_08193	41.4791	40.566
Os02g0824100	CCACVL1_05614	25.9887	52.0755
Os02g0824300	CCACVL1_13620	34.0102	39.881
Os02g0824300	CCACVL1_14147	37.5635	44.5783
Os02g0824400	CCACVL1_14145	68.3544	65.8537
Os02g0824700	CCACVL1_20068	42.3077	78.5714
Os02g0824700	CCACVL1_27291	86.9231	66.4706
Os02g0826100	CCACVL1_13650	56.7201	25.7415
Os02g0826200	CCACVL1_14243	66.5615	66.1442
Os02g0826500	CCACVL1_13398	79.6243	76.9553
Os02g0826600	CCACVL1_13033	60.7509	64.7273
Os02g0826700	CCACVL1_13033	0	0
Os02g0827100	CCACVL1_27031	87.5	12.1528
Os02g0827200	CCACVL1_06599	65.5052	21.9883
Os02g0827300	CCACVL1_15634	69.5876	71.0526
Os02g0827300	CCACVL1_19048	17.8694	45.0216
Os02g0827400	CCACVL1_24658	51.5924	25.3918
Os02g0827500	CCACVL1_11506	38.6473	31.3316
Os02g0827900	CCACVL1_08336	29.8276	52.4242
Os02g0827900	CCACVL1_09287	16.7241	49.2386
Os02g0828100	CCACVL1_04294	58.3099	51.75
Os02g0828200	CCACVL1_04293	61.0979	59.9532
Os02g0828500	CCACVL1_04293	54.3478	52.6932
Os02g0828566	CCACVL1_01723	60.5932	54.1667
Os02g0828900	CCACVL1_14580	2.41206	32.4324
Os02g0829100	CCACVL1_09380	32.6165	32.7338
Os02g0829100	CCACVL1_09801	34.767	34.3972
Os02g0829200	CCACVL1_00049	40.8537	60.5422
Os02g0829200	CCACVL1_16131	20.935	48.5849
Os02g0829400	CCACVL1_23918	46.8493	45.8445
Os02g0829500	CCACVL1_25076	56.135	50.9749
Os02g0829500	CCACVL1_25083	55.8282	37.1429
Os02g0829600	CCACVL1_23927	55.364	50.1736
Os02g0829800	CCACVL1_07839	36.1702	38.7342
Os02g0829900	CCACVL1_26624	77.907	78.8235
Os02g0830100	CCACVL1_26625	71.1688	77.7305
Os02g0830801	CCACVL1_14547	77.4522	28.2922
Os02g0830900	CCACVL1_14547	64.8936	11.3541
Os02g0831200	CCACVL1_25900	37.9421	41.9929
Os02g0831300	CCACVL1_09272	67.8295	63.0631
Os02g0831400	CCACVL1_04943	46.2687	28.1818
Os02g0831500	CCACVL1_24596	65.9574	66.9868
Os02g0831500	CCACVL1_30752	63.8298	67.2478
Os02g0831600	CCACVL1_03091	74.184	70.688
Os02g0831700	CCACVL1_20597	52.1739	55.3846
Os02g0831800	CCACVL1_03970	52.1164	20.4357
Os02g0832200	CCACVL1_04860	19.4595	29.0323
Os02g0832400	CCACVL1_19656	74.9203	36.0798
Os02g0832500	CCACVL1_19656	78.135	12.436
Os02g0832600	CCACVL1_02745	45.0142	30.4432
Os02g0832700	CCACVL1_22537	61.2319	37.0614
Os02g0832800	CCACVL1_24546	61.3122	69.6658
Os02g0833300	CCACVL1_00184	51.9901	50.2404
Os02g0833400	CCACVL1_02612	59.2262	66.113
Os02g0833500	CCACVL1_19298	28.0723	29.7573
Os02g0833500	CCACVL1_23109	26.6265	18.5714
Os02g0833900	CCACVL1_03900	40.4908	51.5625
Os02g0834300	CCACVL1_19339	41.7391	43.0493
Os02g0834700	CCACVL1_16755	64.3454	65.812
Os02g0834700	CCACVL1_22321	13.9276	44.6429
Os03g0100010	CCACVL1_21101	17.4041	12.854
Os03g0100020	CCACVL1_01569	35.0365	39.6694
Os03g0100020	CCACVL1_01570	15.6934	28.6667
Os03g0100030	CCACVL1_15116	63.4211	66.0274
Os03g0100050	CCACVL1_15173	34.2466	18.4502
Os03g0100200	CCACVL1_05821	47.2906	45.283
Os03g0100300	CCACVL1_04929	19.3353	44.1379
Os03g0100300	CCACVL1_05268	53.4743	51.6035
Os03g0100300	CCACVL1_19360	9.66767	34.7826
Os03g0100300	CCACVL1_19361	35.3474	56.25
Os03g0100400	CCACVL1_05267	58.593	59.6725
Os03g0100500	CCACVL1_05010	61.8182	7.64474
Os03g0100800	CCACVL1_24747	48.6598	82.3735
Os03g0100900	CCACVL1_24745	57.9592	63.964
Os03g0101100	CCACVL1_24738	62.9393	54.8747
Os03g0101200	CCACVL1_05766	44.3137	31.7416
Os03g0101500	CCACVL1_19424	47.1042	28.6385
Os03g0101600	CCACVL1_05756	71.3043	61.9647
Os03g0101600	CCACVL1_05757	66.087	59.8425
Os03g0101800	CCACVL1_05721	59.144	40.8602
Os03g0101800	CCACVL1_19438	19.0661	62.0253
Os03g0102300	CCACVL1_19452	39.0909	3.58035
Os03g0102333	CCACVL1_19452	46.7033	7.07744
Os03g0102366	CCACVL1_19452	55.0971	9.45046
Os03g0102400	CCACVL1_05727	52.9046	60.2837
Os03g0103100	CCACVL1_23348	45.6522	46.3235
Os03g0103200	CCACVL1_23348	42.5532	44.1176
Os03g0103300	CCACVL1_23348	36.413	49.2647
Os03g0103400	CCACVL1_14320	31.4346	24.9581
Os03g0103400	CCACVL1_24674	33.9662	21.4096
Os03g0103950	CCACVL1_14912	26.7584	9.52122
Os03g0103950	CCACVL1_27691	27.37	9.98884
Os03g0103950	CCACVL1_29251	0.611621	8
Os03g0105600	CCACVL1_02408	95.9732	96.4045
Os03g0105600	CCACVL1_09820	95.9732	96.1883
Os03g0105700	CCACVL1_04793	16.1074	23.7624
Os03g0105800	CCACVL1_13610	31.0345	28.1633
Os03g0106000	CCACVL1_14139	58.7786	54.7393
Os03g0106200	CCACVL1_13600	16.3823	17.2869
Os03g0106200	CCACVL1_18513	22.8669	21.0692
Os03g0106300	CCACVL1_14125	25.6098	33.1579
Os03g0106400	CCACVL1_26577	70.8642	68.6603
Os03g0106400	CCACVL1_30169	52.5926	28.3622
Os03g0107000	CCACVL1_19970	74.1667	49.5822
Os03g0107100	CCACVL1_11858	29.1169	19.3344
Os03g0107300	CCACVL1_19964	41.1017	70.5455
Os03g0107400	CCACVL1_09164	12.8421	20.132
Os03g0107400	CCACVL1_09168	41.6842	24.3243
Os03g0107400	CCACVL1_12157	31.2632	25.2981
Os03g0107400	CCACVL1_28777	8	33.4802
Os03g0107600	CCACVL1_27046	45.2756	55.8252
Os03g0107900	CCACVL1_11708	53.8642	50.6608
Os03g0108000	CCACVL1_12206	57.6923	41.8994
Os03g0108200	CCACVL1_12208	18.6312	6.5073
Os03g0108200	CCACVL1_12209	1.90114	1.63934
Os03g0108300	CCACVL1_11706	18.3871	54.2857
Os03g0108300	CCACVL1_12210	58.0645	61.2245
Os03g0108400	CCACVL1_11705	71.8615	78.3019
Os03g0108400	CCACVL1_21483	67.0996	60.3113
Os03g0108500	CCACVL1_04573	56	55.2632
Os03g0108500	CCACVL1_12726	44.3333	44.6309
Os03g0108500	CCACVL1_14287	52	53.7931
Os03g0108600	CCACVL1_29742	47.1139	30.7223
Os03g0108700	CCACVL1_21999	24.2604	34.4538
Os03g0109400	CCACVL1_20516	73.8975	73.4597
Os03g0109700	CCACVL1_16982	60	61.2426
Os03g0109700	CCACVL1_19642	61.4493	63.4731
Os03g0110300	CCACVL1_06849	31.3953	35.0649
Os03g0110400	CCACVL1_29853	64.8903	68.8852
Os03g0110800	CCACVL1_25016	50.7538	48.4026
Os03g0110900	CCACVL1_11583	28.3737	41.4141
Os03g0110900	CCACVL1_27108	24.2215	33.8164
Os03g0111100	CCACVL1_25063	56.6787	39.1034
Os03g0111200	CCACVL1_05148	59.4286	50.4854
Os03g0111200	CCACVL1_13648	49.1429	46.9945
Os03g0111300	CCACVL1_13085	37.5	37.1134
Os03g0111300	CCACVL1_25771	28.125	28.4211
Os03g0111400	CCACVL1_05156	36.1905	66.6667
Os03g0111800	CCACVL1_22058	45.2292	43.7818
Os03g0112101	CCACVL1_01774	69.2308	27.6074
Os03g0112101	CCACVL1_23226	75.3846	23.1496
Os03g0112101	CCACVL1_23238	57.4359	38.2906
Os03g0112101	CCACVL1_25502	92.0513	35.2999
Os03g0112101	CCACVL1_27599	83.8462	38.3803
Os03g0112600	CCACVL1_16767	38.9873	9.03226
Os03g0112800	CCACVL1_09006	48.4115	32.6864
Os03g0112800	CCACVL1_26081	62.0272	61.1028
Os03g0113000	CCACVL1_05540	40.5248	29.0188
Os03g0113100	CCACVL1_15283	53.7906	50
Os03g0113100	CCACVL1_28264	20.2166	54.3689
Os03g0113700	CCACVL1_17163	85.0592	23.7898
Os03g0113800	CCACVL1_13357	64.9378	59.619
Os03g0113900	CCACVL1_01690	27.4112	27.4112
Os03g0113900	CCACVL1_07027	31.9797	24.7059
Os03g0114000	CCACVL1_26640	60.9105	36.194
Os03g0114000	CCACVL1_30241	56.044	34.6939
Os03g0114200	CCACVL1_20997	64.6707	60.6742
Os03g0114300	CCACVL1_00223	15.3846	63.6871
Os03g0114300	CCACVL1_02510	2.5641	82.6087
Os03g0114300	CCACVL1_09313	7.55735	70
Os03g0114300	CCACVL1_09314	7.69231	41.0072
Os03g0114300	CCACVL1_09319	7.28745	56.8421
Os03g0114300	CCACVL1_13360	60.8637	50.6742
Os03g0114300	CCACVL1_16810	24.2915	49.3151
Os03g0114300	CCACVL1_19070	30.7692	69.0909
Os03g0114300	CCACVL1_19073	30.7692	68.8822
Os03g0114400	CCACVL1_08693	43.5946	47.5992
Os03g0114400	CCACVL1_21913	41.109	44.9791
Os03g0114800	CCACVL1_08689	81.1816	80.6522
Os03g0114800	CCACVL1_13368	78.1182	53.8462
Os03g0114900	CCACVL1_18705	61.8557	64.1711
Os03g0114900	CCACVL1_27267	56.701	59.1398
Os03g0115100	CCACVL1_21925	64.0858	64.4465
Os03g0115200	CCACVL1_11164	75.3304	79.9065
Os03g0115300	CCACVL1_19301	49.5918	53.8803
Os03g0115400	CCACVL1_08673	43.0295	44.0934
Os03g0115400	CCACVL1_13383	39.8123	40.3533
Os03g0115400	CCACVL1_21930	47.4531	46.9496
Os03g0115500	CCACVL1_21931	54.6341	59.893
Os03g0115700	CCACVL1_13385	70.1807	68.7316
Os03g0116000	CCACVL1_13453	40.4306	48.5632
Os03g0116000	CCACVL1_21873	39.7129	40.4878
Os03g0116400	CCACVL1_09862	57.8462	63.5135
Os03g0116400	CCACVL1_13673	58.4615	60.3175
Os03g0116500	CCACVL1_14229	70.9751	69.0949
Os03g0116700	CCACVL1_09869	58.9226	61.8375
Os03g0116700	CCACVL1_13683	56.9024	57.483
Os03g0116700	CCACVL1_14224	59.2593	60.8997
Os03g0116800	CCACVL1_09870	41.1616	44.0541
Os03g0116800	CCACVL1_14223	41.1616	43.5829
Os03g0116900	CCACVL1_14221	65.3641	65.7143
Os03g0117000	CCACVL1_09873	43.9252	31.3333
Os03g0117300	CCACVL1_05088	36.859	55.8252
Os03g0117300	CCACVL1_14216	39.1026	57.277
Os03g0117800	CCACVL1_14215	68.1287	70.8207
Os03g0117900	CCACVL1_00558	44.5	31.0105
Os03g0117900	CCACVL1_04611	44	49.7175
Os03g0118200	CCACVL1_13685	74.7851	34.893
Os03g0118200	CCACVL1_14202	80.2292	78.4314
Os03g0118600	CCACVL1_09873	60.597	67.6667
Os03g0118700	CCACVL1_13692	8.9141	20.2952
Os03g0118800	CCACVL1_07727	78.6177	78.2796
Os03g0118800	CCACVL1_09894	73.6501	73.6501
Os03g0118900	CCACVL1_14348	42.1166	38.8446
Os03g0119000	CCACVL1_09898	53.5156	60.0877
Os03g0119100	CCACVL1_14191	65.8683	25.9067
Os03g0119300	CCACVL1_07689	48.0106	48.7871
Os03g0119500	CCACVL1_02744	71.616	71.5034
Os03g0119700	CCACVL1_26950	31.1927	27.6423
Os03g0119966	CCACVL1_03150	45.6923	44.7289
Os03g0120000	CCACVL1_02000	0.704225	1.63934
Os03g0120100	CCACVL1_03279	69.7059	66.0167
Os03g0120100	CCACVL1_03281	52.9412	66.6667
Os03g0120100	CCACVL1_08721	67.3529	64.8725
Os03g0120100	CCACVL1_10065	66.1765	61.6438
Os03g0120300	CCACVL1_07822	74.3772	36.0345
Os03g0121200	CCACVL1_05566	51.6616	12.7898
Os03g0121300	CCACVL1_05566	52.1739	12.5654
Os03g0121700	CCACVL1_05568	58.8235	59.0909
Os03g0121700	CCACVL1_06556	33.9367	36.4078
Os03g0121800	CCACVL1_21972	73.6591	71.0553
Os03g0122000	CCACVL1_01634	34.2025	36.8595
Os03g0122100	CCACVL1_00274	36.0129	28.9406
Os03g0122200	CCACVL1_13312	67.1111	66.5198
Os03g0123100	CCACVL1_26412	93.75	93.75
Os03g0123300	CCACVL1_07709	65.9656	70.4082
Os03g0123500	CCACVL1_07713	71.6561	27.1739
Os03g0123600	CCACVL1_13580	74.4526	76.1194
Os03g0124000	CCACVL1_13573	27.9188	31.5488
Os03g0124100	CCACVL1_14090	50	51.9507
Os03g0124200	CCACVL1_19980	43.5142	44.6191
Os03g0124300	CCACVL1_14091	30.0429	40.9357
Os03g0124900	CCACVL1_09342	56.1135	54.6809
Os03g0124900	CCACVL1_13568	57.6419	56.531
Os03g0124900	CCACVL1_21775	59.1703	57.6596
Os03g0125000	CCACVL1_21785	53.7634	56.6038
Os03g0125100	CCACVL1_19986	61.0526	60.8392
Os03g0125300	CCACVL1_13556	52.8646	55.0135
Os03g0125400	CCACVL1_21784	62.0787	61.2188
Os03g0125600	CCACVL1_09343	39.2453	27.1186
Os03g0125600	CCACVL1_21781	61.1321	66.3934
Os03g0125800	CCACVL1_09353	57.3359	48.1361
Os03g0126000	CCACVL1_24491	61.0127	33.9437
Os03g0126100	CCACVL1_21789	64.2369	43.7209
Os03g0126300	CCACVL1_29215	43.2836	45.8861
Os03g0126450	CCACVL1_05009	9.79228	14.9321
Os03g0126450	CCACVL1_11933	11.276	30.1587
Os03g0126800	CCACVL1_21948	57.113	66.7482
Os03g0126800	CCACVL1_21949	56.0669	64.891
Os03g0127000	CCACVL1_25685	39.3258	56.4516
Os03g0127500	CCACVL1_09022	49.061	36.4747
Os03g0127500	CCACVL1_16746	49.7653	35.8108
Os03g0127600	CCACVL1_14264	42.3077	41.5556
Os03g0127700	CCACVL1_04599	54.8822	41.7235
Os03g0127900	CCACVL1_09928	28.3105	14.3852
Os03g0127900	CCACVL1_09929	52.968	77.8523
Os03g0128000	CCACVL1_14260	46.1347	43.7352
Os03g0128100	CCACVL1_19656	79.393	25.435
Os03g0128200	CCACVL1_19656	76.6234	21.1361
Os03g0128300	CCACVL1_22530	30.8642	32.6797
Os03g0128500	CCACVL1_22529	72.2611	70.9382
Os03g0128700	CCACVL1_03973	54.059	63.1466
Os03g0128800	CCACVL1_03975	25.9259	32.6667
Os03g0128800	CCACVL1_04296	19.3122	38.8298
Os03g0128800	CCACVL1_17892	32.5397	36.3905
Os03g0128800	CCACVL1_25816	19.0476	38.0952
Os03g0129000	CCACVL1_12310	42.2018	37.247
Os03g0129100	CCACVL1_03389	57.2973	55.8875
Os03g0129200	CCACVL1_27091	70.6818	33.262
Os03g0129300	CCACVL1_03392	84.9099	83.4071
Os03g0129800	CCACVL1_23890	41.452	42.9612
Os03g0129900	CCACVL1_23886	46.9388	70.4082
Os03g0130100	CCACVL1_24595	62.9758	61.9048
Os03g0130400	CCACVL1_17682	66.8942	68.0556
Os03g0130400	CCACVL1_19504	61.7747	56.5625
Os03g0130500	CCACVL1_11409	42.2285	44.2591
Os03g0130500	CCACVL1_27087	30.0562	43.2615
Os03g0130700	CCACVL1_27079	30.1064	32.7168
Os03g0130750	CCACVL1_21572	54.7945	35.2423
Os03g0130800	CCACVL1_02489	19.5477	27.6888
Os03g0130800	CCACVL1_11415	30.8562	27.4032
Os03g0130900	CCACVL1_11421	51.9685	52.8
Os03g0131100	CCACVL1_13259	39.5966	39.9786
Os03g0131100	CCACVL1_30423	40.552	40.7684
Os03g0131300	CCACVL1_13256	56.9288	57.2505
Os03g0131300	CCACVL1_27066	59.7378	56.8627
Os03g0131400	CCACVL1_27064	40.3226	19.7195
Os03g0131500	CCACVL1_21439	50.2688	50.4043
Os03g0131900	CCACVL1_13228	47.4227	44.1247
Os03g0132000	CCACVL1_02629	57.0652	63.3803
Os03g0132000	CCACVL1_02630	47.4638	53.144
Os03g0132200	CCACVL1_13239	50.8961	54.8263
Os03g0132300	CCACVL1_09045	47.5694	46.9178
Os03g0132300	CCACVL1_16725	31.9444	33.8235
Os03g0132800	CCACVL1_02623	75.1412	76.5835
Os03g0132900	CCACVL1_26958	58.9844	25.5068
Os03g0132900	CCACVL1_27055	38.2812	41.8803
Os03g0132900	CCACVL1_27056	58.5938	41.2088
Os03g0133100	CCACVL1_02619	45.2174	53.6082
Os03g0133300	CCACVL1_02614	82.5215	65.7534
Os03g0133400	CCACVL1_01660	35.3933	35.7955
Os03g0133500	CCACVL1_02129	59.2727	55.0676
Os03g0133500	CCACVL1_04509	62.7273	62.1622
Os03g0133800	CCACVL1_02129	51.3302	55.4054
Os03g0133800	CCACVL1_04509	54.9296	63.2432
Os03g0133900	CCACVL1_00550	57.0621	65.798
Os03g0134300	CCACVL1_16276	59.4059	63.8298
Os03g0134300	CCACVL1_18850	55.198	62.117
Os03g0134500	CCACVL1_13350	49.543	54.7475
Os03g0134500	CCACVL1_21906	53.0165	54.0037
Os03g0134800	CCACVL1_27041	18.4818	41.1765
Os03g0135300	CCACVL1_30573	58.0357	59.3607
Os03g0135400	CCACVL1_13214	50.627	50.7862
Os03g0135400	CCACVL1_13215	55.0157	55.0157
Os03g0135700	CCACVL1_26614	42.9379	42.6966
Os03g0135700	CCACVL1_30212	44.3503	29.4007
Os03g0136200	CCACVL1_00038	73.0028	73.2044
Os03g0136400	CCACVL1_01486	73.9544	72.1707
Os03g0136400	CCACVL1_01489	72.0532	73.5922
Os03g0136400	CCACVL1_01951	71.8631	70.5224
Os03g0136400	CCACVL1_02565	76.0456	75.188
Os03g0136400	CCACVL1_22716	71.8631	70.2602
Os03g0136500	CCACVL1_27032	52.1739	23.4528
