Gene stable ID	Cucumis sativus gene stable ID	%id. query gene identical to target Cucumis sativus gene	%id. target Cucumis sativus gene identical to query gene	Cucumis sativus orthology confidence [0 low, 1 high]
Os02g0593600	Csa_1G003450	46.1039	42.515	
Os02g0593600	Csa_5G598610	38.1238	38.1238	
Os02g0593700	Csa_1G046870	32.5729	30.4142	
Os02g0593900	Csa_5G523020	58.6572	56.8493	
Os02g0594100	Csa_1G003510	78.4703	78.6932	
Os02g0594300	Csa_2G349090	24.0223	24.9275	
Os02g0594800	Csa_5G523000	48.7437	49.3639	
Os02g0594900	Csa_5G522970	17.6166	17.3913	
Os02g0594900	Csa_5G598080	17.3469	17.3913	
Os02g0595100	Csa_5G522970	14.7668	15.4054	
Os02g0595100	Csa_5G598080	13.5204	14.3243	
Os02g0595200	Csa_1G046880	41.9118	32.5714	
Os02g0595300	Csa_3G840400	32.8125	30.5825	
Os02g0595400	Csa_5G458280	54.9738	51.9802	
Os02g0595500	Csa_6G119390	81.3513	79.6296	
Os02g0595500	Csa_6G509550	86.3517	87.037	
Os02g0595700	Csa_1G003540	72.7941	63.5974	
Os02g0595800	Csa_2G349620	45.3861	46.4355	
Os02g0595900	Csa_1G047430	41.2322	42.233	
Os02g0596000	Csa_1G002930	50.1695	50.6849	
Os02g0596100	Csa_5G593410	35.8814	36.2776	
Os02g0596200	Csa_5G593400	41.2727	50.5568	
Os02g0596500	Csa_4G526050	66.3265	55.794	
Os02g0596700	Csa_1G032450	13.388	16.443	
Os02g0596700	Csa_1G049460	12.4682	16.443	
Os02g0597700	Csa_5G517800	48.503	48.2143	
Os02g0597800	Csa_3G595210	50.0849	50.4273	
Os02g0597800	Csa_5G517790	43.4711	44.9573	
Os02g0598200	Csa_1G050130	17.4056	10.1145	
Os02g0598300	Csa_5G591760	5.67686	33.8762	
Os02g0598400	Csa_1G050140	34.575	51.4936	
Os02g0598800	Csa_1G050140	46.8959	48.0431	
Os02g0599100	Csa_1G050140	34.6705	51.6358	
Os02g0600000	Csa_1G050140	2.67431	50	
Os02g0600100	Csa_1G050170	80.829	80.4124	
Os02g0600200	Csa_2G350310	55.8442	48.4962	
Os02g0601100	Csa_4G540120	25.7764	70.339	
Os02g0601300	Csa_1G050240	86.0119	85.7567	
Os02g0601300	Csa_1G050250	86.6469	86.6469	
Os02g0601500	Csa_1G004040	26.3158	28.125	
Os02g0601500	Csa_3G067750	25.8278	24.375	
Os02g0601500	Csa_5G075690	23.2628	24.0625	
Os02g0601500	Csa_6G501340	27.1565	26.5625	
Os02g0601600	Csa_5G590150	42.9672	44.6	
Os02g0601700	Csa_2G350430	49.7765	46.583	
Os02g0601700	Csa_6G008570	54.3739	44.212	
Os02g0602000	Csa_2G350470	24.1071	23.8235	
Os02g0602100	Csa_2G350480	48.0896	52.6696	
Os02g0602100	Csa_5G590100	49.6011	53.824	
Os02g0602300	Csa_5G172920	33.7017	34.4633	
Os02g0602400	Csa_6G487740	27.9438	58.6716	
Os02g0602500	Csa_7G431430	60.7261	59.164	
Os02g0602800	Csa_6G023390	58.5185	58.5185	
Os02g0603000	Csa_7G354520	44.8837	43.1767	
Os02g0603100	Csa_1G659090	35.1459	42.811	
Os02g0603600	Csa_4G017190	14.8649	31.0734	
Os02g0603800	Csa_1G084300	81.9163	81.586	
Os02g0604100	Csa_3G171810	48	46.5116	
Os02g0604300	Csa_6G041200	77.6119	77.037	
Os02g0605400	Csa_4G011670	7.85953	59.4937	
Os02g0605500	Csa_4G572340	22.1184	40	
Os02g0605600	Csa_2G099460	71.0448	56.9378	
Os02g0605900	Csa_1G534750	56.1151	57.5646	
Os02g0606000	Csa_1G534740	26.4286	29.6	
Os02g0606100	Csa_4G011690	10.9827	49.5652	
Os02g0606200	Csa_6G081450	56.962	49.8155	
Os02g0606300	Csa_2G005350	14.8073	34.9282	
Os02g0606800	Csa_5G066910	41.4634	13.4921	
Os02g0606800	Csa_6G498960	60.7438	58.3333	
Os02g0606800	Csa_7G065110	55.9671	53.9683	
Os02g0607700	Csa_5G589270	55.7047	55.7047	
Os02g0608100	Csa_4G006400	28.7202	22.626	
Os02g0608100	Csa_4G006410	30.1943	23.6811	
Os02g0608100	Csa_7G432410	25.7426	12.1923	
Os02g0608300	Csa_4G006400	28.4226	23.3496	
Os02g0608300	Csa_4G006410	32.4365	26.5281	
Os02g0608300	Csa_7G432410	27.2277	13.4474	
Os02g0608400	Csa_2G073060	65.873	64.9283	
Os02g0608500	Csa_7G051390	64.0592	60.3586	
Os02g0608550	Csa_1G652220	0	0	
Os02g0608550	Csa_1G652230	3.3557	3.20513	
Os02g0608550	Csa_1G652240	38.674	44.8718	
Os02g0608550	Csa_5G013280	16.2844	45.5128	
Os02g0608600	Csa_1G652220	77.0642	49.4118	
Os02g0608600	Csa_1G652230	55.0336	24.1176	
Os02g0608600	Csa_1G652240	7.73481	4.11765	
Os02g0608600	Csa_5G013280	57.1101	73.2353	
Os02g0608900	Csa_6G410680	50.4505	45.4054	
Os02g0610400	Csa_2G375250	45.2026	45.3961	
Os02g0610600	Csa_3G881900	67.1875	64.5	
Os02g0610700	Csa_2G058660	37.9518	40.3846	
Os02g0610800	Csa_7G427090	62.2691	60.2041	
Os02g0611200	Csa_2G036680	53.7275	52.9114	
Os02g0611400	Csa_2G361790	39.0516	40.9956	
Os02g0611450	Csa_2G382720	38.7097	60	
Os02g0611500	Csa_1G257340	57.1965	58.5897	
Os02g0611500	Csa_4G651850	58.724	57.8205	
Os02g0611800	Csa_7G431440	63.9535	62.2172	
Os02g0612000	Csa_4G417510	45.0746	51.1864	
Os02g0612100	Csa_3G710860	54.3353	55.9524	
Os02g0612300	Csa_4G129020	70.8171	74.8971	
Os02g0612700	Csa_1G256190	58.5202	56.9869	
Os02g0612700	Csa_6G358060	29.0625	20.3057	
Os02g0612800	Csa_2G382630	26.6085	32.3179	
Os02g0612900	Csa_1G268280	65.9459	62.5641	
Os02g0613000	Csa_2G009450	51.8591	55.4393	
Os02g0613000	Csa_4G652790	51.6807	51.4644	
Os02g0613100	Csa_1G226410	44.7699	42.6295	
Os02g0613100	Csa_2G008045	45.8696	42.0319	
Os02g0613200	Csa_7G432250	62.9758	62.543	
Os02g0613400	Csa_3G876060	11.5658	66.1017	
Os02g0613600	Csa_2G338800	78.481	45.9259	
Os02g0613600	Csa_2G338810	90.9091	37.037	
Os02g0613900	Csa_2G381870	67.5393	54.2017	
Os02g0614100	Csa_2G007950	60.1156	60.1156	
Os02g0614100	Csa_2G008030	58.7896	58.9595	
Os02g0614100	Csa_3G877640	65.4286	66.185	
Os02g0614200	Csa_1G366960	43.8356	44.4444	
Os02g0614400	Csa_7G045570	20.4748	26.8482	
Os02g0614500	Csa_6G055380	74.6269	75.5287	
Os02g0614500	Csa_6G486860	73.0539	73.716	
Os02g0614600	Csa_2G279230	18.75	25.8228	
Os02g0614700	Csa_4G641570	14.6186	42.3313	
Os02g0615800	Csa_6G011600	38.2524	39.3606	
Os02g0615800	Csa_6G011610	38.0254	38.8611	
Os02g0616100	Csa_2G356090	30.3653	30.3653	
Os02g0616100	Csa_3G200180	31.1111	31.9635	
Os02g0616100	Csa_3G200700	36.3636	35.6164	
Os02g0616100	Csa_4G641530	37.6443	37.2146	
Os02g0616100	Csa_7G073410	29.2735	31.2785	
Os02g0616100	Csa_7G073420	28.8934	32.1918	
Os02g0617100	Csa_3G622430	8.72274	26.6667	
Os02g0617100	Csa_7G329380	9.0625	27.619	
Os02g0617300	Csa_7G330400	33.2178	63.4437	
Os02g0617400	Csa_1G665920	64.986	63.2153	
Os02g0617400	Csa_2G080160	65.4891	65.6676	
Os02g0617500	Csa_5G523170	38.2484	68.6998	
Os02g0617600	Csa_1G004370	9.53307	20.082	
Os02g0617700	Csa_3G838680	12.8876	41.3043	
Os02g0618100	Csa_5G523190	71.9626	60.1562	
Os02g0618200	Csa_1G038380	42.1903	45.3668	
Os02g0618250	Csa_3G379730	71.6667	67.1875	
Os02g0618400	Csa_2G169770	52.8302	29.0657	
Os02g0618400	Csa_3G134010	67.5926	25.2595	
Os02g0618400	Csa_5G641610	44.7826	35.6401	
Os02g0619600	Csa_1G124000	50.6925	51.622	
Os02g0619600	Csa_6G146940	51.5363	52.0451	
Os02g0619600	Csa_6G405940	52.2822	53.3145	
Os02g0620100	Csa_1G014450	32.3529	32.3529	
Os02g0620400	Csa_6G087910	34.9515	31.8584	
Os02g0621300	Csa_3G127750	55.6782	57.0275	
Os02g0621300	Csa_3G127760	57.5321	57.9968	
Os02g0621300	Csa_3G127770	57.0724	56.0582	
Os02g0621300	Csa_3G708180	52.5862	9.8546	
Os02g0621300	Csa_6G079750	57.767	57.6737	
Os02g0621500	Csa_7G339130	41.2256	36.2745	
Os02g0621600	Csa_2G173040	31.0924	23.7179	
Os02g0621600	Csa_3G134830	32.3077	26.9231	
Os02g0621600	Csa_6G088100	25.9036	27.5641	
Os02g0621700	Csa_6G088110	86.6983	86.4929	
Os02g0621800	Csa_3G134850	54.858	47.6623	
Os02g0621800	Csa_3G575330	52.981	50.7792	
Os02g0622100	Csa_2G174100	74.73	74.73	
Os02g0622100	Csa_3G134960	74.4035	74.0821	
Os02g0622200	Csa_1G196250	70.9571	72.6351	
Os02g0622300	Csa_2G173070	79.6992	79.1045	
Os02g0622300	Csa_3G134920	78.1955	77.6119	
Os02g0622300	Csa_3G134930	78.9474	78.3582	
Os02g0622400	Csa_3G134900	76.2376	76.2376	
Os02g0622500	Csa_2G075290	26.4822	54.0323	
Os02g0623400	Csa_2G009550	62.963	56.9378	
Os02g0623400	Csa_3G383760	63.8889	55.0239	
Os02g0623400	Csa_3G383780	61.5789	55.9809	
Os02g0623500	Csa_4G268050	67.9934	69.9659	
Os02g0623500	Csa_4G619050	59.5238	8.53242	
Os02g0624300	Csa_2G174670	73.8318	30.6202	
Os02g0624300	Csa_3G135050	70.7071	27.1318	
Os02g0624300	Csa_3G386830	47.3373	31.0078	
Os02g0624300	Csa_7G375780	43.7008	43.0233	
Os02g0624400	Csa_2G078050	60.6911	51.3711	
Os02g0625300	Csa_1G690150	50.3623	45.5738	
Os02g0625300	Csa_3G135070	51.4286	47.2131	
Os02g0625500	Csa_3G740080	83.5777	75.7979	
Os02g0625500	Csa_6G405970	84.4575	76.5957	
Os02g0626100	Csa_4G008250	66.2745	24.1084	
Os02g0626100	Csa_4G008260	61.8852	21.5407	
Os02g0626100	Csa_4G008760	53.1963	33.2382	
Os02g0626100	Csa_4G008770	71.7905	60.6277	
Os02g0626100	Csa_4G008780	70.8978	65.3352	
Os02g0626100	Csa_6G147460	69.1445	70.3281	
Os02g0626100	Csa_6G405960	67.3212	68.4736	
Os02g0626100	Csa_6G445240	70.3081	71.612	
Os02g0626100	Csa_6G445740	67.8309	52.6391	
Os02g0626100	Csa_6G445750	71.3277	72.0399	
Os02g0626100	Csa_6G445760	70.1262	71.3267	
Os02g0626100	Csa_6G445770	70.0139	71.612	
Os02g0626100	Csa_6G445780	72.7273	41.0842	
Os02g0626100	Csa_6G446280	54.8193	12.9815	
Os02g0626100	Csa_6G446290	67.9433	68.331	
Os02g0626400	Csa_4G008250	70.9804	25.2089	
Os02g0626400	Csa_4G008260	65.5738	22.2841	
Os02g0626400	Csa_4G008760	56.621	34.5404	
Os02g0626400	Csa_4G008770	78.0405	64.3454	
Os02g0626400	Csa_4G008780	77.0898	69.3593	
Os02g0626400	Csa_6G147460	75.1753	74.6518	
Os02g0626400	Csa_6G405960	72.23	71.727	
Os02g0626400	Csa_6G445240	76.0504	75.6267	
Os02g0626400	Csa_6G445740	74.0809	56.1281	
Os02g0626400	Csa_6G445750	76.9774	75.9053	
Os02g0626400	Csa_6G445760	76.5778	76.0446	
Os02g0626400	Csa_6G445770	75.1743	75.0696	
Os02g0626400	Csa_6G445780	77.7778	42.8969	
Os02g0626400	Csa_6G446280	63.8554	14.7632	
Os02g0626400	Csa_6G446290	72.766	71.4485	
Os02g0626600	Csa_4G008250	70.9804	25.3147	
Os02g0626600	Csa_4G008260	54.5082	18.6014	
Os02g0626600	Csa_4G008760	51.8265	31.7483	
Os02g0626600	Csa_4G008770	73.1419	60.5594	
Os02g0626600	Csa_4G008780	72.4458	65.4545	
Os02g0626600	Csa_6G147460	71.108	70.9091	
Os02g0626600	Csa_6G405960	68.5835	68.3916	
Os02g0626600	Csa_6G445240	72.409	72.3077	
Os02g0626600	Csa_6G445740	69.4853	52.8671	
Os02g0626600	Csa_6G445750	72.5989	71.8881	
Os02g0626600	Csa_6G445760	72.23	72.028	
Os02g0626600	Csa_6G445770	71.6876	71.8881	
Os02g0626600	Csa_6G445780	78.0303	43.2168	
Os02g0626600	Csa_6G446280	49.3976	11.4685	
Os02g0626600	Csa_6G446290	70.6383	69.6504	
Os02g0627100	Csa_4G008250	70.5882	25.2454	
Os02g0627100	Csa_4G008260	65.1639	22.3001	
Os02g0627100	Csa_4G008760	57.0776	35.0631	
Os02g0627100	Csa_4G008770	77.8716	64.6564	
Os02g0627100	Csa_4G008780	76.3158	69.1445	
Os02g0627100	Csa_6G147460	74.4741	74.4741	
Os02g0627100	Csa_6G405960	71.5288	71.5288	
Os02g0627100	Csa_6G445240	75.07	75.1753	
Os02g0627100	Csa_6G445740	73.5294	56.101	
Os02g0627100	Csa_6G445750	76.1299	75.5961	
Os02g0627100	Csa_6G445760	75.8766	75.8766	
Os02g0627100	Csa_6G445770	74.6165	75.0351	
Os02g0627100	Csa_6G445780	78.2828	43.4783	
Os02g0627100	Csa_6G446280	62.6506	14.5863	
Os02g0627100	Csa_6G446290	73.0496	72.23	
Os02g0627700	Csa_6G146420	56.4286	62.2047	
Os02g0627700	Csa_6G445180	49.5342	50.2362	
Os02g0628000	Csa_3G739570	79.2793	72.1311	
Os02g0628000	Csa_6G141420	79.8165	71.3115	
Os02g0628200	Csa_6G141400	72.9651	73.607	
Os02g0628800	Csa_1G126050	95.8904	64.2202	
Os02g0628800	Csa_6G405880	94.5205	63.3028	
Os02g0629000	Csa_1G132110	35.3293	34.7059	
Os02g0629000	Csa_3G739050	34.6369	36.4706	
Os02g0629000	Csa_6G141350	35.1515	34.1176	
Os02g0629200	Csa_6G140850	85.5124	84.0278	
Os02g0629200	Csa_6G445120	78.169	77.0833	
Os02g0629200	Csa_6G445130	79.2253	78.125	
Os02g0629200	Csa_6G445140	79.9296	78.8194	
Os02g0629400	Csa_5G114640	42.6554	28.7072	
Os02g0629400	Csa_5G115150	41.1491	25.1901	
Os02g0629400	Csa_5G263270	52.4704	50.4753	
Os02g0629800	Csa_5G114570	52.7027	48.75	
Os02g0630000	Csa_5G167090	23.4097	22.7723	
Os02g0630250	Csa_1G071820	42.9268	42.5121	
Os02g0631000	Csa_3G881650	47.8803	49.3573	
Os02g0631200	Csa_5G115160	30.8594	27.2414	
Os02g0631500	Csa_5G497020	14.2259	48.2955	
Os02g0631601	Csa_5G497020	10.2929	57.4766	
Os02g0632500	Csa_5G053060	53.3875	51.8421	
Os02g0633100	Csa_3G174540	33.4597	33.956	
Os02g0633200	Csa_4G038790	31.4607	30.7692	
Os02g0633300	Csa_1G043160	25.974	76.5957	
Os02g0633300	Csa_2G404760	26.6289	80	
Os02g0633300	Csa_2G404780	26.8148	77.0213	
Os02g0633400	Csa_1G423180	40.8451	29.1946	
Os02g0633400	Csa_3G881710	33.9483	30.8725	
Os02g0633700	Csa_4G625030	29.8893	25.3918	
Os02g0633700	Csa_4G627120	34.7656	27.8997	
Os02g0633900	Csa_4G625030	34.3173	29.5238	
Os02g0633900	Csa_4G627120	34.375	27.9365	
Os02g0634100	Csa_4G617410	31.3466	25	
Os02g0634500	Csa_3G653410	58.8477	47.9866	
Os02g0634600	Csa_3G681670	62.7792	62.4691	
Os02g0634700	Csa_7G420780	65.3445	64.5361	
Os02g0634800	Csa_2G375190	96.1783	96.1783	
Os02g0634900	Csa_1G701930	75.3191	75.3191	
Os02g0635000	Csa_1G168360	71.1429	69.7479	
Os02g0635200	Csa_1G168360	78.8571	76.2431	
Os02g0636300	Csa_3G038760	60.7207	58.8133	
Os02g0636400	Csa_5G577980	25.8907	54.5	
Os02g0636600	Csa_1G043190	37.3874	36.2445	
Os02g0636600	Csa_5G352640	40.5286	40.1747	
Os02g0636600	Csa_5G352650	46.5217	46.7249	
Os02g0636600	Csa_5G577990	39.8936	32.7511	
Os02g0636600	Csa_5G578990	40.4444	39.738	
Os02g0636600	Csa_5G579000	42.1053	38.4279	
Os02g0636600	Csa_5G579020	33.0435	33.1878	
Os02g0636600	Csa_5G579030	42.439	37.9913	
Os02g0636700	Csa_1G043190	41.4414	39.6552	
Os02g0636700	Csa_5G352640	40.0881	39.2241	
Os02g0636700	Csa_5G352650	47.3913	46.9828	
Os02g0636700	Csa_5G577990	41.4894	33.6207	
Os02g0636700	Csa_5G578990	41.7778	40.5172	
Os02g0636700	Csa_5G579000	41.1483	37.069	
Os02g0636700	Csa_5G579020	34.3478	34.0517	
Os02g0636700	Csa_5G579030	41.4634	36.6379	
Os02g0637000	Csa_6G147470	41.4747	56.6038	
Os02g0637000	Csa_6G147480	42.3256	57.2327	
Os02g0637000	Csa_6G147490	38.3562	52.8302	
Os02g0637000	Csa_6G147495	41.4747	56.6038	
Os02g0637000	Csa_7G106800	42.1053	55.3459	
Os02g0637700	Csa_1G044860	73.0871	72.7034	
Os02g0637900	Csa_1G032480	71.134	64.186	
Os02g0638000	Csa_1G502350	17.6471	17.2524	
Os02g0638200	Csa_5G429970	9.56873	29.8319	
Os02g0638300	Csa_5G580660	32.0442	38.9262	
Os02g0638650	Csa_7G047400	38.539	32.3467	
Os02g0638900	Csa_4G638360	29.9564	46.5313	
Os02g0639000	Csa_6G517200	58.0324	49.5745	
Os02g0639500	Csa_6G128580	66.9145	68.9655	
Os02g0639500	Csa_7G047420	65.4275	67.433	
Os02g0639600	Csa_1G073750	80.8642	79.8781	
Os02g0639700	Csa_6G517290	26.1905	27.0492	
Os02g0639800	Csa_1G073810	33.3333	27.972	
Os02g0639800	Csa_4G637750	29.8851	27.2727	
Os02g0639800	Csa_6G128040	30.9524	27.2727	
Os02g0639800	Csa_6G517320	37.395	31.1189	
Os02g0639800	Csa_7G047460	30.1255	25.1748	
Os02g0639900	Csa_3G104920	46.3277	47.3988	
Os02g0640000	Csa_5G154910	66.2162	68.5315	
Os02g0640200	Csa_6G074010	47.2028	49.8155	
Os02g0640300	Csa_3G915110	58.4906	37.2372	
Os02g0640500	Csa_3G734050	49.4334	51.7804	
Os02g0640500	Csa_4G296230	49.1754	48.6647	
Os02g0641100	Csa_3G564320	26.6892	45.1429	
Os02g0641100	Csa_6G093640	24.6575	41.1429	
Os02g0641800	Csa_3G122520	74.9104	82.2835	
Os02g0642200	Csa_3G122490	51.3661	46.3054	
Os02g0642300	Csa_3G914000	21.8884	49.5146	
Os02g0642600	Csa_3G914020	26.5801	26.8376	
Os02g0642700	Csa_3G182110	51.8587	58.8608	
Os02g0643000	Csa_5G161980	52.2822	48.6486	
Os02g0643200	Csa_3G033810	62.1622	44.9219	
Os02g0643200	Csa_5G160210	55.6452	53.9062	
Os02g0643500	Csa_5G160200	66.3082	66.787	
Os02g0643600	Csa_3G034810	59.727	47.2973	
Os02g0643600	Csa_5G160180	62.31	55.4054	
Os02g0643800	Csa_3G035310	35.2941	28.4211	
Os02g0643800	Csa_3G171820	42.6035	37.8947	
Os02g0643800	Csa_6G007440	30.9859	34.7368	
Os02g0643900	Csa_6G078510	40.4545	29.8658	
Os02g0644000	Csa_5G160170	63.6735	62.9032	
Os02g0644100	Csa_3G035330	73.6568	73.5294	
Os02g0644400	Csa_2G365120	28.3473	43.0159	
Os02g0644400	Csa_4G047870	28.0967	44.2857	
Os02g0644400	Csa_7G006260	23.4664	38.254	
Os02g0644600	Csa_1G265100	35.2837	37.8327	
Os02g0644700	Csa_1G397120	43.5096	60.7383	
Os02g0644700	Csa_2G005370	42.1429	59.396	
Os02g0644700	Csa_7G440560	6.42857	3.02013	
Os02g0644900	Csa_4G001820	21.4153	50.6608	
Os02g0645000	Csa_5G146260	25.8242	23.8579	
Os02g0645100	Csa_2G365120	44.4561	48.0769	
Os02g0645100	Csa_4G047870	44.713	50.2262	
Os02g0645100	Csa_7G006260	39.63	46.0407	
Os02g0645600	Csa_4G043890	38.7622	30.7494	
Os02g0645600	Csa_6G504690	38.4328	26.615	
Os02g0646200	Csa_2G250430	49.4444	33.0855	
Os02g0646200	Csa_2G365080	37.5817	42.7509	
Os02g0646200	Csa_7G004690	40.991	33.829	
Os02g0646200	Csa_7G056460	26.506	32.7138	
Os02g0646400	Csa_6G504670	31.0345	54.9618	
Os02g0646500	Csa_4G043870	54.717	53.5934	
Os02g0646500	Csa_4G291370	53.2225	52.5667	
Os02g0647300	Csa_7G072840	37.4359	33.1818	
Os02g0647900	Csa_4G043870	54.5073	52.9532	
Os02g0647900	Csa_4G291370	52.8067	51.7312	
Os02g0648100	Csa_5G146210	43.4659	41.9178	
Os02g0648300	Csa_2G301510	25.2505	28.5714	
Os02g0648300	Csa_6G042990	23.8011	30.3855	
Os02g0648300	Csa_6G043490	21.4395	31.746	
Os02g0649300	Csa_3G119240	27.8261	24.5211	
Os02g0649700	Csa_1G528580	68.0774	68.4915	
Os02g0649800	Csa_3G119260	42.069	44.2029	
Os02g0649900	Csa_1G329900	64.0194	58.6053	
Os02g0649900	Csa_3G238100	61.8263	61.276	
Os02g0649900	Csa_5G148550	58.1325	57.27	
Os02g0649900	Csa_5G148560	56.2594	55.3412	
Os02g0650300	Csa_1G329900	62.8849	57.7381	
Os02g0650300	Csa_3G238100	59.7305	59.375	
Os02g0650300	Csa_5G148550	58.1325	57.4405	
Os02g0650300	Csa_5G148560	55.9578	55.2083	
Os02g0650500	Csa_3G017030	59.3168	41.0753	
Os02g0650500	Csa_3G128960	56.338	51.6129	
Os02g0650500	Csa_3G912320	62.0219	48.8172	
Os02g0650800	Csa_3G912350	27.7049	36.0726	
Os02g0650900	Csa_4G025140	81.2652	81.2652	
Os02g0650900	Csa_5G168800	81.1736	80.7786	
Os02g0651000	Csa_5G167730	34.9481	53.7234	
Os02g0651300	Csa_5G168750	68.7117	67.4699	
Os02g0652000	Csa_3G127030	44.0758	43.8679	
Os02g0652000	Csa_4G025110	42.8571	39.6226	
Os02g0652000	Csa_6G078670	38.9381	41.5094	
Os02g0652100	Csa_2G297220	19.1057	28.8344	
Os02g0652100	Csa_3G116700	27.8539	37.4233	
Os02g0652100	Csa_6G486880	17.2131	25.7669	
Os02g0652300	Csa_6G105170	75.2809	74.7212	
Os02g0652550	Csa_3G017210	55.5556	44.9438	
Os02g0652600	Csa_3G017220	42.5339	40.1709	
Os02g0653200	Csa_3G116790	29.8246	30.9091	
Os02g0653800	Csa_3G017260	92.5743	92.1182	
Os02g0653800	Csa_3G913980	92.5743	92.1182	
Os02g0653800	Csa_4G025060	91.0448	90.1478	
Os02g0653900	Csa_3G914060	50.2994	46.3235	
Os02g0654000	Csa_3G017300	52.1341	58.1633	
Os02g0654100	Csa_3G017300	55.4878	60.6667	
Os02g0654300	Csa_3G116740	67.1252	70.7246	
Os02g0654400	Csa_3G903480	30.3911	37.3626	
Os02g0654500	Csa_3G017310	50.8532	65.0655	
Os02g0654600	Csa_6G104620	28.2209	38.526	
Os02g0654700	Csa_3G017320	46.595	42.9043	
Os02g0654700	Csa_5G165850	48	39.604	
Os02g0655100	Csa_3G118130	46.9512	43.0168	
Os02g0655200	Csa_3G018320	24.7093	24.7093	
Os02g0655200	Csa_4G023020	35.0515	19.7674	
Os02g0655200	Csa_5G167110	36.25	16.8605	
Os02g0655200	Csa_5G167120	34.8936	23.8372	
Os02g0655300	Csa_5G162650	53.9474	15.9533	
Os02g0655300	Csa_5G165170	57.6613	55.642	
Os02g0655500	Csa_5G165840	50	55.3922	
Os02g0655600	Csa_4G023000	15.8333	41.3043	
Os02g0655700	Csa_6G104080	66.7845	62.4793	
Os02g0655800	Csa_4G022965	46.4986	40.3893	
Os02g0655800	Csa_5G167070	40	32.1168	
Os02g0656200	Csa_5G167040	28.4936	41.0995	
Os02g0656300	Csa_1G045790	70.8839	68.5092	
Os02g0656600	Csa_3G118010	39.1304	31.3589	
Os02g0656600	Csa_6G104640	43.1925	32.0557	
Os02g0657000	Csa_3G118010	39.1304	40	
Os02g0657000	Csa_6G104640	40.8451	38.6667	
Os02g0657600	Csa_2G379190	56.1254	67.6976	
Os02g0657700	Csa_5G141170	27.4143	26.9113	
Os02g0657700	Csa_6G108540	19.7368	13.7615	
Os02g0658000	Csa_5G162590	9.48718	35.2381	
Os02g0658100	Csa_5G162580	67.6	82.0388	
Os02g0658200	Csa_3G117940	37.5	31.2	
Os02g0658200	Csa_6G108590	36.1538	37.6	
Os02g0658300	Csa_3G019950	24.7126	48.3146	
Os02g0658500	Csa_4G022290	30.5699	29.3532	
Os02g0658500	Csa_4G022320	36.6516	40.2985	
Os02g0658500	Csa_4G022330	32.5095	42.5373	
Os02g0658900	Csa_6G104070	68.3544	57.2438	
Os02g0659100	Csa_3G117410	31.0284	28.2714	
Os02g0659700	Csa_5G609790	21.7617	28.7671	
Os02g0660800	Csa_5G609790	20.7254	25.4777	
Os02g0661000	Csa_3G020030	59.0717	53.8462	
Os02g0661600	Csa_5G160780	39.5189	37.5817	
Os02g0661900	Csa_6G109670	27.7311	62.2642	
Os02g0662000	Csa_2G381890	40	43.609	
Os02g0662000	Csa_3G021150	46.3235	47.3684	
Os02g0662000	Csa_3G026160	18.6301	51.1278	
Os02g0662000	Csa_3G027210	51.4706	52.6316	
Os02g0662000	Csa_5G161300	42.7419	39.8496	
Os02g0662000	Csa_5G161310	45.2381	42.8571	
Os02g0662000	Csa_5G161340	52.7273	43.609	
Os02g0662000	Csa_5G161350	52.7273	43.609	
Os02g0662000	Csa_5G161850	29.3103	38.3459	
Os02g0662000	Csa_5G161860	50.7353	51.8797	
Os02g0662000	Csa_5G161870	50	48.8722	
Os02g0662000	Csa_5G161880	50	51.1278	
Os02g0662000	Csa_5G161890	50	51.1278	
Os02g0662000	Csa_5G161900	55	57.8947	
Os02g0662000	Csa_6G109650	48.855	48.1203	
Os02g0662100	Csa_2G381890	39.3103	44.5312	
Os02g0662100	Csa_3G021150	44.1176	46.875	
Os02g0662100	Csa_3G026160	15.8904	45.3125	
Os02g0662100	Csa_3G027210	48.5294	51.5625	
Os02g0662100	Csa_5G161300	39.5161	38.2812	
Os02g0662100	Csa_5G161310	44.4444	43.75	
Os02g0662100	Csa_5G161340	50	42.9688	
Os02g0662100	Csa_5G161350	50	42.9688	
Os02g0662100	Csa_5G161850	27.5862	37.5	
Os02g0662100	Csa_5G161860	51.4706	54.6875	
Os02g0662100	Csa_5G161870	50.7692	51.5625	
Os02g0662100	Csa_5G161880	50	53.125	
Os02g0662100	Csa_5G161890	50	53.125	
Os02g0662100	Csa_5G161900	48.5714	53.125	
Os02g0662100	Csa_6G109650	45.8015	46.875	
Os02g0662200	Csa_3G020620	58.0357	56.5217	
Os02g0662700	Csa_3G020600	30.9091	33.5684	
Os02g0662700	Csa_6G109640	31.2997	33.2863	
Os02g0663100	Csa_3G020600	31.1688	33.5664	
Os02g0663100	Csa_6G109640	30.7692	32.4476	
Os02g0663300	Csa_3G124950	49.2432	57.7971	
Os02g0663800	Csa_3G122480	79.1367	79.1367	
Os02g0664000	Csa_5G154200	65.9751	66.8067	
Os02g0664100	Csa_3G219730	20.5529	63.4508	
Os02g0664200	Csa_3G219730	11.8389	81.405	
Os02g0664300	Csa_5G166400	63.5493	63.5026	
Os02g0664400	Csa_6G497170	22.7099	26.1538	
Os02g0664700	Csa_6G003420	26.6304	23.445	
Os02g0665000	Csa_1G574870	22.335	70.9677	
Os02g0665000	Csa_2G373430	22.0713	69.8925	
