Gene stable ID	Sorghum bicolor gene stable ID	%id. target Sorghum bicolor gene identical to query gene	%id. query gene identical to target Sorghum bicolor gene
Os02g0195300	SORBI_3K043400	85.9244	86.8365
Os02g0195500	SORBI_3004G079000	78.9001	79.1667
Os02g0195600	SORBI_3004G079100	84.3931	85.3801
Os02g0195800	SORBI_3004G079200	80.8511	80
Os02g0196000	SORBI_3004G079700	82.6087	56.4356
Os02g0196300	SORBI_3004G079800	89.3482	85.2807
Os02g0196600	SORBI_3004G079900	90.1841	90.5544
Os02g0196800	SORBI_3004G080100	86.014	85.4167
Os02g0196900	SORBI_3004G080200	92.0502	42.8016
Os02g0197300	SORBI_3004G080300	65.4709	73.5516
Os02g0197400	SORBI_3004G080400	85.2459	88.1356
Os02g0197500	SORBI_3004G080500	76.4103	33.7104
Os02g0197600	SORBI_3010G189300	79.9257	81.1321
Os02g0197750	SORBI_3001G459400	45.4545	17.4825
Os02g0197900	SORBI_3004G080600	75.8706	60.8782
Os02g0198200	SORBI_3004G080800	87.2807	87.2807
Os02g0198300	SORBI_3004G081100	80.625	82.4281
Os02g0198400	SORBI_3004G081400	79.558	74.8052
Os02g0198500	SORBI_3004G081501	61.1765	14.0162
Os02g0198600	SORBI_3004G081800	85.3012	86.3415
Os02g0198700	SORBI_3004G081900	71.3392	64.0449
Os02g0198800	SORBI_3004G082000	56.4516	65.4206
Os02g0198900	SORBI_3004G082050	77.2021	88.1657
Os02g0198900	SORBI_3004G082101	77.7202	88.7574
Os02g0199200	SORBI_3004G082151	53.0097	61.4865
Os02g0199300	SORBI_3004G082200	71.09	72.4638
Os02g0199500	SORBI_3004G082500	55.9633	56.6125
Os02g0199600	SORBI_3004G082600	61.4865	19.7826
Os02g0199800	SORBI_3004G082800	72.4572	69.5765
Os02g0199900	SORBI_3004G082900	98.5	98.5
Os02g0200000	SORBI_3004G083000	87.7676	87.7676
Os02g0200300	SORBI_3004G083100	71.2264	71.9048
Os02g0200800	SORBI_3004G083200	58.481	62.6016
Os02g0200900	SORBI_3004G083300	84.2424	84.8855
Os02g0201000	SORBI_3004G083600	62.5571	62.844
Os02g0201300	SORBI_3004G084100	63.5037	54.0373
Os02g0201500	SORBI_3004G084200	77.069	84.6591
Os02g0201900	SORBI_3004G084700	80.597	74.87
Os02g0202000	SORBI_3004G084600	81.4634	78.4038
Os02g0202200	SORBI_3004G084900	66.0714	67.5182
Os02g0202250	SORBI_3004G085000	83.5809	55.1743
Os02g0202300	SORBI_3004G085000	82.266	18.1917
Os02g0202400	SORBI_3004G085100	72.9412	71.2644
Os02g0202500	SORBI_3004G085200	84.058	41.1348
Os02g0202600	SORBI_3004G085300	88.7719	89.0845
Os02g0202900	SORBI_3004G085500	75.2294	75.4023
Os02g0203000	SORBI_3004G085600	70.8543	83.9286
Os02g0203500	SORBI_3004G085900	81.9231	81.4532
Os02g0203700	SORBI_3004G086000	85.5422	82.5581
Os02g0204000	SORBI_3004G086100	79.7521	82.8326
Os02g0204400	SORBI_3004G086300	86.2069	86.3636
Os02g0204700	SORBI_3004G086400	80.9695	82.9044
Os02g0205000	SORBI_3007G012900	63.964	60.1695
Os02g0205200	SORBI_3004G086500	84.6575	83.0645
Os02g0205300	SORBI_3004G086600	95.283	95.7346
Os02g0205400	SORBI_3004G086700	83.0409	83.2845
Os02g0205500	SORBI_3004G086800	81.5029	80.7252
Os02g0206700	SORBI_3004G087100	73.8523	72.8346
Os02g0207100	SORBI_3004G087100	33.4495	37.7953
Os02g0207400	SORBI_3004G087100	67.4157	70.8661
Os02g0208100	SORBI_3004G087500	87.9365	85.8915
Os02g0208200	SORBI_3004G087600	53.5211	11.5502
Os02g0208300	SORBI_3003G216300	50.2732	7.1875
Os02g0208500	SORBI_3004G088000	85	85
Os02g0208600	SORBI_3004G088200	64.9507	54.5538
Os02g0208700	SORBI_3004G088300	63.8436	52.5469
Os02g0208900	SORBI_3004G088400	70.0549	69.1995
Os02g0209000	SORBI_3004G088450	86.9748	67.1351
Os02g0209000	SORBI_3004G088501	85.2941	65.9805
Os02g0209400	SORBI_3004G088600	38.3333	40.1163
Os02g0209900	SORBI_3004G088900	76.8489	75.873
Os02g0210800	SORBI_3004G089000	72.1925	25.7143
Os02g0210900	SORBI_3004G089100	60.8392	64.9254
Os02g0212900	SORBI_3005G210200	70.1613	16.0221
Os02g0213700	SORBI_3003G351200	40.4412	26.0664
Os02g0214300	SORBI_3004G090900	68.543	65.7143
Os02g0214300	SORBI_3004G116900	77.4834	74.2857
Os02g0214400	SORBI_3004G091000	71.7489	71.9101
Os02g0214900	SORBI_3004G091200	78.0392	76.9826
Os02g0215000	SORBI_3004G091100	65.6676	65.1351
Os02g0215200	SORBI_3004G091200	78.7819	77.5629
Os02g0215500	SORBI_3004G047300	54.0422	61.194
Os02g0215700	SORBI_3004G047300	55.9596	55.1244
Os02g0216300	SORBI_3004G092000	29.3839	40
Os02g0217400	SORBI_3001G326400	71.063	67.7298
Os02g0217500	SORBI_3004G092400	87.5	86.1048
Os02g0217600	SORBI_3010G174800	96.4169	96.732
Os02g0217800	SORBI_3004G092600	75.6436	76.8612
Os02g0217900	SORBI_3004G092700	74.2857	64.6766
Os02g0217900	SORBI_3004G092800	76	72.6776
Os02g0218200	SORBI_3004G092900	85.7631	85.4711
Os02g0218400	SORBI_3004G093000	84.2466	85.2982
Os02g0218600	SORBI_3004G093100	75.4821	35.5844
Os02g0218700	SORBI_3004G093200	76	72.381
Os02g0218800	SORBI_3004G093200	74.902	72.7619
Os02g0219000	SORBI_3004G093300	31.2634	32.8829
Os02g0219050	SORBI_3004G093300	31.3152	33.7838
Os02g0219200	SORBI_3004G093400	88.2	59.5946
Os02g0219400	SORBI_3004G084500	83.6634	68.1452
Os02g0219800	SORBI_3004G093700	86.6667	86.9888
Os02g0219900	SORBI_3004G093800	56.2189	62.7778
Os02g0220000	SORBI_3004G093900	69.6395	68.3426
Os02g0220000	SORBI_3004G094000	68.6907	67.7903
Os02g0220100	SORBI_3004G093900	9.39716	9.86965
Os02g0220100	SORBI_3004G094000	9.04255	9.55056
Os02g0220400	SORBI_3004G094100	62.6062	57.1059
Os02g0220500	SORBI_3004G094200	90.0966	89.2345
Os02g0220600	SORBI_3004G094200	88.9952	88.9952
Os02g0220700	SORBI_3004G094300	70.566	63.8952
Os02g0221100	SORBI_3004G094600	48.068	50.3236
Os02g0221300	SORBI_3004G095000	42.4518	42.4036
Os02g0221300	SORBI_3004G095100	42.7923	49.281
Os02g0221500	SORBI_3004G095300	83.8791	85.1662
Os02g0221600	SORBI_3001G415000	91.9149	92.3077
Os02g0221800	SORBI_3004G095400	72.7689	83.905
Os02g0221900	SORBI_3004G095500	79.0146	79.4495
Os02g0222100	SORBI_3004G095700	86.6071	28.4457
Os02g0223700	SORBI_3004G096100	50.8621	58.4158
Os02g0224100	SORBI_3004G096300	73.0077	74.5407
Os02g0224200	SORBI_3004G096400	82.4762	82.3194
Os02g0224300	SORBI_3004G096500	73.8717	45.2035
Os02g0224400	SORBI_3004G096700	85.3755	84.7059
Os02g0224800	SORBI_3004G096900	94.2529	94.2529
Os02g0224900	SORBI_3001G321500	45.9916	36.2126
Os02g0225000	SORBI_3009G036300	87.3278	87.0879
Os02g0225300	SORBI_3001G285800	56	20.5882
Os02g0225900	SORBI_3004G097000	57.0115	56.3636
Os02g0225900	SORBI_3004G097100	62.069	60.5381
Os02g0226000	SORBI_3004G097200	88.2927	88.2927
Os02g0226200	SORBI_3004G097300	62.8378	59.4249
Os02g0226300	SORBI_3004G097400	72.549	77.0833
Os02g0226600	SORBI_3004G097700	60.6679	57.9787
Os02g0226801	SORBI_3004G097800	74.7619	76.9608
Os02g0226900	SORBI_3004G097900	83.2025	83.7283
Os02g0227000	SORBI_3004G098000	68.8766	69.7761
Os02g0227100	SORBI_3004G098100	41.5929	54.9708
Os02g0227200	SORBI_3004G099900	83.3333	82.4742
Os02g0227400	SORBI_3004G099800	75.082	65.616
Os02g0227500	SORBI_3001G521600	42.9348	37.7088
Os02g0227700	SORBI_3004G099700	60.757	58.8235
Os02g0227700	SORBI_3004G111200	64.4422	62.5725
Os02g0227700	SORBI_3004G111400	62.4502	59.8854
Os02g0228000	SORBI_3001G521600	50	20.5251
Os02g0228300	SORBI_3004G099700	65.5545	64.4166
Os02g0228300	SORBI_3004G111200	58.8813	58.0271
Os02g0228300	SORBI_3004G111400	57.6055	56.0649
Os02g0228900	SORBI_3004G099600	64.6667	66.4384
Os02g0229000	SORBI_3004G099500	91.3043	91.9708
Os02g0229200	SORBI_3001G510600	42.0382	23.4875
Os02g0229400	SORBI_3004G099300	91.8231	91.9463
Os02g0229600	SORBI_3004G099200	84.7943	32.8482
Os02g0229800	SORBI_3004G099100	45.7627	41.6667
Os02g0229900	SORBI_3004G100000	59.4737	50.9009
Os02g0230000	SORBI_3004G100100	81.6092	61.2069
Os02g0230100	SORBI_3004G100200	82.2823	79.6512
Os02g0230200	SORBI_3004G101300	74.1477	70.7317
Os02g0230300	SORBI_3004G101200	88.4615	32.3944
Os02g0232000	SORBI_3004G101400	64.4295	71.9101
Os02g0232100	SORBI_3004G101500	82.8383	82.2951
Os02g0232300	SORBI_3004G101800	49.1892	50
Os02g0232300	SORBI_3006G047700	48.1081	48.1081
Os02g0232400	SORBI_3004G101900	89.8	88.9109
Os02g0232900	SORBI_3004G102200	85.2113	84.3206
Os02g0233100	SORBI_3004G102400	75.1402	75.5639
Os02g0233200	SORBI_3001G511400	45.2991	38.5922
Os02g0233200	SORBI_3004G102500	34.7578	30.5764
Os02g0233200	SORBI_3004G102600	23.9316	30.5455
Os02g0233200	SORBI_3004G102700	35.6125	33.3333
Os02g0233333	SORBI_3002G156200	88.8889	39.5062
Os02g0234200	SORBI_3004G102900	79.1075	78.7879
Os02g0234300	SORBI_3004G103000	84.5095	67.3525
Os02g0234450	SORBI_3004G103200	78.5885	78.3075
Os02g0234500	SORBI_3004G103300	88.2453	87.5
Os02g0234700	SORBI_3004G103500	62.8866	58.6538
Os02g0234800	SORBI_3001G010600	88.7324	89.0459
Os02g0235000	SORBI_3004G103600	79.5918	60.9375
Os02g0235600	SORBI_3004G103800	97.8022	97.8022
Os02g0235600	SORBI_3004G104100	97.8022	97.8022
Os02g0235600	SORBI_3004G104300	97.8022	97.8022
Os02g0235900	SORBI_3004G103901	34.9206	59.4595
Os02g0235900	SORBI_3004G104200	58.0247	65.6687
Os02g0235900	SORBI_3004G104400	73.0159	71.2565
Os02g0236000	SORBI_3004G104700	90.7407	91.1628
Os02g0236100	SORBI_3004G104800	84.8387	83.8915
Os02g0236200	SORBI_3004G104900	94.5137	90.8873
Os02g0236600	SORBI_3004G105100	80.6854	79.6923
Os02g0236800	SORBI_3004G105200	70.8589	71.9626
Os02g0237000	SORBI_3004G105300	68.9349	69.3452
Os02g0237100	SORBI_3002G218100	82.2674	80.3977
Os02g0238500	SORBI_3006G201800	68.0782	59.7143
Os02g0240100	SORBI_3004G105700	79.5107	79.7546
Os02g0240300	SORBI_3004G105700	71.028	69.9387
Os02g0241100	SORBI_3004G106200	57.8711	58.3082
Os02g0241200	SORBI_3004G106300	48.0734	49.3409
Os02g0241300	SORBI_3001G262200	54.9598	57.7465
Os02g0241600	SORBI_3004G106400	82.1519	82.256
Os02g0242100	SORBI_3004G106500	69.6281	66.998
Os02g0242600	SORBI_3009G007100	47.0942	48.5537
Os02g0242900	SORBI_3004G106600	65.1715	48.9109
Os02g0243300	SORBI_3004G106600	64.8262	62.7723
Os02g0244000	SORBI_3004G107400	39.4068	42.6605
Os02g0244100	SORBI_3004G107300	82.9787	81.8182
Os02g0244300	SORBI_3004G107200	80.5128	81.2629
Os02g0244600	SORBI_3004G107100	80.5014	78.5326
Os02g0244700	SORBI_3004G106900	94.3182	95.1042
Os02g0245000	SORBI_3003G123000	81.3131	80.1992
Os02g0245100	SORBI_3004G106700	91.9255	92.2118
Os02g0245800	SORBI_3004G107500	77.8552	76.6804
Os02g0246300	SORBI_3004G107600	90.2985	93.0769
Os02g0246500	SORBI_3002G295550	32.3864	22.2656
Os02g0247000	SORBI_3004G107800	69.7279	10.2912
Os02g0248100	SORBI_3004G109100	44.5498	40.5172
Os02g0248100	SORBI_3004G109300	48.3412	43.9655
Os02g0248100	SORBI_3004G109400	36.9668	45.3488
Os02g0248200	SORBI_3004G109700	23.6715	43.9462
Os02g0248440	SORBI_3004G114200	41.784	39.5556
Os02g0248800	SORBI_3009G007100	46.8687	47.9339
Os02g0249000	SORBI_3009G007100	44.4215	44.4215
Os02g0249200	SORBI_3004G110300	60.8434	60.8434
Os02g0249300	SORBI_3004G110400	49.2462	34.7518
Os02g0249500	SORBI_3009G007100	11.1111	9.29752
Os02g0249600	SORBI_3009G007100	47.4747	48.5537
Os02g0249800	SORBI_3009G007100	47.6954	49.1736
Os02g0249900	SORBI_3009G007100	47.6954	49.1736
Os02g0250300	SORBI_3004G111000	72.7134	66.9944
Os02g0250600	SORBI_3004G111500	49.6815	43.0939
Os02g0251700	SORBI_3004G111700	39.3782	40.4255
Os02g0251800	SORBI_3004G111800	39.6552	28.0488
Os02g0251900	SORBI_3004G111800	41.2698	31.7073
Os02g0252100	SORBI_3008G137600	86.7924	87.7863
Os02g0252200	SORBI_3004G112200	66.0167	68.8953
Os02g0252600	SORBI_3005G001300	49.1453	38.4615
Os02g0252600	SORBI_3008G001400	63.2479	42.8986
Os02g0253502	SORBI_3004G112400	49.2582	28.8696
Os02g0254100	SORBI_3004G112400	52.9817	40.1739
Os02g0254600	SORBI_3004G112800	50	39.2
Os02g0254700	SORBI_3004G016000	76.5625	27.0718
Os02g0254700	SORBI_3004G113100	75.7812	25.1295
Os02g0255000	SORBI_3004G113300	65.0526	48.1308
Os02g0255000	SORBI_3004G113400	80.2105	54.1193
Os02g0255100	SORBI_3004G113600	80.9917	79.8913
Os02g0255200	SORBI_3001G342200	96.124	68.8889
Os02g0255500	SORBI_3004G113800	93.1373	90.0474
Os02g0255700	SORBI_3004G327700	77.5194	28.2326
Os02g0256100	SORBI_3004G113900	82.3928	81.4732
Os02g0257200	SORBI_3004G114600	68.75	62.0178
Os02g0257300	SORBI_3004G114800	64.9462	68.1716
Os02g0257500	SORBI_3004G115000	60.9639	63.5678
Os02g0258000	SORBI_3004G115500	42.7536	42.446
Os02g0258200	SORBI_3004G115600	67.2932	36.6803
Os02g0258250	SORBI_3004G115600	66.6667	25.8197
Os02g0258300	SORBI_3004G115700	71.9715	70.1389
Os02g0258800	SORBI_3010G150900	62.766	63.4409
Os02g0258900	SORBI_3004G183600	81.4721	81.4721
Os02g0259100	SORBI_3004G116000	69.2551	69.586
Os02g0259600	SORBI_3004G116100	69.6262	71.2919
Os02g0259850	SORBI_3004G116300	62.9482	11.4659
Os02g0259900	SORBI_3004G116300	29.7968	9.5791
Os02g0260200	SORBI_3004G116400	86.2745	86.2745
Os02g0260400	SORBI_3005G231100	71.8182	58.0882
Os02g0260500	SORBI_3004G116500	66.5996	47.2857
Os02g0260700	SORBI_3004G116600	86.5591	89.777
Os02g0261000	SORBI_3004G116800	55.942	60.6918
Os02g0261100	SORBI_3010G149300	95.9459	95.9459
Os02g0264300	SORBI_3004G117200	74.5583	57.8082
Os02g0264800	SORBI_3004G117400	86.3014	86.3014
Os02g0265200	SORBI_3004G117600	66.759	64.2667
Os02g0265400	SORBI_3004G117800	98.9362	98.9362
Os02g0265700	SORBI_3004G117900	63.0682	16.1103
Os02g0265800	SORBI_3004G118100	71.6418	66.6667
Os02g0265900	SORBI_3004G118200	74.7826	74.1379
Os02g0266000	SORBI_3004G118400	70.1439	72.7612
Os02g0266100	SORBI_3004G118500	85.0877	83.9827
Os02g0266100	SORBI_3004G241800	82.4561	61.6393
Os02g0266200	SORBI_3004G118600	86.076	76.6197
Os02g0266200	SORBI_3004G241700	86.2342	80.6213
Os02g0266300	SORBI_3004G118700	89.4845	89.4845
Os02g0266500	SORBI_3004G119400	62.5	16.369
Os02g0266800	SORBI_3004G059900	77.1812	71.875
Os02g0267000	SORBI_3004G119500	67.1141	57.971
Os02g0267200	SORBI_3004G119600	73.2824	74.7082
Os02g0267700	SORBI_3004G119800	74.2064	69.2593
Os02g0267700	SORBI_3004G119900	64.2857	63.7795
Os02g0267700	SORBI_3004G120000	64.6825	66.2602
Os02g0267700	SORBI_3004G121600	73.4127	70.6107
Os02g0267700	SORBI_3004G121700	73.0159	72.1569
Os02g0267700	SORBI_3004G121800	73.8095	71.8147
Os02g0267700	SORBI_3004G121900	76.5873	74.8062
Os02g0267900	SORBI_3004G119800	72.6619	74.8148
Os02g0267900	SORBI_3004G119900	62.5899	68.5039
Os02g0267900	SORBI_3004G120000	63.6691	71.9512
Os02g0267900	SORBI_3004G121600	71.9424	76.3359
Os02g0267900	SORBI_3004G121700	70.8633	77.2549
Os02g0267900	SORBI_3004G121800	71.9424	77.2201
Os02g0267900	SORBI_3004G121900	73.0216	78.6822
Os02g0268050	SORBI_3004G119800	73.9464	71.4815
Os02g0268050	SORBI_3004G119900	63.2184	64.9606
Os02g0268050	SORBI_3004G120000	64.3678	68.2927
Os02g0268050	SORBI_3004G121600	73.1801	72.9008
Os02g0268050	SORBI_3004G121700	72.4138	74.1176
Os02g0268050	SORBI_3004G121800	73.5632	74.1313
Os02g0268050	SORBI_3004G121900	74.7126	75.5814
Os02g0268100	SORBI_3009G007100	48.6	50.2066
Os02g0268300	SORBI_3009G007100	48.6	50.2066
Os02g0268400	SORBI_3004G119800	73.9464	71.4815
Os02g0268400	SORBI_3004G119900	63.2184	64.9606
Os02g0268400	SORBI_3004G120000	64.3678	68.2927
Os02g0268400	SORBI_3004G121600	73.1801	72.9008
Os02g0268400	SORBI_3004G121700	72.4138	74.1176
Os02g0268400	SORBI_3004G121800	73.5632	74.1313
Os02g0268400	SORBI_3004G121900	74.7126	75.5814
Os02g0268600	SORBI_3004G119800	70.438	71.4815
Os02g0268600	SORBI_3004G119900	60.9489	65.748
Os02g0268600	SORBI_3004G120000	61.6788	68.6992
Os02g0268600	SORBI_3004G121600	71.1679	74.4275
Os02g0268600	SORBI_3004G121700	70.073	75.2941
Os02g0268600	SORBI_3004G121800	71.1679	75.2896
Os02g0268600	SORBI_3004G121900	73.3577	77.907
Os02g0269000	SORBI_3004G122000	82.1306	66.205
Os02g0269200	SORBI_3004G122500	92.9293	92.9293
Os02g0269600	SORBI_3004G123801	50.4518	62.5
Os02g0270200	SORBI_3004G123801	33.4677	30.9701
Os02g0270800	SORBI_3004G123801	65.3061	47.7612
Os02g0270900	SORBI_3004G123801	41.4673	48.5075
Os02g0271000	SORBI_3004G123801	48.7805	67.1642
Os02g0271600	SORBI_3004G123801	49.6285	62.3134
Os02g0271900	SORBI_3004G123200	19.9269	30.1105
Os02g0272100	SORBI_3001G272700	1.00251	1.16279
Os02g0272200	SORBI_3005G104600	59.8958	61.1702
Os02g0272200	SORBI_3005G104700	57.0312	60.6648
Os02g0272300	SORBI_3004G123100	77.3879	90.2273
Os02g0272400	SORBI_3004G123000	86.4686	85.6209
Os02g0272600	SORBI_3004G122900	83.9357	83.6
Os02g0272850	SORBI_3001G365200	7.77778	1.24777
Os02g0272900	SORBI_3005G092000	55.0409	42.2594
Os02g0272900	SORBI_3005G092200	52.9973	40.7757
Os02g0273000	SORBI_3004G000100	94.0695	77.0519
Os02g0273000	SORBI_3008G190400	87.5256	90.678
Os02g0273100	SORBI_3004G122800	75.3213	73.9899
Os02g0273700	SORBI_3004G122600	68.9274	65.9125
Os02g0273800	SORBI_3004G123600	61.3352	60.4938
Os02g0274000	SORBI_3004G124100	74.3421	73.8562
Os02g0274100	SORBI_3004G124200	88.9807	88.8583
Os02g0274600	SORBI_3004G124300	52.6316	42.3573
Os02g0274900	SORBI_3004G124500	92.7235	91.0204
Os02g0275100	SORBI_3004G124700	87.5	87.5
Os02g0275200	SORBI_3004G124800	55.0749	56.5812
Os02g0275200	SORBI_3004G125100	56.5724	55.2846
Os02g0275200	SORBI_3004G125300	55.574	58.5965
Os02g0276200	SORBI_3004G125400	83.7079	76.4103
Os02g0276400	SORBI_3004G125700	88.5572	72.9508
Os02g0276500	SORBI_3004G125800	84.2553	83.3684
Os02g0276900	SORBI_3004G125900	68.932	71.7172
Os02g0277600	SORBI_3004G126000	82.1643	82.3293
Os02g0277700	SORBI_3003G413201	16.1551	21.4592
Os02g0278700	SORBI_3001G248600	64.1292	64.4264
Os02g0279600	SORBI_3001G290766	74.6154	78.8618
Os02g0280100	SORBI_3005G033300	89.4253	90.676
Os02g0280400	SORBI_3004G127400	85.0962	84.4869
Os02g0280500	SORBI_3004G127600	97.561	23.1214
Os02g0280700	SORBI_3010G060100	58.9744	56.0976
Os02g0281000	SORBI_3004G127800	83.6096	83.9187
Os02g0281150	SORBI_3004G127900	80.618	82.235
Os02g0281200	SORBI_3002G013800	40	35.5731
Os02g0281200	SORBI_3004G014600	47.4667	49.6744
Os02g0281200	SORBI_3008G157400	45.5111	51.0978
Os02g0282000	SORBI_3002G013800	40.1688	37.6285
Os02g0282000	SORBI_3004G014600	45.8228	50.5116
Os02g0282000	SORBI_3008G157400	43.3755	51.2974
Os02g0282100	SORBI_3004G128000	82.6389	83.8028
Os02g0282100	SORBI_3010G103800	71.5278	85.124
Os02g0282500	SORBI_3002G013800	54.0037	22.9249
Os02g0282500	SORBI_3004G014600	52.3277	26.1395
Os02g0282500	SORBI_3008G157400	45.2514	24.2515
Os02g0282900	SORBI_3004G128100	82.8947	83.1683
Os02g0283800	SORBI_3004G128200	90.7743	88.443
Os02g0284500	SORBI_3006G026250	31.5734	40.1882
Os02g0284600	SORBI_3006G221200	91.9708	91.9708
Os02g0284600	SORBI_3010G230700	95.6204	57.4561
Os02g0285300	SORBI_3004G128600	68.5345	66.25
Os02g0285800	SORBI_3004G128900	91.1809	90.9091
Os02g0285900	SORBI_3002G295400	16.1034	24.7706
Os02g0285900	SORBI_3003G110932	15.9046	22.5352
Os02g0286200	SORBI_3004G129100	89.6848	90.4624
Os02g0286350	SORBI_3002G382100	44.7619	28.1437
Os02g0286850	SORBI_3005G192300	69.7201	32.0468
Os02g0286850	SORBI_3005G192400	66.9211	28.9329
Os02g0287000	SORBI_3001G431400	79.4118	90.3766
Os02g0287000	SORBI_3001G467300	87.8676	91.9231
Os02g0287800	SORBI_3004G131700	43.9024	13.8817
Os02g0288100	SORBI_3004G129400	66.065	65.0089
Os02g0288200	SORBI_3004G129600	30.9689	34.0304
Os02g0288600	SORBI_3002G040201	53.5	23.991
Os02g0288925	SORBI_3004G129500	35.8491	36.1905
Os02g0289000	SORBI_3002G040201	24.4444	12.3318
Os02g0290000	SORBI_3006G089900	69.7849	71.3187
Os02g0290300	SORBI_3006G041600	72.5191	71.6981
Os02g0290400	SORBI_3004G130200	82.0423	81.7544
Os02g0290400	SORBI_3004G296600	85.2113	86.4286
Os02g0290500	SORBI_3004G130300	72.5664	72.9537
Os02g0290600	SORBI_3004G130400	88.5906	66.2484
Os02g0290900	SORBI_3004G130500	82.7068	84.1837
Os02g0291000	SORBI_3004G130600	87.3239	87.3239
Os02g0291400	SORBI_3004G130600	82.6291	82.6291
Os02g0291500	SORBI_3001G530900	93.7173	39.7778
Os02g0292800	SORBI_3007G042800	78.8	70.6093
Os02g0293300	SORBI_3007G043000	70.8333	72.2835
Os02g0293400	SORBI_3004G130900	87.3925	88.6628
Os02g0293500	SORBI_3004G131040	84.2105	26.3158
Os02g0293800	SORBI_3010G019100	72.0739	49.4366
Os02g0293900	SORBI_3007G223400	40.3042	39.5522
Os02g0294100	SORBI_3006G221800	40.6619	42.7861
Os02g0294600	SORBI_3007G028100	84.7059	72.2408
Os02g0294700	SORBI_3004G131300	73.9826	64.5939
Os02g0295700	SORBI_3004G131300	72.2892	76.1421
Os02g0296400	SORBI_3002G033500	52.809	52.0295
Os02g0296800	SORBI_3004G131800	78.0488	45.4976
Os02g0297600	SORBI_3004G132300	92.5187	92.0596
Os02g0297900	SORBI_3002G106000	54.6667	16.2376
Os02g0297900	SORBI_3002G106100	52.6667	15.2805
Os02g0297900	SORBI_3004G118300	48.6667	15.7328
Os02g0298200	SORBI_3004G132400	58.0372	48.5149
Os02g0299200	SORBI_3004G132900	22.0619	47.5556
Os02g0299200	SORBI_3004G133000	34.0206	53.5714
Os02g0299600	SORBI_3004G133301	50	67.3077
Os02g0300700	SORBI_3004G133400	95.0704	95.0704
Os02g0301000	SORBI_3004G113700	86.5031	85.4545
Os02g0301100	SORBI_3004G133500	84.9421	88
Os02g0301100	SORBI_3004G133600	70.6564	69.8473
Os02g0301100	SORBI_3004G136600	84.556	87.6
Os02g0301500	SORBI_3001G473000	99.4505	43.7198
Os02g0301700	SORBI_3002G033500	58.5271	55.7196
Os02g0302200	SORBI_3003G199900	71.897	71.729
Os02g0302700	SORBI_3008G005300	52.8474	76.8212
Os02g0302900	SORBI_3010G248800	61.7778	62.754
Os02g0303500	SORBI_3001G190300	76.6055	73.5683
Os02g0304500	SORBI_3010G236700	59.501	42.4658
Os02g0304500	SORBI_3010G236800	46.6411	42.7817
Os02g0304800	SORBI_3008G150200	69.2593	69.9065
Os02g0304800	SORBI_3008G185300	45.5556	63.5659
Os02g0304900	SORBI_3004G134700	77.9592	79.9163
Os02g0305600	SORBI_3004G137500	55.0265	54.3081
Os02g0305700	SORBI_3007G191800	78.9017	79.3605
Os02g0305700	SORBI_3009G222500	77.7457	74.7222
Os02g0305800	SORBI_3003G308000	68.932	70.297
Os02g0305950	SORBI_3007G191400	48.2517	54.3307
Os02g0306100	SORBI_3007G191700	78.5714	37.2881
Os02g0306250	SORBI_3003G308000	68.0556	48.5149
Os02g0306401	SORBI_3002G041100	73.6842	72.3658
Os02g0306401	SORBI_3002G041200	72.8745	81.8182
Os02g0306550	SORBI_3003G075800	52.0833	54.5455
Os02g0307000	SORBI_3004G134200	82.5323	82.6852
Os02g0307200	SORBI_3003G362500	85.3403	36.2222
Os02g0307300	SORBI_3003G362600	48.3333	5.8311
Os02g0307800	SORBI_3004G179200	70.696	65.8703
Os02g0308400	SORBI_3008G084200	56.5543	56.1338
Os02g0308800	SORBI_3002G351000	60.8209	63.6719
Os02g0309200	SORBI_3005G189400	39.0935	40.8284
Os02g0309500	SORBI_3005G189400	36.3985	28.1065
Os02g0310500	SORBI_3005G189400	41.0876	40.2367
Os02g0311150	SORBI_3005G189400	37.9487	43.787
Os02g0311600	SORBI_3001G412600	29.0323	52.0661
Os02g0312500	SORBI_3004G119100	81.9277	82.4242
Os02g0312700	SORBI_3004G121300	78.3898	75.2033
Os02g0312800	SORBI_3004G067500	62.3404	58.1349
Os02g0313400	SORBI_3004G133700	87.0849	43.5424
Os02g0313700	SORBI_3010G091300	76.8802	82.1429
Os02g0314300	SORBI_3004G121400	71.1111	69.869
Os02g0314600	SORBI_3002G294600	78.4047	76.7619
Os02g0314600	SORBI_3002G367900	78.2101	77.7563
Os02g0315200	SORBI_3003G345300	46.6887	21.5267
Os02g0316200	SORBI_3004G119000	78.7736	78.4038
Os02g0316900	SORBI_3004G239200	63.6364	20.1084
Os02g0316900	SORBI_3006G068400	31.9039	12.0388
Os02g0317300	SORBI_3009G034400	73.1707	72.2892
Os02g0317400	SORBI_3002G232400	93.956	93.956
Os02g0317500	SORBI_3007G090451	20.303	30.0448
Os02g0317800	SORBI_3007G096700	78.0645	81.2081
Os02g0319300	SORBI_3003G411000	97.4026	21.3068
Os02g0319800	SORBI_3008G040100	71.1752	71.9731
Os02g0320000	SORBI_3006G258300	59.8086	47.3485
Os02g0320100	SORBI_3007G030600	77.8788	62.9902
Os02g0320300	SORBI_3004G109000	64.6429	57.6433
Os02g0320600	SORBI_3001G115900	36.9458	35.545
Os02g0321000	SORBI_3002G429400	42.0664	53.0233
