Gene stable ID	Zea mays gene stable ID	%id. target Zea mays gene identical to query gene	%id. query gene identical to target Zea mays gene
Os02g0173900	Zm00001d015406	0.967742	1.36986
Os02g0173900	Zm00001d053776	84.8387	49.9051
Os02g0174000	Zm00001d002439	15.2381	35.0365
Os02g0174100	Zm00001d015410	60.5578	45.7831
Os02g0174100	Zm00001d053775	60.5578	45.9215
Os02g0174200	Zm00001d053770	71.9715	85.8357
Os02g0174300	Zm00001d015412	42.7419	52.8239
Os02g0174400	Zm00001d015414	50.266	57.4468
Os02g0174400	Zm00001d053769	49.734	56.8389
Os02g0174800	Zm00001d015420	58.2569	58.2569
Os02g0175100	Zm00001d015421	78.3393	65.5589
Os02g0175200	Zm00001d053766	68.8889	34.72
Os02g0175301	Zm00001d053766	56.2667	33.76
Os02g0175400	Zm00001d015426	76.0064	93.837
Os02g0175400	Zm00001d053765	94.0419	94.0419
Os02g0175500	Zm00001d015429	87.4359	90.4509
Os02g0175500	Zm00001d053763	89.4872	89.9485
Os02g0175600	Zm00001d015375	89.5833	88.3562
Os02g0175600	Zm00001d022124	87.5	86.8966
Os02g0175700	Zm00001d015430	71.1835	71.9237
Os02g0175800	Zm00001d015431	71.5789	74.7253
Os02g0175900	Zm00001d015433	65.8824	63.6364
Os02g0175900	Zm00001d053762	68.2353	64.877
Os02g0176000	Zm00001d015434	63.964	62.8319
Os02g0176100	Zm00001d015435	81.0063	81.519
Os02g0176100	Zm00001d039097	17.9874	54.3726
Os02g0176100	Zm00001d053761	76.1006	77.6637
Os02g0176400	Zm00001d009033	42.7184	26.1905
Os02g0176400	Zm00001d015440	65.0485	41.1043
Os02g0176400	Zm00001d053759	94.1748	94.1748
Os02g0176700	Zm00001d015446	78.0065	64.0569
Os02g0176900	Zm00001d053757	75	77.7049
Os02g0177300	Zm00001d015451	54.7009	58.0499
Os02g0177300	Zm00001d053756	43.3761	50
Os02g0177400	Zm00001d015457	42.1053	36.8324
Os02g0177500	Zm00001d015460	93.0233	40.404
Os02g0177500	Zm00001d053754	95.3488	95.3488
Os02g0177600	Zm00001d015459	87.9061	82.9642
Os02g0177700	Zm00001d015463	62.5641	67.033
Os02g0177800	Zm00001d007147	29.0064	88.7255
Os02g0177800	Zm00001d015464	85.0962	81.317
Os02g0177800	Zm00001d053753	85.0962	86.7647
Os02g0177900	Zm00001d002135	68.5484	59.8592
Os02g0178100	Zm00001d015468	70.997	63.0027
Os02g0178500	Zm00001d015474	87.5193	87.5193
Os02g0178500	Zm00001d053732	86.7488	85.9542
Os02g0178600	Zm00001d015475	72	20
Os02g0178600	Zm00001d053734	76	20
Os02g0178700	Zm00001d015476	40.9524	40.566
Os02g0178800	Zm00001d015477	82.9618	83.0941
Os02g0179000	Zm00001d053735	72.5301	55.1282
Os02g0179100	Zm00001d015484	83.7719	77.6423
Os02g0179200	Zm00001d053736	58.5284	54.8589
Os02g0179300	Zm00001d053738	79.9458	80.163
Os02g0179400	Zm00001d015485	50.6053	51.9901
Os02g0179500	Zm00001d053739	84.7162	55.2707
Os02g0179600	Zm00001d053740	75	75.1145
Os02g0179800	Zm00001d015493	78.4211	78.2152
Os02g0179800	Zm00001d015575	9.64912	75.8621
Os02g0179800	Zm00001d018368	17.3684	61.3003
Os02g0179800	Zm00001d048078	7.45614	83.3333
Os02g0179800	Zm00001d053741	77.8947	77.9631
Os02g0179900	Zm00001d015495	66.6667	15.9204
Os02g0179900	Zm00001d015499	70	17.6471
Os02g0180000	Zm00001d015504	84.2541	76.0599
Os02g0180100	Zm00001d031894	83.8906	77.7465
Os02g0180100	Zm00001d049911	76.8997	81.0897
Os02g0180200	Zm00001d015505	89.1892	55.7432
Os02g0180200	Zm00001d053743	89.7297	75.1131
Os02g0180400	Zm00001d015508	73.6342	71.5935
Os02g0180400	Zm00001d053745	73.6342	69.9774
Os02g0180500	Zm00001d015509	77.6471	70.2128
Os02g0180700	Zm00001d015513	82.8488	82.3699
Os02g0181400	Zm00001d002307	52.0833	64.1026
Os02g0181400	Zm00001d006692	59.7222	43.3249
Os02g0181400	Zm00001d009699	44.7917	56.087
Os02g0181400	Zm00001d011931	62.8472	61.9863
Os02g0181400	Zm00001d023350	64.2361	62.0805
Os02g0181400	Zm00001d030984	71.875	69.2308
Os02g0181400	Zm00001d032625	64.2361	62.0805
Os02g0181400	Zm00001d044524	59.7222	59.5156
Os02g0181400	Zm00001d045916	58.6806	58.4775
Os02g0181400	Zm00001d051113	26.7361	44.7674
Os02g0181400	Zm00001d052983	71.875	69.2308
Os02g0181800	Zm00001d053747	75	64.6277
Os02g0181900	Zm00001d015520	91.6582	91.1943
Os02g0182100	Zm00001d015521	75.8786	75.2773
Os02g0182300	Zm00001d015525	37.1134	41.1429
Os02g0182500	Zm00001d015526	95.098	91.5094
Os02g0182600	Zm00001d015527	84.8837	14.2023
Os02g0182700	Zm00001d015546	55.8233	58.6498
Os02g0182700	Zm00001d053748	54.6185	52.1073
Os02g0182800	Zm00001d015549	89.7764	86.4615
Os02g0182800	Zm00001d053749	88.4984	86.8339
Os02g0182850	Zm00001d015550	53.3981	54.4554
Os02g0182850	Zm00001d053750	51.4563	51.9608
Os02g0182900	Zm00001d015566	73.9407	72.4066
Os02g0183000	Zm00001d015560	95.3587	95.3587
Os02g0183500	Zm00001d015559	41.1197	39.5911
Os02g0184000	Zm00001d015556	34.5566	81.5884
Os02g0184200	Zm00001d015569	98.4076	40.3394
Os02g0184200	Zm00001d021760	76.7516	77.492
Os02g0184200	Zm00001d023416	76.1146	74.4548
Os02g0184200	Zm00001d041187	24.5223	48.125
Os02g0184200	Zm00001d041315	87.5796	38.3543
Os02g0184200	Zm00001d053727	98.4076	35.9721
Os02g0184400	Zm00001d015570	88.5262	92.8423
Os02g0184500	Zm00001d015571	79.2453	60.6498
Os02g0184700	Zm00001d015578	57.8035	74.6269
Os02g0184900	Zm00001d015579	65.3697	65.625
Os02g0185200	Zm00001d015579	64.786	65.0391
Os02g0185300	Zm00001d015579	65.2591	66.4062
Os02g0185500	Zm00001d015579	62.423	59.375
Os02g0185900	Zm00001d015579	60.124	56.8359
Os02g0186200	Zm00001d015579	60.8534	64.0625
Os02g0186400	Zm00001d053726	65.6619	64.9805
Os02g0186500	Zm00001d015581	83.2891	83.2891
Os02g0186500	Zm00001d053725	80.3714	80.3714
Os02g0186700	Zm00001d015586	66.21	80.5556
Os02g0186700	Zm00001d053724	68.0365	83.7079
Os02g0186800	Zm00001d015589	68.9587	72.0739
Os02g0186800	Zm00001d049551	64.0471	61.3936
Os02g0187000	Zm00001d015592	66.9565	45.4724
Os02g0187100	Zm00001d015599	52.7273	52.7273
Os02g0187100	Zm00001d053722	53.0909	53.8745
Os02g0187200	Zm00001d015600	89.801	89.5782
Os02g0187200	Zm00001d053719	89.0547	88.8337
Os02g0187400	Zm00001d015609	68.4211	63.2063
Os02g0187500	Zm00001d015612	90.9722	90.9722
Os02g0187600	Zm00001d015613	76.1029	72.6316
Os02g0187600	Zm00001d053716	76.8382	76.2774
Os02g0187700	Zm00001d015614	79.7342	78.9474
Os02g0187800	Zm00001d015618	88.7052	87.7384
Os02g0188000	Zm00001d015623	75.2336	65.5804
Os02g0188000	Zm00001d037298	68.2243	62.2601
Os02g0188000	Zm00001d053715	75.7009	64.8
Os02g0188500	Zm00001d015627	38.8889	47.3684
Os02g0189000	Zm00001d015628	72.6027	76.259
Os02g0189000	Zm00001d053713	72.6027	76.259
Os02g0189100	Zm00001d015635	76.5217	76.5217
Os02g0189100	Zm00001d035436	62.6087	24.4898
Os02g0189100	Zm00001d053709	77.3913	77.3913
Os02g0189200	Zm00001d015636	74.2706	77.5623
Os02g0189300	Zm00001d015637	77.1978	78.273
Os02g0189400	Zm00001d015638	52.3973	43.0986
Os02g0189800	Zm00001d053706	80.7487	48.5921
Os02g0190000	Zm00001d053706	86.3234	86.3234
Os02g0190300	Zm00001d053706	90.3614	90.5068
Os02g0190500	Zm00001d015649	86.351	86.4714
Os02g0190600	Zm00001d015651	85.8896	85.7143
Os02g0190700	Zm00001d015654	40.1639	40.4959
Os02g0190800	Zm00001d015656	86.3753	77.7778
Os02g0190800	Zm00001d053705	37.2751	67.1296
Os02g0190900	Zm00001d015657	80.1653	74.0458
Os02g0191200	Zm00001d014719	63.9785	60.7143
Os02g0191300	Zm00001d015658	84.7495	86.2528
Os02g0191500	Zm00001d053704	18.9333	19.9438
Os02g0191600	Zm00001d015664	47.7387	56.5476
Os02g0191600	Zm00001d053703	36.6834	41.4773
Os02g0191700	Zm00001d015665	82.0652	77.5685
Os02g0191700	Zm00001d053702	81.3406	82.0841
Os02g0191800	Zm00001d015670	49.3243	51.049
Os02g0192001	Zm00001d015686	37.931	48.5294
Os02g0192001	Zm00001d053699	44.8276	49.3671
Os02g0192400	Zm00001d053697	65.5026	28.8309
Os02g0192500	Zm00001d053696	88.4837	81.162
Os02g0193200	Zm00001d015867	65.5	61.215
Os02g0193300	Zm00001d015867	64.5833	57.9439
Os02g0193500	Zm00001d015865	61.6438	55.5556
Os02g0193600	Zm00001d015863	62.0603	63.8243
Os02g0193732	Zm00001d015862	42.1488	53.6842
Os02g0193732	Zm00001d053689	48.7603	51.7544
Os02g0193800	Zm00001d053688	74.8936	10.3957
Os02g0193900	Zm00001d015861	89.0909	90.3226
Os02g0194000	Zm00001d053687	67.3267	54.2914
Os02g0194100	Zm00001d015856	84.1102	81.3525
Os02g0194100	Zm00001d053684	87.0763	84.9174
Os02g0194100	Zm00001d053685	93.4322	93.4322
Os02g0194200	Zm00001d053682	65.6667	55.0279
Os02g0194400	Zm00001d015853	53.4324	58.7549
Os02g0194600	Zm00001d053676	67.8843	55.1298
Os02g0194700	Zm00001d015852	69.9784	71.1306
Os02g0194700	Zm00001d053675	70.4104	72.0442
Os02g0194800	Zm00001d010143	25.2159	61.6034
Os02g0194800	Zm00001d015851	78.4111	71.3836
Os02g0194800	Zm00001d019521	19.6891	66.6667
Os02g0194800	Zm00001d053674	71.6753	64.7426
Os02g0194900	Zm00001d015845	45.0402	62.4535
Os02g0194900	Zm00001d015846	9.11528	16.8317
Os02g0195000	Zm00001d015844	92.8962	92.8962
Os02g0195300	Zm00001d011767	85.2941	86.017
Os02g0195500	Zm00001d053672	79.0123	80.091
Os02g0195600	Zm00001d015842	82.659	83.6257
Os02g0195600	Zm00001d053671	65.896	80.2817
Os02g0195800	Zm00001d015050	59.5745	58.1315
Os02g0195800	Zm00001d015839	80.8511	80.2817
Os02g0195800	Zm00001d030684	21.6312	51.2605
Os02g0195800	Zm00001d048591	20.5674	33.7209
Os02g0195800	Zm00001d049645	28.7234	47.093
Os02g0195800	Zm00001d049646	3.5461	12.987
Os02g0195800	Zm00001d051154	21.9858	36.0465
Os02g0195800	Zm00001d052902	62.766	47.3262
Os02g0195800	Zm00001d053667	79.4326	78.3217
Os02g0196000	Zm00001d053665	81.5217	80.3571
Os02g0196300	Zm00001d015837	88.8712	84.5688
Os02g0196300	Zm00001d053664	88.7122	84.9315
Os02g0196600	Zm00001d015829	90.6953	90.5102
Os02g0196700	Zm00001d053662	35.6137	39.5089
Os02g0196800	Zm00001d053663	86.4802	82.6281
Os02g0196900	Zm00001d015816	90.3766	43.8134
Os02g0197300	Zm00001d015815	63.2287	67.7885
Os02g0197400	Zm00001d053661	81.9672	84.7458
Os02g0197500	Zm00001d053660	76.9231	33.9367
Os02g0197600	Zm00001d046786	82.5279	83.1461
Os02g0197900	Zm00001d015810	44.2786	64.4928
Os02g0197900	Zm00001d015811	12.6866	57.9545
Os02g0198200	Zm00001d000256	86.8421	78.8845
Os02g0198200	Zm00001d053659	87.7193	88.8889
Os02g0198300	Zm00001d015804	85.625	85.0932
Os02g0198400	Zm00001d015538	10.4052	75.8389
Os02g0198400	Zm00001d015802	78.6372	74.2609
Os02g0198500	Zm00001d015799	65.8824	63.6364
Os02g0198600	Zm00001d053658	85.3012	86.7647
Os02g0198700	Zm00001d015798	71.965	69.6126
Os02g0198800	Zm00001d015796	34.4086	66.6667
Os02g0198800	Zm00001d053654	52.957	66.5541
Os02g0198900	Zm00001d015795	88.601	89.0625
Os02g0199300	Zm00001d017007	27.0142	50.8929
Os02g0199300	Zm00001d024654	30.3318	51.6129
Os02g0199300	Zm00001d053652	64.455	53.7549
Os02g0199500	Zm00001d053650	54.1284	55.2693
Os02g0199600	Zm00001d015791	60.8108	19.7368
Os02g0199800	Zm00001d015789	71.1971	72.4359
Os02g0199900	Zm00001d015788	98	98
Os02g0199900	Zm00001d053649	98.25	98.25
Os02g0200000	Zm00001d015625	24.4648	61.5385
Os02g0200000	Zm00001d015785	87.7676	87.7676
Os02g0200000	Zm00001d019834	18.3486	58.8235
Os02g0200000	Zm00001d020031	14.9847	31.2102
Os02g0200000	Zm00001d023995	25.6881	35.5932
Os02g0200000	Zm00001d024390	25.3823	64.8438
Os02g0200000	Zm00001d050144	22.3242	42.1965
Os02g0200000	Zm00001d051318	22.0183	37.8947
Os02g0200000	Zm00001d053333	24.7706	66.3934
Os02g0200000	Zm00001d053648	75.2294	71.3043
Os02g0200300	Zm00001d015783	71.6981	72.7273
Os02g0200800	Zm00001d015780	60.7595	59.2593
Os02g0200800	Zm00001d053643	58.9873	58.6902
Os02g0200900	Zm00001d015778	80.7576	82.8927
Os02g0200900	Zm00001d053642	81.8182	82.9493
Os02g0201000	Zm00001d015777	60.7306	63.0332
Os02g0201300	Zm00001d015767	64.2336	55.3459
Os02g0201300	Zm00001d053639	62.7737	60.5634
Os02g0201500	Zm00001d053640	74.3103	81.4745
Os02g0201900	Zm00001d015758	83.0224	79.0409
Os02g0202000	Zm00001d015759	80.9756	77.9343
Os02g0202200	Zm00001d053626	63.9286	60.678
Os02g0202250	Zm00001d039554	14.6865	57.7922
Os02g0202300	Zm00001d039554	0	0
Os02g0202400	Zm00001d015746	72.7059	70.7094
Os02g0202500	Zm00001d053625	76.8116	38.1295
Os02g0202600	Zm00001d053624	87.3684	87.6761
Os02g0202900	Zm00001d015744	73.1651	76.3158
Os02g0203000	Zm00001d015743	68.3417	75.1381
Os02g0203500	Zm00001d052092	15	69.6429
Os02g0203500	Zm00001d053623	79.6154	79.5389
Os02g0203700	Zm00001d015737	70.4819	70.4819
Os02g0203700	Zm00001d053622	83.7349	76.7956
Os02g0204000	Zm00001d015741	79.7521	83.1897
Os02g0204400	Zm00001d015724	53.902	81.5934
Os02g0204700	Zm00001d015721	80.9695	79.2619
Os02g0204700	Zm00001d053617	80.7899	80.7899
Os02g0205000	Zm00001d049703	66.2162	61.7647
Os02g0205200	Zm00001d015715	81.6438	50.8532
Os02g0205300	Zm00001d016439	97.6415	98.1043
Os02g0205500	Zm00001d016438	82.0809	82.3985
Os02g0206700	Zm00001d016435	40.9182	74.2754
Os02g0207100	Zm00001d016435	25.9582	53.9855
Os02g0207400	Zm00001d016435	37.2659	72.1014
Os02g0208100	Zm00001d038035	13.9683	45.5959
Os02g0208200	Zm00001d016410	53.5211	11.5502
Os02g0208200	Zm00001d053613	52.1127	11.3497
Os02g0208300	Zm00001d004097	0	0
Os02g0208300	Zm00001d009216	0	0
Os02g0208300	Zm00001d015022	0	0
Os02g0208300	Zm00001d034566	0	0
Os02g0208500	Zm00001d016408	81.6667	79.0323
Os02g0208600	Zm00001d003790	25.5203	60.9948
Os02g0208600	Zm00001d005212	29.5728	60.5381
Os02g0208600	Zm00001d016407	61.0077	49.4232
Os02g0208600	Zm00001d053611	63.3078	53.5185
Os02g0208900	Zm00001d016406	67.8571	69.774
Os02g0208900	Zm00001d053610	63.7363	65.4443
Os02g0209000	Zm00001d016402	85.9944	65.8798
Os02g0209000	Zm00001d053609	86.4146	63.0235
Os02g0209100	Zm00001d019825	0	0
Os02g0209100	Zm00001d022419	0.805153	0.897666
Os02g0209100	Zm00001d048712	0.805153	1.11359
Os02g0209400	Zm00001d016400	30.5556	48.2456
Os02g0209900	Zm00001d053607	78.135	77.6358
Os02g0210800	Zm00001d016397	68.984	23.1183
Os02g0210900	Zm00001d053605	60.8392	62.5899
Os02g0213700	Zm00001d017195	44.1176	13.1868
Os02g0214300	Zm00001d011251	19.5364	83.0986
Os02g0214300	Zm00001d013248	40.0662	80.6667
Os02g0214300	Zm00001d038279	29.4702	64.0288
Os02g0214300	Zm00001d042071	30.1325	62.3288
Os02g0214300	Zm00001d049568	33.7748	60.355
Os02g0214300	Zm00001d053351	80.4636	80.4636
Os02g0214766	Zm00001d018345	38.1188	34.6847
Os02g0214900	Zm00001d016381	63.3333	79.1667
Os02g0214900	Zm00001d053595	77.0588	76.0155
Os02g0215000	Zm00001d016382	64.4414	64.5293
Os02g0215200	Zm00001d016381	63.8507	79.6569
Os02g0215200	Zm00001d053595	78.1925	76.9826
Os02g0215300	Zm00001d018345	39.1089	35.5856
Os02g0215500	Zm00001d048357	59.1388	57.4722
Os02g0215700	Zm00001d048357	61.3131	51.836
Os02g0216300	Zm00001d053593	42.654	58.8235
Os02g0217400	Zm00001d029613	73.622	70.566
Os02g0217400	Zm00001d047316	67.9134	67.1206
Os02g0217500	Zm00001d053591	87.5	86.1048
Os02g0217600	Zm00001d036949	85.6678	85.3896
Os02g0217600	Zm00001d046369	95.4397	95.7516
Os02g0217800	Zm00001d016374	74.8515	75.9036
Os02g0218200	Zm00001d012310	12.3007	81.203
Os02g0218200	Zm00001d016373	85.0797	84.9829
Os02g0218200	Zm00001d036958	12.7563	76.1905
Os02g0218200	Zm00001d047903	9.33941	91.1111
Os02g0218400	Zm00001d053588	83.8356	84.8821
Os02g0218600	Zm00001d053587	69.4215	34.1463
Os02g0218700	Zm00001d053586	73.8	72.4951
Os02g0218800	Zm00001d053586	71.9608	72.1022
Os02g0219200	Zm00001d053585	86.4	52.111
Os02g0219400	Zm00001d053627	84.901	83.2524
Os02g0219800	Zm00001d016364	86.2963	86.2963
Os02g0219900	Zm00001d016363	52.7363	58.2418
Os02g0220000	Zm00001d053578	69.4497	66.3043
Os02g0220000	Zm00001d053579	63.3776	67.6113
Os02g0220100	Zm00001d053578	8.86525	9.05797
Os02g0220100	Zm00001d053579	8.33333	9.51417
Os02g0220400	Zm00001d016361	60.9065	58.1081
Os02g0220500	Zm00001d016358	88.4058	86.3208
Os02g0220500	Zm00001d053576	88.6473	83.9817
Os02g0220600	Zm00001d016358	86.3636	85.1415
Os02g0220600	Zm00001d053576	86.1244	82.3799
Os02g0220700	Zm00001d053575	68.4277	64.1509
Os02g0221100	Zm00001d016354	46.5224	52.2569
Os02g0221300	Zm00001d016350	17.7072	30.9524
Os02g0221300	Zm00001d016351	43.9274	43.3857
Os02g0221500	Zm00001d016349	80.3526	83.0729
Os02g0221500	Zm00001d053572	80.8564	58.4699
Os02g0221600	Zm00001d028676	76.5957	56.7823
Os02g0221600	Zm00001d047777	83.4043	71.2727
Os02g0221800	Zm00001d016347	70.2517	76.3682
Os02g0221900	Zm00001d053569	78.4672	76.7857
Os02g0223700	Zm00001d016342	53.0172	61.194
Os02g0223700	Zm00001d053568	46.1207	53.2338
Os02g0224100	Zm00001d009234	14.3959	66.6667
Os02g0224100	Zm00001d009620	27.5064	67.2956
Os02g0224100	Zm00001d016332	72.4936	74.8011
Os02g0224100	Zm00001d053566	68.3805	58.5903
Os02g0224200	Zm00001d053565	80.5714	78.3333
Os02g0224300	Zm00001d003043	0	0
Os02g0224300	Zm00001d010059	0.23753	0.75188
Os02g0224300	Zm00001d012130	1.18765	1.90114
Os02g0224300	Zm00001d016326	72.4466	44.2029
Os02g0224300	Zm00001d019621	0	0
Os02g0224300	Zm00001d047295	0	0
Os02g0224300	Zm00001d052251	0.23753	1.08696
Os02g0224300	Zm00001d052579	0	0
Os02g0224300	Zm00001d053564	73.1591	39.8448
Os02g0224400	Zm00001d016311	84.585	84.0864
Os02g0224800	Zm00001d016308	93.6782	93.6782
Os02g0224800	Zm00001d053563	91.3793	90.8571
Os02g0224900	Zm00001d029673	45.1477	36.1486
Os02g0225000	Zm00001d010908	85.9504	81.6754
Os02g0225300	Zm00001d030087	57.3333	25.7485
Os02g0225900	Zm00001d016306	61.1494	59.9099
Os02g0225900	Zm00001d016307	55.6322	55.2511
Os02g0225900	Zm00001d053562	60.2299	59.8174
Os02g0226000	Zm00001d016305	88.2927	89.1626
Os02g0226200	Zm00001d016301	60.473	55.0769
Os02g0226300	Zm00001d016299	71.4286	76.1194
Os02g0226600	Zm00001d002249	33.2096	50.8523
Os02g0226600	Zm00001d016298	58.8126	57.8467
Os02g0226801	Zm00001d016294	73.8095	82.4468
Os02g0226900	Zm00001d053561	82.2606	82.7804
Os02g0227000	Zm00001d016286	68.14	69.0299
Os02g0227100	Zm00001d016287	45.1327	51.5152
Os02g0227200	Zm00001d053560	85.4167	84.5361
Os02g0227400	Zm00001d053559	75.9016	67.5912
Os02g0227500	Zm00001d003727	16.3043	30.303
Os02g0227500	Zm00001d023611	24.4565	15.0502
Os02g0227700	Zm00001d016285	58.7649	56.9498
Os02g0227700	Zm00001d053424	60.5578	61.9776
Os02g0228000	Zm00001d003727	29.6512	25.7576
Os02g0228000	Zm00001d023611	30.814	8.86288
Os02g0228300	Zm00001d016285	65.1619	64.0927
Os02g0228300	Zm00001d053424	57.0167	59.2253
Os02g0228900	Zm00001d016277	63.3333	63.5452
Os02g0229000	Zm00001d016276	91.3043	91.9708
Os02g0229200	Zm00001d027597	43.3121	21.7252
Os02g0229400	Zm00001d016274	88.3378	88.4564
Os02g0229600	Zm00001d016273	82.8265	34.7337
Os02g0229800	Zm00001d016271	39.661	37.1429
Os02g0229900	Zm00001d016269	56.3158	52.1951
Os02g0230000	Zm00001d053556	79.3103	78.4091
Os02g0230100	Zm00001d053555	80.7808	76.4205
Os02g0230200	Zm00001d053522	72.7273	71.5084
Os02g0230300	Zm00001d016256	83.3333	32.3383
Os02g0231700	Zm00001d030981	47.8261	47.4312
Os02g0232000	Zm00001d016255	61.0738	70.8171
Os02g0232100	Zm00001d008797	35.6436	70.5882
Os02g0232100	Zm00001d012082	40.5941	30.6733
Os02g0232100	Zm00001d016254	81.1881	81.1881
Os02g0232100	Zm00001d029893	27.7228	61.3139
Os02g0232300	Zm00001d004010	38.3784	68.2692
Os02g0232300	Zm00001d016253	48.1081	48.3696
Os02g0232400	Zm00001d016248	89.2	88.668
Os02g0232900	Zm00001d016237	83.4507	84.0426
Os02g0233100	Zm00001d016234	71.7757	72.045
Os02g0233100	Zm00001d053541	73.0841	75.048
Os02g0233200	Zm00001d016231	32.1937	31.2155
Os02g0233200	Zm00001d027587	44.7293	41.3158
Os02g0233200	Zm00001d053543	29.0598	37.6384
Os02g0233333	Zm00001d013122	88.1944	28.5393
Os02g0234200	Zm00001d016228	75.6592	72.4272
Os02g0234300	Zm00001d016225	84.3373	67.2154
Os02g0234300	Zm00001d053544	79.346	65.3901
Os02g0234450	Zm00001d016223	74.2823	76.1963
Os02g0234500	Zm00001d053545	85.5196	85.0847
Os02g0234700	Zm00001d016216	60.8247	56.1905
Os02g0235000	Zm00001d000364	81.6327	58.8235
Os02g0235000	Zm00001d000366	81.6327	58.8235
Os02g0235000	Zm00001d016203	80.2721	53.3937
Os02g0235000	Zm00001d016207	81.6327	58.8235
Os02g0235000	Zm00001d019042	59.8639	60.6897
Os02g0235000	Zm00001d043215	79.5918	65
Os02g0235600	Zm00001d053547	96.7033	94.1176
Os02g0235900	Zm00001d016199	72.3104	73.0838
Os02g0236000	Zm00001d016198	90.2778	90.6977
Os02g0236100	Zm00001d016197	84.1936	83.52
Os02g0236100	Zm00001d036887	37.0968	83.9416
Os02g0236100	Zm00001d037840	50.4839	85.0543
Os02g0236200	Zm00001d016188	92.02	89.5631
Os02g0236200	Zm00001d053548	93.7656	88.8889
Os02g0236600	Zm00001d016185	83.4891	83.4891
Os02g0236800	Zm00001d016182	70.2454	71.118
Os02g0238500	Zm00001d002444	49.1857	42.1788
Os02g0238500	Zm00001d026235	35.1792	85.7143
Os02g0238500	Zm00001d026236	17.2638	50.4762
Os02g0240100	Zm00001d053554	80.1223	80.8642
Os02g0240300	Zm00001d053554	71.3396	70.679
Os02g0241100	Zm00001d053518	59.2204	60.1218
Os02g0241200	Zm00001d016175	46.055	46.4815
Os02g0241300	Zm00001d009323	9.65147	52.1739
Os02g0241600	Zm00001d053515	81.3924	75.8255
Os02g0242100	Zm00001d053514	65.2893	65.1546
Os02g0242600	Zm00001d035700	45.491	46.9979
Os02g0242900	Zm00001d053513	64.6438	48.7078
Os02g0243300	Zm00001d053513	62.9857	61.2326
Os02g0244000	Zm00001d053447	38.5593	41.7431
Os02g0244100	Zm00001d016164	81.0875	79.0323
Os02g0244100	Zm00001d053448	82.2695	80.7425
Os02g0244300	Zm00001d016165	80.1026	77.6342
Os02g0244300	Zm00001d053450	78.7692	79.1753
Os02g0244600	Zm00001d053452	74.0947	69.4517
Os02g0244700	Zm00001d016166	94.5248	95.3125
Os02g0244700	Zm00001d053453	88.4297	95.5357
Os02g0245000	Zm00001d008293	81.1869	79.7767
Os02g0245000	Zm00001d040343	81.6919	80.1735
Os02g0245100	Zm00001d016170	90.6832	91.536
Os02g0245800	Zm00001d016160	70.8914	73.1322
Os02g0245800	Zm00001d053446	74.3733	70.4485
Os02g0246300	Zm00001d052826	52.2388	26.1194
Os02g0247000	Zm00001d016155	2.38095	0.639269
Os02g0247000	Zm00001d016156	3.40136	1.36986
Os02g0247800	Zm00001d008911	40.4762	54.8387
Os02g0248100	Zm00001d016143	42.654	44.1176
Os02g0248440	Zm00001d016104	41.3146	41.9048
Os02g0248800	Zm00001d035700	45.2525	46.3768
Os02g0249000	Zm00001d035700	42.562	42.6501
Os02g0249200	Zm00001d016137	55.4217	66.187
Os02g0249200	Zm00001d053434	53.012	60.274
Os02g0249300	Zm00001d016136	54.2714	59.0164
Os02g0249300	Zm00001d053433	53.7688	59.116
Os02g0249500	Zm00001d035700	12.0988	10.1449
Os02g0249600	Zm00001d035700	46.2626	47.412
Os02g0249800	Zm00001d035700	46.493	48.0331
Os02g0249900	Zm00001d035700	46.493	48.0331
Os02g0250300	Zm00001d016131	71.7988	70.1937
Os02g0250300	Zm00001d053427	65.7012	63.104
Os02g0250600	Zm00001d016128	44.7983	39.4393
Os02g0251700	Zm00001d053416	43.5233	39.2523
Os02g0251700	Zm00001d053431	36.2694	32.1101
Os02g0251800	Zm00001d053415	43.9655	38.9313
Os02g0251900	Zm00001d053415	38.8889	37.4046
Os02g0252100	Zm00001d030739	81.8868	58.8076
Os02g0252200	Zm00001d016119	63.2312	65.043
Os02g0252600	Zm00001d052303	57.6923	60.8108
Os02g0253502	Zm00001d053409	42.1365	32.4943
Os02g0254100	Zm00001d053409	45.1835	45.0801
Os02g0254600	Zm00001d053406	45.9184	35.1562
Os02g0254700	Zm00001d015026	71.875	23.0576
Os02g0254700	Zm00001d053404	70.3125	23.2558
Os02g0255000	Zm00001d053401	79.5789	53.0154
Os02g0255000	Zm00001d053403	12	19.0635
Os02g0255100	Zm00001d016106	79.6143	72.9798
Os02g0255100	Zm00001d053399	78.7879	80.112
Os02g0255200	Zm00001d047262	89.1473	89.1473
Os02g0255500	Zm00001d016105	94.1176	90.566
Os02g0255500	Zm00001d053396	91.1765	85.7143
Os02g0255700	Zm00001d018362	76.2791	27.8281
Os02g0255700	Zm00001d043073	26.0465	75.6757
Os02g0255700	Zm00001d052129	13.7984	85.5769
Os02g0256100	Zm00001d053395	81.4898	80.0443
Os02g0257200	Zm00001d016098	69.4079	70.0997
Os02g0257300	Zm00001d016100	66.0215	65.8798
Os02g0257500	Zm00001d016095	56.1446	59.2875
Os02g0257500	Zm00001d053391	60.7229	67.2
Os02g0258000	Zm00001d016083	50	50.7353
Os02g0258200	Zm00001d016082	65.4135	35.729
Os02g0258250	Zm00001d016082	67.1958	26.078
