Gene stable ID	Medicago truncatula str. A17 gene stable ID	% identity	Medicago truncatula str. A17 % identity	Orthology confidence [0 low, 1 high]
OS03G0241100	MTR_8g069965	45	40	1
OS03G0241200	MTR_0011s0330	92	92	1
OS03G0241200	MTR_4g114330	91	91	1
OS03G0241600	MTR_3g117850	40	41	1
OS03G0241600	MTR_4g073140	41	42	1
OS03G0242100	MTR_8g075250	26	5	1
OS03G0242200	MTR_8g091980	62	62	0
OS03G0242900	MTR_4g073540	61	62	1
OS03G0243100	MTR_4g073590	76	76	1
OS03G0243200	MTR_3g019010	1	0	1
OS03G0243200	MTR_3g019025	21	46	1
OS03G0243300	MTR_5g022440	70	70	0
OS03G0243300	MTR_8g075390	66	68	0
OS03G0243600	MTR_1g418545	16	28	0
OS03G0243700	MTR_3g117800	60	45	1
OS03G0243800	MTR_8g075480	48	53	1
OS03G0243900	MTR_4g073720	53	52	1
OS03G0243900	MTR_5g022350	46	49	1
OS03G0243900	MTR_8g075510	46	51	1
OS03G0244000	MTR_1g024840	69	68	1
OS03G0244200	MTR_1g025420	53	54	0
OS03G0244200	MTR_2g068030	33	43	0
OS03G0244200	MTR_2g068655	37	40	0
OS03G0244200	MTR_3g114030	46	65	0
OS03G0244200	MTR_4g073730	46	47	0
OS03G0244200	MTR_5g022310	51	56	0
OS03G0244200	MTR_5g023850	30	44	0
OS03G0244200	MTR_8g037890	49	51	0
OS03G0244200	MTR_8g056820	47	61	0
OS03G0244200	MTR_8g075550	48	52	0
OS03G0244700	MTR_0064s0010	13	37	1
OS03G0244700	MTR_0064s0050	14	39	1
OS03G0244700	MTR_0116s0040	11	33	1
OS03G0244700	MTR_1g046850	18	34	1
OS03G0244700	MTR_4g073830	50	49	1
OS03G0244700	MTR_5g022240	50	47	1
OS03G0244700	MTR_8g075770	50	48	1
OS03G0244950	MTR_5g022130	36	38	1
OS03G0244950	MTR_5g022180	36	38	1
OS03G0244950	MTR_5g022210	36	36	1
OS03G0244950	MTR_8g075780	31	38	1
OS03G0245100	MTR_8g028145	61	57	1
OS03G0245200	MTR_4g075333	26	12	1
OS03G0245300	MTR_4g075333	20	10	1
OS03G0245700	MTR_7g118160	45	56	0
OS03G0245700	MTR_7g118170	62	62	0
OS03G0245800	MTR_3g092460	48	43	1
OS03G0246100	MTR_1g077990	44	46	1
OS03G0246500	MTR_1g024095	48	46	1
OS03G0246500	MTR_3g113290	49	46	1
OS03G0246500	MTR_5g021810	31	42	1
OS03G0246800	MTR_7g075030	67	27	0
OS03G0246800	MTR_8g036080	66	26	0
OS03G0246900	MTR_8g036085	51	60	0
OS03G0247000	MTR_5g011550	42	42	1
OS03G0247000	MTR_6g461650	29	53	1
OS03G0247100	MTR_8g036115	52	53	1
OS03G0247900	MTR_4g101950	52	52	1
OS03G0247900	MTR_5g011580	51	51	1
OS03G0248000	MTR_1g070160	49	51	1
OS03G0248000	MTR_7g096680	50	50	1
OS03G0248600	MTR_6g060570	86	89	0
OS03G0249100	MTR_8g106210	35	33	0
OS03G0249200	MTR_4g102230	57	56	1
OS03G0249300	MTR_4g033850	46	48	1
OS03G0249400	MTR_0157s0070	76	79	0
OS03G0249400	MTR_1g091057	76	79	0
OS03G0249400	MTR_2g085090	76	79	0
OS03G0249400	MTR_4g034030	76	79	0
OS03G0249400	MTR_7g092720	77	80	0
OS03G0249500	MTR_0354s0040	58	67	0
OS03G0249500	MTR_4g024600	59	65	0
OS03G0249500	MTR_4g102270	57	63	0
OS03G0249500	MTR_5g011940	55	61	0
OS03G0249700	MTR_4g075500	46	47	1
OS03G0249900	MTR_3g113940	30	36	1
OS03G0250000	MTR_3g117680	50	40	1
OS03G0250000	MTR_4g075610	53	42	1
OS03G0250200	MTR_1g024930	36	36	1
OS03G0250200	MTR_3g113790	38	29	1
OS03G0251350	MTR_3g099180	56	63	1
OS03G0251425	MTR_0365s0010	44	15	0
OS03G0251425	MTR_0400s0020	40	26	0
OS03G0251500	MTR_3g112500	61	69	0
OS03G0251500	MTR_4g071070	73	73	0
OS03G0251600	MTR_7g075790	63	65	0
OS03G0251600	MTR_8g035590	62	64	0
OS03G0251700	MTR_0007s0390	41	40	1
OS03G0251700	MTR_1g102360	32	39	1
OS03G0251700	MTR_8g035560	44	44	1
OS03G0251800	MTR_2g025590	44	43	0
OS03G0251800	MTR_2g025620	40	42	0
OS03G0252100	MTR_8g035500	32	34	1
OS03G0252100	MTR_8g035520	39	41	1
OS03G0252100	MTR_8g035540	41	43	1
OS03G0252800	MTR_1g018970	45	63	1
OS03G0252800	MTR_3g054030	67	68	1
OS03G0252800	MTR_5g072020	67	68	1
OS03G0252900	MTR_3g111920	30	35	1
OS03G0253100	MTR_3g091190	65	66	1
OS03G0253200	MTR_2g069990	45	47	1
OS03G0253500	MTR_1g038340	32	36	1
OS03G0253600	MTR_1g038260	37	38	1
OS03G0253600	MTR_1g038290	32	33	1
OS03G0253800	MTR_1g077430	51	54	0
OS03G0254000	MTR_1g069615	5	24	1
OS03G0254000	MTR_7g018640	20	9	1
OS03G0254000	MTR_7g018670	16	20	1
OS03G0254000	MTR_7g018780	14	17	1
OS03G0254000	MTR_7g018810	19	17	1
OS03G0254000	MTR_7g018840	19	14	1
OS03G0254000	MTR_7g018850	19	17	1
OS03G0254700	MTR_1g012820	13	24	0
OS03G0254700	MTR_1g019450	0	1	0
OS03G0254700	MTR_1g019470	0	2	0
OS03G0254700	MTR_2g065670	12	18	0
OS03G0254700	MTR_2g104140	78	77	0
OS03G0254700	MTR_2g435370	26	28	0
OS03G0254700	MTR_2g435380	8	24	0
OS03G0254700	MTR_2g435440	26	30	0
OS03G0254700	MTR_4g009840	78	78	0
OS03G0254700	MTR_4g109730	1	5	0
OS03G0254700	MTR_7g007420	0	1	0
OS03G0254700	MTR_7g056753	0	0	0
OS03G0254700	MTR_7g056757	0	0	0
OS03G0254700	MTR_7g056777	0	0	0
OS03G0254700	MTR_7g069750	5	73	0
OS03G0254800	MTR_0368s0020	12	39	1
OS03G0254800	MTR_1g095250	68	68	1
OS03G0254900	MTR_1g064680	43	59	1
OS03G0254900	MTR_7g101150	43	58	1
OS03G0255100	MTR_2g094020	59	67	1
OS03G0255100	MTR_2g094060	61	70	1
OS03G0255100	MTR_4g059680	59	67	1
OS03G0255200	MTR_8g076220	51	51	1
OS03G0255400	MTR_0137s0040	4	27	0
OS03G0255400	MTR_0291s0060	3	24	0
OS03G0255400	MTR_0402s0040	8	12	0
OS03G0255400	MTR_1g057920	6	33	0
OS03G0255400	MTR_2g070590	5	31	0
OS03G0255400	MTR_2g098880	9	24	0
OS03G0255400	MTR_2g098920	9	25	0
OS03G0255400	MTR_3g006370	9	28	0
OS03G0255400	MTR_4g067290	10	23	0
OS03G0255400	MTR_5g015480	8	22	0
OS03G0255400	MTR_6g017200	5	24	0
OS03G0255500	MTR_3g111120	79	77	0
OS03G0255500	MTR_5g030620	79	80	0
OS03G0255500	MTR_5g430730	79	80	0
OS03G0255500	MTR_8g067275	78	80	0
OS03G0256400	MTR_3g052850	73	72	0
OS03G0256800	MTR_3g100580	53	30	1
OS03G0256800	MTR_5g065960	50	26	1
OS03G0257000	MTR_6g013805	18	59	1
OS03G0257000	MTR_6g013815	38	54	1
OS03G0257500	MTR_1g111210	34	17	1
OS03G0257500	MTR_7g407010	38	17	1
OS03G0257600	MTR_1g111210	19	28	1
OS03G0257600	MTR_7g407010	17	21	1
OS03G0257900	MTR_0024s0060	76	49	1
OS03G0258200	MTR_1g111280	46	48	1
OS03G0258200	MTR_7g406880	47	49	1
OS03G0258500	MTR_3g018770	55	58	0
OS03G0258900	MTR_1g023570	56	58	1
OS03G0258900	MTR_3g113210	57	58	1
OS03G0258900	MTR_6g004960	54	59	1
OS03G0259300	MTR_8g107400	63	65	1
OS03G0259400	MTR_1g093720	48	50	1
OS03G0259900	MTR_5g078300	30	27	0
OS03G0260000	MTR_4g085860	7	60	1
OS03G0260000	MTR_6g045107	7	59	1
OS03G0260000	MTR_8g087750	55	55	1
OS03G0260000	MTR_8g087770	55	55	1
OS03G0260600	MTR_1g093750	42	50	1
OS03G0261500	MTR_2g087520	66	78	1
OS03G0261800	MTR_2g087390	20	25	1
OS03G0261800	MTR_2g087430	16	23	1
OS03G0261800	MTR_2g087460	20	25	1
OS03G0261800	MTR_2g087470	12	29	1
OS03G0261800	MTR_4g050590	26	18	1
OS03G0261900	MTR_2g006750	69	21	1
OS03G0262000	MTR_3g005910	11	67	1
OS03G0262000	MTR_3g073100	60	36	1
OS03G0262000	MTR_3g097260	56	35	1
OS03G0262000	MTR_5g459450	59	33	1
OS03G0262000	MTR_8g095170	52	34	1
OS03G0262100	MTR_2g007770	49	50	0
OS03G0262200	MTR_0685s0020	24	55	1
OS03G0262200	MTR_3g073250	41	45	1
OS03G0262200	MTR_4g094415	36	41	1
OS03G0262200	MTR_5g059880	34	44	1
OS03G0262200	MTR_5g059910	32	47	1
OS03G0262200	MTR_5g059940	33	49	1
OS03G0262200	MTR_5g060350	41	41	1
OS03G0262300	MTR_1g030410	23	24	1
OS03G0262300	MTR_3g072400	24	25	1
OS03G0262400	MTR_6g029230	73	73	1
OS03G0262700	MTR_2g007830	55	52	1
OS03G0262900	MTR_3g073360	61	11	1
OS03G0263500	MTR_8g009970	72	72	0
OS03G0263600	MTR_2g099030	62	65	1
OS03G0263700	MTR_5g059100	59	54	1
OS03G0263800	MTR_1g019250	53	54	1
OS03G0263900	MTR_1g045490	63	67	1
OS03G0264000	MTR_4g086150	51	44	1
OS03G0264300	MTR_7g068190	53	54	1
OS03G0264400	MTR_1g114520	62	68	0
OS03G0264400	MTR_3g070290	62	62	0
OS03G0264400	MTR_3g076770	60	60	0
OS03G0264400	MTR_3g467000	62	63	0
OS03G0264700	MTR_7g088170	43	43	1
OS03G0264800	MTR_1g047790	44	46	1
OS03G0265100	MTR_4g015260	67	55	1
OS03G0265100	MTR_7g067340	69	55	1
OS03G0265200	MTR_5g069880	49	54	1
OS03G0265300	MTR_5g081910	69	70	1
OS03G0265400	MTR_8g006995	50	56	0
OS03G0265500	MTR_3g070140	57	56	1
OS03G0265500	MTR_5g081870	58	57	1
OS03G0265600	MTR_3g462330	63	23	1
OS03G0265700	MTR_8g100105	77	68	1
OS03G0265800	MTR_4g014970	39	40	0
OS03G0265800	MTR_7g066800	50	52	0
OS03G0265900	MTR_3g462220	54	53	1
OS03G0266000	MTR_4g014750	54	53	0
OS03G0266100	MTR_3g070033	31	81	1
OS03G0266100	MTR_3g070050	72	74	1
OS03G0266200	MTR_5g096970	68	37	1
OS03G0266700	MTR_5g026400	47	50	1
OS03G0266800	MTR_5g026510	70	71	1
OS03G0267300	MTR_7g066120	77	76	0
OS03G0267400	MTR_1g028920	6	6	1
OS03G0267500	MTR_1g022075	45	52	0
OS03G0267500	MTR_3g069720	57	57	0
OS03G0267500	MTR_3g111790	41	47	0
OS03G0267500	MTR_5g019880	41	48	0
OS03G0267500	MTR_5g081550	52	54	0
OS03G0267600	MTR_2g097850	18	18	1
OS03G0267600	MTR_4g019900	20	19	1
OS03G0267600	MTR_4g064997	20	21	1
OS03G0267600	MTR_7g065880	20	22	1
OS03G0267700	MTR_5g081150	65	69	1
OS03G0267700	MTR_7g064980	62	68	1
OS03G0267800	MTR_3g069410	57	55	1
OS03G0267800	MTR_5g081160	58	58	1
OS03G0268000	MTR_5g081230	82	82	1
OS03G0268100	MTR_2g097780	51	52	1
OS03G0268200	MTR_4g019410	46	44	0
OS03G0268300	MTR_1g047640	65	64	1
OS03G0268300	MTR_6g091670	65	65	1
OS03G0268300	MTR_7g076400	65	64	1
OS03G0268400	MTR_3g069070	88	88	1
OS03G0268400	MTR_4g133690	68	81	1
OS03G0268400	MTR_5g080770	86	86	1
OS03G0268900	MTR_3g068065	61	60	1
OS03G0268900	MTR_3g068070	62	62	1
OS03G0268900	MTR_3g068085	60	60	1
OS03G0268900	MTR_3g068155	61	60	1
OS03G0268900	MTR_3g068175	61	59	1
OS03G0269000	MTR_3g068065	60	46	1
OS03G0269000	MTR_3g068070	64	51	1
OS03G0269000	MTR_3g068085	61	48	1
OS03G0269000	MTR_3g068155	63	49	1
OS03G0269000	MTR_3g068175	60	46	1
OS03G0269100	MTR_3g068065	53	59	1
OS03G0269100	MTR_3g068070	55	63	1
OS03G0269100	MTR_3g068085	54	61	1
OS03G0269100	MTR_3g068155	54	61	1
OS03G0269100	MTR_3g068175	53	59	1
OS03G0269601	MTR_3g068125	38	23	1
OS03G0269601	MTR_7g063090	41	24	1
OS03G0269700	MTR_3g068125	35	18	1
OS03G0269700	MTR_7g063090	36	18	1
OS03G0269900	MTR_3g068125	40	43	1
OS03G0269900	MTR_7g063090	42	44	1
OS03G0270000	MTR_3g068035	52	43	1
OS03G0270000	MTR_5g080580	46	36	1
OS03G0270200	MTR_4g064740	37	34	1
OS03G0270500	MTR_4g021260	35	21	1
OS03G0270500	MTR_7g063040	27	16	1
OS03G0270700	MTR_1g026560	35	25	1
OS03G0271100	MTR_3g118290	39	37	0
OS03G0271200	MTR_2g097700	60	63	0
OS03G0271200	MTR_4g064780	62	63	0
OS03G0271200	MTR_5g013940	10	44	0
OS03G0271300	MTR_4g064770	48	41	1
OS03G0271500	MTR_1g071380	31	29	1
OS03G0271500	MTR_2g097680	31	25	1
OS03G0271600	MTR_2g097620	51	40	1
OS03G0271600	MTR_3g068005	56	38	1
OS03G0271600	MTR_4g064570	54	41	1
OS03G0271600	MTR_5g080350	46	32	1
OS03G0271900	MTR_3g068000	47	45	1
OS03G0271900	MTR_5g080330	31	32	1
OS03G0271900	MTR_7g062360	45	46	1
OS03G0272300	MTR_3g067995	69	71	1
OS03G0272300	MTR_4g064550	55	56	1
OS03G0272300	MTR_4g064560	56	58	1
OS03G0272900	MTR_3g067980	35	37	1
OS03G0272900	MTR_5g080260	38	42	1
OS03G0273200	MTR_4g064530	67	66	1
OS03G0273200	MTR_7g058690	69	69	1
OS03G0273200	MTR_7g060460	69	69	1
OS03G0273200	MTR_7g062250	68	68	1
OS03G0273200	MTR_7g458880	71	71	1
OS03G0273800	MTR_2g097520	58	56	0
OS03G0273800	MTR_4g021800	65	63	0
OS03G0273800	MTR_4g021825	60	52	0
OS03G0273800	MTR_4g064380	57	58	0
OS03G0273800	MTR_7g062150	65	61	0
OS03G0274000	MTR_4g064110	72	73	0
OS03G0274000	MTR_7g061830	72	73	0
OS03G0274300	MTR_2g097290	36	35	1
OS03G0274300	MTR_3g067935	34	36	1
OS03G0274300	MTR_5g080010	33	37	1
OS03G0274300	MTR_7g061840	31	36	1
OS03G0274700	MTR_1g090350	24	30	1
OS03G0274700	MTR_4g050330	36	41	1
OS03G0274800	MTR_3g067795	61	56	1
OS03G0274800	MTR_5g079840	66	59	1
OS03G0275100	MTR_4g063905	46	41	1
OS03G0275100	MTR_4g076560	35	45	1
OS03G0275100	MTR_7g060770	35	40	1
OS03G0275300	MTR_2g096760	53	55	1
OS03G0275300	MTR_4g021880	50	45	1
OS03G0275300	MTR_4g063830	53	55	1
OS03G0275500	MTR_3g106900	64	65	1
OS03G0275500	MTR_4g114960	52	57	1
OS03G0275900	MTR_4g063800	53	58	1
OS03G0275900	MTR_7g059405	42	48	1
OS03G0276300	MTR_2g096740	15	7	1
OS03G0276300	MTR_4g022370	24	9	1
OS03G0276300	MTR_4g063780	16	7	1
OS03G0276300	MTR_7g024670	20	8	1
OS03G0276300	MTR_7g059400	19	7	1
OS03G0276600	MTR_7g024560	47	48	1
OS03G0276700	MTR_4g094750	43	44	1
OS03G0276800	MTR_1g017130	53	50	1
OS03G0276800	MTR_2g017730	59	55	1
OS03G0276800	MTR_2g022050	60	54	1
OS03G0276800	MTR_2g032550	58	52	1
OS03G0276800	MTR_2g038260	60	54	1
OS03G0276800	MTR_2g437440	57	53	1
OS03G0276800	MTR_4g027145	56	49	1
OS03G0276800	MTR_4g079590	58	53	1
OS03G0276800	MTR_5g066800	61	54	1
OS03G0276800	MTR_6g033760	61	54	1
OS03G0276800	MTR_6g033850	59	49	1
OS03G0276800	MTR_6g033870	58	48	1
OS03G0276800	MTR_7g007000	53	50	1
OS03G0276800	MTR_7g011590	58	53	1
OS03G0276800	MTR_7g021440	60	54	1
OS03G0276800	MTR_7g024030	58	53	1
OS03G0276800	MTR_7g025620	58	53	1
OS03G0276800	MTR_7g025630	57	53	1
OS03G0276800	MTR_7g025720	58	52	1
OS03G0276800	MTR_7g025740	58	50	1
OS03G0276800	MTR_7g025760	60	54	1
OS03G0276800	MTR_7g025770	58	53	1
OS03G0276800	MTR_7g025790	59	53	1
OS03G0276800	MTR_7g025820	59	55	1
OS03G0276800	MTR_7g026030	59	53	1
OS03G0276800	MTR_7g026090	58	53	1
OS03G0276800	MTR_7g026110	57	52	1
OS03G0276800	MTR_7g026140	56	51	1
OS03G0276800	MTR_7g026170	59	53	1
OS03G0276800	MTR_7g029415	58	52	1
OS03G0276800	MTR_7g035155	53	52	1
OS03G0276800	MTR_7g074460	57	53	1
OS03G0276800	MTR_7g078190	58	52	1
OS03G0276800	MTR_7g078210	58	51	1
OS03G0276800	MTR_7g451360	54	54	1
OS03G0276800	MTR_7g451380	59	54	1
OS03G0276800	MTR_8g032650	59	52	1
OS03G0276900	MTR_4g022240	51	49	1
OS03G0277000	MTR_4g093980	82	83	0
OS03G0277100	MTR_1g069055	58	28	0
OS03G0277100	MTR_1g069065	62	29	0
OS03G0277300	MTR_4g130540	87	87	0
OS03G0277500	MTR_4g063500	60	69	1
OS03G0277600	MTR_7g052020	36	37	1
OS03G0277700	MTR_7g052020	37	38	1
OS03G0278000	MTR_2g096660	85	85	1
OS03G0278000	MTR_4g063600	84	85	1
OS03G0278200	MTR_0034s0060	84	71	1
OS03G0278200	MTR_2g073240	83	82	1
OS03G0278200	MTR_3g452330	22	60	1
OS03G0278400	MTR_1g069000	55	51	0
OS03G0278400	MTR_7g099830	55	57	0
OS03G0278500	MTR_1g061870	34	42	1
OS03G0278500	MTR_7g102730	45	46	1
OS03G0278700	MTR_1g068930	14	15	1
OS03G0278800	MTR_7g099940	50	61	0
OS03G0278900	MTR_3g106820	54	55	1
OS03G0279200	MTR_2g096570	81	84	0
OS03G0279200	MTR_2g096610	77	82	0
OS03G0279200	MTR_4g063280	77	85	0
OS03G0279200	MTR_4g063410	77	82	0
OS03G0279200	MTR_4g064005	77	83	0
OS03G0279200	MTR_4g064967	77	83	0
OS03G0279200	MTR_4g071150	78	82	0
OS03G0279200	MTR_8g086640	79	84	0
OS03G0279400	MTR_1g068845	68	67	1
OS03G0279600	MTR_7g099970	28	32	1
OS03G0279700	MTR_1g115345	36	33	0
OS03G0279700	MTR_7g023560	37	38	0
OS03G0279900	MTR_2g011480	78	78	1
OS03G0279950	MTR_1g115410	47	34	1
OS03G0280000	MTR_1g115430	79	80	1
OS03G0280000	MTR_7g023340	79	79	1
OS03G0280700	MTR_1g067570	21	23	1
OS03G0280700	MTR_5g042180	6	23	1
OS03G0280700	MTR_7g022810	10	17	1
OS03G0280750	MTR_1g115510	43	39	1
OS03G0280750	MTR_4g062460	32	39	1
OS03G0280750	MTR_7g021300	43	35	1
OS03G0280800	MTR_1g067530	69	63	0
OS03G0281000	MTR_1g115575	62	71	1
OS03G0281000	MTR_7g100430	56	65	1
OS03G0281100	MTR_2g096190	64	66	1
OS03G0281100	MTR_4g062100	63	65	1
OS03G0281100	MTR_7g100390	54	58	1
OS03G0281300	MTR_1g067400	41	41	1
OS03G0281300	MTR_1g115610	45	44	1
OS03G0281500	MTR_2g096160	50	50	1
OS03G0281500	MTR_4g061833	51	50	1
OS03G0281500	MTR_4g061930	51	50	1
OS03G0281600	MTR_7g100110	76	60	1
OS03G0282100	MTR_7g100120	33	34	0
OS03G0282800	MTR_1g067320	44	46	1
OS03G0282800	MTR_7g100150	50	49	1
OS03G0282900	MTR_6g023885	32	34	1
OS03G0283000	MTR_1g067170	34	41	1
OS03G0283000	MTR_1g067180	36	45	1
OS03G0283000	MTR_1g116270	38	36	1
OS03G0283000	MTR_7g100320	38	47	1
OS03G0283100	MTR_1g067170	52	52	1
OS03G0283100	MTR_1g067180	58	59	1
OS03G0283100	MTR_1g116270	55	43	1
OS03G0283100	MTR_7g100320	60	62	1
OS03G0283200	MTR_1g067170	51	51	1
OS03G0283200	MTR_1g067180	53	54	1
OS03G0283200	MTR_1g116270	48	37	1
OS03G0283200	MTR_7g100320	55	57	1
OS03G0283300	MTR_7g100260	42	38	1
OS03G0283400	MTR_1g067220	20	31	1
OS03G0283500	MTR_1g067280	47	41	1
OS03G0283600	MTR_1g116280	47	55	1
OS03G0283600	MTR_7g005530	43	63	1
OS03G0283900	MTR_2g095880	47	44	1
OS03G0283900	MTR_2g095920	47	36	1
OS03G0283900	MTR_2g095950	47	47	1
OS03G0283900	MTR_2g095960	41	42	1
OS03G0283900	MTR_4g061550	36	35	1
OS03G0283900	MTR_4g061570	31	30	1
OS03G0283900	MTR_4g061860	34	37	1
OS03G0283900	MTR_4g131900	48	47	1
OS03G0284000	MTR_7g047440	35	27	1
OS03G0284000	MTR_7g451610	31	42	1
OS03G0284000	MTR_7g451710	34	26	1
OS03G0284100	MTR_1g067110	40	40	1
OS03G0284100	MTR_4g061360	34	32	1
OS03G0284400	MTR_3g058560	17	33	1
OS03G0284500	MTR_2g095830	56	57	1
OS03G0284600	MTR_7g100540	55	55	0
OS03G0284800	MTR_1g067040	66	65	0
OS03G0284900	MTR_7g100550	41	42	1
OS03G0285100	MTR_7g061255	52	54	1
OS03G0285100	MTR_7g100570	58	50	1
OS03G0285700	MTR_4g061140	83	83	0
OS03G0285700	MTR_5g008440	51	65	0
OS03G0285800	MTR_4g061130	69	72	1
OS03G0286200	MTR_4g061070	56	59	1
OS03G0286300	MTR_3g462070	76	79	1
OS03G0286500	MTR_7g117495	32	38	1
OS03G0286800	MTR_2g093200	49	49	1
OS03G0286900	MTR_6g033495	76	76	0
OS03G0287400	MTR_1g095850	47	49	1
OS03G0287400	MTR_2g093310	47	57	1
OS03G0287400	MTR_4g060950	45	56	1
OS03G0287600	MTR_1g067570	20	11	1
OS03G0287600	MTR_5g042180	3	5	1
OS03G0287600	MTR_7g022810	11	9	1
OS03G0287700	MTR_1g067570	22	3	1
OS03G0287700	MTR_5g042180	25	12	1
OS03G0287700	MTR_7g022810	33	7	1
OS03G0287900	MTR_2g093680	59	54	1
OS03G0288300	MTR_4g060900	51	56	1
OS03G0288300	MTR_7g100780	49	52	1
OS03G0288400	MTR_1g094840	39	64	1
OS03G0288500	MTR_1g095580	53	23	1
OS03G0288600	MTR_1g095640	47	48	1
OS03G0288700	MTR_1g066770	60	59	1
OS03G0288800	MTR_4g060500	52	51	1
OS03G0288900	MTR_4g060050	11	30	1
OS03G0289100	MTR_6g012980	37	47	0
OS03G0289100	MTR_6g012990	66	73	0
OS03G0289100	MTR_6g048250	65	70	0
OS03G0289200	MTR_7g104430	54	56	1
OS03G0289400	MTR_4g015860	45	42	0
OS03G0289800	MTR_3g070860	52	56	1
OS03G0289800	MTR_4g015790	52	54	1
OS03G0289800	MTR_5g082750	51	56	1
OS03G0289800	MTR_7g068650	50	54	1
OS03G0290300	MTR_4g015630	79	49	0
OS03G0290300	MTR_7g068780	77	48	0
OS03G0290400	MTR_5g082840	38	5	1
OS03G0290400	MTR_7g068810	41	6	1
OS03G0290500	MTR_7g068890	60	61	1
OS03G0290900	MTR_3g464570	53	55	1
OS03G0290900	MTR_5g071350	50	49	1
OS03G0291200	MTR_4g016940	46	47	0
OS03G0291200	MTR_7g068920	46	49	0
OS03G0292100	MTR_3g464650	42	52	1
OS03G0292100	MTR_3g464700	41	49	1
OS03G0292100	MTR_5g071550	48	50	1
OS03G0292200	MTR_4g057850	77	78	0
OS03G0292700	MTR_5g071560	32	36	1
OS03G0292800	MTR_1g097600	62	58	0
OS03G0292800	MTR_3g034085	47	63	0
OS03G0292800	MTR_6g042530	56	53	0
OS03G0292900	MTR_7g069460	52	16	0
OS03G0293000	MTR_7g069480	40	35	1
OS03G0293100	MTR_3g070960	31	32	1
OS03G0293400	MTR_1g024155	2	7	0
OS03G0293400	MTR_1g024820	59	32	0
OS03G0293400	MTR_8g092520	12	54	0
OS03G0293500	MTR_1g011530	4	26	0
OS03G0293500	MTR_2g009330	64	63	0
OS03G0293500	MTR_2g015560	75	78	0
OS03G0293500	MTR_4g017200	78	78	0
OS03G0293500	MTR_5g046610	78	77	0
OS03G0293500	MTR_5g046620	18	67	0
OS03G0293500	MTR_7g069500	76	80	0
OS03G0293500	MTR_7g069540	77	77	0
OS03G0294100	MTR_5g071817	49	32	1
OS03G0294100	MTR_5g071840	53	31	1
OS03G0294200	MTR_3g464770	70	62	0
OS03G0294200	MTR_5g071900	67	59	0
OS03G0294200	MTR_8g066450	20	70	0
OS03G0294700	MTR_3g465430	61	39	1
OS03G0294700	MTR_4g014680	69	44	1
OS03G0294700	MTR_7g069700	67	38	1
OS03G0294800	MTR_1g084790	42	33	1
OS03G0294800	MTR_3g071480	44	34	1
OS03G0294800	MTR_3g465470	41	38	1
OS03G0294900	MTR_5g057095	43	73	1
OS03G0294900	MTR_5g072480	70	67	1
OS03G0295400	MTR_3g060690	60	57	1
OS03G0295500	MTR_8g035900	65	68	1
OS03G0295600	MTR_3g465590	52	52	1
OS03G0295600	MTR_5g072500	52	52	1
OS03G0295700	MTR_3g465600	59	56	1
OS03G0295800	MTR_3g031790	42	44	0
OS03G0295800	MTR_3g031800	46	47	0
OS03G0296000	MTR_3g045430	30	10	0
OS03G0296000	MTR_6g009430	41	13	0
OS03G0296300	MTR_2g070380	65	64	0
OS03G0296300	MTR_4g077950	65	64	0
OS03G0296400	MTR_3g071540	71	71	0
OS03G0296400	MTR_3g071550	78	78	0
OS03G0296400	MTR_3g071560	76	76	0
OS03G0296500	MTR_3g031770	51	51	1
OS03G0296600	MTR_3g049180	33	34	1
OS03G0296600	MTR_3g049320	30	35	1
OS03G0296600	MTR_3g095330	27	31	1
OS03G0296600	MTR_8g099500	32	35	1
OS03G0296700	MTR_3g071640	48	45	1
OS03G0296800	MTR_5g073040	63	63	1
OS03G0297000	MTR_4g014490	60	60	1
OS03G0297000	MTR_7g070000	65	65	1
OS03G0297100	MTR_6g021670	80	81	1
OS03G0297100	MTR_6g085000	80	81	1
OS03G0297300	MTR_6g021670	77	40	1
OS03G0297300	MTR_6g085000	77	40	1
OS03G0297400	MTR_3g031380	71	72	0
OS03G0297600	MTR_3g071740	48	47	1
OS03G0297600	MTR_4g014460	50	53	1
OS03G0297600	MTR_5g083270	48	54	1
OS03G0297600	MTR_7g070050	52	65	1
OS03G0297700	MTR_1g031110	54	60	1
OS03G0297700	MTR_3g079890	53	58	1
OS03G0297700	MTR_3g079970	29	53	1
OS03G0297800	MTR_5g083480	58	34	1
OS03G0298100	MTR_3g031140	42	44	1
OS03G0298100	MTR_5g074290	41	46	1
OS03G0298300	MTR_4g013270	35	39	1
OS03G0298300	MTR_7g071110	40	41	1
OS03G0298400	MTR_1g069105	89	90	0
OS03G0298400	MTR_7g099640	90	91	0
OS03G0298600	MTR_3g072010	35	38	1
OS03G0298600	MTR_7g071210	36	62	1
OS03G0298700	MTR_4g013235	20	17	1
OS03G0298700	MTR_7g071440	19	17	1
OS03G0298800	MTR_1g055405	52	43	1
OS03G0298800	MTR_3g072860	24	36	1
OS03G0298800	MTR_5g074430	68	68	1
OS03G0299200	MTR_7g071680	56	62	1
OS03G0299600	MTR_3g072030	36	41	1
OS03G0299600	MTR_5g074500	29	42	1
OS03G0299900	MTR_4g092620	77	78	0
OS03G0300000	MTR_4g119880	83	64	1
OS03G0300000	MTR_7g108675	83	62	1
OS03G0300000	MTR_8g058553	75	49	1
OS03G0300200	MTR_7g105630	51	51	1
