Gene stable ID	Sorghum bicolor gene stable ID	% identity	Sorghum bicolor % identity	Orthology confidence [0 low, 1 high]
OS03G0346700	Sb01g035540	73	76	1
OS03G0346800	Sb01g035525	18	71	0
OS03G0346800	Sb01g035530	63	87	0
OS03G0346900	Sb01g035520	60	38	1
OS03G0347200	Sb01g035510	86	86	1
OS03G0347300	Sb01g035500	30	33	1
OS03G0347500	Sb01g035490	59	57	1
OS03G0347700	Sb01g035480	80	82	1
OS03G0347800	Sb01g035470	66	51	1
OS03G0348200	Sb07g020980	68	64	1
OS03G0348500	Sb01g035360	40	17	1
OS03G0348800	Sb01g035450	63	28	1
OS03G0348900	Sb01g035440	85	87	1
OS03G0349000	Sb01g035430	91	91	1
OS03G0350100	Sb01g035410	84	84	1
OS03G0350100	Sb03g044260	85	85	1
OS03G0350300	Sb01g035410	84	83	1
OS03G0350300	Sb03g044260	85	85	1
OS03G0351100	Sb01g035400	47	46	1
OS03G0351200	Sb01g035390	80	81	1
OS03G0351300	Sb01g035370	67	66	1
OS03G0351400	Sb01g035360	91	67	1
OS03G0351500	Sb01g035350	92	92	1
OS03G0351800	Sb01g035310	93	92	1
OS03G0352300	Sb01g035290	87	87	1
OS03G0352400	Sb01g035280	84	82	1
OS03G0352800	Sb01g035260	84	86	1
OS03G0353400	Sb01g035250	62	67	1
OS03G0353500	Sb01g035240	77	76	1
OS03G0353600	Sb01g035230	81	18	1
OS03G0353701	Sb01g035230	74	5	1
OS03G0353900	Sb03g011020	16	15	1
OS03G0355100	Sb01g004875	12	27	1
OS03G0355100	Sb01g004880	22	21	1
OS03G0355100	Sb01g004910	22	27	1
OS03G0355200	Sb01g035220	90	90	1
OS03G0355300	Sb01g004875	12	27	1
OS03G0355300	Sb01g004880	22	21	1
OS03G0355300	Sb01g004910	22	26	1
OS03G0355400	Sb01g035220	90	90	1
OS03G0355500	Sb0598s002010	42	45	1
OS03G0355600	Sb01g035130	21	92	1
OS03G0355600	Sb0598s002020	61	94	1
OS03G0355700	Sb01g035120	74	67	1
OS03G0355800	Sb01g035110	90	90	1
OS03G0356300	Sb01g035090	90	90	1
OS03G0356400	Sb01g035080	73	73	1
OS03G0356414	Sb01g035070	94	93	1
OS03G0356414	Sb09g024465	19	79	1
OS03G0356414	Sb10g009594	24	82	1
OS03G0356470	Sb01g035060	50	18	1
OS03G0356484	Sb01g035030	86	88	1
OS03G0356498	Sb01g035020	77	24	1
OS03G0356526	Sb01g035010	63	65	0
OS03G0356540	Sb07g003950	84	22	1
OS03G0356582	Sb01g035000	81	82	1
OS03G0356596	Sb01g034993	50	91	1
OS03G0356596	Sb01g034996	28	63	1
OS03G0356638	Sb01g034990	46	79	1
OS03G0356652	Sb01g034980	78	80	1
OS03G0356700	Sb01g034950	77	78	0
OS03G0356900	Sb06g014810	59	56	1
OS03G0357500	Sb01g034880	48	47	1
OS03G0358000	Sb01g034875	65	68	1
OS03G0358100	Sb01g034870	83	71	1
OS03G0358200	Sb01g034860	77	75	1
OS03G0358800	Sb10g007060	71	70	1
OS03G0358900	Sb06g014810	58	56	1
OS03G0359000	Sb01g034850	79	66	1
OS03G0359100	Sb01g034820	49	9	0
OS03G0359600	Sb01g034770	79	78	1
OS03G0359700	Sb01g034780	85	86	1
OS03G0360300	Sb01g034790	39	46	1
OS03G0360500	Sb01g034760	90	93	1
OS03G0360500	Sb10g013601	31	82	1
OS03G0360600	Sb01g034720	69	70	1
OS03G0360700	Sb01g034750	89	90	1
OS03G0361100	Sb01g034700	66	58	1
OS03G0361500	Sb05g019180	38	28	1
OS03G0361500	Sb05g019220	25	31	1
OS03G0361600	Sb01g034700	46	40	1
OS03G0361700	Sb01g034700	48	48	1
OS03G0362032	Sb05g019180	45	44	1
OS03G0362032	Sb05g019220	34	55	1
OS03G0362200	Sb01g034680	64	62	1
OS03G0362200	Sb01g034690	73	71	1
OS03G0362500	Sb01g034700	51	53	1
OS03G0363100	Sb01g034680	58	56	1
OS03G0363100	Sb01g034690	64	62	1
OS03G0363200	Sb01g034660	58	72	1
OS03G0363400	Sb01g034640	60	57	1
OS03G0363500	Sb01g034620	37	62	1
OS03G0363600	Sb01g034610	75	79	1
OS03G0363700	Sb01g034600	61	62	1
OS03G0363700	Sb02g002375	19	57	1
OS03G0363800	Sb01g034590	55	71	1
OS03G0363900	Sb01g034580	86	84	1
OS03G0363950	Sb01g034575	73	68	1
OS03G0364000	Sb02g008412	52	47	0
OS03G0364000	Sb02g041090	81	82	0
OS03G0364400	Sb01g034570	80	82	1
OS03G0364500	Sb01g034550	86	43	1
OS03G0365850	Sb08g004120	25	26	0
OS03G0366000	Sb01g034530	88	89	1
OS03G0366000	Sb02g003997	38	82	1
OS03G0366000	Sb05g016755	38	77	1
OS03G0366000	Sb06g000685	39	79	1
OS03G0366000	Sb07g000815	39	79	1
OS03G0366200	Sb01g034520	87	42	1
OS03G0366700	Sb01g034510	84	84	1
OS03G0366800	Sb01g034500	51	50	1
OS03G0366900	Sb01g034490	76	74	1
OS03G0367000	Sb01g034480	84	85	1
OS03G0367800	Sb08g000730	90	92	1
OS03G0367800	Sb08g000760	93	94	1
OS03G0367900	Sb01g034440	77	76	1
OS03G0368900	Sb01g034430	75	74	0
OS03G0369000	Sb01g034420	76	78	1
OS03G0369100	Sb08g005340	39	58	1
OS03G0369100	Sb08g005345	47	22	1
OS03G0369100	Sb08g005360	46	50	1
OS03G0369600	Sb01g034420	45	58	1
OS03G0369700	Sb05g001460	74	73	1
OS03G0369800	Sb01g034400	87	88	1
OS03G0370000	Sb01g034390	87	88	1
OS03G0370200	Sb01g034380	26	25	1
OS03G0370250	Sb01g034370	38	42	1
OS03G0370400	Sb01g034360	86	86	1
OS03G0370500	Sb06g004121	13	82	1
OS03G0370600	Sb01g034350	56	59	1
OS03G0370800	Sb05g004820	43	48	1
OS03G0370900	Sb01g034330	71	70	1
OS03G0370900	Sb01g034340	65	69	1
OS03G0371300	Sb01g034320	29	61	1
OS03G0371400	Sb01g034310	50	34	0
OS03G0371600	Sb01g034280	58	62	1
OS03G0371800	Sb01g034270	57	68	1
OS03G0372500	Sb01g034260	78	79	1
OS03G0372600	Sb01g034250	48	50	1
OS03G0374100	Sb01g034230	76	78	1
OS03G0374400	Sb01g034220	76	82	1
OS03G0374500	Sb01g034210	64	64	1
OS03G0374575	Sb01g034200	74	76	1
OS03G0374600	Sb01g034190	33	37	1
OS03G0374900	Sb01g034170	73	46	1
OS03G0374900	Sb01g034180	66	41	1
OS03G0375200	Sb01g032040	68	64	1
OS03G0375300	Sb01g034170	46	49	1
OS03G0375300	Sb01g034180	43	44	1
OS03G0375717	Sb01g021010	27	28	1
OS03G0375900	Sb01g034150	71	30	1
OS03G0375966	Sb01g034150	70	44	1
OS03G0376000	Sb01g034140	72	79	1
OS03G0376100	Sb01g034130	96	73	1
OS03G0376600	Sb01g034120	75	76	1
OS03G0376800	Sb01g034070	84	84	1
OS03G0376900	Sb01g034060	79	76	1
OS03G0377100	Sb01g034050	69	70	1
OS03G0377300	Sb01g035060	68	41	1
OS03G0377500	Sb01g035060	70	53	1
OS03G0378000	Sb01g034030	76	77	1
OS03G0378200	Sb01g034020	67	79	1
OS03G0379100	Sb01g034010	85	85	1
OS03G0379300	Sb01g034000	34	53	1
OS03G0379400	Sb01g033990	86	83	1
OS03G0379500	Sb01g033980	71	42	1
OS03G0379700	Sb08g001640	2	0	1
OS03G0379700	Sb08g001643	74	76	1
OS03G0379801	Sb08g001640	51	55	1
OS03G0379801	Sb08g001643	0	3	1
OS03G0381000	Sb01g033970	74	75	1
OS03G0381100	Sb01g033960	79	61	1
OS03G0381200	Sb01g033950	95	95	1
OS03G0381300	Sb01g033940	74	72	1
OS03G0381500	Sb01g033920	60	60	1
OS03G0382100	Sb01g033910	74	66	1
OS03G0383800	Sb01g033900	66	65	1
OS03G0383900	Sb02g039890	63	59	1
OS03G0385100	Sb01g033830	43	34	0
OS03G0385301	Sb01g033840	77	75	1
OS03G0385400	Sb01g033830	50	51	0
OS03G0385900	Sb09g027680	16	83	1
OS03G0386500	Sb01g033800	73	62	1
OS03G0386700	Sb01g033780	55	76	1
OS03G0386800	Sb01g033770	80	74	1
OS03G0387000	Sb01g033760	83	30	1
OS03G0387100	Sb01g033750	97	97	1
OS03G0387300	Sb02g039780	22	28	0
OS03G0387800	Sb01g033730	52	55	1
OS03G0387800	Sb01g033740	76	76	1
OS03G0387900	Sb01g033720	65	64	1
OS03G0388000	Sb01g033710	53	50	1
OS03G0388100	Sb01g033700	58	60	1
OS03G0388366	Sb03g002160	58	20	1
OS03G0388500	Sb01g033650	83	24	1
OS03G0388800	Sb01g033640	76	74	1
OS03G0388900	Sb01g033620	61	63	1
OS03G0388900	Sb01g033630	67	69	1
OS03G0389000	Sb01g033610	25	27	1
OS03G0389100	Sb01g033610	52	39	1
OS03G0389501	Sb01g033600	76	40	1
OS03G0389501	Sb08g022480	47	31	1
OS03G0389700	Sb01g033590	92	75	1
OS03G0389900	Sb01g033580	81	81	1
OS03G0390200	Sb01g033570	93	92	1
OS03G0390400	Sb01g033560	54	53	1
OS03G0390700	Sb01g033540	85	86	1
OS03G0390900	Sb06g022970	70	37	1
OS03G0391000	Sb06g033260	75	72	1
OS03G0391100	Sb01g033510	40	44	1
OS03G0391400	Sb01g033480	74	39	1
OS03G0391700	Sb01g033470	58	63	1
OS03G0392000	Sb01g033460	42	34	1
OS03G0392300	Sb01g033450	84	84	1
OS03G0392400	Sb01g033440	68	68	1
OS03G0393300	Sb10g020820	31	20	1
OS03G0393700	Sb01g033390	75	76	1
OS03G0393700	Sb01g033400	59	73	1
OS03G0393700	Sb01g033403	30	69	1
OS03G0393900	Sb01g033380	77	76	1
OS03G0394900	Sb01g033350	81	81	1
OS03G0395000	Sb01g033330	65	66	1
OS03G0395100	Sb01g033320	84	85	1
OS03G0395300	Sb01g033310	66	65	1
OS03G0395600	Sb01g033300	74	25	1
OS03G0395900	Sb01g033290	89	88	1
OS03G0396200	Sb01g033280	65	76	1
OS03G0396900	Sb01g033250	57	57	1
OS03G0397300	Sb01g033240	84	84	1
OS03G0397400	Sb01g033220	85	84	1
OS03G0397500	Sb01g033210	91	91	1
OS03G0397600	Sb01g033200	80	78	1
OS03G0397700	Sb01g033190	65	47	1
OS03G0398250	Sb01g033170	54	52	1
OS03G0398600	Sb01g033150	60	62	1
OS03G0399000	Sb01g033140	65	66	1
OS03G0399400	Sb01g033130	75	72	1
OS03G0399532	Sb01g033120	78	38	1
OS03G0399800	Sb01g033080	41	53	1
OS03G0399800	Sb01g033090	44	58	1
OS03G0399800	Sb09g010668	24	33	1
OS03G0400700	Sb01g033070	56	52	1
OS03G0400800	Sb08g019280	59	61	1
OS03G0400800	Sb08g019320	56	62	1
OS03G0400901	Sb09g027340	58	55	1
OS03G0401100	Sb02g000740	27	23	1
OS03G0401200	Sb05g001350	70	71	1
OS03G0401200	Sb06g018790	61	63	1
OS03G0401300	Sb01g033060	95	95	1
OS03G0402000	Sb06g032040	95	96	1
OS03G0402400	Sb02g039260	71	43	1
OS03G0402400	Sb02g039270	71	43	1
OS03G0402400	Sb05g027730	71	43	1
OS03G0402800	Sb01g033020	63	63	1
OS03G0403100	Sb10g006995	81	82	1
OS03G0403600	Sb10g030210	40	28	0
OS03G0404800	Sb01g032950	52	40	1
OS03G0404800	Sb01g032960	70	52	1
OS03G0404800	Sb01g032970	67	55	1
OS03G0404800	Sb01g032980	63	43	1
OS03G0404800	Sb01g032990	46	41	1
OS03G0404800	Sb01g033520	67	65	1
OS03G0404800	Sb01g048450	65	45	1
OS03G0405000	Sb01g032940	86	87	1
OS03G0405100	Sb01g032930	81	83	1
OS03G0405500	Sb01g032890	53	58	1
OS03G0405500	Sb01g032910	77	75	1
OS03G0405900	Sb01g032890	50	56	1
OS03G0405900	Sb01g032910	74	74	1
OS03G0406200	Sb01g032875	80	80	1
OS03G0406900	Sb01g032850	80	79	1
OS03G0407000	Sb01g032840	75	36	1
OS03G0407400	Sb01g032830	38	44	1
OS03G0407900	Sb01g032820	65	68	1
OS03G0408300	Sb02g039090	91	92	1
OS03G0408300	Sb04g004680	90	90	1
OS03G0408500	Sb01g032810	77	75	1
OS03G0409100	Sb01g032790	52	51	1
OS03G0409400	Sb01g032780	70	79	1
OS03G0409400	Sb01g032785	61	74	1
OS03G0410300	Sb01g032750	76	69	1
OS03G0410700	Sb01g032740	78	77	1
OS03G0410900	Sb01g032730	95	94	1
OS03G0411100	Sb01g032710	65	66	1
OS03G0411300	Sb01g032690	88	82	1
OS03G0411500	Sb04g036413	83	78	1
OS03G0411600	Sb01g032680	76	70	1
OS03G0411800	Sb01g032670	77	77	1
OS03G0412200	Sb01g032660	69	68	1
OS03G0412300	Sb01g032650	39	30	1
OS03G0412800	Sb01g032620	77	77	1
OS03G0412900	Sb01g032593	40	47	1
OS03G0413000	Sb01g032590	83	80	0
OS03G0413100	Sb01g032575	81	86	1
OS03G0413400	Sb01g032570	88	87	1
OS03G0414100	Sb01g032540	39	32	1
OS03G0414100	Sb01g032560	38	64	1
OS03G0414400	Sb01g032530	80	80	1
OS03G0414400	Sb09g029010	79	81	1
OS03G0414900	Sb01g032520	35	23	1
OS03G0415200	Sb01g032510	84	82	1
OS03G0415500	Sb01g032490	57	52	1
OS03G0415500	Sb01g032500	50	45	1
OS03G0415600	Sb02g035670	17	21	1
OS03G0415600	Sb07g019440	18	22	1
OS03G0415700	Sb02g035670	18	24	1
OS03G0415700	Sb07g019440	19	26	1
OS03G0416200	Sb01g032480	80	84	1
OS03G0416300	Sb01g032460	62	81	1
OS03G0416500	Sb01g032450	73	78	1
OS03G0417700	Sb01g032440	63	72	0
OS03G0417700	Sb02g042676	21	62	0
OS03G0417800	Sb01g032430	70	81	1
OS03G0417900	Sb01g032420	90	91	1
OS03G0418000	Sb06g016510	63	75	1
OS03G0418000	Sb09g001210	74	75	1
OS03G0418000	Sb3219s002010	75	79	1
OS03G0418700	Sb01g032400	50	53	1
OS03G0418800	Sb01g032380	49	41	1
OS03G0419100	Sb01g032370	34	56	1
OS03G0421000	Sb04g027763	13	50	1
OS03G0421400	Sb01g032340	65	23	1
OS03G0421700	Sb01g002420	84	39	0
OS03G0421700	Sb01g011570	78	37	0
OS03G0421800	Sb01g032330	66	63	1
OS03G0422600	Sb05g006930	62	41	1
OS03G0422800	Sb01g032150	74	73	1
OS03G0422900	Sb09g001800	23	8	1
OS03G0423000	Sb01g032310	82	82	1
OS03G0423200	Sb08g001790	95	24	1
OS03G0423200	Sb08g004690	98	25	1
OS03G0423300	Sb01g019700	22	44	1
OS03G0423300	Sb01g032300	70	65	1
OS03G0423800	Sb02g032680	83	39	1
OS03G0423800	Sb04g020777	20	35	1
OS03G0423800	Sb06g016043	19	31	1
OS03G0423800	Sb08g001935	1	3	1
OS03G0423800	Sb08g008335	14	62	1
OS03G0423800	Sb08g018770	0	0	1
OS03G0423850	Sb0012s012570	53	18	0
OS03G0423850	Sb0013s010090	1	0	0
OS03G0423850	Sb02g012425	47	57	0
OS03G0423850	Sb02g022343	71	72	0
OS03G0423850	Sb03g004200	59	77	0
OS03G0423850	Sb03g016084	69	69	0
OS03G0423850	Sb03g025175	71	71	0
OS03G0423850	Sb04g007680	60	79	0
OS03G0423850	Sb05g001940	71	22	0
OS03G0423850	Sb05g011880	72	17	0
OS03G0423850	Sb05g023120	67	32	0
OS03G0423850	Sb06g000743	71	61	0
OS03G0423850	Sb06g002060	59	77	0
OS03G0423850	Sb06g013235	45	70	0
OS03G0423850	Sb06g013720	2	1	0
OS03G0423850	Sb06g016400	70	11	0
OS03G0423850	Sb06g019875	55	64	0
OS03G0423850	Sb07g020553	40	30	0
OS03G0423850	Sb09g008040	71	7	0
OS03G0423850	Sb09g014671	53	10	0
OS03G0423850	Sb09g016160	71	8	0
OS03G0423850	Sb09g017230	70	22	0
OS03G0423850	Sb10g007990	69	79	0
OS03G0423850	Sb10g023260	58	76	0
OS03G0423850	Sb10g029600	60	78	0
OS03G0424200	Sb01g032290	45	70	1
OS03G0424500	Sb01g032280	96	97	1
OS03G0424500	Sb07g025000	96	97	1
OS03G0424800	Sb01g032280	96	97	1
OS03G0424800	Sb07g025000	96	97	1
OS03G0425000	Sb03g002900	70	70	1
OS03G0425200	Sb03g009290	89	88	1
OS03G0425300	Sb01g032250	70	41	1
OS03G0425600	Sb01g043150	87	87	1
OS03G0425800	Sb01g032240	33	38	1
OS03G0425900	Sb01g032230	39	39	1
OS03G0426800	Sb01g032220	87	87	1
OS03G0426900	Sb01g032210	88	88	1
OS03G0427000	Sb01g032190	76	75	1
OS03G0427100	Sb01g032180	87	87	1
OS03G0427300	Sb09g000830	46	47	1
OS03G0427900	Sb01g032170	88	89	1
OS03G0428000	Sb02g039985	1	1	1
OS03G0428000	Sb02g039990	40	5	1
OS03G0428000	Sb02g039995	4	3	1
OS03G0428700	Sb01g021050	69	70	1
OS03G0428700	Sb01g021060	69	71	1
OS03G0428700	Sb01g021070	70	62	1
OS03G0428700	Sb01g021080	70	71	1
OS03G0428700	Sb01g021090	71	72	1
OS03G0428800	Sb02g011390	87	60	1
OS03G0429000	Sb01g031470	55	50	1
OS03G0429800	Sb01g031520	85	85	1
OS03G0430000	Sb01g031480	74	64	1
OS03G0430400	Sb01g015210	60	28	1
OS03G0430500	Sb01g026900	48	56	1
OS03G0431200	Sb01g031570	90	76	1
OS03G0431800	Sb01g031580	73	73	1
OS03G0431800	Sb06g018840	70	65	1
OS03G0432000	Sb01g031590	48	45	1
OS03G0432900	Sb01g031705	0	0	1
OS03G0432900	Sb01g031710	69	41	1
OS03G0433200	Sb01g031720	67	61	1
OS03G0434400	Sb01g031730	72	69	1
OS03G0434800	Sb01g031740	73	71	1
OS03G0435200	Sb10g010013	59	62	1
OS03G0435800	Sb01g002940	31	42	1
OS03G0435900	Sb01g002940	77	80	1
OS03G0436300	Sb01g002950	70	78	1
OS03G0436400	Sb01g031950	84	84	1
OS03G0436600	Sb01g031930	64	74	1
OS03G0437100	Sb01g031920	61	59	1
OS03G0437200	Sb01g031890	57	49	1
OS03G0437200	Sb01g031900	56	53	1
OS03G0437600	Sb01g031880	96	96	0
OS03G0438100	Sb01g031870	78	68	1
OS03G0439000	Sb01g031860	58	54	1
OS03G0439500	Sb01g031410	48	59	1
OS03G0439500	Sb01g032720	52	51	1
OS03G0439500	Sb06g014550	58	61	1
OS03G0439700	Sb01g031850	86	82	1
OS03G0440200	Sb01g008150	75	81	1
OS03G0440900	Sb01g031820	89	90	1
OS03G0441000	Sb01g031810	46	58	1
OS03G0441400	Sb10g008520	77	78	1
OS03G0441500	Sb02g004540	89	89	1
OS03G0442900	Sb01g031800	46	41	1
OS03G0444900	Sb01g032120	59	44	1
OS03G0445700	Sb01g031790	66	57	1
OS03G0448600	Sb10g002920	95	95	1
OS03G0448700	Sb01g031760	81	81	1
OS03G0449200	Sb01g032060	78	79	1
OS03G0452300	Sb01g016780	79	81	1
OS03G0454100	Sb01g016840	90	90	1
OS03G0554900	Sb01g016850	63	21	1
OS03G0554950	Sb01g016850	60	8	1
OS03G0556600	Sb01g016720	68	67	1
OS03G0558700	Sb01g016700	66	66	1
OS03G0559700	Sb01g016690	66	67	1
OS03G0559900	Sb03g016290	0	0	1
OS03G0559900	Sb09g011490	0	0	1
OS03G0562200	Sb01g016660	74	76	1
OS03G0563100	Sb01g016650	82	79	1
OS03G0563300	Sb08g004300	88	86	1
OS03G0563600	Sb01g016600	73	71	1
OS03G0564200	Sb01g016590	79	72	1
OS03G0564200	Sb03g022366	29	67	1
OS03G0564600	Sb01g016580	67	60	1
OS03G0565100	Sb01g016570	85	84	1
OS03G0565200	Sb05g018080	78	80	1
OS03G0565500	Sb01g001500	93	93	1
OS03G0565600	Sb01g016550	80	69	1
OS03G0566500	Sb01g016530	62	56	1
OS03G0566600	Sb01g016520	81	79	1
OS03G0566800	Sb04g038330	95	94	1
OS03G0567100	Sb01g016490	51	49	1
OS03G0567600	Sb10g018300	86	87	1
OS03G0568500	Sb01g016440	93	93	0
OS03G0568600	Sb01g016430	63	64	1
OS03G0568800	Sb03g029150	54	50	1
OS03G0568900	Sb01g016400	83	80	1
OS03G0569800	Sb01g016180	79	77	1
OS03G0569900	Sb01g016170	79	78	1
OS03G0570100	Sb01g016160	22	56	1
OS03G0570200	Sb04g017540	68	18	1
OS03G0570300	Sb03g001900	85	86	1
OS03G0570300	Sb04g003360	83	85	1
OS03G0570800	Sb01g016140	86	86	1
OS03G0571700	Sb01g016120	77	54	1
OS03G0571900	Sb01g016110	84	84	1
OS03G0572300	Sb01g044800	85	85	1
OS03G0572900	Sb01g016100	87	86	1
OS03G0573500	Sb01g016060	48	52	1
OS03G0574600	Sb01g016050	65	68	1
OS03G0574900	Sb01g016010	80	80	1
OS03G0575200	Sb01g015990	80	79	1
OS03G0575200	Sb01g016000	60	77	1
OS03G0576200	Sb01g015970	79	75	1
OS03G0576400	Sb06g017780	75	19	1
OS03G0576600	Sb07g004260	48	82	1
OS03G0576700	Sb03g044290	93	93	1
OS03G0576700	Sb09g005460	93	93	1
OS03G0576700	Sb09g028960	93	93	1
OS03G0576900	Sb07g004285	79	88	1
OS03G0577000	Sb07g004290	97	97	1
OS03G0577100	Sb01g001320	32	51	0
OS03G0577100	Sb01g001580	31	54	0
OS03G0577100	Sb01g001590	51	54	0
OS03G0577100	Sb07g009520	15	37	0
OS03G0577200	Sb07g004310	97	97	1
OS03G0577500	Sb01g015960	88	88	1
OS03G0578200	Sb01g004170	82	82	0
OS03G0578900	Sb01g015920	48	69	1
OS03G0579000	Sb01g015910	83	81	1
OS03G0579200	Sb01g015900	46	53	0
OS03G0580200	Sb01g015890	74	33	1
OS03G0580800	Sb01g015850	30	44	1
OS03G0580800	Sb01g015860	43	43	1
OS03G0580800	Sb01g015870	20	50	1
OS03G0581400	Sb01g015850	31	46	1
OS03G0581400	Sb01g015860	43	43	1
OS03G0581400	Sb01g015870	21	53	1
OS03G0581600	Sb06g028620	77	72	1
OS03G0581650	Sb01g015800	68	63	1
OS03G0581800	Sb01g015780	66	65	1
OS03G0582000	Sb01g015770	67	67	1
OS03G0582100	Sb07g027560	35	34	0
OS03G0582200	Sb01g015740	89	89	1
OS03G0582800	Sb01g015690	46	47	1
OS03G0583700	Sb04g036190	82	78	1
OS03G0583700	Sb09g026340	77	78	1
OS03G0583800	Sb01g015680	78	76	1
OS03G0583900	Sb01g015666	20	60	1
OS03G0583900	Sb01g015670	63	65	1
OS03G0584400	Sb02g034850	70	45	1
OS03G0585600	Sb05g000310	6	2	0
OS03G0585600	Sb08g000330	5	2	0
OS03G0586300	Sb01g015590	82	48	1
OS03G0586500	Sb01g015580	73	74	1
OS03G0586600	Sb01g015570	83	80	0
OS03G0586700	Sb01g015540	87	86	1
OS03G0586800	Sb01g015530	86	85	1
OS03G0586900	Sb01g015520	92	92	1
OS03G0587000	Sb01g015510	82	81	1
OS03G0587100	Sb01g015500	70	71	0
OS03G0587200	Sb01g015490	68	68	1
OS03G0588200	Sb01g015430	34	40	1
OS03G0588200	Sb01g015440	35	34	1
OS03G0588200	Sb01g032920	13	43	1
OS03G0588600	Sb0016s003670	17	35	1
OS03G0588600	Sb01g015420	34	35	1
OS03G0588800	Sb01g015460	9	8	1
OS03G0589300	Sb01g000370	24	33	1
OS03G0590700	Sb01g028480	83	30	1
OS03G0591300	Sb10g019120	74	84	1
OS03G0591300	Sb10g022460	78	76	1
OS03G0591600	Sb01g031420	59	62	1
OS03G0592500	Sb01g015400	93	94	1
OS03G0593100	Sb01g015380	70	71	1
OS03G0593200	Sb01g015370	84	80	1
OS03G0593600	Sb01g015080	66	60	1
OS03G0593600	Sb01g015330	64	62	1
OS03G0593600	Sb01g015360	67	67	1
OS03G0593600	Sb05g027640	63	63	1
OS03G0594100	Sb01g015300	64	62	1
OS03G0594400	Sb01g016730	76	74	1
OS03G0594600	Sb06g018680	26	28	1
OS03G0594700	Sb01g031340	48	49	1
OS03G0594900	Sb01g015300	66	64	1
OS03G0595200	Sb01g015280	71	67	1
OS03G0595300	Sb01g015270	67	60	1
OS03G0596600	Sb05g026577	24	12	1
OS03G0596600	Sb06g023316	22	14	1
OS03G0596700	Sb01g015230	39	40	1
OS03G0596900	Sb01g015200	51	56	1
OS03G0597200	Sb01g016560	79	77	1
OS03G0597600	Sb01g015190	59	75	1
OS03G0597600	Sb07g000640	60	64	1
OS03G0598100	Sb01g015160	88	88	1
OS03G0598200	Sb01g015150	78	77	1
OS03G0598700	Sb01g015120	47	47	1
OS03G0598800	Sb02g004020	86	88	1
OS03G0598800	Sb02g033530	86	88	1
OS03G0598900	Sb01g015110	71	78	1
OS03G0599600	Sb01g015100	76	30	1
OS03G0599800	Sb01g015090	93	93	0
OS03G0600400	Sb01g015060	89	29	1
OS03G0600600	Sb08g019670	39	28	1
OS03G0600800	Sb06g025510	52	57	0
OS03G0601100	Sb06g025510	53	61	0
OS03G0602300	Sb01g015040	83	84	1
OS03G0602600	Sb01g015030	75	75	1
OS03G0603500	Sb01g015010	63	62	1
OS03G0603600	Sb01g015000	80	80	1
OS03G0603800	Sb01g014990	75	75	1
OS03G0604200	Sb01g014970	88	88	1
OS03G0604566	Sb01g014950	37	43	1
OS03G0604600	Sb01g014940	68	47	1
OS03G0605300	Sb01g014930	68	81	1
OS03G0606100	Sb01g014910	80	75	1
OS03G0606200	Sb02g020300	2	1	0
OS03G0606200	Sb02g040270	10	11	0
OS03G0606200	Sb09g001440	10	11	0
OS03G0606600	Sb01g014870	56	30	1
OS03G0607200	Sb01g014890	69	67	1
OS03G0607400	Sb01g014870	53	28	1
OS03G0607500	Sb01g014860	88	41	1
OS03G0607600	Sb01g014850	36	58	1
OS03G0607700	Sb08g019420	42	43	1
OS03G0607800	Sb01g014830	29	25	1
OS03G0608700	Sb09g025130	38	28	0
OS03G0608800	Sb03g044570	62	61	1
OS03G0609200	Sb02g033110	56	30	1
OS03G0609500	Sb01g014800	58	61	0
OS03G0609800	Sb01g014760	80	80	1
OS03G0610650	Sb01g014730	79	78	1
OS03G0610650	Sb01g014740	82	69	1
OS03G0610650	Sb09g000460	72	71	1
OS03G0610700	Sb01g014730	72	40	1
OS03G0610700	Sb01g014740	73	34	1
OS03G0610700	Sb09g000460	69	38	1
OS03G0610800	Sb01g014730	72	73	1
OS03G0610800	Sb01g014740	75	65	1
OS03G0610800	Sb09g000460	67	68	1
OS03G0610900	Sb01g014720	97	97	1
OS03G0611200	Sb01g014680	83	84	1
OS03G0611700	Sb01g014670	3	3	1
OS03G0612400	Sb01g014650	44	59	1
OS03G0612600	Sb01g014640	75	55	1
OS03G0613100	Sb01g012520	77	22	1
OS03G0616300	Sb01g014630	74	69	1
OS03G0616400	Sb01g014620	77	77	1
OS03G0616500	Sb01g014610	72	53	0
OS03G0616700	Sb10g006360	0	3	0
OS03G0616700	Sb10g006370	80	58	0
OS03G0617900	Sb01g014570	76	79	1
OS03G0618300	Sb01g014540	73	75	1
OS03G0618300	Sb01g014550	81	80	1
OS03G0618300	Sb01g014560	66	65	1
OS03G0619151	Sb01g014530	58	43	1
OS03G0619400	Sb03g005190	93	95	1
OS03G0619400	Sb03g009490	95	95	1
OS03G0619600	Sb01g014500	34	52	1
OS03G0619600	Sb01g014520	18	51	1
OS03G0619600	Sb01g014595	42	48	1
OS03G0619800	Sb01g014500	27	40	1
OS03G0619800	Sb01g014520	17	45	1
OS03G0619800	Sb01g014595	37	41	1
OS03G0619850	Sb01g014500	52	37	1
OS03G0619850	Sb01g014520	26	35	1
OS03G0619850	Sb01g014595	32	17	1
OS03G0620400	Sb01g014460	24	27	1
OS03G0620500	Sb01g014460	62	25	1
OS03G0620800	Sb0012s004900	78	78	1
