Gene stable ID	Trifolium pratense gene stable ID	% identity	Trifolium pratense % identity	Orthology confidence [0 low, 1 high]
OS01G0874700	Tp57577_TGAC_v2_gene27908	38.3361	49.1632	1
OS01G0874700	Tp57577_TGAC_v2_gene28692	44.6982	48.6679	1
OS01G0874700	Tp57577_TGAC_v2_gene3954	7.34095	46.875	1
OS01G0874800	Tp57577_TGAC_v2_gene36660	51.9553	44.3914	1
OS01G0874900	Tp57577_TGAC_v2_gene2077	65.3333	63.0225	1
OS01G0874900	Tp57577_TGAC_v2_gene32959	60.6667	62.2222	1
OS01G0875000	Tp57577_TGAC_v2_gene2145	36.7925	35.7798	1
OS01G0875000	Tp57577_TGAC_v2_gene23095	35.2201	35	1
OS01G0875000	Tp57577_TGAC_v2_gene30422	40.566	40.4389	1
OS01G0875000	Tp57577_TGAC_v2_gene32958	43.0818	42.0245	1
OS01G0875300	Tp57577_TGAC_v2_gene22240	17.5159	28.9474	1
OS01G0875300	Tp57577_TGAC_v2_gene24051	34.7134	48.0176	1
OS01G0875300	Tp57577_TGAC_v2_gene7729	9.23567	44.6154	1
OS01G0875400	Tp57577_TGAC_v2_gene6800	62.5714	65.1786	1
OS01G0875500	Tp57577_TGAC_v2_gene33594	49.728	39.0932	1
OS01G0875700	Tp57577_TGAC_v2_gene2058	37.6147	30.2211	0
OS01G0875700	Tp57577_TGAC_v2_gene21076	35.474	32.0442	0
OS01G0875800	Tp57577_TGAC_v2_gene2067	44.0104	37.8076	1
OS01G0876100	Tp57577_TGAC_v2_gene11976	32.5688	60.8137	0
OS01G0876100	Tp57577_TGAC_v2_gene12068	20.5275	55.9375	0
OS01G0876100	Tp57577_TGAC_v2_gene2102	59.7477	57.4421	0
OS01G0876100	Tp57577_TGAC_v2_gene5933	58.7156	63.2099	0
OS01G0876400	Tp57577_TGAC_v2_gene25545	41.44	43.75	1
OS01G0876400	Tp57577_TGAC_v2_gene34099	40.96	42.314	1
OS01G0876500	Tp57577_TGAC_v2_gene1761	64	29.2237	1
OS01G0876800	Tp57577_TGAC_v2_gene26000	44.3333	70.7447	0
OS01G0877300	Tp57577_TGAC_v2_gene5949	52.9167	51.5562	1
OS01G0877400	Tp57577_TGAC_v2_gene25996	58.3333	62.141	1
OS01G0877500	Tp57577_TGAC_v2_gene15121	42.5978	42.5978	1
OS01G0877500	Tp57577_TGAC_v2_gene16615	42.4581	44.2504	1
OS01G0877500	Tp57577_TGAC_v2_gene5813	37.9888	46.3373	1
OS01G0878000	Tp57577_TGAC_v2_gene2099	30	40.6452	1
OS01G0878300	Tp57577_TGAC_v2_gene1903	50.7261	50.4124	1
OS01G0878800	Tp57577_TGAC_v2_gene16613	49.3789	34.5652	1
OS01G0878800	Tp57577_TGAC_v2_gene28472	20.4969	58.9286	1
OS01G0878800	Tp57577_TGAC_v2_gene5801	50.9317	60.7407	1
OS01G0878900	Tp57577_TGAC_v2_gene16613	57.1429	34.7826	1
OS01G0878900	Tp57577_TGAC_v2_gene28472	23.5714	58.9286	1
OS01G0878900	Tp57577_TGAC_v2_gene5801	56.4286	58.5185	1
OS01G0879200	Tp57577_TGAC_v2_gene18290	44.6154	46.2766	1
OS01G0879300	Tp57577_TGAC_v2_gene18290	36	43.0851	1
OS01G0879400	Tp57577_TGAC_v2_gene24262	55.2966	55.6503	0
OS01G0879400	Tp57577_TGAC_v2_gene9942	54.8729	54.071	0
OS01G0879500	Tp57577_TGAC_v2_gene16624	49.2929	47.8431	1
OS01G0879600	Tp57577_TGAC_v2_gene20142	29.1391	34.7826	1
OS01G0880200	Tp57577_TGAC_v2_gene33322	62.3622	61.0169	1
OS01G0880300	Tp57577_TGAC_v2_gene34651	45	43.2384	1
OS01G0880300	Tp57577_TGAC_v2_gene37326	38.1481	42.2998	1
OS01G0880400	Tp57577_TGAC_v2_gene18775	53.2864	50.4444	1
OS01G0880400	Tp57577_TGAC_v2_gene37361	50.4695	48.9749	1
OS01G0880800	Tp57577_TGAC_v2_gene18762	54.3307	55.9459	1
OS01G0880800	Tp57577_TGAC_v2_gene18773	55.3806	60.114	1
OS01G0880800	Tp57577_TGAC_v2_gene20907	29.1339	55.7789	1
OS01G0880800	Tp57577_TGAC_v2_gene24757	50.3937	56.4706	1
OS01G0880800	Tp57577_TGAC_v2_gene33046	45.4068	59.6552	1
OS01G0880800	Tp57577_TGAC_v2_gene33302	32.5459	61.0837	1
OS01G0880800	Tp57577_TGAC_v2_gene7265	27.0341	55.9783	1
OS01G0880900	Tp57577_TGAC_v2_gene18745	42.5182	42.7523	1
OS01G0881100	Tp57577_TGAC_v2_gene19726	42.2265	35.6564	1
OS01G0881100	Tp57577_TGAC_v2_gene32134	40.1152	36.2847	1
OS01G0881300	Tp57577_TGAC_v2_gene31345	58.2418	66.25	1
OS01G0881400	Tp57577_TGAC_v2_gene20746	33.0946	42.1533	1
OS01G0881500	Tp57577_TGAC_v2_gene31343	52.6221	55.2182	1
OS01G0881500	Tp57577_TGAC_v2_gene33332	57.1429	53.3784	1
OS01G0881900	Tp57577_TGAC_v2_gene25621	61.2137	63.0435	1
OS01G0881900	Tp57577_TGAC_v2_gene33350	60.1583	63.3333	1
OS01G0882200	Tp57577_TGAC_v2_gene26320	50	11.973	1
OS01G0882200	Tp57577_TGAC_v2_gene38360	42.9577	26.5217	1
OS01G0882300	Tp57577_TGAC_v2_gene2155	77.2222	41.1243	0
OS01G0882400	Tp57577_TGAC_v2_gene30583	51.046	50.8333	1
OS01G0882500	Tp57577_TGAC_v2_gene13817	63.0332	60.4545	1
OS01G0882800	Tp57577_TGAC_v2_gene21152	20.2869	29.1176	0
OS01G0883000	Tp57577_TGAC_v2_gene2123	34.6793	45.0617	1
OS01G0883000	Tp57577_TGAC_v2_gene23094	29.0974	39.075	1
OS01G0883000	Tp57577_TGAC_v2_gene23100	30.4038	41.357	1
OS01G0883000	Tp57577_TGAC_v2_gene30553	33.1354	45.1456	1
OS01G0883100	Tp57577_TGAC_v2_gene28821	51.6746	54.8223	1
OS01G0883100	Tp57577_TGAC_v2_gene30557	49.2823	32.2884	1
OS01G0883100	Tp57577_TGAC_v2_gene36394	37.799	50	1
OS01G0883100	Tp57577_TGAC_v2_gene37973	46.89	50.5155	1
OS01G0883200	Tp57577_TGAC_v2_gene28812	33.3333	21.1268	1
OS01G0883200	Tp57577_TGAC_v2_gene30547	35.3086	19.7241	1
OS01G0883400	Tp57577_TGAC_v2_gene6348	25.3394	7.44681	1
OS01G0883800	Tp57577_TGAC_v2_gene1471	26.2211	51.2563	1
OS01G0883800	Tp57577_TGAC_v2_gene2718	17.2236	46.5278	1
OS01G0883800	Tp57577_TGAC_v2_gene2763	13.3676	55.914	1
OS01G0883800	Tp57577_TGAC_v2_gene2774	18.509	40.4494	1
OS01G0883800	Tp57577_TGAC_v2_gene28193	49.6144	51.0582	1
OS01G0883800	Tp57577_TGAC_v2_gene37320	42.6735	44.7439	1
OS01G0883800	Tp57577_TGAC_v2_gene37375	34.7044	31.7647	1
OS01G0883800	Tp57577_TGAC_v2_gene6344	31.8766	53.4483	1
OS01G0883900	Tp57577_TGAC_v2_gene28190	59.9256	60.1494	1
OS01G0883900	Tp57577_TGAC_v2_gene37377	62.2829	59.1981	1
OS01G0883900	Tp57577_TGAC_v2_gene6335	51.1166	55.751	1
OS01G0884300	Tp57577_TGAC_v2_gene21064	60.396	61.8243	1
OS01G0884300	Tp57577_TGAC_v2_gene40507	24.7525	83.3333	1
OS01G0884400	Tp57577_TGAC_v2_gene24975	45.3461	45.3461	1
OS01G0884500	Tp57577_TGAC_v2_gene16311	14.0135	36.1272	1
OS01G0884500	Tp57577_TGAC_v2_gene23025	13.4529	33.7079	1
OS01G0884500	Tp57577_TGAC_v2_gene23221	19.3946	22.6737	1
OS01G0884500	Tp57577_TGAC_v2_gene37369	20.852	33.0961	1
OS01G0884500	Tp57577_TGAC_v2_gene6920	19.8431	17.9695	1
OS01G0884700	Tp57577_TGAC_v2_gene25536	13.4146	17.7419	1
OS01G0884900	Tp57577_TGAC_v2_gene34108	90.7801	37.4269	0
OS01G0885000	Tp57577_TGAC_v2_gene37987	72.0721	71.4286	0
OS01G0885200	Tp57577_TGAC_v2_gene2087	42.8212	15.582	1
OS01G0885200	Tp57577_TGAC_v2_gene34019	32.4937	36.0335	1
OS01G0885300	Tp57577_TGAC_v2_gene17333	12.9145	14.741	0
OS01G0885300	Tp57577_TGAC_v2_gene33358	12.9145	11.4198	0
OS01G0885300	Tp57577_TGAC_v2_gene7503	10.6457	14.951	0
OS01G0885300	Tp57577_TGAC_v2_gene9074	9.24956	15.2738	0
OS01G0885600	Tp57577_TGAC_v2_gene37881	32.5	41.6667	1
OS01G0885600	Tp57577_TGAC_v2_gene39793	22	74.5763	1
OS01G0885600	Tp57577_TGAC_v2_gene40666	10	59.7015	1
OS01G0885900	Tp57577_TGAC_v2_gene38008	29.2373	39.2045	1
OS01G0886000	Tp57577_TGAC_v2_gene25495	36.4407	39.0909	1
OS01G0886200	Tp57577_TGAC_v2_gene20671	51.3208	57.1429	1
OS01G0886200	Tp57577_TGAC_v2_gene25503	51.3208	37.9888	1
OS01G0886300	Tp57577_TGAC_v2_gene18539	31.7241	32.8571	1
OS01G0886300	Tp57577_TGAC_v2_gene2139	65.8621	63.245	1
OS01G0886500	Tp57577_TGAC_v2_gene20128	54.0741	54.8872	1
OS01G0886900	Tp57577_TGAC_v2_gene5983	50.2547	57.3643	1
OS01G0887100	Tp57577_TGAC_v2_gene5996	79.3103	44.2308	1
OS01G0887400	Tp57577_TGAC_v2_gene5822	59.7561	59.7561	1
OS01G0887700	Tp57577_TGAC_v2_gene5992	66.1765	65.6934	1
OS01G0888300	Tp57577_TGAC_v2_gene5957	42.0354	40.8602	1
OS01G0888500	Tp57577_TGAC_v2_gene18022	68.2219	39.5179	1
OS01G0888500	Tp57577_TGAC_v2_gene25489	72.8878	40.8481	1
OS01G0888600	Tp57577_TGAC_v2_gene31771	18.7251	41.048	0
OS01G0888600	Tp57577_TGAC_v2_gene38504	60.3586	55.4945	0
OS01G0888600	Tp57577_TGAC_v2_gene6028	21.1155	49.0741	0
OS01G0888600	Tp57577_TGAC_v2_gene9769	35.8566	43.2692	0
OS01G0888600	Tp57577_TGAC_v2_gene9772	30.4781	49.8371	0
OS01G0888700	Tp57577_TGAC_v2_gene4936	59.4705	63.6166	1
OS01G0889000	Tp57577_TGAC_v2_gene17105	54.7085	55.1205	1
OS01G0889000	Tp57577_TGAC_v2_gene27143	45.5904	50.2471	1
OS01G0889400	Tp57577_TGAC_v2_gene8529	36.803	43.8053	1
OS01G0889800	Tp57577_TGAC_v2_gene35837	43.2133	42.9752	1
OS01G0889900	Tp57577_TGAC_v2_gene18064	47.9419	49.9369	1
OS01G0889900	Tp57577_TGAC_v2_gene18067	47.0944	51.9359	1
OS01G0889900	Tp57577_TGAC_v2_gene30070	49.0315	49.0909	1
OS01G0889900	Tp57577_TGAC_v2_gene30082	50.2421	50.2421	1
OS01G0890200	Tp57577_TGAC_v2_gene18064	44.797	44.5145	1
OS01G0890200	Tp57577_TGAC_v2_gene18067	43.0203	45.2603	1
OS01G0890200	Tp57577_TGAC_v2_gene30070	45.3046	43.2727	1
OS01G0890200	Tp57577_TGAC_v2_gene30082	46.4467	44.3099	1
OS01G0890600	Tp57577_TGAC_v2_gene18064	47.8827	37.0744	1
OS01G0890600	Tp57577_TGAC_v2_gene18067	45.2769	37.1162	1
OS01G0890600	Tp57577_TGAC_v2_gene30070	49.6743	36.9697	1
OS01G0890600	Tp57577_TGAC_v2_gene30082	51.4658	38.2567	1
OS01G0890900	Tp57577_TGAC_v2_gene1778	13.3595	23.6934	1
OS01G0890900	Tp57577_TGAC_v2_gene35843	37.4263	40.5751	1
OS01G0890900	Tp57577_TGAC_v2_gene3742	1.8664	48.7179	1
OS01G0891100	Tp57577_TGAC_v2_gene17380	43.7086	12.5237	1
OS01G0891100	Tp57577_TGAC_v2_gene17501	46.3576	17.0732	1
OS01G0891100	Tp57577_TGAC_v2_gene34093	53.6424	20.4545	1
OS01G0891100	Tp57577_TGAC_v2_gene39036	48.3444	18.3417	1
OS01G0891100	Tp57577_TGAC_v2_gene5144	48.3444	18.2045	1
OS01G0891300	Tp57577_TGAC_v2_gene9707	64.3454	66.763	1
OS01G0891400	Tp57577_TGAC_v2_gene14966	74.0586	73.75	0
OS01G0891400	Tp57577_TGAC_v2_gene19928	73.6402	73.3333	0
OS01G0891601	Tp57577_TGAC_v2_gene15150	34.1085	33.0827	1
OS01G0891601	Tp57577_TGAC_v2_gene16875	1.93798	1.60256	1
OS01G0891601	Tp57577_TGAC_v2_gene16890	36.8217	15.4221	1
OS01G0891601	Tp57577_TGAC_v2_gene16903	4.26357	2.48307	1
OS01G0891601	Tp57577_TGAC_v2_gene16908	38.3721	15.4446	1
OS01G0891601	Tp57577_TGAC_v2_gene21900	37.5969	15.3239	1
OS01G0891601	Tp57577_TGAC_v2_gene22321	32.9457	37.6106	1
OS01G0891601	Tp57577_TGAC_v2_gene22322	37.5969	16.0331	1
OS01G0891601	Tp57577_TGAC_v2_gene22334	1.16279	1.69492	1
OS01G0891601	Tp57577_TGAC_v2_gene2663	1.93798	1.36986	1
OS01G0891601	Tp57577_TGAC_v2_gene28216	37.2093	15.7377	1
OS01G0891601	Tp57577_TGAC_v2_gene40817	34.8837	28.2132	1
OS01G0891700	Tp57577_TGAC_v2_gene15150	28.4314	32.7068	1
OS01G0891700	Tp57577_TGAC_v2_gene16875	1.30719	1.28205	1
OS01G0891700	Tp57577_TGAC_v2_gene16890	27.7778	13.7987	1
OS01G0891700	Tp57577_TGAC_v2_gene16903	4.90196	3.386	1
OS01G0891700	Tp57577_TGAC_v2_gene16908	29.7386	14.1966	1
OS01G0891700	Tp57577_TGAC_v2_gene21900	28.4314	13.7441	1
OS01G0891700	Tp57577_TGAC_v2_gene22321	25.4902	34.5133	1
OS01G0891700	Tp57577_TGAC_v2_gene22322	28.4314	14.3802	1
OS01G0891700	Tp57577_TGAC_v2_gene22334	1.63399	2.82486	1
OS01G0891700	Tp57577_TGAC_v2_gene2663	1.96078	1.64384	1
OS01G0891700	Tp57577_TGAC_v2_gene28216	31.3725	15.7377	1
OS01G0891700	Tp57577_TGAC_v2_gene40817	26.4706	25.3918	1
OS01G0892300	Tp57577_TGAC_v2_gene15150	34.767	36.4662	1
OS01G0892300	Tp57577_TGAC_v2_gene16875	2.15054	1.92308	1
OS01G0892300	Tp57577_TGAC_v2_gene16890	36.5591	16.5584	1
OS01G0892300	Tp57577_TGAC_v2_gene16903	5.73477	3.61174	1
OS01G0892300	Tp57577_TGAC_v2_gene16908	39.0681	17.0047	1
OS01G0892300	Tp57577_TGAC_v2_gene21900	37.276	16.4297	1
OS01G0892300	Tp57577_TGAC_v2_gene22321	33.3333	41.1504	1
OS01G0892300	Tp57577_TGAC_v2_gene22322	36.9176	17.0248	1
OS01G0892300	Tp57577_TGAC_v2_gene22334	2.15054	3.38983	1
OS01G0892300	Tp57577_TGAC_v2_gene2663	2.86738	2.19178	1
OS01G0892300	Tp57577_TGAC_v2_gene28216	38.7097	17.7049	1
OS01G0892300	Tp57577_TGAC_v2_gene40817	33.3333	29.1536	1
OS01G0892500	Tp57577_TGAC_v2_gene23273	36.1111	36.3868	1
OS01G0892600	Tp57577_TGAC_v2_gene23273	40.404	40.7125	1
OS01G0892800	Tp57577_TGAC_v2_gene6744	60.1677	60.4211	1
OS01G0894000	Tp57577_TGAC_v2_gene31231	50.0682	50.831	1
OS01G0894100	Tp57577_TGAC_v2_gene40358	40.6375	19.4656	1
OS01G0894100	Tp57577_TGAC_v2_gene8625	35.0598	21.7284	1
OS01G0894300	Tp57577_TGAC_v2_gene18854	37.7709	62.2449	1
OS01G0894300	Tp57577_TGAC_v2_gene34216	71.517	69.7885	1
OS01G0894300	Tp57577_TGAC_v2_gene39298	32.8173	72.6027	1
OS01G0894500	Tp57577_TGAC_v2_gene23526	43.2099	66.0377	1
OS01G0894700	Tp57577_TGAC_v2_gene10226	31.8777	33.7963	1
OS01G0895100	Tp57577_TGAC_v2_gene34214	69.7161	68.8474	1
OS01G0895200	Tp57577_TGAC_v2_gene1090	21.968	20.6452	1
OS01G0895200	Tp57577_TGAC_v2_gene5077	34.0961	26.7986	1
OS01G0895200	Tp57577_TGAC_v2_gene5107	29.5195	33.6815	1
OS01G0895300	Tp57577_TGAC_v2_gene1090	26.2162	20.8602	1
OS01G0895300	Tp57577_TGAC_v2_gene5077	41.8919	27.8777	1
OS01G0895300	Tp57577_TGAC_v2_gene5107	36.7568	35.5091	1
OS01G0895500	Tp57577_TGAC_v2_gene34198	78.022	78.5978	1
OS01G0895600	Tp57577_TGAC_v2_gene32009	70.3125	33.1858	1
OS01G0895600	Tp57577_TGAC_v2_gene34189	47.1875	39.1192	1
OS01G0895600	Tp57577_TGAC_v2_gene7139	29.375	74.6032	1
OS01G0896200	Tp57577_TGAC_v2_gene23525	37.092	23.3209	1
OS01G0896300	Tp57577_TGAC_v2_gene31229	37.1277	40.3002	1
OS01G0896300	Tp57577_TGAC_v2_gene32502	7.97872	31.9149	1
OS01G0896400	Tp57577_TGAC_v2_gene11810	49.3976	47.3988	1
OS01G0896400	Tp57577_TGAC_v2_gene22750	48.1928	34.7826	1
OS01G0896500	Tp57577_TGAC_v2_gene17194	31.9422	32.8926	0
OS01G0896700	Tp57577_TGAC_v2_gene27987	17.1053	89.6552	0
OS01G0896800	Tp57577_TGAC_v2_gene27987	15.3153	87.931	0
OS01G0897000	Tp57577_TGAC_v2_gene3368	81.1881	72.5664	1
OS01G0897100	Tp57577_TGAC_v2_gene31161	41.4538	41.6996	1
OS01G0897200	Tp57577_TGAC_v2_gene5088	36.6197	38.5185	1
OS01G0897300	Tp57577_TGAC_v2_gene5088	42.446	43.7037	1
OS01G0897500	Tp57577_TGAC_v2_gene10813	4.62963	5.31915	1
OS01G0897500	Tp57577_TGAC_v2_gene1241	25	38.5714	1
OS01G0897500	Tp57577_TGAC_v2_gene17089	17.5926	3.36879	1
OS01G0897500	Tp57577_TGAC_v2_gene23340	52.7778	9.67742	1
OS01G0897500	Tp57577_TGAC_v2_gene25089	37.037	5.45703	1
OS01G0897500	Tp57577_TGAC_v2_gene5188	10.1852	3.15186	1
OS01G0897500	Tp57577_TGAC_v2_gene5228	33.3333	5.50459	1
OS01G0897500	Tp57577_TGAC_v2_gene9216	15.7407	2.17391	1
OS01G0897600	Tp57577_TGAC_v2_gene14560	59.6273	57.3705	1
OS01G0897700	Tp57577_TGAC_v2_gene1136	64.3443	29.7913	1
OS01G0897700	Tp57577_TGAC_v2_gene28105	55.7377	13.3464	1
OS01G0897800	Tp57577_TGAC_v2_gene22749	34.0284	26.5926	1
OS01G0898300	Tp57577_TGAC_v2_gene18849	43.2653	46.1874	1
OS01G0898300	Tp57577_TGAC_v2_gene34205	45.9184	45.2261	1
OS01G0899000	Tp57577_TGAC_v2_gene10395	76.6938	66.5882	1
OS01G0899200	Tp57577_TGAC_v2_gene17591	51.5723	35.0427	0
OS01G0899200	Tp57577_TGAC_v2_gene25445	34.5912	36.1842	0
OS01G0899200	Tp57577_TGAC_v2_gene25456	18.239	37.6623	0
OS01G0899425	Tp57577_TGAC_v2_gene22131	9.43396	10.7527	0
OS01G0899500	Tp57577_TGAC_v2_gene24735	39.0625	37.5536	1
OS01G0899700	Tp57577_TGAC_v2_gene134	28.8835	21.9557	1
OS01G0899700	Tp57577_TGAC_v2_gene36208	37.6214	32.1577	1
OS01G0899700	Tp57577_TGAC_v2_gene40851	19.9029	41.6244	1
OS01G0899700	Tp57577_TGAC_v2_gene6490	32.2816	28.8503	1
OS01G0900200	Tp57577_TGAC_v2_gene8892	30.3523	12.3484	1
OS01G0900400	Tp57577_TGAC_v2_gene9713	54.9724	39.7206	1
OS01G0900700	Tp57577_TGAC_v2_gene9713	41.7778	37.525	1
OS01G0900800	Tp57577_TGAC_v2_gene8904	29.199	33.631	1
OS01G0900900	Tp57577_TGAC_v2_gene21787	55.4217	48.6772	1
OS01G0901000	Tp57577_TGAC_v2_gene17066	54	56.3969	1
OS01G0901000	Tp57577_TGAC_v2_gene21800	55.875	58.2031	1
OS01G0901200	Tp57577_TGAC_v2_gene13421	67.366	68.3215	1
OS01G0901200	Tp57577_TGAC_v2_gene9470	68.7646	70.9135	1
OS01G0901300	Tp57577_TGAC_v2_gene1153	42.8571	14.3836	1
OS01G0901300	Tp57577_TGAC_v2_gene33788	41.4966	15.5612	1
OS01G0901300	Tp57577_TGAC_v2_gene36420	0	0	1
OS01G0901500	Tp57577_TGAC_v2_gene26151	48.4163	38.2826	1
OS01G0901600	Tp57577_TGAC_v2_gene26151	49.1639	52.5939	1
OS01G0901700	Tp57577_TGAC_v2_gene22444	52.5606	27.5035	1
OS01G0901700	Tp57577_TGAC_v2_gene492	0	0	1
OS01G0901700	Tp57577_TGAC_v2_gene9414	43.6658	25.5924	1
OS01G0901800	Tp57577_TGAC_v2_gene15074	55.5556	67.8571	1
OS01G0901900	Tp57577_TGAC_v2_gene26148	56.8376	38.9458	1
OS01G0902100	Tp57577_TGAC_v2_gene17103	63.6275	44.8394	1
OS01G0902200	Tp57577_TGAC_v2_gene33375	19.8561	56.7901	1
OS01G0902200	Tp57577_TGAC_v2_gene33396	33.5252	46.1386	1
OS01G0902300	Tp57577_TGAC_v2_gene14258	33.6585	47.5862	1
OS01G0902300	Tp57577_TGAC_v2_gene29344	45.122	29.1798	1
OS01G0902300	Tp57577_TGAC_v2_gene38497	68.0488	61.4537	1
OS01G0902700	Tp57577_TGAC_v2_gene1545	55.2962	52.4702	1
OS01G0902700	Tp57577_TGAC_v2_gene15986	55.1167	43.3004	1
OS01G0902700	Tp57577_TGAC_v2_gene24019	49.9102	47.3595	1
OS01G0902800	Tp57577_TGAC_v2_gene1545	50.8227	47.3595	1
OS01G0902800	Tp57577_TGAC_v2_gene15986	51.5539	39.7743	1
OS01G0902800	Tp57577_TGAC_v2_gene24019	47.3492	44.1227	1
OS01G0903800	Tp57577_TGAC_v2_gene16769	50.7042	29.7521	0
OS01G0903800	Tp57577_TGAC_v2_gene4586	50.7042	44.4444	0
OS01G0904200	Tp57577_TGAC_v2_gene37534	60.3696	64.0523	0
OS01G0904300	Tp57577_TGAC_v2_gene33763	67.2414	54.1667	1
OS01G0904300	Tp57577_TGAC_v2_gene39742	65.5172	52.4138	1
OS01G0904400	Tp57577_TGAC_v2_gene1877	68.5957	72.2222	1
OS01G0904500	Tp57577_TGAC_v2_gene7511	62.7764	61.1244	1
OS01G0904500	Tp57577_TGAC_v2_gene9063	61.3022	62.4531	1
OS01G0904700	Tp57577_TGAC_v2_gene33365	43.9863	45.0704	1
OS01G0904700	Tp57577_TGAC_v2_gene35826	40.2062	43.0147	1
OS01G0905400	Tp57577_TGAC_v2_gene26145	13.6701	13.5493	1
OS01G0905700	Tp57577_TGAC_v2_gene11422	12.6984	33.3333	1
OS01G0905700	Tp57577_TGAC_v2_gene14243	50	49.0272	1
OS01G0905700	Tp57577_TGAC_v2_gene23972	18.254	23.3503	1
OS01G0905700	Tp57577_TGAC_v2_gene34846	13.0952	33.3333	1
OS01G0905700	Tp57577_TGAC_v2_gene9560	52.381	52.1739	1
OS01G0905800	Tp57577_TGAC_v2_gene10253	82.9609	82.9609	0
OS01G0905800	Tp57577_TGAC_v2_gene5665	81.5642	81.5642	0
OS01G0905800	Tp57577_TGAC_v2_gene5812	76.257	81.0089	0
OS01G0906000	Tp57577_TGAC_v2_gene21381	61.4458	9.3578	1
OS01G0906000	Tp57577_TGAC_v2_gene21382	2.40964	2.77778	1
OS01G0906000	Tp57577_TGAC_v2_gene23455	1.20482	0.555556	1
OS01G0906000	Tp57577_TGAC_v2_gene23479	69.8795	15.1042	1
OS01G0906200	Tp57577_TGAC_v2_gene10474	76.7157	38.2173	1
OS01G0906600	Tp57577_TGAC_v2_gene38664	55.7596	53.6116	1
OS01G0907200	Tp57577_TGAC_v2_gene21636	40.3061	50.641	1
OS01G0907300	Tp57577_TGAC_v2_gene39542	4.38312	51.9231	1
OS01G0907300	Tp57577_TGAC_v2_gene6452	42.8571	45.7539	1
OS01G0907400	Tp57577_TGAC_v2_gene38691	42.0684	36.0907	1
OS01G0907600	Tp57577_TGAC_v2_gene22911	57.9515	56.2827	1
OS01G0907600	Tp57577_TGAC_v2_gene37568	56.6038	56.7568	1
OS01G0907900	Tp57577_TGAC_v2_gene5661	33.0893	43.2122	1
OS01G0908100	Tp57577_TGAC_v2_gene11808	71.7391	61.5385	1
OS01G0908100	Tp57577_TGAC_v2_gene14698	59.5109	69.5238	1
OS01G0908200	Tp57577_TGAC_v2_gene37518	38.6167	41.2308	1
OS01G0908500	Tp57577_TGAC_v2_gene37350	47.0721	50.1199	1
OS01G0908600	Tp57577_TGAC_v2_gene37481	55.9284	52.1921	1
OS01G0908700	Tp57577_TGAC_v2_gene1104	61.435	59.0517	1
OS01G0908700	Tp57577_TGAC_v2_gene30537	63.6771	59.0437	1
OS01G0908700	Tp57577_TGAC_v2_gene35601	61.6592	62.7854	1
OS01G0908700	Tp57577_TGAC_v2_gene36129	14.7982	88	1
OS01G0908700	Tp57577_TGAC_v2_gene6201	63.4529	58.1109	1
OS01G0908800	Tp57577_TGAC_v2_gene19555	32.6087	34.0206	1
OS01G0909000	Tp57577_TGAC_v2_gene6188	14.9451	17.8947	1
OS01G0909100	Tp57577_TGAC_v2_gene10243	22.541	18.0921	1
OS01G0909100	Tp57577_TGAC_v2_gene2639	24.5902	18.9873	1
OS01G0909100	Tp57577_TGAC_v2_gene32379	27.8689	25.9542	1
OS01G0909150	Tp57577_TGAC_v2_gene10243	35.2941	13.8158	1
OS01G0909150	Tp57577_TGAC_v2_gene2639	34.4538	12.9747	1
OS01G0909150	Tp57577_TGAC_v2_gene32379	36.9748	16.7939	1
OS01G0909200	Tp57577_TGAC_v2_gene3571	48.2738	46.3912	1
OS01G0909300	Tp57577_TGAC_v2_gene37476	39.7059	16.2896	1
OS01G0909400	Tp57577_TGAC_v2_gene37578	50.4615	51.5723	1
OS01G0909500	Tp57577_TGAC_v2_gene10243	21.6102	16.7763	1
OS01G0909500	Tp57577_TGAC_v2_gene2639	20.7627	15.5063	1
OS01G0909500	Tp57577_TGAC_v2_gene32379	22.0339	19.8473	1
OS01G0911000	Tp57577_TGAC_v2_gene6332	39.1045	44.5578	1
OS01G0911100	Tp57577_TGAC_v2_gene37455	72.7463	55.52	1
OS01G0911200	Tp57577_TGAC_v2_gene5874	55.3009	59.2934	1
OS01G0911200	Tp57577_TGAC_v2_gene9204	57.8797	57.1429	1
OS01G0911300	Tp57577_TGAC_v2_gene1108	59.3923	32.1856	1
OS01G0911300	Tp57577_TGAC_v2_gene38801	69.6133	36.1549	1
OS01G0911700	Tp57577_TGAC_v2_gene23267	13.8927	51.0101	1
OS01G0911800	Tp57577_TGAC_v2_gene23641	35.3947	34.6649	1
OS01G0911900	Tp57577_TGAC_v2_gene22264	64.574	65.9039	1
OS01G0912600	Tp57577_TGAC_v2_gene5994	56.1798	32.967	1
OS01G0912700	Tp57577_TGAC_v2_gene23771	54.1667	28.2137	1
OS01G0913000	Tp57577_TGAC_v2_gene23770	55.0802	53.6458	0
OS01G0913100	Tp57577_TGAC_v2_gene26828	36.8421	40.1274	1
OS01G0913100	Tp57577_TGAC_v2_gene33866	39.1813	40.6061	1
OS01G0913300	Tp57577_TGAC_v2_gene19417	39.6667	40.9639	1
OS01G0913300	Tp57577_TGAC_v2_gene27947	32.6667	32.3967	1
OS01G0913300	Tp57577_TGAC_v2_gene31080	31	44.6043	1
OS01G0913300	Tp57577_TGAC_v2_gene38416	37.8333	37.7704	1
