Gene stable ID	Glycine max gene stable ID	% identity	Glycine max % identity	Orthology confidence [0 low, 1 high]
OS03G0167000	GLYMA16G31571	20	37	0
OS03G0167000	GLYMA16G31780	24	38	0
OS03G0167000	GLYMA16G31840	30	30	0
OS03G0167000	GLYMA18G00381	22	42	0
OS03G0167200	GLYMA02G26810	40	37	1
OS03G0167200	GLYMA05G28930	44	41	1
OS03G0167200	GLYMA08G12100	44	40	1
OS03G0167200	GLYMA09G15740	41	45	1
OS03G0167200	GLYMA18G00320	39	42	1
OS03G0167400	GLYMA02G26680	49	49	1
OS03G0167400	GLYMA03G36530	48	49	1
OS03G0167400	GLYMA09G15846	47	48	1
OS03G0167400	GLYMA19G39190	48	50	1
OS03G0167500	GLYMA06G37286	16	71	1
OS03G0167500	GLYMA10G36160	52	55	1
OS03G0167500	GLYMA13G21551	21	55	1
OS03G0167500	GLYMA20G31460	52	51	1
OS03G0167600	GLYMA02G26670	51	51	1
OS03G0167600	GLYMA09G15875	30	43	1
OS03G0167600	GLYMA09G15895	15	51	1
OS03G0167800	GLYMA05G28760	68	68	1
OS03G0167800	GLYMA08G11910	68	68	1
OS03G0167800	GLYMA09G02260	47	52	1
OS03G0167800	GLYMA15G13180	50	59	1
OS03G0168200	GLYMA01G06300	54	57	1
OS03G0168200	GLYMA02G12380	54	42	1
OS03G0168300	GLYMA13G05561	23	25	1
OS03G0168300	GLYMA13G05660	23	32	1
OS03G0168300	GLYMA19G02920	20	31	1
OS03G0168300	GLYMA19G03060	25	30	1
OS03G0168400	GLYMA08G43190	23	15	1
OS03G0168400	GLYMA18G10450	33	13	1
OS03G0168400	GLYMA18G12910	31	13	1
OS03G0168550	GLYMA09G37060	45	54	1
OS03G0168550	GLYMA18G49610	49	52	1
OS03G0168600	GLYMA07G04840	66	70	1
OS03G0168600	GLYMA16G01420	48	70	1
OS03G0168700	GLYMA07G35640	37	41	1
OS03G0168900	GLYMA05G24570	42	38	1
OS03G0168900	GLYMA06G47860	42	41	1
OS03G0168900	GLYMA08G07760	42	37	1
OS03G0169000	GLYMA01G06281	63	58	1
OS03G0169000	GLYMA02G12340	64	59	1
OS03G0169000	GLYMA07G35500	64	60	1
OS03G0169000	GLYMA20G03940	45	58	1
OS03G0169100	GLYMA05G00910	83	81	0
OS03G0169100	GLYMA17G10990	82	81	0
OS03G0169300	GLYMA18G49710	48	50	1
OS03G0169400	GLYMA02G12040	51	53	1
OS03G0169800	GLYMA17G10930	64	58	1
OS03G0169900	GLYMA04G39680	41	47	1
OS03G0169900	GLYMA05G31770	35	32	1
OS03G0169900	GLYMA06G15190	42	48	1
OS03G0169900	GLYMA08G15010	34	42	1
OS03G0169900	GLYMA14G11643	33	22	1
OS03G0170100	GLYMA05G23650	47	46	1
OS03G0170100	GLYMA11G04620	39	39	1
OS03G0170100	GLYMA17G16650	45	42	1
OS03G0170300	GLYMA13G05250	49	59	0
OS03G0170300	GLYMA19G02460	63	56	0
OS03G0170400	GLYMA19G02801	23	33	0
OS03G0170500	GLYMA01G05220	54	51	1
OS03G0170500	GLYMA02G02300	53	51	1
OS03G0170800	GLYMA09G37400	39	28	1
OS03G0170800	GLYMA18G49301	40	28	1
OS03G0170800	GLYMA19G02500	39	29	1
OS03G0170900	GLYMA08G40980	54	49	1
OS03G0170900	GLYMA18G15950	55	48	1
OS03G0171600	GLYMA01G05340	55	45	1
OS03G0171600	GLYMA02G11740	55	44	1
OS03G0171600	GLYMA04G34020	55	54	1
OS03G0171600	GLYMA05G01195	46	49	1
OS03G0171600	GLYMA06G20460	56	55	1
OS03G0171600	GLYMA08G41020	57	45	1
OS03G0171600	GLYMA17G10690	48	51	1
OS03G0171600	GLYMA18G15570	56	45	1
OS03G0171700	GLYMA04G33920	25	25	1
OS03G0171700	GLYMA06G20520	25	25	1
OS03G0171700	GLYMA08G47171	23	23	1
OS03G0171900	GLYMA05G31630	71	72	1
OS03G0171900	GLYMA08G14850	72	73	1
OS03G0171900	GLYMA11G36000	71	73	1
OS03G0171900	GLYMA18G02440	53	67	1
OS03G0172000	GLYMA14G00880	50	49	1
OS03G0172200	GLYMA02G47710	53	54	1
OS03G0172200	GLYMA04G18450	13	48	1
OS03G0172200	GLYMA07G39605	12	56	1
OS03G0172200	GLYMA09G01370	59	64	1
OS03G0172200	GLYMA14G00940	52	53	1
OS03G0172200	GLYMA15G12220	59	63	1
OS03G0172200	GLYMA17G01180	56	60	1
OS03G0172200	GLYMA17G33520	15	29	1
OS03G0173900	GLYMA11G14110	48	48	1
OS03G0173900	GLYMA12G06090	48	48	1
OS03G0174100	GLYMA11G14150	63	66	1
OS03G0174100	GLYMA12G06120	62	65	1
OS03G0174100	GLYMA13G41500	67	67	1
OS03G0174200	GLYMA03G29590	23	38	1
OS03G0174200	GLYMA08G16440	25	30	1
OS03G0174200	GLYMA15G42920	28	30	1
OS03G0174300	GLYMA02G31340	66	48	1
OS03G0174300	GLYMA03G29570	64	47	1
OS03G0174300	GLYMA10G21710	49	58	1
OS03G0174400	GLYMA02G31350	31	32	1
OS03G0174400	GLYMA03G29530	32	36	1
OS03G0174400	GLYMA10G21850	31	31	1
OS03G0174400	GLYMA14G32210	31	38	1
OS03G0174400	GLYMA19G04461	32	38	1
OS03G0174400	GLYMA19G32380	34	38	1
OS03G0174500	GLYMA03G29560	72	72	0
OS03G0174500	GLYMA18G16080	22	43	0
OS03G0174500	GLYMA19G32410	72	73	0
OS03G0174600	GLYMA09G27276	11	52	0
OS03G0174600	GLYMA11G14180	65	63	0
OS03G0174600	GLYMA12G06161	43	66	0
OS03G0174800	GLYMA03G29510	39	45	1
OS03G0174800	GLYMA08G16460	36	42	1
OS03G0174800	GLYMA12G36640	43	50	1
OS03G0174800	GLYMA13G27320	42	48	1
OS03G0174800	GLYMA15G42930	36	39	1
OS03G0174800	GLYMA19G32370	38	44	1
OS03G0174900	GLYMA07G04050	39	23	1
OS03G0174900	GLYMA09G07960	39	36	1
OS03G0174900	GLYMA13G16770	39	35	1
OS03G0174900	GLYMA15G03175	36	28	1
OS03G0174900	GLYMA15G18970	37	34	1
OS03G0174900	GLYMA16G00711	38	25	1
OS03G0174900	GLYMA17G05920	36	35	1
OS03G0175200	GLYMA04G05740	61	15	0
OS03G0175200	GLYMA06G05750	61	14	0
OS03G0175200	GLYMA07G04021	64	16	0
OS03G0175200	GLYMA15G03140	64	16	0
OS03G0175200	GLYMA16G00660	64	16	0
OS03G0175200	GLYMA17G34240	61	15	0
OS03G0175200	GLYMA20G01945	8	2	0
OS03G0175600	GLYMA06G05770	70	62	1
OS03G0175600	GLYMA20G02020	52	62	1
OS03G0176100	GLYMA05G25870	16	56	0
OS03G0176300	GLYMA07G04265	94	28	1
OS03G0176300	GLYMA16G00950	94	28	1
OS03G0176700	GLYMA04G05861	16	64	1
OS03G0176700	GLYMA06G05850	55	55	1
OS03G0176900	GLYMA06G05870	47	45	1
OS03G0176900	GLYMA17G34360	52	50	1
OS03G0177000	GLYMA09G08070	38	38	1
OS03G0177000	GLYMA15G19550	38	38	1
OS03G0177300	GLYMA03G13060	47	46	1
OS03G0177300	GLYMA16G01030	46	45	1
OS03G0177300	GLYMA18G27930	47	46	1
OS03G0177400	GLYMA05G24110	98	98	0
OS03G0177400	GLYMA19G07240	98	98	0
OS03G0177500	GLYMA05G24110	98	98	0
OS03G0177500	GLYMA19G07240	98	98	0
OS03G0177900	GLYMA05G24110	98	98	0
OS03G0177900	GLYMA19G07240	98	98	0
OS03G0178000	GLYMA05G24110	98	98	0
OS03G0178000	GLYMA19G07240	98	98	0
OS03G0178100	GLYMA04G05897	29	51	1
OS03G0178100	GLYMA04G05904	11	66	1
OS03G0178100	GLYMA06G05890	60	60	1
OS03G0178200	GLYMA04G05890	40	39	0
OS03G0178200	GLYMA06G05880	39	40	0
OS03G0178300	GLYMA04G05965	3	7	0
OS03G0178300	GLYMA04G05970	31	26	0
OS03G0178300	GLYMA06G05970	30	26	0
OS03G0178300	GLYMA06G05980	30	26	0
OS03G0178400	GLYMA04G05965	14	41	0
OS03G0178400	GLYMA04G05970	41	44	0
OS03G0178400	GLYMA06G05970	39	42	0
OS03G0178400	GLYMA06G05980	39	42	0
OS03G0179000	GLYMA09G08080	24	50	1
OS03G0179000	GLYMA15G19560	63	57	1
OS03G0179100	GLYMA01G04450	48	50	1
OS03G0179100	GLYMA02G03100	47	48	1
OS03G0179400	GLYMA04G05980	55	61	1
OS03G0179400	GLYMA06G05990	56	63	1
OS03G0179400	GLYMA07G04460	56	52	1
OS03G0179400	GLYMA09G08110	62	57	1
OS03G0179400	GLYMA13G17050	61	57	1
OS03G0179400	GLYMA14G12710	55	60	1
OS03G0179400	GLYMA15G19600	62	57	1
OS03G0179400	GLYMA16G01050	56	53	1
OS03G0179400	GLYMA17G05660	61	57	1
OS03G0179400	GLYMA17G33470	56	61	1
OS03G0179700	GLYMA09G08140	53	53	1
OS03G0179700	GLYMA13G17090	26	43	1
OS03G0179700	GLYMA15G19660	52	50	1
OS03G0179700	GLYMA17G05630	48	48	1
OS03G0179900	GLYMA03G42500	61	62	1
OS03G0179900	GLYMA07G04480	63	63	1
OS03G0179900	GLYMA07G31660	49	49	1
OS03G0179900	GLYMA11G31180	19	59	1
OS03G0179900	GLYMA13G31280	49	50	1
OS03G0179900	GLYMA16G01070	63	63	1
OS03G0179900	GLYMA19G45280	61	63	1
OS03G0180000	GLYMA07G04515	59	47	1
OS03G0180000	GLYMA16G01100	58	57	1
OS03G0180100	GLYMA03G06690	14	16	1
OS03G0180100	GLYMA04G06000	21	26	1
OS03G0180100	GLYMA06G06011	21	29	1
OS03G0180100	GLYMA07G04530	21	28	1
OS03G0180100	GLYMA13G17100	21	30	1
OS03G0180100	GLYMA14G12630	21	29	1
OS03G0180100	GLYMA16G01110	22	28	1
OS03G0180100	GLYMA17G05610	23	32	1
OS03G0180100	GLYMA17G33500	22	30	1
OS03G0180100	GLYMA18G36050	17	26	1
OS03G0180300	GLYMA04G06010	30	32	0
OS03G0180300	GLYMA06G06030	39	34	0
OS03G0180300	GLYMA14G12570	39	35	0
OS03G0180300	GLYMA17G33510	39	35	0
OS03G0180400	GLYMA06G39710	80	78	1
OS03G0180400	GLYMA12G22340	87	87	1
OS03G0180700	GLYMA08G18130	64	63	1
OS03G0180700	GLYMA15G40830	67	66	1
OS03G0181400	GLYMA05G28230	32	39	1
OS03G0181400	GLYMA08G11190	51	51	1
OS03G0181500	GLYMA04G06110	72	73	1
OS03G0181500	GLYMA06G06110	72	73	1
OS03G0181675	GLYMA06G20133	5	32	0
OS03G0181675	GLYMA07G08851	7	26	0
OS03G0181675	GLYMA18G01605	7	30	0
OS03G0181675	GLYMA18G39363	8	33	0
OS03G0181750	GLYMA16G01350	58	37	1
OS03G0181800	GLYMA03G42470	36	38	1
OS03G0181800	GLYMA04G30330	19	59	1
OS03G0181800	GLYMA07G04760	38	41	1
OS03G0181800	GLYMA16G01340	36	38	1
OS03G0182000	GLYMA13G17340	31	33	1
OS03G0182000	GLYMA15G20110	30	31	1
OS03G0182000	GLYMA17G05160	31	33	1
OS03G0182400	GLYMA07G04901	58	56	0
OS03G0182400	GLYMA09G08586	59	55	0
OS03G0182400	GLYMA13G17490	60	56	0
OS03G0182400	GLYMA15G20210	58	55	0
OS03G0182400	GLYMA16G01470	58	56	0
OS03G0182400	GLYMA17G05020	60	56	0
OS03G0182700	GLYMA13G17450	77	76	1
OS03G0182700	GLYMA17G05030	77	76	1
OS03G0183100	GLYMA03G32060	27	28	1
OS03G0183100	GLYMA10G04310	34	34	1
OS03G0183100	GLYMA13G18510	34	34	1
OS03G0183800	GLYMA03G42360	58	57	1
OS03G0183800	GLYMA07G05230	60	60	1
OS03G0183800	GLYMA09G25450	4	64	1
OS03G0183800	GLYMA16G01790	59	60	1
OS03G0183800	GLYMA19G45130	59	59	1
OS03G0183900	GLYMA03G42350	71	41	1
OS03G0184000	GLYMA11G36810	75	76	0
OS03G0184000	GLYMA18G00720	75	76	0
OS03G0184300	GLYMA04G04080	51	52	1
OS03G0184300	GLYMA14G09070	52	53	1
OS03G0184300	GLYMA17G36100	51	53	1
OS03G0184400	GLYMA02G14980	49	51	1
OS03G0184400	GLYMA07G33480	50	45	1
OS03G0184500	GLYMA04G04030	46	47	0
OS03G0184500	GLYMA06G04200	46	47	0
OS03G0184700	GLYMA14G09000	58	60	0
OS03G0184700	GLYMA17G36160	49	63	0
OS03G0185500	GLYMA14G08890	61	27	1
OS03G0185500	GLYMA17G36280	61	27	1
OS03G0185600	GLYMA01G40840	83	82	0
OS03G0185600	GLYMA10G33360	83	82	0
OS03G0185600	GLYMA20G34290	78	77	0
OS03G0186100	GLYMA04G03940	53	54	1
OS03G0186100	GLYMA06G04065	55	56	1
OS03G0186500	GLYMA01G39141	32	33	0
OS03G0186500	GLYMA11G06121	32	33	0
OS03G0186600	GLYMA01G02880	48	52	1
OS03G0186600	GLYMA02G04710	48	52	1
OS03G0186600	GLYMA04G10015	18	63	1
OS03G0186600	GLYMA06G10020	40	43	1
OS03G0186600	GLYMA07G30040	33	40	1
OS03G0186600	GLYMA08G07260	35	43	1
OS03G0186600	GLYMA13G33031	31	33	1
OS03G0186600	GLYMA13G33051	31	37	1
OS03G0186600	GLYMA15G06302	38	45	1
OS03G0186600	GLYMA15G06314	32	37	1
OS03G0186800	GLYMA03G34540	55	57	1
OS03G0186800	GLYMA07G24740	18	49	1
OS03G0186800	GLYMA10G07251	43	53	1
OS03G0186800	GLYMA13G21155	43	52	1
OS03G0186800	GLYMA19G37230	53	53	1
OS03G0186800	GLYMA20G19295	21	46	1
OS03G0186900	GLYMA02G37610	47	46	1
OS03G0186900	GLYMA04G09740	50	50	1
OS03G0186900	GLYMA06G09830	49	48	1
OS03G0186950	GLYMA04G09830	58	59	0
OS03G0186950	GLYMA06G09900	61	64	0
OS03G0186950	GLYMA07G12576	46	77	0
OS03G0187000	GLYMA04G33570	47	43	1
OS03G0187000	GLYMA05G01040	41	47	1
OS03G0187000	GLYMA06G20870	47	43	1
OS03G0187000	GLYMA17G10860	40	44	1
OS03G0187100	GLYMA07G01500	29	19	1
OS03G0187100	GLYMA08G20920	29	19	1
OS03G0187300	GLYMA04G09890	57	26	1
OS03G0187300	GLYMA06G09930	58	26	1
OS03G0187400	GLYMA02G37500	31	31	1
OS03G0187400	GLYMA14G35790	30	30	1
OS03G0187500	GLYMA02G37470	67	27	1
OS03G0187500	GLYMA04G09930	65	28	1
OS03G0187500	GLYMA06G09990	66	28	1
OS03G0187500	GLYMA14G35750	66	26	1
OS03G0187700	GLYMA02G37440	61	58	1
OS03G0187700	GLYMA04G10510	52	50	1
OS03G0187700	GLYMA06G10370	58	51	1
OS03G0187700	GLYMA14G35710	60	56	1
OS03G0187800	GLYMA02G37370	37	43	1
OS03G0187800	GLYMA04G10550	38	43	1
OS03G0187800	GLYMA06G10420	37	43	1
OS03G0188100	GLYMA06G10440	26	25	0
OS03G0188400	GLYMA02G37313	47	45	1
OS03G0188400	GLYMA03G39990	47	45	1
OS03G0188400	GLYMA04G10630	48	49	1
OS03G0188400	GLYMA06G10470	48	48	1
OS03G0188400	GLYMA10G29760	46	46	1
OS03G0188400	GLYMA14G35560	48	48	1
OS03G0188400	GLYMA19G42520	47	48	1
OS03G0188400	GLYMA20G37550	47	48	1
OS03G0188900	GLYMA05G30940	24	22	1
OS03G0188900	GLYMA08G14130	25	25	1
OS03G0188900	GLYMA11G37920	23	23	1
OS03G0188900	GLYMA18G01830	24	23	1
OS03G0189300	GLYMA11G37980	25	19	1
OS03G0189300	GLYMA18G01880	27	22	1
OS03G0189400	GLYMA02G44160	59	59	1
OS03G0189400	GLYMA02G44170	57	57	1
OS03G0189400	GLYMA14G04610	59	58	1
OS03G0189400	GLYMA20G10240	60	58	1
OS03G0189600	GLYMA02G44160	48	47	1
OS03G0189600	GLYMA02G44170	47	47	1
OS03G0189600	GLYMA14G04610	48	47	1
OS03G0189600	GLYMA20G10240	49	47	1
OS03G0190000	GLYMA02G37135	33	39	1
OS03G0190000	GLYMA04G10780	37	32	1
OS03G0190000	GLYMA06G10630	37	31	1
OS03G0190000	GLYMA14G35420	21	44	1
OS03G0190100	GLYMA0196S50	30	46	1
OS03G0190100	GLYMA08G07520	53	55	1
OS03G0190100	GLYMA10G24476	31	46	1
OS03G0190100	GLYMA12G15155	34	58	1
OS03G0190100	GLYMA13G08010	54	50	1
OS03G0190300	GLYMA04G10940	41	38	1
OS03G0190300	GLYMA06G10780	41	38	1
OS03G0190300	GLYMA13G01760	37	36	1
OS03G0190300	GLYMA14G35060	37	36	1
OS03G0190800	GLYMA05G31170	83	82	1
OS03G0190800	GLYMA08G14360	83	82	1
OS03G0190800	GLYMA11G38090	85	84	1
OS03G0190800	GLYMA18G02020	84	83	1
OS03G0190900	GLYMA09G08866	31	58	0
OS03G0190900	GLYMA15G20420	65	63	0
OS03G0191000	GLYMA05G24430	47	45	1
OS03G0191000	GLYMA05G31190	51	46	1
OS03G0191000	GLYMA08G07680	48	46	1
OS03G0191000	GLYMA08G14370	50	47	1
OS03G0191000	GLYMA08G19101	40	44	1
OS03G0191000	GLYMA15G05900	48	45	1
OS03G0191100	GLYMA08G14380	61	62	1
OS03G0191200	GLYMA04G11090	25	29	1
OS03G0191200	GLYMA06G10880	27	29	1
OS03G0191200	GLYMA13G01850	27	31	1
OS03G0191200	GLYMA14G34790	28	30	1
OS03G0191400	GLYMA05G31200	79	82	1
OS03G0191400	GLYMA08G14390	78	81	1
OS03G0191400	GLYMA11G38110	67	80	1
OS03G0191400	GLYMA18G02040	78	81	1
OS03G0191700	GLYMA04G11151	27	31	1
OS03G0191700	GLYMA05G24580	30	28	1
OS03G0191700	GLYMA06G10920	26	28	1
OS03G0191700	GLYMA08G07776	30	27	1
OS03G0191700	GLYMA08G19140	30	28	1
OS03G0191700	GLYMA13G01880	26	30	1
OS03G0191700	GLYMA14G34725	26	30	1
OS03G0191700	GLYMA15G05856	30	28	1
OS03G0191800	GLYMA04G11260	26	27	1
OS03G0191800	GLYMA05G31300	26	28	1
OS03G0191800	GLYMA06G11000	27	28	1
OS03G0191800	GLYMA08G14540	26	28	1
OS03G0191900	GLYMA04G11290	42	40	0
OS03G0191900	GLYMA05G31370	40	38	0
OS03G0191900	GLYMA06G11010	40	40	0
OS03G0191900	GLYMA08G14600	41	39	0
OS03G0191900	GLYMA13G01930	39	37	0
OS03G0191900	GLYMA14G34590	39	37	0
OS03G0191900	GLYMA18G02170	42	40	0
OS03G0192000	GLYMA05G24620	52	49	1
OS03G0192000	GLYMA08G07850	52	49	1
OS03G0192000	GLYMA17G33270	41	46	1
OS03G0192100	GLYMA09G36080	44	41	1
OS03G0192100	GLYMA12G01260	45	42	1
OS03G0192300	GLYMA05G31470	28	30	1
OS03G0192300	GLYMA08G14690	32	32	1
OS03G0192400	GLYMA10G25670	80	79	0
OS03G0192400	GLYMA20G20010	61	85	0
OS03G0192500	GLYMA15G05780	32	24	1
OS03G0192600	GLYMA05G24730	34	38	1
OS03G0192600	GLYMA08G07890	34	38	1
OS03G0192600	GLYMA15G05770	29	34	1
OS03G0192700	GLYMA05G31450	88	88	1
OS03G0192700	GLYMA08G14670	83	80	1
OS03G0192700	GLYMA18G02210	89	89	1
OS03G0192800	GLYMA04G07850	71	20	0
OS03G0192800	GLYMA06G07920	71	20	0
OS03G0192800	GLYMA14G17070	71	20	0
OS03G0192800	GLYMA17G29610	71	20	0
OS03G0192900	GLYMA04G07850	70	6	0
OS03G0192900	GLYMA06G07920	69	5	0
OS03G0192900	GLYMA14G17070	69	6	0
OS03G0192900	GLYMA17G29610	65	5	0
OS03G0193000	GLYMA02G46730	51	50	1
OS03G0193000	GLYMA02G47640	56	55	1
OS03G0193000	GLYMA07G39650	50	50	1
OS03G0193000	GLYMA08G43780	52	51	1
OS03G0193000	GLYMA09G01440	50	49	1
OS03G0193000	GLYMA09G22110	29	45	1
OS03G0193000	GLYMA14G01020	56	55	1
OS03G0193000	GLYMA14G01960	51	50	1
OS03G0193000	GLYMA15G12320	51	49	1
OS03G0193000	GLYMA17G01150	51	50	1
OS03G0193000	GLYMA18G09030	52	51	1
OS03G0193225	GLYMA02G46680	18	18	1
OS03G0193225	GLYMA08G43760	19	18	1
OS03G0193225	GLYMA18G09060	18	17	1
OS03G0193400	GLYMA02G02240	31	18	0
OS03G0193400	GLYMA09G36150	32	14	0
OS03G0193400	GLYMA10G11700	33	13	0
OS03G0193400	GLYMA15G43220	32	13	0
OS03G0193600	GLYMA05G06330	31	27	1
OS03G0194100	GLYMA02G19340	12	32	1
OS03G0194100	GLYMA02G46640	46	48	1
OS03G0194100	GLYMA08G43720	48	44	1
OS03G0194100	GLYMA14G02030	47	44	1
OS03G0194100	GLYMA18G09110	47	44	1
OS03G0194300	GLYMA02G47700	49	51	1
OS03G0194300	GLYMA14G00960	49	52	1
OS03G0194400	GLYMA13G13030	51	52	1
OS03G0194500	GLYMA0121S00230	36	47	1
OS03G0194500	GLYMA02G46620	54	46	1
OS03G0194500	GLYMA08G43515	37	48	1
OS03G0194500	GLYMA14G02050	55	53	1
OS03G0194500	GLYMA18G09772	41	44	1
OS03G0194500	GLYMA18G09940	40	49	1
OS03G0194500	GLYMA18G10010	39	47	1
OS03G0194600	GLYMA07G39630	28	14	1
OS03G0194600	GLYMA08G43970	34	17	1
OS03G0194600	GLYMA09G01390	30	14	1
OS03G0194600	GLYMA15G12240	30	14	1
OS03G0194600	GLYMA17G01170	27	13	1
OS03G0194600	GLYMA18G08860	36	18	1
OS03G0194900	GLYMA07G39630	45	43	1
OS03G0194900	GLYMA08G43970	38	37	1
OS03G0194900	GLYMA09G01390	45	42	1
OS03G0194900	GLYMA15G12240	45	42	1
OS03G0194900	GLYMA17G01170	45	43	1
OS03G0194900	GLYMA18G08860	39	39	1
OS03G0195100	GLYMA08G19250	47	13	1
OS03G0195100	GLYMA15G05750	29	10	1
OS03G0195200	GLYMA05G31550	62	62	1
OS03G0195200	GLYMA08G14780	62	62	1
OS03G0195300	GLYMA06G11150	59	60	0
OS03G0195300	GLYMA08G14700	56	56	0
OS03G0195300	GLYMA11G36210	57	57	0
OS03G0195300	GLYMA11G36220	18	49	0
OS03G0195300	GLYMA13G02080	59	59	0
OS03G0195300	GLYMA14G34210	58	58	0
OS03G0195300	GLYMA18G02230	47	46	0
OS03G0195300	GLYMA18G02240	56	56	0
OS03G0195300	GLYMA18G36276	17	47	0
OS03G0195450	GLYMA06G11150	49	7	0
OS03G0195450	GLYMA08G14700	43	6	0
OS03G0195450	GLYMA11G36210	48	7	0
OS03G0195450	GLYMA11G36220	41	16	0
OS03G0195450	GLYMA13G02080	48	7	0
OS03G0195450	GLYMA14G34210	49	7	0
OS03G0195450	GLYMA18G02230	42	6	0
OS03G0195450	GLYMA18G02240	45	6	0
OS03G0195450	GLYMA18G36276	0	0	0
OS03G0195500	GLYMA06G11150	55	24	0
OS03G0195500	GLYMA08G14700	54	24	0
OS03G0195500	GLYMA11G36210	56	24	0
OS03G0195500	GLYMA11G36220	0	0	0
OS03G0195500	GLYMA13G02080	53	23	0
OS03G0195500	GLYMA14G34210	54	24	0
OS03G0195500	GLYMA18G02230	43	18	0
OS03G0195500	GLYMA18G02240	56	24	0
OS03G0195500	GLYMA18G36276	41	48	0
OS03G0195800	GLYMA03G09435	26	60	1
OS03G0195800	GLYMA04G11582	48	72	1
OS03G0195800	GLYMA04G11593	18	63	1
OS03G0195800	GLYMA06G11140	71	71	1
OS03G0195800	GLYMA08G18211	21	64	1
OS03G0195800	GLYMA08G19240	69	70	1
OS03G0195800	GLYMA13G02060	70	70	1
OS03G0195800	GLYMA14G34221	60	68	1
OS03G0195800	GLYMA15G05760	70	70	1
OS03G0196000	GLYMA03G09435	25	57	1
OS03G0196000	GLYMA04G11582	44	65	1
OS03G0196000	GLYMA04G11593	17	57	1
OS03G0196000	GLYMA06G11140	65	64	1
OS03G0196000	GLYMA08G18211	18	54	1
OS03G0196000	GLYMA08G19240	63	63	1
OS03G0196000	GLYMA13G02060	64	64	1
OS03G0196000	GLYMA14G34221	56	62	1
OS03G0196000	GLYMA15G05760	64	63	1
OS03G0196400	GLYMA07G39680	29	32	0
OS03G0196400	GLYMA09G01470	33	35	0
OS03G0196400	GLYMA15G12370	33	35	0
OS03G0196400	GLYMA17G01130	31	34	0
OS03G0196450	GLYMA03G31740	25	11	1
OS03G0196450	GLYMA19G34520	24	11	1
OS03G0196500	GLYMA02G47500	40	47	1
OS03G0196500	GLYMA14G01260	41	47	1
OS03G0196800	GLYMA08G43950	59	53	0
OS03G0196800	GLYMA18G08900	58	53	0
OS03G0196900	GLYMA01G38090	42	25	0
OS03G0196900	GLYMA11G07140	40	24	0
OS03G0197000	GLYMA01G26826	20	45	1
OS03G0197000	GLYMA01G44400	38	38	1
OS03G0197000	GLYMA02G35151	16	48	1
OS03G0197000	GLYMA10G24734	13	40	1
OS03G0197000	GLYMA11G01120	37	38	1
OS03G0197000	GLYMA18G42255	20	41	1
OS03G0197100	GLYMA04G01550	55	56	1
OS03G0197100	GLYMA11G12720	57	56	1
OS03G0197100	GLYMA11G12730	40	54	1
OS03G0197100	GLYMA12G04110	54	53	1
OS03G0197100	GLYMA12G04890	57	57	1
OS03G0197300	GLYMA01G38340	33	33	1
OS03G0197300	GLYMA11G07020	31	28	1
OS03G0197400	GLYMA09G36550	84	85	1
OS03G0197400	GLYMA11G22950	10	84	1
OS03G0197400	GLYMA12G00810	84	85	1
OS03G0197400	GLYMA15G38583	24	73	1
OS03G0197800	GLYMA01G38290	45	48	1
OS03G0197800	GLYMA02G06500	43	45	1
OS03G0197800	GLYMA02G06510	42	44	1
OS03G0197800	GLYMA04G03560	39	46	1
OS03G0197800	GLYMA06G03630	40	47	1
OS03G0197800	GLYMA16G25550	41	44	1
OS03G0197900	GLYMA04G03531	19	20	1
OS03G0197900	GLYMA06G03600	18	20	1
OS03G0197900	GLYMA07G34120	12	27	1
OS03G0198300	GLYMA04G03581	23	22	1
OS03G0198300	GLYMA06G03670	22	18	1
OS03G0198400	GLYMA10G29600	71	71	0
OS03G0198400	GLYMA20G37700	70	70	0
OS03G0198500	GLYMA07G20501	66	65	1
OS03G0198500	GLYMA09G18900	58	67	1
OS03G0198500	GLYMA14G08270	70	69	1
OS03G0198500	GLYMA17G36780	70	69	1
OS03G0198500	GLYMA20G01040	65	64	1
OS03G0198600	GLYMA01G38390	31	35	1
OS03G0198600	GLYMA02G06560	31	34	1
OS03G0198600	GLYMA11G06940	32	35	1
OS03G0198900	GLYMA14G08331	47	47	1
OS03G0198900	GLYMA17G36721	33	40	1
OS03G0199000	GLYMA04G10451	40	31	1
OS03G0199000	GLYMA06G10350	40	29	1
OS03G0199100	GLYMA07G20530	63	66	0
OS03G0199100	GLYMA08G02650	41	66	0
OS03G0199100	GLYMA11G12820	65	68	0
OS03G0199100	GLYMA12G04970	65	67	0
OS03G0200200	GLYMA05G22660	38	45	1
OS03G0200200	GLYMA17G17310	37	44	1
OS03G0200500	GLYMA01G44700	84	85	0
OS03G0200500	GLYMA06G11940	74	73	0
OS03G0200500	GLYMA07G10920	50	71	0
OS03G0200500	GLYMA09G08395	48	58	0
OS03G0200500	GLYMA10G39050	85	85	0
OS03G0200500	GLYMA11G00890	84	85	0
OS03G0200500	GLYMA20G28780	85	85	0
OS03G0200600	GLYMA04G04850	52	52	1
OS03G0200600	GLYMA06G04950	52	52	1
OS03G0200600	GLYMA14G09840	53	54	1
OS03G0200600	GLYMA17G35330	52	53	1
OS03G0200700	GLYMA07G11650	51	52	1
OS03G0200700	GLYMA09G30480	50	51	1
OS03G0200800	GLYMA01G40210	88	88	1
OS03G0200800	GLYMA05G22480	88	88	1
