Gene stable ID	Musa acuminata gene stable ID	% identity	Musa acuminata % identity	Orthology confidence [0 low, 1 high]
OS01G0364800	GSMUA_Achr5G16210_001	45	26	1
OS01G0364800	GSMUA_AchrUn_randomG17250_001	40	24	1
OS01G0365000	GSMUA_Achr2G11110_001	9	27	1
OS01G0365000	GSMUA_Achr4G29750_001	8	28	1
OS01G0365000	GSMUA_Achr4G29770_001	15	20	1
OS01G0365000	GSMUA_AchrUn_randomG24440_001	12	26	1
OS01G0365000	GSMUA_AchrUn_randomG24450_001	8	21	1
OS01G0367100	GSMUA_Achr3G23900_001	52	55	0
OS01G0367100	GSMUA_Achr8G06760_001	54	56	0
OS01G0367300	GSMUA_Achr6G29440_001	25	26	1
OS01G0367400	GSMUA_Achr3G23900_001	46	40	0
OS01G0367400	GSMUA_Achr8G06760_001	47	41	0
OS01G0367700	GSMUA_Achr11G13770_001	71	65	1
OS01G0367700	GSMUA_Achr11G25530_001	71	65	1
OS01G0367700	GSMUA_Achr2G02360_001	67	58	1
OS01G0367700	GSMUA_Achr5G26940_001	73	69	1
OS01G0367700	GSMUA_Achr6G20270_001	50	67	1
OS01G0367900	GSMUA_Achr3G23910_001	81	84	1
OS01G0367900	GSMUA_Achr8G09960_001	82	84	1
OS01G0368500	GSMUA_AchrUn_randomG16150_001	29	47	1
OS01G0368700	GSMUA_AchrUn_randomG16150_001	41	47	1
OS01G0368900	GSMUA_Achr11G13780_001	75	75	1
OS01G0368900	GSMUA_Achr11G18300_001	75	75	1
OS01G0368900	GSMUA_Achr1G26720_001	74	74	1
OS01G0368900	GSMUA_Achr5G00370_001	70	70	1
OS01G0368900	GSMUA_Achr5G00380_001	77	77	1
OS01G0368900	GSMUA_Achr7G03690_001	70	70	1
OS01G0368900	GSMUA_Achr8G33660_001	72	72	1
OS01G0368900	GSMUA_AchrUn_randomG08230_001	70	70	1
OS01G0369000	GSMUA_Achr1G14740_001	88	88	1
OS01G0369000	GSMUA_Achr7G03700_001	89	89	1
OS01G0369000	GSMUA_AchrUn_randomG18580_001	87	89	1
OS01G0369500	GSMUA_Achr11G15740_001	23	30	1
OS01G0369500	GSMUA_Achr5G21650_001	26	39	1
OS01G0369500	GSMUA_AchrUn_randomG17210_001	27	34	1
OS01G0369700	GSMUA_Achr2G02330_001	49	54	1
OS01G0370200	GSMUA_Achr2G02330_001	60	61	1
OS01G0370600	GSMUA_Achr2G02330_001	49	19	1
OS01G0370900	GSMUA_Achr2G02330_001	40	45	1
OS01G0371200	GSMUA_Achr2G02330_001	62	63	1
OS01G0371400	GSMUA_Achr2G02330_001	58	53	1
OS01G0371500	GSMUA_Achr2G02330_001	61	61	1
OS01G0372400	GSMUA_Achr2G02330_001	52	53	1
OS01G0372500	GSMUA_Achr5G04080_001	52	54	1
OS01G0372700	GSMUA_Achr6G19310_001	50	72	1
OS01G0374000	GSMUA_Achr2G02330_001	55	55	1
OS01G0374200	GSMUA_Achr5G22210_001	47	57	1
OS01G0374600	GSMUA_Achr3G21410_001	48	55	1
OS01G0374900	GSMUA_Achr11G00510_001	47	50	1
OS01G0374900	GSMUA_Achr2G12340_001	51	40	1
OS01G0374900	GSMUA_Achr5G14690_001	47	48	1
OS01G0374900	GSMUA_Achr7G01960_001	46	47	1
OS01G0375000	GSMUA_Achr4G24980_001	67	66	0
OS01G0375100	GSMUA_Achr11G14420_001	31	48	1
OS01G0375100	GSMUA_Achr2G02410_001	33	43	1
OS01G0375100	GSMUA_Achr5G00460_001	28	39	1
OS01G0375200	GSMUA_Achr7G03660_001	70	65	1
OS01G0375200	GSMUA_Achr7G03670_001	69	68	1
OS01G0375200	GSMUA_AchrUn_randomG08240_001	24	72	1
OS01G0375200	GSMUA_AchrUn_randomG08250_001	44	68	1
OS01G0375500	GSMUA_Achr7G03660_001	71	37	1
OS01G0375500	GSMUA_Achr7G03670_001	68	38	1
OS01G0375500	GSMUA_AchrUn_randomG08240_001	22	37	1
OS01G0375500	GSMUA_AchrUn_randomG08250_001	47	41	1
OS01G0376700	GSMUA_Achr11G13740_001	67	53	0
OS01G0376700	GSMUA_Achr7G27320_001	65	65	0
OS01G0377500	GSMUA_Achr8G06830_001	63	60	0
OS01G0377700	GSMUA_Achr11G13750_001	64	68	1
OS01G0377700	GSMUA_Achr2G02450_001	64	67	1
OS01G0378100	GSMUA_Achr9G28660_001	61	37	1
OS01G0379400	GSMUA_Achr5G01360_001	21	25	1
OS01G0380800	GSMUA_Achr5G01360_001	19	21	1
OS01G0382000	GSMUA_Achr4G23110_001	37	40	1
OS01G0382200	GSMUA_Achr10G20700_001	43	45	1
OS01G0382200	GSMUA_Achr8G18630_001	45	47	1
OS01G0382400	GSMUA_Achr4G23110_001	38	41	1
OS01G0382700	GSMUA_Achr3G23800_001	64	64	0
OS01G0383700	GSMUA_Achr3G23760_001	12	4	1
OS01G0383900	GSMUA_Achr2G01840_001	29	19	1
OS01G0383900	GSMUA_Achr3G24610_001	29	16	1
OS01G0384300	GSMUA_Achr8G33610_001	33	62	1
OS01G0388500	GSMUA_AchrUn_randomG16120_001	0	0	0
OS01G0388500	GSMUA_AchrUn_randomG16130_001	5	1	0
OS01G0388500	GSMUA_AchrUn_randomG16140_001	66	51	0
OS01G0388700	GSMUA_AchrUn_randomG16150_001	47	53	1
OS01G0389200	GSMUA_Achr5G26860_001	39	23	1
OS01G0389700	GSMUA_Achr5G26860_001	45	24	1
OS01G0390400	GSMUA_Achr10G09290_001	57	49	1
OS01G0390600	GSMUA_Achr6G28050_001	43	57	1
OS01G0390900	GSMUA_Achr4G00410_001	56	58	1
OS01G0390900	GSMUA_Achr7G21120_001	58	64	1
OS01G0390900	GSMUA_Achr7G21200_001	58	65	1
OS01G0393100	GSMUA_Achr10G05070_001	37	54	1
OS01G0393100	GSMUA_Achr3G09520_001	39	40	1
OS01G0393100	GSMUA_Achr3G18020_001	39	44	1
OS01G0393100	GSMUA_Achr5G07600_001	39	52	1
OS01G0393100	GSMUA_Achr6G08600_001	41	39	1
OS01G0393100	GSMUA_Achr6G32290_001	38	36	1
OS01G0393100	GSMUA_Achr7G18330_001	39	42	1
OS01G0393100	GSMUA_Achr8G21470_001	41	26	1
OS01G0393100	GSMUA_Achr9G16920_001	37	39	1
OS01G0393300	GSMUA_Achr2G05780_001	31	50	1
OS01G0393300	GSMUA_Achr6G28690_001	33	52	1
OS01G0393300	GSMUA_Achr8G28930_001	32	53	1
OS01G0393300	GSMUA_Achr9G02410_001	30	48	1
OS01G0393300	GSMUA_Achr9G08180_001	37	48	1
OS01G0495200	GSMUA_Achr9G18580_001	36	42	0
OS01G0495900	GSMUA_Achr2G09230_001	45	50	1
OS01G0497400	GSMUA_Achr4G00360_001	56	41	1
OS01G0497400	GSMUA_Achr8G17430_001	55	40	1
OS01G0498200	GSMUA_Achr1G17110_001	42	18	1
OS01G0498300	GSMUA_Achr9G18650_001	39	45	1
OS01G0499300	GSMUA_Achr3G24260_001	57	59	0
OS01G0500500	GSMUA_Achr1G17130_001	37	48	1
OS01G0500900	GSMUA_Achr8G23640_001	67	67	1
OS01G0501000	GSMUA_Achr4G08780_001	47	50	1
OS01G0501700	GSMUA_Achr4G13490_001	64	89	1
OS01G0501700	GSMUA_Achr9G21720_001	48	94	1
OS01G0501800	GSMUA_AchrUn_randomG19960_001	24	68	0
OS01G0502300	GSMUA_Achr3G29060_001	19	29	0
OS01G0502400	GSMUA_Achr9G21280_001	26	72	1
OS01G0502700	GSMUA_Achr10G02580_001	48	88	0
OS01G0502700	GSMUA_Achr3G17690_001	49	86	0
OS01G0502800	GSMUA_Achr6G34250_001	72	35	1
OS01G0503400	GSMUA_Achr11G26320_001	48	51	1
OS01G0503400	GSMUA_Achr5G25950_001	42	53	1
OS01G0503400	GSMUA_AchrUn_randomG11650_001	50	50	1
OS01G0504100	GSMUA_Achr3G16440_001	54	54	1
OS01G0504100	GSMUA_Achr8G27440_001	54	48	1
OS01G0504100	GSMUA_Achr9G06170_001	52	52	1
OS01G0504500	GSMUA_Achr3G29080_001	54	61	1
OS01G0504500	GSMUA_Achr4G03730_001	52	59	1
OS01G0505400	GSMUA_Achr1G20870_001	58	57	0
OS01G0505500	GSMUA_Achr8G31610_001	57	63	1
OS01G0505700	GSMUA_Achr3G29090_001	52	33	1
OS01G0506200	GSMUA_Achr8G31580_001	44	68	1
OS01G0506200	GSMUA_Achr8G31590_001	27	71	1
OS01G0507300	GSMUA_AchrUn_randomG16020_001	68	69	1
OS01G0507500	GSMUA_Achr8G31600_001	65	45	1
OS01G0507700	GSMUA_Achr1G12840_001	62	62	1
OS01G0507700	GSMUA_Achr2G07910_001	67	67	1
OS01G0507900	GSMUA_Achr4G06560_001	16	75	0
OS01G0507900	GSMUA_Achr4G13550_001	63	54	0
OS01G0508000	GSMUA_Achr3G29530_001	75	75	1
OS01G0510100	GSMUA_Achr9G00100_001	68	77	1
OS01G0510600	GSMUA_Achr9G19030_001	59	58	1
OS01G0510800	GSMUA_Achr4G19350_001	73	73	1
OS01G0510800	GSMUA_Achr7G06220_001	72	71	1
OS01G0511000	GSMUA_Achr1G20970_001	56	41	0
OS01G0511000	GSMUA_Achr3G29520_001	59	47	0
OS01G0511000	GSMUA_Achr4G03700_001	58	33	0
OS01G0511000	GSMUA_Achr4G06820_001	56	44	0
OS01G0511000	GSMUA_Achr4G13790_001	60	48	0
OS01G0511000	GSMUA_Achr9G00580_001	56	44	0
OS01G0511000	GSMUA_Achr9G21360_001	55	46	0
OS01G0511000	GSMUA_AchrUn_randomG00460_001	53	43	0
OS01G0511100	GSMUA_Achr3G29470_001	55	58	1
OS01G0511100	GSMUA_Achr4G06800_001	56	58	1
OS01G0511200	GSMUA_Achr11G06540_001	62	65	1
OS01G0511300	GSMUA_Achr2G09740_001	77	77	1
OS01G0511300	GSMUA_Achr5G03630_001	78	77	1
OS01G0511300	GSMUA_Achr7G06760_001	41	79	1
OS01G0511600	GSMUA_Achr6G34470_001	21	14	1
OS01G0512100	GSMUA_Achr4G13770_001	74	74	0
OS01G0512100	GSMUA_Achr8G31640_001	80	79	0
OS01G0512100	GSMUA_Achr9G21410_001	67	44	0
OS01G0512200	GSMUA_Achr4G06740_001	38	50	1
OS01G0512200	GSMUA_Achr4G13750_001	40	47	1
OS01G0512800	GSMUA_Achr4G15560_001	47	30	0
OS01G0512800	GSMUA_Achr7G10850_001	52	32	0
OS01G0512800	GSMUA_Achr7G14290_001	51	32	0
OS01G0513100	GSMUA_AchrUn_randomG11530_001	17	24	0
OS01G0513700	GSMUA_Achr5G23390_001	76	77	1
OS01G0513700	GSMUA_Achr6G02800_001	76	77	1
OS01G0513800	GSMUA_Achr11G21560_001	74	67	1
OS01G0513800	GSMUA_Achr5G20210_001	75	60	1
OS01G0513900	GSMUA_Achr1G23180_001	66	67	1
OS01G0513900	GSMUA_Achr9G18690_001	64	66	1
OS01G0514000	GSMUA_Achr4G22140_001	68	66	1
OS01G0514000	GSMUA_Achr9G00440_001	66	65	1
OS01G0514300	GSMUA_Achr4G06730_001	62	63	0
OS01G0514300	GSMUA_Achr4G13680_001	63	64	0
OS01G0514450	GSMUA_Achr11G11020_001	48	33	1
OS01G0514600	GSMUA_Achr5G25390_001	72	75	1
OS01G0514600	GSMUA_Achr8G01010_001	72	76	1
OS01G0514700	GSMUA_Achr3G21080_001	50	65	1
OS01G0514700	GSMUA_Achr8G18330_001	45	59	1
OS01G0515300	GSMUA_Achr5G13100_001	17	35	0
OS01G0515300	GSMUA_AchrUn_randomG28230_001	28	31	0
OS01G0515300	GSMUA_AchrUn_randomG29020_001	31	33	0
OS01G0516200	GSMUA_Achr6G20510_001	21	25	1
OS01G0516600	GSMUA_Achr6G20510_001	64	70	1
OS01G0516700	GSMUA_Achr1G12800_001	16	38	1
OS01G0517800	GSMUA_Achr7G04460_001	51	40	1
OS01G0517800	GSMUA_AchrUn_randomG07560_001	52	41	1
OS01G0517900	GSMUA_Achr6G36350_001	15	10	0
OS01G0517900	GSMUA_AchrUn_randomG12910_001	1	1	0
OS01G0518000	GSMUA_Achr7G04460_001	47	47	1
OS01G0518000	GSMUA_AchrUn_randomG07560_001	46	46	1
OS01G0518400	GSMUA_Achr10G16260_001	26	48	1
OS01G0518400	GSMUA_Achr3G02770_001	52	54	1
OS01G0518400	GSMUA_Achr3G16690_001	29	50	1
OS01G0518400	GSMUA_Achr8G29120_001	26	50	1
OS01G0518500	GSMUA_Achr6G28100_001	49	49	0
OS01G0520600	GSMUA_Achr6G32040_001	31	22	1
OS01G0521400	GSMUA_Achr3G14550_001	70	44	1
OS01G0521500	GSMUA_AchrUn_randomG00130_001	58	58	1
OS01G0524700	GSMUA_Achr3G26560_001	49	56	1
OS01G0526100	GSMUA_Achr8G33270_001	68	71	1
OS01G0526200	GSMUA_Achr9G18970_001	50	50	1
OS01G0527400	GSMUA_Achr1G17470_001	47	49	1
OS01G0527400	GSMUA_Achr3G14420_001	36	49	1
OS01G0527600	GSMUA_Achr2G08230_001	50	19	1
OS01G0527700	GSMUA_Achr11G17750_001	63	59	1
OS01G0528000	GSMUA_Achr10G23490_001	56	15	1
OS01G0528800	GSMUA_Achr4G10200_001	70	72	1
OS01G0528800	GSMUA_Achr8G24040_001	70	73	1
OS01G0528800	GSMUA_Achr8G24060_001	70	73	1
OS01G0528800	GSMUA_Achr8G24070_001	72	75	1
OS01G0529800	GSMUA_Achr3G07400_001	43	52	1
OS01G0529800	GSMUA_Achr5G05870_001	45	51	1
OS01G0530366	GSMUA_Achr11G01810_001	94	94	0
OS01G0530400	GSMUA_Achr10G28480_001	51	49	1
OS01G0530400	GSMUA_Achr7G08380_001	54	37	1
OS01G0531000	GSMUA_Achr1G06790_001	22	21	1
OS01G0531300	GSMUA_Achr1G08830_001	54	12	1
OS01G0531400	GSMUA_Achr3G31400_001	76	47	1
OS01G0531400	GSMUA_Achr4G15090_001	74	54	1
OS01G0531500	GSMUA_Achr1G25280_001	67	76	1
OS01G0532200	GSMUA_Achr1G10610_001	65	29	0
OS01G0532200	GSMUA_Achr9G19530_001	70	42	0
OS01G0532200	GSMUA_Achr9G19540_001	0	1	0
OS01G0532300	GSMUA_Achr3G26570_001	30	43	1
OS01G0532300	GSMUA_Achr3G28910_001	36	48	1
OS01G0532300	GSMUA_Achr9G21930_001	37	49	1
OS01G0532600	GSMUA_Achr6G30960_001	42	43	1
OS01G0532600	GSMUA_Achr7G16030_001	19	38	1
OS01G0532800	GSMUA_Achr7G17670_001	49	27	1
OS01G0533000	GSMUA_Achr1G05550_001	85	43	1
OS01G0533000	GSMUA_Achr1G05560_001	1	1	1
OS01G0533100	GSMUA_Achr1G05550_001	0	0	1
OS01G0533100	GSMUA_Achr1G05560_001	55	34	1
OS01G0533400	GSMUA_Achr4G25980_001	42	56	0
OS01G0533400	GSMUA_Achr4G26030_001	35	55	0
OS01G0533400	GSMUA_Achr5G11850_001	54	50	0
OS01G0533400	GSMUA_Achr5G11870_001	55	57	0
OS01G0533500	GSMUA_Achr1G05550_001	66	29	1
OS01G0533500	GSMUA_Achr1G05560_001	1	1	1
OS01G0534700	GSMUA_Achr2G20180_001	46	52	0
OS01G0534800	GSMUA_Achr1G25270_001	70	70	1
OS01G0534800	GSMUA_Achr7G17680_001	70	70	1
OS01G0534900	GSMUA_Achr4G13400_001	21	67	0
OS01G0535900	GSMUA_Achr6G01200_001	69	57	1
OS01G0536000	GSMUA_Achr4G13410_001	78	54	1
OS01G0540300	GSMUA_Achr6G26750_001	72	30	1
OS01G0540300	GSMUA_Achr8G27380_001	70	30	1
OS01G0540300	GSMUA_Achr9G06320_001	71	30	1
OS01G0541600	GSMUA_Achr1G06790_001	27	30	1
OS01G0541800	GSMUA_Achr1G12680_001	67	59	1
OS01G0541800	GSMUA_Achr1G25290_001	70	71	1
OS01G0541900	GSMUA_Achr4G13340_001	72	71	1
OS01G0542000	GSMUA_Achr9G22010_001	52	40	1
OS01G0543100	GSMUA_Achr1G25400_001	63	70	1
OS01G0543100	GSMUA_Achr4G06420_001	65	72	1
OS01G0543100	GSMUA_Achr4G13310_001	66	72	1
OS01G0543600	GSMUA_Achr11G26360_001	34	12	1
OS01G0543600	GSMUA_Achr11G26380_001	31	14	1
OS01G0543600	GSMUA_Achr11G26480_001	26	13	1
OS01G0543600	GSMUA_Achr3G17810_001	21	19	1
OS01G0543600	GSMUA_Achr3G22060_001	20	9	1
OS01G0543600	GSMUA_Achr8G32610_001	20	8	1
OS01G0544200	GSMUA_Achr11G26360_001	35	25	1
OS01G0544200	GSMUA_Achr11G26380_001	38	34	1
OS01G0544200	GSMUA_Achr11G26480_001	29	29	1
OS01G0544200	GSMUA_Achr3G17810_001	19	33	1
OS01G0544200	GSMUA_Achr3G22060_001	28	25	1
OS01G0544200	GSMUA_Achr8G32610_001	31	24	1
OS01G0544450	GSMUA_Achr1G25410_001	74	83	1
OS01G0546000	GSMUA_AchrUn_randomG00190_001	48	28	1
OS01G0546100	GSMUA_Achr6G19580_001	45	45	1
OS01G0546400	GSMUA_Achr6G19580_001	23	22	1
OS01G0546500	GSMUA_Achr7G20700_001	41	54	1
OS01G0546700	GSMUA_Achr5G09880_001	43	38	1
OS01G0546800	GSMUA_Achr6G33210_001	63	68	1
OS01G0546900	GSMUA_Achr9G22230_001	60	49	1
OS01G0547133	GSMUA_Achr2G23150_001	43	52	1
OS01G0547133	GSMUA_Achr3G14490_001	43	55	1
OS01G0547600	GSMUA_Achr1G25450_001	52	34	1
OS01G0548600	GSMUA_Achr3G26620_001	43	16	0
OS01G0548750	GSMUA_Achr3G26620_001	31	15	0
OS01G0549000	GSMUA_Achr1G12720_001	57	40	1
OS01G0549200	GSMUA_Achr4G13250_001	50	29	1
OS01G0549400	GSMUA_Achr8G31890_001	54	55	1
OS01G0549500	GSMUA_Achr1G25510_001	55	37	1
OS01G0549500	GSMUA_AchrUn_randomG22190_001	49	60	1
OS01G0549700	GSMUA_Achr3G26010_001	79	68	1
OS01G0549700	GSMUA_Achr8G05380_001	89	83	1
OS01G0550000	GSMUA_Achr3G26010_001	79	68	1
OS01G0550000	GSMUA_Achr8G05380_001	89	83	1
OS01G0550100	GSMUA_Achr3G32230_001	10	37	1
OS01G0550100	GSMUA_Achr7G24290_001	74	65	1
OS01G0550200	GSMUA_Achr3G32210_001	54	56	1
OS01G0550200	GSMUA_Achr7G24310_001	59	61	1
OS01G0550300	GSMUA_Achr3G26020_001	31	89	1
OS01G0550300	GSMUA_Achr3G32200_001	31	89	1
OS01G0550600	GSMUA_Achr2G08520_001	30	30	1
OS01G0550600	GSMUA_Achr8G25000_001	24	30	1
OS01G0551100	GSMUA_Achr2G15170_001	39	29	1
OS01G0551100	GSMUA_Achr7G11120_001	41	26	1
OS01G0551100	GSMUA_Achr7G11130_001	39	30	1
OS01G0551800	GSMUA_Achr1G28080_001	42	42	1
OS01G0551800	GSMUA_Achr5G09600_001	26	47	1
OS01G0551900	GSMUA_Achr7G24370_001	60	15	0
OS01G0552000	GSMUA_Achr7G24370_001	43	5	0
OS01G0552300	GSMUA_Achr3G32160_001	56	69	1
OS01G0555100	GSMUA_Achr2G08270_001	65	68	1
OS01G0555100	GSMUA_Achr4G09010_001	58	49	1
OS01G0555200	GSMUA_Achr6G01600_001	47	49	1
OS01G0555300	GSMUA_Achr3G13660_001	55	63	1
OS01G0555800	GSMUA_Achr1G05350_001	69	54	1
OS01G0556400	GSMUA_Achr1G11800_001	51	62	1
OS01G0557100	GSMUA_Achr4G03060_001	50	50	1
OS01G0557100	GSMUA_Achr4G03070_001	48	47	1
OS01G0557100	GSMUA_AchrUn_randomG19430_001	49	50	1
OS01G0557100	GSMUA_AchrUn_randomG19460_001	48	49	1
OS01G0557100	GSMUA_AchrUn_randomG25240_001	50	50	1
OS01G0557100	GSMUA_AchrUn_randomG25250_001	48	42	1
OS01G0557200	GSMUA_Achr4G03060_001	43	47	1
OS01G0557200	GSMUA_Achr4G03070_001	42	45	1
OS01G0557200	GSMUA_AchrUn_randomG19430_001	43	47	1
OS01G0557200	GSMUA_AchrUn_randomG19460_001	42	45	1
OS01G0557200	GSMUA_AchrUn_randomG25240_001	45	49	1
OS01G0557200	GSMUA_AchrUn_randomG25250_001	41	39	1
OS01G0557500	GSMUA_Achr3G29210_001	67	66	1
OS01G0557500	GSMUA_Achr4G03630_001	67	36	1
OS01G0557500	GSMUA_Achr4G06590_001	56	68	1
OS01G0557500	GSMUA_Achr4G06600_001	16	60	1
OS01G0558200	GSMUA_Achr8G05390_001	68	77	1
OS01G0558200	GSMUA_AchrUn_randomG01850_001	49	76	1
OS01G0558300	GSMUA_Achr3G25990_001	34	40	1
OS01G0558300	GSMUA_Achr8G05400_001	74	63	1
OS01G0558500	GSMUA_Achr4G08620_001	26	25	1
OS01G0558500	GSMUA_Achr7G24270_001	30	32	1
OS01G0558600	GSMUA_Achr3G32240_001	91	91	1
OS01G0558600	GSMUA_Achr7G24260_001	95	95	1
OS01G0558700	GSMUA_Achr2G08500_001	26	43	1
OS01G0558800	GSMUA_Achr8G24980_001	57	49	0
OS01G0558850	GSMUA_Achr8G05440_001	61	41	1
OS01G0559000	GSMUA_Achr3G25970_001	83	84	1
OS01G0559100	GSMUA_Achr1G22660_001	72	65	1
OS01G0559200	GSMUA_Achr6G33490_001	48	48	1
OS01G0559300	GSMUA_Achr1G28130_001	55	43	1
OS01G0559500	GSMUA_Achr3G25960_001	60	54	1
OS01G0559600	GSMUA_Achr1G28140_001	71	74	0
OS01G0559600	GSMUA_Achr4G15760_001	65	67	0
OS01G0559600	GSMUA_Achr6G35740_001	72	74	0
OS01G0559600	GSMUA_Achr7G24250_001	67	69	0
OS01G0559600	GSMUA_AchrUn_randomG06040_001	21	65	0
OS01G0560000	GSMUA_Achr4G15750_001	75	75	1
OS01G0560000	GSMUA_Achr7G24240_001	50	75	1
OS01G0560200	GSMUA_Achr4G08630_001	68	68	1
OS01G0562600	GSMUA_Achr10G03450_001	27	29	1
OS01G0562600	GSMUA_Achr4G01740_001	30	29	1
OS01G0562600	GSMUA_Achr4G01750_001	30	28	1
OS01G0562600	GSMUA_Achr4G01760_001	28	30	1
OS01G0565600	GSMUA_Achr7G24230_001	53	59	1
OS01G0565800	GSMUA_Achr10G13030_001	69	69	1
OS01G0565800	GSMUA_Achr6G15690_001	59	57	1
OS01G0565800	GSMUA_AchrUn_randomG14570_001	74	74	1
OS01G0565900	GSMUA_Achr7G24220_001	78	44	1
OS01G0566050	GSMUA_Achr1G05150_001	33	22	1
OS01G0566050	GSMUA_Achr1G14390_001	27	14	1
OS01G0566050	GSMUA_Achr2G08490_001	24	16	1
OS01G0566050	GSMUA_Achr5G09620_001	22	7	1
OS01G0566050	GSMUA_Achr6G33500_001	34	24	1
OS01G0566100	GSMUA_Achr1G05150_001	9	9	1
OS01G0566100	GSMUA_Achr1G14390_001	24	18	1
OS01G0566100	GSMUA_Achr2G08490_001	14	13	1
OS01G0566100	GSMUA_Achr5G09620_001	25	12	1
OS01G0566100	GSMUA_Achr6G33500_001	8	8	1
OS01G0566500	GSMUA_Achr2G09410_001	62	60	1
OS01G0566500	GSMUA_Achr6G26310_001	62	62	1
OS01G0566800	GSMUA_Achr1G14400_001	17	48	1
OS01G0566800	GSMUA_Achr3G25950_001	22	30	1
OS01G0566800	GSMUA_Achr8G24970_001	21	28	1
OS01G0566800	GSMUA_AchrUn_randomG11120_001	21	36	1
OS01G0566900	GSMUA_Achr8G05450_001	65	66	1
OS01G0567400	GSMUA_Achr2G15720_001	32	39	0
OS01G0567500	GSMUA_Achr8G01450_001	65	69	1
OS01G0567533	GSMUA_Achr11G05750_001	15	44	1
OS01G0567600	GSMUA_Achr8G01450_001	63	67	1
OS01G0568400	GSMUA_Achr10G04840_001	39	21	0
OS01G0568800	GSMUA_Achr10G04840_001	23	30	0
OS01G0570500	GSMUA_Achr3G32290_001	28	91	1
OS01G0570500	GSMUA_Achr3G32300_001	49	59	1
OS01G0570500	GSMUA_Achr4G08690_001	78	78	1
OS01G0570500	GSMUA_Achr4G09160_001	79	79	1
OS01G0570500	GSMUA_Achr5G09640_001	75	75	1
OS01G0570500	GSMUA_Achr6G35790_001	75	75	1
OS01G0570500	GSMUA_Achr7G24210_001	78	77	1
OS01G0570500	GSMUA_Achr8G24940_001	75	72	1
OS01G0570500	GSMUA_AchrUn_randomG20310_001	76	76	1
OS01G0570700	GSMUA_Achr3G25910_001	71	25	1
OS01G0570800	GSMUA_Achr3G25890_001	49	53	1
OS01G0570800	GSMUA_Achr8G05470_001	47	54	1
OS01G0570800	GSMUA_Achr8G26270_001	44	53	1
OS01G0571000	GSMUA_Achr8G26260_001	77	77	1
OS01G0571200	GSMUA_Achr7G24180_001	55	54	1
OS01G0571200	GSMUA_Achr8G24900_001	42	33	1
OS01G0572100	GSMUA_Achr8G05510_001	40	29	1
OS01G0574400	GSMUA_Achr1G05180_001	72	77	1
OS01G0574400	GSMUA_Achr5G09650_001	73	72	1
OS01G0574500	GSMUA_Achr1G05180_001	75	82	1
OS01G0574500	GSMUA_Achr5G09650_001	76	75	1
OS01G0574600	GSMUA_Achr7G24140_001	71	62	1
OS01G0574800	GSMUA_Achr4G08730_001	32	38	1
OS01G0574800	GSMUA_Achr5G06440_001	32	38	1
OS01G0575000	GSMUA_Achr2G08430_001	46	61	1
OS01G0575000	GSMUA_Achr2G08440_001	31	87	1
OS01G0575000	GSMUA_Achr3G25840_001	77	73	1
OS01G0575200	GSMUA_Achr6G00900_001	24	22	1
OS01G0575200	GSMUA_Achr7G09080_001	25	20	1
OS01G0575500	GSMUA_Achr1G05190_001	78	78	0
OS01G0576100	GSMUA_Achr11G03960_001	27	14	1
OS01G0576100	GSMUA_Achr11G17560_001	25	17	1
OS01G0576100	GSMUA_Achr11G21270_001	28	16	1
OS01G0576100	GSMUA_Achr5G20600_001	28	15	1
OS01G0576100	GSMUA_Achr8G11430_001	28	16	1
OS01G0577600	GSMUA_Achr11G00910_001	53	43	1
OS01G0577600	GSMUA_Achr11G16590_001	51	44	1
OS01G0578000	GSMUA_Achr5G14000_001	56	66	1
OS01G0578200	GSMUA_Achr3G07500_001	2	3	1
OS01G0578200	GSMUA_Achr6G05130_001	49	15	1
OS01G0579600	GSMUA_Achr3G32370_001	47	39	1
OS01G0579800	GSMUA_Achr3G26300_001	44	44	1
OS01G0579800	GSMUA_Achr5G09670_001	47	40	1
OS01G0579800	GSMUA_Achr8G05630_001	42	43	1
OS01G0579900	GSMUA_Achr4G00850_001	55	56	1
OS01G0579900	GSMUA_Achr7G24060_001	60	59	1
OS01G0580000	GSMUA_Achr4G00850_001	46	54	1
OS01G0580000	GSMUA_Achr7G24060_001	48	56	1
OS01G0580100	GSMUA_Achr3G20360_001	62	64	1
OS01G0580150	GSMUA_Achr9G20680_001	10	28	1
OS01G0580200	GSMUA_Achr6G35850_001	77	78	1
OS01G0580400	GSMUA_Achr10G20180_001	9	31	0
OS01G0580500	GSMUA_Achr5G09690_001	52	50	1
OS01G0580800	GSMUA_Achr4G08850_001	13	30	1
OS01G0580800	GSMUA_Achr7G24030_001	17	27	1
OS01G0581300	GSMUA_Achr1G11720_001	64	77	1
OS01G0581400	GSMUA_Achr8G05660_001	56	53	1
OS01G0581900	GSMUA_Achr3G08870_001	17	11	1
OS01G0582400	GSMUA_Achr8G05680_001	69	61	1
OS01G0582600	GSMUA_Achr5G22180_001	33	55	1
OS01G0582600	GSMUA_Achr6G00850_001	39	56	1
OS01G0582600	GSMUA_Achr6G04860_001	34	55	1
OS01G0583100	GSMUA_Achr3G26270_001	60	48	1
OS01G0583100	GSMUA_Achr7G24000_001	59	60	1
OS01G0583100	GSMUA_Achr8G05700_001	62	56	1
OS01G0583200	GSMUA_Achr8G05710_001	55	53	1
