Gene stable ID	Chlamydomonas reinhardtii gene stable ID	% identity	Chlamydomonas reinhardtii % identity	Orthology confidence [0 low, 1 high]
OS01G0951400	CHLREDRAFT_116267	53	53	1
OS01G0952200	CHLREDRAFT_152316	8	7	0
OS01G0952200	CHLREDRAFT_168128	6	7	0
OS01G0952600	CHLREDRAFT_118013	34	39	1
OS01G0952700	CHLREDRAFT_191621	31	15	1
OS01G0954400	CHLREDRAFT_95886	21	48	1
OS01G0955700	CHLREDRAFT_171760	27	30	1
OS01G0956600	CHLREDRAFT_111628	9	18	1
OS01G0957000	CHLREDRAFT_123446	20	68	1
OS01G0957200	CHLREDRAFT_188153	42	42	1
OS01G0958100	CHLREDRAFT_105469	47	51	1
OS01G0958800	CHLREDRAFT_174114	22	10	1
OS01G0958900	CHLREDRAFT_146633	38	27	1
OS01G0959800	CHLREDRAFT_179976	19	33	1
OS01G0960300	CHLREDRAFT_38547	61	70	1
OS01G0960500	CHLREDRAFT_119111	40	57	1
OS01G0960800	CHLREDRAFT_184666	29	34	1
OS01G0962300	CHLREDRAFT_134189	77	72	1
OS01G0962400	CHLREDRAFT_195751	75	79	1
OS01G0962500	CHLREDRAFT_146876	18	27	1
OS01G0962600	CHLREDRAFT_149993	58	60	1
OS01G0963300	CHLREDRAFT_130559	30	31	1
OS01G0963400	CHLREDRAFT_134747	49	39	1
OS01G0964000	CHLREDRAFT_195465	48	50	1
OS01G0965000	DAA00970	6	15	1
OS01G0965400	CHLREDRAFT_141571	42	43	1
OS01G0966000	CHLREDRAFT_123233	53	50	0
OS01G0966100	CHLREDRAFT_179191	27	13	0
OS01G0966200	CHLREDRAFT_205830	30	31	1
OS01G0966300	CHLREDRAFT_10419	23	24	1
OS01G0966300	CHLREDRAFT_206036	37	36	1
OS01G0966400	CHLREDRAFT_193505	11	25	1
OS01G0966500	CHLREDRAFT_169931	34	46	1
OS01G0967000	CHLREDRAFT_182571	57	54	1
OS01G0967900	CHLREDRAFT_135393	52	49	1
OS01G0968000	CHLREDRAFT_143307	16	15	1
OS01G0968700	CHLREDRAFT_180720	12	16	0
OS01G0970400	CHLREDRAFT_24172	40	45	1
OS01G0970700	CHLREDRAFT_116429	51	66	1
OS01G0971400	CHLREDRAFT_206048	44	34	1
OS01G0971500	CHLREDRAFT_131692	36	35	1
OS01G0971600	CHLREDRAFT_146945	52	26	1
OS01G0971600	CHLREDRAFT_146946	52	29	1
OS01G0971600	CHLREDRAFT_96789	54	54	1
OS01G0971700	CHLREDRAFT_112157	21	35	0
OS01G0971800	CHLREDRAFT_130971	18	64	1
OS01G0971900	CHLREDRAFT_123505	20	56	1
OS01G0972200	CHLREDRAFT_183171	20	17	1
OS01G0973000	CHLREDRAFT_150728	35	35	1
OS01G0973400	CHLREDRAFT_101817	50	56	1
OS01G0974000	CHLREDRAFT_178067	33	44	1
OS01G0974300	CHLREDRAFT_170354	10	3	1
OS01G0974800	CHLREDRAFT_174103	59	67	1
OS01G0976000	CHLREDRAFT_150402	27	21	1
OS01G0976300	CHLREDRAFT_163414	12	34	1
OS01G0976600	CHLREDRAFT_113023	52	48	1
OS01G0977200	CHLREDRAFT_146571	32	31	1
OS01G0977300	CHLREDRAFT_112237	19	49	1
OS01G0977600	CHLREDRAFT_142457	13	26	1
OS01G0978100	CHLREDRAFT_189320	61	67	1
OS01G0978100	CHLREDRAFT_196886	57	58	1
OS02G0100100	CHLREDRAFT_195895	33	34	0
OS02G0100700	CHLREDRAFT_152723	34	30	1
OS02G0101500	CHLREDRAFT_128310	62	58	1
OS02G0101600	CHLREDRAFT_128004	32	32	1
OS02G0101700	CHLREDRAFT_113076	0	2	0
OS02G0101700	CHLREDRAFT_113116	37	52	0
OS02G0101800	CHLREDRAFT_152275	14	17	1
OS02G0102300	CHLREDRAFT_144137	31	28	1
OS02G0102700	CHLREDRAFT_187682	60	62	0
OS02G0102800	CHLREDRAFT_154688	5	38	1
OS02G0102800	CHLREDRAFT_189404	16	17	1
OS02G0102900	CHLREDRAFT_132530	61	63	1
OS02G0102900	CHLREDRAFT_136288	64	66	1
OS02G0103700	CHLREDRAFT_109540	19	74	0
OS02G0103700	CHLREDRAFT_139831	61	62	0
OS02G0103900	CHLREDRAFT_144177	23	25	1
OS02G0104800	CHLREDRAFT_144132	16	17	1
OS02G0105900	CHLREDRAFT_188837	69	70	1
OS02G0106800	CHLREDRAFT_191353	30	34	1
OS02G0106966	CHLREDRAFT_142899	1	0	1
OS02G0107000	CHLREDRAFT_142899	2	1	1
OS02G0107900	CHLREDRAFT_129367	55	18	1
OS02G0107900	CHLREDRAFT_81156	51	27	1
OS02G0108700	CHLREDRAFT_171830	0	0	0
OS02G0109400	CHLREDRAFT_167987	19	2	1
OS02G0109501	CHLREDRAFT_167987	22	3	1
OS02G0110700	CHLREDRAFT_13217	11	1	1
OS02G0111700	CHLREDRAFT_126163	68	68	1
OS02G0111900	CHLREDRAFT_11348	27	13	1
OS02G0112100	CHLREDRAFT_112201	21	33	1
OS02G0112100	CHLREDRAFT_130019	41	35	1
OS02G0112100	CHLREDRAFT_192088	40	41	1
OS02G0112100	CHLREDRAFT_192090	41	41	1
OS02G0112600	CHLREDRAFT_112201	21	33	1
OS02G0112600	CHLREDRAFT_130019	41	35	1
OS02G0112600	CHLREDRAFT_192088	40	41	1
OS02G0112600	CHLREDRAFT_192090	41	41	1
OS02G0113200	CHLREDRAFT_196411	37	36	1
OS02G0114200	CHLREDRAFT_116235	9	40	1
OS02G0114200	CHLREDRAFT_138087	40	35	1
OS02G0115700	CHLREDRAFT_150104	66	66	1
OS02G0115900	CHLREDRAFT_133650	75	76	1
OS02G0115900	CHLREDRAFT_133859	78	79	1
OS02G0117100	CHLREDRAFT_183275	40	40	1
OS02G0117400	CHLREDRAFT_206029	53	48	1
OS02G0117600	CHLREDRAFT_156074	33	35	1
OS02G0117700	CHLREDRAFT_157049	29	28	1
OS02G0117800	CHLREDRAFT_196810	18	29	1
OS02G0119300	CHLREDRAFT_152340	24	12	1
OS02G0119300	CHLREDRAFT_177379	37	38	1
OS02G0119400	CHLREDRAFT_189016	35	34	1
OS02G0119800	CHLREDRAFT_79396	23	23	0
OS02G0120100	CHLREDRAFT_105918	42	47	1
OS02G0121000	CHLREDRAFT_195574	52	55	1
OS02G0121100	CHLREDRAFT_126810	30	30	1
OS02G0121200	CHLREDRAFT_116855	30	41	1
OS02G0121300	CHLREDRAFT_196289	77	77	1
OS02G0122000	CHLREDRAFT_104302	53	60	1
OS02G0122100	CHLREDRAFT_98860	17	47	1
OS02G0122200	CHLREDRAFT_143831	20	21	1
OS02G0122300	CHLREDRAFT_170004	22	26	1
OS02G0122400	CHLREDRAFT_169875	14	20	1
OS02G0122500	CHLREDRAFT_150826	47	51	1
OS02G0122800	CHLREDRAFT_120019	23	38	1
OS02G0122800	CHLREDRAFT_80366	26	42	1
OS02G0123100	CHLREDRAFT_127285	51	59	1
OS02G0123500	CHLREDRAFT_111483	25	36	0
OS02G0123600	CHLREDRAFT_186369	41	37	1
OS02G0125100	CHLREDRAFT_132888	69	73	1
OS02G0125300	CHLREDRAFT_139760	36	35	0
OS02G0125400	CHLREDRAFT_108277	21	49	1
OS02G0125700	CHLREDRAFT_185309	42	42	1
OS02G0125800	CHLREDRAFT_169016	23	40	1
OS02G0126300	CHLREDRAFT_193464	18	19	1
OS02G0126400	CHLREDRAFT_101353	18	35	1
OS02G0126400	CHLREDRAFT_112697	33	38	1
OS02G0126400	CHLREDRAFT_118038	27	34	1
OS02G0126400	CHLREDRAFT_131294	30	28	1
OS02G0126400	CHLREDRAFT_190113	19	26	1
OS02G0126400	CHLREDRAFT_39553	29	29	1
OS02G0126700	CHLREDRAFT_137523	76	77	1
OS02G0126800	CHLREDRAFT_195463	38	37	1
OS02G0127000	CHLREDRAFT_93946	16	32	1
OS02G0127700	CHLREDRAFT_137493	63	59	1
OS02G0128000	CHLREDRAFT_134508	26	29	1
OS02G0128000	CHLREDRAFT_142751	27	26	1
OS02G0128600	CHLREDRAFT_78189	66	69	1
OS02G0129300	CHLREDRAFT_205904	17	4	1
OS02G0129900	CHLREDRAFT_146442	32	26	1
OS02G0130000	CHLREDRAFT_194816	24	12	1
OS02G0130100	CHLREDRAFT_99391	45	54	1
OS02G0131700	CHLREDRAFT_166479	15	25	1
OS02G0133000	CHLREDRAFT_143017	13	12	1
OS02G0133300	CHLREDRAFT_142882	46	11	1
OS02G0133400	CHLREDRAFT_142882	22	4	1
OS02G0133800	CHLREDRAFT_115213	53	52	1
OS02G0134000	CHLREDRAFT_117035	30	24	0
OS02G0134300	CHLREDRAFT_52125	26	38	1
OS02G0134400	CHLREDRAFT_58579	47	45	0
OS02G0135200	CHLREDRAFT_108650	51	37	0
OS02G0135200	CHLREDRAFT_137528	58	37	0
OS02G0135300	CHLREDRAFT_194589	23	23	1
OS02G0135700	CHLREDRAFT_171431	12	22	1
OS02G0135800	CHLREDRAFT_139713	53	54	1
OS02G0135900	CHLREDRAFT_184127	22	23	1
OS02G0137100	CHLREDRAFT_148361	20	45	1
OS02G0137200	CHLREDRAFT_195623	44	46	1
OS02G0137400	CHLREDRAFT_194382	44	35	1
OS02G0137500	CHLREDRAFT_145462	46	25	1
OS02G0137600	CHLREDRAFT_99197	9	51	0
OS02G0137700	CHLREDRAFT_205878	39	39	1
OS02G0138100	CHLREDRAFT_205659	27	22	1
OS02G0139000	CHLREDRAFT_196473	22	14	1
OS02G0139100	CHLREDRAFT_167882	30	20	1
OS02G0139200	CHLREDRAFT_114319	22	65	1
OS02G0139500	CHLREDRAFT_196409	53	25	1
OS02G0139600	CHLREDRAFT_191617	47	31	1
OS02G0139700	CHLREDRAFT_196409	55	54	1
OS02G0140200	CHLREDRAFT_196409	42	28	1
OS02G0140300	CHLREDRAFT_98436	35	48	1
OS02G0140400	CHLREDRAFT_196409	43	24	1
OS02G0140500	CHLREDRAFT_196409	44	5	1
OS02G0141000	CHLREDRAFT_162552	25	50	1
OS02G0141300	CHLREDRAFT_11299	24	47	0
OS02G0142250	CHLREDRAFT_206191	13	3	1
OS02G0143100	CHLREDRAFT_149366	19	18	1
OS02G0143200	CHLREDRAFT_157242	9	23	1
OS02G0146400	CHLREDRAFT_178803	66	22	1
OS02G0146500	CHLREDRAFT_206191	12	3	1
OS02G0146600	CHLREDRAFT_188942	84	85	1
OS02G0146700	CHLREDRAFT_137945	56	56	0
OS02G0147100	CHLREDRAFT_166797	23	22	1
OS02G0147300	CHLREDRAFT_178803	31	5	1
OS02G0147700	CHLREDRAFT_166797	20	22	1
OS02G0147800	CHLREDRAFT_178843	11	10	1
OS02G0148100	CHLREDRAFT_183031	58	57	1
OS02G0148100	CHLREDRAFT_78072	58	56	1
OS02G0148400	CHLREDRAFT_205875	40	43	1
OS02G0149600	CHLREDRAFT_187979	18	27	1
OS02G0149800	CHLREDRAFT_95558	43	56	1
OS02G0150100	CHLREDRAFT_178281	68	49	1
OS02G0150300	CHLREDRAFT_195735	32	28	1
OS02G0150300	CHLREDRAFT_195738	27	24	1
OS02G0151501	CHLREDRAFT_145043	53	25	1
OS02G0151600	CHLREDRAFT_140839	63	11	1
OS02G0152300	CHLREDRAFT_116959	17	33	1
OS02G0152400	CHLREDRAFT_108283	31	41	1
OS02G0152400	CHLREDRAFT_60238	18	18	1
OS02G0152400	CHLREDRAFT_82986	32	31	1
OS02G0152600	CHLREDRAFT_195223	22	16	1
OS02G0152800	DAA00970	8	6	1
OS02G0154600	CHLREDRAFT_144907	26	28	1
OS02G0154600	CHLREDRAFT_149680	21	30	1
OS02G0154600	CHLREDRAFT_193755	27	30	1
OS02G0157600	CHLREDRAFT_144137	26	24	1
OS02G0158400	CHLREDRAFT_186648	24	23	1
OS02G0159900	CHLREDRAFT_181992	56	56	1
OS02G0161500	CHLREDRAFT_120925	14	8	1
OS02G0161500	CHLREDRAFT_178343	11	6	1
OS02G0161500	CHLREDRAFT_181684	12	14	1
OS02G0161500	CHLREDRAFT_193881	12	4	1
OS02G0161900	CHLREDRAFT_140045	31	99	0
OS02G0162500	CHLREDRAFT_24344	87	85	0
OS02G0164800	CHLREDRAFT_119384	54	22	1
OS02G0167000	CHLREDRAFT_151096	23	38	1
OS02G0167100	CHLREDRAFT_132010	34	34	1
OS02G0167500	CHLREDRAFT_145376	11	31	1
OS02G0167700	CHLREDRAFT_188156	21	21	1
OS02G0168100	CHLREDRAFT_137761	59	32	0
OS02G0168100	CHLREDRAFT_149028	58	37	0
OS02G0168600	CHLREDRAFT_173570	18	17	1
OS02G0168600	CHLREDRAFT_205632	33	16	1
OS02G0168700	CHLREDRAFT_159842	23	27	1
OS02G0168800	CHLREDRAFT_194475	60	62	1
OS02G0168900	CHLREDRAFT_205506	29	29	1
OS02G0169300	CHLREDRAFT_132210	74	64	1
OS02G0169700	CHLREDRAFT_196067	49	45	0
OS02G0169800	CHLREDRAFT_188156	26	7	1
OS02G0169900	CHLREDRAFT_186574	38	42	1
OS02G0169900	CHLREDRAFT_196939	44	47	1
OS02G0170100	CHLREDRAFT_196067	56	55	0
OS02G0172600	CHLREDRAFT_206047	42	38	1
OS02G0172800	CHLREDRAFT_106059	22	38	1
OS02G0173700	CHLREDRAFT_176584	16	32	1
OS02G0173700	CHLREDRAFT_181703	13	36	1
OS02G0173700	CHLREDRAFT_205755	48	42	1
OS02G0173800	CHLREDRAFT_118915	42	41	1
OS02G0173900	CHLREDRAFT_118012	40	26	1
OS02G0174000	CHLREDRAFT_196473	22	9	1
OS02G0175400	CHLREDRAFT_54608	75	75	1
OS02G0175600	CHLREDRAFT_155455	69	68	1
OS02G0175700	CHLREDRAFT_191396	28	28	1
OS02G0176700	CHLREDRAFT_116583	18	45	0
OS02G0176700	CHLREDRAFT_118223	36	35	0
OS02G0176700	CHLREDRAFT_128099	37	34	0
OS02G0176700	CHLREDRAFT_179136	25	27	0
OS02G0176700	CHLREDRAFT_189266	36	28	0
OS02G0176700	CHLREDRAFT_196702	39	30	0
OS02G0176900	CHLREDRAFT_183481	33	37	1
OS02G0177500	CHLREDRAFT_131463	79	80	1
OS02G0177900	CHLREDRAFT_108536	26	19	0
OS02G0178100	CHLREDRAFT_149159	20	7	1
OS02G0178100	CHLREDRAFT_159133	24	19	1
OS02G0178400	CHLREDRAFT_185246	67	68	1
OS02G0178500	CHLREDRAFT_195665	33	35	0
OS02G0179100	CHLREDRAFT_112931	45	54	1
OS02G0179300	CHLREDRAFT_80907	32	32	1
OS02G0179500	CHLREDRAFT_128250	37	22	1
OS02G0179800	CHLREDRAFT_177124	17	25	1
OS02G0179900	CHLREDRAFT_150344	35	8	1
OS02G0180000	CHLREDRAFT_192081	41	41	1
OS02G0180100	CHLREDRAFT_182375	45	45	1
OS02G0180200	CHLREDRAFT_54576	37	44	1
OS02G0180500	CHLREDRAFT_196317	43	32	1
OS02G0181800	CHLREDRAFT_106366	43	59	1
OS02G0181900	CHLREDRAFT_195422	57	54	1
OS02G0182900	CHLREDRAFT_113472	39	45	1
OS02G0183000	CHLREDRAFT_106059	21	36	1
OS02G0183900	CHLREDRAFT_139213	61	13	1
OS02G0184000	CHLREDRAFT_134676	35	46	1
OS02G0184200	CHLREDRAFT_137778	77	32	1
OS02G0184400	CHLREDRAFT_105328	7	48	1
OS02G0187400	CHLREDRAFT_100701	10	20	1
OS02G0187400	CHLREDRAFT_115518	10	21	1
OS02G0187400	CHLREDRAFT_123120	10	22	1
OS02G0187400	CHLREDRAFT_145556	8	17	1
OS02G0187500	CHLREDRAFT_100734	67	68	1
OS02G0187600	CHLREDRAFT_113397	17	38	1
OS02G0187600	CHLREDRAFT_146696	20	25	1
OS02G0187600	CHLREDRAFT_178114	30	21	1
OS02G0187700	CHLREDRAFT_112237	18	54	1
OS02G0187800	CHLREDRAFT_190503	47	39	1
OS02G0187800	CHLREDRAFT_190510	47	47	1
OS02G0190000	CHLREDRAFT_138602	41	41	1
OS02G0190000	CHLREDRAFT_138672	40	40	1
OS02G0190300	CHLREDRAFT_138602	41	41	1
OS02G0190300	CHLREDRAFT_138672	40	40	1
OS02G0190800	CHLREDRAFT_106548	26	52	1
OS02G0191300	CHLREDRAFT_206103	26	23	1
OS02G0191300	CHLREDRAFT_206104	27	24	1
OS02G0191700	CHLREDRAFT_112343	35	52	0
OS02G0192700	CHLREDRAFT_157173	49	57	1
OS02G0193600	CHLREDRAFT_171345	20	6	1
OS02G0194100	CHLREDRAFT_194915	61	61	1
OS02G0194700	CHLREDRAFT_144677	32	27	1
OS02G0195000	CHLREDRAFT_186443	29	37	1
OS02G0195300	CHLREDRAFT_146571	30	31	1
OS02G0195500	CHLREDRAFT_188291	30	18	1
OS02G0195500	CHLREDRAFT_188292	11	42	1
OS02G0195600	CHLREDRAFT_195486	30	33	1
OS02G0195800	CHLREDRAFT_148223	40	26	1
OS02G0196000	CHLREDRAFT_174212	27	28	1
OS02G0196000	CHLREDRAFT_196633	49	42	1
OS02G0196000	CHLREDRAFT_196635	28	16	1
OS02G0196000	CHLREDRAFT_196642	29	17	1
OS02G0196300	CHLREDRAFT_195498	41	36	1
OS02G0196600	CHLREDRAFT_206047	42	37	1
OS02G0196800	CHLREDRAFT_122609	45	44	1
OS02G0196900	CHLREDRAFT_114457	59	30	1
OS02G0197500	CHLREDRAFT_189836	19	13	1
OS02G0197600	CHLREDRAFT_153678	58	52	1
OS02G0197800	CHLREDRAFT_104582	40	49	1
OS02G0197900	CHLREDRAFT_188508	27	18	1
OS02G0198400	CHLREDRAFT_176794	17	17	1
OS02G0198600	CHLREDRAFT_182542	44	39	1
OS02G0198900	CHLREDRAFT_194556	33	33	0
OS02G0199300	CHLREDRAFT_142698	36	32	1
OS02G0199300	CHLREDRAFT_196621	29	18	1
OS02G0199900	CHLREDRAFT_24096	81	81	1
OS02G0201500	CHLREDRAFT_169342	19	33	1
OS02G0202200	CHLREDRAFT_205638	22	24	1
OS02G0202500	CHLREDRAFT_191820	41	20	1
OS02G0204400	CHLREDRAFT_206002	48	45	0
OS02G0205000	CHLREDRAFT_187541	21	15	1
OS02G0205300	CHLREDRAFT_24536	59	85	0
OS02G0205400	CHLREDRAFT_128295	46	51	1
OS02G0207900	CHLREDRAFT_146499	22	22	1
OS02G0207900	CHLREDRAFT_157360	19	23	1
OS02G0207900	CHLREDRAFT_188602	23	11	1
OS02G0207900	CHLREDRAFT_206127	20	23	1
OS02G0208100	CHLREDRAFT_195230	55	60	1
OS02G0208100	CHLREDRAFT_206005	44	45	1
OS02G0208300	CHLREDRAFT_173168	22	5	1
OS02G0208300	CHLREDRAFT_193342	17	2	1
OS02G0208900	CHLREDRAFT_188892	14	9	1
OS02G0209900	CHLREDRAFT_195969	39	39	1
OS02G0210800	CHLREDRAFT_142730	19	16	1
OS02G0214300	CHLREDRAFT_186221	40	36	1
OS02G0214900	CHLREDRAFT_108913	20	37	1
OS02G0215200	CHLREDRAFT_108913	20	38	1
OS02G0217500	CHLREDRAFT_117224	43	44	1
OS02G0217600	CHLREDRAFT_193562	76	74	1
OS02G0217800	CHLREDRAFT_41764	22	49	1
OS02G0217900	CHLREDRAFT_134508	30	33	1
OS02G0217900	CHLREDRAFT_142751	29	28	1
OS02G0218600	CHLREDRAFT_116959	38	35	1
OS02G0219000	CHLREDRAFT_190576	17	20	1
OS02G0219050	CHLREDRAFT_190576	18	22	1
OS02G0219400	CHLREDRAFT_150416	40	48	1
OS02G0220700	CHLREDRAFT_102541	14	41	1
OS02G0221300	CHLREDRAFT_188942	26	54	1
OS02G0221500	CHLREDRAFT_105806	19	24	0
OS02G0221500	CHLREDRAFT_108674	9	50	0
OS02G0221900	CHLREDRAFT_196689	27	25	0
OS02G0221900	CHLREDRAFT_196691	26	22	0
OS02G0221900	CHLREDRAFT_196693	25	22	0
OS02G0221900	CHLREDRAFT_196700	24	22	0
OS02G0221900	CHLREDRAFT_196711	22	20	0
OS02G0221900	CHLREDRAFT_196714	24	22	0
OS02G0221900	CHLREDRAFT_196715	22	21	0
OS02G0222100	CHLREDRAFT_175651	38	10	0
OS02G0224200	CHLREDRAFT_185509	54	59	1
OS02G0224300	CHLREDRAFT_182403	12	10	1
OS02G0224400	CHLREDRAFT_101282	42	48	1
OS02G0225000	CHLREDRAFT_141578	31	26	1
OS02G0225000	CHLREDRAFT_146176	24	27	1
OS02G0225300	CHLREDRAFT_188413	21	6	1
OS02G0226000	CHLREDRAFT_117624	36	35	1
OS02G0226200	CHLREDRAFT_117519	20	29	1
OS02G0226300	CHLREDRAFT_123309	34	43	1
OS02G0226600	CHLREDRAFT_206298	10	12	0
OS02G0227000	CHLREDRAFT_176526	12	21	0
OS02G0227400	CHLREDRAFT_126151	30	44	1
OS02G0229000	CHLREDRAFT_143072	70	73	1
OS02G0229400	CHLREDRAFT_178913	19	11	0
OS02G0229600	CHLREDRAFT_140337	32	40	1
OS02G0230100	CHLREDRAFT_194284	48	51	1
OS02G0230200	CHLREDRAFT_205579	29	23	1
OS02G0232000	CHLREDRAFT_117914	20	58	1
OS02G0232400	CHLREDRAFT_24263	61	61	1
OS02G0233100	CHLREDRAFT_196080	27	20	1
OS02G0234500	CHLREDRAFT_187379	35	45	1
OS02G0234800	CHLREDRAFT_137847	45	52	1
OS02G0235000	CHLREDRAFT_117962	35	27	1
OS02G0235600	CHLREDRAFT_195587	69	70	1
OS02G0236000	CHLREDRAFT_126943	57	62	1
OS02G0237100	CHLREDRAFT_206069	46	42	1
OS02G0238500	CHLREDRAFT_7611	32	16	1
OS02G0244100	CHLREDRAFT_46756	9	54	0
OS02G0244600	CHLREDRAFT_144221	37	28	1
OS02G0244700	CHLREDRAFT_80312	23	47	1
OS02G0245000	CHLREDRAFT_170034	24	48	1
OS02G0245100	CHLREDRAFT_132770	54	54	1
OS02G0245800	CHLREDRAFT_151393	12	24	1
OS02G0246300	CHLREDRAFT_188584	33	35	1
OS02G0247000	CHLREDRAFT_100817	6	5	1
OS02G0247000	CHLREDRAFT_115707	6	5	1
OS02G0247000	CHLREDRAFT_123118	2	5	1
OS02G0247000	CHLREDRAFT_143511	14	1	1
OS02G0247000	CHLREDRAFT_144973	10	1	1
OS02G0247000	CHLREDRAFT_147446	13	2	1
OS02G0247000	CHLREDRAFT_151753	3	3	1
OS02G0247000	CHLREDRAFT_181503	6	3	1
OS02G0247200	CHLREDRAFT_127904	64	65	1
OS02G0251700	CHLREDRAFT_123624	6	12	0
OS02G0252100	CHLREDRAFT_116256	20	46	1
OS02G0252600	CHLREDRAFT_171827	18	24	1
OS02G0254700	CHLREDRAFT_206050	23	9	1
OS02G0255100	CHLREDRAFT_95558	40	55	1
OS02G0255200	CHLREDRAFT_59755	50	49	0
OS02G0258200	CHLREDRAFT_151215	14	14	1
OS02G0258250	CHLREDRAFT_151215	6	4	1
OS02G0258900	CHLREDRAFT_106419	43	61	1
OS02G0259600	CHLREDRAFT_148198	25	21	1
OS02G0260400	CHLREDRAFT_119814	33	57	1
OS02G0265400	CHLREDRAFT_195544	56	56	1
OS02G0266000	CHLREDRAFT_184947	36	38	0
OS02G0266100	CHLREDRAFT_191815	28	41	1
OS02G0267000	CHLREDRAFT_183472	36	35	1
OS02G0269000	CHLREDRAFT_132532	42	48	1
OS02G0272600	CHLREDRAFT_182719	35	37	1
OS02G0273000	CHLREDRAFT_170716	45	56	1
OS02G0273000	CHLREDRAFT_77471	44	54	1
OS02G0273100	CHLREDRAFT_30522	24	22	1
OS02G0273800	CHLREDRAFT_143307	16	23	1
OS02G0274100	CHLREDRAFT_132158	43	44	1
OS02G0274600	CHLREDRAFT_105644	10	48	1
OS02G0274900	CHLREDRAFT_196325	39	33	1
OS02G0276200	CHLREDRAFT_103992	50	46	1
OS02G0276400	CHLREDRAFT_103992	46	47	1
OS02G0276500	CHLREDRAFT_101649	40	42	1
OS02G0277600	CHLREDRAFT_134840	50	47	1
OS02G0280400	CHLREDRAFT_101519	16	66	1
OS02G0280400	CHLREDRAFT_137286	52	65	1
OS02G0280500	CHLREDRAFT_115316	26	7	0
OS02G0281000	CHLREDRAFT_127872	18	51	1
OS02G0282900	CHLREDRAFT_119356	43	66	1
OS02G0284600	CHLREDRAFT_260	61	62	1
OS02G0285800	CHLREDRAFT_139610	58	57	0
OS02G0287000	CHLREDRAFT_168484	73	76	1
OS02G0290400	CHLREDRAFT_178371	43	53	1
OS02G0293500	CHLREDRAFT_196541	19	6	0
OS02G0294700	CHLREDRAFT_176806	15	20	0
OS02G0295700	CHLREDRAFT_176806	13	21	0
OS02G0296400	CHLREDRAFT_137355	58	52	1
OS02G0296400	CHLREDRAFT_14080	52	34	1
OS02G0296800	CHLREDRAFT_205966	35	18	1
OS02G0299600	CHLREDRAFT_180169	61	61	1
OS02G0300700	CHLREDRAFT_141865	72	72	1
OS02G0301000	CHLREDRAFT_134186	46	49	1
OS02G0301700	CHLREDRAFT_137355	64	55	1
OS02G0301700	CHLREDRAFT_14080	56	35	1
OS02G0307000	CHLREDRAFT_177392	15	38	1
OS02G0307200	CHLREDRAFT_136439	41	16	1
OS02G0307800	CHLREDRAFT_94055	22	30	1
OS02G0312700	CHLREDRAFT_169384	26	30	1
OS02G0317400	CHLREDRAFT_159905	59	58	1
OS02G0318100	CHLREDRAFT_129968	31	30	0
OS02G0318100	CHLREDRAFT_77667	29	29	0
OS02G0318450	CHLREDRAFT_181729	8	19	1
OS02G0318500	CHLREDRAFT_173168	26	14	1
OS02G0318500	CHLREDRAFT_193342	24	9	1
OS02G0319100	CHLREDRAFT_152680	29	23	1
OS02G0319300	CHLREDRAFT_102428	48	11	1
OS02G0319300	CHLREDRAFT_131073	45	10	1
OS02G0320300	CHLREDRAFT_185463	22	23	1
OS02G0321500	CHLREDRAFT_98851	34	46	1
OS02G0321900	CHLREDRAFT_195585	64	65	1
OS02G0323600	CHLREDRAFT_196411	36	36	1
OS02G0324300	CHLREDRAFT_93400	26	67	0
OS02G0324500	CHLREDRAFT_179706	41	24	1
OS02G0325401	CHLREDRAFT_8761	34	10	1
OS02G0326600	CHLREDRAFT_195583	30	20	0
OS02G0327100	CHLREDRAFT_195532	66	66	1
OS02G0328300	CHLREDRAFT_153076	36	32	1
OS02G0332200	CHLREDRAFT_107474	68	70	1
OS02G0435000	CHLREDRAFT_186547	20	22	1
OS02G0436400	CHLREDRAFT_205760	25	27	1
OS02G0437800	CHLREDRAFT_195471	40	37	1
OS02G0438200	CHLREDRAFT_143017	10	14	1
OS02G0439700	CHLREDRAFT_145636	21	19	1
OS02G0440000	CHLREDRAFT_146886	54	56	1
OS02G0450000	CHLREDRAFT_180901	17	22	1
OS02G0452500	CHLREDRAFT_195469	37	9	0
OS02G0454500	CHLREDRAFT_141971	16	11	1
OS02G0454500	CHLREDRAFT_146104	14	12	1
OS02G0454700	CHLREDRAFT_141971	15	10	1
OS02G0454700	CHLREDRAFT_146104	14	12	1
OS02G0456000	CHLREDRAFT_195655	32	16	1
OS02G0456500	CHLREDRAFT_118974	47	29	1
OS02G0457100	CHLREDRAFT_100021	66	73	0
OS02G0457100	CHLREDRAFT_112300	66	73	0
OS02G0457100	CHLREDRAFT_112529	52	70	0
OS02G0457100	CHLREDRAFT_112631	66	73	0
OS02G0457100	CHLREDRAFT_114955	66	73	0
OS02G0457100	CHLREDRAFT_123665	66	73	0
OS02G0457100	CHLREDRAFT_155704	65	73	0
OS02G0457100	CHLREDRAFT_156530	66	73	0
OS02G0457100	CHLREDRAFT_167003	66	73	0
OS02G0457100	CHLREDRAFT_167030	66	73	0
OS02G0457100	CHLREDRAFT_167094	66	73	0
OS02G0457100	CHLREDRAFT_167194	66	73	0
OS02G0457100	CHLREDRAFT_167230	66	73	0
OS02G0457100	CHLREDRAFT_169652	66	73	0
OS02G0457100	CHLREDRAFT_170323	66	73	0
