Gene stable ID	Cyanidioschyzon merolae gene stable ID	% identity	Cyanidioschyzon merolae % identity	Orthology confidence [0 low, 1 high]
OS01G0974000	CMV057C	17	32	1
OS01G0974800	CMR255C	27	18	1
OS01G0976450	CMN203C	14	16	1
OS01G0976450	CMN207C	22	15	1
OS01G0976800	CME102C	27	11	1
OS01G0977300	CMJ282C	27	13	1
OS01G0977300	CMQ253C	25	15	1
OS01G0977600	CMS402C	17	15	1
OS02G0101500	CMS425C	54	54	1
OS02G0102300	CMQ465C	23	18	1
OS02G0102400	CMK274C	19	20	1
OS02G0102900	CMV086C	42	48	1
OS02G0103700	CMC145C	54	52	0
OS02G0103800	CMR052C	52	56	1
OS02G0104700	CME141C	20	16	1
OS02G0105400	CMA145C	38	42	1
OS02G0105400	CMC188C	38	42	1
OS02G0105400	CMI306C	38	42	1
OS02G0105400	CMJ002C	30	43	1
OS02G0105400	CMK006C	38	42	1
OS02G0105900	CMH218C	61	63	1
OS02G0106700	CMR194C	18	27	1
OS02G0106800	CMH277C	25	22	1
OS02G0107900	CMH235C	39	10	1
OS02G0111700	CME175C	61	54	1
OS02G0112100	CMG018C	27	25	1
OS02G0112600	CMG018C	27	25	1
OS02G0113200	CMS319C	34	31	1
OS02G0113400	CML052C	6	8	1
OS02G0114700	CMJ120C	21	24	1
OS02G0115700	CMI050C	61	60	1
OS02G0115900	CMT579C	66	64	0
OS02G0116900	CMT583C	31	32	1
OS02G0117100	CMJ279C	29	25	1
OS02G0117400	CMH005C	30	23	0
OS02G0117700	CMS159C	51	48	1
OS02G0119800	CMF133C	30	21	1
OS02G0120100	CMS469C	28	19	1
OS02G0120900	CMR167C	48	43	1
OS02G0121000	CMS192C	48	36	1
OS02G0122100	CMT581C	25	14	1
OS02G0122200	CMN115C	22	15	1
OS02G0122500	CMP106C	25	28	1
OS02G0122800	CMO009C	24	22	1
OS02G0122900	CMR129C	22	8	1
OS02G0123100	CME119C	48	56	1
OS02G0123500	CMM296C	37	42	1
OS02G0123600	CMM125C	35	33	1
OS02G0125100	CMS078C	56	56	1
OS02G0125300	CMT426C	33	33	0
OS02G0125400	CMH039C	27	17	1
OS02G0126400	CMF051C	24	29	1
OS02G0126700	CMH215C	36	30	1
OS02G0126700	CMM109C	36	30	1
OS02G0126700	CMQ416C	36	18	1
OS02G0126800	CMI250C	26	25	1
OS02G0127700	CMM249C	45	46	1
OS02G0127700	CMT292C	49	46	1
OS02G0128600	CMQ074C	49	52	0
OS02G0129300	CMQ065C	8	3	1
OS02G0129600	CMJ087C	14	10	1
OS02G0129900	CMR088C	33	35	1
OS02G0130100	CMR368C	32	37	1
OS02G0132100	CMQ136C	14	12	1
OS02G0133300	CML027C	43	8	1
OS02G0133400	CML027C	17	3	1
OS02G0133800	CME128C	46	45	0
OS02G0134000	CMT176C	22	12	0
OS02G0134300	CMO247C	35	41	1
OS02G0135200	CMQ039C	38	19	1
OS02G0135300	CMT590C	26	17	1
OS02G0135800	CMJ112C	41	16	1
OS02G0137200	CMV164C	31	42	1
OS02G0137600	CMS053C	36	29	0
OS02G0137700	CMT281C	22	19	1
OS02G0138900	CMQ284C	25	11	0
OS02G0139600	CMJ218C	40	25	1
OS02G0141300	CMT573C	12	27	1
OS02G0142250	CMR461C	18	4	1
OS02G0146400	CMB002C	35	13	0
OS02G0146500	CMR461C	17	4	1
OS02G0146600	CMK028C	62	61	1
OS02G0146700	CMP340C	38	37	0
OS02G0147300	CMB002C	9	2	0
OS02G0148100	CMS295C	48	47	1
OS02G0148400	CMN110C	21	19	1
OS02G0151501	CMT321C	42	21	1
OS02G0151600	CMR121C	59	10	1
OS02G0152400	CMV014C	19	25	1
OS02G0157600	CMQ465C	24	18	1
OS02G0159400	CMI022C	5	2	1
OS02G0159900	CMO281C	48	39	1
OS02G0162500	CMH046C	75	75	1
OS02G0164800	CMN200C	33	8	1
OS02G0167000	CMC080C	26	26	1
OS02G0167100	CMF047C	29	28	0
OS02G0168100	CMI063C	36	22	0
OS02G0168700	CMS108C	23	18	1
OS02G0168800	CME132C	54	46	1
OS02G0169300	CMJ305C	66	56	1
OS02G0169700	CMF098C	38	30	1
OS02G0170100	CMF098C	46	39	1
OS02G0172600	CMP215C	31	21	0
OS02G0172800	CMN156C	20	9	1
OS02G0173700	CMM194C	43	25	1
OS02G0173800	CMT246C	27	18	1
OS02G0173900	CMR066C	41	24	0
OS02G0175000	CMK019C	23	15	1
OS02G0175400	CMS342C	61	61	1
OS02G0175600	CMD140C	65	62	1
OS02G0176700	CMQ379C	35	27	0
OS02G0176900	CMD040C	28	19	1
OS02G0177500	CMQ171C	41	39	0
OS02G0177900	CMF097C	39	19	1
OS02G0179100	CMD112C	29	36	0
OS02G0179200	CMH040C	20	23	1
OS02G0179300	CMK054C	24	20	1
OS02G0179500	CMM010C	24	18	0
OS02G0180100	CMO018C	31	29	1
OS02G0180200	CMO183C	27	30	1
OS02G0180500	CMQ210C	40	32	1
OS02G0181800	CMK008C	34	33	1
OS02G0181900	CMI251C	53	55	1
OS02G0182900	CMK309C	32	14	1
OS02G0183000	CMN156C	22	9	1
OS02G0183900	CMT280C	54	11	1
OS02G0184000	CMI226C	21	17	1
OS02G0184200	CMO102C	44	19	1
OS02G0187600	CMN128C	26	24	1
OS02G0187700	CMJ282C	29	16	1
OS02G0187700	CMQ253C	24	16	1
OS02G0187800	CMQ301C	40	40	1
OS02G0190600	CMK050C	35	34	1
OS02G0190800	CMD098C	28	29	0
OS02G0191700	CMO155C	39	27	1
OS02G0192400	CME142C	4	4	1
OS02G0192700	CMN109C	34	31	1
OS02G0193600	CMK144C	21	4	1
OS02G0194000	CML061C	25	10	1
OS02G0194000	CMM233C	25	10	1
OS02G0194100	CMQ191C	53	52	0
OS02G0195800	CMQ240C	30	32	1
OS02G0196000	CMQ444C	38	34	1
OS02G0196600	CMP215C	31	21	0
OS02G0196800	CMQ154C	44	44	1
OS02G0198600	CMR127C	29	33	1
OS02G0198900	CMR179C	31	28	1
OS02G0199900	CMK294C	69	69	1
OS02G0202200	CMB074C	26	13	1
OS02G0202400	CMM235C	25	24	1
OS02G0204400	CMO348C	45	47	1
OS02G0205000	CMV108C	16	41	1
OS02G0205300	CMC114C	72	77	0
OS02G0207900	CMS228C	10	9	1
OS02G0208100	CMI040C	47	43	1
OS02G0208600	CMC110C	13	17	1
OS02G0209900	CMI249C	23	22	1
OS02G0209900	CMK304C	24	19	1
OS02G0214900	CMJ129C	49	59	0
OS02G0215200	CMJ129C	50	59	0
OS02G0217500	CMO312C	33	28	1
OS02G0217600	CML332C	78	71	1
OS02G0217800	CMQ219C	22	25	1
OS02G0218200	CMS341C	41	39	1
OS02G0220400	CME102C	18	18	1
OS02G0220500	CMM003C	33	32	1
OS02G0220600	CMM003C	33	33	1
OS02G0221300	CMK028C	20	42	1
OS02G0221500	CMR392C	21	31	0
OS02G0222100	CMT313C	38	11	0
OS02G0224100	CMG203C	28	16	0
OS02G0224200	CMS430C	43	30	1
OS02G0225100	CMP118C	26	31	1
OS02G0226000	CMG125C	27	17	1
OS02G0226000	CMO253C	21	19	1
OS02G0226300	CMO303C	29	26	1
OS02G0226600	CMR153C	11	18	1
OS02G0227000	CMT202C	14	23	1
OS02G0227400	CMQ424C	36	39	0
OS02G0229000	CMA114C	49	53	1
OS02G0230100	CMM185C	33	31	0
OS02G0232400	CMA040C	38	38	1
OS02G0232400	CMJ293C	42	43	1
OS02G0232400	CMM068C	34	25	1
OS02G0234500	CMT520C	37	36	1
OS02G0235600	CML196C	61	61	1
OS02G0237100	CMR256C	31	31	1
OS02G0241600	CMP015C	13	8	1
OS02G0244100	CML176C	22	16	0
OS02G0244700	CME095C	38	39	1
OS02G0247200	CMB044C	49	49	0
OS02G0247200	CMB083C	49	49	0
OS02G0251700	CML124C	18	34	0
OS02G0254700	CMP329C	23	9	1
OS02G0255200	CMI202C	32	32	1
OS02G0258900	CMR288C	43	45	1
OS02G0259600	CMS047C	24	22	1
OS02G0260400	CMM140C	35	21	1
OS02G0266300	CMT172C	21	25	1
OS02G0266300	CMV015C	21	34	1
OS02G0267000	CMB139C	32	28	1
OS02G0272300	CME103C	22	9	1
OS02G0273000	CML265C	20	40	1
OS02G0274100	CMR380C	38	24	1
OS02G0276500	CML326C	28	23	1
OS02G0277600	CMM294C	34	33	1
OS02G0280500	CMP124C	29	6	0
OS02G0281000	CMG203C	11	17	0
OS02G0282900	CMI058C	62	55	0
OS02G0284600	CML305C	47	44	1
OS02G0285800	CMR109C	50	48	1
OS02G0287000	CMS189C	60	61	1
OS02G0290300	CMH231C	11	11	1
OS02G0290400	CMC063C	32	38	1
OS02G0290500	CMM224C	24	17	1
OS02G0293500	CMT045C	32	8	0
OS02G0294600	CMS241C	26	19	0
OS02G0296400	CMJ164C	55	54	1
OS02G0296800	CMH050C	33	23	1
OS02G0297132	CMC125C	40	20	1
OS02G0299600	CMR096C	57	56	1
OS02G0300700	CMQ117C	65	59	1
OS02G0301700	CMJ164C	59	55	1
OS02G0302200	CMC034C	31	29	1
OS02G0302200	CMT533C	27	14	1
OS02G0302700	CMC034C	34	32	1
OS02G0302700	CMT533C	28	16	1
OS02G0306401	CMC034C	26	28	1
OS02G0306401	CMT533C	25	16	1
OS02G0307200	CMB030C	26	7	1
OS02G0314300	CMQ284C	22	17	0
OS02G0318100	CMI072C	34	32	1
OS02G0318450	CMD134C	39	18	1
OS02G0320000	CMH078C	24	16	1
OS02G0321900	CMP179C	60	60	1
OS02G0323600	CMS319C	37	35	1
OS02G0324500	CMA122C	32	18	1
OS02G0325100	CMF078C	68	69	0
OS02G0326700	CMB094C	16	16	1
OS02G0328300	CMC076C	32	22	1
OS02G0332200	CMS270C	59	53	1
OS02G0436400	CMN258C	40	41	1
OS02G0437800	CMT090C	31	27	1
OS02G0440000	CMI221C	52	46	1
OS02G0456000	CMJ219C	20	13	1
OS02G0456500	CMC147C	43	23	1
OS02G0456500	CML259C	43	23	1
OS02G0465000	CMK054C	27	6	1
OS02G0465500	CMT315C	33	44	1
OS02G0465900	CMJ221C	26	25	0
OS02G0467700	CME091C	35	26	1
OS02G0473000	CMS352C	22	20	1
OS02G0474300	CMI252C	17	2	1
OS02G0478600	CMI202C	62	62	1
OS02G0478700	CMT197C	70	71	1
OS02G0478900	CMB002C	19	19	0
OS02G0480900	CMK070C	23	18	1
OS02G0481900	CMS302C	30	18	1
OS02G0482400	CMA052C	25	14	1
OS02G0489400	CMT159C	66	69	1
OS02G0494700	CMD139C	4	6	1
OS02G0496500	CMD139C	7	29	1
OS02G0497500	CMQ187C	23	13	1
OS02G0503400	CMC053C	55	52	0
OS02G0503500	CMS393C	46	45	1
OS02G0508000	CMM052C	26	18	1
OS02G0510100	CMP138C	46	46	1
OS02G0510200	CMV122C	14	2	1
OS02G0511100	CMK247C	24	24	1
OS02G0511400	CMK247C	19	21	1
OS02G0511900	CMQ098C	44	14	1
OS02G0511901	CMQ098C	20	6	1
OS02G0512300	CMT390C	30	13	1
OS02G0514500	CMI096C	22	6	1
OS02G0514500	CMR112C	27	10	1
OS02G0514700	CMJ055C	47	39	1
OS02G0519300	CMM192C	26	19	1
OS02G0519900	CMS428C	67	67	1
OS02G0523500	CMT115C	12	10	0
OS02G0524300	CMV108C	33	39	1
OS02G0524600	CMR460C	28	27	0
OS02G0525400	CMM289C	32	16	0
OS02G0525900	CMK098C	51	47	1
OS02G0527100	CMR259C	31	22	1
OS02G0528200	CMH144C	47	12	1
OS02G0529700	CMG118C	44	43	0
OS02G0533000	CMQ153C	37	38	1
OS02G0533200	CMS298C	16	13	1
OS02G0533900	CMN155C	45	41	1
OS02G0534800	CMH046C	74	75	1
OS02G0537500	CMT067C	21	11	1
OS02G0537900	CMO102C	49	52	1
OS02G0538000	CMO098C	55	55	1
OS02G0538400	CMH194C	12	3	1
OS02G0539900	CMA125C	23	9	0
OS02G0541700	CMG215C	46	48	1
OS02G0543300	CMI098C	30	24	0
OS02G0549600	CMJ285C	40	41	1
OS02G0550100	CMQ323C	65	66	1
OS02G0550700	CMQ035C	22	17	1
OS02G0552600	CML249C	32	34	1
OS02G0553200	CMM158C	28	24	1
OS02G0553802	CMN311C	3	7	1
OS02G0554000	CML152C	12	16	0
OS02G0554000	CMN313C	17	8	0
OS02G0554100	CMH019C	30	29	1
OS02G0554300	CMB156C	29	27	1
OS02G0554900	CMC180C	23	24	0
OS02G0555000	CMI201C	35	29	0
OS02G0555700	CMJ043C	17	12	0
OS02G0556000	CMR358C	17	16	1
OS02G0556400	CMO333C	29	23	1
OS02G0556900	CMJ244C	30	18	1
OS02G0557600	CMQ095C	28	27	0
OS02G0557700	CMP110C	24	14	0
OS02G0558100	CMQ133C	19	22	0
OS02G0560450	CMN287C	31	37	1
OS02G0562100	CMN053C	28	19	1
OS02G0564000	CMF123C	38	40	1
OS02G0564400	CMT045C	32	29	0
OS02G0564500	CMT399C	26	20	1
OS02G0572400	CMP119C	47	47	0
OS02G0573200	CMM076C	32	19	1
OS02G0573200	CMQ453C	28	19	1
OS02G0575200	CMQ096C	31	33	1
OS02G0575500	CMP122C	33	32	1
OS02G0577501	CMT470C	7	3	1
OS02G0578800	CMN079C	32	29	1
OS02G0580500	CMJ078C	59	58	1
OS02G0581300	CMM258C	25	23	1
OS02G0581400	CMV115C	0	0	1
OS02G0581500	CMV115C	1	0	1
OS02G0586400	CMS346C	57	54	0
OS02G0591700	CMQ078C	43	41	1
OS02G0591800	CMS390C	35	38	1
OS02G0591900	CMP090C	13	15	1
OS02G0592300	CMI169C	13	18	0
OS02G0593100	CMI002C	35	26	1
OS02G0593100	CMS002C	36	27	1
OS02G0593100	CMT003C	36	27	1
OS02G0593500	CMS220C	30	28	1
OS02G0593500	CMT476C	22	27	1
OS02G0593900	CMF079C	30	29	1
OS02G0594100	CMS469C	31	13	1
OS02G0595500	CMT412C	45	41	1
OS02G0595700	CMV191C	66	75	1
OS02G0596100	CMS459C	17	14	1
OS02G0596900	CMS412C	31	31	0
OS02G0597900	CMK172C	2	0	1
OS02G0600100	CMG170C	36	25	0
OS02G0600200	CMJ126C	19	22	1
OS02G0600400	CMI224C	38	34	1
OS02G0600400	CMI225C	11	54	1
OS02G0601100	CMC136C	19	7	0
OS02G0602100	CMN139C	17	37	0
OS02G0602100	CMQ195C	21	27	0
OS02G0602800	CMI302C	28	26	1
OS02G0603000	CMT328C	27	26	1
OS02G0603800	CML284C	27	40	1
OS02G0606100	CMT586C	13	2	1
OS02G0607700	CMR042C	32	33	0
OS02G0608400	CMN072C	29	24	1
OS02G0608550	CMV018C	1	1	1
OS02G0608600	CMV018C	26	52	1
OS02G0610400	CMR137C	21	19	1
OS02G0610800	CMH188C	33	31	1
OS02G0611200	CMO012C	29	26	1
OS02G0611450	CMR260C	37	21	1
OS02G0611500	CMS073C	16	17	1
OS02G0612000	CMT423C	28	23	1
OS02G0612300	CMQ282C	29	50	1
OS02G0613200	CMR435C	24	6	1
OS02G0614100	CMO055C	25	27	1
OS02G0617600	CMS430C	23	7	1
OS02G0617700	CMQ324C	8	3	1
OS02G0618100	CMF017C	39	44	1
OS02G0620500	CMK126C	24	32	1
OS02G0620500	CMT526C	38	33	1
OS02G0620600	CMK126C	25	33	1
OS02G0620600	CMT526C	38	33	1
OS02G0621700	CMT209C	52	48	1
OS02G0622300	CMH065C	40	38	1
OS02G0623500	CMO044C	48	46	1
OS02G0625000	CMM076C	29	15	1
OS02G0625000	CMQ453C	27	17	1
OS02G0625500	CMK016C	48	45	1
OS02G0628200	CMH238C	29	29	1
OS02G0628200	CMK065C	27	27	1
OS02G0628200	CMS488C	29	27	1
OS02G0633700	CME177C	25	20	0
OS02G0633900	CME177C	26	21	0
OS02G0634500	CMQ045C	43	49	0
OS02G0634600	CMP274C	28	30	1
OS02G0634800	CME199C	52	54	1
OS02G0634900	CML273C	66	66	1
OS02G0636300	CMG001C	9	33	1
OS02G0636300	CMO267C	27	26	1
OS02G0637700	CMS125C	43	43	1
OS02G0638900	CMA125C	26	13	0
OS02G0639600	CMP318C	31	25	1
OS02G0639800	CME171C	22	22	1
OS02G0639900	CMV012C	30	51	1
OS02G0641000	CMD012C	10	10	1
OS02G0641800	CML140C	56	61	1
OS02G0643500	CMJ182C	17	14	1
OS02G0643500	CMQ266C	21	22	1
OS02G0644100	CMR299C	38	36	1
OS02G0646500	CMO345C	36	33	1
OS02G0647900	CMO345C	35	32	1
OS02G0649800	CMP154C	39	32	0
OS02G0650900	CMM119C	40	37	0
OS02G0652000	CMH039C	34	18	1
OS02G0652300	CML334C	22	19	1
OS02G0652600	CMV108C	13	35	1
OS02G0653800	CMF181C	62	60	0
OS02G0654000	CMT074C	40	34	0
OS02G0654100	CMT074C	41	36	0
OS02G0654500	CMQ026C	33	32	1
OS02G0655300	CMO094C	44	44	1
OS02G0655600	CMT035C	1	0	0
OS02G0655700	CME062C	29	28	1
OS02G0656300	CML190C	29	31	0
OS02G0656500	CML030C	46	45	0
OS02G0657600	CMV160C	43	43	1
OS02G0661100	CMQ148C	17	16	1
OS02G0661400	CMN156C	21	8	1
OS02G0661800	CMQ127C	27	24	1
OS02G0663800	CMN147C	40	36	1
OS02G0664100	CMQ459C	20	5	1
OS02G0664200	CMQ459C	56	7	1
OS02G0668100	CMK058C	31	27	1
OS02G0670000	CMS448C	22	26	1
OS02G0670900	CMG103C	24	19	1
OS02G0672500	CMO311C	26	14	1
OS02G0672600	CMH026C	15	17	0
OS02G0672800	CMR183C	26	14	1
OS02G0673600	CMQ020C	37	37	1
OS02G0674700	CMM012C	18	19	1
OS02G0676000	CMI139C	25	21	1
OS02G0677800	CME054C	34	25	0
OS02G0677800	CMN168C	34	25	0
OS02G0678300	CMP087C	23	21	0
OS02G0678400	CML005C	52	39	0
OS02G0678400	CMN004C	52	39	0
OS02G0678400	CMQ005C	51	53	0
OS02G0678400	CMQ006C	3	2	0
OS02G0680600	CMT435C	40	30	1
OS02G0680700	CMK043C	32	18	1
OS02G0681000	CMR181C	15	16	1
OS02G0682500	CMR460C	33	28	0
OS02G0682600	CMB148C	36	36	1
OS02G0685200	CMS371C	18	15	1
OS02G0685600	CMH032C	21	11	1
OS02G0686400	CMJ218C	42	41	1
OS02G0686600	CMS088C	46	37	1
OS02G0688500	CMQ309C	25	22	0
OS02G0689800	CMT353C	4	3	0
OS02G0690500	CMH032C	21	16	1
OS02G0694900	CMT269C	19	12	1
OS02G0698000	CMF117C	54	49	1
OS02G0699300	CMQ074C	53	36	0
OS02G0699400	CMT625C	20	11	1
OS02G0699600	CMS284C	67	67	1
OS02G0700100	CMA138C	42	38	1
OS02G0700400	CMI072C	38	34	1
OS02G0700500	CMR055C	27	30	1
OS02G0700600	CMM138C	17	5	0
OS02G0701600	CMT560C	33	25	1
OS02G0701900	CMS264C	30	23	0
OS02G0702500	CMH056C	24	33	1
OS02G0702600	CME103C	22	9	1
OS02G0704800	CML214C	50	49	1
OS02G0704900	CMR255C	26	17	1
OS02G0704966	CMP045C	12	23	0
OS02G0707000	CMT414C	35	22	1
OS02G0707100	CMT414C	41	40	1
OS02G0708100	CMV036C	30	39	1
OS02G0708300	CMQ353C	42	27	0
OS02G0709200	CMT439C	44	39	1
OS02G0709800	CMK029C	25	24	1
OS02G0710800	CMC111C	32	15	1
OS02G0710900	CMF082C	20	19	1
OS02G0713400	CMI298C	62	49	1
OS02G0714100	CMJ162C	17	18	1
OS02G0714200	CMH052C	33	34	1
OS02G0715200	CMS329C	22	26	0
OS02G0716500	CMK291C	37	29	0
OS02G0717100	CMC103C	25	23	1
OS02G0717500	CMM173C	45	42	1
OS02G0717700	CMN031C	38	27	0
OS02G0717700	CMS020C	38	39	0
OS02G0718900	CMN084C	38	44	0
OS02G0720700	CML267C	22	24	1
OS02G0721600	CMI014C	28	14	1
OS02G0722001	CMJ139C	36	31	0
OS02G0722300	CMQ473C	38	38	1
OS02G0722700	CMA075C	38	17	1
OS02G0723300	CMT583C	15	26	1
OS02G0723600	CMK059C	24	19	0
OS02G0723700	CMT559C	25	17	1
OS02G0724500	CMH238C	20	24	1
OS02G0724500	CMK065C	19	22	1
OS02G0724500	CMS488C	23	25	1
OS02G0724600	CMT214C	31	31	1
OS02G0725200	CMN203C	17	27	1
OS02G0725200	CMN207C	25	22	1
OS02G0725600	CMN069C	18	11	0
OS02G0726600	CMS050C	34	14	1
OS02G0728100	CMN039C	31	29	1
OS02G0728300	CMM258C	20	23	1
OS02G0728600	CMN132C	39	36	1
OS02G0730500	CMJ137C	21	23	1
OS02G0731900	CMD118C	43	39	1
OS02G0735100	CMH236C	22	29	1
OS02G0735200	CMI233C	58	56	1
OS02G0735900	CMM012C	25	11	1
OS02G0739000	CMO352C	28	27	1
OS02G0739600	CMT256C	51	48	1
OS02G0739700	CMT433C	32	20	1
OS02G0740300	CML131C	28	26	1
OS02G0741900	CMN146C	28	24	1
OS02G0742200	CMH183C	48	41	1
OS02G0742500	CMM292C	40	5	1
OS02G0743800	CMB116C	12	30	0
OS02G0744100	CMQ134C	20	25	1
OS02G0744900	CMJ154C	60	61	1
OS02G0745000	CMP225C	36	20	1
OS02G0745000	CMR284C	33	11	1
OS02G0749300	CMT093C	29	20	1
OS02G0750500	CMC092C	22	29	1
OS02G0752000	CMH189C	16	18	1
OS02G0752000	CMT608C	21	23	1
OS02G0754000	CMB027C	19	9	1
OS02G0754700	CMJ047C	23	20	1
OS02G0758100	CMP041C	23	19	1
OS02G0761400	CMQ222C	42	5	1
OS02G0767500	CMP084C	24	19	0
OS02G0767500	CMT361C	34	32	0
OS02G0768200	CMC072C	29	26	1
OS02G0768600	CMR255C	40	35	1
OS02G0768750	CMS275C	4	3	0
OS02G0770000	CMH154C	44	39	1
OS02G0770700	CMD159C	15	7	1
OS02G0770800	CMG019C	43	40	1
OS02G0771100	CMK039C	30	24	1
OS02G0771400	CMS432C	38	46	1
OS02G0774300	CML205C	64	63	1
OS02G0775100	CMC075C	33	16	1
OS02G0775200	CMO145C	43	43	1
OS02G0778200	CME047C	48	47	1
OS02G0778400	CMJ199C	30	21	0
OS02G0781400	CMS188C	36	34	1
OS02G0781800	CMI022C	37	12	1
OS02G0782200	CMJ013C	23	23	1
OS02G0782300	CMI136C	5	1	1
OS02G0784700	CMI156C	88	39	1
OS02G0785800	CML304C	52	51	1
OS02G0786000	CML127C	19	14	1
OS02G0787100	CMT035C	2	2	0
OS02G0787300	CMT269C	24	14	1
OS02G0788133	CML296C	23	7	1
OS02G0788300	CMH159C	36	29	1
OS02G0788400	CMH159C	40	32	1
OS02G0791400	CMR404C	42	46	1
OS02G0793300	CMH072C	10	30	1
OS02G0793300	CMT086C	9	31	1
OS02G0793700	CMN188C	45	28	0
OS02G0794400	CMV021C	26	33	1
OS02G0794600	CMS431C	49	50	1
OS02G0794700	CMI185C	52	50	1
OS02G0794900	CMF060C	13	12	0
OS02G0795000	CMS486C	12	28	0
OS02G0795900	CML137C	25	22	1
OS02G0796300	CMO135C	42	39	0
OS02G0796600	CMD098C	35	25	0
OS02G0796900	CMQ118C	68	67	1
OS02G0797200	CMQ118C	69	69	1
OS02G0797400	CMF173C	44	42	1
OS02G0797700	CMQ473C	38	39	1
OS02G0800000	CML113C	38	38	0
OS02G0802400	CMJ269C	34	31	1
OS02G0802500	CMO102C	23	23	1
OS02G0802700	CMI271C	32	19	1
OS02G0803600	CMC018C	23	19	1
OS02G0803600	CMH176C	22	20	1
OS02G0803700	CMP294C	66	57	1
OS02G0804100	CMT030C	71	71	1
OS02G0804300	CMT343C	44	41	1
OS02G0804500	CMR298C	38	40	1
OS02G0804600	CMM289C	30	28	0
OS02G0804900	CMM323C	66	66	1
OS02G0805000	CMF083C	36	17	0
OS02G0805200	CMS101C	52	52	0
OS02G0805500	CMR198C	26	33	1
OS02G0805600	CMS229C	37	29	0
OS02G0806500	CMQ132C	8	21	1
OS02G0806600	CMJ133C	10	17	1
OS02G0806900	CMN014C	39	29	1
OS02G0807100	CMM317C	16	3	1
OS02G0810450	CMS447C	26	27	0
OS02G0812400	CMR397C	21	21	1
OS02G0813500	CMC043C	45	40	1
OS02G0814000	CML296C	37	18	1
OS02G0814700	CMS262C	65	71	1
OS02G0814800	CMK074C	32	30	1
OS02G0814900	CMF018C	19	18	1
OS02G0815000	CME175C	42	56	1
OS02G0815500	CMS125C	62	62	1
OS02G0815600	CMT628C	33	35	1
OS02G0815800	CML180C	25	23	1
OS02G0816600	CMG161C	29	11	0
OS02G0816800	CMC091C	21	24	1
OS02G0819100	CMS290C	24	17	0
OS02G0819700	CMT595C	20	18	1
OS02G0821800	CMN074C	68	47	1
OS02G0822200	CMO018C	32	31	1
OS02G0823200	CMG099C	22	11	1
OS02G0823400	CMT369C	20	16	1
OS02G0824100	CMD096C	21	20	1
OS02G0824700	CMQ237C	44	45	1
OS02G0827300	CMT357C	12	27	0
OS02G0829200	CMF052C	25	15	1
OS02G0829500	CMQ399C	42	35	1
OS02G0833050	CMN115C	4	4	1
OS02G0833300	CMK136C	21	23	1
OS02G0833400	CMQ124C	30	25	1
OS02G0834700	CML183C	42	39	1
OS03G0100040	CMM249C	48	49	1
OS03G0100040	CMT292C	48	43	1
OS03G0100200	CMM157C	16	22	1
OS03G0100400	CMH034C	27	26	1
OS03G0101500	CMK174C	22	20	1
OS03G0101900	CMK243C	25	29	1
OS03G0102100	CMT058C	18	20	1
OS03G0102200	CMG169C	44	40	1
OS03G0102300	CMF162C	5	1	1
OS03G0102333	CMF162C	27	4	1
OS03G0102366	CMF162C	28	5	1
OS03G0106400	CMO144C	38	33	1
OS03G0108200	CMM215C	16	7	1
OS03G0108500	CMS296C	31	35	1
OS03G0108600	CMQ338C	9	25	1
OS03G0109500	CMT402C	60	65	1
OS03G0109600	CML310C	10	10	1
OS03G0112800	CMN130C	28	10	1
OS03G0113700	CML205C	64	63	1
OS03G0114000	CMT097C	29	16	0
OS03G0114800	CMO210C	39	38	0
OS03G0114900	CMO311C	28	13	1
OS03G0115200	CMF059C	45	50	1
OS03G0115400	CMA125C	24	16	0
OS03G0115500	CMQ464C	30	29	1
OS03G0116000	CMC118C	22	21	0
OS03G0116500	CMC138C	22	17	1
OS03G0117200	CMS352C	30	25	1
OS03G0117800	CMR459C	31	35	0
OS03G0118700	CMP087C	17	17	0
OS03G0118800	CMM189C	43	33	1
OS03G0120100	CMT246C	26	17	1
OS03G0121700	CMT271C	38	36	1
OS03G0122200	CMV102C	38	62	1
OS03G0123100	CMK193C	54	50	0
OS03G0123300	CMQ242C	46	25	1
OS03G0123800	CMT274C	9	4	1
OS03G0124000	CMR153C	11	20	1
OS03G0125000	CMV176C	30	47	1
OS03G0125800	CMC089C	25	16	1
OS03G0125800	CMI026C	20	13	1
OS03G0126000	CMC098C	41	34	1
OS03G0128500	CMB052C	32	33	0
OS03G0129200	CMA140C	29	12	0
OS03G0129300	CMJ042C	52	57	1
OS03G0129900	CMC099C	22	37	1
OS03G0130400	CMN150C	31	28	1
OS03G0130400	CMT384C	25	10	1
OS03G0130800	CMB028C	10	8	1
OS03G0130800	CMB029C	10	7	1
OS03G0131200	CMI050C	62	62	1
OS03G0131300	CMD018C	33	31	1
OS03G0131500	CMO209C	26	21	1
OS03G0131900	CMT161C	17	29	1
OS03G0132300	CMT630C	15	20	1
OS03G0133900	CMA007C	42	37	1
OS03G0134300	CMK245C	38	36	1
OS03G0136200	CMP275C	33	29	1
OS03G0136600	CML201C	19	34	1
OS03G0136900	CMT561C	21	24	0
OS03G0137500	CMO111C	20	18	1
OS03G0137600	CMT137C	24	24	1
OS03G0139100	CMS262C	67	71	1
OS03G0141000	CMR150C	61	30	1
OS03G0143300	CMK210C	2	0	1
OS03G0143400	CMQ270C	61	60	0
OS03G0143600	CMQ358C	29	29	0
