Gene stable ID	Leersia perrieri gene stable ID	% identity	Leersia perrieri % identity	Orthology confidence [0 low, 1 high]
OS03G0337600	LPERR03G14500	93	93	1
OS03G0337700	LPERR03G26570	97	80	1
OS03G0337800	LPERR03G14620	98	99	1
OS03G0337900	LPERR04G06980	95	97	1
OS03G0338000	LPERR03G14610	77	89	1
OS03G0338400	LPERR03G14600	88	61	1
OS03G0338600	LPERR03G14570	86	86	1
OS03G0339100	LPERR03G14560	94	82	1
OS03G0339700	LPERR03G14520	89	89	1
OS03G0339900	LPERR03G14510	90	91	1
OS03G0340001	LPERR03G14500	74	37	1
OS03G0340500	LPERR03G14640	99	97	1
OS03G0340700	LPERR03G14650	73	90	1
OS03G0341000	LPERR03G14670	48	48	1
OS03G0341100	LPERR03G14690	97	97	1
OS03G0341100	LPERR04G06140	37	54	1
OS03G0341200	LPERR03G14700	77	10	1
OS03G0341300	LPERR03G14710	72	47	1
OS03G0341600	LPERR03G14720	60	69	1
OS03G0342100	LPERR03G14730	81	81	1
OS03G0342900	LPERR03G14760	86	86	1
OS03G0343300	LPERR03G14770	89	85	1
OS03G0343400	LPERR03G14790	80	73	1
OS03G0343500	LPERR03G14800	95	97	1
OS03G0343700	LPERR03G14810	87	88	1
OS03G0343800	LPERR03G14820	85	87	1
OS03G0343900	LPERR03G14830	63	77	1
OS03G0344100	LPERR03G14840	76	52	1
OS03G0344300	LPERR03G14860	71	71	1
OS03G0344700	LPERR03G14880	93	65	1
OS03G0344900	LPERR03G14890	84	82	1
OS03G0345100	LPERR03G14910	86	86	1
OS03G0345200	LPERR03G14920	100	100	1
OS03G0345200	LPERR05G11120	99	99	1
OS03G0345300	LPERR03G14930	75	76	1
OS03G0345700	LPERR03G14940	65	43	1
OS03G0346200	LPERR03G14950	75	68	1
OS03G0346700	LPERR03G14970	80	83	1
OS03G0346800	LPERR03G14980	57	94	1
OS03G0346900	LPERR03G14990	77	48	1
OS03G0347200	LPERR03G15000	88	94	1
OS03G0347300	LPERR03G15010	74	44	1
OS03G0347500	LPERR03G15020	74	74	1
OS03G0347800	LPERR03G15040	54	47	1
OS03G0348200	LPERR03G15050	61	81	1
OS03G0348500	LPERR03G15170	41	17	1
OS03G0348800	LPERR03G15060	69	31	1
OS03G0348900	LPERR03G15070	94	94	1
OS03G0349000	LPERR03G15080	95	95	1
OS03G0349600	LPERR04G16990	25	10	1
OS03G0350100	LPERR03G15100	90	46	1
OS03G0350300	LPERR03G15100	89	45	1
OS03G0351100	LPERR03G15140	40	48	1
OS03G0351200	LPERR03G15150	90	90	1
OS03G0351300	LPERR03G15160	61	71	1
OS03G0351400	LPERR03G15170	96	71	1
OS03G0351500	LPERR03G15180	97	97	1
OS03G0351800	LPERR03G15200	89	97	1
OS03G0352300	LPERR03G15230	90	91	1
OS03G0352400	LPERR03G15240	90	91	1
OS03G0352700	LPERR03G15310	12	47	1
OS03G0352700	LPERR03G15320	25	34	1
OS03G0352800	LPERR03G15330	94	94	1
OS03G0353400	LPERR03G15340	81	83	1
OS03G0353500	LPERR03G15350	88	88	1
OS03G0353500	LPERR03G33180	87	86	1
OS03G0353600	LPERR03G15360	94	21	1
OS03G0353701	LPERR03G15360	89	6	1
OS03G0355200	LPERR03G15380	78	95	1
OS03G0355400	LPERR03G15380	78	95	1
OS03G0355500	LPERR01G09430	37	43	1
OS03G0355600	LPERR03G15400	94	97	1
OS03G0355700	LPERR03G15410	85	75	1
OS03G0355800	LPERR03G15420	97	96	1
OS03G0356300	LPERR03G15450	96	96	1
OS03G0356400	LPERR03G15460	77	75	1
OS03G0356414	LPERR03G15470	98	89	1
OS03G0356470	LPERR03G15480	42	62	1
OS03G0356484	LPERR03G15490	97	97	1
OS03G0356498	LPERR03G15500	79	27	1
OS03G0356526	LPERR03G15510	68	66	1
OS03G0356540	LPERR03G15520	84	18	1
OS03G0356596	LPERR03G15530	83	44	1
OS03G0356638	LPERR03G15540	96	92	1
OS03G0356652	LPERR03G15550	86	88	1
OS03G0356700	LPERR03G15580	89	90	1
OS03G0356900	LPERR03G15600	68	70	1
OS03G0356900	LPERR03G15650	62	57	1
OS03G0358000	LPERR03G15610	83	86	1
OS03G0358100	LPERR03G15620	93	93	1
OS03G0358200	LPERR03G15630	89	85	1
OS03G0358800	LPERR03G15640	75	73	1
OS03G0358900	LPERR03G15600	67	70	1
OS03G0358900	LPERR03G15650	63	59	1
OS03G0359000	LPERR03G15660	88	68	1
OS03G0359100	LPERR03G15670	51	10	0
OS03G0359600	LPERR03G15730	91	90	1
OS03G0359700	LPERR03G15720	96	96	1
OS03G0360300	LPERR03G15700	67	68	1
OS03G0360500	LPERR03G15740	98	99	1
OS03G0360600	LPERR03G15750	65	91	1
OS03G0360700	LPERR03G15760	92	93	1
OS03G0360800	LPERR03G15770	66	64	1
OS03G0361100	LPERR03G15780	72	64	0
OS03G0361100	LPERR03G15830	68	54	0
OS03G0361600	LPERR03G15790	67	57	1
OS03G0362200	LPERR03G15810	77	80	1
OS03G0362500	LPERR03G15790	72	73	1
OS03G0363100	LPERR03G15810	66	69	1
OS03G0363400	LPERR03G15820	65	66	1
OS03G0363600	LPERR03G15840	81	42	1
OS03G0363800	LPERR03G15870	60	55	0
OS03G0363900	LPERR03G15880	92	92	1
OS03G0363950	LPERR03G15890	90	91	1
OS03G0364000	LPERR03G15900	92	92	1
OS03G0364400	LPERR03G15910	88	87	1
OS03G0364500	LPERR03G15920	93	36	1
OS03G0365000	LPERR03G15370	70	61	1
OS03G0365000	LPERR03G15940	59	58	1
OS03G0365800	LPERR03G15960	79	49	1
OS03G0366000	LPERR03G15970	76	87	1
OS03G0366200	LPERR03G15990	97	47	1
OS03G0366700	LPERR03G16000	93	93	1
OS03G0366800	LPERR03G16010	58	58	0
OS03G0366900	LPERR03G16020	81	63	1
OS03G0367000	LPERR03G16030	83	88	1
OS03G0367800	LPERR03G16070	95	95	1
OS03G0367900	LPERR03G16080	72	93	1
OS03G0369100	LPERR01G15930	82	83	1
OS03G0369700	LPERR03G16130	82	81	1
OS03G0369800	LPERR03G16140	89	81	1
OS03G0370000	LPERR03G16210	92	93	1
OS03G0370200	LPERR03G16220	47	49	1
OS03G0370250	LPERR03G16230	9	57	0
OS03G0370400	LPERR03G16240	87	87	1
OS03G0370500	LPERR03G16250	86	84	1
OS03G0370600	LPERR03G16260	70	79	1
OS03G0370800	LPERR03G16270	62	66	1
OS03G0370900	LPERR03G16280	78	80	1
OS03G0371300	LPERR03G16300	83	24	1
OS03G0371400	LPERR06G05420	48	13	0
OS03G0371600	LPERR03G16340	54	64	1
OS03G0371800	LPERR03G16350	68	75	1
OS03G0372500	LPERR03G16360	90	91	1
OS03G0372600	LPERR03G16370	67	66	1
OS03G0372700	LPERR03G16390	87	89	1
OS03G0372900	LPERR03G16430	54	52	1
OS03G0373100	LPERR01G03350	44	45	1
OS03G0373100	LPERR01G03390	40	43	1
OS03G0373300	LPERR01G03360	36	23	1
OS03G0373300	LPERR01G03380	32	20	1
OS03G0374100	LPERR03G16450	92	94	1
OS03G0374400	LPERR03G16460	93	93	1
OS03G0374575	LPERR03G16480	72	74	0
OS03G0374600	LPERR03G16490	56	56	1
OS03G0374900	LPERR03G16520	73	46	1
OS03G0375200	LPERR03G19100	75	74	1
OS03G0375300	LPERR03G16520	46	49	1
OS03G0375900	LPERR03G16530	81	34	1
OS03G0375966	LPERR03G16530	77	48	1
OS03G0376000	LPERR03G16540	80	76	1
OS03G0376100	LPERR03G16550	96	54	1
OS03G0376600	LPERR03G16560	89	87	1
OS03G0376800	LPERR03G16570	92	78	1
OS03G0376900	LPERR03G16580	89	89	1
OS03G0377100	LPERR03G16590	77	80	1
OS03G0377300	LPERR03G16600	79	26	1
OS03G0377700	LPERR03G16610	89	89	1
OS03G0378000	LPERR03G16620	87	88	1
OS03G0378200	LPERR03G16630	78	87	1
OS03G0378832	LPERR03G16650	78	80	1
OS03G0379100	LPERR03G16660	95	95	1
OS03G0379300	LPERR03G16670	78	76	1
OS03G0379400	LPERR03G16680	83	83	1
OS03G0379500	LPERR03G16690	87	46	1
OS03G0380700	LPERR03G16720	34	12	1
OS03G0381000	LPERR03G16740	79	78	1
OS03G0381100	LPERR03G16750	71	72	1
OS03G0381200	LPERR03G16760	96	96	1
OS03G0381300	LPERR03G16770	94	94	1
OS03G0381500	LPERR03G16790	76	84	1
OS03G0382100	LPERR03G16800	86	88	1
OS03G0383600	LPERR03G16810	79	81	1
OS03G0383800	LPERR03G16820	85	70	1
OS03G0383900	LPERR03G16830	82	81	1
OS03G0385100	LPERR03G16880	51	41	1
OS03G0385400	LPERR03G16880	62	64	1
OS03G0385900	LPERR10G14950	58	76	1
OS03G0386500	LPERR03G16920	81	67	1
OS03G0386700	LPERR03G16930	87	45	1
OS03G0387000	LPERR03G16980	91	35	1
OS03G0387100	LPERR03G17000	100	100	1
OS03G0387300	LPERR03G17010	43	59	1
OS03G0387800	LPERR03G17020	81	94	1
OS03G0387900	LPERR03G17030	83	83	1
OS03G0388000	LPERR03G17040	61	57	1
OS03G0388100	LPERR03G17050	59	51	1
OS03G0388366	LPERR07G09600	61	21	1
OS03G0388500	LPERR03G17060	85	24	1
OS03G0388600	LPERR03G17070	59	60	1
OS03G0388800	LPERR03G17080	84	80	1
OS03G0388900	LPERR03G17090	70	82	1
OS03G0389000	LPERR03G17100	27	32	1
OS03G0389100	LPERR03G17100	55	46	1
OS03G0389700	LPERR03G17110	98	80	1
OS03G0389900	LPERR03G17120	89	89	1
OS03G0390000	LPERR03G17130	98	95	1
OS03G0390200	LPERR03G17150	96	70	1
OS03G0390400	LPERR11G06740	53	49	1
OS03G0390600	LPERR03G17160	100	45	0
OS03G0390700	LPERR03G17170	90	90	1
OS03G0390900	LPERR04G15490	79	42	1
OS03G0391100	LPERR03G17260	51	52	1
OS03G0391400	LPERR03G17250	81	43	1
OS03G0391700	LPERR03G17240	85	80	1
OS03G0392000	LPERR03G17230	74	52	1
OS03G0392050	LPERR03G17220	97	43	1
OS03G0392300	LPERR03G17210	95	80	1
OS03G0392400	LPERR03G17200	82	85	1
OS03G0392600	LPERR03G17190	80	28	1
OS03G0393300	LPERR03G17280	44	22	0
OS03G0393700	LPERR03G17300	90	91	1
OS03G0393900	LPERR03G17310	79	87	1
OS03G0394900	LPERR02G12280	38	38	1
OS03G0394900	LPERR03G17350	91	89	1
OS03G0395000	LPERR03G17360	69	69	1
OS03G0395100	LPERR03G17370	91	88	1
OS03G0395200	LPERR03G17380	77	72	1
OS03G0395300	LPERR03G17390	81	82	1
OS03G0395600	LPERR03G17420	90	30	1
OS03G0395900	LPERR03G17450	84	75	1
OS03G0396000	LPERR03G17460	74	74	1
OS03G0396500	LPERR03G17480	35	38	1
OS03G0397300	LPERR03G17490	88	93	1
OS03G0397400	LPERR03G17500	84	88	1
OS03G0397500	LPERR03G17600	94	94	1
OS03G0397600	LPERR03G17610	88	88	1
OS03G0397700	LPERR03G17620	71	51	1
OS03G0398250	LPERR03G17660	60	62	1
OS03G0398600	LPERR07G19370	50	56	0
OS03G0399000	LPERR03G17670	78	77	1
OS03G0399400	LPERR03G17680	71	72	1
OS03G0399532	LPERR03G17690	89	43	1
OS03G0399800	LPERR03G17710	59	60	1
OS03G0399950	LPERR03G17720	40	54	1
OS03G0400200	LPERR03G17730	67	72	1
OS03G0400700	LPERR03G17740	62	60	1
OS03G0400800	LPERR08G10350	81	68	1
OS03G0401100	LPERR03G17750	69	51	1
OS03G0401200	LPERR03G17760	76	78	1
OS03G0401300	LPERR03G17780	91	98	1
OS03G0402000	LPERR07G10370	98	66	1
OS03G0402000	LPERR07G20890	96	96	1
OS03G0402400	LPERR07G19290	70	39	1
OS03G0402800	LPERR03G17860	83	84	1
OS03G0403100	LPERR01G13780	85	85	1
OS03G0405000	LPERR03G17900	90	55	1
OS03G0405900	LPERR03G17910	82	45	1
OS03G0405900	LPERR03G17920	65	71	1
OS03G0406200	LPERR03G17940	88	87	1
OS03G0406900	LPERR03G17960	81	89	1
OS03G0407000	LPERR03G17970	85	38	1
OS03G0407900	LPERR03G18000	78	88	1
OS03G0408500	LPERR03G18010	84	82	1
OS03G0409100	LPERR03G18030	61	43	1
OS03G0409400	LPERR03G18040	74	84	1
OS03G0410300	LPERR03G18070	76	78	1
OS03G0410700	LPERR03G18080	78	76	1
OS03G0410900	LPERR03G18090	96	96	1
OS03G0411000	LPERR03G18100	77	77	1
OS03G0411100	LPERR03G18110	85	88	1
OS03G0411300	LPERR03G18120	94	95	1
OS03G0411300	LPERR03G18130	56	51	1
OS03G0411500	LPERR03G18150	93	93	1
OS03G0411800	LPERR03G18180	86	86	1
OS03G0412200	LPERR03G18220	89	88	1
OS03G0412400	LPERR03G18260	52	55	1
OS03G0412800	LPERR03G18280	81	81	1
OS03G0412900	LPERR03G18300	70	74	1
OS03G0413100	LPERR03G18310	95	95	1
OS03G0413400	LPERR03G18320	93	93	1
OS03G0414100	LPERR03G18330	63	61	1
OS03G0414400	LPERR03G18350	94	87	1
OS03G0414900	LPERR03G18360	62	57	1
OS03G0415200	LPERR03G18380	89	89	1
OS03G0415500	LPERR03G18390	67	66	1
OS03G0415700	LPERR03G18410	37	49	1
OS03G0416200	LPERR03G18440	70	88	1
OS03G0416300	LPERR03G18450	87	86	1
OS03G0416500	LPERR03G18480	68	74	1
OS03G0417700	LPERR03G18490	72	82	1
OS03G0417800	LPERR03G18500	82	41	1
OS03G0417900	LPERR03G18520	92	97	1
OS03G0418700	LPERR03G18530	83	82	1
OS03G0418800	LPERR08G09790	66	72	0
OS03G0419100	LPERR03G18540	71	68	1
OS03G0419700	LPERR03G18640	33	28	1
OS03G0421000	LPERR02G01250	39	58	1
OS03G0421000	LPERR03G18650	51	67	1
OS03G0421400	LPERR03G18660	71	24	1
OS03G0421700	LPERR03G33800	88	41	1
OS03G0421800	LPERR03G18670	82	85	1
OS03G0422600	LPERR03G19160	75	51	1
OS03G0422800	LPERR03G18680	84	82	1
OS03G0423000	LPERR03G18690	88	69	1
OS03G0423200	LPERR12G13500	97	24	1
OS03G0423800	LPERR09G15360	88	41	1
OS03G0424200	LPERR03G18760	69	29	1
OS03G0424500	LPERR03G18780	97	98	1
OS03G0424600	LPERR07G08070	49	37	1
OS03G0424600	LPERR08G05420	51	37	1
OS03G0424800	LPERR03G18780	97	98	1
OS03G0425000	LPERR03G18790	81	82	1
OS03G0425200	LPERR03G18800	91	79	1
OS03G0425300	LPERR03G18810	88	54	1
OS03G0425600	LPERR03G18830	90	91	1
OS03G0425800	LPERR03G18820	55	59	1
OS03G0425900	LPERR03G18850	51	54	1
OS03G0426300	LPERR03G18860	5	2	0
OS03G0426300	LPERR04G22150	2	1	0
OS03G0426800	LPERR03G18880	91	92	1
OS03G0426900	LPERR03G18890	93	93	1
OS03G0427000	LPERR03G18900	96	96	1
OS03G0427100	LPERR03G18920	92	92	1
OS03G0427300	LPERR01G27300	82	39	0
OS03G0427300	LPERR11G19190	90	89	0
OS03G0427900	LPERR03G18940	94	94	1
OS03G0428000	LPERR07G19880	67	5	1
OS03G0428700	LPERR03G18970	89	89	1
OS03G0428800	LPERR03G19430	93	59	1
OS03G0429000	LPERR02G07040	69	64	1
OS03G0429800	LPERR03G10410	80	89	1
OS03G0429800	LPERR03G19450	93	86	1
OS03G0430000	LPERR03G21130	78	84	1
OS03G0430400	LPERR03G16380	46	25	1
OS03G0431200	LPERR03G19460	80	69	1
OS03G0431800	LPERR06G11290	77	68	1
OS03G0432900	LPERR12G01580	81	32	1
OS03G0434400	LPERR04G03200	68	78	1
OS03G0435200	LPERR03G28240	73	84	1
OS03G0435300	LPERR03G19410	58	69	1
OS03G0436300	LPERR03G33470	80	87	1
OS03G0436400	LPERR03G19170	92	92	1
OS03G0436500	LPERR07G01890	29	62	1
OS03G0436600	LPERR03G19180	68	78	1
OS03G0437100	LPERR03G19190	68	71	1
OS03G0437200	LPERR03G19200	65	67	1
OS03G0437600	LPERR03G19220	80	99	1
OS03G0438100	LPERR03G19240	89	87	1
OS03G0439000	LPERR03G19250	67	72	1
OS03G0439500	LPERR03G19270	78	80	1
OS03G0439700	LPERR03G19310	83	86	1
OS03G0440200	LPERR04G09400	87	94	0
OS03G0440900	LPERR03G19330	89	90	1
OS03G0441000	LPERR03G19340	86	83	1
OS03G0441400	LPERR01G09370	76	87	1
OS03G0441500	LPERR01G10430	93	73	1
OS03G0441500	LPERR01G14820	94	94	1
OS03G0441500	LPERR06G18680	78	81	1
OS03G0442900	LPERR03G19350	64	64	1
OS03G0444900	LPERR03G19020	68	63	1
OS03G0445700	LPERR03G19360	67	76	1
OS03G0448200	LPERR11G17910	68	71	1
OS03G0448200	LPERR11G17930	67	70	1
OS03G0448600	LPERR03G19390	98	98	1
OS03G0448700	LPERR03G19400	87	89	1
OS03G0449200	LPERR03G19080	89	92	1
OS03G0452300	LPERR10G06700	78	79	1
OS03G0454100	LPERR06G04680	95	95	1
OS03G0554900	LPERR10G03170	83	26	1
OS03G0554950	LPERR10G03170	68	9	1
OS03G0556600	LPERR03G19510	83	83	1
OS03G0558700	LPERR03G22440	56	72	1
OS03G0559700	LPERR11G08730	68	58	1
OS03G0559900	LPERR11G08670	4	2	1
OS03G0559900	LPERR12G06610	18	14	1
OS03G0562200	LPERR03G19550	84	83	1
OS03G0563100	LPERR03G22190	88	89	1
OS03G0563300	LPERR03G19660	66	89	1
OS03G0563400	LPERR08G18060	10	14	0
OS03G0563600	LPERR04G00070	81	83	1
OS03G0564200	LPERR03G17800	52	78	1
OS03G0564600	LPERR03G19640	75	73	1
OS03G0565100	LPERR03G19630	91	86	1
OS03G0565200	LPERR03G19590	76	76	1
OS03G0565300	LPERR03G19470	51	50	1
OS03G0565500	LPERR03G19670	97	97	1
OS03G0565600	LPERR03G19710	85	71	1
OS03G0565900	LPERR03G19730	50	28	1
OS03G0566500	LPERR03G19740	76	77	1
OS03G0566600	LPERR03G19750	83	80	1
OS03G0566800	LPERR01G20580	100	99	1
OS03G0567100	LPERR03G19780	57	59	0
OS03G0567600	LPERR06G12350	95	95	1
OS03G0568500	LPERR03G19810	60	95	1
OS03G0568600	LPERR03G19820	58	86	1
OS03G0568800	LPERR01G20600	57	78	1
OS03G0568900	LPERR03G19830	87	85	1
OS03G0568900	LPERR11G04290	88	88	1
OS03G0569000	LPERR03G19840	71	68	1
OS03G0569000	LPERR03G19850	0	0	1
OS03G0569000	LPERR03G19860	0	0	1
OS03G0569000	LPERR03G20500	64	60	1
OS03G0569000	LPERR03G20510	1	2	1
OS03G0569800	LPERR03G19890	82	94	1
OS03G0569900	LPERR03G19900	78	64	1
OS03G0570100	LPERR03G19910	76	78	0
OS03G0570100	LPERR03G19990	76	77	0
OS03G0570200	LPERR02G13090	76	22	1
OS03G0570300	LPERR02G13190	91	91	1
OS03G0570800	LPERR03G19790	72	73	0
OS03G0571900	LPERR03G19950	88	81	1
OS03G0572300	LPERR03G19960	88	88	1
OS03G0572900	LPERR03G19970	92	93	1
OS03G0573500	LPERR03G20000	74	74	1
OS03G0574600	LPERR03G20010	75	66	1
OS03G0574900	LPERR03G20020	92	93	1
OS03G0575200	LPERR03G20030	92	92	1
OS03G0576400	LPERR08G04510	81	20	1
OS03G0576600	LPERR08G03770	49	83	1
OS03G0576700	LPERR08G03780	98	98	1
OS03G0576900	LPERR08G03790	83	97	1
OS03G0577000	LPERR08G03800	97	95	1
OS03G0577100	LPERR02G13650	65	64	0
OS03G0577100	LPERR09G16310	72	67	0
OS03G0577200	LPERR08G03830	100	100	1
OS03G0577500	LPERR03G20070	93	92	1
OS03G0578200	LPERR03G20090	98	98	0
OS03G0578900	LPERR03G20110	49	56	1
OS03G0579000	LPERR03G20120	93	92	1
OS03G0579200	LPERR03G20130	25	85	1
OS03G0579300	LPERR04G06970	98	96	1
OS03G0580200	LPERR03G20190	83	36	1
OS03G0581600	LPERR05G10870	82	83	1
OS03G0581650	LPERR03G20220	64	75	1
OS03G0581800	LPERR03G20230	78	33	1
OS03G0582000	LPERR03G20240	86	86	1
OS03G0582100	LPERR03G20250	85	82	1
OS03G0582200	LPERR03G20260	91	54	1
OS03G0582800	LPERR03G20280	52	65	1
OS03G0583700	LPERR02G29800	89	89	1
OS03G0583800	LPERR03G20300	82	83	1
OS03G0583900	LPERR03G20310	81	84	1
OS03G0584400	LPERR07G13820	79	51	1
OS03G0586300	LPERR03G20330	85	49	1
OS03G0586500	LPERR03G20350	82	82	1
OS03G0586600	LPERR03G20360	98	97	1
OS03G0586700	LPERR03G20370	96	94	1
OS03G0586800	LPERR03G20380	79	82	1
OS03G0586900	LPERR03G20390	95	96	1
OS03G0587000	LPERR08G13880	95	95	1
OS03G0587200	LPERR03G20400	81	81	1
OS03G0588200	LPERR03G20410	64	37	1
OS03G0588400	LPERR06G09470	65	62	1
OS03G0588400	LPERR07G08690	64	63	1
OS03G0588400	LPERR07G08820	64	64	1
OS03G0588800	LPERR03G20420	31	34	1
OS03G0589100	LPERR08G17540	47	44	1
OS03G0589300	LPERR03G35680	24	37	1
OS03G0589400	LPERR08G17540	47	45	1
OS03G0590700	LPERR10G15060	87	31	1
OS03G0591300	LPERR06G13040	87	85	1
OS03G0591600	LPERR01G15940	60	37	1
OS03G0592500	LPERR03G20430	98	98	1
OS03G0593100	LPERR03G20450	88	86	1
OS03G0593200	LPERR03G20440	91	70	1
OS03G0593600	LPERR03G20520	74	77	1
OS03G0593600	LPERR03G20610	77	77	1
OS03G0594100	LPERR03G20570	66	65	1
OS03G0594600	LPERR04G11500	32	32	1
OS03G0594700	LPERR12G07720	78	78	1
OS03G0594900	LPERR03G20570	77	76	1
OS03G0595200	LPERR03G20580	76	68	1
OS03G0595300	LPERR03G20590	86	86	1
OS03G0596700	LPERR03G20650	68	76	1
OS03G0596900	LPERR03G20660	80	83	1
OS03G0597200	LPERR11G01780	85	83	1
OS03G0597200	LPERR12G01920	85	89	1
OS03G0598100	LPERR03G20690	95	96	1
OS03G0598200	LPERR03G20700	89	86	1
OS03G0598700	LPERR03G20730	62	65	1
OS03G0598800	LPERR03G20750	89	91	1
OS03G0598800	LPERR05G07810	89	84	1
OS03G0598900	LPERR03G20740	75	91	1
OS03G0599600	LPERR03G20790	79	32	1
OS03G0599600	LPERR03G20880	79	32	1
OS03G0599800	LPERR03G20890	95	95	0
OS03G0600400	LPERR03G20900	83	27	1
OS03G0600600	LPERR04G14750	46	30	1
OS03G0600800	LPERR03G20780	67	71	1
OS03G0600800	LPERR03G20800	44	71	1
OS03G0601100	LPERR03G20780	67	73	1
OS03G0601100	LPERR03G20800	45	75	1
OS03G0601500	LPERR03G21060	86	86	1
OS03G0602300	LPERR03G21070	93	93	1
OS03G0602600	LPERR03G21090	88	89	1
OS03G0603300	LPERR03G21120	84	62	1
OS03G0603600	LPERR03G21140	94	94	1
OS03G0603800	LPERR03G21160	82	81	1
OS03G0604200	LPERR03G21180	94	94	1
OS03G0604566	LPERR03G21210	63	74	1
OS03G0604600	LPERR01G24300	78	52	1
OS03G0604600	LPERR03G21220	64	54	1
OS03G0605300	LPERR03G21250	87	88	1
OS03G0606100	LPERR03G21270	72	94	1
OS03G0606200	LPERR03G21260	84	82	1
OS03G0607400	LPERR03G21280	78	15	1
OS03G0607500	LPERR03G21290	92	42	1
OS03G0607600	LPERR03G21330	43	70	1
OS03G0607700	LPERR03G21340	37	60	1
OS03G0607800	LPERR03G21400	49	40	1
OS03G0608700	LPERR01G17010	62	65	0
OS03G0608800	LPERR03G21410	77	77	1
OS03G0609000	LPERR03G21420	73	44	1
OS03G0609200	LPERR07G11820	63	40	1
OS03G0609200	LPERR08G03620	61	48	1
OS03G0609500	LPERR03G21440	69	71	1
OS03G0609800	LPERR03G21450	85	86	1
OS03G0610400	LPERR03G21480	49	57	1
OS03G0610650	LPERR03G21490	82	82	1
OS03G0610650	LPERR03G21500	93	92	1
OS03G0610700	LPERR03G21490	77	42	1
OS03G0610700	LPERR03G21500	78	43	1
OS03G0610800	LPERR03G21490	73	75	1
OS03G0610800	LPERR03G21500	83	85	1
OS03G0610900	LPERR03G21510	97	97	1
OS03G0611700	LPERR03G21560	57	31	1
OS03G0612400	LPERR03G21590	51	74	1
OS03G0612600	LPERR03G21600	82	51	1
OS03G0616400	LPERR03G21620	88	56	1
OS03G0616500	LPERR03G21630	69	61	1
OS03G0616700	LPERR01G10570	90	54	1
OS03G0617500	LPERR03G21640	63	62	1
OS03G0617900	LPERR03G21660	96	95	1
OS03G0618300	LPERR03G21680	82	81	1
OS03G0618300	LPERR03G21690	91	93	1
OS03G0619151	LPERR03G21700	64	64	1
OS03G0619400	LPERR03G21710	99	99	1
OS03G0619600	LPERR03G21720	72	24	1
OS03G0620400	LPERR03G21750	56	32	1
OS03G0620400	LPERR03G21760	60	32	1
OS03G0620800	LPERR10G05600	90	90	1
OS03G0621400	LPERR03G21360	70	30	0
OS03G0621400	LPERR03G21370	52	70	0
OS03G0621400	LPERR03G21770	70	44	0
OS03G0621600	LPERR03G21810	9	19	0
OS03G0621650	LPERR03G21810	0	0	0
OS03G0621900	LPERR03G21810	47	25	0
OS03G0622600	LPERR03G21820	85	77	1
OS03G0622700	LPERR11G02120	39	48	1
OS03G0622700	LPERR12G02220	44	47	1
OS03G0623100	LPERR03G21850	59	70	1
OS03G0624000	LPERR03G21860	52	44	1
OS03G0624300	LPERR03G21890	44	52	1
OS03G0624600	LPERR03G21900	62	60	1
OS03G0624800	LPERR01G15500	75	86	1
OS03G0625300	LPERR03G21910	55	58	1
OS03G0625700	LPERR03G21930	97	37	1
OS03G0625800	LPERR03G21940	71	41	1
OS03G0625900	LPERR03G22540	89	87	1
OS03G0626500	LPERR03G21960	89	85	1
OS03G0626600	LPERR03G21970	88	76	1
OS03G0626700	LPERR03G22010	84	88	1
OS03G0626800	LPERR03G22020	82	99	1
OS03G0627100	LPERR06G00820	74	21	1
OS03G0627500	LPERR03G22050	80	80	1
OS03G0628800	LPERR03G22060	49	86	1
OS03G0628900	LPERR03G22070	97	97	1
OS03G0632200	LPERR03G24350	58	21	1
OS03G0632800	LPERR03G22100	77	65	1
OS03G0633100	LPERR03G22120	49	18	0
OS03G0633400	LPERR03G22120	94	57	0
OS03G0633500	LPERR03G22160	37	44	1
OS03G0633800	LPERR03G22170	66	72	1
OS03G0633900	LPERR03G22180	74	30	1
OS03G0634000	LPERR03G22210	70	73	1
OS03G0634400	LPERR03G22220	81	80	1
OS03G0635000	LPERR03G22230	85	83	1
OS03G0635800	LPERR03G22250	81	66	0
OS03G0636700	LPERR03G22260	56	56	1
OS03G0636800	LPERR03G22270	84	86	1
OS03G0637600	LPERR03G22300	84	86	1
OS03G0637800	LPERR03G22310	95	93	1
OS03G0637900	LPERR03G22330	91	25	1
OS03G0638200	LPERR03G22390	83	75	1
OS03G0638300	LPERR03G22400	48	9	1
OS03G0638800	LPERR03G22410	94	98	1
OS03G0638900	LPERR03G22420	67	68	1
OS03G0639600	LPERR03G22460	87	66	1
OS03G0639700	LPERR03G22470	89	76	1
OS03G0639800	LPERR03G22480	75	88	1
OS03G0640000	LPERR03G22490	73	76	1
OS03G0640000	LPERR11G12070	20	49	1
OS03G0640100	LPERR03G22500	98	98	1
OS03G0640300	LPERR03G22520	81	40	1
OS03G0640400	LPERR03G22510	87	84	1
OS03G0640800	LPERR03G22530	98	97	1
OS03G0641700	LPERR03G22600	90	82	1
OS03G0642300	LPERR03G22610	74	83	1
OS03G0642600	LPERR03G22640	60	22	1
OS03G0642900	LPERR03G22630	79	37	0
OS03G0643700	LPERR03G22660	76	78	1
OS03G0644000	LPERR03G22670	90	89	1
OS03G0644200	LPERR03G22680	81	84	1
OS03G0644400	LPERR03G22690	92	92	1
OS03G0644600	LPERR03G22700	43	45	1
