Gene stable ID	Triticum urartu gene stable ID	% identity	Triticum urartu % identity	Orthology confidence [0 low, 1 high]
OS01G0706000	TRIUR3_30405	59	61	1
OS01G0706200	TRIUR3_08500	0	0	1
OS01G0706800	TRIUR3_05238	23	20	1
OS01G0706900	TRIUR3_20358	56	62	1
OS01G0707300	TRIUR3_19403	90	90	1
OS01G0707500	TRIUR3_19402	37	39	1
OS01G0708100	TRIUR3_24442	67	64	1
OS01G0708300	TRIUR3_04137	59	58	1
OS01G0708500	TRIUR3_04139	58	81	1
OS01G0708600	TRIUR3_22598	82	99	0
OS01G0708700	TRIUR3_04140	34	59	1
OS01G0708900	TRIUR3_25231	88	82	1
OS01G0709000	TRIUR3_25230	40	90	1
OS01G0709400	TRIUR3_09599	66	81	1
OS01G0709500	TRIUR3_09598	61	86	1
OS01G0710000	TRIUR3_09596	88	75	1
OS01G0710100	TRIUR3_34287	18	31	0
OS01G0710200	TRIUR3_28466	21	42	1
OS01G0710700	TRIUR3_32253	77	70	1
OS01G0711000	TRIUR3_14663	14	84	1
OS01G0711000	TRIUR3_14664	78	63	1
OS01G0711050	TRIUR3_14665	88	68	1
OS01G0711100	TRIUR3_34750	29	15	1
OS01G0711200	TRIUR3_34113	68	75	1
OS01G0711400	TRIUR3_13021	96	39	1
OS01G0711600	TRIUR3_13020	78	80	1
OS01G0711900	TRIUR3_08159	30	20	0
OS01G0712500	TRIUR3_27560	27	32	0
OS01G0712800	TRIUR3_29854	50	74	1
OS01G0713200	TRIUR3_03096	67	67	1
OS01G0713200	TRIUR3_03097	39	69	1
OS01G0713200	TRIUR3_03310	61	68	1
OS01G0713200	TRIUR3_03311	62	71	1
OS01G0713600	TRIUR3_32813	41	43	0
OS01G0713800	TRIUR3_06060	39	45	1
OS01G0713800	TRIUR3_13014	69	64	1
OS01G0713900	TRIUR3_09297	92	46	0
OS01G0713900	TRIUR3_09298	0	0	0
OS01G0713900	TRIUR3_09299	9	3	0
OS01G0714100	TRIUR3_09296	81	23	1
OS01G0714800	TRIUR3_33662	36	78	1
OS01G0715500	TRIUR3_11157	45	56	1
OS01G0715600	TRIUR3_11159	60	82	1
OS01G0715700	TRIUR3_22087	74	78	1
OS01G0715800	TRIUR3_01804	30	29	0
OS01G0715900	TRIUR3_22086	76	63	1
OS01G0716200	TRIUR3_08391	62	42	1
OS01G0716400	TRIUR3_08389	78	79	1
OS01G0716500	TRIUR3_08388	82	83	1
OS01G0716800	TRIUR3_30353	67	67	1
OS01G0717000	TRIUR3_23734	77	75	1
OS01G0717400	TRIUR3_24415	53	64	1
OS01G0717601	TRIUR3_24414	27	46	1
OS01G0717700	TRIUR3_24415	57	68	1
OS01G0718000	TRIUR3_24414	60	65	1
OS01G0718300	TRIUR3_33396	66	83	1
OS01G0718900	TRIUR3_14160	38	48	1
OS01G0719000	TRIUR3_35140	62	60	1
OS01G0719100	TRIUR3_27248	80	81	1
OS01G0719300	TRIUR3_18297	0	0	0
OS01G0719400	TRIUR3_20020	29	18	1
OS01G0719600	TRIUR3_20021	78	44	1
OS01G0719700	TRIUR3_24327	65	22	1
OS01G0719900	TRIUR3_24326	36	79	1
OS01G0720300	TRIUR3_19609	70	80	1
OS01G0720400	TRIUR3_28554	35	73	1
OS01G0720500	TRIUR3_00869	88	73	0
OS01G0720500	TRIUR3_00894	89	88	0
OS01G0720500	TRIUR3_00896	91	77	0
OS01G0720500	TRIUR3_00897	91	91	0
OS01G0720500	TRIUR3_00898	90	90	0
OS01G0720500	TRIUR3_00899	72	65	0
OS01G0720500	TRIUR3_02842	91	91	0
OS01G0720500	TRIUR3_02843	91	91	0
OS01G0720500	TRIUR3_02844	59	93	0
OS01G0720500	TRIUR3_03906	36	57	0
OS01G0720500	TRIUR3_06723	92	92	0
OS01G0720500	TRIUR3_14658	89	89	0
OS01G0720500	TRIUR3_29711	92	85	0
OS01G0720500	TRIUR3_30123	91	91	0
OS01G0720500	TRIUR3_34747	91	90	0
OS01G0720800	TRIUR3_10228	48	42	1
OS01G0720800	TRIUR3_10229	46	40	1
OS01G0720800	TRIUR3_10230	44	38	1
OS01G0720800	TRIUR3_11002	48	42	1
OS01G0720900	TRIUR3_27414	44	38	1
OS01G0721200	TRIUR3_25592	42	43	0
OS01G0721300	TRIUR3_25592	44	44	0
OS01G0721400	TRIUR3_25592	42	43	0
OS01G0721500	TRIUR3_25592	46	46	0
OS01G0721800	TRIUR3_25592	41	42	0
OS01G0721900	TRIUR3_33029	58	74	1
OS01G0722100	TRIUR3_25770	43	56	1
OS01G0722300	TRIUR3_05615	40	44	1
OS01G0722300	TRIUR3_25771	37	39	1
OS01G0722550	TRIUR3_19325	43	43	0
OS01G0722700	TRIUR3_10672	39	31	1
OS01G0722800	TRIUR3_10623	93	93	1
OS01G0723100	TRIUR3_10673	51	65	1
OS01G0723200	TRIUR3_10674	89	82	1
OS01G0723400	TRIUR3_24312	82	85	1
OS01G0723500	TRIUR3_24313	56	63	1
OS01G0723600	TRIUR3_29211	68	80	0
OS01G0723700	TRIUR3_11727	60	58	1
OS01G0723800	TRIUR3_11724	85	90	1
OS01G0724450	TRIUR3_02935	28	31	1
OS01G0724500	TRIUR3_17980	40	6	1
OS01G0724700	TRIUR3_06858	33	60	0
OS01G0725400	TRIUR3_06860	41	51	1
OS01G0725600	TRIUR3_06861	82	86	1
OS01G0725800	TRIUR3_31747	61	62	1
OS01G0725900	TRIUR3_21399	68	70	1
OS01G0726100	TRIUR3_21398	59	64	1
OS01G0726700	TRIUR3_33602	54	67	1
OS01G0727100	TRIUR3_33899	70	79	1
OS01G0727400	TRIUR3_08945	82	39	1
OS01G0727500	TRIUR3_08946	52	54	1
OS01G0727800	TRIUR3_08944	81	78	1
OS01G0727800	TRIUR3_08947	71	50	1
OS01G0727840	TRIUR3_23719	33	22	0
OS01G0727900	TRIUR3_30633	61	72	1
OS01G0728100	TRIUR3_21267	32	35	0
OS01G0728150	TRIUR3_19697	62	12	1
OS01G0728200	TRIUR3_19697	0	0	1
OS01G0728250	TRIUR3_19697	6	1	1
OS01G0728300	TRIUR3_25996	58	70	1
OS01G0728300	TRIUR3_25997	63	62	1
OS01G0728350	TRIUR3_06682	47	34	0
OS01G0728700	TRIUR3_26578	87	87	1
OS01G0729400	TRIUR3_29320	64	50	1
OS01G0729900	TRIUR3_18361	45	64	0
OS01G0730100	TRIUR3_18359	55	54	1
OS01G0730200	TRIUR3_31729	33	30	1
OS01G0730300	TRIUR3_23263	69	62	1
OS01G0730500	TRIUR3_27483	65	83	1
OS01G0730700	TRIUR3_31683	33	49	1
OS01G0730800	TRIUR3_25264	41	80	1
OS01G0730900	TRIUR3_25265	53	36	1
OS01G0731000	TRIUR3_28938	88	78	1
OS01G0731100	TRIUR3_09224	63	49	1
OS01G0731600	TRIUR3_09224	46	44	1
OS01G0732000	TRIUR3_09226	59	49	1
OS01G0732200	TRIUR3_09227	41	51	1
OS01G0732700	TRIUR3_19199	84	85	1
OS01G0733200	TRIUR3_19198	59	36	1
OS01G0733500	TRIUR3_05844	48	65	1
OS01G0733500	TRIUR3_07593	81	67	1
OS01G0733600	TRIUR3_07595	65	75	1
OS01G0734000	TRIUR3_07596	48	55	1
OS01G0734600	TRIUR3_14316	59	68	1
OS01G0734800	TRIUR3_14960	71	66	1
OS01G0734800	TRIUR3_26365	59	66	1
OS01G0734800	TRIUR3_26491	43	56	1
OS01G0735300	TRIUR3_28325	62	54	1
OS01G0735450	TRIUR3_01920	48	51	1
OS01G0735900	TRIUR3_12031	58	75	1
OS01G0735900	TRIUR3_18784	75	76	1
OS01G0736100	TRIUR3_12454	68	68	1
OS01G0736400	TRIUR3_11341	76	75	1
OS01G0736500	TRIUR3_31262	50	46	1
OS01G0736600	TRIUR3_21646	81	57	1
OS01G0736900	TRIUR3_18695	75	58	1
OS01G0737300	TRIUR3_18694	59	44	1
OS01G0737800	TRIUR3_24874	63	74	1
OS01G0737900	TRIUR3_24875	61	55	1
OS01G0738000	TRIUR3_19686	80	83	0
OS01G0738100	TRIUR3_19687	40	33	1
OS01G0738300	TRIUR3_21439	63	79	1
OS01G0738500	TRIUR3_13241	63	62	1
OS01G0738600	TRIUR3_13242	45	48	1
OS01G0739000	TRIUR3_08072	81	82	1
OS01G0739200	TRIUR3_08073	55	65	1
OS01G0739400	TRIUR3_08074	61	48	1
OS01G0739500	TRIUR3_08075	63	65	1
OS01G0739500	TRIUR3_08076	64	65	1
OS01G0739700	TRIUR3_21421	86	86	1
OS01G0740150	TRIUR3_03456	40	22	1
OS01G0741200	TRIUR3_34616	87	75	1
OS01G0741300	TRIUR3_03364	80	31	1
OS01G0741900	TRIUR3_24631	64	64	1
OS01G0742000	TRIUR3_24630	56	14	1
OS01G0742200	TRIUR3_08811	90	88	0
OS01G0742200	TRIUR3_21839	90	88	0
OS01G0742200	TRIUR3_23222	90	86	0
OS01G0742200	TRIUR3_23223	90	88	0
OS01G0742200	TRIUR3_34470	13	86	0
OS01G0742500	TRIUR3_15975	50	53	1
OS01G0742766	TRIUR3_15976	65	76	1
OS01G0743100	TRIUR3_34751	27	41	1
OS01G0743200	TRIUR3_16072	59	74	1
OS01G0743300	TRIUR3_09683	60	81	1
OS01G0743400	TRIUR3_09682	90	83	1
OS01G0743500	TRIUR3_09681	85	78	1
OS01G0743600	TRIUR3_09680	57	63	1
OS01G0743800	TRIUR3_27991	80	67	1
OS01G0744000	TRIUR3_12758	66	73	1
OS01G0744200	TRIUR3_12759	62	58	1
OS01G0744300	TRIUR3_12760	88	89	1
OS01G0746200	TRIUR3_08885	68	85	1
OS01G0746400	TRIUR3_28465	64	78	1
OS01G0746700	TRIUR3_30808	76	66	1
OS01G0747300	TRIUR3_08738	15	17	1
OS01G0747300	TRIUR3_21627	65	44	1
OS01G0747400	TRIUR3_21626	63	69	1
OS01G0747500	TRIUR3_17596	79	90	1
OS01G0747600	TRIUR3_17595	60	75	1
OS01G0747700	TRIUR3_17594	65	75	1
OS01G0747800	TRIUR3_12192	72	74	1
OS01G0748000	TRIUR3_12193	80	88	1
OS01G0748150	TRIUR3_24776	50	60	1
OS01G0748200	TRIUR3_24777	29	80	1
OS01G0748500	TRIUR3_26362	68	70	1
OS01G0748600	TRIUR3_26363	78	69	0
OS01G0748900	TRIUR3_11035	75	90	1
OS01G0749100	TRIUR3_30509	81	57	1
OS01G0749300	TRIUR3_30232	65	70	1
OS01G0749400	TRIUR3_34556	75	86	1
OS01G0749900	TRIUR3_34270	61	76	1
OS01G0750000	TRIUR3_11632	90	80	1
OS01G0750300	TRIUR3_20486	85	85	1
OS01G0750500	TRIUR3_30088	73	86	1
OS01G0751300	TRIUR3_34462	53	64	1
OS01G0751600	TRIUR3_28072	71	88	1
OS01G0752100	TRIUR3_21427	42	54	1
OS01G0752200	TRIUR3_21426	70	78	1
OS01G0752300	TRIUR3_15507	65	79	1
OS01G0752400	TRIUR3_15508	62	37	1
OS01G0752600	TRIUR3_29163	61	72	1
OS01G0752700	TRIUR3_24687	73	71	1
OS01G0752800	TRIUR3_24686	46	76	1
OS01G0753000	TRIUR3_18957	68	71	1
OS01G0753100	TRIUR3_09364	71	89	1
OS01G0753150	TRIUR3_09365	37	49	1
OS01G0753150	TRIUR3_23612	34	51	1
OS01G0753150	TRIUR3_29170	36	54	1
OS01G0753200	TRIUR3_09366	59	48	1
OS01G0753300	TRIUR3_09367	64	76	1
OS01G0753500	TRIUR3_35254	59	74	1
OS01G0754000	TRIUR3_15454	73	77	1
OS01G0754100	TRIUR3_15452	85	86	1
OS01G0754100	TRIUR3_15453	65	65	1
OS01G0754200	TRIUR3_23018	78	88	1
OS01G0754500	TRIUR3_23019	66	65	1
OS01G0754700	TRIUR3_14482	60	72	1
OS01G0755100	TRIUR3_14480	55	56	1
OS01G0756000	TRIUR3_35368	5	34	1
OS01G0756200	TRIUR3_19907	46	65	1
OS01G0756600	TRIUR3_30516	87	64	1
OS01G0756700	TRIUR3_31047	78	79	1
OS01G0757200	TRIUR3_32868	49	86	1
OS01G0757400	TRIUR3_09947	80	77	1
OS01G0757500	TRIUR3_09946	68	80	1
OS01G0757600	TRIUR3_09945	55	56	1
OS01G0757700	TRIUR3_10614	68	35	1
OS01G0757800	TRIUR3_09944	59	63	1
OS01G0757900	TRIUR3_32246	63	33	1
OS01G0758000	TRIUR3_27998	54	40	1
OS01G0758200	TRIUR3_27858	18	20	0
OS01G0758300	TRIUR3_23317	91	79	1
OS01G0758400	TRIUR3_08121	74	72	1
OS01G0758400	TRIUR3_23316	47	89	1
OS01G0758900	TRIUR3_30469	56	54	1
OS01G0759200	TRIUR3_18266	65	64	1
OS01G0759400	TRIUR3_18267	65	61	1
OS01G0759700	TRIUR3_22621	72	54	1
OS01G0759900	TRIUR3_22620	86	80	1
OS01G0760300	TRIUR3_30594	66	66	1
OS01G0760400	TRIUR3_14743	85	85	1
OS01G0760600	TRIUR3_04934	83	87	1
OS01G0760701	TRIUR3_04933	62	68	1
OS01G0760900	TRIUR3_35335	54	64	1
OS01G0761000	TRIUR3_22384	60	60	1
OS01G0761100	TRIUR3_22385	42	54	1
OS01G0761300	TRIUR3_04582	80	54	1
OS01G0761400	TRIUR3_04583	68	72	1
OS01G0761500	TRIUR3_04584	58	67	0
OS01G0761900	TRIUR3_00633	29	15	1
OS01G0762000	TRIUR3_14741	63	78	1
OS01G0762300	TRIUR3_26431	64	68	1
OS01G0762900	TRIUR3_11552	78	81	1
OS01G0763000	TRIUR3_11554	78	78	1
OS01G0763100	TRIUR3_11555	27	58	1
OS01G0763200	TRIUR3_19119	8	15	0
OS01G0763200	TRIUR3_31674	12	25	0
OS01G0763300	TRIUR3_30304	77	84	1
OS01G0763600	TRIUR3_18731	81	51	1
OS01G0763750	TRIUR3_18730	76	77	1
OS01G0763850	TRIUR3_09970	55	86	1
OS01G0763900	TRIUR3_16147	32	69	1
OS01G0764000	TRIUR3_16146	72	64	1
OS01G0764000	TRIUR3_28363	74	66	1
OS01G0764050	TRIUR3_16145	66	74	1
OS01G0764300	TRIUR3_10090	81	72	1
OS01G0764400	TRIUR3_10088	71	72	1
OS01G0764500	TRIUR3_08278	69	23	1
OS01G0764600	TRIUR3_08279	82	84	1
OS01G0764700	TRIUR3_08280	81	72	1
OS01G0764800	TRIUR3_10180	69	90	1
OS01G0764850	TRIUR3_10181	28	68	1
OS01G0764900	TRIUR3_27629	50	75	0
OS01G0765000	TRIUR3_10183	69	85	1
OS01G0765200	TRIUR3_22135	56	24	1
OS01G0765300	TRIUR3_22135	65	38	1
OS01G0765400	TRIUR3_11717	54	59	1
OS01G0765400	TRIUR3_28863	58	56	1
OS01G0765500	TRIUR3_22134	41	47	1
OS01G0765600	TRIUR3_24034	52	58	1
OS01G0766101	TRIUR3_17403	40	42	1
OS01G0766200	TRIUR3_16199	53	80	1
OS01G0766400	TRIUR3_10873	63	51	1
OS01G0766600	TRIUR3_18511	47	66	1
OS01G0766900	TRIUR3_20362	94	35	1
OS01G0767100	TRIUR3_16432	56	47	1
OS01G0767600	TRIUR3_20746	87	90	1
OS01G0767700	TRIUR3_20747	71	73	1
OS01G0767900	TRIUR3_32324	61	83	1
OS01G0768200	TRIUR3_13485	67	76	1
OS01G0768300	TRIUR3_13484	50	59	1
OS01G0768600	TRIUR3_22783	14	37	0
OS01G0768600	TRIUR3_26827	16	43	0
OS01G0768700	TRIUR3_33437	66	18	1
OS01G0769000	TRIUR3_20541	82	82	1
OS01G0769200	TRIUR3_14918	77	79	1
OS01G0769700	TRIUR3_14770	79	81	1
OS01G0769700	TRIUR3_30175	77	84	1
OS01G0769900	TRIUR3_14919	83	78	1
OS01G0770000	TRIUR3_14920	73	76	1
OS01G0770000	TRIUR3_30312	63	63	1
OS01G0770100	TRIUR3_14920	70	68	1
OS01G0770100	TRIUR3_30312	60	56	1
OS01G0770200	TRIUR3_13367	50	50	0
OS01G0770200	TRIUR3_16723	51	63	0
OS01G0770200	TRIUR3_16822	54	72	0
OS01G0770200	TRIUR3_30546	20	67	0
OS01G0770400	TRIUR3_22704	38	47	1
OS01G0770500	TRIUR3_20947	54	91	1
OS01G0770800	TRIUR3_20946	71	65	1
OS01G0771000	TRIUR3_01108	23	45	0
OS01G0771000	TRIUR3_18829	29	64	0
OS01G0771100	TRIUR3_18828	42	57	1
OS01G0771200	TRIUR3_18183	43	74	1
OS01G0771400	TRIUR3_23136	70	62	1
OS01G0771900	TRIUR3_19875	73	63	1
OS01G0772000	TRIUR3_32946	25	20	0
OS01G0772150	TRIUR3_25606	41	81	0
OS01G0772200	TRIUR3_25607	56	64	1
OS01G0772400	TRIUR3_23867	52	77	1
OS01G0772500	TRIUR3_23866	39	71	1
OS01G0772600	TRIUR3_27122	90	90	1
OS01G0772700	TRIUR3_09110	54	54	0
OS01G0772800	TRIUR3_14193	72	77	1
OS01G0772900	TRIUR3_17452	73	70	1
OS01G0773000	TRIUR3_17450	55	51	0
OS01G0773000	TRIUR3_17451	0	0	0
OS01G0773100	TRIUR3_06426	82	87	1
OS01G0773200	TRIUR3_06423	35	9	1
OS01G0773400	TRIUR3_06422	48	28	1
OS01G0773600	TRIUR3_18747	63	72	1
OS01G0773700	TRIUR3_18746	53	81	1
OS01G0774500	TRIUR3_24881	73	78	1
OS01G0775100	TRIUR3_24880	61	53	1
OS01G0775400	TRIUR3_20534	81	79	1
OS01G0775600	TRIUR3_14431	88	63	1
OS01G0776400	TRIUR3_33325	56	74	1
OS01G0776500	TRIUR3_24997	37	41	1
OS01G0776600	TRIUR3_22506	87	84	1
OS01G0776700	TRIUR3_22507	37	80	1
OS01G0777000	TRIUR3_32436	64	79	1
OS01G0777200	TRIUR3_20620	70	64	1
OS01G0777300	TRIUR3_20621	59	53	1
OS01G0777400	TRIUR3_03757	6	12	1
OS01G0777600	TRIUR3_03757	6	12	1
OS01G0777800	TRIUR3_03753	78	63	1
OS01G0778100	TRIUR3_03751	23	46	1
OS01G0778500	TRIUR3_34457	46	79	0
OS01G0778700	TRIUR3_14258	81	87	1
OS01G0778800	TRIUR3_14259	84	87	0
OS01G0779100	TRIUR3_14259	79	72	0
OS01G0779300	TRIUR3_24662	72	76	1
OS01G0779400	TRIUR3_24663	65	66	1
OS01G0779800	TRIUR3_27508	35	64	1
OS01G0780400	TRIUR3_05340	76	70	1
OS01G0780500	TRIUR3_05339	69	80	1
OS01G0780600	TRIUR3_05337	63	79	1
OS01G0780701	TRIUR3_05338	53	24	1
OS01G0780800	TRIUR3_18055	49	54	1
OS01G0781000	TRIUR3_09508	93	93	1
OS01G0781200	TRIUR3_03330	18	61	0
OS01G0781200	TRIUR3_04337	59	59	0
OS01G0781200	TRIUR3_09509	65	65	0
OS01G0781200	TRIUR3_09510	65	66	0
OS01G0781200	TRIUR3_18260	59	63	0
OS01G0781200	TRIUR3_21057	63	62	0
OS01G0781200	TRIUR3_25765	59	52	0
OS01G0781200	TRIUR3_28912	59	60	0
OS01G0781200	TRIUR3_29740	17	65	0
OS01G0781200	TRIUR3_32446	24	51	0
OS01G0781700	TRIUR3_03330	19	61	0
OS01G0781700	TRIUR3_04337	58	55	0
OS01G0781700	TRIUR3_09509	63	59	0
OS01G0781700	TRIUR3_09510	63	60	0
OS01G0781700	TRIUR3_18260	58	58	0
OS01G0781700	TRIUR3_21057	63	57	0
OS01G0781700	TRIUR3_25765	58	49	0
OS01G0781700	TRIUR3_28912	59	56	0
OS01G0781700	TRIUR3_29740	17	60	0
OS01G0781700	TRIUR3_32446	21	42	0
OS01G0782100	TRIUR3_03330	18	55	0
OS01G0782100	TRIUR3_04337	58	53	0
OS01G0782100	TRIUR3_09509	63	57	0
OS01G0782100	TRIUR3_09510	63	58	0
OS01G0782100	TRIUR3_18260	58	56	0
OS01G0782100	TRIUR3_21057	63	55	0
OS01G0782100	TRIUR3_25765	58	46	0
OS01G0782100	TRIUR3_28912	59	54	0
OS01G0782100	TRIUR3_29740	18	60	0
OS01G0782100	TRIUR3_32446	22	42	0
OS01G0782200	TRIUR3_09511	67	71	1
OS01G0782800	TRIUR3_16181	56	89	1
OS01G0783000	TRIUR3_05808	53	31	0
OS01G0783000	TRIUR3_05809	57	42	0
OS01G0783000	TRIUR3_17731	55	39	0
OS01G0783000	TRIUR3_33391	58	43	0
OS01G0783000	TRIUR3_34483	61	45	0
OS01G0783100	TRIUR3_05810	60	82	1
OS01G0783200	TRIUR3_05811	84	84	1
OS01G0783400	TRIUR3_19233	47	23	1
OS01G0783500	TRIUR3_19232	50	79	0
OS01G0783600	TRIUR3_11690	53	56	1
OS01G0783700	TRIUR3_11689	82	82	1
OS01G0784101	TRIUR3_17151	57	63	1
OS01G0784200	TRIUR3_13139	59	61	1
OS01G0784200	TRIUR3_23198	64	62	1
OS01G0784450	TRIUR3_17151	51	21	1
OS01G0784600	TRIUR3_24894	68	66	1
OS01G0784725	TRIUR3_17151	33	22	1
OS01G0784800	TRIUR3_07337	91	91	1
OS01G0784833	TRIUR3_07338	66	71	1
OS01G0784833	TRIUR3_18303	45	46	1
OS01G0785400	TRIUR3_30957	74	86	1
OS01G0785500	TRIUR3_10181	56	59	1
OS01G0785600	TRIUR3_17949	38	71	1
OS01G0785700	TRIUR3_11110	53	48	1
OS01G0785700	TRIUR3_11111	35	47	1
OS01G0785700	TRIUR3_17950	49	47	1
OS01G0785700	TRIUR3_20499	38	61	1
OS01G0785700	TRIUR3_31935	56	54	1
OS01G0785900	TRIUR3_17948	21	83	1
OS01G0786500	TRIUR3_18110	37	40	1
OS01G0786601	TRIUR3_00801	57	65	1
OS01G0786700	TRIUR3_00800	77	70	1
OS01G0786800	TRIUR3_18111	59	62	1
OS01G0786900	TRIUR3_18112	74	75	1
OS01G0787000	TRIUR3_32734	72	66	1
OS01G0787600	TRIUR3_21769	33	63	1
OS01G0787600	TRIUR3_27782	58	46	1
OS01G0787600	TRIUR3_30681	57	67	1
OS01G0788200	TRIUR3_17591	81	86	1
OS01G0788400	TRIUR3_17592	35	81	1
OS01G0788451	TRIUR3_17593	61	73	1
OS01G0788500	TRIUR3_31185	76	76	1
OS01G0788700	TRIUR3_16942	61	61	1
OS01G0788800	TRIUR3_16941	51	47	1
OS01G0788900	TRIUR3_16940	59	87	1
OS01G0788950	TRIUR3_24423	75	94	1
OS01G0789000	TRIUR3_26615	69	52	1
OS01G0789100	TRIUR3_31834	42	87	1
OS01G0789200	TRIUR3_06460	58	60	1
OS01G0791033	TRIUR3_02281	89	90	1
OS01G0791151	TRIUR3_06461	61	60	1
OS01G0793200	TRIUR3_06459	76	58	1
OS01G0793300	TRIUR3_06458	50	28	1
OS01G0793300	TRIUR3_13369	47	19	1
OS01G0793500	TRIUR3_06457	71	65	0
OS01G0793800	TRIUR3_24928	63	65	1
OS01G0793800	TRIUR3_24929	60	61	1
OS01G0794400	TRIUR3_28315	74	40	1
OS01G0794500	TRIUR3_19048	84	82	1
OS01G0794800	TRIUR3_01152	69	65	0
OS01G0794800	TRIUR3_01153	29	55	0
OS01G0794800	TRIUR3_01154	69	68	0
OS01G0794800	TRIUR3_05698	68	69	0
OS01G0794800	TRIUR3_31001	31	61	0
OS01G0795000	TRIUR3_01152	68	64	0
OS01G0795000	TRIUR3_01153	29	55	0
OS01G0795000	TRIUR3_01154	68	67	0
OS01G0795000	TRIUR3_05698	68	68	0
OS01G0795000	TRIUR3_31001	31	61	0
OS01G0795100	TRIUR3_01152	66	62	0
OS01G0795100	TRIUR3_01153	27	51	0
OS01G0795100	TRIUR3_01154	66	65	0
OS01G0795100	TRIUR3_05698	66	66	0
OS01G0795100	TRIUR3_31001	32	62	0
OS01G0795200	TRIUR3_19049	76	74	1
OS01G0795400	TRIUR3_19049	74	37	1
OS01G0796400	TRIUR3_17685	67	87	1
OS01G0796500	TRIUR3_17684	54	57	1
OS01G0796700	TRIUR3_31253	45	49	1
OS01G0798500	TRIUR3_01714	34	52	1
OS01G0798500	TRIUR3_01715	19	62	1
OS01G0798800	TRIUR3_01711	77	79	1
OS01G0798900	TRIUR3_01709	68	71	1
OS01G0799000	TRIUR3_01708	54	70	1
OS01G0799100	TRIUR3_04635	48	51	0
OS01G0799500	TRIUR3_05023	38	84	0
OS01G0799900	TRIUR3_05024	75	76	1
OS01G0800000	TRIUR3_20037	35	45	1
OS01G0800000	TRIUR3_23355	35	46	1
OS01G0800250	TRIUR3_25099	32	32	1
OS01G0800300	TRIUR3_05285	41	68	1
OS01G0800400	TRIUR3_05282	58	71	1
OS01G0800500	TRIUR3_05281	76	79	1
OS01G0800800	TRIUR3_25528	31	24	1
OS01G0800900	TRIUR3_25528	49	46	1
OS01G0801000	TRIUR3_16333	73	64	1
OS01G0801100	TRIUR3_16332	65	75	1
OS01G0801200	TRIUR3_16331	61	47	1
OS01G0801500	TRIUR3_34271	57	81	1
OS01G0801600	TRIUR3_29783	77	84	1
OS01G0801700	TRIUR3_32989	83	83	1
OS01G0801901	TRIUR3_21208	56	59	1
OS01G0802000	TRIUR3_21209	55	28	1
OS01G0802700	TRIUR3_31257	63	60	0
OS01G0803200	TRIUR3_34478	31	65	1
OS01G0803300	TRIUR3_33509	55	54	1
OS01G0804900	TRIUR3_30136	32	35	0
OS01G0805100	TRIUR3_07574	57	75	1
OS01G0805100	TRIUR3_07575	1	3	1
OS01G0805200	TRIUR3_09836	66	66	1
OS01G0805300	TRIUR3_09837	57	50	0
OS01G0805400	TRIUR3_09838	64	64	1
OS01G0805400	TRIUR3_22313	40	34	1
OS01G0805400	TRIUR3_31967	33	31	1
OS01G0805600	TRIUR3_30697	45	44	1
OS01G0805800	TRIUR3_30778	72	80	1
OS01G0805900	TRIUR3_10460	78	55	0
OS01G0806000	TRIUR3_10463	52	55	1
OS01G0807900	TRIUR3_09545	82	87	1
OS01G0808100	TRIUR3_09546	73	57	1
OS01G0808400	TRIUR3_09547	73	78	1
OS01G0809900	TRIUR3_27240	25	27	0
OS01G0810200	TRIUR3_34684	33	66	1
OS01G0810300	TRIUR3_14173	68	85	1
OS01G0810500	TRIUR3_03967	62	58	1
OS01G0810500	TRIUR3_06142	57	44	1
OS01G0810500	TRIUR3_12294	60	56	1
OS01G0810500	TRIUR3_15461	60	56	1
OS01G0810500	TRIUR3_16536	59	52	1
OS01G0810500	TRIUR3_16537	59	55	1
OS01G0810500	TRIUR3_18810	59	55	1
OS01G0810500	TRIUR3_20349	29	67	1
OS01G0810500	TRIUR3_25376	59	57	1
OS01G0810600	TRIUR3_03967	56	48	1
OS01G0810600	TRIUR3_06142	54	38	1
OS01G0810600	TRIUR3_12294	55	48	1
OS01G0810600	TRIUR3_15461	55	46	1
OS01G0810600	TRIUR3_16536	56	45	1
OS01G0810600	TRIUR3_16537	55	46	1
OS01G0810600	TRIUR3_18810	55	47	1
OS01G0810600	TRIUR3_20349	31	66	1
OS01G0810600	TRIUR3_25376	54	48	1
OS01G0810800	TRIUR3_03967	63	64	1
OS01G0810800	TRIUR3_06142	59	49	1
OS01G0810800	TRIUR3_12294	62	63	1
OS01G0810800	TRIUR3_15461	63	63	1
OS01G0810800	TRIUR3_16536	65	61	1
OS01G0810800	TRIUR3_16537	62	61	1
OS01G0810800	TRIUR3_18810	64	64	1
OS01G0810800	TRIUR3_20349	31	78	1
OS01G0810800	TRIUR3_25376	62	65	1
OS01G0811001	TRIUR3_03967	59	35	1
OS01G0811001	TRIUR3_06142	53	26	1
OS01G0811001	TRIUR3_12294	55	33	1
OS01G0811001	TRIUR3_15461	58	34	1
OS01G0811001	TRIUR3_16536	58	32	1
OS01G0811001	TRIUR3_16537	58	33	1
OS01G0811001	TRIUR3_18810	57	34	1
OS01G0811001	TRIUR3_20349	13	19	1
OS01G0811001	TRIUR3_25376	58	36	1
OS01G0811300	TRIUR3_19455	71	70	1
OS01G0811400	TRIUR3_19454	76	32	1
